Orthogroup	DMIR.longest_only	DKIK.longest_only
OG0004285	LOC108157308|XP_017144801.1|DMIR	LOC108084579|XP_017036342.1|DKIK
OG0004286	LOC108152503|XP_017137375.1|DMIR	LOC108073907|XP_017021191.1|DKIK
OG0004287	LOC108152505|XP_017137376.1|DMIR	LOC108074007|XP_017021357.1|DKIK
OG0004288	LOC108152517|XP_017137401.1|DMIR	LOC108073993|XP_017021335.1|DKIK
OG0004289	LOC108152023|XP_017136489.1|DMIR	LOC108083268|XP_017034468.1|DKIK
OG0004290	LOC108158591|XP_017146532.1|DMIR	LOC108074657|XP_017022263.1|DKIK
OG0004291	LOC117191040|XP_033251900.1|DMIR, LOC108160740|XP_033247723.1|DMIR	LOC108076321|XP_017024594.1|DKIK
OG0004292	LOC108152066|XP_017136575.1|DMIR	LOC108084412|XP_017036102.1|DKIK
OG0004293	LOC108153477|XP_017139006.1|DMIR	LOC108083648|XP_017035009.1|DKIK
OG0004294	LOC108151225|XP_017135207.1|DMIR	LOC108072806|XP_017019586.1|DKIK
OG0004295	LOC108152959|XP_017138148.1|DMIR	LOC108072772|XP_017019536.1|DKIK
OG0004296	LOC108153060|XP_033242385.1|DMIR	LOC108072800|XP_017019573.1|DKIK
OG0004297	LOC117194103|XP_033254635.1|DMIR, LOC108160911|XP_017150677.1|DMIR	LOC108070918|XP_017017066.1|DKIK
OG0004298	LOC108159751|XP_017148784.1|DMIR	LOC108080854|XP_017031246.1|DKIK
OG0004299	LOC108158501|XP_017146304.1|DMIR, LOC117189968|XP_033250941.1|DMIR	LOC108079549|XP_017029379.1|DKIK
OG0004300	LOC108158429|XP_017146200.1|DMIR	LOC108076584|XP_017024985.1|DKIK
OG0004301	LOC108151076|XP_017134948.1|DMIR	LOC108084410|XP_017036098.1|DKIK
OG0004302	LOC117189879|XP_033250851.1|DMIR, LOC108159446|XP_017148225.1|DMIR	LOC108082413|XP_017033250.1|DKIK
OG0004303	LOC117185694|XP_033246870.1|DMIR, LOC108159286|XP_017147936.2|DMIR	LOC108078301|XP_017027574.1|DKIK
OG0004304	LOC108158389|XP_033246404.1|DMIR	LOC108078046|XP_017027097.1|DKIK
OG0004305	LOC108159454|XP_017148234.1|DMIR, LOC117192552|XP_033253140.1|DMIR	LOC108070817|XP_017016906.1|DKIK
OG0004306	LOC108159141|XP_017147625.1|DMIR, LOC117193642|XP_033254277.1|DMIR	LOC108082583|XP_017033530.1|DKIK
OG0004307	LOC108158522|XP_017146392.1|DMIR, LOC117192569|XP_033253173.1|DMIR	LOC108085165|XP_017037185.1|DKIK
OG0004308	LOC117187717|XP_033246354.1|DMIR, LOC117190617|XP_033251557.1|DMIR	LOC108072116|XP_017018628.1|DKIK
OG0004309	LOC108151803|XP_017136142.1|DMIR	LOC108078642|XP_017028060.1|DKIK
OG0004310	LOC117193254|XP_033253886.1|DMIR, LOC108160130|XP_017149414.1|DMIR	LOC108082532|XP_017033457.1|DKIK
OG0004311	LOC108152784|XP_017137855.1|DMIR	LOC108075000|XP_017022732.1|DKIK
OG0004312	LOC117188225|XP_033247627.1|DMIR, LOC108160329|XP_033253296.1|DMIR	LOC108070826|XP_017016934.1|DKIK
OG0004313	LOC117193415|XP_033254057.1|DMIR, LOC108159266|XP_017147913.1|DMIR, LOC117192923|XP_033253546.1|DMIR	LOC108085112|XP_017037078.1|DKIK
OG0004314	LOC108158986|XP_017147319.1|DMIR, LOC117191574|XP_033252293.1|DMIR	LOC108072305|XP_017018862.1|DKIK
OG0004315	LOC117193764|XP_033254386.1|DMIR, LOC108159078|XP_017147521.1|DMIR	LOC108070888|XP_017017022.1|DKIK
OG0004316	LOC117192960|XP_033253573.1|DMIR, LOC108158798|XP_017146974.1|DMIR	LOC108078533|XP_017027934.1|DKIK
OG0004317	LOC117191771|XP_033252432.1|DMIR, LOC108160009|XP_017149228.1|DMIR	LOC108078462|XP_017027845.1|DKIK
OG0004318	LOC108158933|XP_017147228.1|DMIR, LOC117185945|XP_033253151.1|DMIR	LOC108070824|XP_017016926.1|DKIK
OG0004319	LOC108160304|XP_017149706.1|DMIR	LOC108078380|XP_017027704.1|DKIK
OG0004320	LOC108156035|XP_017142776.1|DMIR	LOC108084219|XP_017035830.1|DKIK
OG0004321	LOC108162611|XP_017152919.1|DMIR	LOC108074857|XP_017022557.1|DKIK
OG0004322	LOC108157692|XP_017145350.1|DMIR	LOC108084304|XP_017035956.1|DKIK
OG0004323	LOC108152806|XP_017137881.1|DMIR	LOC108079102|XP_017028819.1|DKIK
OG0004324	LOC108162753|XP_017153122.1|DMIR	LOC108081402|XP_017032051.1|DKIK
OG0004325	LOC108158610|XP_017146573.1|DMIR, LOC117194135|XP_033254684.1|DMIR	LOC108086162|XP_017038512.1|DKIK
OG0004326	LOC108158607|XP_017146570.2|DMIR, LOC117185700|XP_033246495.1|DMIR	LOC108086161|XP_017038511.1|DKIK
OG0004327	LOC117186275|XP_033242698.1|DMIR	LOC108084669|XP_017036484.1|DKIK
OG0004328	LOC108158717|XP_017146749.1|DMIR, LOC117193085|XP_033253701.1|DMIR	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK
OG0004329	LOC108158584|XP_017146517.1|DMIR, LOC117189629|XP_033250642.1|DMIR, LOC117190550|XP_033251500.1|DMIR	LOC108072092|XP_017018593.1|DKIK
OG0004330	LOC117193068|XP_033253691.1|DMIR, LOC117192731|XP_033253365.1|DMIR, LOC108159626|XP_017148572.1|DMIR	LOC108078316|XP_017027603.1|DKIK
OG0004331	LOC117188162|XP_033247491.1|DMIR, LOC108158794|XP_017146968.2|DMIR	LOC108078555|XP_017027963.1|DKIK
OG0004332	LOC108162964|XP_017153452.1|DMIR	LOC108077309|XP_017026086.1|DKIK
OG0004333	LOC108161941|XP_017151864.1|DMIR	LOC108077113|XP_017025795.1|DKIK
OG0004334	LOC108162015|XP_017151996.1|DMIR	LOC108073611|XP_017020791.1|DKIK
OG0004335	LOC108159919|XP_017149044.1|DMIR	LOC108076444|XP_017024801.1|DKIK
OG0004336	LOC108160043|XP_017149276.1|DMIR, LOC117193091|XP_033253708.1|DMIR	LOC108076712|XP_017025163.1|DKIK
OG0004337	LOC108162792|XP_017153181.1|DMIR	LOC108079638|XP_017029513.1|DKIK
OG0004338	LOC108153002|XP_017138232.1|DMIR	LOC108078884|XP_017028504.1|DKIK
OG0004339	LOC108160923|XP_017150695.1|DMIR	LOC108076403|XP_017024732.1|DKIK
OG0004340	LOC117191480|XP_033252227.1|DMIR, LOC108160922|XP_017150694.1|DMIR	LOC108076402|XP_017024731.1|DKIK
OG0004341	LOC108158990|XP_017147326.1|DMIR, LOC117190033|XP_033251013.1|DMIR, LOC117190541|XP_033251491.1|DMIR	LOC108072309|XP_017018870.1|DKIK
OG0004342	LOC117193363|XP_033253971.1|DMIR, LOC108159846|XP_017148924.1|DMIR	LOC108072389|XP_017018986.1|DKIK
OG0004343	LOC117192996|XP_033253617.1|DMIR, LOC108159847|XP_017148925.1|DMIR	LOC108072369|XP_017018954.1|DKIK
OG0004344	LOC117185787|XP_033253874.1|DMIR, LOC108160875|XP_017150628.1|DMIR	LOC108072371|XP_017018958.1|DKIK
OG0004345	LOC108162303|XP_017152459.1|DMIR	LOC108079517|XP_017029345.1|DKIK
OG0004346	LOC108160907|XP_033254104.1|DMIR, LOC117188010|XP_033247016.1|DMIR	LOC108070770|XP_017016858.1|DKIK
OG0004347	LOC108160398|XP_017149878.2|DMIR, LOC117188011|XP_033247019.1|DMIR	LOC108070890|XP_017017024.1|DKIK
OG0004348	LOC117188316|XP_033247856.1|DMIR, LOC117191625|XP_033252330.1|DMIR	LOC108071997|XP_017018461.1|DKIK
OG0004349	LOC117185707|XP_033250460.1|DMIR, LOC108158889|XP_017147154.1|DMIR	LOC108072066|XP_017018553.1|DKIK
OG0004350	LOC108160781|XP_017150474.1|DMIR	LOC108081785|XP_017032492.1|DKIK
OG0004351	LOC117192018|XP_033252627.1|DMIR, LOC108159004|XP_017147362.1|DMIR	LOC108085119|XP_017037108.1|DKIK
OG0004352	LOC108156388|XP_017143294.1|DMIR	LOC108084362|XP_017036024.1|DKIK
OG0004353	LOC108156259|XP_017143111.1|DMIR	LOC108083720|XP_017035115.1|DKIK
OG0004354	LOC108155126|XP_017141257.1|DMIR	LOC108081193|XP_017031748.1|DKIK
OG0004355	LOC108155338|XP_017141576.1|DMIR	LOC108081201|XP_017031756.1|DKIK
OG0004356	LOC108159852|XP_017148933.1|DMIR, LOC117192613|XP_033253228.1|DMIR	LOC108078399|XP_017027744.1|DKIK
OG0004357	LOC108160595|XP_017150181.2|DMIR	LOC108081817|XP_017032544.1|DKIK
OG0004358	LOC108159261|XP_017147891.1|DMIR, LOC117185950|XP_033251540.1|DMIR	LOC108082560|XP_017033499.1|DKIK
OG0004359	LOC117185931|XP_033254365.1|DMIR, LOC108158776|XP_017146898.1|DMIR	LOC108082490|XP_017033393.1|DKIK
OG0004360	LOC108151417|XP_017135497.1|DMIR	LOC108085489|XP_017037598.1|DKIK
OG0004361	LOC108154209|XP_017139921.1|DMIR	LOC108084868|XP_017036748.1|DKIK
OG0004362	LOC108151796|XP_017136135.1|DMIR	LOC108072795|XP_017019568.1|DKIK
OG0004363	LOC108159458|XP_017148250.1|DMIR	LOC108080292|XP_017030449.1|DKIK
OG0004364	LOC108160980|XP_017150771.1|DMIR	LOC108081809|XP_017032534.1|DKIK
OG0004365	LOC117192331|XP_033252869.1|DMIR, LOC108159595|XP_017148538.1|DMIR	LOC108078188|XP_017027345.1|DKIK
OG0004366	LOC108162776|XP_017153161.1|DMIR	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK
OG0004367	LOC108151373|XP_017135424.1|DMIR	LOC108075076|XP_017022847.1|DKIK
OG0004368	LOC108151431|XP_017135515.1|DMIR	LOC108083326|XP_017034562.1|DKIK
OG0004369	LOC108158999|XP_017147352.1|DMIR, LOC117191610|XP_033252319.1|DMIR	LOC108074712|XP_017022341.1|DKIK
OG0004370	LOC117188313|XP_033247850.1|DMIR, LOC108158781|XP_017146944.2|DMIR	LOC108076279|XP_017024516.1|DKIK
OG0004371	LOC108151709|XP_017135968.1|DMIR	LOC108079238|XP_017029011.1|DKIK
OG0004372	LOC117192788|XP_033253430.1|DMIR, LOC108160098|XP_017149371.1|DMIR	LOC108070903|XP_017017048.1|DKIK
OG0004373	LOC108159531|XP_017148394.1|DMIR, LOC117191929|XP_033252566.1|DMIR	LOC108071386|XP_017017619.1|DKIK
OG0004374	LOC117188295|XP_033247811.1|DMIR, LOC108159016|XP_033247766.1|DMIR	LOC108072951|XP_017019818.1|DKIK
OG0004375	LOC108151078|XP_017134950.1|DMIR	LOC108071550|XP_017017816.1|DKIK
OG0004376	LOC108153550|XP_017139107.1|DMIR	LOC108083026|XP_017034147.1|DKIK
OG0004377	LOC108151999|XP_017136457.1|DMIR	LOC108078908|XP_017028530.1|DKIK
OG0004378	LOC108159659|XP_017148621.2|DMIR, LOC117187984|XP_033246940.1|DMIR	LOC108072426|XP_017019029.1|DKIK
OG0004379	LOC108159596|XP_017148539.1|DMIR, LOC117193204|XP_033253845.1|DMIR	LOC108078137|XP_017027252.1|DKIK
OG0004380	LOC108160631|XP_017150247.2|DMIR, LOC117188196|XP_033247567.1|DMIR	LOC108078525|XP_017027924.1|DKIK
OG0004381	LOC108156344|XP_017143231.1|DMIR	LOC108071448|XP_017017691.1|DKIK
OG0004382	LOC117189846|XP_033250810.1|DMIR, LOC108159098|XP_017147558.1|DMIR	LOC108074696|XP_017022326.1|DKIK
OG0004383	LOC108159791|XP_017148843.1|DMIR, LOC117189953|XP_033250926.1|DMIR	LOC108072988|XP_017019925.1|DKIK
OG0004384	LOC117188204|XP_033247581.1|DMIR, LOC117190657|XP_033251602.1|DMIR	LOC108072961|XP_017019880.1|DKIK
OG0004385	LOC108159954|XP_017149109.2|DMIR, LOC117185811|XP_033246891.1|DMIR	LOC108073122|XP_017020109.1|DKIK
OG0004386	LOC108160741|XP_017150422.1|DMIR, LOC117190417|XP_033251385.1|DMIR	LOC108082332|XP_017033151.1|DKIK
OG0004387	LOC108151362|XP_017135410.1|DMIR	LOC108070431|XP_017016388.1|DKIK
OG0004388	LOC108159796|XP_017148848.1|DMIR	LOC108074669|XP_017022277.1|DKIK
OG0004389	LOC117186827|XP_033244010.1|DMIR, LOC108151901|XP_017136299.2|DMIR	LOC108072764|XP_017019526.1|DKIK
OG0004390	LOC108153467|XP_017138986.1|DMIR	LOC108083765|XP_017035178.1|DKIK
OG0004391	LOC117193491|XP_033254133.1|DMIR, LOC108158219|XP_017145934.1|DMIR	LOC108082135|XP_017032927.1|DKIK
OG0004392	LOC108151876|XP_017136261.1|DMIR	LOC108083655|XP_017035014.1|DKIK
OG0004393	LOC117185725|XP_033250950.1|DMIR, LOC108158486|XP_033246956.1|DMIR	LOC108082593|XP_017033549.1|DKIK
OG0004394	LOC108159071|XP_017147506.1|DMIR	LOC108076446|XP_017024803.1|DKIK
OG0004395	LOC108160678|XP_017150320.1|DMIR	LOC108078772|XP_017028308.1|DKIK
OG0004396	LOC117185840|XP_033253454.1|DMIR, LOC108159641|XP_017148595.1|DMIR	LOC108071384|XP_017017611.1|DKIK
OG0004397	LOC117190192|XP_033251145.1|DMIR, LOC108159040|XP_017147452.1|DMIR	LOC108081823|XP_017032553.1|DKIK
OG0004398	LOC117185752|XP_033248261.1|DMIR, LOC117189360|XP_033250384.1|DMIR, LOC108159043|XP_017147456.2|DMIR	LOC108081826|XP_017032555.1|DKIK
OG0004399	LOC117192376|XP_033252932.1|DMIR, LOC108159035|XP_017147445.1|DMIR, LOC117192375|XP_033252931.1|DMIR	LOC108082547|XP_017033477.1|DKIK
OG0004400	LOC108155015|XP_017141056.1|DMIR	LOC108085428|XP_017037506.1|DKIK
OG0004401	LOC117190568|XP_033251516.1|DMIR, LOC117189667|XP_033250663.1|DMIR, LOC108160817|XP_017150532.1|DMIR	LOC108072201|XP_017018749.1|DKIK
OG0004402	LOC117187902|XP_033246730.1|DMIR, LOC117189665|XP_033250662.1|DMIR, LOC108159679|XP_017148661.2|DMIR	LOC108078367|XP_017027682.1|DKIK
OG0004403	LOC117190510|XP_033251467.1|DMIR, LOC108159662|XP_017148628.1|DMIR	LOC108076331|XP_017024604.1|DKIK
OG0004404	LOC117192701|XP_033253329.1|DMIR, LOC108159999|XP_017149205.1|DMIR	LOC108085106|XP_017037068.1|DKIK
OG0004405	LOC108153491|XP_017139021.1|DMIR	LOC108075003|XP_017022737.1|DKIK
OG0004406	LOC108152590|XP_017137530.1|DMIR	LOC108084799|XP_017036639.1|DKIK
OG0004407	LOC108159586|XP_017148525.1|DMIR, LOC117193950|XP_033254498.1|DMIR	LOC108082439|XP_017033297.1|DKIK
OG0004408	LOC108153648|XP_017139242.1|DMIR	LOC108075129|XP_017022901.1|DKIK
OG0004409	LOC108164444|XP_017155640.1|DMIR	LOC108076451|XP_017024820.1|DKIK
OG0004410	LOC108158385|XP_017146127.2|DMIR, LOC117187727|XP_033246401.1|DMIR	LOC108078162|XP_017027303.1|DKIK
OG0004411	LOC108151367|XP_017135416.1|DMIR	LOC108070468|XP_017016439.1|DKIK
OG0004412	LOC108151365|XP_017135414.1|DMIR	LOC108070467|XP_017016438.1|DKIK
OG0004413	LOC108160361|XP_017149820.1|DMIR	LOC108072187|XP_017018732.1|DKIK
OG0004414	LOC108160391|XP_017149867.1|DMIR	LOC108071995|XP_017018459.1|DKIK
OG0004415	LOC117189349|XP_033250378.1|DMIR, LOC117190400|XP_033251366.1|DMIR, LOC108158193|XP_017145901.1|DMIR	LOC108072447|XP_017019064.1|DKIK
OG0004416	LOC117188314|XP_033247852.1|DMIR, LOC108158783|XP_017146949.2|DMIR	LOC108081830|XP_017032560.1|DKIK
OG0004417	LOC108154772|XP_017140645.1|DMIR	LOC108073566|XP_017020742.1|DKIK
OG0004418	LOC108160111|XP_033251816.1|DMIR, LOC117185928|XP_033246426.1|DMIR	LOC108081246|XP_017031817.1|DKIK
OG0004419	LOC108160247|XP_017149598.1|DMIR	LOC108078497|XP_017027883.1|DKIK
OG0004420	LOC108160305|XP_017149707.1|DMIR	LOC108078383|XP_017027711.1|DKIK
OG0004421	LOC108153464|XP_017138982.1|DMIR	LOC108080587|XP_017030881.1|DKIK
OG0004422	LOC108152162|XP_017136770.1|DMIR	LOC108071881|XP_017018298.1|DKIK
OG0004423	LOC117190440|XP_033251410.1|DMIR, LOC108158454|XP_017146229.2|DMIR, LOC117187971|XP_033246903.1|DMIR	LOC108076356|XP_017024642.1|DKIK
OG0004424	LOC108160251|XP_017149604.1|DMIR	LOC108070861|XP_017016983.1|DKIK
OG0004425	LOC108152049|XP_017136540.1|DMIR	LOC108075124|XP_017022896.1|DKIK
OG0004426	LOC108151789|XP_017136127.1|DMIR	LOC108075238|XP_017023083.1|DKIK
OG0004427	LOC108152702|XP_017137711.1|DMIR	LOC108078279|XP_017027525.1|DKIK
OG0004428	LOC108157158|XP_017144556.1|DMIR	LOC108074044|XP_017021400.1|DKIK
OG0004429	LOC108161827|XP_017151675.2|DMIR	LOC108081388|XP_017032034.1|DKIK
OG0004430	LOC108152366|XP_017137134.1|DMIR	LOC108072762|XP_017019523.1|DKIK
OG0004431	LOC108156095|XP_017142873.1|DMIR	LOC108073471|XP_017020604.1|DKIK
OG0004432	LOC108156094|XP_017142872.1|DMIR	LOC108073470|XP_017020602.1|DKIK
OG0004433	LOC108153223|XP_017138540.1|DMIR	LOC108070480|XP_017016455.1|DKIK
OG0004434	LOC108159042|XP_017147455.1|DMIR	LOC108081824|XP_017032554.1|DKIK
OG0004435	LOC108159336|XP_017148021.1|DMIR, LOC117191036|XP_033251897.1|DMIR	LOC108076808|XP_017025324.1|DKIK
OG0004436	LOC117185936|XP_033254756.1|DMIR, LOC108159469|XP_033246220.1|DMIR	LOC108072907|XP_017019720.1|DKIK
OG0004437	LOC117193454|XP_033254101.1|DMIR, LOC108160436|XP_017149933.1|DMIR	LOC108072391|XP_017018988.1|DKIK
OG0004438	LOC108159795|XP_017148846.1|DMIR, LOC117189949|XP_033250922.1|DMIR	LOC108072991|XP_017019928.1|DKIK
OG0004439	LOC117189424|XP_033250440.1|DMIR, LOC108159291|XP_017147945.1|DMIR	LOC108076454|XP_017024819.1|DKIK
OG0004440	LOC117189448|XP_033250466.1|DMIR, LOC108158396|XP_017146142.1|DMIR	LOC108078164|XP_017027306.1|DKIK
OG0004441	LOC108163031|XP_017153565.1|DMIR	LOC108074505|XP_017022072.1|DKIK
OG0004442	LOC108160238|XP_017149584.1|DMIR	LOC108078372|XP_017027689.1|DKIK
OG0004443	LOC108152976|XP_017138190.1|DMIR	LOC108073987|XP_017021328.1|DKIK
OG0004444	LOC108160506|XP_017150035.2|DMIR, LOC117187947|XP_033246838.1|DMIR	LOC108076283|XP_017024521.1|DKIK
OG0004445	LOC117190978|XP_033251849.1|DMIR, LOC108160623|XP_017150231.1|DMIR	LOC108071999|XP_017018463.1|DKIK
OG0004446	LOC108157115|XP_017144485.1|DMIR	LOC108085320|XP_017037365.1|DKIK
OG0004447	LOC108156788|XP_017143953.1|DMIR	LOC108084530|XP_017036256.1|DKIK
OG0004448	LOC108159782|XP_017148832.1|DMIR, LOC117192887|XP_033253523.1|DMIR	LOC108078028|XP_017027078.1|DKIK
OG0004449	LOC108152916|XP_017138082.1|DMIR	LOC108083134|XP_017034300.1|DKIK
OG0004450	LOC108159319|XP_017147997.1|DMIR	LOC108082512|XP_017033429.1|DKIK
OG0004451	LOC108160396|XP_017149874.1|DMIR	LOC108082431|XP_017033290.1|DKIK
OG0004452	LOC108160867|XP_017150617.1|DMIR, LOC117193680|XP_033254306.1|DMIR	LOC108076577|XP_017024975.1|DKIK
OG0004453	LOC117185873|XP_033251768.1|DMIR, LOC108159736|XP_017148761.1|DMIR	LOC108082484|XP_017033387.1|DKIK
OG0004454	LOC108157303|XP_017144793.1|DMIR	LOC108085593|XP_017037748.1|DKIK
OG0004455	LOC108153336|XP_017138761.1|DMIR	LOC108082994|XP_017034106.1|DKIK
OG0004456	LOC117188815|XP_033249132.1|DMIR, LOC108161255|XP_033246500.1|DMIR, LOC117188814|XP_033249131.1|DMIR	LOC108082922|XP_017034000.1|DKIK
OG0004457	LOC108152756|XP_017137805.1|DMIR	LOC108073913|XP_017021198.1|DKIK
OG0004458	LOC108152853|XP_017137960.1|DMIR	LOC108073999|XP_017021341.1|DKIK
OG0004459	LOC108152324|XP_017137059.1|DMIR	LOC108070459|XP_017016428.1|DKIK
OG0004460	LOC108150942|XP_017134765.1|DMIR	LOC108077552|XP_017026432.1|DKIK
OG0004461	LOC108152940|XP_017138124.1|DMIR	LOC108083105|XP_017034252.1|DKIK
OG0004462	LOC108150923|XP_017134742.1|DMIR	LOC108085543|XP_017037668.1|DKIK
OG0004463	LOC108152459|XP_017137311.1|DMIR	LOC108072778|XP_017019551.1|DKIK
OG0004464	LOC108152115|XP_033243965.1|DMIR	LOC108084797|XP_017036634.1|DKIK
OG0004465	LOC108162850|XP_017153282.1|DMIR	LOC108083307|XP_017034532.1|DKIK
OG0004466	LOC108153494|XP_017139033.1|DMIR	LOC108085498|XP_017037608.1|DKIK
OG0004467	LOC108153575|XP_017139143.1|DMIR	LOC108083149|XP_017034319.1|DKIK
OG0004468	LOC108153573|XP_017139142.1|DMIR	LOC108083027|XP_017034148.1|DKIK
OG0004469	LOC108151039|XP_017134896.1|DMIR	LOC108083155|XP_017034328.1|DKIK
OG0004470	LOC108163130|XP_017153734.1|DMIR	LOC108082743|XP_017033742.1|DKIK
OG0004471	LOC108154759|XP_017140623.2|DMIR	LOC108075637|XP_017023670.1|DKIK
OG0004472	LOC117193315|XP_033253939.1|DMIR, LOC108159865|XP_017148955.1|DMIR	LOC108078268|XP_017027506.1|DKIK
OG0004473	LOC117188457|XP_033248254.1|DMIR, LOC108158634|XP_017146604.1|DMIR	LOC108082509|XP_017033426.1|DKIK
OG0004474	LOC108158631|XP_017146600.1|DMIR, LOC117187806|XP_033246551.1|DMIR, LOC117190738|XP_033251692.1|DMIR	LOC108082505|XP_017033423.1|DKIK
OG0004475	LOC108159529|XP_017148390.2|DMIR, LOC117187839|XP_033246601.1|DMIR	LOC108071385|XP_017017618.1|DKIK
OG0004476	LOC108164238|XP_017155361.1|DMIR	LOC108073625|XP_017020813.1|DKIK
OG0004477	LOC108160272|XP_017149642.1|DMIR	LOC108078409|XP_017027754.1|DKIK
OG0004478	LOC108160792|XP_017150489.1|DMIR	LOC108074764|XP_017022431.1|DKIK
OG0004479	LOC117190914|XP_033251811.1|DMIR, LOC108158892|XP_017147168.1|DMIR	LOC108072212|XP_017018762.1|DKIK
OG0004480	LOC108163046|XP_017153600.1|DMIR	LOC108074178|XP_017021603.1|DKIK
OG0004481	LOC108159734|XP_017148758.2|DMIR, LOC117191745|XP_033252419.1|DMIR, LOC117188215|XP_033247606.1|DMIR	LOC108076763|XP_017025252.1|DKIK
OG0004482	LOC108157738|XP_017145404.1|DMIR	LOC108073716|XP_017020951.1|DKIK
OG0004483	LOC108159527|XP_017148385.1|DMIR	LOC108072098|XP_017018600.1|DKIK
OG0004484	LOC108154306|XP_033245084.1|DMIR	LOC108084003|XP_017035505.1|DKIK
OG0004485	LOC108165253|XP_033243635.1|DMIR	LOC108076041|XP_017024188.1|DKIK
OG0004486	LOC117189516|XP_033250554.1|DMIR, LOC108158399|XP_017146146.1|DMIR, LOC117189517|XP_033250555.1|DMIR	LOC108078203|XP_017027376.1|DKIK
OG0004487	LOC108152040|XP_017136528.1|DMIR	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK
OG0004488	LOC108157930|XP_033246399.1|DMIR	LOC108080714|XP_017031054.1|DKIK
OG0004489	LOC108151768|XP_033243173.1|DMIR	LOC108079756|XP_017029666.1|DKIK
OG0004490	LOC108160617|XP_017150222.1|DMIR, LOC117194148|XP_033254690.1|DMIR	LOC108078035|XP_017027085.1|DKIK
OG0004491	LOC108161234|XP_017150948.1|DMIR	LOC108082671|XP_017033658.1|DKIK
OG0004492	LOC108152024|XP_017136494.1|DMIR	LOC108083270|XP_017034477.1|DKIK
OG0004493	LOC108153783|XP_033243911.1|DMIR	LOC108086282|XP_017016312.1|DKIK
OG0004494	LOC108156609|XP_017143642.1|DMIR	LOC108085475|XP_017037581.1|DKIK
OG0004495	LOC108155543|XP_017141911.2|DMIR	LOC108073552|XP_017020725.1|DKIK
OG0004496	LOC117193999|XP_033254527.1|DMIR, LOC108160921|XP_017150692.1|DMIR	LOC108072011|XP_017018478.1|DKIK, LOC108072209|XP_017018759.1|DKIK
OG0004497	LOC108160769|XP_017150459.1|DMIR	LOC108076543|XP_017024944.1|DKIK
OG0004498	LOC108154474|XP_017140237.1|DMIR	LOC108074060|XP_017021421.1|DKIK
OG0004499	LOC108159244|XP_033250445.1|DMIR	LOC108085158|XP_017037182.1|DKIK
OG0004500	LOC117194340|XP_033254799.1|DMIR, LOC108160815|XP_033249858.1|DMIR, LOC117188087|XP_033247304.1|DMIR, LOC117188138|XP_033247390.1|DMIR, LOC117188411|XP_033248140.1|DMIR, LOC108160141|XP_033248136.1|DMIR, LOC117188342|XP_033247945.1|DMIR, LOC108160814|XP_017150527.1|DMIR, LOC117191429|XP_033252190.1|DMIR, LOC117191430|XP_033252191.1|DMIR	LOC108082358|XP_017033187.1|DKIK
OG0004501	LOC108158698|XP_017146722.1|DMIR, LOC117192185|XP_033252742.1|DMIR, LOC117192186|XP_033252744.1|DMIR, LOC117192184|XP_033252740.1|DMIR, LOC117186351|XP_033242950.1|DMIR, LOC108151046|XP_033242973.1|DMIR, LOC117186369|XP_033242974.1|DMIR, LOC117186352|XP_033242951.1|DMIR, LOC117192190|XP_033252752.1|DMIR, LOC117192432|XP_033252995.1|DMIR	LOC108082575|XP_017033521.1|DKIK
OG0004502	LOC108160154|XP_033252296.1|DMIR	LOC108072318|XP_017018881.1|DKIK, LOC108072317|XP_017018880.1|DKIK, LOC108072322|XP_017018886.1|DKIK
OG0004503	LOC108153839|XP_033244736.1|DMIR	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK
OG0004504	LOC108154925|XP_017140873.1|DMIR	LOC108077168|XP_017025896.1|DKIK
OG0004505	LOC108155471|XP_017141781.1|DMIR	LOC108073925|XP_017021253.1|DKIK
OG0004506	LOC108154899|XP_017140837.1|DMIR	LOC108077757|XP_017026726.1|DKIK
OG0004507	LOC108157169|XP_017144577.1|DMIR	LOC108085659|XP_017037839.1|DKIK
OG0004508	LOC108157514|XP_017145103.1|DMIR	LOC108085557|XP_017037684.1|DKIK
OG0004509	LOC108153282|XP_017138643.1|DMIR	LOC108073836|XP_017021106.1|DKIK
OG0004510	LOC108159259|XP_017147892.1|DMIR	LOC108084480|XP_017036191.1|DKIK
OG0004511	LOC108155951|XP_033244243.1|DMIR	LOC108073402|XP_017020483.1|DKIK
OG0004512	LOC108164428|XP_017155597.1|DMIR	LOC108074893|XP_017022603.1|DKIK
OG0004513	LOC108164447|XP_017155650.1|DMIR	LOC108071861|XP_017018276.1|DKIK
OG0004514	LOC108164468|XP_017155704.1|DMIR	LOC108082648|XP_017033620.1|DKIK
OG0004515	LOC108161915|XP_017151821.1|DMIR	LOC108079249|XP_017029026.1|DKIK
OG0004516	LOC108153058|XP_033242344.1|DMIR	LOC108076075|XP_017024273.1|DKIK
OG0004517	LOC108160901|XP_017150665.1|DMIR	LOC108076778|XP_017025275.1|DKIK
OG0004518	LOC117186700|XP_033243678.1|DMIR	LOC108084203|XP_017035807.1|DKIK
OG0004519	LOC108155272|XP_017141467.1|DMIR	LOC108075747|XP_017023791.1|DKIK
