Orthogroup	DMIR.longest_only	SLEB.longest_only
OG0005881	LOC108153280|XP_017138637.1|DMIR	LOC115622702|XP_030372592.1|SLEB
OG0005882	LOC108164729|XP_017156111.1|DMIR	LOC115628025|XP_030379821.1|SLEB
OG0005883	LOC108151215|XP_017135184.1|DMIR	LOC115633125|XP_030386377.1|SLEB
OG0005884	LOC108153148|XP_017138439.1|DMIR	LOC115632314|XP_030385275.1|SLEB
OG0005885	LOC108151234|XP_017135222.1|DMIR	LOC115622642|XP_030372510.1|SLEB
OG0005886	LOC108152608|XP_017137558.1|DMIR	LOC115623161|XP_030373234.1|SLEB
OG0005887	LOC108152384|XP_017137166.1|DMIR	LOC115622268|XP_030372030.1|SLEB
OG0005888	LOC108152762|XP_017137819.1|DMIR	LOC115632579|XP_030385660.1|SLEB
OG0005889	LOC108151611|XP_017135792.1|DMIR	LOC115622194|XP_030371945.1|SLEB
OG0005890	LOC108162907|XP_017153372.1|DMIR	LOC115628864|XP_030380976.1|SLEB
OG0005891	LOC108153064|XP_017138325.1|DMIR	LOC115623211|XP_030373300.1|SLEB
OG0005892	LOC108153122|XP_017138399.1|DMIR	LOC115622329|XP_030372098.1|SLEB
OG0005893	LOC108151410|XP_017135488.1|DMIR	LOC115624758|XP_030375450.1|SLEB
OG0005894	LOC108151412|XP_017135490.1|DMIR	LOC115624759|XP_030375451.1|SLEB
OG0005895	LOC108151413|XP_017135491.1|DMIR	LOC115624760|XP_030375452.1|SLEB
OG0005896	LOC108151521|XP_017135661.1|DMIR	LOC115626340|XP_030377550.1|SLEB
OG0005897	LOC108153248|XP_017138582.1|DMIR	LOC115622132|XP_030371845.1|SLEB
OG0005898	LOC108162614|XP_017152924.1|DMIR	LOC115629952|XP_030382420.1|SLEB
OG0005899	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR	LOC115624569|XP_030375157.1|SLEB
OG0005900	LOC108162765|XP_017153141.1|DMIR	LOC115631604|XP_030384266.1|SLEB
OG0005901	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR	LOC115623023|XP_030373064.1|SLEB
OG0005902	LOC108158592|XP_017146533.1|DMIR	LOC115627722|XP_030379335.1|SLEB
OG0005903	LOC108156776|XP_017143937.1|DMIR	LOC115623972|XP_030374401.1|SLEB
OG0005904	LOC108154676|XP_017140507.1|DMIR	LOC115620318|XP_030369371.1|SLEB
OG0005905	LOC108152507|XP_017137384.1|DMIR	LOC115622182|XP_030371931.1|SLEB
OG0005906	LOC108152493|XP_017137358.1|DMIR	LOC115623258|XP_030373388.1|SLEB
OG0005907	LOC108152528|XP_017137417.1|DMIR	LOC115624707|XP_030375389.1|SLEB
OG0005908	LOC108152600|XP_017137545.1|DMIR	LOC115623345|XP_030373488.1|SLEB
OG0005909	LOC108153351|XP_017138806.1|DMIR	LOC115632975|XP_030386145.1|SLEB
OG0005910	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR	LOC115619973|XP_030368872.1|SLEB
OG0005911	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR	LOC115633952|XP_030387330.1|SLEB
OG0005912	LOC108159447|XP_017148226.1|DMIR	LOC115630852|XP_030383348.1|SLEB
OG0005913	LOC108155880|XP_017142497.1|DMIR	LOC115621068|XP_030370454.1|SLEB
OG0005914	LOC108160318|XP_017149731.1|DMIR	LOC115619951|XP_030368840.1|SLEB
OG0005915	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR	LOC115628732|XP_030380799.1|SLEB
OG0005916	LOC108159324|XP_017148005.1|DMIR	LOC115624788|XP_030375491.1|SLEB
OG0005917	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR	LOC115633872|XP_030387232.1|SLEB
OG0005918	LOC108155958|XP_017142616.1|DMIR	LOC115627500|XP_030379048.1|SLEB
OG0005919	LOC108158803|XP_017146978.1|DMIR	LOC115634256|XP_030387713.1|SLEB
OG0005920	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR	LOC115632174|XP_030385070.1|SLEB
OG0005921	LOC108151056|XP_017134920.1|DMIR	LOC115628300|XP_030380208.1|SLEB
OG0005922	LOC108154490|XP_017140283.1|DMIR	LOC115629111|XP_030381300.1|SLEB
OG0005923	LOC108151022|XP_017134871.1|DMIR	LOC115623007|XP_030373038.1|SLEB
OG0005924	LOC108151026|XP_017134875.1|DMIR	LOC115623011|XP_030373042.1|SLEB
OG0005925	LOC108151614|XP_017135800.1|DMIR	LOC115622711|XP_030372602.1|SLEB
OG0005926	LOC108164804|XP_017156215.1|DMIR	LOC115626787|XP_030378113.1|SLEB
OG0005927	LOC108156586|XP_017143612.1|DMIR	LOC115625522|XP_030376447.1|SLEB
OG0005928	LOC108152521|XP_017137410.1|DMIR	LOC115627469|XP_030379001.1|SLEB
OG0005929	LOC108153372|XP_017138831.1|DMIR	LOC115633976|XP_030387357.1|SLEB
OG0005930	LOC108159851|XP_017148932.1|DMIR	LOC115624908|XP_030375616.1|SLEB
OG0005931	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR	LOC115624545|XP_030375131.1|SLEB
OG0005932	LOC108158771|XP_017146887.2|DMIR	LOC115624648|XP_030375284.1|SLEB
OG0005933	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR	LOC115622966|XP_030372979.1|SLEB
OG0005934	LOC108159397|XP_017148121.1|DMIR	LOC115620751|XP_030370010.1|SLEB
OG0005935	LOC108152623|XP_017137582.1|DMIR	LOC115633066|XP_030386291.1|SLEB
OG0005936	LOC108162991|XP_017153492.1|DMIR	LOC115625898|XP_030376987.1|SLEB
OG0005937	LOC108152457|XP_017137310.1|DMIR	LOC115632429|XP_030385430.1|SLEB
OG0005938	LOC108160743|XP_033246833.1|DMIR	LOC115627894|XP_030379650.1|SLEB
OG0005939	LOC108164534|XP_017155822.1|DMIR	LOC115627206|XP_030378684.1|SLEB
OG0005940	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR	LOC115634349|XP_030387865.1|SLEB
OG0005942	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR	LOC115624644|XP_030375276.1|SLEB
OG0005943	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR	LOC115624519|XP_030375095.1|SLEB
OG0005944	LOC108159652|XP_017148609.1|DMIR	LOC115624568|XP_030375156.1|SLEB
OG0005945	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR	LOC115634712|XP_030388455.1|SLEB
OG0005946	LOC108160908|XP_017150670.1|DMIR	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB
OG0005947	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR	LOC115625558|XP_030376514.1|SLEB
OG0005948	LOC108153460|XP_017138979.1|DMIR	LOC115628334|XP_030380257.1|SLEB
OG0005949	LOC108153566|XP_017139131.1|DMIR	LOC115632710|XP_030385812.1|SLEB
OG0005950	LOC108161628|XP_017151417.1|DMIR	LOC115631689|XP_030384371.1|SLEB
OG0005951	LOC108151997|XP_017136455.1|DMIR	LOC115632403|XP_030385398.1|SLEB
OG0005952	LOC108161627|XP_017151415.1|DMIR	LOC115631688|XP_030384369.1|SLEB
OG0005953	LOC108162671|XP_017153003.1|DMIR	LOC115628594|XP_030380639.1|SLEB
OG0005954	LOC108162751|XP_017153119.2|DMIR	LOC115628588|XP_030380631.1|SLEB
OG0005955	LOC108157030|XP_017144332.1|DMIR	LOC115623374|XP_030373529.1|SLEB
OG0005956	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR	LOC115634707|XP_030388447.1|SLEB
OG0005957	LOC108156301|XP_017143174.1|DMIR	LOC115624041|XP_030374478.1|SLEB
OG0005958	LOC108157272|XP_033245436.1|DMIR	LOC115624029|XP_030374466.1|SLEB
OG0005959	LOC108162971|XP_017153458.1|DMIR	LOC115625880|XP_030376957.1|SLEB
OG0005960	LOC108153261|XP_017138615.1|DMIR	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB
OG0005961	LOC108159860|XP_017148948.1|DMIR	LOC115631876|XP_030384588.1|SLEB
OG0005962	LOC108158402|XP_017146148.1|DMIR	LOC115624909|XP_030375617.1|SLEB
OG0005963	LOC108163462|XP_017154247.2|DMIR	LOC115631519|XP_030384148.1|SLEB
OG0005964	LOC108160013|XP_017149234.1|DMIR	LOC115632093|XP_030384932.1|SLEB
OG0005965	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR	LOC115633883|XP_030387247.1|SLEB
OG0005966	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR	LOC115629744|XP_030382138.1|SLEB
OG0005967	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR	LOC115634757|XP_030388509.1|SLEB
OG0005968	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR	LOC115628424|XP_030380375.1|SLEB
OG0005969	LOC117188315|XP_033247855.1|DMIR	LOC115633340|XP_030386637.1|SLEB
OG0005970	LOC108153224|XP_017138543.1|DMIR	LOC115632233|XP_030385153.1|SLEB
OG0005971	LOC108159007|XP_017147370.1|DMIR	LOC115633677|XP_030386991.1|SLEB
OG0005972	LOC108152438|XP_017137259.1|DMIR	LOC115628188|XP_030380034.1|SLEB
OG0005973	LOC108152953|XP_017138141.1|DMIR	LOC115622582|XP_030372433.1|SLEB
OG0005974	LOC108151626|XP_017135814.1|DMIR	LOC115624558|XP_030375145.1|SLEB
OG0005975	LOC108152653|XP_017137636.1|DMIR	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB
OG0005976	LOC108155561|XP_017141943.1|DMIR	LOC115624063|XP_030374509.1|SLEB
OG0005977	LOC108158623|XP_017146588.1|DMIR	LOC115623108|XP_030373177.1|SLEB
OG0005978	LOC108160356|XP_017149812.1|DMIR	LOC115634532|XP_030388201.1|SLEB
OG0005979	LOC108159853|XP_017148934.1|DMIR	LOC115624688|XP_030375354.1|SLEB
OG0005980	LOC108159635|XP_017148585.1|DMIR	LOC115628146|XP_030379977.1|SLEB
OG0005981	LOC108156598|XP_033241974.1|DMIR	LOC115626711|XP_030378006.1|SLEB
OG0005983	LOC108161860|XP_017151767.1|DMIR	LOC115627339|XP_030378844.1|SLEB
OG0005984	LOC108162025|XP_033243406.1|DMIR	LOC115627063|XP_030378469.1|SLEB
OG0005985	LOC108155248|XP_017141434.1|DMIR	LOC115626962|XP_030378337.1|SLEB
OG0005986	LOC108164568|XP_017155875.1|DMIR	LOC115629854|XP_030382296.1|SLEB
OG0005987	LOC108160089|XP_033242991.1|DMIR	LOC115629532|XP_030381868.1|SLEB
OG0005988	LOC108160830|XP_017150552.1|DMIR	LOC115624737|XP_030375422.1|SLEB
OG0005989	LOC108160244|XP_017149592.1|DMIR	LOC115631713|XP_030384404.1|SLEB
OG0005990	LOC108159735|XP_017148759.1|DMIR	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB
OG0005991	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR	LOC115634331|XP_030387848.1|SLEB
OG0005992	LOC108151422|XP_017135502.1|DMIR	LOC115622936|XP_030372926.1|SLEB
OG0005993	LOC108151423|XP_033243876.1|DMIR	LOC115622426|XP_030372222.1|SLEB
OG0005994	LOC108151377|XP_017135427.1|DMIR	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB
OG0005996	LOC108152353|XP_017137114.1|DMIR	LOC115633099|XP_030386340.1|SLEB
OG0005997	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB
OG0005998	LOC108153765|XP_017139393.1|DMIR	LOC115632543|XP_030385618.1|SLEB
OG0005999	LOC108153369|XP_033242874.1|DMIR	LOC115628276|XP_030380165.1|SLEB
OG0006000	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR	LOC115631788|XP_030384489.1|SLEB
OG0006001	LOC108150892|XP_033243424.1|DMIR	LOC115622345|XP_030372117.1|SLEB
OG0006002	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR	LOC115631768|XP_030384467.1|SLEB
OG0006003	LOC108152673|XP_017137658.1|DMIR	LOC115624672|XP_030375329.1|SLEB
OG0006005	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR	LOC115633775|XP_030387109.1|SLEB
OG0006006	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR	LOC115624730|XP_030375416.1|SLEB
OG0006007	LOC108159267|XP_017147914.1|DMIR	LOC115624624|XP_030375238.1|SLEB
OG0006008	LOC108163049|XP_017153608.1|DMIR	LOC115631979|XP_030384740.1|SLEB
OG0006009	LOC108152048|XP_017136539.1|DMIR	LOC115630064|XP_030382557.1|SLEB
OG0006010	LOC108152107|XP_033242256.1|DMIR	LOC115624956|XP_030375669.1|SLEB
OG0006011	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR	LOC115632310|XP_030385271.1|SLEB
OG0006012	LOC108151992|XP_017136447.1|DMIR	LOC115622370|XP_030372147.1|SLEB
OG0006013	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR	LOC115625990|XP_030377134.1|SLEB
OG0006014	LOC108152113|XP_017136678.1|DMIR	LOC115622821|XP_030372756.1|SLEB
OG0006015	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR	LOC115627062|XP_030378472.1|SLEB
OG0006016	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR	LOC115634329|XP_030387846.1|SLEB
OG0006017	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR	LOC115624608|XP_030375218.1|SLEB
OG0006018	LOC108160134|XP_017149417.1|DMIR	LOC115622123|XP_030371839.1|SLEB
OG0006019	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR	LOC115633766|XP_030387100.1|SLEB
OG0006020	LOC108151788|XP_017136126.1|DMIR	LOC115625643|XP_030376634.1|SLEB
OG0006021	LOC108151379|XP_033243797.1|DMIR	LOC115624633|XP_030375252.1|SLEB
OG0006022	LOC108162579|XP_017152881.1|DMIR	LOC115625945|XP_030377041.1|SLEB
OG0006023	LOC108156350|XP_017143240.1|DMIR	LOC115623473|XP_030373699.1|SLEB
OG0006024	LOC108163473|XP_017154268.1|DMIR	LOC115626846|XP_030378204.1|SLEB
OG0006025	LOC108159799|XP_033246498.1|DMIR	LOC115624513|XP_030375085.1|SLEB
OG0006026	LOC108157695|XP_017145354.1|DMIR	LOC115621736|XP_030371327.1|SLEB
OG0006027	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR	LOC115628148|XP_030379983.1|SLEB
OG0006028	LOC108160381|XP_017149848.1|DMIR	LOC115628557|XP_030380582.1|SLEB
OG0006029	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR	LOC115624885|XP_030375595.1|SLEB
OG0006030	LOC108157207|XP_017144644.1|DMIR	LOC115623607|XP_030373884.1|SLEB
OG0006031	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR	LOC115628201|XP_030380058.1|SLEB
OG0006032	LOC108160568|XP_017150144.1|DMIR	LOC115628069|XP_030379895.1|SLEB
OG0006033	LOC108159103|XP_017147562.1|DMIR	LOC115622771|XP_030372687.1|SLEB
OG0006034	LOC108156715|XP_017143853.1|DMIR	LOC115620344|XP_030369405.1|SLEB
OG0006035	LOC108155191|XP_017141351.1|DMIR	LOC115624418|XP_030375013.1|SLEB
OG0006036	LOC108161788|XP_017151626.1|DMIR	LOC115626062|XP_030377174.1|SLEB
OG0006037	LOC108160655|XP_017150280.1|DMIR	LOC115632398|XP_030385392.1|SLEB
OG0006038	LOC108155140|XP_017141282.1|DMIR	LOC115623482|XP_030373711.1|SLEB
OG0006039	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR	LOC115624660|XP_030375300.1|SLEB
OG0006040	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR	LOC115627651|XP_030379255.1|SLEB
OG0006041	LOC108162772|XP_017153160.1|DMIR	LOC115627030|XP_030378419.1|SLEB
OG0006042	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR	LOC115634687|XP_030388410.1|SLEB
OG0006043	LOC108153363|XP_017138819.2|DMIR	LOC115622253|XP_030372012.1|SLEB
OG0006044	LOC108152791|XP_017137862.1|DMIR	LOC115627020|XP_030378405.1|SLEB
OG0006045	LOC108160484|XP_017149995.1|DMIR	LOC115624873|XP_030375578.1|SLEB
OG0006046	LOC108159879|XP_017148980.1|DMIR	LOC115631675|XP_030384351.1|SLEB
OG0006047	LOC108152298|XP_017137009.1|DMIR	LOC115622628|XP_030372495.1|SLEB
OG0006048	LOC108152754|XP_017137803.1|DMIR	LOC115622673|XP_030372547.1|SLEB
OG0006049	LOC108157247|XP_017144714.1|DMIR	LOC115621838|XP_030371509.1|SLEB
OG0006050	LOC108156379|XP_017143281.1|DMIR	LOC115621770|XP_030371377.1|SLEB
OG0006051	LOC108163332|XP_017154062.1|DMIR	LOC115629857|XP_030382301.1|SLEB
OG0006052	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR	LOC115624579|XP_030375174.1|SLEB
OG0006053	LOC108151502|XP_017135633.1|DMIR	LOC115628675|XP_030380708.1|SLEB
OG0006054	LOC108164429|XP_033250299.1|DMIR	LOC115627787|XP_030379467.1|SLEB
OG0006055	LOC108154826|XP_017140716.1|DMIR	LOC115620385|XP_030369453.1|SLEB
OG0006056	LOC108158940|XP_017147249.1|DMIR	LOC115633803|XP_030387145.1|SLEB
OG0006057	LOC108151201|XP_017135164.1|DMIR	LOC115632682|XP_030385776.1|SLEB
OG0006058	LOC108156970|XP_017144247.1|DMIR	LOC115621261|XP_030370718.1|SLEB
OG0006059	LOC108152295|XP_017137006.1|DMIR	LOC115622323|XP_030372090.1|SLEB
OG0006060	LOC108152296|XP_017137007.1|DMIR	LOC115622324|XP_030372091.1|SLEB
OG0006061	LOC108157279|XP_017144769.1|DMIR	LOC115629185|XP_030381429.1|SLEB
OG0006062	LOC108154224|XP_017139940.1|DMIR	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB
OG0006063	LOC108162602|XP_017152910.1|DMIR	LOC115625913|XP_030377005.1|SLEB
OG0006064	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR	LOC115623239|XP_030373356.1|SLEB
OG0006065	LOC108165526|XP_017157086.1|DMIR	LOC115632439|XP_030385443.1|SLEB
OG0006066	LOC108160556|XP_017150117.1|DMIR	LOC115628413|XP_030380364.1|SLEB
OG0006067	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR	LOC115619985|XP_030368891.1|SLEB
OG0006068	LOC108153492|XP_017139026.1|DMIR	LOC115627412|XP_030378932.1|SLEB
OG0006069	LOC108165339|XP_017156862.1|DMIR	LOC115622250|XP_030372009.1|SLEB
OG0006070	LOC108153365|XP_017138821.1|DMIR	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB
OG0006071	LOC108157461|XP_017145023.1|DMIR	LOC115620682|XP_030369908.1|SLEB
OG0006072	LOC108165534|XP_017157097.1|DMIR	LOC115633168|XP_030386441.1|SLEB
OG0006073	LOC108151835|XP_017136200.1|DMIR	LOC115632599|XP_030385684.1|SLEB
OG0006074	LOC108156876|XP_017144097.1|DMIR	LOC115626784|XP_030378110.1|SLEB
OG0006075	LOC108155978|XP_017142659.1|DMIR	LOC115628874|XP_030380988.1|SLEB
OG0006076	LOC108159249|XP_017147860.1|DMIR	LOC115634656|XP_030388373.1|SLEB
OG0006077	LOC108152410|XP_017137209.1|DMIR	LOC115620031|XP_030368996.1|SLEB
OG0006078	LOC108152411|XP_017137213.1|DMIR	LOC115621102|XP_030370504.1|SLEB
OG0006079	LOC108151902|XP_017136300.1|DMIR	LOC115634504|XP_030388130.1|SLEB
OG0006080	LOC108152700|XP_017137710.1|DMIR	LOC115634503|XP_030388127.1|SLEB
OG0006081	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR	LOC115625766|XP_030376797.1|SLEB
OG0006082	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR	LOC115633714|XP_030387038.1|SLEB
OG0006083	LOC108151416|XP_017135493.1|DMIR	LOC115620917|XP_030370278.1|SLEB
OG0006084	LOC108152819|XP_017137899.1|DMIR	LOC115622164|XP_030371894.1|SLEB
OG0006085	LOC108155505|XP_017141834.1|DMIR	LOC115624627|XP_030375241.1|SLEB
OG0006086	LOC108153476|XP_017138999.1|DMIR	LOC115624787|XP_030375485.1|SLEB
OG0006087	LOC108159257|XP_017147882.1|DMIR	LOC115622919|XP_030372906.1|SLEB
OG0006088	LOC108151260|XP_017135267.1|DMIR	LOC115632512|XP_030385563.1|SLEB
OG0006089	LOC108151097|XP_017134980.1|DMIR	LOC115627336|XP_030378841.1|SLEB
OG0006090	LOC108151273|XP_017135288.1|DMIR	LOC115622865|XP_030372810.1|SLEB
OG0006091	LOC108151853|XP_017136227.2|DMIR	LOC115622571|XP_030372410.1|SLEB
OG0006092	LOC108162375|XP_017152582.1|DMIR	LOC115629868|XP_030382320.1|SLEB
OG0006093	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR	LOC115633881|XP_030387245.1|SLEB
OG0006094	LOC108151400|XP_017135476.1|DMIR	LOC115622185|XP_030371935.1|SLEB
OG0006095	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR	LOC115624332|XP_030374828.1|SLEB
OG0006096	LOC108158541|XP_017146439.1|DMIR	LOC115634760|XP_030388511.1|SLEB
OG0006097	LOC108152598|XP_033243136.1|DMIR	LOC115622882|XP_030372835.1|SLEB
OG0006098	LOC108162691|XP_017153030.1|DMIR	LOC115630986|XP_030383428.1|SLEB
OG0006099	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR	LOC115634238|XP_030387690.1|SLEB
OG0006100	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR	LOC115624861|XP_030375567.1|SLEB
OG0006101	LOC108163188|XP_033249062.1|DMIR	LOC115631494|XP_030384114.1|SLEB
OG0006102	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR	LOC115623124|XP_030373193.1|SLEB
OG0006103	LOC108164783|XP_017156222.1|DMIR	LOC115626965|XP_030378339.1|SLEB
OG0006104	LOC108164668|XP_017156010.1|DMIR	LOC115629664|XP_030382039.1|SLEB
OG0006105	LOC108164619|XP_017155946.1|DMIR	LOC115629637|XP_030381999.1|SLEB
OG0006106	LOC108153456|XP_017138965.1|DMIR	LOC115624703|XP_030375378.1|SLEB
OG0006107	LOC108159593|XP_017148533.1|DMIR	LOC115620047|XP_030369028.1|SLEB
OG0006108	LOC108153238|XP_017138565.1|DMIR	LOC115627772|XP_030379430.1|SLEB
OG0006109	LOC108153007|XP_017138243.1|DMIR	LOC115632286|XP_030385239.1|SLEB
OG0006110	LOC108152645|XP_017137625.1|DMIR	LOC115627694|XP_030379300.1|SLEB
OG0006111	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR	LOC115627745|XP_030379384.1|SLEB
OG0006112	LOC108159507|XP_017148354.1|DMIR	LOC115633624|XP_030386916.1|SLEB
OG0006113	LOC108153325|XP_017138731.1|DMIR	LOC115632419|XP_030385418.1|SLEB
OG0006114	LOC108154732|XP_017140587.1|DMIR	LOC115620676|XP_030369901.1|SLEB
OG0006115	LOC108159313|XP_017147976.1|DMIR	LOC115631200|XP_030383750.1|SLEB
OG0006116	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR	LOC115633843|XP_030387193.1|SLEB
OG0006117	LOC108159861|XP_017148949.1|DMIR	LOC115630836|XP_030383346.1|SLEB
OG0006118	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR	LOC115623486|XP_030373720.1|SLEB
OG0006119	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR	LOC115627887|XP_030379636.1|SLEB
OG0006120	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR	LOC115626803|XP_030378132.1|SLEB
OG0006121	LOC108152529|XP_017137423.1|DMIR	LOC115624712|XP_030375395.1|SLEB
OG0006122	LOC108164426|XP_017155595.1|DMIR	LOC115627808|XP_030379497.1|SLEB
OG0006123	LOC108160809|XP_033247561.1|DMIR	LOC115627615|XP_030379210.1|SLEB
OG0006124	LOC108156723|XP_017143863.1|DMIR	LOC115625497|XP_030376416.1|SLEB
OG0006125	LOC108152579|XP_017137505.1|DMIR	LOC115622503|XP_030372311.1|SLEB
OG0006126	LOC108152063|XP_017136566.1|DMIR	LOC115623275|XP_030373413.1|SLEB
OG0006127	LOC108152432|XP_033242708.1|DMIR	LOC115624566|XP_030375155.1|SLEB
OG0006128	LOC108153138|XP_017138423.1|DMIR	LOC115624997|XP_030375732.1|SLEB
OG0006129	LOC108152496|XP_017137360.1|DMIR	LOC115624623|XP_030375237.1|SLEB
OG0006130	LOC108150874|XP_017134670.1|DMIR	LOC115628172|XP_030380017.1|SLEB
OG0006131	LOC108151033|XP_017134882.1|DMIR	LOC115624612|XP_030375222.1|SLEB
OG0006132	LOC108151037|XP_017134893.1|DMIR	LOC115624789|XP_030375492.1|SLEB
OG0006133	LOC108150875|XP_017134671.1|DMIR	LOC115628173|XP_030380020.1|SLEB
OG0006134	LOC108151692|XP_033242155.1|DMIR	LOC115632542|XP_030385614.1|SLEB
OG0006135	LOC108150870|XP_017134662.1|DMIR	LOC115624514|XP_030375086.1|SLEB
OG0006136	LOC108152580|XP_017137510.1|DMIR	LOC115622504|XP_030372314.1|SLEB
OG0006137	LOC108165506|XP_017157052.1|DMIR	LOC115624924|XP_030375635.1|SLEB
OG0006138	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR	LOC115634181|XP_030387626.1|SLEB
OG0006139	LOC108159048|XP_017147466.1|DMIR	LOC115621976|XP_030371690.1|SLEB
OG0006140	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR	LOC115619952|XP_030368841.1|SLEB
OG0006141	LOC108160660|XP_033247548.1|DMIR	LOC115623703|XP_030374068.1|SLEB
OG0006142	LOC108150925|XP_017134745.1|DMIR	LOC115633785|XP_030387121.1|SLEB
OG0006143	LOC108152571|XP_017137498.1|DMIR	LOC115622598|XP_030372456.1|SLEB
OG0006144	LOC108153222|XP_017138539.1|DMIR	LOC115622727|XP_030372627.1|SLEB
OG0006145	LOC108152139|XP_017136726.1|DMIR	LOC115623166|XP_030373241.1|SLEB
OG0006146	LOC108162196|XP_017152291.1|DMIR	LOC115625654|XP_030376641.1|SLEB
OG0006147	LOC108157089|XP_017144442.1|DMIR	LOC115625330|XP_030376214.1|SLEB
