Orthogroup	DMIR.longest_only	DALB.longest_only
OG0003033	LOC108151478|XP_017135600.1|DMIR	LOC117568903|XP_034105697.1|DALB
OG0003034	LOC108155414|XP_017141701.1|DMIR	LOC117575158|XP_034115152.1|DALB
OG0003035	LOC108156373|XP_017143270.1|DMIR	LOC117575307|XP_034115351.1|DALB
OG0003036	LOC108160485|XP_017149996.1|DMIR	LOC117567611|XP_034103591.1|DALB
OG0003037	LOC108150873|XP_017134669.1|DMIR	LOC117572538|XP_034111299.1|DALB
OG0003038	LOC108160552|XP_017150112.1|DMIR, LOC117190844|XP_033251765.1|DMIR	LOC117566838|XP_034102313.1|DALB
OG0003039	LOC108161867|XP_017151748.1|DMIR	LOC117563730|XP_034098100.1|DALB
OG0003040	LOC108151438|XP_017135537.1|DMIR	LOC117567242|XP_034102980.1|DALB
OG0003041	LOC108151330|XP_017135371.1|DMIR	LOC117568241|XP_034104609.1|DALB
OG0003042	LOC108156250|XP_033245361.1|DMIR	LOC117576232|XP_034116741.1|DALB
OG0003043	LOC108155228|XP_017141404.1|DMIR, LOC108162343|XP_017152529.1|DMIR	LOC117576504|XP_034117190.1|DALB
OG0003044	LOC108158785|XP_033250768.1|DMIR, LOC108158141|XP_017145845.1|DMIR	LOC117572773|XP_034111758.1|DALB
OG0003045	LOC108154730|XP_017140588.1|DMIR, LOC108155065|XP_017141141.1|DMIR	LOC117575767|XP_034116024.1|DALB
OG0003046	LOC108157322|XP_017144827.1|DMIR	LOC117576054|XP_034116477.1|DALB
OG0003047	LOC108157323|XP_017144828.1|DMIR	LOC117576055|XP_034116478.1|DALB
OG0003048	LOC108159947|XP_017149094.1|DMIR, LOC117190462|XP_033251425.1|DMIR	LOC117567137|XP_034102841.1|DALB
OG0003049	LOC108156785|XP_017143949.1|DMIR	LOC117574316|XP_034114019.1|DALB
OG0003050	LOC108156597|XP_017143628.1|DMIR	LOC117574157|XP_034113729.1|DALB
OG0003051	LOC108151505|XP_017135639.1|DMIR	LOC117570209|XP_034107590.1|DALB
OG0003052	LOC108156699|XP_017143835.1|DMIR	LOC117575704|XP_034115920.1|DALB
OG0003053	LOC108157290|XP_017144778.1|DMIR	LOC117574827|XP_034114689.1|DALB
OG0003054	LOC108157385|XP_017144911.1|DMIR	LOC117573927|XP_034113342.1|DALB
OG0003055	LOC108156685|XP_017143813.1|DMIR	LOC117576526|XP_034117240.1|DALB
OG0003056	LOC108162426|XP_017152647.1|DMIR	LOC117578263|XP_034119576.1|DALB
OG0003057	LOC117191586|XP_033252301.1|DMIR, LOC117190652|XP_033251591.1|DMIR, LOC117190651|XP_033251583.1|DMIR, LOC108159352|XP_017148052.1|DMIR	LOC117572153|XP_034110684.1|DALB
OG0003058	LOC108159187|XP_017147729.1|DMIR, LOC117191302|XP_033252099.1|DMIR, LOC117191286|XP_033252086.1|DMIR	LOC117567546|XP_034103495.1|DALB
OG0003059	LOC108157502|XP_033250065.1|DMIR	LOC117564996|XP_034099835.1|DALB
OG0003060	LOC108160764|XP_017150454.1|DMIR	LOC117569712|XP_034106869.1|DALB
OG0003061	LOC108159318|XP_017147996.1|DMIR	LOC117578184|XP_034119388.1|DALB
OG0003063	LOC108151783|XP_017136117.1|DMIR	LOC117570484|XP_034108059.1|DALB
OG0003064	LOC108156325|XP_017143207.1|DMIR	LOC117570371|XP_034107899.1|DALB
OG0003065	LOC117189023|XP_033249787.1|DMIR	LOC117564243|XP_034098826.1|DALB
OG0003066	LOC108156972|XP_017144251.1|DMIR	LOC117575276|XP_034115306.1|DALB
OG0003067	LOC108155496|XP_017141813.1|DMIR	LOC117576958|XP_034118020.1|DALB
OG0003068	LOC108155230|XP_033245861.1|DMIR	LOC117576262|XP_034116793.1|DALB
OG0003069	LOC117192260|XP_033252811.1|DMIR, LOC108159685|XP_017148674.1|DMIR	LOC117572472|XP_034111210.1|DALB
OG0003070	LOC108163738|XP_017154686.1|DMIR	LOC117564761|XP_034099549.1|DALB
OG0003071	LOC108153618|XP_017139208.1|DMIR	LOC117570824|XP_034108578.1|DALB
OG0003072	LOC108157675|XP_017145329.1|DMIR	LOC117575241|XP_034115265.1|DALB
OG0003073	LOC108157102|XP_017144463.1|DMIR	LOC117573974|XP_034113407.1|DALB
OG0003074	LOC108163237|XP_017153887.1|DMIR	LOC117564361|XP_034098967.1|DALB
OG0003075	LOC108156905|XP_017144143.1|DMIR	LOC117577390|XP_034118189.1|DALB
OG0003076	LOC108152544|XP_017137444.1|DMIR	LOC117566610|XP_034102041.1|DALB
OG0003077	LOC108154948|XP_033246081.1|DMIR	LOC117576885|XP_034117890.1|DALB
OG0003078	LOC108157085|XP_033244862.1|DMIR	LOC117573526|XP_034112658.1|DALB
OG0003079	LOC108157270|XP_017144747.1|DMIR	LOC117574838|XP_034114715.1|DALB
OG0003080	LOC108155553|XP_017141921.1|DMIR	LOC117576422|XP_034117045.1|DALB
OG0003081	LOC108157687|XP_017145343.1|DMIR	LOC117573547|XP_034112717.1|DALB
OG0003082	LOC108155450|XP_017141755.1|DMIR	LOC117573929|XP_034113343.1|DALB
OG0003083	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR	LOC117576208|XP_034116694.1|DALB
OG0003084	LOC108155079|XP_033244222.1|DMIR	LOC117575494|XP_034115620.1|DALB
OG0003085	LOC108157601|XP_033245763.1|DMIR	LOC117576258|XP_034116789.1|DALB
OG0003086	LOC108155333|XP_017141565.1|DMIR	LOC117575802|XP_034116072.1|DALB
OG0003087	LOC108152825|XP_017137907.1|DMIR	LOC117567973|XP_034104179.1|DALB
OG0003088	LOC108154711|XP_017140553.1|DMIR	LOC117573474|XP_034112594.1|DALB
OG0003089	LOC108154241|XP_017139962.1|DMIR	LOC117573798|XP_034113097.1|DALB
OG0003090	LOC108155271|XP_017141466.1|DMIR	LOC117576123|XP_034116572.1|DALB
OG0003091	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR	LOC117573269|XP_034112240.1|DALB
OG0003092	LOC108155114|XP_017141242.1|DMIR	LOC117575812|XP_034116096.1|DALB
OG0003093	LOC108158574|XP_017146502.1|DMIR	LOC117572428|XP_034111144.1|DALB
OG0003094	LOC108165077|XP_017156619.1|DMIR	LOC117574382|XP_034114110.1|DALB
OG0003095	LOC108151684|XP_017135917.1|DMIR	LOC117576406|XP_034117024.1|DALB
OG0003096	LOC108158558|XP_017146467.1|DMIR	LOC117568999|XP_034105871.1|DALB
OG0003097	LOC108155851|XP_017142452.1|DMIR	LOC117574616|XP_034114395.1|DALB
OG0003098	LOC108158707|XP_017146740.1|DMIR	LOC117568211|XP_034104579.1|DALB
OG0003099	LOC108157137|XP_017144527.1|DMIR	LOC117575885|XP_034116216.1|DALB, LOC117574309|XP_034114009.1|DALB
OG0003100	LOC108164589|XP_017155907.1|DMIR	LOC117569922|XP_034107169.1|DALB
OG0003101	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR	LOC117576537|XP_034117255.1|DALB
OG0003102	LOC108155108|XP_017141231.1|DMIR	LOC117575806|XP_034116084.1|DALB
OG0003103	LOC108155405|XP_017141691.1|DMIR	LOC117577751|XP_034118553.1|DALB, LOC117573591|XP_034112777.1|DALB, LOC117572005|XP_034110412.1|DALB
OG0003104	LOC108152738|XP_017137772.1|DMIR	LOC117571097|XP_034108970.1|DALB
OG0003105	LOC108152909|XP_017138050.1|DMIR	LOC117564055|XP_034098570.1|DALB
OG0003106	LOC108159503|XP_033246518.1|DMIR	LOC117566710|XP_034102146.1|DALB
OG0003107	LOC108160627|XP_017150243.1|DMIR	LOC117567308|XP_034103090.1|DALB
OG0003108	LOC108155321|XP_017141535.1|DMIR	LOC117564540|XP_034099252.1|DALB
OG0003109	LOC108165027|XP_017156553.1|DMIR	LOC117577659|XP_034118438.1|DALB
OG0003110	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR	LOC117568079|XP_034104344.1|DALB
OG0003111	LOC108160603|XP_017150200.1|DMIR	LOC117574943|XP_034114884.1|DALB
OG0003112	LOC108156025|XP_017142764.1|DMIR	LOC117573827|XP_034113145.1|DALB
OG0003114	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR	LOC117567850|XP_034103994.1|DALB
OG0003115	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR	LOC117571210|XP_034109147.1|DALB
OG0003116	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR	LOC117567311|XP_034103089.1|DALB
OG0003117	LOC108152512|XP_017137394.1|DMIR	LOC117567027|XP_034102619.1|DALB
OG0003118	LOC108153297|XP_017138675.1|DMIR	LOC117571704|XP_034109893.1|DALB
OG0003119	LOC108152516|XP_017137400.1|DMIR	LOC117571706|XP_034109896.1|DALB
OG0003120	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR	LOC117566406|XP_034101811.1|DALB
OG0003121	LOC108165055|XP_017156586.1|DMIR	LOC117569358|XP_034106415.1|DALB
OG0003122	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR	LOC117567210|XP_034102930.1|DALB
OG0003123	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR	LOC117567979|XP_034104189.1|DALB
OG0003124	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR	LOC117567777|XP_034103867.1|DALB
OG0003125	LOC108152191|XP_017136826.1|DMIR	LOC117567785|XP_034103890.1|DALB
OG0003126	LOC108160508|XP_033248312.1|DMIR	LOC117569156|XP_034106106.1|DALB
OG0003127	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR	LOC117568328|XP_034104802.1|DALB
OG0003128	LOC108151271|XP_017135283.1|DMIR	LOC117572318|XP_034110941.1|DALB
OG0003129	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR	LOC117570165|XP_034107531.1|DALB
OG0003130	LOC108160039|XP_017149271.1|DMIR	LOC117567667|XP_034103679.1|DALB
OG0003131	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR	LOC117566861|XP_034102346.1|DALB
OG0003132	LOC108156835|XP_017144033.1|DMIR	LOC117573773|XP_034113063.1|DALB
OG0003133	LOC108157997|XP_017145629.1|DMIR	LOC117572044|XP_034110502.1|DALB
OG0003134	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR	LOC117566418|XP_034101838.1|DALB
OG0003135	LOC108152750|XP_017137797.1|DMIR	LOC117568756|XP_034105472.1|DALB
OG0003136	LOC108153600|XP_017139172.1|DMIR	LOC117569394|XP_034106417.1|DALB
OG0003137	LOC108158164|XP_017145876.1|DMIR	LOC117570156|XP_034107514.1|DALB
OG0003138	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR	LOC117568264|XP_034104643.1|DALB
OG0003139	LOC108152943|XP_017138127.1|DMIR	LOC117569413|XP_034106442.1|DALB
OG0003140	LOC108160410|XP_017149893.1|DMIR	LOC117568145|XP_034104445.1|DALB
OG0003141	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR	LOC117567625|XP_034103607.1|DALB
OG0003142	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR	LOC117572424|XP_034111122.1|DALB
OG0003143	LOC108151506|XP_017135640.1|DMIR	LOC117570210|XP_034107591.1|DALB
OG0003144	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR	LOC117568953|XP_034105786.1|DALB
OG0003145	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR	LOC117570264|XP_034107669.1|DALB
OG0003146	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR	LOC117568414|XP_034104947.1|DALB
OG0003147	LOC108152962|XP_017138154.1|DMIR	LOC117572544|XP_034111306.1|DALB
OG0003148	LOC108151624|XP_017135812.1|DMIR	LOC117571272|XP_034109225.1|DALB
OG0003149	LOC108152499|XP_017137366.1|DMIR	LOC117564626|XP_034099377.1|DALB
OG0003150	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR	LOC117570879|XP_034108662.1|DALB
OG0003151	LOC108162669|XP_017153000.2|DMIR	LOC117564741|XP_034099522.1|DALB
OG0003152	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR	LOC117567157|XP_034102860.1|DALB
OG0003153	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR	LOC117567100|XP_034102771.1|DALB
OG0003154	LOC108155187|XP_017141347.1|DMIR	LOC117575883|XP_034116213.1|DALB, LOC117577764|XP_034118566.1|DALB
OG0003155	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR	LOC117566883|XP_034102387.1|DALB
OG0003156	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR	LOC117569527|XP_034106618.1|DALB
OG0003157	LOC108163749|XP_017154705.2|DMIR	LOC117564853|XP_034099680.1|DALB, LOC117564852|XP_034099679.1|DALB
OG0003158	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR	LOC117567615|XP_034103595.1|DALB
OG0003159	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR	LOC117567706|XP_034103732.1|DALB
OG0003160	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR	LOC117568139|XP_034104437.1|DALB
OG0003161	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR	LOC117567410|XP_034103276.1|DALB
OG0003162	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR	LOC117572779|XP_034111765.1|DALB
OG0003163	LOC108151893|XP_017136283.1|DMIR	LOC117572617|XP_034111463.1|DALB
OG0003164	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR	LOC117567610|XP_034103590.1|DALB
OG0003165	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR	LOC117568161|XP_034104471.1|DALB
OG0003166	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR	LOC117567458|XP_034103364.1|DALB
OG0003167	LOC117192633|XP_033253251.1|DMIR, LOC108158778|XP_017146932.1|DMIR	LOC117568297|XP_034104709.1|DALB
OG0003168	LOC108155720|XP_017142212.1|DMIR	LOC117576339|XP_034116904.1|DALB
OG0003169	LOC108163503|XP_017154317.1|DMIR	LOC117564038|XP_034098533.1|DALB
OG0003170	LOC108159292|XP_017147946.1|DMIR	LOC117566983|XP_034102537.1|DALB
OG0003171	LOC108159631|XP_017148577.1|DMIR	LOC117569499|XP_034106574.1|DALB
OG0003172	LOC108156290|XP_017143161.1|DMIR	LOC117575656|XP_034115834.1|DALB
OG0003173	LOC108156766|XP_017143920.1|DMIR	LOC117576572|XP_034117333.1|DALB
OG0003174	LOC108155460|XP_017141768.1|DMIR	LOC117574643|XP_034114431.1|DALB
OG0003175	LOC117185734|XP_033250821.1|DMIR, LOC108159981|XP_033246996.1|DMIR	LOC117570163|XP_034107528.1|DALB
OG0003176	LOC108162072|XP_017152108.1|DMIR	LOC117564887|XP_034099726.1|DALB
OG0003177	LOC117188135|XP_033247383.1|DMIR, LOC108160379|XP_017149846.2|DMIR	LOC117571334|XP_034109318.1|DALB
OG0003178	LOC117190808|XP_033251741.1|DMIR, LOC108159938|XP_017149081.1|DMIR	LOC117570198|XP_034107576.1|DALB
OG0003179	LOC117190435|XP_033251405.1|DMIR, LOC108159937|XP_017149080.1|DMIR	LOC117566987|XP_034102543.1|DALB
OG0003180	LOC108159953|XP_017149107.1|DMIR, LOC117192968|XP_033253578.1|DMIR	LOC117567215|XP_034102935.1|DALB
OG0003181	LOC117189950|XP_033250923.1|DMIR, LOC108159793|XP_017148844.1|DMIR	LOC117572155|XP_034110692.1|DALB
OG0003182	LOC108160602|XP_033254619.1|DMIR, LOC117185791|XP_033247551.1|DMIR	LOC117567211|XP_034102931.1|DALB
OG0003183	LOC117191151|XP_033252009.1|DMIR, LOC108160505|XP_017150034.1|DMIR	LOC117567773|XP_034103863.1|DALB
OG0003184	LOC108151957|XP_017136385.1|DMIR	LOC117570872|XP_034108655.1|DALB
OG0003185	LOC117190191|XP_033251144.1|DMIR, LOC117189353|XP_033250381.1|DMIR, LOC108159037|XP_017147450.1|DMIR	LOC117572121|XP_034110637.1|DALB
OG0003186	LOC117191532|XP_033252261.1|DMIR, LOC108158567|XP_033246992.1|DMIR, LOC117191534|XP_033252263.1|DMIR	LOC117567945|XP_034104134.1|DALB
OG0003187	LOC108163404|XP_017154157.1|DMIR	LOC117565238|XP_034100137.1|DALB
OG0003188	LOC108156472|XP_033245154.1|DMIR	LOC117573785|XP_034113082.1|DALB
OG0003189	LOC108153295|XP_017138671.1|DMIR	LOC117570122|XP_034107478.1|DALB
OG0003190	LOC117189514|XP_033250552.1|DMIR, LOC117189513|XP_033250551.1|DMIR, LOC108158390|XP_017146136.1|DMIR	LOC117572143|XP_034110674.1|DALB
OG0003191	LOC108151513|XP_017135646.1|DMIR	LOC117567400|XP_034103250.1|DALB
OG0003192	LOC108152753|XP_017137800.1|DMIR	LOC117567074|XP_034102710.1|DALB
OG0003193	LOC108161879|XP_017151762.2|DMIR	LOC117563738|XP_034098108.1|DALB
OG0003194	LOC108152897|XP_017138033.1|DMIR	LOC117567347|XP_034103164.1|DALB
OG0003195	LOC108163508|XP_017154327.1|DMIR	LOC117576391|XP_034116995.1|DALB
OG0003196	LOC108152954|XP_017138142.1|DMIR	LOC117571810|XP_034110072.1|DALB
OG0003197	LOC108151128|XP_033243739.1|DMIR	LOC117567472|XP_034103384.1|DALB
OG0003198	LOC108162153|XP_017152220.1|DMIR	LOC117565037|XP_034099876.1|DALB
OG0003199	LOC108153657|XP_017139254.1|DMIR	LOC117566999|XP_034102565.1|DALB
OG0003200	LOC108159638|XP_017148590.1|DMIR	LOC117567665|XP_034103677.1|DALB
OG0003201	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR	LOC117572799|XP_034111795.1|DALB
OG0003202	LOC108151057|XP_017134921.1|DMIR	LOC117567953|XP_034104143.1|DALB
OG0003203	LOC108159893|XP_017149000.2|DMIR, LOC117187966|XP_033246872.1|DMIR	LOC117571547|XP_034109632.1|DALB
OG0003204	LOC108155588|XP_017141987.1|DMIR	LOC117576747|XP_034117671.1|DALB
OG0003205	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR	LOC117569711|XP_034106868.1|DALB
OG0003206	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR	LOC117568573|XP_034105193.1|DALB
OG0003207	LOC108154729|XP_017140584.1|DMIR	LOC117573982|XP_034113420.1|DALB
OG0003208	LOC108151852|XP_033243382.1|DMIR	LOC117571913|XP_034110282.1|DALB
OG0003209	LOC108159481|XP_017148300.1|DMIR	LOC117572226|XP_034110796.1|DALB
OG0003210	LOC108156956|XP_017144223.1|DMIR	LOC117573270|XP_034112242.1|DALB
OG0003211	LOC108158198|XP_017145906.1|DMIR	LOC117568335|XP_034104810.1|DALB
OG0003212	LOC108156269|XP_017143126.1|DMIR	LOC117574686|XP_034114482.1|DALB
OG0003213	LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR	LOC117570170|XP_034107537.1|DALB
OG0003214	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR	LOC117566992|XP_034102551.1|DALB
OG0003215	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR	LOC117570640|XP_034108301.1|DALB
OG0003216	LOC108160462|XP_017149965.1|DMIR	LOC117567442|XP_034103341.1|DALB
OG0003217	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR	LOC117570382|XP_034107868.1|DALB
OG0003218	LOC108153572|XP_017139139.1|DMIR	LOC117569718|XP_034106873.1|DALB
OG0003219	LOC108152592|XP_017137537.1|DMIR	LOC117567690|XP_034103705.1|DALB
OG0003220	LOC108161727|XP_017151539.1|DMIR	LOC117563236|XP_034097330.1|DALB
OG0003221	LOC108163201|XP_017153840.1|DMIR	LOC117576930|XP_034117968.1|DALB
OG0003222	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR	LOC117567078|XP_034102718.1|DALB
OG0003223	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR	LOC117569781|XP_034106973.1|DALB
OG0003224	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR	LOC117570420|XP_034107941.1|DALB
OG0003225	LOC108164164|XP_017155263.1|DMIR	LOC117564171|XP_034098729.1|DALB
OG0003226	LOC108158134|XP_017145806.1|DMIR, LOC117185802|XP_033252897.1|DMIR	LOC117569144|XP_034106065.1|DALB
OG0003228	LOC108154902|XP_017140841.1|DMIR	LOC117576113|XP_034116561.1|DALB
OG0003229	LOC108161629|XP_017151421.1|DMIR, LOC108152052|XP_017136545.1|DMIR	LOC117568131|XP_034104430.1|DALB
OG0003230	LOC117193772|XP_033254390.1|DMIR, LOC117188384|XP_033248060.1|DMIR, LOC117189342|XP_033250372.1|DMIR	LOC117577324|XP_034118178.1|DALB, LOC117574148|XP_034113716.1|DALB, LOC117577231|XP_034118112.1|DALB
OG0003231	LOC108151808|XP_017136150.1|DMIR, LOC108151809|XP_017136151.1|DMIR	LOC117566552|XP_034101985.1|DALB
OG0003232	LOC108157622|XP_017145247.1|DMIR	LOC117574268|XP_034113899.1|DALB
OG0003233	LOC117193400|XP_033254041.1|DMIR, LOC117193399|XP_033254040.1|DMIR, LOC108159511|XP_017148359.1|DMIR, LOC108159515|XP_033246528.1|DMIR	LOC117567254|XP_034102994.1|DALB
OG0003234	LOC117192691|XP_033253322.1|DMIR, LOC108160755|XP_017150442.1|DMIR	LOC117566763|XP_034102197.1|DALB
OG0003235	LOC108154705|XP_017140545.1|DMIR, LOC108157258|XP_017144724.1|DMIR	LOC117571570|XP_034109669.1|DALB, LOC117576817|XP_034117778.1|DALB, LOC117577904|XP_034118791.1|DALB, LOC117574483|XP_034114211.1|DALB
OG0003237	LOC108150770|XP_017134553.1|DMIR	LOC117572233|XP_034110803.1|DALB, LOC117570077|XP_034107408.1|DALB, LOC117572228|XP_034110797.1|DALB, LOC117569715|XP_034106872.1|DALB, LOC117572230|XP_034110800.1|DALB, LOC117569713|XP_034106870.1|DALB, LOC117568680|XP_034105377.1|DALB, LOC117569988|XP_034107259.1|DALB, LOC117572232|XP_034110802.1|DALB, LOC117570078|XP_034107410.1|DALB, LOC117569075|XP_034105980.1|DALB
OG0003238	LOC108163536|XP_017154381.1|DMIR	LOC117568407|XP_034104982.1|DALB
OG0003239	LOC108160620|XP_017150229.1|DMIR, LOC117186050|XP_033242018.1|DMIR, LOC117188242|XP_033247688.1|DMIR, LOC117188226|XP_033247629.1|DMIR, LOC117186048|XP_033242017.1|DMIR, LOC108162322|XP_033242015.1|DMIR	LOC117566243|XP_034101685.1|DALB
OG0003240	LOC108152352|XP_017137112.1|DMIR	LOC117569923|XP_034107165.1|DALB
OG0003241	LOC108151635|XP_017135829.1|DMIR, LOC108151636|XP_017135830.1|DMIR	LOC117572621|XP_034111468.1|DALB, LOC117572620|XP_034111467.1|DALB
OG0003242	LOC108160940|XP_017150717.1|DMIR, LOC117192909|XP_033253538.1|DMIR	LOC117570500|XP_034108087.1|DALB, LOC117569402|XP_034106428.1|DALB, LOC117567763|XP_034103845.1|DALB
OG0003243	LOC108156428|XP_017143370.1|DMIR	LOC117573439|XP_034112550.1|DALB
OG0003244	LOC108157791|XP_017145471.1|DMIR	LOC117573906|XP_034113304.1|DALB
OG0003250	LOC108156002|XP_017142692.1|DMIR	LOC117575085|XP_034115073.1|DALB, LOC117575521|XP_034115658.1|DALB
OG0003251	LOC108156477|XP_017143440.1|DMIR	LOC117575852|XP_034116163.1|DALB
OG0003252	LOC108157188|XP_017144606.1|DMIR	LOC117574413|XP_034114142.1|DALB
OG0003253	LOC108154242|XP_017139964.1|DMIR	LOC117576819|XP_034117781.1|DALB
OG0003254	LOC108155743|XP_017142250.1|DMIR	LOC117576259|XP_034116791.1|DALB
OG0003255	LOC108156744|XP_017143894.1|DMIR	LOC117576856|XP_034117840.1|DALB
OG0003256	LOC108156720|XP_017143859.1|DMIR	LOC117573609|XP_034112798.1|DALB
OG0003257	LOC108155488|XP_033254174.1|DMIR	LOC117578177|XP_034119358.1|DALB
OG0003258	LOC108161540|XP_017151310.1|DMIR, LOC108164828|XP_017156240.1|DMIR	LOC117577670|XP_034118449.1|DALB
OG0003259	LOC108158283|XP_017146043.2|DMIR	LOC117571166|XP_034109078.1|DALB
OG0003260	LOC108159349|XP_017148050.1|DMIR	LOC117577686|XP_034118474.1|DALB
OG0003261	LOC108156898|XP_017144129.1|DMIR	LOC117575235|XP_034115258.1|DALB
OG0003262	LOC108156508|XP_017143499.1|DMIR	LOC117574184|XP_034113767.1|DALB
OG0003263	LOC108164626|XP_017155960.1|DMIR	LOC117565339|XP_034100285.1|DALB
OG0003264	LOC108159017|XP_017147391.1|DMIR	LOC117578112|XP_034119187.1|DALB
OG0003265	LOC108163157|XP_033248953.1|DMIR	LOC117565833|XP_034101032.1|DALB
OG0003266	LOC108163064|XP_017153626.1|DMIR	LOC117563916|XP_034098370.1|DALB
OG0003267	LOC108160156|XP_017149466.1|DMIR	LOC117569010|XP_034105891.1|DALB
OG0003268	LOC108155246|XP_017141426.2|DMIR	LOC117573822|XP_034113138.1|DALB
OG0003269	LOC108156177|XP_017142995.1|DMIR	LOC117575132|XP_034115125.1|DALB
OG0003270	LOC108153619|XP_017139209.1|DMIR	LOC117570633|XP_034108292.1|DALB
OG0003271	LOC108164411|XP_017155566.1|DMIR	LOC117573209|XP_034112099.1|DALB
OG0003272	LOC108161678|XP_033244468.1|DMIR	LOC117563674|XP_034097994.1|DALB
OG0003273	LOC108158409|XP_017146167.1|DMIR	LOC117570448|XP_034107997.1|DALB
OG0003274	LOC108157105|XP_017144471.1|DMIR	LOC117577892|XP_034118761.1|DALB
OG0003275	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR	LOC117577766|XP_034118568.1|DALB
OG0003276	LOC108154135|XP_017139759.1|DMIR	LOC117576664|XP_034117526.1|DALB
OG0003277	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR	LOC117569436|XP_034106489.1|DALB
OG0003278	LOC108156465|XP_017143417.1|DMIR	LOC117575787|XP_034116052.1|DALB
OG0003279	LOC108163168|XP_017153791.1|DMIR	LOC117573247|XP_034112200.1|DALB
OG0003280	LOC108155803|XP_017142373.1|DMIR	LOC117575111|XP_034115101.1|DALB
OG0003282	LOC108158828|XP_017147019.1|DMIR	LOC117565765|XP_034100927.1|DALB
OG0003283	LOC108163061|XP_017153621.1|DMIR	LOC117564623|XP_034099370.1|DALB
