Orthogroup	DMIR.longest_only	DEUG.longest_only
OG0003335	LOC108157255|XP_017144722.1|DMIR	LOC108111693|XP_017076730.1|DEUG
OG0003336	LOC108156243|XP_017143081.1|DMIR	LOC108109581|XP_017073646.1|DEUG
OG0003337	LOC108156670|XP_017143782.1|DMIR	LOC108116055|XP_017083244.1|DEUG
OG0003338	LOC108157741|XP_017145408.1|DMIR	LOC108116815|XP_017084353.1|DEUG
OG0003339	LOC108157189|XP_017144607.1|DMIR	LOC108116085|XP_017083291.1|DEUG
OG0003340	LOC108157190|XP_033245313.1|DMIR	LOC108116072|XP_017083276.1|DEUG
OG0003341	LOC108164846|XP_017156264.1|DMIR	LOC108105324|XP_017067307.1|DEUG
OG0003342	LOC108159514|XP_017148366.1|DMIR	LOC108117480|XP_017085423.1|DEUG
OG0003343	LOC108160402|XP_033243742.1|DMIR	LOC108103957|XP_017065209.1|DEUG
OG0003344	LOC108162732|XP_017153093.2|DMIR	LOC108105855|XP_017068116.1|DEUG
OG0003345	LOC108164515|XP_017155796.1|DMIR	LOC108106041|XP_017068381.1|DEUG
OG0003346	LOC108154989|XP_017141021.1|DMIR	LOC108116964|XP_017084609.1|DEUG
OG0003347	LOC108155581|XP_017141974.1|DMIR	LOC108116879|XP_017084463.1|DEUG
OG0003348	LOC108154987|XP_017141017.1|DMIR	LOC108116936|XP_017084571.1|DEUG
OG0003349	LOC108158506|XP_017146356.1|DMIR	LOC108106001|XP_017068328.1|DEUG
OG0003350	LOC108156288|XP_017143156.1|DMIR	LOC108115669|XP_017082721.1|DEUG
OG0003351	LOC108165474|XP_017157014.1|DMIR	LOC108109751|XP_017073908.1|DEUG
OG0003352	LOC108155852|XP_017142453.1|DMIR	LOC108111423|XP_017076371.1|DEUG
OG0003353	LOC108156145|XP_033244555.1|DMIR	LOC108111493|XP_017076486.1|DEUG
OG0003354	LOC108155506|XP_017141835.1|DMIR	LOC108113498|XP_017079574.1|DEUG
OG0003355	LOC108158553|XP_017146469.1|DMIR	LOC108106035|XP_017068371.1|DEUG
OG0003356	LOC108163128|XP_017153732.1|DMIR	LOC108103449|XP_017064420.1|DEUG
OG0003357	LOC108159197|XP_017147752.1|DMIR	LOC108104357|XP_017065854.1|DEUG, LOC108104356|XP_017065853.1|DEUG
OG0003358	LOC108163138|XP_017153740.1|DMIR	LOC108103084|XP_017063926.1|DEUG
OG0003359	LOC108152392|XP_017137178.1|DMIR	LOC108103487|XP_017064482.1|DEUG
OG0003360	LOC108154658|XP_017140487.1|DMIR	LOC108110029|XP_017074363.1|DEUG
OG0003361	LOC117188140|XP_033247418.1|DMIR, LOC108158659|XP_017146645.2|DMIR	LOC108109031|XP_017072815.1|DEUG
OG0003362	LOC108155342|XP_017141586.1|DMIR	LOC108109375|XP_017073357.1|DEUG
OG0003363	LOC108156336|XP_017143222.1|DMIR	LOC108115166|XP_017081971.1|DEUG
OG0003364	LOC108157330|XP_017144835.1|DMIR	LOC108117490|XP_017085455.1|DEUG
OG0003365	LOC108157079|XP_017144404.1|DMIR	LOC108115364|XP_017082280.1|DEUG
OG0003366	LOC108151638|XP_033243144.1|DMIR	LOC108108632|XP_017072221.1|DEUG
OG0003367	LOC108151964|XP_017136395.1|DMIR	LOC108108556|XP_017072126.1|DEUG
OG0003368	LOC108151959|XP_017136387.1|DMIR	LOC108108615|XP_017072203.1|DEUG
OG0003369	LOC108155740|XP_017142246.1|DMIR	LOC108116211|XP_017083485.1|DEUG
OG0003370	LOC108156553|XP_017143562.1|DMIR	LOC108110089|XP_017074474.1|DEUG
OG0003371	LOC108153110|XP_017138388.1|DMIR	LOC108105106|XP_017067029.1|DEUG
OG0003372	LOC117193909|XP_033254474.1|DMIR, LOC108158524|XP_017146393.1|DMIR	LOC108106580|XP_017069249.1|DEUG
OG0003373	LOC108156856|XP_017144070.1|DMIR	LOC108116493|XP_017083916.1|DEUG
OG0003374	LOC108152347|XP_017137100.1|DMIR	LOC108103842|XP_017065020.1|DEUG
OG0003375	LOC108156302|XP_017143175.1|DMIR	LOC108105233|XP_017067190.1|DEUG
OG0003376	LOC108155747|XP_017142265.1|DMIR	LOC108117484|XP_017085445.1|DEUG
OG0003377	LOC108156564|XP_017143581.2|DMIR	LOC108117488|XP_017085453.1|DEUG
OG0003378	LOC108157048|XP_017144354.1|DMIR	LOC108116096|XP_017083302.1|DEUG
OG0003379	LOC108155401|XP_017141687.1|DMIR	LOC108115668|XP_017082720.1|DEUG
OG0003380	LOC108155202|XP_017141365.1|DMIR	LOC108115601|XP_017082616.1|DEUG
OG0003381	LOC108156742|XP_017143892.1|DMIR	LOC108112238|XP_017077552.1|DEUG
OG0003382	LOC108156648|XP_017143739.1|DMIR	LOC108115798|XP_017082870.1|DEUG
OG0003383	LOC108155293|XP_017141497.1|DMIR	LOC108112857|XP_017078675.1|DEUG
OG0003384	LOC108163798|XP_017154777.1|DMIR	LOC108110743|XP_017075436.1|DEUG
OG0003385	LOC108156203|XP_017143025.1|DMIR	LOC108109507|XP_017073542.1|DEUG
OG0003386	LOC108155170|XP_017141326.1|DMIR	LOC108117549|XP_017085547.1|DEUG
OG0003387	LOC108155278|XP_017141474.1|DMIR	LOC108115852|XP_017082956.1|DEUG
OG0003388	LOC108153304|XP_017138697.1|DMIR	LOC108103473|XP_017064462.1|DEUG
OG0003389	LOC108160789|XP_017150485.1|DMIR	LOC108107380|XP_017070378.1|DEUG
OG0003390	LOC108157472|XP_017145040.1|DMIR	LOC108117046|XP_017084706.1|DEUG
OG0003391	LOC108155173|XP_017141331.1|DMIR	LOC108111604|XP_017076620.1|DEUG
OG0003392	LOC108156441|XP_017143389.1|DMIR	LOC108111533|XP_017076545.1|DEUG
OG0003393	LOC108156393|XP_017143300.1|DMIR	LOC108116041|XP_017083226.1|DEUG
OG0003394	LOC108154285|XP_017140024.1|DMIR	LOC108115070|XP_017081808.1|DEUG
OG0003395	LOC108157369|XP_017144883.1|DMIR	LOC108115071|XP_017081809.1|DEUG
OG0003396	LOC108155943|XP_017142595.1|DMIR	LOC108116020|XP_017083196.1|DEUG
OG0003397	LOC108154185|XP_017139849.2|DMIR	LOC108115727|XP_017082790.1|DEUG
OG0003398	LOC108155804|XP_017142374.1|DMIR	LOC108109426|XP_017073413.1|DEUG
OG0003399	LOC108156283|XP_017143147.1|DMIR	LOC108113767|XP_017079954.1|DEUG
OG0003400	LOC108156266|XP_017143120.1|DMIR	LOC108113744|XP_017079926.1|DEUG
OG0003401	LOC108154760|XP_017140624.1|DMIR	LOC108115595|XP_017082598.1|DEUG
OG0003402	LOC108153955|XP_033244120.1|DMIR	LOC108115560|XP_017082556.1|DEUG
OG0003403	LOC108160076|XP_017149324.2|DMIR	LOC108107341|XP_017070322.1|DEUG
OG0003404	LOC108154406|XP_017140166.1|DMIR	LOC108116908|XP_017084522.1|DEUG
OG0003405	LOC108160245|XP_017149594.1|DMIR	LOC108113248|XP_017079284.1|DEUG
OG0003406	LOC108155094|XP_017141208.1|DMIR	LOC108115995|XP_017083155.1|DEUG
OG0003407	LOC108155095|XP_017141209.1|DMIR	LOC108115936|XP_017083061.1|DEUG
OG0003408	LOC108155376|XP_017141637.2|DMIR	LOC108116161|XP_017083385.1|DEUG
OG0003409	LOC108156090|XP_033244481.1|DMIR	LOC108109510|XP_017073548.1|DEUG
OG0003410	LOC108156608|XP_017143641.1|DMIR	LOC108115678|XP_017082732.1|DEUG
OG0003411	LOC108156136|XP_017142937.1|DMIR	LOC108116402|XP_017083762.1|DEUG
OG0003412	LOC108156464|XP_017143416.1|DMIR	LOC108116069|XP_017083273.1|DEUG
OG0003413	LOC108156806|XP_033245641.1|DMIR	LOC108114961|XP_017081650.1|DEUG
OG0003414	LOC108151132|XP_017135045.1|DMIR	LOC108105937|XP_017068221.1|DEUG
OG0003415	LOC108164902|XP_017156359.1|DMIR	LOC108103014|XP_017063826.1|DEUG
OG0003416	LOC108155682|XP_017142140.1|DMIR	LOC108110248|XP_017074725.1|DEUG
OG0003417	LOC108154668|XP_017140495.1|DMIR	LOC108116635|XP_017084104.1|DEUG
OG0003418	LOC108154863|XP_017140778.1|DMIR	LOC108111774|XP_017076830.1|DEUG
OG0003419	LOC108156356|XP_017143247.1|DMIR	LOC108110238|XP_017074715.1|DEUG
OG0003420	LOC108156355|XP_017143245.1|DMIR	LOC108110209|XP_017074673.1|DEUG
OG0003421	LOC108154727|XP_017140579.1|DMIR	LOC108116064|XP_017083264.1|DEUG
OG0003422	LOC108154737|XP_017140594.1|DMIR	LOC108116037|XP_017083223.1|DEUG
OG0003423	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR	LOC108112869|XP_017078688.1|DEUG
OG0003424	LOC108156251|XP_017143090.1|DMIR	LOC108116679|XP_017084169.1|DEUG
OG0003425	LOC108155549|XP_017141917.1|DMIR	LOC108109467|XP_017073478.1|DEUG
OG0003426	LOC108156359|XP_017143250.2|DMIR	LOC108117240|XP_017085065.1|DEUG
OG0003427	LOC108155712|XP_017142197.1|DMIR	LOC108117163|XP_017084925.1|DEUG
OG0003428	LOC108153660|XP_017139258.1|DMIR	LOC108108428|XP_017071969.1|DEUG
OG0003429	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR	LOC108109247|XP_017073217.1|DEUG
OG0003430	LOC108164453|XP_017155661.1|DMIR	LOC108108906|XP_017072648.1|DEUG
OG0003431	LOC108156146|XP_017142956.1|DMIR	LOC108114978|XP_017081693.1|DEUG
OG0003432	LOC108154704|XP_017140544.1|DMIR	LOC108116700|XP_017084206.1|DEUG
OG0003433	LOC108156562|XP_017143574.1|DMIR	LOC108111412|XP_017076357.1|DEUG
OG0003434	LOC108155947|XP_017142604.1|DMIR	LOC108110084|XP_017074463.1|DEUG
OG0003435	LOC108156046|XP_017142808.1|DMIR	LOC108115832|XP_017082913.1|DEUG
OG0003436	LOC108155481|XP_017141793.1|DMIR	LOC108115343|XP_017082254.1|DEUG
OG0003437	LOC108155478|XP_017141790.1|DMIR	LOC108115342|XP_017082250.1|DEUG
OG0003438	LOC108156669|XP_017143781.1|DMIR	LOC108115358|XP_017082273.1|DEUG
OG0003439	LOC108155920|XP_017142560.1|DMIR	LOC108116537|XP_017083964.1|DEUG
OG0003440	LOC108155027|XP_033244447.1|DMIR	LOC108109355|XP_017073306.1|DEUG
OG0003441	LOC108162443|XP_017152674.1|DMIR	LOC108105771|XP_017067983.1|DEUG
OG0003442	LOC108155290|XP_017141495.1|DMIR	LOC108112902|XP_017078752.1|DEUG
OG0003443	LOC108153185|XP_017138486.1|DMIR	LOC108108063|XP_017071428.1|DEUG
OG0003444	LOC108152106|XP_017136647.1|DMIR	LOC108108247|XP_017071707.1|DEUG
OG0003445	LOC108164979|XP_017156489.1|DMIR	LOC108117573|XP_017085571.1|DEUG
OG0003446	LOC117186181|XP_033242332.1|DMIR	LOC108103961|XP_017065219.1|DEUG
OG0003447	LOC108164474|XP_033250193.1|DMIR	LOC108102306|XP_017062554.1|DEUG
OG0003448	LOC108155813|XP_017142383.1|DMIR	LOC108117587|XP_017085624.1|DEUG
OG0003449	LOC108155252|XP_017141436.1|DMIR	LOC108117139|XP_017084887.1|DEUG
OG0003450	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR	LOC108105627|XP_017067800.1|DEUG
OG0003451	LOC108155033|XP_017141087.1|DMIR	LOC108110231|XP_017074707.1|DEUG
OG0003452	LOC108155781|XP_017142330.1|DMIR	LOC108110239|XP_017074716.1|DEUG
OG0003453	LOC108150962|XP_017134785.1|DMIR	LOC108102740|XP_017063378.1|DEUG
OG0003454	LOC108162861|XP_017153299.1|DMIR	LOC108111103|XP_017075934.1|DEUG
OG0003455	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR	LOC108113723|XP_017079895.1|DEUG
OG0003456	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR	LOC108109116|XP_017072998.1|DEUG
OG0003458	LOC108157215|XP_017144654.1|DMIR	LOC108111571|XP_017076583.1|DEUG
OG0003459	LOC108155823|XP_017142401.1|DMIR	LOC108116347|XP_017083651.1|DEUG
OG0003460	LOC108156182|XP_017143002.1|DMIR	LOC108108848|XP_017072553.1|DEUG
OG0003461	LOC108155477|XP_017141787.1|DMIR	LOC108115323|XP_017082219.1|DEUG
OG0003462	LOC108150911|XP_017134725.1|DMIR	LOC108107862|XP_017071119.1|DEUG
OG0003463	LOC108156904|XP_017144138.1|DMIR	LOC108111683|XP_017076712.1|DEUG
OG0003464	LOC108156335|XP_033245518.1|DMIR	LOC108117022|XP_017084679.1|DEUG
OG0003465	LOC108155254|XP_017141438.1|DMIR	LOC108117141|XP_017084889.1|DEUG
OG0003466	LOC108154771|XP_017140644.1|DMIR	LOC108117546|XP_017085544.1|DEUG
OG0003467	LOC108155043|XP_017141105.1|DMIR	LOC108111669|XP_017076691.1|DEUG
OG0003468	LOC108155346|XP_017141593.1|DMIR	LOC108109400|XP_017073387.1|DEUG
OG0003469	LOC108155396|XP_017141671.1|DMIR	LOC108111350|XP_017076271.1|DEUG
OG0003470	LOC108154425|XP_017140183.2|DMIR	LOC108111696|XP_017076734.1|DEUG
OG0003471	LOC108161733|XP_017151546.1|DMIR	LOC108105674|XP_017067862.1|DEUG
OG0003472	LOC108162589|XP_017152894.1|DMIR	LOC108110771|XP_017075474.1|DEUG
OG0003473	LOC108162925|XP_017153396.2|DMIR	LOC108110881|XP_017075628.1|DEUG
OG0003474	LOC108157166|XP_017144566.1|DMIR	LOC108117152|XP_017084901.1|DEUG
OG0003475	LOC108154189|XP_017139885.1|DMIR	LOC108110185|XP_017074621.1|DEUG
OG0003476	LOC108164498|XP_033250285.1|DMIR	LOC108102329|XP_017062610.1|DEUG
OG0003477	LOC108156323|XP_017143205.1|DMIR	LOC108116930|XP_017084564.1|DEUG
OG0003478	LOC108157462|XP_017145025.1|DMIR	LOC108111752|XP_017076796.1|DEUG
OG0003479	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR	LOC108109802|XP_017074013.1|DEUG
OG0003480	LOC108153933|XP_017139519.1|DMIR	LOC108105543|XP_017067663.1|DEUG
OG0003481	LOC108154646|XP_017140465.1|DMIR	LOC108115876|XP_017083031.1|DEUG, LOC108105544|XP_017067666.1|DEUG
OG0003482	LOC108157723|XP_017145381.1|DMIR	LOC108105545|XP_017067667.1|DEUG
OG0003483	LOC108154648|XP_017140468.1|DMIR	LOC108115281|XP_017082130.1|DEUG
OG0003484	LOC108156989|XP_017144270.1|DMIR	LOC108109484|XP_017073502.1|DEUG
OG0003485	LOC108154432|XP_017140191.1|DMIR	LOC108116857|XP_017084408.1|DEUG
OG0003486	LOC108153968|XP_017139554.1|DMIR	LOC108116855|XP_017084399.1|DEUG
OG0003487	LOC108154735|XP_017140591.1|DMIR	LOC108115933|XP_017083058.1|DEUG
OG0003488	LOC108156544|XP_017143549.1|DMIR	LOC108115850|XP_017082953.1|DEUG
OG0003489	LOC108155771|XP_017142312.1|DMIR	LOC108109936|XP_017074230.1|DEUG
OG0003490	LOC108156647|XP_017143738.1|DMIR	LOC108117113|XP_017084824.1|DEUG
OG0003491	LOC108156534|XP_017143531.2|DMIR	LOC108115745|XP_017082804.1|DEUG
OG0003492	LOC108157701|XP_017145360.1|DMIR	LOC108116017|XP_017083192.1|DEUG
OG0003493	LOC108156223|XP_017143049.2|DMIR	LOC108109566|XP_017073629.1|DEUG
OG0003494	LOC108156264|XP_017143116.1|DMIR	LOC108114955|XP_017081635.1|DEUG
OG0003495	LOC108163137|XP_017153739.1|DMIR	LOC108103083|XP_017063923.1|DEUG
OG0003496	LOC108156926|XP_017144169.1|DMIR	LOC108116971|XP_017084619.1|DEUG
OG0003497	LOC108154201|XP_017139909.1|DMIR	LOC108110254|XP_017074730.1|DEUG
OG0003498	LOC117185878|XP_033245115.1|DMIR	LOC108117671|XP_017085692.1|DEUG
OG0003499	LOC108155782|XP_033245456.1|DMIR	LOC108110400|XP_017074956.1|DEUG
OG0003500	LOC108161446|XP_017151197.1|DMIR	LOC108106874|XP_017069609.1|DEUG
OG0003501	LOC108157112|XP_017144476.1|DMIR	LOC108116960|XP_017084605.1|DEUG
OG0003502	LOC108157731|XP_017145394.2|DMIR	LOC108109575|XP_017073641.1|DEUG
OG0003503	LOC108155157|XP_017141308.1|DMIR	LOC108116029|XP_017083205.1|DEUG
OG0003504	LOC108155128|XP_017141261.1|DMIR	LOC108105634|XP_017067812.1|DEUG
OG0003505	LOC108155371|XP_017141633.2|DMIR	LOC108116872|XP_017084451.1|DEUG
OG0003506	LOC108155724|XP_017142219.1|DMIR	LOC108115355|XP_017082268.1|DEUG
OG0003507	LOC108155942|XP_017142590.1|DMIR	LOC108108831|XP_017072517.1|DEUG
OG0003508	LOC108151029|XP_017134877.1|DMIR	LOC108113725|XP_017079902.1|DEUG
OG0003509	LOC108155402|XP_017141688.1|DMIR	LOC108115672|XP_017082726.1|DEUG
OG0003510	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR	LOC108116653|XP_017084133.1|DEUG
OG0003511	LOC108155689|XP_017142150.1|DMIR	LOC108116614|XP_017084070.1|DEUG
OG0003512	LOC108156512|XP_017143504.1|DMIR	LOC108116709|XP_017084217.1|DEUG
OG0003513	LOC108156636|XP_017143722.1|DMIR	LOC108108850|XP_017072555.1|DEUG
OG0003514	LOC108157660|XP_017145306.1|DMIR	LOC108116507|XP_017083931.1|DEUG, LOC108116508|XP_017083932.1|DEUG
OG0003515	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR	LOC108106703|XP_017069424.1|DEUG
OG0003516	LOC108156023|XP_017142756.1|DMIR	LOC108116881|XP_017084465.1|DEUG
OG0003517	LOC108156466|XP_017143418.1|DMIR	LOC108113820|XP_017080017.1|DEUG
OG0003518	LOC108157408|XP_017144945.1|DMIR	LOC108116145|XP_017083370.1|DEUG
OG0003519	LOC108153181|XP_017138476.2|DMIR	LOC108114388|XP_017080841.1|DEUG
OG0003520	LOC108152420|XP_017137223.1|DMIR	LOC108114533|XP_017081059.1|DEUG
OG0003521	LOC108151847|XP_017136220.1|DMIR	LOC108114603|XP_017081153.1|DEUG
OG0003522	LOC108158458|XP_017146236.1|DMIR	LOC108104881|XP_017066698.1|DEUG
OG0003523	LOC108163135|XP_017153738.1|DMIR	LOC108103086|XP_017063928.1|DEUG
OG0003524	LOC108162326|XP_017152503.1|DMIR	LOC108116650|XP_017084130.1|DEUG
OG0003525	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR	LOC108112637|XP_017078235.1|DEUG
OG0003526	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR	LOC108111551|XP_017076558.1|DEUG
OG0003527	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR	LOC108112818|XP_017078606.1|DEUG
OG0003529	LOC108161324|XP_017151044.1|DMIR	LOC108110794|XP_017075509.1|DEUG
OG0003530	LOC108152456|XP_017137309.1|DMIR	LOC108104906|XP_017066728.1|DEUG
OG0003531	LOC108155979|XP_017142656.1|DMIR	LOC108111554|XP_017076564.1|DEUG
OG0003532	LOC108151984|XP_017136438.1|DMIR	LOC108109868|XP_017074151.1|DEUG
OG0003533	LOC108152858|XP_017137968.1|DMIR	LOC108108346|XP_017071876.1|DEUG
OG0003534	LOC108152245|XP_017136939.1|DMIR	LOC108114479|XP_017080986.1|DEUG
OG0003535	LOC108151559|XP_017135718.1|DMIR	LOC108103603|XP_017064629.1|DEUG
OG0003536	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR	LOC108106400|XP_017068897.1|DEUG
OG0003537	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR	LOC108108914|XP_017072653.1|DEUG
OG0003538	LOC108158145|XP_017145854.1|DMIR	LOC108112018|XP_017077247.1|DEUG
OG0003539	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR	LOC108113027|XP_017078945.1|DEUG
OG0003540	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR	LOC108104686|XP_017066380.1|DEUG
OG0003541	LOC108154913|XP_017140856.1|DMIR	LOC108116609|XP_017084062.1|DEUG
OG0003542	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR	LOC108109005|XP_017072763.1|DEUG
OG0003543	LOC108152226|XP_017136898.1|DMIR	LOC108118529|XP_017086766.1|DEUG
OG0003544	LOC108152413|XP_017137215.1|DMIR	LOC108102755|XP_017063403.1|DEUG
OG0003545	LOC108152732|XP_033244009.1|DMIR	LOC108108746|XP_017072386.1|DEUG
OG0003546	LOC108152409|XP_017137208.1|DMIR	LOC108108799|XP_017072469.1|DEUG
OG0003547	LOC108158714|XP_033247737.1|DMIR	LOC108109211|XP_017073142.1|DEUG
OG0003548	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR	LOC108104579|XP_017066224.1|DEUG
OG0003549	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR	LOC108104582|XP_017066232.1|DEUG
OG0003550	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR	LOC108104820|XP_017066593.1|DEUG
OG0003551	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR	LOC108113046|XP_017078965.1|DEUG
OG0003552	LOC108158174|XP_017145880.1|DMIR	LOC108106489|XP_017069059.1|DEUG
OG0003553	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR	LOC108104836|XP_017066629.1|DEUG
OG0003554	LOC108151349|XP_017135394.1|DMIR	LOC108114374|XP_017080815.1|DEUG
OG0003555	LOC108150955|XP_017134778.1|DMIR	LOC108107875|XP_017071147.1|DEUG
OG0003556	LOC108152966|XP_033242139.1|DMIR	LOC108114346|XP_017080773.1|DEUG
OG0003557	LOC108151947|XP_017136371.1|DMIR	LOC108114289|XP_017080680.1|DEUG
OG0003558	LOC108152614|XP_017137569.1|DMIR	LOC108107986|XP_017071319.1|DEUG
OG0003559	LOC108152845|XP_033243725.1|DMIR	LOC108107916|XP_017071225.1|DEUG
OG0003560	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR	LOC108102761|XP_017063408.1|DEUG
OG0003561	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR	LOC108109207|XP_017073138.1|DEUG
OG0003562	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR	LOC108113169|XP_017079175.1|DEUG
OG0003563	LOC108156626|XP_017143673.1|DMIR	LOC108117124|XP_017084844.1|DEUG
OG0003564	LOC108152211|XP_017136858.1|DMIR	LOC108102724|XP_017063353.1|DEUG
OG0003565	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR	LOC108107776|XP_017070960.1|DEUG
OG0003566	LOC108154238|XP_017139954.1|DMIR	LOC108110186|XP_017074629.1|DEUG
OG0003567	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR	LOC108112914|XP_017078785.1|DEUG
OG0003568	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR	LOC108104515|XP_017066126.1|DEUG
OG0003569	LOC108165525|XP_017157085.1|DMIR	LOC108108085|XP_017071461.1|DEUG
OG0003570	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR	LOC108112915|XP_017078789.1|DEUG
OG0003571	LOC108153684|XP_017139291.1|DMIR	LOC108108204|XP_017071648.1|DEUG
OG0003572	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR	LOC108106516|XP_017069099.1|DEUG
OG0003573	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR	LOC108106632|XP_017069324.1|DEUG
OG0003574	LOC108151061|XP_017134927.1|DMIR	LOC108108005|XP_017071348.1|DEUG
OG0003575	LOC108152018|XP_017136484.1|DMIR	LOC108114541|XP_017081073.1|DEUG
OG0003576	LOC108152979|XP_017138195.2|DMIR	LOC108114594|XP_017081139.1|DEUG
OG0003577	LOC108151753|XP_017136080.1|DMIR	LOC108107748|XP_017070900.1|DEUG
OG0003578	LOC108151077|XP_017134949.1|DMIR	LOC108102738|XP_017063376.1|DEUG
OG0003579	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR	LOC108112973|XP_017078868.1|DEUG
OG0003580	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR	LOC108109194|XP_017073116.1|DEUG
OG0003581	LOC108151540|XP_033242943.1|DMIR	LOC108102804|XP_017063472.1|DEUG
OG0003582	LOC108151425|XP_017135504.1|DMIR	LOC108114350|XP_017080779.1|DEUG
OG0003583	LOC108159923|XP_017149052.1|DMIR	LOC108104828|XP_017066613.1|DEUG
OG0003584	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR	LOC108104776|XP_017066502.1|DEUG
OG0003585	LOC108151590|XP_017135758.1|DMIR	LOC108108544|XP_017072107.1|DEUG
OG0003586	LOC108164423|XP_017155592.1|DMIR	LOC108102354|XP_017062730.1|DEUG
OG0003587	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR	LOC108102645|XP_017063259.1|DEUG
OG0003588	LOC108155711|XP_017142193.2|DMIR	LOC108117025|XP_017084683.1|DEUG
OG0003589	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR	LOC108112423|XP_017077754.1|DEUG
OG0003590	LOC108151741|XP_017136049.1|DMIR	LOC108113745|XP_017079927.1|DEUG
OG0003591	LOC108151454|XP_017135562.1|DMIR	LOC108102835|XP_017063517.1|DEUG
OG0003592	LOC108151338|XP_017135381.1|DMIR	LOC108108221|XP_017071677.1|DEUG
OG0003593	LOC108152321|XP_017137045.1|DMIR	LOC108109787|XP_017073956.1|DEUG
OG0003594	LOC108152065|XP_017136574.1|DMIR	LOC108102763|XP_017063410.1|DEUG
OG0003595	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR	LOC108113144|XP_017079141.1|DEUG
OG0003596	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR	LOC108106401|XP_017068900.1|DEUG
OG0003597	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR	LOC108106392|XP_017068889.1|DEUG
OG0003598	LOC108153166|XP_017138460.1|DMIR	LOC108108180|XP_017071613.1|DEUG
OG0003599	LOC108163646|XP_017154544.1|DMIR	LOC108111184|XP_017076058.1|DEUG
OG0003600	LOC108151747|XP_017136059.1|DMIR	LOC108109791|XP_017073976.1|DEUG
OG0003601	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR	LOC108104600|XP_017066258.1|DEUG
OG0003602	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR	LOC108109144|XP_017073035.1|DEUG
OG0003603	LOC108151358|XP_017135406.1|DMIR	LOC108109774|XP_017073937.1|DEUG
OG0003604	LOC108163122|XP_017153717.1|DMIR	LOC108114857|XP_017081491.1|DEUG
OG0003605	LOC108154670|XP_017140500.1|DMIR	LOC108116694|XP_017084197.1|DEUG
