Orthogroup	DMIR.longest_only	DGUA.longest_only
OG0005367	LOC108163654|XP_017154562.1|DMIR	LOC117582646|XP_034126433.1|DGUA
OG0005368	LOC108156274|XP_017143132.1|DMIR	LOC117582806|XP_034126728.1|DGUA
OG0005369	LOC108162011|XP_017151991.1|DMIR	LOC117582114|XP_034125579.1|DGUA
OG0005370	LOC108163292|XP_017153982.1|DMIR	LOC117582501|XP_034126176.1|DGUA
OG0005371	LOC108164062|XP_017155133.1|DMIR	LOC117582504|XP_034126182.1|DGUA
OG0005372	LOC108156550|XP_017143558.1|DMIR	LOC117589784|XP_034137872.1|DGUA
OG0005373	LOC108161916|XP_017151817.1|DMIR	LOC117587593|XP_034134327.1|DGUA
OG0005374	LOC108162183|XP_017152264.1|DMIR	LOC117584857|XP_034129889.1|DGUA
OG0005375	LOC108162180|XP_017152260.1|DMIR	LOC117584855|XP_034129887.1|DGUA
OG0005376	LOC108163606|XP_017154485.1|DMIR	LOC117582529|XP_034126221.1|DGUA
OG0005377	LOC108151798|XP_017136137.1|DMIR	LOC117580165|XP_034122376.1|DGUA
OG0005378	LOC108161525|XP_017151292.1|DMIR	LOC117581994|XP_034125380.1|DGUA
OG0005379	LOC108162073|XP_017152110.1|DMIR	LOC117582161|XP_034125651.1|DGUA
OG0005380	LOC108164013|XP_017155077.1|DMIR	LOC117582097|XP_034125550.1|DGUA
OG0005381	LOC108162853|XP_017153286.1|DMIR	LOC117582558|XP_034126279.1|DGUA
OG0005382	LOC108162822|XP_033248552.1|DMIR	LOC117581793|XP_034125115.1|DGUA
OG0005383	LOC108151387|XP_033243200.1|DMIR	LOC117589141|XP_034136719.1|DGUA
OG0005384	LOC108157436|XP_017144979.1|DMIR	LOC117586431|XP_034132359.1|DGUA
OG0005385	LOC117185792|XP_033246261.1|DMIR, LOC108159884|XP_017148987.2|DMIR	LOC117578574|XP_034120046.1|DGUA
OG0005386	LOC108160878|XP_017150636.1|DMIR	LOC117591584|XP_034140794.1|DGUA
OG0005387	LOC108155441|XP_017141742.1|DMIR	LOC117582740|XP_034126565.1|DGUA
OG0005388	LOC108161835|XP_017151682.1|DMIR	LOC117584484|XP_034129300.1|DGUA
OG0005389	LOC108162921|XP_017153392.1|DMIR	LOC117581684|XP_034124950.1|DGUA
OG0005390	LOC108162356|XP_017152551.1|DMIR	LOC117584684|XP_034129604.1|DGUA
OG0005391	LOC108162360|XP_017152554.1|DMIR	LOC117584687|XP_034129607.1|DGUA
OG0005392	LOC108162029|XP_017152036.1|DMIR	LOC117582014|XP_034125426.1|DGUA
OG0005393	LOC108154176|XP_033244279.1|DMIR	LOC117589822|XP_034137944.1|DGUA
OG0005394	LOC108162762|XP_017153138.1|DMIR	LOC117582012|XP_034125420.1|DGUA
OG0005395	LOC108162980|XP_017153475.1|DMIR	LOC117582174|XP_034125668.1|DGUA
OG0005396	LOC108161776|XP_017151604.1|DMIR	LOC117581774|XP_034125086.1|DGUA
OG0005397	LOC108161782|XP_017151613.1|DMIR	LOC117582232|XP_034125734.1|DGUA
OG0005398	LOC108156162|XP_017142979.1|DMIR	LOC117585732|XP_034131268.1|DGUA
OG0005399	LOC108160622|XP_017150226.1|DMIR	LOC117581462|XP_034124575.1|DGUA
OG0005400	LOC108160805|XP_017150518.1|DMIR	LOC117588906|XP_034136357.1|DGUA
OG0005401	LOC108163551|XP_017154401.1|DMIR	LOC117582302|XP_034125835.1|DGUA
OG0005402	LOC108163550|XP_017154400.1|DMIR	LOC117582000|XP_034125387.1|DGUA
OG0005403	LOC108161777|XP_017151606.1|DMIR	LOC117581734|XP_034125006.1|DGUA
OG0005404	LOC108161780|XP_017151610.1|DMIR	LOC117581735|XP_034125007.1|DGUA
OG0005405	LOC108160685|XP_017150327.2|DMIR, LOC117188093|XP_033247313.1|DMIR	LOC117586839|XP_034133025.1|DGUA
OG0005406	LOC108158636|XP_017146607.2|DMIR, LOC117185838|XP_033247294.1|DMIR	LOC117586700|XP_034132862.1|DGUA
OG0005407	LOC108158360|XP_017146103.2|DMIR, LOC117188463|XP_033248267.1|DMIR	LOC117590254|XP_034138621.1|DGUA
OG0005408	LOC108161966|XP_017151914.1|DMIR	LOC117583945|XP_034128534.1|DGUA
OG0005409	LOC108162374|XP_017152577.1|DMIR	LOC117582170|XP_034125662.1|DGUA
OG0005410	LOC108161903|XP_017151791.1|DMIR	LOC117583949|XP_034128539.1|DGUA
OG0005411	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR	LOC117583340|XP_034127498.1|DGUA
OG0005412	LOC108158148|XP_017145857.1|DMIR	LOC117588703|XP_034136046.1|DGUA
OG0005413	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR	LOC117578714|XP_034120257.1|DGUA
OG0005414	LOC108164677|XP_017156021.1|DMIR	LOC117591044|XP_034140030.1|DGUA
OG0005415	LOC108153574|XP_033242764.1|DMIR	LOC117581319|XP_034124311.1|DGUA
OG0005416	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR	LOC117585692|XP_034131201.1|DGUA
OG0005417	LOC108162318|XP_017152488.1|DMIR	LOC117582201|XP_034125700.1|DGUA
OG0005418	LOC108163389|XP_017154134.1|DMIR	LOC117582117|XP_034125582.1|DGUA
OG0005419	LOC108162843|XP_017153274.2|DMIR	LOC117583953|XP_034128544.1|DGUA
OG0005420	LOC108164122|XP_017155208.1|DMIR	LOC117584466|XP_034129278.1|DGUA
OG0005421	LOC108164328|XP_017155472.1|DMIR	LOC117584655|XP_034129574.1|DGUA
OG0005422	LOC108153278|XP_033252430.1|DMIR	LOC117588408|XP_034135564.1|DGUA
OG0005423	LOC108163111|XP_017153695.1|DMIR	LOC117587933|XP_034134813.1|DGUA
OG0005424	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC108157425|XP_017144968.1|DMIR	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC108163526|XP_033249844.1|DMIR	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC108161852|XP_017151708.1|DMIR	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC108163012|XP_033250031.1|DMIR	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC108163013|XP_017153535.1|DMIR	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC108163966|XP_017155009.1|DMIR	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC108162390|XP_017152596.1|DMIR	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC108160863|XP_017150615.2|DMIR, LOC117188277|XP_033247727.1|DMIR	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC108163495|XP_017154306.1|DMIR	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC108161918|XP_017151822.1|DMIR	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC108161917|XP_017151820.1|DMIR	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC108156342|XP_017143230.1|DMIR	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC108162913|XP_017153378.1|DMIR	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC108154233|XP_017139949.1|DMIR	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC108162704|XP_017153048.1|DMIR	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC108163981|XP_017155031.2|DMIR	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC108163109|XP_017153693.1|DMIR	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC117188768|XP_033249019.1|DMIR	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC108162559|XP_017152844.1|DMIR	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC108164121|XP_017155207.1|DMIR	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC108163485|XP_017154283.1|DMIR	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC108161957|XP_017151905.2|DMIR	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC117186316|XP_033242836.1|DMIR	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC108157096|XP_017144449.1|DMIR	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC108162393|XP_017152602.1|DMIR	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC108155207|XP_017141374.1|DMIR	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC108163183|XP_017153808.1|DMIR	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC108159536|XP_033247260.1|DMIR	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC108161927|XP_017151839.1|DMIR	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC108163929|XP_017154951.1|DMIR	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC108163628|XP_017154521.1|DMIR	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC108163602|XP_017154479.1|DMIR	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC108161825|XP_017151673.2|DMIR	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC108162079|XP_017152119.1|DMIR	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC108163752|XP_017154709.1|DMIR	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC108151134|XP_017135048.1|DMIR	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC108162077|XP_017152114.1|DMIR	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC108163291|XP_017153980.2|DMIR	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC108161924|XP_017151837.1|DMIR	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC108156201|XP_017143023.1|DMIR	LOC117585079|XP_034130235.1|DGUA
OG0005468	LOC108162782|XP_017153169.1|DMIR	LOC117582238|XP_034125739.1|DGUA
OG0005469	LOC108162194|XP_017152289.1|DMIR	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC108162192|XP_017152282.1|DMIR	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC108161938|XP_017151858.1|DMIR	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC108161944|XP_017151866.1|DMIR	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC108161830|XP_017151678.1|DMIR	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC108161259|XP_017150969.1|DMIR	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC108161806|XP_017151653.1|DMIR	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC108159913|XP_017149034.1|DMIR	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC108151776|XP_017136110.1|DMIR	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC108162413|XP_017152629.1|DMIR	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC108162411|XP_017152627.1|DMIR	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC108162414|XP_017152630.1|DMIR	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC108162820|XP_017153225.1|DMIR	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC108162818|XP_033249635.1|DMIR	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC108156528|XP_017143523.1|DMIR	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC108164211|XP_033249915.1|DMIR	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC108161987|XP_017151942.1|DMIR	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC108163118|XP_017153713.2|DMIR	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC108162995|XP_017153498.1|DMIR	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC108162993|XP_017153495.1|DMIR	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC108162769|XP_017153153.1|DMIR	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC108163263|XP_017153922.1|DMIR	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC108161514|XP_017151280.1|DMIR	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC108160404|XP_017149884.1|DMIR	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC108155666|XP_017142118.1|DMIR	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC108162001|XP_017151972.1|DMIR	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC108162005|XP_017151979.1|DMIR	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC108161999|XP_017151968.1|DMIR	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC108162007|XP_017151981.1|DMIR	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC108162756|XP_017153126.1|DMIR	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC108162757|XP_017153127.1|DMIR	LOC117587743|XP_034134558.1|DGUA
OG0005503	LOC108161857|XP_033248821.1|DMIR	LOC117582535|XP_034126231.1|DGUA
OG0005504	LOC108162675|XP_017153006.1|DMIR	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC108162886|XP_017153332.1|DMIR	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC108163934|XP_017154955.1|DMIR	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC108163150|XP_033248441.1|DMIR	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC108162653|XP_017152975.1|DMIR	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC108163744|XP_017154700.2|DMIR	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC108157780|XP_017145462.1|DMIR	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC108157570|XP_017145178.1|DMIR	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC108163766|XP_017154730.1|DMIR	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC108156886|XP_017144110.1|DMIR	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC117185696|XP_033250994.1|DMIR, LOC108158149|XP_017145858.2|DMIR	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC108163370|XP_017154111.2|DMIR	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC108163293|XP_033249422.1|DMIR	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC108164264|XP_017155395.1|DMIR	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC108160411|XP_017149895.1|DMIR, LOC117190817|XP_033251748.1|DMIR	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC108164008|XP_033248474.1|DMIR	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC108163830|XP_017154819.1|DMIR	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC108152442|XP_033242501.1|DMIR	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC108161800|XP_017151639.2|DMIR	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC108161421|XP_017151170.1|DMIR	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC108162968|XP_017153456.1|DMIR	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC108161323|XP_017151043.2|DMIR	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC108164437|XP_017155624.1|DMIR	LOC117590592|XP_034139244.1|DGUA
OG0005528	LOC108163186|XP_017153813.1|DMIR	LOC117584019|XP_034128642.1|DGUA
OG0005529	LOC108163509|XP_017154328.1|DMIR	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC108163307|XP_017154012.1|DMIR	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC108152151|XP_017136757.1|DMIR	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC108162464|XP_017152701.1|DMIR	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC108161719|XP_017151528.1|DMIR	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC108151217|XP_017135187.1|DMIR	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC108162424|XP_017152640.1|DMIR	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC108162725|XP_017153082.1|DMIR	LOC117584204|XP_034128865.1|DGUA
OG0005537	LOC108163734|XP_017154681.1|DMIR	LOC117584356|XP_034129083.1|DGUA
OG0005538	LOC108163339|XP_017154065.1|DMIR	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC108161736|XP_017151549.1|DMIR	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC108163584|XP_017154445.1|DMIR	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC108161697|XP_017151498.1|DMIR	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC108151176|XP_017135096.2|DMIR	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC108163222|XP_017153866.1|DMIR	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC108162346|XP_017152534.1|DMIR	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC108163770|XP_017154735.1|DMIR	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC108161797|XP_017151636.2|DMIR	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC108161778|XP_033249962.1|DMIR	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC108161775|XP_017151603.2|DMIR	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC108163552|XP_017154403.1|DMIR	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC108163126|XP_017153726.1|DMIR	LOC117581877|XP_034125233.1|DGUA
OG0005551	LOC117187920|XP_033246766.1|DMIR, LOC108158466|XP_017146246.2|DMIR	LOC117581049|XP_034124196.1|DGUA
OG0005552	LOC117189484|XP_033250513.1|DMIR, LOC108160306|XP_017149708.1|DMIR	LOC117585279|XP_034130597.1|DGUA
OG0005553	LOC108162673|XP_017153005.1|DMIR	LOC117584044|XP_034128673.1|DGUA
OG0005554	LOC108162722|XP_033250079.1|DMIR	LOC117582644|XP_034126417.1|DGUA
OG0005555	LOC108161758|XP_017151581.1|DMIR	LOC117582189|XP_034125683.1|DGUA
OG0005556	LOC108161755|XP_017151576.1|DMIR	LOC117582022|XP_034125438.1|DGUA
OG0005557	LOC108164028|XP_017155092.1|DMIR	LOC117584050|XP_034128681.1|DGUA
OG0005558	LOC108158844|XP_033243964.1|DMIR	LOC117580698|XP_034123214.1|DGUA
OG0005559	LOC108163218|XP_017153861.1|DMIR	LOC117582580|XP_034126316.1|DGUA
OG0005560	LOC108163299|XP_017153998.1|DMIR	LOC117584042|XP_034128671.1|DGUA
OG0005561	LOC108152520|XP_017137408.1|DMIR	LOC117588479|XP_034135667.1|DGUA
OG0005562	LOC108163649|XP_017154548.1|DMIR	LOC117582153|XP_034125629.1|DGUA
OG0005563	LOC108164458|XP_017155673.1|DMIR	LOC117590629|XP_034139333.1|DGUA
OG0005564	LOC108161315|XP_017151024.2|DMIR	LOC117584647|XP_034129562.1|DGUA
OG0005565	LOC108162027|XP_017152034.1|DMIR	LOC117582393|XP_034125968.1|DGUA
OG0005566	LOC108162028|XP_017152035.1|DMIR	LOC117582396|XP_034125970.1|DGUA
OG0005567	LOC108154055|XP_017139636.1|DMIR	LOC117583343|XP_034127496.1|DGUA
OG0005568	LOC108161958|XP_017151906.2|DMIR	LOC117584768|XP_034129760.1|DGUA
OG0005569	LOC108163783|XP_017154751.1|DMIR	LOC117582254|XP_034125755.1|DGUA
OG0005570	LOC108162994|XP_017153496.1|DMIR	LOC117582520|XP_034126208.1|DGUA
OG0005571	LOC108159179|XP_017147717.1|DMIR, LOC117190098|XP_033251074.1|DMIR	LOC117584278|XP_034128990.1|DGUA
OG0005572	LOC108159068|XP_017147503.1|DMIR	LOC117578527|XP_034119978.1|DGUA
OG0005573	LOC108155390|XP_017141659.1|DMIR	LOC117586315|XP_034132192.1|DGUA
OG0005574	LOC108158101|XP_017145757.1|DMIR	LOC117590918|XP_034139845.1|DGUA
OG0005575	LOC108157536|XP_017145128.1|DMIR	LOC117589608|XP_034137574.1|DGUA
OG0005576	LOC108158800|XP_017146976.2|DMIR, LOC117188163|XP_033247492.1|DMIR	LOC117581785|XP_034125108.1|DGUA
OG0005577	LOC108151411|XP_017135489.1|DMIR	LOC117580558|XP_034123052.1|DGUA
OG0005578	LOC108151577|XP_017135742.1|DMIR	LOC117586992|XP_034133283.1|DGUA
OG0005579	LOC108151578|XP_017135743.1|DMIR	LOC117586994|XP_034133284.1|DGUA
OG0005580	LOC108152032|XP_017136512.1|DMIR	LOC117586886|XP_034133111.1|DGUA
OG0005581	LOC108164678|XP_033245238.1|DMIR	LOC117588267|XP_034135298.1|DGUA
OG0005582	LOC108152832|XP_017137926.1|DMIR	LOC117579222|XP_034120885.1|DGUA
OG0005583	LOC108153042|XP_017138291.1|DMIR	LOC117589339|XP_034137081.1|DGUA
OG0005584	LOC108163556|XP_017154410.1|DMIR	LOC117588025|XP_034134957.1|DGUA
OG0005585	LOC108155741|XP_017142248.1|DMIR	LOC117586257|XP_034132089.1|DGUA
OG0005586	LOC108157339|XP_017144846.1|DMIR	LOC117586661|XP_034132798.1|DGUA
OG0005587	LOC108162890|XP_017153344.1|DMIR	LOC117584371|XP_034129102.1|DGUA
OG0005588	LOC108151813|XP_017136155.1|DMIR	LOC117587410|XP_034133959.1|DGUA
OG0005589	LOC108155211|XP_017141384.1|DMIR	LOC117586608|XP_034132688.1|DGUA
OG0005590	LOC108160587|XP_017150170.1|DMIR	LOC117578444|XP_034119858.1|DGUA
OG0005591	LOC108155109|XP_017141236.1|DMIR	LOC117581553|XP_034124775.1|DGUA
OG0005592	LOC108155136|XP_017141279.1|DMIR	LOC117584934|XP_034129985.1|DGUA
OG0005593	LOC108151031|XP_017134879.1|DMIR	LOC117587017|XP_034133319.1|DGUA
OG0005594	LOC108152795|XP_017137866.1|DMIR	LOC117579041|XP_034120627.1|DGUA
OG0005595	LOC108152794|XP_017137865.1|DMIR	LOC117579040|XP_034120626.1|DGUA
OG0005596	LOC108153070|XP_017138339.1|DMIR	LOC117587294|XP_034133774.1|DGUA
OG0005597	LOC108155932|XP_033244196.1|DMIR	LOC117585269|XP_034130579.1|DGUA
OG0005598	LOC108156563|XP_017143580.1|DMIR	LOC117582914|XP_034126901.1|DGUA
OG0005599	LOC108159067|XP_033248205.1|DMIR	LOC117578525|XP_034119976.1|DGUA
OG0005600	LOC108156997|XP_017144280.1|DMIR	LOC117586176|XP_034131979.1|DGUA
OG0005601	LOC108160579|XP_017150194.1|DMIR	LOC117588751|XP_034136120.1|DGUA
OG0005602	LOC108155064|XP_017141139.1|DMIR	LOC117591125|XP_034140119.1|DGUA
OG0005603	LOC108160650|XP_017150273.1|DMIR, LOC117191312|XP_033252106.1|DMIR	LOC117591354|XP_034140477.1|DGUA
OG0005604	LOC117189828|XP_033250783.1|DMIR, LOC108159689|XP_017148685.1|DMIR	LOC117578669|XP_034120187.1|DGUA
OG0005605	LOC108159691|XP_017148688.1|DMIR, LOC117189483|XP_033250509.1|DMIR	LOC117587534|XP_034134268.1|DGUA
OG0005606	LOC108162291|XP_017152440.1|DMIR	LOC117584826|XP_034129843.1|DGUA
OG0005607	LOC108155412|XP_017141698.1|DMIR	LOC117586099|XP_034131849.1|DGUA
OG0005608	LOC108155408|XP_017141693.1|DMIR	LOC117586082|XP_034131829.1|DGUA
OG0005609	LOC108150963|XP_017134786.1|DMIR	LOC117579712|XP_034121597.1|DGUA
OG0005610	LOC108165492|XP_017157035.1|DMIR	LOC117589201|XP_034136821.1|DGUA
OG0005611	LOC108151434|XP_017135520.1|DMIR	LOC117589145|XP_034136723.1|DGUA
OG0005612	LOC108156170|XP_017142989.1|DMIR	LOC117585992|XP_034131707.1|DGUA
OG0005613	LOC108155103|XP_017141221.1|DMIR	LOC117586732|XP_034132918.1|DGUA
OG0005614	LOC108156119|XP_017142913.1|DMIR	LOC117586760|XP_034132961.1|DGUA
OG0005615	LOC108154780|XP_017140653.1|DMIR	LOC117583702|XP_034128075.1|DGUA
OG0005616	LOC108156073|XP_017142846.1|DMIR	LOC117586311|XP_034132185.1|DGUA
OG0005617	LOC108156747|XP_017143898.1|DMIR	LOC117585974|XP_034131674.1|DGUA
OG0005618	LOC108158499|XP_017146302.1|DMIR	LOC117584765|XP_034129761.1|DGUA
OG0005619	LOC108154990|XP_017141023.1|DMIR	LOC117589772|XP_034137859.1|DGUA
OG0005620	LOC108151707|XP_017135966.1|DMIR	LOC117590809|XP_034139667.1|DGUA
OG0005621	LOC108162160|XP_017152232.1|DMIR	LOC117581024|XP_034123743.1|DGUA
OG0005622	LOC108162416|XP_017152635.1|DMIR	LOC117581626|XP_034124885.1|DGUA
OG0005623	LOC108152265|XP_017136970.1|DMIR	LOC117590755|XP_034139583.1|DGUA
OG0005624	LOC108155030|XP_017141080.1|DMIR	LOC117586404|XP_034132327.1|DGUA
OG0005625	LOC108155186|XP_017141346.1|DMIR	LOC117585887|XP_034131533.1|DGUA
OG0005626	LOC108153958|XP_017139547.1|DMIR	LOC117581148|XP_034123971.1|DGUA
OG0005627	LOC108156042|XP_017142801.1|DMIR	LOC117590161|XP_034138440.1|DGUA
OG0005628	LOC108155120|XP_017141251.2|DMIR	LOC117583214|XP_034127322.1|DGUA
OG0005629	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR	LOC117578510|XP_034119940.1|DGUA
OG0005630	LOC108160170|XP_033247023.1|DMIR	LOC117581414|XP_034124463.1|DGUA
OG0005631	LOC108164909|XP_017156377.1|DMIR	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA
OG0005632	LOC108152344|XP_017137097.1|DMIR	LOC117591046|XP_034140033.1|DGUA
OG0005633	LOC108156490|XP_017143464.2|DMIR	LOC117590121|XP_034138376.1|DGUA
OG0005634	LOC108155087|XP_017141198.1|DMIR	LOC117586619|XP_034132716.1|DGUA
OG0005635	LOC108162510|XP_017152775.1|DMIR	LOC117584010|XP_034128631.1|DGUA
OG0005636	LOC108156976|XP_017144257.1|DMIR	LOC117586190|XP_034132007.1|DGUA
OG0005637	LOC108155865|XP_017142472.1|DMIR	LOC117584914|XP_034129952.1|DGUA
OG0005638	LOC108159437|XP_017148204.1|DMIR	LOC117578761|XP_034120354.1|DGUA
OG0005639	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR	LOC117585990|XP_034131742.1|DGUA
OG0005640	LOC108156654|XP_017143757.1|DMIR	LOC117586192|XP_034132010.1|DGUA
OG0005641	LOC108156628|XP_017143684.1|DMIR	LOC117581545|XP_034124751.1|DGUA
OG0005642	LOC108156089|XP_017142866.1|DMIR	LOC117589961|XP_034138152.1|DGUA
OG0005643	LOC108152540|XP_017137439.1|DMIR	LOC117588981|XP_034136461.1|DGUA
OG0005644	LOC108152539|XP_017137438.1|DMIR	LOC117589375|XP_034137177.1|DGUA
OG0005645	LOC108164594|XP_017155909.1|DMIR	LOC117580653|XP_034123146.1|DGUA
