Orthogroup	DMIR.longest_only	DFIC.longest_only
OG0003401	LOC108154760|XP_017140624.1|DMIR	LOC108099255|XP_017058116.1|DFIC
OG0003402	LOC108153955|XP_033244120.1|DMIR	LOC108099236|XP_017058098.1|DFIC
OG0003403	LOC108160076|XP_017149324.2|DMIR	LOC108101875|XP_017061900.1|DFIC
OG0003404	LOC108154406|XP_017140166.1|DMIR	LOC108092090|XP_017047068.1|DFIC
OG0003405	LOC108160245|XP_017149594.1|DMIR	LOC108096950|XP_017054407.1|DFIC
OG0003406	LOC108155094|XP_017141208.1|DMIR	LOC108088430|XP_017041685.1|DFIC
OG0003407	LOC108155095|XP_017141209.1|DMIR	LOC108088431|XP_017041686.1|DFIC
OG0003408	LOC108155376|XP_017141637.2|DMIR	LOC108098847|XP_017057499.1|DFIC
OG0003409	LOC108156090|XP_033244481.1|DMIR	LOC108099368|XP_017058349.1|DFIC
OG0003410	LOC108156608|XP_017143641.1|DMIR	LOC108099598|XP_017058701.1|DFIC
OG0003411	LOC108156136|XP_017142937.1|DMIR	LOC108098044|XP_017056202.1|DFIC
OG0003412	LOC108156464|XP_017143416.1|DMIR	LOC108097711|XP_017055689.1|DFIC
OG0003413	LOC108156806|XP_033245641.1|DMIR	LOC108098534|XP_017057004.1|DFIC
OG0003414	LOC108151132|XP_017135045.1|DMIR	LOC108087451|XP_017040301.1|DFIC
OG0003415	LOC108164902|XP_017156359.1|DMIR	LOC108097764|XP_017055774.1|DFIC
OG0003416	LOC108155682|XP_017142140.1|DMIR	LOC108098638|XP_017057202.1|DFIC
OG0003417	LOC108154668|XP_017140495.1|DMIR	LOC108087145|XP_017039847.1|DFIC
OG0003418	LOC108154863|XP_017140778.1|DMIR	LOC108088036|XP_017041159.1|DFIC
OG0003419	LOC108156356|XP_017143247.1|DMIR	LOC108098568|XP_017057072.1|DFIC
OG0003420	LOC108156355|XP_017143245.1|DMIR	LOC108098566|XP_017057071.1|DFIC
OG0003421	LOC108154727|XP_017140579.1|DMIR	LOC108086552|XP_017038980.1|DFIC
OG0003422	LOC108154737|XP_017140594.1|DMIR	LOC108086556|XP_017038995.1|DFIC
OG0003423	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR	LOC108094000|XP_017049912.1|DFIC
OG0003424	LOC108156251|XP_017143090.1|DMIR	LOC108087231|XP_017040006.1|DFIC
OG0003425	LOC108155549|XP_017141917.1|DMIR	LOC108099280|XP_017058158.1|DFIC
OG0003426	LOC108156359|XP_017143250.2|DMIR	LOC108087931|XP_017041007.1|DFIC
OG0003427	LOC108155712|XP_017142197.1|DMIR	LOC108088070|XP_017041208.1|DFIC
OG0003428	LOC108153660|XP_017139258.1|DMIR	LOC108099980|XP_017059165.1|DFIC
OG0003429	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR	LOC108087736|XP_017040747.1|DFIC
OG0003430	LOC108164453|XP_017155661.1|DMIR	LOC108091270|XP_017045873.1|DFIC
OG0003431	LOC108156146|XP_017142956.1|DMIR	LOC108091379|XP_017046042.1|DFIC
OG0003432	LOC108154704|XP_017140544.1|DMIR	LOC108092178|XP_017047191.1|DFIC
OG0003433	LOC108156562|XP_017143574.1|DMIR	LOC108088492|XP_017041801.1|DFIC
OG0003434	LOC108155947|XP_017142604.1|DMIR	LOC108094627|XP_017050804.1|DFIC
OG0003435	LOC108156046|XP_017142808.1|DMIR	LOC108095832|XP_017052603.1|DFIC
OG0003436	LOC108155481|XP_017141793.1|DMIR	LOC108090132|XP_017044157.1|DFIC
OG0003437	LOC108155478|XP_017141790.1|DMIR	LOC108090128|XP_017044151.1|DFIC
OG0003438	LOC108156669|XP_017143781.1|DMIR	LOC108090131|XP_017044156.1|DFIC
OG0003439	LOC108155920|XP_017142560.1|DMIR	LOC108092207|XP_017047225.1|DFIC
OG0003440	LOC108155027|XP_033244447.1|DMIR	LOC108098665|XP_017057233.1|DFIC
OG0003441	LOC108162443|XP_017152674.1|DMIR	LOC108090027|XP_017044013.1|DFIC, LOC108102192|XP_017062384.1|DFIC
OG0003442	LOC108155290|XP_017141495.1|DMIR	LOC108099535|XP_017058596.1|DFIC, LOC108099676|XP_017058803.1|DFIC
OG0003443	LOC108153185|XP_017138486.1|DMIR	LOC108099178|XP_017058030.1|DFIC
OG0003444	LOC108152106|XP_017136647.1|DMIR	LOC108100714|XP_017060235.1|DFIC
OG0003445	LOC108164979|XP_017156489.1|DMIR	LOC108088628|XP_017042032.1|DFIC
OG0003446	LOC117186181|XP_033242332.1|DMIR	LOC108094701|XP_017050921.1|DFIC
OG0003447	LOC108164474|XP_033250193.1|DMIR	LOC108095055|XP_017051450.1|DFIC
OG0003448	LOC108155813|XP_017142383.1|DMIR	LOC108098647|XP_017057210.1|DFIC
OG0003449	LOC108155252|XP_017141436.1|DMIR	LOC108096807|XP_017054187.1|DFIC
OG0003450	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR	LOC108097252|XP_017054926.1|DFIC
OG0003451	LOC108155033|XP_017141087.1|DMIR	LOC108098594|XP_017057141.1|DFIC
OG0003452	LOC108155781|XP_017142330.1|DMIR	LOC108098635|XP_017057199.1|DFIC
OG0003453	LOC108150962|XP_017134785.1|DMIR	LOC108089451|XP_017043180.1|DFIC
OG0003454	LOC108162861|XP_017153299.1|DMIR	LOC108092371|XP_017047402.1|DFIC
OG0003455	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR	LOC108087324|XP_017040144.1|DFIC
OG0003456	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR	LOC108101243|XP_017060990.1|DFIC
OG0003458	LOC108157215|XP_017144654.1|DMIR	LOC108092135|XP_017047129.1|DFIC
OG0003459	LOC108155823|XP_017142401.1|DMIR	LOC108102028|XP_017062121.1|DFIC
OG0003460	LOC108156182|XP_017143002.1|DMIR	LOC108091657|XP_017046456.1|DFIC
OG0003461	LOC108155477|XP_017141787.1|DMIR	LOC108090127|XP_017044148.1|DFIC
OG0003462	LOC108150911|XP_017134725.1|DMIR	LOC108099944|XP_017059108.1|DFIC
OG0003463	LOC108156904|XP_017144138.1|DMIR	LOC108092142|XP_017047140.1|DFIC
OG0003464	LOC108156335|XP_033245518.1|DMIR	LOC108091908|XP_017046781.1|DFIC
OG0003465	LOC108155254|XP_017141438.1|DMIR	LOC108096835|XP_017054233.1|DFIC
OG0003466	LOC108154771|XP_017140644.1|DMIR	LOC108099571|XP_017058660.1|DFIC
OG0003467	LOC108155043|XP_017141105.1|DMIR	LOC108092030|XP_017046960.1|DFIC
OG0003468	LOC108155346|XP_017141593.1|DMIR	LOC108098688|XP_017057286.1|DFIC
OG0003469	LOC108155396|XP_017141671.1|DMIR	LOC108088423|XP_017041673.1|DFIC
OG0003470	LOC108154425|XP_017140183.2|DMIR	LOC108091870|XP_017046740.1|DFIC
OG0003471	LOC108161733|XP_017151546.1|DMIR	LOC108096062|XP_017052910.1|DFIC
OG0003472	LOC108162589|XP_017152894.1|DMIR	LOC108089146|XP_017042754.1|DFIC
OG0003473	LOC108162925|XP_017153396.2|DMIR	LOC108100096|XP_017059330.1|DFIC, LOC108095427|XP_017052028.1|DFIC
OG0003474	LOC108157166|XP_017144566.1|DMIR	LOC108087963|XP_017041046.1|DFIC
OG0003475	LOC108154189|XP_017139885.1|DMIR	LOC108093307|XP_017048771.1|DFIC
OG0003476	LOC108164498|XP_033250285.1|DMIR	LOC108101976|XP_017062059.1|DFIC
OG0003477	LOC108156323|XP_017143205.1|DMIR	LOC108092076|XP_017047041.1|DFIC
OG0003478	LOC108157462|XP_017145025.1|DMIR	LOC108087985|XP_017041075.1|DFIC
OG0003479	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR	LOC108099271|XP_017058135.1|DFIC
OG0003480	LOC108153933|XP_017139519.1|DMIR	LOC108091731|XP_017046563.1|DFIC
OG0003481	LOC108154646|XP_017140465.1|DMIR	LOC108091736|XP_017046568.1|DFIC
OG0003482	LOC108157723|XP_017145381.1|DMIR	LOC108091812|XP_017046669.1|DFIC
OG0003483	LOC108154648|XP_017140468.1|DMIR	LOC108091778|XP_017046616.1|DFIC
OG0003484	LOC108156989|XP_017144270.1|DMIR	LOC108099481|XP_017058527.1|DFIC
OG0003485	LOC108154432|XP_017140191.1|DMIR	LOC108087114|XP_017039785.1|DFIC
OG0003486	LOC108153968|XP_017139554.1|DMIR	LOC108087318|XP_017040135.1|DFIC
OG0003487	LOC108154735|XP_017140591.1|DMIR	LOC108086549|XP_017038976.1|DFIC
OG0003488	LOC108156544|XP_017143549.1|DMIR	LOC108088484|XP_017041782.1|DFIC
OG0003489	LOC108155771|XP_017142312.1|DMIR	LOC108099345|XP_017058309.1|DFIC
OG0003490	LOC108156647|XP_017143738.1|DMIR	LOC108088056|XP_017041183.1|DFIC
OG0003491	LOC108156534|XP_017143531.2|DMIR	LOC108088543|XP_017041878.1|DFIC
OG0003492	LOC108157701|XP_017145360.1|DMIR	LOC108102302|XP_017038660.1|DFIC
OG0003493	LOC108156223|XP_017143049.2|DMIR	LOC108099582|XP_017058676.1|DFIC
OG0003494	LOC108156264|XP_017143116.1|DMIR	LOC108098517|XP_017056971.1|DFIC
OG0003495	LOC108163137|XP_017153739.1|DMIR	LOC108090622|XP_017044888.1|DFIC
OG0003496	LOC108156926|XP_017144169.1|DMIR	LOC108092012|XP_017046935.1|DFIC
OG0003497	LOC108154201|XP_017139909.1|DMIR	LOC108093325|XP_017048803.1|DFIC
OG0003498	LOC117185878|XP_033245115.1|DMIR	LOC108098505|XP_017056970.1|DFIC, LOC108086363|XP_017038752.1|DFIC
OG0003499	LOC108155782|XP_033245456.1|DMIR	LOC108099529|XP_017058585.1|DFIC
OG0003500	LOC108161446|XP_017151197.1|DMIR	LOC108094447|XP_017050510.1|DFIC, LOC108094484|XP_017050560.1|DFIC
OG0003501	LOC108157112|XP_017144476.1|DMIR	LOC108091680|XP_017046492.1|DFIC
OG0003502	LOC108157731|XP_017145394.2|DMIR	LOC108099625|XP_017058741.1|DFIC
OG0003503	LOC108155157|XP_017141308.1|DMIR	LOC108097489|XP_017055282.1|DFIC
OG0003504	LOC108155128|XP_017141261.1|DMIR	LOC108097482|XP_017055274.1|DFIC
OG0003505	LOC108155371|XP_017141633.2|DMIR	LOC108091960|XP_017046855.1|DFIC
OG0003506	LOC108155724|XP_017142219.1|DMIR	LOC108091784|XP_017046629.1|DFIC
OG0003507	LOC108155942|XP_017142590.1|DMIR	LOC108091612|XP_017046382.1|DFIC
OG0003508	LOC108151029|XP_017134877.1|DMIR	LOC108100364|XP_017059693.1|DFIC
OG0003509	LOC108155402|XP_017141688.1|DMIR	LOC108099400|XP_017058395.1|DFIC
OG0003510	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR	LOC108087227|XP_017039999.1|DFIC
OG0003511	LOC108155689|XP_017142150.1|DMIR	LOC108087235|XP_017040013.1|DFIC
OG0003512	LOC108156512|XP_017143504.1|DMIR	LOC108087382|XP_017040213.1|DFIC
OG0003513	LOC108156636|XP_017143722.1|DMIR	LOC108091692|XP_017046514.1|DFIC
OG0003514	LOC108157660|XP_017145306.1|DMIR	LOC108098050|XP_017056217.1|DFIC
OG0003515	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR	LOC108087742|XP_017040753.1|DFIC
OG0003516	LOC108156023|XP_017142756.1|DMIR	LOC108091677|XP_017046487.1|DFIC
OG0003517	LOC108156466|XP_017143418.1|DMIR	LOC108087003|XP_017039629.1|DFIC
OG0003518	LOC108157408|XP_017144945.1|DMIR	LOC108091817|XP_017046684.1|DFIC
OG0003519	LOC108153181|XP_017138476.2|DMIR	LOC108087494|XP_017040373.1|DFIC
OG0003520	LOC108152420|XP_017137223.1|DMIR	LOC108087530|XP_017040422.1|DFIC
OG0003521	LOC108151847|XP_017136220.1|DMIR	LOC108087506|XP_017040393.1|DFIC
OG0003522	LOC108158458|XP_017146236.1|DMIR	LOC108094071|XP_017050001.1|DFIC
OG0003523	LOC108163135|XP_017153738.1|DMIR	LOC108090624|XP_017044890.1|DFIC
OG0003524	LOC108162326|XP_017152503.1|DMIR	LOC108091055|XP_017045495.1|DFIC
OG0003525	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR	LOC108090346|XP_017044451.1|DFIC
OG0003526	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR	LOC108091913|XP_017046786.1|DFIC
OG0003527	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR	LOC108093631|XP_017049272.1|DFIC
OG0003529	LOC108161324|XP_017151044.1|DMIR	LOC108089171|XP_017042794.1|DFIC
OG0003530	LOC108152456|XP_017137309.1|DMIR	LOC108086976|XP_017039580.1|DFIC
OG0003531	LOC108155979|XP_017142656.1|DMIR	LOC108092025|XP_017046952.1|DFIC
OG0003532	LOC108151984|XP_017136438.1|DMIR	LOC108096295|XP_017053258.1|DFIC
OG0003533	LOC108152858|XP_017137968.1|DMIR	LOC108093892|XP_017049741.1|DFIC
OG0003534	LOC108152245|XP_017136939.1|DMIR	LOC108087547|XP_017040454.1|DFIC
OG0003535	LOC108151559|XP_017135718.1|DMIR	LOC108099479|XP_017058530.1|DFIC
OG0003536	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR	LOC108094257|XP_017050210.1|DFIC
OG0003537	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR	LOC108101207|XP_017060948.1|DFIC
OG0003538	LOC108158145|XP_017145854.1|DMIR	LOC108087777|XP_017040794.1|DFIC
OG0003539	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR	LOC108086455|XP_017038866.1|DFIC
OG0003540	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR	LOC108099078|XP_017057864.1|DFIC
OG0003541	LOC108154913|XP_017140856.1|DMIR	LOC108091956|XP_017046841.1|DFIC
OG0003542	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR	LOC108101490|XP_017061331.1|DFIC
OG0003543	LOC108152226|XP_017136898.1|DMIR	LOC108097175|XP_017054802.1|DFIC
OG0003544	LOC108152413|XP_017137215.1|DMIR	LOC108089594|XP_017043441.1|DFIC
OG0003545	LOC108152732|XP_033244009.1|DMIR	LOC108093577|XP_017049189.1|DFIC
OG0003546	LOC108152409|XP_017137208.1|DMIR	LOC108088911|XP_017042412.1|DFIC
OG0003547	LOC108158714|XP_033247737.1|DMIR	LOC108087670|XP_017040652.1|DFIC
OG0003548	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR	LOC108090489|XP_017044690.1|DFIC
OG0003549	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR	LOC108090521|XP_017044729.1|DFIC
OG0003550	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR	LOC108093740|XP_017049493.1|DFIC
OG0003551	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR	LOC108093900|XP_017049749.1|DFIC
OG0003552	LOC108158174|XP_017145880.1|DMIR	LOC108086441|XP_017038843.1|DFIC
OG0003553	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR	LOC108093958|XP_017049846.1|DFIC
OG0003554	LOC108151349|XP_017135394.1|DMIR	LOC108089386|XP_017043057.1|DFIC
OG0003555	LOC108150955|XP_017134778.1|DMIR	LOC108099095|XP_017057902.1|DFIC
OG0003556	LOC108152966|XP_033242139.1|DMIR	LOC108088251|XP_017041457.1|DFIC
OG0003557	LOC108151947|XP_017136371.1|DMIR	LOC108088232|XP_017041430.1|DFIC
OG0003558	LOC108152614|XP_017137569.1|DMIR	LOC108096262|XP_017053208.1|DFIC
OG0003559	LOC108152845|XP_033243725.1|DMIR	LOC108089484|XP_017043250.1|DFIC
OG0003560	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR	LOC108089590|XP_017043436.1|DFIC
OG0003561	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR	LOC108094837|XP_017051124.1|DFIC
OG0003562	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR	LOC108093997|XP_017049906.1|DFIC
OG0003563	LOC108156626|XP_017143673.1|DMIR	LOC108088009|XP_017041110.1|DFIC
OG0003564	LOC108152211|XP_017136858.1|DMIR	LOC108088239|XP_017041439.1|DFIC
OG0003565	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR	LOC108099190|XP_017058046.1|DFIC
OG0003566	LOC108154238|XP_017139954.1|DMIR	LOC108098855|XP_017057507.1|DFIC
OG0003567	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR	LOC108093742|XP_017049498.1|DFIC
OG0003568	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR	LOC108090852|XP_017045216.1|DFIC
OG0003569	LOC108165525|XP_017157085.1|DMIR	LOC108099675|XP_017058806.1|DFIC
OG0003570	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR	LOC108093876|XP_017049708.1|DFIC
OG0003571	LOC108153684|XP_017139291.1|DMIR	LOC108096454|XP_017053547.1|DFIC
OG0003572	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR	LOC108093878|XP_017049712.1|DFIC
OG0003573	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR	LOC108096897|XP_017054333.1|DFIC
OG0003574	LOC108151061|XP_017134927.1|DMIR	LOC108088979|XP_017042511.1|DFIC
OG0003575	LOC108152018|XP_017136484.1|DMIR	LOC108089397|XP_017043074.1|DFIC
OG0003576	LOC108152979|XP_017138195.2|DMIR	LOC108099951|XP_017059117.1|DFIC
OG0003577	LOC108151753|XP_017136080.1|DMIR	LOC108093091|XP_017048515.1|DFIC
OG0003578	LOC108151077|XP_017134949.1|DMIR	LOC108089458|XP_017043191.1|DFIC
OG0003579	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR	LOC108093935|XP_017049807.1|DFIC
OG0003580	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR	LOC108094897|XP_017051231.1|DFIC
OG0003581	LOC108151540|XP_033242943.1|DMIR	LOC108100398|XP_017059770.1|DFIC
OG0003582	LOC108151425|XP_017135504.1|DMIR	LOC108089738|XP_017043608.1|DFIC
OG0003583	LOC108159923|XP_017149052.1|DMIR	LOC108096851|XP_017054255.1|DFIC
OG0003584	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR	LOC108093696|XP_017049366.1|DFIC
OG0003585	LOC108151590|XP_017135758.1|DMIR	LOC108099984|XP_017059170.1|DFIC
OG0003586	LOC108164423|XP_017155592.1|DMIR	LOC108098419|XP_017056801.1|DFIC
OG0003587	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR	LOC108101301|XP_017061091.1|DFIC
OG0003588	LOC108155711|XP_017142193.2|DMIR	LOC108088053|XP_017041178.1|DFIC
OG0003589	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR	LOC108093607|XP_017049222.1|DFIC
OG0003590	LOC108151741|XP_017136049.1|DMIR	LOC108100366|XP_017059695.1|DFIC
OG0003591	LOC108151454|XP_017135562.1|DMIR	LOC108100604|XP_017060079.1|DFIC
OG0003592	LOC108151338|XP_017135381.1|DMIR	LOC108089639|XP_017043493.1|DFIC
OG0003593	LOC108152321|XP_017137045.1|DMIR	LOC108096235|XP_017053141.1|DFIC
OG0003594	LOC108152065|XP_017136574.1|DMIR	LOC108089439|XP_017043166.1|DFIC
OG0003595	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR	LOC108101937|XP_017062009.1|DFIC
OG0003596	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR	LOC108094258|XP_017050212.1|DFIC
OG0003597	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR	LOC108094248|XP_017050195.1|DFIC
OG0003598	LOC108153166|XP_017138460.1|DMIR	LOC108096352|XP_017053390.1|DFIC
OG0003599	LOC108163646|XP_017154544.1|DMIR	LOC108092460|XP_017047538.1|DFIC
OG0003600	LOC108151747|XP_017136059.1|DMIR	LOC108088992|XP_017042529.1|DFIC
OG0003601	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR	LOC108090578|XP_017044814.1|DFIC
OG0003602	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR	LOC108087648|XP_017040602.1|DFIC
OG0003603	LOC108151358|XP_017135406.1|DMIR	LOC108088962|XP_017042469.1|DFIC
OG0003604	LOC108163122|XP_017153717.1|DMIR	LOC108095817|XP_017052583.1|DFIC
OG0003605	LOC108154670|XP_017140500.1|DMIR	LOC108087362|XP_017040191.1|DFIC
OG0003606	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR	LOC108093913|XP_017049769.1|DFIC
OG0003607	LOC108159493|XP_017148324.1|DMIR	LOC108094024|XP_017049943.1|DFIC
OG0003608	LOC108152001|XP_017136460.1|DMIR	LOC108087579|XP_017040500.1|DFIC
OG0003609	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR	LOC108090493|XP_017044694.1|DFIC
OG0003610	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR	LOC108099922|XP_017059080.1|DFIC
OG0003611	LOC108152029|XP_017136500.1|DMIR	LOC108096249|XP_017053181.1|DFIC
OG0003612	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR	LOC108095124|XP_017051552.1|DFIC
OG0003613	LOC108158123|XP_017145794.1|DMIR	LOC108093822|XP_017049627.1|DFIC
OG0003614	LOC108158124|XP_017145795.1|DMIR	LOC108093767|XP_017049525.1|DFIC
OG0003615	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR	LOC108101418|XP_017061233.1|DFIC
OG0003616	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR	LOC108096759|XP_017054107.1|DFIC
OG0003617	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR	LOC108086701|XP_017039190.1|DFIC
OG0003618	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR	LOC108086700|XP_017039188.1|DFIC
OG0003619	LOC108159093|XP_017147548.1|DMIR	LOC108096673|XP_017053941.1|DFIC
OG0003620	LOC108160169|XP_017149479.2|DMIR	LOC108090921|XP_017045341.1|DFIC
OG0003621	LOC108152582|XP_017137516.1|DMIR	LOC108093809|XP_017049615.1|DFIC
OG0003622	LOC108152581|XP_017137511.1|DMIR	LOC108093796|XP_017049572.1|DFIC
OG0003623	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR	LOC108094850|XP_017051146.1|DFIC
OG0003624	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR	LOC108087679|XP_017040673.1|DFIC
OG0003625	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR	LOC108093821|XP_017049625.1|DFIC
OG0003626	LOC108160296|XP_017149695.1|DMIR	LOC108101823|XP_017061794.1|DFIC
OG0003627	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR	LOC108087861|XP_017040934.1|DFIC
OG0003628	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR	LOC108090836|XP_017045190.1|DFIC
OG0003629	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR	LOC108096533|XP_017053707.1|DFIC
OG0003630	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR	LOC108090884|XP_017045275.1|DFIC
OG0003631	LOC108151442|XP_017135540.1|DMIR	LOC108088894|XP_017042382.1|DFIC
OG0003632	LOC108151072|XP_017134940.1|DMIR	LOC108088989|XP_017042520.1|DFIC
OG0003633	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR	LOC108096627|XP_017053862.1|DFIC
OG0003634	LOC108165489|XP_017157031.1|DMIR	LOC108089051|XP_017042648.1|DFIC
OG0003635	LOC108151177|XP_033243118.1|DMIR	LOC108099185|XP_017058039.1|DFIC
OG0003636	LOC108159906|XP_017149024.1|DMIR	LOC108090485|XP_017044683.1|DFIC
OG0003637	LOC108158406|XP_017146162.1|DMIR	LOC108096663|XP_017053925.1|DFIC
OG0003638	LOC108152839|XP_017137936.1|DMIR	LOC108100496|XP_017059929.1|DFIC
OG0003639	LOC108162257|XP_017152394.1|DMIR	LOC108101199|XP_017060933.1|DFIC
OG0003640	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR	LOC108101879|XP_017061908.1|DFIC
OG0003641	LOC108159031|XP_017147440.1|DMIR	LOC108087828|XP_017040888.1|DFIC
OG0003642	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR	LOC108101493|XP_017061338.1|DFIC
OG0003643	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR	LOC108090895|XP_017045292.1|DFIC
OG0003644	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR	LOC108093694|XP_017049362.1|DFIC
OG0003645	LOC108152576|XP_017137504.1|DMIR	LOC108099013|XP_017057736.1|DFIC
OG0003646	LOC108151985|XP_017136439.1|DMIR	LOC108096359|XP_017053396.1|DFIC
OG0003647	LOC108152993|XP_017138217.1|DMIR	LOC108096391|XP_017053448.1|DFIC
OG0003648	LOC108161960|XP_017151907.1|DMIR	LOC108089828|XP_017043729.1|DFIC
OG0003649	LOC108154083|XP_017139684.1|DMIR	LOC108095789|XP_017052536.1|DFIC
OG0003650	LOC108165022|XP_017156550.1|DMIR	LOC108094664|XP_017050864.1|DFIC
OG0003651	LOC108156418|XP_017143354.1|DMIR	LOC108097750|XP_017055748.1|DFIC
OG0003652	LOC108151912|XP_017136312.1|DMIR	LOC108089324|XP_017042990.1|DFIC
OG0003653	LOC108153113|XP_017138387.1|DMIR	LOC108100708|XP_017060228.1|DFIC
OG0003654	LOC108152041|XP_017136529.1|DMIR	LOC108099902|XP_017059049.1|DFIC
OG0003655	LOC108163056|XP_017153617.1|DMIR	LOC108094465|XP_017050536.1|DFIC
OG0003656	LOC108151907|XP_017136307.1|DMIR	LOC108089413|XP_017043102.1|DFIC
OG0003657	LOC108153449|XP_017138958.1|DMIR	LOC108099898|XP_017059045.1|DFIC
OG0003658	LOC108156917|XP_017144153.1|DMIR	LOC108098955|XP_017057656.1|DFIC
OG0003659	LOC108153319|XP_017138721.1|DMIR	LOC108100696|XP_017060207.1|DFIC
OG0003660	LOC108151113|XP_017135007.1|DMIR	LOC108099166|XP_017058008.1|DFIC
OG0003661	LOC108151804|XP_017136143.2|DMIR	LOC108099100|XP_017057908.1|DFIC
OG0003662	LOC108151680|XP_017135912.1|DMIR	LOC108093111|XP_017048542.1|DFIC
