Orthogroup	DMIR.longest_only	DYAK.longest_only
OG0004471	LOC108154759|XP_017140623.2|DMIR	LOC6537702|XP_039231342.1|DYAK
OG0004472	LOC117193315|XP_033253939.1|DMIR, LOC108159865|XP_017148955.1|DMIR	LOC6528798|XP_002089830.1|DYAK
OG0004473	LOC117188457|XP_033248254.1|DMIR, LOC108158634|XP_017146604.1|DMIR	LOC26536250|XP_015052965.2|DYAK
OG0004474	LOC108158631|XP_017146600.1|DMIR, LOC117187806|XP_033246551.1|DMIR, LOC117190738|XP_033251692.1|DMIR	LOC6530201|XP_002091139.1|DYAK
OG0004475	LOC108159529|XP_017148390.2|DMIR, LOC117187839|XP_033246601.1|DMIR	LOC6536894|XP_002097463.1|DYAK
OG0004476	LOC108164238|XP_017155361.1|DMIR	LOC6528131|XP_002089198.1|DYAK
OG0004477	LOC108160272|XP_017149642.1|DMIR	LOC6528549|XP_002089594.1|DYAK
OG0004478	LOC108160792|XP_017150489.1|DMIR	LOC6530392|XP_039228465.1|DYAK
OG0004479	LOC117190914|XP_033251811.1|DMIR, LOC108158892|XP_017147168.1|DMIR	LOC6531930|XP_002092716.2|DYAK
OG0004480	LOC108163046|XP_017153600.1|DMIR	LOC6526167|XP_002101977.1|DYAK
OG0004481	LOC108159734|XP_017148758.2|DMIR, LOC117191745|XP_033252419.1|DMIR, LOC117188215|XP_033247606.1|DMIR	LOC6531133|XP_039228398.1|DYAK
OG0004482	LOC108157738|XP_017145404.1|DMIR	LOC6538938|XP_015049127.1|DYAK
OG0004483	LOC108159527|XP_017148385.1|DMIR	LOC6531923|XP_002092709.1|DYAK
OG0004484	LOC108154306|XP_033245084.1|DMIR	LOC6537604|XP_002098150.1|DYAK
OG0004485	LOC108165253|XP_033243635.1|DMIR	LOC6540544|XP_039228263.1|DYAK
OG0004486	LOC117189516|XP_033250554.1|DMIR, LOC108158399|XP_017146146.1|DMIR, LOC117189517|XP_033250555.1|DMIR	LOC6531255|XP_002092064.1|DYAK
OG0004487	LOC108152040|XP_017136528.1|DMIR	LOC6534366|XP_002095044.2|DYAK
OG0004488	LOC108157930|XP_033246399.1|DMIR	LOC6528351|XP_002089400.1|DYAK
OG0004489	LOC108151768|XP_033243173.1|DMIR	LOC6532404|XP_002093155.1|DYAK
OG0004490	LOC108160617|XP_017150222.1|DMIR, LOC117194148|XP_033254690.1|DMIR	LOC6530061|XP_002091007.1|DYAK
OG0004491	LOC108161234|XP_017150948.1|DMIR	LOC6527106|XP_039227342.1|DYAK
OG0004492	LOC108152024|XP_017136494.1|DMIR	LOC6539709|XP_002086594.1|DYAK
OG0004493	LOC108153783|XP_033243911.1|DMIR	LOC6533942|XP_039229971.1|DYAK
OG0004494	LOC108156609|XP_017143642.1|DMIR	LOC6536230|XP_002096821.1|DYAK
OG0004495	LOC108155543|XP_017141911.2|DMIR	LOC6537641|XP_002098186.1|DYAK
OG0004496	LOC117193999|XP_033254527.1|DMIR, LOC108160921|XP_017150692.1|DMIR	LOC6529333|XP_002090338.1|DYAK
OG0004497	LOC108160769|XP_017150459.1|DMIR	LOC6531719|XP_002092509.1|DYAK
OG0004498	LOC108154474|XP_017140237.1|DMIR	LOC6536942|XP_002097511.1|DYAK, LOC6536941|XP_002097510.1|DYAK
OG0004499	LOC108159244|XP_033250445.1|DMIR	LOC6528901|XP_039227326.1|DYAK, LOC26535212|XP_039227327.1|DYAK
OG0004500	LOC117194340|XP_033254799.1|DMIR, LOC108160815|XP_033249858.1|DMIR, LOC117188087|XP_033247304.1|DMIR, LOC117188138|XP_033247390.1|DMIR, LOC117188411|XP_033248140.1|DMIR, LOC108160141|XP_033248136.1|DMIR, LOC117188342|XP_033247945.1|DMIR, LOC108160814|XP_017150527.1|DMIR, LOC117191429|XP_033252190.1|DMIR, LOC117191430|XP_033252191.1|DMIR	LOC6530995|XP_002091833.1|DYAK
OG0004501	LOC108158698|XP_017146722.1|DMIR, LOC117192185|XP_033252742.1|DMIR, LOC117192186|XP_033252744.1|DMIR, LOC117192184|XP_033252740.1|DMIR, LOC117186351|XP_033242950.1|DMIR, LOC108151046|XP_033242973.1|DMIR, LOC117186369|XP_033242974.1|DMIR, LOC117186352|XP_033242951.1|DMIR, LOC117192190|XP_033252752.1|DMIR, LOC117192432|XP_033252995.1|DMIR	LOC6530223|XP_002091160.1|DYAK
OG0004502	LOC108160154|XP_033252296.1|DMIR	LOC6530586|XP_002091499.1|DYAK
OG0004503	LOC108153839|XP_033244736.1|DMIR	LOC26534746|XP_015047760.2|DYAK
OG0004504	LOC108154925|XP_017140873.1|DMIR	LOC6535216|XP_015051099.1|DYAK
OG0004505	LOC108155471|XP_017141781.1|DMIR	LOC6537353|XP_015048291.1|DYAK
OG0004506	LOC108154899|XP_017140837.1|DMIR	LOC6538195|XP_002098723.1|DYAK
OG0004507	LOC108157169|XP_017144577.1|DMIR	LOC6537603|XP_002098149.2|DYAK
OG0004508	LOC108157514|XP_017145103.1|DMIR	LOC6538366|XP_002098890.2|DYAK
OG0004509	LOC108153282|XP_017138643.1|DMIR	LOC6533748|XP_002094453.1|DYAK
OG0004510	LOC108159259|XP_017147892.1|DMIR	LOC6524991|XP_002100831.2|DYAK
OG0004511	LOC108155951|XP_033244243.1|DMIR	LOC6538615|XP_039231574.1|DYAK
OG0004512	LOC108164428|XP_017155597.1|DMIR	LOC6523756|XP_002099631.1|DYAK
OG0004513	LOC108164447|XP_017155650.1|DMIR	LOC6523734|XP_002099609.1|DYAK
OG0004514	LOC108164468|XP_017155704.1|DMIR	LOC6523727|XP_002099602.3|DYAK
OG0004515	LOC108161915|XP_017151821.1|DMIR	LOC6524701|XP_002100545.2|DYAK
OG0004516	LOC108153058|XP_033242344.1|DMIR	LOC6524501|XP_015045728.1|DYAK
OG0004517	LOC108160901|XP_017150665.1|DMIR	LOC6525241|XP_015046174.1|DYAK
OG0004518	LOC117186700|XP_033243678.1|DMIR	LOC6524902|XP_002100742.1|DYAK
OG0004519	LOC108155272|XP_017141467.1|DMIR	LOC6538073|XP_015048641.1|DYAK
OG0004520	LOC117186501|XP_033243271.1|DMIR, LOC117186088|XP_033242079.1|DMIR	LOC6524885|XP_015045914.1|DYAK
OG0004521	LOC108159177|XP_017147711.1|DMIR	LOC6529089|XP_002090102.1|DYAK
OG0004522	LOC108162498|XP_017152756.1|DMIR	LOC6525265|XP_002101101.1|DYAK
OG0004523	LOC108154622|XP_017140432.1|DMIR	LOC6538983|XP_002099485.2|DYAK
OG0004524	LOC108152391|XP_017137182.1|DMIR	LOC6524376|XP_002100234.1|DYAK
OG0004525	LOC108155125|XP_017141260.1|DMIR	LOC6524644|XP_002100501.1|DYAK
OG0004526	LOC108160327|XP_033241990.1|DMIR	LOC6524179|XP_015045549.2|DYAK
OG0004527	LOC117191670|XP_033252366.1|DMIR, LOC117191671|XP_033252368.1|DMIR, LOC108159239|XP_017147846.1|DMIR	LOC6524373|XP_002100231.1|DYAK
OG0004528	LOC108156981|XP_017144265.1|DMIR	LOC6526089|XP_002101906.1|DYAK
OG0004529	LOC108160267|XP_017149634.1|DMIR	LOC6524099|XP_002099963.2|DYAK
OG0004530	LOC108152114|XP_017136682.1|DMIR	LOC6524973|XP_002100813.1|DYAK
OG0004531	LOC108157775|XP_017145453.1|DMIR	LOC6537746|XP_039232540.1|DYAK
OG0004532	LOC117187119|XP_033245005.1|DMIR, LOC108158734|XP_017146830.1|DMIR	LOC6524812|XP_002100654.3|DYAK
OG0004533	LOC108165051|XP_017156585.1|DMIR	LOC6524562|XP_002100419.1|DYAK
OG0004534	LOC117186841|XP_033244039.1|DMIR	LOC6531385|XP_002092188.1|DYAK
OG0004535	LOC108151147|XP_017135062.1|DMIR	LOC6534449|XP_002095126.1|DYAK
OG0004536	LOC108157307|XP_017144804.1|DMIR	LOC6526096|XP_039230446.1|DYAK
OG0004537	LOC108163163|XP_017153777.1|DMIR	LOC6524079|XP_002099943.1|DYAK
OG0004538	LOC117193036|XP_033253661.1|DMIR, LOC108158678|XP_017146696.1|DMIR	LOC6531878|XP_015051592.1|DYAK
OG0004539	LOC108155166|XP_017141320.1|DMIR	LOC6535803|XP_015047362.1|DYAK
OG0004540	LOC108159045|XP_017147468.1|DMIR	LOC6526042|XP_002101859.1|DYAK
OG0004541	LOC108158547|XP_017146444.1|DMIR, LOC117191046|XP_033251905.1|DMIR	LOC6531147|XP_002091976.1|DYAK
OG0004542	LOC108153085|XP_017138358.1|DMIR	LOC6525218|XP_002101056.1|DYAK
OG0004543	LOC108151094|XP_017134973.1|DMIR	LOC6524171|XP_039227419.1|DYAK
OG0004544	LOC108159592|XP_033246502.1|DMIR	LOC6523800|XP_039233731.1|DYAK
OG0004545	LOC108156003|XP_017142693.1|DMIR	LOC6537725|XP_015048473.1|DYAK
OG0004546	LOC108158152|XP_017145862.1|DMIR	LOC6529986|XP_002090932.1|DYAK
OG0004547	LOC108152526|XP_017137419.1|DMIR	LOC6524478|XP_002100335.1|DYAK
OG0004548	LOC108164731|XP_017156113.1|DMIR	LOC6525205|XP_002101043.1|DYAK
OG0004549	LOC108164669|XP_033243701.1|DMIR	LOC6523826|XP_002099701.1|DYAK
OG0004550	LOC108165110|XP_017156657.1|DMIR	LOC6525367|XP_015046269.2|DYAK
OG0004551	LOC108159439|XP_017148207.1|DMIR	LOC6530815|XP_002091698.1|DYAK
OG0004552	LOC108153251|XP_017138590.1|DMIR	LOC6525752|XP_039232950.1|DYAK
OG0004553	LOC108152089|XP_017136618.1|DMIR	LOC6532682|XP_002093426.1|DYAK
OG0004554	LOC108156692|XP_017143828.1|DMIR	LOC6524361|XP_002100219.1|DYAK
OG0004555	LOC108156719|XP_017143862.1|DMIR	LOC6524360|XP_002100218.1|DYAK
OG0004556	LOC108160137|XP_017149433.1|DMIR	LOC6525861|XP_002101681.1|DYAK
OG0004557	LOC108156219|XP_033244793.1|DMIR	LOC6524286|XP_039230120.1|DYAK
OG0004558	LOC108151043|XP_017134908.1|DMIR	LOC6526222|XP_002102031.1|DYAK
OG0004559	LOC108154678|XP_017140509.1|DMIR	LOC6537933|XP_002098473.1|DYAK
OG0004560	LOC108154076|XP_017139672.1|DMIR	LOC6540146|XP_039233134.1|DYAK
OG0004561	LOC108156480|XP_017143446.1|DMIR	LOC6537289|XP_002097847.1|DYAK
OG0004562	LOC108156199|XP_017143022.2|DMIR	LOC6537792|XP_002098333.1|DYAK
OG0004563	LOC108157582|XP_017145193.1|DMIR	LOC6537176|XP_015048180.1|DYAK
OG0004564	LOC108157202|XP_017144623.1|DMIR	LOC6535747|XP_002096370.1|DYAK
OG0004565	LOC108155379|XP_017141641.1|DMIR	LOC6537265|XP_002097823.1|DYAK
OG0004566	LOC108163741|XP_017154693.1|DMIR	LOC6526026|XP_002101843.1|DYAK
OG0004567	LOC108158793|XP_017146972.1|DMIR	LOC6525358|XP_002101194.1|DYAK
OG0004568	LOC108153626|XP_017139218.1|DMIR	LOC6523931|XP_002099803.1|DYAK
OG0004569	LOC108156337|XP_017143225.1|DMIR	LOC6535290|XP_002095946.2|DYAK
OG0004570	LOC108159269|XP_017147917.2|DMIR, LOC117188488|XP_033248321.1|DMIR	LOC6531440|XP_002092243.1|DYAK
OG0004571	LOC108163731|XP_017154680.1|DMIR	LOC6525798|XP_002101619.1|DYAK
OG0004572	LOC108162415|XP_017152631.1|DMIR	LOC6526823|XP_002087924.1|DYAK
OG0004573	LOC108154988|XP_017141018.1|DMIR	LOC6535593|XP_039231303.1|DYAK
OG0004574	LOC108164959|XP_017156456.1|DMIR	LOC6525507|XP_002101342.1|DYAK
OG0004575	LOC108164615|XP_017155944.1|DMIR	LOC6525508|XP_002101343.1|DYAK
OG0004576	LOC108157398|XP_017144926.1|DMIR	LOC6536206|XP_002096797.1|DYAK
OG0004577	LOC108157159|XP_017144558.1|DMIR	LOC6536988|XP_002097557.1|DYAK
OG0004578	LOC108158934|XP_017147235.1|DMIR	LOC6525059|XP_002100898.1|DYAK
OG0004579	LOC108162269|XP_017152409.1|DMIR	LOC6526711|XP_039226790.1|DYAK
OG0004580	LOC108154633|XP_017140445.2|DMIR	LOC6536950|XP_002097519.1|DYAK
OG0004581	LOC108155737|XP_017142242.1|DMIR	LOC6537198|XP_002097756.3|DYAK
OG0004582	LOC108156425|XP_017143366.1|DMIR	LOC6538950|XP_039231448.1|DYAK
OG0004583	LOC108153862|XP_017139460.1|DMIR	LOC6525897|XP_002101717.1|DYAK
OG0004584	LOC117192962|XP_033253575.1|DMIR, LOC108160544|XP_017150096.1|DMIR	LOC6530454|XP_002091370.1|DYAK
OG0004585	LOC108157471|XP_017145039.1|DMIR	LOC6537976|XP_002098513.1|DYAK
OG0004586	LOC108160728|XP_017150441.1|DMIR	LOC6524187|XP_002100050.1|DYAK
OG0004587	LOC108154617|XP_017140427.1|DMIR	LOC6538977|XP_002099480.3|DYAK
OG0004588	LOC108154627|XP_017140438.1|DMIR	LOC6538979|XP_002099482.1|DYAK
OG0004589	LOC108157604|XP_017145225.1|DMIR	LOC6526217|XP_039227103.1|DYAK
OG0004590	LOC108156457|XP_033244165.1|DMIR	LOC6538005|XP_015048606.1|DYAK
OG0004591	LOC108155910|XP_017142545.1|DMIR	LOC6538009|XP_002098544.1|DYAK
OG0004592	LOC108154479|XP_017140258.1|DMIR	LOC6524715|XP_002100559.1|DYAK
OG0004593	LOC108153391|XP_033243042.1|DMIR	LOC6525521|XP_002101356.1|DYAK
OG0004594	LOC108151874|XP_017136257.1|DMIR	LOC6525296|XP_039232021.1|DYAK
OG0004595	LOC108162813|XP_017153218.1|DMIR	LOC6524823|XP_002100665.1|DYAK
OG0004596	LOC108165049|XP_017156580.1|DMIR	LOC6523798|XP_002099673.1|DYAK
OG0004597	LOC108154855|XP_017140768.1|DMIR	LOC6525721|XP_002101543.1|DYAK
OG0004598	LOC108152624|XP_017137587.1|DMIR	LOC6534428|XP_002095105.1|DYAK
OG0004599	LOC108162794|XP_017153185.1|DMIR	LOC6526742|XP_002087845.2|DYAK
OG0004600	LOC108152994|XP_017138222.1|DMIR	LOC6525550|XP_002101385.1|DYAK
OG0004601	LOC108165094|XP_017156635.1|DMIR	LOC6525542|XP_002101377.3|DYAK
OG0004602	LOC108158878|XP_017147125.1|DMIR	LOC6525990|XP_002101808.1|DYAK
OG0004603	LOC108162768|XP_017153144.1|DMIR	LOC6526327|XP_002087449.1|DYAK
OG0004604	LOC108164977|XP_017156483.1|DMIR	LOC6525221|XP_002101059.1|DYAK
OG0004605	LOC108154696|XP_017140538.1|DMIR	LOC6525919|XP_039232182.1|DYAK
OG0004606	LOC108155889|XP_017142518.1|DMIR	LOC6535738|XP_002096361.1|DYAK
OG0004607	LOC108158011|XP_017145653.1|DMIR	LOC6524298|XP_002100157.1|DYAK
OG0004608	LOC108159784|XP_033241981.1|DMIR	LOC6524987|XP_015046024.1|DYAK
OG0004609	LOC108162984|XP_017153482.1|DMIR	LOC6524965|XP_002100805.1|DYAK
OG0004610	LOC108155698|XP_033244189.1|DMIR	LOC6538912|XP_002099416.1|DYAK
OG0004611	LOC108156662|XP_033244896.1|DMIR	LOC6538888|XP_039231216.1|DYAK
OG0004612	LOC108156663|XP_017143768.1|DMIR	LOC6538889|XP_002099393.1|DYAK
OG0004613	LOC108155739|XP_017142244.1|DMIR	LOC6537196|XP_002097754.1|DYAK
OG0004614	LOC108153036|XP_017138279.1|DMIR	LOC6524638|XP_002100495.1|DYAK
OG0004615	LOC108160864|XP_017150618.1|DMIR	LOC6524293|XP_015045590.1|DYAK
OG0004616	LOC108157718|XP_017145379.1|DMIR	LOC6525229|XP_002101067.1|DYAK
OG0004617	LOC108163478|XP_017154272.1|DMIR	LOC6530312|XP_002091239.1|DYAK
OG0004618	LOC108155074|XP_017141156.1|DMIR	LOC6537776|XP_002098317.2|DYAK
OG0004619	LOC108156244|XP_017143082.1|DMIR	LOC6537689|XP_002098234.2|DYAK
OG0004620	LOC108156238|XP_017143075.1|DMIR	LOC6535654|XP_002096282.3|DYAK
OG0004621	LOC108156855|XP_017144069.1|DMIR	LOC6537381|XP_015048307.1|DYAK
OG0004622	LOC108157449|XP_017144995.1|DMIR	LOC6535551|XP_039231359.1|DYAK
OG0004623	LOC108156106|XP_017142890.1|DMIR	LOC6538018|XP_002098553.1|DYAK
OG0004624	LOC108155964|XP_017142629.1|DMIR	LOC6537470|XP_002098026.1|DYAK
OG0004625	LOC108163638|XP_017154541.1|DMIR	LOC6524785|XP_039226058.1|DYAK
OG0004626	LOC108154618|XP_033253593.1|DMIR	LOC6523829|XP_039233301.1|DYAK
OG0004627	LOC108152140|XP_017136727.1|DMIR	LOC6532908|XP_039230101.1|DYAK
OG0004628	LOC108153705|XP_017139319.1|DMIR	LOC6523947|XP_002099819.1|DYAK
OG0004629	LOC108157482|XP_033244993.1|DMIR	LOC6537277|XP_002097835.1|DYAK
OG0004630	LOC108155973|XP_017142648.1|DMIR	LOC6537981|XP_015048596.1|DYAK
OG0004632	LOC108156871|XP_033244936.1|DMIR	LOC120321732|XP_039231298.1|DYAK
OG0004633	LOC108156103|XP_017142887.1|DMIR	LOC6538021|XP_039231868.1|DYAK
OG0004634	LOC108156070|XP_017142843.1|DMIR	LOC6538033|XP_002098568.1|DYAK
OG0004635	LOC108161021|XP_017150820.1|DMIR	LOC6525935|XP_015046545.1|DYAK
OG0004636	LOC108156992|XP_017144277.1|DMIR	LOC6525859|XP_039233430.1|DYAK
OG0004637	LOC108150748|XP_033255795.1|DMIR	LOC6526243|XP_002099651.1|DYAK
OG0004638	LOC108157220|XP_017144670.1|DMIR	LOC6525865|XP_039226085.1|DYAK
OG0004639	LOC108154300|XP_017140043.1|DMIR	LOC6538312|XP_002098839.1|DYAK
OG0004640	LOC108154323|XP_017140071.1|DMIR	LOC6538314|XP_002098841.2|DYAK
OG0004641	LOC108164848|XP_017156265.1|DMIR	LOC6524589|XP_002100446.1|DYAK
OG0004642	LOC108151122|XP_017135035.1|DMIR	LOC6532530|XP_002093276.1|DYAK
OG0004643	LOC108157432|XP_017144974.1|DMIR	LOC6536286|XP_002096872.1|DYAK
OG0004644	LOC108162216|XP_017152326.1|DMIR	LOC6525194|XP_002101032.1|DYAK
OG0004645	LOC108163402|XP_017154155.1|DMIR	LOC6526321|XP_002087443.1|DYAK
OG0004646	LOC108157116|XP_017144486.1|DMIR	LOC6538962|XP_002099465.1|DYAK
OG0004647	LOC108164064|XP_017155141.1|DMIR	LOC6524810|XP_002100652.1|DYAK
OG0004648	LOC108159958|XP_017149120.1|DMIR	LOC6525821|XP_002101641.1|DYAK
OG0004649	LOC108154673|XP_017140506.1|DMIR	LOC6524774|XP_002100618.1|DYAK
OG0004650	LOC108161639|XP_017151430.1|DMIR	LOC6527244|XP_002088338.1|DYAK
OG0004651	LOC108157500|XP_017145089.1|DMIR	LOC6535432|XP_002096081.3|DYAK
OG0004652	LOC108156114|XP_017142901.1|DMIR	LOC6538204|XP_039231968.1|DYAK
OG0004653	LOC108151641|XP_017135836.1|DMIR	LOC6535122|XP_002095784.2|DYAK
OG0004654	LOC108162071|XP_017152107.1|DMIR	LOC6526522|XP_002087632.2|DYAK
OG0004655	LOC108156750|XP_017143900.1|DMIR	LOC6537957|XP_002098494.3|DYAK
OG0004656	LOC108164027|XP_017155095.1|DMIR	LOC6525781|XP_002101602.1|DYAK
OG0004657	LOC108154332|XP_017140083.1|DMIR	LOC120321926|XP_039232128.1|DYAK
OG0004658	LOC108155746|XP_017142264.1|DMIR	LOC6536508|XP_002097085.1|DYAK
OG0004659	LOC108156868|XP_017144085.1|DMIR	LOC6537876|XP_002098417.1|DYAK
OG0004660	LOC108156001|XP_017142690.1|DMIR	LOC6537723|XP_039231908.1|DYAK
OG0004661	LOC108155583|XP_017141978.1|DMIR	LOC6535430|XP_002096079.2|DYAK
OG0004662	LOC117193058|XP_033253682.1|DMIR, LOC108154136|XP_017139761.1|DMIR	LOC6537027|XP_002097594.1|DYAK
OG0004663	LOC108165035|XP_017156560.1|DMIR	LOC6524150|XP_002100013.1|DYAK
OG0004664	LOC108158095|XP_017145754.1|DMIR	LOC6524149|XP_002100012.1|DYAK
OG0004665	LOC108165190|XP_017156751.1|DMIR	LOC6524287|XP_015045586.1|DYAK
OG0004666	LOC108155368|XP_017141621.1|DMIR	LOC6536429|XP_002097011.1|DYAK
OG0004667	LOC108156554|XP_017143564.1|DMIR	LOC6536434|XP_002097016.1|DYAK
OG0004668	LOC108164950|XP_017156431.1|DMIR	LOC6524815|XP_039229463.1|DYAK
OG0004669	LOC108162020|XP_017152002.1|DMIR	LOC6527012|XP_002088107.1|DYAK
OG0004670	LOC108156520|XP_017143514.1|DMIR	LOC6538456|XP_002098980.3|DYAK
OG0004671	LOC108154247|XP_017139971.1|DMIR	LOC6536831|XP_002097401.1|DYAK
OG0004672	LOC108156405|XP_017143334.1|DMIR	LOC6537285|XP_039231312.1|DYAK
OG0004673	LOC108156660|XP_017143763.1|DMIR	LOC6539048|XP_002099550.1|DYAK
OG0004674	LOC108157637|XP_017145270.1|DMIR	LOC6538241|XP_015048722.1|DYAK
OG0004675	LOC108156649|XP_017143749.1|DMIR	LOC6538245|XP_002098772.1|DYAK
OG0004676	LOC108157370|XP_017144884.1|DMIR	LOC6537562|XP_002098108.1|DYAK
OG0004677	LOC108154882|XP_017140813.1|DMIR	LOC6538791|XP_039232715.1|DYAK
OG0004678	LOC108154878|XP_017140806.1|DMIR	LOC6538792|XP_002099305.1|DYAK
OG0004679	LOC108157697|XP_033245841.1|DMIR	LOC6535642|XP_039231452.1|DYAK
OG0004680	LOC108155172|XP_017141328.1|DMIR	LOC6537456|XP_015048357.1|DYAK
OG0004681	LOC108156687|XP_017143817.1|DMIR	LOC6536213|XP_002096804.1|DYAK
OG0004682	LOC108163406|XP_017154159.1|DMIR	LOC6526833|XP_002087933.1|DYAK
OG0004683	LOC108155996|XP_017142682.1|DMIR	LOC6536910|XP_002097479.1|DYAK
OG0004684	LOC108155004|XP_017141041.1|DMIR	LOC6536440|XP_002097021.1|DYAK
OG0004685	LOC108156394|XP_017143308.1|DMIR	LOC6538051|XP_039231830.1|DYAK
OG0004686	LOC108156827|XP_017144019.1|DMIR	LOC6536299|XP_002096883.1|DYAK
OG0004687	LOC108157097|XP_017144451.1|DMIR	LOC6538047|XP_002098582.1|DYAK
OG0004688	LOC108156189|XP_017143009.1|DMIR	LOC26535920|XP_002097109.1|DYAK
OG0004689	LOC108155632|XP_017142059.1|DMIR	LOC6537915|XP_002098455.1|DYAK
OG0004690	LOC108155595|XP_017142003.1|DMIR	LOC6536150|XP_002096751.1|DYAK
OG0004691	LOC108155025|XP_017141069.1|DMIR	LOC6538098|XP_002098632.1|DYAK
OG0004692	LOC108155569|XP_017141955.1|DMIR	LOC6537942|XP_002098482.1|DYAK
OG0004693	LOC108155357|XP_017141609.1|DMIR	LOC6537947|XP_015048580.1|DYAK
OG0004694	LOC108156684|XP_017143812.1|DMIR	LOC6538582|XP_002099104.1|DYAK
OG0004695	LOC108156756|XP_017143906.1|DMIR	LOC6538247|XP_015048730.1|DYAK
OG0004696	LOC108154317|XP_017140065.1|DMIR	LOC6535857|XP_002096476.1|DYAK
OG0004697	LOC117186126|XP_033242165.1|DMIR	LOC6524912|XP_002100752.1|DYAK
OG0004698	LOC108156334|XP_017143223.1|DMIR	LOC6525586|XP_002101421.1|DYAK
OG0004699	LOC108157012|XP_017144304.1|DMIR	LOC6536530|XP_002097106.1|DYAK
OG0004700	LOC108156897|XP_017144128.1|DMIR	LOC6535271|XP_039231711.1|DYAK
OG0004701	LOC108155684|XP_033245038.1|DMIR	LOC6535890|XP_039232335.1|DYAK
OG0004702	LOC108156134|XP_017142935.1|DMIR	LOC6538805|XP_002099318.2|DYAK
OG0004703	LOC108157641|XP_017145275.1|DMIR	LOC6537907|XP_002098447.1|DYAK
OG0004704	LOC108155956|XP_017142609.1|DMIR	LOC6538671|XP_002099191.1|DYAK
OG0004705	LOC108154248|XP_017139972.1|DMIR	LOC6536406|XP_002096988.1|DYAK
OG0004706	LOC108165490|XP_017157033.1|DMIR	LOC6533415|XP_002094133.1|DYAK
OG0004707	LOC108161907|XP_017151796.1|DMIR	LOC6527016|XP_002088111.1|DYAK
OG0004708	LOC108154849|XP_017140754.1|DMIR	LOC6535996|XP_039231604.1|DYAK
OG0004709	LOC108155545|XP_017141913.1|DMIR	LOC6537646|XP_002098191.1|DYAK
OG0004710	LOC108155038|XP_017141092.1|DMIR	LOC6537319|XP_039232241.1|DYAK
OG0004711	LOC108156049|XP_017142810.2|DMIR	LOC6538343|XP_002098868.1|DYAK
OG0004712	LOC108155482|XP_017141795.1|DMIR	LOC6536980|XP_002097549.1|DYAK
OG0004713	LOC108156368|XP_017143261.1|DMIR	LOC6538768|XP_002099282.1|DYAK
OG0004714	LOC108154703|XP_017140542.2|DMIR	LOC26534737|XP_015049017.1|DYAK
OG0004715	LOC108161675|XP_017151471.1|DMIR	LOC6528224|XP_002089286.1|DYAK
OG0004716	LOC108156632|XP_017143719.1|DMIR	LOC6538778|XP_002099292.2|DYAK
OG0004717	LOC108163424|XP_017154222.2|DMIR	LOC6525980|XP_039228445.1|DYAK
OG0004718	LOC108163535|XP_017154377.1|DMIR	LOC6526713|XP_002087816.1|DYAK
OG0004719	LOC108156307|XP_033244397.1|DMIR	LOC6538937|XP_015049126.2|DYAK
OG0004720	LOC108156118|XP_017142912.1|DMIR	LOC6538800|XP_002099313.1|DYAK
OG0004721	LOC108155092|XP_017141203.1|DMIR	LOC6538206|XP_002098734.1|DYAK
OG0004722	LOC108156870|XP_017144087.1|DMIR	LOC6538063|XP_002098598.1|DYAK
OG0004723	LOC108155046|XP_017141111.1|DMIR	LOC6525103|XP_002100942.1|DYAK
OG0004724	LOC108156360|XP_017143253.2|DMIR	LOC6535607|XP_002096235.1|DYAK
OG0004725	LOC108156048|XP_017142809.1|DMIR	LOC6538342|XP_002098867.1|DYAK
OG0004726	LOC108156644|XP_017143735.1|DMIR	LOC6538251|XP_002098778.1|DYAK
OG0004727	LOC108157211|XP_033245305.1|DMIR	LOC6537894|XP_039231071.1|DYAK
OG0004728	LOC108154244|XP_017139967.1|DMIR	LOC6536834|XP_002097404.1|DYAK
OG0004729	LOC108164870|XP_017156305.1|DMIR	LOC6524659|XP_002100516.1|DYAK
OG0004730	LOC108163621|XP_017154509.1|DMIR	LOC6527045|XP_002088138.1|DYAK
OG0004731	LOC108156401|XP_017143328.1|DMIR	LOC6535630|XP_002096258.1|DYAK
OG0004732	LOC108157475|XP_017145043.2|DMIR	LOC6536485|XP_015047753.1|DYAK
OG0004733	LOC108156363|XP_017143255.1|DMIR	LOC6537441|XP_002097997.1|DYAK
OG0004734	LOC108155986|XP_017142667.2|DMIR	LOC6537668|XP_039232836.1|DYAK
OG0004735	LOC108157236|XP_017144686.1|DMIR	LOC6539059|XP_039232577.1|DYAK
OG0004736	LOC108155243|XP_017141422.1|DMIR	LOC6538132|XP_039232276.1|DYAK
OG0004737	LOC108157516|XP_017145107.1|DMIR	LOC6535278|XP_002095934.1|DYAK
OG0004738	LOC108157329|XP_017144834.1|DMIR	LOC6535279|XP_039232550.1|DYAK
OG0004739	LOC108154671|XP_017140501.1|DMIR	LOC6537929|XP_002098469.1|DYAK
OG0004740	LOC108157849|XP_017145542.1|DMIR	LOC6538652|XP_002099172.1|DYAK
OG0004741	LOC108154636|XP_017140448.1|DMIR	LOC6535608|XP_002096236.1|DYAK
OG0004742	LOC108164398|XP_017155513.1|DMIR	LOC6523744|XP_015046895.1|DYAK
OG0004743	LOC108156623|XP_017143668.1|DMIR	LOC6535637|XP_002096265.1|DYAK
OG0004744	LOC108163381|XP_017154124.1|DMIR	LOC6529022|XP_002090054.1|DYAK
