Orthogroup	DMIR.longest_only	DBUS.longest_only
OG0003540	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR	LOC108598545|XP_017840718.1|DBUS
OG0003541	LOC108154913|XP_017140856.1|DMIR	LOC108603168|XP_017847214.1|DBUS
OG0003542	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR	LOC108596650|XP_017838119.1|DBUS
OG0003543	LOC108152226|XP_017136898.1|DMIR	LOC108606737|XP_017852621.1|DBUS
OG0003544	LOC108152413|XP_017137215.1|DMIR	LOC108601082|XP_017844472.1|DBUS
OG0003545	LOC108152732|XP_033244009.1|DMIR	LOC108601090|XP_017844486.1|DBUS
OG0003546	LOC108152409|XP_017137208.1|DMIR	LOC108601052|XP_017844455.1|DBUS
OG0003547	LOC108158714|XP_033247737.1|DMIR	LOC108597747|XP_017839943.1|DBUS
OG0003548	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR	LOC108596991|XP_017838749.1|DBUS
OG0003549	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR	LOC108597628|XP_017839760.1|DBUS
OG0003550	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR	LOC108596671|XP_017838168.1|DBUS
OG0003551	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR	LOC108596231|XP_017837258.1|DBUS
OG0003552	LOC108158174|XP_017145880.1|DMIR, LOC117192295|XP_033252842.1|DMIR	LOC108595701|XP_017836474.1|DBUS
OG0003553	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR	LOC108597573|XP_017839673.1|DBUS
OG0003554	LOC108151349|XP_017135394.1|DMIR	LOC108600639|XP_017843820.1|DBUS
OG0003555	LOC108150955|XP_017134778.1|DMIR	LOC108600479|XP_017843588.2|DBUS
OG0003556	LOC108152966|XP_033242139.1|DMIR	LOC108597923|XP_033149419.1|DBUS
OG0003557	LOC108151947|XP_017136371.1|DMIR	LOC108600541|XP_017843686.1|DBUS
OG0003558	LOC108152614|XP_017137569.1|DMIR	LOC108600233|XP_033149354.1|DBUS
OG0003559	LOC108152845|XP_033243725.1|DMIR	LOC108599821|XP_017842410.1|DBUS
OG0003560	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS
OG0003561	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR	LOC108597104|XP_017838965.1|DBUS
OG0003562	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR	LOC108597758|XP_033149151.1|DBUS
OG0003563	LOC108156626|XP_017143673.1|DMIR	LOC108602992|XP_017846875.1|DBUS
OG0003564	LOC108152211|XP_017136858.1|DMIR	LOC108599773|XP_017842309.1|DBUS
OG0003565	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR	LOC108598422|XP_017840538.1|DBUS
OG0003566	LOC108154238|XP_017139954.1|DMIR	LOC108603473|XP_017847801.1|DBUS
OG0003567	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR	LOC108597252|XP_017839195.1|DBUS
OG0003568	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR	LOC108597048|XP_017838851.1|DBUS
OG0003569	LOC108165525|XP_017157085.1|DMIR	LOC108600081|XP_017842929.2|DBUS
OG0003570	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR	LOC108596905|XP_017838584.1|DBUS
OG0003571	LOC108153684|XP_017139291.1|DMIR	LOC108598706|XP_017840920.1|DBUS
OG0003572	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR	LOC108597633|XP_017839767.1|DBUS
OG0003573	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR	LOC108595181|XP_017835848.1|DBUS
OG0003574	LOC108151061|XP_017134927.1|DMIR	LOC108601157|XP_017844576.1|DBUS
OG0003575	LOC108152018|XP_017136484.1|DMIR	LOC108600812|XP_017844086.1|DBUS
OG0003576	LOC108152979|XP_017138195.2|DMIR	LOC108599759|XP_017842263.1|DBUS
OG0003577	LOC108151753|XP_017136080.1|DMIR	LOC108600581|XP_017843742.1|DBUS
OG0003578	LOC108151077|XP_017134949.1|DMIR	LOC108600715|XP_017843941.2|DBUS
OG0003579	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR	LOC108597138|XP_017839018.1|DBUS
OG0003580	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR	LOC108597218|XP_017839148.1|DBUS
OG0003581	LOC108151540|XP_033242943.1|DMIR	LOC108599858|XP_033149690.1|DBUS
OG0003582	LOC108151425|XP_017135504.1|DMIR	LOC108600501|XP_017843624.1|DBUS
OG0003583	LOC108159923|XP_017149052.1|DMIR	LOC108597072|XP_017838890.1|DBUS
OG0003584	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR	LOC108596485|XP_017837753.1|DBUS
OG0003585	LOC108151590|XP_017135758.1|DMIR	LOC108599902|XP_017842585.2|DBUS
OG0003586	LOC108164423|XP_017155592.1|DMIR	LOC108607343|XP_017853516.1|DBUS
OG0003587	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR	LOC108604316|XP_017849230.1|DBUS
OG0003588	LOC108155711|XP_017142193.2|DMIR	LOC108603798|XP_017848384.1|DBUS
OG0003589	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR	LOC108596024|XP_017836871.1|DBUS
OG0003590	LOC108151741|XP_017136049.1|DMIR	LOC108601007|XP_017844363.2|DBUS
OG0003591	LOC108151454|XP_017135562.1|DMIR	LOC108600391|XP_017843427.1|DBUS
OG0003592	LOC108151338|XP_017135381.1|DMIR	LOC108600124|XP_017842996.1|DBUS
OG0003593	LOC108152321|XP_017137045.1|DMIR	LOC108600045|XP_017842879.1|DBUS
OG0003594	LOC108152065|XP_017136574.1|DMIR	LOC108600500|XP_017843623.1|DBUS
OG0003595	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR	LOC108594990|XP_017835612.1|DBUS
OG0003596	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR	LOC108597035|XP_017838817.1|DBUS
OG0003597	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR	LOC108597438|XP_017839489.1|DBUS
OG0003598	LOC108153166|XP_017138460.1|DMIR	LOC108600457|XP_017843535.1|DBUS
OG0003599	LOC108163646|XP_017154544.1|DMIR	LOC108594843|XP_017835469.2|DBUS
OG0003600	LOC108151747|XP_017136059.1|DMIR	LOC108599889|XP_017842565.2|DBUS
OG0003601	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR	LOC108595138|XP_017835790.1|DBUS
OG0003602	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR	LOC108596603|XP_017838023.1|DBUS
OG0003603	LOC108151358|XP_017135406.1|DMIR	LOC108599028|XP_017841297.1|DBUS
OG0003604	LOC108163122|XP_017153717.1|DMIR	LOC108607475|XP_017853808.1|DBUS
OG0003605	LOC108154670|XP_017140500.1|DMIR	LOC108603346|XP_017847566.1|DBUS
OG0003606	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR	LOC108595314|XP_017836021.1|DBUS
OG0003608	LOC108152001|XP_017136460.1|DMIR	LOC108598718|XP_017840937.1|DBUS
OG0003609	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR	LOC108597690|XP_017839855.1|DBUS
OG0003610	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR	LOC108598944|XP_017841203.2|DBUS
OG0003611	LOC108152029|XP_017136500.1|DMIR	LOC108606730|XP_017852609.1|DBUS, LOC108600894|XP_033149670.1|DBUS
OG0003612	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR	LOC108595631|XP_017836389.1|DBUS
OG0003613	LOC108158123|XP_017145794.1|DMIR	LOC108595347|XP_017836060.1|DBUS
OG0003614	LOC108158124|XP_017145795.1|DMIR	LOC108595348|XP_017836061.1|DBUS
OG0003615	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR	LOC108596148|XP_017837131.1|DBUS
OG0003616	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR	LOC108595091|XP_017835732.1|DBUS
OG0003617	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR	LOC108596585|XP_017838001.1|DBUS
OG0003618	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR	LOC108596583|XP_017837994.1|DBUS
OG0003619	LOC108159093|XP_017147548.1|DMIR	LOC108596707|XP_017838219.1|DBUS
OG0003620	LOC108160169|XP_017149479.2|DMIR	LOC108597509|XP_017839586.1|DBUS
OG0003621	LOC108152582|XP_017137516.1|DMIR	LOC108600135|XP_017843017.1|DBUS
OG0003622	LOC108152581|XP_017137511.1|DMIR	LOC108600134|XP_017843014.2|DBUS
OG0003623	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR	LOC108597140|XP_017839021.1|DBUS
OG0003624	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR	LOC108596963|XP_017838699.1|DBUS
OG0003625	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR	LOC108595566|XP_017836316.1|DBUS
OG0003626	LOC108160296|XP_017149695.1|DMIR	LOC108597710|XP_017839889.1|DBUS
OG0003627	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR	LOC108596365|XP_017837518.1|DBUS
OG0003628	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR	LOC108597374|XP_017839394.1|DBUS
OG0003629	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR	LOC108596089|XP_017836996.1|DBUS
OG0003630	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR	LOC117135015|XP_033150693.1|DBUS
OG0003631	LOC108151442|XP_017135540.1|DMIR	LOC108600016|XP_017842821.2|DBUS
OG0003632	LOC108151072|XP_017134940.1|DMIR	LOC108599340|XP_017841632.1|DBUS
OG0003633	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR	LOC108597571|XP_017839671.1|DBUS
OG0003634	LOC108165489|XP_017157031.1|DMIR	LOC108598535|XP_017840707.1|DBUS
OG0003635	LOC108151177|XP_033243118.1|DMIR	LOC108600436|XP_017843501.2|DBUS
OG0003636	LOC108159906|XP_017149024.1|DMIR	LOC108594716|XP_017835344.1|DBUS
OG0003637	LOC108158406|XP_017146162.1|DMIR	LOC108596186|XP_017837188.1|DBUS
OG0003638	LOC108152839|XP_017137936.1|DMIR	LOC108598499|XP_017840658.1|DBUS
OG0003639	LOC108162257|XP_017152394.1|DMIR	LOC108607712|XP_017854202.2|DBUS
OG0003640	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR	LOC108594752|XP_017835380.1|DBUS
OG0003641	LOC108159031|XP_017147440.1|DMIR	LOC108596668|XP_017838163.1|DBUS
OG0003642	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR	LOC108597505|XP_017839579.1|DBUS
OG0003643	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR	LOC108597185|XP_017839101.1|DBUS
OG0003644	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR	LOC108597388|XP_017839410.1|DBUS
OG0003645	LOC108152576|XP_017137504.1|DMIR	LOC108600072|XP_017842916.1|DBUS
OG0003646	LOC108151985|XP_017136439.1|DMIR	LOC108600620|XP_017843793.1|DBUS
OG0003647	LOC108152993|XP_017138217.1|DMIR	LOC108601116|XP_017844526.1|DBUS
OG0003648	LOC108161960|XP_017151907.1|DMIR	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS
OG0003649	LOC108154083|XP_017139684.1|DMIR	LOC108602259|XP_017845803.1|DBUS
OG0003650	LOC108165022|XP_017156550.1|DMIR	LOC108605894|XP_017851199.1|DBUS
OG0003651	LOC108156418|XP_017143354.1|DMIR	LOC108604782|XP_017849868.1|DBUS
OG0003652	LOC108151912|XP_017136312.1|DMIR	LOC108599084|XP_017841361.1|DBUS
OG0003653	LOC108153113|XP_017138387.1|DMIR	LOC108600989|XP_017844341.1|DBUS
OG0003654	LOC108152041|XP_017136529.1|DMIR	LOC108599187|XP_017841472.1|DBUS
OG0003655	LOC108163056|XP_017153617.1|DMIR	LOC108607677|XP_017854123.2|DBUS
OG0003656	LOC108151907|XP_017136307.1|DMIR	LOC108598542|XP_017840714.2|DBUS
OG0003657	LOC108153449|XP_017138958.1|DMIR	LOC108598853|XP_017841099.1|DBUS
OG0003658	LOC108156917|XP_017144153.1|DMIR	LOC108604734|XP_017849805.1|DBUS
OG0003659	LOC108153319|XP_017138721.1|DMIR	LOC108598716|XP_017840921.2|DBUS
OG0003660	LOC108151113|XP_017135007.1|DMIR	LOC108600097|XP_017842947.1|DBUS
OG0003661	LOC108151804|XP_017136143.2|DMIR	LOC108599832|XP_033149355.1|DBUS
OG0003662	LOC108151680|XP_017135912.1|DMIR	LOC108600004|XP_017842777.1|DBUS
OG0003663	LOC108151755|XP_033243918.1|DMIR	LOC108598700|XP_017840913.1|DBUS
OG0003664	LOC108152883|XP_017138006.1|DMIR	LOC108600540|XP_017843681.1|DBUS
OG0003665	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR	LOC108595553|XP_017836302.1|DBUS
OG0003666	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR	LOC108597600|XP_017839711.1|DBUS
OG0003667	LOC108151734|XP_033243913.1|DMIR	LOC108600389|XP_033149542.1|DBUS
OG0003668	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR	LOC108594618|XP_033149254.1|DBUS
OG0003669	LOC117192827|XP_033253482.1|DMIR, LOC117193247|XP_033253881.1|DMIR, LOC117194158|XP_033254705.1|DMIR, LOC108159667|XP_017148636.1|DMIR	LOC108595654|XP_017836418.1|DBUS
OG0003670	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR	LOC108595653|XP_017836417.1|DBUS
OG0003671	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR	LOC108596919|XP_017838619.1|DBUS
OG0003672	LOC108156957|XP_017144224.1|DMIR	LOC108604657|XP_017849696.1|DBUS
OG0003673	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR	LOC108596738|XP_017838288.1|DBUS
OG0003674	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR	LOC108597726|XP_017839909.1|DBUS
OG0003675	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR	LOC108596116|XP_017837033.1|DBUS
OG0003676	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR	LOC108596113|XP_017837028.1|DBUS
OG0003677	LOC108155708|XP_017142189.1|DMIR	LOC108602745|XP_017846392.1|DBUS
OG0003678	LOC108152977|XP_017138191.1|DMIR	LOC108600567|XP_033149648.1|DBUS
OG0003679	LOC108153029|XP_017138274.1|DMIR	LOC108600898|XP_017844211.1|DBUS
OG0003680	LOC108159492|XP_017148323.1|DMIR	LOC108595128|XP_033149005.1|DBUS
OG0003683	LOC108158462|XP_033246763.1|DMIR	LOC108596086|XP_017836992.1|DBUS
OG0003684	LOC108151240|XP_017135230.1|DMIR	LOC108600707|XP_017843926.1|DBUS
OG0003685	LOC108152856|XP_033242852.1|DMIR	LOC108598730|XP_017840949.2|DBUS
OG0003686	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR	LOC108597118|XP_017838985.1|DBUS
OG0003687	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR	LOC108596472|XP_017837721.1|DBUS
OG0003688	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR	LOC108595259|XP_017835959.1|DBUS
OG0003689	LOC108152554|XP_017137463.1|DMIR	LOC108600742|XP_017843976.1|DBUS
OG0003690	LOC108152611|XP_017137565.1|DMIR	LOC108598486|XP_017840629.1|DBUS
OG0003691	LOC108153561|XP_017139122.1|DMIR	LOC108598941|XP_017841199.1|DBUS
OG0003692	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR	LOC108596832|XP_017838443.1|DBUS
OG0003693	LOC108151528|XP_017135667.1|DMIR	LOC108599481|XP_017841813.2|DBUS
OG0003694	LOC108153246|XP_017138579.1|DMIR	LOC108600929|XP_017844253.1|DBUS
OG0003695	LOC108151871|XP_017136251.1|DMIR	LOC108599590|XP_017842025.1|DBUS
OG0003696	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR	LOC108595943|XP_017836717.1|DBUS
OG0003697	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR	LOC108596672|XP_017838169.1|DBUS
OG0003698	LOC108151849|XP_017136224.1|DMIR	LOC108598748|XP_017840973.1|DBUS
OG0003699	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR	LOC108597268|XP_033149235.1|DBUS
OG0003700	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR	LOC108597609|XP_017839734.1|DBUS
OG0003701	LOC108162700|XP_017153043.1|DMIR	LOC108598871|XP_017841123.1|DBUS
OG0003702	LOC108153272|XP_017138630.1|DMIR	LOC108598780|XP_017841009.2|DBUS
OG0003703	LOC108152927|XP_017138099.1|DMIR	LOC108598675|XP_017840884.1|DBUS
OG0003704	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR	LOC108599591|XP_017842026.1|DBUS
OG0003705	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR	LOC108596742|XP_017838298.1|DBUS
OG0003706	LOC108153216|XP_033242745.1|DMIR	LOC108598636|XP_017840829.1|DBUS
OG0003707	LOC108152907|XP_033243607.1|DMIR	LOC108600265|XP_017843208.1|DBUS
OG0003708	LOC108151280|XP_017135297.1|DMIR	LOC108598096|XP_033149367.1|DBUS
OG0003709	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR	LOC108596374|XP_017837530.1|DBUS
OG0003711	LOC108151161|XP_017135080.1|DMIR	LOC108600186|XP_017843082.1|DBUS
OG0003712	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR	LOC108597539|XP_017839627.1|DBUS
OG0003713	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR	LOC108597288|XP_017839251.1|DBUS
OG0003714	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR	LOC108597287|XP_017839250.1|DBUS
OG0003715	LOC108151361|XP_017135409.1|DMIR	LOC108599068|XP_017841338.1|DBUS
OG0003716	LOC108151979|XP_017136433.1|DMIR	LOC108600880|XP_017844186.1|DBUS
OG0003717	LOC108153371|XP_017138830.1|DMIR	LOC108598715|XP_017840933.1|DBUS
OG0003718	LOC108153296|XP_017138673.1|DMIR	LOC108600453|XP_017843530.1|DBUS
OG0003719	LOC108153097|XP_017138369.1|DMIR	LOC108598614|XP_017840802.2|DBUS
OG0003720	LOC108153725|XP_017139346.1|DMIR	LOC108606114|XP_017851456.1|DBUS
OG0003721	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR	LOC108597346|XP_017839342.1|DBUS
OG0003722	LOC108152453|XP_033242268.1|DMIR	LOC108600304|XP_017843280.2|DBUS
OG0003723	LOC108151243|XP_017135233.1|DMIR	LOC108598917|XP_017841170.1|DBUS
OG0003724	LOC108150908|XP_017134721.1|DMIR	LOC108600917|XP_017844239.1|DBUS
OG0003725	LOC108151369|XP_017135419.1|DMIR	LOC108600333|XP_017843337.1|DBUS
OG0003726	LOC108151479|XP_017135602.1|DMIR	LOC108600297|XP_017843267.1|DBUS
OG0003727	LOC108151354|XP_033242576.1|DMIR	LOC108599394|XP_033149625.1|DBUS
OG0003728	LOC108156853|XP_017144066.1|DMIR	LOC108603541|XP_017847942.1|DBUS
OG0003729	LOC108151050|XP_017134911.1|DMIR	LOC108599455|XP_017841778.2|DBUS
OG0003730	LOC108151565|XP_033243205.1|DMIR	LOC108600343|XP_017843355.2|DBUS
OG0003731	LOC108151343|XP_017135387.1|DMIR	LOC108601118|XP_017844528.1|DBUS
OG0003732	LOC108152125|XP_017136697.1|DMIR	LOC108600665|XP_017843850.1|DBUS
OG0003733	LOC108152104|XP_017136645.1|DMIR	LOC108600881|XP_017844187.1|DBUS
OG0003734	LOC108152367|XP_033243535.1|DMIR	LOC108600038|XP_017842872.1|DBUS
OG0003735	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR	LOC108597529|XP_017839616.1|DBUS
OG0003736	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR	LOC108595546|XP_017836294.1|DBUS
OG0003737	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR	LOC108596744|XP_017838306.1|DBUS
OG0003738	LOC108160829|XP_017150550.1|DMIR	LOC108596524|XP_017837900.2|DBUS
OG0003739	LOC108158094|XP_017145750.1|DMIR	LOC108597385|XP_017839407.1|DBUS
OG0003740	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR	LOC108596727|XP_017838260.1|DBUS
OG0003741	LOC108153285|XP_017138646.1|DMIR	LOC108598290|XP_017840852.1|DBUS
OG0003742	LOC108152058|XP_017136552.1|DMIR	LOC108600223|XP_017843135.1|DBUS
OG0003743	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR	LOC108597384|XP_017839406.1|DBUS
OG0003744	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR	LOC108595983|XP_017836760.2|DBUS
OG0003745	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR	LOC108597366|XP_017839381.1|DBUS
OG0003746	LOC108158351|XP_017146078.2|DMIR	LOC108597020|XP_017838789.2|DBUS
OG0003747	LOC108153641|XP_017139233.1|DMIR	LOC108598148|XP_033150659.1|DBUS
OG0003748	LOC108165583|XP_017157145.1|DMIR	LOC108599257|XP_017841542.2|DBUS
OG0003749	LOC108152974|XP_017138189.1|DMIR	LOC108601072|XP_017844456.2|DBUS
OG0003750	LOC108152781|XP_017137853.1|DMIR	LOC108598480|XP_017840619.1|DBUS
OG0003751	LOC108152148|XP_017136753.1|DMIR	LOC108600303|XP_033149293.1|DBUS
OG0003752	LOC108152547|XP_017137448.1|DMIR	LOC108600484|XP_017843598.2|DBUS
OG0003753	LOC108151922|XP_033242826.1|DMIR	LOC108601076|XP_017844459.2|DBUS
OG0003754	LOC108151921|XP_017136328.1|DMIR	LOC108600637|XP_017843817.2|DBUS
OG0003755	LOC108151858|XP_017136231.1|DMIR	LOC108598618|XP_017840806.1|DBUS
OG0003756	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR	LOC108597736|XP_017839920.1|DBUS
OG0003757	LOC108160146|XP_017149447.1|DMIR	LOC108595092|XP_017835733.1|DBUS
OG0003758	LOC108159356|XP_017148067.1|DMIR	LOC108596364|XP_017837515.1|DBUS
OG0003759	LOC108152501|XP_033243696.1|DMIR	LOC108599581|XP_017842009.2|DBUS
OG0003760	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR	LOC108597007|XP_017838773.1|DBUS
OG0003761	LOC108151100|XP_017134984.1|DMIR	LOC108598791|XP_017841023.1|DBUS
OG0003762	LOC108151103|XP_017134987.1|DMIR	LOC108598436|XP_017840556.1|DBUS
OG0003763	LOC108153623|XP_033243223.1|DMIR	LOC108598041|XP_033149442.1|DBUS
OG0003764	LOC108151935|XP_017136350.1|DMIR	LOC108598444|XP_033149359.1|DBUS
OG0003765	LOC108163795|XP_017154774.2|DMIR	LOC108603432|XP_017847744.1|DBUS
OG0003766	LOC108161578|XP_017151391.1|DMIR	LOC108605611|XP_017850878.1|DBUS
OG0003767	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR	LOC108597678|XP_017839840.1|DBUS
OG0003768	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR	LOC108594758|XP_017835386.1|DBUS
OG0003769	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR	LOC108596550|XP_017837936.1|DBUS
OG0003770	LOC108164448|XP_017155652.1|DMIR	LOC108607407|XP_017853680.1|DBUS
OG0003771	LOC108151497|XP_033242743.1|DMIR	LOC108600996|XP_033149426.1|DBUS
OG0003772	LOC108152031|XP_017136510.1|DMIR	LOC108599976|XP_017842736.1|DBUS
OG0003773	LOC108158959|XP_017147277.1|DMIR	LOC108595046|XP_017835676.1|DBUS
OG0003774	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR	LOC108596728|XP_017838261.1|DBUS
OG0003775	LOC108153459|XP_017138981.1|DMIR	LOC108606982|XP_017853045.1|DBUS
OG0003776	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR	LOC108597352|XP_017839347.1|DBUS
OG0003777	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR	LOC108597177|XP_017839084.1|DBUS
OG0003778	LOC108160407|XP_017149888.1|DMIR	LOC108597344|XP_017839338.1|DBUS
OG0003779	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR	LOC108596721|XP_033148924.1|DBUS
OG0003780	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR	LOC108596298|XP_017837381.1|DBUS
OG0003781	LOC108164452|XP_017155659.1|DMIR	LOC108607422|XP_017853713.1|DBUS
OG0003782	LOC108150971|XP_017134797.1|DMIR	LOC108606288|XP_017851758.1|DBUS
OG0003783	LOC108155276|XP_017141472.1|DMIR	LOC108604746|XP_017849821.1|DBUS
OG0003784	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR	LOC108597338|XP_017839334.1|DBUS
OG0003785	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR	LOC108595273|XP_017835974.1|DBUS
OG0003786	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR	LOC108597306|XP_017839274.1|DBUS
OG0003787	LOC108159733|XP_017148756.2|DMIR	LOC108594648|XP_017835279.1|DBUS
