Orthogroup	DMIR.longest_only	CPIP.longest_only
OG0004042	LOC108151924|XP_017136332.1|DMIR	LOC120426273|XP_039446950.1|CPIP
OG0004043	LOC108162929|XP_017153399.1|DMIR, LOC117188978|XP_033249651.1|DMIR, LOC117188977|XP_033249649.1|DMIR	LOC120412686|XP_039429196.1|CPIP
OG0004044	LOC108155627|XP_017142050.1|DMIR	LOC120417297|XP_039435182.1|CPIP
OG0004045	LOC108162891|XP_017153345.2|DMIR	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP
OG0004046	LOC108163987|XP_017155039.1|DMIR	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP
OG0004047	LOC108163383|XP_017154126.1|DMIR	LOC120427093|XP_039447877.1|CPIP
OG0004048	LOC108163077|XP_017153645.1|DMIR	LOC120427092|XP_039447876.1|CPIP
OG0004049	LOC108162693|XP_017153032.1|DMIR	LOC120419051|XP_039437551.1|CPIP
OG0004050	LOC108162903|XP_017153362.1|DMIR	LOC120419070|XP_039437588.1|CPIP
OG0004051	LOC108163139|XP_017153741.1|DMIR	LOC120429838|XP_039450836.1|CPIP
OG0004052	LOC108153722|XP_017139376.1|DMIR	LOC120426553|XP_039447254.1|CPIP
OG0004053	LOC108159835|XP_017148914.2|DMIR, LOC117187932|XP_033246820.1|DMIR	LOC120426572|XP_039447291.1|CPIP
OG0004054	LOC108162696|XP_033250105.1|DMIR	LOC120426558|XP_039447258.1|CPIP
OG0004055	LOC108157535|XP_017145127.2|DMIR	LOC120423218|XP_039442861.1|CPIP
OG0004056	LOC108156940|XP_017144192.1|DMIR	LOC120423231|XP_039442873.1|CPIP
OG0004057	LOC108152648|XP_017137627.1|DMIR	LOC120423201|XP_039442836.1|CPIP
OG0004059	LOC108156408|XP_017143342.1|DMIR	LOC120414334|XP_039431408.1|CPIP
OG0004060	LOC108154211|XP_017139924.1|DMIR	LOC120414360|XP_039431456.1|CPIP
OG0004061	LOC108152890|XP_017138021.1|DMIR	LOC120414328|XP_039431402.1|CPIP
OG0004062	LOC108152172|XP_033242339.1|DMIR	LOC120414326|XP_039431398.1|CPIP
OG0004063	LOC108165477|XP_017157017.1|DMIR	LOC120414355|XP_039431450.1|CPIP
OG0004064	LOC108153176|XP_017138473.1|DMIR	LOC120414353|XP_039431443.1|CPIP
OG0004065	LOC108159519|XP_017148368.2|DMIR	LOC120414362|XP_039431458.1|CPIP
OG0004066	LOC108158546|XP_017146443.1|DMIR	LOC120414324|XP_039431395.1|CPIP
OG0004067	LOC108152975|XP_017138193.1|DMIR	LOC120414319|XP_039431390.1|CPIP
OG0004068	LOC108155722|XP_017142215.1|DMIR	LOC120414331|XP_039431405.1|CPIP
OG0004069	LOC108154942|XP_017140920.1|DMIR	LOC120414325|XP_039431396.1|CPIP
OG0004070	LOC108165300|XP_033242937.1|DMIR	LOC120425768|XP_039446312.1|CPIP
OG0004071	LOC108151570|XP_017135730.1|DMIR	LOC120414340|XP_039431428.1|CPIP
OG0004072	LOC108151573|XP_017135734.1|DMIR	LOC120425776|XP_039446322.1|CPIP
OG0004073	LOC117186028|XP_033241955.1|DMIR, LOC108159545|XP_017148418.2|DMIR	LOC120425783|XP_039446329.1|CPIP
OG0004074	LOC117190696|XP_033251650.1|DMIR, LOC108158829|XP_017147021.1|DMIR	LOC120420632|XP_039439642.1|CPIP
OG0004075	LOC108159429|XP_017148189.1|DMIR, LOC117191023|XP_033251889.1|DMIR	LOC120420634|XP_039439644.1|CPIP
OG0004076	LOC117190093|XP_033251068.1|DMIR, LOC108159428|XP_017148184.1|DMIR	LOC120416133|XP_039433734.1|CPIP
OG0004077	LOC108162059|XP_033248918.1|DMIR	LOC120416160|XP_039433774.1|CPIP
OG0004078	LOC108155066|XP_017141142.1|DMIR	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP
OG0004079	LOC108151281|XP_017135302.1|DMIR	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC117190993|XP_033251863.1|DMIR, LOC108159073|XP_017147512.1|DMIR	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC117192475|XP_033253058.1|DMIR, LOC108159343|XP_017148031.1|DMIR	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC108164424|XP_017155593.1|DMIR	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC117186911|XP_033244129.1|DMIR, LOC117187093|XP_033244851.1|DMIR, LOC108155646|XP_017142085.1|DMIR	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC108151207|XP_017135172.1|DMIR	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC108155137|XP_017141280.1|DMIR	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC108156650|XP_033245951.1|DMIR	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC108158387|XP_017146133.1|DMIR	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC108157628|XP_017145255.1|DMIR	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC108160754|XP_033252440.1|DMIR	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC108154843|XP_017140748.1|DMIR	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC108153887|XP_033244991.1|DMIR	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC108162469|XP_017152710.1|DMIR	LOC120413951|XP_039430892.1|CPIP
OG0004094	LOC108165000|XP_017156519.1|DMIR	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC108155468|XP_017141778.2|DMIR	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC108156651|XP_017143752.1|DMIR	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC108152572|XP_017137500.1|DMIR	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC108156305|XP_017143182.1|DMIR	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC108154092|XP_017139691.1|DMIR	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC108154710|XP_017140552.1|DMIR	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC108155063|XP_017141138.1|DMIR	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC108157266|XP_017144743.1|DMIR	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC108151988|XP_017136442.1|DMIR	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC108152255|XP_017136953.1|DMIR	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC108153316|XP_017138715.1|DMIR	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC108154813|XP_017140703.1|DMIR	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC108154844|XP_017140750.1|DMIR	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC108150996|XP_017134835.1|DMIR	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC108156347|XP_017143236.1|DMIR	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC108156485|XP_033244667.1|DMIR	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC108163438|XP_017154223.1|DMIR	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC108151487|XP_017135614.1|DMIR	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC108151481|XP_017135604.1|DMIR	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC108156725|XP_017143866.1|DMIR	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC108157035|XP_017144336.1|DMIR	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC108158395|XP_017146141.1|DMIR, LOC117189515|XP_033250553.1|DMIR	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC108155799|XP_017142369.1|DMIR	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC108156071|XP_017142844.1|DMIR	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC108153606|XP_017139190.1|DMIR	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC108155156|XP_017141307.1|DMIR	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC108155659|XP_017142107.1|DMIR	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC108164891|XP_017156350.1|DMIR	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC108156419|XP_017143355.1|DMIR	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC108156381|XP_017143284.1|DMIR	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC108163179|XP_017153805.1|DMIR	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC108155980|XP_017142657.1|DMIR	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC117188426|XP_033248195.1|DMIR, LOC108159284|XP_033253007.1|DMIR	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC108164954|XP_017156440.1|DMIR	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC108156964|XP_017144232.1|DMIR	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC108152925|XP_017138096.1|DMIR	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC108162726|XP_017153083.1|DMIR	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC108154074|XP_017139659.1|DMIR	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC108155751|XP_033245993.1|DMIR	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC108154654|XP_017140480.1|DMIR	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC117192688|XP_033253309.1|DMIR, LOC108158964|XP_017147288.1|DMIR	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC108151669|XP_017135896.1|DMIR	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC108156817|XP_017144005.1|DMIR	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC117192116|XP_033252699.1|DMIR, LOC108158086|XP_017145727.1|DMIR	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC108160840|XP_017150582.1|DMIR	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC108152879|XP_017137999.1|DMIR	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC108155626|XP_017142047.1|DMIR	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC108162051|XP_017152074.1|DMIR	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC108151499|XP_017135627.1|DMIR	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC108155189|XP_017141348.1|DMIR	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC108162592|XP_017152898.1|DMIR	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC108154525|XP_017140313.1|DMIR	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC108156110|XP_017142895.1|DMIR	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC108156950|XP_017144208.1|DMIR	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC108156120|XP_017142915.1|DMIR	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC117193215|XP_033253858.1|DMIR, LOC108159513|XP_017148362.1|DMIR	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC108151153|XP_017135068.1|DMIR	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC108154121|XP_017139738.1|DMIR	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC108152186|XP_017136823.1|DMIR	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC108154699|XP_017140537.1|DMIR	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC117185868|XP_033242338.1|DMIR	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC108155611|XP_017142025.1|DMIR	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC108154110|XP_017139722.1|DMIR	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC108155523|XP_017141859.1|DMIR	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC108157621|XP_017145246.1|DMIR	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC108159908|XP_017149027.1|DMIR, LOC117192337|XP_033252874.1|DMIR, LOC117192343|XP_033252880.1|DMIR	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC117190627|XP_033251562.1|DMIR, LOC117187716|XP_033246353.1|DMIR	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC108155716|XP_017142202.1|DMIR	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC108156420|XP_017143357.1|DMIR	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC108164555|XP_017155858.1|DMIR	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC108158504|XP_017146341.1|DMIR	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC108164551|XP_017155853.1|DMIR	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC108158126|XP_017145799.1|DMIR	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC117190593|XP_033251534.1|DMIR, LOC117190592|XP_033251533.1|DMIR, LOC108159565|XP_017148491.1|DMIR	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC117190875|XP_033251785.1|DMIR, LOC108158947|XP_017147260.1|DMIR	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC108159191|XP_017147735.1|DMIR, LOC117191292|XP_033252091.1|DMIR	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC108151357|XP_017135404.1|DMIR	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC108156877|XP_033244958.1|DMIR	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC108155637|XP_017142065.1|DMIR	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC108152379|XP_017137160.1|DMIR	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC108156611|XP_017143647.1|DMIR	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC117186992|XP_033244413.1|DMIR, LOC108155970|XP_017142636.1|DMIR	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC108152995|XP_017138218.1|DMIR	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC108153502|XP_017139042.1|DMIR	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC108153159|XP_017138451.1|DMIR	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC108162418|XP_017152633.2|DMIR	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC108154538|XP_017140333.1|DMIR	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC108157851|XP_017145544.1|DMIR	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC108154806|XP_017140694.1|DMIR	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC108154811|XP_017140700.1|DMIR	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC108157019|XP_017144313.1|DMIR	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC108155764|XP_017142297.1|DMIR	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC108157000|XP_017144283.1|DMIR	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC108165082|XP_033248994.1|DMIR	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC108155837|XP_017142437.1|DMIR	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC108158648|XP_017146626.2|DMIR, LOC117189442|XP_033250452.1|DMIR	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC108156312|XP_017143191.1|DMIR	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC108155497|XP_017141816.1|DMIR	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC108154120|XP_017139737.1|DMIR	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC108157630|XP_017145259.1|DMIR	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC108159763|XP_017148811.1|DMIR, LOC117192342|XP_033252878.1|DMIR	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC108154731|XP_017140585.1|DMIR	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC108156448|XP_017143395.2|DMIR	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC108156965|XP_017144234.1|DMIR	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC108151211|XP_017135178.1|DMIR	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC108151227|XP_017135213.1|DMIR	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC108155532|XP_017141888.1|DMIR	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC108155534|XP_017141891.1|DMIR	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC108156378|XP_017143279.1|DMIR	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC108156991|XP_017144272.1|DMIR	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC108156085|XP_017142863.1|DMIR	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC108162672|XP_017153004.1|DMIR	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC108154114|XP_017139728.1|DMIR	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC108156009|XP_017142702.1|DMIR	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC117194916|XP_033255272.1|DMIR, LOC108159875|XP_017148968.1|DMIR, LOC117193467|XP_033254118.1|DMIR, LOC117194055|XP_033254591.1|DMIR	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC108158087|XP_033248166.1|DMIR, LOC117192525|XP_033253113.1|DMIR	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC108153350|XP_017138801.1|DMIR	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC108151475|XP_017135595.1|DMIR	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC108154890|XP_017140827.1|DMIR	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC108154856|XP_017140766.1|DMIR	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC108155554|XP_017141922.1|DMIR	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC108155499|XP_017141818.1|DMIR	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC108155425|XP_017141721.1|DMIR	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC108155420|XP_017141709.1|DMIR	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC108155502|XP_017141827.1|DMIR	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC108164781|XP_017156191.1|DMIR	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC108155097|XP_017141211.1|DMIR	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC108157127|XP_017144508.1|DMIR	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC108157128|XP_017144513.1|DMIR	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC108159168|XP_017147727.1|DMIR	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC108152229|XP_017136903.1|DMIR	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC108152232|XP_017136910.1|DMIR	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC108152231|XP_017136908.1|DMIR	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC108151535|XP_017135677.1|DMIR	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC108153536|XP_017139093.1|DMIR	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC108155836|XP_017142436.1|DMIR	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC108157261|XP_017144728.1|DMIR	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC108154210|XP_017139923.1|DMIR	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC108155111|XP_017141239.1|DMIR	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC108155255|XP_017141439.1|DMIR	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC108154596|XP_017140398.1|DMIR	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC108155210|XP_017141383.1|DMIR	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC108151060|XP_017134926.1|DMIR	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC108155839|XP_017142439.1|DMIR	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC108151205|XP_017135168.1|DMIR	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC108152986|XP_017138202.1|DMIR	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC108160206|XP_017149535.1|DMIR	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC108158427|XP_017146198.1|DMIR	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC108151928|XP_033242274.1|DMIR	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC108157674|XP_017145328.1|DMIR	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC108156522|XP_017143515.1|DMIR	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC108156256|XP_017143102.1|DMIR	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC108155882|XP_017142506.2|DMIR	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC108155503|XP_017141830.1|DMIR	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC108157140|XP_017144530.1|DMIR	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC108156309|XP_017143186.1|DMIR	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC108155828|XP_017142422.1|DMIR	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC108155757|XP_017142288.1|DMIR	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC108155512|XP_017141842.2|DMIR	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC108155117|XP_017141244.1|DMIR	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC117185809|XP_033253847.1|DMIR, LOC108159826|XP_017148888.1|DMIR	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC108158424|XP_017146193.1|DMIR	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC108158114|XP_017145779.2|DMIR, LOC117188339|XP_033247933.1|DMIR	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC108159039|XP_033248259.1|DMIR	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC108155410|XP_017141696.1|DMIR	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC108156848|XP_017144060.1|DMIR	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC108159769|XP_017148819.1|DMIR	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC108158786|XP_017146959.1|DMIR	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC108153310|XP_017138710.1|DMIR, LOC108153092|XP_017138362.1|DMIR	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC117186433|XP_033243130.1|DMIR, LOC108158442|XP_017146217.1|DMIR	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC108162774|XP_017153158.1|DMIR	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC108164597|XP_033243854.1|DMIR	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC108160008|XP_017149227.1|DMIR	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC108158779|XP_017146942.1|DMIR, LOC117194023|XP_033254541.1|DMIR	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC108158782|XP_017146948.1|DMIR, LOC117194025|XP_033254543.1|DMIR	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC108161826|XP_017151674.2|DMIR	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC108157308|XP_017144801.1|DMIR	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC108152503|XP_017137375.1|DMIR	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC108152505|XP_017137376.1|DMIR	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC108152517|XP_017137401.1|DMIR	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC108152023|XP_017136489.1|DMIR	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC108158591|XP_017146532.1|DMIR	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC108152066|XP_017136575.1|DMIR	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC108153477|XP_017139006.1|DMIR	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC108151225|XP_017135207.1|DMIR	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC108152959|XP_017138148.1|DMIR	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC108153060|XP_033242385.1|DMIR	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC117194103|XP_033254635.1|DMIR, LOC108160911|XP_017150677.1|DMIR	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC108159751|XP_017148784.1|DMIR	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC108158501|XP_017146304.1|DMIR, LOC117189968|XP_033250941.1|DMIR	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC108158429|XP_017146200.1|DMIR	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC108151076|XP_017134948.1|DMIR	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC117189879|XP_033250851.1|DMIR, LOC108159446|XP_017148225.1|DMIR	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC117185694|XP_033246870.1|DMIR, LOC108159286|XP_017147936.2|DMIR	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC117189445|XP_033250465.1|DMIR, LOC108158389|XP_033246404.1|DMIR	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC108159454|XP_017148234.1|DMIR, LOC117192552|XP_033253140.1|DMIR	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC108151803|XP_017136142.1|DMIR	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC117193254|XP_033253886.1|DMIR, LOC108160130|XP_017149414.1|DMIR	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC108152784|XP_017137855.1|DMIR	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC117190040|XP_033251020.1|DMIR, LOC108158986|XP_017147319.1|DMIR, LOC117191574|XP_033252293.1|DMIR	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC117193764|XP_033254386.1|DMIR, LOC108159078|XP_017147521.1|DMIR	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC117192960|XP_033253573.1|DMIR, LOC108158798|XP_017146974.1|DMIR	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC117191771|XP_033252432.1|DMIR, LOC108160009|XP_017149228.1|DMIR	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC108158933|XP_017147228.1|DMIR, LOC117185945|XP_033253151.1|DMIR	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC108160304|XP_017149706.1|DMIR	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC108156035|XP_017142776.1|DMIR	LOC120418469|XP_039436837.1|CPIP
