Orthogroup	DMIR.longest_only	DSEC.longest_only
OG0004984	LOC108153468|XP_017138989.1|DMIR	LOC6611037|XP_032574762.1|DSEC
OG0004985	LOC108151763|XP_017136093.1|DMIR	LOC6610355|XP_002034941.1|DSEC
OG0004986	LOC117186756|XP_033243852.1|DMIR, LOC108152665|XP_017137649.2|DMIR	LOC6620532|XP_002044734.1|DSEC
OG0004987	LOC108152363|XP_017137126.1|DMIR	LOC6606013|XP_032574992.1|DSEC
OG0004988	LOC108151764|XP_017136095.1|DMIR	LOC6610356|XP_002034942.2|DSEC
OG0004989	LOC108152989|XP_017138210.1|DMIR	LOC6606014|XP_002030825.1|DSEC
OG0004990	LOC108158375|XP_017146118.2|DMIR, LOC117188345|XP_033247949.1|DMIR	LOC6615274|XP_002039678.1|DSEC
OG0004991	LOC108159332|XP_017148017.1|DMIR, LOC117191931|XP_033252569.1|DMIR	LOC6608764|XP_002033487.1|DSEC
OG0004992	LOC117191930|XP_033252567.1|DMIR, LOC108159333|XP_017148018.1|DMIR	LOC6608763|XP_002033486.1|DSEC
OG0004993	LOC108153755|XP_017139375.1|DMIR	LOC6605415|XP_002030248.1|DSEC
OG0004994	LOC108165398|XP_033243441.1|DMIR	LOC6610611|XP_032575181.1|DSEC
OG0004995	LOC108152372|XP_017137143.1|DMIR	LOC6610667|XP_032574912.1|DSEC
OG0004996	LOC108151556|XP_017135714.1|DMIR	LOC6604980|XP_002029823.1|DSEC
OG0004997	LOC108160574|XP_017150149.1|DMIR	LOC6609373|XP_002034062.1|DSEC
OG0004998	LOC108159406|XP_017148136.1|DMIR, LOC117192413|XP_033252974.1|DMIR	LOC6609278|XP_002033968.1|DSEC
OG0004999	LOC108151058|XP_017134922.1|DMIR	LOC6610860|XP_002035426.1|DSEC
OG0005000	LOC108158136|XP_017145838.1|DMIR	LOC6608523|XP_032570196.1|DSEC
OG0005001	LOC108151059|XP_017134923.1|DMIR	LOC6604824|XP_032574103.1|DSEC
OG0005002	LOC108157538|XP_017145130.1|DMIR	LOC6606696|XP_002031496.1|DSEC
OG0005003	LOC108152462|XP_017137316.1|DMIR	LOC6604834|XP_032574000.1|DSEC
OG0005004	LOC108152291|XP_017137002.1|DMIR	LOC6611077|XP_002035634.1|DSEC
OG0005005	LOC108165423|XP_017156951.1|DMIR	LOC6618403|XP_002042673.1|DSEC
OG0005006	LOC108151200|XP_017135160.2|DMIR	LOC6610300|XP_032574286.1|DSEC
OG0005007	LOC108152642|XP_017137622.1|DMIR	LOC6606109|XP_032575513.1|DSEC
OG0005008	LOC108151833|XP_017136193.1|DMIR	LOC6610240|XP_032575072.1|DSEC
OG0005009	LOC108153554|XP_017139113.1|DMIR	LOC6606088|XP_002030897.1|DSEC
OG0005010	LOC108151403|XP_017135480.1|DMIR	LOC6605340|XP_002030176.1|DSEC
OG0005011	LOC108160428|XP_017149920.1|DMIR, LOC117190836|XP_033251760.1|DMIR	LOC6615835|XP_032572498.1|DSEC
OG0005012	LOC108153111|XP_017138385.1|DMIR	LOC6616391|XP_002040751.1|DSEC
OG0005013	LOC108155718|XP_017142210.1|DMIR	LOC6607161|XP_002031947.1|DSEC
OG0005014	LOC108151831|XP_017136192.1|DMIR	LOC6605118|XP_002029959.1|DSEC
OG0005015	LOC108151715|XP_017135976.1|DMIR	LOC6619403|XP_002043618.1|DSEC
OG0005016	LOC108165438|XP_017156966.2|DMIR	LOC6605859|XP_002030673.1|DSEC
OG0005017	LOC108152564|XP_017137485.1|DMIR	LOC6604880|XP_032575376.1|DSEC
OG0005018	LOC108152236|XP_017136917.1|DMIR	LOC6610195|XP_032573343.1|DSEC
OG0005019	LOC108152704|XP_017137713.1|DMIR	LOC6605877|XP_032573482.1|DSEC
OG0005020	LOC117192686|XP_033253306.1|DMIR, LOC108160353|XP_017149808.1|DMIR	LOC6620821|XP_002045019.1|DSEC
OG0005021	LOC108161328|XP_017151052.2|DMIR	LOC6611978|XP_002036495.1|DSEC
OG0005022	LOC108151914|XP_017136316.1|DMIR	LOC6610363|XP_002034949.1|DSEC
OG0005023	LOC108160639|XP_017150257.1|DMIR	LOC6608408|XP_002033142.2|DSEC
OG0005024	LOC108152553|XP_033242347.1|DMIR	LOC6610393|XP_002034975.2|DSEC
OG0005025	LOC108152286|XP_017136993.1|DMIR	LOC6605008|XP_002029851.2|DSEC
OG0005026	LOC108151986|XP_017136440.1|DMIR	LOC6607845|XP_002029663.1|DSEC
OG0005027	LOC108153348|XP_017138795.1|DMIR	LOC6610689|XP_032574649.1|DSEC
OG0005028	LOC108154246|XP_017139970.1|DMIR	LOC6606653|XP_002031453.1|DSEC, LOC116800174|XP_032582927.1|DSEC
OG0005029	LOC108152325|XP_017137060.1|DMIR	LOC6606104|XP_002030913.1|DSEC
OG0005030	LOC108151529|XP_017135670.1|DMIR	LOC6610142|XP_002034751.1|DSEC
OG0005031	LOC108152156|XP_033242633.1|DMIR	LOC6605175|XP_032576067.1|DSEC
OG0005032	LOC108152310|XP_017137031.1|DMIR	LOC6616410|XP_002040770.1|DSEC
OG0005033	LOC108150904|XP_017134704.1|DMIR	LOC6610898|XP_032573780.1|DSEC
OG0005034	LOC108153507|XP_017139048.1|DMIR	LOC116801038|XP_032574251.1|DSEC
OG0005035	LOC108152308|XP_033242207.1|DMIR	LOC6616405|XP_032574981.1|DSEC
OG0005036	LOC108151807|XP_017136149.1|DMIR	LOC6610497|XP_002035077.1|DSEC
OG0005037	LOC108151971|XP_017136413.1|DMIR	LOC6605023|XP_032574276.1|DSEC
OG0005038	LOC108151883|XP_017136269.1|DMIR	LOC6610641|XP_002035208.1|DSEC
OG0005039	LOC108162828|XP_017153246.1|DMIR	LOC6613332|XP_002037808.1|DSEC
OG0005040	LOC108152150|XP_017136755.1|DMIR	LOC6616434|XP_002040795.1|DSEC
OG0005041	LOC108151329|XP_017135369.1|DMIR	LOC6616397|XP_002040757.1|DSEC
OG0005042	LOC108152670|XP_017137656.1|DMIR	LOC6610519|XP_002035099.1|DSEC
OG0005043	LOC108158864|XP_017147086.1|DMIR, LOC117192557|XP_033253150.1|DMIR	LOC6615292|XP_002039696.1|DSEC
OG0005044	LOC108158862|XP_017147083.2|DMIR, LOC117188381|XP_033248057.1|DMIR	LOC6615290|XP_002039694.1|DSEC
OG0005045	LOC117193710|XP_033254327.1|DMIR, LOC108160782|XP_017150475.1|DMIR	LOC6615288|XP_002039692.1|DSEC
OG0005046	LOC108159213|XP_017147782.1|DMIR, LOC117193051|XP_033253675.1|DMIR	LOC6609798|XP_002034452.1|DSEC
OG0005047	LOC108151370|XP_017135421.1|DMIR	LOC6605460|XP_002030293.2|DSEC
OG0005048	LOC108157443|XP_017144988.1|DMIR, LOC108151371|XP_017135422.1|DMIR	LOC6605458|XP_002030291.1|DSEC
OG0005049	LOC117185789|XP_033242206.1|DMIR	LOC6616403|XP_032574978.1|DSEC
OG0005050	LOC117191928|XP_033252564.1|DMIR, LOC108159528|XP_017148386.1|DMIR	LOC6608762|XP_032572002.1|DSEC
OG0005051	LOC108151678|XP_017135909.1|DMIR	LOC6616418|XP_002040778.1|DSEC
OG0005052	LOC108151679|XP_017135910.1|DMIR	LOC6616420|XP_002040780.1|DSEC
OG0005053	LOC108163002|XP_033249824.1|DMIR	LOC6611843|XP_002036365.1|DSEC
OG0005054	LOC108152652|XP_017137633.1|DMIR	LOC6616290|XP_032573979.1|DSEC
OG0005055	LOC108162462|XP_017152732.1|DMIR	LOC6615059|XP_002039476.1|DSEC
OG0005056	LOC117192797|XP_033253446.1|DMIR, LOC108160467|XP_017149973.1|DMIR	LOC6609290|XP_032572034.1|DSEC
OG0005057	LOC108151601|XP_017135770.1|DMIR	LOC6611162|XP_032573827.1|DSEC
OG0005058	LOC108151727|XP_033243017.1|DMIR	LOC6610863|XP_032575170.1|DSEC
OG0005059	LOC108158215|XP_017145927.1|DMIR	LOC6618867|XP_032572052.1|DSEC
OG0005060	LOC108160136|XP_017149424.1|DMIR, LOC117185778|XP_033253457.1|DMIR	LOC6618866|XP_032572463.1|DSEC
OG0005061	LOC108162849|XP_017153281.1|DMIR	LOC6613635|XP_002038105.2|DSEC
OG0005062	LOC117185953|XP_033250462.1|DMIR, LOC108158890|XP_017147163.1|DMIR	LOC6615807|XP_032571674.1|DSEC
OG0005063	LOC108160069|XP_017149312.1|DMIR	LOC6620707|XP_002044909.1|DSEC
OG0005064	LOC108152621|XP_017137580.1|DMIR	LOC6605872|XP_002030686.1|DSEC
OG0005065	LOC108158092|XP_017145748.1|DMIR	LOC6608018|XP_032572838.1|DSEC
OG0005066	LOC117188437|XP_033248211.1|DMIR, LOC108160967|XP_017150755.2|DMIR	LOC6609459|XP_002034144.2|DSEC
OG0005067	LOC108160820|XP_033254248.1|DMIR, LOC117185930|XP_033247654.1|DMIR	LOC6615509|XP_002039888.1|DSEC
OG0005068	LOC108151589|XP_017135757.1|DMIR	LOC6618292|XP_002042565.2|DSEC
OG0005069	LOC108158190|XP_017145898.1|DMIR, LOC117191864|XP_033252521.1|DMIR	LOC6608093|XP_002032841.2|DSEC
OG0005070	LOC108160281|XP_017149652.2|DMIR, LOC117187980|XP_033246935.1|DMIR	LOC6615825|XP_002040195.2|DSEC
OG0005071	LOC108152070|XP_017136582.1|DMIR	LOC6605315|XP_002030152.1|DSEC
OG0005072	LOC108152225|XP_017136897.1|DMIR	LOC6615971|XP_002040338.2|DSEC
OG0005073	LOC108159477|XP_017148293.1|DMIR	LOC6609753|XP_032570266.1|DSEC
OG0005074	LOC108151823|XP_017136171.2|DMIR	LOC6604813|XP_032574811.1|DSEC
OG0005075	LOC117185867|XP_033254157.1|DMIR, LOC108160233|XP_017149576.1|DMIR	LOC6615378|XP_002039760.1|DSEC
OG0005076	LOC117193639|XP_033254275.1|DMIR, LOC108159676|XP_017148655.1|DMIR	LOC6608598|XP_002033332.2|DSEC
OG0005078	LOC108151631|XP_017135824.1|DMIR	LOC6610648|XP_032574642.1|DSEC
OG0005079	LOC108160328|XP_017149746.1|DMIR	LOC6618912|XP_032571586.1|DSEC
OG0005080	LOC108151332|XP_017135373.1|DMIR	LOC6610548|XP_002035128.1|DSEC
OG0005081	LOC117190221|XP_033251160.1|DMIR, LOC108160114|XP_017149395.1|DMIR	LOC6607922|XP_032570996.1|DSEC
OG0005082	LOC108153103|XP_017138375.1|DMIR	LOC6605831|XP_002030646.1|DSEC
OG0005083	LOC108154153|XP_017139800.1|DMIR	LOC6611613|XP_002036149.1|DSEC
OG0005084	LOC108151517|XP_017135652.1|DMIR	LOC6605621|XP_032575694.1|DSEC
OG0005085	LOC108152923|XP_017138092.1|DMIR	LOC6605230|XP_002030068.1|DSEC
OG0005086	LOC108158113|XP_017145778.1|DMIR	LOC6607999|XP_002032747.1|DSEC
OG0005087	LOC108152707|XP_033242716.1|DMIR	LOC6605099|XP_032573709.1|DSEC
OG0005088	LOC108158901|XP_033253521.1|DMIR, LOC117185706|XP_033248082.1|DMIR	LOC6608593|XP_032570261.1|DSEC
OG0005089	LOC117193113|XP_033253727.1|DMIR, LOC108158899|XP_017147175.2|DMIR	LOC6608595|XP_002033329.1|DSEC
OG0005090	LOC108158601|XP_017146552.1|DMIR	LOC6609930|XP_002034580.1|DSEC
OG0005091	LOC108159167|XP_033246429.1|DMIR	LOC6608886|XP_032570472.1|DSEC
OG0005092	LOC108153195|XP_017138501.1|DMIR	LOC6611179|XP_002035735.1|DSEC
OG0005093	LOC108153116|XP_017138392.1|DMIR	LOC6619407|XP_032573966.1|DSEC
OG0005094	LOC108151898|XP_017136291.2|DMIR	LOC6610646|XP_002035213.2|DSEC
OG0005095	LOC108158875|XP_017147114.1|DMIR	LOC6618898|XP_032570043.1|DSEC
OG0005096	LOC108162863|XP_017153300.1|DMIR	LOC6613171|XP_002037652.1|DSEC
OG0005097	LOC117185777|XP_033253721.1|DMIR, LOC108160784|XP_017150477.1|DMIR	LOC6615401|XP_032570494.1|DSEC
OG0005098	LOC108159534|XP_017148398.1|DMIR	LOC6618840|XP_032571990.1|DSEC
OG0005099	LOC108160332|XP_017149752.1|DMIR, LOC117193458|XP_033254107.1|DMIR	LOC6618884|XP_002043132.1|DSEC
OG0005100	LOC108160330|XP_033254106.1|DMIR, LOC117188065|XP_033247229.1|DMIR	LOC6618885|XP_002043133.1|DSEC
OG0005101	LOC108157027|XP_017144327.1|DMIR	LOC6620401|XP_002044609.1|DSEC
OG0005102	LOC117185822|XP_033253896.1|DMIR, LOC108160704|XP_017150347.1|DMIR	LOC6615287|XP_032571039.1|DSEC
OG0005103	LOC108159119|XP_017147591.2|DMIR, LOC108159118|XP_033248148.1|DMIR	LOC6615823|XP_002040193.1|DSEC
OG0005104	LOC108162336|XP_017152518.1|DMIR	LOC6611694|XP_002036228.1|DSEC
OG0005105	LOC108150945|XP_017134768.1|DMIR	LOC6606073|XP_002030882.1|DSEC
OG0005106	LOC108152711|XP_033242423.1|DMIR	LOC6610531|XP_032575729.1|DSEC
OG0005107	LOC108152956|XP_017138145.1|DMIR	LOC6610575|XP_002035148.1|DSEC
OG0005108	LOC117188304|XP_033247830.1|DMIR, LOC108158518|XP_033254032.1|DMIR	LOC6609101|XP_002033804.1|DSEC
OG0005109	LOC108151991|XP_017136446.1|DMIR	LOC6617654|XP_002041967.1|DSEC
OG0005110	LOC108151346|XP_017135389.1|DMIR	LOC6605983|XP_002030795.2|DSEC
OG0005111	LOC108153217|XP_017138530.1|DMIR	LOC6610917|XP_032575142.1|DSEC
OG0005112	LOC108153191|XP_017138497.1|DMIR	LOC6610293|XP_002034888.1|DSEC
OG0005113	LOC108153218|XP_017138535.1|DMIR	LOC6610916|XP_032575144.1|DSEC
OG0005114	LOC108152448|XP_017137291.1|DMIR	LOC6610456|XP_002035037.1|DSEC
OG0005115	LOC108161956|XP_017151904.2|DMIR	LOC6613409|XP_032571214.1|DSEC
OG0005116	LOC108152885|XP_017138013.1|DMIR	LOC6606005|XP_002030816.1|DSEC
OG0005117	LOC108154511|XP_033254686.1|DMIR	LOC6616037|XP_002040403.1|DSEC
OG0005118	LOC108162053|XP_017152079.1|DMIR	LOC6611877|XP_002036395.1|DSEC
OG0005119	LOC108158472|XP_033246674.1|DMIR	LOC6609267|XP_032572366.1|DSEC
OG0005120	LOC108153586|XP_017139154.1|DMIR	LOC6610409|XP_002034991.1|DSEC
OG0005121	LOC108151163|XP_033243218.1|DMIR	LOC6619359|XP_002043576.1|DSEC
OG0005122	LOC108151982|XP_017136435.1|DMIR	LOC6605531|XP_002030362.1|DSEC
OG0005123	LOC108151639|XP_017135834.1|DMIR	LOC6618335|XP_002042607.1|DSEC
OG0005124	LOC108152450|XP_017137298.1|DMIR	LOC6605998|XP_032573605.1|DSEC
OG0005125	LOC108152336|XP_033242174.1|DMIR	LOC6606000|XP_002030811.1|DSEC
OG0005126	LOC108151862|XP_017136238.1|DMIR	LOC6604876|XP_002029721.1|DSEC
OG0005127	LOC108151742|XP_017136052.1|DMIR	LOC6610435|XP_002035016.1|DSEC
OG0005128	LOC108160124|XP_017149406.2|DMIR	LOC6608930|XP_032571279.1|DSEC
OG0005129	LOC108152931|XP_017138107.1|DMIR	LOC6616309|XP_032573991.1|DSEC
OG0005130	LOC108151905|XP_017136304.1|DMIR	LOC6616353|XP_002040713.1|DSEC
OG0005131	LOC108153014|XP_017138248.1|DMIR	LOC6611150|XP_032574001.1|DSEC
OG0005132	LOC108151458|XP_017135568.1|DMIR	LOC6605219|XP_002030057.1|DSEC
OG0005133	LOC108153677|XP_017139282.1|DMIR	LOC6610614|XP_032574710.1|DSEC
OG0005134	LOC108151333|XP_017135374.1|DMIR	LOC6605454|XP_032574651.1|DSEC
OG0005135	LOC108153135|XP_017138419.1|DMIR	LOC6610417|XP_002034999.1|DSEC
OG0005136	LOC108152727|XP_017137752.1|DMIR	LOC6610419|XP_002035001.2|DSEC
OG0005137	LOC108154750|XP_017140611.1|DMIR	LOC6617166|XP_002041493.1|DSEC
OG0005138	LOC108150915|XP_017134729.1|DMIR	LOC6610896|XP_002035459.1|DSEC
OG0005139	LOC108152477|XP_017137337.1|DMIR	LOC6610962|XP_002035519.2|DSEC
OG0005140	LOC108161962|XP_017151909.1|DMIR	LOC6613410|XP_002037884.1|DSEC
OG0005141	LOC117192490|XP_033253085.1|DMIR, LOC108159044|XP_033248061.1|DMIR	LOC6609368|XP_032570602.1|DSEC
OG0005142	LOC108152093|XP_017136631.1|DMIR	LOC6604921|XP_002029764.1|DSEC
OG0005143	LOC108152090|XP_017136619.1|DMIR	LOC6604914|XP_032573650.1|DSEC
OG0005144	LOC108152095|XP_017136633.1|DMIR	LOC6604916|XP_002029759.2|DSEC
OG0005145	LOC108152092|XP_017136630.1|DMIR	LOC6604919|XP_002029762.1|DSEC
OG0005146	LOC108152488|XP_017137352.1|DMIR	LOC6616443|XP_002040804.1|DSEC
OG0005147	LOC108152486|XP_017137351.1|DMIR	LOC6616442|XP_032574604.1|DSEC
OG0005148	LOC108152523|XP_017137413.1|DMIR	LOC6605019|XP_002029862.2|DSEC
OG0005149	LOC117187915|XP_033246758.1|DMIR, LOC108159705|XP_017148709.2|DMIR	LOC6609674|XP_002034332.1|DSEC
OG0005150	LOC108153244|XP_017138575.1|DMIR	LOC6605944|XP_002030756.1|DSEC
OG0005151	LOC108152651|XP_017137632.1|DMIR	LOC6610759|XP_002035325.1|DSEC
OG0005152	LOC108152918|XP_017138086.1|DMIR	LOC6610753|XP_002035319.1|DSEC
OG0005153	LOC108151342|XP_017135386.1|DMIR	LOC6610751|XP_002035317.1|DSEC
OG0005154	LOC108151341|XP_017135385.1|DMIR	LOC6610749|XP_002035315.1|DSEC
OG0005155	LOC108153276|XP_017138634.1|DMIR	LOC6610193|XP_002034801.1|DSEC
OG0005156	LOC108155032|XP_017141084.1|DMIR	LOC6620058|XP_002044270.1|DSEC
OG0005157	LOC108159055|XP_017147484.1|DMIR, LOC117192446|XP_033253020.1|DMIR	LOC6615511|XP_032572965.1|DSEC
OG0005158	LOC108165480|XP_033243580.1|DMIR	LOC6611005|XP_032574782.1|DSEC
OG0005159	LOC108151671|XP_017135898.1|DMIR	LOC6605973|XP_002030785.2|DSEC
OG0005160	LOC108153547|XP_017139102.1|DMIR	LOC6606114|XP_002030922.1|DSEC
OG0005161	LOC108158897|XP_017147173.1|DMIR	LOC6613025|XP_032570728.1|DSEC
OG0005162	LOC108164707|XP_017156070.1|DMIR	LOC6619784|XP_002043997.1|DSEC
OG0005163	LOC108152407|XP_017137202.1|DMIR	LOC6616549|XP_002040908.1|DSEC
OG0005164	LOC108153324|XP_017138729.1|DMIR	LOC116801125|XP_032574764.1|DSEC
OG0005165	LOC108159917|XP_017149039.1|DMIR	LOC6607859|XP_002032613.1|DSEC
OG0005166	LOC108156159|XP_017142976.1|DMIR	LOC116801796|XP_032579329.1|DSEC
OG0005167	LOC108156163|XP_017142980.1|DMIR	LOC6613933|XP_032579332.1|DSEC
OG0005168	LOC108151854|XP_017136228.1|DMIR	LOC6621484|XP_032575909.1|DSEC
OG0005169	LOC108153389|XP_017138853.1|DMIR	LOC6610714|XP_002035280.2|DSEC
OG0005170	LOC108153388|XP_017138851.1|DMIR	LOC6610712|XP_032575970.1|DSEC
OG0005171	LOC108153607|XP_017139192.1|DMIR	LOC6610711|XP_002035277.1|DSEC
OG0005172	LOC117193459|XP_033254108.1|DMIR, LOC108160145|XP_017149443.1|DMIR	LOC6615376|XP_002039758.1|DSEC
OG0005173	LOC108159418|XP_017148174.1|DMIR	LOC6607910|XP_002032664.2|DSEC
OG0005174	LOC108160565|XP_033247495.1|DMIR	LOC6615725|XP_002040096.1|DSEC
OG0005175	LOC108158533|XP_017146419.1|DMIR	LOC6615707|XP_032572897.1|DSEC
OG0005176	LOC108159364|XP_017148078.1|DMIR, LOC117191069|XP_033251926.1|DMIR	LOC6609835|XP_002034487.1|DSEC
OG0005177	LOC108160673|XP_033247498.1|DMIR	LOC6615709|XP_002040080.1|DSEC
OG0005178	LOC108151104|XP_017134991.1|DMIR	LOC6604885|XP_002029730.1|DSEC
OG0005179	LOC108152502|XP_017137374.1|DMIR	LOC6604903|XP_002029748.1|DSEC
OG0005180	LOC108151859|XP_017136232.1|DMIR	LOC6610349|XP_032573519.1|DSEC
OG0005181	LOC108158142|XP_017145853.1|DMIR	LOC6617930|XP_002042238.1|DSEC
OG0005182	LOC108158822|XP_017147002.1|DMIR	LOC6608318|XP_032572718.1|DSEC
OG0005183	LOC108158511|XP_017146376.1|DMIR, LOC117193385|XP_033254023.1|DMIR	LOC6608517|XP_002033251.1|DSEC
OG0005184	LOC117185939|XP_033247196.1|DMIR, LOC108158509|XP_033254001.1|DMIR	LOC6608514|XP_032570850.1|DSEC
OG0005185	LOC108158837|XP_017147046.1|DMIR	LOC6608332|XP_002033069.1|DSEC
OG0005186	LOC117192807|XP_033253452.1|DMIR, LOC108159711|XP_017148717.1|DMIR	LOC6608642|XP_032571282.1|DSEC
OG0005187	LOC117189757|XP_033250725.1|DMIR, LOC108159416|XP_033246321.1|DMIR	LOC6607911|XP_032572993.1|DSEC
OG0005188	LOC117193182|XP_033253817.1|DMIR, LOC108159208|XP_017147773.1|DMIR	LOC6609797|XP_002034451.2|DSEC
OG0005189	LOC108162887|XP_033244346.1|DMIR	LOC6614976|XP_032580080.1|DSEC
OG0005190	LOC108153577|XP_017139145.1|DMIR	LOC6604792|XP_002029643.1|DSEC
OG0005191	LOC108157138|XP_017144528.1|DMIR	LOC6616897|XP_002041231.1|DSEC
OG0005192	LOC108160537|XP_033247357.1|DMIR	LOC6609711|XP_032571907.1|DSEC
OG0005193	LOC117187886|XP_033246705.1|DMIR, LOC108160184|XP_017149500.2|DMIR	LOC6608335|XP_032572707.1|DSEC
OG0005194	LOC108159457|XP_017148245.2|DMIR, LOC117185929|XP_033246558.1|DMIR	LOC6610098|XP_002034709.1|DSEC
OG0005195	LOC108158121|XP_017145789.2|DMIR, LOC117185845|XP_033247943.1|DMIR	LOC6608028|XP_002032776.1|DSEC
OG0005196	LOC108153038|XP_017138285.1|DMIR	LOC6616287|XP_002040651.1|DSEC
OG0005197	LOC108159897|XP_017149009.1|DMIR, LOC117190988|XP_033251860.1|DMIR	LOC6613033|XP_002037523.1|DSEC
OG0005198	LOC108153027|XP_017138271.1|DMIR	LOC6605477|XP_002030310.2|DSEC
OG0005199	LOC108159739|XP_017148765.1|DMIR, LOC117192800|XP_033253447.1|DMIR	LOC6609299|XP_002033989.1|DSEC
OG0005200	LOC117185740|XP_033250884.1|DMIR, LOC108159957|XP_017149116.1|DMIR	LOC6609588|XP_032571397.1|DSEC
OG0005201	LOC108158557|XP_017146462.1|DMIR, LOC117191352|XP_033252137.1|DMIR	LOC6618918|XP_032571589.1|DSEC
OG0005202	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR	LOC6608043|XP_032571246.1|DSEC
OG0005203	LOC108159216|XP_017147785.1|DMIR	LOC6609122|XP_032571162.1|DSEC
OG0005204	LOC108163631|XP_017154526.1|DMIR	LOC6611432|XP_002035976.2|DSEC
OG0005205	LOC108163930|XP_017154952.1|DMIR	LOC6613243|XP_032577709.1|DSEC
OG0005206	LOC108160120|XP_017149402.1|DMIR	LOC6615732|XP_002040103.1|DSEC
OG0005207	LOC108158730|XP_017146823.1|DMIR	LOC6608352|XP_002033089.1|DSEC
OG0005208	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR	LOC6608438|XP_002033172.2|DSEC
OG0005209	LOC108163559|XP_017154413.1|DMIR	LOC6611326|XP_002035873.1|DSEC
OG0005210	LOC108162485|XP_017152724.1|DMIR	LOC6611324|XP_032569997.1|DSEC
OG0005211	LOC108151363|XP_017135411.1|DMIR	LOC6616543|XP_002040902.1|DSEC
OG0005212	LOC108162583|XP_017152884.1|DMIR	LOC6613032|XP_002037522.1|DSEC
OG0005213	LOC108162406|XP_017152624.1|DMIR	LOC6612243|XP_002036755.1|DSEC
OG0005214	LOC108162609|XP_017152917.2|DMIR	LOC6611610|XP_032569861.1|DSEC
OG0005215	LOC108162983|XP_017153478.1|DMIR	LOC6613279|XP_002037756.1|DSEC
OG0005216	LOC108163223|XP_017153868.1|DMIR	LOC6614683|XP_002039110.1|DSEC
OG0005217	LOC108163456|XP_017154234.1|DMIR	LOC6619306|XP_002043523.1|DSEC
OG0005218	LOC108163701|XP_017154625.1|DMIR	LOC6611763|XP_032569709.1|DSEC
OG0005219	LOC108159084|XP_017147528.1|DMIR	LOC6608299|XP_002033036.1|DSEC
OG0005220	LOC108151642|XP_017135837.1|DMIR	LOC6610343|XP_002034929.1|DSEC
OG0005221	LOC108163074|XP_017153643.1|DMIR	LOC6611788|XP_002036311.1|DSEC
OG0005222	LOC108162105|XP_033248993.1|DMIR	LOC6614450|XP_032583030.1|DSEC
OG0005223	LOC108163725|XP_017154667.1|DMIR	LOC6617857|XP_002042165.1|DSEC
OG0005224	LOC108162447|XP_017152678.2|DMIR	LOC6611722|XP_002036253.1|DSEC
OG0005225	LOC108162648|XP_017152967.1|DMIR	LOC6613185|XP_032583688.1|DSEC
OG0005226	LOC108162698|XP_017153037.1|DMIR	LOC6611606|XP_032569862.1|DSEC
OG0005227	LOC108161894|XP_017151778.1|DMIR	LOC6613684|XP_002038154.1|DSEC
OG0005228	LOC108161890|XP_017151774.1|DMIR	LOC6613685|XP_032583465.1|DSEC
OG0005229	LOC108162101|XP_017152150.1|DMIR	LOC6617305|XP_032583498.1|DSEC
OG0005230	LOC108161626|XP_017151412.1|DMIR	LOC6612120|XP_002036637.1|DSEC
OG0005231	LOC108163534|XP_017154376.1|DMIR	LOC6617196|XP_002041523.1|DSEC
OG0005232	LOC108163035|XP_017153573.1|DMIR	LOC6613156|XP_032583321.1|DSEC
OG0005233	LOC108162493|XP_017152735.1|DMIR	LOC6611319|XP_002035866.1|DSEC
OG0005234	LOC108163942|XP_033249258.1|DMIR	LOC6614690|XP_002039117.2|DSEC
OG0005235	LOC108161737|XP_017151550.1|DMIR	LOC6614581|XP_002039009.1|DSEC
OG0005236	LOC108163398|XP_017154149.1|DMIR	LOC6613333|XP_002037809.2|DSEC
OG0005237	LOC108162829|XP_017153247.1|DMIR	LOC6613329|XP_032575599.1|DSEC
OG0005238	LOC108161495|XP_017151259.1|DMIR	LOC6613328|XP_002037804.2|DSEC
OG0005239	LOC108162069|XP_017152103.1|DMIR	LOC6613059|XP_002037542.2|DSEC
OG0005240	LOC108161609|XP_017151397.2|DMIR	LOC6611980|XP_002036497.1|DSEC
OG0005241	LOC108162830|XP_033248700.1|DMIR	LOC6617347|XP_032571638.1|DSEC
OG0005242	LOC108162927|XP_033249645.1|DMIR	LOC6612050|XP_002036567.1|DSEC
OG0005243	LOC108162098|XP_017152148.1|DMIR	LOC6617306|XP_032583495.1|DSEC
OG0005244	LOC108155653|XP_017142094.1|DMIR	LOC6606626|XP_032578851.1|DSEC
OG0005245	LOC108155031|XP_017141083.1|DMIR	LOC6614189|XP_002038636.1|DSEC
OG0005246	LOC108161818|XP_017151667.1|DMIR	LOC6617250|XP_002041577.1|DSEC
OG0005247	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR	LOC6615735|XP_002040106.1|DSEC
OG0005248	LOC108155150|XP_017141299.1|DMIR	LOC6606302|XP_032577077.1|DSEC
OG0005249	LOC108155612|XP_033245137.1|DMIR	LOC6616653|XP_002041010.1|DSEC
OG0005250	LOC108162369|XP_017152572.1|DMIR	LOC6618268|XP_032572310.1|DSEC
OG0005251	LOC108161319|XP_017151034.2|DMIR	LOC6611962|XP_032575933.1|DSEC
OG0005252	LOC108161923|XP_017151828.1|DMIR	LOC6614657|XP_002039084.2|DSEC
