Orthogroup	DMIR.longest_only	DSUB.longest_only
OG0005445	LOC108164121|XP_017155207.1|DMIR	LOC117901291|XP_034667877.1|DSUB
OG0005446	LOC108163485|XP_017154283.1|DMIR	LOC117900842|XP_034667246.1|DSUB
OG0005447	LOC108161957|XP_017151905.2|DMIR	LOC117902214|XP_034669331.1|DSUB
OG0005448	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR	LOC117890208|XP_034650830.1|DSUB
OG0005449	LOC117186316|XP_033242836.1|DMIR	LOC117896631|XP_034660968.1|DSUB
OG0005450	LOC108157096|XP_017144449.1|DMIR	LOC117897451|XP_034662187.1|DSUB
OG0005451	LOC108162393|XP_017152602.1|DMIR	LOC117899988|XP_034666048.1|DSUB
OG0005452	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR	LOC117890707|XP_034651623.1|DSUB
OG0005453	LOC108155207|XP_017141374.1|DMIR	LOC117898904|XP_034664478.1|DSUB
OG0005454	LOC108163183|XP_017153808.1|DMIR	LOC117901706|XP_034668467.1|DSUB
OG0005455	LOC108159536|XP_033247260.1|DMIR	LOC117892213|XP_034654204.1|DSUB
OG0005456	LOC108161927|XP_017151839.1|DMIR	LOC117902288|XP_034669456.1|DSUB
OG0005457	LOC108163929|XP_017154951.1|DMIR	LOC117902175|XP_034669208.1|DSUB
OG0005458	LOC108163628|XP_017154521.1|DMIR	LOC117901568|XP_034668257.1|DSUB
OG0005459	LOC108163602|XP_017154479.1|DMIR	LOC117902077|XP_034669058.1|DSUB
OG0005460	LOC108161825|XP_017151673.2|DMIR	LOC117900099|XP_034666210.1|DSUB
OG0005461	LOC108162079|XP_017152119.1|DMIR	LOC117901450|XP_034668086.1|DSUB
OG0005462	LOC108163752|XP_017154709.1|DMIR	LOC117901241|XP_034667808.1|DSUB
OG0005463	LOC108151134|XP_017135048.1|DMIR	LOC117895085|XP_034658373.1|DSUB
OG0005464	LOC108162077|XP_017152114.1|DMIR	LOC117902750|XP_034670228.1|DSUB
OG0005465	LOC108163291|XP_017153980.2|DMIR	LOC117902174|XP_034669206.1|DSUB
OG0005466	LOC108161924|XP_017151837.1|DMIR	LOC117902172|XP_034669204.1|DSUB
OG0005467	LOC108156201|XP_017143023.1|DMIR	LOC117897533|XP_034662345.1|DSUB
OG0005468	LOC108162782|XP_017153169.1|DMIR	LOC117902785|XP_034670282.1|DSUB
OG0005469	LOC108162194|XP_017152289.1|DMIR	LOC117901371|XP_034667972.1|DSUB
OG0005470	LOC108162192|XP_017152282.1|DMIR	LOC117902291|XP_034669460.1|DSUB
OG0005471	LOC108161938|XP_017151858.1|DMIR	LOC117900018|XP_034666095.1|DSUB
OG0005472	LOC108161944|XP_017151866.1|DMIR	LOC117902580|XP_034669964.1|DSUB
OG0005473	LOC108161830|XP_017151678.1|DMIR	LOC117900106|XP_034666220.1|DSUB
OG0005474	LOC108161259|XP_017150969.1|DMIR	LOC117900431|XP_034666692.1|DSUB
OG0005475	LOC108161806|XP_017151653.1|DMIR	LOC117900430|XP_034666691.1|DSUB
OG0005476	LOC108159913|XP_017149034.1|DMIR	LOC117890621|XP_034651454.1|DSUB
OG0005477	LOC108151776|XP_017136110.1|DMIR	LOC117893440|XP_034655950.1|DSUB
OG0005478	LOC108162413|XP_017152629.1|DMIR	LOC117902084|XP_034669068.1|DSUB
OG0005479	LOC108162411|XP_017152627.1|DMIR	LOC117902081|XP_034669065.1|DSUB
OG0005480	LOC108162414|XP_017152630.1|DMIR	LOC117902085|XP_034669069.1|DSUB
OG0005481	LOC108162820|XP_017153225.1|DMIR	LOC117902370|XP_034669577.1|DSUB
OG0005482	LOC108162818|XP_033249635.1|DMIR	LOC117902710|XP_034670164.1|DSUB
OG0005483	LOC108156528|XP_017143523.1|DMIR	LOC117898045|XP_034663095.1|DSUB
OG0005484	LOC108164211|XP_033249915.1|DMIR	LOC117900452|XP_034666715.1|DSUB
OG0005485	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR	LOC117890600|XP_034651430.1|DSUB
OG0005486	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR	LOC117892018|XP_034653802.1|DSUB
OG0005487	LOC108161987|XP_017151942.1|DMIR	LOC117901360|XP_034667961.1|DSUB
OG0005488	LOC108163118|XP_017153713.2|DMIR	LOC117901220|XP_034667780.1|DSUB
OG0005489	LOC108162995|XP_017153498.1|DMIR	LOC117902745|XP_034670219.1|DSUB
OG0005490	LOC108162993|XP_017153495.1|DMIR	LOC117902738|XP_034670205.1|DSUB
OG0005491	LOC108162769|XP_017153153.1|DMIR	LOC117902432|XP_034669695.1|DSUB
OG0005492	LOC108163263|XP_017153922.1|DMIR	LOC117900512|XP_034666797.1|DSUB
OG0005493	LOC108161514|XP_017151280.1|DMIR	LOC117901099|XP_034667618.1|DSUB
OG0005494	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR	LOC117891443|XP_034652811.1|DSUB
OG0005495	LOC108160404|XP_017149884.1|DMIR	LOC117891647|XP_034653085.1|DSUB
OG0005496	LOC108155666|XP_017142118.1|DMIR	LOC117898670|XP_034664137.1|DSUB
OG0005497	LOC108162001|XP_017151972.1|DMIR	LOC117902631|XP_034670042.1|DSUB
OG0005498	LOC108162005|XP_017151979.1|DMIR	LOC117902637|XP_034670050.1|DSUB
OG0005499	LOC108161999|XP_017151968.1|DMIR	LOC117902614|XP_034670017.1|DSUB
OG0005500	LOC108162007|XP_017151981.1|DMIR	LOC117902618|XP_034670021.1|DSUB
OG0005501	LOC108162756|XP_017153126.1|DMIR	LOC117901238|XP_034667804.1|DSUB
OG0005502	LOC108162757|XP_017153127.1|DMIR	LOC117901239|XP_034667805.1|DSUB
OG0005503	LOC108161857|XP_033248821.1|DMIR	LOC117901528|XP_034668199.1|DSUB
OG0005504	LOC108162675|XP_017153006.1|DMIR	LOC117901569|XP_034668259.1|DSUB
OG0005506	LOC108162886|XP_017153332.1|DMIR	LOC117901592|XP_034668292.1|DSUB
OG0005507	LOC108163934|XP_017154955.1|DMIR	LOC117900231|XP_034666408.1|DSUB
OG0005508	LOC108163150|XP_033248441.1|DMIR	LOC117899987|XP_034666047.1|DSUB
OG0005509	LOC108162653|XP_017152975.1|DMIR	LOC117902807|XP_034670320.1|DSUB
OG0005510	LOC108163744|XP_017154700.2|DMIR	LOC117900126|XP_034666241.1|DSUB
OG0005511	LOC108157780|XP_017145462.1|DMIR	LOC117900785|XP_034667196.1|DSUB
OG0005512	LOC108157570|XP_017145178.1|DMIR	LOC117896308|XP_034660422.1|DSUB
OG0005513	LOC108163766|XP_017154730.1|DMIR	LOC117900848|XP_034667258.1|DSUB
OG0005514	LOC108156886|XP_017144110.1|DMIR	LOC117897576|XP_034662419.1|DSUB
OG0005515	LOC117185696|XP_033250994.1|DMIR, LOC108158149|XP_017145858.2|DMIR	LOC117892379|XP_034654481.1|DSUB
OG0005516	LOC108163370|XP_017154111.2|DMIR	LOC117900846|XP_034667254.1|DSUB
OG0005517	LOC108163293|XP_033249422.1|DMIR	LOC117902192|XP_034669277.1|DSUB
OG0005518	LOC108164264|XP_017155395.1|DMIR	LOC117901658|XP_034668388.1|DSUB
OG0005519	LOC108160411|XP_017149895.1|DMIR, LOC117190817|XP_033251748.1|DMIR	LOC117890527|XP_034651336.1|DSUB
OG0005520	LOC108164008|XP_033248474.1|DMIR	LOC117901006|XP_034667493.1|DSUB
OG0005521	LOC108163830|XP_017154819.1|DMIR	LOC117901500|XP_034668161.1|DSUB
OG0005522	LOC108152442|XP_033242501.1|DMIR	LOC117895415|XP_034658940.1|DSUB
OG0005523	LOC108161800|XP_017151639.2|DMIR	LOC117901508|XP_034668169.1|DSUB
OG0005524	LOC108161421|XP_017151170.1|DMIR	LOC117902096|XP_034669084.1|DSUB
OG0005525	LOC108162968|XP_017153456.1|DMIR	LOC117900041|XP_034666121.1|DSUB
OG0005526	LOC108161323|XP_017151043.2|DMIR	LOC117901583|XP_034668280.1|DSUB
OG0005527	LOC108164437|XP_017155624.1|DMIR	LOC117902964|XP_034670507.1|DSUB
OG0005528	LOC108163186|XP_017153813.1|DMIR	LOC117900298|XP_034666502.1|DSUB
OG0005529	LOC108163509|XP_017154328.1|DMIR	LOC117900199|XP_034666351.1|DSUB
OG0005530	LOC108163307|XP_017154012.1|DMIR	LOC117901613|XP_034668323.1|DSUB
OG0005531	LOC108152151|XP_017136757.1|DMIR	LOC117892992|XP_034655235.1|DSUB
OG0005532	LOC108162464|XP_017152701.1|DMIR	LOC117901213|XP_034667771.1|DSUB
OG0005533	LOC108161719|XP_017151528.1|DMIR	LOC117900226|XP_034666402.1|DSUB
OG0005534	LOC108151217|XP_017135187.1|DMIR	LOC117894720|XP_034657798.1|DSUB
OG0005535	LOC108162424|XP_017152640.1|DMIR	LOC117900216|XP_034666391.1|DSUB
OG0005536	LOC108162725|XP_017153082.1|DMIR	LOC117900951|XP_034667415.1|DSUB
OG0005537	LOC108163734|XP_017154681.1|DMIR	LOC117900015|XP_034666091.1|DSUB
OG0005538	LOC108163339|XP_017154065.1|DMIR	LOC117900488|XP_034666764.1|DSUB
OG0005539	LOC108161736|XP_017151549.1|DMIR	LOC117902237|XP_034669371.1|DSUB
OG0005540	LOC108163584|XP_017154445.1|DMIR	LOC117900573|XP_034666873.1|DSUB
OG0005541	LOC108161697|XP_017151498.1|DMIR	LOC117902008|XP_034668947.1|DSUB
OG0005542	LOC108151176|XP_017135096.2|DMIR	LOC117893032|XP_034655282.1|DSUB
OG0005543	LOC108163222|XP_017153866.1|DMIR	LOC117901303|XP_034667900.1|DSUB
OG0005544	LOC108162346|XP_017152534.1|DMIR	LOC117901953|XP_034668818.1|DSUB
OG0005545	LOC108163770|XP_017154735.1|DMIR	LOC117901531|XP_034668210.1|DSUB
OG0005546	LOC108161797|XP_017151636.2|DMIR	LOC117900675|XP_034667011.1|DSUB
OG0005547	LOC108161778|XP_033249962.1|DMIR	LOC117902793|XP_034670301.1|DSUB
OG0005548	LOC108161775|XP_017151603.2|DMIR	LOC117902782|XP_034670274.1|DSUB
OG0005549	LOC108163552|XP_017154403.1|DMIR	LOC117900359|XP_034666599.1|DSUB
OG0005550	LOC108163126|XP_017153726.1|DMIR	LOC117900514|XP_034666800.1|DSUB
OG0005551	LOC117187920|XP_033246766.1|DMIR, LOC108158466|XP_017146246.2|DMIR	LOC117890598|XP_034651426.1|DSUB
OG0005552	LOC117189484|XP_033250513.1|DMIR, LOC108160306|XP_017149708.1|DMIR	LOC117890686|XP_034651564.1|DSUB
OG0005553	LOC108162673|XP_017153005.1|DMIR	LOC117901566|XP_034668255.1|DSUB
OG0005554	LOC108162722|XP_033250079.1|DMIR	LOC117902273|XP_034669424.1|DSUB
OG0005555	LOC108161758|XP_017151581.1|DMIR	LOC117901603|XP_034668307.1|DSUB
OG0005556	LOC108161755|XP_017151576.1|DMIR	LOC117901109|XP_034667633.1|DSUB
OG0005557	LOC108164028|XP_017155092.1|DMIR	LOC117901397|XP_034668021.1|DSUB
OG0005558	LOC108158844|XP_033243964.1|DMIR	LOC117899345|XP_034665192.1|DSUB
OG0005559	LOC108163218|XP_017153861.1|DMIR	LOC117901801|XP_034668605.1|DSUB
OG0005560	LOC108163299|XP_017153998.1|DMIR	LOC117900160|XP_034666291.1|DSUB
OG0005561	LOC108152520|XP_017137408.1|DMIR	LOC117891160|XP_034652342.1|DSUB
OG0005562	LOC108163649|XP_017154548.1|DMIR	LOC117902427|XP_034669678.1|DSUB
OG0005563	LOC108164458|XP_017155673.1|DMIR	LOC117902942|XP_034670442.1|DSUB
OG0005564	LOC108161315|XP_017151024.2|DMIR	LOC117901580|XP_034668273.1|DSUB
OG0005565	LOC108162027|XP_017152034.1|DMIR	LOC117902323|XP_034669503.1|DSUB
OG0005566	LOC108162028|XP_017152035.1|DMIR	LOC117902325|XP_034669505.1|DSUB
OG0005567	LOC108154055|XP_017139636.1|DMIR	LOC117898329|XP_034663544.1|DSUB
OG0005568	LOC108161958|XP_017151906.2|DMIR	LOC117902215|XP_034669332.1|DSUB
OG0005569	LOC108163783|XP_017154751.1|DMIR	LOC117900049|XP_034666133.1|DSUB
OG0005570	LOC108162994|XP_017153496.1|DMIR	LOC117902741|XP_034670209.1|DSUB
OG0005571	LOC108159179|XP_017147717.1|DMIR, LOC117190098|XP_033251074.1|DMIR	LOC117890135|XP_034650712.1|DSUB
OG0005572	LOC108159068|XP_017147503.1|DMIR	LOC117892173|XP_034654142.1|DSUB
OG0005573	LOC108155390|XP_017141659.1|DMIR	LOC117899238|XP_034665003.1|DSUB
OG0005574	LOC108158101|XP_017145757.1|DMIR	LOC117891974|XP_034653737.1|DSUB
OG0005575	LOC108157536|XP_017145128.1|DMIR	LOC117899428|XP_034665318.1|DSUB
OG0005576	LOC108158800|XP_017146976.2|DMIR, LOC117188163|XP_033247492.1|DMIR	LOC117890359|XP_034651044.1|DSUB
OG0005577	LOC108151411|XP_017135489.1|DMIR	LOC117894384|XP_034657281.1|DSUB
OG0005578	LOC108151577|XP_017135742.1|DMIR	LOC117894748|XP_034657850.1|DSUB
OG0005579	LOC108151578|XP_017135743.1|DMIR	LOC117894752|XP_034657857.1|DSUB
OG0005580	LOC108152032|XP_017136512.1|DMIR	LOC117893729|XP_034656341.1|DSUB
OG0005581	LOC108164678|XP_033245238.1|DMIR	LOC117902498|XP_034670230.1|DSUB
OG0005582	LOC108152832|XP_017137926.1|DMIR	LOC117893731|XP_034656345.1|DSUB
OG0005583	LOC108153042|XP_017138291.1|DMIR	LOC117894328|XP_034657203.1|DSUB
OG0005584	LOC108163556|XP_017154410.1|DMIR	LOC117901720|XP_034668488.1|DSUB
OG0005585	LOC108155741|XP_017142248.1|DMIR	LOC117897373|XP_034662062.1|DSUB
OG0005586	LOC108157339|XP_017144846.1|DMIR	LOC117898231|XP_034663356.1|DSUB
OG0005587	LOC108162890|XP_017153344.1|DMIR	LOC117901420|XP_034668046.1|DSUB
OG0005588	LOC108151813|XP_017136155.1|DMIR	LOC117893714|XP_034656292.1|DSUB
OG0005589	LOC108155211|XP_017141384.1|DMIR	LOC117898908|XP_034664487.1|DSUB
OG0005590	LOC108160587|XP_017150170.1|DMIR	LOC117891181|XP_034652398.1|DSUB
OG0005591	LOC108155109|XP_017141236.1|DMIR	LOC117903011|XP_034670646.1|DSUB
OG0005592	LOC108155136|XP_017141279.1|DMIR	LOC117896281|XP_034660375.1|DSUB
OG0005593	LOC108151031|XP_017134879.1|DMIR	LOC117893956|XP_034656641.1|DSUB
OG0005594	LOC108152795|XP_017137866.1|DMIR	LOC117894635|XP_034657697.1|DSUB
OG0005595	LOC108152794|XP_017137865.1|DMIR	LOC117894630|XP_034657687.1|DSUB
OG0005596	LOC108153070|XP_017138339.1|DMIR	LOC117895469|XP_034659037.1|DSUB
OG0005597	LOC108155932|XP_033244196.1|DMIR	LOC117898941|XP_034664550.1|DSUB
OG0005598	LOC108156563|XP_017143580.1|DMIR	LOC117896685|XP_034661027.1|DSUB
OG0005599	LOC108159067|XP_033248205.1|DMIR	LOC117892171|XP_034654140.1|DSUB
OG0005600	LOC108156997|XP_017144280.1|DMIR	LOC117898223|XP_034663348.1|DSUB
OG0005601	LOC108160579|XP_017150194.1|DMIR	LOC117894197|XP_034657007.1|DSUB
OG0005602	LOC108155064|XP_017141139.1|DMIR	LOC117897971|XP_034662973.1|DSUB
OG0005603	LOC108160650|XP_017150273.1|DMIR, LOC117191312|XP_033252106.1|DMIR	LOC117890942|XP_034651968.1|DSUB
OG0005604	LOC117189828|XP_033250783.1|DMIR, LOC108159689|XP_017148685.1|DMIR	LOC117890383|XP_034651075.1|DSUB
OG0005605	LOC108159691|XP_017148688.1|DMIR, LOC117189483|XP_033250509.1|DMIR	LOC117889882|XP_034650282.1|DSUB
OG0005606	LOC108162291|XP_017152440.1|DMIR	LOC117902730|XP_034670194.1|DSUB
OG0005607	LOC108155412|XP_017141698.1|DMIR	LOC117898361|XP_034663587.1|DSUB
OG0005608	LOC108155408|XP_017141693.1|DMIR	LOC117898349|XP_034663571.1|DSUB
OG0005609	LOC108150963|XP_017134786.1|DMIR	LOC117893920|XP_034656593.1|DSUB
OG0005610	LOC108165492|XP_017157035.1|DMIR	LOC117893037|XP_034655297.1|DSUB
OG0005611	LOC108151434|XP_017135520.1|DMIR	LOC117895040|XP_034658305.1|DSUB
OG0005612	LOC108156170|XP_017142989.1|DMIR	LOC117898404|XP_034663656.1|DSUB
OG0005613	LOC108155103|XP_017141221.1|DMIR	LOC117896114|XP_034660060.1|DSUB
OG0005614	LOC108156119|XP_017142913.1|DMIR	LOC117895960|XP_034659802.1|DSUB
OG0005615	LOC108154780|XP_017140653.1|DMIR	LOC117899337|XP_034665166.1|DSUB
OG0005616	LOC108156073|XP_017142846.1|DMIR	LOC117896385|XP_034660581.1|DSUB
OG0005617	LOC108156747|XP_017143898.1|DMIR	LOC117896439|XP_034660658.1|DSUB
OG0005618	LOC108158499|XP_017146302.1|DMIR	LOC117892534|XP_034654730.1|DSUB
OG0005619	LOC108154990|XP_017141023.1|DMIR	LOC117897763|XP_034662699.1|DSUB
OG0005620	LOC108151707|XP_017135966.1|DMIR	LOC117903298|XP_034671121.1|DSUB
OG0005621	LOC108162160|XP_017152232.1|DMIR	LOC117903874|XP_034672254.1|DSUB
OG0005622	LOC108162416|XP_017152635.1|DMIR	LOC117902303|XP_034669515.1|DSUB
OG0005623	LOC108152265|XP_017136970.1|DMIR	LOC117903653|XP_034671847.1|DSUB
OG0005624	LOC108155030|XP_017141080.1|DMIR	LOC117896401|XP_034660603.1|DSUB
OG0005625	LOC108155186|XP_017141346.1|DMIR	LOC117898972|XP_034664604.1|DSUB
OG0005626	LOC108153958|XP_017139547.1|DMIR	LOC117903470|XP_034671412.1|DSUB
OG0005627	LOC108156042|XP_017142801.1|DMIR	LOC117898379|XP_034663613.1|DSUB
OG0005628	LOC108155120|XP_017141251.2|DMIR	LOC117898256|XP_034663402.1|DSUB
OG0005629	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR	LOC117891121|XP_034652217.1|DSUB
OG0005630	LOC108160170|XP_033247023.1|DMIR	LOC117890238|XP_034650868.1|DSUB
OG0005631	LOC108164909|XP_017156377.1|DMIR	LOC117903702|XP_034671935.1|DSUB
OG0005632	LOC108152344|XP_017137097.1|DMIR	LOC117903532|XP_034671602.1|DSUB
OG0005633	LOC108156490|XP_017143464.2|DMIR	LOC117896588|XP_034660903.1|DSUB
OG0005634	LOC108155087|XP_017141198.1|DMIR	LOC117896384|XP_034660579.1|DSUB
OG0005635	LOC108162510|XP_017152775.1|DMIR	LOC117901590|XP_034668290.1|DSUB
OG0005636	LOC108156976|XP_017144257.1|DMIR	LOC117897425|XP_034662153.1|DSUB
OG0005637	LOC108155865|XP_017142472.1|DMIR	LOC117897093|XP_034661628.1|DSUB
OG0005638	LOC108159437|XP_017148204.1|DMIR	LOC117892494|XP_034654657.1|DSUB
OG0005639	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR	LOC117891766|XP_034653297.1|DSUB
OG0005640	LOC108156654|XP_017143757.1|DMIR	LOC117896763|XP_034661129.1|DSUB
OG0005641	LOC108156628|XP_017143684.1|DMIR	LOC117903798|XP_034672119.1|DSUB
OG0005642	LOC108156089|XP_017142866.1|DMIR	LOC117899510|XP_034665452.1|DSUB
OG0005643	LOC108152540|XP_017137439.1|DMIR	LOC117893338|XP_034655818.1|DSUB
OG0005644	LOC108152539|XP_017137438.1|DMIR	LOC117894319|XP_034657180.1|DSUB
OG0005645	LOC108164594|XP_017155909.1|DMIR	LOC117890671|XP_034651543.1|DSUB
OG0005646	LOC108151086|XP_017134961.1|DMIR	LOC117894498|XP_034657501.1|DSUB
OG0005647	LOC108163557|XP_017154412.1|DMIR	LOC117901737|XP_034668513.1|DSUB
OG0005648	LOC108152431|XP_017137252.1|DMIR	LOC117895511|XP_034659100.1|DSUB
OG0005649	LOC108154109|XP_017139721.1|DMIR	LOC117897769|XP_034662705.1|DSUB
OG0005650	LOC108154104|XP_017139716.1|DMIR	LOC117897259|XP_034661874.1|DSUB
OG0005651	LOC108152834|XP_017137928.1|DMIR	LOC117896082|XP_034660051.1|DSUB, LOC117896162|XP_034660169.1|DSUB
OG0005652	LOC108154751|XP_017140613.1|DMIR	LOC117899709|XP_034665807.1|DSUB
OG0005653	LOC108163273|XP_017153962.1|DMIR	LOC117900005|XP_034666070.1|DSUB
OG0005654	LOC108154138|XP_017139763.1|DMIR	LOC117899415|XP_034665296.1|DSUB
OG0005655	LOC108154815|XP_017140705.1|DMIR	LOC117896526|XP_034660789.1|DSUB
OG0005656	LOC108156072|XP_017142845.1|DMIR	LOC117899775|XP_034665939.1|DSUB
OG0005657	LOC108154094|XP_017139700.1|DMIR	LOC117896129|XP_034660077.1|DSUB
OG0005658	LOC108156214|XP_017143041.1|DMIR	LOC117897206|XP_034661800.1|DSUB
OG0005659	LOC108156292|XP_017143164.1|DMIR	LOC117898771|XP_034664296.1|DSUB
OG0005660	LOC108151146|XP_017135061.1|DMIR	LOC117895062|XP_034658333.1|DSUB
OG0005661	LOC108155458|XP_017141766.1|DMIR	LOC117899241|XP_034665008.1|DSUB
OG0005662	LOC108155664|XP_017142113.1|DMIR	LOC117896754|XP_034661116.1|DSUB
OG0005663	LOC108151093|XP_017134972.1|DMIR	LOC117896730|XP_034661089.1|DSUB
OG0005664	LOC108157315|XP_017144809.1|DMIR	LOC117897215|XP_034661815.1|DSUB
OG0005665	LOC108157184|XP_017144601.1|DMIR	LOC117897276|XP_034661897.1|DSUB
OG0005666	LOC108158724|XP_017146764.1|DMIR	LOC117899518|XP_034665467.1|DSUB
OG0005667	LOC108151483|XP_017135608.1|DMIR	LOC117891022|XP_034652079.1|DSUB
OG0005668	LOC108151770|XP_017136104.1|DMIR	LOC117893232|XP_034655675.1|DSUB
OG0005669	LOC108163072|XP_033248848.1|DMIR	LOC117902680|XP_034670103.1|DSUB
OG0005670	LOC108156974|XP_017144253.1|DMIR	LOC117899229|XP_034664994.1|DSUB
OG0005671	LOC108154009|XP_017139591.1|DMIR	LOC117897957|XP_034662950.1|DSUB
OG0005672	LOC108161322|XP_017151042.1|DMIR	LOC117901582|XP_034668279.1|DSUB
OG0005673	LOC108151030|XP_017134878.1|DMIR	LOC117893954|XP_034656637.1|DSUB
OG0005674	LOC108152184|XP_017136815.1|DMIR	LOC117895484|XP_034659059.1|DSUB
OG0005675	LOC108155848|XP_033245379.1|DMIR	LOC117897497|XP_034662277.1|DSUB
OG0005676	LOC108152922|XP_017138091.1|DMIR	LOC117893482|XP_034656003.1|DSUB
OG0005677	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR	LOC117889973|XP_034650430.1|DSUB
OG0005678	LOC108156139|XP_017142942.1|DMIR	LOC117897001|XP_034661451.1|DSUB
OG0005679	LOC108154312|XP_017140058.1|DMIR	LOC117896231|XP_034660258.1|DSUB
OG0005681	LOC108154804|XP_017140691.1|DMIR	LOC117898530|XP_034663890.1|DSUB
OG0005682	LOC108154800|XP_017140686.1|DMIR	LOC117898517|XP_034663875.1|DSUB
OG0005683	LOC108151262|XP_017135272.1|DMIR	LOC117896819|XP_034661269.1|DSUB
OG0005684	LOC108165491|XP_017157034.1|DMIR	LOC117893035|XP_034655291.1|DSUB
OG0005685	LOC108152386|XP_017137172.1|DMIR	LOC117891579|XP_034652999.1|DSUB
OG0005686	LOC108155984|XP_017142664.1|DMIR	LOC117899794|XP_034665965.1|DSUB
OG0005687	LOC108153493|XP_017139029.1|DMIR	LOC117894834|XP_034657973.1|DSUB
OG0005688	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR	LOC117891368|XP_034652696.1|DSUB
OG0005689	LOC108152490|XP_017137354.1|DMIR	LOC117890316|XP_034650996.1|DSUB
OG0005690	LOC108154701|XP_033244171.1|DMIR	LOC117899563|XP_034665559.1|DSUB
OG0005691	LOC108155362|XP_017141613.1|DMIR	LOC117898877|XP_034664451.1|DSUB
OG0005692	LOC108163562|XP_017154415.1|DMIR	LOC117900697|XP_034667041.1|DSUB
OG0005693	LOC108150914|XP_017134728.1|DMIR	LOC117894563|XP_034657577.1|DSUB
OG0005694	LOC108157488|XP_017145074.1|DMIR	LOC117897480|XP_034662233.1|DSUB
OG0005695	LOC108156802|XP_017143974.1|DMIR	LOC117896762|XP_034661127.1|DSUB
OG0005696	LOC108156803|XP_017143979.1|DMIR	LOC117896764|XP_034661130.1|DSUB
OG0005697	LOC108156653|XP_017143756.1|DMIR	LOC117896758|XP_034661122.1|DSUB
OG0005698	LOC108159600|XP_017148543.1|DMIR	LOC117892696|XP_034654998.1|DSUB
OG0005699	LOC108157226|XP_017144672.1|DMIR	LOC117899226|XP_034664991.1|DSUB
OG0005700	LOC108163102|XP_017153684.2|DMIR	LOC117903041|XP_034670667.1|DSUB
OG0005701	LOC108161767|XP_017151589.1|DMIR	LOC117901623|XP_034668342.1|DSUB
OG0005702	LOC108164862|XP_017156286.1|DMIR	LOC117902145|XP_034669175.1|DSUB
OG0005703	LOC108159871|XP_017148961.1|DMIR	LOC117891770|XP_034653317.1|DSUB
OG0005704	LOC108152620|XP_017137583.1|DMIR	LOC117898502|XP_034663839.1|DSUB
OG0005705	LOC108153678|XP_017139284.1|DMIR	LOC117894829|XP_034657968.1|DSUB
OG0005706	LOC108155119|XP_017141250.1|DMIR	LOC117898254|XP_034663399.1|DSUB
OG0005707	LOC108164814|XP_033248960.1|DMIR	LOC117891264|XP_034652531.1|DSUB
OG0005708	LOC108150831|XP_017134628.1|DMIR	LOC117902957|XP_034670489.1|DSUB
OG0005709	LOC108156317|XP_017143195.1|DMIR	LOC117896895|XP_034661319.1|DSUB
OG0005710	LOC108154223|XP_017139939.1|DMIR	LOC117899281|XP_034665077.1|DSUB
OG0005711	LOC108153114|XP_017138390.1|DMIR	LOC117894824|XP_034657962.1|DSUB
OG0005712	LOC108161803|XP_017151648.1|DMIR	LOC117900428|XP_034666687.1|DSUB
OG0005713	LOC108157563|XP_017145170.1|DMIR	LOC117897334|XP_034661995.1|DSUB
OG0005714	LOC108154763|XP_017140634.1|DMIR	LOC117896597|XP_034660914.1|DSUB
OG0005715	LOC108155086|XP_017141195.1|DMIR	LOC117896383|XP_034660576.1|DSUB
OG0005716	LOC108155909|XP_017142543.1|DMIR	LOC117897090|XP_034661621.1|DSUB
OG0005717	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR	LOC117896461|XP_034660685.1|DSUB
OG0005718	LOC108155977|XP_017142655.1|DMIR	LOC117899788|XP_034665954.1|DSUB
OG0005719	LOC108156596|XP_017143626.1|DMIR	LOC117897273|XP_034661890.1|DSUB
OG0005720	LOC108154950|XP_017140945.1|DMIR	LOC117899026|XP_034664677.1|DSUB
OG0005721	LOC108157460|XP_017145021.1|DMIR	LOC117897875|XP_034662841.1|DSUB
OG0005722	LOC108155759|XP_017142289.1|DMIR	LOC117898891|XP_034664464.1|DSUB
OG0005723	LOC108154294|XP_017140035.1|DMIR	LOC117896399|XP_034660600.1|DSUB
OG0005724	LOC108160005|XP_033248382.1|DMIR	LOC117890420|XP_034651129.1|DSUB
OG0005725	LOC108157071|XP_017144395.1|DMIR	LOC117899088|XP_034664756.1|DSUB
OG0005726	LOC108165102|XP_017156647.1|DMIR	LOC117903077|XP_034670763.1|DSUB
OG0005727	LOC108156006|XP_017142697.1|DMIR	LOC117898681|XP_034664155.1|DSUB
OG0005728	LOC108154129|XP_017139752.1|DMIR	LOC117896861|XP_034661281.1|DSUB
