Orthogroup	DMIR.longest_only	HILL.longest_only
OG0004360	LOC108151417|XP_017135497.1|DMIR	LOC119650254|XP_037908774.1|HILL
OG0004361	LOC108154209|XP_017139921.1|DMIR	LOC119658859|XP_037922540.1|HILL
OG0004362	LOC108151796|XP_017136135.1|DMIR	LOC119654367|XP_037915640.1|HILL
OG0004363	LOC108159458|XP_017148250.1|DMIR	LOC119653713|XP_037914522.1|HILL
OG0004364	LOC108160980|XP_017150771.1|DMIR	LOC119654391|XP_037915693.1|HILL
OG0004365	LOC117192331|XP_033252869.1|DMIR, LOC108159595|XP_017148538.1|DMIR	LOC119655039|XP_037916645.1|HILL
OG0004366	LOC108162776|XP_017153161.1|DMIR	LOC119649159|XP_037907099.1|HILL
OG0004367	LOC108151373|XP_017135424.1|DMIR	LOC119647668|XP_037904673.1|HILL
OG0004368	LOC108151431|XP_017135515.1|DMIR	LOC119650091|XP_037908534.1|HILL
OG0004369	LOC108158999|XP_017147352.1|DMIR, LOC117191610|XP_033252319.1|DMIR	LOC119656327|XP_037918717.1|HILL
OG0004370	LOC117188313|XP_033247850.1|DMIR, LOC108158781|XP_017146944.2|DMIR	LOC119653925|XP_037915012.1|HILL
OG0004371	LOC108151709|XP_017135968.1|DMIR	LOC119654595|XP_037915992.1|HILL
OG0004372	LOC117192788|XP_033253430.1|DMIR, LOC108160098|XP_017149371.1|DMIR	LOC119656004|XP_037918172.1|HILL
OG0004373	LOC108159531|XP_017148394.1|DMIR, LOC117191929|XP_033252566.1|DMIR	LOC119654003|XP_037915093.1|HILL
OG0004374	LOC117188295|XP_033247811.1|DMIR, LOC108159016|XP_033247766.1|DMIR	LOC119656194|XP_037918476.1|HILL
OG0004375	LOC108151078|XP_017134950.1|DMIR	LOC119649351|XP_037907386.1|HILL
OG0004376	LOC108153550|XP_017139107.1|DMIR	LOC119649141|XP_037907077.1|HILL
OG0004377	LOC108151999|XP_017136457.1|DMIR	LOC119658643|XP_037922107.1|HILL
OG0004378	LOC108159659|XP_017148621.2|DMIR, LOC117187984|XP_033246940.1|DMIR	LOC119655153|XP_037916819.1|HILL
OG0004379	LOC108159596|XP_017148539.1|DMIR, LOC117193204|XP_033253845.1|DMIR	LOC119654502|XP_037915863.1|HILL
OG0004380	LOC108160631|XP_017150247.2|DMIR, LOC117188196|XP_033247567.1|DMIR	LOC119655712|XP_037917673.1|HILL
OG0004381	LOC108156344|XP_017143231.1|DMIR	LOC119658661|XP_037922142.1|HILL
OG0004382	LOC117189846|XP_033250810.1|DMIR, LOC108159098|XP_017147558.1|DMIR	LOC119654627|XP_037916027.1|HILL
OG0004383	LOC108159791|XP_017148843.1|DMIR, LOC117189953|XP_033250926.1|DMIR	LOC119655686|XP_037917617.1|HILL
OG0004384	LOC117188204|XP_033247581.1|DMIR, LOC117190657|XP_033251602.1|DMIR	LOC119655157|XP_037916832.1|HILL
OG0004385	LOC108159954|XP_017149109.2|DMIR, LOC117185811|XP_033246891.1|DMIR	LOC119655463|XP_037917291.1|HILL
OG0004386	LOC108160741|XP_017150422.1|DMIR, LOC117190417|XP_033251385.1|DMIR	LOC119655049|XP_037916664.1|HILL
OG0004387	LOC108151362|XP_017135410.1|DMIR	LOC119650374|XP_037909037.1|HILL
OG0004388	LOC108159796|XP_017148848.1|DMIR	LOC119655984|XP_037918149.1|HILL
OG0004389	LOC117186827|XP_033244010.1|DMIR, LOC108151901|XP_017136299.2|DMIR	LOC119654780|XP_037916252.1|HILL
OG0004390	LOC108153467|XP_017138986.1|DMIR	LOC119648992|XP_037906846.1|HILL
OG0004391	LOC117193491|XP_033254133.1|DMIR, LOC108158219|XP_017145934.1|DMIR	LOC119649329|XP_037907362.1|HILL
OG0004392	LOC108151876|XP_017136261.1|DMIR	LOC119647445|XP_037904296.1|HILL
OG0004393	LOC117185725|XP_033250950.1|DMIR, LOC108158486|XP_033246956.1|DMIR	LOC119660021|XP_037924357.1|HILL
OG0004394	LOC108159071|XP_017147506.1|DMIR	LOC119646787|XP_037903297.1|HILL
OG0004395	LOC108160678|XP_017150320.1|DMIR	LOC119656103|XP_037918343.1|HILL
OG0004396	LOC117185840|XP_033253454.1|DMIR, LOC108159641|XP_017148595.1|DMIR	LOC119655636|XP_037917537.1|HILL
OG0004397	LOC117190192|XP_033251145.1|DMIR, LOC108159040|XP_017147452.1|DMIR	LOC119655533|XP_037917375.1|HILL
OG0004398	LOC117185752|XP_033248261.1|DMIR, LOC117189360|XP_033250384.1|DMIR, LOC108159043|XP_017147456.2|DMIR	LOC119653800|XP_037914743.1|HILL
OG0004399	LOC117192376|XP_033252932.1|DMIR, LOC108159035|XP_017147445.1|DMIR, LOC117192375|XP_033252931.1|DMIR	LOC119654844|XP_037916351.1|HILL
OG0004400	LOC108155015|XP_017141056.1|DMIR	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL
OG0004401	LOC117190568|XP_033251516.1|DMIR, LOC117189667|XP_033250663.1|DMIR, LOC108160817|XP_017150532.1|DMIR	LOC119655707|XP_037917653.1|HILL
OG0004402	LOC117187902|XP_033246730.1|DMIR, LOC117189665|XP_033250662.1|DMIR, LOC108159679|XP_017148661.2|DMIR	LOC119655323|XP_037917090.1|HILL
OG0004403	LOC117190510|XP_033251467.1|DMIR, LOC108159662|XP_017148628.1|DMIR	LOC119655721|XP_037917682.1|HILL
OG0004404	LOC117192701|XP_033253329.1|DMIR, LOC108159999|XP_017149205.1|DMIR	LOC119656253|XP_037918597.1|HILL
OG0004405	LOC108153491|XP_017139021.1|DMIR	LOC119649563|XP_037907687.1|HILL
OG0004406	LOC108152590|XP_017137530.1|DMIR	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL
OG0004407	LOC108159586|XP_017148525.1|DMIR, LOC117193950|XP_033254498.1|DMIR	LOC119655023|XP_037916626.1|HILL
OG0004408	LOC108153648|XP_017139242.1|DMIR	LOC119648240|XP_037905796.1|HILL
OG0004409	LOC108164444|XP_017155640.1|DMIR	LOC119661037|XP_037926134.1|HILL
OG0004410	LOC108158385|XP_017146127.2|DMIR, LOC117187727|XP_033246401.1|DMIR	LOC119654218|XP_037915359.1|HILL
OG0004411	LOC108151367|XP_017135416.1|DMIR	LOC119654624|XP_037916024.1|HILL
OG0004412	LOC108151365|XP_017135414.1|DMIR	LOC119655450|XP_037917276.1|HILL
OG0004413	LOC108160361|XP_017149820.1|DMIR	LOC119654439|XP_037915766.1|HILL
OG0004414	LOC108160391|XP_017149867.1|DMIR, LOC117191097|XP_033251951.1|DMIR	LOC119653520|XP_037914116.1|HILL
OG0004415	LOC117189349|XP_033250378.1|DMIR, LOC117190400|XP_033251366.1|DMIR, LOC108158193|XP_017145901.1|DMIR	LOC119654312|XP_037915563.1|HILL
OG0004416	LOC117188314|XP_033247852.1|DMIR, LOC108158783|XP_017146949.2|DMIR	LOC119653589|XP_037914267.1|HILL
OG0004417	LOC108154772|XP_017140645.1|DMIR	LOC119652493|XP_037912604.1|HILL
OG0004418	LOC108160111|XP_033251816.1|DMIR, LOC117185928|XP_033246426.1|DMIR	LOC119655953|XP_037918085.1|HILL
OG0004419	LOC108160247|XP_017149598.1|DMIR	LOC119654306|XP_037915553.1|HILL
OG0004420	LOC108160305|XP_017149707.1|DMIR	LOC119652373|XP_037912398.1|HILL
OG0004421	LOC108153464|XP_017138982.1|DMIR	LOC119647886|XP_037905108.1|HILL
OG0004422	LOC108152162|XP_017136770.1|DMIR	LOC119650068|XP_037908493.1|HILL
OG0004423	LOC117190440|XP_033251410.1|DMIR, LOC108158454|XP_017146229.2|DMIR, LOC117187971|XP_033246903.1|DMIR	LOC119655174|XP_037916852.1|HILL
OG0004424	LOC108160251|XP_017149604.1|DMIR	LOC119656178|XP_037918452.1|HILL
OG0004425	LOC108152049|XP_017136540.1|DMIR	LOC119648281|XP_037905864.1|HILL
OG0004426	LOC108151789|XP_017136127.1|DMIR	LOC119648186|XP_037905700.1|HILL
OG0004427	LOC108152702|XP_017137711.1|DMIR	LOC119648116|XP_037905566.1|HILL
OG0004428	LOC108157158|XP_017144556.1|DMIR	LOC119658301|XP_037921529.1|HILL
OG0004429	LOC108161827|XP_017151675.2|DMIR	LOC119661731|XP_037927126.1|HILL
OG0004430	LOC108152366|XP_017137134.1|DMIR	LOC119647862|XP_037905059.1|HILL
OG0004431	LOC108156095|XP_017142873.1|DMIR	LOC119650600|XP_037909385.1|HILL
OG0004432	LOC108156094|XP_017142872.1|DMIR	LOC119653188|XP_037913672.1|HILL
OG0004433	LOC108153223|XP_017138540.1|DMIR	LOC119649740|XP_037907950.1|HILL
OG0004434	LOC108159042|XP_017147455.1|DMIR	LOC119655017|XP_037916617.1|HILL
OG0004435	LOC108159336|XP_017148021.1|DMIR, LOC117191036|XP_033251897.1|DMIR	LOC119655970|XP_037918131.1|HILL
OG0004436	LOC117185936|XP_033254756.1|DMIR, LOC108159469|XP_033246220.1|DMIR	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL
OG0004437	LOC117193454|XP_033254101.1|DMIR, LOC108160436|XP_017149933.1|DMIR	LOC119654938|XP_037916519.1|HILL
OG0004438	LOC108159795|XP_017148846.1|DMIR, LOC117189949|XP_033250922.1|DMIR	LOC119653878|XP_037914922.1|HILL
OG0004439	LOC117189424|XP_033250440.1|DMIR, LOC108159291|XP_017147945.1|DMIR	LOC119653856|XP_037914835.1|HILL
OG0004440	LOC117189448|XP_033250466.1|DMIR, LOC108158396|XP_017146142.1|DMIR	LOC119654326|XP_037915582.1|HILL
OG0004441	LOC108163031|XP_017153565.1|DMIR	LOC119654459|XP_037915799.1|HILL
OG0004442	LOC117189300|XP_033250351.1|DMIR, LOC117193218|XP_033253862.1|DMIR, LOC108160238|XP_017149584.1|DMIR	LOC119660804|XP_037925564.1|HILL
OG0004443	LOC108152976|XP_017138190.1|DMIR	LOC119653494|XP_037914057.1|HILL
OG0004444	LOC108160506|XP_017150035.2|DMIR, LOC117187947|XP_033246838.1|DMIR	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL
OG0004445	LOC117190978|XP_033251849.1|DMIR, LOC108160623|XP_017150231.1|DMIR	LOC119654885|XP_037916425.1|HILL
OG0004446	LOC108157115|XP_017144485.1|DMIR	LOC119652750|XP_037912977.1|HILL
OG0004447	LOC108156788|XP_017143953.1|DMIR	LOC119649981|XP_037908350.1|HILL
OG0004448	LOC108159782|XP_017148832.1|DMIR, LOC117192887|XP_033253523.1|DMIR	LOC119660583|XP_037925166.1|HILL
OG0004449	LOC108152916|XP_017138082.1|DMIR	LOC119647804|XP_037904947.1|HILL
OG0004450	LOC108159319|XP_017147997.1|DMIR	LOC119654334|XP_037915594.1|HILL
OG0004451	LOC108160396|XP_017149874.1|DMIR	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL
OG0004452	LOC108160867|XP_017150617.1|DMIR, LOC117193680|XP_033254306.1|DMIR	LOC119655369|XP_037917161.1|HILL
OG0004453	LOC117185873|XP_033251768.1|DMIR, LOC108159736|XP_017148761.1|DMIR	LOC119660879|XP_037925722.1|HILL
OG0004454	LOC108157303|XP_017144793.1|DMIR	LOC119658677|XP_037922167.1|HILL
OG0004455	LOC108153336|XP_017138761.1|DMIR	LOC119649522|XP_037907634.1|HILL
OG0004456	LOC117188815|XP_033249132.1|DMIR, LOC108161255|XP_033246500.1|DMIR, LOC117188814|XP_033249131.1|DMIR	LOC119649345|XP_037907381.1|HILL
OG0004457	LOC108152756|XP_017137805.1|DMIR	LOC119649145|XP_037907084.1|HILL
OG0004458	LOC108152853|XP_017137960.1|DMIR	LOC119648170|XP_037905677.1|HILL
OG0004459	LOC108152324|XP_017137059.1|DMIR	LOC119648066|XP_037905466.1|HILL
OG0004460	LOC108150942|XP_017134765.1|DMIR	LOC119648485|XP_037906178.1|HILL
OG0004461	LOC108152940|XP_017138124.1|DMIR	LOC119649849|XP_037908134.1|HILL
OG0004462	LOC108150923|XP_017134742.1|DMIR	LOC119648019|XP_037905356.1|HILL
OG0004463	LOC108152459|XP_017137311.1|DMIR	LOC119647621|XP_037904592.1|HILL
OG0004464	LOC108152115|XP_033243965.1|DMIR	LOC119648065|XP_037905462.1|HILL
OG0004465	LOC108162850|XP_017153282.1|DMIR	LOC119649308|XP_037907334.1|HILL
OG0004466	LOC108153494|XP_017139033.1|DMIR	LOC119650058|XP_037908476.1|HILL
OG0004467	LOC108153575|XP_017139143.1|DMIR	LOC119649532|XP_037907647.1|HILL
OG0004468	LOC108153573|XP_017139142.1|DMIR	LOC119649956|XP_037908320.1|HILL
OG0004469	LOC108151039|XP_017134896.1|DMIR	LOC119650421|XP_037909155.1|HILL
OG0004470	LOC108163130|XP_017153734.1|DMIR	LOC119648034|XP_037905388.1|HILL
OG0004471	LOC108154759|XP_017140623.2|DMIR	LOC119647538|XP_037904454.1|HILL
OG0004472	LOC117193315|XP_033253939.1|DMIR, LOC108159865|XP_017148955.1|DMIR	LOC119654230|XP_037915381.1|HILL
OG0004473	LOC117188457|XP_033248254.1|DMIR, LOC108158634|XP_017146604.1|DMIR	LOC119654102|XP_037915194.1|HILL
OG0004474	LOC108158631|XP_017146600.1|DMIR, LOC117187806|XP_033246551.1|DMIR, LOC117190738|XP_033251692.1|DMIR	LOC119655915|XP_037918008.1|HILL
OG0004475	LOC108159529|XP_017148390.2|DMIR, LOC117187839|XP_033246601.1|DMIR	LOC119654538|XP_037915911.1|HILL
OG0004477	LOC108160272|XP_017149642.1|DMIR	LOC119655687|XP_037917619.1|HILL
OG0004478	LOC108160792|XP_017150489.1|DMIR	LOC119656182|XP_037918460.1|HILL
OG0004479	LOC117190914|XP_033251811.1|DMIR, LOC108158892|XP_017147168.1|DMIR	LOC119651321|XP_037910782.1|HILL
OG0004480	LOC108163046|XP_017153600.1|DMIR	LOC119657801|XP_037920825.1|HILL
OG0004481	LOC108159734|XP_017148758.2|DMIR, LOC117191745|XP_033252419.1|DMIR, LOC117188215|XP_033247606.1|DMIR	LOC119655521|XP_037917363.1|HILL
OG0004482	LOC108157738|XP_017145404.1|DMIR	LOC119657731|XP_037920701.1|HILL
OG0004483	LOC108159527|XP_017148385.1|DMIR	LOC119655882|XP_037917946.1|HILL
OG0004484	LOC108154306|XP_033245084.1|DMIR	LOC119660016|XP_037924322.1|HILL
OG0004485	LOC108165253|XP_033243635.1|DMIR	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL
OG0004486	LOC117189516|XP_033250554.1|DMIR, LOC108158399|XP_017146146.1|DMIR, LOC117189517|XP_033250555.1|DMIR	LOC119654926|XP_037916505.1|HILL
OG0004487	LOC108152040|XP_017136528.1|DMIR	LOC119647634|XP_037904622.1|HILL
OG0004490	LOC108160617|XP_017150222.1|DMIR, LOC117194148|XP_033254690.1|DMIR	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL
OG0004491	LOC108161234|XP_017150948.1|DMIR	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL
OG0004492	LOC108152024|XP_017136494.1|DMIR	LOC119650377|XP_037909042.1|HILL
OG0004494	LOC108156609|XP_017143642.1|DMIR	LOC119660236|XP_037924613.1|HILL
OG0004504	LOC108154925|XP_017140873.1|DMIR	LOC119647320|XP_037904174.1|HILL
OG0004505	LOC108155471|XP_017141781.1|DMIR	LOC119650723|XP_037909674.1|HILL
OG0004506	LOC108154899|XP_017140837.1|DMIR	LOC119652609|XP_037912770.1|HILL
OG0004507	LOC108157169|XP_017144577.1|DMIR	LOC119652668|XP_037912862.1|HILL
OG0004508	LOC108157514|XP_017145103.1|DMIR	LOC119653115|XP_037913567.1|HILL
OG0004509	LOC108153282|XP_017138643.1|DMIR	LOC119656759|XP_037919258.1|HILL
OG0004510	LOC108159259|XP_017147892.1|DMIR	LOC119656676|XP_037919088.1|HILL
OG0004511	LOC108155951|XP_033244243.1|DMIR	LOC119648920|XP_037906757.1|HILL
OG0004512	LOC108164428|XP_017155597.1|DMIR	LOC119661038|XP_037926138.1|HILL
OG0004513	LOC108164447|XP_017155650.1|DMIR	LOC119660944|XP_037925874.1|HILL
OG0004514	LOC108164468|XP_017155704.1|DMIR	LOC119660737|XP_037925347.1|HILL
OG0004515	LOC108161915|XP_017151821.1|DMIR	LOC119661621|XP_037926969.1|HILL
OG0004516	LOC108153058|XP_033242344.1|DMIR	LOC119657143|XP_037919843.1|HILL
OG0004517	LOC108160901|XP_017150665.1|DMIR	LOC119658463|XP_037921796.1|HILL
OG0004518	LOC117186700|XP_033243678.1|DMIR	LOC119656545|XP_037918833.1|HILL
OG0004519	LOC108155272|XP_017141467.1|DMIR	LOC119651476|XP_037911014.1|HILL
OG0004520	LOC117186501|XP_033243271.1|DMIR, LOC117186088|XP_033242079.1|DMIR	LOC119657546|XP_037920421.1|HILL
OG0004521	LOC108159177|XP_017147711.1|DMIR	LOC119648168|XP_037905675.1|HILL
OG0004522	LOC108162498|XP_017152756.1|DMIR	LOC119656793|XP_037919329.1|HILL
OG0004523	LOC108154622|XP_017140432.1|DMIR	LOC119658680|XP_037922172.1|HILL
OG0004524	LOC108152391|XP_017137182.1|DMIR	LOC119661693|XP_037927067.1|HILL
OG0004525	LOC108155125|XP_017141260.1|DMIR	LOC119656544|XP_037918829.1|HILL
OG0004526	LOC108160327|XP_033241990.1|DMIR	LOC119656971|XP_037919627.1|HILL
OG0004527	LOC117191670|XP_033252366.1|DMIR, LOC117191671|XP_033252368.1|DMIR, LOC108159239|XP_017147846.1|DMIR	LOC119658350|XP_037921635.1|HILL
OG0004528	LOC108156981|XP_017144265.1|DMIR	LOC119658352|XP_037921638.1|HILL
OG0004529	LOC108160267|XP_017149634.1|DMIR	LOC119658524|XP_037921930.1|HILL
OG0004530	LOC108152114|XP_017136682.1|DMIR	LOC119655619|XP_037917517.1|HILL
OG0004531	LOC108157775|XP_017145453.1|DMIR	LOC119661641|XP_037926997.1|HILL
OG0004532	LOC117187119|XP_033245005.1|DMIR, LOC108158734|XP_017146830.1|DMIR	LOC119656865|XP_037919449.1|HILL
OG0004533	LOC108165051|XP_017156585.1|DMIR	LOC119657875|XP_037920930.1|HILL
OG0004534	LOC117186841|XP_033244039.1|DMIR	LOC119653431|XP_037913940.1|HILL
OG0004535	LOC108151147|XP_017135062.1|DMIR	LOC119648743|XP_037906490.1|HILL
OG0004536	LOC108157307|XP_017144804.1|DMIR	LOC119656821|XP_037919382.1|HILL
OG0004537	LOC108163163|XP_017153777.1|DMIR	LOC119658353|XP_037921639.1|HILL
OG0004538	LOC117193036|XP_033253661.1|DMIR, LOC108158678|XP_017146696.1|DMIR	LOC119661120|XP_037926243.1|HILL
OG0004539	LOC108155166|XP_017141320.1|DMIR	LOC119651648|XP_037911252.1|HILL
OG0004540	LOC108159045|XP_017147468.1|DMIR	LOC119657192|XP_037919923.1|HILL
OG0004541	LOC108158547|XP_017146444.1|DMIR, LOC117191046|XP_033251905.1|DMIR	LOC119657931|XP_037921047.1|HILL
OG0004542	LOC108153085|XP_017138358.1|DMIR	LOC119657313|XP_037920099.1|HILL
OG0004543	LOC108151094|XP_017134973.1|DMIR	LOC119657455|XP_037920297.1|HILL
OG0004544	LOC108159592|XP_033246502.1|DMIR	LOC119657407|XP_037920227.1|HILL
OG0004545	LOC108156003|XP_017142693.1|DMIR	LOC119650804|XP_037909871.1|HILL
OG0004546	LOC108158152|XP_017145862.1|DMIR	LOC119655155|XP_037916834.1|HILL
OG0004547	LOC108152526|XP_017137419.1|DMIR	LOC119656805|XP_037919343.1|HILL
OG0004548	LOC108164731|XP_017156113.1|DMIR	LOC119657452|XP_037920294.1|HILL
OG0004549	LOC108164669|XP_033243701.1|DMIR	LOC119656669|XP_037919078.1|HILL
OG0004550	LOC108165110|XP_017156657.1|DMIR	LOC119656744|XP_037919231.1|HILL
OG0004551	LOC108159439|XP_017148207.1|DMIR	LOC119657191|XP_037919922.1|HILL
OG0004552	LOC108153251|XP_017138590.1|DMIR	LOC119658388|XP_037921685.1|HILL
OG0004553	LOC108152089|XP_017136618.1|DMIR	LOC119655547|XP_037917394.1|HILL
OG0004554	LOC108156692|XP_017143828.1|DMIR	LOC119657939|XP_037921056.1|HILL
OG0004555	LOC108156719|XP_017143862.1|DMIR	LOC119657836|XP_037920884.1|HILL
OG0004556	LOC108160137|XP_017149433.1|DMIR	LOC119657562|XP_037920447.1|HILL
OG0004557	LOC108156219|XP_033244793.1|DMIR	LOC119658466|XP_037921808.1|HILL
OG0004558	LOC108151043|XP_017134908.1|DMIR	LOC119657531|XP_037920401.1|HILL
OG0004559	LOC108154678|XP_017140509.1|DMIR	LOC119652312|XP_037912251.1|HILL
OG0004560	LOC108154076|XP_017139672.1|DMIR	LOC119658602|XP_037922000.1|HILL
OG0004561	LOC108156480|XP_017143446.1|DMIR	LOC119646295|XP_037902638.1|HILL
OG0004562	LOC108156199|XP_017143022.2|DMIR	LOC119651060|XP_037910318.1|HILL
OG0004563	LOC108157582|XP_017145193.1|DMIR	LOC119652480|XP_037912581.1|HILL
OG0004564	LOC108157202|XP_017144623.1|DMIR	LOC119651625|XP_037911215.1|HILL
OG0004565	LOC108155379|XP_017141641.1|DMIR	LOC119651338|XP_037910819.1|HILL
OG0004566	LOC108163741|XP_017154693.1|DMIR	LOC119657893|XP_037920965.1|HILL
OG0004567	LOC108158793|XP_017146972.1|DMIR	LOC119656696|XP_037919127.1|HILL
OG0004568	LOC108153626|XP_017139218.1|DMIR	LOC119658356|XP_037921642.1|HILL
OG0004569	LOC108156337|XP_017143225.1|DMIR	LOC119651996|XP_037911846.1|HILL
OG0004570	LOC108159269|XP_017147917.2|DMIR, LOC117188488|XP_033248321.1|DMIR	LOC119658240|XP_037921446.1|HILL
OG0004571	LOC108163731|XP_017154680.1|DMIR	LOC119656721|XP_037919176.1|HILL
OG0004572	LOC108162415|XP_017152631.1|DMIR	LOC119656948|XP_037919589.1|HILL
OG0004573	LOC108154988|XP_017141018.1|DMIR	LOC119651558|XP_037911119.1|HILL
OG0004574	LOC108164959|XP_017156456.1|DMIR	LOC119657523|XP_037920395.1|HILL
OG0004575	LOC108164615|XP_017155944.1|DMIR	LOC119657664|XP_037920618.1|HILL
OG0004576	LOC108157398|XP_017144926.1|DMIR	LOC119652608|XP_037912769.1|HILL
OG0004577	LOC108157159|XP_017144558.1|DMIR	LOC119656889|XP_037919489.1|HILL
OG0004578	LOC108158934|XP_017147235.1|DMIR	LOC119657677|XP_037920634.1|HILL
OG0004579	LOC108162269|XP_017152409.1|DMIR	LOC119654883|XP_037916420.1|HILL
OG0004580	LOC108154633|XP_017140445.2|DMIR	LOC119657833|XP_037920878.1|HILL
OG0004581	LOC108155737|XP_017142242.1|DMIR	LOC119651764|XP_037911432.1|HILL
OG0004582	LOC108156425|XP_017143366.1|DMIR	LOC119659766|XP_037923958.1|HILL
OG0004583	LOC108153862|XP_017139460.1|DMIR	LOC119657310|XP_037920097.1|HILL
OG0004584	LOC117192962|XP_033253575.1|DMIR, LOC108160544|XP_017150096.1|DMIR	LOC119657387|XP_037920200.1|HILL
OG0004585	LOC108157471|XP_017145039.1|DMIR	LOC119659522|XP_037923586.1|HILL
OG0004586	LOC108160728|XP_017150441.1|DMIR	LOC119656710|XP_037919158.1|HILL
OG0004587	LOC108154617|XP_017140427.1|DMIR	LOC119658596|XP_037921988.1|HILL
OG0004588	LOC108154627|XP_017140438.1|DMIR	LOC119658604|XP_037922007.1|HILL
OG0004589	LOC108157604|XP_017145225.1|DMIR	LOC119657910|XP_037921012.1|HILL
OG0004590	LOC108156457|XP_033244165.1|DMIR	LOC119651926|XP_037911684.1|HILL
OG0004591	LOC108155910|XP_017142545.1|DMIR	LOC119651434|XP_037910961.1|HILL
OG0004592	LOC108154479|XP_017140258.1|DMIR	LOC119657856|XP_037920909.1|HILL
OG0004593	LOC108153391|XP_033243042.1|DMIR	LOC119657141|XP_037919841.1|HILL
OG0004594	LOC108151874|XP_017136257.1|DMIR	LOC119658003|XP_037921151.1|HILL
OG0004595	LOC108162813|XP_017153218.1|DMIR	LOC119658516|XP_037921919.1|HILL
OG0004596	LOC108165049|XP_017156580.1|DMIR	LOC119657611|XP_037920538.1|HILL
OG0004597	LOC108154855|XP_017140768.1|DMIR	LOC119657428|XP_037920257.1|HILL
OG0004598	LOC108152624|XP_017137587.1|DMIR	LOC119657349|XP_037920150.1|HILL
OG0004599	LOC108162794|XP_017153185.1|DMIR	LOC119646254|XP_037902587.1|HILL
OG0004600	LOC108152994|XP_017138222.1|DMIR	LOC119657834|XP_037920879.1|HILL
OG0004601	LOC108165094|XP_017156635.1|DMIR	LOC119658443|XP_037921773.1|HILL
OG0004602	LOC108158878|XP_017147125.1|DMIR	LOC119657101|XP_037919784.1|HILL
OG0004603	LOC108162768|XP_017153144.1|DMIR	LOC119656589|XP_037918925.1|HILL
OG0004604	LOC108164977|XP_017156483.1|DMIR	LOC119656827|XP_037919400.1|HILL
OG0004605	LOC108154696|XP_017140538.1|DMIR	LOC119657358|XP_037920159.1|HILL
OG0004606	LOC108155889|XP_017142518.1|DMIR	LOC119649648|XP_037907833.1|HILL
OG0004607	LOC108158011|XP_017145653.1|DMIR	LOC119657386|XP_037920199.1|HILL
OG0004608	LOC108159784|XP_033241981.1|DMIR	LOC119658507|XP_037921898.1|HILL
OG0004609	LOC108162984|XP_017153482.1|DMIR	LOC119657270|XP_037920031.1|HILL
OG0004610	LOC108155698|XP_033244189.1|DMIR	LOC119651587|XP_037911160.1|HILL
OG0004611	LOC108156662|XP_033244896.1|DMIR	LOC119656812|XP_037919361.1|HILL
OG0004612	LOC108156663|XP_017143768.1|DMIR	LOC119658069|XP_037921255.1|HILL
OG0004613	LOC108155739|XP_017142244.1|DMIR	LOC119650852|XP_037909926.1|HILL
OG0004614	LOC108153036|XP_017138279.1|DMIR	LOC119657094|XP_037919777.1|HILL
OG0004615	LOC108160864|XP_017150618.1|DMIR	LOC119656982|XP_037919643.1|HILL
OG0004616	LOC108157718|XP_017145379.1|DMIR	LOC119658409|XP_037921733.1|HILL
OG0004617	LOC108163478|XP_017154272.1|DMIR	LOC119660467|XP_037924963.1|HILL
OG0004618	LOC108155074|XP_017141156.1|DMIR	LOC119658319|XP_037921582.1|HILL
OG0004619	LOC108156244|XP_017143082.1|DMIR	LOC119651392|XP_037910902.1|HILL
OG0004620	LOC108156238|XP_017143075.1|DMIR	LOC119660137|XP_037924464.1|HILL
OG0004621	LOC108156855|XP_017144069.1|DMIR	LOC119659872|XP_037924118.1|HILL
OG0004622	LOC108157449|XP_017144995.1|DMIR	LOC119651407|XP_037910925.1|HILL
OG0004623	LOC108156106|XP_017142890.1|DMIR	LOC119652627|XP_037912802.1|HILL
OG0004624	LOC108155964|XP_017142629.1|DMIR	LOC119657790|XP_037920802.1|HILL
OG0004625	LOC108163638|XP_017154541.1|DMIR	LOC119656694|XP_037919108.1|HILL
OG0004626	LOC108154618|XP_033253593.1|DMIR	LOC119656708|XP_037919146.1|HILL
OG0004627	LOC108152140|XP_017136727.1|DMIR	LOC119648323|XP_037905932.1|HILL
OG0004628	LOC108153705|XP_017139319.1|DMIR	LOC119658065|XP_037921246.1|HILL
OG0004629	LOC108157482|XP_033244993.1|DMIR	LOC119661256|XP_037926430.1|HILL
OG0004630	LOC108155973|XP_017142648.1|DMIR	LOC119651300|XP_037910752.1|HILL
OG0004631	LOC108156873|XP_017144090.1|DMIR	LOC119652778|XP_037913016.1|HILL
OG0004632	LOC108156871|XP_033244936.1|DMIR	LOC119652777|XP_037913013.1|HILL
OG0004633	LOC108156103|XP_017142887.1|DMIR	LOC119652422|XP_037912473.1|HILL
