Orthogroup	DMIR.longest_only	AALB.longest_only
OG0003393	LOC108156393|XP_017143300.1|DMIR	LOC118468444|XP_035795105.1|AALB
OG0003394	LOC108154285|XP_017140024.1|DMIR	LOC118459161|XP_035778142.1|AALB
OG0003395	LOC108157369|XP_017144883.1|DMIR	LOC118458853|XP_035777667.1|AALB
OG0003396	LOC108155943|XP_017142595.1|DMIR	LOC118461752|XP_035783360.1|AALB
OG0003397	LOC108154185|XP_017139849.2|DMIR	LOC118460976|XP_035781683.1|AALB
OG0003399	LOC108156283|XP_017143147.1|DMIR	LOC118456728|XP_035773666.1|AALB
OG0003400	LOC108156266|XP_017143120.1|DMIR	LOC118459348|XP_035778518.1|AALB
OG0003401	LOC108154760|XP_017140624.1|DMIR	LOC118461274|XP_035782310.1|AALB
OG0003402	LOC108153955|XP_033244120.1|DMIR	LOC118460228|XP_035780253.1|AALB
OG0003403	LOC108160076|XP_017149324.2|DMIR	LOC118458165|XP_035776265.1|AALB
OG0003404	LOC108154406|XP_017140166.1|DMIR	LOC118457822|XP_035775590.1|AALB
OG0003405	LOC108160245|XP_017149594.1|DMIR	LOC118459502|XP_035778820.1|AALB
OG0003406	LOC108155094|XP_017141208.1|DMIR	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC108155095|XP_017141209.1|DMIR	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC108155376|XP_017141637.2|DMIR	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC108156090|XP_033244481.1|DMIR	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC108156608|XP_017143641.1|DMIR	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC108156136|XP_017142937.1|DMIR	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC108156464|XP_017143416.1|DMIR	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC108156806|XP_033245641.1|DMIR	LOC118458580|XP_035777131.1|AALB
OG0003414	LOC108151132|XP_017135045.1|DMIR	LOC118460636|XP_035780982.1|AALB
OG0003415	LOC108164902|XP_017156359.1|DMIR	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC108155682|XP_017142140.1|DMIR	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC108154668|XP_017140495.1|DMIR	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC108154863|XP_017140778.1|DMIR	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC108156356|XP_017143247.1|DMIR	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC108156355|XP_017143245.1|DMIR	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC108154727|XP_017140579.1|DMIR	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC108154737|XP_017140594.1|DMIR	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC108156251|XP_017143090.1|DMIR	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC108155549|XP_017141917.1|DMIR	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC108156359|XP_017143250.2|DMIR	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC108155712|XP_017142197.1|DMIR	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC108153660|XP_017139258.1|DMIR	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC108164453|XP_017155661.1|DMIR	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC108156146|XP_017142956.1|DMIR	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC108154704|XP_017140544.1|DMIR	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC108156562|XP_017143574.1|DMIR	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC108155947|XP_017142604.1|DMIR	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC108156046|XP_017142808.1|DMIR	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC108155481|XP_017141793.1|DMIR	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC108155478|XP_017141790.1|DMIR	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC108156669|XP_017143781.1|DMIR	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC108155920|XP_017142560.1|DMIR	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC108155027|XP_033244447.1|DMIR	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC108162443|XP_017152674.1|DMIR	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC108155290|XP_017141495.1|DMIR	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC108153185|XP_017138486.1|DMIR	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC108152106|XP_017136647.1|DMIR	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC108164979|XP_017156489.1|DMIR	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC117186181|XP_033242332.1|DMIR	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC108164474|XP_033250193.1|DMIR	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC108155813|XP_017142383.1|DMIR	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC108155252|XP_017141436.1|DMIR	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC108155033|XP_017141087.1|DMIR	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC108155781|XP_017142330.1|DMIR	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC108150962|XP_017134785.1|DMIR	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC108162861|XP_017153299.1|DMIR	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR	LOC118457520|XP_035775056.1|AALB
OG0003458	LOC108157215|XP_017144654.1|DMIR	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC108155823|XP_017142401.1|DMIR	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC108156182|XP_017143002.1|DMIR	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC108155477|XP_017141787.1|DMIR	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC108150911|XP_017134725.1|DMIR	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC108156904|XP_017144138.1|DMIR	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC108156335|XP_033245518.1|DMIR	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC108155254|XP_017141438.1|DMIR	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC108154771|XP_017140644.1|DMIR	LOC118457652|XP_035775287.1|AALB
OG0003467	LOC108155043|XP_017141105.1|DMIR	LOC118459963|XP_035779744.1|AALB
OG0003468	LOC108155346|XP_017141593.1|DMIR	LOC118459956|XP_035779736.1|AALB
OG0003469	LOC108155396|XP_017141671.1|DMIR	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC108154425|XP_017140183.2|DMIR	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC108161733|XP_017151546.1|DMIR	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC108162589|XP_017152894.1|DMIR	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC108162925|XP_017153396.2|DMIR	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC108157166|XP_017144566.1|DMIR	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC108154189|XP_017139885.1|DMIR	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC108164498|XP_033250285.1|DMIR	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC108156323|XP_017143205.1|DMIR	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC108157462|XP_017145025.1|DMIR	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC108153933|XP_017139519.1|DMIR	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC108154646|XP_017140465.1|DMIR	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC108157723|XP_017145381.1|DMIR	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC108154648|XP_017140468.1|DMIR	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC108156989|XP_017144270.1|DMIR	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC108154432|XP_017140191.1|DMIR	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC108153968|XP_017139554.1|DMIR	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC108154735|XP_017140591.1|DMIR	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC108156544|XP_017143549.1|DMIR	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC108155771|XP_017142312.1|DMIR	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC108156647|XP_017143738.1|DMIR	LOC118460159|XP_035780152.1|AALB
OG0003491	LOC108156534|XP_017143531.2|DMIR	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC108157701|XP_017145360.1|DMIR	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC108156223|XP_017143049.2|DMIR	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC108156264|XP_017143116.1|DMIR	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC108163137|XP_017153739.1|DMIR	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC108156926|XP_017144169.1|DMIR	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC108154201|XP_017139909.1|DMIR	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC117185878|XP_033245115.1|DMIR	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC108155782|XP_033245456.1|DMIR	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC108161446|XP_017151197.1|DMIR	LOC118461265|XP_035782291.1|AALB
OG0003501	LOC108157112|XP_017144476.1|DMIR	LOC118458104|XP_035776170.1|AALB
OG0003502	LOC108157731|XP_017145394.2|DMIR	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC108155157|XP_017141308.1|DMIR	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC108155128|XP_017141261.1|DMIR	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC108155371|XP_017141633.2|DMIR	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC108155724|XP_017142219.1|DMIR	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC108155942|XP_017142590.1|DMIR	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC108151029|XP_017134877.1|DMIR	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC108155402|XP_017141688.1|DMIR	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC108155689|XP_017142150.1|DMIR	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC108156512|XP_017143504.1|DMIR	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC108156636|XP_017143722.1|DMIR	LOC118460728|XP_035781175.1|AALB
OG0003514	LOC108157660|XP_017145306.1|DMIR	LOC118459156|XP_035778136.1|AALB
OG0003515	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC108156023|XP_017142756.1|DMIR	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC108156466|XP_017143418.1|DMIR	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC108157408|XP_017144945.1|DMIR	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC108153181|XP_017138476.2|DMIR	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC108152420|XP_017137223.1|DMIR	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC108151847|XP_017136220.1|DMIR	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC108158458|XP_017146236.1|DMIR	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC108163135|XP_017153738.1|DMIR	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC108162326|XP_017152503.1|DMIR	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR	LOC118466449|XP_035791681.1|AALB
OG0003526	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR	LOC118466454|XP_035791687.1|AALB
OG0003527	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC108161324|XP_017151044.1|DMIR	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC108152456|XP_017137309.1|DMIR	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC108155979|XP_017142656.1|DMIR	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC108151984|XP_017136438.1|DMIR	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC108152858|XP_017137968.1|DMIR	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC108152245|XP_017136939.1|DMIR	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC108151559|XP_017135718.1|DMIR	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC108158145|XP_017145854.1|DMIR	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC108154913|XP_017140856.1|DMIR	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC108152226|XP_017136898.1|DMIR	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC108152413|XP_017137215.1|DMIR	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC108152732|XP_033244009.1|DMIR	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC108152409|XP_017137208.1|DMIR	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC108158714|XP_033247737.1|DMIR	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC108158174|XP_017145880.1|DMIR, LOC117192295|XP_033252842.1|DMIR	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC108151349|XP_017135394.1|DMIR	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC108150955|XP_017134778.1|DMIR	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC108152966|XP_033242139.1|DMIR	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC108151947|XP_017136371.1|DMIR	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC108152614|XP_017137569.1|DMIR	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC108152845|XP_033243725.1|DMIR	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC108156626|XP_017143673.1|DMIR	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC108152211|XP_017136858.1|DMIR	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC108154238|XP_017139954.1|DMIR	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC108165525|XP_017157085.1|DMIR	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC108153684|XP_017139291.1|DMIR	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC108151061|XP_017134927.1|DMIR	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC108152018|XP_017136484.1|DMIR	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC108152979|XP_017138195.2|DMIR	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC108151753|XP_017136080.1|DMIR	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC108151077|XP_017134949.1|DMIR	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC108151540|XP_033242943.1|DMIR	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC108151425|XP_017135504.1|DMIR	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC108159923|XP_017149052.1|DMIR	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC108151590|XP_017135758.1|DMIR	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC108164423|XP_017155592.1|DMIR	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC108155711|XP_017142193.2|DMIR	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC108151741|XP_017136049.1|DMIR	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC108151454|XP_017135562.1|DMIR	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC108151338|XP_017135381.1|DMIR	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC108152321|XP_017137045.1|DMIR	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC108152065|XP_017136574.1|DMIR	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC108153166|XP_017138460.1|DMIR	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC108163646|XP_017154544.1|DMIR	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC108151747|XP_017136059.1|DMIR	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC108151358|XP_017135406.1|DMIR	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC108163122|XP_017153717.1|DMIR	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC108154670|XP_017140500.1|DMIR	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC108159493|XP_017148324.1|DMIR	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC108152001|XP_017136460.1|DMIR	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC108152029|XP_017136500.1|DMIR	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC108158123|XP_017145794.1|DMIR	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC108158124|XP_017145795.1|DMIR	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR	LOC118467348|XP_035793623.1|AALB
OG0003618	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC108159093|XP_017147548.1|DMIR	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC108160169|XP_017149479.2|DMIR	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC108152582|XP_017137516.1|DMIR	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC108152581|XP_017137511.1|DMIR	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR	LOC118462921|XP_035784921.1|AALB
OG0003626	LOC108160296|XP_017149695.1|DMIR	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR	LOC118465596|XP_035789857.1|AALB
OG0003631	LOC108151442|XP_017135540.1|DMIR	LOC118464826|XP_035788395.1|AALB
OG0003632	LOC108151072|XP_017134940.1|DMIR	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB
OG0003633	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR	LOC118463061|XP_035785209.1|AALB
OG0003634	LOC108165489|XP_017157031.1|DMIR	LOC118463068|XP_035785220.1|AALB
OG0003635	LOC108151177|XP_033243118.1|DMIR	LOC118464836|XP_035788407.1|AALB
OG0003636	LOC108159906|XP_017149024.1|DMIR	LOC118463062|XP_035785210.1|AALB
OG0003637	LOC108158406|XP_017146162.1|DMIR	LOC118464763|XP_035788275.1|AALB
OG0003638	LOC108152839|XP_017137936.1|DMIR	LOC118467152|XP_035793184.1|AALB
OG0003639	LOC108162257|XP_017152394.1|DMIR	LOC118467156|XP_035793193.1|AALB
OG0003640	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR	LOC118462649|XP_035784391.1|AALB
OG0003641	LOC108159031|XP_017147440.1|DMIR	LOC118466290|XP_035791269.1|AALB
OG0003642	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR	LOC118466291|XP_035791271.1|AALB
OG0003643	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR	LOC118466293|XP_035791273.1|AALB
OG0003644	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR	LOC118466150|XP_035791013.1|AALB
OG0003645	LOC108152576|XP_017137504.1|DMIR	LOC118466406|XP_035791567.1|AALB
OG0003646	LOC108151985|XP_017136439.1|DMIR	LOC118466403|XP_035791564.1|AALB
OG0003647	LOC108152993|XP_017138217.1|DMIR	LOC118466415|XP_035791583.1|AALB
OG0003648	LOC108161960|XP_017151907.1|DMIR	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB
OG0003649	LOC108154083|XP_017139684.1|DMIR	LOC118467093|XP_035793031.1|AALB
OG0003650	LOC108165022|XP_017156550.1|DMIR	LOC118467084|XP_035793017.1|AALB
OG0003651	LOC108156418|XP_017143354.1|DMIR	LOC118465000|XP_035788740.1|AALB
OG0003652	LOC108151912|XP_017136312.1|DMIR	LOC118464213|XP_035787277.1|AALB
OG0003653	LOC108153113|XP_017138387.1|DMIR	LOC118466938|XP_035792727.1|AALB
OG0003654	LOC108152041|XP_017136529.1|DMIR	LOC118467201|XP_035793308.1|AALB
OG0003655	LOC108163056|XP_017153617.1|DMIR	LOC118467200|XP_035793307.1|AALB
OG0003656	LOC108151907|XP_017136307.1|DMIR	LOC118467196|XP_035793302.1|AALB
OG0003657	LOC108153449|XP_017138958.1|DMIR	LOC118467706|XP_035794383.1|AALB
OG0003658	LOC108156917|XP_017144153.1|DMIR	LOC118465603|XP_035789871.1|AALB
OG0003659	LOC108153319|XP_017138721.1|DMIR	LOC118464833|XP_035788402.1|AALB
OG0003660	LOC108151113|XP_017135007.1|DMIR	LOC118466261|XP_035791209.1|AALB
OG0003661	LOC108151804|XP_017136143.2|DMIR	LOC118463077|XP_035785231.1|AALB
