Orthogroup	DMIR.longest_only	DMAU.longest_only
OG0003201	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR	LOC117138043|XP_033155747.1|DMAU
OG0003202	LOC108151057|XP_017134921.1|DMIR	LOC117140587|XP_033159485.1|DMAU
OG0003203	LOC108159893|XP_017149000.2|DMIR, LOC117187966|XP_033246872.1|DMIR	LOC117138287|XP_033156152.1|DMAU
OG0003204	LOC108155588|XP_017141987.1|DMIR	LOC117145898|XP_033167640.1|DMAU
OG0003205	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR	LOC117136382|XP_033153165.1|DMAU
OG0003206	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR	LOC117137816|XP_033155385.1|DMAU
OG0003207	LOC108154729|XP_017140584.1|DMIR	LOC117145729|XP_033167378.1|DMAU
OG0003208	LOC108151852|XP_033243382.1|DMIR	LOC117141534|XP_033160915.1|DMAU
OG0003209	LOC108159481|XP_017148300.1|DMIR	LOC117137157|XP_033154358.1|DMAU
OG0003210	LOC108156956|XP_017144223.1|DMIR	LOC117144252|XP_033165221.1|DMAU
OG0003211	LOC108158198|XP_017145906.1|DMIR	LOC117138220|XP_033156055.1|DMAU
OG0003212	LOC108156269|XP_017143126.1|DMIR	LOC117143460|XP_033164063.1|DMAU
OG0003213	LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR	LOC117138293|XP_033156163.1|DMAU
OG0003214	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR	LOC117135719|XP_033152043.1|DMAU
OG0003215	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR	LOC117135855|XP_033152265.1|DMAU
OG0003216	LOC108160462|XP_017149965.1|DMIR	LOC117135922|XP_033152381.1|DMAU
OG0003217	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR	LOC117137059|XP_033154164.1|DMAU
OG0003218	LOC108153572|XP_017139139.1|DMIR	LOC117141122|XP_033160336.1|DMAU
OG0003219	LOC108152592|XP_017137537.1|DMIR	LOC117141883|XP_033161465.1|DMAU
OG0003220	LOC108161727|XP_017151539.1|DMIR	LOC117140361|XP_033159112.1|DMAU
OG0003221	LOC108163201|XP_017153840.1|DMIR	LOC117147186|XP_033169878.1|DMAU, LOC117146448|XP_033168566.1|DMAU
OG0003222	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR	LOC117138228|XP_033156065.1|DMAU
OG0003223	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR	LOC117137557|XP_033154950.1|DMAU
OG0003224	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR	LOC117136365|XP_033153131.1|DMAU
OG0003225	LOC108164164|XP_017155263.1|DMIR	LOC117144961|XP_033166315.1|DMAU
OG0003226	LOC108158134|XP_017145806.1|DMIR, LOC117185802|XP_033252897.1|DMIR	LOC117137748|XP_033155223.1|DMAU
OG0003228	LOC108154902|XP_017140841.1|DMIR	LOC117144653|XP_033165843.1|DMAU
OG0003229	LOC108161629|XP_017151421.1|DMIR, LOC108152052|XP_017136545.1|DMIR	LOC117138993|XP_033156954.1|DMAU
OG0003231	LOC108151808|XP_017136150.1|DMIR, LOC108151809|XP_017136151.1|DMIR	LOC117139183|XP_033157243.1|DMAU
OG0003232	LOC108157622|XP_017145247.1|DMIR	LOC117144336|XP_033165340.1|DMAU
OG0003233	LOC117193400|XP_033254041.1|DMIR, LOC117193399|XP_033254040.1|DMIR, LOC108159511|XP_017148359.1|DMIR, LOC108159515|XP_033246528.1|DMIR	LOC117135705|XP_033152015.1|DMAU
OG0003234	LOC117192691|XP_033253322.1|DMIR, LOC108160755|XP_017150442.1|DMIR	LOC117136932|XP_033153967.1|DMAU
OG0003235	LOC108154705|XP_017140545.1|DMIR	LOC117142949|XP_033163164.1|DMAU
OG0003236	LOC108151558|XP_017135716.1|DMIR	LOC117141759|XP_033161273.1|DMAU, LOC117141758|XP_033161272.1|DMAU
OG0003237	LOC108150770|XP_017134553.1|DMIR	LOC117139221|XP_033157311.1|DMAU
OG0003238	LOC108163536|XP_017154381.1|DMIR, LOC108160695|XP_017150335.2|DMIR, LOC117187803|XP_033246546.1|DMIR, LOC117191083|XP_033251939.1|DMIR	LOC117137882|XP_033155503.1|DMAU
OG0003239	LOC108160620|XP_017150229.1|DMIR, LOC117186050|XP_033242018.1|DMIR, LOC117188242|XP_033247688.1|DMIR, LOC117188226|XP_033247629.1|DMIR, LOC117186048|XP_033242017.1|DMIR, LOC108162322|XP_033242015.1|DMIR	LOC117150210|XP_033172897.1|DMAU
OG0003240	LOC108152352|XP_017137112.1|DMIR	LOC117142427|XP_033162282.1|DMAU, LOC117141207|XP_033160452.1|DMAU
OG0003241	LOC108151635|XP_017135829.1|DMIR	LOC117139734|XP_033158163.1|DMAU
OG0003241	LOC108151636|XP_017135830.1|DMIR	LOC117139732|XP_033158160.1|DMAU
OG0003242	LOC108160940|XP_017150717.1|DMIR, LOC117192909|XP_033253538.1|DMIR	LOC117138027|XP_033155726.1|DMAU
OG0003243	LOC108156428|XP_017143370.1|DMIR	LOC117142324|XP_033162127.1|DMAU
OG0003244	LOC108154370|XP_017140124.1|DMIR, LOC108154536|XP_017140328.1|DMIR	LOC117144384|XP_033165408.1|DMAU
OG0003247	LOC117187457|XP_033246061.1|DMIR, LOC108154446|XP_017140206.1|DMIR, LOC108154375|XP_017140127.2|DMIR, LOC117187149|XP_033245096.1|DMIR	LOC117144096|XP_033165002.1|DMAU
OG0003250	LOC108156002|XP_017142692.1|DMIR	LOC117143838|XP_033164580.1|DMAU
OG0003251	LOC108156477|XP_017143440.1|DMIR	LOC117143778|XP_033164498.1|DMAU
OG0003252	LOC108157188|XP_017144606.1|DMIR	LOC117143146|XP_033163534.1|DMAU
OG0003253	LOC108154242|XP_017139964.1|DMIR	LOC117144028|XP_033164879.1|DMAU
OG0003254	LOC108155743|XP_017142250.1|DMIR	LOC117146095|XP_033167958.1|DMAU
OG0003255	LOC108156744|XP_017143894.1|DMIR	LOC117142926|XP_033163115.1|DMAU
OG0003256	LOC108156720|XP_017143859.1|DMIR	LOC117144906|XP_033166231.1|DMAU
OG0003257	LOC108155488|XP_033254174.1|DMIR	LOC117148162|XP_033171288.1|DMAU
OG0003258	LOC108161540|XP_017151310.1|DMIR, LOC108164828|XP_017156240.1|DMIR	LOC117146599|XP_033168814.1|DMAU
OG0003259	LOC108158283|XP_017146043.2|DMIR	LOC117147781|XP_033170709.1|DMAU
OG0003260	LOC108159349|XP_017148050.1|DMIR	LOC117147603|XP_033170444.1|DMAU
OG0003261	LOC108156898|XP_017144129.1|DMIR	LOC117143843|XP_033164588.1|DMAU
OG0003262	LOC108156508|XP_017143499.1|DMIR	LOC117145557|XP_033167150.1|DMAU
OG0003263	LOC108164626|XP_017155960.1|DMIR	LOC117147634|XP_033170493.1|DMAU
OG0003264	LOC108159017|XP_017147391.1|DMIR	LOC117147542|XP_033170368.1|DMAU
OG0003265	LOC108163157|XP_033248953.1|DMIR	LOC117139764|XP_033158245.1|DMAU
OG0003266	LOC108163064|XP_017153626.1|DMIR	LOC117137400|XP_033154716.1|DMAU
OG0003267	LOC108160156|XP_017149466.1|DMIR	LOC117148611|XP_033171984.1|DMAU, LOC117148612|XP_033171985.1|DMAU
OG0003268	LOC108155246|XP_017141426.2|DMIR	LOC117144537|XP_033165659.1|DMAU
OG0003269	LOC108156177|XP_017142995.1|DMIR	LOC117145622|XP_033167232.1|DMAU
OG0003270	LOC108153619|XP_017139209.1|DMIR	LOC117140897|XP_033159944.1|DMAU
OG0003271	LOC108164411|XP_017155566.1|DMIR	LOC117146240|XP_033168044.1|DMAU
OG0003272	LOC108161678|XP_033244468.1|DMIR	LOC117146881|XP_033169365.1|DMAU
OG0003273	LOC108158409|XP_017146167.1|DMIR	LOC117138310|XP_033156209.1|DMAU
OG0003274	LOC108157105|XP_017144471.1|DMIR	LOC117147649|XP_033170512.1|DMAU
OG0003275	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR	LOC117148180|XP_033171340.1|DMAU
OG0003276	LOC108154135|XP_017139759.1|DMIR	LOC117145002|XP_033166381.1|DMAU
OG0003277	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR	LOC117136717|XP_033153631.1|DMAU
OG0003278	LOC108156465|XP_017143417.1|DMIR	LOC117145848|XP_033167555.1|DMAU
OG0003279	LOC108163168|XP_017153791.1|DMIR	LOC117147147|XP_033169818.1|DMAU
OG0003280	LOC108155803|XP_017142373.1|DMIR	LOC117144507|XP_033165588.1|DMAU
OG0003281	LOC108157712|XP_017145372.1|DMIR	LOC117149458|XP_033172668.1|DMAU, LOC117145286|XP_033166767.1|DMAU
OG0003282	LOC108158828|XP_017147019.1|DMIR	LOC117147926|XP_033170949.1|DMAU
OG0003283	LOC108163061|XP_017153621.1|DMIR	LOC117150381|XP_033173135.1|DMAU
OG0003284	LOC108155647|XP_017142089.1|DMIR	LOC117148904|XP_033172502.1|DMAU
OG0003285	LOC108154629|XP_017140440.1|DMIR	LOC117144047|XP_033164907.1|DMAU
OG0003286	LOC108155901|XP_017142532.1|DMIR	LOC117145593|XP_033167191.1|DMAU
OG0003287	LOC108152767|XP_017137831.1|DMIR	LOC117139114|XP_033157145.1|DMAU
OG0003288	LOC108157264|XP_017144735.1|DMIR	LOC117143883|XP_033164661.1|DMAU
OG0003289	LOC108158364|XP_017146107.2|DMIR, LOC117188465|XP_033248269.1|DMIR	LOC117135433|XP_033151486.1|DMAU
OG0003290	LOC108156570|XP_017143593.1|DMIR	LOC117143404|XP_033163988.1|DMAU
OG0003291	LOC108151714|XP_017135974.1|DMIR	LOC117139530|XP_033157789.1|DMAU
OG0003292	LOC108164541|XP_017155835.1|DMIR	LOC117147398|XP_033170158.1|DMAU
OG0003293	LOC108154030|XP_017139615.1|DMIR	LOC117147323|XP_033170065.1|DMAU
OG0003294	LOC108159606|XP_017148549.1|DMIR, LOC117193887|XP_033254462.1|DMIR	LOC117135647|XP_033151922.1|DMAU
OG0003295	LOC108158773|XP_017146896.1|DMIR	LOC117147914|XP_033170919.1|DMAU
OG0003296	LOC108156678|XP_017143792.1|DMIR	LOC117143337|XP_033163889.1|DMAU
OG0003297	LOC108156631|XP_017143715.1|DMIR	LOC117143099|XP_033163469.1|DMAU
OG0003298	LOC108164537|XP_017155826.1|DMIR	LOC117147860|XP_033170828.1|DMAU
OG0003299	LOC108156479|XP_017143445.1|DMIR	LOC117142719|XP_033162772.1|DMAU
OG0003300	LOC108154887|XP_017140820.2|DMIR	LOC117142919|XP_033163108.1|DMAU
OG0003301	LOC108159669|XP_017148638.1|DMIR	LOC117138352|XP_033156288.1|DMAU
OG0003302	LOC108163746|XP_017154706.2|DMIR	LOC117148580|XP_033171938.1|DMAU
OG0003303	LOC108160504|XP_017150033.1|DMIR, LOC117189952|XP_033250924.1|DMIR	LOC117137273|XP_033154531.1|DMAU
OG0003304	LOC108154669|XP_017140496.1|DMIR	LOC117145074|XP_033166482.1|DMAU
OG0003305	LOC108165050|XP_017156581.1|DMIR	LOC117148491|XP_033171761.1|DMAU
OG0003306	LOC108160364|XP_017149824.1|DMIR, LOC117193333|XP_033253953.1|DMIR, LOC117193335|XP_033253955.1|DMIR	LOC117136138|XP_033152735.1|DMAU
OG0003307	LOC108156568|XP_033243021.1|DMIR, LOC117186457|XP_033243207.1|DMIR	LOC117147491|XP_033170279.1|DMAU
OG0003308	LOC108162763|XP_017153139.1|DMIR	LOC117136413|XP_033153216.1|DMAU
OG0003309	LOC108159622|XP_017148570.1|DMIR	LOC117148311|XP_033171526.1|DMAU
OG0003310	LOC108162246|XP_017152418.1|DMIR	LOC117148379|XP_033171627.1|DMAU
OG0003311	LOC108155411|XP_017141697.1|DMIR	LOC117144767|XP_033166021.1|DMAU
OG0003312	LOC108156367|XP_017143260.1|DMIR	LOC117143308|XP_033163809.1|DMAU
OG0003313	LOC108164722|XP_017156104.1|DMIR	LOC117148109|XP_033171218.1|DMAU
OG0003314	LOC108160091|XP_017149357.1|DMIR	LOC117135574|XP_033151790.1|DMAU
OG0003315	LOC108164090|XP_017155172.1|DMIR	LOC117146944|XP_033169485.1|DMAU
OG0003316	LOC108154382|XP_017140135.1|DMIR	LOC117145635|XP_033167245.1|DMAU
OG0003317	LOC108155377|XP_017141638.1|DMIR	LOC117142525|XP_033162461.1|DMAU
OG0003318	LOC108155526|XP_017141875.2|DMIR	LOC117143226|XP_033163666.1|DMAU
OG0003319	LOC108155960|XP_017142614.1|DMIR	LOC117145959|XP_033167741.1|DMAU
OG0003320	LOC108154621|XP_033245178.1|DMIR	LOC117144427|XP_033165460.1|DMAU
OG0003321	LOC108154619|XP_017140428.1|DMIR	LOC117145804|XP_033167494.1|DMAU
OG0003322	LOC108154623|XP_017140434.1|DMIR	LOC117145805|XP_033167497.1|DMAU
OG0003323	LOC108165150|XP_017156706.1|DMIR	LOC117148380|XP_033171628.1|DMAU
OG0003324	LOC108152108|XP_017136652.1|DMIR	LOC117148780|XP_033172273.1|DMAU
OG0003325	LOC108156899|XP_033245061.1|DMIR	LOC117143852|XP_033164601.1|DMAU
OG0003326	LOC117186053|XP_033242024.1|DMIR, LOC108164476|XP_017155723.1|DMIR	LOC117146531|XP_033168691.1|DMAU
OG0003327	LOC117189231|XP_033250253.1|DMIR, LOC108164473|XP_033250186.1|DMIR	LOC117146329|XP_033168309.1|DMAU
OG0003328	LOC108159740|XP_017148769.1|DMIR	LOC117147619|XP_033170468.1|DMAU
OG0003329	LOC108155814|XP_017142385.1|DMIR	LOC117142462|XP_033162344.1|DMAU
OG0003330	LOC108151241|XP_017135231.1|DMIR	LOC117141573|XP_033160977.1|DMAU
OG0003331	LOC108165203|XP_033244089.1|DMIR	LOC117147612|XP_033170461.1|DMAU
OG0003332	LOC108162977|XP_017153471.1|DMIR	LOC117147362|XP_033170117.1|DMAU
OG0003333	LOC108156028|XP_017142769.1|DMIR	LOC117142960|XP_033163178.1|DMAU
OG0003334	LOC108157222|XP_017144668.1|DMIR	LOC117145255|XP_033166729.1|DMAU
OG0003335	LOC108157255|XP_017144722.1|DMIR	LOC117142372|XP_033162193.1|DMAU
OG0003336	LOC108156243|XP_017143081.1|DMIR	LOC117144082|XP_033164988.1|DMAU
OG0003337	LOC108156670|XP_017143782.1|DMIR	LOC117145725|XP_033167365.1|DMAU
OG0003338	LOC108157741|XP_017145408.1|DMIR	LOC117143720|XP_033164410.1|DMAU
OG0003339	LOC108157189|XP_017144607.1|DMIR	LOC117142486|XP_033162401.1|DMAU
OG0003340	LOC108157190|XP_033245313.1|DMIR	LOC117142488|XP_033162404.1|DMAU
OG0003341	LOC108164846|XP_017156264.1|DMIR	LOC117148232|XP_033171416.1|DMAU
OG0003342	LOC108159514|XP_017148366.1|DMIR	LOC117147053|XP_033169694.1|DMAU
OG0003343	LOC108160402|XP_033243742.1|DMIR	LOC117146539|XP_033168704.1|DMAU
OG0003344	LOC108162732|XP_017153093.2|DMIR	LOC117151084|XP_033174221.1|DMAU
OG0003345	LOC108164515|XP_017155796.1|DMIR	LOC117148853|XP_033172402.1|DMAU
OG0003346	LOC108154989|XP_017141021.1|DMIR	LOC117143094|XP_033163462.1|DMAU
OG0003347	LOC108155581|XP_017141974.1|DMIR	LOC117143177|XP_033163582.1|DMAU
OG0003348	LOC108154987|XP_017141017.1|DMIR	LOC117142612|XP_033162586.1|DMAU
OG0003349	LOC108158506|XP_017146356.1|DMIR	LOC117139497|XP_033157716.1|DMAU
OG0003350	LOC108156288|XP_017143156.1|DMIR	LOC117142881|XP_033163044.1|DMAU
OG0003351	LOC108165474|XP_017157014.1|DMIR	LOC117147140|XP_033169810.1|DMAU
OG0003352	LOC108155852|XP_017142453.1|DMIR	LOC117143640|XP_033164310.1|DMAU
OG0003353	LOC108156145|XP_033244555.1|DMIR	LOC117142267|XP_033162024.1|DMAU
OG0003354	LOC108155506|XP_017141835.1|DMIR	LOC117142920|XP_033163109.1|DMAU
OG0003355	LOC108158553|XP_017146469.1|DMIR	LOC117148609|XP_033171982.1|DMAU
OG0003356	LOC108163128|XP_017153732.1|DMIR	LOC117147161|XP_033169835.1|DMAU
OG0003357	LOC108159197|XP_017147752.1|DMIR	LOC117147810|XP_033170753.1|DMAU
OG0003358	LOC108163138|XP_017153740.1|DMIR	LOC117150962|XP_033174033.1|DMAU
OG0003359	LOC108152392|XP_017137178.1|DMIR	LOC117146750|XP_033169119.1|DMAU
OG0003360	LOC108154658|XP_017140487.1|DMIR	LOC117148275|XP_033171479.1|DMAU
OG0003361	LOC117188140|XP_033247418.1|DMIR, LOC108158659|XP_017146645.2|DMIR	LOC117136409|XP_033153207.1|DMAU
OG0003362	LOC108155342|XP_017141586.1|DMIR	LOC117145779|XP_033167449.1|DMAU
OG0003363	LOC108156336|XP_017143222.1|DMIR	LOC117143423|XP_033164017.1|DMAU
OG0003364	LOC108157330|XP_017144835.1|DMIR	LOC117142228|XP_033161970.1|DMAU
OG0003365	LOC108157079|XP_017144404.1|DMIR	LOC117143944|XP_033164769.1|DMAU
OG0003366	LOC108151638|XP_033243144.1|DMIR	LOC117139735|XP_033158165.1|DMAU
OG0003367	LOC108151964|XP_017136395.1|DMIR	LOC117139784|XP_033158289.1|DMAU
OG0003368	LOC108151959|XP_017136387.1|DMIR	LOC117139782|XP_033158286.1|DMAU
OG0003369	LOC108155740|XP_017142246.1|DMIR	LOC117146092|XP_033167953.1|DMAU
OG0003370	LOC108156553|XP_017143562.1|DMIR	LOC117142479|XP_033162387.1|DMAU
OG0003371	LOC108153110|XP_017138388.1|DMIR	LOC117147920|XP_033170930.1|DMAU
OG0003372	LOC117193909|XP_033254474.1|DMIR, LOC108158524|XP_017146393.1|DMIR	LOC117135824|XP_033152223.1|DMAU
OG0003373	LOC108156856|XP_017144070.1|DMIR	LOC117145940|XP_033167708.1|DMAU
OG0003374	LOC108152347|XP_017137100.1|DMIR	LOC117148533|XP_033171839.1|DMAU
OG0003375	LOC108156302|XP_017143175.1|DMIR	LOC117143082|XP_033163444.1|DMAU
OG0003376	LOC108155747|XP_017142265.1|DMIR	LOC117144787|XP_033166046.1|DMAU
OG0003377	LOC108156564|XP_017143581.2|DMIR	LOC117142224|XP_033161957.1|DMAU
OG0003378	LOC108157048|XP_017144354.1|DMIR	LOC117145048|XP_033166446.1|DMAU
OG0003379	LOC108155401|XP_017141687.1|DMIR	LOC117142809|XP_033162910.1|DMAU
OG0003380	LOC108155202|XP_017141365.1|DMIR	LOC117145010|XP_033166394.1|DMAU
OG0003381	LOC108156742|XP_017143892.1|DMIR	LOC117148638|XP_033172066.1|DMAU
OG0003382	LOC108156648|XP_017143739.1|DMIR	LOC117142688|XP_033162722.1|DMAU
OG0003383	LOC108155293|XP_017141497.1|DMIR	LOC117144315|XP_033165317.1|DMAU
OG0003384	LOC108163798|XP_017154777.1|DMIR	LOC117137998|XP_033155679.1|DMAU
OG0003385	LOC108156203|XP_017143025.1|DMIR	LOC117142861|XP_033163006.1|DMAU
OG0003386	LOC108155170|XP_017141326.1|DMIR	LOC117142897|XP_033163070.1|DMAU
OG0003387	LOC108155278|XP_017141474.1|DMIR	LOC117145945|XP_033167716.1|DMAU
OG0003388	LOC108153304|XP_017138697.1|DMIR	LOC117147263|XP_033169977.1|DMAU
OG0003389	LOC108160789|XP_017150485.1|DMIR	LOC117136314|XP_033153053.1|DMAU
OG0003390	LOC108157472|XP_017145040.1|DMIR	LOC117143108|XP_033163481.1|DMAU
OG0003391	LOC108155173|XP_017141331.1|DMIR	LOC117144183|XP_033165120.1|DMAU
OG0003392	LOC108156441|XP_017143389.1|DMIR	LOC117142497|XP_033162422.1|DMAU
OG0003393	LOC108156393|XP_017143300.1|DMIR	LOC117143028|XP_033163304.1|DMAU
OG0003394	LOC108154285|XP_017140024.1|DMIR	LOC117143358|XP_033163922.1|DMAU
OG0003395	LOC108157369|XP_017144883.1|DMIR	LOC117144316|XP_033165318.1|DMAU
OG0003396	LOC108155943|XP_017142595.1|DMIR	LOC117145988|XP_033167793.1|DMAU
OG0003397	LOC108154185|XP_017139849.2|DMIR	LOC117145245|XP_033166718.1|DMAU
OG0003398	LOC108155804|XP_017142374.1|DMIR	LOC117145069|XP_033166475.1|DMAU
OG0003399	LOC108156283|XP_017143147.1|DMIR	LOC117145992|XP_033167798.1|DMAU
OG0003400	LOC108156266|XP_017143120.1|DMIR	LOC117142976|XP_033163217.1|DMAU
OG0003401	LOC108154760|XP_017140624.1|DMIR	LOC117145703|XP_033167336.1|DMAU
OG0003402	LOC108153955|XP_033244120.1|DMIR	LOC117144270|XP_033165262.1|DMAU
OG0003403	LOC108160076|XP_017149324.2|DMIR	LOC117135694|XP_033151989.1|DMAU
OG0003404	LOC108154406|XP_017140166.1|DMIR	LOC117142751|XP_033162823.1|DMAU
OG0003405	LOC108160245|XP_017149594.1|DMIR	LOC117137619|XP_033155041.1|DMAU
OG0003406	LOC108155094|XP_017141208.1|DMIR	LOC117145529|XP_033167114.1|DMAU
OG0003407	LOC108155095|XP_017141209.1|DMIR	LOC117145199|XP_033166652.1|DMAU
OG0003408	LOC108155376|XP_017141637.2|DMIR	LOC117143125|XP_033163505.1|DMAU
OG0003409	LOC108156090|XP_033244481.1|DMIR	LOC117144080|XP_033164985.1|DMAU
OG0003410	LOC108156608|XP_017143641.1|DMIR	LOC117143840|XP_033164583.1|DMAU
OG0003411	LOC108156136|XP_017142937.1|DMIR	LOC117144206|XP_033165146.1|DMAU
OG0003412	LOC108156464|XP_017143416.1|DMIR	LOC117145845|XP_033167549.1|DMAU
OG0003413	LOC108156806|XP_033245641.1|DMIR	LOC117144659|XP_033165850.1|DMAU
OG0003414	LOC108151132|XP_017135045.1|DMIR	LOC117141810|XP_033161352.1|DMAU
OG0003415	LOC108164902|XP_017156359.1|DMIR	LOC117148323|XP_033171546.1|DMAU
OG0003416	LOC108155682|XP_017142140.1|DMIR	LOC117142962|XP_033163180.1|DMAU
OG0003417	LOC108154668|XP_017140495.1|DMIR	LOC117145073|XP_033166481.1|DMAU
OG0003418	LOC108154863|XP_017140778.1|DMIR	LOC117146005|XP_033167816.1|DMAU
OG0003419	LOC108156356|XP_017143247.1|DMIR	LOC117145082|XP_033166490.1|DMAU
OG0003420	LOC108156355|XP_017143245.1|DMIR	LOC117145697|XP_033167329.1|DMAU
OG0003421	LOC108154727|XP_017140579.1|DMIR	LOC117145726|XP_033167366.1|DMAU
OG0003422	LOC108154737|XP_017140594.1|DMIR	LOC117145736|XP_033167387.1|DMAU
OG0003423	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR	LOC117135772|XP_033152131.1|DMAU
OG0003424	LOC108156251|XP_017143090.1|DMIR	LOC117142818|XP_033162925.1|DMAU
OG0003425	LOC108155549|XP_017141917.1|DMIR	LOC117143910|XP_033164715.1|DMAU
OG0003426	LOC108156359|XP_017143250.2|DMIR	LOC117145964|XP_033167756.1|DMAU
OG0003427	LOC108155712|XP_017142197.1|DMIR	LOC117144698|XP_033165913.1|DMAU
OG0003428	LOC108153660|XP_017139258.1|DMIR	LOC117139985|XP_033158580.1|DMAU
OG0003429	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR	LOC117136948|XP_033153988.1|DMAU
OG0003430	LOC108164453|XP_017155661.1|DMIR	LOC117146291|XP_033168194.1|DMAU
OG0003431	LOC108156146|XP_017142956.1|DMIR	LOC117145505|XP_033167076.1|DMAU
OG0003432	LOC108154704|XP_017140544.1|DMIR	LOC117144543|XP_033165670.1|DMAU
OG0003433	LOC108156562|XP_017143574.1|DMIR	LOC117143352|XP_033163913.1|DMAU
OG0003434	LOC108155947|XP_017142604.1|DMIR	LOC117146611|XP_033168827.1|DMAU
OG0003435	LOC108156046|XP_017142808.1|DMIR	LOC117142415|XP_033162259.1|DMAU
OG0003436	LOC108155481|XP_017141793.1|DMIR	LOC117145440|XP_033166988.1|DMAU
OG0003437	LOC108155478|XP_017141790.1|DMIR	LOC117145436|XP_033166979.1|DMAU
OG0003438	LOC108156669|XP_017143781.1|DMIR	LOC117145438|XP_033166984.1|DMAU
OG0003439	LOC108155920|XP_017142560.1|DMIR	LOC117142562|XP_033162504.1|DMAU
OG0003440	LOC108155027|XP_033244447.1|DMIR	LOC117142623|XP_033162609.1|DMAU
OG0003441	LOC108162443|XP_017152674.1|DMIR	LOC117144260|XP_033165253.1|DMAU
OG0003442	LOC108155290|XP_017141495.1|DMIR	LOC117145369|XP_033166883.1|DMAU
OG0003443	LOC108153185|XP_017138486.1|DMIR	LOC117141241|XP_033160494.1|DMAU
OG0003444	LOC108152106|XP_017136647.1|DMIR	LOC117141503|XP_033160880.1|DMAU
OG0003445	LOC108164979|XP_017156489.1|DMIR	LOC117148808|XP_033172343.1|DMAU
OG0003446	LOC117186181|XP_033242332.1|DMIR	LOC117146858|XP_033169322.1|DMAU
OG0003447	LOC108164474|XP_033250193.1|DMIR	LOC117146263|XP_033168125.1|DMAU
OG0003448	LOC108155813|XP_017142383.1|DMIR	LOC117144069|XP_033164970.1|DMAU
OG0003449	LOC108155252|XP_017141436.1|DMIR	LOC117144226|XP_033165181.1|DMAU
OG0003450	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR	LOC117145551|XP_033167139.1|DMAU
OG0003451	LOC108155033|XP_017141087.1|DMIR	LOC117142672|XP_033162696.1|DMAU
OG0003452	LOC108155781|XP_017142330.1|DMIR	LOC117144164|XP_033165090.1|DMAU
OG0003453	LOC108150962|XP_017134785.1|DMIR	LOC117139769|XP_033158256.1|DMAU
OG0003454	LOC108162861|XP_017153299.1|DMIR	LOC117144873|XP_033166176.1|DMAU
OG0003455	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR	LOC117144025|XP_033164874.1|DMAU
OG0003456	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR	LOC117138679|XP_033156823.1|DMAU
OG0003458	LOC108157215|XP_017144654.1|DMIR	LOC117145397|XP_033166923.1|DMAU
OG0003459	LOC108155823|XP_017142401.1|DMIR	LOC117145936|XP_033167704.1|DMAU
OG0003460	LOC108156182|XP_017143002.1|DMIR	LOC117145675|XP_033167300.1|DMAU
OG0003461	LOC108155477|XP_017141787.1|DMIR	LOC117142519|XP_033162450.1|DMAU
OG0003462	LOC108150911|XP_017134725.1|DMIR	LOC117139815|XP_033158337.1|DMAU
OG0003463	LOC108156904|XP_017144138.1|DMIR	LOC117143500|XP_033164111.1|DMAU
OG0003464	LOC108156335|XP_033245518.1|DMIR	LOC117143770|XP_033164489.1|DMAU
OG0003465	LOC108155254|XP_017141438.1|DMIR	LOC117144228|XP_033165184.1|DMAU
OG0003466	LOC108154771|XP_017140644.1|DMIR	LOC117144112|XP_033165023.1|DMAU
OG0003467	LOC108155043|XP_017141105.1|DMIR	LOC117145972|XP_033167768.1|DMAU
OG0003468	LOC108155346|XP_017141593.1|DMIR	LOC117145785|XP_033167455.1|DMAU
OG0003469	LOC108155396|XP_017141671.1|DMIR	LOC117142548|XP_033162489.1|DMAU
OG0003470	LOC108154425|XP_017140183.2|DMIR	LOC117144296|XP_033165292.1|DMAU
OG0003471	LOC108161733|XP_017151546.1|DMIR	LOC117150905|XP_033173941.1|DMAU
OG0003472	LOC108162589|XP_017152894.1|DMIR	LOC117150180|XP_033172905.1|DMAU
OG0003473	LOC108162925|XP_017153396.2|DMIR	LOC117144600|XP_033165785.1|DMAU
