Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0004953	LOC108151299|XP_017135323.1|DMIR	LOC111600467|XP_023172341.1|DHYD
OG0004954	LOC108151277|XP_017135294.1|DMIR	LOC111600464|XP_023172337.2|DHYD
OG0004955	LOC108151493|XP_017135622.1|DMIR	LOC111601022|XP_023173197.2|DHYD
OG0004956	LOC108158865|XP_017147087.1|DMIR, LOC117190414|XP_033251382.1|DMIR	LOC111599882|XP_023171467.2|DHYD
OG0004957	LOC108152955|XP_017138144.1|DMIR	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC108151119|XP_017135026.1|DMIR	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC108151126|XP_017135036.1|DMIR	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC108151115|XP_017135018.1|DMIR	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC108158508|XP_017146369.1|DMIR	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC108151325|XP_017135366.1|DMIR	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC108152273|XP_017136983.1|DMIR	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC108152593|XP_017137538.1|DMIR	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC108152068|XP_017136579.1|DMIR	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC108152067|XP_017136576.1|DMIR	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC108158756|XP_017146857.1|DMIR	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC108153165|XP_017138459.1|DMIR	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC108158907|XP_017147190.1|DMIR	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC108153444|XP_017138948.1|DMIR	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC108153432|XP_017138927.1|DMIR	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC108151084|XP_017134956.1|DMIR	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC108151216|XP_017135186.1|DMIR	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC108152376|XP_017137156.1|DMIR	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC108152362|XP_017137125.1|DMIR	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC108153489|XP_017139019.1|DMIR	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC117193035|XP_033253660.1|DMIR, LOC108158677|XP_017146695.1|DMIR	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC108158672|XP_017146673.1|DMIR	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC108151360|XP_017135408.1|DMIR	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC108150876|XP_017134672.2|DMIR	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC108152737|XP_017137771.1|DMIR	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC108152735|XP_017137768.1|DMIR	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC108152000|XP_017136458.1|DMIR	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC108153468|XP_017138989.1|DMIR	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC108151763|XP_017136093.1|DMIR	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC117186756|XP_033243852.1|DMIR, LOC108152665|XP_017137649.2|DMIR	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC108152363|XP_017137126.1|DMIR	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC108151764|XP_017136095.1|DMIR	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC108152989|XP_017138210.1|DMIR	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC108158375|XP_017146118.2|DMIR, LOC117188345|XP_033247949.1|DMIR	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC108159332|XP_017148017.1|DMIR, LOC117191931|XP_033252569.1|DMIR	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC117191930|XP_033252567.1|DMIR, LOC108159333|XP_017148018.1|DMIR	LOC111602389|XP_023175177.2|DHYD
OG0004993	LOC108153755|XP_017139375.1|DMIR	LOC111601691|XP_023174169.2|DHYD
OG0004994	LOC108165398|XP_033243441.1|DMIR	LOC111604489|XP_023178347.2|DHYD
OG0004995	LOC108152372|XP_017137143.1|DMIR	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC108151556|XP_017135714.1|DMIR	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC108160574|XP_017150149.1|DMIR	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC108159406|XP_017148136.1|DMIR, LOC117192413|XP_033252974.1|DMIR	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC108151058|XP_017134922.1|DMIR	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC108158136|XP_017145838.1|DMIR	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC108151059|XP_017134923.1|DMIR	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC108157538|XP_017145130.1|DMIR	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC108152462|XP_017137316.1|DMIR	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC108152291|XP_017137002.1|DMIR	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC108165423|XP_017156951.1|DMIR	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC108151200|XP_017135160.2|DMIR	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC108152642|XP_017137622.1|DMIR	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC108151833|XP_017136193.1|DMIR	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC108153554|XP_017139113.1|DMIR	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC108151403|XP_017135480.1|DMIR	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC108160428|XP_017149920.1|DMIR, LOC117190836|XP_033251760.1|DMIR	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC108153111|XP_017138385.1|DMIR	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC108155718|XP_017142210.1|DMIR	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC108151831|XP_017136192.1|DMIR	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC108151715|XP_017135976.1|DMIR	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC108165438|XP_017156966.2|DMIR	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC108152564|XP_017137485.1|DMIR	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC108152236|XP_017136917.1|DMIR	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC108152704|XP_017137713.1|DMIR	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC117192686|XP_033253306.1|DMIR, LOC108160353|XP_017149808.1|DMIR	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC108161328|XP_017151052.2|DMIR	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC108151914|XP_017136316.1|DMIR	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC108160639|XP_017150257.1|DMIR	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC108152553|XP_033242347.1|DMIR	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC108152286|XP_017136993.1|DMIR	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC108151986|XP_017136440.1|DMIR	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC108153348|XP_017138795.1|DMIR	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC108154246|XP_017139970.1|DMIR	LOC111605544|XP_023179874.1|DHYD
OG0005029	LOC108152325|XP_017137060.1|DMIR	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC108151529|XP_017135670.1|DMIR	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC108152156|XP_033242633.1|DMIR	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC108152310|XP_017137031.1|DMIR	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC108150904|XP_017134704.1|DMIR	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC108153507|XP_017139048.1|DMIR	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC108152308|XP_033242207.1|DMIR	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC108151807|XP_017136149.1|DMIR	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC108151971|XP_017136413.1|DMIR	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC108151883|XP_017136269.1|DMIR	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC108162828|XP_017153246.1|DMIR	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC108152150|XP_017136755.1|DMIR	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC108151329|XP_017135369.1|DMIR	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC108152670|XP_017137656.1|DMIR	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC108158864|XP_017147086.1|DMIR, LOC117192557|XP_033253150.1|DMIR	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC108158862|XP_017147083.2|DMIR, LOC117188381|XP_033248057.1|DMIR	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC117193710|XP_033254327.1|DMIR, LOC108160782|XP_017150475.1|DMIR	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC108159213|XP_017147782.1|DMIR, LOC117193051|XP_033253675.1|DMIR	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC108151370|XP_017135421.1|DMIR	LOC111595072|XP_023164396.2|DHYD
OG0005048	LOC108157443|XP_017144988.1|DMIR, LOC108151371|XP_017135422.1|DMIR	LOC111595074|XP_023164399.1|DHYD
OG0005049	LOC117185789|XP_033242206.1|DMIR	LOC111594384|XP_023163419.2|DHYD
OG0005050	LOC117191928|XP_033252564.1|DMIR, LOC108159528|XP_017148386.1|DMIR	LOC111602187|XP_023174915.2|DHYD
OG0005051	LOC108151678|XP_017135909.1|DMIR	LOC111594356|XP_023163383.1|DHYD
OG0005052	LOC108151679|XP_017135910.1|DMIR	LOC111594357|XP_023163384.1|DHYD
OG0005053	LOC108163002|XP_033249824.1|DMIR	LOC111594673|XP_023163851.2|DHYD
OG0005054	LOC108152652|XP_017137633.1|DMIR	LOC111592254|XP_023160103.1|DHYD
OG0005055	LOC108162462|XP_017152732.1|DMIR	LOC111605046|XP_023179153.1|DHYD
OG0005056	LOC117192797|XP_033253446.1|DMIR, LOC108160467|XP_017149973.1|DMIR	LOC111597656|XP_023168246.2|DHYD
OG0005057	LOC108151601|XP_017135770.1|DMIR	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD
OG0005058	LOC108151727|XP_033243017.1|DMIR	LOC111601742|XP_023174233.1|DHYD
OG0005059	LOC108158215|XP_017145927.1|DMIR	LOC111593949|XP_023162808.1|DHYD
OG0005060	LOC108160136|XP_017149424.1|DMIR, LOC117185778|XP_033253457.1|DMIR	LOC111593840|XP_023162648.1|DHYD
OG0005061	LOC108162849|XP_017153281.1|DMIR	LOC111596293|XP_023166217.2|DHYD
OG0005062	LOC117185953|XP_033250462.1|DMIR, LOC108158890|XP_017147163.1|DMIR	LOC111600141|XP_030081193.1|DHYD
OG0005063	LOC108160069|XP_017149312.1|DMIR	LOC111604100|XP_023177768.2|DHYD
OG0005064	LOC108152621|XP_017137580.1|DMIR	LOC111595098|XP_023164432.1|DHYD
OG0005065	LOC108158092|XP_017145748.1|DMIR	LOC111604189|XP_023177912.2|DHYD
OG0005066	LOC117188437|XP_033248211.1|DMIR, LOC108160967|XP_017150755.2|DMIR	LOC111596624|XP_023166678.1|DHYD
OG0005067	LOC108160820|XP_033254248.1|DMIR, LOC117185930|XP_033247654.1|DMIR	LOC111600898|XP_023173005.2|DHYD
OG0005068	LOC108151589|XP_017135757.1|DMIR	LOC111599276|XP_023170642.1|DHYD
OG0005069	LOC108158190|XP_017145898.1|DMIR, LOC117191864|XP_033252521.1|DMIR	LOC111595622|XP_023165197.1|DHYD
OG0005070	LOC108160281|XP_017149652.2|DMIR, LOC117187980|XP_033246935.1|DMIR	LOC111600038|XP_023171724.2|DHYD
OG0005071	LOC108152070|XP_017136582.1|DMIR	LOC111592798|XP_023160972.1|DHYD
OG0005072	LOC108152225|XP_017136897.1|DMIR	LOC111601946|XP_023174570.1|DHYD
OG0005073	LOC108159477|XP_017148293.1|DMIR	LOC111602226|XP_023174974.1|DHYD
OG0005074	LOC108151823|XP_017136171.2|DMIR	LOC111603043|XP_023176249.2|DHYD
OG0005075	LOC117185867|XP_033254157.1|DMIR, LOC108160233|XP_017149576.1|DMIR	LOC111593577|XP_023162210.2|DHYD
OG0005076	LOC117193639|XP_033254275.1|DMIR, LOC108159676|XP_017148655.1|DMIR	LOC111599915|XP_023171512.1|DHYD
OG0005078	LOC108151631|XP_017135824.1|DMIR	LOC111601586|XP_023174008.2|DHYD
OG0005079	LOC108160328|XP_017149746.1|DMIR	LOC111605381|XP_023179636.2|DHYD
OG0005080	LOC108151332|XP_017135373.1|DMIR	LOC111597541|XP_023168098.2|DHYD
OG0005081	LOC117190221|XP_033251160.1|DMIR, LOC108160114|XP_017149395.1|DMIR	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC108153103|XP_017138375.1|DMIR	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC108154153|XP_017139800.1|DMIR	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC108151517|XP_017135652.1|DMIR	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC108152923|XP_017138092.1|DMIR	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC108158113|XP_017145778.1|DMIR	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC108152707|XP_033242716.1|DMIR	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC108158901|XP_033253521.1|DMIR, LOC117185706|XP_033248082.1|DMIR	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC117193113|XP_033253727.1|DMIR, LOC108158899|XP_017147175.2|DMIR	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC108158601|XP_017146552.1|DMIR	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC108159167|XP_033246429.1|DMIR	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC108153195|XP_017138501.1|DMIR	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC108153116|XP_017138392.1|DMIR	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC108151898|XP_017136291.2|DMIR	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC108158875|XP_017147114.1|DMIR	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC108162863|XP_017153300.1|DMIR	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC117185777|XP_033253721.1|DMIR, LOC108160784|XP_017150477.1|DMIR	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC108159534|XP_017148398.1|DMIR	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC108160332|XP_017149752.1|DMIR, LOC117193458|XP_033254107.1|DMIR	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC108160330|XP_033254106.1|DMIR, LOC117188065|XP_033247229.1|DMIR	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC108157027|XP_017144327.1|DMIR	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC117185822|XP_033253896.1|DMIR, LOC108160704|XP_017150347.1|DMIR	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC108159119|XP_017147591.2|DMIR, LOC108159118|XP_033248148.1|DMIR	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC108162336|XP_017152518.1|DMIR	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC108150945|XP_017134768.1|DMIR	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC108152711|XP_033242423.1|DMIR	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC108152956|XP_017138145.1|DMIR	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC117188304|XP_033247830.1|DMIR, LOC108158518|XP_033254032.1|DMIR	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC108151991|XP_017136446.1|DMIR	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC108151346|XP_017135389.1|DMIR	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC108153217|XP_017138530.1|DMIR	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC108153191|XP_017138497.1|DMIR	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC108153218|XP_017138535.1|DMIR	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC108152448|XP_017137291.1|DMIR	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC108161956|XP_017151904.2|DMIR	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC108152885|XP_017138013.1|DMIR	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC108154511|XP_033254686.1|DMIR	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC108162053|XP_017152079.1|DMIR	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC108158472|XP_033246674.1|DMIR	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC108153586|XP_017139154.1|DMIR	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC108151163|XP_033243218.1|DMIR	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC108151982|XP_017136435.1|DMIR	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC108151639|XP_017135834.1|DMIR	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC108152450|XP_017137298.1|DMIR	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC108152336|XP_033242174.1|DMIR	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC108151862|XP_017136238.1|DMIR	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC108151742|XP_017136052.1|DMIR	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC108160124|XP_017149406.2|DMIR	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC108152931|XP_017138107.1|DMIR	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC108151905|XP_017136304.1|DMIR	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC108153014|XP_017138248.1|DMIR	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC108151458|XP_017135568.1|DMIR	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC108153677|XP_017139282.1|DMIR	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC108151333|XP_017135374.1|DMIR	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC108153135|XP_017138419.1|DMIR	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC108152727|XP_017137752.1|DMIR	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC108154750|XP_017140611.1|DMIR	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC108150915|XP_017134729.1|DMIR	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC108152477|XP_017137337.1|DMIR	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC108161962|XP_017151909.1|DMIR	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC117192490|XP_033253085.1|DMIR, LOC108159044|XP_033248061.1|DMIR	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC108152093|XP_017136631.1|DMIR	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC108152090|XP_017136619.1|DMIR	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC108152095|XP_017136633.1|DMIR	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC108152092|XP_017136630.1|DMIR	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC108152488|XP_017137352.1|DMIR	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC108152486|XP_017137351.1|DMIR	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC108152523|XP_017137413.1|DMIR	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC117187915|XP_033246758.1|DMIR, LOC108159705|XP_017148709.2|DMIR	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC108153244|XP_017138575.1|DMIR	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC108152651|XP_017137632.1|DMIR	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC108152918|XP_017138086.1|DMIR	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC108151342|XP_017135386.1|DMIR	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC108151341|XP_017135385.1|DMIR	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC108153276|XP_017138634.1|DMIR	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC108155032|XP_017141084.1|DMIR	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC108159055|XP_017147484.1|DMIR, LOC117192446|XP_033253020.1|DMIR	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC108165480|XP_033243580.1|DMIR	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC108151671|XP_017135898.1|DMIR	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC108153547|XP_017139102.1|DMIR	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC108158897|XP_017147173.1|DMIR	LOC111600767|XP_030080991.1|DHYD
OG0005162	LOC108164707|XP_017156070.1|DMIR	LOC111603172|XP_023176420.1|DHYD
OG0005163	LOC108152407|XP_017137202.1|DMIR	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC108153324|XP_017138729.1|DMIR	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC108159917|XP_017149039.1|DMIR	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC108156159|XP_017142976.1|DMIR	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC108156163|XP_017142980.1|DMIR	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC108151854|XP_017136228.1|DMIR	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC108153389|XP_017138853.1|DMIR	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC108153388|XP_017138851.1|DMIR	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC108153607|XP_017139192.1|DMIR	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC117193459|XP_033254108.1|DMIR, LOC108160145|XP_017149443.1|DMIR	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC108159418|XP_017148174.1|DMIR	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC108160565|XP_033247495.1|DMIR	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC108158533|XP_017146419.1|DMIR	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC108159364|XP_017148078.1|DMIR, LOC117191069|XP_033251926.1|DMIR	LOC111604157|XP_023177852.1|DHYD
OG0005177	LOC108160673|XP_033247498.1|DMIR	LOC111603815|XP_023177340.2|DHYD
OG0005178	LOC108151104|XP_017134991.1|DMIR	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC108152502|XP_017137374.1|DMIR	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC108151859|XP_017136232.1|DMIR	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC108158142|XP_017145853.1|DMIR	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC108158822|XP_017147002.1|DMIR	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC108158511|XP_017146376.1|DMIR, LOC117193385|XP_033254023.1|DMIR	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC117185939|XP_033247196.1|DMIR, LOC108158509|XP_033254001.1|DMIR	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC108158837|XP_017147046.1|DMIR	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC117192807|XP_033253452.1|DMIR, LOC108159711|XP_017148717.1|DMIR	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC117189757|XP_033250725.1|DMIR, LOC108159416|XP_033246321.1|DMIR	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC117193182|XP_033253817.1|DMIR, LOC108159208|XP_017147773.1|DMIR	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC108162887|XP_033244346.1|DMIR	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC108153577|XP_017139145.1|DMIR	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC108157138|XP_017144528.1|DMIR	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC108160537|XP_033247357.1|DMIR	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC117187886|XP_033246705.1|DMIR, LOC108160184|XP_017149500.2|DMIR	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC108159457|XP_017148245.2|DMIR, LOC117185929|XP_033246558.1|DMIR	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC108158121|XP_017145789.2|DMIR, LOC117185845|XP_033247943.1|DMIR	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC108153038|XP_017138285.1|DMIR	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC108159897|XP_017149009.1|DMIR, LOC117190988|XP_033251860.1|DMIR	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC108153027|XP_017138271.1|DMIR	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC108159739|XP_017148765.1|DMIR, LOC117192800|XP_033253447.1|DMIR	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC117185740|XP_033250884.1|DMIR, LOC108159957|XP_017149116.1|DMIR	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC108158557|XP_017146462.1|DMIR, LOC117191352|XP_033252137.1|DMIR	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC108159216|XP_017147785.1|DMIR	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC108163631|XP_017154526.1|DMIR	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC108163930|XP_017154952.1|DMIR	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC108160120|XP_017149402.1|DMIR	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC108158730|XP_017146823.1|DMIR	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC108163559|XP_017154413.1|DMIR	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC108162485|XP_017152724.1|DMIR	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC108151363|XP_017135411.1|DMIR	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC108162583|XP_017152884.1|DMIR	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC108162406|XP_017152624.1|DMIR	LOC111597247|XP_023167615.2|DHYD
OG0005214	LOC108162609|XP_017152917.2|DMIR	LOC111594955|XP_023164220.2|DHYD
OG0005215	LOC108162983|XP_017153478.1|DMIR	LOC111601922|XP_023174545.1|DHYD
OG0005216	LOC108163223|XP_017153868.1|DMIR	LOC111592547|XP_023160604.2|DHYD
OG0005217	LOC108163456|XP_017154234.1|DMIR	LOC111592504|XP_023160495.2|DHYD
OG0005218	LOC108163701|XP_017154625.1|DMIR	LOC111597215|XP_023167554.2|DHYD
OG0005219	LOC108159084|XP_017147528.1|DMIR	LOC111599935|XP_023171550.2|DHYD
OG0005220	LOC108151642|XP_017135837.1|DMIR	LOC111603714|XP_023177186.2|DHYD
