Orthogroup	DMIR.longest_only	DSUP.longest_only
OG0005777	LOC108162095|XP_017152146.1|DMIR	LOC119548274|XP_037711353.1|DSUP
OG0005779	LOC108156148|XP_017142960.1|DMIR	LOC119546537|XP_037708811.1|DSUP
OG0005780	LOC108151545|XP_017135694.1|DMIR	LOC119553771|XP_037720305.1|DSUP
OG0005781	LOC108150852|XP_017134644.2|DMIR	LOC119552865|XP_037718681.1|DSUP
OG0005782	LOC108151774|XP_017136108.1|DMIR	LOC119555314|XP_037722567.1|DSUP
OG0005783	LOC117192853|XP_033253497.1|DMIR, LOC117193418|XP_033254062.1|DMIR, LOC108160589|XP_017150173.1|DMIR	LOC119551316|XP_037716539.1|DSUP
OG0005784	LOC108156822|XP_017144008.1|DMIR	LOC119562930|XP_037732008.1|DSUP
OG0005785	LOC108156845|XP_017144051.1|DMIR	LOC119558334|XP_037727718.1|DSUP
OG0005786	LOC108156171|XP_017142990.1|DMIR	LOC119553389|XP_037719679.1|DSUP
OG0005787	LOC108155846|XP_033245380.1|DMIR	LOC119560603|XP_037730059.1|DSUP
OG0005788	LOC108158587|XP_017146527.1|DMIR	LOC119550261|XP_037714767.1|DSUP
OG0005789	LOC108154974|XP_017140982.1|DMIR	LOC119559045|XP_037728101.1|DSUP
OG0005790	LOC108155448|XP_017141753.1|DMIR	LOC119545662|XP_037707317.1|DSUP
OG0005791	LOC108154798|XP_017140683.1|DMIR	LOC119559925|XP_037729060.1|DSUP
OG0005792	LOC108154805|XP_017140692.1|DMIR	LOC119559939|XP_037729080.1|DSUP
OG0005793	LOC108156164|XP_017142981.1|DMIR	LOC119563297|XP_037732552.1|DSUP
OG0005794	LOC117192816|XP_033253467.1|DMIR, LOC108159512|XP_017148361.1|DMIR, LOC117192793|XP_033253441.1|DMIR	LOC119552114|XP_037717828.1|DSUP
OG0005795	LOC108154134|XP_017139756.1|DMIR	LOC119555161|XP_037722322.1|DSUP
OG0005796	LOC108153075|XP_017138345.1|DMIR	LOC119554181|XP_037720901.1|DSUP
OG0005797	LOC108152641|XP_017137621.1|DMIR	LOC119554111|XP_037720805.1|DSUP
OG0005798	LOC108154112|XP_017139726.1|DMIR	LOC119545689|XP_037707359.1|DSUP
OG0005799	LOC108154651|XP_033244390.1|DMIR	LOC119560852|XP_037730440.1|DSUP
OG0005800	LOC108154656|XP_017140482.1|DMIR	LOC119560513|XP_037729916.1|DSUP
OG0005801	LOC108154655|XP_017140481.1|DMIR	LOC119560512|XP_037729915.1|DSUP
OG0005802	LOC108155283|XP_017141488.1|DMIR	LOC119563190|XP_037732404.1|DSUP
OG0005803	LOC108154652|XP_017140473.1|DMIR	LOC119563486|XP_037732841.1|DSUP
OG0005804	LOC108154951|XP_017140947.1|DMIR	LOC119563280|XP_037732531.1|DSUP
OG0005805	LOC108159990|XP_017149187.1|DMIR, LOC117185704|XP_033253402.1|DMIR	LOC119549910|XP_037714158.1|DSUP
OG0005806	LOC108156858|XP_017144074.1|DMIR	LOC119552777|XP_037718521.1|DSUP
OG0005807	LOC108154408|XP_017140167.2|DMIR	LOC119563426|XP_037732739.1|DSUP
OG0005808	LOC108155806|XP_033248819.1|DMIR	LOC119558237|XP_037727488.1|DSUP
OG0005809	LOC108151769|XP_017136102.1|DMIR	LOC119552627|XP_037718227.1|DSUP
OG0005810	LOC108154660|XP_017140485.1|DMIR	LOC119560855|XP_037730447.1|DSUP
OG0005811	LOC108154661|XP_017140486.1|DMIR	LOC119560856|XP_037730448.1|DSUP
OG0005812	LOC108154113|XP_017139727.1|DMIR	LOC119563321|XP_037732584.1|DSUP
OG0005813	LOC108155241|XP_017141419.1|DMIR	LOC119559903|XP_037728996.1|DSUP
OG0005814	LOC108155873|XP_017142481.1|DMIR	LOC119560740|XP_037730282.1|DSUP
OG0005815	LOC108159918|XP_017149043.1|DMIR	LOC119549269|XP_037713108.1|DSUP
OG0005816	LOC108156482|XP_033245219.1|DMIR	LOC119549564|XP_037713647.1|DSUP
OG0005817	LOC108155929|XP_017142575.1|DMIR	LOC119560129|XP_037729408.1|DSUP
OG0005818	LOC108157686|XP_017145342.1|DMIR	LOC119561189|XP_037730974.1|DSUP
OG0005819	LOC108155081|XP_017141188.1|DMIR	LOC119559949|XP_037729106.1|DSUP
OG0005820	LOC108155082|XP_017141189.1|DMIR	LOC119559950|XP_037729108.1|DSUP
OG0005821	LOC108156885|XP_017144109.1|DMIR	LOC119559956|XP_037729117.1|DSUP
OG0005822	LOC108163838|XP_017154839.1|DMIR	LOC119548344|XP_037711479.1|DSUP
OG0005823	LOC108164560|XP_017155865.1|DMIR	LOC119558064|XP_037727161.1|DSUP
OG0005824	LOC108155382|XP_017141646.1|DMIR	LOC119560921|XP_037730553.1|DSUP
OG0005825	LOC108152758|XP_017137810.1|DMIR	LOC119553338|XP_037719602.1|DSUP
OG0005826	LOC108157224|XP_017144671.1|DMIR	LOC119559654|XP_037728629.1|DSUP
OG0005827	LOC108156348|XP_017143238.1|DMIR	LOC119553981|XP_037720619.1|DSUP
OG0005828	LOC108165498|XP_017157045.1|DMIR	LOC119553420|XP_037719725.1|DSUP
OG0005829	LOC108156810|XP_017143992.1|DMIR	LOC119552275|XP_037717996.1|DSUP
OG0005830	LOC108152687|XP_017137679.1|DMIR	LOC119552749|XP_037718465.1|DSUP
OG0005831	LOC108153610|XP_017139197.1|DMIR	LOC119554535|XP_037721416.1|DSUP
OG0005832	LOC108153275|XP_017138633.1|DMIR	LOC119553755|XP_037720287.1|DSUP
OG0005833	LOC108151533|XP_017135675.1|DMIR	LOC119554291|XP_037721076.1|DSUP
OG0005834	LOC108151538|XP_017135682.1|DMIR	LOC119554668|XP_037721597.1|DSUP
OG0005835	LOC108153404|XP_017138886.1|DMIR	LOC119553221|XP_037719408.1|DSUP
OG0005836	LOC108151867|XP_017136245.1|DMIR	LOC119554567|XP_037721465.1|DSUP
OG0005837	LOC108155678|XP_033245760.1|DMIR	LOC119547613|XP_037710468.1|DSUP
OG0005838	LOC108157036|XP_017144337.1|DMIR	LOC119563036|XP_037732165.1|DSUP
OG0005839	LOC108161716|XP_017151524.2|DMIR	LOC119546857|XP_037709385.1|DSUP
OG0005840	LOC108155452|XP_017141757.1|DMIR	LOC119563489|XP_037732852.1|DSUP
OG0005841	LOC108153855|XP_017139443.1|DMIR	LOC119559777|XP_037728783.1|DSUP
OG0005842	LOC108164844|XP_017156262.1|DMIR	LOC119557899|XP_037726833.1|DSUP
OG0005843	LOC108152500|XP_017137363.1|DMIR	LOC119554169|XP_037720886.1|DSUP
OG0005844	LOC108151415|XP_017135492.1|DMIR	LOC119554976|XP_037722033.1|DSUP
OG0005845	LOC108155258|XP_017141445.2|DMIR	LOC119560328|XP_037729641.1|DSUP
OG0005846	LOC108154591|XP_017140383.1|DMIR	LOC119551839|XP_037717342.1|DSUP
OG0005847	LOC108155208|XP_017141377.1|DMIR	LOC119545733|XP_037707482.1|DSUP
OG0005848	LOC117186414|XP_033243070.1|DMIR	LOC119557860|XP_037726784.1|DSUP
OG0005849	LOC108164890|XP_033247832.1|DMIR	LOC119558268|XP_037727548.1|DSUP
OG0005850	LOC108160665|XP_017150300.1|DMIR	LOC119557362|XP_037726031.1|DSUP
OG0005851	LOC108161909|XP_017151801.1|DMIR	LOC119547318|XP_037710045.1|DSUP
OG0005852	LOC108155407|XP_017141692.1|DMIR	LOC119548029|XP_037711035.1|DSUP
OG0005853	LOC108154897|XP_017140839.1|DMIR	LOC119556255|XP_037724228.1|DSUP
OG0005854	LOC108154657|XP_017140483.1|DMIR	LOC119560854|XP_037730446.1|DSUP
OG0005855	LOC108164788|XP_033248038.1|DMIR	LOC119557341|XP_037726004.1|DSUP
OG0005856	LOC117186837|XP_033244025.1|DMIR	LOC119558062|XP_037727141.1|DSUP
OG0005857	LOC108154803|XP_017140690.1|DMIR	LOC119561035|XP_037730790.1|DSUP
OG0005858	LOC108156999|XP_017144282.1|DMIR	LOC119563067|XP_037732209.1|DSUP
OG0005859	LOC108162224|XP_017152334.1|DMIR	LOC119548259|XP_037711332.1|DSUP
OG0005860	LOC108156541|XP_017143536.1|DMIR	LOC119561088|XP_037730887.1|DSUP
OG0005861	LOC108155928|XP_033245674.1|DMIR	LOC119546968|XP_037709546.1|DSUP
OG0005862	LOC108160592|XP_033246884.1|DMIR, LOC117191595|XP_033252309.1|DMIR	LOC119551748|XP_037717198.1|DSUP
OG0005863	LOC108158712|XP_017146744.1|DMIR	LOC119551172|XP_037716298.1|DSUP
OG0005864	LOC108154594|XP_017140397.1|DMIR	LOC119563127|XP_037732303.1|DSUP
OG0005865	LOC108154107|XP_017139719.1|DMIR	LOC119551325|XP_037716551.1|DSUP
OG0005866	LOC108159848|XP_017148927.1|DMIR	LOC119551831|XP_037717327.1|DSUP
OG0005867	LOC108162973|XP_017153462.1|DMIR	LOC119546021|XP_037707962.1|DSUP
OG0005868	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR	LOC119551602|XP_037716934.1|DSUP
OG0005869	LOC108164736|XP_017156118.1|DMIR	LOC119557761|XP_037726584.1|DSUP
OG0005870	LOC108164582|XP_017155896.1|DMIR	LOC119556930|XP_037725349.1|DSUP
OG0005871	LOC108163716|XP_017154657.1|DMIR	LOC119557755|XP_037726579.1|DSUP
OG0005872	LOC108156245|XP_017143083.1|DMIR	LOC119560353|XP_037729684.1|DSUP
OG0005873	LOC108154944|XP_017140930.1|DMIR	LOC119548572|XP_037711821.1|DSUP
OG0005874	LOC117186114|XP_033242124.1|DMIR	LOC119556419|XP_037724559.1|DSUP
OG0005875	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR	LOC119551324|XP_037716547.1|DSUP
OG0005876	LOC108165464|XP_033242767.1|DMIR	LOC119557116|XP_037725623.1|DSUP
OG0005877	LOC117186122|XP_033242147.1|DMIR	LOC119556654|XP_037724921.1|DSUP
OG0005878	LOC108153079|XP_017138351.1|DMIR	LOC119556249|XP_037724218.1|DSUP
OG0005879	LOC108162337|XP_017152522.1|DMIR	LOC119556147|XP_037723972.1|DSUP
OG0005880	LOC108153004|XP_017138235.1|DMIR	LOC119554362|XP_037721156.1|DSUP
OG0005881	LOC108153280|XP_017138637.1|DMIR	LOC119555503|XP_037722849.1|DSUP
OG0005882	LOC108164729|XP_017156111.1|DMIR	LOC119557489|XP_037726188.1|DSUP
OG0005883	LOC108151215|XP_017135184.1|DMIR	LOC119552866|XP_037718683.1|DSUP
OG0005884	LOC108153148|XP_017138439.1|DMIR	LOC119554243|XP_037721006.1|DSUP
OG0005885	LOC108151234|XP_017135222.1|DMIR	LOC119554798|XP_037721775.1|DSUP
OG0005886	LOC108152608|XP_017137558.1|DMIR	LOC119553536|XP_037719894.1|DSUP
OG0005887	LOC108152384|XP_017137166.1|DMIR	LOC119555502|XP_037722847.1|DSUP
OG0005888	LOC108152762|XP_017137819.1|DMIR	LOC119554724|XP_037721666.1|DSUP
OG0005889	LOC108151611|XP_017135792.1|DMIR	LOC119552757|XP_037718477.1|DSUP
OG0005890	LOC108162907|XP_017153372.1|DMIR	LOC119556165|XP_037724012.1|DSUP
OG0005891	LOC108153064|XP_017138325.1|DMIR	LOC119554554|XP_037721448.1|DSUP
OG0005892	LOC108153122|XP_017138399.1|DMIR	LOC119554633|XP_037721558.1|DSUP
OG0005893	LOC108151410|XP_017135488.1|DMIR	LOC119554133|XP_037720836.1|DSUP
OG0005894	LOC108151412|XP_017135490.1|DMIR	LOC119554134|XP_037720837.1|DSUP
OG0005895	LOC108151413|XP_017135491.1|DMIR	LOC119554136|XP_037720838.1|DSUP
OG0005896	LOC108151521|XP_017135661.1|DMIR	LOC119553702|XP_037720190.1|DSUP
OG0005897	LOC108153248|XP_017138582.1|DMIR	LOC119553116|XP_037719223.1|DSUP
OG0005898	LOC108162614|XP_017152924.1|DMIR	LOC119555952|XP_037723590.1|DSUP
OG0005899	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR	LOC119550801|XP_037715663.1|DSUP
OG0005900	LOC108162765|XP_017153141.1|DMIR	LOC119546436|XP_037708633.1|DSUP
OG0005901	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR	LOC119549342|XP_037713255.1|DSUP
OG0005902	LOC108158592|XP_017146533.1|DMIR	LOC119551641|XP_037716999.1|DSUP
OG0005903	LOC108156776|XP_017143937.1|DMIR	LOC119554427|XP_037721252.1|DSUP
OG0005904	LOC108154676|XP_017140507.1|DMIR	LOC119559748|XP_037728743.1|DSUP
OG0005905	LOC108152507|XP_017137384.1|DMIR	LOC119552943|XP_037718831.1|DSUP
OG0005906	LOC108152493|XP_017137358.1|DMIR	LOC119552888|XP_037718723.1|DSUP
OG0005907	LOC108152528|XP_017137417.1|DMIR	LOC119554988|XP_037722053.1|DSUP
OG0005908	LOC108152600|XP_017137545.1|DMIR	LOC119555474|XP_037722810.1|DSUP
OG0005909	LOC108153351|XP_017138806.1|DMIR	LOC119554884|XP_037721900.1|DSUP
OG0005910	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR	LOC119549264|XP_037713100.1|DSUP
OG0005911	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR	LOC119549266|XP_037713104.1|DSUP
OG0005912	LOC108159447|XP_017148226.1|DMIR	LOC119549267|XP_037713105.1|DSUP
OG0005913	LOC108155880|XP_017142497.1|DMIR	LOC119545837|XP_037707723.1|DSUP
OG0005914	LOC108160318|XP_017149731.1|DMIR	LOC119551845|XP_037717346.1|DSUP
OG0005915	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR	LOC119551507|XP_037716815.1|DSUP
OG0005916	LOC108159324|XP_017148005.1|DMIR	LOC119550053|XP_037714437.1|DSUP
OG0005917	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR	LOC119552158|XP_037717901.1|DSUP
OG0005918	LOC108155958|XP_017142616.1|DMIR	LOC119557707|XP_037726515.1|DSUP
OG0005919	LOC108158803|XP_017146978.1|DMIR	LOC119551575|XP_037716903.1|DSUP
OG0005920	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR	LOC119550557|XP_037715270.1|DSUP
OG0005921	LOC108151056|XP_017134920.1|DMIR	LOC119554566|XP_037721464.1|DSUP
OG0005922	LOC108154490|XP_017140283.1|DMIR	LOC119556021|XP_037723729.1|DSUP
OG0005923	LOC108151022|XP_017134871.1|DMIR	LOC119555037|XP_037722112.1|DSUP
OG0005924	LOC108151026|XP_017134875.1|DMIR	LOC119554865|XP_037721875.1|DSUP
OG0005925	LOC108151614|XP_017135800.1|DMIR	LOC119554696|XP_037721627.1|DSUP
OG0005926	LOC108164804|XP_017156215.1|DMIR	LOC119555845|XP_037723401.1|DSUP
OG0005927	LOC108156586|XP_017143612.1|DMIR	LOC119561061|XP_037730825.1|DSUP
OG0005928	LOC108152521|XP_017137410.1|DMIR	LOC119555881|XP_037723465.1|DSUP
OG0005929	LOC108153372|XP_017138831.1|DMIR	LOC119553307|XP_037719561.1|DSUP
OG0005930	LOC108159851|XP_017148932.1|DMIR	LOC119549169|XP_037712896.1|DSUP
OG0005931	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR	LOC119550589|XP_037715321.1|DSUP
OG0005932	LOC108158771|XP_017146887.2|DMIR	LOC119549939|XP_037714249.1|DSUP
OG0005933	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR	LOC119551962|XP_037717589.1|DSUP
OG0005934	LOC108159397|XP_017148121.1|DMIR	LOC119549682|XP_037713819.1|DSUP
OG0005935	LOC108152623|XP_017137582.1|DMIR	LOC119555673|XP_037723221.1|DSUP
OG0005936	LOC108162991|XP_017153492.1|DMIR	LOC119548452|XP_037711643.1|DSUP
OG0005937	LOC108152457|XP_017137310.1|DMIR	LOC119555676|XP_037723224.1|DSUP
OG0005938	LOC108160743|XP_033246833.1|DMIR	LOC119551971|XP_037717608.1|DSUP
OG0005939	LOC108164534|XP_017155822.1|DMIR	LOC119557581|XP_037726311.1|DSUP
OG0005940	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR	LOC119549217|XP_037713009.1|DSUP
OG0005941	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR	LOC119550486|XP_037715103.1|DSUP
OG0005942	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR	LOC119559386|XP_037728371.1|DSUP
OG0005943	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR	LOC119549392|XP_037713370.1|DSUP
OG0005944	LOC108159652|XP_017148609.1|DMIR	LOC119551227|XP_037716392.1|DSUP
OG0005945	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR	LOC119550512|XP_037715146.1|DSUP
OG0005946	LOC108160908|XP_017150670.1|DMIR	LOC119550215|XP_037714702.1|DSUP
OG0005947	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR	LOC119551071|XP_037716122.1|DSUP
OG0005948	LOC108153460|XP_017138979.1|DMIR	LOC119553387|XP_037719672.1|DSUP
OG0005949	LOC108153566|XP_017139131.1|DMIR	LOC119553200|XP_037719380.1|DSUP
OG0005950	LOC108161628|XP_017151417.1|DMIR	LOC119548876|XP_037712435.1|DSUP
OG0005951	LOC108151997|XP_017136455.1|DMIR	LOC119554736|XP_037721685.1|DSUP
OG0005952	LOC108161627|XP_017151415.1|DMIR	LOC119548875|XP_037712433.1|DSUP
OG0005953	LOC108162671|XP_017153003.1|DMIR	LOC119548703|XP_037712095.1|DSUP
OG0005954	LOC108162751|XP_017153119.2|DMIR	LOC119548698|XP_037712090.1|DSUP
OG0005955	LOC108157030|XP_017144332.1|DMIR	LOC119563008|XP_037732125.1|DSUP
OG0005956	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR	LOC119549440|XP_037713461.1|DSUP
OG0005957	LOC108156301|XP_017143174.1|DMIR	LOC119563266|XP_037732513.1|DSUP
OG0005958	LOC108157272|XP_033245436.1|DMIR	LOC119563410|XP_037732706.1|DSUP
OG0005959	LOC108162971|XP_017153458.1|DMIR	LOC119548265|XP_037711337.1|DSUP
OG0005960	LOC108153261|XP_017138615.1|DMIR	LOC119556261|XP_037724235.1|DSUP
OG0005961	LOC108159860|XP_017148948.1|DMIR	LOC119549261|XP_037713098.1|DSUP
OG0005962	LOC108158402|XP_017146148.1|DMIR	LOC119549147|XP_037712854.1|DSUP
OG0005963	LOC108163462|XP_017154247.2|DMIR	LOC119548484|XP_037711685.1|DSUP
OG0005964	LOC108160013|XP_017149234.1|DMIR	LOC119550350|XP_037714899.1|DSUP
OG0005965	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR	LOC119551157|XP_037716279.1|DSUP
OG0005966	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR	LOC119550553|XP_037715265.1|DSUP
OG0005967	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR	LOC119550980|XP_037715943.1|DSUP
OG0005968	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR	LOC119550712|XP_037715518.1|DSUP
OG0005969	LOC117188315|XP_033247855.1|DMIR	LOC119549517|XP_037713557.1|DSUP
OG0005970	LOC108153224|XP_017138543.1|DMIR	LOC119554047|XP_037720713.1|DSUP
OG0005971	LOC108159007|XP_017147370.1|DMIR	LOC119559405|XP_037728401.1|DSUP
OG0005972	LOC108152438|XP_017137259.1|DMIR	LOC119552653|XP_037718278.1|DSUP
OG0005973	LOC108152953|XP_017138141.1|DMIR	LOC119554612|XP_037721533.1|DSUP
OG0005974	LOC108151626|XP_017135814.1|DMIR	LOC119553316|XP_037719570.1|DSUP
OG0005975	LOC108152653|XP_017137636.1|DMIR	LOC119552654|XP_037718284.1|DSUP
OG0005976	LOC108155561|XP_017141943.1|DMIR	LOC119563164|XP_037732353.1|DSUP
OG0005977	LOC108158623|XP_017146588.1|DMIR	LOC119551210|XP_037716372.1|DSUP
OG0005978	LOC108160356|XP_017149812.1|DMIR	LOC119552186|XP_037717962.1|DSUP
OG0005980	LOC108159635|XP_017148585.1|DMIR	LOC119549300|XP_037713187.1|DSUP
OG0005981	LOC108156598|XP_033241974.1|DMIR	LOC119558256|XP_037727514.1|DSUP
OG0005982	LOC108160040|XP_017149272.1|DMIR, LOC117190639|XP_033251577.1|DMIR	LOC119551412|XP_037716679.1|DSUP
OG0005983	LOC108161860|XP_017151767.1|DMIR	LOC119558042|XP_037727119.1|DSUP
OG0005984	LOC108162025|XP_033243406.1|DMIR	LOC119556352|XP_037724384.1|DSUP
OG0005985	LOC108155248|XP_017141434.1|DMIR	LOC119556693|XP_037725017.1|DSUP
OG0005986	LOC108164568|XP_017155875.1|DMIR	LOC119556593|XP_037724829.1|DSUP
OG0005987	LOC108160089|XP_033242991.1|DMIR	LOC119562452|XP_037731567.1|DSUP, LOC119556326|XP_037724342.1|DSUP
OG0005988	LOC108160830|XP_017150552.1|DMIR	LOC119551449|XP_037716720.1|DSUP
OG0005989	LOC108160244|XP_017149592.1|DMIR	LOC119559398|XP_037728388.1|DSUP
OG0005990	LOC108159735|XP_017148759.1|DMIR	LOC119549749|XP_037713919.1|DSUP
OG0005991	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR	LOC119551384|XP_037716634.1|DSUP
OG0005992	LOC108151422|XP_017135502.1|DMIR	LOC119553210|XP_037719395.1|DSUP
OG0005993	LOC108151423|XP_033243876.1|DMIR	LOC119553211|XP_037719396.1|DSUP
OG0005994	LOC108151377|XP_017135427.1|DMIR	LOC119555656|XP_037723165.1|DSUP
OG0005995	LOC108153559|XP_017139121.1|DMIR	LOC119555008|XP_037722079.1|DSUP
OG0005996	LOC108152353|XP_017137114.1|DMIR	LOC119553610|XP_037719996.1|DSUP
OG0005997	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR	LOC119550575|XP_037715294.1|DSUP
OG0005998	LOC108153765|XP_017139393.1|DMIR	LOC119553403|XP_037719703.1|DSUP
OG0005999	LOC108153369|XP_033242874.1|DMIR	LOC119554934|XP_037721972.1|DSUP
OG0006000	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR	LOC119549689|XP_037713833.1|DSUP
OG0006001	LOC108150892|XP_033243424.1|DMIR	LOC119553540|XP_037719905.1|DSUP
OG0006002	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR	LOC119551673|XP_037717053.1|DSUP
OG0006003	LOC108152673|XP_017137658.1|DMIR	LOC119553318|XP_037719575.1|DSUP
OG0006004	LOC108154111|XP_017139725.1|DMIR	LOC119560383|XP_037729729.1|DSUP
OG0006005	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR	LOC119551531|XP_037716845.1|DSUP
OG0006006	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR	LOC119549425|XP_037713435.1|DSUP
OG0006007	LOC108159267|XP_017147914.1|DMIR	LOC119559467|XP_037728505.1|DSUP
OG0006008	LOC108163049|XP_017153608.1|DMIR	LOC119546598|XP_037708953.1|DSUP
OG0006009	LOC108152048|XP_017136539.1|DMIR	LOC119555432|XP_037722729.1|DSUP
OG0006010	LOC108152107|XP_033242256.1|DMIR	LOC119555646|XP_037723122.1|DSUP
OG0006011	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR	LOC119555275|XP_037722506.1|DSUP
OG0006012	LOC108151992|XP_017136447.1|DMIR	LOC119555338|XP_037722601.1|DSUP
OG0006013	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR	LOC119552106|XP_037717819.1|DSUP
OG0006014	LOC108152113|XP_017136678.1|DMIR	LOC119553187|XP_037719362.1|DSUP
OG0006015	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR	LOC119549423|XP_037713430.1|DSUP
OG0006016	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR	LOC119551958|XP_037717580.1|DSUP
OG0006017	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR	LOC119551355|XP_037716603.1|DSUP
OG0006018	LOC108160134|XP_017149417.1|DMIR	LOC119549410|XP_037713400.1|DSUP
OG0006019	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR	LOC119551199|XP_037716329.1|DSUP
OG0006020	LOC108151788|XP_017136126.1|DMIR	LOC119552860|XP_037718673.1|DSUP
OG0006021	LOC108151379|XP_033243797.1|DMIR	LOC119555336|XP_037722599.1|DSUP
OG0006022	LOC108162579|XP_017152881.1|DMIR	LOC119547353|XP_037710095.1|DSUP
OG0006023	LOC108156350|XP_017143240.1|DMIR	LOC119553142|XP_037719282.1|DSUP
OG0006024	LOC108163473|XP_017154268.1|DMIR	LOC119556356|XP_037724392.1|DSUP
OG0006025	LOC108159799|XP_033246498.1|DMIR	LOC119551948|XP_037717566.1|DSUP
OG0006026	LOC108157695|XP_017145354.1|DMIR	LOC119563380|XP_037732659.1|DSUP
OG0006027	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR	LOC119549127|XP_037712821.1|DSUP
OG0006028	LOC108160381|XP_017149848.1|DMIR	LOC119551559|XP_037716883.1|DSUP
OG0006029	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR	LOC119549071|XP_037712706.1|DSUP
OG0006030	LOC108157207|XP_017144644.1|DMIR	LOC119563289|XP_037732544.1|DSUP
OG0006031	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR	LOC119551306|XP_037716529.1|DSUP
OG0006032	LOC108160568|XP_017150144.1|DMIR	LOC119555908|XP_037723527.1|DSUP
OG0006033	LOC108159103|XP_017147562.1|DMIR	LOC119550181|XP_037714646.1|DSUP
OG0006034	LOC108156715|XP_017143853.1|DMIR	LOC119551830|XP_037717330.1|DSUP
OG0006035	LOC108155191|XP_017141351.1|DMIR	LOC119545746|XP_037707496.1|DSUP
OG0006036	LOC108161788|XP_017151626.1|DMIR	LOC119547376|XP_037710128.1|DSUP
OG0006037	LOC108160655|XP_017150280.1|DMIR	LOC119549606|XP_037713705.1|DSUP
OG0006038	LOC108155140|XP_017141282.1|DMIR	LOC119560763|XP_037730312.1|DSUP
OG0006039	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR	LOC119559430|XP_037728456.1|DSUP
OG0006040	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR	LOC119559460|XP_037728494.1|DSUP
OG0006041	LOC108162772|XP_017153160.1|DMIR	LOC119557749|XP_037726563.1|DSUP
OG0006042	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR	LOC119552150|XP_037717876.1|DSUP
OG0006043	LOC108153363|XP_017138819.2|DMIR	LOC119554165|XP_037720882.1|DSUP
OG0006044	LOC108152791|XP_017137862.1|DMIR	LOC119556040|XP_037723756.1|DSUP
OG0006045	LOC108160484|XP_017149995.1|DMIR	LOC119559381|XP_037728365.1|DSUP
OG0006046	LOC108159879|XP_017148980.1|DMIR	LOC119550297|XP_037714819.1|DSUP
