Orthogroup	DMIR.longest_only	BTRY.longest_only
OG0003889	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC108164040|XP_017155107.2|DMIR	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC108151054|XP_017134917.1|DMIR	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC108162643|XP_017152956.2|DMIR	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC108163009|XP_033249015.1|DMIR	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC108158356|XP_017146098.1|DMIR	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC108158355|XP_017146097.1|DMIR	LOC120771037|XP_039954760.1|BTRY
OG0003897	LOC108159297|XP_017147955.1|DMIR, LOC117189503|XP_033250530.1|DMIR, LOC117194993|XP_033255368.1|DMIR	LOC120772919|XP_039957753.1|BTRY
OG0003898	LOC108161929|XP_017151841.1|DMIR	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC108162088|XP_017152140.1|DMIR	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC108162781|XP_017153168.1|DMIR	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC108163730|XP_017154676.1|DMIR	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC108163516|XP_017154341.1|DMIR	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC108161973|XP_017151920.2|DMIR	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC108161972|XP_017151919.2|DMIR	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC108154767|XP_017140639.1|DMIR	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC108159567|XP_017148493.1|DMIR	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC108163624|XP_017154512.1|DMIR	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC108163625|XP_017154513.1|DMIR	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC117186307|XP_033242789.1|DMIR	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC108162032|XP_017152039.1|DMIR	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC108164187|XP_017155294.2|DMIR	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC108162174|XP_017152256.2|DMIR	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC108161635|XP_017151426.1|DMIR	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC108162780|XP_017153171.1|DMIR	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC108161897|XP_017151780.1|DMIR	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC108161831|XP_017151679.1|DMIR	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC108161287|XP_017150994.1|DMIR	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC108163677|XP_017154592.1|DMIR	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC108164056|XP_033249291.1|DMIR	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC108163722|XP_017154661.1|DMIR	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC108164482|XP_017155728.1|DMIR	LOC120781487|XP_039969646.1|BTRY
OG0003924	LOC108160020|XP_017149244.1|DMIR, LOC117190736|XP_033251691.1|DMIR	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC108162916|XP_017153385.2|DMIR	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC108162354|XP_017152549.1|DMIR	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC108162067|XP_017152101.1|DMIR	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC108162093|XP_017152144.1|DMIR	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC108161633|XP_017151423.1|DMIR	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC108162118|XP_017152181.1|DMIR	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC108163309|XP_017154014.1|DMIR	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC117187827|XP_033246580.1|DMIR, LOC108158229|XP_033254099.1|DMIR	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC108163698|XP_017154621.1|DMIR	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC108164024|XP_017155087.1|DMIR	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC117192538|XP_033253126.1|DMIR, LOC108158572|XP_017146497.1|DMIR	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC117188412|XP_033248143.1|DMIR, LOC108158582|XP_017146514.2|DMIR	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC108159786|XP_017148839.1|DMIR, LOC117193171|XP_033253796.1|DMIR	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC108161899|XP_033249090.1|DMIR	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC108162471|XP_017152708.1|DMIR	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC108161963|XP_017151911.2|DMIR	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC108161967|XP_017151915.1|DMIR	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC108162376|XP_017152580.1|DMIR	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC108161902|XP_017151789.1|DMIR	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC108162682|XP_017153017.1|DMIR	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC108158719|XP_017146752.1|DMIR, LOC117189607|XP_033250620.1|DMIR, LOC117193087|XP_033253705.1|DMIR	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC108164068|XP_017155142.2|DMIR	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC108163112|XP_017153700.2|DMIR	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC108162317|XP_017152487.1|DMIR	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC108162312|XP_017152478.1|DMIR	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC108163469|XP_017154257.1|DMIR	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC108164072|XP_017155145.1|DMIR	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC108163970|XP_017155015.1|DMIR	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC108161905|XP_017151793.1|DMIR	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC108153141|XP_017138429.2|DMIR	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC117188650|XP_033248715.1|DMIR, LOC108163141|XP_033249071.1|DMIR	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC108162979|XP_017153472.1|DMIR	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC108151495|XP_017135624.1|DMIR	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC108164661|XP_017156003.1|DMIR	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC117190015|XP_033250997.1|DMIR, LOC108159962|XP_017149122.1|DMIR	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC108164972|XP_017156476.1|DMIR	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC108163039|XP_017153580.1|DMIR	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC108162355|XP_017152550.2|DMIR	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC108163232|XP_017153879.1|DMIR	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC108161807|XP_017151655.1|DMIR	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC108162368|XP_033248537.1|DMIR	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC108162459|XP_017152693.1|DMIR	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC117192360|XP_033252888.1|DMIR, LOC108159756|XP_017148790.1|DMIR	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC117192361|XP_033252895.1|DMIR, LOC108159747|XP_017148775.1|DMIR	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC117187888|XP_033246711.1|DMIR, LOC108159717|XP_017148726.2|DMIR	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC108161817|XP_017151666.1|DMIR	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC108161321|XP_017151038.1|DMIR	LOC120774464|XP_039960054.1|BTRY
OG0003972	LOC108151224|XP_017135206.1|DMIR	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC117193413|XP_033254054.1|DMIR, LOC108160147|XP_017149448.1|DMIR	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC108158627|XP_017146593.1|DMIR	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC108163827|XP_017154804.1|DMIR	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC108163777|XP_017154745.1|DMIR	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC108164071|XP_017155144.1|DMIR	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC108151960|XP_017136388.1|DMIR	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC108162883|XP_017153324.1|DMIR	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC108154814|XP_017140704.1|DMIR	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC117188746|XP_033248927.1|DMIR, LOC108163491|XP_033249864.1|DMIR	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC108163941|XP_017154966.1|DMIR	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC108164278|XP_017155413.1|DMIR	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC108163460|XP_017154243.1|DMIR	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC108162078|XP_017152115.1|DMIR	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC108161552|XP_017151324.1|DMIR	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC108163542|XP_017154389.1|DMIR	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC108162225|XP_017152335.1|DMIR	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC108161805|XP_017151651.1|DMIR	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC108163658|XP_017154568.1|DMIR	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC108162184|XP_017152265.1|DMIR	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC108163405|XP_017154158.1|DMIR	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC108163519|XP_017154350.1|DMIR	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC108156505|XP_017143495.1|DMIR	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC108160442|XP_017149941.1|DMIR, LOC117193397|XP_033254037.1|DMIR	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC117191249|XP_033252057.1|DMIR, LOC108158331|XP_017146060.1|DMIR	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC108164091|XP_017155169.1|DMIR	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC108161249|XP_033248708.1|DMIR	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC108163043|XP_017153583.1|DMIR	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC108165006|XP_017156530.1|DMIR	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC117189476|XP_033250500.1|DMIR, LOC108158745|XP_017146842.2|DMIR	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC108162004|XP_017151978.1|DMIR	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC108161859|XP_033248824.1|DMIR	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC108163153|XP_017153759.1|DMIR	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC108161881|XP_017151764.1|DMIR	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC108162888|XP_017153337.1|DMIR	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC108163538|XP_017154383.1|DMIR	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC108161699|XP_033248735.1|DMIR	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC108163697|XP_017154620.2|DMIR	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC108162626|XP_017152938.2|DMIR	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC108163928|XP_017154950.1|DMIR	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC108157235|XP_017144684.1|DMIR	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC108162215|XP_017152322.2|DMIR	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC108153073|XP_017138343.1|DMIR	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC108161969|XP_017151917.2|DMIR	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC108161250|XP_033249054.1|DMIR	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC108163396|XP_017154147.1|DMIR	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC117190919|XP_033251813.1|DMIR, LOC108160320|XP_017149735.1|DMIR	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC117189075|XP_033249937.1|DMIR, LOC108162605|XP_017152914.2|DMIR	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC108161988|XP_017151943.1|DMIR	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC108161985|XP_017151940.1|DMIR	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC108162972|XP_017153459.1|DMIR	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC117188506|XP_033248377.1|DMIR, LOC108158212|XP_017145924.2|DMIR	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC108164170|XP_017155275.1|DMIR	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC108162965|XP_017153453.1|DMIR	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC108162321|XP_017152493.1|DMIR	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC108163210|XP_017153853.1|DMIR	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC108162718|XP_017153070.1|DMIR	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC117190731|XP_033251686.1|DMIR, LOC117187718|XP_033246357.1|DMIR	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC108164032|XP_017155097.1|DMIR	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC108163668|XP_017154580.1|DMIR	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC108162599|XP_017152907.1|DMIR	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC108161701|XP_017151503.1|DMIR	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC108161900|XP_017151787.2|DMIR	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC108163833|XP_017154827.1|DMIR	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC108162417|XP_017152632.2|DMIR	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC108162680|XP_017153014.1|DMIR	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC108163344|XP_017154073.1|DMIR	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC108159808|XP_017148867.1|DMIR, LOC117190091|XP_033251066.1|DMIR	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC117186928|XP_033244179.1|DMIR, LOC108153892|XP_017139482.2|DMIR, LOC117187987|XP_033246951.1|DMIR	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC108151924|XP_017136332.1|DMIR	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC108162929|XP_017153399.1|DMIR, LOC117188978|XP_033249651.1|DMIR, LOC117188977|XP_033249649.1|DMIR	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC108155627|XP_017142050.1|DMIR	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC108162891|XP_017153345.2|DMIR	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC108163987|XP_017155039.1|DMIR	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC108163383|XP_017154126.1|DMIR	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC108163077|XP_017153645.1|DMIR	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC108162693|XP_017153032.1|DMIR	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC108162903|XP_017153362.1|DMIR	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC108163139|XP_017153741.1|DMIR	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC108153722|XP_017139376.1|DMIR	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC108159835|XP_017148914.2|DMIR, LOC117187932|XP_033246820.1|DMIR	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC108162696|XP_033250105.1|DMIR	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC108157535|XP_017145127.2|DMIR	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC108156940|XP_017144192.1|DMIR	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC108152648|XP_017137627.1|DMIR	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC108151817|XP_017136164.1|DMIR	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC108156408|XP_017143342.1|DMIR	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC108154211|XP_017139924.1|DMIR	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC108152890|XP_017138021.1|DMIR	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC108152172|XP_033242339.1|DMIR	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC108165477|XP_017157017.1|DMIR	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC108153176|XP_017138473.1|DMIR	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC108159519|XP_017148368.2|DMIR	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC108158546|XP_017146443.1|DMIR	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC108152975|XP_017138193.1|DMIR	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC108155722|XP_017142215.1|DMIR	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC108154942|XP_017140920.1|DMIR	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC108165300|XP_033242937.1|DMIR	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC108151570|XP_017135730.1|DMIR	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC108151573|XP_017135734.1|DMIR	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC117186028|XP_033241955.1|DMIR, LOC108159545|XP_017148418.2|DMIR	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC117190696|XP_033251650.1|DMIR, LOC108158829|XP_017147021.1|DMIR	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC108159429|XP_017148189.1|DMIR, LOC117191023|XP_033251889.1|DMIR	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC117190093|XP_033251068.1|DMIR, LOC108159428|XP_017148184.1|DMIR	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC108162059|XP_033248918.1|DMIR	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC108155066|XP_017141142.1|DMIR	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC108151281|XP_017135302.1|DMIR	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC117190993|XP_033251863.1|DMIR, LOC108159073|XP_017147512.1|DMIR	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC117192475|XP_033253058.1|DMIR, LOC108159343|XP_017148031.1|DMIR	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC108164424|XP_017155593.1|DMIR	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC117186911|XP_033244129.1|DMIR, LOC117187093|XP_033244851.1|DMIR, LOC108155646|XP_017142085.1|DMIR	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC108151207|XP_017135172.1|DMIR	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC108155137|XP_017141280.1|DMIR	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC108156650|XP_033245951.1|DMIR	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC108158387|XP_017146133.1|DMIR	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC108157628|XP_017145255.1|DMIR	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC108160754|XP_033252440.1|DMIR	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC108154843|XP_017140748.1|DMIR	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC108153887|XP_033244991.1|DMIR	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC108162469|XP_017152710.1|DMIR	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC108165000|XP_017156519.1|DMIR	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC108155468|XP_017141778.2|DMIR	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC108156651|XP_017143752.1|DMIR	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC108152572|XP_017137500.1|DMIR	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC108156305|XP_017143182.1|DMIR	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC108154092|XP_017139691.1|DMIR	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC108154101|XP_017139712.1|DMIR	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC108154712|XP_033246026.1|DMIR	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC108154710|XP_017140552.1|DMIR	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC108155063|XP_017141138.1|DMIR	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC108157266|XP_017144743.1|DMIR	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC108151988|XP_017136442.1|DMIR	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC108152255|XP_017136953.1|DMIR	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC108153316|XP_017138715.1|DMIR	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC108154813|XP_017140703.1|DMIR	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC108154844|XP_017140750.1|DMIR	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC108150996|XP_017134835.1|DMIR	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC108156347|XP_017143236.1|DMIR	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC108156485|XP_033244667.1|DMIR	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC108163438|XP_017154223.1|DMIR	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC108151487|XP_017135614.1|DMIR	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC108151481|XP_017135604.1|DMIR	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC108156725|XP_017143866.1|DMIR	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC108157035|XP_017144336.1|DMIR	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC108158395|XP_017146141.1|DMIR, LOC117189515|XP_033250553.1|DMIR	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC108155799|XP_017142369.1|DMIR	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC108156071|XP_017142844.1|DMIR	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC108153606|XP_017139190.1|DMIR	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC108155156|XP_017141307.1|DMIR	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC108155659|XP_017142107.1|DMIR	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC108164891|XP_017156350.1|DMIR	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC108156419|XP_017143355.1|DMIR	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC108156381|XP_017143284.1|DMIR	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC108163179|XP_017153805.1|DMIR	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC108155980|XP_017142657.1|DMIR	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC117188426|XP_033248195.1|DMIR, LOC108159284|XP_033253007.1|DMIR	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC108164954|XP_017156440.1|DMIR	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC108156964|XP_017144232.1|DMIR	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC108152925|XP_017138096.1|DMIR	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC108162726|XP_017153083.1|DMIR	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC108154074|XP_017139659.1|DMIR	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC108155751|XP_033245993.1|DMIR	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC108154654|XP_017140480.1|DMIR	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC117192688|XP_033253309.1|DMIR, LOC108158964|XP_017147288.1|DMIR	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC108151669|XP_017135896.1|DMIR	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC108156817|XP_017144005.1|DMIR	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC117192116|XP_033252699.1|DMIR, LOC108158086|XP_017145727.1|DMIR	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC108160840|XP_017150582.1|DMIR	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC108152879|XP_017137999.1|DMIR	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC108155626|XP_017142047.1|DMIR	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC108162051|XP_017152074.1|DMIR	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC108151499|XP_017135627.1|DMIR	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC108155189|XP_017141348.1|DMIR	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC108162592|XP_017152898.1|DMIR	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC108154525|XP_017140313.1|DMIR	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC108157428|XP_017144966.1|DMIR	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC108156110|XP_017142895.1|DMIR	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC108156950|XP_017144208.1|DMIR	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC108156120|XP_017142915.1|DMIR	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC117193215|XP_033253858.1|DMIR, LOC108159513|XP_017148362.1|DMIR	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC108151153|XP_017135068.1|DMIR	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC108154121|XP_017139738.1|DMIR	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC108165090|XP_017156631.1|DMIR	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC108152186|XP_017136823.1|DMIR	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC108154699|XP_017140537.1|DMIR	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC117185868|XP_033242338.1|DMIR	LOC120776895|XP_039963891.1|BTRY
