Orthogroup	DMIR.longest_only	AAEG.longest_only
OG0003745	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC108158351|XP_017146078.2|DMIR	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC108153641|XP_017139233.1|DMIR	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC108165583|XP_017157145.1|DMIR	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC108152974|XP_017138189.1|DMIR	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC108152781|XP_017137853.1|DMIR	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC108152148|XP_017136753.1|DMIR	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC108152547|XP_017137448.1|DMIR	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC108151922|XP_033242826.1|DMIR	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC108151921|XP_017136328.1|DMIR	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC108151858|XP_017136231.1|DMIR	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC108160146|XP_017149447.1|DMIR	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC108159356|XP_017148067.1|DMIR	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC108152501|XP_033243696.1|DMIR	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC108151100|XP_017134984.1|DMIR	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC108151103|XP_017134987.1|DMIR	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC108153623|XP_033243223.1|DMIR	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC108151935|XP_017136350.1|DMIR	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC108163795|XP_017154774.2|DMIR	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC108161578|XP_017151391.1|DMIR	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC108164448|XP_017155652.1|DMIR	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC108151497|XP_033242743.1|DMIR	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC108152031|XP_017136510.1|DMIR	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC108158959|XP_017147277.1|DMIR	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC108153459|XP_017138981.1|DMIR	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC108160407|XP_017149888.1|DMIR	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC108164452|XP_017155659.1|DMIR	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC108150971|XP_017134797.1|DMIR	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC108155276|XP_017141472.1|DMIR	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC108159733|XP_017148756.2|DMIR	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC108159121|XP_017147593.1|DMIR, LOC117191091|XP_033251945.1|DMIR	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC108151081|XP_017134952.1|DMIR	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC108156445|XP_017143392.1|DMIR	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC108159727|XP_017148747.1|DMIR	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC108152796|XP_017137867.1|DMIR	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC108156176|XP_017142994.1|DMIR	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC108161674|XP_017151470.1|DMIR	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC108160637|XP_017150255.1|DMIR	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC108162435|XP_017152658.1|DMIR	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC108161398|XP_017151136.1|DMIR	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC108162002|XP_017151973.1|DMIR	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC108156108|XP_017142893.1|DMIR	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC108162729|XP_033248421.1|DMIR	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC108161842|XP_017151696.1|DMIR	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC117188961|XP_033249536.1|DMIR	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC108163250|XP_017153907.1|DMIR	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC108152752|XP_017137799.1|DMIR	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC108161731|XP_017151543.1|DMIR	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC117185814|XP_033254092.1|DMIR, LOC108159082|XP_017147525.1|DMIR	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC108159634|XP_017148583.1|DMIR, LOC117189526|XP_033250559.1|DMIR	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC108161750|XP_033248894.1|DMIR	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC108162048|XP_017152064.1|DMIR	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC108161997|XP_017151955.1|DMIR	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC108155165|XP_017141319.1|DMIR	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC108162176|XP_017152258.2|DMIR	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC108163301|XP_017154002.1|DMIR	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC108164210|XP_017155330.1|DMIR	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC108162663|XP_017152992.1|DMIR	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC108155719|XP_017142211.1|DMIR	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC108160394|XP_017149872.2|DMIR, LOC117188090|XP_033247308.1|DMIR	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC108161357|XP_017151089.1|DMIR	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC108163489|XP_017154291.1|DMIR	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC108161576|XP_017151353.1|DMIR	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC108162089|XP_017152141.1|DMIR	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC108162266|XP_017152405.1|DMIR	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC108162549|XP_017152823.1|DMIR	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC108162548|XP_017152822.1|DMIR	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC108164194|XP_017155303.2|DMIR	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC108162373|XP_017152576.1|DMIR	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC108156091|XP_017142869.1|DMIR	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC108162931|XP_033250032.1|DMIR	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC108162932|XP_017153403.1|DMIR	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC108162019|XP_017152001.1|DMIR	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC108163858|XP_017154862.1|DMIR	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC108162759|XP_017153130.1|DMIR	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC108163620|XP_017154507.1|DMIR	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC108161402|XP_033249638.1|DMIR	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC108162365|XP_017152563.1|DMIR	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC117188510|XP_033248400.1|DMIR, LOC108158196|XP_017145904.2|DMIR	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC108163684|XP_017154599.2|DMIR	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC108162988|XP_017153485.1|DMIR	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC108163095|XP_017153669.1|DMIR	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC108162364|XP_017152561.1|DMIR	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC108162534|XP_017152804.1|DMIR	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC108161793|XP_017151631.1|DMIR	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC108163791|XP_017154765.1|DMIR	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC108154877|XP_033244420.1|DMIR	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC108158138|XP_017145841.1|DMIR	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC108162221|XP_033249197.1|DMIR	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC117191903|XP_033252546.1|DMIR, LOC108158620|XP_017146584.1|DMIR	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC108162074|XP_017152111.1|DMIR	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC117192680|XP_033253298.1|DMIR, LOC108159977|XP_017149153.1|DMIR	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC108164085|XP_017155161.1|DMIR	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC108162181|XP_017152261.1|DMIR	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC108161485|XP_017151245.1|DMIR	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC108163166|XP_017153780.1|DMIR	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC108156634|XP_017143724.1|DMIR	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC108163531|XP_017154371.1|DMIR	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC108160205|XP_017149530.1|DMIR, LOC117193888|XP_033254463.1|DMIR	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC108161724|XP_017151536.2|DMIR	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC108163670|XP_017154586.1|DMIR	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC108162551|XP_017152826.1|DMIR	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC108163075|XP_017153644.1|DMIR	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC108156983|XP_017144264.1|DMIR	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC108163121|XP_017153716.1|DMIR	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC117188834|XP_033249181.1|DMIR	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC108161326|XP_017151047.1|DMIR	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC108163537|XP_017154382.1|DMIR	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC108162915|XP_017153382.1|DMIR	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC108163705|XP_033248985.1|DMIR	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC108158392|XP_017146139.1|DMIR	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC108162668|XP_017152999.2|DMIR	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC108162951|XP_017153435.1|DMIR	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC108162047|XP_033249481.1|DMIR	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC108163804|XP_017154783.1|DMIR	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC108163415|XP_017154171.1|DMIR	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC108163530|XP_017154368.1|DMIR	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC108151932|XP_017136346.1|DMIR	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC108152745|XP_017137783.1|DMIR	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC108159113|XP_033253206.1|DMIR, LOC117188070|XP_033247261.1|DMIR	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC108159774|XP_017148822.2|DMIR, LOC117188508|XP_033248385.1|DMIR	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC108153411|XP_017138900.1|DMIR	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC108163134|XP_017153737.1|DMIR	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC108162688|XP_017153026.1|DMIR	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC108162686|XP_017153024.1|DMIR	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC108163757|XP_017154716.2|DMIR	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC108155075|XP_017141157.1|DMIR	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC108152851|XP_017137956.1|DMIR	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC108164040|XP_017155107.2|DMIR	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC108151054|XP_017134917.1|DMIR	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC108162643|XP_017152956.2|DMIR	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC108163009|XP_033249015.1|DMIR	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC108158356|XP_017146098.1|DMIR	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC108158355|XP_017146097.1|DMIR	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC108159297|XP_017147955.1|DMIR, LOC117189503|XP_033250530.1|DMIR, LOC117194993|XP_033255368.1|DMIR	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC108161929|XP_017151841.1|DMIR	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC108162088|XP_017152140.1|DMIR	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC108162781|XP_017153168.1|DMIR	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC108163730|XP_017154676.1|DMIR	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC108163516|XP_017154341.1|DMIR	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC108161973|XP_017151920.2|DMIR	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC108161972|XP_017151919.2|DMIR	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC108154767|XP_017140639.1|DMIR	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC108159567|XP_017148493.1|DMIR	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC108163624|XP_017154512.1|DMIR	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC108163625|XP_017154513.1|DMIR	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC117186307|XP_033242789.1|DMIR	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC108162032|XP_017152039.1|DMIR	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC108164187|XP_017155294.2|DMIR	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC108162174|XP_017152256.2|DMIR	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC108161635|XP_017151426.1|DMIR	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC108162780|XP_017153171.1|DMIR	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC108161897|XP_017151780.1|DMIR	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC108161831|XP_017151679.1|DMIR	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC108161287|XP_017150994.1|DMIR	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC108163677|XP_017154592.1|DMIR	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC108164056|XP_033249291.1|DMIR	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC108163722|XP_017154661.1|DMIR	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC108164482|XP_017155728.1|DMIR	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC108160020|XP_017149244.1|DMIR, LOC117190736|XP_033251691.1|DMIR	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC108162916|XP_017153385.2|DMIR	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC108162354|XP_017152549.1|DMIR	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC108162067|XP_017152101.1|DMIR	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC108162093|XP_017152144.1|DMIR	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC108161633|XP_017151423.1|DMIR	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC108162118|XP_017152181.1|DMIR	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC108163309|XP_017154014.1|DMIR	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC117187827|XP_033246580.1|DMIR, LOC108158229|XP_033254099.1|DMIR	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC108163698|XP_017154621.1|DMIR	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC108164024|XP_017155087.1|DMIR	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC117192538|XP_033253126.1|DMIR, LOC108158572|XP_017146497.1|DMIR	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC117188412|XP_033248143.1|DMIR, LOC108158582|XP_017146514.2|DMIR	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC108159786|XP_017148839.1|DMIR, LOC117193171|XP_033253796.1|DMIR	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC108161899|XP_033249090.1|DMIR	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC108162471|XP_017152708.1|DMIR	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC108161963|XP_017151911.2|DMIR	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC108161967|XP_017151915.1|DMIR	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC108162376|XP_017152580.1|DMIR	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC108161902|XP_017151789.1|DMIR	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC108162682|XP_017153017.1|DMIR	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC108158719|XP_017146752.1|DMIR, LOC117189607|XP_033250620.1|DMIR, LOC117193087|XP_033253705.1|DMIR	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC108164068|XP_017155142.2|DMIR	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC108163112|XP_017153700.2|DMIR	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC108162317|XP_017152487.1|DMIR	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC108162312|XP_017152478.1|DMIR	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC108163469|XP_017154257.1|DMIR	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC108164072|XP_017155145.1|DMIR	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC108163970|XP_017155015.1|DMIR	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC108161905|XP_017151793.1|DMIR	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC108153141|XP_017138429.2|DMIR	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC117188650|XP_033248715.1|DMIR, LOC108163141|XP_033249071.1|DMIR	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC108162979|XP_017153472.1|DMIR	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC108151495|XP_017135624.1|DMIR	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC108164661|XP_017156003.1|DMIR	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC117190015|XP_033250997.1|DMIR, LOC108159962|XP_017149122.1|DMIR	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC108164972|XP_017156476.1|DMIR	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC108163039|XP_017153580.1|DMIR	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC108162355|XP_017152550.2|DMIR	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC108163232|XP_017153879.1|DMIR	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC108161807|XP_017151655.1|DMIR	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC108162368|XP_033248537.1|DMIR	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC108162459|XP_017152693.1|DMIR	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC117192360|XP_033252888.1|DMIR, LOC108159756|XP_017148790.1|DMIR	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC117192361|XP_033252895.1|DMIR, LOC108159747|XP_017148775.1|DMIR	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC117187888|XP_033246711.1|DMIR, LOC108159717|XP_017148726.2|DMIR	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC108161817|XP_017151666.1|DMIR	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC108161321|XP_017151038.1|DMIR	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC108151224|XP_017135206.1|DMIR	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC117193413|XP_033254054.1|DMIR, LOC108160147|XP_017149448.1|DMIR	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC108158627|XP_017146593.1|DMIR	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC108163827|XP_017154804.1|DMIR	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC108163777|XP_017154745.1|DMIR	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC108164071|XP_017155144.1|DMIR	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC108151960|XP_017136388.1|DMIR	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC108162883|XP_017153324.1|DMIR	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC108154814|XP_017140704.1|DMIR	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC117188746|XP_033248927.1|DMIR, LOC108163491|XP_033249864.1|DMIR	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC108163941|XP_017154966.1|DMIR	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC108164278|XP_017155413.1|DMIR	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC108163460|XP_017154243.1|DMIR	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC108162078|XP_017152115.1|DMIR	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC108161552|XP_017151324.1|DMIR	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC108163542|XP_017154389.1|DMIR	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC108162225|XP_017152335.1|DMIR	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC108161805|XP_017151651.1|DMIR	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC108163658|XP_017154568.1|DMIR	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC108162184|XP_017152265.1|DMIR	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC108163405|XP_017154158.1|DMIR	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC108163519|XP_017154350.1|DMIR	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC108156505|XP_017143495.1|DMIR	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC108160442|XP_017149941.1|DMIR, LOC117193397|XP_033254037.1|DMIR	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC117191249|XP_033252057.1|DMIR, LOC108158331|XP_017146060.1|DMIR	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC108164091|XP_017155169.1|DMIR	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC108161249|XP_033248708.1|DMIR	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC108163043|XP_017153583.1|DMIR	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC108165006|XP_017156530.1|DMIR	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC117189476|XP_033250500.1|DMIR, LOC108158745|XP_017146842.2|DMIR	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC108162004|XP_017151978.1|DMIR	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC108161859|XP_033248824.1|DMIR	LOC5578840|XP_021703302.1|AAEG
