Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0003295	LOC108158773|XP_017146896.1|DMIR	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE
OG0003296	LOC108156678|XP_017143792.1|DMIR	LOC118502996|XP_035891701.1|ASTE
OG0003297	LOC108156631|XP_017143715.1|DMIR	LOC118512427|XP_035912757.1|ASTE
OG0003298	LOC108164537|XP_017155826.1|DMIR	LOC118507115|XP_035901017.1|ASTE
OG0003299	LOC108156479|XP_017143445.1|DMIR	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC108154887|XP_017140820.2|DMIR	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC108159669|XP_017148638.1|DMIR	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC108163746|XP_017154706.2|DMIR	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC108160504|XP_017150033.1|DMIR, LOC117189952|XP_033250924.1|DMIR	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC108154669|XP_017140496.1|DMIR	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC108165050|XP_017156581.1|DMIR	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC108160364|XP_017149824.1|DMIR, LOC117193333|XP_033253953.1|DMIR, LOC117193335|XP_033253955.1|DMIR	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC108156568|XP_033243021.1|DMIR, LOC117186457|XP_033243207.1|DMIR	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC108162763|XP_017153139.1|DMIR	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC108159622|XP_017148570.1|DMIR	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC108162246|XP_017152418.1|DMIR	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC108155411|XP_017141697.1|DMIR	LOC118505360|XP_035896937.1|ASTE
OG0003312	LOC108156367|XP_017143260.1|DMIR	LOC118512605|XP_035913170.1|ASTE
OG0003313	LOC108164722|XP_017156104.1|DMIR	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC108160091|XP_017149357.1|DMIR	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC108164090|XP_017155172.1|DMIR	LOC118517367|XP_035919282.1|ASTE
OG0003316	LOC108154382|XP_017140135.1|DMIR	LOC118504351|XP_035894617.1|ASTE
OG0003317	LOC108155377|XP_017141638.1|DMIR	LOC118503598|XP_035892948.1|ASTE
OG0003318	LOC108155526|XP_017141875.2|DMIR	LOC118506709|XP_035900097.1|ASTE
OG0003319	LOC108155960|XP_017142614.1|DMIR	LOC118517380|XP_035919296.1|ASTE
OG0003320	LOC108154621|XP_033245178.1|DMIR	LOC118506546|XP_035899736.1|ASTE
OG0003321	LOC108154619|XP_017140428.1|DMIR	LOC118517501|XP_035919606.1|ASTE
OG0003322	LOC108154623|XP_017140434.1|DMIR	LOC118511775|XP_035911162.1|ASTE
OG0003323	LOC108165150|XP_017156706.1|DMIR	LOC118507756|XP_035902665.1|ASTE
OG0003324	LOC108152108|XP_017136652.1|DMIR	LOC118510623|XP_035908594.1|ASTE
OG0003325	LOC108156899|XP_033245061.1|DMIR	LOC118508961|XP_035904792.1|ASTE
OG0003326	LOC117186053|XP_033242024.1|DMIR, LOC108164476|XP_017155723.1|DMIR	LOC118503736|XP_035893250.1|ASTE
OG0003327	LOC117189231|XP_033250253.1|DMIR, LOC108164473|XP_033250186.1|DMIR	LOC118511556|XP_035910681.1|ASTE
OG0003328	LOC108159740|XP_017148769.1|DMIR	LOC118517419|XP_035919419.1|ASTE
OG0003329	LOC108155814|XP_017142385.1|DMIR	LOC118517414|XP_035919409.1|ASTE
OG0003330	LOC108151241|XP_017135231.1|DMIR	LOC118517437|XP_035919455.1|ASTE
OG0003331	LOC108165203|XP_033244089.1|DMIR	LOC118511217|XP_035909911.1|ASTE
OG0003332	LOC108162977|XP_017153471.1|DMIR	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE
OG0003333	LOC108156028|XP_017142769.1|DMIR	LOC118517409|XP_035919382.1|ASTE
OG0003334	LOC108157222|XP_017144668.1|DMIR	LOC118507006|XP_035900806.1|ASTE
OG0003335	LOC108157255|XP_017144722.1|DMIR	LOC118506942|XP_035900656.1|ASTE
OG0003336	LOC108156243|XP_017143081.1|DMIR	LOC118509307|XP_035905648.1|ASTE
OG0003337	LOC108156670|XP_017143782.1|DMIR	LOC118506145|XP_035898790.1|ASTE
OG0003338	LOC108157741|XP_017145408.1|DMIR	LOC118511791|XP_035911216.1|ASTE
OG0003339	LOC108157189|XP_017144607.1|DMIR	LOC118504467|XP_035894873.1|ASTE
OG0003340	LOC108157190|XP_033245313.1|DMIR	LOC118512175|XP_035912158.1|ASTE
OG0003341	LOC108164846|XP_017156264.1|DMIR	LOC118507714|XP_035902505.1|ASTE
OG0003342	LOC108159514|XP_017148366.1|DMIR	LOC118511275|XP_035910064.1|ASTE
OG0003343	LOC108160402|XP_033243742.1|DMIR	LOC118502505|XP_035890641.1|ASTE
OG0003344	LOC108162732|XP_017153093.2|DMIR	LOC118505649|XP_035897624.1|ASTE
OG0003345	LOC108164515|XP_017155796.1|DMIR	LOC118504313|XP_035894515.1|ASTE
OG0003346	LOC108154989|XP_017141021.1|DMIR	LOC118507295|XP_035901552.1|ASTE
OG0003347	LOC108155581|XP_017141974.1|DMIR	LOC118504845|XP_035895751.1|ASTE
OG0003348	LOC108154987|XP_017141017.1|DMIR	LOC118517484|XP_035919570.1|ASTE
OG0003349	LOC108158506|XP_017146356.1|DMIR	LOC118504119|XP_035894106.1|ASTE
OG0003350	LOC108156288|XP_017143156.1|DMIR	LOC118507613|XP_035902217.1|ASTE
OG0003351	LOC108165474|XP_017157014.1|DMIR	LOC118513065|XP_035914306.1|ASTE
OG0003352	LOC108155852|XP_017142453.1|DMIR	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE
OG0003353	LOC108156145|XP_033244555.1|DMIR	LOC118502356|XP_035890445.1|ASTE
OG0003354	LOC108155506|XP_017141835.1|DMIR	LOC118505009|XP_035896094.1|ASTE
OG0003355	LOC108158553|XP_017146469.1|DMIR	LOC118506785|XP_035900299.1|ASTE
OG0003356	LOC108163128|XP_017153732.1|DMIR	LOC118506738|XP_035900188.1|ASTE
OG0003357	LOC108159197|XP_017147752.1|DMIR	LOC118510233|XP_035907695.1|ASTE
OG0003358	LOC108163138|XP_017153740.1|DMIR	LOC118503405|XP_035892507.1|ASTE
OG0003359	LOC108152392|XP_017137178.1|DMIR	LOC118506147|XP_035898798.1|ASTE
OG0003360	LOC108154658|XP_017140487.1|DMIR	LOC118506212|XP_035898923.1|ASTE
OG0003361	LOC117188140|XP_033247418.1|DMIR, LOC108158659|XP_017146645.2|DMIR	LOC118506302|XP_035899143.1|ASTE
OG0003362	LOC108155342|XP_017141586.1|DMIR	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE
OG0003363	LOC108156336|XP_017143222.1|DMIR	LOC118515492|XP_035917924.1|ASTE
OG0003364	LOC108157330|XP_017144835.1|DMIR	LOC118502667|XP_035891027.1|ASTE
OG0003365	LOC108157079|XP_017144404.1|DMIR	LOC118507645|XP_035902299.1|ASTE
OG0003366	LOC108151638|XP_033243144.1|DMIR	LOC118506493|XP_035899580.1|ASTE
OG0003367	LOC108151964|XP_017136395.1|DMIR	LOC118508286|XP_035903819.1|ASTE
OG0003368	LOC108151959|XP_017136387.1|DMIR	LOC118503935|XP_035893683.1|ASTE
OG0003369	LOC108155740|XP_017142246.1|DMIR	LOC118514783|XP_035917689.1|ASTE
OG0003370	LOC108156553|XP_017143562.1|DMIR	LOC118507626|XP_035902240.1|ASTE
OG0003371	LOC108153110|XP_017138388.1|DMIR	LOC118508463|XP_035904164.1|ASTE
OG0003372	LOC117193909|XP_033254474.1|DMIR, LOC108158524|XP_017146393.1|DMIR	LOC118506447|XP_035899476.1|ASTE
OG0003373	LOC108156856|XP_017144070.1|DMIR	LOC118504477|XP_035894886.1|ASTE
OG0003374	LOC108152347|XP_017137100.1|DMIR	LOC118516471|XP_035918286.1|ASTE
OG0003375	LOC108156302|XP_017143175.1|DMIR	LOC118505599|XP_035897518.1|ASTE
OG0003376	LOC108155747|XP_017142265.1|DMIR	LOC118502714|XP_035891157.1|ASTE
OG0003377	LOC108156564|XP_017143581.2|DMIR	LOC118502672|XP_035891044.1|ASTE
OG0003378	LOC108157048|XP_017144354.1|DMIR	LOC118505571|XP_035897420.1|ASTE
OG0003379	LOC108155401|XP_017141687.1|DMIR	LOC118505570|XP_035897419.1|ASTE
OG0003380	LOC108155202|XP_017141365.1|DMIR	LOC118505576|XP_035897425.1|ASTE
OG0003381	LOC108156742|XP_017143892.1|DMIR	LOC118505586|XP_035897447.1|ASTE
OG0003382	LOC108156648|XP_017143739.1|DMIR	LOC118505587|XP_035897449.1|ASTE
OG0003383	LOC108155293|XP_017141497.1|DMIR	LOC118502662|XP_035891014.1|ASTE
OG0003384	LOC108163798|XP_017154777.1|DMIR	LOC118504491|XP_035894903.1|ASTE
OG0003385	LOC108156203|XP_017143025.1|DMIR	LOC118508490|XP_035904201.1|ASTE
OG0003386	LOC108155170|XP_017141326.1|DMIR	LOC118508481|XP_035904190.1|ASTE
OG0003387	LOC108155278|XP_017141474.1|DMIR	LOC118508480|XP_035904189.1|ASTE
OG0003388	LOC108153304|XP_017138697.1|DMIR	LOC118508478|XP_035904188.1|ASTE
OG0003389	LOC108160789|XP_017150485.1|DMIR	LOC118508465|XP_035904162.1|ASTE
OG0003390	LOC108157472|XP_017145040.1|DMIR	LOC118502921|XP_035891549.1|ASTE
OG0003391	LOC108155173|XP_017141331.1|DMIR	LOC118506378|XP_035899303.1|ASTE
OG0003392	LOC108156441|XP_017143389.1|DMIR	LOC118507800|XP_035902751.1|ASTE
OG0003393	LOC108156393|XP_017143300.1|DMIR	LOC118507548|XP_035902020.1|ASTE
OG0003394	LOC108154285|XP_017140024.1|DMIR	LOC118507543|XP_035902015.1|ASTE
OG0003395	LOC108157369|XP_017144883.1|DMIR	LOC118507541|XP_035902013.1|ASTE
OG0003396	LOC108155943|XP_017142595.1|DMIR	LOC118507533|XP_035901998.1|ASTE
OG0003397	LOC108154185|XP_017139849.2|DMIR	LOC118502545|XP_035890714.1|ASTE
OG0003399	LOC108156283|XP_017143147.1|DMIR	LOC118502552|XP_035890741.1|ASTE
OG0003400	LOC108156266|XP_017143120.1|DMIR	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE
OG0003401	LOC108154760|XP_017140624.1|DMIR	LOC118502914|XP_035891532.1|ASTE
OG0003402	LOC108153955|XP_033244120.1|DMIR	LOC118502421|XP_035890541.1|ASTE
OG0003403	LOC108160076|XP_017149324.2|DMIR	LOC118506776|XP_035900265.1|ASTE
OG0003404	LOC108154406|XP_017140166.1|DMIR	LOC118506781|XP_035900286.1|ASTE
OG0003405	LOC108160245|XP_017149594.1|DMIR	LOC118508453|XP_035904148.1|ASTE
OG0003406	LOC108155094|XP_017141208.1|DMIR	LOC118508450|XP_035904144.1|ASTE
OG0003407	LOC108155095|XP_017141209.1|DMIR	LOC118508455|XP_035904150.1|ASTE
OG0003408	LOC108155376|XP_017141637.2|DMIR	LOC118508447|XP_035904136.1|ASTE
OG0003409	LOC108156090|XP_033244481.1|DMIR	LOC118502847|XP_035891439.1|ASTE
OG0003410	LOC108156608|XP_017143641.1|DMIR	LOC118502912|XP_035891528.1|ASTE
OG0003411	LOC108156136|XP_017142937.1|DMIR	LOC118508294|XP_035903836.1|ASTE
OG0003412	LOC108156464|XP_017143416.1|DMIR	LOC118508298|XP_035903841.1|ASTE
OG0003413	LOC108156806|XP_033245641.1|DMIR	LOC118503592|XP_035892938.1|ASTE
OG0003414	LOC108151132|XP_017135045.1|DMIR	LOC118502370|XP_035890482.1|ASTE
OG0003415	LOC108164902|XP_017156359.1|DMIR	LOC118507475|XP_035901875.1|ASTE
OG0003416	LOC108155682|XP_017142140.1|DMIR	LOC118507476|XP_035901877.1|ASTE
OG0003417	LOC108154668|XP_017140495.1|DMIR	LOC118503565|XP_035892870.1|ASTE
OG0003418	LOC108154863|XP_017140778.1|DMIR	LOC118504433|XP_035894767.1|ASTE
OG0003419	LOC108156356|XP_017143247.1|DMIR	LOC118505335|XP_035896877.1|ASTE
OG0003420	LOC108156355|XP_017143245.1|DMIR	LOC118505334|XP_035896876.1|ASTE
OG0003421	LOC108154727|XP_017140579.1|DMIR	LOC118507521|XP_035901975.1|ASTE
OG0003422	LOC108154737|XP_017140594.1|DMIR	LOC118507846|XP_035902871.1|ASTE
OG0003423	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR	LOC118504669|XP_035895351.1|ASTE
OG0003424	LOC108156251|XP_017143090.1|DMIR	LOC118504661|XP_035895337.1|ASTE
OG0003425	LOC108155549|XP_017141917.1|DMIR	LOC118502900|XP_035891515.1|ASTE
OG0003426	LOC108156359|XP_017143250.2|DMIR	LOC118502835|XP_035891405.1|ASTE
OG0003427	LOC108155712|XP_017142197.1|DMIR	LOC118507502|XP_035901926.1|ASTE
OG0003428	LOC108153660|XP_017139258.1|DMIR	LOC118502715|XP_035891159.1|ASTE
OG0003429	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR	LOC118502913|XP_035891531.1|ASTE
OG0003430	LOC108164453|XP_017155661.1|DMIR	LOC118507795|XP_035902741.1|ASTE
OG0003431	LOC108156146|XP_017142956.1|DMIR	LOC118510940|XP_035909270.1|ASTE
OG0003432	LOC108154704|XP_017140544.1|DMIR	LOC118505445|XP_035897136.1|ASTE
OG0003433	LOC108156562|XP_017143574.1|DMIR	LOC118502755|XP_035891214.1|ASTE
OG0003434	LOC108155947|XP_017142604.1|DMIR	LOC118504975|XP_035896004.1|ASTE
OG0003435	LOC108156046|XP_017142808.1|DMIR	LOC118507885|XP_035903010.1|ASTE
OG0003436	LOC108155481|XP_017141793.1|DMIR	LOC118507648|XP_035902306.1|ASTE
OG0003437	LOC108155478|XP_017141790.1|DMIR	LOC118507644|XP_035902297.1|ASTE
OG0003438	LOC108156669|XP_017143781.1|DMIR	LOC118505013|XP_035896095.1|ASTE
OG0003439	LOC108155920|XP_017142560.1|DMIR	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE
OG0003440	LOC108155027|XP_033244447.1|DMIR	LOC118502699|XP_035891120.1|ASTE
OG0003441	LOC108162443|XP_017152674.1|DMIR	LOC118503295|XP_035892282.1|ASTE
OG0003442	LOC108155290|XP_017141495.1|DMIR	LOC118503285|XP_035892266.1|ASTE
OG0003443	LOC108153185|XP_017138486.1|DMIR	LOC118503279|XP_035892250.1|ASTE
OG0003444	LOC108152106|XP_017136647.1|DMIR	LOC118503037|XP_035891763.1|ASTE
OG0003445	LOC108164979|XP_017156489.1|DMIR	LOC118503029|XP_035891747.1|ASTE
OG0003446	LOC117186181|XP_033242332.1|DMIR	LOC118504286|XP_035894455.1|ASTE
OG0003447	LOC108164474|XP_033250193.1|DMIR	LOC118502453|XP_035890575.1|ASTE
OG0003448	LOC108155813|XP_017142383.1|DMIR	LOC118503301|XP_035892306.1|ASTE
OG0003449	LOC108155252|XP_017141436.1|DMIR	LOC118503299|XP_035892303.1|ASTE
OG0003450	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR	LOC118503302|XP_035892307.1|ASTE
OG0003451	LOC108155033|XP_017141087.1|DMIR	LOC118503031|XP_035891754.1|ASTE
OG0003452	LOC108155781|XP_017142330.1|DMIR	LOC118503028|XP_035891746.1|ASTE
OG0003453	LOC108150962|XP_017134785.1|DMIR	LOC118506943|XP_035900653.1|ASTE
OG0003454	LOC108162861|XP_017153299.1|DMIR	LOC118503276|XP_035892247.1|ASTE
OG0003455	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR	LOC118506892|XP_035900562.1|ASTE
OG0003456	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR	LOC118506877|XP_035900514.1|ASTE
OG0003458	LOC108157215|XP_017144654.1|DMIR	LOC118506869|XP_035900498.1|ASTE
OG0003459	LOC108155823|XP_017142401.1|DMIR	LOC118507189|XP_035901155.1|ASTE
OG0003460	LOC108156182|XP_017143002.1|DMIR	LOC118507905|XP_035903053.1|ASTE
OG0003461	LOC108155477|XP_017141787.1|DMIR	LOC118507882|XP_035903004.1|ASTE
OG0003462	LOC108150911|XP_017134725.1|DMIR	LOC118507902|XP_035903050.1|ASTE
OG0003463	LOC108156904|XP_017144138.1|DMIR	LOC118506444|XP_035899472.1|ASTE
OG0003464	LOC108156335|XP_033245518.1|DMIR	LOC118507910|XP_035903095.1|ASTE
OG0003465	LOC108155254|XP_017141438.1|DMIR	LOC118504905|XP_035895867.1|ASTE
OG0003466	LOC108154771|XP_017140644.1|DMIR	LOC118507876|XP_035902980.1|ASTE
OG0003467	LOC108155043|XP_017141105.1|DMIR	LOC118507871|XP_035902971.1|ASTE
OG0003468	LOC108155346|XP_017141593.1|DMIR	LOC118507865|XP_035902964.1|ASTE
OG0003469	LOC108155396|XP_017141671.1|DMIR	LOC118517619|XP_035919809.1|ASTE
OG0003470	LOC108154425|XP_017140183.2|DMIR	LOC118507829|XP_035902820.1|ASTE
OG0003471	LOC108161733|XP_017151546.1|DMIR	LOC118507837|XP_035902845.1|ASTE
OG0003472	LOC108162589|XP_017152894.1|DMIR	LOC118513812|XP_035915933.1|ASTE
OG0003473	LOC108162925|XP_017153396.2|DMIR	LOC118505176|XP_035896521.1|ASTE
OG0003474	LOC108157166|XP_017144566.1|DMIR	LOC118506460|XP_035899515.1|ASTE
OG0003475	LOC108154189|XP_017139885.1|DMIR	LOC118504287|XP_035894458.1|ASTE
OG0003476	LOC108164498|XP_033250285.1|DMIR	LOC118502700|XP_035891127.1|ASTE
OG0003477	LOC108156323|XP_017143205.1|DMIR	LOC118504690|XP_035895403.1|ASTE
OG0003478	LOC108157462|XP_017145025.1|DMIR	LOC118504437|XP_035894782.1|ASTE
OG0003479	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR	LOC118508302|XP_035903849.1|ASTE
OG0003480	LOC108153933|XP_017139519.1|DMIR	LOC118503229|XP_035892121.1|ASTE
OG0003481	LOC108154646|XP_017140465.1|DMIR	LOC118503228|XP_035892120.1|ASTE
OG0003482	LOC108157723|XP_017145381.1|DMIR	LOC118503227|XP_035892119.1|ASTE
OG0003483	LOC108154648|XP_017140468.1|DMIR	LOC118502931|XP_035891570.1|ASTE
OG0003484	LOC108156989|XP_017144270.1|DMIR	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE
OG0003485	LOC108154432|XP_017140191.1|DMIR	LOC118506797|XP_035900312.1|ASTE
OG0003486	LOC108153968|XP_017139554.1|DMIR	LOC118502439|XP_035890560.1|ASTE
OG0003487	LOC108154735|XP_017140591.1|DMIR	LOC118502966|XP_035891623.1|ASTE
OG0003488	LOC108156544|XP_017143549.1|DMIR	LOC118507997|XP_035903261.1|ASTE
OG0003489	LOC108155771|XP_017142312.1|DMIR	LOC118507570|XP_035902088.1|ASTE
OG0003490	LOC108156647|XP_017143738.1|DMIR	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE
OG0003491	LOC108156534|XP_017143531.2|DMIR	LOC118505146|XP_035896410.1|ASTE
OG0003492	LOC108157701|XP_017145360.1|DMIR	LOC118505235|XP_035896662.1|ASTE
OG0003493	LOC108156223|XP_017143049.2|DMIR	LOC118506361|XP_035899268.1|ASTE
OG0003494	LOC108156264|XP_017143116.1|DMIR	LOC118503112|XP_035891944.1|ASTE
OG0003495	LOC108163137|XP_017153739.1|DMIR	LOC118507842|XP_035902864.1|ASTE
OG0003496	LOC108156926|XP_017144169.1|DMIR	LOC118507849|XP_035902873.1|ASTE
OG0003497	LOC108154201|XP_017139909.1|DMIR	LOC118507814|XP_035902777.1|ASTE
OG0003498	LOC117185878|XP_033245115.1|DMIR	LOC118508379|XP_035904008.1|ASTE
OG0003499	LOC108155782|XP_033245456.1|DMIR	LOC118503462|XP_035892640.1|ASTE
OG0003500	LOC108161446|XP_017151197.1|DMIR	LOC118505442|XP_035897132.1|ASTE
OG0003501	LOC108157112|XP_017144476.1|DMIR	LOC118507480|XP_035901881.1|ASTE
OG0003502	LOC108157731|XP_017145394.2|DMIR	LOC118517709|XP_035920046.1|ASTE
OG0003503	LOC108155157|XP_017141308.1|DMIR	LOC118511915|XP_035911444.1|ASTE
OG0003504	LOC108155128|XP_017141261.1|DMIR	LOC118509112|XP_035905175.1|ASTE
OG0003505	LOC108155371|XP_017141633.2|DMIR	LOC118511923|XP_035911455.1|ASTE
OG0003506	LOC108155724|XP_017142219.1|DMIR	LOC118511953|XP_035911556.1|ASTE
OG0003507	LOC108155942|XP_017142590.1|DMIR	LOC118511940|XP_035911530.1|ASTE
OG0003508	LOC108151029|XP_017134877.1|DMIR	LOC118502947|XP_035891590.1|ASTE
OG0003509	LOC108155402|XP_017141688.1|DMIR	LOC118506817|XP_035900397.1|ASTE
OG0003510	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR	LOC118502833|XP_035891402.1|ASTE
OG0003511	LOC108155689|XP_017142150.1|DMIR	LOC118502821|XP_035891380.1|ASTE
OG0003512	LOC108156512|XP_017143504.1|DMIR	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE
OG0003513	LOC108156636|XP_017143722.1|DMIR	LOC118507802|XP_035902753.1|ASTE
OG0003514	LOC108157660|XP_017145306.1|DMIR	LOC118503189|XP_035892063.1|ASTE
OG0003515	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR	LOC118508579|XP_035904376.1|ASTE
OG0003516	LOC108156023|XP_017142756.1|DMIR	LOC118502952|XP_035891602.1|ASTE
OG0003517	LOC108156466|XP_017143418.1|DMIR	LOC118507742|XP_035902636.1|ASTE
OG0003518	LOC108157408|XP_017144945.1|DMIR	LOC118507782|XP_035902709.1|ASTE
OG0003519	LOC108153181|XP_017138476.2|DMIR	LOC118512121|XP_035911992.1|ASTE
OG0003520	LOC108152420|XP_017137223.1|DMIR	LOC118512047|XP_035911772.1|ASTE
OG0003521	LOC108151847|XP_017136220.1|DMIR	LOC118512087|XP_035911943.1|ASTE
OG0003522	LOC108158458|XP_017146236.1|DMIR	LOC118511457|XP_035910451.1|ASTE
OG0003523	LOC108163135|XP_017153738.1|DMIR	LOC118511455|XP_035910449.1|ASTE
OG0003524	LOC108162326|XP_017152503.1|DMIR	LOC118511459|XP_035910454.1|ASTE
OG0003525	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR	LOC118511462|XP_035910456.1|ASTE
OG0003526	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR	LOC118511469|XP_035910480.1|ASTE
OG0003527	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR	LOC118511471|XP_035910485.1|ASTE
OG0003529	LOC108161324|XP_017151044.1|DMIR	LOC118511485|XP_035910530.1|ASTE
OG0003530	LOC108152456|XP_017137309.1|DMIR	LOC118511487|XP_035910532.1|ASTE
OG0003531	LOC108155979|XP_017142656.1|DMIR	LOC118511495|XP_035910547.1|ASTE
OG0003532	LOC108151984|XP_017136438.1|DMIR	LOC118510169|XP_035907577.1|ASTE
OG0003533	LOC108152858|XP_017137968.1|DMIR	LOC118514423|XP_035917219.1|ASTE
OG0003534	LOC108152245|XP_017136939.1|DMIR	LOC118514432|XP_035917227.1|ASTE
OG0003535	LOC108151559|XP_017135718.1|DMIR	LOC118509834|XP_035906918.1|ASTE
OG0003536	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR	LOC118512962|XP_035914081.1|ASTE
OG0003537	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR	LOC118512208|XP_035912214.1|ASTE
OG0003538	LOC108158145|XP_017145854.1|DMIR	LOC118512190|XP_035912176.1|ASTE
OG0003539	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR	LOC118512192|XP_035912180.1|ASTE
OG0003540	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR	LOC118512183|XP_035912166.1|ASTE
OG0003541	LOC108154913|XP_017140856.1|DMIR	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE
OG0003542	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR	LOC118508908|XP_035904662.1|ASTE
OG0003543	LOC108152226|XP_017136898.1|DMIR	LOC118508895|XP_035904624.1|ASTE
OG0003544	LOC108152413|XP_017137215.1|DMIR	LOC118512086|XP_035911942.1|ASTE
OG0003545	LOC108152732|XP_033244009.1|DMIR	LOC118512107|XP_035911972.1|ASTE
OG0003546	LOC108152409|XP_017137208.1|DMIR	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE
OG0003547	LOC108158714|XP_033247737.1|DMIR	LOC118508876|XP_035904575.1|ASTE
OG0003548	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR	LOC118508870|XP_035904555.1|ASTE
OG0003549	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR	LOC118508882|XP_035904588.1|ASTE
OG0003550	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR	LOC118508885|XP_035904607.1|ASTE
OG0003551	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR	LOC118508862|XP_035904515.1|ASTE
OG0003552	LOC108158174|XP_017145880.1|DMIR, LOC117192295|XP_033252842.1|DMIR	LOC118512023|XP_035911701.1|ASTE
OG0003553	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR	LOC118512022|XP_035911699.1|ASTE
OG0003554	LOC108151349|XP_017135394.1|DMIR	LOC118510475|XP_035908236.1|ASTE
OG0003555	LOC108150955|XP_017134778.1|DMIR	LOC118509020|XP_035904938.1|ASTE
OG0003556	LOC108152966|XP_033242139.1|DMIR	LOC118509603|XP_035906291.1|ASTE
OG0003557	LOC108151947|XP_017136371.1|DMIR	LOC118509607|XP_035906308.1|ASTE
OG0003558	LOC108152614|XP_017137569.1|DMIR	LOC118511268|XP_035910037.1|ASTE
OG0003559	LOC108152845|XP_033243725.1|DMIR	LOC118511499|XP_035910556.1|ASTE
OG0003560	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR	LOC118508914|XP_035904669.1|ASTE
OG0003561	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE
OG0003562	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE
OG0003563	LOC108156626|XP_017143673.1|DMIR	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE
OG0003564	LOC108152211|XP_017136858.1|DMIR	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE
