Orthogroup	DMIR.longest_only	DPSE.longest_only
OG0003078	LOC108157085|XP_033244862.1|DMIR	LOC6897125|XP_033234358.1|DPSE
OG0003079	LOC108157270|XP_017144747.1|DMIR	LOC4803323|XP_033233032.1|DPSE
OG0003080	LOC108155553|XP_017141921.1|DMIR	LOC4802330|XP_001359268.3|DPSE
OG0003081	LOC108157687|XP_017145343.1|DMIR	LOC4803115|XP_001359912.1|DPSE
OG0003082	LOC108155450|XP_017141755.1|DMIR	LOC4803194|XP_001359977.2|DPSE
OG0003083	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR	LOC4802218|XP_015037679.2|DPSE
OG0003084	LOC108155079|XP_033244222.1|DMIR	LOC6897843|XP_033232885.1|DPSE
OG0003085	LOC108157601|XP_033245763.1|DMIR	LOC6897848|XP_033232351.1|DPSE
OG0003086	LOC108155333|XP_017141565.1|DMIR	LOC26534216|XP_033232754.1|DPSE
OG0003087	LOC108152825|XP_017137907.1|DMIR	LOC4812739|XP_033238450.1|DPSE
OG0003088	LOC108154711|XP_017140553.1|DMIR	LOC4802508|XP_001359417.1|DPSE
OG0003089	LOC108154241|XP_017139962.1|DMIR	LOC4800846|XP_015038761.2|DPSE
OG0003090	LOC108155271|XP_017141466.1|DMIR	LOC4800462|XP_001357733.3|DPSE
OG0003091	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR	LOC4803147|XP_001359937.4|DPSE
OG0003092	LOC108155114|XP_017141242.1|DMIR	LOC4802807|XP_001359651.1|DPSE
OG0003093	LOC108158574|XP_017146502.1|DMIR	LOC4805477|XP_033234497.1|DPSE
OG0003094	LOC108165077|XP_017156619.1|DMIR	LOC4815801|XP_033239871.1|DPSE
OG0003095	LOC108151684|XP_017135917.1|DMIR	LOC4814197|XP_001354338.3|DPSE
OG0003096	LOC108158558|XP_017146467.1|DMIR	LOC4803570|XP_001360277.1|DPSE
OG0003097	LOC108155851|XP_017142452.1|DMIR	LOC4800383|XP_003736233.2|DPSE
OG0003098	LOC108158707|XP_017146740.1|DMIR	LOC4815943|XP_001355246.1|DPSE
OG0003099	LOC108157137|XP_017144527.1|DMIR	LOC4802560|XP_001359457.1|DPSE
OG0003100	LOC108164589|XP_017155907.1|DMIR	LOC4816063|XP_015041042.1|DPSE
OG0003101	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR	LOC4802887|XP_015038171.2|DPSE
OG0003102	LOC108155108|XP_017141231.1|DMIR	LOC4802800|XP_001359645.3|DPSE
OG0003103	LOC108155405|XP_017141691.1|DMIR	LOC4803199|XP_001359981.2|DPSE
OG0003104	LOC108152738|XP_017137772.1|DMIR	LOC4812284|XP_001352928.2|DPSE
OG0003105	LOC108152909|XP_017138050.1|DMIR	LOC4814396|XP_015042351.2|DPSE
OG0003106	LOC108159503|XP_033246518.1|DMIR	LOC117183507|XP_033233287.1|DPSE
OG0003107	LOC108160627|XP_017150243.1|DMIR	LOC4815616|XP_001355509.3|DPSE
OG0003108	LOC108155321|XP_017141535.1|DMIR	LOC6901445|XP_002134131.3|DPSE
OG0003109	LOC108165027|XP_017156553.1|DMIR	LOC4815274|XP_001354771.1|DPSE
OG0003110	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR	LOC4803703|XP_033233271.1|DPSE
OG0003111	LOC108160603|XP_017150200.1|DMIR	LOC4815726|XP_001355553.4|DPSE
OG0003112	LOC108156025|XP_017142764.1|DMIR	LOC4802563|XP_001359460.2|DPSE
OG0003114	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR	LOC4805170|XP_001361617.4|DPSE
OG0003115	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR	LOC4804673|XP_015040100.2|DPSE
OG0003116	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR	LOC6898850|XP_015040512.2|DPSE
OG0003117	LOC108152512|XP_017137394.1|DMIR	LOC4813655|XP_001354010.1|DPSE
OG0003118	LOC108153297|XP_017138675.1|DMIR	LOC26532051|XP_002135104.3|DPSE
OG0003119	LOC108152516|XP_017137400.1|DMIR	LOC4813241|XP_001353903.2|DPSE
OG0003120	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR	LOC4803775|XP_033234793.1|DPSE
OG0003121	LOC108165055|XP_017156586.1|DMIR	LOC4815001|XP_001354556.2|DPSE
OG0003122	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR	LOC4804601|XP_001361135.4|DPSE
OG0003123	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR	LOC4813615|XP_001353612.1|DPSE
OG0003124	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR	LOC26534282|XP_015039282.1|DPSE
OG0003125	LOC108152191|XP_017136826.1|DMIR	LOC6900625|XP_015043020.2|DPSE
OG0003126	LOC108160508|XP_033248312.1|DMIR	LOC6898036|XP_002138124.4|DPSE
OG0003127	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR	LOC6898037|XP_002138125.1|DPSE
OG0003128	LOC108151271|XP_017135283.1|DMIR	LOC4812404|XP_015043693.2|DPSE
OG0003129	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR	LOC4803897|XP_015039416.2|DPSE
OG0003130	LOC108160039|XP_017149271.1|DMIR	LOC4805741|XP_033233649.1|DPSE
OG0003131	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR	LOC4803799|XP_001360457.2|DPSE
OG0003132	LOC108156835|XP_017144033.1|DMIR	LOC4801659|XP_001358711.3|DPSE
OG0003133	LOC108157997|XP_017145629.1|DMIR	LOC4804325|XP_033233449.1|DPSE
OG0003134	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR	LOC4805563|XP_001361948.2|DPSE
OG0003135	LOC108152750|XP_017137797.1|DMIR	LOC4813975|XP_001354132.2|DPSE
OG0003136	LOC108153600|XP_017139172.1|DMIR	LOC4811913|XP_015044046.2|DPSE
OG0003137	LOC108158164|XP_017145876.1|DMIR	LOC4805110|XP_001361568.1|DPSE
OG0003138	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR	LOC4804322|XP_001360900.3|DPSE
OG0003139	LOC108152943|XP_017138127.1|DMIR	LOC4813843|XP_001353505.2|DPSE
OG0003140	LOC108160410|XP_017149893.1|DMIR	LOC4804967|XP_001361443.3|DPSE
OG0003141	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR	LOC4803666|XP_015039259.2|DPSE
OG0003142	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR	LOC4805345|XP_015040574.1|DPSE
OG0003143	LOC108151506|XP_017135640.1|DMIR	LOC4812441|XP_001352743.4|DPSE
OG0003144	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR	LOC6898374|XP_033234048.1|DPSE
OG0003145	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR	LOC6898111|XP_015039121.2|DPSE
OG0003146	LOC108158489|XP_017146286.1|DMIR	LOC4804891|XP_001361379.2|DPSE
OG0003147	LOC108152962|XP_017138154.1|DMIR	LOC4813049|XP_015042610.2|DPSE
OG0003148	LOC108151624|XP_017135812.1|DMIR	LOC4813483|XP_001353320.2|DPSE
OG0003149	LOC108152499|XP_017137366.1|DMIR	LOC4814443|XP_001354524.2|DPSE
OG0003150	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR	LOC4805614|XP_033234899.1|DPSE
OG0003151	LOC108162669|XP_017153000.2|DMIR	LOC4818186|XP_001357498.4|DPSE
OG0003152	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR	LOC4804680|XP_001361202.2|DPSE
OG0003153	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR	LOC4804013|XP_001360643.3|DPSE
OG0003154	LOC108155187|XP_017141347.1|DMIR	LOC4802318|XP_001359258.3|DPSE
OG0003155	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR	LOC6898553|XP_002138576.2|DPSE
OG0003156	LOC117185720|XP_017149468.1|DMIR	LOC4803736|XP_001360404.3|DPSE
OG0003157	LOC108163749|XP_017154705.2|DMIR	LOC4816322|XP_001355935.2|DPSE
OG0003158	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR	LOC4805546|XP_001361932.2|DPSE
OG0003159	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR	LOC4805695|XP_001362053.2|DPSE
OG0003160	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR	LOC4805697|XP_015040820.2|DPSE
OG0003161	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR	LOC4805311|XP_001361731.1|DPSE
OG0003162	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR	LOC4803543|XP_001360252.2|DPSE
OG0003163	LOC108151893|XP_017136283.1|DMIR	LOC4812288|XP_001352450.2|DPSE
OG0003164	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR	LOC4805671|XP_001362031.2|DPSE
OG0003165	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR	LOC4804245|XP_003736956.3|DPSE
OG0003166	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR	LOC6898847|XP_002138818.1|DPSE
OG0003167	LOC117192633|XP_033253251.1|DMIR, LOC108158778|XP_017146932.1|DMIR	LOC6898556|XP_033233595.1|DPSE
OG0003168	LOC108155720|XP_017142212.1|DMIR	LOC4803028|XP_015038244.1|DPSE
OG0003169	LOC108163503|XP_017154317.1|DMIR	LOC4817297|XP_001356871.3|DPSE
OG0003170	LOC108159292|XP_017147946.1|DMIR	LOC6898428|XP_015039757.2|DPSE
OG0003171	LOC108159631|XP_017148577.1|DMIR	LOC4805274|XP_001361699.3|DPSE
OG0003172	LOC108156290|XP_017143161.1|DMIR	LOC6897593|XP_015037782.2|DPSE
OG0003173	LOC108156766|XP_017143920.1|DMIR	LOC4802482|XP_001359396.2|DPSE
OG0003174	LOC108155460|XP_017141768.1|DMIR	LOC4802699|XP_001359566.1|DPSE
OG0003175	LOC117185734|XP_033250821.1|DMIR, LOC108159981|XP_033246996.1|DMIR	LOC4803901|XP_015039420.2|DPSE
OG0003176	LOC108162072|XP_017152108.1|DMIR	LOC4817031|XP_001356639.3|DPSE
OG0003177	LOC117188135|XP_033247383.1|DMIR, LOC108160379|XP_017149846.2|DMIR	LOC4803689|XP_001360366.1|DPSE
OG0003178	LOC117190808|XP_033251741.1|DMIR, LOC108159938|XP_017149081.1|DMIR	LOC4803695|XP_001360372.1|DPSE
OG0003179	LOC117190435|XP_033251405.1|DMIR, LOC108159937|XP_017149080.1|DMIR	LOC4803693|XP_001360369.1|DPSE
OG0003180	LOC108159953|XP_017149107.1|DMIR, LOC117192968|XP_033253578.1|DMIR	LOC4805411|XP_001361816.2|DPSE
OG0003181	LOC117189950|XP_033250923.1|DMIR, LOC108159793|XP_017148844.1|DMIR	LOC4803651|XP_001360334.2|DPSE
OG0003182	LOC108160602|XP_033254619.1|DMIR, LOC117185791|XP_033247551.1|DMIR	LOC4804600|XP_001361134.1|DPSE
OG0003183	LOC117191151|XP_033252009.1|DMIR, LOC108160505|XP_017150034.1|DMIR	LOC4804385|XP_001360956.1|DPSE
OG0003184	LOC108151957|XP_017136385.1|DMIR	LOC4812571|XP_001352790.1|DPSE
OG0003185	LOC117190191|XP_033251144.1|DMIR, LOC117189353|XP_033250381.1|DMIR, LOC108159037|XP_017147450.1|DMIR	LOC4804169|XP_001360773.2|DPSE
OG0003186	LOC108158567|XP_033246992.1|DMIR, LOC117191534|XP_033252263.1|DMIR	LOC4803840|XP_001360493.4|DPSE
OG0003187	LOC108163404|XP_017154157.1|DMIR	LOC4817567|XP_001356972.3|DPSE
OG0003188	LOC108156472|XP_033245154.1|DMIR	LOC4803181|XP_001359964.3|DPSE
OG0003189	LOC108153295|XP_017138671.1|DMIR	LOC4812025|XP_001352990.1|DPSE
OG0003190	LOC117189513|XP_033250551.1|DMIR, LOC108158390|XP_017146136.1|DMIR	LOC4803999|XP_001360630.3|DPSE
OG0003191	LOC108151513|XP_017135646.1|DMIR	LOC4813373|XP_001353408.1|DPSE
OG0003192	LOC108152753|XP_017137800.1|DMIR	LOC4813662|XP_015042899.2|DPSE
OG0003193	LOC108161879|XP_017151762.2|DMIR	LOC4818104|XP_015035575.2|DPSE
OG0003194	LOC108152897|XP_017138033.1|DMIR	LOC4813519|XP_015042611.1|DPSE
OG0003195	LOC108163508|XP_017154327.1|DMIR	LOC6903160|XP_002132861.1|DPSE
OG0003196	LOC108152954|XP_017138142.1|DMIR	LOC4813014|XP_001354017.4|DPSE
OG0003197	LOC108151128|XP_033243739.1|DMIR	LOC4813899|XP_033238233.1|DPSE
OG0003198	LOC108162153|XP_017152220.1|DMIR	LOC4816193|XP_001355788.2|DPSE
OG0003199	LOC108153657|XP_017139254.1|DMIR	LOC4812560|XP_001352496.3|DPSE
OG0003200	LOC108159638|XP_017148590.1|DMIR	LOC4804826|XP_001361328.2|DPSE
OG0003201	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR	LOC4803646|XP_033234333.1|DPSE
OG0003202	LOC108151057|XP_017134921.1|DMIR	LOC4814117|XP_015042463.2|DPSE
OG0003203	LOC117187966|XP_033246872.1|DMIR	LOC4804990|XP_015040348.1|DPSE
OG0003204	LOC108155588|XP_017141987.1|DMIR	LOC6897736|XP_002137842.4|DPSE
OG0003205	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR	LOC4803508|XP_001360221.1|DPSE
OG0003206	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR	LOC4804519|XP_001361070.4|DPSE
OG0003207	LOC108154729|XP_017140584.1|DMIR	LOC4801159|XP_033232600.1|DPSE
OG0003208	LOC108151852|XP_033243382.1|DMIR	LOC4812342|XP_033241464.1|DPSE
OG0003209	LOC108159481|XP_017148300.1|DMIR	LOC4805307|XP_001361728.3|DPSE
OG0003210	LOC108156956|XP_017144223.1|DMIR	LOC4803213|XP_001359989.3|DPSE
OG0003211	LOC108158198|XP_017145906.1|DMIR	LOC4804015|XP_001360645.3|DPSE
OG0003212	LOC108156269|XP_017143126.1|DMIR	LOC6897671|XP_002137807.2|DPSE
OG0003213	LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR	LOC4803871|XP_001360520.3|DPSE
OG0003214	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR	LOC4804607|XP_033233523.1|DPSE
OG0003215	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR	LOC4804611|XP_001361144.1|DPSE
OG0003216	LOC108160462|XP_017149965.1|DMIR	LOC4805072|XP_001361534.5|DPSE
OG0003217	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR	LOC4803599|XP_001360295.2|DPSE
OG0003218	LOC108153572|XP_017139139.1|DMIR	LOC4812887|XP_001353531.4|DPSE
OG0003219	LOC108152592|XP_017137537.1|DMIR	LOC4812986|XP_001353538.4|DPSE
OG0003220	LOC108161727|XP_017151539.1|DMIR	LOC4817326|XP_001356900.2|DPSE
OG0003221	LOC108163201|XP_017153840.1|DMIR	LOC4814507|XP_001354612.4|DPSE
OG0003222	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR	LOC4803598|XP_015039199.1|DPSE
OG0003223	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR	LOC4804142|XP_001360748.2|DPSE
OG0003224	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR	LOC4804149|XP_015039637.1|DPSE
OG0003225	LOC108164164|XP_017155263.1|DMIR	LOC4817292|XP_033236218.1|DPSE
OG0003226	LOC108158134|XP_017145806.1|DMIR, LOC117185802|XP_033252897.1|DMIR	LOC6898874|XP_002138848.2|DPSE
OG0003227	LOC108161649|XP_017151441.1|DMIR	LOC6903555|XP_002132428.2|DPSE
OG0003227	LOC117187331|XP_033245636.1|DMIR, LOC108159997|XP_033245651.1|DMIR	LOC6901842|XP_002133380.3|DPSE
OG0003228	LOC108154902|XP_017140841.1|DMIR	LOC4801102|XP_001358251.4|DPSE
OG0003229	LOC108161629|XP_017151421.1|DMIR	LOC6901743|XP_002134412.3|DPSE
OG0003230	LOC117188384|XP_033248060.1|DMIR	LOC117184758|XP_033239472.1|DPSE
OG0003230	LOC117189342|XP_033250372.1|DMIR	LOC117184727|XP_033239340.1|DPSE
OG0003231	LOC108151808|XP_017136150.1|DMIR	LOC6900993|XP_002134689.1|DPSE
OG0003231	LOC108151809|XP_017136151.1|DMIR	LOC4814153|XP_001354289.3|DPSE
OG0003232	LOC108157622|XP_017145247.1|DMIR	LOC13036532|XP_003736713.2|DPSE
OG0003233	LOC117193400|XP_033254041.1|DMIR, LOC117193399|XP_033254040.1|DMIR, LOC108159511|XP_017148359.1|DMIR	LOC6898754|XP_015038981.2|DPSE
OG0003233	LOC108159515|XP_033246528.1|DMIR	LOC6898755|XP_002138737.2|DPSE
OG0003234	LOC117192691|XP_033253322.1|DMIR	LOC6898520|XP_002138561.2|DPSE
OG0003234	LOC108160755|XP_017150442.1|DMIR	LOC4804557|XP_001361099.2|DPSE
OG0003235	LOC108154705|XP_017140545.1|DMIR	LOC6897342|XP_002137495.2|DPSE
OG0003235	LOC108157258|XP_017144724.1|DMIR	LOC6896724|XP_002136937.1|DPSE
OG0003236	LOC108151558|XP_017135716.1|DMIR	LOC4813884|XP_001354036.2|DPSE
OG0003237	LOC108150770|XP_017134553.1|DMIR	LOC6900956|XP_002134657.3|DPSE
OG0003238	LOC108163536|XP_017154381.1|DMIR	LOC6903011|XP_002132733.3|DPSE
OG0003238	LOC108160695|XP_017150335.2|DMIR, LOC117187803|XP_033246546.1|DMIR, LOC117191083|XP_033251939.1|DMIR	LOC4803712|XP_001360386.2|DPSE
OG0003239	LOC108160620|XP_017150229.1|DMIR	LOC6902163|XP_002133694.3|DPSE
OG0003239	LOC117186050|XP_033242018.1|DMIR, LOC117188242|XP_033247688.1|DMIR, LOC117188226|XP_033247629.1|DMIR, LOC117186048|XP_033242017.1|DMIR, LOC108162322|XP_033242015.1|DMIR	LOC6901702|XP_002134372.3|DPSE, LOC6901705|XP_033238712.1|DPSE
OG0003240	LOC108152352|XP_017137112.1|DMIR	LOC4812826|XP_001353527.2|DPSE
OG0003241	LOC108151635|XP_017135829.1|DMIR	LOC6900827|XP_015043374.2|DPSE
OG0003241	LOC108151636|XP_017135830.1|DMIR	LOC6900828|XP_002135186.3|DPSE
OG0003242	LOC108160940|XP_017150717.1|DMIR, LOC117192909|XP_033253538.1|DMIR	LOC4805596|XP_001361974.3|DPSE
OG0003243	LOC108156428|XP_017143370.1|DMIR	LOC4800330|XP_001357581.4|DPSE
OG0003244	LOC108154370|XP_017140124.1|DMIR	LOC4803306|XP_001360070.3|DPSE
OG0003244	LOC108154536|XP_017140328.1|DMIR	LOC6898004|XP_002138097.2|DPSE
OG0003244	LOC108157791|XP_017145471.1|DMIR	LOC6896799|XP_002137003.2|DPSE
OG0003247	LOC117187457|XP_033246061.1|DMIR	LOC6896972|XP_002137157.2|DPSE
OG0003247	LOC108154446|XP_017140206.1|DMIR	LOC6896964|XP_002137149.2|DPSE
OG0003247	LOC108154375|XP_017140127.2|DMIR	LOC6896973|XP_002137158.2|DPSE
OG0003250	LOC108156002|XP_017142692.1|DMIR	LOC4801735|XP_001358778.2|DPSE
OG0003251	LOC108156477|XP_017143440.1|DMIR	LOC4800735|XP_001357953.3|DPSE
OG0003252	LOC108157188|XP_017144606.1|DMIR	LOC4800607|XP_001357852.3|DPSE
OG0003253	LOC108154242|XP_017139964.1|DMIR	LOC4800843|XP_001358046.1|DPSE
OG0003254	LOC108155743|XP_017142250.1|DMIR	LOC4802927|XP_015038185.2|DPSE
OG0003255	LOC108156744|XP_017143894.1|DMIR	LOC6896881|XP_002137071.2|DPSE
OG0003256	LOC108156720|XP_017143859.1|DMIR	LOC4801172|XP_001358306.1|DPSE
OG0003257	LOC108155488|XP_033254174.1|DMIR	LOC4814536|XP_033241179.1|DPSE
OG0003258	LOC108161540|XP_017151310.1|DMIR	LOC6903210|XP_002132911.2|DPSE
OG0003258	LOC108164828|XP_017156240.1|DMIR	LOC6901666|XP_002134335.1|DPSE
OG0003259	LOC108158283|XP_017146043.2|DMIR	LOC6902283|XP_033241502.1|DPSE
OG0003260	LOC108159349|XP_017148050.1|DMIR	LOC4814897|XP_001355109.2|DPSE
OG0003261	LOC108156898|XP_017144129.1|DMIR	LOC4802754|XP_001359615.4|DPSE
OG0003262	LOC108156508|XP_017143499.1|DMIR	LOC4800652|XP_001357885.2|DPSE
OG0003263	LOC108164626|XP_017155960.1|DMIR	LOC4814653|XP_001354933.2|DPSE
OG0003264	LOC108159017|XP_017147391.1|DMIR	LOC4815926|XP_001355293.2|DPSE
OG0003265	LOC108163157|XP_033248953.1|DMIR	LOC4816621|XP_001356239.2|DPSE
OG0003266	LOC108163064|XP_017153626.1|DMIR	LOC4816247|XP_001355866.2|DPSE
OG0003267	LOC108160156|XP_017149466.1|DMIR	LOC4815199|XP_001355114.3|DPSE
OG0003268	LOC108155246|XP_017141426.2|DMIR	LOC6897312|XP_003736574.3|DPSE
OG0003269	LOC108156177|XP_017142995.1|DMIR	LOC4800509|XP_001357774.3|DPSE
OG0003270	LOC108153619|XP_017139209.1|DMIR	LOC4813631|XP_001353194.3|DPSE
OG0003271	LOC108164411|XP_017155566.1|DMIR	LOC6899822|XP_033237097.1|DPSE
OG0003272	LOC108161678|XP_033244468.1|DMIR	LOC6901020|XP_033240802.1|DPSE
OG0003273	LOC108158409|XP_017146167.1|DMIR	LOC4804935|XP_001361417.1|DPSE
OG0003274	LOC108157105|XP_017144471.1|DMIR	LOC4814381|XP_033239317.1|DPSE
OG0003275	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR	LOC6898539|XP_002138574.2|DPSE
OG0003276	LOC108154135|XP_017139759.1|DMIR	LOC4802468|XP_001359383.1|DPSE
OG0003277	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR	LOC4804883|XP_033233240.1|DPSE
OG0003278	LOC108156465|XP_017143417.1|DMIR	LOC4801600|XP_001358669.3|DPSE
OG0003279	LOC108163168|XP_017153791.1|DMIR	LOC4815956|XP_033238736.1|DPSE
OG0003280	LOC108155803|XP_017142373.1|DMIR	LOC4801814|XP_001358848.5|DPSE
OG0003281	LOC108157712|XP_017145372.1|DMIR	LOC4800887|XP_001358081.2|DPSE
OG0003282	LOC108158828|XP_017147019.1|DMIR	LOC4815484|XP_015041271.2|DPSE
OG0003283	LOC108163061|XP_017153621.1|DMIR	LOC4818141|XP_001357256.3|DPSE
OG0003284	LOC108155647|XP_017142089.1|DMIR	LOC4814840|XP_001355156.2|DPSE
OG0003285	LOC108154629|XP_017140440.1|DMIR	LOC4800349|XP_003736193.1|DPSE
OG0003286	LOC108155901|XP_017142532.1|DMIR	LOC4800748|XP_015038623.2|DPSE
OG0003287	LOC108152767|XP_017137831.1|DMIR	LOC4813066|XP_001353276.1|DPSE
OG0003288	LOC108157264|XP_017144735.1|DMIR	LOC4802403|XP_003736725.3|DPSE
OG0003289	LOC108158364|XP_017146107.2|DMIR, LOC117188465|XP_033248269.1|DMIR	LOC4805497|XP_001361891.1|DPSE
OG0003290	LOC108156570|XP_017143593.1|DMIR	LOC4802743|XP_001359606.3|DPSE
OG0003291	LOC108151714|XP_017135974.1|DMIR	LOC4813380|XP_033240327.1|DPSE
OG0003292	LOC108164541|XP_017155835.1|DMIR	LOC4815935|XP_001355314.3|DPSE
OG0003293	LOC108154030|XP_017139615.1|DMIR	LOC4816076|XP_033237582.1|DPSE
OG0003294	LOC108159606|XP_017148549.1|DMIR, LOC117193887|XP_033254462.1|DMIR	LOC4805363|XP_001361775.3|DPSE
OG0003295	LOC108158773|XP_017146896.1|DMIR	LOC4816061|XP_015040949.2|DPSE
OG0003296	LOC108156678|XP_017143792.1|DMIR	LOC26533060|XP_015037231.1|DPSE
OG0003297	LOC108156631|XP_017143715.1|DMIR	LOC4800769|XP_015038682.2|DPSE
OG0003298	LOC108164537|XP_017155826.1|DMIR	LOC4815161|XP_001354620.4|DPSE
OG0003299	LOC108156479|XP_017143445.1|DMIR	LOC4801367|XP_001358474.3|DPSE
OG0003300	LOC108154887|XP_017140820.2|DMIR	LOC6897018|XP_002137203.2|DPSE
OG0003301	LOC108159669|XP_017148638.1|DMIR	LOC4804156|XP_001360762.2|DPSE
OG0003302	LOC108163746|XP_017154706.2|DMIR	LOC4814512|XP_001354865.3|DPSE
OG0003303	LOC108160504|XP_017150033.1|DMIR, LOC117189952|XP_033250924.1|DMIR	LOC4803655|XP_001360338.2|DPSE
OG0003304	LOC108154669|XP_017140496.1|DMIR	LOC4801561|XP_001358633.3|DPSE
OG0003305	LOC108165050|XP_017156581.1|DMIR	LOC4814966|XP_033239939.1|DPSE
OG0003306	LOC108160364|XP_017149824.1|DMIR, LOC117193333|XP_033253953.1|DMIR, LOC117193335|XP_033253955.1|DMIR	LOC4805457|XP_001361854.2|DPSE
OG0003307	LOC108156568|XP_033243021.1|DMIR, LOC117186457|XP_033243207.1|DMIR	LOC26534020|XP_033238064.1|DPSE
OG0003308	LOC108162763|XP_017153139.1|DMIR	LOC6902804|XP_002132541.1|DPSE
OG0003309	LOC108159622|XP_017148570.1|DMIR	LOC6901081|XP_033240393.1|DPSE
OG0003310	LOC108162246|XP_017152418.1|DMIR	LOC4814648|XP_001354898.3|DPSE
OG0003311	LOC108155411|XP_017141697.1|DMIR	LOC4803202|XP_033239747.1|DPSE
OG0003312	LOC108156367|XP_017143260.1|DMIR	LOC4801050|XP_001358213.4|DPSE
OG0003313	LOC108164722|XP_017156104.1|DMIR	LOC4815643|XP_001355266.2|DPSE
OG0003314	LOC108160091|XP_017149357.1|DMIR	LOC4803515|XP_001360228.2|DPSE
OG0003315	LOC108164090|XP_017155172.1|DMIR	LOC4815009|XP_033238596.1|DPSE
OG0003316	LOC108154382|XP_017140135.1|DMIR	LOC4800336|XP_001357576.1|DPSE
OG0003317	LOC108155377|XP_017141638.1|DMIR	LOC4801072|XP_001358233.2|DPSE
OG0003318	LOC108155526|XP_017141875.2|DMIR	LOC4800781|XP_033232872.1|DPSE
OG0003319	LOC108155960|XP_017142614.1|DMIR	LOC4802753|XP_015038057.2|DPSE
OG0003320	LOC108154621|XP_033245178.1|DMIR	LOC4800344|XP_033232518.1|DPSE
OG0003321	LOC108154619|XP_017140428.1|DMIR	LOC4800345|XP_001357568.4|DPSE
