Orthogroup	DMIR.longest_only	DANA.longest_only
OG0003040	LOC108151438|XP_017135537.1|DMIR	LOC6507771|XP_001956321.1|DANA
OG0003041	LOC108151330|XP_017135371.1|DMIR	LOC6493100|XP_001957039.1|DANA
OG0003042	LOC108156250|XP_033245361.1|DMIR	LOC6500755|XP_001953855.1|DANA
OG0003043	LOC108155228|XP_017141404.1|DMIR, LOC108162343|XP_017152529.1|DMIR	LOC6501165|XP_001954676.1|DANA
OG0003044	LOC108158785|XP_033250768.1|DMIR, LOC108158141|XP_017145845.1|DMIR	LOC6495220|XP_001958817.2|DANA
OG0003045	LOC108154730|XP_017140588.1|DMIR, LOC108155065|XP_017141141.1|DMIR	LOC6500998|XP_001954324.2|DANA
OG0003046	LOC108157322|XP_017144827.1|DMIR	LOC6498957|XP_001955609.2|DANA
OG0003047	LOC108157323|XP_017144828.1|DMIR	LOC6501616|XP_001955608.1|DANA
OG0003048	LOC108159947|XP_017149094.1|DMIR, LOC117190462|XP_033251425.1|DMIR	LOC6496356|XP_001960755.2|DANA
OG0003049	LOC108156785|XP_017143949.1|DMIR	LOC6499903|XP_001953668.1|DANA
OG0003050	LOC108156597|XP_017143628.1|DMIR	LOC6499557|XP_001954388.1|DANA
OG0003051	LOC108151505|XP_017135639.1|DMIR	LOC6506905|XP_001957026.1|DANA
OG0003052	LOC108156699|XP_017143835.1|DMIR	LOC6501132|XP_032312080.1|DANA
OG0003053	LOC108157290|XP_017144778.1|DMIR	LOC6499655|XP_001954208.2|DANA, LOC6499656|XP_014766173.1|DANA
OG0003054	LOC108157385|XP_017144911.1|DMIR	LOC6500954|XP_032305862.1|DANA
OG0003055	LOC108156685|XP_017143813.1|DMIR	LOC6501521|XP_032311098.1|DANA
OG0003056	LOC108162426|XP_017152647.1|DMIR	LOC6505026|XP_001965609.2|DANA
OG0003057	LOC117191586|XP_033252301.1|DMIR, LOC117190652|XP_033251591.1|DMIR, LOC117190651|XP_033251583.1|DMIR, LOC108159352|XP_017148052.1|DMIR	LOC6495751|XP_014763483.1|DANA
OG0003058	LOC108159187|XP_017147729.1|DMIR, LOC117191302|XP_033252099.1|DMIR, LOC117191286|XP_033252086.1|DMIR	LOC6496281|XP_001960599.2|DANA
OG0003059	LOC108157502|XP_033250065.1|DMIR	LOC6503195|XP_001963620.2|DANA
OG0003060	LOC108160764|XP_017150454.1|DMIR	LOC6495713|XP_001959422.1|DANA
OG0003061	LOC108159318|XP_017147996.1|DMIR	LOC6504455|XP_001966952.1|DANA
OG0003062	LOC108154184|XP_017139848.1|DMIR	LOC6501088|XP_001954531.1|DANA
OG0003063	LOC108151783|XP_017136117.1|DMIR	LOC6493576|XP_014764447.1|DANA
OG0003064	LOC108156325|XP_017143207.1|DMIR	LOC6500717|XP_001953784.1|DANA
OG0003065	LOC117189023|XP_033249787.1|DMIR	LOC26514280|XP_014760148.1|DANA
OG0003066	LOC108156972|XP_017144251.1|DMIR	LOC6499692|XP_001954131.1|DANA
OG0003067	LOC108155496|XP_017141813.1|DMIR	LOC6501148|XP_001954642.1|DANA
OG0003068	LOC108155230|XP_033245861.1|DMIR	LOC6499416|XP_001954681.1|DANA
OG0003069	LOC117192260|XP_033252811.1|DMIR, LOC108159685|XP_017148674.1|DMIR	LOC6496082|XP_001960182.2|DANA
OG0003070	LOC108163738|XP_017154686.1|DMIR	LOC6505384|XP_001964872.2|DANA
OG0003071	LOC108153618|XP_017139208.1|DMIR	LOC6493412|XP_001957696.1|DANA
OG0003072	LOC108157675|XP_017145329.1|DMIR	LOC6499337|XP_001954843.1|DANA
OG0003073	LOC108157102|XP_017144463.1|DMIR	LOC6501247|XP_014766966.1|DANA
OG0003074	LOC108163237|XP_017153887.1|DMIR	LOC6497212|XP_001962548.2|DANA
OG0003075	LOC108156905|XP_017144143.1|DMIR	LOC6503265|XP_001965839.2|DANA
OG0003076	LOC108152544|XP_017137444.1|DMIR	LOC6507817|XP_001956407.1|DANA
OG0003077	LOC108154948|XP_033246081.1|DMIR	LOC6501026|XP_032305858.1|DANA
OG0003078	LOC108157085|XP_033244862.1|DMIR	LOC6501073|XP_014766882.1|DANA
OG0003079	LOC108157270|XP_017144747.1|DMIR	LOC6503451|XP_014759156.1|DANA
OG0003080	LOC108155553|XP_017141921.1|DMIR	LOC6501323|XP_001954994.1|DANA
OG0003081	LOC108157687|XP_017145343.1|DMIR	LOC6501608|XP_001955582.2|DANA
OG0003082	LOC108155450|XP_017141755.1|DMIR	LOC6505802|XP_001964402.1|DANA
OG0003083	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR	LOC6499585|XP_032308298.1|DANA
OG0003084	LOC108155079|XP_033244222.1|DMIR	LOC6500109|XP_032309083.1|DANA
OG0003085	LOC108157601|XP_033245763.1|DMIR	LOC6500438|XP_001953215.1|DANA
OG0003086	LOC108155333|XP_017141565.1|DMIR	LOC6505807|XP_032305574.1|DANA
OG0003087	LOC108152825|XP_017137907.1|DMIR	LOC6493267|XP_001957401.2|DANA, LOC116655923|XP_032310835.1|DANA
OG0003088	LOC108154711|XP_017140553.1|DMIR	LOC6498877|XP_001955759.1|DANA
OG0003089	LOC108154241|XP_017139962.1|DMIR	LOC6494426|XP_001965922.1|DANA
OG0003090	LOC108155271|XP_017141466.1|DMIR	LOC6501181|XP_001954708.1|DANA, LOC6505537|XP_001964738.2|DANA
OG0003091	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR	LOC6499534|XP_001954422.1|DANA
OG0003092	LOC108155114|XP_017141242.1|DMIR	LOC6505712|XP_001964412.1|DANA
OG0003093	LOC108158574|XP_017146502.1|DMIR	LOC6494893|XP_001959477.1|DANA
OG0003094	LOC108165077|XP_017156619.1|DMIR	LOC6504595|XP_014759744.1|DANA
OG0003095	LOC108151684|XP_017135917.1|DMIR	LOC6504424|XP_032308113.1|DANA
OG0003096	LOC108158558|XP_017146467.1|DMIR	LOC6496301|XP_001960648.1|DANA
OG0003097	LOC108155851|XP_017142452.1|DMIR	LOC26514236|XP_014760914.1|DANA
OG0003098	LOC108158707|XP_017146740.1|DMIR	LOC6504603|XP_001966545.1|DANA
OG0003099	LOC108157137|XP_017144527.1|DMIR	LOC6501266|XP_001954879.1|DANA
OG0003100	LOC108164589|XP_017155907.1|DMIR	LOC6504853|XP_014759831.1|DANA
OG0003101	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR	LOC6494783|XP_014760099.1|DANA
OG0003102	LOC108155108|XP_017141231.1|DMIR	LOC6505708|XP_032305567.1|DANA
OG0003103	LOC108155405|XP_017141691.1|DMIR	LOC6499653|XP_001954210.1|DANA
OG0003104	LOC108152738|XP_017137772.1|DMIR	LOC6493650|XP_014764480.1|DANA
OG0003105	LOC108152909|XP_017138050.1|DMIR	LOC6504880|XP_001966521.1|DANA
OG0003106	LOC108159503|XP_033246518.1|DMIR	LOC6496321|XP_032306945.1|DANA
OG0003107	LOC108160627|XP_017150243.1|DMIR	LOC6502198|XP_001966049.1|DANA
OG0003108	LOC108155321|XP_017141535.1|DMIR	LOC6495813|XP_001959637.1|DANA
OG0003109	LOC108165027|XP_017156553.1|DMIR	LOC6503665|XP_001963972.1|DANA
OG0003110	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR	LOC6496096|XP_001960218.3|DANA
OG0003111	LOC108160603|XP_017150200.1|DMIR	LOC6503671|XP_001963958.1|DANA
OG0003112	LOC108156025|XP_017142764.1|DMIR	LOC6499321|XP_001954876.1|DANA
OG0003114	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR	LOC6494033|XP_001961109.2|DANA
OG0003115	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR	LOC6496080|XP_001960178.1|DANA
OG0003116	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR	LOC6494467|XP_032306458.1|DANA
OG0003117	LOC108152512|XP_017137394.1|DMIR	LOC6493703|XP_001958268.1|DANA
OG0003118	LOC108153297|XP_017138675.1|DMIR	LOC6507159|XP_001956569.1|DANA
OG0003119	LOC108152516|XP_017137400.1|DMIR	LOC6507160|XP_001956567.1|DANA
OG0003120	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR	LOC6495656|XP_032305967.1|DANA
OG0003121	LOC108165055|XP_017156586.1|DMIR	LOC6502998|XP_001963441.1|DANA
OG0003122	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR	LOC6495519|XP_001959026.2|DANA
OG0003123	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR	LOC6506689|XP_001957411.1|DANA
OG0003124	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR	LOC6494493|XP_001960226.1|DANA
OG0003125	LOC108152191|XP_017136826.1|DMIR	LOC6507227|XP_014765103.1|DANA
OG0003126	LOC108160508|XP_033248312.1|DMIR	LOC6495312|XP_014763240.1|DANA
OG0003127	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR	LOC6495354|XP_001958647.1|DANA
OG0003128	LOC108151271|XP_017135283.1|DMIR	LOC6493086|XP_001957014.2|DANA
OG0003129	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR	LOC6495035|XP_001959198.1|DANA
OG0003130	LOC108160039|XP_017149271.1|DMIR	LOC6496222|XP_001960475.2|DANA
OG0003131	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR	LOC6496432|XP_001960904.1|DANA
OG0003132	LOC108156835|XP_017144033.1|DMIR	LOC6498950|XP_001955620.1|DANA
OG0003133	LOC108157997|XP_017145629.1|DMIR	LOC6494237|XP_001960685.1|DANA
OG0003134	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR	LOC6496179|XP_001960382.1|DANA
OG0003135	LOC108152750|XP_017137797.1|DMIR	LOC6506778|XP_001957261.1|DANA
OG0003136	LOC108153600|XP_017139172.1|DMIR	LOC6507952|XP_001958043.1|DANA
OG0003137	LOC108158164|XP_017145876.1|DMIR	LOC6495250|XP_001958758.1|DANA
OG0003138	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR	LOC6496318|XP_001960688.1|DANA
OG0003139	LOC108152943|XP_017138127.1|DMIR	LOC6507798|XP_001956363.1|DANA
OG0003140	LOC108160410|XP_017149893.1|DMIR	LOC6494602|XP_001960027.1|DANA
OG0003141	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR	LOC6494930|XP_032306900.1|DANA
OG0003142	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR	LOC6494891|XP_032307253.1|DANA
OG0003143	LOC108151506|XP_017135640.1|DMIR	LOC6493092|XP_001957025.2|DANA
OG0003144	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR	LOC6494581|XP_032306400.1|DANA
OG0003145	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR	LOC6495085|XP_032306641.1|DANA
OG0003146	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR	LOC6495951|XP_014763559.1|DANA
OG0003147	LOC108152962|XP_017138154.1|DMIR	LOC6507251|XP_001956381.1|DANA
OG0003148	LOC108151624|XP_017135812.1|DMIR	LOC6506781|XP_001957252.2|DANA
OG0003149	LOC108152499|XP_017137366.1|DMIR	LOC26514483|XP_014759887.1|DANA
OG0003150	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR	LOC6496303|XP_032307220.1|DANA
OG0003151	LOC108162669|XP_017153000.2|DMIR	LOC6502448|XP_001961814.2|DANA
OG0003152	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR	LOC6494520|XP_001960185.1|DANA
OG0003153	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR	LOC6495475|XP_001958928.1|DANA
OG0003154	LOC108155187|XP_017141347.1|DMIR	LOC6501320|XP_032307383.1|DANA
OG0003155	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR	LOC6495524|XP_001959033.1|DANA
OG0003156	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR	LOC6496400|XP_001960834.2|DANA
OG0003157	LOC108163749|XP_017154705.2|DMIR	LOC6503308|XP_001967588.1|DANA
OG0003158	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR	LOC6496000|XP_001960012.1|DANA
OG0003159	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR	LOC6494519|XP_001960188.2|DANA
OG0003160	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR	LOC6494517|XP_014762818.1|DANA
OG0003161	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR	LOC6493948|XP_001961265.1|DANA
OG0003162	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR	LOC6495221|XP_001958816.1|DANA
OG0003163	LOC108151893|XP_017136283.1|DMIR	LOC6507087|XP_001956693.2|DANA
OG0003164	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR	LOC6496656|XP_001961343.1|DANA
OG0003165	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR	LOC6496274|XP_014763720.1|DANA
OG0003166	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR	LOC6496121|XP_032306473.1|DANA
OG0003167	LOC117192633|XP_033253251.1|DMIR, LOC108158778|XP_017146932.1|DMIR	LOC6494439|XP_001960312.1|DANA
OG0003168	LOC108155720|XP_017142212.1|DMIR	LOC6501205|XP_001954761.2|DANA
OG0003169	LOC108163503|XP_017154317.1|DMIR	LOC6498158|XP_001962203.1|DANA
OG0003170	LOC108159292|XP_017147946.1|DMIR	LOC6494294|XP_001960583.1|DANA
OG0003171	LOC108159631|XP_017148577.1|DMIR	LOC6494462|XP_001960283.1|DANA
OG0003172	LOC108156290|XP_017143161.1|DMIR	LOC6500619|XP_032305767.1|DANA
OG0003173	LOC108156766|XP_017143920.1|DMIR	LOC6503396|XP_001967511.1|DANA
OG0003174	LOC108155460|XP_017141768.1|DMIR	LOC6499332|XP_014766012.1|DANA
OG0003175	LOC117185734|XP_033250821.1|DMIR, LOC108159981|XP_033246996.1|DMIR	LOC6495608|XP_001959193.1|DANA
OG0003176	LOC108162072|XP_017152108.1|DMIR	LOC6498112|XP_001962102.1|DANA
OG0003177	LOC117188135|XP_033247383.1|DMIR, LOC108160379|XP_017149846.2|DMIR	LOC6494489|XP_001960234.1|DANA
OG0003178	LOC117190808|XP_033251741.1|DMIR, LOC108159938|XP_017149081.1|DMIR	LOC6496100|XP_001960228.1|DANA
OG0003179	LOC117190435|XP_033251405.1|DMIR, LOC108159937|XP_017149080.1|DMIR	LOC6494491|XP_001960232.1|DANA
OG0003180	LOC108159953|XP_017149107.1|DMIR, LOC117192968|XP_033253578.1|DMIR	LOC6496245|XP_001960532.1|DANA
OG0003181	LOC117189950|XP_033250923.1|DMIR, LOC108159793|XP_017148844.1|DMIR	LOC6494885|XP_001959491.1|DANA
OG0003182	LOC108160602|XP_033254619.1|DMIR, LOC117185791|XP_033247551.1|DMIR	LOC6495520|XP_001959027.1|DANA
OG0003183	LOC117191151|XP_033252009.1|DMIR, LOC108160505|XP_017150034.1|DMIR	LOC6494044|XP_032306251.1|DANA
OG0003184	LOC108151957|XP_017136385.1|DMIR	LOC6507909|XP_001956581.1|DANA
OG0003185	LOC117190191|XP_033251144.1|DMIR, LOC117189353|XP_033250381.1|DMIR, LOC108159037|XP_017147450.1|DMIR	LOC6494807|XP_001959622.1|DANA
OG0003186	LOC108158567|XP_033246992.1|DMIR, LOC117191534|XP_033252263.1|DMIR	LOC6494195|XP_001960776.1|DANA
OG0003187	LOC108163404|XP_017154157.1|DMIR	LOC6503939|XP_001965218.1|DANA
OG0003188	LOC108156472|XP_033245154.1|DMIR	LOC6499298|XP_001954918.3|DANA
OG0003189	LOC108153295|XP_017138671.1|DMIR	LOC6493219|XP_001957289.1|DANA
OG0003190	LOC117189514|XP_033250552.1|DMIR, LOC117189513|XP_033250551.1|DMIR, LOC108158390|XP_017146136.1|DMIR	LOC6496090|XP_001960202.1|DANA
OG0003191	LOC108151513|XP_017135646.1|DMIR	LOC6507318|XP_001956256.1|DANA
OG0003192	LOC108152753|XP_017137800.1|DMIR	LOC6507223|XP_014765098.2|DANA
OG0003193	LOC108161879|XP_017151762.2|DMIR	LOC6497960|XP_001961800.1|DANA
OG0003194	LOC108152897|XP_017138033.1|DMIR	LOC6507806|XP_001956386.2|DANA
OG0003195	LOC108163508|XP_017154327.1|DMIR	LOC6501208|XP_001954766.1|DANA
OG0003196	LOC108152954|XP_017138142.1|DMIR	LOC6493707|XP_001958278.1|DANA
OG0003197	LOC108151128|XP_033243739.1|DMIR	LOC6507247|XP_014765117.1|DANA
OG0003198	LOC108162153|XP_017152220.1|DMIR	LOC6497281|XP_001962396.2|DANA
OG0003199	LOC108153657|XP_017139254.1|DMIR	LOC6507666|XP_032310252.1|DANA
OG0003200	LOC108159638|XP_017148590.1|DMIR	LOC6496660|XP_001961351.1|DANA
OG0003201	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR	LOC6495752|XP_032307108.1|DANA
OG0003202	LOC108151057|XP_017134921.1|DMIR	LOC6506598|XP_001957573.1|DANA
OG0003203	LOC108159893|XP_017149000.2|DMIR, LOC117187966|XP_033246872.1|DMIR	LOC6495481|XP_032306065.1|DANA
OG0003204	LOC108155588|XP_017141987.1|DMIR	LOC6500594|XP_014766641.1|DANA
OG0003205	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR	LOC6494918|XP_001959423.1|DANA
OG0003206	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR	LOC6494683|XP_001959865.1|DANA
OG0003207	LOC108154729|XP_017140584.1|DMIR	LOC6505931|XP_001964638.1|DANA
OG0003208	LOC108151852|XP_033243382.1|DMIR	LOC6507301|XP_001956287.1|DANA
OG0003209	LOC108159481|XP_017148300.1|DMIR	LOC6493946|XP_001961268.1|DANA
OG0003210	LOC108156956|XP_017144223.1|DMIR	LOC6500339|XP_001953004.1|DANA
OG0003211	LOC108158198|XP_017145906.1|DMIR	LOC6495163|XP_001958931.1|DANA
OG0003212	LOC108156269|XP_017143126.1|DMIR	LOC6500511|XP_001953369.1|DANA
OG0003213	LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR	LOC6495888|XP_001959787.1|DANA
OG0003214	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR	LOC6494443|XP_032306484.1|DANA
OG0003215	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR	LOC6494449|XP_001960302.1|DANA
OG0003216	LOC108160462|XP_017149965.1|DMIR	LOC6495231|XP_001958797.1|DANA
OG0003217	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR	LOC6495205|XP_001958851.1|DANA
OG0003218	LOC108153572|XP_017139139.1|DMIR	LOC6507839|XP_001956450.1|DANA
OG0003219	LOC108152592|XP_017137537.1|DMIR	LOC6507834|XP_032310263.1|DANA
OG0003220	LOC108161727|XP_017151539.1|DMIR	LOC6497647|XP_001961638.1|DANA
OG0003221	LOC108163201|XP_017153840.1|DMIR	LOC6505277|XP_001965672.1|DANA
OG0003222	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR	LOC6495440|XP_032306698.1|DANA
OG0003223	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR	LOC6495136|XP_001958976.1|DANA
OG0003224	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR	LOC6495133|XP_014763166.1|DANA
OG0003225	LOC108164164|XP_017155263.1|DMIR	LOC6498196|XP_001962277.2|DANA
OG0003226	LOC108158134|XP_017145806.1|DMIR, LOC117185802|XP_033252897.1|DMIR	LOC6493961|XP_032311622.1|DANA
OG0003227	LOC108161649|XP_017151441.1|DMIR	LOC6504873|XP_001966500.1|DANA
OG0003228	LOC108154902|XP_017140841.1|DMIR	LOC6498932|XP_001955652.1|DANA
OG0003229	LOC108161629|XP_017151421.1|DMIR, LOC108152052|XP_017136545.1|DMIR	LOC6493217|XP_001957286.1|DANA
OG0003230	LOC117193772|XP_033254390.1|DMIR	LOC116656578|XP_032312232.1|DANA
OG0003230	LOC117188384|XP_033248060.1|DMIR, LOC117189342|XP_033250372.1|DMIR	LOC116655115|XP_032308194.1|DANA
OG0003231	LOC108151808|XP_017136150.1|DMIR, LOC108151809|XP_017136151.1|DMIR	LOC26515572|XP_014765744.1|DANA, LOC6506870|XP_001957087.2|DANA
OG0003232	LOC108157622|XP_017145247.1|DMIR	LOC26514799|XP_014767340.1|DANA
OG0003233	LOC117193400|XP_033254041.1|DMIR, LOC117193399|XP_033254040.1|DMIR, LOC108159511|XP_017148359.1|DMIR, LOC108159515|XP_033246528.1|DMIR	LOC6495401|XP_001958762.2|DANA
OG0003234	LOC117192691|XP_033253322.1|DMIR, LOC108160755|XP_017150442.1|DMIR	LOC6495755|XP_001959507.1|DANA
OG0003235	LOC108154705|XP_017140545.1|DMIR	LOC6498913|XP_001955687.2|DANA
OG0003236	LOC108151558|XP_017135716.1|DMIR	LOC6507486|XP_001955907.3|DANA, LOC6507533|XP_001955871.2|DANA
OG0003237	LOC108150770|XP_017134553.1|DMIR	LOC116655850|XP_032310290.1|DANA
OG0003238	LOC108163536|XP_017154381.1|DMIR, LOC108160695|XP_017150335.2|DMIR, LOC117187803|XP_033246546.1|DMIR, LOC117191083|XP_033251939.1|DMIR	LOC6496140|XP_001960325.1|DANA
OG0003239	LOC108160620|XP_017150229.1|DMIR, LOC117186050|XP_033242018.1|DMIR, LOC117188242|XP_033247688.1|DMIR, LOC117188226|XP_033247629.1|DMIR, LOC117186048|XP_033242017.1|DMIR, LOC108162322|XP_033242015.1|DMIR	LOC6507242|XP_032311209.1|DANA
OG0003240	LOC108152352|XP_017137112.1|DMIR	LOC6507783|XP_001956337.1|DANA
OG0003241	LOC108151635|XP_017135829.1|DMIR	LOC26513718|XP_014765525.2|DANA
OG0003241	LOC108151636|XP_017135830.1|DMIR	LOC26514961|XP_014765687.1|DANA
OG0003242	LOC108160940|XP_017150717.1|DMIR, LOC117192909|XP_033253538.1|DMIR	LOC6496455|XP_001960946.1|DANA
OG0003243	LOC108156428|XP_017143370.1|DMIR	LOC6505940|XP_001964653.1|DANA, LOC6505939|XP_001964652.1|DANA
OG0003244	LOC108154370|XP_017140124.1|DMIR, LOC108154536|XP_017140328.1|DMIR	LOC6499284|XP_001954952.1|DANA
OG0003250	LOC108156002|XP_017142692.1|DMIR	LOC6499729|XP_001954050.1|DANA
OG0003251	LOC108156477|XP_017143440.1|DMIR	LOC6499260|XP_001955008.1|DANA
OG0003252	LOC108157188|XP_017144606.1|DMIR	LOC6498940|XP_001955636.1|DANA
OG0003253	LOC108154242|XP_017139964.1|DMIR	LOC6499827|XP_001953833.1|DANA
OG0003254	LOC108155743|XP_017142250.1|DMIR	LOC6500104|XP_001953219.1|DANA
OG0003255	LOC108156744|XP_017143894.1|DMIR	LOC6499987|XP_001953478.1|DANA
OG0003256	LOC108156720|XP_017143859.1|DMIR	LOC6501484|XP_001955345.1|DANA
OG0003257	LOC108155488|XP_033254174.1|DMIR	LOC6501841|XP_032308274.1|DANA
OG0003258	LOC108161540|XP_017151310.1|DMIR, LOC108164828|XP_017156240.1|DMIR	LOC6504530|XP_001967081.1|DANA
OG0003259	LOC108158283|XP_017146043.2|DMIR	LOC6504684|XP_032309110.1|DANA
OG0003260	LOC108159349|XP_017148050.1|DMIR	LOC6501825|XP_001967171.2|DANA
OG0003261	LOC108156898|XP_017144129.1|DMIR	LOC6499611|XP_032309568.1|DANA
OG0003262	LOC108156508|XP_017143499.1|DMIR	LOC26515331|XP_032308999.1|DANA
OG0003263	LOC108164626|XP_017155960.1|DMIR	LOC6501954|XP_001966756.2|DANA
OG0003264	LOC108159017|XP_017147391.1|DMIR	LOC6503625|XP_001964041.1|DANA
OG0003265	LOC108163157|XP_033248953.1|DMIR	LOC6497089|XP_001962781.1|DANA
OG0003266	LOC108163064|XP_017153626.1|DMIR	LOC6497339|XP_001962292.1|DANA
OG0003267	LOC108160156|XP_017149466.1|DMIR	LOC6501817|XP_001966866.1|DANA
OG0003268	LOC108155246|XP_017141426.2|DMIR	LOC6500763|XP_032308481.1|DANA
OG0003269	LOC108156177|XP_017142995.1|DMIR	LOC6506010|XP_001964774.1|DANA
OG0003270	LOC108153619|XP_017139209.1|DMIR	LOC6507254|XP_001956379.2|DANA
OG0003271	LOC108164411|XP_017155566.1|DMIR	LOC6505492|XP_001966266.1|DANA
OG0003272	LOC108161678|XP_033244468.1|DMIR	LOC6505169|XP_032307965.1|DANA
OG0003273	LOC108158409|XP_017146167.1|DMIR	LOC6494334|XP_001960513.2|DANA
OG0003274	LOC108157105|XP_017144471.1|DMIR	LOC6505079|XP_014760283.2|DANA
OG0003275	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR	LOC6504573|XP_032309292.1|DANA
OG0003276	LOC108154135|XP_017139759.1|DMIR	LOC6501273|XP_014766973.1|DANA
OG0003277	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR	LOC6502505|XP_001961270.1|DANA
OG0003278	LOC108156465|XP_017143417.1|DMIR	LOC26514331|XP_014767272.1|DANA
OG0003279	LOC108163168|XP_017153791.1|DMIR	LOC6502305|XP_032309404.1|DANA
OG0003280	LOC108155803|XP_017142373.1|DMIR	LOC6499462|XP_001954586.2|DANA
OG0003281	LOC108157712|XP_017145372.1|DMIR	LOC6499481|XP_001954548.1|DANA
OG0003282	LOC108158828|XP_017147019.1|DMIR	LOC6502101|XP_001966209.2|DANA
OG0003283	LOC108163061|XP_017153621.1|DMIR	LOC6498289|XP_001962470.2|DANA
OG0003284	LOC108155647|XP_017142089.1|DMIR	LOC6503807|XP_001963705.1|DANA
OG0003285	LOC108154629|XP_017140440.1|DMIR	LOC6499385|XP_001954738.1|DANA
OG0003286	LOC108155901|XP_017142532.1|DMIR	LOC6501338|XP_032307623.1|DANA
OG0003287	LOC108152767|XP_017137831.1|DMIR	LOC6507923|XP_001956610.1|DANA
OG0003288	LOC108157264|XP_017144735.1|DMIR	LOC6499946|XP_001953578.2|DANA
OG0003289	LOC108158364|XP_017146107.2|DMIR, LOC117188465|XP_033248269.1|DMIR	LOC6494186|XP_001960806.1|DANA
OG0003290	LOC108156570|XP_017143593.1|DMIR	LOC6500990|XP_001954307.2|DANA
OG0003291	LOC108151714|XP_017135974.1|DMIR	LOC6506231|XP_001958299.2|DANA
OG0003292	LOC108164541|XP_017155835.1|DMIR	LOC6503748|XP_001963813.1|DANA
