Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0004730	LOC108163621|XP_017154509.1|DMIR	LOC119066254|XP_037024485.1|BCOP
OG0004731	LOC108156401|XP_017143328.1|DMIR	LOC119070081|XP_037030284.1|BCOP
OG0004732	LOC108157475|XP_017145043.2|DMIR	LOC119070359|XP_037030549.1|BCOP
OG0004733	LOC108156363|XP_017143255.1|DMIR	LOC119079430|XP_037043236.1|BCOP
OG0004734	LOC108155986|XP_017142667.2|DMIR	LOC119067926|XP_037027133.1|BCOP
OG0004735	LOC108157236|XP_017144686.1|DMIR	LOC119069171|XP_037028977.1|BCOP
OG0004736	LOC108155243|XP_017141422.1|DMIR	LOC119068103|XP_037027422.1|BCOP
OG0004737	LOC108157516|XP_017145107.1|DMIR	LOC119067052|XP_037025692.1|BCOP
OG0004738	LOC108157329|XP_017144834.1|DMIR	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP
OG0004739	LOC108154671|XP_017140501.1|DMIR	LOC119069316|XP_037029263.1|BCOP
OG0004740	LOC108157849|XP_017145542.1|DMIR	LOC119067892|XP_037027074.1|BCOP
OG0004741	LOC108154636|XP_017140448.1|DMIR	LOC119067879|XP_037027044.1|BCOP
OG0004742	LOC108164398|XP_017155513.1|DMIR	LOC119085059|XP_037051171.1|BCOP
OG0004743	LOC108156623|XP_017143668.1|DMIR	LOC119069096|XP_037028884.1|BCOP
OG0004744	LOC108163381|XP_017154124.1|DMIR	LOC119078060|XP_037041386.1|BCOP
OG0004745	LOC108156410|XP_017143344.1|DMIR	LOC119067589|XP_037026582.1|BCOP
OG0004746	LOC108155820|XP_017142397.1|DMIR	LOC119069828|XP_037029885.1|BCOP
OG0004747	LOC108155821|XP_017142399.1|DMIR	LOC119069829|XP_037029886.1|BCOP
OG0004748	LOC108155586|XP_017141984.1|DMIR	LOC119075771|XP_037038213.1|BCOP
OG0004749	LOC108155589|XP_033244126.1|DMIR	LOC119069481|XP_037029443.1|BCOP
OG0004750	LOC108156246|XP_017143084.1|DMIR	LOC119069260|XP_037029212.1|BCOP
OG0004751	LOC108155121|XP_033245624.1|DMIR	LOC119069668|XP_037029682.1|BCOP
OG0004752	LOC108154384|XP_017140137.1|DMIR	LOC119069343|XP_037029309.1|BCOP
OG0004753	LOC108154720|XP_017140570.1|DMIR	LOC119067355|XP_037026159.1|BCOP
OG0004754	LOC108154900|XP_017140838.1|DMIR	LOC119067352|XP_037026157.1|BCOP
OG0004755	LOC108156547|XP_017143554.1|DMIR	LOC119080984|XP_037045527.1|BCOP
OG0004756	LOC108156545|XP_017143550.1|DMIR	LOC119080730|XP_037045153.1|BCOP
OG0004757	LOC108154167|XP_017139817.2|DMIR	LOC119067873|XP_037027030.1|BCOP
OG0004758	LOC108156617|XP_017143660.1|DMIR	LOC119070554|XP_037030850.1|BCOP
OG0004759	LOC108156205|XP_017143029.1|DMIR	LOC119069605|XP_037029591.1|BCOP
OG0004760	LOC108156081|XP_033244137.1|DMIR	LOC119070578|XP_037030880.1|BCOP
OG0004761	LOC108155250|XP_017141431.1|DMIR	LOC119069129|XP_037028924.1|BCOP
OG0004762	LOC108162684|XP_017153021.1|DMIR	LOC119067783|XP_037026816.1|BCOP
OG0004763	LOC108157031|XP_017144333.1|DMIR	LOC119067997|XP_037027252.1|BCOP
OG0004764	LOC108155473|XP_017141785.1|DMIR	LOC119067356|XP_037026160.1|BCOP
OG0004765	LOC108156990|XP_017144271.1|DMIR	LOC119069468|XP_037029415.1|BCOP
OG0004766	LOC108154791|XP_017140670.1|DMIR	LOC119067506|XP_037026412.1|BCOP
OG0004767	LOC108155516|XP_017141846.1|DMIR	LOC119070408|XP_037030630.1|BCOP
OG0004768	LOC108155515|XP_017141844.1|DMIR	LOC119069191|XP_037029032.1|BCOP
OG0004769	LOC108162239|XP_017152364.1|DMIR	LOC119079864|XP_037043837.1|BCOP
OG0004770	LOC108155800|XP_017142370.1|DMIR	LOC119074486|XP_037036528.1|BCOP
OG0004771	LOC108154060|XP_033245899.1|DMIR	LOC119068586|XP_037028127.1|BCOP
OG0004772	LOC108156449|XP_017143396.1|DMIR	LOC119084665|XP_037050639.1|BCOP
OG0004773	LOC108154186|XP_017139850.1|DMIR	LOC119067991|XP_037027247.1|BCOP
OG0004774	LOC108154187|XP_033244757.1|DMIR	LOC119067992|XP_037027248.1|BCOP
OG0004775	LOC108156616|XP_033244733.1|DMIR	LOC119067990|XP_037027244.1|BCOP
OG0004776	LOC108159369|XP_017148085.1|DMIR	LOC119085433|XP_037051748.1|BCOP
OG0004777	LOC108154165|XP_017139816.1|DMIR	LOC119069288|XP_037029251.1|BCOP
OG0004778	LOC108162631|XP_017152943.2|DMIR	LOC119068433|XP_037027898.1|BCOP
OG0004779	LOC108154674|XP_033244412.1|DMIR	LOC119073964|XP_037035763.1|BCOP
OG0004780	LOC108163949|XP_017154979.1|DMIR	LOC119078505|XP_037041959.1|BCOP
OG0004781	LOC108156622|XP_033245430.1|DMIR	LOC119069795|XP_037029836.1|BCOP
OG0004782	LOC108156116|XP_017142905.1|DMIR	LOC119070124|XP_037030338.1|BCOP
OG0004783	LOC108157265|XP_017144739.1|DMIR	LOC119083283|XP_037048870.1|BCOP
OG0004784	LOC108157239|XP_017144698.1|DMIR	LOC119068807|XP_037028475.1|BCOP
OG0004785	LOC108157856|XP_017145551.1|DMIR	LOC119068935|XP_037028694.1|BCOP
OG0004786	LOC108154581|XP_017140372.1|DMIR	LOC119069254|XP_037029203.1|BCOP
OG0004787	LOC108154663|XP_017140489.1|DMIR	LOC119069280|XP_037029237.1|BCOP
OG0004788	LOC108154513|XP_017140302.1|DMIR	LOC119069238|XP_037029174.1|BCOP
OG0004789	LOC108153925|XP_017139509.1|DMIR	LOC119069256|XP_037029205.1|BCOP
OG0004790	LOC108157208|XP_017144646.1|DMIR	LOC119069286|XP_037029249.1|BCOP
OG0004791	LOC108155750|XP_017142271.1|DMIR	LOC119069204|XP_037029070.1|BCOP
OG0004792	LOC108154256|XP_017139980.2|DMIR	LOC119067931|XP_037027140.1|BCOP
OG0004793	LOC108155447|XP_017141752.1|DMIR	LOC119067371|XP_037026178.1|BCOP
OG0004794	LOC108156322|XP_017143203.1|DMIR	LOC119070535|XP_037030803.1|BCOP
OG0004795	LOC108155621|XP_017142040.1|DMIR	LOC119070441|XP_037030686.1|BCOP
OG0004796	LOC108155654|XP_017142095.2|DMIR	LOC119067762|XP_037026789.1|BCOP
OG0004797	LOC108155538|XP_017141898.1|DMIR	LOC119069040|XP_037028803.1|BCOP
OG0004799	LOC108156796|XP_017143964.1|DMIR	LOC119081245|XP_037045871.1|BCOP
OG0004800	LOC108157617|XP_017145242.1|DMIR	LOC119067464|XP_037026345.1|BCOP
OG0004801	LOC108156258|XP_017143108.1|DMIR	LOC119076307|XP_037038908.1|BCOP
OG0004802	LOC108154199|XP_017139905.1|DMIR	LOC119073243|XP_037034453.1|BCOP
OG0004803	LOC108155104|XP_017141223.1|DMIR	LOC119070484|XP_037030732.1|BCOP
OG0004804	LOC108155517|XP_033245026.1|DMIR	LOC119070545|XP_037030813.1|BCOP
OG0004805	LOC108154789|XP_033245937.1|DMIR	LOC119067280|XP_037026052.1|BCOP
OG0004806	LOC108158727|XP_017146818.1|DMIR	LOC119068779|XP_037028433.1|BCOP
OG0004807	LOC108154084|XP_017139687.1|DMIR	LOC119079932|XP_037043930.1|BCOP
OG0004808	LOC108156771|XP_017143926.1|DMIR	LOC119077387|XP_037040481.1|BCOP
OG0004809	LOC108155669|XP_017142122.1|DMIR	LOC119083955|XP_037049661.1|BCOP
OG0004810	LOC108154203|XP_017139911.1|DMIR	LOC119083935|XP_037049648.1|BCOP
OG0004811	LOC108151785|XP_017136121.1|DMIR	LOC119070082|XP_037030285.1|BCOP
OG0004812	LOC108156012|XP_017142706.1|DMIR	LOC119069596|XP_037029581.1|BCOP
OG0004813	LOC108156748|XP_017143899.1|DMIR	LOC119079861|XP_037043833.1|BCOP
OG0004814	LOC108154999|XP_017141035.1|DMIR	LOC119067023|XP_037025646.1|BCOP
OG0004815	LOC108159583|XP_017148524.1|DMIR	LOC119083592|XP_037049229.1|BCOP
OG0004816	LOC108151598|XP_017135771.1|DMIR	LOC119069056|XP_037028825.1|BCOP
OG0004817	LOC108162959|XP_017153450.1|DMIR	LOC119069060|XP_037028830.1|BCOP
OG0004818	LOC108157058|XP_017144377.1|DMIR	LOC119067224|XP_037025965.1|BCOP
OG0004819	LOC108157075|XP_017144399.1|DMIR	LOC119068473|XP_037027980.1|BCOP
OG0004820	LOC108156727|XP_017143870.1|DMIR	LOC119068667|XP_037028244.1|BCOP
OG0004821	LOC108155301|XP_017141505.1|DMIR	LOC119085770|XP_037052157.1|BCOP
OG0004822	LOC108155041|XP_017141101.1|DMIR	LOC119069781|XP_037029818.1|BCOP
OG0004823	LOC108156829|XP_017144021.1|DMIR	LOC119068767|XP_037028415.1|BCOP
OG0004824	LOC108156831|XP_017144029.1|DMIR	LOC119068789|XP_037028443.1|BCOP
OG0004825	LOC108164494|XP_033250254.1|DMIR	LOC119085044|XP_037051150.1|BCOP
OG0004826	LOC108155725|XP_017142222.1|DMIR	LOC119085265|XP_037051511.1|BCOP
OG0004827	LOC108156140|XP_017142944.1|DMIR	LOC119068308|XP_037027748.1|BCOP
OG0004828	LOC108154675|XP_017140505.1|DMIR	LOC119069743|XP_037029777.1|BCOP
OG0004829	LOC108157084|XP_017144422.1|DMIR	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP
OG0004830	LOC108154004|XP_017139587.2|DMIR	LOC119067939|XP_037027150.1|BCOP
OG0004831	LOC108151940|XP_017136360.1|DMIR	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP
OG0004832	LOC108154866|XP_017140784.1|DMIR	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP
OG0004833	LOC108155147|XP_017141297.1|DMIR	LOC119067299|XP_037026095.1|BCOP
OG0004834	LOC108156529|XP_017143524.1|DMIR	LOC119067924|XP_037027126.1|BCOP
OG0004835	LOC108156514|XP_017143508.1|DMIR	LOC119070460|XP_037030708.1|BCOP
OG0004836	LOC108156181|XP_017143001.1|DMIR	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP
OG0004837	LOC108151656|XP_017135864.1|DMIR	LOC119072528|XP_037033671.1|BCOP
OG0004838	LOC108154313|XP_017140060.1|DMIR	LOC119070505|XP_037030757.1|BCOP
OG0004839	LOC108156666|XP_017143772.2|DMIR	LOC119070503|XP_037030747.1|BCOP
OG0004840	LOC108156761|XP_017143913.1|DMIR	LOC119077749|XP_037040952.1|BCOP
OG0004841	LOC108162489|XP_017152729.1|DMIR	LOC119082998|XP_037048532.1|BCOP
OG0004842	LOC108155769|XP_017142310.1|DMIR	LOC119069119|XP_037028911.1|BCOP
OG0004843	LOC108155573|XP_017141964.2|DMIR	LOC119068430|XP_037027895.1|BCOP
OG0004844	LOC108164240|XP_033250019.1|DMIR	LOC119067104|XP_037025763.1|BCOP
OG0004845	LOC108155256|XP_017141440.1|DMIR	LOC119067100|XP_037025758.1|BCOP
OG0004846	LOC108161808|XP_017151656.1|DMIR	LOC119066722|XP_037025232.1|BCOP
OG0004847	LOC108161804|XP_017151649.1|DMIR	LOC119072915|XP_037034128.1|BCOP
OG0004848	LOC108156345|XP_033244534.1|DMIR	LOC119073856|XP_037035614.1|BCOP
OG0004849	LOC108162121|XP_017152183.1|DMIR	LOC119081136|XP_037045779.1|BCOP
OG0004850	LOC108155748|XP_017142267.1|DMIR	LOC119085749|XP_037052126.1|BCOP
OG0004851	LOC108157351|XP_017144860.1|DMIR	LOC119085754|XP_037052132.1|BCOP
OG0004852	LOC108157380|XP_017144899.1|DMIR	LOC119085767|XP_037052147.1|BCOP
OG0004853	LOC108159030|XP_017147439.1|DMIR	LOC119081784|XP_037046889.1|BCOP
OG0004854	LOC108151120|XP_017135027.1|DMIR	LOC119084865|XP_037050895.1|BCOP
OG0004855	LOC108151993|XP_017136451.1|DMIR	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP
OG0004856	LOC108165370|XP_033242366.1|DMIR	LOC119073469|XP_037034868.1|BCOP
OG0004857	LOC108153757|XP_017139380.1|DMIR	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP
OG0004858	LOC108151972|XP_033242357.1|DMIR	LOC119079828|XP_037043787.1|BCOP
OG0004859	LOC108153207|XP_017138518.1|DMIR	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP
OG0004860	LOC108153352|XP_017138808.1|DMIR	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP
OG0004861	LOC108152637|XP_017137608.1|DMIR	LOC119081072|XP_037045692.1|BCOP
OG0004862	LOC108152243|XP_033242636.1|DMIR	LOC119074388|XP_037036406.1|BCOP
OG0004863	LOC108152116|XP_017136680.1|DMIR	LOC119084931|XP_037050965.1|BCOP
OG0004864	LOC108151794|XP_017136131.1|DMIR	LOC119081219|XP_037045838.1|BCOP
OG0004865	LOC108156260|XP_017143112.2|DMIR	LOC119080887|XP_037045361.1|BCOP
OG0004866	LOC108150957|XP_017134780.1|DMIR	LOC119080369|XP_037044561.1|BCOP
OG0004867	LOC108158696|XP_033247482.1|DMIR	LOC119073990|XP_037035795.1|BCOP
OG0004868	LOC108159640|XP_017148594.1|DMIR	LOC119079744|XP_037043708.1|BCOP
OG0004869	LOC108158754|XP_017146855.1|DMIR	LOC119081377|XP_037046154.1|BCOP
OG0004870	LOC108158758|XP_017146860.1|DMIR, LOC117189883|XP_033250853.1|DMIR	LOC119081382|XP_037046165.1|BCOP
OG0004871	LOC117193446|XP_033254091.1|DMIR, LOC108159080|XP_017147523.1|DMIR	LOC119078931|XP_037042571.1|BCOP
OG0004872	LOC108159896|XP_017149008.1|DMIR, LOC117189782|XP_033250743.1|DMIR	LOC119081560|XP_037046484.1|BCOP
OG0004873	LOC108161783|XP_017151614.1|DMIR	LOC119071534|XP_037032314.1|BCOP
OG0004874	LOC108153898|XP_017139485.1|DMIR	LOC119077748|XP_037040934.1|BCOP
OG0004875	LOC108153267|XP_017138628.1|DMIR	LOC119068412|XP_037027870.1|BCOP
OG0004876	LOC108152073|XP_017136587.1|DMIR	LOC119072503|XP_037033642.1|BCOP
OG0004877	LOC108151401|XP_017135478.1|DMIR	LOC119075483|XP_037037829.1|BCOP
OG0004878	LOC108160546|XP_017150102.1|DMIR	LOC119080515|XP_037044819.1|BCOP
OG0004879	LOC108158895|XP_017147170.1|DMIR, LOC117190373|XP_033251345.1|DMIR	LOC119073821|XP_037035500.1|BCOP
OG0004880	LOC108153024|XP_017138267.1|DMIR	LOC119073313|XP_037034596.1|BCOP
OG0004881	LOC108152008|XP_017136473.1|DMIR	LOC119081274|XP_037045925.1|BCOP
OG0004882	LOC108152419|XP_017137221.1|DMIR	LOC119081283|XP_037045939.1|BCOP
OG0004883	LOC108151327|XP_017135367.1|DMIR	LOC119081280|XP_037045935.1|BCOP
OG0004884	LOC108159355|XP_033248296.1|DMIR, LOC117192547|XP_033253136.1|DMIR	LOC119073428|XP_037034784.1|BCOP
OG0004885	LOC108158914|XP_017147201.2|DMIR	LOC119076083|XP_037038629.1|BCOP
OG0004886	LOC117194183|XP_033254731.1|DMIR, LOC108158576|XP_017146507.1|DMIR	LOC119080153|XP_037044265.1|BCOP
OG0004887	LOC117188080|XP_033247296.1|DMIR, LOC108158649|XP_033247295.1|DMIR	LOC119080147|XP_037044261.1|BCOP
OG0004888	LOC108159508|XP_017148356.1|DMIR, LOC117189818|XP_033250767.1|DMIR	LOC119075404|XP_037037746.1|BCOP
OG0004889	LOC108158961|XP_017147281.2|DMIR, LOC117185951|XP_033247621.1|DMIR	LOC119074112|XP_037035973.1|BCOP
OG0004890	LOC117185956|XP_033253448.1|DMIR, LOC108159741|XP_033246744.1|DMIR	LOC119080893|XP_037045368.1|BCOP
OG0004891	LOC108153270|XP_017138627.1|DMIR	LOC119070729|XP_037031080.1|BCOP
OG0004892	LOC108160633|XP_017150249.1|DMIR	LOC119071890|XP_037032884.1|BCOP
OG0004893	LOC108159547|XP_017148436.1|DMIR	LOC119079913|XP_037043898.1|BCOP
OG0004894	LOC108160510|XP_017150040.1|DMIR, LOC117193407|XP_033254050.1|DMIR	LOC119077347|XP_037040431.1|BCOP
OG0004895	LOC108159221|XP_017147810.1|DMIR	LOC119074084|XP_037035934.1|BCOP
OG0004896	LOC117190723|XP_033251681.1|DMIR, LOC108160262|XP_017149619.1|DMIR	LOC119085038|XP_037051129.1|BCOP
OG0004897	LOC108160604|XP_017150197.1|DMIR	LOC119081407|XP_037046196.1|BCOP
OG0004898	LOC108159490|XP_017148319.1|DMIR, LOC117185831|XP_033252946.1|DMIR	LOC119073887|XP_037035667.1|BCOP
OG0004899	LOC117192293|XP_033252841.1|DMIR, LOC108158904|XP_033248080.1|DMIR	LOC119079716|XP_037043667.1|BCOP
OG0004900	LOC108158447|XP_017146219.2|DMIR	LOC119079987|XP_037044039.1|BCOP
OG0004901	LOC117192690|XP_033253315.1|DMIR, LOC108160469|XP_017149975.1|DMIR	LOC119079334|XP_037043047.1|BCOP
OG0004902	LOC108152173|XP_017136784.1|DMIR	LOC119070375|XP_037030578.1|BCOP
OG0004903	LOC108159943|XP_017149085.1|DMIR, LOC117194093|XP_033254627.1|DMIR	LOC119084961|XP_037051004.1|BCOP
OG0004904	LOC108154881|XP_017140812.1|DMIR	LOC119074005|XP_037035834.1|BCOP
OG0004905	LOC108158968|XP_033246749.1|DMIR, LOC117189839|XP_033250798.1|DMIR	LOC119073847|XP_037035584.1|BCOP
OG0004906	LOC108152569|XP_017137495.1|DMIR	LOC119080319|XP_037044488.1|BCOP
OG0004907	LOC108152418|XP_033243676.1|DMIR, LOC117186301|XP_033242780.1|DMIR	LOC119080380|XP_037044582.1|BCOP
OG0004908	LOC108153338|XP_017138762.1|DMIR	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP
OG0004909	LOC108151948|XP_017136373.1|DMIR	LOC119071877|XP_037032854.1|BCOP
OG0004910	LOC108151946|XP_017136370.1|DMIR	LOC119071865|XP_037032825.1|BCOP
OG0004911	LOC108152773|XP_017137843.1|DMIR	LOC119077381|XP_037040472.1|BCOP
OG0004912	LOC108152570|XP_017137497.1|DMIR	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP
OG0004913	LOC108158843|XP_017147054.1|DMIR, LOC117189619|XP_033250627.1|DMIR	LOC119084868|XP_037050900.1|BCOP
OG0004914	LOC108158841|XP_017147050.1|DMIR	LOC119076239|XP_037038800.1|BCOP
OG0004915	LOC108160287|XP_017149665.2|DMIR, LOC117185703|XP_033247211.1|DMIR	LOC119075480|XP_037037825.1|BCOP
OG0004916	LOC108159069|XP_017147505.1|DMIR, LOC117191542|XP_033252269.1|DMIR	LOC119080698|XP_037045046.1|BCOP
OG0004917	LOC108152718|XP_017137743.1|DMIR	LOC119074973|XP_037037271.1|BCOP
OG0004918	LOC108152717|XP_017137740.1|DMIR	LOC119073188|XP_037034394.1|BCOP
OG0004919	LOC108156484|XP_017143451.1|DMIR	LOC119081123|XP_037045761.1|BCOP
OG0004920	LOC108152135|XP_017136720.1|DMIR	LOC119076625|XP_037039390.1|BCOP
OG0004921	LOC108152212|XP_017136859.1|DMIR	LOC119075016|XP_037037322.1|BCOP
OG0004922	LOC108152946|XP_017138130.1|DMIR	LOC119067779|XP_037026813.1|BCOP
OG0004923	LOC108152361|XP_017137124.1|DMIR	LOC119079333|XP_037043051.1|BCOP
OG0004924	LOC108165572|XP_017157135.1|DMIR	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP
OG0004925	LOC108153552|XP_017139111.1|DMIR	LOC119083668|XP_037049348.1|BCOP
OG0004926	LOC108153699|XP_017139315.1|DMIR	LOC119086074|XP_037052548.1|BCOP
OG0004927	LOC108152911|XP_033242106.1|DMIR	LOC119073245|XP_037034460.1|BCOP
OG0004928	LOC108160580|XP_017150163.1|DMIR	LOC119083561|XP_037049175.1|BCOP
OG0004929	LOC108151388|XP_017135453.1|DMIR	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP
OG0004930	LOC108159012|XP_017147374.1|DMIR, LOC117192391|XP_033252958.1|DMIR	LOC119081722|XP_037046759.1|BCOP
OG0004931	LOC108158622|XP_017146587.1|DMIR	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP
OG0004932	LOC108165587|XP_017157150.1|DMIR	LOC119073436|XP_037034812.1|BCOP
OG0004933	LOC117191615|XP_033252325.1|DMIR, LOC108158559|XP_017146473.1|DMIR	LOC119079833|XP_037043794.1|BCOP
OG0004934	LOC117190744|XP_033251694.1|DMIR, LOC108159123|XP_017147596.1|DMIR	LOC119079265|XP_037042938.1|BCOP
OG0004935	LOC117193179|XP_033253814.1|DMIR, LOC108158671|XP_017146671.1|DMIR	LOC119080367|XP_037044559.1|BCOP
OG0004936	LOC108153441|XP_017138938.2|DMIR	LOC119080314|XP_037044484.1|BCOP
OG0004937	LOC108151688|XP_017135922.1|DMIR	LOC119081616|XP_037046557.1|BCOP
OG0004938	LOC108151812|XP_017136154.1|DMIR	LOC119079896|XP_037043880.1|BCOP
OG0004939	LOC108152628|XP_017137596.1|DMIR	LOC119077464|XP_037040565.1|BCOP
OG0004940	LOC108153617|XP_017139207.1|DMIR	LOC119077365|XP_037040445.1|BCOP
OG0004941	LOC108152013|XP_017136479.1|DMIR	LOC119079991|XP_037044049.1|BCOP
OG0004942	LOC108150907|XP_017134719.1|DMIR	LOC119076517|XP_037039201.1|BCOP
OG0004943	LOC108151356|XP_017135403.1|DMIR	LOC119076891|XP_037039794.1|BCOP
OG0004944	LOC108152996|XP_017138223.1|DMIR	LOC119081254|XP_037045884.1|BCOP
OG0004945	LOC117190824|XP_033251753.1|DMIR, LOC108160430|XP_017149922.1|DMIR	LOC119071639|XP_037032495.1|BCOP
OG0004946	LOC108152254|XP_017136950.1|DMIR	LOC119066317|XP_037024601.1|BCOP
OG0004947	LOC108151542|XP_017135691.1|DMIR	LOC119084690|XP_037050665.1|BCOP
OG0004948	LOC108153211|XP_017138523.1|DMIR	LOC119076038|XP_037038560.1|BCOP
OG0004949	LOC108153210|XP_017138521.1|DMIR	LOC119076222|XP_037038775.1|BCOP
OG0004950	LOC108165592|XP_017157156.1|DMIR	LOC119073892|XP_037035675.1|BCOP
OG0004951	LOC108156115|XP_017142904.1|DMIR	LOC119068251|XP_037027682.1|BCOP
OG0004952	LOC108151121|XP_017135030.1|DMIR	LOC119077106|XP_037040164.1|BCOP
OG0004953	LOC108151299|XP_017135323.1|DMIR	LOC119084905|XP_037050955.1|BCOP
OG0004954	LOC108151277|XP_017135294.1|DMIR	LOC119073320|XP_037034605.1|BCOP
OG0004955	LOC108151493|XP_017135622.1|DMIR	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP
OG0004956	LOC108158865|XP_017147087.1|DMIR, LOC117190414|XP_033251382.1|DMIR	LOC119079417|XP_037043215.1|BCOP
OG0004957	LOC108152955|XP_017138144.1|DMIR	LOC119073733|XP_037035260.1|BCOP
OG0004958	LOC108151119|XP_017135026.1|DMIR	LOC119081433|XP_037046249.1|BCOP
OG0004959	LOC108151126|XP_017135036.1|DMIR	LOC119074040|XP_037035881.1|BCOP
OG0004960	LOC108151115|XP_017135018.1|DMIR	LOC119078298|XP_037041687.1|BCOP
OG0004961	LOC108158508|XP_017146369.1|DMIR	LOC119084962|XP_037051006.1|BCOP
OG0004962	LOC108151325|XP_017135366.1|DMIR	LOC119073263|XP_037034536.1|BCOP
OG0004963	LOC108152273|XP_017136983.1|DMIR	LOC119084801|XP_037050763.1|BCOP
OG0004964	LOC108152593|XP_017137538.1|DMIR	LOC119081263|XP_037045899.1|BCOP
OG0004965	LOC108152068|XP_017136579.1|DMIR	LOC119080539|XP_037044848.1|BCOP
OG0004966	LOC108152067|XP_017136576.1|DMIR	LOC119080490|XP_037044777.1|BCOP
OG0004967	LOC108158756|XP_017146857.1|DMIR	LOC119081371|XP_037046145.1|BCOP
OG0004968	LOC108153165|XP_017138459.1|DMIR	LOC119080918|XP_037045429.1|BCOP
OG0004969	LOC108158907|XP_017147190.1|DMIR	LOC119083682|XP_037049362.1|BCOP
OG0004970	LOC108153444|XP_017138948.1|DMIR	LOC119080913|XP_037045415.1|BCOP
OG0004971	LOC108153432|XP_017138927.1|DMIR	LOC119080915|XP_037045420.1|BCOP
OG0004972	LOC108151084|XP_017134956.1|DMIR	LOC119080925|XP_037045440.1|BCOP
OG0004973	LOC108151216|XP_017135186.1|DMIR	LOC119080934|XP_037045449.1|BCOP
OG0004974	LOC108152376|XP_017137156.1|DMIR	LOC119080720|XP_037045101.1|BCOP
OG0004975	LOC108152362|XP_017137125.1|DMIR	LOC119080177|XP_037044298.1|BCOP
OG0004976	LOC108153489|XP_017139019.1|DMIR	LOC119082796|XP_037048338.1|BCOP
OG0004977	LOC117193035|XP_033253660.1|DMIR, LOC108158677|XP_017146695.1|DMIR	LOC119073470|XP_037034870.1|BCOP
OG0004978	LOC108158672|XP_017146673.1|DMIR	LOC119084805|XP_037050771.1|BCOP
OG0004979	LOC108151360|XP_017135408.1|DMIR	LOC119080645|XP_037044953.1|BCOP
OG0004980	LOC108150876|XP_017134672.2|DMIR	LOC119071510|XP_037032268.1|BCOP
OG0004981	LOC108152737|XP_017137771.1|DMIR	LOC119071300|XP_037032073.1|BCOP
OG0004982	LOC108152735|XP_017137768.1|DMIR	LOC119071251|XP_037031984.1|BCOP
OG0004983	LOC108152000|XP_017136458.1|DMIR	LOC119073305|XP_037034582.1|BCOP
OG0004984	LOC108153468|XP_017138989.1|DMIR	LOC119073303|XP_037034580.1|BCOP
OG0004985	LOC108151763|XP_017136093.1|DMIR	LOC119083866|XP_037049567.1|BCOP
OG0004986	LOC117186756|XP_033243852.1|DMIR, LOC108152665|XP_017137649.2|DMIR	LOC119072209|XP_037033277.1|BCOP
OG0004987	LOC108152363|XP_017137126.1|DMIR	LOC119080661|XP_037044980.1|BCOP
OG0004988	LOC108151764|XP_017136095.1|DMIR	LOC119080695|XP_037045039.1|BCOP
OG0004989	LOC108152989|XP_017138210.1|DMIR	LOC119080758|XP_037045213.1|BCOP
OG0004990	LOC108158375|XP_017146118.2|DMIR, LOC117188345|XP_033247949.1|DMIR	LOC119073677|XP_037035179.1|BCOP
OG0004991	LOC108159332|XP_017148017.1|DMIR, LOC117191931|XP_033252569.1|DMIR	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC117191930|XP_033252567.1|DMIR, LOC108159333|XP_017148018.1|DMIR	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC108165398|XP_033243441.1|DMIR	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC108160574|XP_017150149.1|DMIR	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC108159406|XP_017148136.1|DMIR, LOC117192413|XP_033252974.1|DMIR	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC108151058|XP_017134922.1|DMIR	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC108158136|XP_017145838.1|DMIR	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC108151059|XP_017134923.1|DMIR	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC108157538|XP_017145130.1|DMIR	LOC119077769|XP_037040978.1|BCOP
