Orthogroup	DMIR.longest_only	DNOV.longest_only
OG0005821	LOC108156885|XP_017144109.1|DMIR	LOC115759582|XP_030556410.1|DNOV
OG0005822	LOC108163838|XP_017154839.1|DMIR	LOC115760121|XP_030557177.1|DNOV
OG0005823	LOC108164560|XP_017155865.1|DMIR	LOC115768319|XP_030568728.1|DNOV
OG0005824	LOC108155382|XP_017141646.1|DMIR	LOC115761634|XP_030559324.1|DNOV
OG0005825	LOC108152758|XP_017137810.1|DMIR	LOC115767224|XP_030567292.1|DNOV
OG0005826	LOC108157224|XP_017144671.1|DMIR	LOC115760365|XP_030557513.1|DNOV
OG0005827	LOC108156348|XP_017143238.1|DMIR	LOC115763902|XP_030562547.1|DNOV
OG0005828	LOC108165498|XP_017157045.1|DMIR	LOC115769583|XP_030570319.1|DNOV
OG0005829	LOC108156810|XP_017143992.1|DMIR	LOC115759561|XP_030556387.1|DNOV
OG0005830	LOC108152687|XP_017137679.1|DMIR	LOC115762839|XP_030561073.1|DNOV
OG0005831	LOC108153610|XP_017139197.1|DMIR	LOC115762893|XP_030561128.1|DNOV
OG0005832	LOC108153275|XP_017138633.1|DMIR	LOC115762894|XP_030561129.1|DNOV
OG0005833	LOC108151533|XP_017135675.1|DMIR	LOC115762904|XP_030561141.1|DNOV
OG0005834	LOC108151538|XP_017135682.1|DMIR	LOC115762866|XP_030561100.1|DNOV
OG0005835	LOC108153404|XP_017138886.1|DMIR	LOC115762602|XP_030560753.1|DNOV
OG0005836	LOC108151867|XP_017136245.1|DMIR	LOC115771211|XP_030572670.1|DNOV
OG0005837	LOC108155678|XP_033245760.1|DMIR	LOC115770850|XP_030572147.1|DNOV
OG0005838	LOC108157036|XP_017144337.1|DMIR	LOC115758871|XP_030555523.1|DNOV
OG0005839	LOC108161716|XP_017151524.2|DMIR	LOC115763423|XP_030561842.1|DNOV
OG0005840	LOC108155452|XP_017141757.1|DMIR	LOC115764739|XP_030563815.1|DNOV
OG0005841	LOC108153855|XP_017139443.1|DMIR	LOC115761259|XP_030558832.1|DNOV
OG0005842	LOC108164844|XP_017156262.1|DMIR	LOC115765124|XP_030564380.1|DNOV
OG0005843	LOC108152500|XP_017137363.1|DMIR	LOC115770044|XP_030570985.1|DNOV
OG0005844	LOC108151415|XP_017135492.1|DMIR	LOC115771558|XP_030573163.1|DNOV
OG0005845	LOC108155258|XP_017141445.2|DMIR	LOC115763667|XP_030562198.1|DNOV
OG0005846	LOC108154591|XP_017140383.1|DMIR	LOC115770671|XP_030571899.1|DNOV
OG0005847	LOC108155208|XP_017141377.1|DMIR	LOC115766122|XP_030565803.1|DNOV
OG0005848	LOC117186414|XP_033243070.1|DMIR	LOC115767771|XP_030567954.1|DNOV
OG0005849	LOC108164890|XP_033247832.1|DMIR	LOC115766821|XP_030566717.1|DNOV
OG0005850	LOC108160665|XP_017150300.1|DMIR	LOC115766297|XP_030566031.1|DNOV
OG0005851	LOC108161909|XP_017151801.1|DMIR	LOC115759891|XP_030556866.1|DNOV
OG0005852	LOC108155407|XP_017141692.1|DMIR	LOC115761680|XP_030559396.1|DNOV
OG0005853	LOC108154897|XP_017140839.1|DMIR	LOC115768898|XP_030569474.1|DNOV
OG0005854	LOC108154657|XP_017140483.1|DMIR	LOC115763860|XP_030562494.1|DNOV
OG0005855	LOC108164788|XP_033248038.1|DMIR	LOC115764253|XP_030563031.1|DNOV
OG0005856	LOC117186837|XP_033244025.1|DMIR	LOC115768332|XP_030568750.1|DNOV
OG0005857	LOC108154803|XP_017140690.1|DMIR	LOC115763869|XP_030562507.1|DNOV
OG0005858	LOC108156999|XP_017144282.1|DMIR	LOC115761972|XP_030559875.1|DNOV
OG0005859	LOC108162224|XP_017152334.1|DMIR	LOC115758533|XP_030555085.1|DNOV
OG0005860	LOC108156541|XP_017143536.1|DMIR	LOC115761766|XP_030559539.1|DNOV
OG0005861	LOC108155928|XP_033245674.1|DMIR	LOC115757749|XP_030554006.1|DNOV
OG0005862	LOC108160592|XP_033246884.1|DMIR, LOC117191595|XP_033252309.1|DMIR	LOC115762134|XP_030560104.1|DNOV
OG0005863	LOC108158712|XP_017146744.1|DMIR	LOC115760556|XP_030557821.1|DNOV
OG0005864	LOC108154594|XP_017140397.1|DMIR	LOC115770672|XP_030571915.1|DNOV
OG0005865	LOC108154107|XP_017139719.1|DMIR	LOC115770778|XP_030572058.1|DNOV
OG0005866	LOC108159848|XP_017148927.1|DMIR	LOC115758177|XP_030554578.1|DNOV
OG0005867	LOC108162973|XP_017153462.1|DMIR	LOC115758796|XP_030555430.1|DNOV
OG0005868	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR	LOC115762726|XP_030560920.1|DNOV
OG0005869	LOC108164736|XP_017156118.1|DMIR	LOC115767785|XP_030567973.1|DNOV
OG0005870	LOC108164582|XP_017155896.1|DMIR	LOC115767735|XP_030567907.1|DNOV
OG0005871	LOC108163716|XP_017154657.1|DMIR	LOC115768788|XP_030569345.1|DNOV
OG0005872	LOC108156245|XP_017143083.1|DMIR	LOC115761286|XP_030558870.1|DNOV
OG0005873	LOC108154944|XP_017140930.1|DMIR	LOC115770936|XP_030572253.1|DNOV
OG0005874	LOC117186114|XP_033242124.1|DMIR	LOC115769158|XP_030569716.1|DNOV
OG0005875	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR	LOC115764353|XP_030563175.1|DNOV
OG0005876	LOC108165464|XP_033242767.1|DMIR	LOC115767982|XP_030568240.1|DNOV
OG0005877	LOC117186122|XP_033242147.1|DMIR	LOC115768328|XP_030568745.1|DNOV
OG0005878	LOC108153079|XP_017138351.1|DMIR	LOC115768587|XP_030569093.1|DNOV
OG0005879	LOC108162337|XP_017152522.1|DMIR	LOC115766458|XP_030566250.1|DNOV
OG0005880	LOC108153004|XP_017138235.1|DMIR	LOC115770148|XP_030571160.1|DNOV
OG0005881	LOC108153280|XP_017138637.1|DMIR	LOC115770161|XP_030571180.1|DNOV
OG0005882	LOC108164729|XP_017156111.1|DMIR	LOC115766387|XP_030566152.1|DNOV
OG0005883	LOC108151215|XP_017135184.1|DMIR	LOC115768068|XP_030568380.1|DNOV
OG0005884	LOC108153148|XP_017138439.1|DMIR	LOC115762716|XP_030560903.1|DNOV
OG0005885	LOC108151234|XP_017135222.1|DMIR	LOC115766892|XP_030566828.1|DNOV
OG0005886	LOC108152608|XP_017137558.1|DMIR	LOC115770186|XP_030571211.1|DNOV
OG0005887	LOC108152384|XP_017137166.1|DMIR	LOC115770062|XP_030571018.1|DNOV
OG0005888	LOC108152762|XP_017137819.1|DMIR	LOC115771488|XP_030573073.1|DNOV
OG0005889	LOC108151611|XP_017135792.1|DMIR	LOC115765760|XP_030565286.1|DNOV
OG0005890	LOC108162907|XP_017153372.1|DMIR	LOC115764415|XP_030563272.1|DNOV
OG0005891	LOC108153064|XP_017138325.1|DMIR	LOC115767383|XP_030567507.1|DNOV
OG0005892	LOC108153122|XP_017138399.1|DMIR	LOC115766289|XP_030566021.1|DNOV
OG0005893	LOC108151410|XP_017135488.1|DMIR	LOC115770529|XP_030571688.1|DNOV
OG0005894	LOC108151412|XP_017135490.1|DMIR	LOC115770530|XP_030571689.1|DNOV
OG0005895	LOC108151413|XP_017135491.1|DMIR	LOC115770531|XP_030571691.1|DNOV
OG0005896	LOC108151521|XP_017135661.1|DMIR	LOC115770228|XP_030571295.1|DNOV
OG0005897	LOC108153248|XP_017138582.1|DMIR	LOC115770270|XP_030571351.1|DNOV
OG0005898	LOC108162614|XP_017152924.1|DMIR	LOC115766439|XP_030566228.1|DNOV
OG0005899	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR	LOC115759142|XP_030555854.1|DNOV
OG0005900	LOC108162765|XP_017153141.1|DMIR	LOC115765934|XP_030565540.1|DNOV
OG0005901	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR	LOC115760477|XP_030557672.1|DNOV
OG0005902	LOC108158592|XP_017146533.1|DMIR	LOC115761022|XP_030558496.1|DNOV
OG0005903	LOC108156776|XP_017143937.1|DMIR	LOC115770558|XP_030571731.1|DNOV
OG0005904	LOC108154676|XP_017140507.1|DMIR	LOC115764798|XP_030563905.1|DNOV
OG0005905	LOC108152507|XP_017137384.1|DMIR	LOC115768157|XP_030568515.1|DNOV
OG0005906	LOC108152493|XP_017137358.1|DMIR	LOC115771436|XP_030573001.1|DNOV
OG0005907	LOC108152528|XP_017137417.1|DMIR	LOC115770195|XP_030571217.1|DNOV
OG0005908	LOC108152600|XP_017137545.1|DMIR	LOC115771501|XP_030573087.1|DNOV
OG0005909	LOC108153351|XP_017138806.1|DMIR	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV
OG0005910	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR	LOC115767502|XP_030567673.1|DNOV
OG0005911	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR	LOC115767499|XP_030567668.1|DNOV
OG0005912	LOC108159447|XP_017148226.1|DMIR	LOC115767500|XP_030567669.1|DNOV
OG0005913	LOC108155880|XP_017142497.1|DMIR	LOC115761622|XP_030559311.1|DNOV
OG0005914	LOC108160318|XP_017149731.1|DMIR	LOC115760791|XP_030558147.1|DNOV
OG0005915	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR	LOC115761052|XP_030558527.1|DNOV
OG0005916	LOC108159324|XP_017148005.1|DMIR	LOC115761178|XP_030558704.1|DNOV
OG0005917	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR	LOC115764491|XP_030563438.1|DNOV
OG0005918	LOC108155958|XP_017142616.1|DMIR	LOC115766425|XP_030566209.1|DNOV
OG0005919	LOC108158803|XP_017146978.1|DMIR	LOC115758185|XP_030554585.1|DNOV
OG0005920	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR	LOC115758157|XP_030554554.1|DNOV
OG0005922	LOC108154490|XP_017140283.1|DMIR	LOC115768862|XP_030569425.1|DNOV
OG0005923	LOC108151022|XP_017134871.1|DMIR	LOC115768427|XP_030568852.1|DNOV
OG0005924	LOC108151026|XP_017134875.1|DMIR	LOC115771426|XP_030572989.1|DNOV
OG0005925	LOC108151614|XP_017135800.1|DMIR	LOC115769799|XP_030570630.1|DNOV
OG0005926	LOC108164804|XP_017156215.1|DMIR	LOC115765281|XP_030564631.1|DNOV
OG0005927	LOC108156586|XP_017143612.1|DMIR	LOC115765665|XP_030565182.1|DNOV
OG0005928	LOC108152521|XP_017137410.1|DMIR	LOC115764304|XP_030563099.1|DNOV
OG0005929	LOC108153372|XP_017138831.1|DMIR	LOC115768077|XP_030568401.1|DNOV
OG0005930	LOC108159851|XP_017148932.1|DMIR	LOC115757862|XP_030554157.1|DNOV
OG0005931	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR	LOC115758023|XP_030554387.1|DNOV
OG0005932	LOC108158771|XP_017146887.2|DMIR	LOC115771725|XP_030573413.1|DNOV
OG0005933	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR	LOC115764585|XP_030563595.1|DNOV
OG0005934	LOC108159397|XP_017148121.1|DMIR	LOC115761995|XP_030559926.1|DNOV
OG0005935	LOC108152623|XP_017137582.1|DMIR	LOC115771400|XP_030572950.1|DNOV
OG0005936	LOC108162991|XP_017153492.1|DMIR	LOC115760181|XP_030557269.1|DNOV
OG0005937	LOC108152457|XP_017137310.1|DMIR	LOC115771402|XP_030572958.1|DNOV
OG0005938	LOC108160743|XP_033246833.1|DMIR	LOC115764466|XP_030563367.1|DNOV
OG0005939	LOC108164534|XP_017155822.1|DMIR	LOC115765184|XP_030564473.1|DNOV
OG0005940	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR	LOC115766516|XP_030566340.1|DNOV
OG0005941	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR	LOC115758178|XP_030554579.1|DNOV
OG0005942	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR	LOC115758169|XP_030554570.1|DNOV
OG0005943	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR	LOC115758170|XP_030554571.1|DNOV
OG0005944	LOC108159652|XP_017148609.1|DMIR	LOC115758291|XP_030554717.1|DNOV
OG0005945	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR	LOC115761896|XP_030559766.1|DNOV
OG0005946	LOC108160908|XP_017150670.1|DMIR	LOC115764507|XP_030563458.1|DNOV
OG0005947	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR	LOC115766586|XP_030566432.1|DNOV
OG0005948	LOC108153460|XP_017138979.1|DMIR	LOC115771471|XP_030573054.1|DNOV
OG0005949	LOC108153566|XP_017139131.1|DMIR	LOC115769553|XP_030570257.1|DNOV
OG0005950	LOC108161628|XP_017151417.1|DMIR	LOC115759262|XP_030556024.1|DNOV
OG0005951	LOC108151997|XP_017136455.1|DMIR	LOC115769880|XP_030570744.1|DNOV
OG0005952	LOC108161627|XP_017151415.1|DMIR	LOC115758721|XP_030555332.1|DNOV
OG0005953	LOC108162671|XP_017153003.1|DMIR	LOC115768563|XP_030569038.1|DNOV
OG0005954	LOC108162751|XP_017153119.2|DMIR	LOC115765943|XP_030565549.1|DNOV
OG0005955	LOC108157030|XP_017144332.1|DMIR	LOC115761697|XP_030559427.1|DNOV
OG0005956	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR	LOC115765539|XP_030565026.1|DNOV
OG0005957	LOC108156301|XP_017143174.1|DMIR	LOC115770777|XP_030572057.1|DNOV
OG0005958	LOC108157272|XP_033245436.1|DMIR	LOC115764638|XP_030563667.1|DNOV
OG0005959	LOC108162971|XP_017153458.1|DMIR	LOC115759864|XP_030556831.1|DNOV
OG0005960	LOC108153261|XP_017138615.1|DMIR	LOC115765192|XP_030564479.1|DNOV
OG0005961	LOC108159860|XP_017148948.1|DMIR	LOC115757976|XP_030554317.1|DNOV
OG0005962	LOC108158402|XP_017146148.1|DMIR	LOC115762106|XP_030560071.1|DNOV
OG0005963	LOC108163462|XP_017154247.2|DMIR	LOC115759016|XP_030555688.1|DNOV
OG0005964	LOC108160013|XP_017149234.1|DMIR	LOC115761718|XP_030559460.1|DNOV
OG0005965	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR	LOC115764001|XP_030562684.1|DNOV
OG0005966	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR	LOC115759377|XP_030556145.1|DNOV
OG0005967	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR	LOC115766540|XP_030566369.1|DNOV
OG0005968	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR	LOC115766510|XP_030566328.1|DNOV
OG0005969	LOC117188315|XP_033247855.1|DMIR	LOC115757943|XP_030554278.1|DNOV
OG0005970	LOC108153224|XP_017138543.1|DMIR	LOC115762914|XP_030561155.1|DNOV
OG0005971	LOC108159007|XP_017147370.1|DMIR	LOC115757808|XP_030554090.1|DNOV
OG0005972	LOC108152438|XP_017137259.1|DMIR	LOC115771509|XP_030573100.1|DNOV
OG0005973	LOC108152953|XP_017138141.1|DMIR	LOC115769129|XP_030569698.1|DNOV
OG0005974	LOC108151626|XP_017135814.1|DMIR	LOC115770527|XP_030571686.1|DNOV
OG0005975	LOC108152653|XP_017137636.1|DMIR	LOC115771511|XP_030573106.1|DNOV
OG0005976	LOC108155561|XP_017141943.1|DMIR	LOC115764686|XP_030563735.1|DNOV
OG0005977	LOC108158623|XP_017146588.1|DMIR	LOC115762111|XP_030560075.1|DNOV
OG0005978	LOC108160356|XP_017149812.1|DMIR	LOC115757790|XP_030554063.1|DNOV
OG0005979	LOC108159853|XP_017148934.1|DMIR	LOC115761621|XP_030559314.1|DNOV
OG0005980	LOC108159635|XP_017148585.1|DMIR	LOC115760331|XP_030557479.1|DNOV
OG0005981	LOC108156598|XP_033241974.1|DMIR	LOC115766809|XP_030566694.1|DNOV
OG0005982	LOC108160040|XP_017149272.1|DMIR, LOC117190639|XP_033251577.1|DMIR	LOC115761930|XP_030559825.1|DNOV
OG0005983	LOC108161860|XP_017151767.1|DMIR	LOC115768775|XP_030569327.1|DNOV
OG0005984	LOC108162025|XP_033243406.1|DMIR	LOC115766397|XP_030566174.1|DNOV
OG0005985	LOC108155248|XP_017141434.1|DMIR	LOC115768300|XP_030568705.1|DNOV
OG0005986	LOC108164568|XP_017155875.1|DMIR	LOC115768885|XP_030569457.1|DNOV
OG0005987	LOC108160089|XP_033242991.1|DMIR	LOC115769097|XP_030569667.1|DNOV
OG0005988	LOC108160830|XP_017150552.1|DMIR	LOC115758228|XP_030554639.1|DNOV
OG0005989	LOC108160244|XP_017149592.1|DMIR	LOC115757837|XP_030554129.1|DNOV
OG0005990	LOC108159735|XP_017148759.1|DMIR	LOC115757875|XP_030554174.1|DNOV
OG0005991	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR	LOC115764511|XP_030563467.1|DNOV
OG0005992	LOC108151422|XP_017135502.1|DMIR	LOC115770500|XP_030571654.1|DNOV
OG0005993	LOC108151423|XP_033243876.1|DMIR	LOC115770501|XP_030571655.1|DNOV
OG0005994	LOC108151377|XP_017135427.1|DMIR	LOC115771526|XP_030573123.1|DNOV
OG0005995	LOC108153559|XP_017139121.1|DMIR	LOC115771534|XP_030573132.1|DNOV
OG0005996	LOC108152353|XP_017137114.1|DMIR	LOC115769387|XP_030570042.1|DNOV
OG0005997	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR	LOC115772025|XP_030573819.1|DNOV
OG0005998	LOC108153765|XP_017139393.1|DMIR	LOC115770035|XP_030570961.1|DNOV
OG0005999	LOC108153369|XP_033242874.1|DMIR	LOC115770839|XP_030572133.1|DNOV
OG0006000	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR	LOC115763100|XP_030561435.1|DNOV
OG0006001	LOC108150892|XP_033243424.1|DMIR	LOC115769456|XP_030570128.1|DNOV
OG0006002	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR	LOC115761537|XP_030559174.1|DNOV
OG0006003	LOC108152673|XP_017137658.1|DMIR	LOC115770104|XP_030571080.1|DNOV
OG0006004	LOC108154111|XP_017139725.1|DMIR	LOC115763750|XP_030562315.1|DNOV
OG0006005	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR	LOC115762186|XP_030560168.1|DNOV
OG0006006	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR	LOC115762265|XP_030560289.1|DNOV
OG0006007	LOC108159267|XP_017147914.1|DMIR	LOC115767454|XP_030567615.1|DNOV
OG0006008	LOC108163049|XP_017153608.1|DMIR	LOC115760295|XP_030557438.1|DNOV
OG0006009	LOC108152048|XP_017136539.1|DMIR	LOC115770505|XP_030571660.1|DNOV
OG0006010	LOC108152107|XP_033242256.1|DMIR	LOC115771382|XP_030572926.1|DNOV
OG0006011	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR	LOC115762549|XP_030560683.1|DNOV
OG0006012	LOC108151992|XP_017136447.1|DMIR	LOC115768994|XP_030569566.1|DNOV
OG0006013	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR	LOC115760729|XP_030558063.1|DNOV
OG0006014	LOC108152113|XP_017136678.1|DMIR	LOC115770468|XP_030571606.1|DNOV
OG0006015	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR	LOC115759093|XP_030555790.1|DNOV
OG0006016	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR	LOC115764583|XP_030563592.1|DNOV
OG0006017	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR	LOC115757995|XP_030554348.1|DNOV
OG0006018	LOC108160134|XP_017149417.1|DMIR	LOC115764441|XP_030563309.1|DNOV
OG0006019	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR	LOC115764464|XP_030563365.1|DNOV
OG0006020	LOC108151788|XP_017136126.1|DMIR	LOC115770221|XP_030571281.1|DNOV
OG0006021	LOC108151379|XP_033243797.1|DMIR	LOC115770287|XP_030571382.1|DNOV
OG0006022	LOC108162579|XP_017152881.1|DMIR	LOC115763364|XP_030561752.1|DNOV
OG0006023	LOC108156350|XP_017143240.1|DMIR	LOC115763903|XP_030562548.1|DNOV
OG0006024	LOC108163473|XP_017154268.1|DMIR	LOC115765171|XP_030564451.1|DNOV
OG0006025	LOC108159799|XP_033246498.1|DMIR	LOC115757957|XP_030554292.1|DNOV
OG0006026	LOC108157695|XP_017145354.1|DMIR	LOC115764654|XP_030563696.1|DNOV
OG0006027	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR	LOC115760456|XP_030557633.1|DNOV
OG0006028	LOC108160381|XP_017149848.1|DMIR	LOC115760567|XP_030557841.1|DNOV
OG0006029	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR	LOC115764499|XP_030563448.1|DNOV
OG0006030	LOC108157207|XP_017144644.1|DMIR	LOC115761964|XP_030559865.1|DNOV
OG0006031	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR	LOC115757846|XP_030554140.1|DNOV
OG0006032	LOC108160568|XP_017150144.1|DMIR	LOC115765254|XP_030564591.1|DNOV
OG0006033	LOC108159103|XP_017147562.1|DMIR	LOC115758003|XP_030554360.1|DNOV
OG0006034	LOC108156715|XP_017143853.1|DMIR	LOC115771678|XP_030573353.1|DNOV
OG0006035	LOC108155191|XP_017141351.1|DMIR	LOC115770834|XP_030572129.1|DNOV
OG0006036	LOC108161788|XP_017151626.1|DMIR	LOC115763554|XP_030562032.1|DNOV
OG0006037	LOC108160655|XP_017150280.1|DMIR	LOC115758257|XP_030554672.1|DNOV
OG0006038	LOC108155140|XP_017141282.1|DMIR	LOC115765704|XP_030565226.1|DNOV
OG0006039	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR	LOC115767432|XP_030567584.1|DNOV
OG0006040	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR	LOC115758021|XP_030554385.1|DNOV
OG0006041	LOC108162772|XP_017153160.1|DMIR	LOC115768979|XP_030569555.1|DNOV
OG0006042	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR	LOC115758026|XP_030554390.1|DNOV
OG0006043	LOC108153363|XP_017138819.2|DMIR	LOC115769738|XP_030570537.1|DNOV
OG0006044	LOC108152791|XP_017137862.1|DMIR	LOC115767039|XP_030567028.1|DNOV
OG0006045	LOC108160484|XP_017149995.1|DMIR	LOC115767447|XP_030567604.1|DNOV
OG0006046	LOC108159879|XP_017148980.1|DMIR	LOC115760487|XP_030557695.1|DNOV
OG0006047	LOC108152298|XP_017137009.1|DMIR	LOC115770042|XP_030570982.1|DNOV
OG0006048	LOC108152754|XP_017137803.1|DMIR	LOC115769004|XP_030569577.1|DNOV
OG0006049	LOC108157247|XP_017144714.1|DMIR	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV
OG0006050	LOC108156379|XP_017143281.1|DMIR	LOC115771612|XP_030573241.1|DNOV
OG0006051	LOC108163332|XP_017154062.1|DMIR	LOC115766888|XP_030566819.1|DNOV
OG0006052	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR	LOC115764492|XP_030563439.1|DNOV
OG0006053	LOC108151502|XP_017135633.1|DMIR	LOC115762831|XP_030561058.1|DNOV
OG0006054	LOC108164429|XP_033250299.1|DMIR	LOC115766728|XP_030566545.1|DNOV
OG0006055	LOC108154826|XP_017140716.1|DMIR	LOC115771733|XP_030573419.1|DNOV
OG0006056	LOC108158940|XP_017147249.1|DMIR	LOC115758027|XP_030554396.1|DNOV
OG0006057	LOC108151201|XP_017135164.1|DMIR	LOC115769602|XP_030570350.1|DNOV
OG0006058	LOC108156970|XP_017144247.1|DMIR	LOC115764076|XP_030562784.1|DNOV
OG0006059	LOC108152295|XP_017137006.1|DMIR	LOC115769749|XP_030570556.1|DNOV
OG0006060	LOC108152296|XP_017137007.1|DMIR	LOC115769757|XP_030570571.1|DNOV
OG0006061	LOC108157279|XP_017144769.1|DMIR	LOC115767877|XP_030568099.1|DNOV
OG0006062	LOC108154224|XP_017139940.1|DMIR	LOC115765784|XP_030565318.1|DNOV
OG0006063	LOC108162602|XP_017152910.1|DMIR	LOC115763607|XP_030562095.1|DNOV
OG0006064	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR	LOC115760591|XP_030557880.1|DNOV
OG0006065	LOC108165526|XP_017157086.1|DMIR	LOC115769948|XP_030570853.1|DNOV
OG0006066	LOC108160556|XP_017150117.1|DMIR	LOC115761921|XP_030559803.1|DNOV
OG0006067	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR	LOC115764452|XP_030563328.1|DNOV
OG0006068	LOC108153492|XP_017139026.1|DMIR	LOC115769013|XP_030569584.1|DNOV
OG0006069	LOC108165339|XP_017156862.1|DMIR	LOC115768790|XP_030569349.1|DNOV
OG0006070	LOC108153365|XP_017138821.1|DMIR	LOC115771973|XP_030573753.1|DNOV
OG0006071	LOC108157461|XP_017145023.1|DMIR	LOC115764999|XP_030564199.1|DNOV
OG0006072	LOC108165534|XP_017157097.1|DMIR	LOC115769954|XP_030570859.1|DNOV
OG0006073	LOC108151835|XP_017136200.1|DMIR	LOC115769793|XP_030570621.1|DNOV
OG0006074	LOC108156876|XP_017144097.1|DMIR	LOC115768853|XP_030569413.1|DNOV
OG0006075	LOC108155978|XP_017142659.1|DMIR	LOC115768263|XP_030568653.1|DNOV
OG0006076	LOC108159249|XP_017147860.1|DMIR	LOC115762626|XP_030560792.1|DNOV
OG0006077	LOC108152410|XP_017137209.1|DMIR	LOC115771442|XP_030573011.1|DNOV
OG0006078	LOC108152411|XP_017137213.1|DMIR	LOC115771441|XP_030573010.1|DNOV
OG0006079	LOC108151902|XP_017136300.1|DMIR	LOC115770302|XP_030571397.1|DNOV
OG0006080	LOC108152700|XP_017137710.1|DMIR	LOC115770300|XP_030571396.1|DNOV
OG0006081	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR	LOC115758296|XP_030554723.1|DNOV
OG0006082	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR	LOC115758305|XP_030554733.1|DNOV
OG0006083	LOC108151416|XP_017135493.1|DMIR	LOC115771559|XP_030573164.1|DNOV
OG0006084	LOC108152819|XP_017137899.1|DMIR	LOC115767826|XP_030568030.1|DNOV
OG0006085	LOC108155505|XP_017141834.1|DMIR	LOC115770424|XP_030571553.1|DNOV
OG0006086	LOC108153476|XP_017138999.1|DMIR	LOC115770250|XP_030571321.1|DNOV
OG0006087	LOC108159257|XP_017147882.1|DMIR	LOC115760489|XP_030557696.1|DNOV
OG0006088	LOC108151260|XP_017135267.1|DMIR	LOC115766536|XP_030566368.1|DNOV
OG0006089	LOC108151097|XP_017134980.1|DMIR	LOC115768277|XP_030568675.1|DNOV
