Orthogroup	DMIR.longest_only	DBIA.longest_only
OG0005410	LOC108161903|XP_017151791.1|DMIR	LOC108029048|XP_016956600.1|DBIA
OG0005411	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR	LOC108022209|XP_016946552.1|DBIA
OG0005412	LOC108158148|XP_017145857.1|DMIR	LOC108022934|XP_016947635.1|DBIA
OG0005413	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR	LOC108030320|XP_016958653.1|DBIA
OG0005414	LOC108164677|XP_017156021.1|DMIR	LOC108023265|XP_016948037.1|DBIA
OG0005415	LOC108153574|XP_033242764.1|DMIR	LOC108024633|XP_016950165.1|DBIA
OG0005416	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR	LOC108030307|XP_016958631.1|DBIA
OG0005417	LOC108162318|XP_017152488.1|DMIR	LOC108033392|XP_016963200.1|DBIA
OG0005418	LOC108163389|XP_017154134.1|DMIR	LOC108033951|XP_016964133.1|DBIA
OG0005419	LOC108162843|XP_017153274.2|DMIR	LOC108034046|XP_016964282.1|DBIA
OG0005420	LOC108164122|XP_017155208.1|DMIR	LOC108034217|XP_016964547.1|DBIA
OG0005421	LOC108164328|XP_017155472.1|DMIR	LOC108033436|XP_016963250.1|DBIA
OG0005422	LOC108153278|XP_033252430.1|DMIR	LOC108035792|XP_016967019.1|DBIA
OG0005423	LOC108163111|XP_017153695.1|DMIR	LOC108032602|XP_016962018.1|DBIA
OG0005424	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR	LOC108022623|XP_016947157.1|DBIA
OG0005425	LOC108157425|XP_017144968.1|DMIR	LOC108025730|XP_016951797.1|DBIA
OG0005426	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR	LOC108036361|XP_016967928.1|DBIA
OG0005427	LOC108163526|XP_033249844.1|DMIR	LOC108033474|XP_016963301.1|DBIA
OG0005428	LOC108161852|XP_017151708.1|DMIR	LOC108031842|XP_016961085.1|DBIA
OG0005429	LOC108163012|XP_033250031.1|DMIR	LOC108033900|XP_016964052.1|DBIA
OG0005430	LOC108163013|XP_017153535.1|DMIR	LOC108033901|XP_016964054.1|DBIA
OG0005431	LOC108163966|XP_017155009.1|DMIR	LOC108034097|XP_016964352.1|DBIA
OG0005432	LOC108162390|XP_017152596.1|DMIR	LOC108027474|XP_016954411.1|DBIA
OG0005433	LOC108160863|XP_017150615.2|DMIR, LOC117188277|XP_033247727.1|DMIR	LOC108022652|XP_016947199.1|DBIA
OG0005434	LOC108163495|XP_017154306.1|DMIR	LOC108031599|XP_016960670.1|DBIA
OG0005435	LOC108161918|XP_017151822.1|DMIR	LOC108027039|XP_016953728.1|DBIA
OG0005436	LOC108161917|XP_017151820.1|DMIR	LOC108031791|XP_016961000.1|DBIA
OG0005437	LOC108156342|XP_017143230.1|DMIR	LOC108025407|XP_016951378.1|DBIA
OG0005438	LOC108162913|XP_017153378.1|DMIR	LOC108029109|XP_016956710.1|DBIA
OG0005439	LOC108154233|XP_017139949.1|DMIR	LOC108031241|XP_016959965.1|DBIA
OG0005440	LOC108162704|XP_017153048.1|DMIR	LOC108029120|XP_016956722.1|DBIA
OG0005441	LOC108163981|XP_017155031.2|DMIR	LOC108034039|XP_016964274.1|DBIA
OG0005442	LOC108163109|XP_017153693.1|DMIR	LOC108033336|XP_016963111.1|DBIA
OG0005443	LOC117188768|XP_033249019.1|DMIR	LOC108034078|XP_016964329.1|DBIA
OG0005444	LOC108162559|XP_017152844.1|DMIR	LOC108029060|XP_016956617.1|DBIA
OG0005445	LOC108164121|XP_017155207.1|DMIR	LOC108033563|XP_016963397.1|DBIA
OG0005446	LOC108163485|XP_017154283.1|DMIR	LOC108036712|XP_016968501.1|DBIA
OG0005447	LOC108161957|XP_017151905.2|DMIR	LOC108027771|XP_016954822.1|DBIA
OG0005448	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR	LOC108026684|XP_016953260.1|DBIA
OG0005449	LOC117186316|XP_033242836.1|DMIR	LOC108025847|XP_016951999.1|DBIA
OG0005450	LOC108157096|XP_017144449.1|DMIR	LOC108024673|XP_016950230.1|DBIA
OG0005451	LOC108162393|XP_017152602.1|DMIR	LOC108034170|XP_016964466.1|DBIA
OG0005452	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR	LOC108026746|XP_016953358.1|DBIA
OG0005453	LOC108155207|XP_017141374.1|DMIR	LOC108031818|XP_016961037.1|DBIA
OG0005454	LOC108163183|XP_017153808.1|DMIR	LOC108033807|XP_016963916.1|DBIA
OG0005455	LOC108159536|XP_033247260.1|DMIR	LOC108022731|XP_016947309.1|DBIA
OG0005456	LOC108161927|XP_017151839.1|DMIR	LOC108034062|XP_016964305.1|DBIA
OG0005457	LOC108163929|XP_017154951.1|DMIR	LOC108034285|XP_016964634.1|DBIA
OG0005458	LOC108163628|XP_017154521.1|DMIR	LOC108027878|XP_016954983.1|DBIA
OG0005459	LOC108163602|XP_017154479.1|DMIR	LOC108027853|XP_016954938.1|DBIA
OG0005460	LOC108161825|XP_017151673.2|DMIR	LOC108034151|XP_016964439.1|DBIA
OG0005461	LOC108162079|XP_017152119.1|DMIR	LOC108033646|XP_016963570.1|DBIA
OG0005462	LOC108163752|XP_017154709.1|DMIR	LOC108033647|XP_016963571.1|DBIA
OG0005463	LOC108151134|XP_017135048.1|DMIR	LOC108035071|XP_016965952.1|DBIA
OG0005464	LOC108162077|XP_017152114.1|DMIR	LOC108033642|XP_016963564.1|DBIA
OG0005465	LOC108163291|XP_017153980.2|DMIR	LOC108033618|XP_016963471.1|DBIA
OG0005466	LOC108161924|XP_017151837.1|DMIR	LOC108034191|XP_016964504.1|DBIA
OG0005467	LOC108156201|XP_017143023.1|DMIR	LOC108031210|XP_016959934.1|DBIA
OG0005468	LOC108162782|XP_017153169.1|DMIR	LOC108036084|XP_016967522.1|DBIA
OG0005469	LOC108162194|XP_017152289.1|DMIR	LOC108036147|XP_016967624.1|DBIA
OG0005470	LOC108162192|XP_017152282.1|DMIR	LOC108036082|XP_016967520.1|DBIA
OG0005471	LOC108161938|XP_017151858.1|DMIR	LOC108034787|XP_016965253.1|DBIA
OG0005472	LOC108161944|XP_017151866.1|DMIR	LOC108034303|XP_016964663.1|DBIA
OG0005473	LOC108161830|XP_017151678.1|DMIR	LOC108033654|XP_016963577.1|DBIA
OG0005474	LOC108161259|XP_017150969.1|DMIR	LOC108033992|XP_016964206.1|DBIA
OG0005475	LOC108161806|XP_017151653.1|DMIR	LOC108033991|XP_016964205.1|DBIA
OG0005476	LOC108159913|XP_017149034.1|DMIR	LOC108029526|XP_016957316.1|DBIA
OG0005477	LOC108151776|XP_017136110.1|DMIR	LOC108028531|XP_016955917.1|DBIA
OG0005478	LOC108162413|XP_017152629.1|DMIR	LOC108027914|XP_016955024.1|DBIA
OG0005479	LOC108162411|XP_017152627.1|DMIR	LOC108027846|XP_016954927.1|DBIA
OG0005480	LOC108162414|XP_017152630.1|DMIR	LOC108027847|XP_016954928.1|DBIA
OG0005481	LOC108162820|XP_017153225.1|DMIR	LOC108029189|XP_016956851.1|DBIA
OG0005482	LOC108162818|XP_033249635.1|DMIR	LOC108029148|XP_016956767.1|DBIA
OG0005483	LOC108156528|XP_017143523.1|DMIR	LOC108026409|XP_016952825.1|DBIA
OG0005484	LOC108164211|XP_033249915.1|DMIR	LOC108028979|XP_016956508.1|DBIA
OG0005485	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR	LOC108029739|XP_016957714.1|DBIA
OG0005486	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR	LOC108030339|XP_016958691.1|DBIA
OG0005487	LOC108161987|XP_017151942.1|DMIR	LOC108027655|XP_016954660.1|DBIA
OG0005488	LOC108163118|XP_017153713.2|DMIR	LOC108027901|XP_016955009.1|DBIA
OG0005489	LOC108162995|XP_017153498.1|DMIR	LOC108027900|XP_016955008.1|DBIA
OG0005490	LOC108162993|XP_017153495.1|DMIR	LOC108027922|XP_016955035.1|DBIA
OG0005491	LOC108162769|XP_017153153.1|DMIR	LOC108032533|XP_016961883.1|DBIA
OG0005492	LOC108163263|XP_017153922.1|DMIR	LOC108032671|XP_016962123.1|DBIA
OG0005493	LOC108161514|XP_017151280.1|DMIR	LOC108032423|XP_016961732.1|DBIA
OG0005494	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR	LOC108022530|XP_016946996.1|DBIA
OG0005495	LOC108160404|XP_017149884.1|DMIR	LOC108022909|XP_016947605.1|DBIA
OG0005496	LOC108155666|XP_017142118.1|DMIR	LOC108031808|XP_016961020.1|DBIA
OG0005497	LOC108162001|XP_017151972.1|DMIR	LOC108032568|XP_016961955.1|DBIA
OG0005498	LOC108162005|XP_017151979.1|DMIR	LOC108032570|XP_016961957.1|DBIA
OG0005499	LOC108161999|XP_017151968.1|DMIR	LOC108032567|XP_016961953.1|DBIA
OG0005500	LOC108162007|XP_017151981.1|DMIR	LOC108032571|XP_016961958.1|DBIA
OG0005501	LOC108162756|XP_017153126.1|DMIR	LOC108033741|XP_016963788.1|DBIA
OG0005502	LOC108162757|XP_017153127.1|DMIR	LOC108033742|XP_016963789.1|DBIA
OG0005503	LOC108161857|XP_033248821.1|DMIR	LOC108033762|XP_016963826.1|DBIA
OG0005504	LOC108162675|XP_017153006.1|DMIR	LOC108027789|XP_016954846.1|DBIA
OG0005506	LOC108162886|XP_017153332.1|DMIR	LOC108033782|XP_016963873.1|DBIA
OG0005507	LOC108163934|XP_017154955.1|DMIR	LOC108036837|XP_016968673.1|DBIA
OG0005508	LOC108163150|XP_033248441.1|DMIR	LOC108034106|XP_016964372.1|DBIA
OG0005509	LOC108162653|XP_017152975.1|DMIR	LOC108028989|XP_016956520.1|DBIA
OG0005510	LOC108163744|XP_017154700.2|DMIR	LOC108033799|XP_016963896.1|DBIA
OG0005511	LOC108157780|XP_017145462.1|DMIR	LOC108023380|XP_016948274.1|DBIA
OG0005512	LOC108157570|XP_017145178.1|DMIR	LOC108032067|XP_016961374.1|DBIA
OG0005513	LOC108163766|XP_017154730.1|DMIR	LOC108026016|XP_016952199.1|DBIA
OG0005514	LOC108156886|XP_017144110.1|DMIR	LOC108032034|XP_016961335.1|DBIA
OG0005515	LOC117185696|XP_033250994.1|DMIR, LOC108158149|XP_017145858.2|DMIR	LOC108029731|XP_016957707.1|DBIA
OG0005516	LOC108163370|XP_017154111.2|DMIR	LOC108034219|XP_016964549.1|DBIA
OG0005517	LOC108163293|XP_033249422.1|DMIR	LOC108032530|XP_016961878.1|DBIA
OG0005518	LOC108164264|XP_017155395.1|DMIR	LOC108034208|XP_016964529.1|DBIA
OG0005519	LOC108160411|XP_017149895.1|DMIR, LOC117190817|XP_033251748.1|DMIR	LOC108030290|XP_016958610.1|DBIA
OG0005520	LOC108164008|XP_033248474.1|DMIR	LOC108034056|XP_016964300.1|DBIA
OG0005521	LOC108163830|XP_017154819.1|DMIR	LOC108033299|XP_016963057.1|DBIA
OG0005522	LOC108152442|XP_033242501.1|DMIR	LOC108027965|XP_016955078.1|DBIA
OG0005523	LOC108161800|XP_017151639.2|DMIR	LOC108034286|XP_016964635.1|DBIA
OG0005524	LOC108161421|XP_017151170.1|DMIR	LOC108033943|XP_016964117.1|DBIA
OG0005525	LOC108162968|XP_017153456.1|DMIR	LOC108032352|XP_016961652.1|DBIA
OG0005526	LOC108161323|XP_017151043.2|DMIR	LOC108034340|XP_016964712.1|DBIA
OG0005527	LOC108164437|XP_017155624.1|DMIR	LOC108036020|XP_016967435.1|DBIA
OG0005528	LOC108163186|XP_017153813.1|DMIR	LOC108034100|XP_016964362.1|DBIA
OG0005529	LOC108163509|XP_017154328.1|DMIR	LOC108033868|XP_016963999.1|DBIA
OG0005530	LOC108163307|XP_017154012.1|DMIR	LOC108027795|XP_016954854.1|DBIA
OG0005531	LOC108152151|XP_017136757.1|DMIR	LOC108028456|XP_016955793.1|DBIA
OG0005532	LOC108162464|XP_017152701.1|DMIR	LOC108036845|XP_016968698.1|DBIA
OG0005533	LOC108161719|XP_017151528.1|DMIR	LOC108027811|XP_016954878.1|DBIA
OG0005534	LOC108151217|XP_017135187.1|DMIR	LOC108029145|XP_016956768.1|DBIA
OG0005535	LOC108162424|XP_017152640.1|DMIR	LOC108032563|XP_016961935.1|DBIA
OG0005536	LOC108162725|XP_017153082.1|DMIR	LOC108035007|XP_016965843.1|DBIA
OG0005537	LOC108163734|XP_017154681.1|DMIR	LOC108036792|XP_016968628.1|DBIA
OG0005538	LOC108163339|XP_017154065.1|DMIR	LOC108033965|XP_016964162.1|DBIA
OG0005539	LOC108161736|XP_017151549.1|DMIR	LOC108034216|XP_016964546.1|DBIA
OG0005540	LOC108163584|XP_017154445.1|DMIR	LOC108029182|XP_016956834.1|DBIA
OG0005541	LOC108161697|XP_017151498.1|DMIR	LOC108036847|XP_016968706.1|DBIA
OG0005542	LOC108151176|XP_017135096.2|DMIR	LOC108035181|XP_016966141.1|DBIA
OG0005543	LOC108163222|XP_017153866.1|DMIR	LOC108036102|XP_016967560.1|DBIA
OG0005544	LOC108162346|XP_017152534.1|DMIR	LOC108029144|XP_016956762.1|DBIA
OG0005545	LOC108163770|XP_017154735.1|DMIR	LOC108034331|XP_016964697.1|DBIA
OG0005546	LOC108161797|XP_017151636.2|DMIR	LOC108034006|XP_016964225.1|DBIA
OG0005547	LOC108161778|XP_033249962.1|DMIR	LOC108036050|XP_016967481.1|DBIA
OG0005548	LOC108161775|XP_017151603.2|DMIR	LOC108036099|XP_016967554.1|DBIA
OG0005549	LOC108163552|XP_017154403.1|DMIR	LOC108036129|XP_016967602.1|DBIA
OG0005550	LOC108163126|XP_017153726.1|DMIR	LOC108029153|XP_016956778.1|DBIA
OG0005551	LOC117187920|XP_033246766.1|DMIR, LOC108158466|XP_017146246.2|DMIR	LOC108030423|XP_016958798.1|DBIA
OG0005552	LOC117189484|XP_033250513.1|DMIR, LOC108160306|XP_017149708.1|DMIR	LOC108030296|XP_016958619.1|DBIA
OG0005553	LOC108162673|XP_017153005.1|DMIR	LOC108027793|XP_016954849.1|DBIA
OG0005554	LOC108162722|XP_033250079.1|DMIR	LOC108029073|XP_016956634.1|DBIA
OG0005555	LOC108161758|XP_017151581.1|DMIR	LOC108029274|XP_016956962.1|DBIA
OG0005556	LOC108161755|XP_017151576.1|DMIR	LOC108029075|XP_016956645.1|DBIA
OG0005557	LOC108164028|XP_017155092.1|DMIR	LOC108035070|XP_016965955.1|DBIA
OG0005558	LOC108158844|XP_033243964.1|DMIR	LOC108027569|XP_016954547.1|DBIA
OG0005559	LOC108163218|XP_017153861.1|DMIR	LOC108033941|XP_016964114.1|DBIA
OG0005560	LOC108163299|XP_017153998.1|DMIR	LOC108034328|XP_016964699.1|DBIA
OG0005561	LOC108152520|XP_017137408.1|DMIR	LOC108024233|XP_016949594.1|DBIA
OG0005562	LOC108163649|XP_017154548.1|DMIR	LOC108027797|XP_016954858.1|DBIA
OG0005563	LOC108164458|XP_017155673.1|DMIR	LOC108035899|XP_016967150.1|DBIA
OG0005564	LOC108161315|XP_017151024.2|DMIR	LOC108034150|XP_016964441.1|DBIA
OG0005565	LOC108162027|XP_017152034.1|DMIR	LOC108033347|XP_016963145.1|DBIA
OG0005566	LOC108162028|XP_017152035.1|DMIR	LOC108033348|XP_016963146.1|DBIA
OG0005567	LOC108154055|XP_017139636.1|DMIR	LOC108030997|XP_016959687.1|DBIA
OG0005568	LOC108161958|XP_017151906.2|DMIR	LOC108029111|XP_016956713.1|DBIA
OG0005569	LOC108163783|XP_017154751.1|DMIR	LOC108036150|XP_016967626.1|DBIA
OG0005570	LOC108162994|XP_017153496.1|DMIR	LOC108027937|XP_016955055.1|DBIA
OG0005571	LOC108159179|XP_017147717.1|DMIR, LOC117190098|XP_033251074.1|DMIR	LOC108022831|XP_016947465.1|DBIA
OG0005572	LOC108159068|XP_017147503.1|DMIR	LOC108026706|XP_016953292.1|DBIA
OG0005573	LOC108155390|XP_017141659.1|DMIR	LOC108026271|XP_016952621.1|DBIA
OG0005574	LOC108158101|XP_017145757.1|DMIR	LOC108030076|XP_016958176.1|DBIA
OG0005575	LOC108157536|XP_017145128.1|DMIR	LOC108025204|XP_016951025.1|DBIA
OG0005576	LOC108158800|XP_017146976.2|DMIR, LOC117188163|XP_033247492.1|DMIR	LOC108036274|XP_016967773.1|DBIA
OG0005577	LOC108151411|XP_017135489.1|DMIR	LOC108030684|XP_016959206.1|DBIA
OG0005578	LOC108151577|XP_017135742.1|DMIR	LOC108028352|XP_016955597.1|DBIA
OG0005579	LOC108151578|XP_017135743.1|DMIR	LOC108028356|XP_016955605.1|DBIA
OG0005580	LOC108152032|XP_017136512.1|DMIR	LOC108028822|XP_016956302.1|DBIA
OG0005581	LOC108164678|XP_033245238.1|DMIR	LOC108033056|XP_016962675.1|DBIA
OG0005582	LOC108152832|XP_017137926.1|DMIR	LOC108030897|XP_016959562.1|DBIA
OG0005583	LOC108153042|XP_017138291.1|DMIR	LOC108034862|XP_016965526.1|DBIA
OG0005584	LOC108163556|XP_017154410.1|DMIR	LOC108027251|XP_016954097.1|DBIA
OG0005585	LOC108155741|XP_017142248.1|DMIR	LOC108027389|XP_016954314.1|DBIA
OG0005586	LOC108157339|XP_017144846.1|DMIR	LOC108027301|XP_016954182.1|DBIA
OG0005587	LOC108162890|XP_017153344.1|DMIR	LOC108034167|XP_016964463.1|DBIA
OG0005588	LOC108151813|XP_017136155.1|DMIR	LOC108035273|XP_016966321.1|DBIA
OG0005589	LOC108155211|XP_017141384.1|DMIR	LOC108032181|XP_016961525.1|DBIA
OG0005590	LOC108160587|XP_017150170.1|DMIR	LOC108030421|XP_016958797.1|DBIA
OG0005591	LOC108155109|XP_017141236.1|DMIR	LOC108024024|XP_016949276.1|DBIA
OG0005592	LOC108155136|XP_017141279.1|DMIR	LOC108024976|XP_016950712.1|DBIA
OG0005593	LOC108151031|XP_017134879.1|DMIR	LOC108035325|XP_016966389.1|DBIA
OG0005594	LOC108152795|XP_017137866.1|DMIR	LOC108028390|XP_016955693.1|DBIA
OG0005595	LOC108152794|XP_017137865.1|DMIR	LOC108028389|XP_016955692.1|DBIA
OG0005596	LOC108153070|XP_017138339.1|DMIR	LOC108035618|XP_016966796.1|DBIA
OG0005597	LOC108155932|XP_033244196.1|DMIR	LOC108032060|XP_016961367.1|DBIA
OG0005598	LOC108156563|XP_017143580.1|DMIR	LOC108025378|XP_016951339.1|DBIA
OG0005599	LOC108159067|XP_033248205.1|DMIR	LOC108026708|XP_016953294.1|DBIA
OG0005600	LOC108156997|XP_017144280.1|DMIR	LOC108031855|XP_016961098.1|DBIA
OG0005601	LOC108160579|XP_017150194.1|DMIR	LOC108024017|XP_016949266.1|DBIA
OG0005602	LOC108155064|XP_017141139.1|DMIR	LOC108025084|XP_016950832.1|DBIA
OG0005603	LOC108160650|XP_017150273.1|DMIR, LOC117191312|XP_033252106.1|DMIR	LOC108026527|XP_016952964.1|DBIA
OG0005604	LOC117189828|XP_033250783.1|DMIR, LOC108159689|XP_017148685.1|DMIR	LOC108026807|XP_016953460.1|DBIA
OG0005605	LOC108159691|XP_017148688.1|DMIR, LOC117189483|XP_033250509.1|DMIR	LOC108022696|XP_016947258.1|DBIA
OG0005606	LOC108162291|XP_017152440.1|DMIR	LOC108034040|XP_016964275.1|DBIA
OG0005607	LOC108155412|XP_017141698.1|DMIR	LOC108024352|XP_016949743.1|DBIA
OG0005608	LOC108155408|XP_017141693.1|DMIR	LOC108024380|XP_016949773.1|DBIA
OG0005609	LOC108150963|XP_017134786.1|DMIR	LOC108034552|XP_016964969.1|DBIA
OG0005610	LOC108165492|XP_017157035.1|DMIR	LOC108035293|XP_016966348.1|DBIA
OG0005611	LOC108151434|XP_017135520.1|DMIR	LOC108034820|XP_016965387.1|DBIA
OG0005612	LOC108156170|XP_017142989.1|DMIR	LOC108031586|XP_016960643.1|DBIA
OG0005613	LOC108155103|XP_017141221.1|DMIR	LOC108023394|XP_016948320.1|DBIA
OG0005614	LOC108156119|XP_017142913.1|DMIR	LOC108023816|XP_016948950.1|DBIA
OG0005615	LOC108154780|XP_017140653.1|DMIR	LOC108023877|XP_016949049.1|DBIA
OG0005616	LOC108156073|XP_017142846.1|DMIR	LOC108031395|XP_016960249.1|DBIA
OG0005617	LOC108156747|XP_017143898.1|DMIR	LOC108027306|XP_016954188.1|DBIA
OG0005618	LOC108158499|XP_017146302.1|DMIR	LOC108030462|XP_016958846.1|DBIA
OG0005619	LOC108154990|XP_017141023.1|DMIR	LOC108024605|XP_016950114.1|DBIA
OG0005620	LOC108151707|XP_017135966.1|DMIR	LOC108025748|XP_016951831.1|DBIA
OG0005621	LOC108162160|XP_017152232.1|DMIR	LOC108023706|XP_016948824.1|DBIA
OG0005622	LOC108162416|XP_017152635.1|DMIR	LOC108023413|XP_016948362.1|DBIA
OG0005623	LOC108152265|XP_017136970.1|DMIR	LOC108023554|XP_016948624.1|DBIA
OG0005624	LOC108155030|XP_017141080.1|DMIR	LOC108027291|XP_016954171.1|DBIA
OG0005625	LOC108155186|XP_017141346.1|DMIR	LOC108026214|XP_016952519.1|DBIA
OG0005626	LOC108153958|XP_017139547.1|DMIR	LOC108028866|XP_016956346.1|DBIA
OG0005627	LOC108156042|XP_017142801.1|DMIR	LOC108025242|XP_016951078.1|DBIA
OG0005628	LOC108155120|XP_017141251.2|DMIR	LOC108026189|XP_016952468.1|DBIA
OG0005629	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR	LOC108022805|XP_016947428.1|DBIA
OG0005630	LOC108160170|XP_033247023.1|DMIR	LOC108022717|XP_016947288.1|DBIA
OG0005631	LOC108164909|XP_017156377.1|DMIR	LOC108025916|XP_016952092.1|DBIA
OG0005632	LOC108152344|XP_017137097.1|DMIR	LOC108033607|XP_016963497.1|DBIA
OG0005633	LOC108156490|XP_017143464.2|DMIR	LOC108024521|XP_016949969.1|DBIA
OG0005634	LOC108155087|XP_017141198.1|DMIR	LOC108031621|XP_016960715.1|DBIA
OG0005635	LOC108162510|XP_017152775.1|DMIR	LOC108035140|XP_016966074.1|DBIA
OG0005636	LOC108156976|XP_017144257.1|DMIR	LOC108027227|XP_016954050.1|DBIA
OG0005637	LOC108155865|XP_017142472.1|DMIR	LOC108031840|XP_016961079.1|DBIA
OG0005638	LOC108159437|XP_017148204.1|DMIR	LOC108029730|XP_016957701.1|DBIA
OG0005639	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR	LOC108022773|XP_016947374.1|DBIA
OG0005640	LOC108156654|XP_017143757.1|DMIR	LOC108025386|XP_016951348.1|DBIA
OG0005641	LOC108156628|XP_017143684.1|DMIR	LOC108024229|XP_016949590.1|DBIA
OG0005642	LOC108156089|XP_017142866.1|DMIR	LOC108027259|XP_016954110.1|DBIA
OG0005643	LOC108152540|XP_017137439.1|DMIR	LOC108034582|XP_016965003.1|DBIA
OG0005644	LOC108152539|XP_017137438.1|DMIR	LOC108035551|XP_016966709.1|DBIA
OG0005645	LOC108164594|XP_017155909.1|DMIR	LOC108025718|XP_016951765.1|DBIA
OG0005646	LOC108151086|XP_017134961.1|DMIR	LOC108032048|XP_016961353.1|DBIA
OG0005647	LOC108163557|XP_017154412.1|DMIR	LOC108027261|XP_016954121.1|DBIA
OG0005648	LOC108152431|XP_017137252.1|DMIR	LOC108028298|XP_016955509.1|DBIA
OG0005649	LOC108154109|XP_017139721.1|DMIR	LOC108024126|XP_016949438.1|DBIA, LOC108032887|XP_016962410.1|DBIA
OG0005650	LOC108154104|XP_017139716.1|DMIR	LOC108032921|XP_016962476.1|DBIA
OG0005651	LOC108152834|XP_017137928.1|DMIR	LOC108024230|XP_016949591.1|DBIA
OG0005652	LOC108154751|XP_017140613.1|DMIR	LOC108024559|XP_016950035.1|DBIA
OG0005653	LOC108163273|XP_017153962.1|DMIR	LOC108033911|XP_016964070.1|DBIA
OG0005654	LOC108154138|XP_017139763.1|DMIR	LOC108032918|XP_016962470.1|DBIA
OG0005655	LOC108154815|XP_017140705.1|DMIR	LOC108032162|XP_016961498.1|DBIA
OG0005656	LOC108156072|XP_017142845.1|DMIR	LOC108026291|XP_016952646.1|DBIA
OG0005657	LOC108154094|XP_017139700.1|DMIR	LOC108024576|XP_016950061.1|DBIA
OG0005658	LOC108156214|XP_017143041.1|DMIR	LOC108031986|XP_016961269.1|DBIA
OG0005659	LOC108156292|XP_017143164.1|DMIR	LOC108026268|XP_016952617.1|DBIA
OG0005660	LOC108151146|XP_017135061.1|DMIR	LOC108034865|XP_016965533.1|DBIA
OG0005661	LOC108155458|XP_017141766.1|DMIR	LOC108024603|XP_016950107.1|DBIA
OG0005662	LOC108155664|XP_017142113.1|DMIR	LOC108026221|XP_016952533.1|DBIA
OG0005663	LOC108151093|XP_017134972.1|DMIR	LOC108032511|XP_016961835.1|DBIA
OG0005664	LOC108157315|XP_017144809.1|DMIR	LOC108024816|XP_016950430.1|DBIA
OG0005665	LOC108157184|XP_017144601.1|DMIR	LOC108025365|XP_016951313.1|DBIA
OG0005666	LOC108158724|XP_017146764.1|DMIR	LOC108023405|XP_016948344.1|DBIA
OG0005667	LOC108151483|XP_017135608.1|DMIR	LOC108025711|XP_016951751.1|DBIA
OG0005668	LOC108151770|XP_017136104.1|DMIR	LOC108028530|XP_016955914.1|DBIA
OG0005669	LOC108163072|XP_033248848.1|DMIR	LOC108036740|XP_016968538.1|DBIA
OG0005670	LOC108156974|XP_017144253.1|DMIR	LOC108026117|XP_016952308.1|DBIA
OG0005671	LOC108154009|XP_017139591.1|DMIR	LOC108031062|XP_016959757.1|DBIA
OG0005672	LOC108161322|XP_017151042.1|DMIR	LOC108033971|XP_016964174.1|DBIA
OG0005673	LOC108151030|XP_017134878.1|DMIR	LOC108034877|XP_016965571.1|DBIA
OG0005674	LOC108152184|XP_017136815.1|DMIR	LOC108035277|XP_016966328.1|DBIA
OG0005675	LOC108155848|XP_033245379.1|DMIR	LOC108026413|XP_016952830.1|DBIA
OG0005676	LOC108152922|XP_017138091.1|DMIR	LOC108035446|XP_016966570.1|DBIA
OG0005677	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR	LOC108030144|XP_016958349.1|DBIA
OG0005678	LOC108156139|XP_017142942.1|DMIR	LOC108031731|XP_016960897.1|DBIA
OG0005679	LOC108154312|XP_017140058.1|DMIR	LOC108031763|XP_016960960.1|DBIA
OG0005680	LOC108163669|XP_017154581.2|DMIR	LOC108029127|XP_016956736.1|DBIA
OG0005681	LOC108154804|XP_017140691.1|DMIR	LOC108031935|XP_016961203.1|DBIA
OG0005682	LOC108154800|XP_017140686.1|DMIR	LOC108031934|XP_016961202.1|DBIA
OG0005683	LOC108151262|XP_017135272.1|DMIR	LOC108035169|XP_016966166.1|DBIA
OG0005684	LOC108165491|XP_017157034.1|DMIR	LOC108035622|XP_016966802.1|DBIA
OG0005685	LOC108152386|XP_017137172.1|DMIR	LOC108024185|XP_016949513.1|DBIA
OG0005686	LOC108155984|XP_017142664.1|DMIR	LOC108025548|XP_016951569.1|DBIA
OG0005687	LOC108153493|XP_017139029.1|DMIR	LOC108035973|XP_016967281.1|DBIA
OG0005688	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR	LOC108036436|XP_016968065.1|DBIA
OG0005689	LOC108152490|XP_017137354.1|DMIR	LOC108023743|XP_016948869.1|DBIA
