Orthogroup	DYAK.longest_only	BCOP.longest_only
OG0003038	LOC6531757|XP_002092547.1|DYAK	LOC119076717|XP_037039532.1|BCOP
OG0003039	LOC6527261|XP_002088355.2|DYAK	LOC119068026|XP_037027283.1|BCOP
OG0003040	LOC6532528|XP_002093274.1|DYAK	LOC119075227|XP_037037512.1|BCOP
OG0003041	LOC6533439|XP_039230036.1|DYAK, LOC6539230|XP_039228395.1|DYAK	LOC119084166|XP_037049917.1|BCOP
OG0003042	LOC6538807|XP_002099320.1|DYAK	LOC119076773|XP_037039618.1|BCOP
OG0003043	LOC6537410|XP_002097966.1|DYAK	LOC119076867|XP_037039770.1|BCOP
OG0003044	LOC6528618|XP_002089661.2|DYAK	LOC119084987|XP_037051046.1|BCOP
OG0003045	LOC6538420|XP_002098944.2|DYAK	LOC119067051|XP_037025691.1|BCOP
OG0003046	LOC6537079|XP_002097640.2|DYAK	LOC119074295|XP_037036206.1|BCOP
OG0003047	LOC6537078|XP_002097639.1|DYAK	LOC119074900|XP_037037143.1|BCOP, LOC119074899|XP_037037141.1|BCOP
OG0003048	LOC6530432|XP_002091348.1|DYAK	LOC119079863|XP_037043836.1|BCOP
OG0003049	LOC6536857|XP_002097426.1|DYAK	LOC119084046|XP_037049775.1|BCOP
OG0003050	LOC6538409|XP_002098933.1|DYAK	LOC119071621|XP_037032470.1|BCOP
OG0003051	LOC6533419|XP_002094137.1|DYAK	LOC119083669|XP_037049385.1|BCOP
OG0003052	LOC6537605|XP_039232851.1|DYAK	LOC119069452|XP_037029439.1|BCOP
OG0003053	LOC6539891|XP_015044890.1|DYAK	LOC119076503|XP_037039179.1|BCOP
OG0003054	LOC6536003|XP_039231586.1|DYAK	LOC119076505|XP_037039180.1|BCOP
OG0003055	LOC6537908|XP_015048567.1|DYAK	LOC119070472|XP_037030723.1|BCOP
OG0003056	LOC6525312|XP_015046231.1|DYAK	LOC119083405|XP_037049018.1|BCOP, LOC119076407|XP_037039033.1|BCOP
OG0003057	LOC6530332|XP_039227884.1|DYAK	LOC119071880|XP_037032858.1|BCOP
OG0003058	LOC6531714|XP_002092504.2|DYAK	LOC119066895|XP_037025478.1|BCOP
OG0003059	LOC6525191|XP_039227633.1|DYAK	LOC119074556|XP_037036646.1|BCOP
OG0003060	LOC6531912|XP_002092698.1|DYAK	LOC119071318|XP_037032096.1|BCOP
OG0003061	LOC6524313|XP_002100172.1|DYAK	LOC119073730|XP_037035250.1|BCOP
OG0003062	LOC6535845|XP_039232603.1|DYAK	LOC119068442|XP_037027910.1|BCOP
OG0003063	LOC6534639|XP_039230825.1|DYAK	LOC119081682|XP_037046665.1|BCOP, LOC119076364|XP_037038964.1|BCOP
OG0003064	LOC6536719|XP_002097291.1|DYAK	LOC119070449|XP_037030695.1|BCOP
OG0003065	LOC26536428|XP_015045223.1|DYAK	LOC119081412|XP_037046204.1|BCOP, LOC119083654|XP_037049325.1|BCOP, LOC119076245|XP_037038803.1|BCOP
OG0003066	LOC6535547|XP_002096176.1|DYAK	LOC119074851|XP_037037059.1|BCOP
OG0003067	LOC6536644|XP_002097216.1|DYAK	LOC119080559|XP_037044892.1|BCOP
OG0003068	LOC6537405|XP_002097961.2|DYAK	LOC119076715|XP_037039528.1|BCOP
OG0003069	LOC6531243|XP_039228079.1|DYAK	LOC119071875|XP_037032845.1|BCOP
OG0003070	LOC6527851|XP_002088923.2|DYAK	LOC119078559|XP_037042022.1|BCOP
OG0003073	LOC6535661|XP_039231195.1|DYAK	LOC119075906|XP_037038380.1|BCOP
OG0003074	LOC6528165|XP_002089230.1|DYAK	LOC119075012|XP_037037315.1|BCOP
OG0003075	LOC6535230|XP_002095889.1|DYAK	LOC119074584|XP_037036712.1|BCOP
OG0003076	LOC6534110|XP_002094796.1|DYAK	LOC119075475|XP_037037819.1|BCOP, LOC119085149|XP_037051328.1|BCOP, LOC119080611|XP_037044908.1|BCOP
OG0003077	LOC6535493|XP_039232738.1|DYAK	LOC119075243|XP_037037534.1|BCOP
OG0003078	LOC6537178|XP_015048186.1|DYAK	LOC119084496|XP_037050398.1|BCOP
OG0003079	LOC6538696|XP_015048984.1|DYAK	LOC119080216|XP_037044350.1|BCOP, LOC119076025|XP_037038527.1|BCOP
OG0003080	LOC6537113|XP_002097674.1|DYAK	LOC119074808|XP_037036987.1|BCOP
OG0003081	LOC6536570|XP_002097146.1|DYAK	LOC119082198|XP_037047527.1|BCOP
OG0003082	LOC6535899|XP_002096515.1|DYAK	LOC119082206|XP_037047539.1|BCOP
OG0003083	LOC6538440|XP_002098964.1|DYAK	LOC119070633|XP_037030958.1|BCOP
OG0003084	LOC6536097|XP_039231427.1|DYAK	LOC119076663|XP_037039447.1|BCOP
OG0003085	LOC6536086|XP_002096696.1|DYAK	LOC119073066|XP_037034264.1|BCOP, LOC119083073|XP_037048591.1|BCOP
OG0003086	LOC6535904|XP_015047441.2|DYAK	LOC119074565|XP_037036681.1|BCOP
OG0003087	LOC6533833|XP_002094533.2|DYAK	LOC119076009|XP_037038487.1|BCOP
OG0003088	LOC6535349|XP_002096001.1|DYAK	LOC119078758|XP_037042396.1|BCOP
OG0003089	LOC6536409|XP_002096991.1|DYAK	LOC119068242|XP_037027664.1|BCOP, LOC119070251|XP_037030414.1|BCOP
OG0003090	LOC6538071|XP_002098606.1|DYAK	LOC119067798|XP_037026840.1|BCOP
OG0003091	LOC6536607|XP_002097183.1|DYAK	LOC119068039|XP_037027299.1|BCOP
OG0003092	LOC6535905|XP_002096521.1|DYAK	LOC119084050|XP_037049781.1|BCOP
OG0003093	LOC6530353|XP_039228818.1|DYAK	LOC119083253|XP_037048823.1|BCOP
OG0003094	LOC6524867|XP_015045907.2|DYAK	LOC119083904|XP_037049612.1|BCOP
OG0003095	LOC6525598|XP_015046383.1|DYAK	LOC119073013|XP_037034232.1|BCOP, LOC119084539|XP_037050442.1|BCOP, LOC119079613|XP_037043504.1|BCOP, LOC119079830|XP_037043791.1|BCOP
OG0003096	LOC6531384|XP_002092187.1|DYAK	LOC119084404|XP_037050266.1|BCOP
OG0003097	LOC6538892|XP_002099396.1|DYAK	LOC119074953|XP_037037241.1|BCOP
OG0003098	LOC6523964|XP_002099836.1|DYAK, LOC6524489|XP_002100346.1|DYAK	LOC119074422|XP_037036445.1|BCOP
OG0003099	LOC6537052|XP_002097617.1|DYAK	LOC119073071|XP_037034271.1|BCOP, LOC119082176|XP_037047484.1|BCOP
OG0003100	LOC6524477|XP_002100334.1|DYAK	LOC119076092|XP_037038642.1|BCOP
OG0003101	LOC6537095|XP_039231808.1|DYAK	LOC119084095|XP_037049829.1|BCOP
OG0003102	LOC6537384|XP_002097940.1|DYAK	LOC119085636|XP_037051975.1|BCOP, LOC119076580|XP_037039317.1|BCOP
OG0003103	LOC6536633|XP_002097205.1|DYAK	LOC119075015|XP_037037318.1|BCOP
OG0003104	LOC6539671|XP_002086553.1|DYAK	LOC119077918|XP_037041192.1|BCOP
OG0003105	LOC6524395|XP_039226181.1|DYAK	LOC119084164|XP_037049914.1|BCOP
OG0003106	LOC6531970|XP_039228504.1|DYAK	LOC119071920|XP_037032938.1|BCOP
OG0003107	LOC6525530|XP_002101365.2|DYAK	LOC119085010|XP_037051124.1|BCOP, LOC119084936|XP_037051009.1|BCOP
OG0003108	LOC6524967|XP_002100807.1|DYAK	LOC119085620|XP_037051938.1|BCOP
OG0003109	LOC6525343|XP_002101179.1|DYAK	LOC119074384|XP_037036394.1|BCOP
OG0003110	LOC6530592|XP_002091505.3|DYAK	LOC119084216|XP_037050006.1|BCOP
OG0003111	LOC6525562|XP_039233560.1|DYAK	LOC119068876|XP_037028613.1|BCOP
OG0003112	LOC6537055|XP_002097620.1|DYAK	LOC119074756|XP_037036917.1|BCOP
OG0003114	LOC6529922|XP_002090879.2|DYAK	LOC119085376|XP_037051653.1|BCOP
OG0003115	LOC6531240|XP_002092052.1|DYAK	LOC119075308|XP_037037619.1|BCOP
OG0003116	LOC6530536|XP_002091451.3|DYAK	LOC119075295|XP_037037601.1|BCOP
OG0003117	LOC6534867|XP_002095539.1|DYAK	LOC119071093|XP_037031631.1|BCOP
OG0003118	LOC6533754|XP_002094459.3|DYAK	LOC119074230|XP_037036144.1|BCOP
OG0003119	LOC6533752|XP_015050246.1|DYAK	LOC119074228|XP_037036142.1|BCOP
OG0003120	LOC6530650|XP_015051882.1|DYAK	LOC119077479|XP_037040581.1|BCOP, LOC119085826|XP_037052221.1|BCOP
OG0003121	LOC6525084|XP_039226095.1|DYAK	LOC119066549|XP_037024983.1|BCOP
OG0003122	LOC6530819|XP_002091702.3|DYAK	LOC119079106|XP_037042820.1|BCOP
OG0003123	LOC6534061|XP_002094747.1|DYAK	LOC119065998|XP_037024100.1|BCOP
OG0003124	LOC6530583|XP_039228147.1|DYAK	LOC119071597|XP_037032447.1|BCOP
OG0003125	LOC6534089|XP_039230805.1|DYAK	LOC119078251|XP_037041625.1|BCOP
OG0003126	LOC6531889|XP_002092676.3|DYAK	LOC119071619|XP_037032454.1|BCOP
OG0003127	LOC6531888|XP_002092675.1|DYAK	LOC119066410|XP_037024777.1|BCOP
OG0003128	LOC6539468|XP_039230531.1|DYAK	LOC119079024|XP_037042699.1|BCOP
OG0003129	LOC6531463|XP_002092262.1|DYAK	LOC119071134|XP_037031717.1|BCOP, LOC119081124|XP_037045762.1|BCOP
OG0003130	LOC6531546|XP_002092344.1|DYAK	LOC119066126|XP_037024307.1|BCOP
OG0003131	LOC6531416|XP_002092219.1|DYAK	LOC119071046|XP_037031543.1|BCOP
OG0003132	LOC6537758|XP_002098299.1|DYAK	LOC119069267|XP_037029219.1|BCOP
OG0003133	LOC6531988|XP_002092774.1|DYAK	LOC119070640|XP_037030963.1|BCOP
OG0003134	LOC6531511|XP_002092310.1|DYAK	LOC119070662|XP_037030989.1|BCOP
OG0003135	LOC6534800|XP_002095472.1|DYAK	LOC119071649|XP_037032506.1|BCOP
OG0003136	LOC6534912|XP_015050922.1|DYAK	LOC119071065|XP_037031594.1|BCOP
OG0003137	LOC6530294|XP_002091222.1|DYAK	LOC119068892|XP_037028656.1|BCOP
OG0003138	LOC6531985|XP_002092771.1|DYAK	LOC119071870|XP_037032828.1|BCOP
OG0003140	LOC6530858|XP_002091737.1|DYAK	LOC119083096|XP_037048613.1|BCOP
OG0003141	LOC6530147|XP_015052600.1|DYAK	LOC119071553|XP_037032371.1|BCOP
OG0003142	LOC6530345|XP_015052641.1|DYAK	LOC119071549|XP_037032346.1|BCOP
OG0003143	LOC6533418|XP_002094136.1|DYAK	LOC119071763|XP_037032702.1|BCOP
OG0003144	LOC6530934|XP_039228616.1|DYAK	LOC119071142|XP_037031742.1|BCOP
OG0003145	LOC6528413|XP_002089459.1|DYAK	LOC119071249|XP_037031983.1|BCOP
OG0003146	LOC6530213|XP_015051974.1|DYAK	LOC119078985|XP_037042630.1|BCOP
OG0003147	LOC6534137|XP_002094821.1|DYAK	LOC119070964|XP_037031423.1|BCOP
OG0003148	LOC6534809|XP_002095481.1|DYAK	LOC119070393|XP_037030611.1|BCOP
OG0003149	LOC26534715|XP_015045719.1|DYAK	LOC119079470|XP_037043295.1|BCOP, LOC119079469|XP_037043294.1|BCOP
OG0003150	LOC6532030|XP_002092807.1|DYAK	LOC119071873|XP_037032838.1|BCOP
OG0003151	LOC6529242|XP_002090248.1|DYAK	LOC119078812|XP_037042411.1|BCOP
OG0003152	LOC6531249|XP_002092058.1|DYAK	LOC119083528|XP_037049142.1|BCOP
OG0003153	LOC6530488|XP_002091403.2|DYAK	LOC119083499|XP_037049113.1|BCOP
OG0003154	LOC6537126|XP_002097687.1|DYAK	LOC119068123|XP_037027475.1|BCOP, LOC119068443|XP_037027912.1|BCOP
OG0003155	LOC6530826|XP_002091709.1|DYAK	LOC119079943|XP_037043946.1|BCOP
OG0003156	LOC6531760|XP_002092550.1|DYAK	LOC119074196|XP_037036086.1|BCOP
OG0003157	LOC6526684|XP_039227154.1|DYAK	LOC119074582|XP_037036710.1|BCOP
OG0003158	LOC6530837|XP_002091720.1|DYAK	LOC119066566|XP_037025008.1|BCOP
OG0003159	LOC6530964|XP_015052785.1|DYAK	LOC119072651|XP_037033801.1|BCOP
OG0003160	LOC6531588|XP_015051426.1|DYAK	LOC119072649|XP_037033797.1|BCOP
OG0003161	LOC6529357|XP_002090362.3|DYAK	LOC119070517|XP_037030778.1|BCOP, LOC119082401|XP_037047827.1|BCOP
OG0003162	LOC6528619|XP_002089662.2|DYAK	LOC119071809|XP_037032769.1|BCOP
OG0003163	LOC6532350|XP_002093110.2|DYAK	LOC119085113|XP_037051266.1|BCOP
OG0003164	LOC6529079|XP_002090092.1|DYAK	LOC119081967|XP_037047174.1|BCOP
OG0003165	LOC6531702|XP_039229048.1|DYAK	LOC119072320|XP_037033401.1|BCOP, LOC119072321|XP_037033404.1|BCOP
OG0003166	LOC6530541|XP_002091456.2|DYAK	LOC119083258|XP_037048830.1|BCOP
OG0003167	LOC6530982|XP_015051773.1|DYAK	LOC119086001|XP_037052471.1|BCOP
OG0003168	LOC6536312|XP_002096896.2|DYAK	LOC119071569|XP_037032401.1|BCOP
OG0003169	LOC26535527|XP_039227821.1|DYAK	LOC119084320|XP_037050143.1|BCOP
OG0003170	LOC6531698|XP_002092489.1|DYAK	LOC119066881|XP_037025460.1|BCOP
OG0003171	LOC6530526|XP_002091441.1|DYAK	LOC119069555|XP_037029531.1|BCOP
OG0003172	LOC6537236|XP_002097794.2|DYAK	LOC119084340|XP_037050168.1|BCOP, LOC119069502|XP_037029469.1|BCOP
OG0003173	LOC6535390|XP_002096040.1|DYAK	LOC119077632|XP_037040745.1|BCOP
OG0003174	LOC6536378|XP_002096960.1|DYAK	LOC119074405|XP_037036423.1|BCOP
OG0003175	LOC6531457|XP_039228722.1|DYAK	LOC119071664|XP_037032528.1|BCOP
OG0003176	LOC6526520|XP_002087630.1|DYAK	LOC119083880|XP_037049589.1|BCOP, LOC119067156|XP_037025843.1|BCOP
OG0003177	LOC120320427|XP_039228259.1|DYAK	LOC119076720|XP_037039534.1|BCOP
OG0003178	LOC6530582|XP_002091495.1|DYAK	LOC119071240|XP_037031970.1|BCOP
OG0003179	LOC6530579|XP_002091492.1|DYAK	LOC119066219|XP_037024437.1|BCOP
OG0003180	LOC6530232|XP_002091169.1|DYAK	LOC119072586|XP_037033731.1|BCOP
OG0003181	LOC6530336|XP_002091263.1|DYAK	LOC119072590|XP_037033739.1|BCOP
OG0003182	LOC6530820|XP_002091703.1|DYAK	LOC119071513|XP_037032277.1|BCOP
OG0003183	LOC6529941|XP_015052514.1|DYAK	LOC119075508|XP_037037870.1|BCOP
OG0003184	LOC6533767|XP_002094471.1|DYAK	LOC119072505|XP_037033639.1|BCOP
OG0003185	LOC6529988|XP_002090934.1|DYAK	LOC119071677|XP_037032553.1|BCOP
OG0003186	LOC6531318|XP_002092122.1|DYAK	LOC119071670|XP_037032544.1|BCOP
OG0003187	LOC6526834|XP_002087934.1|DYAK	LOC119072477|XP_037033602.1|BCOP
OG0003188	LOC6535519|XP_002096148.3|DYAK	LOC119085025|XP_037051097.1|BCOP
OG0003189	LOC6534769|XP_002095444.2|DYAK	LOC119071505|XP_037032257.1|BCOP
OG0003190	LOC6531257|XP_002092066.1|DYAK	LOC119082103|XP_037047367.1|BCOP
OG0003191	LOC6533906|XP_002094606.1|DYAK	LOC119068996|XP_037028767.1|BCOP, LOC119078827|XP_037042433.1|BCOP
OG0003192	LOC6534071|XP_015050409.1|DYAK	LOC119071152|XP_037031792.1|BCOP
OG0003193	LOC6528141|XP_002089207.1|DYAK	LOC119083600|XP_037049231.1|BCOP, LOC119085198|XP_037051405.1|BCOP
OG0003194	LOC6534132|XP_015050467.1|DYAK	LOC119066840|XP_037025398.1|BCOP
OG0003195	LOC6536307|XP_002096891.1|DYAK	LOC119072440|XP_037033550.1|BCOP
OG0003196	LOC6539313|XP_002086206.2|DYAK	LOC119072439|XP_037033549.1|BCOP
OG0003197	LOC6534124|XP_002094808.1|DYAK	LOC119078652|XP_037042142.1|BCOP
OG0003198	LOC6527051|XP_015053596.1|DYAK	LOC119066866|XP_037025432.1|BCOP
OG0003199	LOC6532207|XP_002092981.1|DYAK	LOC119071741|XP_037032668.1|BCOP
OG0003200	LOC6529084|XP_002090097.1|DYAK	LOC119083475|XP_037049089.1|BCOP
OG0003201	LOC6530330|XP_039228384.1|DYAK	LOC119071136|XP_037031718.1|BCOP
OG0003202	LOC6533408|XP_002094126.1|DYAK	LOC119070654|XP_037030980.1|BCOP
OG0003203	LOC6530471|XP_039229199.1|DYAK	LOC119071158|XP_037031807.1|BCOP
OG0003204	LOC6535960|XP_002096576.2|DYAK	LOC119076659|XP_037039437.1|BCOP
OG0003205	LOC6531913|XP_002092699.1|DYAK	LOC119066915|XP_037025510.1|BCOP
OG0003206	LOC6528752|XP_002089787.1|DYAK	LOC119076139|XP_037038708.1|BCOP
OG0003207	LOC6538093|XP_039231325.1|DYAK	LOC119080409|XP_037044635.1|BCOP
OG0003208	LOC6532514|XP_002093260.2|DYAK	LOC119071014|XP_037031507.1|BCOP
OG0003209	LOC6529354|XP_002090359.1|DYAK	LOC119072186|XP_037033241.1|BCOP
OG0003210	LOC6538557|XP_002099079.1|DYAK	LOC119076936|XP_037039868.1|BCOP
OG0003211	LOC6530486|XP_002091401.1|DYAK	LOC119066908|XP_037025494.1|BCOP
OG0003212	LOC6536789|XP_002097359.1|DYAK	LOC119082366|XP_037047782.1|BCOP
OG0003213	LOC6531467|XP_002092266.1|DYAK	LOC119067659|XP_037026655.1|BCOP
OG0003214	LOC6530978|XP_002091816.1|DYAK	LOC119071127|XP_037031687.1|BCOP
OG0003215	LOC6530968|XP_002091806.1|DYAK	LOC119071339|XP_037032119.1|BCOP
OG0003216	LOC6528643|XP_002089685.1|DYAK	LOC119070965|XP_037031429.1|BCOP
OG0003217	LOC6528584|XP_002089627.1|DYAK	LOC119071004|XP_037031497.1|BCOP
OG0003218	LOC6539428|XP_002086320.2|DYAK	LOC119067504|XP_037026409.1|BCOP
OG0003219	LOC6534072|XP_002094758.1|DYAK	LOC119085706|XP_037052049.1|BCOP
OG0003220	LOC6529602|XP_002090596.1|DYAK	LOC119076955|XP_037039928.1|BCOP
OG0003221	LOC6525659|XP_002101481.1|DYAK	LOC119069333|XP_037029293.1|BCOP
OG0003222	LOC6528583|XP_002089626.1|DYAK	LOC119072489|XP_037033617.1|BCOP
OG0003223	LOC6530202|XP_002091140.1|DYAK	LOC119074264|XP_037036181.1|BCOP
OG0003224	LOC6531148|XP_015051138.1|DYAK	LOC119071168|XP_037031824.1|BCOP
OG0003225	LOC6527284|XP_002088378.1|DYAK	LOC119068805|XP_037028474.1|BCOP
OG0003226	LOC6529386|XP_015052311.1|DYAK	LOC119073839|XP_037035551.1|BCOP
OG0003228	LOC6538200|XP_015048702.1|DYAK	LOC119085657|XP_037052003.1|BCOP
OG0003229	LOC6534773|XP_002095448.1|DYAK	LOC119071861|XP_037032818.1|BCOP
OG0003231	LOC6533492|XP_002094203.3|DYAK	LOC119084495|XP_037050397.1|BCOP
OG0003250	LOC6537724|XP_002098269.1|DYAK	LOC119067447|XP_037026323.1|BCOP
OG0003251	LOC6538336|XP_002098863.1|DYAK	LOC119069131|XP_037028931.1|BCOP
OG0003252	LOC6537774|XP_002098315.2|DYAK	LOC119070580|XP_037030883.1|BCOP
OG0003253	LOC6536835|XP_002097405.1|DYAK	LOC119067778|XP_037026812.1|BCOP
OG0003254	LOC6536079|XP_002096689.3|DYAK	LOC119083865|XP_037049570.1|BCOP
OG0003255	LOC6538988|XP_002099490.1|DYAK	LOC119068157|XP_037027529.1|BCOP
OG0003256	LOC6538275|XP_002098802.1|DYAK	LOC119067091|XP_037025745.1|BCOP
OG0003257	LOC6525032|XP_039226689.1|DYAK	LOC119068231|XP_037027635.1|BCOP
OG0003258	LOC6526130|XP_002101947.1|DYAK	LOC119068113|XP_037027454.1|BCOP
OG0003259	LOC6526233|XP_039233614.1|DYAK	LOC119067623|XP_037026610.1|BCOP
OG0003260	LOC6524949|XP_039226575.1|DYAK	LOC119068108|XP_037027444.1|BCOP
OG0003261	LOC6535272|XP_039231714.1|DYAK	LOC119069424|XP_037029370.1|BCOP
OG0003262	LOC26535446|XP_015047155.1|DYAK	LOC119069200|XP_037029056.1|BCOP
OG0003263	LOC6525242|XP_002101080.2|DYAK	LOC119076057|XP_037038588.1|BCOP
OG0003264	LOC6526208|XP_002102017.1|DYAK	LOC119068522|XP_037028025.1|BCOP
OG0003265	LOC6527556|XP_002088646.1|DYAK	LOC119077602|XP_037040710.1|BCOP
OG0003266	LOC6527109|XP_002088202.1|DYAK	LOC119067326|XP_037026127.1|BCOP
OG0003267	LOC6525850|XP_002101670.2|DYAK	LOC119070549|XP_037030839.1|BCOP
OG0003268	LOC6538127|XP_002098662.3|DYAK	LOC119082597|XP_037048045.1|BCOP
OG0003269	LOC6538014|XP_002098549.1|DYAK	LOC119082575|XP_037047998.1|BCOP
OG0003270	LOC6534141|XP_002094825.3|DYAK	LOC119080468|XP_037044745.1|BCOP
OG0003271	LOC6523735|XP_015046869.1|DYAK	LOC119079465|XP_037043287.1|BCOP
OG0003272	LOC6525783|XP_002101604.2|DYAK	LOC119067295|XP_037026081.1|BCOP, LOC119073067|XP_037034266.1|BCOP, LOC119082254|XP_037047609.1|BCOP
OG0003273	LOC6530085|XP_002091031.1|DYAK	LOC119080929|XP_037045447.1|BCOP
OG0003274	LOC6525939|XP_015046550.1|DYAK	LOC119070361|XP_037030551.1|BCOP
OG0003275	LOC6524281|XP_015045581.1|DYAK	LOC119075765|XP_037038200.1|BCOP
OG0003276	LOC6537032|XP_015048072.1|DYAK	LOC119067021|XP_037025645.1|BCOP
OG0003277	LOC6529351|XP_002090356.1|DYAK	LOC119068304|XP_037027740.1|BCOP, LOC119080993|XP_037045549.1|BCOP
OG0003278	LOC26535354|XP_015048664.1|DYAK	LOC119081068|XP_037045686.1|BCOP
OG0003279	LOC6524080|XP_002099944.1|DYAK	LOC119070135|XP_037030354.1|BCOP
OG0003280	LOC6536203|XP_002096794.2|DYAK	LOC119069508|XP_037029481.1|BCOP
OG0003281	LOC26534778|XP_039232780.1|DYAK	LOC119069351|XP_037029320.1|BCOP
OG0003282	LOC6524078|XP_039230591.1|DYAK	LOC119067261|XP_037026033.1|BCOP
OG0003283	LOC6529744|XP_002090734.2|DYAK	LOC119075666|XP_037038073.1|BCOP
OG0003284	LOC6525409|XP_002101244.1|DYAK	LOC119068071|XP_037027367.1|BCOP
OG0003285	LOC6538981|XP_015049151.1|DYAK	LOC119067489|XP_037026391.1|BCOP
OG0003286	LOC6538351|XP_002098876.1|DYAK	LOC119068181|XP_037027570.1|BCOP
OG0003287	LOC6533807|XP_002094508.1|DYAK	LOC119068744|XP_037028341.1|BCOP
OG0003288	LOC6537239|XP_015048219.1|DYAK	LOC119076126|XP_037038690.1|BCOP
OG0003289	LOC6531732|XP_002092522.1|DYAK	LOC119071317|XP_037032095.1|BCOP
OG0003290	LOC6535284|XP_002095940.1|DYAK	LOC119068288|XP_037027720.1|BCOP
OG0003291	LOC6534899|XP_015050915.1|DYAK	LOC119085704|XP_037052048.1|BCOP
OG0003292	LOC6524779|XP_039231743.1|DYAK	LOC119068997|XP_037028769.1|BCOP
OG0003293	LOC6524086|XP_002099950.1|DYAK	LOC119080482|XP_037044767.1|BCOP
OG0003294	LOC6531205|XP_002092033.1|DYAK	LOC119068117|XP_037027461.1|BCOP
OG0003295	LOC6526212|XP_002102021.2|DYAK	LOC119067199|XP_037025924.1|BCOP
OG0003296	LOC120321993|XP_039232410.1|DYAK	LOC119066247|XP_037024466.1|BCOP
OG0003297	LOC6536481|XP_015047751.1|DYAK	LOC119068010|XP_037027259.1|BCOP
OG0003298	LOC6525681|XP_002101503.1|DYAK	LOC119070324|XP_037030487.1|BCOP
OG0003299	LOC6537288|XP_002097846.3|DYAK	LOC119082136|XP_037047412.1|BCOP
OG0003300	LOC6537278|XP_002097836.1|DYAK	LOC119068445|XP_037027914.1|BCOP
OG0003301	LOC6531136|XP_002091970.1|DYAK	LOC119067020|XP_037025643.1|BCOP
OG0003302	LOC6526027|XP_002101844.1|DYAK	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP
OG0003303	LOC6530450|XP_015052673.1|DYAK	LOC119070017|XP_037030193.1|BCOP
OG0003304	LOC6537931|XP_002098471.1|DYAK	LOC119081837|XP_037046976.1|BCOP
OG0003305	LOC6525210|XP_002101048.3|DYAK	LOC119068046|XP_037027307.1|BCOP
OG0003306	LOC6528296|XP_002089349.1|DYAK	LOC119070284|XP_037030447.1|BCOP
OG0003307	LOC6524911|XP_015045948.1|DYAK	LOC119069088|XP_037028865.1|BCOP
OG0003308	LOC6526325|XP_002087447.1|DYAK	LOC119070069|XP_037030261.1|BCOP
OG0003309	LOC6526140|XP_002101954.1|DYAK	LOC119069883|XP_037029953.1|BCOP
OG0003310	LOC6524662|XP_002100519.1|DYAK	LOC119069879|XP_037029950.1|BCOP
OG0003311	LOC6536630|XP_002097202.1|DYAK	LOC119067476|XP_037026372.1|BCOP
OG0003312	LOC6537442|XP_002097998.1|DYAK	LOC119075699|XP_037038121.1|BCOP
OG0003313	LOC6523824|XP_002099699.1|DYAK	LOC119069265|XP_037029218.1|BCOP
OG0003314	LOC6531920|XP_002092706.1|DYAK	LOC119069187|XP_037029026.1|BCOP
OG0003315	LOC6525566|XP_002101401.1|DYAK	LOC119067682|XP_037026692.1|BCOP
OG0003316	LOC6538965|XP_002099468.1|DYAK	LOC119068020|XP_037027276.1|BCOP
OG0003317	LOC6537259|XP_002097817.1|DYAK	LOC119074280|XP_037036195.1|BCOP
OG0003318	LOC6536461|XP_039232537.1|DYAK	LOC119081069|XP_037045691.1|BCOP
OG0003319	LOC6535273|XP_002095929.2|DYAK	LOC119070455|XP_037030701.1|BCOP
OG0003320	LOC6538971|XP_039231900.1|DYAK	LOC119067520|XP_037026441.1|BCOP
OG0003321	LOC6538976|XP_015049150.1|DYAK	LOC119074152|XP_037036050.1|BCOP
OG0003322	LOC6538978|XP_002099481.1|DYAK	LOC119068187|XP_037027581.1|BCOP
OG0003323	LOC6523792|XP_002099667.1|DYAK	LOC119068650|XP_037028220.1|BCOP
OG0003324	LOC6523949|XP_015045389.1|DYAK	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP
OG0003325	LOC6535986|XP_039231952.1|DYAK	LOC119068693|XP_037028274.1|BCOP
OG0003326	LOC6525639|XP_002101461.1|DYAK	LOC119069900|XP_037030007.1|BCOP
OG0003327	LOC6523741|XP_039233003.1|DYAK	LOC119078462|XP_037041898.1|BCOP
OG0003328	LOC6539998|XP_039232795.1|DYAK, LOC6524457|XP_002100314.1|DYAK	LOC119082073|XP_037047308.1|BCOP
OG0003329	LOC6535826|XP_039232779.1|DYAK	LOC119071648|XP_037032505.1|BCOP
OG0003330	LOC6532558|XP_002093303.2|DYAK	LOC119079964|XP_037043973.1|BCOP
OG0003331	LOC6525618|XP_002101453.1|DYAK	LOC119068842|XP_037028544.1|BCOP
OG0003332	LOC6524966|XP_002100806.1|DYAK	LOC119068860|XP_037028591.1|BCOP
OG0003333	LOC6538933|XP_002099437.2|DYAK	LOC119070051|XP_037030236.1|BCOP
OG0003334	LOC6537540|XP_002098086.1|DYAK	LOC119069339|XP_037029305.1|BCOP
OG0003335	LOC6537306|XP_002097864.1|DYAK	LOC119066862|XP_037025429.1|BCOP
OG0003336	LOC6537690|XP_002098235.1|DYAK	LOC119068958|XP_037028721.1|BCOP
OG0003337	LOC6538083|XP_002098617.3|DYAK	LOC119076502|XP_037039178.1|BCOP
