Orthogroup	DYAK.longest_only	AAEG.longest_only
OG0004383	LOC6530337|XP_002091264.1|DYAK	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC6530335|XP_002091262.1|DYAK	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC6530235|XP_002091172.1|DYAK	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC6530193|XP_002091131.1|DYAK	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC6534020|XP_002094707.1|DYAK	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC6530161|XP_002091103.1|DYAK	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC6532906|XP_002093642.1|DYAK	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC6534557|XP_002095233.2|DYAK	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC6530913|XP_002091757.1|DYAK	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC6539532|XP_002086420.3|DYAK	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC6531051|XP_015052803.1|DYAK	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC6531390|XP_015051309.1|DYAK	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC6529911|XP_002090868.1|DYAK	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC6529083|XP_002090096.1|DYAK	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC6529989|XP_002090935.1|DYAK	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC6529990|XP_002090936.1|DYAK	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC6531516|XP_039228028.1|DYAK	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC6536254|XP_002096840.1|DYAK	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC6531897|XP_002092684.1|DYAK	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC6531894|XP_002092681.1|DYAK	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC6530398|XP_002091324.1|DYAK	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC6529076|XP_002090089.1|DYAK	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC6534827|XP_002095499.1|DYAK	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC6534025|XP_015050370.1|DYAK	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC6528663|XP_002089705.1|DYAK	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC6534012|XP_002094701.1|DYAK	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC6523722|XP_015046815.1|DYAK	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC6531261|XP_002092070.1|DYAK	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC6535139|XP_002095801.2|DYAK	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC6535138|XP_002095800.1|DYAK	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC6531914|XP_002092700.1|DYAK	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC6531975|XP_002092761.1|DYAK	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC6530473|XP_002091389.1|DYAK	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC6528421|XP_002089467.1|DYAK	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC6538663|XP_002099183.1|DYAK	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC6531073|XP_015051744.1|DYAK	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC6528647|XP_015053992.1|DYAK	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC6530069|XP_002091015.1|DYAK	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC6534265|XP_002094946.1|DYAK	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC6534326|XP_002095006.1|DYAK	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC6531693|XP_002092484.1|DYAK	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC6532036|XP_039228549.1|DYAK	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC6534775|XP_002095450.2|DYAK	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC6539740|XP_002086627.1|DYAK	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC6539527|XP_002086415.2|DYAK	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC6536987|XP_039232262.1|DYAK	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC6528143|XP_002089209.1|DYAK	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC6534130|XP_002094814.1|DYAK	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC6537684|XP_002098229.1|DYAK	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC6537685|XP_002098230.2|DYAK	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC6534593|XP_015050732.2|DYAK	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC6529991|XP_002090937.1|DYAK	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC6530931|XP_015052765.1|DYAK	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC6529874|XP_002090831.3|DYAK	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC6532173|XP_002092946.1|DYAK	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC6530339|XP_002091266.1|DYAK	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC6530393|XP_002091319.1|DYAK	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC6531262|XP_002092071.1|DYAK	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC6526482|XP_002087599.1|DYAK	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC6531658|XP_002092455.1|DYAK	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC6533868|XP_002094568.1|DYAK	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC6531346|XP_002092150.1|DYAK	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC6531983|XP_002092769.1|DYAK	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC6538961|XP_015049135.1|DYAK	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC6538753|XP_002099267.1|DYAK	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC6531251|XP_002092060.1|DYAK	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC26536417|XP_039229839.1|DYAK	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC6530148|XP_002091090.1|DYAK	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC6530137|XP_002091083.1|DYAK	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC6530928|XP_002091770.1|DYAK	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC6531135|XP_002091969.1|DYAK	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC6536749|XP_002097321.1|DYAK	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC6539609|XP_002086497.2|DYAK	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC6523803|XP_002099678.1|DYAK	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC6533742|XP_039229558.1|DYAK	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC6533770|XP_002094474.2|DYAK	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC6533932|XP_015050340.1|DYAK	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC6534337|XP_002095017.1|DYAK	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC6534471|XP_002095148.1|DYAK	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC6534995|XP_002095665.2|DYAK	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC6535182|XP_039230236.1|DYAK	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC6534029|XP_002094716.1|DYAK	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC6539669|XP_002086554.2|DYAK	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC6535001|XP_002095671.2|DYAK	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC26534720|XP_015045014.1|DYAK	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC6534847|XP_002095519.2|DYAK	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC6539582|XP_002086470.3|DYAK	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC6529557|XP_002090554.3|DYAK	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC6537702|XP_039231342.1|DYAK	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC6528798|XP_002089830.1|DYAK	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC26536250|XP_015052965.2|DYAK	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC6530201|XP_002091139.1|DYAK	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC6536894|XP_002097463.1|DYAK	LOC5566686|XP_001651093.2|AAEG
OG0004476	LOC6528131|XP_002089198.1|DYAK	LOC110679862|XP_021711515.1|AAEG
OG0004477	LOC6528549|XP_002089594.1|DYAK	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC6530392|XP_039228465.1|DYAK	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC6531930|XP_002092716.2|DYAK	LOC110681240|XP_021712701.1|AAEG
OG0004480	LOC6526167|XP_002101977.1|DYAK	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC6531133|XP_039228398.1|DYAK	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC6535216|XP_015051099.1|DYAK	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC6537353|XP_015048291.1|DYAK	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC6538195|XP_002098723.1|DYAK	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC6537603|XP_002098149.2|DYAK	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC6538366|XP_002098890.2|DYAK	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC6533748|XP_002094453.1|DYAK	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC6524991|XP_002100831.2|DYAK	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC6538615|XP_039231574.1|DYAK	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC6523756|XP_002099631.1|DYAK	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC6523734|XP_002099609.1|DYAK	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC6523727|XP_002099602.3|DYAK	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC6524701|XP_002100545.2|DYAK	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC6524501|XP_015045728.1|DYAK	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC6525241|XP_015046174.1|DYAK	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC6524902|XP_002100742.1|DYAK	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC6538073|XP_015048641.1|DYAK	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC6524885|XP_015045914.1|DYAK	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC6529089|XP_002090102.1|DYAK	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC6525265|XP_002101101.1|DYAK	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC6538983|XP_002099485.2|DYAK	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC6524376|XP_002100234.1|DYAK	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC6524644|XP_002100501.1|DYAK	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC6524179|XP_015045549.2|DYAK	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC6524373|XP_002100231.1|DYAK	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC6526089|XP_002101906.1|DYAK	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC6524099|XP_002099963.2|DYAK	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC6524973|XP_002100813.1|DYAK	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC6537746|XP_039232540.1|DYAK	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC6524812|XP_002100654.3|DYAK	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC6524562|XP_002100419.1|DYAK	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC6531385|XP_002092188.1|DYAK	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC6534449|XP_002095126.1|DYAK	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC6526096|XP_039230446.1|DYAK	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC6524079|XP_002099943.1|DYAK	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC6531878|XP_015051592.1|DYAK	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC6535803|XP_015047362.1|DYAK	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC6526042|XP_002101859.1|DYAK	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC6531147|XP_002091976.1|DYAK	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC6525218|XP_002101056.1|DYAK	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC6524171|XP_039227419.1|DYAK	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC6523800|XP_039233731.1|DYAK	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC6537725|XP_015048473.1|DYAK	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC6529986|XP_002090932.1|DYAK	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC6524478|XP_002100335.1|DYAK	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC6525205|XP_002101043.1|DYAK	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC6523826|XP_002099701.1|DYAK	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC6525367|XP_015046269.2|DYAK	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC6530815|XP_002091698.1|DYAK	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC6525752|XP_039232950.1|DYAK	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC6532682|XP_002093426.1|DYAK	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC6524361|XP_002100219.1|DYAK	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC6524360|XP_002100218.1|DYAK	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC6525861|XP_002101681.1|DYAK	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC6524286|XP_039230120.1|DYAK	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC6526222|XP_002102031.1|DYAK	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC6537933|XP_002098473.1|DYAK	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC6540146|XP_039233134.1|DYAK	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC6537289|XP_002097847.1|DYAK	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC6537792|XP_002098333.1|DYAK	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC6537176|XP_015048180.1|DYAK	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC6535747|XP_002096370.1|DYAK	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC6537265|XP_002097823.1|DYAK	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC6526026|XP_002101843.1|DYAK	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC6525358|XP_002101194.1|DYAK	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC6523931|XP_002099803.1|DYAK	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC6535290|XP_002095946.2|DYAK	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC6531440|XP_002092243.1|DYAK	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC6525798|XP_002101619.1|DYAK	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC6526823|XP_002087924.1|DYAK	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC6535593|XP_039231303.1|DYAK	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC6525507|XP_002101342.1|DYAK	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC6525508|XP_002101343.1|DYAK	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC6536206|XP_002096797.1|DYAK	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC6536988|XP_002097557.1|DYAK	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC6525059|XP_002100898.1|DYAK	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC6526711|XP_039226790.1|DYAK	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC6536950|XP_002097519.1|DYAK	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC6537198|XP_002097756.3|DYAK	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC6538950|XP_039231448.1|DYAK	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC6525897|XP_002101717.1|DYAK	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC6530454|XP_002091370.1|DYAK	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC6537976|XP_002098513.1|DYAK	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC6524187|XP_002100050.1|DYAK	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC6538977|XP_002099480.3|DYAK	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC6538979|XP_002099482.1|DYAK	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC6526217|XP_039227103.1|DYAK	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC6538005|XP_015048606.1|DYAK	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC6538009|XP_002098544.1|DYAK	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC6524715|XP_002100559.1|DYAK	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC6525521|XP_002101356.1|DYAK	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC6525296|XP_039232021.1|DYAK	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC6524823|XP_002100665.1|DYAK	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC6523798|XP_002099673.1|DYAK	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC6525721|XP_002101543.1|DYAK	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC6534428|XP_002095105.1|DYAK	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC6526742|XP_002087845.2|DYAK	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC6525550|XP_002101385.1|DYAK	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC6525542|XP_002101377.3|DYAK	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC6525990|XP_002101808.1|DYAK	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC6526327|XP_002087449.1|DYAK	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC6525221|XP_002101059.1|DYAK	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC6525919|XP_039232182.1|DYAK	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC6535738|XP_002096361.1|DYAK	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC6524298|XP_002100157.1|DYAK	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC6524987|XP_015046024.1|DYAK	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC6524965|XP_002100805.1|DYAK	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC6538912|XP_002099416.1|DYAK	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC6538888|XP_039231216.1|DYAK	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC6538889|XP_002099393.1|DYAK	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC6537196|XP_002097754.1|DYAK	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC6524638|XP_002100495.1|DYAK	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC6524293|XP_015045590.1|DYAK	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC6525229|XP_002101067.1|DYAK	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC6530312|XP_002091239.1|DYAK	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC6537776|XP_002098317.2|DYAK	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC6537689|XP_002098234.2|DYAK	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC6535654|XP_002096282.3|DYAK	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC6537381|XP_015048307.1|DYAK	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC6535551|XP_039231359.1|DYAK	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC6538018|XP_002098553.1|DYAK	LOC5576484|XP_021700664.1|AAEG
OG0004624	LOC6537470|XP_002098026.1|DYAK	LOC5579374|XP_001647679.1|AAEG
OG0004625	LOC6524785|XP_039226058.1|DYAK	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC6523829|XP_039233301.1|DYAK	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC6532908|XP_039230101.1|DYAK	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG
OG0004628	LOC6523947|XP_002099819.1|DYAK	LOC5566101|XP_021701666.1|AAEG
OG0004629	LOC6537277|XP_002097835.1|DYAK	LOC5578826|XP_021701851.1|AAEG
OG0004630	LOC6537981|XP_015048596.1|DYAK	LOC5578829|XP_021701956.1|AAEG
OG0004632	LOC120321732|XP_039231298.1|DYAK	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG
OG0004633	LOC6538021|XP_039231868.1|DYAK	LOC5578655|XP_021702447.1|AAEG
OG0004634	LOC6538033|XP_002098568.1|DYAK	LOC5567053|XP_001651445.1|AAEG
OG0004635	LOC6525935|XP_015046545.1|DYAK	LOC5579439|XP_021702564.1|AAEG
OG0004636	LOC6525859|XP_039233430.1|DYAK	LOC5576304|XP_021702660.1|AAEG
OG0004637	LOC6526243|XP_002099651.1|DYAK	LOC5566946|XP_021702766.1|AAEG
OG0004638	LOC6525865|XP_039226085.1|DYAK	LOC110676975|XP_021702833.1|AAEG
OG0004639	LOC6538312|XP_002098839.1|DYAK	LOC5576873|XP_001662971.1|AAEG
OG0004640	LOC6538314|XP_002098841.2|DYAK	LOC110677132|XP_021703586.1|AAEG
OG0004641	LOC6524589|XP_002100446.1|DYAK	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG
OG0004642	LOC6532530|XP_002093276.1|DYAK	LOC5564074|XP_001648356.2|AAEG
OG0004643	LOC6536286|XP_002096872.1|DYAK	LOC5564047|XP_001648357.1|AAEG
OG0004644	LOC6525194|XP_002101032.1|DYAK	LOC5564058|XP_001648358.1|AAEG
OG0004645	LOC6526321|XP_002087443.1|DYAK	LOC5564072|XP_001648359.1|AAEG
OG0004646	LOC6538962|XP_002099465.1|DYAK	LOC5564039|XP_001648362.2|AAEG
OG0004647	LOC6524810|XP_002100652.1|DYAK	LOC5564042|XP_021703902.1|AAEG
OG0004648	LOC6525821|XP_002101641.1|DYAK	LOC5564034|XP_001648370.1|AAEG
OG0004649	LOC6524774|XP_002100618.1|DYAK	LOC5564033|XP_001648388.2|AAEG
OG0004650	LOC6527244|XP_002088338.1|DYAK	LOC5571509|XP_001659760.2|AAEG
OG0004651	LOC6535432|XP_002096081.3|DYAK	LOC5563797|XP_021705176.1|AAEG
OG0004652	LOC6538204|XP_039231968.1|DYAK	LOC5565059|XP_001649413.2|AAEG
OG0004653	LOC6535122|XP_002095784.2|DYAK	LOC5565054|XP_001649408.2|AAEG
OG0004654	LOC6526522|XP_002087632.2|DYAK	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG
OG0004655	LOC6537957|XP_002098494.3|DYAK	LOC5565063|XP_001649395.2|AAEG
OG0004656	LOC6525781|XP_002101602.1|DYAK	LOC5565050|XP_001649392.1|AAEG
OG0004657	LOC120321926|XP_039232128.1|DYAK	LOC5565263|XP_001649611.2|AAEG
OG0004658	LOC6536508|XP_002097085.1|DYAK	LOC23687387|XP_021705930.1|AAEG
OG0004659	LOC6537876|XP_002098417.1|DYAK	LOC5576003|XP_021705972.1|AAEG
OG0004660	LOC6537723|XP_039231908.1|DYAK	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG
OG0004661	LOC6535430|XP_002096079.2|DYAK	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG
OG0004662	LOC6537027|XP_002097594.1|DYAK	LOC5570619|XP_021706383.1|AAEG
OG0004663	LOC6524150|XP_002100013.1|DYAK	LOC5570613|XP_021706431.1|AAEG
OG0004664	LOC6524149|XP_002100012.1|DYAK	LOC5570614|XP_001659213.2|AAEG
OG0004665	LOC6524287|XP_015045586.1|DYAK	LOC110678164|XP_021706480.1|AAEG
OG0004666	LOC6536429|XP_002097011.1|DYAK	LOC5569671|XP_021706516.1|AAEG
OG0004667	LOC6536434|XP_002097016.1|DYAK	LOC5569670|XP_001652933.1|AAEG
OG0004668	LOC6524815|XP_039229463.1|DYAK	LOC5566637|XP_021706641.1|AAEG
OG0004669	LOC6527012|XP_002088107.1|DYAK	LOC23687857|XP_021706703.1|AAEG
OG0004670	LOC6538456|XP_002098980.3|DYAK	LOC5577888|XP_021707313.1|AAEG
OG0004671	LOC6536831|XP_002097401.1|DYAK	LOC5577673|XP_001663450.2|AAEG
OG0004672	LOC6537285|XP_039231312.1|DYAK	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG
OG0004673	LOC6539048|XP_002099550.1|DYAK	LOC5565265|XP_021707970.1|AAEG
OG0004674	LOC6538241|XP_015048722.1|DYAK	LOC5580231|XP_001655929.1|AAEG
OG0004675	LOC6538245|XP_002098772.1|DYAK	LOC5579494|XP_021708351.1|AAEG
OG0004676	LOC6537562|XP_002098108.1|DYAK	LOC5578580|XP_001663971.1|AAEG
OG0004677	LOC6538791|XP_039232715.1|DYAK	LOC5568274|XP_021708900.1|AAEG
OG0004678	LOC6538792|XP_002099305.1|DYAK	LOC5575196|XP_021708925.1|AAEG
OG0004679	LOC6535642|XP_039231452.1|DYAK	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG
OG0004680	LOC6537456|XP_015048357.1|DYAK	LOC5574583|XP_021709444.1|AAEG
OG0004681	LOC6536213|XP_002096804.1|DYAK	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG
