Orthogroup	DYAK.longest_only	DFIC.longest_only
OG0005312	LOC6527447|XP_002088539.1|DYAK	LOC108100878|XP_017060461.1|DFIC
OG0005313	LOC6527991|XP_039227359.1|DYAK	LOC108089186|XP_017042812.1|DFIC
OG0005314	LOC6527335|XP_002088427.2|DYAK	LOC108093498|XP_017049077.1|DFIC
OG0005315	LOC6529594|XP_002090588.3|DYAK	LOC108096065|XP_017052914.1|DFIC
OG0005316	LOC6530772|XP_015052747.1|DYAK	LOC108094915|XP_017051250.1|DFIC
OG0005317	LOC6529522|XP_002090524.1|DYAK	LOC108098189|XP_017056413.1|DFIC
OG0005318	LOC6539232|XP_002086133.1|DYAK	LOC108100677|XP_017060185.1|DFIC
OG0005319	LOC6529030|XP_002090061.1|DYAK	LOC108101744|XP_017061694.1|DFIC
OG0005320	LOC6529791|XP_039229230.1|DYAK	LOC108098349|XP_017056680.1|DFIC
OG0005321	LOC6527212|XP_002088306.1|DYAK	LOC108100074|XP_017059299.1|DFIC
OG0005322	LOC6526476|XP_002087593.1|DYAK	LOC108094151|XP_017050077.1|DFIC
OG0005323	LOC6527832|XP_039226862.1|DYAK	LOC108093462|XP_017049025.1|DFIC
OG0005324	LOC6527902|XP_002088974.1|DYAK	LOC108101245|XP_017060988.1|DFIC
OG0005325	LOC26536232|XP_015054708.1|DYAK	LOC108092542|XP_017047662.1|DFIC
OG0005326	LOC6527903|XP_002088975.1|DYAK	LOC108101252|XP_017060997.1|DFIC
OG0005327	LOC6527815|XP_002088888.1|DYAK	LOC108098741|XP_017057362.1|DFIC
OG0005328	LOC6537457|XP_015048358.1|DYAK	LOC108092070|XP_017047027.1|DFIC
OG0005329	LOC6532628|XP_002093372.1|DYAK	LOC108093765|XP_017049526.1|DFIC
OG0005330	LOC6532629|XP_002093373.1|DYAK	LOC108093754|XP_017049515.1|DFIC
OG0005331	LOC6526589|XP_002087697.1|DYAK	LOC108092456|XP_017047532.1|DFIC
OG0005332	LOC6529859|XP_002090823.1|DYAK	LOC108089971|XP_017043962.1|DFIC
OG0005333	LOC6527367|XP_002088459.1|DYAK	LOC108094520|XP_017050611.1|DFIC
OG0005334	LOC6528036|XP_002089103.1|DYAK	LOC108089114|XP_017042714.1|DFIC
OG0005335	LOC6529993|XP_002090939.2|DYAK	LOC108087785|XP_017040805.1|DFIC
OG0005336	LOC6528820|XP_002089852.1|DYAK	LOC108090697|XP_017044972.1|DFIC
OG0005337	LOC6531265|XP_002092074.2|DYAK	LOC108093729|XP_017049472.1|DFIC
OG0005338	LOC6527970|XP_002089037.2|DYAK	LOC108089224|XP_017042869.1|DFIC, LOC108088278|XP_017041527.1|DFIC
OG0005339	LOC6527135|XP_002088229.1|DYAK	LOC108089111|XP_017042710.1|DFIC, LOC108089110|XP_017042709.1|DFIC
OG0005340	LOC6527949|XP_015053847.1|DYAK	LOC108089219|XP_017042863.1|DFIC
OG0005341	LOC6528622|XP_002089665.1|DYAK	LOC108090524|XP_017044731.1|DFIC
OG0005342	LOC6527301|XP_002088394.1|DYAK	LOC108102110|XP_017062263.1|DFIC
OG0005343	LOC6528431|XP_002089477.1|DYAK	LOC108094038|XP_017049960.1|DFIC
OG0005344	LOC6530194|XP_002091132.1|DYAK	LOC108087615|XP_017040546.1|DFIC
OG0005345	LOC6527082|XP_002088175.1|DYAK	LOC108094372|XP_017050406.1|DFIC
OG0005346	LOC6527006|XP_002088102.1|DYAK	LOC108088141|XP_017041295.1|DFIC
OG0005347	LOC6526800|XP_015053254.1|DYAK	LOC108091543|XP_017046297.1|DFIC
OG0005348	LOC6527999|XP_002089066.1|DYAK	LOC108089168|XP_017042788.1|DFIC
OG0005349	LOC6527990|XP_002089057.1|DYAK	LOC108089208|XP_017042847.1|DFIC
OG0005350	LOC6527248|XP_002088342.1|DYAK	LOC108100084|XP_017059316.1|DFIC
OG0005351	LOC6533395|XP_002094113.1|DYAK	LOC108096239|XP_017053153.1|DFIC
OG0005352	LOC6528039|XP_015053862.1|DYAK	LOC108089194|XP_017042823.1|DFIC
OG0005353	LOC6531139|XP_002091973.3|DYAK	LOC108093785|XP_017049553.1|DFIC
OG0005354	LOC6526645|XP_002087753.1|DYAK	LOC108092367|XP_017047393.1|DFIC
OG0005355	LOC6526280|XP_002087402.1|DYAK	LOC108091503|XP_017046233.1|DFIC
OG0005356	LOC6526282|XP_002087404.1|DYAK	LOC108091506|XP_017046236.1|DFIC
OG0005357	LOC6526906|XP_002088005.1|DYAK	LOC108100809|XP_017060364.1|DFIC
OG0005358	LOC6526993|XP_002088089.1|DYAK	LOC108102231|XP_017062448.1|DFIC
OG0005359	LOC6531740|XP_002092530.1|DYAK	LOC108096827|XP_017054220.1|DFIC
OG0005360	LOC6535022|XP_002095690.1|DYAK	LOC108088304|XP_017041522.1|DFIC
OG0005361	LOC6527193|XP_002088287.1|DYAK	LOC108100060|XP_017059284.1|DFIC
OG0005362	LOC6527973|XP_002089040.1|DYAK	LOC108089240|XP_017042890.1|DFIC
OG0005363	LOC6528120|XP_002089187.1|DYAK	LOC108094556|XP_017050653.1|DFIC
OG0005364	LOC6530721|XP_002091612.1|DYAK	LOC108095199|XP_017051695.1|DFIC
OG0005365	LOC6530316|XP_002091243.2|DYAK	LOC108089883|XP_017043834.1|DFIC
OG0005366	LOC6530315|XP_002091242.2|DYAK	LOC108089950|XP_017043929.1|DFIC
OG0005367	LOC6530313|XP_002091240.1|DYAK	LOC108089939|XP_017043917.1|DFIC
OG0005368	LOC6536341|XP_002096925.1|DYAK	LOC108099268|XP_017058132.1|DFIC
OG0005369	LOC6526448|XP_002087567.1|DYAK	LOC108094141|XP_017050062.1|DFIC
OG0005370	LOC6527237|XP_002088331.1|DYAK	LOC108100037|XP_017059250.1|DFIC
OG0005371	LOC6527235|XP_002088329.1|DYAK	LOC108100107|XP_017059344.1|DFIC
OG0005372	LOC6536433|XP_002097015.1|DYAK	LOC108098967|XP_017057672.1|DFIC
OG0005373	LOC6540057|XP_015044810.1|DYAK	LOC108101742|XP_017061696.1|DFIC
OG0005374	LOC6529520|XP_002090522.1|DYAK	LOC108098202|XP_017056428.1|DFIC
OG0005375	LOC6529521|XP_039229354.1|DYAK	LOC108098191|XP_017056415.1|DFIC
OG0005376	LOC6526374|XP_002087493.2|DYAK	LOC108101267|XP_017061042.1|DFIC
OG0005377	LOC6532408|XP_039230542.1|DYAK	LOC108100478|XP_017059899.1|DFIC
OG0005378	LOC6526423|XP_039226397.1|DYAK	LOC108095179|XP_017051642.1|DFIC
OG0005379	LOC6526521|XP_002087631.1|DYAK	LOC108092582|XP_017047716.1|DFIC
OG0005380	LOC6526411|XP_002087530.1|DYAK	LOC108101312|XP_017061102.1|DFIC
OG0005381	LOC6529554|XP_015052380.1|DYAK	LOC108101560|XP_017061454.1|DFIC, LOC108095077|XP_017051489.1|DFIC
OG0005382	LOC6529268|XP_015052273.1|DYAK	LOC108089823|XP_017043718.1|DFIC
OG0005383	LOC6534318|XP_039230655.1|DYAK	LOC108099842|XP_017058978.1|DFIC
OG0005384	LOC6537050|XP_002097615.1|DYAK	LOC108102240|XP_017062468.1|DFIC
OG0005385	LOC6530824|XP_002091707.1|DYAK	LOC108094899|XP_017051233.1|DFIC
OG0005386	LOC6531444|XP_039228332.1|DYAK	LOC108090533|XP_017044746.1|DFIC
OG0005387	LOC6537693|XP_015048468.1|DYAK	LOC108099394|XP_017058382.1|DFIC
OG0005388	LOC6528150|XP_002089216.1|DYAK	LOC108089854|XP_017043788.1|DFIC
OG0005389	LOC6527324|XP_039226431.1|DYAK	LOC108093490|XP_017049069.1|DFIC
OG0005390	LOC120320425|XP_015053062.1|DYAK	LOC108089864|XP_017043801.1|DFIC
OG0005391	LOC6527593|XP_039226880.1|DYAK	LOC108089866|XP_017043803.1|DFIC
OG0005392	LOC6529470|XP_002090472.1|DYAK	LOC108090609|XP_017044868.1|DFIC
OG0005393	LOC6536897|XP_002097466.1|DYAK	LOC108087194|XP_017039943.1|DFIC
OG0005394	LOC6529472|XP_002090474.1|DYAK	LOC108090613|XP_017044876.1|DFIC
OG0005395	LOC6529584|XP_002090578.1|DYAK	LOC108096054|XP_017052893.1|DFIC
OG0005396	LOC6527686|XP_002088771.1|DYAK	LOC108092654|XP_017047799.1|DFIC
OG0005397	LOC6527688|XP_002088772.1|DYAK	LOC108092655|XP_017047802.1|DFIC
OG0005398	LOC6535397|XP_002096047.1|DYAK	LOC108090153|XP_017044199.1|DFIC
OG0005399	LOC6528609|XP_002089652.3|DYAK	LOC108090568|XP_017044801.1|DFIC
OG0005400	LOC6528680|XP_015054307.1|DYAK	LOC108090551|XP_017044778.1|DFIC
OG0005401	LOC6527698|XP_002088782.1|DYAK	LOC108092767|XP_017047989.1|DFIC
OG0005402	LOC6527697|XP_002088781.1|DYAK	LOC108092737|XP_017047955.1|DFIC
OG0005403	LOC6527692|XP_002088776.1|DYAK	LOC108092749|XP_017047968.1|DFIC
OG0005404	LOC6527693|XP_002088777.1|DYAK	LOC108092750|XP_017047969.1|DFIC
OG0005405	LOC6531290|XP_002092094.1|DYAK	LOC108096822|XP_017054214.1|DFIC
OG0005406	LOC6531120|XP_002091954.1|DYAK	LOC108090498|XP_017044704.1|DFIC
OG0005407	LOC6531735|XP_002092525.1|DYAK	LOC108096819|XP_017054204.1|DFIC
OG0005408	LOC6527608|XP_002088696.1|DYAK	LOC108089833|XP_017043737.1|DFIC
OG0005409	LOC6526895|XP_002087994.1|DYAK	LOC108100825|XP_017060383.1|DFIC
OG0005410	LOC6527601|XP_002088689.2|DYAK	LOC108089840|XP_017043749.1|DFIC
OG0005411	LOC6530118|XP_002091064.1|DYAK	LOC108086663|XP_017039135.1|DFIC
OG0005412	LOC6530108|XP_002091054.1|DYAK	LOC108086746|XP_017039275.1|DFIC
OG0005413	LOC6530033|XP_002090979.1|DYAK	LOC108096639|XP_017053886.1|DFIC
OG0005414	LOC6525012|XP_002100851.1|DYAK	LOC108091119|XP_017045636.1|DFIC
OG0005415	LOC6523983|XP_002099855.1|DYAK	LOC108098025|XP_017056166.1|DFIC
OG0005416	LOC6528441|XP_002089487.1|DYAK	LOC108093834|XP_017049654.1|DFIC
OG0005417	LOC6529454|XP_002090456.1|DYAK	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC
OG0005418	LOC6530328|XP_002091255.1|DYAK	LOC108089876|XP_017043821.1|DFIC
OG0005419	LOC6528053|XP_002089120.1|DYAK	LOC108089234|XP_017042883.1|DFIC
OG0005420	LOC6527023|XP_039226687.1|DYAK	LOC108088202|XP_017041391.1|DFIC
OG0005421	LOC6527340|XP_002088432.1|DYAK	LOC108093473|XP_017049048.1|DFIC
OG0005422	LOC6525855|XP_002101675.1|DYAK	LOC108087592|XP_017040513.1|DFIC
OG0005423	LOC6527865|XP_002088937.1|DYAK	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC
OG0005424	LOC6530742|XP_002091632.2|DYAK	LOC108095162|XP_017051609.1|DFIC
OG0005425	LOC6524931|XP_002100771.1|DYAK	LOC108102146|XP_017062309.1|DFIC
OG0005426	LOC6528732|XP_002089767.1|DYAK	LOC108090399|XP_017044535.1|DFIC
OG0005427	LOC6529668|XP_002090661.1|DYAK	LOC108101159|XP_017060871.1|DFIC
OG0005428	LOC6527111|XP_039227341.1|DYAK	LOC108093002|XP_017048390.1|DFIC
OG0005429	LOC6527091|XP_039226593.1|DYAK	LOC108094383|XP_017050433.1|DFIC
OG0005430	LOC6527090|XP_002088183.1|DYAK	LOC108094384|XP_017050434.1|DFIC
OG0005431	LOC6529188|XP_002090195.1|DYAK	LOC108094388|XP_017050442.1|DFIC
OG0005432	LOC6539233|XP_002086130.1|DYAK	LOC108101724|XP_017061665.1|DFIC
OG0005433	LOC6531656|XP_002092453.1|DYAK	LOC108093641|XP_017049288.1|DFIC
OG0005434	LOC6529172|XP_039229129.1|DYAK	LOC108100814|XP_017060374.1|DFIC
OG0005435	LOC6536040|XP_002096654.1|DYAK	LOC108101725|XP_017061666.1|DFIC
OG0005436	LOC6529157|XP_002090165.1|DYAK	LOC108100876|XP_017060464.1|DFIC
OG0005437	LOC6536677|XP_002097250.1|DYAK	LOC108097939|XP_017056023.1|DFIC
OG0005438	LOC6526363|XP_002087484.1|DYAK	LOC108091486|XP_017046196.1|DFIC
OG0005439	LOC6536953|XP_002097522.1|DYAK	LOC108091648|XP_017046441.1|DFIC
OG0005440	LOC6526774|XP_039226363.1|DYAK	LOC108092451|XP_017047525.1|DFIC
OG0005441	LOC6527421|XP_002088513.2|DYAK	LOC108092275|XP_017047299.1|DFIC
OG0005442	LOC6529643|XP_002090637.1|DYAK	LOC108101155|XP_017060866.1|DFIC
OG0005443	LOC6528014|XP_002089081.1|DYAK	LOC108089232|XP_017042878.1|DFIC
OG0005444	LOC6526295|XP_002087417.1|DYAK	LOC108091468|XP_017046175.1|DFIC
OG0005445	LOC6527172|XP_039227160.1|DYAK	LOC108100015|XP_017059211.1|DFIC
OG0005446	LOC6527641|XP_002088729.2|DYAK	LOC108100841|XP_017060404.1|DFIC
OG0005447	LOC6527617|XP_002088705.1|DYAK	LOC108089786|XP_017043670.1|DFIC
OG0005448	LOC6530508|XP_002091423.1|DYAK	LOC108101836|XP_017061839.1|DFIC
OG0005449	LOC6524897|XP_002100737.1|DYAK	LOC108094657|XP_017050856.1|DFIC
OG0005450	LOC6538167|XP_002098695.1|DYAK	LOC108102289|XP_017062530.1|DFIC
OG0005451	LOC6529427|XP_002090431.1|DYAK	LOC108095087|XP_017051508.1|DFIC
OG0005452	LOC6531733|XP_015051532.1|DYAK	LOC108096818|XP_017054200.1|DFIC
OG0005453	LOC6536309|XP_002096893.1|DYAK	LOC108099506|XP_017058558.1|DFIC
OG0005454	LOC6527383|XP_002088475.2|DYAK	LOC108094507|XP_017050596.1|DFIC
OG0005455	LOC6532079|XP_002092856.1|DYAK	LOC108101789|XP_017061754.1|DFIC
OG0005456	LOC6529678|XP_002090671.1|DYAK	LOC108101170|XP_017060887.1|DFIC
OG0005457	LOC6529676|XP_002090669.1|DYAK	LOC108101244|XP_017060987.1|DFIC
OG0005458	LOC6526444|XP_015053328.1|DYAK	LOC108094167|XP_017050108.1|DFIC
OG0005459	LOC6527621|XP_002088709.1|DYAK	LOC108089917|XP_017043887.1|DFIC
OG0005460	LOC6528148|XP_002089214.1|DYAK	LOC108089847|XP_017043781.1|DFIC
OG0005461	LOC6529663|XP_002090656.1|DYAK	LOC108101206|XP_017060944.1|DFIC
OG0005462	LOC6529661|XP_002090654.1|DYAK	LOC108101213|XP_017060951.1|DFIC
OG0005463	LOC6534117|XP_002094801.1|DYAK	LOC108087456|XP_017040308.1|DFIC
OG0005464	LOC6529664|XP_002090657.1|DYAK	LOC108101157|XP_017060868.1|DFIC
OG0005465	LOC6529675|XP_002090668.1|DYAK	LOC108101176|XP_017060895.1|DFIC
OG0005466	LOC6529677|XP_002090670.1|DYAK	LOC108101167|XP_017060885.1|DFIC
OG0005467	LOC6537791|XP_002098332.1|DYAK	LOC108095976|XP_017052809.1|DFIC
OG0005468	LOC6527670|XP_002088756.1|DYAK	LOC108092690|XP_017047888.1|DFIC
OG0005469	LOC6527709|XP_002088793.1|DYAK	LOC108100995|XP_017060649.1|DFIC
OG0005470	LOC6527711|XP_002088795.1|DYAK	LOC108100966|XP_017060606.1|DFIC
OG0005471	LOC6529505|XP_039227965.1|DYAK	LOC108098256|XP_017056542.1|DFIC
OG0005472	LOC6529506|XP_039227807.1|DYAK	LOC108098249|XP_017056529.1|DFIC
OG0005473	LOC6528142|XP_002089208.1|DYAK	LOC108089965|XP_017043949.1|DFIC
OG0005474	LOC6527355|XP_002088447.1|DYAK	LOC108093506|XP_017049084.1|DFIC
OG0005475	LOC6527354|XP_002088446.1|DYAK	LOC108093505|XP_017049083.1|DFIC
OG0005476	LOC6528498|XP_002089544.2|DYAK	LOC108101509|XP_017061359.1|DFIC
OG0005477	LOC6533676|XP_002094382.1|DYAK	LOC108100533|XP_017059983.1|DFIC
OG0005478	LOC6526824|XP_002087925.1|DYAK	LOC108101275|XP_017061052.1|DFIC
OG0005479	LOC6526825|XP_002087926.1|DYAK	LOC108101274|XP_017061051.1|DFIC
OG0005480	LOC6526826|XP_002087927.1|DYAK	LOC108101276|XP_017061055.1|DFIC
OG0005481	LOC6526735|XP_002087838.1|DYAK	LOC108092502|XP_017047603.1|DFIC
OG0005482	LOC6526733|XP_039226369.1|DYAK	LOC108092495|XP_017047586.1|DFIC
OG0005483	LOC6537181|XP_002097739.2|DYAK	LOC108097561|XP_017055434.1|DFIC
OG0005484	LOC6529003|XP_002090035.1|DYAK	LOC108098428|XP_017056808.1|DFIC, LOC108090722|XP_017045061.1|DFIC
OG0005485	LOC6529971|XP_039228017.1|DYAK	LOC108087859|XP_017040930.1|DFIC
OG0005486	LOC6528671|XP_002089713.1|DYAK	LOC108090537|XP_017044759.1|DFIC
OG0005487	LOC6526660|XP_002087768.1|DYAK	LOC108092546|XP_017047669.1|DFIC
OG0005488	LOC6526658|XP_002087766.1|DYAK	LOC108092525|XP_017047637.1|DFIC
OG0005489	LOC6526378|XP_002087497.1|DYAK	LOC108101314|XP_017061104.1|DFIC
OG0005490	LOC6526377|XP_002087496.1|DYAK	LOC108101328|XP_017061126.1|DFIC
OG0005491	LOC6526468|XP_039227456.1|DYAK	LOC108094137|XP_017050047.1|DFIC
OG0005492	LOC6526475|XP_002087592.1|DYAK	LOC108094154|XP_017050083.1|DFIC
OG0005493	LOC6529757|XP_002090747.1|DYAK	LOC108098307|XP_017056608.1|DFIC
OG0005494	LOC6532108|XP_002092884.1|DYAK	LOC108090784|XP_017045119.1|DFIC
OG0005495	LOC6532152|XP_002092928.1|DYAK	LOC108090789|XP_017045125.1|DFIC
OG0005496	LOC6535855|XP_015047400.1|DYAK	LOC108093321|XP_017048799.1|DFIC
OG0005497	LOC6529797|XP_002090781.3|DYAK	LOC108098376|XP_017056725.1|DFIC
OG0005498	LOC6529798|XP_002090782.2|DYAK	LOC108098377|XP_017056727.1|DFIC
OG0005499	LOC6529794|XP_002090778.1|DYAK	LOC108098333|XP_017056655.1|DFIC
OG0005500	LOC6529795|XP_002090779.1|DYAK	LOC108098335|XP_017056657.1|DFIC
OG0005501	LOC6529658|XP_002090651.1|DYAK	LOC108101224|XP_017060962.1|DFIC
OG0005502	LOC6529659|XP_002090652.1|DYAK	LOC108101226|XP_017060963.1|DFIC
OG0005503	LOC6527256|XP_039227719.1|DYAK	LOC108100032|XP_017059239.1|DFIC
OG0005504	LOC6526440|XP_002087559.1|DYAK	LOC108094164|XP_017050105.1|DFIC
OG0005506	LOC6530329|XP_002091256.2|DYAK	LOC108089875|XP_017043818.1|DFIC
OG0005507	LOC6526273|XP_002087395.1|DYAK	LOC108091424|XP_017046104.1|DFIC
OG0005508	LOC6527200|XP_002088294.1|DYAK	LOC108100093|XP_017059326.1|DFIC
OG0005509	LOC6526557|XP_002087667.1|DYAK	LOC108092381|XP_017047415.1|DFIC
OG0005510	LOC6528181|XP_002089244.2|DYAK	LOC108098338|XP_017056667.1|DFIC
OG0005511	LOC6523809|XP_002099684.1|DYAK	LOC108092842|XP_017048137.1|DFIC
OG0005512	LOC6537767|XP_002098308.1|DYAK	LOC108099603|XP_017058710.1|DFIC
OG0005513	LOC6524753|XP_002100597.1|DYAK	LOC108101677|XP_017061590.1|DFIC
OG0005514	LOC6537692|XP_002098237.1|DYAK	LOC108099369|XP_017058351.1|DFIC
OG0005515	LOC6530073|XP_039228581.1|DYAK	LOC108096775|XP_017054140.1|DFIC
OG0005516	LOC6528033|XP_002089100.1|DYAK	LOC108089279|XP_017042947.1|DFIC
OG0005517	LOC6527666|XP_039227670.1|DYAK	LOC108092698|XP_017047899.1|DFIC, LOC108093678|XP_017049774.1|DFIC
OG0005518	LOC6529611|XP_002090605.2|DYAK	LOC108096090|XP_017052947.1|DFIC
OG0005519	LOC6530178|XP_002091118.1|DYAK	LOC108087721|XP_017040731.1|DFIC
OG0005520	LOC6527187|XP_002088281.1|DYAK	LOC108100066|XP_017059290.1|DFIC
OG0005521	LOC6527185|XP_002088279.1|DYAK	LOC108100051|XP_017059273.1|DFIC
OG0005522	LOC6533691|XP_002094396.1|DYAK	LOC108100146|XP_017059389.1|DFIC
OG0005523	LOC6529250|XP_002090255.2|DYAK	LOC108089977|XP_017043967.1|DFIC
OG0005524	LOC6526987|XP_002088083.1|DYAK	LOC108100073|XP_017059297.1|DFIC
OG0005525	LOC6527908|XP_002088980.2|DYAK	LOC108101182|XP_017060907.1|DFIC
OG0005526	LOC6528011|XP_002089078.1|DYAK	LOC108089272|XP_017042934.1|DFIC
OG0005527	LOC6523770|XP_039232964.1|DYAK	LOC108101975|XP_017062058.1|DFIC
OG0005528	LOC6526944|XP_039226402.1|DYAK	LOC108100899|XP_017060497.1|DFIC
OG0005529	LOC6529225|XP_015052210.1|DYAK	LOC108093415|XP_017048947.1|DFIC
OG0005530	LOC6526635|XP_015053298.1|DYAK	LOC108092575|XP_017047706.1|DFIC
OG0005531	LOC6534663|XP_002095338.1|DYAK	LOC108093121|XP_017048554.1|DFIC
OG0005532	LOC6526252|XP_039226604.1|DYAK	LOC108091509|XP_017046243.1|DFIC
OG0005533	LOC6526611|XP_002087719.1|DYAK	LOC108092466|XP_017047544.1|DFIC
OG0005534	LOC6532332|XP_002093092.2|DYAK	LOC108100615|XP_017060095.1|DFIC
OG0005535	LOC6526504|XP_002087615.1|DYAK	LOC108092404|XP_017047455.1|DFIC
OG0005536	LOC6529496|XP_015052141.1|DYAK	LOC108098266|XP_017056553.1|DFIC
OG0005537	LOC6527444|XP_002088536.1|DYAK	LOC108100890|XP_017060488.1|DFIC
OG0005538	LOC6529575|XP_002090572.1|DYAK	LOC108095916|XP_017052737.1|DFIC, LOC108096085|XP_017052940.1|DFIC
OG0005539	LOC6529635|XP_002090629.1|DYAK	LOC108101240|XP_017060983.1|DFIC
OG0005540	LOC6526338|XP_002087460.2|DYAK	LOC108091533|XP_017046288.1|DFIC
OG0005541	LOC6526270|XP_002087392.1|DYAK	LOC108091546|XP_017046305.1|DFIC
OG0005542	LOC6532812|XP_039230771.1|DYAK	LOC108099126|XP_017057952.1|DFIC
OG0005543	LOC6529709|XP_002090702.1|DYAK	LOC108086323|XP_017038713.1|DFIC, LOC108094461|XP_017050530.1|DFIC
OG0005544	LOC6526315|XP_002087437.3|DYAK	LOC108091494|XP_017046208.1|DFIC
OG0005545	LOC6527259|XP_002088353.1|DYAK	LOC108098708|XP_017057310.1|DFIC
OG0005546	LOC6529251|XP_015052266.1|DYAK	LOC108089931|XP_017043907.1|DFIC
OG0005547	LOC6527689|XP_002088773.3|DYAK	LOC108092769|XP_017047992.1|DFIC
OG0005548	LOC6527694|XP_002088778.1|DYAK	LOC108092696|XP_017047896.1|DFIC
OG0005549	LOC6527696|XP_002088780.1|DYAK	LOC108092738|XP_017047956.1|DFIC
OG0005550	LOC6528166|XP_015053887.1|DYAK	LOC108089922|XP_017043892.1|DFIC
OG0005551	LOC6531013|XP_002091850.1|DYAK	LOC108095235|XP_017051751.1|DFIC
OG0005552	LOC6531014|XP_002091851.1|DYAK	LOC108095218|XP_017051723.1|DFIC
OG0005553	LOC6526441|XP_002087560.1|DYAK	LOC108094111|XP_017050021.1|DFIC
OG0005554	LOC6526806|XP_015053460.1|DYAK	LOC108091500|XP_017046231.1|DFIC
OG0005555	LOC6526803|XP_002087905.1|DYAK	LOC108091523|XP_017046273.1|DFIC
OG0005556	LOC6526802|XP_002087904.1|DYAK	LOC108091522|XP_017046272.1|DFIC
OG0005557	LOC6529526|XP_002090528.1|DYAK	LOC108098198|XP_017056425.1|DFIC
OG0005558	LOC6525993|XP_039228117.1|DYAK	LOC108097662|XP_017055589.1|DFIC
OG0005559	LOC6529870|XP_002090827.1|DYAK	LOC108089898|XP_017043861.1|DFIC
OG0005560	LOC6529528|XP_002090530.1|DYAK	LOC108098193|XP_017056418.1|DFIC
OG0005561	LOC6525287|XP_002101123.1|DYAK	LOC108094639|XP_017050828.1|DFIC
OG0005562	LOC6526869|XP_039226354.1|DYAK	LOC108089901|XP_017043864.1|DFIC
OG0005563	LOC6523761|XP_039232908.1|DYAK	LOC108095013|XP_017051345.1|DFIC
OG0005564	LOC6528001|XP_002089068.1|DYAK	LOC108089158|XP_017042771.1|DFIC
OG0005565	LOC6529468|XP_002090470.1|DYAK	LOC108090604|XP_017044864.1|DFIC
OG0005566	LOC6529469|XP_002090471.1|DYAK	LOC108090605|XP_017044865.1|DFIC
OG0005567	LOC6538664|XP_002099184.1|DYAK	LOC108099618|XP_017058729.1|DFIC
OG0005568	LOC6527611|XP_002088699.1|DYAK	LOC108089825|XP_017043727.1|DFIC
OG0005569	LOC6526516|XP_015053314.1|DYAK	LOC108092541|XP_017047658.1|DFIC
OG0005570	LOC6526379|XP_002087498.2|DYAK	LOC108101313|XP_017061103.1|DFIC
OG0005571	LOC6531784|XP_002092571.3|DYAK	LOC108096708|XP_017054030.1|DFIC
OG0005572	LOC6530647|XP_015052731.1|DYAK	LOC108087812|XP_017040863.1|DFIC
OG0005573	LOC6538510|XP_002099032.1|DYAK	LOC108095850|XP_017052637.1|DFIC
OG0005574	LOC6528449|XP_002089495.1|DYAK	LOC108093763|XP_017049521.1|DFIC
OG0005575	LOC6536496|XP_002097074.1|DYAK	LOC108087186|XP_017039932.1|DFIC
OG0005576	LOC6531473|XP_002092272.1|DYAK	LOC108093748|XP_017049504.1|DFIC
OG0005577	LOC6534457|XP_002095134.1|DYAK	LOC108096440|XP_017053525.1|DFIC
OG0005578	LOC6539731|XP_039230418.1|DYAK	LOC108100487|XP_017059910.1|DFIC
OG0005579	LOC26534813|XP_015050849.1|DYAK	LOC108100488|XP_017059911.1|DFIC
OG0005580	LOC6532613|XP_002093357.1|DYAK	LOC108096248|XP_017053180.1|DFIC
OG0005581	LOC6523998|XP_039227803.1|DYAK	LOC108096997|XP_017054474.1|DFIC
OG0005582	LOC6535111|XP_002095774.2|DYAK	LOC108088886|XP_017042373.1|DFIC
OG0005583	LOC6532713|XP_002093455.1|DYAK	LOC108089063|XP_017042661.1|DFIC
OG0005584	LOC6527126|XP_002088220.3|DYAK	LOC108093437|XP_017048990.1|DFIC
OG0005585	LOC6536080|XP_002096690.3|DYAK	LOC108098546|XP_017057036.1|DFIC
OG0005586	LOC6537476|XP_039231796.1|DYAK	LOC108090233|XP_017044320.1|DFIC
OG0005587	LOC6527215|XP_002088309.1|DYAK	LOC108100027|XP_017059232.1|DFIC
OG0005588	LOC26534913|XP_039229377.1|DYAK	LOC108089517|XP_017043331.1|DFIC
OG0005589	LOC6536304|XP_002096888.1|DYAK	LOC108099523|XP_017058579.1|DFIC
OG0005590	LOC6528318|XP_002089371.1|DYAK	LOC108094329|XP_017050368.1|DFIC
OG0005591	LOC6524648|XP_002100505.2|DYAK	LOC108097709|XP_017055686.1|DFIC
OG0005592	LOC6536702|XP_015047902.1|DYAK	LOC108087024|XP_017039681.1|DFIC
OG0005593	LOC6532476|XP_002093222.1|DYAK	LOC108100613|XP_017060092.1|DFIC
OG0005594	LOC6533267|XP_002093993.1|DYAK	LOC108089509|XP_017043317.1|DFIC
OG0005595	LOC6533266|XP_002093992.2|DYAK	LOC108089508|XP_017043315.1|DFIC
OG0005596	LOC6532449|XP_002093196.3|DYAK	LOC108100279|XP_017059554.1|DFIC
OG0005597	LOC6536182|XP_015047601.1|DYAK	LOC108099471|XP_017058513.1|DFIC
OG0005598	LOC6537984|XP_002098521.1|DYAK	LOC108088494|XP_017041808.1|DFIC
OG0005599	LOC6530648|XP_002091546.2|DYAK	LOC108087811|XP_017040861.1|DFIC
