Orthogroup	DYAK.longest_only	DNOV.longest_only
OG0005554	LOC6526806|XP_015053460.1|DYAK	LOC115765479|XP_030564926.1|DNOV
OG0005555	LOC6526803|XP_002087905.1|DYAK	LOC115765578|XP_030565086.1|DNOV
OG0005556	LOC6526802|XP_002087904.1|DYAK	LOC115765576|XP_030565085.1|DNOV
OG0005557	LOC6529526|XP_002090528.1|DYAK	LOC115758652|XP_030555249.1|DNOV
OG0005558	LOC6525993|XP_039228117.1|DYAK	LOC115765489|XP_030564945.1|DNOV
OG0005559	LOC6529870|XP_002090827.1|DYAK	LOC115762982|XP_030561224.1|DNOV
OG0005560	LOC6529528|XP_002090530.1|DYAK	LOC115758651|XP_030555246.1|DNOV
OG0005561	LOC6525287|XP_002101123.1|DYAK	LOC115764237|XP_030563011.1|DNOV
OG0005562	LOC6526869|XP_039226354.1|DYAK	LOC115768540|XP_030569001.1|DNOV
OG0005563	LOC6523761|XP_039232908.1|DYAK	LOC115766774|XP_030566646.1|DNOV
OG0005564	LOC6528001|XP_002089068.1|DYAK	LOC115760267|XP_030557397.1|DNOV
OG0005565	LOC6529468|XP_002090470.1|DYAK	LOC115765464|XP_030564902.1|DNOV
OG0005566	LOC6529469|XP_002090471.1|DYAK	LOC115765465|XP_030564903.1|DNOV
OG0005567	LOC6538664|XP_002099184.1|DYAK	LOC115762019|XP_030559946.1|DNOV
OG0005568	LOC6527611|XP_002088699.1|DYAK	LOC115765574|XP_030565083.1|DNOV
OG0005569	LOC6526516|XP_015053314.1|DYAK	LOC115759031|XP_030555707.1|DNOV
OG0005570	LOC6526379|XP_002087498.2|DYAK	LOC115765968|XP_030565581.1|DNOV
OG0005571	LOC6531784|XP_002092571.3|DYAK	LOC115766571|XP_030566414.1|DNOV
OG0005572	LOC6530647|XP_015052731.1|DYAK	LOC115760601|XP_030557901.1|DNOV
OG0005573	LOC6538510|XP_002099032.1|DYAK	LOC115766179|XP_030565881.1|DNOV
OG0005574	LOC6528449|XP_002089495.1|DYAK	LOC115759061|XP_030555752.1|DNOV
OG0005575	LOC6536496|XP_002097074.1|DYAK	LOC115761827|XP_030559629.1|DNOV
OG0005576	LOC6531473|XP_002092272.1|DYAK	LOC115764017|XP_030562710.1|DNOV
OG0005577	LOC6534457|XP_002095134.1|DYAK	LOC115770242|XP_030571309.1|DNOV, LOC115758482|XP_030555396.1|DNOV
OG0005578	LOC6539731|XP_039230418.1|DYAK	LOC115770310|XP_030571404.1|DNOV
OG0005579	LOC26534813|XP_015050849.1|DYAK	LOC115770157|XP_030571169.1|DNOV
OG0005580	LOC6532613|XP_002093357.1|DYAK	LOC115762691|XP_030560873.1|DNOV
OG0005581	LOC6523998|XP_039227803.1|DYAK	LOC115767588|XP_030567734.1|DNOV
OG0005582	LOC6535111|XP_002095774.2|DYAK	LOC115769346|XP_030569974.1|DNOV
OG0005583	LOC6532713|XP_002093455.1|DYAK	LOC115771030|XP_030572425.1|DNOV
OG0005584	LOC6527126|XP_002088220.3|DYAK	LOC115758548|XP_030555104.1|DNOV
OG0005585	LOC6536080|XP_002096690.3|DYAK	LOC115759486|XP_030556282.1|DNOV
OG0005586	LOC6537476|XP_039231796.1|DYAK	LOC115759412|XP_030556162.1|DNOV
OG0005587	LOC6527215|XP_002088309.1|DYAK	LOC115757841|XP_030554133.1|DNOV
OG0005588	LOC26534913|XP_039229377.1|DYAK	LOC115770096|XP_030571065.1|DNOV
OG0005589	LOC6536304|XP_002096888.1|DYAK	LOC115766124|XP_030565805.1|DNOV
OG0005590	LOC6528318|XP_002089371.1|DYAK	LOC115762813|XP_030561034.1|DNOV
OG0005591	LOC6524648|XP_002100505.2|DYAK	LOC115766282|XP_030566010.1|DNOV
OG0005592	LOC6536702|XP_015047902.1|DYAK	LOC115765670|XP_030565193.1|DNOV
OG0005593	LOC6532476|XP_002093222.1|DYAK	LOC115769905|XP_030570786.1|DNOV
OG0005594	LOC6533267|XP_002093993.1|DYAK	LOC115769985|XP_030570908.1|DNOV
OG0005595	LOC6533266|XP_002093992.2|DYAK	LOC115769984|XP_030570905.1|DNOV
OG0005596	LOC6532449|XP_002093196.3|DYAK	LOC115767139|XP_030567164.1|DNOV
OG0005597	LOC6536182|XP_015047601.1|DYAK	LOC115757757|XP_030554026.1|DNOV
OG0005598	LOC6537984|XP_002098521.1|DYAK	LOC115764863|XP_030564000.1|DNOV
OG0005599	LOC6530648|XP_002091546.2|DYAK	LOC115760597|XP_030557891.1|DNOV
OG0005600	LOC6536227|XP_002096818.1|DYAK	LOC115766220|XP_030565934.1|DNOV
OG0005601	LOC6525139|XP_002100977.1|DYAK	LOC115768771|XP_030569321.1|DNOV
OG0005602	LOC6538414|XP_002098938.1|DYAK	LOC115765601|XP_030565114.1|DNOV
OG0005603	LOC6530494|XP_002091409.1|DYAK	LOC115764212|XP_030562966.1|DNOV
OG0005604	LOC6530491|XP_002091406.3|DYAK	LOC115764528|XP_030563490.1|DNOV
OG0005605	LOC6530146|XP_015051988.1|DYAK	LOC115764577|XP_030563584.1|DNOV
OG0005606	LOC6527347|XP_002088439.1|DYAK	LOC115759286|XP_030556048.1|DNOV
OG0005607	LOC6536638|XP_002097210.1|DYAK	LOC115770648|XP_030571870.1|DNOV
OG0005608	LOC6536635|XP_002097207.1|DYAK	LOC115770838|XP_030572132.1|DNOV
OG0005609	LOC6532777|XP_015049601.1|DYAK	LOC115769375|XP_030570019.1|DNOV
OG0005610	LOC6533414|XP_002094132.1|DYAK	LOC115762563|XP_030560707.1|DNOV
OG0005611	LOC6532818|XP_002093555.2|DYAK	LOC115771175|XP_030572618.1|DNOV
OG0005612	LOC6536747|XP_002097319.1|DYAK	LOC115761859|XP_030559712.1|DNOV
OG0005613	LOC6537040|XP_002097607.1|DYAK	LOC115770644|XP_030571866.1|DNOV
OG0005614	LOC6535408|XP_002096057.2|DYAK	LOC115767894|XP_030568123.1|DNOV
OG0005615	LOC6539016|XP_002099518.1|DYAK	LOC115757729|XP_030553964.1|DNOV
OG0005616	LOC6537206|XP_002097764.1|DYAK	LOC115766191|XP_030565894.1|DNOV
OG0005617	LOC6537617|XP_002098163.3|DYAK	LOC115764676|XP_030563724.1|DNOV
OG0005618	LOC6530208|XP_002091146.1|DYAK	LOC115762048|XP_030559985.1|DNOV
OG0005619	LOC6535588|XP_002096216.1|DYAK	LOC115761770|XP_030559559.1|DNOV
OG0005620	LOC6526048|XP_015046612.1|DYAK	LOC115771367|XP_030572911.1|DNOV
OG0005621	LOC6524022|XP_002099894.3|DYAK, LOC120320534|XP_039226314.1|DYAK	LOC115766446|XP_030566233.1|DNOV
OG0005622	LOC6524053|XP_002099922.1|DYAK	LOC115768024|XP_030568303.1|DNOV
OG0005623	LOC6524400|XP_015045681.1|DYAK	LOC115768666|XP_030569206.1|DNOV
OG0005624	LOC6536105|XP_002096713.1|DYAK	LOC115766044|XP_030565677.1|DNOV
OG0005625	LOC6537124|XP_002097685.1|DYAK	LOC115770831|XP_030572126.1|DNOV
OG0005626	LOC6525378|XP_002101214.1|DYAK	LOC115766376|XP_030566136.1|DNOV
OG0005627	LOC6537389|XP_002097945.1|DYAK	LOC115763680|XP_030562211.1|DNOV
OG0005628	LOC6537191|XP_002097749.1|DYAK	LOC115764959|XP_030564141.1|DNOV
OG0005629	LOC6530288|XP_002091216.1|DYAK	LOC115771258|XP_030572736.1|DNOV
OG0005630	LOC6530101|XP_039228466.1|DYAK	LOC115762130|XP_030560096.1|DNOV
OG0005631	LOC6525090|XP_002100929.2|DYAK	LOC115767548|XP_030567690.1|DNOV
OG0005632	LOC6524532|XP_039233807.1|DYAK	LOC115768474|XP_030568909.1|DNOV
OG0005633	LOC6535545|XP_039232220.1|DYAK	LOC115759414|XP_030556164.1|DNOV
OG0005634	LOC6535468|XP_002096099.2|DYAK	LOC115759522|XP_030556329.1|DNOV
OG0005635	LOC6527980|XP_015053855.1|DYAK	LOC115763944|XP_030562597.1|DNOV
OG0005636	LOC6537613|XP_002098159.1|DYAK	LOC115764691|XP_030563744.1|DNOV
OG0005637	LOC6536237|XP_002096826.1|DYAK	LOC115763634|XP_030562123.1|DNOV
OG0005638	LOC6530814|XP_002091697.1|DYAK	LOC115757986|XP_030554334.1|DNOV
OG0005639	LOC6530681|XP_002091576.1|DYAK	LOC115765233|XP_030564549.1|DNOV
OG0005640	LOC6537413|XP_002097969.1|DYAK	LOC115766236|XP_030565960.1|DNOV
OG0005641	LOC6525284|XP_002101120.1|DYAK	LOC115767195|XP_030567246.1|DNOV
OG0005642	LOC6535916|XP_002096532.1|DYAK	LOC115764143|XP_030562876.1|DNOV
OG0005643	LOC6532952|XP_002093687.2|DYAK	LOC115769917|XP_030570801.1|DNOV
OG0005644	LOC6532512|XP_002093258.1|DYAK	LOC115769915|XP_030570798.1|DNOV
OG0005645	LOC6524303|XP_039233078.1|DYAK	LOC115768363|XP_030568792.1|DNOV
OG0005646	LOC6524160|XP_002100023.2|DYAK	LOC115768270|XP_030568663.1|DNOV
OG0005647	LOC6527127|XP_002088221.1|DYAK	LOC115758653|XP_030555254.1|DNOV
OG0005648	LOC6533672|XP_002094378.1|DYAK	LOC115766168|XP_030565873.1|DNOV
OG0005649	LOC6535331|XP_002095987.1|DYAK	LOC115763749|XP_030562314.1|DNOV
OG0005650	LOC6535325|XP_002095981.1|DYAK	LOC115763788|XP_030562376.1|DNOV
OG0005651	LOC6525294|XP_002101130.1|DYAK	LOC115765387|XP_030564772.1|DNOV
OG0005652	LOC6538283|XP_002098810.1|DYAK	LOC115761653|XP_030559352.1|DNOV
OG0005653	LOC6527147|XP_002088241.1|DYAK	LOC115758666|XP_030555264.1|DNOV
OG0005654	LOC6535311|XP_002095967.2|DYAK	LOC115765767|XP_030565293.1|DNOV
OG0005655	LOC6537215|XP_002097773.1|DYAK	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV
OG0005656	LOC6537202|XP_002097760.1|DYAK	LOC115766090|XP_030565760.1|DNOV
OG0005657	LOC6536372|XP_015047710.1|DYAK	LOC115766226|XP_030565942.1|DNOV
OG0005658	LOC6535710|XP_002096337.1|DYAK	LOC115763702|XP_030562251.1|DNOV
OG0005659	LOC6538507|XP_039232323.1|DYAK	LOC115761772|XP_030559561.1|DNOV
OG0005660	LOC6534456|XP_002095133.1|DYAK	LOC115762861|XP_030561097.1|DNOV
OG0005661	LOC6536381|XP_002096963.1|DYAK	LOC115761698|XP_030559429.1|DNOV
OG0005662	LOC6537420|XP_002097976.1|DYAK	LOC115766063|XP_030565720.1|DNOV
OG0005663	LOC6524167|XP_002100030.1|DYAK	LOC115768259|XP_030568648.1|DNOV
OG0005664	LOC6538227|XP_015048705.1|DYAK	LOC115764915|XP_030564078.1|DNOV
OG0005665	LOC6538399|XP_002098923.1|DYAK	LOC115770664|XP_030571891.1|DNOV
OG0005666	LOC6525937|XP_002101757.1|DYAK	LOC115767844|XP_030568052.1|DNOV
OG0005667	LOC6524113|XP_002099977.1|DYAK	LOC115768578|XP_030569079.1|DNOV
OG0005668	LOC6533677|XP_002094383.1|DYAK	LOC115766909|XP_030566851.1|DNOV
OG0005669	LOC6526901|XP_002088000.1|DYAK	LOC115758491|XP_030555032.1|DNOV
OG0005670	LOC6538513|XP_002099035.1|DYAK	LOC115766174|XP_030565877.1|DNOV
OG0005671	LOC6536459|XP_002097040.1|DYAK	LOC115771695|XP_030573372.1|DNOV
OG0005672	LOC6528012|XP_002089079.1|DYAK	LOC115763946|XP_030562601.1|DNOV
OG0005673	LOC6532478|XP_002093224.1|DYAK	LOC115769648|XP_030570421.1|DNOV
OG0005674	LOC6534066|XP_039230500.1|DYAK	LOC115769363|XP_030570009.1|DNOV
OG0005675	LOC6537128|XP_002097689.1|DYAK	LOC115761301|XP_030558888.1|DNOV
OG0005676	LOC6533016|XP_002093751.1|DYAK	LOC115766916|XP_030566858.1|DNOV
OG0005677	LOC6531556|XP_002092354.1|DYAK	LOC115760064|XP_030557105.1|DNOV
OG0005678	LOC6536310|XP_015047657.1|DYAK	LOC115766120|XP_030565800.1|DNOV
OG0005679	LOC6537238|XP_002097796.1|DYAK	LOC115766034|XP_030565665.1|DNOV
OG0005680	LOC6526808|XP_015053471.1|DYAK	LOC115765502|XP_030564974.1|DNOV
OG0005681	LOC6537228|XP_002097786.1|DYAK	LOC115770656|XP_030571881.1|DNOV
OG0005682	LOC6537229|XP_002097787.1|DYAK	LOC115770655|XP_030571880.1|DNOV
OG0005683	LOC6524557|XP_039233806.1|DYAK	LOC115767390|XP_030567513.1|DNOV
OG0005684	LOC6533412|XP_002094130.1|DYAK	LOC115762562|XP_030560706.1|DNOV
OG0005685	LOC6523881|XP_002099754.3|DYAK	LOC115767077|XP_030567080.1|DNOV
OG0005686	LOC6535472|XP_002096103.1|DYAK	LOC115759527|XP_030556336.1|DNOV
OG0005687	LOC6535000|XP_015050973.2|DYAK	LOC115771521|XP_030573115.1|DNOV
OG0005688	LOC6528819|XP_002089851.1|DYAK	LOC115763229|XP_030561567.1|DNOV
OG0005689	LOC120321990|XP_039232398.1|DYAK	LOC115768336|XP_030568760.1|DNOV
OG0005690	LOC6538755|XP_002099269.3|DYAK	LOC115764127|XP_030562857.1|DNOV
OG0005691	LOC6538700|XP_002099215.1|DYAK	LOC115770908|XP_030572212.1|DNOV
OG0005692	LOC6526323|XP_002087445.1|DYAK	LOC115765883|XP_030565483.1|DNOV
OG0005693	LOC6533069|XP_002093801.1|DYAK	LOC115769487|XP_030570165.1|DNOV
OG0005694	LOC6539845|XP_039231280.1|DYAK	LOC115770716|XP_030571976.1|DNOV
OG0005695	LOC6535539|XP_002096168.1|DYAK	LOC115759624|XP_030556468.1|DNOV
OG0005696	LOC6539923|XP_039232224.1|DYAK	LOC115759626|XP_030556473.1|DNOV
OG0005697	LOC6535542|XP_002096171.1|DYAK	LOC115759432|XP_030556199.1|DNOV
OG0005698	LOC6528718|XP_002089753.1|DYAK	LOC115762224|XP_030560219.1|DNOV
OG0005699	LOC6538521|XP_002099043.2|DYAK	LOC115770946|XP_030572264.1|DNOV
OG0005700	LOC6524408|XP_002100266.1|DYAK	LOC115766818|XP_030566714.1|DNOV
OG0005701	LOC6526402|XP_002087521.1|DYAK	LOC115758582|XP_030555160.1|DNOV
OG0005702	LOC6524268|XP_039228813.1|DYAK	LOC115768393|XP_030568827.1|DNOV
OG0005703	LOC6530678|XP_002091573.1|DYAK	LOC115765248|XP_030564579.1|DNOV
OG0005704	LOC6525163|XP_002101001.1|DYAK	LOC115768747|XP_030569294.1|DNOV
OG0005705	LOC6532616|XP_002093360.1|DYAK	LOC115762806|XP_030561020.1|DNOV
OG0005706	LOC6537188|XP_002097746.1|DYAK	LOC115765019|XP_030564232.1|DNOV
OG0005707	LOC6524820|XP_039226144.1|DYAK	LOC115766364|XP_030566123.1|DNOV
OG0005708	LOC6523910|XP_002099783.1|DYAK	LOC115767018|XP_030567003.1|DNOV
OG0005709	LOC6538106|XP_002098640.1|DYAK	LOC115764962|XP_030564146.1|DNOV
OG0005710	LOC6536603|XP_002097179.1|DYAK	LOC115766064|XP_030565724.1|DNOV
OG0005711	LOC6534889|XP_002095561.2|DYAK	LOC115767810|XP_030568006.1|DNOV
OG0005712	LOC6526723|XP_002087826.1|DYAK	LOC115759856|XP_030556819.1|DNOV
OG0005713	LOC6538412|XP_002098936.2|DYAK	LOC115765603|XP_030565115.1|DNOV
OG0005714	LOC6538661|XP_002099181.1|DYAK	LOC115761912|XP_030559789.1|DNOV
OG0005715	LOC6535469|XP_002096100.1|DYAK	LOC115759521|XP_030556327.1|DNOV
OG0005716	LOC6536241|XP_015047618.1|DYAK	LOC115763684|XP_030562222.1|DNOV
OG0005717	LOC6535370|XP_039232033.1|DYAK	LOC115763660|XP_030562192.1|DNOV
OG0005718	LOC6537256|XP_002097814.1|DYAK	LOC115764775|XP_030563874.1|DNOV
OG0005719	LOC6538407|XP_002098931.1|DYAK	LOC115765656|XP_030565173.1|DNOV
OG0005720	LOC6535496|XP_002096127.2|DYAK	LOC115765664|XP_030565181.1|DNOV
OG0005721	LOC6538411|XP_002098935.2|DYAK	LOC115765687|XP_030565205.1|DNOV
OG0005722	LOC6536063|XP_002096673.2|DYAK	LOC115761754|XP_030559515.1|DNOV
OG0005723	LOC6535403|XP_002096052.1|DYAK	LOC115767923|XP_030568151.1|DNOV
OG0005724	LOC6530833|XP_002091716.1|DYAK	LOC115766508|XP_030566325.1|DNOV
OG0005725	LOC6535438|XP_002096087.2|DYAK	LOC115759554|XP_030556376.1|DNOV
OG0005726	LOC6525516|XP_002101351.1|DYAK	LOC115765314|XP_030564673.1|DNOV
OG0005727	LOC6536078|XP_002096688.3|DYAK	LOC115759429|XP_030556197.1|DNOV
OG0005728	LOC6536390|XP_002096972.1|DYAK	LOC115761321|XP_030558913.1|DNOV
OG0005729	LOC6536392|XP_002096974.1|DYAK	LOC115759558|XP_030556381.1|DNOV
OG0005730	LOC6536295|XP_002096879.1|DYAK	LOC115759571|XP_030556397.1|DNOV
OG0005731	LOC6536296|XP_002096880.1|DYAK	LOC115759569|XP_030556394.1|DNOV
OG0005732	LOC6536735|XP_002097307.1|DYAK	LOC115770962|XP_030572292.1|DNOV
OG0005733	LOC6536736|XP_039231380.1|DYAK	LOC115770641|XP_030571851.1|DNOV
OG0005734	LOC6538556|XP_002099078.2|DYAK	LOC115767945|XP_030568184.1|DNOV
OG0005735	LOC6535320|XP_015047061.1|DYAK	LOC115765627|XP_030565137.1|DNOV
OG0005736	LOC6537513|XP_002098059.1|DYAK	LOC115765795|XP_030565362.1|DNOV
OG0005737	LOC6536397|XP_002096979.1|DYAK	LOC115766182|XP_030565884.1|DNOV
OG0005738	LOC6537383|XP_002097939.2|DYAK	LOC115770669|XP_030571896.1|DNOV
OG0005739	LOC6537435|XP_002097991.1|DYAK	LOC115767893|XP_030568122.1|DNOV
OG0005740	LOC6538100|XP_002098634.1|DYAK	LOC115764992|XP_030564188.1|DNOV
OG0005741	LOC6537535|XP_002098081.1|DYAK	LOC115765705|XP_030565227.1|DNOV
OG0005742	LOC6535526|XP_002096155.2|DYAK	LOC115764764|XP_030563860.1|DNOV
OG0005743	LOC6536228|XP_002096819.1|DYAK	LOC115766224|XP_030565940.1|DNOV
OG0005744	LOC6536302|XP_002096886.1|DYAK	LOC115766126|XP_030565808.1|DNOV
OG0005745	LOC6535385|XP_015047125.1|DYAK	LOC115763646|XP_030562172.1|DNOV
OG0005746	LOC6535388|XP_002096038.1|DYAK	LOC115763666|XP_030562197.1|DNOV
OG0005747	LOC6535401|XP_002096050.1|DYAK	LOC115767919|XP_030568148.1|DNOV
OG0005748	LOC26535428|XP_015047187.1|DYAK	LOC115765649|XP_030565166.1|DNOV
OG0005749	LOC6524511|XP_002100368.1|DYAK	LOC115768598|XP_030569108.1|DNOV
OG0005750	LOC6537525|XP_002098071.1|DYAK	LOC115765692|XP_030565210.1|DNOV
OG0005751	LOC6534440|XP_002095117.1|DYAK	LOC115762933|XP_030561174.1|DNOV
OG0005752	LOC6531483|XP_002092282.1|DYAK	LOC115761146|XP_030558675.1|DNOV
OG0005753	LOC6526838|XP_002087938.1|DYAK	LOC115763345|XP_030561718.1|DNOV
OG0005754	LOC6531705|XP_039229052.1|DYAK	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV
OG0005755	LOC6531941|XP_002092727.1|DYAK	LOC115760431|XP_030557602.1|DNOV
OG0005756	LOC6536383|XP_002096965.1|DYAK	LOC115761581|XP_030559230.1|DNOV
OG0005757	LOC6536229|XP_002096820.2|DYAK	LOC115766225|XP_030565941.1|DNOV
OG0005758	LOC6535373|XP_039232466.1|DYAK	LOC115763653|XP_030562181.1|DNOV
OG0005759	LOC6536411|XP_002096993.1|DYAK	LOC115760420|XP_030557586.1|DNOV
OG0005760	LOC6537393|XP_002097949.3|DYAK	LOC115763823|XP_030562434.1|DNOV
OG0005761	LOC6535731|XP_015047320.1|DYAK	LOC115763685|XP_030562225.1|DNOV
OG0005762	LOC120321748|XP_039231381.1|DYAK	LOC115763626|XP_030562108.1|DNOV
OG0005763	LOC6528300|XP_002089353.1|DYAK	LOC115761610|XP_030559275.1|DNOV
OG0005764	LOC6537530|XP_002098076.1|DYAK	LOC115765786|XP_030565326.1|DNOV
OG0005765	LOC6537528|XP_039230998.1|DYAK	LOC115765785|XP_030565319.1|DNOV
OG0005766	LOC6535491|XP_039232338.1|DYAK	LOC115765621|XP_030565131.1|DNOV
OG0005767	LOC6535807|XP_015047364.1|DYAK	LOC115771922|XP_030573678.1|DNOV
OG0005768	LOC6524070|XP_015045478.1|DYAK	LOC115768828|XP_030569388.1|DNOV
OG0005769	LOC6537492|XP_002098040.1|DYAK	LOC115763640|XP_030562133.1|DNOV
OG0005770	LOC6537163|XP_002097724.1|DYAK	LOC115771871|XP_030573613.1|DNOV
OG0005771	LOC6537997|XP_002098532.1|DYAK	LOC115761684|XP_030559399.1|DNOV
OG0005772	LOC6536186|XP_002096777.1|DYAK	LOC115757707|XP_030553921.1|DNOV
OG0005773	LOC6537096|XP_002097657.1|DYAK	LOC115770715|XP_030571975.1|DNOV
OG0005774	LOC6536641|XP_002097213.1|DYAK	LOC115767904|XP_030568137.1|DNOV
OG0005775	LOC6534882|XP_002095554.1|DYAK	LOC115770127|XP_030571124.1|DNOV
OG0005776	LOC6534105|XP_002094791.2|DYAK	LOC115770117|XP_030571099.1|DNOV
OG0005777	LOC6527755|XP_002088835.1|DYAK	LOC115759861|XP_030556825.1|DNOV
OG0005779	LOC6537175|XP_002097733.2|DYAK	LOC115772113|XP_030573944.1|DNOV
OG0005780	LOC6533836|XP_002094536.2|DYAK	LOC115769159|XP_030569720.1|DNOV
OG0005781	LOC6533681|XP_002094387.1|DYAK	LOC115769933|XP_030570838.1|DNOV
OG0005782	LOC6533678|XP_002094384.1|DYAK	LOC115769925|XP_030570826.1|DNOV
OG0005783	LOC6529358|XP_002090363.2|DYAK	LOC115759740|XP_030556636.1|DNOV
OG0005784	LOC6538455|XP_015048855.1|DYAK	LOC115759427|XP_030556187.1|DNOV
OG0005785	LOC6538454|XP_039232650.1|DYAK	LOC115759425|XP_030556182.1|DNOV
OG0005786	LOC6536748|XP_002097320.1|DYAK	LOC115761860|XP_030559713.1|DNOV
OG0005787	LOC6535309|XP_002095965.1|DYAK	LOC115765768|XP_030565296.1|DNOV
OG0005788	LOC6530356|XP_002091282.1|DYAK	LOC115760876|XP_030558298.1|DNOV
OG0005789	LOC6535239|XP_002095896.1|DYAK	LOC115761906|XP_030559784.1|DNOV
OG0005790	LOC6537999|XP_002098534.1|DYAK	LOC115761682|XP_030559398.1|DNOV
OG0005791	LOC6537230|XP_015048206.1|DYAK	LOC115770676|XP_030571918.1|DNOV
OG0005792	LOC6537231|XP_002097789.1|DYAK	LOC115770677|XP_030571920.1|DNOV
OG0005793	LOC6537100|XP_015048120.1|DYAK	LOC115770770|XP_030572043.1|DNOV
OG0005794	LOC6530293|XP_002091221.1|DYAK	LOC115764367|XP_030563233.1|DNOV
OG0005795	LOC6537034|XP_002097601.1|DYAK	LOC115761714|XP_030559451.1|DNOV
OG0005796	LOC6534884|XP_015050900.2|DYAK	LOC115766509|XP_030566330.1|DNOV
OG0005797	LOC6532508|XP_002093254.1|DYAK	LOC115769675|XP_030570449.1|DNOV
OG0005798	LOC6536370|XP_015047708.1|DYAK	LOC115766230|XP_030565948.1|DNOV
OG0005799	LOC6535974|XP_015047484.1|DYAK	LOC115763853|XP_030562482.1|DNOV
OG0005800	LOC6535977|XP_002096592.1|DYAK	LOC115763859|XP_030562493.1|DNOV
OG0005801	LOC6535976|XP_002096591.1|DYAK	LOC115763857|XP_030562492.1|DNOV
OG0005802	LOC6537134|XP_002097695.2|DYAK	LOC115770937|XP_030572255.1|DNOV
OG0005803	LOC6536374|XP_002096956.2|DYAK	LOC115766172|XP_030565874.1|DNOV
OG0005804	LOC6535497|XP_002096128.1|DYAK	LOC115765659|XP_030565178.1|DNOV
OG0005805	LOC6532060|XP_039229045.1|DYAK	LOC115757798|XP_030554075.1|DNOV
OG0005806	LOC6538730|XP_002099245.1|DYAK	LOC115770787|XP_030572067.1|DNOV
OG0005807	LOC6538717|XP_002099232.2|DYAK	LOC115770862|XP_030572159.1|DNOV
OG0005808	LOC6524766|XP_002100610.2|DYAK	LOC115766814|XP_030566709.1|DNOV
OG0005809	LOC6532401|XP_002093152.1|DYAK	LOC115771196|XP_030572654.1|DNOV
OG0005810	LOC6535971|XP_002096586.1|DYAK	LOC115763861|XP_030562495.1|DNOV
OG0005811	LOC6535970|XP_002096585.1|DYAK	LOC115763862|XP_030562497.1|DNOV
OG0005812	LOC6536365|XP_002096947.1|DYAK	LOC115770781|XP_030572061.1|DNOV
OG0005813	LOC6536456|XP_002097037.1|DYAK	LOC115757740|XP_030553984.1|DNOV
OG0005814	LOC6537522|XP_002098068.2|DYAK	LOC115765737|XP_030565262.1|DNOV
OG0005815	LOC6528297|XP_002089350.2|DYAK	LOC115760344|XP_030557486.1|DNOV
OG0005816	LOC6539023|XP_002099525.2|DYAK	LOC115771624|XP_030573266.1|DNOV
OG0005817	LOC6536185|XP_002096776.1|DYAK	LOC115771856|XP_030573596.1|DNOV
OG0005818	LOC6538439|XP_002098963.2|DYAK	LOC115765769|XP_030565301.1|DNOV
OG0005819	LOC6536092|XP_002096700.2|DYAK	LOC115759436|XP_030556211.1|DNOV
OG0005820	LOC6536091|XP_002096699.1|DYAK	LOC115759437|XP_030556212.1|DNOV
OG0005821	LOC6536101|XP_002096709.1|DYAK	LOC115759582|XP_030556410.1|DNOV
OG0005822	LOC6526999|XP_002088095.1|DYAK	LOC115760121|XP_030557177.1|DNOV
OG0005823	LOC6525697|XP_002101519.1|DYAK	LOC115768319|XP_030568728.1|DNOV
OG0005824	LOC6537261|XP_002097819.1|DYAK	LOC115761634|XP_030559324.1|DNOV
OG0005825	LOC6533727|XP_002094432.1|DYAK	LOC115767224|XP_030567292.1|DNOV
OG0005826	LOC26536296|XP_039233249.1|DYAK	LOC115760365|XP_030557513.1|DNOV
OG0005827	LOC6538481|XP_002099005.1|DYAK	LOC115763902|XP_030562547.1|DNOV
OG0005828	LOC6533184|XP_002093910.1|DYAK	LOC115769583|XP_030570319.1|DNOV
OG0005829	LOC6536267|XP_002096853.1|DYAK	LOC115759561|XP_030556387.1|DNOV
OG0005830	LOC6532911|XP_039230110.1|DYAK	LOC115762839|XP_030561073.1|DNOV
OG0005831	LOC6532915|XP_002093651.2|DYAK	LOC115762893|XP_030561128.1|DNOV
OG0005832	LOC6532916|XP_039230144.1|DYAK	LOC115762894|XP_030561129.1|DNOV
OG0005833	LOC6532924|XP_015049706.1|DYAK	LOC115762904|XP_030561141.1|DNOV
OG0005834	LOC6532929|XP_002093665.1|DYAK	LOC115762866|XP_030561100.1|DNOV
OG0005835	LOC6532936|XP_002093671.1|DYAK	LOC115762602|XP_030560753.1|DNOV
OG0005836	LOC6534329|XP_002095009.1|DYAK	LOC115771211|XP_030572670.1|DNOV
OG0005837	LOC6538731|XP_002099246.1|DYAK	LOC115770850|XP_030572147.1|DNOV
OG0005838	LOC6535483|XP_002096114.1|DYAK	LOC115758871|XP_030555523.1|DNOV
OG0005839	LOC6526613|XP_002087721.1|DYAK	LOC115763423|XP_030561842.1|DNOV
OG0005840	LOC6535524|XP_002096153.1|DYAK	LOC115764739|XP_030563815.1|DNOV
OG0005841	LOC6536025|XP_002096640.3|DYAK, LOC120322328|XP_039233302.1|DYAK	LOC115761259|XP_030558832.1|DNOV
OG0005842	LOC6523956|XP_002099828.1|DYAK	LOC115765124|XP_030564380.1|DNOV
