Orthogroup	DYAK.longest_only	HILL.longest_only
OG0003833	LOC6527030|XP_002088124.1|DYAK	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC6527015|XP_002088110.1|DYAK	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC6528985|XP_015054145.1|DYAK	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC6529656|XP_002090649.2|DYAK	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC6529654|XP_002090647.1|DYAK	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC6526743|XP_002087846.1|DYAK	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC6527504|XP_002088594.2|DYAK	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC6528513|XP_002089559.1|DYAK	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC6526577|XP_002087685.1|DYAK	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC6527224|XP_002088318.1|DYAK	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC6527570|XP_002088660.1|DYAK	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC6527502|XP_015053106.1|DYAK	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC6529034|XP_002090065.2|DYAK	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC6527879|XP_015053839.1|DYAK	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC6527821|XP_015053822.1|DYAK	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC6536660|XP_002097232.1|DYAK	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC6528920|XP_002089952.2|DYAK	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC6528196|XP_002089259.1|DYAK	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC6530775|XP_002091663.1|DYAK	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC6526527|XP_002087637.1|DYAK	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC6531497|XP_015051352.1|DYAK	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC6529517|XP_002090519.1|DYAK	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC6529519|XP_002090521.3|DYAK	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC6527234|XP_039227273.1|DYAK	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC6528936|XP_002089968.1|DYAK	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC6525187|XP_015046146.2|DYAK	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC6529628|XP_002090622.1|DYAK	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC6531208|XP_002092036.1|DYAK	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC6526608|XP_002087716.1|DYAK	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC6527130|XP_039226244.1|DYAK	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC6527835|XP_002088908.1|DYAK	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC6527834|XP_002088907.1|DYAK	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC6538458|XP_002098982.1|DYAK	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC6529215|XP_039228170.1|DYAK	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC26535728|XP_015045201.1|DYAK	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC6528019|XP_002089086.1|DYAK	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC6526715|XP_002087818.1|DYAK	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC6529585|XP_039229132.1|DYAK	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC6527366|XP_002088458.1|DYAK	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC6531263|XP_002092072.1|DYAK	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC6529244|XP_002090250.1|DYAK	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC6529221|XP_039228872.1|DYAK	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC6527971|XP_002089038.1|DYAK	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC6526437|XP_002087556.1|DYAK	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC6528975|XP_002090007.1|DYAK	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC6529629|XP_015052087.1|DYAK	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC26535413|XP_015049206.1|DYAK	LOC119649097|XP_037907027.1|HILL
OG0003880	LOC6533639|XP_002094346.3|DYAK	LOC119649824|XP_037908088.1|HILL
OG0003881	LOC6532083|XP_002092860.1|DYAK	LOC119652972|XP_037913309.1|HILL
OG0003882	LOC6529107|XP_015054179.1|DYAK	LOC119660668|XP_037926487.1|HILL
OG0003883	LOC6525349|XP_002101185.1|DYAK	LOC119654561|XP_037915942.1|HILL
OG0003884	LOC6527547|XP_002088637.1|DYAK	LOC119651782|XP_037911465.1|HILL
OG0003885	LOC6527073|XP_002088166.1|DYAK	LOC119652822|XP_037913078.1|HILL
OG0003886	LOC6527074|XP_002088167.2|DYAK	LOC119651566|XP_037911128.1|HILL
OG0003887	LOC6526578|XP_002087686.1|DYAK	LOC119650905|XP_037910025.1|HILL
OG0003888	LOC6537778|XP_002098319.2|DYAK	LOC119657326|XP_037920116.1|HILL
OG0003889	LOC6526396|XP_002087515.1|DYAK	LOC119658785|XP_037922423.1|HILL
OG0003890	LOC6532822|XP_002093559.1|DYAK	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL
OG0003891	LOC6527553|XP_002088643.1|DYAK	LOC119651007|XP_037910223.1|HILL
OG0003892	LOC6532444|XP_002093191.1|DYAK	LOC119651640|XP_037911241.1|HILL
OG0003893	LOC6529712|XP_002090705.1|DYAK	LOC119650731|XP_037909687.1|HILL
OG0003894	LOC6527132|XP_002088226.1|DYAK	LOC119651607|XP_037911188.1|HILL
OG0003895	LOC6530719|XP_002091610.1|DYAK	LOC119647014|XP_037903680.1|HILL
OG0003896	LOC6530722|XP_002091613.2|DYAK	LOC119646995|XP_037903640.1|HILL
OG0003897	LOC6531650|XP_002092447.1|DYAK	LOC119646309|XP_037902654.1|HILL
OG0003898	LOC6529681|XP_002090674.2|DYAK	LOC119658625|XP_037922051.1|HILL
OG0003899	LOC6526310|XP_002087432.1|DYAK	LOC119652637|XP_037912813.1|HILL
OG0003900	LOC6526376|XP_002087495.1|DYAK	LOC119649791|XP_037908027.1|HILL
OG0003901	LOC6528937|XP_002089969.1|DYAK	LOC119647310|XP_037904156.1|HILL
OG0003902	LOC6526982|XP_002088078.1|DYAK	LOC119650326|XP_037908913.1|HILL
OG0003903	LOC6527449|XP_002088541.1|DYAK	LOC119646719|XP_037903226.1|HILL
OG0003904	LOC6527450|XP_002088542.1|DYAK	LOC119646881|XP_037903436.1|HILL
OG0003905	LOC6538657|XP_002099177.1|DYAK	LOC119659578|XP_037923663.1|HILL
OG0003906	LOC6531589|XP_002092387.1|DYAK	LOC119650820|XP_037909886.1|HILL
OG0003907	LOC6526357|XP_002087479.1|DYAK	LOC119651166|XP_037910512.1|HILL
OG0003908	LOC6526358|XP_002087480.1|DYAK	LOC119660110|XP_037924423.1|HILL
OG0003909	LOC6529322|XP_039228886.1|DYAK	LOC119646304|XP_037902647.1|HILL
OG0003910	LOC6536021|XP_002096636.2|DYAK	LOC119646482|XP_037902864.1|HILL
OG0003911	LOC6526872|XP_002087972.1|DYAK	LOC119660956|XP_037925927.1|HILL
OG0003912	LOC6528986|XP_002090018.1|DYAK	LOC119659192|XP_037923084.1|HILL
OG0003913	LOC6527542|XP_015053096.1|DYAK	LOC119651523|XP_037911081.1|HILL
OG0003914	LOC6527246|XP_002088340.1|DYAK	LOC119656818|XP_037919379.1|HILL
OG0003915	LOC26536316|XP_015046301.1|DYAK	LOC119651385|XP_037910892.1|HILL
OG0003916	LOC6528929|XP_002089961.1|DYAK	LOC119646724|XP_037903231.1|HILL
OG0003917	LOC6528151|XP_002089217.3|DYAK	LOC119646255|XP_037902583.1|HILL
OG0003918	LOC6527328|XP_002088420.1|DYAK	LOC119656941|XP_037919584.1|HILL
OG0003919	LOC6526685|XP_002087791.1|DYAK	LOC119647303|XP_037904142.1|HILL
OG0003920	LOC6531293|XP_002092097.1|DYAK	LOC119646807|XP_037903327.1|HILL
OG0003921	LOC6530324|XP_002091251.1|DYAK	LOC119661365|XP_037926602.1|HILL
OG0003922	LOC6527236|XP_002088330.1|DYAK	LOC119661677|XP_037927043.1|HILL
OG0003923	LOC6523719|XP_002099594.1|DYAK	LOC119660756|XP_037925445.1|HILL
OG0003924	LOC6529982|XP_002090928.1|DYAK	LOC119658347|XP_037921634.1|HILL
OG0003925	LOC6527597|XP_002088685.1|DYAK	LOC119660719|XP_037925299.1|HILL
OG0003926	LOC6527590|XP_002088678.1|DYAK	LOC119650406|XP_037909122.1|HILL
OG0003927	LOC6526525|XP_002087635.1|DYAK	LOC119646640|XP_037903081.1|HILL
OG0003928	LOC6527754|XP_002088834.1|DYAK	LOC119651570|XP_037911132.1|HILL
OG0003929	LOC6527242|XP_002088336.1|DYAK	LOC119654533|XP_037915908.1|HILL
OG0003930	LOC6527001|XP_002088097.1|DYAK	LOC119652739|XP_037912965.1|HILL
OG0003931	LOC6527049|XP_015053589.1|DYAK	LOC119650566|XP_037909301.1|HILL
OG0003932	LOC6528676|XP_002089718.1|DYAK	LOC119646701|XP_037903195.1|HILL
OG0003933	LOC6526867|XP_002087967.1|DYAK	LOC119653045|XP_037913439.1|HILL
OG0003934	LOC6527776|XP_002088849.1|DYAK	LOC119653059|XP_037913469.1|HILL
OG0003935	LOC6531496|XP_002092295.1|DYAK	LOC119652379|XP_037912409.1|HILL
OG0003936	LOC6531495|XP_002092294.1|DYAK	LOC119661243|XP_037926402.1|HILL
OG0003937	LOC6528503|XP_002089549.2|DYAK	LOC119646963|XP_037903592.1|HILL
OG0003938	LOC6527604|XP_039227710.1|DYAK	LOC119646554|XP_037902960.1|HILL
OG0003939	LOC6528175|XP_002089238.1|DYAK	LOC119661323|XP_037926547.1|HILL
OG0003940	LOC6527610|XP_002088698.1|DYAK	LOC119661324|XP_037926550.1|HILL
OG0003941	LOC6527607|XP_002088695.1|DYAK	LOC119651599|XP_037911180.1|HILL
OG0003942	LOC6526890|XP_002087990.1|DYAK	LOC119646426|XP_037902798.1|HILL
OG0003943	LOC120320426|XP_039227717.1|DYAK	LOC119661773|XP_037927175.1|HILL
OG0003944	LOC6527380|XP_002088472.1|DYAK	LOC119646446|XP_037902825.1|HILL
OG0003945	LOC6531849|XP_002092636.1|DYAK	LOC119657144|XP_037919849.1|HILL
OG0003946	LOC6529697|XP_002090690.1|DYAK	LOC119650931|XP_037910086.1|HILL
OG0003947	LOC6529686|XP_002090679.1|DYAK	LOC119651401|XP_037910916.1|HILL
OG0003948	LOC6529451|XP_002090453.1|DYAK	LOC119652530|XP_037912659.1|HILL
OG0003949	LOC6529449|XP_039228971.1|DYAK	LOC119652125|XP_037911992.1|HILL
OG0003950	LOC6528072|XP_002089139.1|DYAK	LOC119651084|XP_037910359.1|HILL
OG0003951	LOC6528078|XP_039226842.1|DYAK	LOC119651346|XP_037910830.1|HILL
OG0003952	LOC6527260|XP_002088354.3|DYAK	LOC119651231|XP_037910635.1|HILL
OG0003953	LOC6527021|XP_002088116.1|DYAK	LOC119659034|XP_037922856.1|HILL
OG0003954	LOC6532944|XP_002093679.1|DYAK	LOC119653053|XP_037913454.1|HILL
OG0003955	LOC26534710|XP_015054540.1|DYAK	LOC119651108|XP_037910400.1|HILL
OG0003956	LOC6529582|XP_002090576.2|DYAK	LOC119654263|XP_037915455.1|HILL
OG0003957	LOC6532742|XP_002093484.1|DYAK	LOC119654914|XP_037916482.1|HILL
OG0003958	LOC6524956|XP_039228288.1|DYAK	LOC119658338|XP_037921611.1|HILL
OG0003959	LOC6530736|XP_039228087.1|DYAK	LOC119646822|XP_037903365.1|HILL
OG0003960	LOC6526210|XP_002102019.1|DYAK	LOC119655145|XP_037916812.1|HILL
OG0003961	LOC6526900|XP_015053224.1|DYAK	LOC119654192|XP_037915319.1|HILL
OG0003962	LOC6527585|XP_002088673.1|DYAK	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL
OG0003963	LOC6529667|XP_002090660.2|DYAK	LOC119653104|XP_037913547.1|HILL
OG0003964	LOC6526721|XP_002087824.1|DYAK	LOC119646319|XP_037902668.1|HILL
OG0003965	LOC6527653|XP_002088739.3|DYAK	LOC119654594|XP_037915990.1|HILL
OG0003966	LOC6539081|XP_002085972.1|DYAK	LOC119653154|XP_037913622.1|HILL
OG0003967	LOC6530617|XP_039228237.1|DYAK	LOC119646899|XP_037903485.1|HILL
OG0003968	LOC6530619|XP_015052724.1|DYAK	LOC119656963|XP_037919615.1|HILL
OG0003969	LOC6531654|XP_002092451.1|DYAK	LOC119650469|XP_037909285.1|HILL
OG0003970	LOC6526307|XP_039226362.1|DYAK	LOC119647219|XP_037903976.1|HILL
OG0003971	LOC6528003|XP_015054482.1|DYAK	LOC119651329|XP_037910797.1|HILL
OG0003972	LOC6534168|XP_002094852.2|DYAK	LOC119660919|XP_037925819.1|HILL
OG0003973	LOC6532129|XP_002092905.1|DYAK	LOC119646341|XP_037902695.1|HILL
OG0003974	LOC6530200|XP_002091138.1|DYAK	LOC119650808|XP_037909877.1|HILL
OG0003975	LOC6527798|XP_002088871.2|DYAK	LOC119651024|XP_037910256.1|HILL
OG0003976	LOC6529726|XP_002090719.1|DYAK	LOC119651330|XP_037910799.1|HILL
OG0003977	LOC6527496|XP_002088586.1|DYAK	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL
OG0003978	LOC6534971|XP_039230934.1|DYAK	LOC119652912|XP_037913219.1|HILL
OG0003979	LOC6527144|XP_002088238.1|DYAK	LOC119646381|XP_037902753.1|HILL
OG0003980	LOC6537211|XP_002097769.1|DYAK	LOC119659156|XP_037923034.1|HILL
OG0003981	LOC6527384|XP_002088476.1|DYAK	LOC119650858|XP_037909937.1|HILL
OG0003982	LOC6529713|XP_002090706.3|DYAK	LOC119652259|XP_037912168.1|HILL
OG0003983	LOC6528974|XP_002090006.1|DYAK	LOC119653096|XP_037913530.1|HILL
OG0003984	LOC6529660|XP_002090653.1|DYAK	LOC119651058|XP_037910315.1|HILL
OG0003985	LOC26535909|XP_015052935.1|DYAK	LOC119650744|XP_037909745.1|HILL
OG0003986	LOC6526958|XP_039226315.1|DYAK	LOC119661325|XP_037926551.1|HILL
OG0003987	LOC6526957|XP_002088053.1|DYAK	LOC119647045|XP_037903729.1|HILL
OG0003988	LOC6527580|XP_002088668.3|DYAK	LOC119661143|XP_037926278.1|HILL
OG0003989	LOC6527356|XP_002088448.1|DYAK	LOC119655382|XP_037917182.1|HILL
OG0003990	LOC6529040|XP_002090071.1|DYAK	LOC119652348|XP_037912304.1|HILL
OG0003991	LOC6526839|XP_002087939.1|DYAK	LOC119651308|XP_037910767.1|HILL
OG0003992	LOC6526835|XP_002087935.1|DYAK	LOC119660619|XP_037925252.1|HILL
OG0003993	LOC6526820|XP_039227098.1|DYAK	LOC119661596|XP_037926926.1|HILL
OG0003994	LOC6538110|XP_002098645.1|DYAK	LOC119654025|XP_037915119.1|HILL
OG0003995	LOC6529983|XP_002090929.1|DYAK	LOC119661650|XP_037927010.1|HILL
OG0003996	LOC6528670|XP_002089712.1|DYAK	LOC119657798|XP_037920818.1|HILL
OG0003997	LOC6526954|XP_002088050.1|DYAK	LOC119646583|XP_037903003.1|HILL
OG0003998	LOC120320444|XP_039227248.1|DYAK	LOC119651151|XP_037910485.1|HILL
OG0003999	LOC6540023|XP_002086892.2|DYAK	LOC119652213|XP_037912082.1|HILL
OG0004000	LOC6525266|XP_002101102.1|DYAK	LOC119659356|XP_037923336.1|HILL
OG0004001	LOC6531966|XP_002092752.1|DYAK	LOC119658654|XP_037922126.1|HILL
OG0004002	LOC6529800|XP_002090784.1|DYAK	LOC119648070|XP_037905478.1|HILL
OG0004003	LOC6527252|XP_015053157.1|DYAK	LOC119660736|XP_037925340.1|HILL
OG0004004	LOC6527668|XP_015053781.1|DYAK	LOC119650062|XP_037908487.1|HILL
OG0004005	LOC6528140|XP_002089206.1|DYAK	LOC119652589|XP_037912745.1|HILL
OG0004006	LOC6529871|XP_002090828.1|DYAK	LOC119646836|XP_037903381.1|HILL
OG0004007	LOC6526714|XP_002087817.1|DYAK	LOC119647088|XP_037903787.1|HILL
OG0004008	LOC6526271|XP_039226613.1|DYAK	LOC119647026|XP_037903692.1|HILL
OG0004009	LOC6526560|XP_002087670.1|DYAK	LOC119661719|XP_037927101.1|HILL
OG0004010	LOC6527569|XP_015053713.1|DYAK	LOC119650924|XP_037910079.1|HILL
OG0004011	LOC6527534|XP_002088624.2|DYAK	LOC119651534|XP_037911094.1|HILL
OG0004012	LOC6537768|XP_002098309.1|DYAK	LOC119651465|XP_037911000.1|HILL
OG0004013	LOC6528198|XP_002089260.1|DYAK	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL
OG0004014	LOC6534169|XP_039230325.1|DYAK	LOC119651657|XP_037911272.1|HILL
OG0004015	LOC6527452|XP_002088544.1|DYAK	LOC119655912|XP_037918002.1|HILL
OG0004016	LOC6528018|XP_002089085.1|DYAK	LOC119652450|XP_037912527.1|HILL
OG0004017	LOC6526815|XP_002087917.1|DYAK	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL
OG0004018	LOC6528376|XP_002089425.1|DYAK	LOC119646677|XP_037903140.1|HILL
OG0004019	LOC6530317|XP_002091244.1|DYAK	LOC119646985|XP_037903624.1|HILL
OG0004020	LOC6526667|XP_002087775.1|DYAK	LOC119661712|XP_037927094.1|HILL
OG0004021	LOC6526662|XP_002087770.1|DYAK	LOC119661493|XP_037926786.1|HILL
OG0004022	LOC6528931|XP_002089963.1|DYAK	LOC119654656|XP_037916076.1|HILL
OG0004023	LOC6530914|XP_002091758.2|DYAK	LOC119650530|XP_037909292.1|HILL
OG0004024	LOC6529543|XP_002090541.2|DYAK	LOC119652724|XP_037912945.1|HILL
OG0004025	LOC6527907|XP_002088979.1|DYAK	LOC119657063|XP_037919748.1|HILL
OG0004026	LOC6526510|XP_002087621.1|DYAK	LOC119647972|XP_037905277.1|HILL
OG0004027	LOC120320984|XP_039228012.1|DYAK	LOC119646693|XP_037903185.1|HILL
OG0004028	LOC6528115|XP_002089182.1|DYAK	LOC119651902|XP_037911655.1|HILL
OG0004029	LOC6527737|XP_002088820.1|DYAK	LOC119652616|XP_037912782.1|HILL
OG0004030	LOC6531934|XP_015051626.1|DYAK	LOC119655027|XP_037916633.1|HILL
OG0004031	LOC6527360|XP_002088452.1|DYAK	LOC119652951|XP_037913272.1|HILL
OG0004032	LOC6539074|XP_002085988.1|DYAK	LOC119652244|XP_037912147.1|HILL
OG0004033	LOC6527934|XP_002089002.1|DYAK	LOC119648946|XP_037906793.1|HILL
OG0004034	LOC6529626|XP_039228896.1|DYAK	LOC119649930|XP_037908279.1|HILL
OG0004035	LOC6527603|XP_015053727.1|DYAK	LOC119653780|XP_037914714.1|HILL
OG0004036	LOC6526620|XP_002087728.1|DYAK	LOC119647199|XP_037903939.1|HILL
OG0004037	LOC6527433|XP_039227525.1|DYAK	LOC119650868|XP_037909961.1|HILL
OG0004038	LOC6526362|XP_002087483.1|DYAK	LOC119650114|XP_037908569.1|HILL
OG0004039	LOC6526552|XP_002087662.2|DYAK	LOC119658570|XP_037921949.1|HILL
OG0004040	LOC6531725|XP_002092515.1|DYAK	LOC119661198|XP_037926348.1|HILL
OG0004041	LOC6525900|XP_002101720.1|DYAK	LOC119660869|XP_037925708.1|HILL
OG0004042	LOC6533228|XP_002093954.1|DYAK	LOC119648005|XP_037905325.1|HILL
OG0004043	LOC6527175|XP_002088269.1|DYAK	LOC119661388|XP_037926639.1|HILL
OG0004044	LOC6525412|XP_002101247.1|DYAK	LOC119657540|XP_037920410.1|HILL
OG0004045	LOC6527216|XP_015053174.1|DYAK	LOC119646762|XP_037903269.1|HILL
OG0004046	LOC6526319|XP_002087441.1|DYAK	LOC119646642|XP_037903083.1|HILL
OG0004047	LOC6527338|XP_002088430.1|DYAK	LOC119653963|XP_037915052.1|HILL
OG0004048	LOC6526879|XP_002087979.1|DYAK	LOC119661130|XP_037926257.1|HILL
OG0004049	LOC6526266|XP_002087388.1|DYAK	LOC119661522|XP_037926826.1|HILL
OG0004050	LOC6529641|XP_002090635.2|DYAK	LOC119652199|XP_037912072.1|HILL
OG0004051	LOC6527272|XP_002088366.2|DYAK	LOC119652044|XP_037911911.1|HILL
OG0004052	LOC6525742|XP_002101564.3|DYAK	LOC119660850|XP_037925675.1|HILL
OG0004053	LOC6529297|XP_002090302.1|DYAK	LOC119659144|XP_037923014.1|HILL
OG0004054	LOC6529592|XP_039228900.1|DYAK	LOC119661469|XP_037926760.1|HILL
OG0004055	LOC6536495|XP_002097073.1|DYAK	LOC119659768|XP_037923955.1|HILL
OG0004056	LOC6535253|XP_039232719.1|DYAK	LOC119655830|XP_037917866.1|HILL
OG0004057	LOC6534876|XP_002095548.1|DYAK	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL
OG0004058	LOC6532768|XP_015049599.1|DYAK	LOC119648997|XP_037906855.1|HILL
OG0004059	LOC6535966|XP_002096581.2|DYAK	LOC119660440|XP_037924920.1|HILL
OG0004060	LOC6536613|XP_015047855.1|DYAK	LOC119660204|XP_037924567.1|HILL
OG0004061	LOC6525538|XP_002101373.1|DYAK	LOC119653885|XP_037914933.1|HILL
OG0004062	LOC6532461|XP_002093208.1|DYAK	LOC119661013|XP_037926088.1|HILL
OG0004063	LOC6524402|XP_002100260.1|DYAK	LOC119654634|XP_037916034.1|HILL
OG0004064	LOC6539544|XP_002086432.1|DYAK	LOC119648888|XP_037906712.1|HILL
OG0004065	LOC6530519|XP_039227857.1|DYAK	LOC119655811|XP_037917840.1|HILL
OG0004066	LOC6530403|XP_002091329.2|DYAK	LOC119655021|XP_037916623.1|HILL
OG0004067	LOC6525553|XP_002101388.1|DYAK	LOC119654267|XP_037915462.1|HILL
OG0004068	LOC6536314|XP_002096898.1|DYAK	LOC119660141|XP_037924467.1|HILL
OG0004069	LOC6536315|XP_002096899.2|DYAK	LOC119659310|XP_037923253.1|HILL
OG0004070	LOC6532859|XP_002093595.1|DYAK	LOC119649269|XP_037907286.1|HILL
OG0004071	LOC6532633|XP_002093377.1|DYAK	LOC119649268|XP_037907285.1|HILL
OG0004072	LOC6532632|XP_002093376.1|DYAK	LOC119650128|XP_037908585.1|HILL
OG0004073	LOC6525731|XP_002101553.1|DYAK	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL
OG0004074	LOC6531280|XP_002092089.3|DYAK	LOC119653806|XP_037914757.1|HILL
OG0004075	LOC6529946|XP_002090901.1|DYAK	LOC119654867|XP_037916388.1|HILL
OG0004076	LOC6529948|XP_015052527.1|DYAK	LOC119654866|XP_037916383.1|HILL
OG0004077	LOC6527649|XP_002088735.2|DYAK	LOC119655821|XP_037917855.1|HILL
OG0004078	LOC6538419|XP_002098943.1|DYAK	LOC119660407|XP_037924871.1|HILL
OG0004079	LOC6525427|XP_002101262.1|DYAK	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL
OG0004080	LOC6531389|XP_002092192.1|DYAK	LOC119656528|XP_037918805.1|HILL
OG0004081	LOC6530455|XP_002091371.2|DYAK	LOC119654934|XP_037916514.1|HILL
OG0004082	LOC6530698|XP_002091589.1|DYAK	LOC119661142|XP_037926277.1|HILL
OG0004083	LOC26536005|XP_015049043.1|DYAK	LOC119657941|XP_037921059.1|HILL
OG0004084	LOC6534925|XP_002095596.2|DYAK	LOC119648060|XP_037905454.1|HILL
OG0004085	LOC6536703|XP_002097275.1|DYAK	LOC119659191|XP_037923080.1|HILL
OG0004086	LOC6538286|XP_002098813.1|DYAK	LOC119660303|XP_037924703.1|HILL
OG0004087	LOC6525097|XP_002100936.1|DYAK	LOC119656154|XP_037918416.1|HILL
OG0004088	LOC6538307|XP_039231417.1|DYAK	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL
OG0004089	LOC6525414|XP_039233363.1|DYAK	LOC119653440|XP_037913949.1|HILL
OG0004090	LOC6538738|XP_002099253.1|DYAK	LOC119658831|XP_037922493.1|HILL
OG0004092	LOC6525479|XP_002101314.1|DYAK	LOC119654623|XP_037916023.1|HILL
OG0004094	LOC6524279|XP_002100141.2|DYAK	LOC119654768|XP_037916237.1|HILL
OG0004095	LOC6537398|XP_002097954.2|DYAK	LOC119659232|XP_037923135.1|HILL
OG0004096	LOC6538285|XP_002098812.1|DYAK	LOC119659231|XP_037923134.1|HILL
OG0004098	LOC6536707|XP_002097279.1|DYAK	LOC119653995|XP_037915084.1|HILL
OG0004099	LOC6535327|XP_039232177.1|DYAK	LOC119658923|XP_037922674.1|HILL
OG0004100	LOC6535337|XP_039231615.1|DYAK	LOC119660327|XP_037924733.1|HILL
OG0004101	LOC6535339|XP_002095995.3|DYAK	LOC119660189|XP_037924531.1|HILL
OG0004102	LOC6535340|XP_002095996.3|DYAK	LOC119659322|XP_037923274.1|HILL
OG0004103	LOC6538421|XP_002098945.1|DYAK	LOC119658757|XP_037922378.1|HILL
OG0004104	LOC6537885|XP_039231626.1|DYAK	LOC119660232|XP_037924606.1|HILL
OG0004105	LOC6539542|XP_039230939.1|DYAK	LOC119648003|XP_037905316.1|HILL
OG0004106	LOC6534634|XP_002095309.1|DYAK	LOC119649128|XP_037907061.1|HILL
OG0004107	LOC6533484|XP_002094195.1|DYAK	LOC119649913|XP_037908239.1|HILL
OG0004108	LOC6537216|XP_002097774.1|DYAK	LOC119660600|XP_037925204.1|HILL
OG0004109	LOC6538737|XP_039231755.1|DYAK	LOC119659441|XP_037923453.1|HILL
OG0004110	LOC6535133|XP_002095795.1|DYAK	LOC119648781|XP_037906546.1|HILL
OG0004111	LOC6538480|XP_002099004.1|DYAK	LOC119658978|XP_037922786.1|HILL
OG0004112	LOC6538401|XP_015048839.1|DYAK	LOC119659922|XP_037924181.1|HILL
OG0004113	LOC6526176|XP_002101986.1|DYAK	LOC119654970|XP_037916557.1|HILL
OG0004114	LOC6524111|XP_002099975.1|DYAK	LOC119653745|XP_037914596.1|HILL
OG0004115	LOC6524115|XP_039228480.1|DYAK	LOC119654898|XP_037916446.1|HILL
OG0004116	LOC6538485|XP_002099009.1|DYAK	LOC119659995|XP_037924298.1|HILL
OG0004117	LOC6535484|XP_002096115.1|DYAK	LOC119658855|XP_037922536.1|HILL
OG0004118	LOC6531254|XP_002092063.1|DYAK	LOC119654733|XP_037916192.1|HILL
OG0004119	LOC6535509|XP_002096138.1|DYAK	LOC119659398|XP_037923391.1|HILL
OG0004120	LOC6537203|XP_002097761.3|DYAK	LOC119659713|XP_037923895.1|HILL
OG0004121	LOC6533018|XP_002093753.1|DYAK	LOC119648200|XP_037905725.1|HILL
OG0004122	LOC6537224|XP_039231260.1|DYAK	LOC119659561|XP_037923638.1|HILL
OG0004123	LOC6535961|XP_002096577.2|DYAK	LOC119658789|XP_037922426.1|HILL
OG0004124	LOC6524560|XP_015045756.1|DYAK	LOC119653405|XP_037913897.1|HILL
OG0004125	LOC6538829|XP_015049064.1|DYAK	LOC119659998|XP_037924302.1|HILL
