Orthogroup	DYAK.longest_only	SLEB.longest_only
OG0004104	LOC6537885|XP_039231626.1|DYAK	LOC115621663|XP_030371231.1|SLEB
OG0004105	LOC6539542|XP_039230939.1|DYAK	LOC115634785|XP_030388552.1|SLEB
OG0004106	LOC6534634|XP_002095309.1|DYAK	LOC115630702|XP_030383214.1|SLEB
OG0004107	LOC6533484|XP_002094195.1|DYAK	LOC115622610|XP_030372471.1|SLEB
OG0004108	LOC6537216|XP_002097774.1|DYAK	LOC115625288|XP_030376160.1|SLEB
OG0004109	LOC6538737|XP_039231755.1|DYAK	LOC115625346|XP_030376236.1|SLEB
OG0004110	LOC6535133|XP_002095795.1|DYAK	LOC115619990|XP_030368923.1|SLEB
OG0004111	LOC6538480|XP_002099004.1|DYAK	LOC115623472|XP_030373697.1|SLEB
OG0004112	LOC6538401|XP_015048839.1|DYAK	LOC115625332|XP_030376216.1|SLEB
OG0004113	LOC6526176|XP_002101986.1|DYAK	LOC115626741|XP_030378051.1|SLEB
OG0004114	LOC6524111|XP_002099975.1|DYAK	LOC115626753|XP_030378068.1|SLEB
OG0004115	LOC6524115|XP_039228480.1|DYAK	LOC115626958|XP_030378333.1|SLEB
OG0004116	LOC6538485|XP_002099009.1|DYAK	LOC115624411|XP_030375005.1|SLEB
OG0004117	LOC6535484|XP_002096115.1|DYAK	LOC115625234|XP_030376079.1|SLEB
OG0004118	LOC6531254|XP_002092063.1|DYAK	LOC115624533|XP_030375117.1|SLEB
OG0004119	LOC6535509|XP_002096138.1|DYAK	LOC115623549|XP_030373800.1|SLEB
OG0004120	LOC6537203|XP_002097761.3|DYAK	LOC115623661|XP_030373979.1|SLEB
OG0004121	LOC6533018|XP_002093753.1|DYAK	LOC115622962|XP_030372969.1|SLEB
OG0004122	LOC6537224|XP_039231260.1|DYAK	LOC115625573|XP_030376531.1|SLEB
OG0004123	LOC6535961|XP_002096577.2|DYAK	LOC115623338|XP_030373468.1|SLEB
OG0004124	LOC6524560|XP_015045756.1|DYAK	LOC115629256|XP_030381534.1|SLEB
OG0004125	LOC6538829|XP_015049064.1|DYAK	LOC115621820|XP_030371470.1|SLEB
OG0004126	LOC6538821|XP_002099334.1|DYAK	LOC115621098|XP_030370495.1|SLEB
OG0004127	LOC6527943|XP_002089010.1|DYAK	LOC115625755|XP_030376772.1|SLEB
OG0004128	LOC6535473|XP_002096104.1|DYAK	LOC115624021|XP_030374457.1|SLEB
OG0004129	LOC6530229|XP_002091166.1|DYAK	LOC115634837|XP_030388618.1|SLEB
OG0004130	LOC6525116|XP_039226416.1|DYAK	LOC115629253|XP_030381529.1|SLEB
OG0004131	LOC6537084|XP_002097645.1|DYAK	LOC115625070|XP_030375817.1|SLEB
OG0004132	LOC6533446|XP_002094157.2|DYAK	LOC115623251|XP_030373379.1|SLEB
OG0004133	LOC6527332|XP_002088424.1|DYAK	LOC115631981|XP_030384745.1|SLEB
OG0004134	LOC6538609|XP_002099131.1|DYAK	LOC115621059|XP_030370443.1|SLEB
OG0004135	LOC6535784|XP_039232468.1|DYAK	LOC115624331|XP_030374819.1|SLEB
OG0004136	LOC6535975|XP_002096590.1|DYAK	LOC115623683|XP_030374013.1|SLEB
OG0004137	LOC6528837|XP_002089869.1|DYAK	LOC115634341|XP_030387857.1|SLEB
OG0004138	LOC6534441|XP_002095118.1|DYAK	LOC115628341|XP_030380264.1|SLEB
OG0004139	LOC6524325|XP_002100183.3|DYAK	LOC115629170|XP_030381404.1|SLEB
OG0004140	LOC6525467|XP_002101302.1|DYAK	LOC115626857|XP_030378218.1|SLEB
OG0004141	LOC6530808|XP_002091691.3|DYAK	LOC115626385|XP_030377616.1|SLEB
OG0004142	LOC6524540|XP_002100397.1|DYAK	LOC115629220|XP_030381489.1|SLEB
OG0004143	LOC6536824|XP_002097394.1|DYAK	LOC115620606|XP_030369780.1|SLEB
OG0004144	LOC6527921|XP_039227369.1|DYAK	LOC115625690|XP_030376691.1|SLEB
OG0004145	LOC6532740|XP_002093482.1|DYAK	LOC115622792|XP_030372715.1|SLEB
OG0004146	LOC6537123|XP_002097684.1|DYAK	LOC115624413|XP_030375007.1|SLEB
OG0004147	LOC6527937|XP_002089004.1|DYAK	LOC115625832|XP_030376887.1|SLEB
OG0004148	LOC6536856|XP_039232105.1|DYAK	LOC115620988|XP_030370368.1|SLEB
OG0004149	LOC6535967|XP_002096582.1|DYAK	LOC115624122|XP_030374578.1|SLEB
OG0004150	LOC6537233|XP_002097791.1|DYAK	LOC115624120|XP_030374576.1|SLEB
OG0004151	LOC6539026|XP_015049170.1|DYAK	LOC115620402|XP_030369478.1|SLEB
OG0004152	LOC6535407|XP_002096056.3|DYAK	LOC115623365|XP_030373511.1|SLEB
OG0004153	LOC6530292|XP_002091220.1|DYAK	LOC115625602|XP_030376598.1|SLEB
OG0004154	LOC6535037|XP_039230524.1|DYAK	LOC115622116|XP_030371820.1|SLEB
OG0004155	LOC6537131|XP_002097692.1|DYAK	LOC115623859|XP_030374264.1|SLEB
OG0004156	LOC6537243|XP_002097801.2|DYAK	LOC115624149|XP_030374606.1|SLEB
OG0004157	LOC6525204|XP_002101042.3|DYAK	LOC115629143|XP_030381355.1|SLEB
OG0004158	LOC6532299|XP_002093059.1|DYAK	LOC115622423|XP_030372218.1|SLEB
OG0004159	LOC6538553|XP_002099075.1|DYAK	LOC115624365|XP_030374885.1|SLEB
OG0004160	LOC6532462|XP_002093209.1|DYAK	LOC115622468|XP_030372270.1|SLEB
OG0004161	LOC6536567|XP_002097143.2|DYAK	LOC115623673|XP_030374000.1|SLEB
OG0004162	LOC6536366|XP_002096948.2|DYAK	LOC115623642|XP_030373947.1|SLEB
OG0004163	LOC6536398|XP_002096980.1|DYAK	LOC115624127|XP_030374582.1|SLEB
OG0004164	LOC6535305|XP_039232783.1|DYAK	LOC115623929|XP_030374348.1|SLEB
OG0004165	LOC6530568|XP_002091481.1|DYAK	LOC115623390|XP_030373558.1|SLEB
OG0004166	LOC6531935|XP_002092721.1|DYAK	LOC115630004|XP_030382494.1|SLEB
OG0004167	LOC6536243|XP_002096832.1|DYAK	LOC115625909|XP_030377000.1|SLEB
OG0004168	LOC6538681|XP_002099200.2|DYAK	LOC115625069|XP_030375813.1|SLEB
OG0004169	LOC6525451|XP_002101286.2|DYAK	LOC115629639|XP_030382001.1|SLEB
OG0004170	LOC6525038|XP_002100877.3|DYAK	LOC115628741|XP_030380805.1|SLEB
OG0004171	LOC6524157|XP_002100020.1|DYAK	LOC115629676|XP_030382054.1|SLEB
OG0004172	LOC6524963|XP_039228235.1|DYAK	LOC115627773|XP_030379432.1|SLEB
OG0004173	LOC6531470|XP_002092269.1|DYAK	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB
OG0004174	LOC6529936|XP_039228163.1|DYAK	LOC115626137|XP_030377258.1|SLEB
OG0004175	LOC6531712|XP_002092502.1|DYAK	LOC115634437|XP_030388008.1|SLEB
OG0004176	LOC6532732|XP_002093474.1|DYAK	LOC115622486|XP_030372292.1|SLEB
OG0004177	LOC6537245|XP_015048225.1|DYAK	LOC115623555|XP_030373813.1|SLEB
OG0004178	LOC6535474|XP_039231467.1|DYAK	LOC115625527|XP_030376456.1|SLEB
OG0004179	LOC6524447|XP_015045702.1|DYAK	LOC115630036|XP_030382528.1|SLEB
OG0004180	LOC6535729|XP_002096352.2|DYAK	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB
OG0004181	LOC6537939|XP_002098479.1|DYAK	LOC115620201|XP_030369194.1|SLEB
OG0004182	LOC6533877|XP_039229374.1|DYAK	LOC115622689|XP_030372573.1|SLEB
OG0004183	LOC6533875|XP_002094575.3|DYAK	LOC115622476|XP_030372280.1|SLEB
OG0004184	LOC6532907|XP_002093643.1|DYAK	LOC115628267|XP_030380146.1|SLEB
OG0004185	LOC6527435|XP_002088527.1|DYAK	LOC115631060|XP_030383559.1|SLEB
OG0004186	LOC6523962|XP_002099834.1|DYAK	LOC115629142|XP_030381353.1|SLEB
OG0004187	LOC6536772|XP_002097343.1|DYAK	LOC115624217|XP_030374691.1|SLEB
OG0004188	LOC6537212|XP_039231252.1|DYAK	LOC115625276|XP_030376138.1|SLEB
OG0004189	LOC6537210|XP_002097768.1|DYAK	LOC115625286|XP_030376156.1|SLEB
OG0004190	LOC26534532|XP_039232521.1|DYAK	LOC115623582|XP_030373841.1|SLEB
OG0004191	LOC26535123|XP_015044908.2|DYAK	LOC115623984|XP_030374415.1|SLEB
OG0004192	LOC6535655|XP_002096283.1|DYAK	LOC115623596|XP_030373858.1|SLEB
OG0004193	LOC6526014|XP_039229675.1|DYAK	LOC115629478|XP_030381808.1|SLEB
OG0004194	LOC6535522|XP_002096151.1|DYAK	LOC115623434|XP_030373640.1|SLEB
OG0004195	LOC6524830|XP_002100672.1|DYAK	LOC115627479|XP_030379017.1|SLEB
OG0004196	LOC6538101|XP_002098635.1|DYAK	LOC115620716|XP_030369953.1|SLEB
OG0004197	LOC6536639|XP_002097211.1|DYAK	LOC115623413|XP_030373584.1|SLEB
OG0004198	LOC6535313|XP_002095969.1|DYAK	LOC115625047|XP_030375758.1|SLEB
OG0004199	LOC6537049|XP_015048081.1|DYAK	LOC115623649|XP_030373961.1|SLEB
OG0004200	LOC6530567|XP_002091480.1|DYAK	LOC115629050|XP_030381220.1|SLEB
OG0004201	LOC6538092|XP_002098626.1|DYAK	LOC115620574|XP_030369735.1|SLEB
OG0004202	LOC6537798|XP_002098339.1|DYAK	LOC115621197|XP_030370636.1|SLEB
OG0004203	LOC6537083|XP_039231624.1|DYAK	LOC115625072|XP_030375820.1|SLEB
OG0004204	LOC6534921|XP_002095592.1|DYAK	LOC115621640|XP_030371238.1|SLEB
OG0004205	LOC6534159|XP_002094843.2|DYAK	LOC115632596|XP_030385681.1|SLEB
OG0004206	LOC6535757|XP_002096380.2|DYAK	LOC115624123|XP_030374579.1|SLEB
OG0004207	LOC6535756|XP_002096379.3|DYAK	LOC115623577|XP_030373835.1|SLEB
OG0004208	LOC6537428|XP_015048348.1|DYAK	LOC115623619|XP_030373899.1|SLEB
OG0004209	LOC6538666|XP_002099186.1|DYAK	LOC115621873|XP_030371558.1|SLEB
OG0004210	LOC6535918|XP_002096534.1|DYAK	LOC115623671|XP_030373997.1|SLEB
OG0004211	LOC6526443|XP_002087562.1|DYAK	LOC115631904|XP_030384612.1|SLEB
OG0004212	LOC6536368|XP_002096950.1|DYAK	LOC115623636|XP_030373938.1|SLEB
OG0004213	LOC6536280|XP_002096866.2|DYAK	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB
OG0004215	LOC6531539|XP_039228852.1|DYAK	LOC115623668|XP_030373998.1|SLEB
OG0004216	LOC6534108|XP_002094794.2|DYAK	LOC115632524|XP_030385580.1|SLEB
OG0004217	LOC6533053|XP_002093785.1|DYAK	LOC115622565|XP_030372397.1|SLEB
OG0004218	LOC6525717|XP_002101539.1|DYAK	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB
OG0004219	LOC6536249|XP_002096835.1|DYAK	LOC115623356|XP_030373500.1|SLEB
OG0004220	LOC6537110|XP_039231869.1|DYAK	LOC115623621|XP_030373903.1|SLEB
OG0004221	LOC6535900|XP_002096516.1|DYAK	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB
OG0004222	LOC6536740|XP_002097312.1|DYAK	LOC115624267|XP_030374752.1|SLEB
OG0004223	LOC6536743|XP_015047929.2|DYAK	LOC115623475|XP_030373701.1|SLEB
OG0004224	LOC6535421|XP_002096070.2|DYAK	LOC115625201|XP_030376028.1|SLEB
OG0004225	LOC6524116|XP_002099980.1|DYAK	LOC115627223|XP_030378705.1|SLEB
OG0004226	LOC6537039|XP_015048075.1|DYAK	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB
OG0004227	LOC6537086|XP_039231570.1|DYAK	LOC115625451|XP_030376359.1|SLEB
OG0004228	LOC6537085|XP_002097646.1|DYAK	LOC115625071|XP_030375819.1|SLEB
OG0004229	LOC6531514|XP_002092313.3|DYAK	LOC115624998|XP_030375733.1|SLEB
OG0004230	LOC6525364|XP_039228988.1|DYAK	LOC115626934|XP_030378303.1|SLEB
OG0004231	LOC6532917|XP_002093653.1|DYAK	LOC115628390|XP_030380334.1|SLEB
OG0004232	LOC6532920|XP_015049700.1|DYAK	LOC115628393|XP_030380338.1|SLEB
OG0004233	LOC6532921|XP_002093657.1|DYAK	LOC115628392|XP_030380337.1|SLEB
OG0004234	LOC6532933|XP_002093669.2|DYAK	LOC115628253|XP_030380131.1|SLEB
OG0004235	LOC6524386|XP_039226165.1|DYAK	LOC115623444|XP_030373654.1|SLEB
OG0004236	LOC6535528|XP_002096157.1|DYAK	LOC115624284|XP_030374767.1|SLEB
OG0004237	LOC6536023|XP_039230965.1|DYAK	LOC115623821|XP_030374225.1|SLEB
OG0004238	LOC6535490|XP_002096121.1|DYAK	LOC115623588|XP_030373848.1|SLEB
OG0004239	LOC6535907|XP_002096523.1|DYAK	LOC115623394|XP_030373562.1|SLEB
OG0004240	LOC6535374|XP_002096024.1|DYAK	LOC115623410|XP_030373580.1|SLEB
OG0004241	LOC6536291|XP_002096875.1|DYAK	LOC115624345|XP_030374856.1|SLEB
OG0004242	LOC6536308|XP_002096892.1|DYAK	LOC115624254|XP_030374739.1|SLEB
OG0004243	LOC6533043|XP_002093778.1|DYAK	LOC115622897|XP_030372873.1|SLEB
OG0004244	LOC6535523|XP_002096152.1|DYAK	LOC115623539|XP_030373781.1|SLEB
OG0004245	LOC6532346|XP_002093106.1|DYAK	LOC115633057|XP_030386262.1|SLEB
OG0004246	LOC6533743|XP_039229557.1|DYAK	LOC115622381|XP_030372163.1|SLEB
OG0004247	LOC6524419|XP_002100277.1|DYAK	LOC115627809|XP_030379498.1|SLEB
OG0004248	LOC6530790|XP_002091673.1|DYAK	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB
OG0004249	LOC6532187|XP_002092960.1|DYAK	LOC115632085|XP_030384908.1|SLEB
OG0004250	LOC6527492|XP_002088582.1|DYAK	LOC115625737|XP_030376750.1|SLEB
OG0004251	LOC6523814|XP_002099689.2|DYAK	LOC115629738|XP_030382132.1|SLEB
OG0004252	LOC6536371|XP_002096953.1|DYAK	LOC115624421|XP_030375018.1|SLEB
OG0004253	LOC6536270|XP_002096856.1|DYAK	LOC115624130|XP_030374586.1|SLEB
OG0004254	LOC6525159|XP_039227741.1|DYAK	LOC115628910|XP_030381031.1|SLEB
OG0004255	LOC6526601|XP_039227252.1|DYAK	LOC115630765|XP_030383281.1|SLEB
OG0004256	LOC6531380|XP_002092183.1|DYAK	LOC115620017|XP_030368978.1|SLEB
OG0004257	LOC6537974|XP_002098511.1|DYAK	LOC115629076|XP_030381256.1|SLEB
OG0004258	LOC6538565|XP_039230993.1|DYAK	LOC115623753|XP_030374147.1|SLEB
OG0004259	LOC6531383|XP_002092186.1|DYAK	LOC115620256|XP_030369270.1|SLEB
OG0004260	LOC6535318|XP_039232503.1|DYAK	LOC115625525|XP_030376454.1|SLEB
OG0004261	LOC6535418|XP_015047145.1|DYAK	LOC115625532|XP_030376467.1|SLEB
OG0004262	LOC6538701|XP_002099216.1|DYAK	LOC115625256|XP_030376111.1|SLEB
OG0004263	LOC6535676|XP_002096304.1|DYAK	LOC115623809|XP_030374213.1|SLEB
OG0004264	LOC6535997|XP_002096612.1|DYAK	LOC115623346|XP_030373484.1|SLEB
OG0004265	LOC6536068|XP_002096678.2|DYAK	LOC115623602|XP_030373874.1|SLEB
OG0004266	LOC6537094|XP_002097655.1|DYAK	LOC115625067|XP_030375810.1|SLEB
OG0004267	LOC6536402|XP_002096984.1|DYAK	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB
OG0004268	LOC6530236|XP_039227862.1|DYAK	LOC115624572|XP_030375161.1|SLEB
OG0004269	LOC6531450|XP_002092253.1|DYAK	LOC115634391|XP_030387941.1|SLEB
OG0004270	LOC26535684|XP_015054652.1|DYAK	LOC115620884|XP_030370228.1|SLEB
OG0004271	LOC6529987|XP_002090933.1|DYAK	LOC115629398|XP_030381713.1|SLEB
OG0004272	LOC6536631|XP_002097203.1|DYAK	LOC115625277|XP_030376140.1|SLEB
OG0004273	LOC6536818|XP_002097388.1|DYAK	LOC115620617|XP_030369797.1|SLEB
OG0004274	LOC6526011|XP_002101829.1|DYAK	LOC115629511|XP_030381854.1|SLEB
OG0004275	LOC6525001|XP_002100841.2|DYAK	LOC115629726|XP_030382119.1|SLEB
OG0004276	LOC6533382|XP_002094107.1|DYAK	LOC115632375|XP_030385356.1|SLEB
OG0004277	LOC6533766|XP_002094470.2|DYAK	LOC115623056|XP_030373094.1|SLEB
OG0004278	LOC6524581|XP_002100438.1|DYAK	LOC115627274|XP_030378764.1|SLEB
OG0004279	LOC6526349|XP_002087471.1|DYAK	LOC115631158|XP_030383694.1|SLEB
OG0004280	LOC6524152|XP_039229819.1|DYAK	LOC115629642|XP_030382013.1|SLEB
OG0004281	LOC6528552|XP_002089596.1|DYAK	LOC115633331|XP_030386627.1|SLEB
OG0004282	LOC6531350|XP_002092154.1|DYAK	LOC115620465|XP_030369559.1|SLEB
OG0004283	LOC6531349|XP_002092153.1|DYAK	LOC115632234|XP_030385157.1|SLEB
OG0004284	LOC26535693|XP_015054653.1|DYAK	LOC115622179|XP_030371927.1|SLEB
OG0004285	LOC6538811|XP_002099324.1|DYAK	LOC115621451|XP_030370964.1|SLEB
OG0004286	LOC6533762|XP_039230166.1|DYAK	LOC115622958|XP_030372957.1|SLEB
OG0004287	LOC6533761|XP_002094465.1|DYAK	LOC115622718|XP_030372618.1|SLEB
OG0004288	LOC6533753|XP_002094458.1|DYAK	LOC115622222|XP_030371979.1|SLEB
OG0004289	LOC6534902|XP_002095573.1|DYAK	LOC115621448|XP_030370965.1|SLEB
OG0004290	LOC6530357|XP_002091283.1|DYAK	LOC115633995|XP_030387377.1|SLEB
OG0004291	LOC6530409|XP_002091335.1|DYAK	LOC115632271|XP_030385216.1|SLEB
OG0004292	LOC26534510|XP_015049892.1|DYAK	LOC115623276|XP_030373417.1|SLEB
OG0004293	LOC6539545|XP_039230942.1|DYAK	LOC115620064|XP_030369067.1|SLEB
OG0004294	LOC6534156|XP_002094840.1|DYAK	LOC115632145|XP_030385023.1|SLEB
OG0004295	LOC6534154|XP_002094838.1|DYAK	LOC115632766|XP_030385875.1|SLEB
OG0004296	LOC6534152|XP_002094836.1|DYAK	LOC115624761|XP_030375453.1|SLEB
OG0004297	LOC6532024|XP_002092802.1|DYAK	LOC115633930|XP_030387307.1|SLEB
OG0004298	LOC6528624|XP_002089667.1|DYAK	LOC115632555|XP_030385632.1|SLEB
OG0004299	LOC6529894|XP_039228684.1|DYAK	LOC115634261|XP_030387715.1|SLEB
OG0004300	LOC6530788|XP_002091671.1|DYAK	LOC115634396|XP_030387948.1|SLEB
OG0004301	LOC6533301|XP_002094027.1|DYAK	LOC115623274|XP_030373412.1|SLEB
OG0004302	LOC6531462|XP_002092261.1|DYAK	LOC115628641|XP_030380673.1|SLEB
OG0004303	LOC6528795|XP_002089827.1|DYAK	LOC115623420|XP_030373603.1|SLEB
OG0004304	LOC6531260|XP_002092069.3|DYAK	LOC115624867|XP_030375572.1|SLEB
OG0004305	LOC6529949|XP_015052533.1|DYAK	LOC115633100|XP_030386388.1|SLEB
OG0004306	LOC6530189|XP_002091127.1|DYAK	LOC115634566|XP_030388249.1|SLEB
OG0004307	LOC6529885|XP_002090842.1|DYAK	LOC115634635|XP_030388351.1|SLEB
OG0004308	LOC6531932|XP_002092718.1|DYAK	LOC115620086|XP_030369128.1|SLEB
OG0004309	LOC6532640|XP_002093384.1|DYAK	LOC115632753|XP_030385860.1|SLEB
OG0004310	LOC6528651|XP_039226629.1|DYAK	LOC115634400|XP_030387951.1|SLEB
OG0004311	LOC6534833|XP_002095505.1|DYAK	LOC115622427|XP_030372224.1|SLEB
OG0004312	LOC6532002|XP_002092788.1|DYAK	LOC115624549|XP_030375133.1|SLEB
OG0004313	LOC6529044|XP_002090075.1|DYAK	LOC115624605|XP_030375210.1|SLEB
OG0004314	LOC6530594|XP_015051901.1|DYAK	LOC115624941|XP_030375655.1|SLEB
OG0004315	LOC6532031|XP_002092808.3|DYAK	LOC115625536|XP_030376477.1|SLEB
OG0004316	LOC6528823|XP_002089855.1|DYAK	LOC115633882|XP_030387246.1|SLEB
OG0004317	LOC6528551|XP_002089595.1|DYAK	LOC115634731|XP_030388475.1|SLEB
OG0004318	LOC6532010|XP_002092789.1|DYAK	LOC115624540|XP_030375122.1|SLEB
OG0004319	LOC6530068|XP_015052023.1|DYAK	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB
OG0004320	LOC6537747|XP_002098288.1|DYAK	LOC115624576|XP_030375170.1|SLEB
OG0004321	LOC6527727|XP_002088810.2|DYAK	LOC115631472|XP_030384086.1|SLEB
OG0004322	LOC6535559|XP_002096188.1|DYAK	LOC115621142|XP_030370559.1|SLEB
OG0004323	LOC6532380|XP_002093131.1|DYAK	LOC115628441|XP_030380405.1|SLEB
OG0004324	LOC6529238|XP_002090244.1|DYAK	LOC115628595|XP_030380640.1|SLEB
OG0004325	LOC6531745|XP_002092535.1|DYAK	LOC115624697|XP_030375371.1|SLEB
OG0004326	LOC6531746|XP_002092536.2|DYAK	LOC115624764|XP_030375457.1|SLEB
OG0004327	LOC6524923|XP_002100763.1|DYAK	LOC115629096|XP_030381274.1|SLEB
OG0004328	LOC6531852|XP_002092639.1|DYAK	LOC115620454|XP_030369548.1|SLEB
OG0004329	LOC6531984|XP_002092770.1|DYAK	LOC115631536|XP_030384173.1|SLEB
OG0004330	LOC6531248|XP_002092057.1|DYAK	LOC115634711|XP_030388452.1|SLEB
OG0004331	LOC6528818|XP_002089850.2|DYAK	LOC115630621|XP_030383114.1|SLEB
OG0004332	LOC6527910|XP_002088982.1|DYAK	LOC115625879|XP_030376956.1|SLEB
OG0004333	LOC6529507|XP_002090509.1|DYAK	LOC115631888|XP_030384597.1|SLEB
OG0004334	LOC6526929|XP_002088027.1|DYAK	LOC115631243|XP_030383813.1|SLEB
OG0004335	LOC6528298|XP_002089351.1|DYAK	LOC115624647|XP_030375283.1|SLEB
OG0004336	LOC6530827|XP_002091710.1|DYAK	LOC115624565|XP_030375154.1|SLEB
OG0004337	LOC6527672|XP_002088758.1|DYAK	LOC115631769|XP_030384464.1|SLEB
OG0004338	LOC6532569|XP_002093313.1|DYAK	LOC115632464|XP_030385484.1|SLEB
OG0004339	LOC6530397|XP_002091323.1|DYAK	LOC115633742|XP_030387076.1|SLEB
OG0004340	LOC6530396|XP_039228541.1|DYAK	LOC115633741|XP_030387075.1|SLEB
OG0004341	LOC6531808|XP_002092595.2|DYAK	LOC115630600|XP_030383080.1|SLEB
OG0004342	LOC6532166|XP_002092939.3|DYAK	LOC115624904|XP_030375613.1|SLEB
OG0004343	LOC6532162|XP_002092938.1|DYAK	LOC115624743|XP_030375430.1|SLEB
OG0004344	LOC6532159|XP_002092935.1|DYAK	LOC115624508|XP_030375076.1|SLEB
OG0004345	LOC6529199|XP_002090206.1|DYAK	LOC115625828|XP_030376880.1|SLEB
OG0004346	LOC6532029|XP_015051665.1|DYAK	LOC115624493|XP_030375059.1|SLEB
OG0004347	LOC6532025|XP_002092803.1|DYAK	LOC115623794|XP_030374199.1|SLEB
OG0004348	LOC6531939|XP_002092725.3|DYAK	LOC115631293|XP_030383905.1|SLEB
OG0004349	LOC6531927|XP_015051612.1|DYAK	LOC115625052|XP_030375770.1|SLEB
OG0004351	LOC6529890|XP_002090847.2|DYAK	LOC115633675|XP_030386985.1|SLEB
OG0004352	LOC26535764|XP_015046999.1|DYAK	LOC115621805|XP_030371448.1|SLEB
OG0004353	LOC6538214|XP_002098741.1|DYAK	LOC115620767|XP_030370029.1|SLEB
OG0004354	LOC6537194|XP_002097752.1|DYAK	LOC115621576|XP_030371126.1|SLEB
OG0004355	LOC6537607|XP_015048429.1|DYAK	LOC115623543|XP_030373788.1|SLEB
OG0004356	LOC6530006|XP_002090952.1|DYAK	LOC115624526|XP_030375105.1|SLEB
OG0004357	LOC6528416|XP_002089462.1|DYAK	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB
OG0004358	LOC6530203|XP_002091141.1|DYAK	LOC115633856|XP_030387208.1|SLEB
OG0004359	LOC6530980|XP_002091818.2|DYAK	LOC115629288|XP_030381592.1|SLEB
OG0004360	LOC6535028|XP_002095694.2|DYAK	LOC115623273|XP_030373415.1|SLEB
OG0004361	LOC6536614|XP_002097186.1|DYAK	LOC115624054|XP_030374495.1|SLEB
OG0004362	LOC6532288|XP_002093048.1|DYAK	LOC115622730|XP_030372631.1|SLEB
OG0004363	LOC6524575|XP_002100432.1|DYAK	LOC115627064|XP_030378470.1|SLEB
OG0004364	LOC6529994|XP_002090940.1|DYAK	LOC115624722|XP_030375403.1|SLEB
OG0004365	LOC6530695|XP_039228716.1|DYAK	LOC115624285|XP_030374771.1|SLEB
OG0004366	LOC6526351|XP_002087473.1|DYAK	LOC115631160|XP_030383696.1|SLEB
OG0004367	LOC6539741|XP_002086625.1|DYAK	LOC115628168|XP_030380007.1|SLEB
OG0004368	LOC6535201|XP_002095860.1|DYAK	LOC115632470|XP_030385499.1|SLEB
OG0004369	LOC6528555|XP_002089599.2|DYAK	LOC115634177|XP_030387623.1|SLEB
OG0004370	LOC6531348|XP_015051262.1|DYAK	LOC115624967|XP_030375680.1|SLEB
OG0004371	LOC6526051|XP_002101868.1|DYAK	LOC115627236|XP_030378719.1|SLEB
OG0004372	LOC6532021|XP_039228333.1|DYAK	LOC115633546|XP_030386866.1|SLEB
OG0004373	LOC6536895|XP_015047987.2|DYAK	LOC115624656|XP_030375297.1|SLEB
OG0004374	LOC6531268|XP_015051211.1|DYAK	LOC115634519|XP_030388146.1|SLEB
OG0004375	LOC6533294|XP_002094020.1|DYAK	LOC115622625|XP_030372492.1|SLEB
OG0004376	LOC6534852|XP_002095524.2|DYAK	LOC115632490|XP_030385527.1|SLEB
OG0004377	LOC6533562|XP_002094272.1|DYAK	LOC115632287|XP_030385240.1|SLEB
OG0004378	LOC6530483|XP_002091398.2|DYAK	LOC115634026|XP_030387421.1|SLEB
OG0004379	LOC6530693|XP_002091584.1|DYAK	LOC115620048|XP_030369029.1|SLEB
OG0004380	LOC6528650|XP_002089692.1|DYAK	LOC115632224|XP_030385146.1|SLEB
OG0004381	LOC6536674|XP_002097247.1|DYAK	LOC115620204|XP_030369199.1|SLEB
OG0004382	LOC6530168|XP_002091108.1|DYAK	LOC115628145|XP_030379976.1|SLEB
OG0004383	LOC6530337|XP_002091264.1|DYAK	LOC115621111|XP_030370516.1|SLEB
OG0004384	LOC6530335|XP_002091262.1|DYAK	LOC115634814|XP_030388591.1|SLEB
OG0004385	LOC6530235|XP_002091172.1|DYAK	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB
OG0004386	LOC6530193|XP_002091131.1|DYAK	LOC115634334|XP_030387850.1|SLEB
OG0004387	LOC6534020|XP_002094707.1|DYAK	LOC115624884|XP_030375590.1|SLEB
OG0004389	LOC6532906|XP_002093642.1|DYAK	LOC115622656|XP_030372526.1|SLEB
OG0004390	LOC6534557|XP_002095233.2|DYAK	LOC115620063|XP_030369066.1|SLEB
OG0004391	LOC6530913|XP_002091757.1|DYAK	LOC115634112|XP_030387530.1|SLEB
OG0004392	LOC6539532|XP_002086420.3|DYAK	LOC115633959|XP_030387337.1|SLEB
