Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0004340	LOC6530396|XP_039228541.1|DYAK	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL
OG0004341	LOC6531808|XP_002092595.2|DYAK	LOC109413070|XP_029713418.1|AEAL
OG0004342	LOC6532166|XP_002092939.3|DYAK	LOC109418486|XP_019548235.2|AEAL
OG0004343	LOC6532162|XP_002092938.1|DYAK	LOC109621516|XP_029712725.1|AEAL
OG0004344	LOC6532159|XP_002092935.1|DYAK	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL
OG0004345	LOC6529199|XP_002090206.1|DYAK	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL
OG0004346	LOC6532029|XP_015051665.1|DYAK	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL
OG0004347	LOC6532025|XP_002092803.1|DYAK	LOC109431042|XP_029721502.1|AEAL
OG0004348	LOC6531939|XP_002092725.3|DYAK	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL
OG0004349	LOC6531927|XP_015051612.1|DYAK	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL
OG0004350	LOC6528412|XP_002089458.1|DYAK	LOC109433228|XP_029720861.1|AEAL, LOC109425687|XP_029730481.1|AEAL, LOC115259643|XP_029716279.1|AEAL, LOC115262760|XP_029721447.1|AEAL
OG0004351	LOC6529890|XP_002090847.2|DYAK	LOC109413546|XP_029721413.1|AEAL, LOC109425656|XP_029721419.1|AEAL
OG0004352	LOC26535764|XP_015046999.1|DYAK	LOC109407902|XP_019536629.2|AEAL, LOC109413553|XP_019542781.2|AEAL
OG0004353	LOC6538214|XP_002098741.1|DYAK	LOC115253717|XP_029721409.1|AEAL, LOC109407901|XP_029721429.1|AEAL
OG0004354	LOC6537194|XP_002097752.1|DYAK	LOC109413556|XP_019542787.1|AEAL, LOC109407906|XP_029716865.1|AEAL, LOC115262757|XP_029721432.1|AEAL
OG0004355	LOC6537607|XP_015048429.1|DYAK	LOC109401254|XP_019529267.2|AEAL
OG0004356	LOC6530006|XP_002090952.1|DYAK	LOC109413586|XP_029715512.1|AEAL, LOC109401260|XP_029721393.1|AEAL
OG0004357	LOC6528416|XP_002089462.1|DYAK	LOC109413612|XP_029721382.1|AEAL, LOC109401274|XP_029721572.1|AEAL
OG0004358	LOC6530203|XP_002091141.1|DYAK	LOC115262721|XP_029721271.1|AEAL, LOC109401245|XP_029721381.1|AEAL
OG0004359	LOC6530980|XP_002091818.2|DYAK	LOC109413626|XP_029721351.1|AEAL, LOC109401264|XP_029721266.1|AEAL
OG0004360	LOC6535028|XP_002095694.2|DYAK	LOC109401244|XP_019529257.2|AEAL, LOC115262714|XP_029721262.1|AEAL, LOC115262706|XP_029721241.1|AEAL, LOC109623317|XP_019933392.2|AEAL
OG0004361	LOC6536614|XP_002097186.1|DYAK	LOC109623311|XP_019933384.2|AEAL, LOC115262699|XP_029721220.1|AEAL, LOC109401316|XP_019529365.2|AEAL
OG0004362	LOC6532288|XP_002093048.1|DYAK	LOC109623308|XP_019933379.2|AEAL, LOC115262594|XP_029720852.1|AEAL, LOC109401195|XP_019529215.2|AEAL
OG0004363	LOC6524575|XP_002100432.1|DYAK	LOC109401294|XP_019529337.2|AEAL, LOC109623302|XP_019933367.2|AEAL, LOC115262712|XP_029721257.1|AEAL
OG0004364	LOC6529994|XP_002090940.1|DYAK	LOC109623290|XP_019933349.2|AEAL, LOC109401196|XP_019529216.2|AEAL
OG0004365	LOC6530695|XP_039228716.1|DYAK	LOC109401307|XP_019529355.2|AEAL, LOC109623270|XP_019933327.2|AEAL
OG0004366	LOC6526351|XP_002087473.1|DYAK	LOC109401171|XP_019529196.2|AEAL
OG0004367	LOC6539741|XP_002086625.1|DYAK	LOC109401170|XP_019529195.2|AEAL
OG0004368	LOC6535201|XP_002095860.1|DYAK	LOC109413631|XP_019542890.2|AEAL, LOC109426881|XP_019557986.2|AEAL
OG0004369	LOC6528555|XP_002089599.2|DYAK	LOC109623365|XP_029721176.1|AEAL, LOC115262804|XP_029721556.1|AEAL
OG0004370	LOC6531348|XP_015051262.1|DYAK	LOC109426927|XP_019558034.2|AEAL
OG0004371	LOC6526051|XP_002101868.1|DYAK	LOC109623344|XP_019933445.2|AEAL, LOC109426940|XP_019558052.2|AEAL
OG0004372	LOC6532021|XP_039228333.1|DYAK	LOC109426942|XP_029711985.1|AEAL, LOC109623345|XP_029721151.1|AEAL
OG0004373	LOC6536895|XP_015047987.2|DYAK	LOC109427036|XP_029720832.1|AEAL
OG0004374	LOC6531268|XP_015051211.1|DYAK	LOC115262655|XP_029721058.1|AEAL, LOC109424724|XP_029721538.1|AEAL
OG0004375	LOC6533294|XP_002094020.1|DYAK	LOC109424717|XP_019555420.2|AEAL
OG0004376	LOC6534852|XP_002095524.2|DYAK	LOC115262650|XP_029721030.1|AEAL, LOC109424672|XP_019555385.2|AEAL
OG0004377	LOC6533562|XP_002094272.1|DYAK	LOC109412040|XP_019541227.2|AEAL
OG0004378	LOC6530483|XP_002091398.2|DYAK	LOC109424624|XP_029721018.1|AEAL
OG0004379	LOC6530693|XP_002091584.1|DYAK	LOC109412057|XP_019541247.1|AEAL
OG0004380	LOC6528650|XP_002089692.1|DYAK	LOC109421945|XP_019552128.1|AEAL, LOC109408610|XP_019537481.2|AEAL
OG0004381	LOC6536674|XP_002097247.1|DYAK	LOC109421941|XP_019552122.2|AEAL
OG0004382	LOC6530168|XP_002091108.1|DYAK	LOC109421918|XP_019552043.2|AEAL, LOC109432635|XP_029721002.1|AEAL
OG0004383	LOC6530337|XP_002091264.1|DYAK	LOC109421916|XP_029721005.1|AEAL, LOC109432717|XP_019564647.2|AEAL
OG0004384	LOC6530335|XP_002091262.1|DYAK	LOC109421917|XP_019552042.2|AEAL, LOC109432652|XP_019564560.2|AEAL
OG0004386	LOC6530193|XP_002091131.1|DYAK	LOC109421901|XP_029730706.1|AEAL, LOC115267702|XP_029730713.1|AEAL
OG0004387	LOC6534020|XP_002094707.1|DYAK	LOC109408779|XP_019537710.2|AEAL, LOC109432665|XP_029730729.1|AEAL
OG0004388	LOC6530161|XP_002091103.1|DYAK	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL
OG0004389	LOC6532906|XP_002093642.1|DYAK	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL
OG0004390	LOC6534557|XP_002095233.2|DYAK	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL
OG0004391	LOC6530913|XP_002091757.1|DYAK	LOC109408797|XP_029731969.1|AEAL
OG0004392	LOC6539532|XP_002086420.3|DYAK	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL
OG0004393	LOC6531051|XP_015052803.1|DYAK	LOC109408720|XP_029730819.1|AEAL
OG0004394	LOC6531390|XP_015051309.1|DYAK	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL
OG0004395	LOC6529911|XP_002090868.1|DYAK	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL
OG0004396	LOC6529083|XP_002090096.1|DYAK	LOC109428905|XP_019560290.1|AEAL
OG0004397	LOC6529989|XP_002090935.1|DYAK	LOC109414907|XP_019544301.1|AEAL
OG0004398	LOC6529990|XP_002090936.1|DYAK	LOC109414924|XP_029715552.1|AEAL
OG0004399	LOC6531516|XP_039228028.1|DYAK	LOC109414902|XP_019544293.2|AEAL
OG0004400	LOC6536254|XP_002096840.1|DYAK	LOC109414895|XP_019544284.2|AEAL
OG0004401	LOC6531897|XP_002092684.1|DYAK	LOC109428885|XP_029730895.1|AEAL
OG0004402	LOC6531894|XP_002092681.1|DYAK	LOC109416887|XP_019546528.2|AEAL
OG0004403	LOC6530398|XP_002091324.1|DYAK	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL
OG0004404	LOC6529076|XP_002090089.1|DYAK	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL
OG0004405	LOC6534827|XP_002095499.1|DYAK	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL
OG0004406	LOC6534025|XP_015050370.1|DYAK	LOC115267811|XP_029731034.1|AEAL
OG0004407	LOC6528663|XP_002089705.1|DYAK	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL
OG0004408	LOC6534012|XP_002094701.1|DYAK	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL
OG0004409	LOC6523722|XP_015046815.1|DYAK	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL
OG0004410	LOC6531261|XP_002092070.1|DYAK	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL
OG0004411	LOC6535139|XP_002095801.2|DYAK	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL
OG0004412	LOC6535138|XP_002095800.1|DYAK	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL
OG0004413	LOC6531914|XP_002092700.1|DYAK	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL
OG0004414	LOC6531975|XP_002092761.1|DYAK	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL
OG0004415	LOC6530473|XP_002091389.1|DYAK	LOC109399100|XP_019527085.2|AEAL
OG0004416	LOC6528421|XP_002089467.1|DYAK	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL
OG0004417	LOC6538663|XP_002099183.1|DYAK	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL
OG0004418	LOC6531073|XP_015051744.1|DYAK	LOC109409918|XP_029731057.1|AEAL, LOC109399095|XP_029731087.1|AEAL
OG0004419	LOC6528647|XP_015053992.1|DYAK	LOC109409926|XP_029731121.1|AEAL
OG0004420	LOC6530069|XP_002091015.1|DYAK	LOC109399132|XP_019527116.2|AEAL
OG0004421	LOC6534265|XP_002094946.1|DYAK	LOC109399618|XP_019527654.1|AEAL
OG0004422	LOC6534326|XP_002095006.1|DYAK	LOC109399624|XP_029732182.1|AEAL, LOC115268277|XP_029732183.1|AEAL, LOC109400800|XP_019528844.1|AEAL
OG0004423	LOC6531693|XP_002092484.1|DYAK	LOC109399609|XP_019527642.2|AEAL, LOC109397727|XP_019525618.2|AEAL
OG0004424	LOC6532036|XP_039228549.1|DYAK	LOC109400309|XP_029709871.1|AEAL, LOC115253442|XP_029708104.1|AEAL
OG0004425	LOC6534775|XP_002095450.2|DYAK	LOC109399667|XP_019527717.2|AEAL, LOC115253929|XP_029708105.1|AEAL
OG0004426	LOC6539740|XP_002086627.1|DYAK	LOC109400763|XP_019528839.2|AEAL, LOC109399670|XP_019527721.1|AEAL, LOC115255830|XP_029709878.1|AEAL
OG0004427	LOC6539527|XP_002086415.2|DYAK	LOC109399671|XP_019527722.2|AEAL
OG0004428	LOC6536987|XP_039232262.1|DYAK	LOC109418987|XP_019548767.2|AEAL
OG0004429	LOC6528143|XP_002089209.1|DYAK	LOC109410578|XP_029731275.1|AEAL, LOC109421149|XP_019551190.2|AEAL
OG0004430	LOC6534130|XP_002094814.1|DYAK	LOC109426536|XP_029731324.1|AEAL, LOC109408362|XP_029731305.1|AEAL
OG0004431	LOC6537684|XP_002098229.1|DYAK	LOC115255987|XP_029710066.1|AEAL, LOC109408357|XP_019537200.2|AEAL, LOC109426517|XP_019557593.2|AEAL
OG0004432	LOC6537685|XP_002098230.2|DYAK	LOC115255988|XP_029710067.1|AEAL, LOC109408356|XP_019537199.2|AEAL
OG0004433	LOC6534593|XP_015050732.2|DYAK	LOC109426509|XP_029710089.1|AEAL, LOC109426469|XP_029710075.1|AEAL, LOC115255993|XP_029710072.1|AEAL
OG0004434	LOC6529991|XP_002090937.1|DYAK	LOC109408984|XP_029710065.1|AEAL, LOC115255996|XP_029710078.1|AEAL, LOC109426471|XP_019557535.2|AEAL
OG0004435	LOC6530931|XP_015052765.1|DYAK	LOC109402144|XP_019530316.2|AEAL, LOC109426455|XP_029731377.1|AEAL
OG0004437	LOC6532173|XP_002092946.1|DYAK	LOC109426437|XP_019557489.2|AEAL
OG0004438	LOC6530339|XP_002091266.1|DYAK	LOC109426436|XP_019557488.2|AEAL
OG0004439	LOC6530393|XP_002091319.1|DYAK	LOC109404008|XP_019532418.2|AEAL
OG0004440	LOC6531262|XP_002092071.1|DYAK	LOC109426432|XP_019557485.1|AEAL
OG0004441	LOC6526482|XP_002087599.1|DYAK	LOC109403403|XP_019531777.2|AEAL
OG0004442	LOC6531658|XP_002092455.1|DYAK	LOC109403309|XP_019531661.2|AEAL
OG0004443	LOC6533868|XP_002094568.1|DYAK	LOC109621792|XP_029731528.1|AEAL, LOC109403180|XP_029731396.1|AEAL
OG0004444	LOC6531346|XP_002092150.1|DYAK	LOC109622181|XP_029731549.1|AEAL
OG0004445	LOC6531983|XP_002092769.1|DYAK	LOC109403341|XP_029731570.1|AEAL, LOC115267963|XP_029731665.1|AEAL
OG0004446	LOC6538961|XP_015049135.1|DYAK	LOC109403355|XP_029718009.1|AEAL, LOC109410760|XP_019539830.2|AEAL, LOC115267936|XP_029731573.1|AEAL
OG0004447	LOC6538753|XP_002099267.1|DYAK	LOC109403361|XP_019531721.1|AEAL
OG0004448	LOC6531251|XP_002092060.1|DYAK	LOC109410759|XP_019539828.2|AEAL
OG0004449	LOC26536417|XP_039229839.1|DYAK	LOC109403358|XP_019531716.2|AEAL
OG0004450	LOC6530148|XP_002091090.1|DYAK	LOC109410628|XP_019539695.2|AEAL, LOC109433539|XP_019565523.2|AEAL
OG0004451	LOC6530137|XP_002091083.1|DYAK	LOC109410656|XP_029731642.1|AEAL
OG0004452	LOC6530928|XP_002091770.1|DYAK	LOC109433480|XP_019565446.2|AEAL, LOC109410661|XP_029731648.1|AEAL
OG0004453	LOC6531135|XP_002091969.1|DYAK	LOC109410657|XP_029710257.1|AEAL, LOC109433478|XP_029731645.1|AEAL
OG0004454	LOC6536749|XP_002097321.1|DYAK	LOC115267992|XP_029731731.1|AEAL, LOC109621455|XP_019931040.2|AEAL, LOC115269469|XP_029734107.1|AEAL
OG0004455	LOC6539609|XP_002086497.2|DYAK	LOC115268196|XP_029732109.1|AEAL, LOC109621475|XP_019931063.2|AEAL, LOC115255967|XP_029710053.1|AEAL, LOC109621486|XP_019931074.2|AEAL
OG0004456	LOC6523803|XP_002099678.1|DYAK	LOC109621461|XP_019931046.2|AEAL
OG0004457	LOC6533742|XP_039229558.1|DYAK	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL
OG0004458	LOC6533770|XP_002094474.2|DYAK	LOC109621471|XP_029731745.1|AEAL
OG0004459	LOC6533932|XP_015050340.1|DYAK	LOC109621434|XP_029731746.1|AEAL
OG0004460	LOC6534337|XP_002095017.1|DYAK	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL
OG0004461	LOC6534471|XP_002095148.1|DYAK	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL
OG0004462	LOC6534995|XP_002095665.2|DYAK	LOC109426027|XP_019557004.2|AEAL
OG0004463	LOC6535182|XP_039230236.1|DYAK	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL
OG0004464	LOC6534029|XP_002094716.1|DYAK	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL
OG0004465	LOC6539669|XP_002086554.2|DYAK	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL
OG0004466	LOC6535001|XP_002095671.2|DYAK	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL
OG0004467	LOC26534720|XP_015045014.1|DYAK	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL
OG0004468	LOC6534847|XP_002095519.2|DYAK	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL
OG0004469	LOC6539582|XP_002086470.3|DYAK	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL
OG0004470	LOC6529557|XP_002090554.3|DYAK	LOC109425964|XP_029731782.1|AEAL
OG0004471	LOC6537702|XP_039231342.1|DYAK	LOC115268074|XP_029731879.1|AEAL
OG0004472	LOC6528798|XP_002089830.1|DYAK	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL
OG0004473	LOC26536250|XP_015052965.2|DYAK	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL
OG0004474	LOC6530201|XP_002091139.1|DYAK	LOC109425843|XP_019556759.1|AEAL
OG0004475	LOC6536894|XP_002097463.1|DYAK	LOC109407579|XP_019536216.2|AEAL
OG0004476	LOC6528131|XP_002089198.1|DYAK	LOC109425839|XP_019556755.2|AEAL
OG0004477	LOC6528549|XP_002089594.1|DYAK	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL
OG0004478	LOC6530392|XP_039228465.1|DYAK	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL
OG0004479	LOC6531930|XP_002092716.2|DYAK	LOC109422033|XP_019552217.2|AEAL
OG0004480	LOC6526167|XP_002101977.1|DYAK	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL
OG0004481	LOC6531133|XP_039228398.1|DYAK	LOC109623237|XP_029729019.1|AEAL
OG0004482	LOC6538938|XP_015049127.1|DYAK	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL
OG0004483	LOC6531923|XP_002092709.1|DYAK	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL
OG0004484	LOC6537604|XP_002098150.1|DYAK	LOC109432394|XP_019564288.2|AEAL
OG0004487	LOC6534366|XP_002095044.2|DYAK	LOC109399289|XP_019527272.2|AEAL
OG0004488	LOC6528351|XP_002089400.1|DYAK	LOC109411164|XP_019540188.2|AEAL
OG0004489	LOC6532404|XP_002093155.1|DYAK	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL
OG0004504	LOC6535216|XP_015051099.1|DYAK	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL
OG0004505	LOC6537353|XP_015048291.1|DYAK	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL
OG0004506	LOC6538195|XP_002098723.1|DYAK	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL
OG0004507	LOC6537603|XP_002098149.2|DYAK	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL
OG0004508	LOC6538366|XP_002098890.2|DYAK	LOC109413201|XP_029710437.1|AEAL
OG0004509	LOC6533748|XP_002094453.1|DYAK	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL
OG0004510	LOC6524991|XP_002100831.2|DYAK	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL
OG0004511	LOC6538615|XP_039231574.1|DYAK	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL
OG0004512	LOC6523756|XP_002099631.1|DYAK	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL
OG0004513	LOC6523734|XP_002099609.1|DYAK	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL
OG0004514	LOC6523727|XP_002099602.3|DYAK	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL
OG0004515	LOC6524701|XP_002100545.2|DYAK	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL
OG0004516	LOC6524501|XP_015045728.1|DYAK	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL
OG0004517	LOC6525241|XP_015046174.1|DYAK	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL
OG0004518	LOC6524902|XP_002100742.1|DYAK	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL
OG0004519	LOC6538073|XP_015048641.1|DYAK	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL
OG0004520	LOC6524885|XP_015045914.1|DYAK	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL
OG0004521	LOC6529089|XP_002090102.1|DYAK	LOC109413491|XP_019542719.2|AEAL
OG0004522	LOC6525265|XP_002101101.1|DYAK	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL
OG0004523	LOC6538983|XP_002099485.2|DYAK	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL
OG0004524	LOC6524376|XP_002100234.1|DYAK	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL
OG0004525	LOC6524644|XP_002100501.1|DYAK	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL
OG0004526	LOC6524179|XP_015045549.2|DYAK	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL
OG0004527	LOC6524373|XP_002100231.1|DYAK	LOC109408933|XP_019537875.2|AEAL
OG0004528	LOC6526089|XP_002101906.1|DYAK	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL
OG0004529	LOC6524099|XP_002099963.2|DYAK	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL
OG0004530	LOC6524973|XP_002100813.1|DYAK	LOC109428405|XP_019559676.1|AEAL
OG0004531	LOC6537746|XP_039232540.1|DYAK	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL
OG0004532	LOC6524812|XP_002100654.3|DYAK	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL
OG0004533	LOC6524562|XP_002100419.1|DYAK	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL
OG0004534	LOC6531385|XP_002092188.1|DYAK	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL
OG0004535	LOC6534449|XP_002095126.1|DYAK	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL
OG0004536	LOC6526096|XP_039230446.1|DYAK	LOC109428467|XP_029711043.1|AEAL
OG0004537	LOC6524079|XP_002099943.1|DYAK	LOC109428468|XP_019559780.2|AEAL
OG0004539	LOC6535803|XP_015047362.1|DYAK	LOC109428481|XP_019559801.2|AEAL
OG0004540	LOC6526042|XP_002101859.1|DYAK	LOC109416895|XP_019546561.2|AEAL
OG0004541	LOC6531147|XP_002091976.1|DYAK	LOC109402643|XP_029710693.1|AEAL
OG0004542	LOC6525218|XP_002101056.1|DYAK	LOC109402631|XP_029711894.1|AEAL
OG0004543	LOC6524171|XP_039227419.1|DYAK	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL
OG0004544	LOC6523800|XP_039233731.1|DYAK	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL
OG0004545	LOC6537725|XP_015048473.1|DYAK	LOC109397913|XP_019525797.2|AEAL
OG0004546	LOC6529986|XP_002090932.1|DYAK	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL
OG0004547	LOC6524478|XP_002100335.1|DYAK	LOC109397885|XP_029710781.1|AEAL
OG0004548	LOC6525205|XP_002101043.1|DYAK	LOC109427493|XP_019558587.2|AEAL
OG0004549	LOC6523826|XP_002099701.1|DYAK	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL
OG0004550	LOC6525367|XP_015046269.2|DYAK	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL
OG0004551	LOC6530815|XP_002091698.1|DYAK	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL
OG0004552	LOC6525752|XP_039232950.1|DYAK	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL
OG0004553	LOC6532682|XP_002093426.1|DYAK	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL
OG0004554	LOC6524361|XP_002100219.1|DYAK	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL
OG0004555	LOC6524360|XP_002100218.1|DYAK	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL
OG0004556	LOC6525861|XP_002101681.1|DYAK	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL
OG0004557	LOC6524286|XP_039230120.1|DYAK	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL
OG0004558	LOC6526222|XP_002102031.1|DYAK	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL
OG0004559	LOC6537933|XP_002098473.1|DYAK	LOC109401913|XP_019530074.1|AEAL
OG0004560	LOC6540146|XP_039233134.1|DYAK	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL
OG0004561	LOC6537289|XP_002097847.1|DYAK	LOC109401939|XP_029709673.1|AEAL
OG0004562	LOC6537792|XP_002098333.1|DYAK	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL
OG0004563	LOC6537176|XP_015048180.1|DYAK	LOC109401933|XP_029709678.1|AEAL
OG0004564	LOC6535747|XP_002096370.1|DYAK	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL
OG0004565	LOC6537265|XP_002097823.1|DYAK	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL
OG0004566	LOC6526026|XP_002101843.1|DYAK	LOC109401889|XP_019530042.2|AEAL
OG0004567	LOC6525358|XP_002101194.1|DYAK	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL
OG0004568	LOC6523931|XP_002099803.1|DYAK	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL
OG0004569	LOC6535290|XP_002095946.2|DYAK	LOC109401821|XP_029733378.1|AEAL
OG0004570	LOC6531440|XP_002092243.1|DYAK	LOC109410340|XP_029733269.1|AEAL
OG0004571	LOC6525798|XP_002101619.1|DYAK	LOC109422038|XP_019552221.2|AEAL
OG0004572	LOC6526823|XP_002087924.1|DYAK	LOC109421972|XP_019552154.2|AEAL
