Orthogroup	DYAK.longest_only	DBUS.longest_only
OG0004708	LOC6535996|XP_039231604.1|DYAK	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC6537646|XP_002098191.1|DYAK	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC6537319|XP_039232241.1|DYAK	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC6538343|XP_002098868.1|DYAK	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC6536980|XP_002097549.1|DYAK	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC6538768|XP_002099282.1|DYAK	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC26534737|XP_015049017.1|DYAK	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC6528224|XP_002089286.1|DYAK	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC6538778|XP_002099292.2|DYAK	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC6525980|XP_039228445.1|DYAK	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC6526713|XP_002087816.1|DYAK	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC6538937|XP_015049126.2|DYAK	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC6538800|XP_002099313.1|DYAK	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC6538206|XP_002098734.1|DYAK	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC6538063|XP_002098598.1|DYAK	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC6525103|XP_002100942.1|DYAK	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC6535607|XP_002096235.1|DYAK	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC6538342|XP_002098867.1|DYAK	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC6538251|XP_002098778.1|DYAK	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC6537894|XP_039231071.1|DYAK	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC6536834|XP_002097404.1|DYAK	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC6524659|XP_002100516.1|DYAK	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC6527045|XP_002088138.1|DYAK	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC6535630|XP_002096258.1|DYAK	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC6536485|XP_015047753.1|DYAK	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC6537441|XP_002097997.1|DYAK	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC6537668|XP_039232836.1|DYAK	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC6539059|XP_039232577.1|DYAK	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC6538132|XP_039232276.1|DYAK	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC6535278|XP_002095934.1|DYAK	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC6535279|XP_039232550.1|DYAK	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC6537929|XP_002098469.1|DYAK	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC6538652|XP_002099172.1|DYAK	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC6535608|XP_002096236.1|DYAK	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC6523744|XP_015046895.1|DYAK	LOC108607359|XP_017853542.1|DBUS
OG0004743	LOC6535637|XP_002096265.1|DYAK	LOC108602990|XP_017846873.1|DBUS
OG0004744	LOC6529022|XP_002090054.1|DYAK	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC6535358|XP_002096009.1|DYAK	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC6537379|XP_002097935.1|DYAK	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC6537380|XP_015048306.1|DYAK	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC6537377|XP_002097933.1|DYAK	LOC108603750|XP_017848313.1|DBUS
OG0004749	LOC6535824|XP_002096445.1|DYAK	LOC108603833|XP_017848461.1|DBUS
OG0004750	LOC6537687|XP_002098232.1|DYAK	LOC108602905|XP_017846702.1|DBUS
OG0004751	LOC6537190|XP_002097748.1|DYAK	LOC108603725|XP_017848255.1|DBUS
OG0004752	LOC6538329|XP_002098856.1|DYAK	LOC108604107|XP_017848877.1|DBUS
OG0004753	LOC6538637|XP_002099157.1|DYAK	LOC108603804|XP_017848391.1|DBUS
OG0004754	LOC6538202|XP_002098730.1|DYAK	LOC108602761|XP_017846422.1|DBUS
OG0004755	LOC6535811|XP_002096433.1|DYAK	LOC108601717|XP_017845124.1|DBUS
OG0004756	LOC6535810|XP_002096432.1|DYAK	LOC108601813|XP_017845239.1|DBUS
OG0004757	LOC6536896|XP_015047990.1|DYAK	LOC108602875|XP_017846653.1|DBUS
OG0004758	LOC6535500|XP_015047186.2|DYAK	LOC108604597|XP_017849619.1|DBUS
OG0004759	LOC6536178|XP_002096769.1|DYAK	LOC108604209|XP_017849059.1|DBUS
OG0004760	LOC6537325|XP_039231079.1|DYAK	LOC108602300|XP_017845869.1|DBUS
OG0004761	LOC6536662|XP_002097234.1|DYAK	LOC108604344|XP_017849261.1|DBUS
OG0004762	LOC6527070|XP_002088163.1|DYAK	LOC108607737|XP_017854250.2|DBUS
OG0004763	LOC6535557|XP_002096186.3|DYAK	LOC108601983|XP_017845467.1|DBUS
OG0004764	LOC6537352|XP_002097909.1|DYAK	LOC108604248|XP_017849118.1|DBUS
OG0004765	LOC6538667|XP_039231344.1|DYAK	LOC108601617|XP_017845005.1|DBUS
OG0004766	LOC6538683|XP_002099202.2|DYAK	LOC108604462|XP_017849431.1|DBUS
OG0004767	LOC6535295|XP_002095951.1|DYAK	LOC108603296|XP_017847457.1|DBUS
OG0004768	LOC6535297|XP_002095953.2|DYAK	LOC108604434|XP_017849397.1|DBUS
OG0004769	LOC6529264|XP_002090269.1|DYAK	LOC108603050|XP_017846968.1|DBUS
OG0004770	LOC6540275|XP_002087112.1|DYAK	LOC108603252|XP_017847380.1|DBUS
OG0004771	LOC6537964|XP_002098501.1|DYAK	LOC108602186|XP_017845720.1|DBUS
OG0004772	LOC6536210|XP_002096801.1|DYAK	LOC108603938|XP_033150008.1|DBUS, LOC108603946|XP_017848627.2|DBUS, LOC108603939|XP_033149855.1|DBUS
OG0004773	LOC6535841|XP_002096462.1|DYAK	LOC108603067|XP_017847001.1|DBUS
OG0004774	LOC6535844|XP_039232604.1|DYAK	LOC108603068|XP_017847011.2|DBUS
OG0004775	LOC6535625|XP_002096253.1|DYAK	LOC108602161|XP_017845683.1|DBUS
OG0004776	LOC6528358|XP_002089407.1|DYAK	LOC108597629|XP_017839761.1|DBUS
OG0004777	LOC6535224|XP_002095883.1|DYAK	LOC117135101|XP_033150992.1|DBUS
OG0004778	LOC6527560|XP_002088650.1|DYAK	LOC108608410|XP_017855258.2|DBUS
OG0004779	LOC6537935|XP_015048573.1|DYAK	LOC108603347|XP_017847568.1|DBUS
OG0004780	LOC6526680|XP_002087786.1|DYAK	LOC108603516|XP_017847900.1|DBUS
OG0004781	LOC6536841|XP_015047965.1|DYAK	LOC108602993|XP_033150133.1|DBUS
OG0004782	LOC6538798|XP_002099311.3|DYAK	LOC108604758|XP_017849836.1|DBUS
OG0004783	LOC6524704|XP_002100548.1|DYAK	LOC108606518|XP_017852180.1|DBUS
OG0004784	LOC6537598|XP_002098144.1|DYAK	LOC108602485|XP_017846097.1|DBUS
OG0004785	LOC6537580|XP_002098126.1|DYAK	LOC108602195|XP_017845733.1|DBUS
OG0004786	LOC6537578|XP_002098124.1|DYAK	LOC108602476|XP_017846089.1|DBUS
OG0004787	LOC6537576|XP_002098122.1|DYAK	LOC108601462|XP_017844849.1|DBUS
OG0004788	LOC6537575|XP_015048423.1|DYAK	LOC108602484|XP_017846096.1|DBUS
OG0004789	LOC6537574|XP_002098120.1|DYAK	LOC108601463|XP_017844851.1|DBUS
OG0004790	LOC6538391|XP_002098915.3|DYAK	LOC108601927|XP_017845392.1|DBUS
OG0004791	LOC6539008|XP_002099510.1|DYAK	LOC108603236|XP_017847345.1|DBUS
OG0004792	LOC6535644|XP_002096272.1|DYAK	LOC108603943|XP_017848625.1|DBUS
OG0004793	LOC6537998|XP_002098533.2|DYAK	LOC108603122|XP_017847130.1|DBUS
OG0004794	LOC6536990|XP_002097559.1|DYAK	LOC108604188|XP_017849027.1|DBUS
OG0004795	LOC6536931|XP_002097500.1|DYAK	LOC108603335|XP_017847549.1|DBUS
OG0004796	LOC6536866|XP_002097435.1|DYAK	LOC108603696|XP_017848211.1|DBUS
OG0004797	LOC6537643|XP_039231847.1|DYAK	LOC108602341|XP_033150027.1|DBUS
OG0004798	LOC6538087|XP_002098621.1|DYAK	LOC108603905|XP_017848575.1|DBUS
OG0004799	LOC6536158|XP_002096758.1|DYAK	LOC108603331|XP_017847544.1|DBUS
OG0004800	LOC6537362|XP_002097919.1|DYAK	LOC108601768|XP_017845181.1|DBUS
OG0004801	LOC6538563|XP_002099085.1|DYAK	LOC108601999|XP_017845488.1|DBUS
OG0004802	LOC6535834|XP_002096455.1|DYAK	LOC108602139|XP_017845656.1|DBUS
OG0004803	LOC6538158|XP_002098692.2|DYAK	LOC108602340|XP_017845921.1|DBUS
OG0004804	LOC6535298|XP_039232793.1|DYAK	LOC108603091|XP_017847077.1|DBUS
OG0004805	LOC6536363|XP_002096945.1|DYAK	LOC108601872|XP_017845321.1|DBUS
OG0004806	LOC6524591|XP_002100448.1|DYAK	LOC108606587|XP_017852306.1|DBUS
OG0004807	LOC6538597|XP_002099119.2|DYAK	LOC117134676|XP_033149013.1|DBUS
OG0004808	LOC6536465|XP_002097046.1|DYAK	LOC108601422|XP_017844809.1|DBUS
OG0004809	LOC6535852|XP_002096471.2|DYAK	LOC108603200|XP_017847271.1|DBUS
OG0004810	LOC6535846|XP_002096467.2|DYAK	LOC108603199|XP_017847270.1|DBUS
OG0004811	LOC6539739|XP_015045005.1|DYAK	LOC108600049|XP_017842883.1|DBUS
OG0004812	LOC6536360|XP_039232487.1|DYAK	LOC108601873|XP_017845322.1|DBUS
OG0004813	LOC6537956|XP_002098493.1|DYAK	LOC108604490|XP_017849471.1|DBUS
OG0004814	LOC6536444|XP_002097025.1|DYAK	LOC108604250|XP_017849121.1|DBUS
OG0004815	LOC6524005|XP_002099877.2|DYAK	LOC108607065|XP_017853170.1|DBUS
OG0004816	LOC6525277|XP_002101113.1|DYAK	LOC108605283|XP_017850420.1|DBUS
OG0004817	LOC6525279|XP_002101115.2|DYAK	LOC108605282|XP_017850419.1|DBUS
OG0004818	LOC6536207|XP_002096798.1|DYAK	LOC108604654|XP_017849692.1|DBUS
OG0004819	LOC6537839|XP_002098380.1|DYAK	LOC108604261|XP_017849144.1|DBUS
OG0004820	LOC6536468|XP_002097049.1|DYAK	LOC108604290|XP_017849191.1|DBUS
OG0004821	LOC6537967|XP_002098504.2|DYAK	LOC108604348|XP_017849267.1|DBUS
OG0004822	LOC6537316|XP_002097873.1|DYAK	LOC108603523|XP_017847906.1|DBUS
OG0004823	LOC6536993|XP_002097562.2|DYAK	LOC108603807|XP_017848395.1|DBUS
OG0004824	LOC6536994|XP_002097563.1|DYAK	LOC108603808|XP_033149831.1|DBUS
OG0004825	LOC6523742|XP_002099617.1|DYAK	LOC108607426|XP_017853721.1|DBUS
OG0004826	LOC6537547|XP_002098093.1|DYAK	LOC108604482|XP_017849460.1|DBUS
OG0004827	LOC6535276|XP_002095932.1|DYAK	LOC108601924|XP_017845390.1|DBUS
OG0004828	LOC6537937|XP_002098477.1|DYAK	LOC108603348|XP_017847570.1|DBUS
OG0004829	LOC6538772|XP_002099286.1|DYAK	LOC108604514|XP_017849507.1|DBUS
OG0004830	LOC6536805|XP_002097375.3|DYAK	LOC108602945|XP_017846782.1|DBUS
OG0004831	LOC6533157|XP_002093883.1|DYAK	LOC108600701|XP_017843911.2|DBUS
OG0004832	LOC6536848|XP_002097417.1|DYAK	LOC108603767|XP_017848343.1|DBUS
OG0004833	LOC6537480|XP_002098036.1|DYAK	LOC108601748|XP_017845160.1|DBUS
OG0004834	LOC6537927|XP_002098467.1|DYAK	LOC108603772|XP_017848348.1|DBUS
OG0004835	LOC6537924|XP_002098464.1|DYAK	LOC108601791|XP_017845216.1|DBUS
OG0004836	LOC6537864|XP_002098405.1|DYAK	LOC108602117|XP_017845631.1|DBUS
OG0004837	LOC6534750|XP_002095425.2|DYAK	LOC108599044|XP_017841313.1|DBUS
OG0004838	LOC6536550|XP_015047827.1|DYAK	LOC108601469|XP_017844857.1|DBUS
OG0004839	LOC6536548|XP_015047826.1|DYAK	LOC108601467|XP_033150138.1|DBUS
OG0004840	LOC6538736|XP_002099251.1|DYAK	LOC108602923|XP_017846754.1|DBUS
OG0004841	LOC6528282|XP_002089335.1|DYAK	LOC108599987|XP_017842754.2|DBUS
OG0004842	LOC6538056|XP_002098591.1|DYAK	LOC108602996|XP_017846879.1|DBUS
OG0004843	LOC6535567|XP_002096196.1|DYAK	LOC108603556|XP_017847965.1|DBUS
OG0004844	LOC6527439|XP_002088531.2|DYAK	LOC108602865|XP_017846642.1|DBUS
OG0004845	LOC6535376|XP_002096026.1|DYAK	LOC108603714|XP_017848243.1|DBUS
OG0004846	LOC6526725|XP_002087828.1|DYAK	LOC108600469|XP_017843566.1|DBUS
OG0004847	LOC6526724|XP_002087827.1|DYAK	LOC108608081|XP_017854765.1|DBUS
OG0004849	LOC6527658|XP_002088744.1|DYAK	LOC108607164|XP_017853308.1|DBUS
OG0004850	LOC6536119|XP_039231245.1|DYAK	LOC108602833|XP_017846563.1|DBUS
OG0004851	LOC6536120|XP_002096728.1|DYAK	LOC108601473|XP_033150134.1|DBUS
OG0004852	LOC6536137|XP_015047583.1|DYAK	LOC108602047|XP_033149812.1|DBUS
OG0004853	LOC6530651|XP_002091549.3|DYAK	LOC108595588|XP_017836339.1|DBUS
OG0004854	LOC6533850|XP_039230761.1|DYAK	LOC108599495|XP_017841830.1|DBUS
OG0004855	LOC26536306|XP_015050225.1|DYAK	LOC108598145|XP_017840252.2|DBUS
OG0004856	LOC6533364|XP_039229630.1|DYAK	LOC108599827|XP_017842421.1|DBUS
OG0004857	LOC6532473|XP_002093220.2|DYAK	LOC108599247|XP_017841533.1|DBUS
OG0004858	LOC6533371|XP_039229626.1|DYAK	LOC108600696|XP_017843903.2|DBUS
OG0004859	LOC6533373|XP_002094098.1|DYAK	LOC108600625|XP_017843798.1|DBUS
OG0004860	LOC6533496|XP_002094207.1|DYAK	LOC108598556|XP_017840731.1|DBUS
OG0004861	LOC6533533|XP_015050112.1|DYAK	LOC108600292|XP_017843253.1|DBUS
OG0004862	LOC6533542|XP_039229889.1|DYAK	LOC108599974|XP_033149713.1|DBUS
OG0004863	LOC6533100|XP_002093826.2|DYAK	LOC108600545|XP_017843692.2|DBUS
OG0004864	LOC6532955|XP_002093690.1|DYAK	LOC108600542|XP_017843687.1|DBUS
OG0004865	LOC6538213|XP_002098740.1|DYAK	LOC108604073|XP_017848831.1|DBUS
OG0004866	LOC6533288|XP_002094014.1|DYAK	LOC108600699|XP_017843909.2|DBUS
OG0004867	LOC6530224|XP_039229146.1|DYAK	LOC108597210|XP_017839137.1|DBUS
OG0004868	LOC6529086|XP_002090099.1|DYAK	LOC108596941|XP_017838668.1|DBUS
OG0004869	LOC6528305|XP_002089358.1|DYAK	LOC108596255|XP_017837298.1|DBUS
OG0004870	LOC6528310|XP_015054435.1|DYAK	LOC108597033|XP_017838815.1|DBUS
OG0004871	LOC6532069|XP_002092846.1|DYAK	LOC108597681|XP_017839844.1|DBUS
OG0004872	LOC6532150|XP_002092926.1|DYAK	LOC108596294|XP_017837374.1|DBUS
OG0004873	LOC6527690|XP_002088774.1|DYAK	LOC108602730|XP_017846373.1|DBUS
OG0004874	LOC6538452|XP_002098976.1|DYAK	LOC108603961|XP_017848651.1|DBUS
OG0004875	LOC6525853|XP_039233355.1|DYAK	LOC108606415|XP_017852000.2|DBUS
OG0004876	LOC6523841|XP_002099714.1|DYAK	LOC108607152|XP_017853286.1|DBUS
OG0004877	LOC6533779|XP_002094482.1|DYAK	LOC108601148|XP_017844566.1|DBUS
OG0004878	LOC6528465|XP_002089511.1|DYAK	LOC108595399|XP_017836114.1|DBUS
OG0004879	LOC6531987|XP_015051655.1|DYAK	LOC117135019|XP_033150709.1|DBUS
OG0004880	LOC6534642|XP_002095317.1|DYAK	LOC108600832|XP_017844116.1|DBUS
OG0004881	LOC6533208|XP_002093934.1|DYAK	LOC108600754|XP_017844000.2|DBUS
OG0004882	LOC6533284|XP_015049887.1|DYAK	LOC108601083|XP_017844473.1|DBUS
OG0004883	LOC6533441|XP_002094152.2|DYAK	LOC108599539|XP_017841913.1|DBUS
OG0004884	LOC6531559|XP_039229252.1|DYAK	LOC108596739|XP_017838290.1|DBUS
OG0004885	LOC6530056|XP_002091002.1|DYAK	LOC108594776|XP_017835403.1|DBUS
OG0004886	LOC6531493|XP_002092292.1|DYAK	LOC108596834|XP_017838446.1|DBUS
OG0004887	LOC6531115|XP_002091949.1|DYAK	LOC108595409|XP_017836124.2|DBUS
OG0004888	LOC6531015|XP_039229065.1|DYAK	LOC108596778|XP_017838366.1|DBUS
OG0004889	LOC6528838|XP_015054077.1|DYAK	LOC108597538|XP_033149031.1|DBUS
OG0004890	LOC6531553|XP_002092351.1|DYAK	LOC108597525|XP_017839611.1|DBUS
OG0004891	LOC6524545|XP_002100402.1|DYAK	LOC108605889|XP_017851193.1|DBUS
OG0004892	LOC6531069|XP_039227996.1|DYAK	LOC108597757|XP_017839955.1|DBUS
OG0004893	LOC6531276|XP_002092085.1|DYAK	LOC108595195|XP_017835868.1|DBUS
OG0004894	LOC6530030|XP_002090976.2|DYAK	LOC108595227|XP_017835911.1|DBUS
OG0004895	LOC6531843|XP_002092630.1|DYAK	LOC108597275|XP_017839228.1|DBUS
OG0004896	LOC6531030|XP_015052796.1|DYAK	LOC108595028|XP_017835652.1|DBUS
OG0004897	LOC6531028|XP_039228973.1|DYAK	LOC108597214|XP_017839143.1|DBUS
OG0004898	LOC6528869|XP_015054087.1|DYAK	LOC108596669|XP_017838164.1|DBUS
OG0004899	LOC6529326|XP_002090331.3|DYAK	LOC108596385|XP_017837545.1|DBUS
OG0004900	LOC6528863|XP_002089895.1|DYAK	LOC108597466|XP_017839528.1|DBUS
OG0004901	LOC6528864|XP_002089896.1|DYAK	LOC108595063|XP_017835697.1|DBUS
OG0004902	LOC6532460|XP_002093207.1|DYAK	LOC108598443|XP_017840565.1|DBUS
OG0004903	LOC6531590|XP_002092388.1|DYAK	LOC108596444|XP_017837677.1|DBUS
OG0004904	LOC6538794|XP_002099307.1|DYAK	LOC108603582|XP_017848011.1|DBUS
OG0004905	LOC6528482|XP_039226283.1|DYAK	LOC108596972|XP_017838710.1|DBUS
OG0004906	LOC6532574|XP_002093318.1|DYAK	LOC108598576|XP_017840752.2|DBUS
OG0004907	LOC6533286|XP_002094012.1|DYAK	LOC108598721|XP_017840940.1|DBUS
OG0004908	LOC6534718|XP_002095393.1|DYAK	LOC108600833|XP_033149418.1|DBUS
OG0004909	LOC6534728|XP_039230000.1|DYAK	LOC108600258|XP_017843185.1|DBUS
OG0004910	LOC6534732|XP_002095407.2|DYAK	LOC108600558|XP_017843710.1|DBUS
OG0004911	LOC6532820|XP_002093557.1|DYAK	LOC108594315|XP_017834951.1|DBUS
OG0004912	LOC6532575|XP_002093319.1|DYAK	LOC108598457|XP_017840590.2|DBUS
OG0004913	LOC6530765|XP_002091653.1|DYAK	LOC108595454|XP_017836182.1|DBUS
OG0004914	LOC6530758|XP_002091648.2|DYAK	LOC108597702|XP_017839876.1|DBUS
OG0004915	LOC6532065|XP_002092842.1|DYAK	LOC108597638|XP_017839771.1|DBUS
OG0004916	LOC6531391|XP_002092194.1|DYAK	LOC108594811|XP_017835438.2|DBUS
OG0004917	LOC6532564|XP_002093309.2|DYAK	LOC108599186|XP_017841470.1|DBUS
OG0004918	LOC6532566|XP_002093311.1|DYAK	LOC108599181|XP_017841459.1|DBUS
OG0004919	LOC6539024|XP_039232846.1|DYAK	LOC108603552|XP_017847959.1|DBUS
OG0004920	LOC6539713|XP_002086598.1|DYAK	LOC108598584|XP_017840766.1|DBUS
OG0004921	LOC6533309|XP_039230307.1|DYAK	LOC108599774|XP_017842310.1|DBUS
OG0004922	LOC6532689|XP_002093433.2|DYAK	LOC108599585|XP_017842017.1|DBUS
OG0004923	LOC6532949|XP_002093684.1|DYAK	LOC108600576|XP_017843734.2|DBUS
OG0004924	LOC6533176|XP_002093902.1|DYAK	LOC108598046|XP_017840150.1|DBUS
OG0004925	LOC6532314|XP_002093074.1|DYAK	LOC108597905|XP_033149310.1|DBUS
OG0004926	LOC6533223|XP_002093949.1|DYAK	LOC108599868|XP_017842507.1|DBUS
OG0004927	LOC6532609|XP_015049463.1|DYAK	LOC108599766|XP_017842271.1|DBUS
OG0004928	LOC6530994|XP_015051763.1|DYAK	LOC108596503|XP_017837824.1|DBUS
OG0004929	LOC6532228|XP_015049252.1|DYAK	LOC108600825|XP_017844106.1|DBUS
OG0004930	LOC6530217|XP_002091155.2|DYAK	LOC108596064|XP_017836948.1|DBUS
OG0004931	LOC6530768|XP_002091656.1|DYAK	LOC108595020|XP_017835643.1|DBUS
OG0004932	LOC6532198|XP_002092972.2|DYAK	LOC108600244|XP_017843168.1|DBUS
OG0004933	LOC6531386|XP_002092189.1|DYAK	LOC108597326|XP_033151011.1|DBUS
OG0004934	LOC6531943|XP_002092729.1|DYAK	LOC108595605|XP_017836360.1|DBUS
OG0004935	LOC6531085|XP_002091919.1|DYAK	LOC108596658|XP_017838133.1|DBUS
OG0004936	LOC6532986|XP_002093721.1|DYAK	LOC108597999|XP_017840104.1|DBUS
OG0004937	LOC6533178|XP_039230611.1|DYAK	LOC108598746|XP_033149437.1|DBUS
OG0004938	LOC6533357|XP_002094082.1|DYAK	LOC108599934|XP_017842641.1|DBUS
OG0004939	LOC6539440|XP_039230705.1|DYAK	LOC108598859|XP_033149600.1|DBUS
OG0004940	LOC6539435|XP_039230702.1|DYAK	LOC108598326|XP_033149487.1|DBUS
OG0004941	LOC6535104|XP_015051003.2|DYAK	LOC108600811|XP_017844085.1|DBUS
OG0004942	LOC6533074|XP_002093806.1|DYAK	LOC108600544|XP_017843689.1|DBUS
OG0004943	LOC6532731|XP_002093473.1|DYAK	LOC108600585|XP_017843748.1|DBUS
OG0004944	LOC6533483|XP_002094194.2|DYAK	LOC108600276|XP_017843229.1|DBUS
OG0004945	LOC6528328|XP_002089381.1|DYAK	LOC108596895|XP_017838572.1|DBUS
OG0004946	LOC6534635|XP_002095310.1|DYAK	LOC108600518|XP_017843652.1|DBUS
OG0004947	LOC6532423|XP_002093170.1|DYAK	LOC108600966|XP_017844311.1|DBUS
OG0004948	LOC6532425|XP_002093172.1|DYAK	LOC108599453|XP_017841775.2|DBUS
OG0004949	LOC6532430|XP_002093177.2|DYAK	LOC108600890|XP_017844198.2|DBUS
OG0004950	LOC6532205|XP_015049220.2|DYAK	LOC108599788|XP_017842336.1|DBUS
OG0004951	LOC6538203|XP_002098731.1|DYAK	LOC108602764|XP_017846426.1|DBUS
OG0004952	LOC6533860|XP_002094560.1|DYAK	LOC108601124|XP_017844534.2|DBUS
OG0004953	LOC6535091|XP_002095755.1|DYAK	LOC108598530|XP_017840701.1|DBUS
OG0004954	LOC6535093|XP_002095757.2|DYAK	LOC108598775|XP_017841005.1|DBUS
OG0004955	LOC6533244|XP_002093970.1|DYAK	LOC108599896|XP_017842576.1|DBUS
OG0004956	LOC6528853|XP_002089885.1|DYAK	LOC108596484|XP_017837751.1|DBUS
OG0004957	LOC6532767|XP_002093509.2|DYAK	LOC108599470|XP_017841798.2|DBUS
OG0004958	LOC6533854|XP_002094554.1|DYAK	LOC108598438|XP_017840559.1|DBUS
OG0004959	LOC6533853|XP_039229487.1|DYAK	LOC108598922|XP_017841175.1|DBUS
OG0004960	LOC6533852|XP_002094552.2|DYAK	LOC108600445|XP_033149611.1|DBUS
OG0004961	LOC6528919|XP_002089951.1|DYAK	LOC108596925|XP_017838634.1|DBUS
OG0004962	LOC6534698|XP_002095373.1|DYAK	LOC108599538|XP_017841912.1|DBUS
OG0004963	LOC6534184|XP_002094867.2|DYAK	LOC108600504|XP_033149596.1|DBUS
OG0004964	LOC6533549|XP_002094259.1|DYAK	LOC108600799|XP_017844068.1|DBUS
OG0004965	LOC6533304|XP_002094030.1|DYAK	LOC108600503|XP_017843627.1|DBUS
OG0004966	LOC6533305|XP_002094031.1|DYAK	LOC108600751|XP_017843992.1|DBUS
OG0004967	LOC6528303|XP_002089356.1|DYAK	LOC108596251|XP_017837293.1|DBUS
OG0004968	LOC6532964|XP_002093699.3|DYAK	LOC108600456|XP_017843534.1|DBUS
OG0004969	LOC6531505|XP_002092304.1|DYAK	LOC108596022|XP_017836868.1|DBUS
OG0004970	LOC6532963|XP_039229950.1|DYAK	LOC108600455|XP_017843533.1|DBUS
OG0004971	LOC6532961|XP_039229645.1|DYAK	LOC108600761|XP_017844010.1|DBUS
OG0004972	LOC6533299|XP_002094025.1|DYAK	LOC108600864|XP_017844158.1|DBUS
OG0004973	LOC6532210|XP_002092984.1|DYAK	LOC108599693|XP_017842177.1|DBUS
OG0004974	LOC6533846|XP_002094546.1|DYAK	LOC108602088|XP_017845601.1|DBUS
OG0004975	LOC6532951|XP_002093686.1|DYAK	LOC108600579|XP_017843736.1|DBUS
OG0004976	LOC6532869|XP_002093605.2|DYAK	LOC108600237|XP_017843153.2|DBUS
OG0004977	LOC6531876|XP_002092663.1|DYAK	LOC108597424|XP_017839468.1|DBUS
OG0004978	LOC6531083|XP_002091917.1|DYAK	LOC108596283|XP_017837344.2|DBUS
OG0004979	LOC6532736|XP_002093478.1|DYAK	LOC108599275|XP_017841560.1|DBUS
OG0004980	LOC6534505|XP_002095182.3|DYAK	LOC108598242|XP_033149406.1|DBUS
OG0004981	LOC6534981|XP_002095651.1|DYAK	LOC108598971|XP_017841233.1|DBUS
OG0004982	LOC6534985|XP_002095655.1|DYAK	LOC108598698|XP_017840910.1|DBUS
OG0004983	LOC6533563|XP_002094273.1|DYAK	LOC108599095|XP_017841374.1|DBUS
OG0004984	LOC6533218|XP_002093944.3|DYAK	LOC108601099|XP_017844503.1|DBUS
OG0004985	LOC6532402|XP_039230550.1|DYAK	LOC108599521|XP_017841881.1|DBUS
OG0004986	LOC6534262|XP_002094943.2|DYAK	LOC108598594|XP_017840776.2|DBUS
OG0004987	LOC6534405|XP_039230163.1|DYAK	LOC108600119|XP_017842986.1|DBUS
OG0004988	LOC6532403|XP_002093154.2|DYAK	LOC108599522|XP_017841884.1|DBUS
OG0004989	LOC6534403|XP_002095081.1|DYAK	LOC108600921|XP_017844243.1|DBUS
OG0004990	LOC6530726|XP_002091617.1|DYAK	LOC108595972|XP_017836747.1|DBUS
OG0004991	LOC6530185|XP_002091123.1|DYAK	LOC108596827|XP_017838434.1|DBUS
OG0004992	LOC6530186|XP_002091124.1|DYAK	LOC108596828|XP_017838435.1|DBUS
OG0004993	LOC6533861|XP_002094561.1|DYAK	LOC108599474|XP_017841802.1|DBUS
OG0004994	LOC6532799|XP_002093536.1|DYAK	LOC108599324|XP_017841616.1|DBUS
OG0004995	LOC6532854|XP_039229524.1|DYAK	LOC108599811|XP_017842398.2|DBUS
OG0004996	LOC6532619|XP_002093363.1|DYAK	LOC108601088|XP_017844509.2|DBUS
OG0004997	LOC6531480|XP_002092279.1|DYAK	LOC108595345|XP_017836056.1|DBUS
