Orthogroup	DYAK.longest_only	DSUB.longest_only
OG0005092	LOC6533350|XP_002094075.1|DYAK	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC6534888|XP_015050905.1|DYAK	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC6532833|XP_039230136.1|DYAK	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC6532133|XP_002092909.1|DYAK	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC6526641|XP_002087749.1|DYAK	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC6530599|XP_015052720.1|DYAK	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC6532077|XP_002092854.1|DYAK	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC6532120|XP_015051711.1|DYAK	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC6532121|XP_002092897.1|DYAK	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC6535770|XP_002096393.2|DYAK	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC6530712|XP_015051841.1|DYAK	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC6531946|XP_002092732.1|DYAK	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC6527733|XP_002088816.1|DYAK	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC6534343|XP_002095023.1|DYAK	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC6533458|XP_039230572.1|DYAK	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC6532764|XP_002093506.1|DYAK	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC6530344|XP_002091271.1|DYAK	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC6525043|XP_002100882.1|DYAK	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC6534434|XP_002095111.1|DYAK	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC6533104|XP_015049819.1|DYAK	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC6532340|XP_002093100.3|DYAK	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC6533103|XP_002093829.1|DYAK	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC6532503|XP_002093249.1|DYAK	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC6527616|XP_039227709.1|DYAK	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC6534412|XP_002095090.1|DYAK	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC6523960|XP_002099832.1|DYAK	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC6527922|XP_002088990.1|DYAK	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC6530503|XP_039228340.1|DYAK	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC6532455|XP_015049364.1|DYAK	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC6534940|XP_002095610.1|DYAK	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC6533969|XP_002094667.1|DYAK	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC6534195|XP_002094878.1|DYAK	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC6534418|XP_015050628.1|DYAK	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC6534417|XP_002095095.3|DYAK	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC6532718|XP_002093460.1|DYAK	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC6532482|XP_002093228.1|DYAK	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC6530023|XP_002090969.2|DYAK	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC6534781|XP_002095453.1|DYAK	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC6534745|XP_002095420.1|DYAK	LOC117893107|XP_034655431.1|DSUB
OG0005131	LOC6533323|XP_002094049.2|DYAK	LOC117895600|XP_034659239.1|DSUB
OG0005132	LOC6533656|XP_002094362.1|DYAK	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC6532802|XP_002093539.1|DYAK	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC6533898|XP_015050320.1|DYAK	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC6532463|XP_002093210.1|DYAK	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC6532465|XP_002093212.1|DYAK	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC6538280|XP_002098807.1|DYAK	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC6533082|XP_002093814.1|DYAK	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC6533150|XP_002093876.2|DYAK	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC6527615|XP_002088703.2|DYAK	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC6531484|XP_039229080.1|DYAK	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC6532676|XP_002093420.1|DYAK	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC6532681|XP_039229385.1|DYAK	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC6532680|XP_002093424.1|DYAK	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC6532678|XP_002093422.1|DYAK	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC26536290|XP_039230447.1|DYAK	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC6534654|XP_002095329.1|DYAK	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC6532577|XP_015049442.1|DYAK	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC6531211|XP_002092039.1|DYAK	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC6539469|XP_002086358.1|DYAK	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC6532946|XP_002093681.2|DYAK	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC6532942|XP_002093677.1|DYAK	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC6532940|XP_002093675.1|DYAK	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC6532938|XP_002093673.1|DYAK	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC6532244|XP_002093017.1|DYAK	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC6535888|XP_002096504.1|DYAK	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC6531607|XP_002092404.1|DYAK	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC6533187|XP_002093913.1|DYAK	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC6534443|XP_002095120.3|DYAK	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC6534301|XP_002094982.1|DYAK	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC6531989|XP_002092775.1|DYAK	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC6525220|XP_002101058.1|DYAK	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC26534888|XP_039230250.1|DYAK	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC26534639|XP_015050300.1|DYAK	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC6528292|XP_002089345.1|DYAK	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC6535395|XP_002096045.1|DYAK	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC6535394|XP_002096044.1|DYAK	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC6534374|XP_002095052.1|DYAK	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC6532902|XP_002093638.2|DYAK	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC6532901|XP_002093637.1|DYAK	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC6532900|XP_002093636.1|DYAK	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC6530626|XP_002091539.1|DYAK	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC6528342|XP_002089395.1|DYAK	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC6531841|XP_015051572.1|DYAK	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC6531822|XP_015051565.1|DYAK	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC6531046|XP_002091882.1|DYAK	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC6531824|XP_015051568.1|DYAK	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC6532708|XP_002093450.1|DYAK	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC6532692|XP_002093434.1|DYAK	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC6532396|XP_002093147.1|DYAK	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC6524964|XP_002100804.1|DYAK	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC6528725|XP_015054292.1|DYAK	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC6528917|XP_002089949.1|DYAK	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC6528914|XP_039227285.1|DYAK	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC6528738|XP_002089773.1|DYAK	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC6529282|XP_002090287.1|DYAK	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC6528343|XP_002089396.2|DYAK	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC6531081|XP_002091915.1|DYAK	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC6525207|XP_015046157.1|DYAK	LOC117902233|XP_034669365.1|DSUB
OG0005190	LOC6533377|XP_002094102.1|DYAK	LOC117894132|XP_034656917.1|DSUB
OG0005191	LOC6537051|XP_002097616.1|DYAK	LOC117896111|XP_034660056.1|DSUB
OG0005192	LOC6531173|XP_039228297.1|DYAK	LOC117891854|XP_034653499.1|DSUB
OG0005193	LOC6528741|XP_015054045.1|DYAK	LOC117890659|XP_034651522.1|DSUB
OG0005194	LOC6530776|XP_002091664.1|DYAK	LOC117892262|XP_034654268.1|DSUB
OG0005195	LOC6528454|XP_002089500.1|DYAK	LOC117892539|XP_034654737.1|DSUB
OG0005196	LOC6534802|XP_002095474.1|DYAK	LOC117894685|XP_034657755.1|DSUB
OG0005197	LOC6531999|XP_002092785.1|DYAK	LOC117892715|XP_034655026.1|DSUB
OG0005198	LOC6533912|XP_002094612.3|DYAK	LOC117894147|XP_034656933.1|DSUB
OG0005199	LOC6531554|XP_002092352.1|DYAK	LOC117891667|XP_034653123.1|DSUB
OG0005200	LOC6531653|XP_002092450.1|DYAK	LOC117890727|XP_034651670.1|DSUB
OG0005201	LOC6532154|XP_002092930.3|DYAK	LOC117891641|XP_034653077.1|DSUB
OG0005202	LOC26535373|XP_015054615.1|DYAK	LOC117892659|XP_034654936.1|DSUB
OG0005203	LOC6530365|XP_039228305.1|DYAK	LOC117890695|XP_034651581.1|DSUB
OG0005204	LOC6527043|XP_002088136.2|DYAK	LOC117900010|XP_034666085.1|DSUB
OG0005205	LOC6526717|XP_002087820.1|DYAK	LOC117901290|XP_034667876.1|DSUB
OG0005206	LOC6531847|XP_002092634.1|DYAK	LOC117889980|XP_034650452.1|DSUB
OG0005207	LOC6528758|XP_002089793.2|DYAK	LOC117892151|XP_034654090.1|DSUB
OG0005208	LOC6528844|XP_039227251.1|DYAK	LOC117890261|XP_034650909.1|DSUB
OG0005209	LOC6529042|XP_002090073.1|DYAK	LOC117900326|XP_034666547.1|DSUB
OG0005210	LOC6528283|XP_015053897.1|DYAK	LOC117901132|XP_034667664.1|DSUB
OG0005211	LOC6535137|XP_039230248.1|DYAK	LOC117893631|XP_034656205.1|DSUB
OG0005212	LOC6531998|XP_002092784.1|DYAK	LOC117892724|XP_034655037.1|DSUB
OG0005213	LOC6524052|XP_002099921.1|DYAK	LOC117902148|XP_034669211.1|DSUB
OG0005214	LOC6527648|XP_002088734.2|DYAK	LOC117902777|XP_034670264.1|DSUB
OG0005215	LOC6526766|XP_002087869.1|DYAK	LOC117900186|XP_034666323.1|DSUB
OG0005216	LOC6529708|XP_002090701.1|DYAK	LOC117901306|XP_034667907.1|DSUB
OG0005217	LOC6529203|XP_039229099.1|DYAK	LOC117902466|XP_034669763.1|DSUB
OG0005218	LOC6527805|XP_015053005.1|DYAK	LOC117902517|XP_034669832.1|DSUB
OG0005219	LOC6528708|XP_002089743.1|DYAK	LOC117891771|XP_034653318.1|DSUB
OG0005220	LOC6532389|XP_002093140.1|DYAK	LOC117893953|XP_034656636.1|DSUB
OG0005221	LOC6527833|XP_002088906.1|DYAK	LOC117901685|XP_034668419.1|DSUB
OG0005222	LOC6529490|XP_039228678.1|DYAK	LOC117900947|XP_034667406.1|DSUB
OG0005223	LOC6527497|XP_002088587.1|DYAK	LOC117902238|XP_034669372.1|DSUB
OG0005224	LOC6527764|XP_039227521.1|DYAK	LOC117902203|XP_034669310.1|DSUB
OG0005225	LOC6526655|XP_002087763.2|DYAK	LOC117900942|XP_034667400.1|DSUB
OG0005226	LOC6527643|XP_015053735.1|DYAK	LOC117902790|XP_034670289.1|DSUB
OG0005227	LOC6528927|XP_002089959.1|DYAK	LOC117902062|XP_034669026.1|DSUB
OG0005228	LOC6528926|XP_015054217.1|DYAK	LOC117902059|XP_034669022.1|DSUB
OG0005229	LOC6526354|XP_039226680.1|DYAK	LOC117900820|XP_034667214.1|DSUB
OG0005230	LOC6527238|XP_002088332.1|DYAK	LOC117900459|XP_034666723.1|DSUB
OG0005231	LOC6526246|XP_002087370.1|DYAK	LOC117900090|XP_034666192.1|DSUB
OG0005232	LOC6526625|XP_039226476.1|DYAK	LOC117900423|XP_034666675.1|DSUB
OG0005233	LOC6528278|XP_002089331.1|DYAK	LOC117900805|XP_034667183.1|DSUB
OG0005234	LOC6529714|XP_002090707.3|DYAK	LOC117901546|XP_034668230.1|DSUB
OG0005235	LOC6529606|XP_002090600.1|DYAK	LOC117900567|XP_034666866.1|DSUB
OG0005236	LOC6526814|XP_002087916.1|DYAK	LOC117902368|XP_034669575.1|DSUB
OG0005237	LOC6526811|XP_002087913.2|DYAK	LOC117901118|XP_034667644.1|DSUB
OG0005238	LOC6526809|XP_002087911.1|DYAK	LOC117902748|XP_034670226.1|DSUB
OG0005239	LOC6526526|XP_002087636.1|DYAK	LOC117900232|XP_034666409.1|DSUB
OG0005240	LOC6528031|XP_002089098.1|DYAK	LOC117901085|XP_034667600.1|DSUB
OG0005241	LOC6526391|XP_002087510.1|DYAK	LOC117900685|XP_034667023.1|DSUB
OG0005242	LOC6527173|XP_039227214.1|DYAK	LOC117900218|XP_034666393.1|DSUB
OG0005243	LOC6526355|XP_039226677.1|DYAK	LOC117900819|XP_034667209.1|DSUB
OG0005244	LOC6536860|XP_015047969.1|DYAK	LOC117898303|XP_034663466.1|DSUB
OG0005245	LOC6536104|XP_002096712.2|DYAK	LOC117896402|XP_034660606.1|DSUB
OG0005246	LOC6526303|XP_002087425.1|DYAK	LOC117902480|XP_034669782.1|DSUB
OG0005247	LOC6531850|XP_002092637.1|DYAK	LOC117889977|XP_034650448.1|DSUB
OG0005248	LOC6537222|XP_002097780.2|DYAK	LOC117899217|XP_034664981.1|DSUB
OG0005249	LOC6535513|XP_002096142.1|DYAK	LOC117897348|XP_034662019.1|DSUB
OG0005250	LOC6529223|XP_039228873.1|DYAK	LOC117901427|XP_034668060.1|DSUB
OG0005251	LOC6528013|XP_002089080.1|DYAK	LOC117901581|XP_034668274.1|DSUB
OG0005252	LOC6529682|XP_039228204.1|DYAK	LOC117902285|XP_034669449.1|DSUB
OG0005253	LOC6529248|XP_039228781.1|DYAK	LOC117902004|XP_034668940.1|DSUB
OG0005254	LOC6529730|XP_002090723.1|DYAK	LOC117901881|XP_034668729.1|DSUB
OG0005255	LOC6529729|XP_002090722.2|DYAK	LOC117901388|XP_034668012.1|DSUB
OG0005256	LOC6529154|XP_002090161.1|DYAK	LOC117900528|XP_034666818.1|DSUB
OG0005257	LOC6527728|XP_002088811.1|DYAK	LOC117901038|XP_034667538.1|DSUB
OG0005258	LOC6527854|XP_002088926.1|DYAK	LOC117902033|XP_034668984.1|DSUB
OG0005259	LOC6528219|XP_002089281.1|DYAK	LOC117900372|XP_034666613.1|DSUB
OG0005260	LOC6528221|XP_002089283.1|DYAK	LOC117900374|XP_034666617.1|DSUB
OG0005261	LOC6527140|XP_002088234.1|DYAK	LOC117902164|XP_034669193.1|DSUB
OG0005262	LOC6528164|XP_002089229.1|DYAK	LOC117902169|XP_034669200.1|DSUB
OG0005263	LOC6529724|XP_002090717.1|DYAK	LOC117901042|XP_034667541.1|DSUB
OG0005264	LOC6535424|XP_002096073.2|DYAK	LOC117897730|XP_034662649.1|DSUB
OG0005265	LOC6529721|XP_015052407.1|DYAK	LOC117900606|XP_034666911.1|DSUB
OG0005266	LOC6528979|XP_002090011.1|DYAK	LOC117900535|XP_034666825.1|DSUB
OG0005267	LOC6526590|XP_002087698.1|DYAK	LOC117900154|XP_034666282.1|DSUB
OG0005268	LOC6526591|XP_002087699.1|DYAK	LOC117900151|XP_034666277.1|DSUB
OG0005269	LOC6526605|XP_002087713.1|DYAK	LOC117900058|XP_034666151.1|DSUB
OG0005270	LOC6527250|XP_002088344.1|DYAK	LOC117902571|XP_034669921.1|DSUB
OG0005271	LOC6529657|XP_015052398.1|DYAK	LOC117901232|XP_034667795.1|DSUB
OG0005272	LOC6529655|XP_002090648.1|DYAK	LOC117901235|XP_034667799.1|DSUB
OG0005273	LOC6527705|XP_002088789.1|DYAK	LOC117902346|XP_034669540.1|DSUB
OG0005274	LOC6527247|XP_002088341.1|DYAK	LOC117900680|XP_034667017.1|DSUB
OG0005275	LOC6527986|XP_002089053.2|DYAK	LOC117902376|XP_034669585.1|DSUB
OG0005276	LOC6526752|XP_015053454.1|DYAK	LOC117900588|XP_034666889.1|DSUB
OG0005277	LOC6526764|XP_002087867.1|DYAK	LOC117900185|XP_034666321.1|DSUB
OG0005278	LOC6530771|XP_002091659.1|DYAK	LOC117892520|XP_034654698.1|DSUB
OG0005279	LOC6528056|XP_002089123.1|DYAK	LOC117901730|XP_034668503.1|DSUB
OG0005280	LOC6526380|XP_002087499.1|DYAK	LOC117902735|XP_034670201.1|DSUB
OG0005281	LOC6526563|XP_039226436.1|DYAK	LOC117900893|XP_034667315.1|DSUB
OG0005282	LOC6537526|XP_002098072.1|DYAK	LOC117897135|XP_034661696.1|DSUB
OG0005283	LOC6538793|XP_002099306.1|DYAK	LOC117898470|XP_034663791.1|DSUB
OG0005284	LOC6529234|XP_015052257.1|DYAK	LOC117900098|XP_034666209.1|DSUB
OG0005285	LOC6529233|XP_002090239.1|DYAK	LOC117900097|XP_034666208.1|DSUB
OG0005286	LOC6526383|XP_002087502.1|DYAK	LOC117902746|XP_034670222.1|DSUB
OG0005287	LOC6526384|XP_002087503.1|DYAK	LOC117902739|XP_034670206.1|DSUB
OG0005288	LOC6526940|XP_002088038.2|DYAK	LOC117902706|XP_034670152.1|DSUB
OG0005289	LOC6539170|XP_002086071.1|DYAK	LOC117900979|XP_034667463.1|DSUB
OG0005290	LOC6537475|XP_002098031.1|DYAK	LOC117898225|XP_034663351.1|DSUB
OG0005291	LOC6527480|XP_002088570.1|DYAK	LOC117902423|XP_034669673.1|DSUB
OG0005292	LOC6527484|XP_015053700.1|DYAK	LOC117899950|XP_034665993.1|DSUB
OG0005294	LOC6527351|XP_002088443.1|DYAK	LOC117900864|XP_034667277.1|DSUB
OG0005295	LOC6527479|XP_039226929.1|DYAK	LOC117902421|XP_034669671.1|DSUB
OG0005296	LOC6537515|XP_002098061.2|DYAK	LOC117896224|XP_034660250.1|DSUB
OG0005297	LOC6528851|XP_002089883.1|DYAK, LOC6527747|XP_015053794.1|DYAK	LOC117902619|XP_034670026.1|DSUB
OG0005298	LOC6527895|XP_002088967.1|DYAK	LOC117900144|XP_034666267.1|DSUB
OG0005299	LOC6538011|XP_002098546.1|DYAK	LOC117897717|XP_034662633.1|DSUB
OG0005300	LOC6525388|XP_002101223.1|DYAK	LOC117903375|XP_034671235.1|DSUB
OG0005301	LOC6527918|XP_002088986.1|DYAK	LOC117902019|XP_034668960.1|DSUB
OG0005302	LOC6530256|XP_002091190.1|DYAK	LOC117890726|XP_034651666.1|DSUB
OG0005303	LOC6529608|XP_002090602.1|DYAK	LOC117900175|XP_034666311.1|DSUB
OG0005304	LOC6527089|XP_002088182.2|DYAK	LOC117902339|XP_034669529.1|DSUB
OG0005305	LOC6530770|XP_002091658.1|DYAK	LOC117892519|XP_034654697.1|DSUB
OG0005306	LOC6529516|XP_002090518.1|DYAK	LOC117901515|XP_034668178.1|DSUB
OG0005307	LOC6527233|XP_002088327.1|DYAK	LOC117900247|XP_034666436.1|DSUB
OG0005308	LOC6527143|XP_002088237.1|DYAK	LOC117902320|XP_034669499.1|DSUB
OG0005309	LOC6526701|XP_002087804.2|DYAK	LOC117901218|XP_034667776.1|DSUB
OG0005310	LOC6527691|XP_002088775.1|DYAK	LOC117902801|XP_034670313.1|DSUB
OG0005311	LOC6527408|XP_002088500.1|DYAK	LOC117900877|XP_034667296.1|DSUB
OG0005312	LOC6527447|XP_002088539.1|DYAK	LOC117900351|XP_034666587.1|DSUB
OG0005313	LOC6527991|XP_039227359.1|DYAK	LOC117901838|XP_034668664.1|DSUB
OG0005314	LOC6527335|XP_002088427.2|DYAK	LOC117900378|XP_034666621.1|DSUB
OG0005315	LOC6529594|XP_002090588.3|DYAK	LOC117900584|XP_034666885.1|DSUB
OG0005316	LOC6530772|XP_015052747.1|DYAK	LOC117892521|XP_034654699.1|DSUB
OG0005317	LOC6529522|XP_002090524.1|DYAK	LOC117900413|XP_034666662.1|DSUB
OG0005318	LOC6539232|XP_002086133.1|DYAK	LOC117902104|XP_034669100.1|DSUB
OG0005319	LOC6529030|XP_002090061.1|DYAK	LOC117900353|XP_034666591.1|DSUB
OG0005320	LOC6529791|XP_039229230.1|DYAK	LOC117902632|XP_034670043.1|DSUB
OG0005321	LOC6527212|XP_002088306.1|DYAK	LOC117900501|XP_034666781.1|DSUB
OG0005322	LOC6526476|XP_002087593.1|DYAK	LOC117900511|XP_034666796.1|DSUB
OG0005323	LOC6527832|XP_039226862.1|DYAK	LOC117900976|XP_034667455.1|DSUB
OG0005324	LOC6527902|XP_002088974.1|DYAK	LOC117901225|XP_034667786.1|DSUB
OG0005325	LOC26536232|XP_015054708.1|DYAK	LOC117902696|XP_034670128.1|DSUB
OG0005326	LOC6527903|XP_002088975.1|DYAK	LOC117902182|XP_034669245.1|DSUB
OG0005327	LOC6527815|XP_002088888.1|DYAK	LOC117901325|XP_034667925.1|DSUB
OG0005328	LOC6537457|XP_015048358.1|DYAK	LOC117899386|XP_034665259.1|DSUB
OG0005329	LOC6532628|XP_002093372.1|DYAK	LOC117895240|XP_034658640.1|DSUB
OG0005330	LOC6532629|XP_002093373.1|DYAK	LOC117895238|XP_034658638.1|DSUB
OG0005331	LOC6526589|XP_002087697.1|DYAK	LOC117900155|XP_034666283.1|DSUB
OG0005332	LOC6529859|XP_002090823.1|DYAK	LOC117901810|XP_034668615.1|DSUB
OG0005333	LOC6527367|XP_002088459.1|DYAK	LOC117901543|XP_034668225.1|DSUB
OG0005334	LOC6528036|XP_002089103.1|DYAK	LOC117902332|XP_034669518.1|DSUB
OG0005335	LOC6529993|XP_002090939.2|DYAK	LOC117891799|XP_034653364.1|DSUB
OG0005336	LOC6528820|XP_002089852.1|DYAK	LOC117892675|XP_034654963.1|DSUB
OG0005337	LOC6531265|XP_002092074.2|DYAK	LOC117891404|XP_034652741.1|DSUB
OG0005338	LOC6527970|XP_002089037.2|DYAK	LOC117901204|XP_034667749.1|DSUB
OG0005339	LOC6527135|XP_002088229.1|DYAK	LOC117902305|XP_034669478.1|DSUB
OG0005340	LOC6527949|XP_015053847.1|DYAK	LOC117900887|XP_034667307.1|DSUB
OG0005341	LOC6528622|XP_002089665.1|DYAK	LOC117890479|XP_034651236.1|DSUB
OG0005342	LOC6527301|XP_002088394.1|DYAK	LOC117902070|XP_034669046.1|DSUB
OG0005343	LOC6528431|XP_002089477.1|DYAK	LOC117890956|XP_034651988.1|DSUB
OG0005344	LOC6530194|XP_002091132.1|DYAK	LOC117890290|XP_034650945.1|DSUB
OG0005345	LOC6527082|XP_002088175.1|DYAK	LOC117900876|XP_034667293.1|DSUB
OG0005346	LOC6527006|XP_002088102.1|DYAK	LOC117900249|XP_034666439.1|DSUB
OG0005347	LOC6526800|XP_015053254.1|DYAK	LOC117901701|XP_034668453.1|DSUB
OG0005348	LOC6527999|XP_002089066.1|DYAK	LOC117902327|XP_034669508.1|DSUB
OG0005349	LOC6527990|XP_002089057.1|DYAK	LOC117901794|XP_034668596.1|DSUB
OG0005350	LOC6527248|XP_002088342.1|DYAK	LOC117901354|XP_034667954.1|DSUB
OG0005351	LOC6533395|XP_002094113.1|DYAK	LOC117895292|XP_034658736.1|DSUB
OG0005352	LOC6528039|XP_015053862.1|DYAK	LOC117900747|XP_034667116.1|DSUB
OG0005353	LOC6531139|XP_002091973.3|DYAK	LOC117890508|XP_034651299.1|DSUB
OG0005354	LOC6526645|XP_002087753.1|DYAK	LOC117902688|XP_034670114.1|DSUB
OG0005355	LOC6526280|XP_002087402.1|DYAK	LOC117899998|XP_034666061.1|DSUB
OG0005356	LOC6526282|XP_002087404.1|DYAK	LOC117900002|XP_034666064.1|DSUB
OG0005357	LOC6526906|XP_002088005.1|DYAK	LOC117900369|XP_034666610.1|DSUB
OG0005358	LOC6526993|XP_002088089.1|DYAK	LOC117900132|XP_034666249.1|DSUB
OG0005359	LOC6531740|XP_002092530.1|DYAK	LOC117890412|XP_034651114.1|DSUB
OG0005360	LOC6535022|XP_002095690.1|DYAK	LOC117894668|XP_034657736.1|DSUB
OG0005361	LOC6527193|XP_002088287.1|DYAK	LOC117900776|XP_034667148.1|DSUB
OG0005362	LOC6527973|XP_002089040.1|DYAK	LOC117902284|XP_034669448.1|DSUB
OG0005363	LOC6528120|XP_002089187.1|DYAK	LOC117900851|XP_034667262.1|DSUB
OG0005364	LOC6530721|XP_002091612.1|DYAK	LOC117889948|XP_034650378.1|DSUB
OG0005365	LOC6530316|XP_002091243.2|DYAK	LOC117900352|XP_034666588.1|DSUB
OG0005366	LOC6530315|XP_002091242.2|DYAK	LOC117900149|XP_034666273.1|DSUB
OG0005367	LOC6530313|XP_002091240.1|DYAK	LOC117900148|XP_034666272.1|DSUB
OG0005368	LOC6536341|XP_002096925.1|DYAK	LOC117897893|XP_034662862.1|DSUB
OG0005369	LOC6526448|XP_002087567.1|DYAK	LOC117901931|XP_034668790.1|DSUB
OG0005370	LOC6527237|XP_002088331.1|DYAK	LOC117900456|XP_034666719.1|DSUB
OG0005371	LOC6527235|XP_002088329.1|DYAK	LOC117901816|XP_034668624.1|DSUB
OG0005372	LOC6536433|XP_002097015.1|DYAK	LOC117898115|XP_034663193.1|DSUB
OG0005373	LOC6540057|XP_015044810.1|DYAK	LOC117900741|XP_034667107.1|DSUB
OG0005374	LOC6529520|XP_002090522.1|DYAK	LOC117902768|XP_034670252.1|DSUB
OG0005375	LOC6529521|XP_039229354.1|DYAK	LOC117902766|XP_034670249.1|DSUB
OG0005376	LOC6526374|XP_002087493.2|DYAK	LOC117902736|XP_034670202.1|DSUB
OG0005377	LOC6532408|XP_039230542.1|DYAK	LOC117895565|XP_034659172.1|DSUB
OG0005378	LOC6526423|XP_039226397.1|DYAK	LOC117901023|XP_034667515.1|DSUB
OG0005379	LOC6526521|XP_002087631.1|DYAK	LOC117900053|XP_034666140.1|DSUB
OG0005380	LOC6526411|XP_002087530.1|DYAK	LOC117901452|XP_034668089.1|DSUB
OG0005381	LOC6529554|XP_015052380.1|DYAK	LOC117900174|XP_034666310.1|DSUB
OG0005382	LOC6529268|XP_015052273.1|DYAK	LOC117902485|XP_034669788.1|DSUB
