Orthogroup	DYAK.longest_only	ASTE.longest_only
OG0003075	LOC6535230|XP_002095889.1|DYAK	LOC118506701|XP_035900081.1|ASTE
OG0003076	LOC6534110|XP_002094796.1|DYAK	LOC118504741|XP_035895515.1|ASTE
OG0003077	LOC6535493|XP_039232738.1|DYAK	LOC118505137|XP_035896370.1|ASTE
OG0003078	LOC6537178|XP_015048186.1|DYAK	LOC118502804|XP_035891318.1|ASTE
OG0003079	LOC6538696|XP_015048984.1|DYAK	LOC118502819|XP_035891364.1|ASTE
OG0003080	LOC6537113|XP_002097674.1|DYAK	LOC118502765|XP_035891242.1|ASTE
OG0003081	LOC6536570|XP_002097146.1|DYAK	LOC118507684|XP_035902378.1|ASTE
OG0003082	LOC6535899|XP_002096515.1|DYAK	LOC118507683|XP_035902376.1|ASTE
OG0003083	LOC6538440|XP_002098964.1|DYAK	LOC118508351|XP_035903939.1|ASTE
OG0003084	LOC6536097|XP_039231427.1|DYAK	LOC118506417|XP_035899399.1|ASTE
OG0003085	LOC6536086|XP_002096696.1|DYAK	LOC118506420|XP_035899411.1|ASTE
OG0003086	LOC6535904|XP_015047441.2|DYAK	LOC118506424|XP_035899414.1|ASTE
OG0003087	LOC6533833|XP_002094533.2|DYAK	LOC118506384|XP_035899311.1|ASTE
OG0003088	LOC6535349|XP_002096001.1|DYAK	LOC118506263|XP_035899057.1|ASTE
OG0003089	LOC6536409|XP_002096991.1|DYAK	LOC118504864|XP_035895794.1|ASTE
OG0003090	LOC6538071|XP_002098606.1|DYAK	LOC118508381|XP_035904010.1|ASTE
OG0003091	LOC6536607|XP_002097183.1|DYAK	LOC118503617|XP_035892995.1|ASTE
OG0003092	LOC6535905|XP_002096521.1|DYAK	LOC118503619|XP_035892997.1|ASTE
OG0003093	LOC6530353|XP_039228818.1|DYAK	LOC118504317|XP_035894529.1|ASTE
OG0003094	LOC6524867|XP_015045907.2|DYAK	LOC118505104|XP_035896300.1|ASTE
OG0003095	LOC6525598|XP_015046383.1|DYAK	LOC118505858|XP_035898131.1|ASTE
OG0003096	LOC6531384|XP_002092187.1|DYAK	LOC118505004|XP_035896083.1|ASTE
OG0003097	LOC6538892|XP_002099396.1|DYAK	LOC118504994|XP_035896065.1|ASTE
OG0003098	LOC6523964|XP_002099836.1|DYAK, LOC6524489|XP_002100346.1|DYAK	LOC118502565|XP_035890780.1|ASTE
OG0003099	LOC6537052|XP_002097617.1|DYAK	LOC118506858|XP_035900481.1|ASTE
OG0003100	LOC6524477|XP_002100334.1|DYAK	LOC118511396|XP_035910323.1|ASTE
OG0003101	LOC6537095|XP_039231808.1|DYAK	LOC118504231|XP_035894341.1|ASTE
OG0003102	LOC6537384|XP_002097940.1|DYAK	LOC118504235|XP_035894350.1|ASTE
OG0003103	LOC6536633|XP_002097205.1|DYAK	LOC118504233|XP_035894345.1|ASTE
OG0003104	LOC6539671|XP_002086553.1|DYAK	LOC118503643|XP_035893040.1|ASTE
OG0003106	LOC6531970|XP_039228504.1|DYAK	LOC118511897|XP_035911421.1|ASTE
OG0003107	LOC6525530|XP_002101365.2|DYAK	LOC118517700|XP_035920018.1|ASTE
OG0003108	LOC6524967|XP_002100807.1|DYAK	LOC118517699|XP_035920016.1|ASTE
OG0003109	LOC6525343|XP_002101179.1|DYAK	LOC118517704|XP_035920032.1|ASTE
OG0003110	LOC6530592|XP_002091505.3|DYAK	LOC118512404|XP_035912683.1|ASTE
OG0003111	LOC6525562|XP_039233560.1|DYAK	LOC118504877|XP_035895822.1|ASTE
OG0003112	LOC6537055|XP_002097620.1|DYAK	LOC118506017|XP_035898496.1|ASTE
OG0003114	LOC6529922|XP_002090879.2|DYAK	LOC118504071|XP_035894010.1|ASTE
OG0003115	LOC6531240|XP_002092052.1|DYAK	LOC118507277|XP_035901475.1|ASTE
OG0003116	LOC6530536|XP_002091451.3|DYAK	LOC118506318|XP_035899161.1|ASTE
OG0003117	LOC6534867|XP_002095539.1|DYAK	LOC118517631|XP_035919835.1|ASTE
OG0003118	LOC6533754|XP_002094459.3|DYAK	LOC118503999|XP_035893843.1|ASTE
OG0003119	LOC6533752|XP_015050246.1|DYAK	LOC118504000|XP_035893848.1|ASTE
OG0003120	LOC6530650|XP_015051882.1|DYAK	LOC118504022|XP_035893885.1|ASTE
OG0003121	LOC6525084|XP_039226095.1|DYAK	LOC118507606|XP_035902173.1|ASTE
OG0003122	LOC6530819|XP_002091702.3|DYAK	LOC118503541|XP_035892833.1|ASTE
OG0003123	LOC6534061|XP_002094747.1|DYAK	LOC118503415|XP_035892543.1|ASTE
OG0003124	LOC6530583|XP_039228147.1|DYAK	LOC118505375|XP_035896971.1|ASTE
OG0003125	LOC6534089|XP_039230805.1|DYAK	LOC118503717|XP_035893175.1|ASTE
OG0003126	LOC6531889|XP_002092676.3|DYAK	LOC118505965|XP_035898394.1|ASTE
OG0003127	LOC6531888|XP_002092675.1|DYAK	LOC118505964|XP_035898393.1|ASTE
OG0003128	LOC6539468|XP_039230531.1|DYAK	LOC118507159|XP_035901102.1|ASTE
OG0003129	LOC6531463|XP_002092262.1|DYAK	LOC118508022|XP_035903304.1|ASTE
OG0003130	LOC6531546|XP_002092344.1|DYAK	LOC118517221|XP_035919100.1|ASTE, LOC118505275|XP_035896739.1|ASTE
OG0003131	LOC6531416|XP_002092219.1|DYAK	LOC118508565|XP_035904357.1|ASTE
OG0003132	LOC6537758|XP_002098299.1|DYAK	LOC118506379|XP_035899304.1|ASTE
OG0003133	LOC6531988|XP_002092774.1|DYAK	LOC118506165|XP_035898829.1|ASTE
OG0003134	LOC6531511|XP_002092310.1|DYAK	LOC118504192|XP_035894261.1|ASTE
OG0003135	LOC6534800|XP_002095472.1|DYAK	LOC118517646|XP_035919865.1|ASTE
OG0003136	LOC6534912|XP_015050922.1|DYAK	LOC118508238|XP_035903741.1|ASTE
OG0003137	LOC6530294|XP_002091222.1|DYAK	LOC118507412|XP_035901766.1|ASTE
OG0003138	LOC6531985|XP_002092771.1|DYAK	LOC118503958|XP_035893738.1|ASTE
OG0003139	LOC6535110|XP_002095773.1|DYAK	LOC118505373|XP_035896969.1|ASTE
OG0003140	LOC6530858|XP_002091737.1|DYAK	LOC118505352|XP_035896916.1|ASTE
OG0003141	LOC6530147|XP_015052600.1|DYAK	LOC118506867|XP_035900496.1|ASTE
OG0003142	LOC6530345|XP_015052641.1|DYAK	LOC118505783|XP_035897972.1|ASTE
OG0003143	LOC6533418|XP_002094136.1|DYAK	LOC118504001|XP_035893850.1|ASTE
OG0003144	LOC6530934|XP_039228616.1|DYAK	LOC118503919|XP_035893618.1|ASTE
OG0003145	LOC6528413|XP_002089459.1|DYAK	LOC118503940|XP_035893706.1|ASTE
OG0003146	LOC6530213|XP_015051974.1|DYAK	LOC118505974|XP_035898415.1|ASTE
OG0003147	LOC6534137|XP_002094821.1|DYAK	LOC118504137|XP_035894118.1|ASTE
OG0003148	LOC6534809|XP_002095481.1|DYAK	LOC118516522|XP_035918349.1|ASTE, LOC118506088|XP_035898661.1|ASTE
OG0003149	LOC26534715|XP_015045719.1|DYAK	LOC118506086|XP_035898658.1|ASTE, LOC118516519|XP_035918347.1|ASTE
OG0003150	LOC6532030|XP_002092807.1|DYAK	LOC118516331|XP_035918025.1|ASTE, LOC118506060|XP_035898595.1|ASTE
OG0003151	LOC6529242|XP_002090248.1|DYAK	LOC118506043|XP_035898566.1|ASTE, LOC118516405|XP_035918161.1|ASTE
OG0003152	LOC6531249|XP_002092058.1|DYAK	LOC118508173|XP_035903615.1|ASTE
OG0003153	LOC6530488|XP_002091403.2|DYAK	LOC118508167|XP_035903608.1|ASTE
OG0003154	LOC6537126|XP_002097687.1|DYAK	LOC118504370|XP_035894667.1|ASTE
OG0003155	LOC6530826|XP_002091709.1|DYAK	LOC118507607|XP_035902176.1|ASTE
OG0003156	LOC6531760|XP_002092550.1|DYAK	LOC118507298|XP_035901555.1|ASTE
OG0003157	LOC6526684|XP_039227154.1|DYAK	LOC118506089|XP_035898662.1|ASTE
OG0003158	LOC6530837|XP_002091720.1|DYAK	LOC118506300|XP_035899139.1|ASTE
OG0003159	LOC6530964|XP_015052785.1|DYAK	LOC118504781|XP_035895616.1|ASTE
OG0003160	LOC6531588|XP_015051426.1|DYAK	LOC118504779|XP_035895612.1|ASTE
OG0003161	LOC6529357|XP_002090362.3|DYAK	LOC118506030|XP_035898541.1|ASTE
OG0003162	LOC6528619|XP_002089662.2|DYAK	LOC118503539|XP_035892831.1|ASTE
OG0003163	LOC6532350|XP_002093110.2|DYAK	LOC118508094|XP_035903466.1|ASTE
OG0003164	LOC6529079|XP_002090092.1|DYAK	LOC118504879|XP_035895827.1|ASTE
OG0003165	LOC6531702|XP_039229048.1|DYAK	LOC118505925|XP_035898314.1|ASTE
OG0003166	LOC6530541|XP_002091456.2|DYAK	LOC118505924|XP_035898313.1|ASTE
OG0003167	LOC6530982|XP_015051773.1|DYAK	LOC118503433|XP_035892570.1|ASTE
OG0003168	LOC6536312|XP_002096896.2|DYAK	LOC118510919|XP_035909218.1|ASTE
OG0003169	LOC26535527|XP_039227821.1|DYAK	LOC118510931|XP_035909243.1|ASTE
OG0003170	LOC6531698|XP_002092489.1|DYAK	LOC118508143|XP_035903562.1|ASTE
OG0003171	LOC6530526|XP_002091441.1|DYAK	LOC118503729|XP_035893235.1|ASTE
OG0003172	LOC6537236|XP_002097794.2|DYAK	LOC118506345|XP_035899222.1|ASTE
OG0003173	LOC6535390|XP_002096040.1|DYAK	LOC118507306|XP_035901573.1|ASTE
OG0003174	LOC6536378|XP_002096960.1|DYAK	LOC118504133|XP_035894114.1|ASTE
OG0003175	LOC6531457|XP_039228722.1|DYAK	LOC118503602|XP_035892960.1|ASTE
OG0003176	LOC6526520|XP_002087630.1|DYAK	LOC118504006|XP_035893855.1|ASTE
OG0003177	LOC120320427|XP_039228259.1|DYAK	LOC118503445|XP_035892603.1|ASTE
OG0003178	LOC6530582|XP_002091495.1|DYAK	LOC118503441|XP_035892598.1|ASTE
OG0003179	LOC6530579|XP_002091492.1|DYAK	LOC118507190|XP_035901156.1|ASTE
OG0003180	LOC6530232|XP_002091169.1|DYAK	LOC118517355|XP_035919248.1|ASTE, LOC118507424|XP_035901787.1|ASTE
OG0003181	LOC6530336|XP_002091263.1|DYAK	LOC118517349|XP_035919242.1|ASTE, LOC118507425|XP_035901788.1|ASTE
OG0003182	LOC6530820|XP_002091703.1|DYAK	LOC118506295|XP_035899120.1|ASTE, LOC118517211|XP_035919074.1|ASTE
OG0003183	LOC6529941|XP_015052514.1|DYAK	LOC118505994|XP_035898460.1|ASTE
OG0003184	LOC6533767|XP_002094471.1|DYAK	LOC118508031|XP_035903325.1|ASTE
OG0003185	LOC6529988|XP_002090934.1|DYAK	LOC118517697|XP_035920014.1|ASTE
OG0003186	LOC6531318|XP_002092122.1|DYAK	LOC118508398|XP_035904053.1|ASTE
OG0003187	LOC6526834|XP_002087934.1|DYAK	LOC118505946|XP_035898363.1|ASTE
OG0003188	LOC6535519|XP_002096148.3|DYAK	LOC118507282|XP_035901486.1|ASTE
OG0003189	LOC6534769|XP_002095444.2|DYAK	LOC118508122|XP_035903522.1|ASTE
OG0003190	LOC6531257|XP_002092066.1|DYAK	LOC118506319|XP_035899163.1|ASTE
OG0003191	LOC6533906|XP_002094606.1|DYAK	LOC118504159|XP_035894185.1|ASTE
OG0003192	LOC6534071|XP_015050409.1|DYAK	LOC118517669|XP_035919941.1|ASTE
OG0003193	LOC6528141|XP_002089207.1|DYAK	LOC118503244|XP_035892158.1|ASTE
OG0003194	LOC6534132|XP_015050467.1|DYAK	LOC118503171|XP_035892029.1|ASTE
OG0003195	LOC6536307|XP_002096891.1|DYAK	LOC118517301|XP_035919181.1|ASTE, LOC118517300|XP_035919180.1|ASTE, LOC118503199|XP_035892077.1|ASTE
OG0003196	LOC6539313|XP_002086206.2|DYAK	LOC118517307|XP_035919185.1|ASTE, LOC118517298|XP_035919178.1|ASTE, LOC118503198|XP_035892076.1|ASTE
OG0003197	LOC6534124|XP_002094808.1|DYAK	LOC118503696|XP_035893140.1|ASTE
OG0003198	LOC6527051|XP_015053596.1|DYAK	LOC118507610|XP_035902179.1|ASTE, LOC118506241|XP_035898996.1|ASTE
OG0003199	LOC6532207|XP_002092981.1|DYAK	LOC118505877|XP_035898196.1|ASTE
OG0003200	LOC6529084|XP_002090097.1|DYAK	LOC118504177|XP_035894220.1|ASTE
OG0003201	LOC6530330|XP_039228384.1|DYAK	LOC118507382|XP_035901722.1|ASTE
OG0003202	LOC6533408|XP_002094126.1|DYAK	LOC118503060|XP_035891820.1|ASTE
OG0003203	LOC6530471|XP_039229199.1|DYAK	LOC118503859|XP_035893472.1|ASTE
OG0003204	LOC6535960|XP_002096576.2|DYAK	LOC118508044|XP_035903346.1|ASTE
OG0003205	LOC6531913|XP_002092699.1|DYAK	LOC118507413|XP_035901769.1|ASTE
OG0003206	LOC6528752|XP_002089787.1|DYAK	LOC118507201|XP_035901176.1|ASTE
OG0003207	LOC6538093|XP_039231325.1|DYAK	LOC118517654|XP_035919874.1|ASTE
OG0003208	LOC6532514|XP_002093260.2|DYAK	LOC118503727|XP_035893230.1|ASTE
OG0003209	LOC6529354|XP_002090359.1|DYAK	LOC118516523|XP_035918350.1|ASTE, LOC118506082|XP_035898655.1|ASTE
OG0003210	LOC6538557|XP_002099079.1|DYAK	LOC118506156|XP_035898819.1|ASTE
OG0003211	LOC6530486|XP_002091401.1|DYAK	LOC118504839|XP_035895736.1|ASTE
OG0003212	LOC6536789|XP_002097359.1|DYAK	LOC118509589|XP_035906255.1|ASTE
OG0003213	LOC6531467|XP_002092266.1|DYAK	LOC118503049|XP_035891777.1|ASTE
OG0003214	LOC6530978|XP_002091816.1|DYAK	LOC118504049|XP_035893946.1|ASTE
OG0003215	LOC6530968|XP_002091806.1|DYAK	LOC118504120|XP_035894103.1|ASTE
OG0003216	LOC6528643|XP_002089685.1|DYAK	LOC118504053|XP_035893974.1|ASTE
OG0003217	LOC6528584|XP_002089627.1|DYAK	LOC118503357|XP_035892441.1|ASTE
OG0003218	LOC6539428|XP_002086320.2|DYAK	LOC118503837|XP_035893439.1|ASTE
OG0003219	LOC6534072|XP_002094758.1|DYAK	LOC118503830|XP_035893429.1|ASTE
OG0003220	LOC6529602|XP_002090596.1|DYAK	LOC118503779|XP_035893344.1|ASTE
OG0003221	LOC6525659|XP_002101481.1|DYAK	LOC118503920|XP_035893626.1|ASTE
OG0003222	LOC6528583|XP_002089626.1|DYAK	LOC118503515|XP_035892760.1|ASTE
OG0003223	LOC6530202|XP_002091140.1|DYAK	LOC118506132|XP_035898759.1|ASTE
OG0003224	LOC6531148|XP_015051138.1|DYAK	LOC118503742|XP_035893267.1|ASTE
OG0003225	LOC6527284|XP_002088378.1|DYAK	LOC118511749|XP_035911107.1|ASTE
OG0003226	LOC6529386|XP_015052311.1|DYAK	LOC118511995|XP_035911625.1|ASTE
OG0003250	LOC6537724|XP_002098269.1|DYAK	LOC118511800|XP_035911228.1|ASTE
OG0003251	LOC6538336|XP_002098863.1|DYAK	LOC118508133|XP_035903532.1|ASTE
OG0003252	LOC6537774|XP_002098315.2|DYAK	LOC118504996|XP_035896069.1|ASTE
OG0003253	LOC6536835|XP_002097405.1|DYAK	LOC118517356|XP_035919260.1|ASTE
OG0003254	LOC6536079|XP_002096689.3|DYAK	LOC118510726|XP_035908831.1|ASTE
OG0003255	LOC6538988|XP_002099490.1|DYAK	LOC118504518|XP_035894947.1|ASTE
OG0003256	LOC6538275|XP_002098802.1|DYAK	LOC118507928|XP_035903146.1|ASTE
OG0003257	LOC6525032|XP_039226689.1|DYAK	LOC118507207|XP_035901190.1|ASTE
OG0003258	LOC6526130|XP_002101947.1|DYAK	LOC118517405|XP_035919372.1|ASTE
OG0003259	LOC6526233|XP_039233614.1|DYAK	LOC118517394|XP_035919337.1|ASTE
OG0003260	LOC6524949|XP_039226575.1|DYAK	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE
OG0003261	LOC6535272|XP_039231714.1|DYAK	LOC118506111|XP_035898704.1|ASTE
OG0003262	LOC26535446|XP_015047155.1|DYAK	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE
OG0003263	LOC6525242|XP_002101080.2|DYAK	LOC118512661|XP_035913303.1|ASTE
OG0003264	LOC6526208|XP_002102017.1|DYAK	LOC118511700|XP_035911007.1|ASTE
OG0003265	LOC6527556|XP_002088646.1|DYAK	LOC118516520|XP_035918351.1|ASTE
OG0003266	LOC6527109|XP_002088202.1|DYAK	LOC118509419|XP_035905930.1|ASTE
OG0003267	LOC6525850|XP_002101670.2|DYAK	LOC118516820|XP_035918584.1|ASTE
OG0003268	LOC6538127|XP_002098662.3|DYAK	LOC118508512|XP_035904255.1|ASTE
OG0003269	LOC6538014|XP_002098549.1|DYAK	LOC118508570|XP_035904365.1|ASTE
OG0003270	LOC6534141|XP_002094825.3|DYAK	LOC118516926|XP_035918669.1|ASTE
OG0003271	LOC6523735|XP_015046869.1|DYAK	LOC118505643|XP_035897619.1|ASTE
OG0003272	LOC6525783|XP_002101604.2|DYAK	LOC118510709|XP_035908805.1|ASTE
OG0003273	LOC6530085|XP_002091031.1|DYAK	LOC118511027|XP_035909500.1|ASTE
OG0003274	LOC6525939|XP_015046550.1|DYAK	LOC118509015|XP_035904930.1|ASTE
OG0003275	LOC6524281|XP_015045581.1|DYAK	LOC118509084|XP_035905113.1|ASTE
OG0003276	LOC6537032|XP_015048072.1|DYAK	LOC118504428|XP_035894760.1|ASTE
OG0003277	LOC6529351|XP_002090356.1|DYAK	LOC118510695|XP_035908769.1|ASTE
OG0003278	LOC26535354|XP_015048664.1|DYAK	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE
OG0003279	LOC6524080|XP_002099944.1|DYAK	LOC118506193|XP_035898882.1|ASTE
OG0003280	LOC6536203|XP_002096794.2|DYAK	LOC118505205|XP_035896586.1|ASTE
OG0003281	LOC26534778|XP_039232780.1|DYAK	LOC118509313|XP_035905662.1|ASTE
OG0003282	LOC6524078|XP_039230591.1|DYAK	LOC118503581|XP_035892917.1|ASTE
OG0003283	LOC6529744|XP_002090734.2|DYAK	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE
OG0003284	LOC6525409|XP_002101244.1|DYAK	LOC118514707|XP_035917673.1|ASTE
OG0003285	LOC6538981|XP_015049151.1|DYAK	LOC118512002|XP_035911648.1|ASTE
OG0003286	LOC6538351|XP_002098876.1|DYAK	LOC118504771|XP_035896008.1|ASTE
OG0003287	LOC6533807|XP_002094508.1|DYAK	LOC118503281|XP_035892257.1|ASTE
OG0003288	LOC6537239|XP_015048219.1|DYAK	LOC118503174|XP_035892042.1|ASTE
OG0003289	LOC6531732|XP_002092522.1|DYAK	LOC118517685|XP_035919989.1|ASTE
OG0003290	LOC6535284|XP_002095940.1|DYAK	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE
OG0003291	LOC6534899|XP_015050915.1|DYAK	LOC118509768|XP_035906803.1|ASTE
OG0003292	LOC6524779|XP_039231743.1|DYAK	LOC118512702|XP_035913430.1|ASTE
OG0003293	LOC6524086|XP_002099950.1|DYAK	LOC118512933|XP_035914006.1|ASTE, LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE
OG0003294	LOC6531205|XP_002092033.1|DYAK	LOC118517365|XP_035919276.1|ASTE
OG0003295	LOC6526212|XP_002102021.2|DYAK	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE
OG0003296	LOC120321993|XP_039232410.1|DYAK	LOC118502996|XP_035891701.1|ASTE
OG0003297	LOC6536481|XP_015047751.1|DYAK	LOC118512427|XP_035912757.1|ASTE
OG0003298	LOC6525681|XP_002101503.1|DYAK	LOC118507115|XP_035901017.1|ASTE
OG0003299	LOC6537288|XP_002097846.3|DYAK	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC6537278|XP_002097836.1|DYAK	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC6531136|XP_002091970.1|DYAK	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC6526027|XP_002101844.1|DYAK	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC6530450|XP_015052673.1|DYAK	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC6537931|XP_002098471.1|DYAK	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC6525210|XP_002101048.3|DYAK	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC6528296|XP_002089349.1|DYAK	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC6524911|XP_015045948.1|DYAK	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC6526325|XP_002087447.1|DYAK	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC6526140|XP_002101954.1|DYAK	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC6524662|XP_002100519.1|DYAK	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC6536630|XP_002097202.1|DYAK	LOC118505360|XP_035896937.1|ASTE
OG0003312	LOC6537442|XP_002097998.1|DYAK	LOC118512605|XP_035913170.1|ASTE
OG0003313	LOC6523824|XP_002099699.1|DYAK	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC6531920|XP_002092706.1|DYAK	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC6525566|XP_002101401.1|DYAK	LOC118517367|XP_035919282.1|ASTE
OG0003316	LOC6538965|XP_002099468.1|DYAK	LOC118504351|XP_035894617.1|ASTE
OG0003317	LOC6537259|XP_002097817.1|DYAK	LOC118503598|XP_035892948.1|ASTE
OG0003318	LOC6536461|XP_039232537.1|DYAK	LOC118506709|XP_035900097.1|ASTE
OG0003319	LOC6535273|XP_002095929.2|DYAK	LOC118517380|XP_035919296.1|ASTE
OG0003320	LOC6538971|XP_039231900.1|DYAK	LOC118506546|XP_035899736.1|ASTE
OG0003321	LOC6538976|XP_015049150.1|DYAK	LOC118517501|XP_035919606.1|ASTE
OG0003322	LOC6538978|XP_002099481.1|DYAK	LOC118511775|XP_035911162.1|ASTE
OG0003323	LOC6523792|XP_002099667.1|DYAK	LOC118507756|XP_035902665.1|ASTE
OG0003324	LOC6523949|XP_015045389.1|DYAK	LOC118510623|XP_035908594.1|ASTE
OG0003325	LOC6535986|XP_039231952.1|DYAK	LOC118508961|XP_035904792.1|ASTE
OG0003326	LOC6525639|XP_002101461.1|DYAK	LOC118503736|XP_035893250.1|ASTE
OG0003327	LOC6523741|XP_039233003.1|DYAK	LOC118511556|XP_035910681.1|ASTE
OG0003328	LOC6539998|XP_039232795.1|DYAK, LOC6524457|XP_002100314.1|DYAK	LOC118517419|XP_035919419.1|ASTE
OG0003329	LOC6535826|XP_039232779.1|DYAK	LOC118517414|XP_035919409.1|ASTE
OG0003330	LOC6532558|XP_002093303.2|DYAK	LOC118517437|XP_035919455.1|ASTE
OG0003331	LOC6525618|XP_002101453.1|DYAK	LOC118511217|XP_035909911.1|ASTE
OG0003332	LOC6524966|XP_002100806.1|DYAK	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE
OG0003333	LOC6538933|XP_002099437.2|DYAK	LOC118517409|XP_035919382.1|ASTE
OG0003334	LOC6537540|XP_002098086.1|DYAK	LOC118507006|XP_035900806.1|ASTE
OG0003335	LOC6537306|XP_002097864.1|DYAK	LOC118506942|XP_035900656.1|ASTE
OG0003336	LOC6537690|XP_002098235.1|DYAK	LOC118509307|XP_035905648.1|ASTE
OG0003337	LOC6538083|XP_002098617.3|DYAK	LOC118506145|XP_035898790.1|ASTE
OG0003338	LOC120321811|XP_039231684.1|DYAK	LOC118511791|XP_035911216.1|ASTE
OG0003339	LOC6538028|XP_002098563.1|DYAK	LOC118504467|XP_035894873.1|ASTE
OG0003340	LOC6538029|XP_002098564.1|DYAK	LOC118512175|XP_035912158.1|ASTE
OG0003341	LOC6525693|XP_002101515.1|DYAK	LOC118507714|XP_035902505.1|ASTE
OG0003342	LOC6525730|XP_015046449.2|DYAK	LOC118511275|XP_035910064.1|ASTE
OG0003343	LOC6524916|XP_039226124.1|DYAK	LOC118502505|XP_035890641.1|ASTE
OG0003344	LOC6527545|XP_002088635.1|DYAK	LOC118505649|XP_035897624.1|ASTE
OG0003345	LOC6525862|XP_002101682.1|DYAK	LOC118504313|XP_035894515.1|ASTE
OG0003346	LOC6535586|XP_002096214.1|DYAK	LOC118507295|XP_035901552.1|ASTE
OG0003347	LOC6535568|XP_002096197.1|DYAK	LOC118504845|XP_035895751.1|ASTE
OG0003348	LOC6535594|XP_002096222.1|DYAK	LOC118517484|XP_035919570.1|ASTE
OG0003349	LOC6534042|XP_002094728.1|DYAK	LOC118504119|XP_035894106.1|ASTE
OG0003350	LOC6537852|XP_015048544.1|DYAK	LOC118507613|XP_035902217.1|ASTE
OG0003351	LOC6524039|XP_015045439.1|DYAK	LOC118513065|XP_035914306.1|ASTE
OG0003352	LOC6538893|XP_002099397.2|DYAK	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE
OG0003353	LOC6536706|XP_039231026.1|DYAK	LOC118502356|XP_035890445.1|ASTE
OG0003354	LOC6538946|XP_002099450.1|DYAK	LOC118505009|XP_035896094.1|ASTE
OG0003355	LOC6525847|XP_015046517.1|DYAK	LOC118506785|XP_035900299.1|ASTE
OG0003356	LOC6525357|XP_015046256.1|DYAK	LOC118506738|XP_035900188.1|ASTE
OG0003357	LOC6525532|XP_002101367.1|DYAK	LOC118510233|XP_035907695.1|ASTE
OG0003358	LOC6529456|XP_002090458.1|DYAK	LOC118503405|XP_035892507.1|ASTE
OG0003359	LOC6525605|XP_015046384.1|DYAK	LOC118506147|XP_035898798.1|ASTE
OG0003360	LOC6524773|XP_039231725.1|DYAK	LOC118506212|XP_035898923.1|ASTE
OG0003361	LOC6530937|XP_002091779.1|DYAK	LOC118506302|XP_035899143.1|ASTE
OG0003362	LOC6539052|XP_002099554.1|DYAK	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE
OG0003363	LOC6535956|XP_002096572.2|DYAK	LOC118515492|XP_035917924.1|ASTE
OG0003364	LOC6536494|XP_002097072.1|DYAK	LOC118502667|XP_035891027.1|ASTE
OG0003365	LOC6535391|XP_002096041.1|DYAK	LOC118507645|XP_035902299.1|ASTE
OG0003366	LOC6534197|XP_002094880.2|DYAK	LOC118506493|XP_035899580.1|ASTE
OG0003367	LOC6534968|XP_002095638.1|DYAK	LOC118508286|XP_035903819.1|ASTE
OG0003368	LOC6534965|XP_002095635.1|DYAK	LOC118503935|XP_035893683.1|ASTE
OG0003369	LOC6536084|XP_002096694.1|DYAK	LOC118514783|XP_035917689.1|ASTE
OG0003370	LOC6536431|XP_002097013.1|DYAK	LOC118507626|XP_035902240.1|ASTE
OG0003371	LOC6526077|XP_002101894.1|DYAK	LOC118508463|XP_035904164.1|ASTE
OG0003372	LOC6529884|XP_002090841.2|DYAK	LOC118506447|XP_035899476.1|ASTE
OG0003373	LOC6537382|XP_002097938.1|DYAK	LOC118504477|XP_035894886.1|ASTE
OG0003374	LOC6524521|XP_039232639.1|DYAK	LOC118516471|XP_035918286.1|ASTE
OG0003375	LOC6537291|XP_015048265.1|DYAK	LOC118505599|XP_035897518.1|ASTE
OG0003376	LOC6536502|XP_002097080.1|DYAK	LOC118502714|XP_035891157.1|ASTE
