Orthogroup	DYAK.longest_only	DMIR.longest_only
OG0003373	LOC6537382|XP_002097938.1|DYAK	LOC108156856|XP_017144070.1|DMIR
OG0003374	LOC6524521|XP_039232639.1|DYAK	LOC108152347|XP_017137100.1|DMIR
OG0003375	LOC6537291|XP_015048265.1|DYAK	LOC108156302|XP_017143175.1|DMIR
OG0003376	LOC6536502|XP_002097080.1|DYAK	LOC108155747|XP_017142265.1|DMIR
OG0003377	LOC6536499|XP_039231913.1|DYAK	LOC108156564|XP_017143581.2|DMIR
OG0003378	LOC6538211|XP_002098738.1|DYAK	LOC108157048|XP_017144354.1|DMIR
OG0003379	LOC6537751|XP_002098292.1|DYAK	LOC108155401|XP_017141687.1|DMIR
OG0003380	LOC6537734|XP_002098279.1|DYAK	LOC108155202|XP_017141365.1|DMIR
OG0003381	LOC6527213|XP_002088307.1|DYAK	LOC108156742|XP_017143892.1|DMIR
OG0003382	LOC6538242|XP_039232354.1|DYAK	LOC108156648|XP_017143739.1|DMIR
OG0003383	LOC6536333|XP_002096917.1|DYAK	LOC108155293|XP_017141497.1|DMIR
OG0003384	LOC6526287|XP_002087409.1|DYAK	LOC108163798|XP_017154777.1|DMIR
OG0003385	LOC6536177|XP_002096768.1|DYAK	LOC108156203|XP_017143025.1|DMIR
OG0003386	LOC6538650|XP_002099170.1|DYAK	LOC108155170|XP_017141326.1|DMIR
OG0003387	LOC6538231|XP_002098758.1|DYAK	LOC108155278|XP_017141474.1|DMIR
OG0003388	LOC6525595|XP_002101430.2|DYAK	LOC108153304|XP_017138697.1|DMIR
OG0003389	LOC6532094|XP_002092870.1|DYAK	LOC108160789|XP_017150485.1|DMIR
OG0003390	LOC6535641|XP_002096269.1|DYAK	LOC108157472|XP_017145040.1|DMIR
OG0003391	LOC6537454|XP_002098010.1|DYAK	LOC108155173|XP_017141331.1|DMIR
OG0003392	LOC6536711|XP_002097283.1|DYAK	LOC108156441|XP_017143389.1|DMIR
OG0003393	LOC6538050|XP_015048620.1|DYAK	LOC108156393|XP_017143300.1|DMIR
OG0003394	LOC6535944|XP_002096560.2|DYAK	LOC108154285|XP_017140024.1|DMIR
OG0003395	LOC6539833|XP_002086717.1|DYAK	LOC108157369|XP_017144883.1|DMIR
OG0003396	LOC6538149|XP_002098683.1|DYAK	LOC108155943|XP_017142595.1|DMIR
OG0003397	LOC6537829|XP_002098370.2|DYAK	LOC108154185|XP_017139849.2|DMIR
OG0003398	LOC6536196|XP_002096787.1|DYAK	LOC108155804|XP_017142374.1|DMIR
OG0003399	LOC6538594|XP_002099116.1|DYAK	LOC108156283|XP_017143147.1|DMIR
OG0003400	LOC6538570|XP_002099092.1|DYAK	LOC108156266|XP_017143120.1|DMIR
OG0003401	LOC6537706|XP_039232360.1|DYAK	LOC108154760|XP_017140624.1|DMIR
OG0003402	LOC6537697|XP_039231651.1|DYAK	LOC108153955|XP_033244120.1|DMIR
OG0003403	LOC6532068|XP_002092845.2|DYAK	LOC108160076|XP_017149324.2|DMIR
OG0003404	LOC6536992|XP_002097561.1|DYAK	LOC108154406|XP_017140166.1|DMIR
OG0003405	LOC6529363|XP_002090368.1|DYAK	LOC108160245|XP_017149594.1|DMIR
OG0003406	LOC6538208|XP_002098736.1|DYAK	LOC108155094|XP_017141208.1|DMIR
OG0003407	LOC6538210|XP_002098737.1|DYAK	LOC108155095|XP_017141209.1|DMIR
OG0003408	LOC6537264|XP_002097822.1|DYAK	LOC108155376|XP_017141637.2|DMIR
OG0003409	LOC6537682|XP_039231266.1|DYAK	LOC108156090|XP_033244481.1|DMIR
OG0003410	LOC6537720|XP_002098265.1|DYAK	LOC108156608|XP_017143641.1|DMIR
OG0003411	LOC6537074|XP_002097635.1|DYAK	LOC108156136|XP_017142937.1|DMIR
OG0003412	LOC6538109|XP_039232416.1|DYAK	LOC108156464|XP_017143416.1|DMIR
OG0003413	LOC6535266|XP_002095922.3|DYAK	LOC108156806|XP_033245641.1|DMIR
OG0003414	LOC6534115|XP_002094799.1|DYAK	LOC108151132|XP_017135045.1|DMIR
OG0003415	LOC6524742|XP_002100586.1|DYAK	LOC108164902|XP_017156359.1|DMIR
OG0003416	LOC6535891|XP_002096507.1|DYAK	LOC108155682|XP_017142140.1|DMIR
OG0003417	LOC6537928|XP_002098468.2|DYAK	LOC108154668|XP_017140495.1|DMIR
OG0003418	LOC6536847|XP_002097416.1|DYAK	LOC108154863|XP_017140778.1|DMIR
OG0003419	LOC6535911|XP_002096527.1|DYAK	LOC108156356|XP_017143247.1|DMIR
OG0003420	LOC6535910|XP_002096526.3|DYAK	LOC108156355|XP_017143245.1|DMIR
OG0003421	LOC6538089|XP_002098623.1|DYAK	LOC108154727|XP_017140579.1|DMIR
OG0003422	LOC6538090|XP_002098624.1|DYAK	LOC108154737|XP_017140594.1|DMIR
OG0003423	LOC6531210|XP_002092038.1|DYAK	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR
OG0003424	LOC6538809|XP_002099322.1|DYAK	LOC108156251|XP_017143090.1|DMIR
OG0003425	LOC6537645|XP_002098190.1|DYAK	LOC108155549|XP_017141917.1|DMIR
OG0003426	LOC6535606|XP_002096234.2|DYAK	LOC108156359|XP_017143250.2|DMIR
OG0003427	LOC6535595|XP_002096223.1|DYAK	LOC108155712|XP_017142197.1|DMIR
OG0003428	LOC6534283|XP_002094964.1|DYAK	LOC108153660|XP_017139258.1|DMIR
OG0003429	LOC6531874|XP_002092661.1|DYAK	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR
OG0003430	LOC6523693|XP_002099571.1|DYAK	LOC108164453|XP_017155661.1|DMIR
OG0003431	LOC6535321|XP_039232507.1|DYAK	LOC108156146|XP_017142956.1|DMIR
OG0003432	LOC6538760|XP_002099274.1|DYAK	LOC108154704|XP_017140544.1|DMIR
OG0003433	LOC6537983|XP_002098520.1|DYAK	LOC108156562|XP_017143574.1|DMIR
OG0003434	LOC6524824|XP_002100666.1|DYAK	LOC108155947|XP_017142604.1|DMIR
OG0003435	LOC6538341|XP_002098866.3|DYAK	LOC108156046|XP_017142808.1|DMIR
OG0003436	LOC6537510|XP_002098056.1|DYAK	LOC108155481|XP_017141793.1|DMIR
OG0003437	LOC6537509|XP_015048378.1|DYAK	LOC108155478|XP_017141790.1|DMIR
OG0003438	LOC6537511|XP_002098057.1|DYAK	LOC108156669|XP_017143781.1|DMIR
OG0003439	LOC6538767|XP_002099281.1|DYAK	LOC108155920|XP_017142560.1|DMIR
OG0003440	LOC6539060|XP_039232590.1|DYAK	LOC108155027|XP_033244447.1|DMIR
OG0003441	LOC6528231|XP_002089293.1|DYAK	LOC108162443|XP_017152674.1|DMIR
OG0003442	LOC6536325|XP_002096909.1|DYAK	LOC108155290|XP_017141495.1|DMIR
OG0003443	LOC6533475|XP_002094186.1|DYAK	LOC108153185|XP_017138486.1|DMIR
OG0003444	LOC6534862|XP_002095534.2|DYAK	LOC108152106|XP_017136647.1|DMIR
OG0003445	LOC6525250|XP_039233443.1|DYAK	LOC108164979|XP_017156489.1|DMIR
OG0003446	LOC6524910|XP_015045945.1|DYAK	LOC117186181|XP_033242332.1|DMIR
OG0003447	LOC26535171|XP_039232942.1|DYAK	LOC108164474|XP_033250193.1|DMIR
OG0003448	LOC6535257|XP_002095913.1|DYAK	LOC108155813|XP_017142383.1|DMIR
OG0003449	LOC6536664|XP_002097236.1|DYAK	LOC108155252|XP_017141436.1|DMIR
OG0003450	LOC6537186|XP_002097744.1|DYAK	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR
OG0003451	LOC6535887|XP_002096503.1|DYAK	LOC108155033|XP_017141087.1|DMIR
OG0003452	LOC6535886|XP_002096502.2|DYAK	LOC108155781|XP_017142330.1|DMIR
OG0003453	LOC6533289|XP_002094015.1|DYAK	LOC108150962|XP_017134785.1|DMIR
OG0003454	LOC6526640|XP_002087748.1|DYAK	LOC108162861|XP_017153299.1|DMIR
OG0003455	LOC6536519|XP_002097096.1|DYAK	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR
OG0003456	LOC6530620|XP_002091533.1|DYAK	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR
OG0003458	LOC6535480|XP_002096111.1|DYAK	LOC108157215|XP_017144654.1|DMIR
OG0003459	LOC6537378|XP_002097934.1|DYAK	LOC108155823|XP_017142401.1|DMIR
OG0003460	LOC6537863|XP_002098404.2|DYAK	LOC108156182|XP_017143002.1|DMIR
OG0003461	LOC6537508|XP_002098054.3|DYAK	LOC108155477|XP_017141787.1|DMIR
OG0003462	LOC6533070|XP_002093802.1|DYAK	LOC108150911|XP_017134725.1|DMIR
OG0003463	LOC6537326|XP_002097883.1|DYAK	LOC108156904|XP_017144138.1|DMIR
OG0003464	LOC6537445|XP_039231308.1|DYAK	LOC108156335|XP_033245518.1|DMIR
OG0003465	LOC6536663|XP_002097235.1|DYAK	LOC108155254|XP_017141438.1|DMIR
OG0003466	LOC6538653|XP_002099173.1|DYAK	LOC108154771|XP_017140644.1|DMIR
OG0003467	LOC6537317|XP_002097874.1|DYAK	LOC108155043|XP_017141105.1|DMIR
OG0003468	LOC6539058|XP_002099560.1|DYAK	LOC108155346|XP_017141593.1|DMIR
OG0003469	LOC6538816|XP_002099329.1|DYAK	LOC108155396|XP_017141671.1|DMIR
OG0003470	LOC6537342|XP_002097899.3|DYAK	LOC108154425|XP_017140183.2|DMIR
OG0003471	LOC6529598|XP_015052390.1|DYAK	LOC108161733|XP_017151546.1|DMIR
OG0003472	LOC6527941|XP_039227054.1|DYAK	LOC108162589|XP_017152894.1|DMIR
OG0003473	LOC6527177|XP_002088271.1|DYAK	LOC108162925|XP_017153396.2|DMIR
OG0003474	LOC6535628|XP_039231454.1|DYAK	LOC108157166|XP_017144566.1|DMIR
OG0003475	LOC6535838|XP_039232632.1|DYAK	LOC108154189|XP_017139885.1|DMIR
OG0003476	LOC6523769|XP_039232951.1|DYAK	LOC108164498|XP_033250285.1|DMIR
OG0003477	LOC6536989|XP_002097558.1|DYAK	LOC108156323|XP_017143205.1|DMIR
OG0003478	LOC6536845|XP_039232351.1|DYAK	LOC108157462|XP_017145025.1|DMIR
OG0003479	LOC6536357|XP_002096939.1|DYAK	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR
OG0003480	LOC6537597|XP_002098143.1|DYAK	LOC108153933|XP_017139519.1|DMIR
OG0003481	LOC6537596|XP_002098142.1|DYAK	LOC108154646|XP_017140465.1|DMIR
OG0003482	LOC6537595|XP_039231827.1|DYAK	LOC108157723|XP_017145381.1|DMIR
OG0003483	LOC6537570|XP_002098116.1|DYAK	LOC108154648|XP_017140468.1|DMIR
OG0003484	LOC6536161|XP_002096761.1|DYAK	LOC108156989|XP_017144270.1|DMIR
OG0003485	LOC6536935|XP_002097504.1|DYAK	LOC108154432|XP_017140191.1|DMIR
OG0003486	LOC6536933|XP_002097502.1|DYAK	LOC108153968|XP_017139554.1|DMIR
OG0003487	LOC6538084|XP_002098618.1|DYAK	LOC108154735|XP_017140591.1|DMIR
OG0003488	LOC6538250|XP_039231686.1|DYAK	LOC108156544|XP_017143549.1|DMIR
OG0003489	LOC6536347|XP_039231976.1|DYAK	LOC108155771|XP_017142312.1|DMIR
OG0003490	LOC6535650|XP_002096278.3|DYAK	LOC108156647|XP_017143738.1|DMIR
OG0003491	LOC6538269|XP_039232868.1|DYAK	LOC108156534|XP_017143531.2|DMIR
OG0003492	LOC6538176|XP_002098704.1|DYAK	LOC108157701|XP_017145360.1|DMIR
OG0003493	LOC6537656|XP_002098201.2|DYAK	LOC108156223|XP_017143049.2|DMIR
OG0003494	LOC6535301|XP_002095957.1|DYAK	LOC108156264|XP_017143116.1|DMIR
OG0003495	LOC6529455|XP_002090457.1|DYAK	LOC108163137|XP_017153739.1|DMIR
OG0003496	LOC6537366|XP_002097922.1|DYAK	LOC108156926|XP_017144169.1|DMIR
OG0003497	LOC6535848|XP_002096469.1|DYAK	LOC108154201|XP_017139909.1|DMIR
OG0003498	LOC6535210|XP_002095869.1|DYAK	LOC117185878|XP_033245115.1|DMIR
OG0003499	LOC6536358|XP_002096940.2|DYAK	LOC108155782|XP_033245456.1|DMIR
OG0003500	LOC6529695|XP_002090688.1|DYAK	LOC108161446|XP_017151197.1|DMIR
OG0003501	LOC6536959|XP_002097528.1|DYAK	LOC108157112|XP_017144476.1|DMIR
OG0003502	LOC6536155|XP_015047595.1|DYAK	LOC108157731|XP_017145394.2|DMIR
OG0003503	LOC6538136|XP_002098671.2|DYAK	LOC108155157|XP_017141308.1|DMIR
OG0003504	LOC6537193|XP_039231782.1|DYAK	LOC108155128|XP_017141261.1|DMIR
OG0003505	LOC6537003|XP_039232285.1|DYAK	LOC108155371|XP_017141633.2|DMIR
OG0003506	LOC6537548|XP_015048409.1|DYAK	LOC108155724|XP_017142219.1|DMIR
OG0003507	LOC6537857|XP_002098398.3|DYAK	LOC108155942|XP_017142590.1|DMIR
OG0003508	LOC6532479|XP_002093225.2|DYAK	LOC108151029|XP_017134877.1|DMIR
OG0003509	LOC6537755|XP_002098296.1|DYAK	LOC108155402|XP_017141688.1|DMIR
OG0003510	LOC6537940|XP_002098480.1|DYAK	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR
OG0003511	LOC6537941|XP_015048575.1|DYAK	LOC108155689|XP_017142150.1|DMIR
OG0003512	LOC6537921|XP_002098461.2|DYAK	LOC108156512|XP_017143504.1|DMIR
OG0003513	LOC6537867|XP_002098408.1|DYAK	LOC108156636|XP_017143722.1|DMIR
OG0003514	LOC6536557|XP_002097133.1|DYAK	LOC108157660|XP_017145306.1|DMIR
OG0003515	LOC6530207|XP_002091145.1|DYAK	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR
OG0003516	LOC6536966|XP_002097535.1|DYAK	LOC108156023|XP_017142756.1|DMIR
OG0003517	LOC26535701|XP_015047899.1|DYAK	LOC108156466|XP_017143418.1|DMIR
OG0003518	LOC6536146|XP_002096747.1|DYAK	LOC108157408|XP_017144945.1|DMIR
OG0003519	LOC6532538|XP_039230907.1|DYAK	LOC108153181|XP_017138476.2|DMIR
OG0003520	LOC6532531|XP_002093277.1|DYAK	LOC108152420|XP_017137223.1|DMIR
OG0003521	LOC6532549|XP_015049428.1|DYAK	LOC108151847|XP_017136220.1|DMIR
OG0003522	LOC6528860|XP_002089892.1|DYAK	LOC108158458|XP_017146236.1|DMIR
OG0003523	LOC6529457|XP_002090459.1|DYAK	LOC108163135|XP_017153738.1|DMIR
OG0003524	LOC6525739|XP_002101561.1|DYAK	LOC108162326|XP_017152503.1|DMIR
OG0003525	LOC6531418|XP_002092221.1|DYAK	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR
OG0003526	LOC6535478|XP_002096109.1|DYAK	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR
OG0003527	LOC26535907|XP_002089498.1|DYAK	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR
OG0003529	LOC6527997|XP_002089064.1|DYAK	LOC108161324|XP_017151044.1|DMIR
OG0003530	LOC6533349|XP_002094074.2|DYAK	LOC108152456|XP_017137309.1|DMIR
OG0003531	LOC6535470|XP_002096101.1|DYAK	LOC108155979|XP_017142656.1|DMIR
OG0003532	LOC6533401|XP_002094119.1|DYAK	LOC108151984|XP_017136438.1|DMIR
OG0003533	LOC6532647|XP_002093391.1|DYAK	LOC108152858|XP_017137968.1|DMIR
OG0003534	LOC6533541|XP_002094251.2|DYAK	LOC108152245|XP_017136939.1|DMIR
OG0003535	LOC6533528|XP_002094238.1|DYAK	LOC108151559|XP_017135718.1|DMIR
OG0003536	LOC6528301|XP_015053906.1|DYAK	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR
OG0003537	LOC6530625|XP_002091538.1|DYAK	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR
OG0003538	LOC6529985|XP_002090931.1|DYAK	LOC108158145|XP_017145854.1|DMIR
OG0003539	LOC6531549|XP_039228100.1|DYAK	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR
OG0003540	LOC6532223|XP_002092996.2|DYAK	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR
OG0003541	LOC26535113|XP_015049030.1|DYAK	LOC108154913|XP_017140856.1|DMIR
OG0003542	LOC6528544|XP_002089590.1|DYAK	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR
OG0003543	LOC6523909|XP_002099782.2|DYAK	LOC108152226|XP_017136898.1|DMIR
OG0003544	LOC6533283|XP_002094009.1|DYAK	LOC108152413|XP_017137215.1|DMIR
OG0003545	LOC6535140|XP_039230257.1|DYAK	LOC108152732|XP_033244009.1|DMIR
OG0003546	LOC26535030|XP_015045035.1|DYAK	LOC108152409|XP_017137208.1|DMIR
OG0003547	LOC6531857|XP_015051578.1|DYAK	LOC108158714|XP_033247737.1|DMIR
OG0003548	LOC6528726|XP_015054291.1|DYAK	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR
OG0003549	LOC6528727|XP_002089762.2|DYAK	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR
OG0003550	LOC6528868|XP_002089900.1|DYAK	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR
OG0003551	LOC6531197|XP_002092025.1|DYAK	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR
OG0003552	LOC6529325|XP_002090330.1|DYAK	LOC108158174|XP_017145880.1|DMIR
OG0003553	LOC6528866|XP_002089898.1|DYAK	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR
OG0003554	LOC6534432|XP_002095109.1|DYAK	LOC108151349|XP_017135394.1|DMIR
OG0003555	LOC6532785|XP_039229418.1|DYAK	LOC108150955|XP_017134778.1|DMIR
OG0003556	LOC26536190|XP_039229996.1|DYAK	LOC108152966|XP_033242139.1|DMIR
OG0003557	LOC6534725|XP_002095400.1|DYAK	LOC108151947|XP_017136371.1|DMIR
OG0003558	LOC6533001|XP_039229794.1|DYAK	LOC108152614|XP_017137569.1|DMIR
OG0003559	LOC6533881|XP_002094581.2|DYAK	LOC108152845|XP_033243725.1|DMIR
OG0003560	LOC6533285|XP_002094011.1|DYAK	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR
OG0003561	LOC6530760|XP_015051825.1|DYAK	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR
OG0003562	LOC6531207|XP_002092035.1|DYAK	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR
OG0003563	LOC6535638|XP_002096266.1|DYAK	LOC108156626|XP_017143673.1|DMIR
OG0003564	LOC6533308|XP_002094034.1|DYAK	LOC108152211|XP_017136858.1|DMIR
OG0003565	LOC6532786|XP_015049606.1|DYAK	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR
OG0003566	LOC6536407|XP_039232568.1|DYAK	LOC108154238|XP_017139954.1|DMIR
OG0003567	LOC6531475|XP_015051340.1|DYAK	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR
OG0003568	LOC6528764|XP_002089799.3|DYAK	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR
OG0003569	LOC6533514|XP_015050102.1|DYAK	LOC108165525|XP_017157085.1|DMIR
OG0003570	LOC6528433|XP_002089479.1|DYAK	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR
OG0003571	LOC6532984|XP_002093719.2|DYAK	LOC108153684|XP_017139291.1|DMIR
OG0003572	LOC6530215|XP_015051973.1|DYAK	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR
OG0003573	LOC6529881|XP_002090838.1|DYAK	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR
OG0003574	LOC6533036|XP_002093771.1|DYAK	LOC108151061|XP_017134927.1|DMIR
OG0003575	LOC6535103|XP_039230303.1|DYAK	LOC108152018|XP_017136484.1|DMIR
OG0003576	LOC6534363|XP_002095041.1|DYAK	LOC108152979|XP_017138195.2|DMIR
OG0003577	LOC6533108|XP_002093834.1|DYAK	LOC108151753|XP_017136080.1|DMIR
OG0003578	LOC6533295|XP_002094021.1|DYAK	LOC108151077|XP_017134949.1|DMIR
OG0003579	LOC6531151|XP_002091980.1|DYAK	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR
OG0003580	LOC6530929|XP_002091771.1|DYAK	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR
OG0003581	LOC6532416|XP_039230540.1|DYAK	LOC108151540|XP_033242943.1|DMIR
OG0003582	LOC6533607|XP_002094315.1|DYAK	LOC108151425|XP_017135504.1|DMIR
OG0003583	LOC6528888|XP_002089920.1|DYAK	LOC108159923|XP_017149052.1|DMIR
OG0003584	LOC6528848|XP_002089880.2|DYAK	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR
OG0003585	LOC6534236|XP_002094918.1|DYAK	LOC108151590|XP_017135758.1|DMIR
OG0003586	LOC6523711|XP_015046761.1|DYAK	LOC108164423|XP_017155592.1|DMIR
OG0003587	LOC6526394|XP_002087513.1|DYAK	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR
OG0003588	LOC6536868|XP_002097437.1|DYAK	LOC108155711|XP_017142193.2|DMIR
OG0003589	LOC6531476|XP_002092275.1|DYAK	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR
OG0003590	LOC6532481|XP_002093227.1|DYAK	LOC108151741|XP_017136049.1|DMIR
OG0003591	LOC6532393|XP_015049324.1|DYAK	LOC108151454|XP_017135562.1|DMIR
OG0003592	LOC6533894|XP_002094594.1|DYAK	LOC108151338|XP_017135381.1|DMIR
OG0003593	LOC6533367|XP_039229632.1|DYAK	LOC108152321|XP_017137045.1|DMIR
OG0003594	LOC6533303|XP_002094029.1|DYAK	LOC108152065|XP_017136574.1|DMIR
OG0003595	LOC6530509|XP_002091424.1|DYAK	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR
OG0003596	LOC6528311|XP_002089364.1|DYAK	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR
OG0003597	LOC6528302|XP_002089355.2|DYAK	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR
OG0003598	LOC6532965|XP_002093700.1|DYAK	LOC108153166|XP_017138460.1|DMIR
OG0003599	LOC6526652|XP_002087760.1|DYAK	LOC108163646|XP_017154544.1|DMIR
OG0003600	LOC6532712|XP_015049556.1|DYAK	LOC108151747|XP_017136059.1|DMIR
OG0003601	LOC6528689|XP_015054029.1|DYAK	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR
OG0003602	LOC6531882|XP_002092669.1|DYAK	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR
OG0003603	LOC6532735|XP_002093477.2|DYAK	LOC108151358|XP_017135406.1|DMIR
OG0003604	LOC6529209|XP_039229101.1|DYAK	LOC108163122|XP_017153717.1|DMIR
OG0003605	LOC6537934|XP_002098474.1|DYAK	LOC108154670|XP_017140500.1|DMIR
OG0003606	LOC6531232|XP_002092044.1|DYAK	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR
OG0003607	LOC6531190|XP_002092019.1|DYAK	LOC108159493|XP_017148324.1|DMIR
OG0003608	LOC6533565|XP_039230317.1|DYAK	LOC108152001|XP_017136460.1|DMIR
OG0003609	LOC6528707|XP_002089742.1|DYAK	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR
OG0003610	LOC6534263|XP_002094944.1|DYAK	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR
OG0003611	LOC6532614|XP_039230219.1|DYAK	LOC108152029|XP_017136500.1|DMIR
OG0003612	LOC6530728|XP_002091619.1|DYAK	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR
OG0003613	LOC6528446|XP_002089492.1|DYAK	LOC108158123|XP_017145794.1|DMIR
OG0003614	LOC6528447|XP_002089493.1|DYAK	LOC108158124|XP_017145795.1|DMIR
OG0003615	LOC6531815|XP_002092602.1|DYAK	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR
OG0003616	LOC6531298|XP_002092102.1|DYAK	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR
OG0003617	LOC6530093|XP_002091039.2|DYAK	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR
OG0003618	LOC6530094|XP_015052593.1|DYAK	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR
OG0003619	LOC6530037|XP_002090983.1|DYAK	LOC108159093|XP_017147548.1|DMIR
OG0003620	LOC6531994|XP_002092780.1|DYAK	LOC108160169|XP_017149479.2|DMIR
OG0003621	LOC6532618|XP_002093362.1|DYAK	LOC108152582|XP_017137516.1|DMIR
OG0003622	LOC6532617|XP_002093361.2|DYAK	LOC108152581|XP_017137511.1|DMIR
OG0003623	LOC6529939|XP_002090894.1|DYAK	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR
OG0003624	LOC6531872|XP_002092659.1|DYAK	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR
OG0003625	LOC6528444|XP_002089490.1|DYAK	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR
OG0003626	LOC6531560|XP_015051417.1|DYAK	LOC108160296|XP_017149695.1|DMIR
OG0003627	LOC6531039|XP_039228160.1|DYAK	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR
OG0003628	LOC6528759|XP_015054266.1|DYAK	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR
OG0003629	LOC6530014|XP_002090960.1|DYAK	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR
OG0003630	LOC6531981|XP_002092767.1|DYAK	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR
OG0003631	LOC6534918|XP_002095589.2|DYAK	LOC108151442|XP_017135540.1|DMIR
OG0003632	LOC6533032|XP_002093767.2|DYAK	LOC108151072|XP_017134940.1|DMIR
OG0003633	LOC6530052|XP_002090998.1|DYAK	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR
OG0003634	LOC6532698|XP_002093440.1|DYAK	LOC108165489|XP_017157031.1|DMIR
OG0003635	LOC6532804|XP_002093541.3|DYAK	LOC108151177|XP_033243118.1|DMIR
OG0003636	LOC6528693|XP_002089735.1|DYAK	LOC108159906|XP_017149024.1|DMIR
OG0003637	LOC6530086|XP_002091032.1|DYAK	LOC108158406|XP_017146162.1|DMIR
OG0003638	LOC6534887|XP_015050904.1|DYAK	LOC108152839|XP_017137936.1|DMIR
