Orthogroup	DYAK.longest_only	DMAU.longest_only
OG0006428	LOC6535873|XP_015047405.1|DYAK	LOC117142999|XP_033163248.1|DMAU
OG0006429	LOC6538795|XP_002099308.1|DYAK	LOC117142969|XP_033163206.1|DMAU
OG0006430	LOC6534764|XP_002095439.1|DYAK	LOC117139043|XP_033157035.1|DMAU
OG0006431	LOC6537991|XP_002098526.2|DYAK	LOC117143341|XP_033163895.1|DMAU
OG0006432	LOC6535643|XP_015047251.2|DYAK	LOC117146108|XP_033167982.1|DMAU
OG0006433	LOC6537949|XP_002098486.1|DYAK	LOC117142904|XP_033163077.1|DMAU
OG0006434	LOC6528002|XP_002089069.1|DYAK	LOC117135126|XP_033151040.1|DMAU
OG0006435	LOC6538291|XP_039232857.1|DYAK	LOC117143071|XP_033163423.1|DMAU
OG0006436	LOC6525587|XP_015046376.1|DYAK	LOC117147595|XP_033170435.1|DMAU
OG0006437	LOC6524630|XP_015045784.1|DYAK	LOC117148672|XP_033172081.1|DMAU
OG0006438	LOC6526306|XP_002087428.1|DYAK	LOC117145948|XP_033167725.1|DMAU
OG0006441	LOC6537556|XP_002098102.2|DYAK	LOC117143738|XP_033164439.1|DMAU
OG0006442	LOC6538665|XP_002099185.1|DYAK	LOC117142593|XP_033162559.1|DMAU
OG0006443	LOC6536149|XP_002096750.1|DYAK	LOC117145723|XP_033167363.1|DMAU
OG0006444	LOC6538833|XP_002099346.1|DYAK	LOC117142773|XP_033162852.1|DMAU
OG0006445	LOC6523839|XP_002099712.1|DYAK	LOC117148891|XP_033172486.1|DMAU
OG0006446	LOC6538574|XP_002099096.2|DYAK	LOC117143718|XP_033164407.1|DMAU
OG0006447	LOC6538581|XP_015048916.1|DYAK	LOC117144880|XP_033166182.1|DMAU
OG0006448	LOC6538759|XP_002099273.1|DYAK	LOC117144544|XP_033165671.1|DMAU
OG0006449	LOC6538762|XP_039231704.1|DYAK	LOC117145220|XP_033166682.1|DMAU
OG0006450	LOC6529459|XP_002090461.1|DYAK	LOC117139880|XP_033158438.1|DMAU
OG0006451	LOC6525225|XP_015046159.1|DYAK	LOC117148741|XP_033172201.1|DMAU
OG0006452	LOC6538606|XP_002099128.1|DYAK	LOC117143201|XP_033163635.1|DMAU
OG0006453	LOC6534319|XP_002094999.1|DYAK	LOC117139316|XP_033157451.1|DMAU
OG0006454	LOC6523864|XP_002099737.3|DYAK	LOC117146462|XP_033168584.1|DMAU
OG0006455	LOC6535267|XP_039231717.1|DYAK	LOC117145917|XP_033167663.1|DMAU
OG0006456	LOC6535270|XP_002095926.1|DYAK	LOC117145916|XP_033167662.1|DMAU
OG0006457	LOC6536955|XP_002097524.1|DYAK	LOC117144291|XP_033165285.1|DMAU
OG0006458	LOC6527983|XP_002089050.1|DYAK	LOC117147891|XP_033170881.1|DMAU
OG0006459	LOC6537762|XP_002098303.1|DYAK	LOC117143374|XP_033163941.1|DMAU
OG0006460	LOC6538785|XP_002099298.1|DYAK	LOC117142343|XP_033162151.1|DMAU
OG0006461	LOC6535909|XP_002096525.1|DYAK	LOC117145701|XP_033167333.1|DMAU
OG0006462	LOC6537917|XP_002098457.3|DYAK	LOC117144820|XP_033166093.1|DMAU
OG0006463	LOC6537171|XP_015048178.1|DYAK	LOC117145867|XP_033167580.1|DMAU
OG0006464	LOC6534782|XP_039230615.1|DYAK	LOC117140497|XP_033159352.1|DMAU
OG0006465	LOC6524472|XP_002100329.2|DYAK	LOC117148706|XP_033172142.1|DMAU
OG0006466	LOC6524382|XP_002100240.2|DYAK	LOC117147843|XP_033170797.1|DMAU
OG0006467	LOC6535596|XP_002096224.1|DYAK	LOC117145055|XP_033166456.1|DMAU
OG0006468	LOC6538766|XP_002099280.1|DYAK	LOC117142563|XP_033162506.1|DMAU
OG0006469	LOC6525133|XP_002100971.1|DYAK	LOC117147571|XP_033170407.1|DMAU
OG0006470	LOC6534574|XP_002095250.2|DYAK	LOC117140298|XP_033159033.1|DMAU
OG0006471	LOC6538777|XP_002099291.3|DYAK	LOC117143685|XP_033164362.1|DMAU
OG0006472	LOC6538779|XP_002099293.1|DYAK	LOC117143684|XP_033164361.1|DMAU
OG0006473	LOC6533536|XP_015050129.1|DYAK	LOC117140771|XP_033159745.1|DMAU
OG0006474	LOC6531369|XP_002092172.1|DYAK	LOC117135460|XP_033151545.1|DMAU
OG0006475	LOC6537602|XP_002098148.2|DYAK	LOC117143660|XP_033164332.1|DMAU
OG0006476	LOC6524081|XP_039230631.1|DYAK	LOC117147149|XP_033169821.1|DMAU
OG0006477	LOC6524305|XP_039233142.1|DYAK	LOC117147672|XP_033170539.1|DMAU
OG0006478	LOC6538804|XP_002099317.2|DYAK	LOC117144216|XP_033165159.1|DMAU
OG0006479	LOC6538802|XP_039232712.1|DYAK	LOC117143266|XP_033163729.1|DMAU
OG0006480	LOC6528483|XP_002089529.3|DYAK	LOC117138479|XP_033156499.1|DMAU
OG0006481	LOC6527329|XP_002088421.1|DYAK	LOC117149441|XP_033172667.1|DMAU
OG0006482	LOC6538094|XP_002098628.3|DYAK	LOC117142979|XP_033163222.1|DMAU
OG0006483	LOC6538635|XP_002099155.1|DYAK	LOC117144152|XP_033165075.1|DMAU
OG0006484	LOC6538633|XP_039231649.1|DYAK	LOC117144151|XP_033165073.1|DMAU
OG0006485	LOC6536194|XP_002096785.1|DYAK	LOC117143863|XP_033164620.1|DMAU
OG0006486	LOC6536542|XP_015047809.1|DYAK	LOC117143367|XP_033163933.1|DMAU
OG0006487	LOC6536487|XP_002097065.1|DYAK	LOC117146039|XP_033167867.1|DMAU
OG0006488	LOC6532286|XP_002093046.1|DYAK	LOC117141312|XP_033160589.1|DMAU
OG0006489	LOC6538133|XP_002098668.1|DYAK	LOC117144538|XP_033165662.1|DMAU
OG0006490	LOC26535620|XP_039232333.1|DYAK	LOC117142998|XP_033163247.1|DMAU
OG0006491	LOC6529599|XP_002090593.1|DYAK	LOC117150902|XP_033173936.1|DMAU
OG0006492	LOC6537537|XP_002098083.1|DYAK	LOC117143024|XP_033163297.1|DMAU
OG0006493	LOC6525667|XP_002101489.1|DYAK	LOC117147068|XP_033169719.1|DMAU
OG0006494	LOC6524809|XP_039229430.1|DYAK	LOC117147198|XP_033169893.1|DMAU
OG0006495	LOC6524879|XP_039226533.1|DYAK	LOC117146746|XP_033169113.1|DMAU
OG0006496	LOC6538776|XP_002099290.1|DYAK	LOC117143683|XP_033164359.1|DMAU
OG0006497	LOC6536889|XP_002097458.1|DYAK	LOC117144319|XP_033165322.1|DMAU
OG0006498	LOC6536887|XP_002097456.1|DYAK	LOC117142626|XP_033162619.1|DMAU
OG0006499	LOC6538999|XP_039231048.1|DYAK	LOC117144596|XP_033165767.1|DMAU
OG0006500	LOC6527996|XP_002089063.2|DYAK	LOC117135223|XP_033151230.1|DMAU
OG0006501	LOC6538841|XP_002099354.1|DYAK	LOC117143076|XP_033163433.1|DMAU
OG0006502	LOC6538845|XP_015049072.2|DYAK	LOC117143969|XP_033164796.1|DMAU
OG0006503	LOC6538847|XP_002099360.2|DYAK	LOC117143422|XP_033164016.1|DMAU
OG0006504	LOC6538848|XP_002099361.1|DYAK	LOC117143420|XP_033164014.1|DMAU
OG0006505	LOC6538003|XP_002098538.1|DYAK	LOC117145747|XP_033167400.1|DMAU
OG0006506	LOC6532672|XP_002093416.1|DYAK	LOC117139472|XP_033157681.1|DMAU
OG0006507	LOC6535477|XP_015047170.2|DYAK	LOC117145203|XP_033166657.1|DMAU
OG0006508	LOC6535479|XP_002096110.1|DYAK	LOC117143707|XP_033164395.1|DMAU
OG0006509	LOC6526064|XP_039229765.1|DYAK	LOC117148173|XP_033171333.1|DMAU
OG0006510	LOC6536516|XP_002097093.1|DYAK	LOC117142430|XP_033162281.1|DMAU
OG0006511	LOC6536890|XP_002097459.2|DYAK	LOC117142692|XP_033162739.1|DMAU
OG0006512	LOC6535829|XP_002096450.1|DYAK	LOC117144914|XP_033166249.1|DMAU
OG0006513	LOC6536899|XP_015047991.1|DYAK	LOC117144912|XP_033166240.1|DMAU
OG0006514	LOC6538613|XP_002099135.1|DYAK	LOC117143208|XP_033163646.1|DMAU
OG0006515	LOC6535634|XP_002096262.2|DYAK	LOC117143105|XP_033163478.1|DMAU
OG0006516	LOC6538677|XP_039232070.1|DYAK	LOC117146019|XP_033167840.1|DMAU
OG0006517	LOC6538679|XP_002099198.1|DYAK	LOC117142836|XP_033162959.1|DMAU
OG0006518	LOC6538678|XP_039232053.1|DYAK	LOC117143036|XP_033163328.1|DMAU
OG0006519	LOC6538680|XP_002099199.2|DYAK	LOC117142837|XP_033162960.1|DMAU
OG0006520	LOC6538818|XP_002099331.1|DYAK	LOC117142541|XP_033162480.1|DMAU
OG0006521	LOC6537332|XP_002097889.1|DYAK	LOC117143995|XP_033164833.1|DMAU
OG0006522	LOC6538814|XP_002099327.1|DYAK	LOC117142540|XP_033162479.1|DMAU
OG0006523	LOC6537192|XP_002097750.1|DYAK	LOC117143279|XP_033163749.1|DMAU
OG0006524	LOC6527057|XP_002088150.1|DYAK	LOC117146352|XP_033168397.1|DMAU
OG0006525	LOC26535979|XP_039226088.1|DYAK	LOC117147416|XP_033170185.1|DMAU
OG0006526	LOC6537592|XP_039231844.1|DYAK	LOC117145897|XP_033167639.1|DMAU
OG0006527	LOC6537590|XP_002098136.1|DYAK	LOC117144702|XP_033165921.1|DMAU
OG0006528	LOC6537589|XP_002098135.1|DYAK	LOC117143650|XP_033164321.1|DMAU
OG0006529	LOC6537585|XP_002098131.2|DYAK	LOC117144077|XP_033164978.1|DMAU
OG0006530	LOC6537583|XP_002098129.1|DYAK	LOC117145102|XP_033166513.1|DMAU
OG0006531	LOC6537579|XP_002098125.1|DYAK	LOC117143561|XP_033164195.1|DMAU
OG0006532	LOC6537572|XP_002098118.1|DYAK	LOC117144473|XP_033165536.1|DMAU
OG0006533	LOC6530564|XP_002091477.1|DYAK	LOC117136684|XP_033153586.1|DMAU
OG0006534	LOC6537187|XP_002097745.1|DYAK	LOC117145550|XP_033167138.1|DMAU
OG0006535	LOC6538789|XP_002099302.1|DYAK	LOC117145951|XP_033167727.1|DMAU
OG0006536	LOC6537546|XP_002098092.1|DYAK	LOC117142901|XP_033163073.1|DMAU
OG0006537	LOC6538350|XP_002098875.1|DYAK	LOC117144974|XP_033166330.1|DMAU
OG0006538	LOC6538267|XP_039232870.1|DYAK	LOC117142929|XP_033163118.1|DMAU
OG0006539	LOC6538174|XP_002098702.1|DYAK	LOC117142667|XP_033162692.1|DMAU
OG0006540	LOC6537659|XP_015048457.1|DYAK	LOC117143162|XP_033163564.1|DMAU
OG0006541	LOC6538078|XP_002098612.1|DYAK	LOC117144124|XP_033165038.1|DMAU
OG0006542	LOC6538077|XP_002098611.1|DYAK	LOC117144126|XP_033165041.1|DMAU
OG0006543	LOC6538332|XP_015048782.1|DYAK	LOC117142580|XP_033162540.1|DMAU
OG0006544	LOC120321707|XP_039231057.1|DYAK	LOC117146111|XP_033167987.1|DMAU
OG0006545	LOC6523815|XP_002099690.1|DYAK	LOC117148888|XP_033172484.1|DMAU
OG0006546	LOC6537838|XP_002098379.1|DYAK	LOC117142261|XP_033162015.1|DMAU
OG0006547	LOC6538684|XP_039232037.1|DYAK	LOC117142279|XP_033162051.1|DMAU
OG0006548	LOC6536960|XP_002097529.1|DYAK	LOC117143133|XP_033163516.1|DMAU
OG0006549	LOC6537042|XP_002097609.1|DYAK	LOC117144940|XP_033166285.1|DMAU
OG0006550	LOC6539022|XP_002099524.1|DYAK	LOC117143755|XP_033164459.1|DMAU
OG0006551	LOC6525828|XP_002101648.1|DYAK	LOC117147391|XP_033170151.1|DMAU
OG0006552	LOC6525825|XP_002101645.1|DYAK	LOC117147555|XP_033170388.1|DMAU
OG0006553	LOC6538303|XP_002098830.1|DYAK	LOC117145112|XP_033166523.1|DMAU
OG0006554	LOC6535922|XP_039231521.1|DYAK	LOC117145567|XP_033167162.1|DMAU
OG0006555	LOC6535256|XP_002095912.1|DYAK	LOC117144068|XP_033164968.1|DMAU
OG0006556	LOC6536997|XP_002097566.2|DYAK	LOC117142753|XP_033162825.1|DMAU
OG0006557	LOC6536636|XP_002097208.1|DYAK	LOC117145330|XP_033166826.1|DMAU
OG0006558	LOC6537859|XP_015048553.1|DYAK	LOC117144521|XP_033165631.1|DMAU
OG0006559	LOC6536438|XP_002097019.1|DYAK	LOC117146057|XP_033167888.1|DMAU
OG0006560	LOC6538001|XP_002098536.1|DYAK	LOC117145756|XP_033167412.1|DMAU
OG0006561	LOC6538000|XP_002098535.1|DYAK	LOC117145755|XP_033167411.1|DMAU
OG0006562	LOC6538294|XP_002098821.1|DYAK	LOC117142782|XP_033162864.1|DMAU
OG0006563	LOC6536806|XP_002097376.1|DYAK	LOC117142875|XP_033163033.1|DMAU
OG0006564	LOC6536804|XP_002097374.2|DYAK	LOC117145136|XP_033166548.1|DMAU
OG0006565	LOC6536730|XP_002097302.3|DYAK	LOC117143709|XP_033164399.1|DMAU
OG0006566	LOC6537284|XP_015048257.1|DYAK	LOC117142717|XP_033162768.1|DMAU
OG0006567	LOC6537875|XP_002098416.1|DYAK	LOC117145537|XP_033167123.1|DMAU
OG0006568	LOC6537874|XP_002098415.1|DYAK	LOC117145533|XP_033167118.1|DMAU
OG0006569	LOC6533122|XP_039230229.1|DYAK	LOC117141399|XP_033160709.1|DMAU
OG0006570	LOC6535380|XP_015047098.1|DYAK	LOC117143408|XP_033163993.1|DMAU
OG0006571	LOC6537771|XP_002098312.1|DYAK	LOC117143145|XP_033163532.1|DMAU
OG0006572	LOC26534884|XP_015047828.1|DYAK	LOC117145080|XP_033166488.1|DMAU
OG0006573	LOC6537619|XP_002098165.1|DYAK	LOC117144884|XP_033166186.1|DMAU
OG0006574	LOC6536515|XP_015047794.1|DYAK	LOC117143831|XP_033164567.1|DMAU
OG0006575	LOC6538055|XP_002098590.1|DYAK	LOC117145386|XP_033166910.1|DMAU
OG0006576	LOC6538648|XP_002099168.1|DYAK	LOC117142895|XP_033163065.1|DMAU
OG0006577	LOC6536193|XP_002096784.1|DYAK	LOC117143862|XP_033164619.1|DMAU
OG0006578	LOC6538649|XP_039231394.1|DYAK	LOC117142894|XP_033163062.1|DMAU
OG0006579	LOC6527756|XP_002088836.1|DYAK	LOC117150965|XP_033174036.1|DMAU
OG0006580	LOC6537444|XP_002098000.1|DYAK	LOC117143771|XP_033164491.1|DMAU
OG0006581	LOC6535377|XP_002096027.1|DYAK	LOC117145097|XP_033166507.1|DMAU
OG0006582	LOC6535467|XP_002096098.1|DYAK	LOC117142339|XP_033162147.1|DMAU
OG0006583	LOC6537459|XP_002098015.3|DYAK	LOC117144184|XP_033165122.1|DMAU
OG0006584	LOC6526722|XP_002087825.1|DYAK	LOC117150342|XP_033173080.1|DMAU
OG0006585	LOC6527660|XP_015053760.2|DYAK	LOC117150302|XP_033173016.1|DMAU
OG0006586	LOC6537962|XP_002098499.1|DYAK	LOC117142546|XP_033162487.1|DMAU
OG0006587	LOC6537963|XP_002098500.3|DYAK	LOC117142542|XP_033162481.1|DMAU
OG0006588	LOC6536687|XP_002097260.3|DYAK	LOC117142366|XP_033162184.1|DMAU
OG0006589	LOC6536121|XP_002096729.1|DYAK	LOC117144860|XP_033166154.1|DMAU
OG0006590	LOC6536129|XP_002096730.1|DYAK	LOC117144209|XP_033165150.1|DMAU
OG0006591	LOC6534695|XP_002095370.3|DYAK	LOC117140509|XP_033159373.1|DMAU
OG0006592	LOC6536464|XP_002097045.1|DYAK	LOC117143224|XP_033163664.1|DMAU
OG0006593	LOC6536463|XP_002097044.1|DYAK	LOC117143222|XP_033163662.1|DMAU
OG0006594	LOC6532548|XP_002093293.1|DYAK	LOC117142075|XP_033161845.1|DMAU
OG0006595	LOC6531479|XP_039228045.1|DYAK	LOC117135933|XP_033152397.1|DMAU
OG0006596	LOC6530999|XP_002091837.1|DYAK	LOC117138701|XP_033156851.1|DMAU
OG0006597	LOC6533495|XP_002094206.1|DYAK	LOC117139180|XP_033157240.1|DMAU
OG0006598	LOC6527988|XP_002089055.1|DYAK	LOC117138745|XP_033156855.1|DMAU
OG0006599	LOC6533653|XP_002094359.1|DYAK	LOC117139967|XP_033158559.1|DMAU
OG0006600	LOC6533337|XP_015049922.1|DYAK	LOC117139355|XP_033157494.1|DMAU
OG0006601	LOC6533849|XP_002094549.1|DYAK	LOC117141266|XP_033160526.1|DMAU
OG0006602	LOC6533848|XP_015050285.1|DYAK	LOC117141267|XP_033160527.1|DMAU
OG0006603	LOC6533847|XP_002094547.1|DYAK	LOC117140155|XP_033158819.1|DMAU
OG0006604	LOC6534564|XP_002095240.1|DYAK	LOC117141662|XP_033161143.1|DMAU
OG0006605	LOC6523995|XP_002099867.2|DYAK	LOC117148154|XP_033171278.1|DMAU
OG0006606	LOC6533215|XP_002093941.1|DYAK	LOC117141973|XP_033161663.1|DMAU
OG0006607	LOC6533623|XP_015050192.1|DYAK	LOC117141430|XP_033160760.1|DMAU
OG0006608	LOC6535389|XP_002096039.2|DYAK	LOC117145072|XP_033166479.1|DMAU
OG0006609	LOC6536212|XP_002096803.1|DYAK	LOC117144122|XP_033165035.1|DMAU
OG0006610	LOC6535109|XP_015051009.2|DYAK	LOC117140297|XP_033159024.1|DMAU
OG0006611	LOC6532466|XP_002093213.1|DYAK	LOC117140962|XP_033160073.1|DMAU
OG0006612	LOC6532467|XP_002093214.1|DYAK	LOC117141421|XP_033160740.1|DMAU
OG0006613	LOC6532468|XP_002093215.1|DYAK	LOC117140629|XP_033159540.1|DMAU
OG0006614	LOC6532469|XP_015049377.1|DYAK	LOC117141341|XP_033160635.1|DMAU
OG0006615	LOC6532475|XP_002093221.1|DYAK	LOC117141056|XP_033160234.1|DMAU
OG0006616	LOC6532648|XP_002093392.1|DYAK	LOC117139260|XP_033157369.1|DMAU
OG0006617	LOC6534303|XP_002094984.1|DYAK	LOC117140052|XP_033158680.1|DMAU
OG0006618	LOC6533544|XP_015050141.1|DYAK	LOC117140906|XP_033159967.1|DMAU
OG0006619	LOC6533529|XP_002094239.1|DYAK	LOC117141764|XP_033161284.1|DMAU
OG0006620	LOC6533526|XP_002094236.1|DYAK	LOC117141762|XP_033161280.1|DMAU
OG0006621	LOC6533290|XP_002094016.1|DYAK	LOC117140367|XP_033159119.1|DMAU
OG0006622	LOC6532280|XP_002093045.1|DYAK	LOC117139604|XP_033157929.1|DMAU
OG0006623	LOC6532271|XP_002093042.1|DYAK	LOC117139933|XP_033158510.1|DMAU
OG0006624	LOC6528307|XP_015054436.1|DYAK	LOC117136169|XP_033152802.1|DMAU
OG0006625	LOC6528308|XP_039226662.1|DYAK	LOC117136177|XP_033152810.1|DMAU
OG0006626	LOC6529103|XP_002090116.1|DYAK	LOC117137175|XP_033154380.1|DMAU
OG0006627	LOC6528533|XP_002089579.1|DYAK	LOC117137985|XP_033155658.1|DMAU
OG0006628	LOC6528535|XP_039226498.1|DYAK	LOC117137984|XP_033155653.1|DMAU
OG0006629	LOC6530714|XP_002091605.1|DYAK	LOC117135754|XP_033152101.1|DMAU
OG0006630	LOC6530287|XP_039228662.1|DYAK	LOC117137793|XP_033155347.1|DMAU
OG0006631	LOC6533376|XP_002094101.1|DYAK	LOC117139377|XP_033157526.1|DMAU
OG0006632	LOC6530083|XP_002091029.1|DYAK	LOC117136845|XP_033153829.1|DMAU
OG0006633	LOC6532412|XP_002093163.1|DYAK	LOC117142122|XP_033161909.1|DMAU
OG0006634	LOC6526353|XP_002087475.2|DYAK	LOC117138418|XP_033156410.1|DMAU
OG0006635	LOC6526442|XP_002087561.1|DYAK	LOC117135573|XP_033151827.1|DMAU
OG0006636	LOC6524776|XP_002100620.1|DYAK	LOC117147346|XP_033170096.1|DMAU
OG0006637	LOC6533207|XP_002093933.1|DYAK	LOC117139796|XP_033158302.1|DMAU
OG0006638	LOC6528739|XP_002089774.2|DYAK	LOC117138071|XP_033155786.1|DMAU
OG0006639	LOC6528737|XP_015054284.1|DYAK	LOC117138001|XP_033155693.1|DMAU
OG0006640	LOC6528507|XP_002089553.2|DYAK	LOC117138270|XP_033156128.1|DMAU
OG0006641	LOC6528835|XP_039227253.1|DYAK	LOC117137374|XP_033154669.1|DMAU
OG0006642	LOC6531738|XP_002092528.1|DYAK	LOC117135909|XP_033152366.1|DMAU
OG0006643	LOC6531960|XP_002092746.1|DYAK	LOC117136241|XP_033152917.1|DMAU
OG0006644	LOC6533688|XP_002094393.1|DYAK	LOC117139293|XP_033157415.1|DMAU
OG0006645	LOC6529723|XP_039229042.1|DYAK	LOC117135267|XP_033151315.1|DMAU
OG0006646	LOC6530218|XP_002091156.1|DYAK	LOC117136262|XP_033152971.1|DMAU
OG0006647	LOC6531025|XP_015051751.1|DYAK	LOC117135937|XP_033152408.1|DMAU
OG0006648	LOC6532459|XP_015049367.1|DYAK	LOC117140185|XP_033158852.1|DMAU
OG0006649	LOC6530961|XP_002091799.2|DYAK	LOC117136150|XP_033152758.1|DMAU
OG0006650	LOC6528322|XP_039226761.1|DYAK	LOC117136363|XP_033153125.1|DMAU
OG0006651	LOC6534709|XP_039229678.1|DYAK	LOC117141666|XP_033161146.1|DMAU
OG0006652	LOC6533650|XP_002094356.1|DYAK	LOC117139869|XP_033158416.1|DMAU
OG0006653	LOC6533498|XP_015050068.1|DYAK	LOC117141989|XP_033161708.1|DMAU
OG0006654	LOC6532255|XP_002093027.1|DYAK	LOC117139915|XP_033158488.1|DMAU
OG0006655	LOC6532778|XP_002093520.1|DYAK	LOC117141270|XP_033160531.1|DMAU
OG0006656	LOC6532993|XP_002093728.1|DYAK	LOC117139331|XP_033157468.1|DMAU
OG0006657	LOC6530756|XP_002091646.1|DYAK	LOC117137632|XP_033155055.1|DMAU
OG0006658	LOC6532897|XP_002093633.1|DYAK	LOC117139602|XP_033157926.1|DMAU
OG0006659	LOC6532893|XP_002093629.1|DYAK	LOC117141260|XP_033160521.1|DMAU
OG0006660	LOC6533162|XP_002093888.2|DYAK	LOC117140969|XP_033160089.1|DMAU
OG0006661	LOC6533177|XP_002093903.1|DYAK	LOC117139166|XP_033157216.1|DMAU
OG0006662	LOC6526390|XP_002087509.1|DYAK	LOC117135235|XP_033151248.1|DMAU
OG0006663	LOC6533224|XP_002093950.1|DYAK	LOC117141000|XP_033160142.1|DMAU
OG0006664	LOC6537752|XP_002098293.1|DYAK	LOC117143188|XP_033163614.1|DMAU
OG0006665	LOC6532232|XP_002093005.1|DYAK	LOC117139609|XP_033157939.1|DMAU
OG0006666	LOC6530767|XP_002091655.1|DYAK	LOC117137150|XP_033154351.1|DMAU
OG0006667	LOC6534738|XP_002095413.2|DYAK	LOC117139018|XP_033157003.1|DMAU
OG0006668	LOC6528517|XP_002089563.1|DYAK	LOC117136666|XP_033153557.1|DMAU
OG0006669	LOC6533268|XP_002093994.2|DYAK	LOC117141602|XP_033161009.1|DMAU
OG0006670	LOC6533272|XP_002093998.1|DYAK	LOC117141551|XP_033160947.1|DMAU
OG0006671	LOC6533273|XP_015049884.1|DYAK	LOC117142036|XP_033161793.1|DMAU
OG0006672	LOC6532697|XP_002093439.1|DYAK	LOC117141423|XP_033160743.1|DMAU
OG0006673	LOC6533037|XP_002093772.1|DYAK	LOC117139246|XP_033157350.1|DMAU
OG0006674	LOC6532303|XP_002093063.1|DYAK	LOC117141249|XP_033160506.1|DMAU
OG0006675	LOC6532909|XP_002093645.1|DYAK	LOC117141963|XP_033161651.1|DMAU
OG0006676	LOC6533073|XP_002093805.1|DYAK	LOC117139509|XP_033157756.1|DMAU
OG0006677	LOC6532728|XP_002093470.2|DYAK	LOC117141867|XP_033161439.1|DMAU
OG0006678	LOC6534749|XP_002095424.1|DYAK	LOC117138963|XP_033156897.1|DMAU
OG0006679	LOC26535332|XP_015050052.1|DYAK	LOC117139713|XP_033158121.1|DMAU
OG0006680	LOC6537977|XP_002098514.1|DYAK	LOC117143361|XP_033163924.1|DMAU
OG0006681	LOC6533275|XP_002094001.2|DYAK	LOC117142035|XP_033161791.1|DMAU
OG0006682	LOC6533106|XP_002093832.1|DYAK	LOC117139947|XP_033158526.1|DMAU
OG0006683	LOC6533107|XP_002093833.1|DYAK	LOC117141659|XP_033161140.1|DMAU
OG0006684	LOC6532729|XP_002093471.1|DYAK	LOC117141866|XP_033161438.1|DMAU
OG0006685	LOC6528814|XP_002089846.1|DYAK	LOC117135804|XP_033152194.1|DMAU
OG0006686	LOC6533241|XP_002093967.1|DYAK	LOC117141316|XP_033160593.1|DMAU
OG0006687	LOC6525832|XP_002101652.2|DYAK	LOC117147776|XP_033170703.1|DMAU
OG0006688	LOC6533158|XP_002093884.2|DYAK	LOC117141298|XP_033160567.1|DMAU
OG0006689	LOC6532424|XP_002093171.2|DYAK	LOC117140572|XP_033159463.1|DMAU
OG0006690	LOC6536683|XP_002097256.1|DYAK	LOC117143887|XP_033164676.1|DMAU
OG0006691	LOC26535253|XP_015050288.1|DYAK	LOC117139263|XP_033157374.1|DMAU
OG0006692	LOC6532413|XP_002093164.1|DYAK	LOC117142115|XP_033161902.1|DMAU
OG0006693	LOC6533445|XP_002094156.1|DYAK	LOC117139521|XP_033157772.1|DMAU
OG0006694	LOC6524430|XP_002100288.3|DYAK	LOC117146781|XP_033169196.1|DMAU
OG0006695	LOC6532716|XP_002093458.1|DYAK	LOC117140873|XP_033159907.1|DMAU
OG0006696	LOC26535804|XP_039226190.1|DYAK	LOC117150699|XP_033173601.1|DMAU
OG0006697	LOC6532563|XP_015049429.1|DYAK	LOC117140439|XP_033159253.1|DMAU
OG0006698	LOC6534438|XP_002095115.1|DYAK	LOC117139793|XP_033158299.1|DMAU
OG0006699	LOC6533430|XP_002094147.2|DYAK	LOC117140370|XP_033159126.1|DMAU
OG0006700	LOC6532594|XP_002093338.1|DYAK	LOC117140002|XP_033158604.1|DMAU
OG0006701	LOC6529381|XP_002090386.1|DYAK	LOC117135609|XP_033151861.1|DMAU
OG0006702	LOC6532213|XP_002092986.1|DYAK	LOC117141640|XP_033161086.1|DMAU
OG0006703	LOC6534402|XP_002095080.1|DYAK	LOC117140980|XP_033160119.1|DMAU
OG0006704	LOC6534401|XP_002095079.1|DYAK	LOC117140981|XP_033160120.1|DMAU
OG0006705	LOC6528686|XP_002089728.1|DYAK	LOC117136841|XP_033153813.1|DMAU
OG0006706	LOC6532119|XP_002092895.1|DYAK	LOC117138061|XP_033155776.1|DMAU
OG0006707	LOC6531877|XP_002092664.1|DYAK	LOC117136044|XP_033152574.1|DMAU
OG0006708	LOC6525167|XP_039227745.1|DYAK	LOC117147976|XP_033171017.1|DMAU
OG0006709	LOC6524513|XP_002100370.1|DYAK	LOC117147859|XP_033170825.1|DMAU
OG0006710	LOC6533212|XP_039230430.1|DYAK	LOC117141976|XP_033161666.1|DMAU
OG0006711	LOC6533213|XP_002093939.3|DYAK	LOC117141974|XP_033161664.1|DMAU
OG0006712	LOC6533497|XP_039230345.1|DYAK	LOC117140973|XP_033160098.1|DMAU
OG0006713	LOC6533627|XP_002094334.1|DYAK	LOC117140710|XP_033159666.1|DMAU
OG0006714	LOC6533628|XP_039230270.1|DYAK	LOC117140709|XP_033159665.1|DMAU
OG0006715	LOC6533217|XP_002093943.2|DYAK	LOC117140278|XP_033158998.1|DMAU
OG0006716	LOC6526663|XP_002087771.1|DYAK	LOC117135310|XP_033151396.1|DMAU
OG0006717	LOC6533895|XP_002094595.1|DYAK	LOC117141014|XP_033160165.1|DMAU
OG0006718	LOC6533896|XP_002094596.1|DYAK	LOC117140782|XP_033159759.1|DMAU
OG0006719	LOC6534382|XP_002095060.2|DYAK	LOC117141090|XP_033160297.1|DMAU
OG0006720	LOC6534235|XP_039230291.1|DYAK	LOC117141464|XP_033160815.1|DMAU
