Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0003677	LOC26534636|XP_039233289.1|DYAK	CCAP1982_LOCUS19974|CAD7011862.1|CCAP
OG0003678	LOC6532898|XP_002093634.3|DYAK	CCAP1982_LOCUS11181|CAD7002704.1|CCAP
OG0003679	LOC6532892|XP_002093628.1|DYAK	CCAP1982_LOCUS11222|CAD7002748.1|CCAP
OG0003680	LOC6531188|XP_002092017.1|DYAK	CCAP1982_LOCUS23121|CAD7015168.1|CCAP
OG0003681	LOC6531520|XP_002092319.1|DYAK	CCAP1982_LOCUS22931|CAD7014971.1|CCAP
OG0003682	LOC6536816|XP_002097386.2|DYAK	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP
OG0003683	LOC6530010|XP_002090956.2|DYAK	CCAP1982_LOCUS21597|CAD7013538.1|CCAP
OG0003684	LOC6532557|XP_002093302.1|DYAK	CCAP1982_LOCUS11434|CAD7002970.1|CCAP
OG0003685	LOC6532646|XP_015049511.1|DYAK	CCAP1982_LOCUS11367|CAD7002898.1|CCAP
OG0003686	LOC6528827|XP_002089859.1|DYAK	CCAP1982_LOCUS23389|CAD7015448.1|CCAP
OG0003687	LOC6531212|XP_002092040.1|DYAK	CCAP1982_LOCUS23346|CAD7015403.1|CCAP
OG0003688	LOC6531294|XP_002092098.1|DYAK	CCAP1982_LOCUS22597|CAD7014604.1|CCAP
OG0003689	LOC6535175|XP_039229722.1|DYAK	CCAP1982_LOCUS13752|CAD7005392.1|CCAP
OG0003690	LOC6534287|XP_002094968.3|DYAK	CCAP1982_LOCUS14318|CAD7005981.1|CCAP
OG0003692	LOC6528427|XP_002089473.1|DYAK	CCAP1982_LOCUS21677|CAD7013627.1|CCAP
OG0003693	LOC6532196|XP_039229554.1|DYAK	CCAP1982_LOCUS12571|CAD7004151.1|CCAP
OG0003694	LOC6535045|XP_002095710.1|DYAK	CCAP1982_LOCUS11736|CAD7003274.1|CCAP
OG0003695	LOC6534332|XP_002095012.1|DYAK	CCAP1982_LOCUS12035|CAD7003587.1|CCAP
OG0003696	LOC6530255|XP_002091189.2|DYAK	CCAP1982_LOCUS23180|CAD7015232.1|CCAP
OG0003697	LOC6528873|XP_002089905.1|DYAK	CCAP1982_LOCUS7206|CAD6998635.1|CCAP
OG0003698	LOC6532545|XP_002093291.1|DYAK	CCAP1982_LOCUS11425|CAD7002961.1|CCAP
OG0003699	LOC6532067|XP_039227946.1|DYAK	CCAP1982_LOCUS23399|CAD7015459.1|CCAP
OG0003700	LOC6532117|XP_002092893.1|DYAK	CCAP1982_LOCUS22160|CAD7014154.1|CCAP
OG0003701	LOC6527644|XP_002088732.1|DYAK	CCAP1982_LOCUS8186|CAD6999656.1|CCAP
OG0003702	LOC6534074|XP_002094760.1|DYAK	CCAP1982_LOCUS12284|CAD7003854.1|CCAP
OG0003703	LOC6533417|XP_002094135.1|DYAK	CCAP1982_LOCUS13305|CAD7004922.1|CCAP
OG0003704	LOC6534334|XP_002095014.1|DYAK	CCAP1982_LOCUS12033|CAD7003584.1|CCAP
OG0003705	LOC6528524|XP_039227404.1|DYAK	CCAP1982_LOCUS21875|CAD7013856.1|CCAP
OG0003706	LOC6533105|XP_002093831.1|DYAK	CCAP1982_LOCUS10911|CAD7002420.1|CCAP
OG0003707	LOC6532339|XP_039230018.1|DYAK	CCAP1982_LOCUS10916|CAD7002425.1|CCAP
OG0003708	LOC6535101|XP_015050997.1|DYAK	CCAP1982_LOCUS19354|CAD7011246.1|CCAP
OG0003709	LOC6530032|XP_002090978.1|DYAK	CCAP1982_LOCUS23119|CAD7015166.1|CCAP
OG0003710	LOC6530031|XP_002090977.1|DYAK	CCAP1982_LOCUS23117|CAD7015164.1|CCAP
OG0003711	LOC6539696|XP_002086582.1|DYAK	CCAP1982_LOCUS11818|CAD7003359.1|CCAP
OG0003712	LOC6530387|XP_002091313.1|DYAK	CCAP1982_LOCUS7182|CAD6998607.1|CCAP
OG0003713	LOC6530787|XP_002091670.1|DYAK	CCAP1982_LOCUS7183|CAD6998608.1|CCAP
OG0003714	LOC6530786|XP_002091669.1|DYAK	CCAP1982_LOCUS7184|CAD6998609.1|CCAP
OG0003715	LOC6532734|XP_002093476.1|DYAK	CCAP1982_LOCUS13001|CAD7004606.1|CCAP
OG0003716	LOC6533968|XP_002094666.1|DYAK	CCAP1982_LOCUS12861|CAD7004455.1|CCAP
OG0003717	LOC6534422|XP_002095100.1|DYAK	CCAP1982_LOCUS11998|CAD7003550.1|CCAP
OG0003718	LOC6532759|XP_002093501.1|DYAK	CCAP1982_LOCUS13032|CAD7004637.1|CCAP
OG0003719	LOC6534069|XP_002094755.1|DYAK	CCAP1982_LOCUS14044|CAD7005692.1|CCAP
OG0003721	LOC6531289|XP_002092093.1|DYAK	CCAP1982_LOCUS23140|CAD7015189.1|CCAP
OG0003722	LOC6533347|XP_039229625.1|DYAK	CCAP1982_LOCUS12402|CAD7003979.1|CCAP
OG0003723	LOC6532561|XP_002093306.1|DYAK	CCAP1982_LOCUS11056|CAD7002568.1|CCAP
OG0003724	LOC6533080|XP_002093812.1|DYAK	CCAP1982_LOCUS12892|CAD7004490.1|CCAP
OG0003725	LOC6533899|XP_015050323.1|DYAK	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP
OG0003726	LOC6533055|XP_002093787.1|DYAK	CCAP1982_LOCUS11955|CAD7003505.1|CCAP
OG0003727	LOC6539381|XP_039230450.1|DYAK	CCAP1982_LOCUS13007|CAD7004612.1|CCAP
OG0003728	LOC6537077|XP_002097638.1|DYAK	CCAP1982_LOCUS5087|CAD6996414.1|CCAP
OG0003729	LOC6532447|XP_015049357.1|DYAK	CCAP1982_LOCUS11256|CAD7002783.1|CCAP
OG0003730	LOC6533469|XP_039229471.1|DYAK	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP
OG0003731	LOC6532939|XP_002093674.1|DYAK	CCAP1982_LOCUS12325|CAD7003895.1|CCAP
OG0003732	LOC6533648|XP_002094354.1|DYAK	CCAP1982_LOCUS11049|CAD7002561.1|CCAP
OG0003733	LOC6532356|XP_015049295.1|DYAK	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP
OG0003734	LOC6532242|XP_039229569.1|DYAK	CCAP1982_LOCUS14820|CAD7006504.1|CCAP
OG0003735	LOC6531921|XP_002092707.1|DYAK	CCAP1982_LOCUS7104|CAD6998516.1|CCAP
OG0003736	LOC6531064|XP_002091898.1|DYAK	CCAP1982_LOCUS21665|CAD7013613.1|CCAP
OG0003737	LOC6531609|XP_002092406.1|DYAK	CCAP1982_LOCUS22961|CAD7015003.1|CCAP
OG0003738	LOC6531334|XP_002092138.2|DYAK	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP
OG0003739	LOC6528438|XP_002089484.1|DYAK	CCAP1982_LOCUS21686|CAD7013639.1|CCAP
OG0003740	LOC6528432|XP_002089478.1|DYAK	CCAP1982_LOCUS21681|CAD7013634.1|CCAP
OG0003741	LOC6532357|XP_002093117.1|DYAK	CCAP1982_LOCUS12046|CAD7003598.1|CCAP
OG0003742	LOC6535009|XP_002095679.2|DYAK	CCAP1982_LOCUS13569|CAD7005209.1|CCAP
OG0003743	LOC6528510|XP_002089556.2|DYAK	CCAP1982_LOCUS21675|CAD7013625.1|CCAP
OG0003744	LOC6528434|XP_002089480.2|DYAK	CCAP1982_LOCUS21683|CAD7013636.1|CCAP
OG0003745	LOC6530103|XP_002091049.1|DYAK	CCAP1982_LOCUS22908|CAD7014945.1|CCAP
OG0003746	LOC6530717|XP_015051833.1|DYAK	CCAP1982_LOCUS22266|CAD7014263.1|CCAP
OG0003747	LOC6533872|XP_002094572.1|DYAK	CCAP1982_LOCUS11210|CAD7002735.1|CCAP
OG0003748	LOC6533870|XP_002094570.3|DYAK	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC6533867|XP_002094567.1|DYAK	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC6533869|XP_002094569.2|DYAK	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC6533865|XP_039229917.1|DYAK	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC6534377|XP_015050595.1|DYAK	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC6533229|XP_002093955.1|DYAK	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC6533227|XP_002093953.1|DYAK	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC6534373|XP_002095051.2|DYAK	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC6539199|XP_002086100.1|DYAK	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC6532130|XP_002092906.1|DYAK	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC6531042|XP_039227869.1|DYAK	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC6532694|XP_039229783.1|DYAK	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC6531235|XP_002092047.1|DYAK	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC6532707|XP_002093449.1|DYAK	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC6532705|XP_002093447.1|DYAK	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC6533160|XP_015049826.1|DYAK	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC6533155|XP_039229659.1|DYAK	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC6527550|XP_002088640.1|DYAK	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC6531548|XP_002092346.1|DYAK	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC6529280|XP_039228883.1|DYAK	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC6529285|XP_002090290.2|DYAK	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC6523765|XP_039232893.1|DYAK	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC6532746|XP_002093488.1|DYAK	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC6532612|XP_002093356.1|DYAK	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC6528834|XP_002089866.1|DYAK	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC6528828|XP_002089860.1|DYAK	CCAP1982_LOCUS22285|CAD7014282.1|CCAP
OG0003775	LOC6525150|XP_002100988.2|DYAK	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC6528341|XP_002089394.1|DYAK	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC6528526|XP_002089572.1|DYAK	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC6530284|XP_039228669.1|DYAK	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC6530777|XP_002091665.2|DYAK	CCAP1982_LOCUS7188|CAD6998613.1|CCAP
OG0003780	LOC6531652|XP_002092449.1|DYAK	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC6523725|XP_002099600.1|DYAK	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC6538233|XP_002098760.1|DYAK	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC6528703|XP_002089738.1|DYAK	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC6539194|XP_002086095.1|DYAK	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC6531131|XP_002091965.1|DYAK	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC26535416|XP_015051130.1|DYAK	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC6528466|XP_015054353.1|DYAK	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC6533293|XP_002094019.1|DYAK	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC6537614|XP_002098160.1|DYAK	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC6531231|XP_002092043.1|DYAK	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC6532132|XP_002092908.1|DYAK	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC6531275|XP_002092084.1|DYAK	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC6534128|XP_039229883.1|DYAK	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC6538015|XP_002098550.1|DYAK	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC6528227|XP_002089289.1|DYAK	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC6528765|XP_015054049.2|DYAK	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC6531316|XP_002092120.3|DYAK	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC6528234|XP_002089296.1|DYAK	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC6529787|XP_015052434.1|DYAK	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC6529796|XP_002090780.1|DYAK	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC6538017|XP_002098552.1|DYAK	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC6528252|XP_015054445.2|DYAK	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC6526255|XP_002087377.2|DYAK	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC6539123|XP_015045297.1|DYAK	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC6528084|XP_002089151.1|DYAK	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC6534300|XP_039229671.1|DYAK	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC6529634|XP_002090628.1|DYAK	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC6532072|XP_015051686.2|DYAK	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC6530944|XP_002091785.1|DYAK	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC6526267|XP_039226605.1|DYAK	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC6527920|XP_002088988.2|DYAK	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC6527387|XP_002088479.1|DYAK	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC26535327|XP_015044848.2|DYAK	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC6529722|XP_002090715.2|DYAK	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC6527861|XP_002088933.1|DYAK	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC6529627|XP_002090621.2|DYAK	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC6526782|XP_002087885.1|DYAK	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC6536311|XP_002096895.1|DYAK	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC6530386|XP_002091312.1|DYAK	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC6527094|XP_002088187.1|DYAK	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC6526465|XP_002087584.1|DYAK	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC6529731|XP_002090724.1|DYAK	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC6527753|XP_002088833.1|DYAK	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC6528160|XP_002089225.1|DYAK	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC6527859|XP_002088931.1|DYAK	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC6528215|XP_002089277.1|DYAK	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC6529224|XP_002090231.1|DYAK	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC6537681|XP_002098226.1|DYAK	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC6527032|XP_002088126.1|DYAK	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC6527030|XP_002088124.1|DYAK	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC6527015|XP_002088110.1|DYAK	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC6529656|XP_002090649.2|DYAK	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC6529654|XP_002090647.1|DYAK	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC6526743|XP_002087846.1|DYAK	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC6527504|XP_002088594.2|DYAK	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC6528513|XP_002089559.1|DYAK	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC6526577|XP_002087685.1|DYAK	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC6527224|XP_002088318.1|DYAK	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC6527570|XP_002088660.1|DYAK	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC6527502|XP_015053106.1|DYAK	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC6529034|XP_002090065.2|DYAK	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC6527879|XP_015053839.1|DYAK	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC6536660|XP_002097232.1|DYAK	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC6528920|XP_002089952.2|DYAK	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC6528196|XP_002089259.1|DYAK	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC6530775|XP_002091663.1|DYAK	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC6526527|XP_002087637.1|DYAK	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC6531497|XP_015051352.1|DYAK	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC6529517|XP_002090519.1|DYAK	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC6529519|XP_002090521.3|DYAK	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC6527234|XP_039227273.1|DYAK	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC6528936|XP_002089968.1|DYAK	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC6529628|XP_002090622.1|DYAK	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC6531208|XP_002092036.1|DYAK	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC6526608|XP_002087716.1|DYAK	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC6527130|XP_039226244.1|DYAK	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC6527835|XP_002088908.1|DYAK	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC6527834|XP_002088907.1|DYAK	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC6538458|XP_002098982.1|DYAK	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC6529215|XP_039228170.1|DYAK	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC26535728|XP_015045201.1|DYAK	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC6528019|XP_002089086.1|DYAK	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC6526715|XP_002087818.1|DYAK	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC6529585|XP_039229132.1|DYAK	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC6527366|XP_002088458.1|DYAK	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC6531263|XP_002092072.1|DYAK	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC6529244|XP_002090250.1|DYAK	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC6529221|XP_039228872.1|DYAK	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC6527971|XP_002089038.1|DYAK	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC6526437|XP_002087556.1|DYAK	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC6528975|XP_002090007.1|DYAK	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC6529629|XP_015052087.1|DYAK	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC26535413|XP_015049206.1|DYAK	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC6533639|XP_002094346.3|DYAK	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC6532083|XP_002092860.1|DYAK	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC6529107|XP_015054179.1|DYAK	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC6527547|XP_002088637.1|DYAK	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC6527073|XP_002088166.1|DYAK	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC6527074|XP_002088167.2|DYAK	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC6526578|XP_002087686.1|DYAK	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC6537778|XP_002098319.2|DYAK	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC6526396|XP_002087515.1|DYAK	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC6527553|XP_002088643.1|DYAK	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC6532444|XP_002093191.1|DYAK	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC6529712|XP_002090705.1|DYAK	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC6527132|XP_002088226.1|DYAK	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC6530719|XP_002091610.1|DYAK	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC6530722|XP_002091613.2|DYAK	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC6531650|XP_002092447.1|DYAK	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC6529681|XP_002090674.2|DYAK	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC6526310|XP_002087432.1|DYAK	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC6526376|XP_002087495.1|DYAK	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC6528937|XP_002089969.1|DYAK	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC6526982|XP_002088078.1|DYAK	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC6527449|XP_002088541.1|DYAK	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC6527450|XP_002088542.1|DYAK	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC6538657|XP_002099177.1|DYAK	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC6531589|XP_002092387.1|DYAK	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC6526357|XP_002087479.1|DYAK	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC6526358|XP_002087480.1|DYAK	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC6529322|XP_039228886.1|DYAK	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC6536021|XP_002096636.2|DYAK	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC6526872|XP_002087972.1|DYAK	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC6528986|XP_002090018.1|DYAK	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC6527542|XP_015053096.1|DYAK	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC6528929|XP_002089961.1|DYAK	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC6528151|XP_002089217.3|DYAK	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC6527328|XP_002088420.1|DYAK	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC6526685|XP_002087791.1|DYAK	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC6531293|XP_002092097.1|DYAK	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC6530324|XP_002091251.1|DYAK	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC6527236|XP_002088330.1|DYAK	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC6523719|XP_002099594.1|DYAK	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC6529982|XP_002090928.1|DYAK	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC6527597|XP_002088685.1|DYAK	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC6527590|XP_002088678.1|DYAK	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC6526525|XP_002087635.1|DYAK	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC6527754|XP_002088834.1|DYAK	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC6527242|XP_002088336.1|DYAK	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
