Orthogroup	DYAK.longest_only	DVIR.longest_only
OG0006074	LOC6525531|XP_002101366.2|DYAK	LOC6633455|XP_002057338.2|DVIR
OG0006075	LOC120320429|XP_015046275.1|DYAK	LOC116649734|XP_032296601.1|DVIR
OG0006076	LOC6530447|XP_002091363.1|DYAK	LOC6626941|XP_002050079.1|DVIR
OG0006077	LOC6534905|XP_002095576.2|DYAK	LOC6622987|XP_002047560.2|DVIR
OG0006078	LOC6534903|XP_002095574.2|DYAK	LOC6622992|XP_002047561.1|DVIR
OG0006079	LOC6534744|XP_002095419.2|DYAK	LOC6622292|XP_002048085.1|DVIR
OG0006080	LOC6539526|XP_002086414.2|DYAK	LOC6624368|XP_002048087.1|DVIR
OG0006081	LOC6528776|XP_015054060.1|DYAK	LOC6626733|XP_002049277.1|DVIR
OG0006082	LOC6528778|XP_002089812.1|DYAK	LOC6626735|XP_002049279.1|DVIR
OG0006083	LOC6535026|XP_002095692.1|DYAK	LOC6623555|XP_032291089.1|DVIR
OG0006084	LOC6534549|XP_015050681.1|DYAK	LOC6622349|XP_015030453.1|DVIR
OG0006085	LOC6539798|XP_002086685.1|DYAK	LOC6622719|XP_002048007.1|DVIR
OG0006086	LOC6534609|XP_015045178.1|DYAK	LOC6622163|XP_032290394.1|DVIR
OG0006087	LOC6531701|XP_002092492.2|DYAK	LOC6635409|XP_032293214.1|DVIR
OG0006088	LOC6534275|XP_002094956.1|DYAK	LOC6622270|XP_002048398.1|DVIR
OG0006089	LOC6524166|XP_002100029.1|DYAK	LOC6633736|XP_002057021.1|DVIR
OG0006090	LOC6539482|XP_039230519.1|DYAK	LOC6623412|XP_032290911.1|DVIR
OG0006091	LOC6532516|XP_002093262.3|DYAK	LOC6623899|XP_032290506.1|DVIR
OG0006092	LOC26535661|XP_039231322.1|DYAK	LOC26531317|XP_015024204.2|DVIR
OG0006093	LOC6528824|XP_002089856.1|DYAK	LOC6627190|XP_002049932.2|DVIR
OG0006094	LOC6533780|XP_015050260.1|DYAK	LOC6623551|XP_002048629.1|DVIR
OG0006095	LOC6528705|XP_002089740.3|DYAK	LOC6635795|XP_002059383.3|DVIR
OG0006096	LOC6530402|XP_002091328.1|DYAK	LOC6626625|XP_002049701.1|DVIR
OG0006097	LOC6534203|XP_039229519.1|DYAK	LOC6623845|XP_002048263.1|DVIR
OG0006098	LOC6526263|XP_002087385.1|DYAK	LOC6628763|XP_002051903.1|DVIR
OG0006099	LOC6530469|XP_002091385.1|DYAK	LOC6625878|XP_002049679.1|DVIR
OG0006100	LOC6531755|XP_002092545.1|DYAK	LOC6627136|XP_002049430.1|DVIR
OG0006101	LOC6528034|XP_002089101.1|DYAK	LOC6636647|XP_032289190.1|DVIR
OG0006102	LOC6530941|XP_002091783.1|DYAK	LOC6627099|XP_002049942.1|DVIR
OG0006103	LOC6525088|XP_002100927.1|DYAK	LOC6634572|XP_032296290.1|DVIR
OG0006104	LOC6525442|XP_002101277.1|DYAK	LOC6636101|XP_032295511.1|DVIR
OG0006105	LOC6525443|XP_002101278.1|DYAK	LOC6636100|XP_032295680.1|DVIR
OG0006106	LOC6534581|XP_039229862.1|DYAK	LOC6624579|XP_015031571.1|DVIR
OG0006107	LOC6530694|XP_002091585.1|DYAK	LOC6625690|XP_002049816.1|DVIR
OG0006108	LOC6523906|XP_002099779.1|DYAK	LOC6631764|XP_002055172.1|DVIR
OG0006109	LOC6535196|XP_002095856.1|DYAK	LOC6622773|XP_002047667.1|DVIR
OG0006110	LOC6534186|XP_002094869.1|DYAK	LOC6622877|XP_002048032.1|DVIR
OG0006111	LOC6530713|XP_002091604.1|DYAK	LOC6626816|XP_032292085.1|DVIR
OG0006112	LOC6531974|XP_002092760.1|DYAK	LOC116651059|XP_032292639.1|DVIR
OG0006113	LOC6534393|XP_002095071.1|DYAK	LOC6622639|XP_002046686.1|DVIR
OG0006114	LOC6538085|XP_002098619.1|DYAK	LOC6634954|XP_002058588.1|DVIR
OG0006115	LOC6530151|XP_002091093.1|DYAK	LOC6626068|XP_002049376.1|DVIR
OG0006116	LOC6530206|XP_002091144.1|DYAK	LOC6626738|XP_002049572.2|DVIR
OG0006117	LOC6531459|XP_002092258.1|DYAK	LOC6626879|XP_002049155.1|DVIR
OG0006118	LOC6531709|XP_015051506.1|DYAK	LOC6625880|XP_032293010.1|DVIR
OG0006119	LOC6529903|XP_002090860.1|DYAK	LOC6625098|XP_002049549.1|DVIR
OG0006120	LOC6531206|XP_002092034.1|DYAK	LOC6624821|XP_002048979.1|DVIR
OG0006121	LOC6534606|XP_002095281.2|DYAK	LOC6622090|XP_002048017.1|DVIR
OG0006122	LOC6523709|XP_002099585.1|DYAK	LOC6636262|XP_002059731.2|DVIR
OG0006123	LOC6532048|XP_002092825.3|DYAK	LOC6624970|XP_002049478.3|DVIR
OG0006124	LOC6538746|XP_002099261.1|DYAK	LOC6630034|XP_002054025.1|DVIR
OG0006125	LOC6533929|XP_015050337.1|DYAK	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR
OG0006126	LOC6533302|XP_002094028.1|DYAK	LOC6624091|XP_002046876.1|DVIR
OG0006127	LOC6534466|XP_002095143.1|DYAK	LOC6623569|XP_002048224.1|DVIR
OG0006128	LOC6539577|XP_002086465.2|DYAK	LOC6623671|XP_002048243.1|DVIR
OG0006129	LOC6534179|XP_002094862.1|DYAK	LOC6622967|XP_002048216.1|DVIR
OG0006130	LOC6539551|XP_002086437.1|DYAK	LOC6624555|XP_002048260.1|DVIR
OG0006131	LOC6534495|XP_002095172.1|DYAK	LOC6623777|XP_002048257.1|DVIR
OG0006132	LOC6539581|XP_002086469.1|DYAK	LOC6623219|XP_002048248.1|DVIR
OG0006133	LOC6539552|XP_002086439.1|DYAK	LOC6623805|XP_002048261.1|DVIR
OG0006134	LOC6534174|XP_015050491.1|DYAK	LOC6622666|XP_032290700.1|DVIR
OG0006135	LOC26536082|XP_039229513.1|DYAK	LOC6623628|XP_032290507.1|DVIR
OG0006136	LOC6533930|XP_002094630.1|DYAK	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR
OG0006137	LOC6534147|XP_002094831.1|DYAK	LOC6622675|XP_002047994.1|DVIR
OG0006138	LOC6528557|XP_002089601.1|DYAK	LOC6627282|XP_032292813.1|DVIR
OG0006139	LOC6528667|XP_002089709.1|DYAK	LOC6624990|XP_002048921.2|DVIR
OG0006140	LOC6532032|XP_002092809.2|DYAK	LOC6625920|XP_002049459.1|DVIR
OG0006141	LOC6531378|XP_039228862.1|DYAK	LOC6625723|XP_002049017.1|DVIR
OG0006142	LOC6534988|XP_002095658.3|DYAK	LOC6623029|XP_032290511.1|DVIR
OG0006143	LOC6533962|XP_015050359.1|DYAK	LOC6622561|XP_015031533.1|DVIR
OG0006144	LOC6534064|XP_002094750.1|DYAK	LOC6624321|XP_002048519.1|DVIR
OG0006145	LOC6534874|XP_002095546.1|DYAK	LOC6622960|XP_015031539.1|DVIR
OG0006146	LOC6527710|XP_002088794.2|DYAK	LOC6634371|XP_032293703.1|DVIR
OG0006147	LOC6536345|XP_002096927.1|DYAK	LOC6629587|XP_002052994.1|DVIR
OG0006148	LOC6539411|XP_039229459.1|DYAK	LOC6622847|XP_002048024.1|DVIR
OG0006149	LOC6533963|XP_002094663.1|DYAK	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR
OG0006150	LOC6533966|XP_002094664.1|DYAK	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR
OG0006151	LOC6527939|XP_015053844.1|DYAK	LOC6633955|XP_002057758.1|DVIR
OG0006152	LOC6538584|XP_002099106.1|DYAK	LOC6630856|XP_002052951.2|DVIR
OG0006153	LOC6531713|XP_002092503.1|DYAK	LOC6624966|XP_002049327.1|DVIR
OG0006154	LOC6538562|XP_002099084.1|DYAK	LOC6629677|XP_002053660.1|DVIR
OG0006155	LOC6536349|XP_002096931.1|DYAK	LOC6629591|XP_002052998.1|DVIR
OG0006156	LOC6536284|XP_002096870.2|DYAK	LOC6629421|XP_002053155.2|DVIR
OG0006157	LOC6531944|XP_002092730.1|DYAK	LOC6635395|XP_032293203.1|DVIR
OG0006158	LOC6533862|XP_002094562.2|DYAK	LOC6622365|XP_002046968.2|DVIR
OG0006159	LOC6530388|XP_002091314.1|DYAK	LOC6626629|XP_002049413.2|DVIR
OG0006160	LOC6531945|XP_002092731.1|DYAK	LOC6635398|XP_002058841.1|DVIR
OG0006161	LOC6528744|XP_039227380.1|DYAK	LOC6625698|XP_032291946.1|DVIR
OG0006162	LOC120320434|XP_002099578.1|DYAK	LOC6636257|XP_032290066.1|DVIR
OG0006163	LOC6530381|XP_002091307.1|DYAK	LOC6624798|XP_032291710.1|DVIR
OG0006165	LOC6534586|XP_002095262.1|DYAK, LOC26535395|XP_039230947.1|DYAK	LOC6623876|XP_002048647.2|DVIR
OG0006166	LOC6527869|XP_002088941.1|DYAK	LOC6627343|XP_002052454.1|DVIR
OG0006167	LOC6530623|XP_002091536.1|DYAK	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR
OG0006168	LOC6525497|XP_002101332.1|DYAK	LOC6636041|XP_002059568.1|DVIR
OG0006169	LOC6524164|XP_002100027.1|DYAK	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR
OG0006170	LOC6530649|XP_002091547.1|DYAK	LOC6631309|XP_002055052.3|DVIR
OG0006171	LOC6534358|XP_002095036.1|DYAK, LOC6536472|XP_002097053.2|DYAK	LOC6623170|XP_002046725.1|DVIR
OG0006172	LOC6533340|XP_002094066.1|DYAK, LOC6533341|XP_002094067.1|DYAK	LOC6623001|XP_002046675.1|DVIR
OG0006173	LOC6526417|XP_002087536.1|DYAK, LOC6526416|XP_002087535.1|DYAK	LOC6627622|XP_002051713.1|DVIR
OG0006174	LOC6534215|XP_039230080.1|DYAK, LOC6534214|XP_002094896.1|DYAK	LOC6624424|XP_002048374.1|DVIR
OG0006175	LOC6530705|XP_002091596.1|DYAK	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR
OG0006176	LOC6539832|XP_002086715.1|DYAK	LOC6634084|XP_032293622.1|DVIR
OG0006177	LOC26534898|XP_015049977.1|DYAK	LOC26530520|XP_015030218.1|DVIR
OG0006181	LOC6535653|XP_002096281.2|DYAK	LOC6629713|XP_002053075.1|DVIR
OG0006182	LOC6537773|XP_002098314.1|DYAK	LOC6629535|XP_002053969.1|DVIR
OG0006183	LOC6537026|XP_002097593.2|DYAK	LOC6629641|XP_032294972.1|DVIR
OG0006184	LOC6537655|XP_002098200.1|DYAK	LOC6630405|XP_002054193.1|DVIR
OG0006185	LOC6537200|XP_002097758.1|DYAK	LOC6634882|XP_002058501.1|DVIR
OG0006186	LOC6537662|XP_002098207.1|DYAK	LOC6630411|XP_032295331.1|DVIR
OG0006187	LOC6538851|XP_002099364.1|DYAK	LOC6632427|XP_002056099.1|DVIR
OG0006188	LOC6524073|XP_015045483.1|DYAK	LOC6633574|XP_015025482.1|DVIR
OG0006189	LOC6524074|XP_002099938.2|DYAK	LOC6633575|XP_002057079.1|DVIR
OG0006190	LOC6538638|XP_002099158.1|DYAK	LOC6632506|XP_002056011.1|DVIR
OG0006191	LOC6538276|XP_002098803.1|DYAK	LOC6630963|XP_002054740.1|DVIR
OG0006192	LOC6524089|XP_002099953.2|DYAK	LOC6633631|XP_002057275.2|DVIR
OG0006193	LOC6524706|XP_002100550.1|DYAK	LOC6631574|XP_002055039.2|DVIR
OG0006194	LOC6524946|XP_015045979.1|DYAK	LOC6636670|XP_002060148.1|DVIR
OG0006195	LOC6524784|XP_002100628.1|DYAK	LOC6634438|XP_002058053.2|DVIR
OG0006196	LOC6536413|XP_015047739.1|DYAK	LOC6629303|XP_015027287.1|DVIR
OG0006198	LOC6525735|XP_039227006.1|DYAK	LOC6633687|XP_032296502.1|DVIR
OG0006199	LOC6538626|XP_002099148.1|DYAK	LOC6631120|XP_002054240.1|DVIR
OG0006200	LOC6535423|XP_002096072.1|DYAK	LOC6630685|XP_002054408.2|DVIR
OG0006201	LOC6525778|XP_015046492.1|DYAK	LOC6632124|XP_032295718.1|DVIR
OG0006202	LOC6525777|XP_002101598.1|DYAK	LOC6632003|XP_002055095.2|DVIR
OG0006203	LOC6525642|XP_039233715.1|DYAK	LOC6636109|XP_032296203.1|DVIR
OG0006204	LOC6537281|XP_002097839.1|DYAK	LOC6630404|XP_002054269.2|DVIR
OG0006205	LOC6525915|XP_002101735.2|DYAK	LOC26530651|XP_032289310.1|DVIR
OG0006206	LOC6524903|XP_002100743.1|DYAK	LOC6634294|XP_002057446.1|DVIR
OG0006207	LOC6528146|XP_002089212.1|DYAK	LOC6628181|XP_002052915.1|DVIR
OG0006208	LOC6532202|XP_039229553.1|DYAK	LOC6628701|XP_002052566.1|DVIR
OG0006209	LOC6525316|XP_002101152.1|DYAK	LOC6631743|XP_002055463.1|DVIR
OG0006210	LOC6525254|XP_039233348.1|DYAK	LOC6635536|XP_002059106.2|DVIR
OG0006211	LOC6527663|XP_002088749.1|DYAK	LOC6628560|XP_002051957.1|DVIR
OG0006212	LOC6527662|XP_002088748.1|DYAK	LOC6628559|XP_002051956.1|DVIR
OG0006213	LOC6535254|XP_039232720.1|DYAK	LOC6634971|XP_002058718.1|DVIR
OG0006214	LOC6524957|XP_002100797.1|DYAK	LOC6631913|XP_002055594.1|DVIR
OG0006215	LOC6525373|XP_002101209.3|DYAK	LOC6633804|XP_032296530.1|DVIR
OG0006216	LOC6538334|XP_002098861.2|DYAK	LOC6631074|XP_002054230.2|DVIR
OG0006217	LOC6525692|XP_002101514.1|DYAK	LOC6631320|XP_002055287.1|DVIR
OG0006218	LOC6527554|XP_002088644.1|DYAK	LOC6634339|XP_002057467.1|DVIR
OG0006219	LOC6523939|XP_002099811.1|DYAK	LOC6634689|XP_032289233.1|DVIR
OG0006220	LOC6534286|XP_002094967.1|DYAK	LOC6622366|XP_002048409.1|DVIR
OG0006221	LOC6538989|XP_002099491.3|DYAK	LOC6629276|XP_002052982.3|DVIR
OG0006222	LOC6538987|XP_002099489.1|DYAK	LOC6629770|XP_002052984.1|DVIR
OG0006224	LOC6525917|XP_002101737.3|DYAK	LOC6631420|XP_015026453.2|DVIR
OG0006225	LOC6525500|XP_002101335.1|DYAK	LOC6636178|XP_002059564.1|DVIR
OG0006226	LOC6529346|XP_002090351.1|DYAK	LOC6627261|XP_002049917.1|DVIR
OG0006227	LOC6525044|XP_002100883.1|DYAK	LOC26530480|XP_015023749.1|DVIR
OG0006228	LOC6530932|XP_002091774.1|DYAK	LOC6625216|XP_002049935.1|DVIR
OG0006229	LOC6523760|XP_039232912.1|DYAK	LOC6636205|XP_015024129.1|DVIR
OG0006230	LOC6525582|XP_002101417.1|DYAK	LOC6631525|XP_002055332.1|DVIR
OG0006231	LOC6524657|XP_039233451.1|DYAK	LOC6632025|XP_032296017.1|DVIR
OG0006232	LOC6524907|XP_002100747.1|DYAK	LOC6631475|XP_002055119.3|DVIR
OG0006233	LOC6524909|XP_015045943.1|DYAK	LOC6631476|XP_032295897.1|DVIR
OG0006234	LOC6525584|XP_002101419.1|DYAK	LOC6632013|XP_002055386.1|DVIR
OG0006235	LOC6525888|XP_002101708.2|DYAK	LOC6631557|XP_002055434.2|DVIR
OG0006236	LOC6524782|XP_002100626.1|DYAK	LOC6634758|XP_032296459.1|DVIR
OG0006237	LOC6525912|XP_002101732.1|DYAK	LOC6632212|XP_002055526.1|DVIR
OG0006238	LOC6524970|XP_002100810.1|DYAK	LOC6631414|XP_002055423.2|DVIR
OG0006239	LOC6539105|XP_002086007.1|DYAK	LOC6633347|XP_002056788.1|DVIR
OG0006240	LOC6538004|XP_002098539.1|DYAK	LOC6632815|XP_002055902.1|DVIR
OG0006241	LOC6525585|XP_002101420.1|DYAK	LOC6632135|XP_002055387.1|DVIR
OG0006242	LOC6525549|XP_002101384.1|DYAK	LOC6636169|XP_032295681.1|DVIR
OG0006243	LOC6536424|XP_002097006.1|DYAK	LOC6629887|XP_032294833.1|DVIR
OG0006244	LOC6536340|XP_002096924.1|DYAK	LOC6629777|XP_002052991.2|DVIR
OG0006245	LOC6537749|XP_002098290.1|DYAK	LOC6635208|XP_002058396.1|DVIR
OG0006246	LOC6524334|XP_002100192.1|DYAK	LOC6635518|XP_002058936.1|DVIR
OG0006247	LOC6528490|XP_002089536.1|DYAK	LOC6635920|XP_032292209.1|DVIR
OG0006248	LOC6535823|XP_039232821.1|DYAK	LOC6629988|XP_002054170.1|DVIR
OG0006249	LOC6526817|XP_002087919.1|DYAK	LOC6628774|XP_002052765.1|DVIR
OG0006250	LOC6524847|XP_002100687.1|DYAK	LOC6631769|XP_015026634.1|DVIR
OG0006251	LOC6538348|XP_002098873.1|DYAK	LOC6637099|XP_002060505.2|DVIR
OG0006252	LOC6538347|XP_002098872.1|DYAK	LOC116651875|XP_032295019.1|DVIR
OG0006253	LOC6524335|XP_002100193.2|DYAK	LOC6635517|XP_002058935.2|DVIR
OG0006254	LOC6530327|XP_002091254.1|DYAK	LOC6630887|XP_002053133.1|DVIR
OG0006255	LOC6537805|XP_002098346.1|DYAK	LOC6630807|XP_002054275.1|DVIR
OG0006256	LOC6525589|XP_002101424.1|DYAK	LOC6632136|XP_002055388.1|DVIR
OG0006257	LOC6525934|XP_015046542.1|DYAK	LOC6631535|XP_015026620.1|DVIR
OG0006258	LOC6525317|XP_002101153.1|DYAK	LOC6631742|XP_032296090.1|DVIR
OG0006259	LOC6537371|XP_002097927.1|DYAK	LOC6635186|XP_002058385.1|DVIR
OG0006260	LOC6525933|XP_002101753.1|DYAK	LOC6632088|XP_002055636.1|DVIR
OG0006261	LOC6527345|XP_002088437.1|DYAK	LOC6627883|XP_002052007.1|DVIR
OG0006262	LOC6525978|XP_002101797.1|DYAK	LOC6632163|XP_002055772.1|DVIR
OG0006263	LOC6524122|XP_002099986.1|DYAK	LOC6633386|XP_002056797.1|DVIR
OG0006264	LOC6524479|XP_039229953.1|DYAK	LOC6633448|XP_002056910.1|DVIR
OG0006265	LOC6531471|XP_002092270.1|DYAK	LOC6627192|XP_002049934.1|DVIR
OG0006266	LOC6524481|XP_002100338.1|DYAK	LOC6631406|XP_002055004.1|DVIR
OG0006267	LOC6524616|XP_039233544.1|DYAK	LOC6631550|XP_032295717.1|DVIR
OG0006268	LOC6531624|XP_002092421.1|DYAK	LOC6626416|XP_002050914.2|DVIR
OG0006269	LOC6536335|XP_002096919.1|DYAK	LOC6632820|XP_002055907.1|DVIR
OG0006270	LOC6525969|XP_002101788.1|DYAK	LOC6631462|XP_002055550.2|DVIR
OG0006271	LOC6536522|XP_002097098.1|DYAK	LOC6629409|XP_002053065.1|DVIR
OG0006272	LOC6524649|XP_002100506.1|DYAK	LOC6631746|XP_002055466.1|DVIR
OG0006273	LOC6528329|XP_002089382.1|DYAK	LOC6625719|XP_002050489.1|DVIR
OG0006274	LOC6524602|XP_002100459.1|DYAK	LOC6634537|XP_032296464.1|DVIR
OG0006275	LOC6524368|XP_002100226.1|DYAK	LOC6636730|XP_032295792.1|DVIR
OG0006276	LOC6532231|XP_002093004.1|DYAK	LOC6622107|XP_002046463.1|DVIR
OG0006277	LOC6539835|XP_039231552.1|DYAK	LOC6627131|XP_002048949.1|DVIR
OG0006278	LOC6525687|XP_002101509.2|DYAK	LOC6631366|XP_002055294.2|DVIR
OG0006279	LOC6525525|XP_039230195.1|DYAK	LOC6636725|XP_015023785.1|DVIR
OG0006280	LOC6526218|XP_039231732.1|DYAK	LOC6632143|XP_015026432.2|DVIR
OG0006281	LOC6526220|XP_002102029.1|DYAK	LOC6632144|XP_002055396.1|DVIR
OG0006282	LOC6525128|XP_039233774.1|DYAK	LOC6633808|XP_002057097.1|DVIR
OG0006283	LOC6537932|XP_002098472.1|DYAK	LOC6630782|XP_015026841.1|DVIR
OG0006284	LOC6539511|XP_002086399.2|DYAK	LOC6623596|XP_002046184.1|DVIR
OG0006285	LOC6535296|XP_002095952.1|DYAK	LOC6632732|XP_002056055.1|DVIR
OG0006286	LOC6535554|XP_002096183.3|DYAK	LOC6632852|XP_002056250.2|DVIR
OG0006287	LOC6525528|XP_002101363.1|DYAK	LOC6631527|XP_002055334.1|DVIR
OG0006288	LOC6538943|XP_002099447.1|DYAK	LOC6630195|XP_002054096.2|DVIR
OG0006289	LOC6535587|XP_002096215.1|DYAK	LOC6632583|XP_002056223.1|DVIR
OG0006290	LOC6525267|XP_015046193.1|DYAK	LOC6635548|XP_002059095.1|DVIR
OG0006291	LOC6527448|XP_002088540.1|DYAK	LOC6628524|XP_002051682.2|DVIR
OG0006292	LOC6524503|XP_015045729.1|DYAK	LOC6633663|XP_015025569.1|DVIR
OG0006293	LOC6532390|XP_002093141.1|DYAK	LOC6622689|XP_002047234.1|DVIR
OG0006294	LOC6524707|XP_039233778.1|DYAK	LOC6631748|XP_002055040.2|DVIR
OG0006295	LOC6524087|XP_002099951.3|DYAK	LOC6633521|XP_002057069.1|DVIR
OG0006296	LOC6525209|XP_039231375.1|DYAK	LOC6631431|XP_002055539.2|DVIR
OG0006297	LOC6525702|XP_015046430.1|DYAK	LOC6634463|XP_032296369.1|DVIR
OG0006298	LOC6524709|XP_002100553.1|DYAK	LOC6632201|XP_002054944.1|DVIR
OG0006299	LOC6524300|XP_015045595.1|DYAK	LOC6631793|XP_032296086.1|DVIR
OG0006300	LOC6524374|XP_015045636.1|DYAK	LOC6631969|XP_002055016.1|DVIR
OG0006301	LOC6525104|XP_002100943.1|DYAK	LOC6634410|XP_002057931.1|DVIR
OG0006302	LOC6525079|XP_015046085.1|DYAK	LOC6634454|XP_002058173.1|DVIR
OG0006303	LOC6530179|XP_002091119.2|DYAK	LOC6626903|XP_015030175.1|DVIR
OG0006304	LOC6538138|XP_002098673.3|DYAK	LOC6629696|XP_002053977.1|DVIR
OG0006305	LOC6538135|XP_002098670.1|DYAK	LOC6629693|XP_032292741.1|DVIR
OG0006306	LOC26534501|XP_039231576.1|DYAK	LOC26530829|XP_032296670.1|DVIR
OG0006307	LOC6539055|XP_002099557.3|DYAK	LOC6629366|XP_032294813.1|DVIR
OG0006308	LOC6525600|XP_002101435.1|DYAK	LOC6631981|XP_002055606.1|DVIR
OG0006309	LOC6525572|XP_015046372.1|DYAK	LOC6631846|XP_032295713.1|DVIR
OG0006310	LOC6537536|XP_002098082.1|DYAK	LOC6629422|XP_002054354.1|DVIR
OG0006311	LOC6525359|XP_002101195.2|DYAK	LOC6634469|XP_002058240.2|DVIR
OG0006312	LOC6525360|XP_002101196.1|DYAK	LOC6634468|XP_002058239.1|DVIR
OG0006313	LOC6525382|XP_002101218.1|DYAK	LOC6634575|XP_002058076.1|DVIR
OG0006314	LOC6524883|XP_002100723.1|DYAK	LOC6636718|XP_002060191.1|DVIR
OG0006315	LOC6538974|XP_015049145.1|DYAK	LOC6632831|XP_032289792.1|DVIR
OG0006316	LOC6526214|XP_002102023.1|DYAK	LOC6636327|XP_002059926.1|DVIR
OG0006317	LOC6525408|XP_002101243.1|DYAK	LOC6634615|XP_002058100.1|DVIR
OG0006318	LOC6525203|XP_002101041.1|DYAK	LOC6631979|XP_002055604.1|DVIR
OG0006319	LOC6528816|XP_002089848.1|DYAK	LOC6627264|XP_002049920.1|DVIR
OG0006320	LOC6525948|XP_002101768.1|DYAK	LOC6631628|XP_032295528.1|DVIR
OG0006321	LOC6525233|XP_002101071.1|DYAK	LOC6636037|XP_002059642.2|DVIR
OG0006322	LOC6525898|XP_002101718.1|DYAK	LOC6631673|XP_002055415.2|DVIR
OG0006324	LOC6524445|XP_002100303.2|DYAK	LOC6636020|XP_002059544.1|DVIR
OG0006325	LOC6535861|XP_002096480.1|DYAK	LOC6631112|XP_002054136.1|DVIR
OG0006326	LOC6539573|XP_002086461.2|DYAK	LOC6623548|XP_002048240.1|DVIR
OG0006327	LOC6538306|XP_002098833.1|DYAK	LOC6629757|XP_002053899.1|DVIR
OG0006328	LOC6537812|XP_015048527.1|DYAK	LOC6635166|XP_015024873.1|DVIR
OG0006329	LOC6524588|XP_002100445.1|DYAK	LOC6633789|XP_032296523.1|DVIR
OG0006330	LOC6538624|XP_002099146.1|DYAK	LOC6631123|XP_015026974.1|DVIR
OG0006331	LOC6525641|XP_002101463.2|DYAK	LOC6636108|XP_002059650.1|DVIR
OG0006332	LOC6524567|XP_039226340.1|DYAK	LOC6633499|XP_015025566.1|DVIR
OG0006333	LOC6524629|XP_002100486.3|DYAK	LOC6631783|XP_032295560.1|DVIR
OG0006334	LOC6524085|XP_002099949.1|DYAK	LOC6633523|XP_032296586.1|DVIR
OG0006335	LOC6537847|XP_002098388.1|DYAK	LOC6630957|XP_002054734.1|DVIR
OG0006336	LOC6526043|XP_002101860.1|DYAK	LOC6634404|XP_032289265.1|DVIR
OG0006337	LOC6525061|XP_002100900.1|DYAK	LOC6631873|XP_002055734.1|DVIR
OG0006338	LOC6535288|XP_002095944.1|DYAK	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR
OG0006339	LOC6524893|XP_002100733.1|DYAK	LOC6635287|XP_032289304.1|DVIR
OG0006340	LOC6526061|XP_002101878.1|DYAK	LOC6634426|XP_002057938.1|DVIR
OG0006341	LOC6525946|XP_002101766.2|DYAK	LOC6631724|XP_032295527.1|DVIR
OG0006342	LOC6525944|XP_039229319.1|DYAK	LOC26531736|XP_032295525.1|DVIR
OG0006343	LOC6525942|XP_002101762.1|DYAK	LOC6631725|XP_015026356.1|DVIR
OG0006344	LOC6525592|XP_002101427.1|DYAK	LOC6631657|XP_032295463.1|DVIR
OG0006345	LOC6537775|XP_039231727.1|DYAK	LOC6629533|XP_032293012.1|DVIR
OG0006346	LOC6538072|XP_002098607.1|DYAK	LOC6634872|XP_002058601.1|DVIR
OG0006347	LOC6538750|XP_015049009.1|DYAK	LOC6630523|XP_015027033.1|DVIR
OG0006348	LOC6524357|XP_002100215.1|DYAK	LOC6636694|XP_015023787.1|DVIR
OG0006349	LOC6524484|XP_039229956.1|DYAK	LOC6631500|XP_002055007.1|DVIR
OG0006350	LOC6538019|XP_002098554.1|DYAK	LOC6632219|XP_002055887.2|DVIR
OG0006351	LOC6525131|XP_002100969.1|DYAK	LOC6636136|XP_002059530.1|DVIR
OG0006352	LOC6530451|XP_002091367.1|DYAK	LOC6626094|XP_002049403.1|DVIR
OG0006353	LOC6538842|XP_002099355.1|DYAK	LOC6633177|XP_032289583.1|DVIR
OG0006354	LOC6537800|XP_002098341.2|DYAK	LOC6630058|XP_015026957.1|DVIR
OG0006355	LOC6525930|XP_002101750.2|DYAK	LOC6632070|XP_002055037.2|DVIR
OG0006356	LOC6524458|XP_002100315.1|DYAK	LOC6633719|XP_002057084.1|DVIR
OG0006357	LOC6525698|XP_039226462.1|DYAK	LOC6634549|XP_015025109.1|DVIR
OG0006358	LOC6532407|XP_002093158.3|DYAK	LOC6622244|XP_002046369.3|DVIR
OG0006359	LOC6537197|XP_002097755.1|DYAK	LOC6634886|XP_002058505.1|DVIR
OG0006360	LOC6524006|XP_015045428.1|DYAK	LOC6634817|XP_032296293.1|DVIR
OG0006361	LOC6536151|XP_002096752.1|DYAK, LOC26534953|XP_039231750.1|DYAK	LOC6633190|XP_002056677.1|DVIR
OG0006362	LOC6524392|XP_002100250.1|DYAK	LOC6633329|XP_015025461.1|DVIR
OG0006363	LOC6525878|XP_015046527.1|DYAK	LOC6635421|XP_032295484.1|DVIR
OG0006364	LOC6527353|XP_002088445.2|DYAK	LOC26531744|XP_015028981.1|DVIR
