Orthogroup	DYAK.longest_only	DSAN.longest_only
OG0003382	LOC6538242|XP_039232354.1|DYAK	LOC120451093|XP_039490418.1|DSAN
OG0003383	LOC6536333|XP_002096917.1|DYAK	LOC120451420|XP_039491026.1|DSAN
OG0003384	LOC6526287|XP_002087409.1|DYAK	LOC120458104|XP_039501567.1|DSAN
OG0003385	LOC6536177|XP_002096768.1|DYAK	LOC120454195|XP_039495219.1|DSAN
OG0003386	LOC6538650|XP_002099170.1|DYAK	LOC120451752|XP_039491611.1|DSAN
OG0003387	LOC6538231|XP_002098758.1|DYAK	LOC120453363|XP_039493970.1|DSAN
OG0003388	LOC6525595|XP_002101430.2|DYAK	LOC120455551|XP_039497826.1|DSAN
OG0003389	LOC6532094|XP_002092870.1|DYAK	LOC120445090|XP_039481152.1|DSAN
OG0003390	LOC6535641|XP_002096269.1|DYAK	LOC120453838|XP_039494666.1|DSAN
OG0003391	LOC6537454|XP_002098010.1|DYAK	LOC120452755|XP_039493071.1|DSAN
OG0003392	LOC6536711|XP_002097283.1|DYAK	LOC120452753|XP_039493065.1|DSAN
OG0003393	LOC6538050|XP_015048620.1|DYAK	LOC120451096|XP_039490435.1|DSAN
OG0003394	LOC6535944|XP_002096560.2|DYAK	LOC120453915|XP_039494784.1|DSAN
OG0003395	LOC6539833|XP_002086717.1|DYAK	LOC120451942|XP_039491896.1|DSAN
OG0003396	LOC6538149|XP_002098683.1|DYAK	LOC120454615|XP_039496012.1|DSAN
OG0003397	LOC6537829|XP_002098370.2|DYAK	LOC120452153|XP_039492177.1|DSAN
OG0003398	LOC6536196|XP_002096787.1|DYAK	LOC120453927|XP_039494795.1|DSAN
OG0003399	LOC6538594|XP_002099116.1|DYAK	LOC120453677|XP_039494426.1|DSAN
OG0003400	LOC6538570|XP_002099092.1|DYAK	LOC120451913|XP_039491856.1|DSAN
OG0003401	LOC6537706|XP_039232360.1|DYAK	LOC120454709|XP_039496188.1|DSAN
OG0003402	LOC6537697|XP_039231651.1|DYAK	LOC120453374|XP_039493982.1|DSAN
OG0003403	LOC6532068|XP_002092845.2|DYAK	LOC120444649|XP_039480410.1|DSAN
OG0003404	LOC6536992|XP_002097561.1|DYAK	LOC120453905|XP_039494770.1|DSAN
OG0003405	LOC6529363|XP_002090368.1|DYAK	LOC120446222|XP_039483022.1|DSAN
OG0003406	LOC6538208|XP_002098736.1|DYAK	LOC120453419|XP_039494053.1|DSAN
OG0003407	LOC6538210|XP_002098737.1|DYAK	LOC120453420|XP_039494054.1|DSAN
OG0003408	LOC6537264|XP_002097822.1|DYAK	LOC120454093|XP_039495038.1|DSAN
OG0003409	LOC6537682|XP_039231266.1|DYAK	LOC120451233|XP_039490661.1|DSAN
OG0003410	LOC6537720|XP_002098265.1|DYAK	LOC120454682|XP_039496132.1|DSAN
OG0003411	LOC6537074|XP_002097635.1|DYAK	LOC120452354|XP_039492462.1|DSAN
OG0003412	LOC6538109|XP_039232416.1|DYAK	LOC120454348|XP_039495495.1|DSAN
OG0003413	LOC6535266|XP_002095922.3|DYAK	LOC120454089|XP_039495034.1|DSAN
OG0003414	LOC6534115|XP_002094799.1|DYAK	LOC120450379|XP_039489303.1|DSAN
OG0003415	LOC6524742|XP_002100586.1|DYAK	LOC120456821|XP_039499803.1|DSAN
OG0003416	LOC6535891|XP_002096507.1|DYAK	LOC120452866|XP_039493244.1|DSAN
OG0003417	LOC6537928|XP_002098468.2|DYAK	LOC120453078|XP_039493539.1|DSAN
OG0003418	LOC6536847|XP_002097416.1|DYAK	LOC120451148|XP_039490509.1|DSAN
OG0003419	LOC6535911|XP_002096527.1|DYAK	LOC120454126|XP_039495099.1|DSAN
OG0003420	LOC6535910|XP_002096526.3|DYAK	LOC120454124|XP_039495096.1|DSAN
OG0003421	LOC6538089|XP_002098623.1|DYAK	LOC120454552|XP_039495867.1|DSAN
OG0003422	LOC6538090|XP_002098624.1|DYAK	LOC120454567|XP_039495896.1|DSAN
OG0003423	LOC6531210|XP_002092038.1|DYAK	LOC120446922|XP_039484098.1|DSAN
OG0003424	LOC6538809|XP_002099322.1|DYAK	LOC120450895|XP_039490070.1|DSAN
OG0003425	LOC6537645|XP_002098190.1|DYAK	LOC120453856|XP_039494695.1|DSAN
OG0003426	LOC6535606|XP_002096234.2|DYAK	LOC120451319|XP_039490823.1|DSAN
OG0003427	LOC6535595|XP_002096223.1|DYAK	LOC120451666|XP_039491475.1|DSAN
OG0003428	LOC6534283|XP_002094964.1|DYAK	LOC120449535|XP_039487989.1|DSAN
OG0003429	LOC6531874|XP_002092661.1|DYAK	LOC120445435|XP_039481800.1|DSAN
OG0003430	LOC6523693|XP_002099571.1|DYAK	LOC120454869|XP_039496358.1|DSAN
OG0003431	LOC6535321|XP_039232507.1|DYAK	LOC120454369|XP_039495532.1|DSAN
OG0003432	LOC6538760|XP_002099274.1|DYAK	LOC120452984|XP_039493414.1|DSAN
OG0003433	LOC6537983|XP_002098520.1|DYAK	LOC120451816|XP_039491713.1|DSAN
OG0003434	LOC6524824|XP_002100666.1|DYAK	LOC120455132|XP_039496964.1|DSAN
OG0003435	LOC6538341|XP_002098866.3|DYAK	LOC120454701|XP_039496171.1|DSAN
OG0003436	LOC6537510|XP_002098056.1|DYAK	LOC120451446|XP_039491056.1|DSAN
OG0003437	LOC6537509|XP_015048378.1|DYAK	LOC120451443|XP_039491054.1|DSAN
OG0003438	LOC6537511|XP_002098057.1|DYAK	LOC120452132|XP_039492150.1|DSAN
OG0003439	LOC6538767|XP_002099281.1|DYAK	LOC120453398|XP_039494020.1|DSAN
OG0003440	LOC6539060|XP_039232590.1|DYAK	LOC120454188|XP_039495203.1|DSAN
OG0003441	LOC6528231|XP_002089293.1|DYAK	LOC120452964|XP_039493394.1|DSAN
OG0003442	LOC6536325|XP_002096909.1|DYAK	LOC120453944|XP_039494824.1|DSAN
OG0003443	LOC6533475|XP_002094186.1|DYAK	LOC120449604|XP_039488106.1|DSAN
OG0003444	LOC6534862|XP_002095534.2|DYAK	LOC120449623|XP_039488140.1|DSAN
OG0003445	LOC6525250|XP_039233443.1|DYAK	LOC120457296|XP_039500711.1|DSAN
OG0003446	LOC6524910|XP_015045945.1|DYAK	LOC120455575|XP_039497874.1|DSAN
OG0003447	LOC26535171|XP_039232942.1|DYAK	LOC120454907|XP_039496524.1|DSAN
OG0003448	LOC6535257|XP_002095913.1|DYAK	LOC120450752|XP_039489809.1|DSAN
OG0003449	LOC6536664|XP_002097236.1|DYAK	LOC120451246|XP_039490695.1|DSAN
OG0003450	LOC6537186|XP_002097744.1|DYAK	LOC120451259|XP_039490720.1|DSAN
OG0003451	LOC6535887|XP_002096503.1|DYAK	LOC120450940|XP_039490141.1|DSAN
OG0003452	LOC6535886|XP_002096502.2|DYAK	LOC120450938|XP_039490139.1|DSAN
OG0003453	LOC6533289|XP_002094015.1|DYAK	LOC120449978|XP_039488620.1|DSAN
OG0003454	LOC6526640|XP_002087748.1|DYAK	LOC120452830|XP_039493174.1|DSAN
OG0003455	LOC6536519|XP_002097096.1|DYAK	LOC120452448|XP_039492612.1|DSAN
OG0003456	LOC6530620|XP_002091533.1|DYAK	LOC120444463|XP_039480067.1|DSAN
OG0003457	LOC6535357|XP_002096008.2|DYAK	LOC120451949|XP_039491904.1|DSAN
OG0003458	LOC6535480|XP_002096111.1|DYAK	LOC120452814|XP_039493151.1|DSAN
OG0003459	LOC6537378|XP_002097934.1|DYAK	LOC120451648|XP_039491448.1|DSAN
OG0003460	LOC6537863|XP_002098404.2|DYAK	LOC120451197|XP_039490582.1|DSAN
OG0003461	LOC6537508|XP_002098054.3|DYAK	LOC120450800|XP_039489900.1|DSAN
OG0003462	LOC6533070|XP_002093802.1|DYAK	LOC120449570|XP_039488056.1|DSAN
OG0003463	LOC6537326|XP_002097883.1|DYAK	LOC120452507|XP_039492693.1|DSAN
OG0003464	LOC6537445|XP_039231308.1|DYAK	LOC120452581|XP_039492799.1|DSAN
OG0003465	LOC6536663|XP_002097235.1|DYAK	LOC120451247|XP_039490696.1|DSAN
OG0003466	LOC6538653|XP_002099173.1|DYAK	LOC120452246|XP_039492307.1|DSAN
OG0003467	LOC6537317|XP_002097874.1|DYAK	LOC120452202|XP_039492255.1|DSAN
OG0003468	LOC6539058|XP_002099560.1|DYAK	LOC120452369|XP_039492494.1|DSAN
OG0003469	LOC6538816|XP_002099329.1|DYAK	LOC120453652|XP_039494380.1|DSAN
OG0003470	LOC6537342|XP_002097899.3|DYAK	LOC120451746|XP_039491600.1|DSAN
OG0003471	LOC6529598|XP_015052390.1|DYAK	LOC120446881|XP_039484024.1|DSAN
OG0003472	LOC6527941|XP_039227054.1|DYAK	LOC120445038|XP_039481064.1|DSAN
OG0003473	LOC6527177|XP_002088271.1|DYAK	LOC120455811|XP_039498209.1|DSAN
OG0003474	LOC6535628|XP_039231454.1|DYAK	LOC120451825|XP_039491729.1|DSAN
OG0003475	LOC6535838|XP_039232632.1|DYAK	LOC120454131|XP_039495112.1|DSAN
OG0003476	LOC6523769|XP_039232951.1|DYAK	LOC120454835|XP_039496246.1|DSAN
OG0003477	LOC6536989|XP_002097558.1|DYAK	LOC120453900|XP_039494757.1|DSAN
OG0003478	LOC6536845|XP_039232351.1|DYAK	LOC120451174|XP_039490545.1|DSAN
OG0003479	LOC6536357|XP_002096939.1|DYAK	LOC120452790|XP_039493116.1|DSAN
OG0003480	LOC6537597|XP_002098143.1|DYAK	LOC120452885|XP_039493274.1|DSAN
OG0003481	LOC6537596|XP_002098142.1|DYAK	LOC120453433|XP_039494074.1|DSAN
OG0003482	LOC6537595|XP_039231827.1|DYAK	LOC120452095|XP_039492104.1|DSAN
OG0003483	LOC6537570|XP_002098116.1|DYAK	LOC120454180|XP_039495195.1|DSAN
OG0003484	LOC6536161|XP_002096761.1|DYAK	LOC120452796|XP_039493125.1|DSAN
OG0003485	LOC6536935|XP_002097504.1|DYAK	LOC120454210|XP_039495240.1|DSAN
OG0003486	LOC6536933|XP_002097502.1|DYAK	LOC120453739|XP_039494505.1|DSAN
OG0003487	LOC6538084|XP_002098618.1|DYAK	LOC120454564|XP_039495892.1|DSAN
OG0003488	LOC6538250|XP_039231686.1|DYAK	LOC120451046|XP_039490335.1|DSAN
OG0003489	LOC6536347|XP_039231976.1|DYAK	LOC120451183|XP_039490558.1|DSAN
OG0003490	LOC6535650|XP_002096278.3|DYAK	LOC120451057|XP_039490347.1|DSAN
OG0003491	LOC6538269|XP_039232868.1|DYAK	LOC120453463|XP_039494114.1|DSAN
OG0003492	LOC6538176|XP_002098704.1|DYAK	LOC120453963|XP_039494847.1|DSAN
OG0003493	LOC6537656|XP_002098201.2|DYAK	LOC120452959|XP_039493383.1|DSAN
OG0003494	LOC6535301|XP_002095957.1|DYAK	LOC120452481|XP_039492663.1|DSAN
OG0003495	LOC6529455|XP_002090457.1|DYAK	LOC120444473|XP_039480085.1|DSAN
OG0003496	LOC6537366|XP_002097922.1|DYAK	LOC120452561|XP_039492775.1|DSAN
OG0003497	LOC6535848|XP_002096469.1|DYAK	LOC120452040|XP_039492026.1|DSAN
OG0003498	LOC6535210|XP_002095869.1|DYAK	LOC120448286|XP_039486151.1|DSAN
OG0003499	LOC6536358|XP_002096940.2|DYAK	LOC120452787|XP_039493113.1|DSAN
OG0003500	LOC6529695|XP_002090688.1|DYAK	LOC120446808|XP_039483904.1|DSAN
OG0003501	LOC6536959|XP_002097528.1|DYAK	LOC120451983|XP_039491945.1|DSAN
OG0003502	LOC6536155|XP_015047595.1|DYAK	LOC120453563|XP_039494250.1|DSAN
OG0003503	LOC6538136|XP_002098671.2|DYAK	LOC120451150|XP_039490511.1|DSAN
OG0003504	LOC6537193|XP_039231782.1|DYAK	LOC120451261|XP_039490723.1|DSAN
OG0003505	LOC6537003|XP_039232285.1|DYAK	LOC120454260|XP_039495342.1|DSAN
OG0003506	LOC6537548|XP_015048409.1|DYAK	LOC120450961|XP_039490182.1|DSAN
OG0003507	LOC6537857|XP_002098398.3|DYAK	LOC120452085|XP_039492083.1|DSAN
OG0003508	LOC6532479|XP_002093225.2|DYAK	LOC120447569|XP_039484963.1|DSAN
OG0003509	LOC6537755|XP_002098296.1|DYAK	LOC120453745|XP_039494511.1|DSAN
OG0003510	LOC6537940|XP_002098480.1|DYAK	LOC120450966|XP_039490191.1|DSAN
OG0003511	LOC6537941|XP_015048575.1|DYAK	LOC120450965|XP_039490189.1|DSAN
OG0003512	LOC6537921|XP_002098461.2|DYAK	LOC120453153|XP_039493643.1|DSAN
OG0003513	LOC6537867|XP_002098408.1|DYAK	LOC120454232|XP_039495269.1|DSAN
OG0003514	LOC6536557|XP_002097133.1|DYAK	LOC120453609|XP_039494318.1|DSAN
OG0003515	LOC6530207|XP_002091145.1|DYAK	LOC120446154|XP_039482917.1|DSAN
OG0003516	LOC6536966|XP_002097535.1|DYAK	LOC120451972|XP_039491932.1|DSAN
OG0003517	LOC26535701|XP_015047899.1|DYAK	LOC120451204|XP_039490591.1|DSAN
OG0003518	LOC6536146|XP_002096747.1|DYAK	LOC120453714|XP_039494471.1|DSAN
OG0003519	LOC6532538|XP_039230907.1|DYAK	LOC120448692|XP_039486776.1|DSAN
OG0003520	LOC6532531|XP_002093277.1|DYAK	LOC120450608|XP_039489677.1|DSAN
OG0003521	LOC6532549|XP_015049428.1|DYAK	LOC120448216|XP_039486029.1|DSAN
OG0003522	LOC6528860|XP_002089892.1|DYAK	LOC120443992|XP_039479402.1|DSAN
OG0003523	LOC6529457|XP_002090459.1|DYAK	LOC120444472|XP_039480083.1|DSAN
OG0003524	LOC6525739|XP_002101561.1|DYAK	LOC120455759|XP_039498131.1|DSAN
OG0003525	LOC6531418|XP_002092221.1|DYAK	LOC120444326|XP_039479810.1|DSAN
OG0003526	LOC6535478|XP_002096109.1|DYAK	LOC120452044|XP_039492030.1|DSAN
OG0003527	LOC26535907|XP_002089498.1|DYAK	LOC120444083|XP_039479537.1|DSAN
OG0003529	LOC6527997|XP_002089064.1|DYAK	LOC120444136|XP_039479636.1|DSAN
OG0003530	LOC6533349|XP_002094074.2|DYAK	LOC120449766|XP_039488338.1|DSAN
OG0003531	LOC6535470|XP_002096101.1|DYAK	LOC120450744|XP_039489801.1|DSAN
OG0003532	LOC6533401|XP_002094119.1|DYAK	LOC120450245|XP_039489066.1|DSAN
OG0003533	LOC6532647|XP_002093391.1|DYAK	LOC120448919|XP_039487076.1|DSAN
OG0003534	LOC6533541|XP_002094251.2|DYAK	LOC120448274|XP_039486136.1|DSAN
OG0003535	LOC6533528|XP_002094238.1|DYAK	LOC120450326|XP_039489223.1|DSAN
OG0003536	LOC6528301|XP_015053906.1|DYAK	LOC120444902|XP_039480830.1|DSAN
OG0003537	LOC6530625|XP_002091538.1|DYAK	LOC120446349|XP_039483210.1|DSAN
OG0003538	LOC6529985|XP_002090931.1|DYAK	LOC120445735|XP_039482239.1|DSAN
OG0003539	LOC6531549|XP_039228100.1|DYAK	LOC120445147|XP_039481241.1|DSAN
OG0003540	LOC6532223|XP_002092996.2|DYAK	LOC120449086|XP_039487324.1|DSAN
OG0003541	LOC26535113|XP_015049030.1|DYAK	LOC120451333|XP_039490844.1|DSAN
OG0003542	LOC6528544|XP_002089590.1|DYAK	LOC120443968|XP_039479368.1|DSAN
OG0003543	LOC6523909|XP_002099782.2|DYAK	LOC120455108|XP_039496928.1|DSAN
OG0003544	LOC6533283|XP_002094009.1|DYAK	LOC120449191|XP_039487479.1|DSAN
OG0003545	LOC6535140|XP_039230257.1|DYAK	LOC120448532|XP_039486507.1|DSAN
OG0003546	LOC26535030|XP_015045035.1|DYAK	LOC120448681|XP_039486754.1|DSAN
OG0003547	LOC6531857|XP_015051578.1|DYAK	LOC120447196|XP_039484622.1|DSAN
OG0003548	LOC6528726|XP_015054291.1|DYAK	LOC120443758|XP_039478959.1|DSAN
OG0003549	LOC6528727|XP_002089762.2|DYAK	LOC120453647|XP_039494378.1|DSAN
OG0003550	LOC6528868|XP_002089900.1|DYAK	LOC120450727|XP_039489800.1|DSAN
OG0003551	LOC6531197|XP_002092025.1|DYAK	LOC120444840|XP_039480731.1|DSAN
OG0003552	LOC6529325|XP_002090330.1|DYAK	LOC120457812|XP_039501243.1|DSAN
OG0003553	LOC6528866|XP_002089898.1|DYAK	LOC120450138|XP_039488941.1|DSAN
OG0003554	LOC6534432|XP_002095109.1|DYAK	LOC120449868|XP_039488461.1|DSAN
OG0003555	LOC6532785|XP_039229418.1|DYAK	LOC120449942|XP_039488577.1|DSAN
OG0003556	LOC26536190|XP_039229996.1|DYAK	LOC120450591|XP_039489646.1|DSAN
OG0003557	LOC6534725|XP_002095400.1|DYAK	LOC120450592|XP_039489648.1|DSAN
OG0003558	LOC6533001|XP_039229794.1|DYAK	LOC120450125|XP_039488880.1|DSAN
OG0003559	LOC6533881|XP_002094581.2|DYAK	LOC120448050|XP_039485728.1|DSAN
OG0003560	LOC6533285|XP_002094011.1|DYAK	LOC120449485|XP_039487896.1|DSAN
OG0003561	LOC6530760|XP_015051825.1|DYAK	LOC120444409|XP_039479964.1|DSAN
OG0003562	LOC6531207|XP_002092035.1|DYAK	LOC120446918|XP_039484093.1|DSAN
OG0003563	LOC6535638|XP_002096266.1|DYAK	LOC120451836|XP_039491746.1|DSAN
OG0003564	LOC6533308|XP_002094034.1|DYAK	LOC120447563|XP_039484953.1|DSAN
OG0003565	LOC6532786|XP_015049606.1|DYAK	LOC120448945|XP_039487125.1|DSAN
OG0003566	LOC6536407|XP_039232568.1|DYAK	LOC120450851|XP_039489995.1|DSAN
OG0003567	LOC6531475|XP_015051340.1|DYAK	LOC120447248|XP_039484707.1|DSAN
OG0003568	LOC6528764|XP_002089799.3|DYAK	LOC120444124|XP_039479613.1|DSAN
OG0003569	LOC6533514|XP_015050102.1|DYAK	LOC120447833|XP_039485371.1|DSAN
OG0003570	LOC6528433|XP_002089479.1|DYAK	LOC120458769|XP_039502477.1|DSAN
OG0003571	LOC6532984|XP_002093719.2|DYAK	LOC120449371|XP_039487736.1|DSAN
OG0003572	LOC6530215|XP_015051973.1|DYAK	LOC120446905|XP_039484064.1|DSAN
OG0003573	LOC6529881|XP_002090838.1|DYAK	LOC120444344|XP_039479851.1|DSAN
OG0003574	LOC6533036|XP_002093771.1|DYAK	LOC120449229|XP_039487534.1|DSAN
OG0003575	LOC6535103|XP_039230303.1|DYAK	LOC120448245|XP_039486088.1|DSAN
OG0003576	LOC6534363|XP_002095041.1|DYAK	LOC120449044|XP_039487269.1|DSAN
OG0003577	LOC6533108|XP_002093834.1|DYAK	LOC120447923|XP_039485516.1|DSAN
OG0003578	LOC6533295|XP_002094021.1|DYAK	LOC120450273|XP_039489123.1|DSAN
OG0003579	LOC6531151|XP_002091980.1|DYAK	LOC120444614|XP_039480330.1|DSAN
OG0003580	LOC6530929|XP_002091771.1|DYAK	LOC120445180|XP_039481326.1|DSAN
OG0003581	LOC6532416|XP_039230540.1|DYAK	LOC120450410|XP_039489347.1|DSAN
OG0003582	LOC6533607|XP_002094315.1|DYAK	LOC120448482|XP_039486445.1|DSAN
OG0003583	LOC6528888|XP_002089920.1|DYAK	LOC120445678|XP_039482171.1|DSAN
OG0003584	LOC6528848|XP_002089880.2|DYAK	LOC120457510|XP_039500996.1|DSAN
OG0003585	LOC6534236|XP_002094918.1|DYAK	LOC120450063|XP_039488769.1|DSAN
OG0003586	LOC6523711|XP_015046761.1|DYAK	LOC120454918|XP_039496582.1|DSAN
OG0003587	LOC6526394|XP_002087513.1|DYAK	LOC120447703|XP_039485169.1|DSAN
OG0003588	LOC6536868|XP_002097437.1|DYAK	LOC120451691|XP_039491520.1|DSAN
OG0003589	LOC6531476|XP_002092275.1|DYAK	LOC120445942|XP_039482542.1|DSAN
OG0003590	LOC6532481|XP_002093227.1|DYAK	LOC120447572|XP_039484968.1|DSAN
OG0003591	LOC6532393|XP_015049324.1|DYAK	LOC120447908|XP_039485491.1|DSAN
OG0003592	LOC6533894|XP_002094594.1|DYAK	LOC120448320|XP_039486201.1|DSAN
OG0003593	LOC6533367|XP_039229632.1|DYAK	LOC120450512|XP_039489509.1|DSAN
OG0003594	LOC6533303|XP_002094029.1|DYAK	LOC120447605|XP_039485010.1|DSAN
OG0003595	LOC6530509|XP_002091424.1|DYAK	LOC120446082|XP_039482799.1|DSAN
OG0003596	LOC6528311|XP_002089364.1|DYAK	LOC120446060|XP_039482773.1|DSAN
OG0003597	LOC6528302|XP_002089355.2|DYAK	LOC120444848|XP_039480746.1|DSAN
OG0003598	LOC6532965|XP_002093700.1|DYAK	LOC120449224|XP_039487530.1|DSAN
OG0003599	LOC6526652|XP_002087760.1|DYAK	LOC120458025|XP_039501464.1|DSAN
OG0003600	LOC6532712|XP_015049556.1|DYAK	LOC120449363|XP_039487714.1|DSAN
OG0003601	LOC6528689|XP_015054029.1|DYAK	LOC120458175|XP_039501670.1|DSAN
OG0003602	LOC6531882|XP_002092669.1|DYAK	LOC120445080|XP_039481139.1|DSAN
OG0003603	LOC6532735|XP_002093477.2|DYAK	LOC120449574|XP_039488062.1|DSAN
OG0003604	LOC6529209|XP_039229101.1|DYAK	LOC120447096|XP_039484436.1|DSAN
OG0003605	LOC6537934|XP_002098474.1|DYAK	LOC120451523|XP_039491226.1|DSAN
OG0003606	LOC6531232|XP_002092044.1|DYAK	LOC120446947|XP_039484133.1|DSAN
OG0003607	LOC6531190|XP_002092019.1|DYAK	LOC120444756|XP_039480618.1|DSAN
OG0003608	LOC6533565|XP_039230317.1|DYAK	LOC120447966|XP_039485591.1|DSAN
OG0003609	LOC6528707|XP_002089742.1|DYAK	LOC120454847|XP_039496290.1|DSAN
OG0003610	LOC6534263|XP_002094944.1|DYAK	LOC120448940|XP_039487118.1|DSAN
OG0003611	LOC6532614|XP_039230219.1|DYAK	LOC120450295|XP_039489160.1|DSAN
OG0003612	LOC6530728|XP_002091619.1|DYAK	LOC120446739|XP_039483797.1|DSAN
OG0003613	LOC6528446|XP_002089492.1|DYAK	LOC120450696|XP_039489748.1|DSAN
OG0003614	LOC6528447|XP_002089493.1|DYAK	LOC120450712|XP_039489749.1|DSAN
OG0003615	LOC6531815|XP_002092602.1|DYAK	LOC120444549|XP_039480233.1|DSAN
OG0003616	LOC6531298|XP_002092102.1|DYAK	LOC120444541|XP_039480224.1|DSAN
OG0003617	LOC6530093|XP_002091039.2|DYAK	LOC120446865|XP_039484001.1|DSAN
OG0003618	LOC6530094|XP_015052593.1|DYAK	LOC120446861|XP_039483994.1|DSAN
OG0003619	LOC6530037|XP_002090983.1|DYAK	LOC120445367|XP_039481674.1|DSAN
OG0003620	LOC6531994|XP_002092780.1|DYAK	LOC120445756|XP_039482272.1|DSAN
OG0003621	LOC6532618|XP_002093362.1|DYAK	LOC120450291|XP_039489155.1|DSAN
OG0003622	LOC6532617|XP_002093361.2|DYAK	LOC120450288|XP_039489140.1|DSAN
OG0003623	LOC6529939|XP_002090894.1|DYAK	LOC120446495|XP_039483437.1|DSAN
OG0003624	LOC6531872|XP_002092659.1|DYAK	LOC120445432|XP_039481796.1|DSAN
OG0003625	LOC6528444|XP_002089490.1|DYAK	LOC120449178|XP_039487458.1|DSAN
OG0003626	LOC6531560|XP_015051417.1|DYAK	LOC120445925|XP_039482518.1|DSAN
OG0003627	LOC6531039|XP_039228160.1|DYAK	LOC120446955|XP_039484142.1|DSAN
OG0003628	LOC6528759|XP_015054266.1|DYAK	LOC120444053|XP_039479491.1|DSAN
OG0003629	LOC6530014|XP_002090960.1|DYAK	LOC120445339|XP_039481609.1|DSAN
OG0003630	LOC6531981|XP_002092767.1|DYAK	LOC120444528|XP_039480209.1|DSAN
OG0003631	LOC6534918|XP_002095589.2|DYAK	LOC120448265|XP_039486121.1|DSAN
OG0003632	LOC6533032|XP_002093767.2|DYAK	LOC120449894|XP_039488510.1|DSAN
OG0003633	LOC6530052|XP_002090998.1|DYAK	LOC120444467|XP_039480073.1|DSAN
OG0003634	LOC6532698|XP_002093440.1|DYAK	LOC120448450|XP_039486400.1|DSAN
OG0003635	LOC6532804|XP_002093541.3|DYAK	LOC120448531|XP_039486506.1|DSAN
OG0003636	LOC6528693|XP_002089735.1|DYAK	LOC120444164|XP_039479680.1|DSAN
OG0003637	LOC6530086|XP_002091032.1|DYAK	LOC120447110|XP_039484465.1|DSAN
OG0003638	LOC6534887|XP_015050904.1|DYAK	LOC120450547|XP_039489585.1|DSAN
OG0003639	LOC6527894|XP_002088966.1|DYAK	LOC120450022|XP_039488697.1|DSAN
OG0003640	LOC6531579|XP_002092377.1|DYAK	LOC120446290|XP_039483116.1|DSAN
OG0003641	LOC6530653|XP_002091551.1|DYAK	LOC120445058|XP_039481117.1|DSAN
OG0003642	LOC6528541|XP_039226506.1|DYAK	LOC120457373|XP_039500847.1|DSAN
OG0003643	LOC6532001|XP_002092787.1|DYAK	LOC120446890|XP_039484041.1|DSAN
OG0003644	LOC6528845|XP_015054078.1|DYAK	LOC120457493|XP_039500982.1|DSAN
OG0003645	LOC6533471|XP_002094182.1|DYAK	LOC120449758|XP_039488328.1|DSAN
OG0003646	LOC6533402|XP_002094120.1|DYAK	LOC120448368|XP_039486271.1|DSAN
OG0003647	LOC6532586|XP_002093330.1|DYAK	LOC120448233|XP_039486067.1|DSAN
OG0003648	LOC6527609|XP_002088697.1|DYAK	LOC120456884|XP_039499917.1|DSAN
OG0003649	LOC6538600|XP_002099122.1|DYAK	LOC120453680|XP_039494429.1|DSAN
OG0003650	LOC6524868|XP_002100708.1|DYAK	LOC120455961|XP_039498439.1|DSAN
OG0003651	LOC6538831|XP_002099344.2|DYAK	LOC120453595|XP_039494291.1|DSAN
OG0003652	LOC6533915|XP_002094615.1|DYAK	LOC120448268|XP_039486126.1|DSAN
OG0003653	LOC6534890|XP_002095562.1|DYAK	LOC120450550|XP_039489589.1|DSAN
OG0003654	LOC6534368|XP_002095046.2|DYAK	LOC120450350|XP_039489258.1|DSAN
OG0003655	LOC6529720|XP_002090713.1|DYAK	LOC120446251|XP_039483056.1|DSAN
OG0003656	LOC6533920|XP_002094620.2|DYAK	LOC120448003|XP_039485650.1|DSAN
OG0003657	LOC6533625|XP_002094332.1|DYAK	LOC120449090|XP_039487332.1|DSAN
OG0003658	LOC6536376|XP_002096958.3|DYAK	LOC120453977|XP_039494863.1|DSAN, LOC120454491|XP_039495771.1|DSAN
OG0003659	LOC6534858|XP_002095530.1|DYAK	LOC120449619|XP_039488137.1|DSAN
OG0003660	LOC6532206|XP_015049226.2|DYAK	LOC120450303|XP_039489175.1|DSAN
OG0003661	LOC6533490|XP_015050059.1|DYAK	LOC120450094|XP_039488822.1|DSAN
OG0003662	LOC6539391|XP_002086283.2|DYAK	LOC120450636|XP_039489720.1|DSAN
OG0003663	LOC6533111|XP_039230232.1|DYAK	LOC120447926|XP_039485519.1|DSAN
OG0003664	LOC6533113|XP_039230223.1|DYAK	LOC120447917|XP_039485503.1|DSAN
OG0003665	LOC6528895|XP_039226884.1|DYAK	LOC120458635|XP_039502293.1|DSAN
OG0003666	LOC6528317|XP_002089370.1|DYAK	LOC120443950|XP_039479332.1|DSAN
OG0003667	LOC6532792|XP_002093530.1|DYAK	LOC120449898|XP_039488515.1|DSAN
OG0003668	LOC6539201|XP_002086102.1|DYAK	LOC120453669|XP_039494425.1|DSAN
OG0003669	LOC6529364|XP_002090369.1|DYAK	LOC120446229|XP_039483030.1|DSAN
OG0003670	LOC6529365|XP_002090370.1|DYAK	LOC120446224|XP_039483024.1|DSAN
OG0003671	LOC6531867|XP_039228179.1|DYAK	LOC120444586|XP_039480283.1|DSAN
OG0003672	LOC6538558|XP_002099080.1|DYAK	LOC120450740|XP_039489792.1|DSAN
