Orthogroup	DYAK.longest_only	DSIM.longest_only
OG0006122	LOC6523709|XP_002099585.1|DYAK	LOC27208655|XP_039152063.1|DSIM
OG0006123	LOC6532048|XP_002092825.3|DYAK	LOC6736067|XP_039147397.1|DSIM
OG0006124	LOC6538746|XP_002099261.1|DYAK	LOC6729381|XP_002104696.1|DSIM
OG0006125	LOC6533929|XP_015050337.1|DYAK	LOC6737872|XP_016031643.1|DSIM
OG0006126	LOC6533302|XP_002094028.1|DYAK	LOC6737118|XP_016030746.1|DSIM
OG0006127	LOC6534466|XP_002095143.1|DYAK	LOC27206299|XP_016031961.1|DSIM
OG0006128	LOC6539577|XP_002086465.2|DYAK	LOC27207250|XP_016031979.1|DSIM
OG0006129	LOC6534179|XP_002094862.1|DYAK	LOC6738119|XP_002084932.1|DSIM
OG0006130	LOC6539551|XP_002086437.1|DYAK	LOC6738165|XP_002084978.1|DSIM
OG0006131	LOC6534495|XP_002095172.1|DYAK	LOC6738162|XP_002084975.1|DSIM
OG0006132	LOC6539581|XP_002086469.1|DYAK	LOC6738154|XP_002084967.1|DSIM
OG0006133	LOC6539552|XP_002086439.1|DYAK	LOC6738166|XP_016031998.1|DSIM
OG0006134	LOC6534174|XP_015050491.1|DYAK	LOC6738114|XP_016031947.1|DSIM
OG0006135	LOC26536082|XP_039229513.1|DYAK	LOC6738164|XP_039149338.1|DSIM
OG0006136	LOC6533930|XP_002094630.1|DYAK	LOC6737873|XP_002084701.1|DSIM
OG0006137	LOC6534147|XP_002094831.1|DYAK	LOC27206298|XP_016031906.1|DSIM
OG0006138	LOC6528557|XP_002089601.1|DYAK	LOC6739330|XP_002076238.1|DSIM
OG0006139	LOC6528667|XP_002089709.1|DYAK	LOC27207771|XP_016026583.1|DSIM
OG0006140	LOC6532032|XP_002092809.2|DYAK	LOC27207253|XP_016029453.1|DSIM
OG0006141	LOC6531378|XP_039228862.1|DYAK	LOC6734799|XP_039148695.1|DSIM
OG0006142	LOC6534988|XP_002095658.3|DYAK	LOC6738644|XP_002085446.3|DSIM
OG0006143	LOC6533962|XP_015050359.1|DYAK	LOC6737903|XP_002084731.1|DSIM
OG0006144	LOC6534064|XP_002094750.1|DYAK	LOC6738000|XP_016031795.1|DSIM
OG0006145	LOC6534874|XP_002095546.1|DYAK	LOC6738760|XP_002085560.1|DSIM
OG0006146	LOC6527710|XP_002088794.2|DYAK	LOC6731496|XP_002078645.2|DSIM
OG0006147	LOC6536345|XP_002096927.1|DYAK	LOC6728805|XP_016035494.1|DSIM
OG0006148	LOC6539411|XP_039229459.1|DYAK	LOC6738826|XP_002085626.2|DSIM
OG0006149	LOC6533963|XP_002094663.1|DYAK	LOC6737904|XP_016031681.1|DSIM
OG0006150	LOC6533966|XP_002094664.1|DYAK	LOC6737906|XP_002084733.1|DSIM
OG0006151	LOC6527939|XP_015053844.1|DYAK	LOC6731711|XP_016024387.1|DSIM
OG0006152	LOC6538584|XP_002099106.1|DYAK	LOC6729546|XP_002104854.1|DSIM
OG0006153	LOC6531713|XP_002092503.1|DYAK	LOC6734842|XP_016028085.1|DSIM
OG0006154	LOC6538562|XP_002099084.1|DYAK	LOC6729565|XP_002104873.1|DSIM
OG0006155	LOC6536349|XP_002096931.1|DYAK	LOC6728800|XP_016035486.1|DSIM
OG0006156	LOC6536284|XP_002096870.2|DYAK	LOC27207382|XP_016035565.1|DSIM
OG0006157	LOC6531944|XP_002092730.1|DYAK	LOC6735981|XP_002082890.1|DSIM
OG0006158	LOC6533862|XP_002094562.2|DYAK	LOC6737791|XP_016031566.1|DSIM
OG0006159	LOC6530388|XP_002091314.1|DYAK	LOC6734486|XP_016027610.1|DSIM
OG0006160	LOC6531945|XP_002092731.1|DYAK	LOC6735982|XP_016029345.1|DSIM
OG0006161	LOC6528744|XP_039227380.1|DYAK	LOC6733703|XP_016026669.1|DSIM
OG0006162	LOC120320434|XP_002099578.1|DYAK	LOC27207956|XP_039152076.1|DSIM
OG0006163	LOC6530381|XP_002091307.1|DYAK	LOC6734476|XP_002081495.1|DSIM
OG0006165	LOC6534586|XP_002095262.1|DYAK	LOC6739058|XP_002085852.1|DSIM
OG0006165	LOC26535395|XP_039230947.1|DYAK	LOC6739019|XP_002085814.1|DSIM
OG0006166	LOC6527869|XP_002088941.1|DYAK	LOC6731642|XP_016024326.1|DSIM
OG0006167	LOC6530623|XP_002091536.1|DYAK	LOC6735563|XP_016028898.1|DSIM
OG0006168	LOC6525497|XP_002101332.1|DYAK	LOC6725234|XP_002106256.2|DSIM
OG0006169	LOC6524164|XP_002100027.1|DYAK	LOC27209386|XP_016038143.1|DSIM
OG0006170	LOC6530649|XP_002091547.1|DYAK	LOC6735532|XP_016028884.1|DSIM
OG0006171	LOC6534358|XP_002095036.1|DYAK	LOC6738432|XP_002085241.1|DSIM
OG0006171	LOC6536472|XP_002097053.2|DYAK	LOC6728689|XP_002104025.3|DSIM
OG0006172	LOC6533340|XP_002094066.1|DYAK	LOC6737155|XP_002084002.1|DSIM
OG0006172	LOC6533341|XP_002094067.1|DYAK	LOC6737156|XP_002084003.2|DSIM
OG0006173	LOC6526417|XP_002087536.1|DYAK	LOC6730568|XP_016023014.1|DSIM
OG0006173	LOC6526416|XP_002087535.1|DYAK	LOC27207090|XP_016023013.1|DSIM
OG0006174	LOC6534215|XP_039230080.1|DYAK, LOC6534214|XP_002094896.1|DYAK	LOC6738568|XP_002085373.2|DSIM, LOC6738570|XP_039149467.1|DSIM
OG0006175	LOC6530705|XP_002091596.1|DYAK	LOC120284326|XP_039147229.1|DSIM
OG0006176	LOC6539832|XP_002086715.1|DYAK	LOC6727526|XP_016034102.1|DSIM
OG0006177	LOC26534898|XP_015049977.1|DYAK	LOC27207379|XP_016030899.1|DSIM
OG0006178	LOC6531751|XP_002092541.1|DYAK	LOC27206967|XP_016029182.1|DSIM
OG0006178	LOC6531749|XP_002092539.1|DYAK	LOC27206316|XP_016029180.1|DSIM
OG0006179	LOC6537557|XP_002098103.1|DYAK	LOC6726910|XP_002102312.1|DSIM
OG0006179	LOC6537558|XP_002098104.1|DYAK	LOC6726911|XP_002102313.1|DSIM
OG0006181	LOC6535653|XP_002096281.2|DYAK	LOC6727485|XP_016034076.1|DSIM
OG0006182	LOC6537773|XP_002098314.1|DYAK	LOC6729127|XP_002104448.1|DSIM
OG0006183	LOC6537026|XP_002097593.2|DYAK	LOC6728157|XP_016034768.1|DSIM
OG0006184	LOC6537655|XP_002098200.1|DYAK	LOC6729013|XP_002104334.1|DSIM
OG0006185	LOC6537200|XP_002097758.1|DYAK	LOC6727984|XP_002103336.1|DSIM
OG0006186	LOC6537662|XP_002098207.1|DYAK	LOC6729021|XP_002104342.1|DSIM
OG0006187	LOC6538851|XP_002099364.1|DYAK	LOC27208805|XP_016036948.1|DSIM
OG0006188	LOC6524073|XP_015045483.1|DYAK	LOC6725309|XP_016038369.1|DSIM
OG0006189	LOC6524074|XP_002099938.2|DYAK	LOC6725308|XP_016038367.1|DSIM
OG0006190	LOC6538638|XP_002099158.1|DYAK	LOC6729490|XP_002104800.1|DSIM
OG0006191	LOC6538276|XP_002098803.1|DYAK	LOC6739679|XP_016036573.1|DSIM
OG0006192	LOC6524089|XP_002099953.2|DYAK	LOC27206573|XP_016038384.1|DSIM
OG0006193	LOC6524706|XP_002100550.1|DYAK	LOC6725931|XP_002106915.2|DSIM
OG0006194	LOC6524946|XP_015045979.1|DYAK	LOC6740156|XP_016039605.1|DSIM
OG0006195	LOC6524784|XP_002100628.1|DYAK	LOC6725989|XP_016039359.1|DSIM
OG0006196	LOC6536413|XP_015047739.1|DYAK	LOC27206475|XP_016035407.1|DSIM
OG0006197	LOC6523716|XP_002099591.1|DYAK	LOC6724698|XP_016037260.1|DSIM
OG0006198	LOC6525735|XP_039227006.1|DYAK	LOC6726317|XP_039152775.1|DSIM
OG0006199	LOC6538626|XP_002099148.1|DYAK	LOC6729503|XP_002104811.2|DSIM
OG0006200	LOC6535423|XP_002096072.1|DYAK	LOC6727701|XP_002103063.1|DSIM
OG0006201	LOC6525778|XP_015046492.1|DYAK	LOC6726339|XP_039153954.1|DSIM
OG0006202	LOC6525777|XP_002101598.1|DYAK	LOC6726338|XP_002107298.1|DSIM
OG0006203	LOC6525642|XP_039233715.1|DYAK	LOC6726244|XP_039153732.1|DSIM
OG0006204	LOC6537281|XP_002097839.1|DYAK	LOC6728069|XP_002103421.1|DSIM
OG0006205	LOC6525915|XP_002101735.2|DYAK	LOC6740042|XP_016038677.1|DSIM
OG0006206	LOC6524903|XP_002100743.1|DYAK	LOC6739841|XP_016039503.1|DSIM
OG0006207	LOC6528146|XP_002089212.1|DYAK	LOC6731088|XP_016023608.1|DSIM
OG0006208	LOC6532202|XP_039229553.1|DYAK	LOC6736214|XP_002083109.2|DSIM
OG0006209	LOC6525316|XP_002101152.1|DYAK	LOC6725441|XP_016038527.1|DSIM
OG0006210	LOC6525254|XP_039233348.1|DYAK	LOC6725491|XP_039152815.1|DSIM
OG0006211	LOC6527663|XP_002088749.1|DYAK	LOC6731447|XP_002078598.1|DSIM
OG0006212	LOC6527662|XP_002088748.1|DYAK	LOC6731446|XP_002078597.1|DSIM
OG0006213	LOC6535254|XP_039232720.1|DYAK	LOC27206456|XP_016033136.1|DSIM
OG0006214	LOC6524957|XP_002100797.1|DYAK	LOC6726127|XP_016039627.1|DSIM
OG0006215	LOC6525373|XP_002101209.3|DYAK	LOC6725402|XP_016038469.1|DSIM
OG0006216	LOC6538334|XP_002098861.2|DYAK	LOC6729801|XP_016036487.1|DSIM
OG0006217	LOC6525692|XP_002101514.1|DYAK	LOC6726281|XP_002107242.1|DSIM
OG0006218	LOC6527554|XP_002088644.1|DYAK	LOC6732260|XP_016024930.1|DSIM
OG0006219	LOC6523939|XP_002099811.1|DYAK	LOC27207498|XP_016037691.1|DSIM
OG0006220	LOC6534286|XP_002094967.1|DYAK	LOC6738510|XP_002085316.3|DSIM
OG0006221	LOC6538989|XP_002099491.3|DYAK	LOC6730324|XP_002105606.1|DSIM
OG0006222	LOC6538987|XP_002099489.1|DYAK	LOC6730322|XP_002105604.1|DSIM
OG0006223	LOC6526090|XP_002101907.1|DYAK	LOC6740259|XP_016040167.1|DSIM
OG0006224	LOC6525917|XP_002101737.3|DYAK	LOC6725539|XP_039153937.1|DSIM
OG0006225	LOC6525500|XP_002101335.1|DYAK	LOC6725237|XP_039152394.1|DSIM
OG0006226	LOC6529346|XP_002090351.1|DYAK	LOC6733924|XP_016026972.1|DSIM
OG0006227	LOC6525044|XP_002100883.1|DYAK	LOC6725662|XP_002106668.2|DSIM
OG0006228	LOC6530932|XP_002091774.1|DYAK	LOC6739474|XP_016028616.1|DSIM
OG0006229	LOC6523760|XP_039232912.1|DYAK	LOC27208546|XP_016037402.1|DSIM
OG0006230	LOC6525582|XP_002101417.1|DYAK	LOC6726179|XP_016039709.1|DSIM
OG0006231	LOC6524657|XP_039233451.1|DYAK	LOC6725888|XP_016022708.1|DSIM
OG0006232	LOC6524907|XP_002100747.1|DYAK	LOC6726084|XP_016039527.1|DSIM
OG0006233	LOC6524909|XP_015045943.1|DYAK	LOC6740150|XP_002077031.1|DSIM
OG0006234	LOC6525584|XP_002101419.1|DYAK	LOC6726180|XP_002107156.1|DSIM
OG0006235	LOC6525888|XP_002101708.2|DYAK	LOC6726421|XP_002107378.3|DSIM
OG0006236	LOC6524782|XP_002100626.1|DYAK	LOC6725987|XP_016039358.1|DSIM
OG0006237	LOC6525912|XP_002101732.1|DYAK	LOC6739861|XP_002076753.1|DSIM
OG0006238	LOC6524970|XP_002100810.1|DYAK	LOC27207613|XP_016039655.1|DSIM
OG0006239	LOC6539105|XP_002086007.1|DYAK	LOC6740288|XP_002077166.1|DSIM
OG0006240	LOC6538004|XP_002098539.1|DYAK	LOC6730101|XP_002105394.1|DSIM
OG0006241	LOC6525585|XP_002101420.1|DYAK	LOC6726181|XP_002107157.1|DSIM
OG0006242	LOC6525549|XP_002101384.1|DYAK	LOC6725706|XP_002106709.2|DSIM
OG0006243	LOC6536424|XP_002097006.1|DYAK	LOC6728731|XP_016035402.1|DSIM
OG0006244	LOC6536340|XP_002096924.1|DYAK	LOC6728809|XP_002104143.1|DSIM
OG0006245	LOC6537749|XP_002098290.1|DYAK	LOC6729100|XP_002104421.2|DSIM
OG0006246	LOC6524334|XP_002100192.1|DYAK	LOC6725001|XP_016037953.1|DSIM
OG0006247	LOC6528490|XP_002089536.1|DYAK	LOC6733440|XP_016026388.1|DSIM
OG0006248	LOC6535823|XP_039232821.1|DYAK	LOC6727316|XP_002102703.1|DSIM
OG0006249	LOC6526817|XP_002087919.1|DYAK	LOC6730957|XP_002078120.2|DSIM
OG0006250	LOC6524847|XP_002100687.1|DYAK	LOC6726034|XP_016039420.1|DSIM
OG0006251	LOC6538348|XP_002098873.1|DYAK	LOC6729786|XP_002105091.1|DSIM
OG0006252	LOC6538347|XP_002098872.1|DYAK	LOC6729787|XP_016036475.1|DSIM
OG0006253	LOC6524335|XP_002100193.2|DYAK	LOC6725000|XP_039153989.1|DSIM
OG0006254	LOC6530327|XP_002091254.1|DYAK	LOC6732980|XP_016025662.1|DSIM
OG0006255	LOC6537805|XP_002098346.1|DYAK	LOC6729160|XP_002104481.1|DSIM
OG0006256	LOC6525589|XP_002101424.1|DYAK	LOC6726186|XP_002107162.1|DSIM
OG0006257	LOC6525934|XP_015046542.1|DYAK	LOC6725554|XP_016038692.1|DSIM
OG0006258	LOC6525317|XP_002101153.1|DYAK	LOC6727414|XP_039153133.1|DSIM
OG0006259	LOC6537371|XP_002097927.1|DYAK	LOC6728155|XP_039151467.1|DSIM
OG0006260	LOC6525933|XP_002101753.1|DYAK	LOC6725553|XP_002106564.1|DSIM
OG0006261	LOC6527345|XP_002088437.1|DYAK	LOC6732051|XP_002079183.1|DSIM
OG0006262	LOC6525978|XP_002101797.1|DYAK	LOC6725581|XP_002106591.1|DSIM
OG0006263	LOC6524122|XP_002099986.1|DYAK	LOC6725184|XP_016038212.1|DSIM
OG0006264	LOC6524479|XP_039229953.1|DYAK	LOC6739935|XP_016037741.1|DSIM
OG0006265	LOC6531471|XP_002092270.1|DYAK	LOC6734713|XP_002081720.1|DSIM
OG0006266	LOC6524481|XP_002100338.1|DYAK	LOC6724900|XP_002105938.2|DSIM
OG0006267	LOC6524616|XP_039233544.1|DYAK	LOC6725870|XP_016039194.1|DSIM
OG0006268	LOC6531624|XP_002092421.1|DYAK	LOC6735702|XP_002082618.1|DSIM
OG0006269	LOC6536335|XP_002096919.1|DYAK	LOC6728815|XP_002104149.1|DSIM
OG0006270	LOC6525969|XP_002101788.1|DYAK	LOC6725573|XP_002106583.1|DSIM
OG0006271	LOC6536522|XP_002097098.1|DYAK	LOC6728642|XP_002103983.2|DSIM
OG0006272	LOC6524649|XP_002100506.1|DYAK	LOC6725885|XP_016039255.1|DSIM
OG0006273	LOC6528329|XP_002089382.1|DYAK	LOC6733274|XP_002080337.1|DSIM
OG0006274	LOC6524602|XP_002100459.1|DYAK	LOC6725855|XP_016039181.1|DSIM
OG0006275	LOC6524368|XP_002100226.1|DYAK	LOC27209234|XP_016037920.1|DSIM
OG0006276	LOC6532231|XP_002093004.1|DYAK	LOC6734421|XP_002081441.2|DSIM
OG0006277	LOC6539835|XP_039231552.1|DYAK	LOC6727182|XP_002102574.1|DSIM
OG0006278	LOC6525687|XP_002101509.2|DYAK	LOC6740179|XP_016039787.1|DSIM
OG0006279	LOC6525525|XP_039230195.1|DYAK	LOC6725732|XP_016039008.1|DSIM
OG0006280	LOC6526218|XP_039231732.1|DYAK	LOC6726631|XP_016040356.1|DSIM
OG0006281	LOC6526220|XP_002102029.1|DYAK	LOC6726630|XP_002107579.1|DSIM
OG0006282	LOC6525128|XP_039233774.1|DYAK	LOC6726486|XP_039153738.1|DSIM
OG0006283	LOC6537932|XP_002098472.1|DYAK	LOC6729278|XP_002104598.1|DSIM
OG0006284	LOC6539511|XP_002086399.2|DYAK	LOC6738263|XP_002085074.1|DSIM
OG0006285	LOC6535296|XP_002095952.1|DYAK	LOC6726695|XP_002102106.1|DSIM
OG0006286	LOC6535554|XP_002096183.3|DYAK	LOC6727574|XP_002102953.1|DSIM
OG0006287	LOC6525528|XP_002101363.1|DYAK	LOC6725729|XP_039153832.1|DSIM
OG0006288	LOC6538943|XP_002099447.1|DYAK	LOC6730276|XP_039151932.1|DSIM
OG0006289	LOC6535587|XP_002096215.1|DYAK	LOC6727545|XP_002102925.1|DSIM
OG0006290	LOC6525267|XP_015046193.1|DYAK	LOC6725483|XP_016038603.1|DSIM
OG0006291	LOC6527448|XP_002088540.1|DYAK	LOC6732157|XP_002079289.1|DSIM
OG0006292	LOC6524503|XP_015045729.1|DYAK	LOC6725780|XP_039152323.1|DSIM
OG0006293	LOC6532390|XP_002093141.1|DYAK	LOC6736359|XP_002083235.1|DSIM
OG0006294	LOC6524707|XP_039233778.1|DYAK	LOC6725932|XP_016039285.1|DSIM
OG0006295	LOC6524087|XP_002099951.3|DYAK	LOC27208986|XP_039153668.1|DSIM
OG0006296	LOC6525209|XP_039231375.1|DYAK	LOC6740229|XP_016039995.1|DSIM
OG0006297	LOC6525702|XP_015046430.1|DYAK	LOC6726270|XP_016039821.1|DSIM
OG0006298	LOC6524709|XP_002100553.1|DYAK	LOC6725933|XP_039153977.1|DSIM
OG0006299	LOC6524300|XP_015045595.1|DYAK	LOC6725036|XP_039153884.1|DSIM
OG0006300	LOC6524374|XP_015045636.1|DYAK	LOC6724970|XP_016037914.1|DSIM
OG0006301	LOC6525104|XP_002100943.1|DYAK	LOC27209022|XP_039153538.1|DSIM
OG0006302	LOC6525079|XP_015046085.1|DYAK	LOC27207933|XP_039152416.1|DSIM
OG0006303	LOC6530179|XP_002091119.2|DYAK	LOC6734094|XP_016027098.1|DSIM
OG0006304	LOC6538138|XP_002098673.3|DYAK	LOC6729957|XP_016036721.2|DSIM
OG0006305	LOC6538135|XP_002098670.1|DYAK	LOC6729961|XP_016036726.1|DSIM
OG0006306	LOC26534501|XP_039231576.1|DYAK	LOC27206430|XP_039150580.1|DSIM
OG0006307	LOC6539055|XP_002099557.3|DYAK	LOC6730382|XP_039151054.1|DSIM
OG0006308	LOC6525600|XP_002101435.1|DYAK	LOC6726199|XP_002107174.1|DSIM
OG0006309	LOC6525572|XP_015046372.1|DYAK	LOC6740172|XP_016039695.1|DSIM
OG0006310	LOC6537536|XP_002098082.1|DYAK	LOC6726886|XP_002102288.1|DSIM
OG0006311	LOC6525359|XP_002101195.2|DYAK	LOC27209151|XP_016038490.1|DSIM
OG0006312	LOC6525360|XP_002101196.1|DYAK	LOC6725413|XP_016038489.1|DSIM
OG0006313	LOC6525382|XP_002101218.1|DYAK	LOC6725397|XP_002106413.1|DSIM
OG0006314	LOC6524883|XP_002100723.1|DYAK	LOC6726072|XP_039153293.1|DSIM
OG0006315	LOC6538974|XP_015049145.1|DYAK	LOC6730309|XP_016037073.1|DSIM
OG0006316	LOC6526214|XP_002102023.1|DYAK	LOC6726622|XP_016040315.1|DSIM
OG0006317	LOC6525408|XP_002101243.1|DYAK	LOC6725378|XP_016038436.1|DSIM
OG0006318	LOC6525203|XP_002101041.1|DYAK	LOC27208335|XP_039152341.1|DSIM
OG0006319	LOC6528816|XP_002089848.1|DYAK	LOC6733773|XP_016026727.1|DSIM
OG0006320	LOC6525948|XP_002101768.1|DYAK	LOC6725567|XP_016038711.1|DSIM
OG0006321	LOC6525233|XP_002101071.1|DYAK	LOC6725505|XP_002106519.2|DSIM
OG0006322	LOC6525898|XP_002101718.1|DYAK	LOC6725524|XP_016038659.2|DSIM
OG0006323	LOC6524898|XP_002100738.1|DYAK	LOC6739839|XP_002076733.1|DSIM
OG0006324	LOC6524445|XP_002100303.2|DYAK	LOC6724922|XP_039152514.1|DSIM
OG0006325	LOC6535861|XP_002096480.1|DYAK	LOC6727273|XP_002102662.2|DSIM
OG0006326	LOC6539573|XP_002086461.2|DYAK	LOC6738146|XP_002084959.1|DSIM
OG0006327	LOC6538306|XP_002098833.1|DYAK	LOC6729825|XP_002105128.1|DSIM
OG0006328	LOC6537812|XP_015048527.1|DYAK	LOC6729168|XP_016035813.1|DSIM
OG0006329	LOC6524588|XP_002100445.1|DYAK	LOC6725844|XP_039152571.1|DSIM
OG0006330	LOC6538624|XP_002099146.1|DYAK	LOC6729505|XP_016036178.1|DSIM
OG0006331	LOC6525641|XP_002101463.2|DYAK	LOC6726243|XP_039153736.1|DSIM
OG0006332	LOC6524567|XP_039226340.1|DYAK	LOC6725821|XP_039152300.1|DSIM
OG0006333	LOC6524629|XP_002100486.3|DYAK	LOC6725875|XP_039153973.1|DSIM
OG0006334	LOC6524085|XP_002099949.1|DYAK	LOC6740005|XP_016038381.1|DSIM
OG0006335	LOC6537847|XP_002098388.1|DYAK	LOC6729196|XP_002104517.1|DSIM
OG0006336	LOC6526043|XP_002101860.1|DYAK	LOC6725621|XP_002106628.1|DSIM
OG0006337	LOC6525061|XP_002100900.1|DYAK	LOC6740076|XP_002076958.1|DSIM
OG0006338	LOC6535288|XP_002095944.1|DYAK	LOC6726686|XP_002102097.2|DSIM
OG0006339	LOC6524893|XP_002100733.1|DYAK	LOC6739837|XP_016039489.1|DSIM
OG0006340	LOC6526061|XP_002101878.1|DYAK	LOC6726506|XP_016040151.1|DSIM
OG0006341	LOC6525946|XP_002101766.2|DYAK	LOC6740047|XP_016038707.1|DSIM
OG0006342	LOC6525944|XP_039229319.1|DYAK	LOC6725566|XP_016038704.1|DSIM
OG0006343	LOC6525942|XP_002101762.1|DYAK	LOC27206391|XP_039152889.1|DSIM
OG0006344	LOC6525592|XP_002101427.1|DYAK	LOC6726189|XP_039153194.1|DSIM
OG0006345	LOC6537775|XP_039231727.1|DYAK	LOC6729129|XP_039151021.1|DSIM
OG0006346	LOC6538072|XP_002098607.1|DYAK	LOC6730030|XP_002105323.1|DSIM
OG0006347	LOC6538750|XP_015049009.1|DYAK	LOC6729377|XP_016036019.1|DSIM
OG0006348	LOC6524357|XP_002100215.1|DYAK	LOC27207232|XP_039152454.1|DSIM
OG0006349	LOC6524484|XP_039229956.1|DYAK	LOC6724897|XP_016037733.1|DSIM
OG0006350	LOC6538019|XP_002098554.1|DYAK	LOC6730085|XP_002105378.1|DSIM
OG0006351	LOC6525131|XP_002100969.1|DYAK	LOC6726474|XP_016040096.1|DSIM
OG0006352	LOC6530451|XP_002091367.1|DYAK	LOC6734549|XP_002081558.1|DSIM
OG0006353	LOC6538842|XP_002099355.1|DYAK	LOC6730182|XP_016036940.1|DSIM
OG0006354	LOC6537800|XP_002098341.2|DYAK	LOC6729153|XP_016035801.1|DSIM
OG0006355	LOC6525930|XP_002101750.2|DYAK	LOC6725550|XP_016038688.2|DSIM
OG0006356	LOC6524458|XP_002100315.1|DYAK	LOC6724913|XP_002105951.2|DSIM
OG0006357	LOC6525698|XP_039226462.1|DYAK	LOC6726275|XP_016039805.1|DSIM
OG0006358	LOC6532407|XP_002093158.3|DYAK	LOC6739598|XP_002076498.3|DSIM
OG0006359	LOC6537197|XP_002097755.1|DYAK	LOC6727981|XP_002103333.1|DSIM
OG0006360	LOC6524006|XP_015045428.1|DYAK	LOC6725266|XP_016038274.1|DSIM
OG0006361	LOC6536151|XP_002096752.1|DYAK, LOC26534953|XP_039231750.1|DYAK	LOC6726987|XP_002102388.1|DSIM
OG0006362	LOC6524392|XP_002100250.1|DYAK	LOC27208862|XP_016037882.1|DSIM
OG0006363	LOC6525878|XP_015046527.1|DYAK	LOC6726410|XP_039152308.1|DSIM
OG0006364	LOC6527353|XP_002088445.2|DYAK	LOC6732060|XP_002079192.1|DSIM
OG0006365	LOC6526107|XP_002101924.1|DYAK	LOC6726541|XP_002107496.1|DSIM
OG0006366	LOC6526103|XP_039231059.1|DYAK	LOC6726535|XP_039152871.1|DSIM
OG0006367	LOC6525909|XP_002101729.1|DYAK	LOC6725537|XP_016038676.2|DSIM
OG0006368	LOC6538906|XP_015049094.1|DYAK	LOC6730243|XP_016036998.1|DSIM
OG0006369	LOC6538908|XP_039232380.1|DYAK	LOC6730247|XP_016037002.1|DSIM
OG0006370	LOC6525846|XP_002101666.1|DYAK	LOC6726383|XP_039152809.1|DSIM
OG0006371	LOC6538941|XP_002099445.1|DYAK	LOC6739791|XP_002076684.1|DSIM
OG0006372	LOC6538313|XP_002098840.1|DYAK	LOC27206673|XP_039151754.1|DSIM
OG0006373	LOC6525282|XP_015046206.1|DYAK	LOC6725468|XP_016038580.1|DSIM
OG0006374	LOC6525362|XP_002101198.1|DYAK	LOC6725411|XP_016038488.1|DSIM
OG0006375	LOC6524825|XP_002100667.1|DYAK	LOC6726024|XP_016039401.1|DSIM
OG0006376	LOC6525908|XP_002101728.1|DYAK	LOC6725536|XP_016038674.1|DSIM
OG0006377	LOC6525822|XP_002101642.1|DYAK	LOC6740203|XP_002077083.1|DSIM
OG0006378	LOC6538013|XP_039232256.1|DYAK	LOC6730091|XP_016036855.1|DSIM
OG0006379	LOC6524775|XP_002100619.1|DYAK	LOC6725979|XP_016039353.1|DSIM
OG0006380	LOC6524230|XP_002100093.1|DYAK	LOC6725103|XP_002106129.1|DSIM
OG0006381	LOC6524703|XP_002100547.2|DYAK	LOC6725929|XP_039153925.1|DSIM
OG0006382	LOC6524561|XP_002100418.1|DYAK	LOC6740104|XP_002076986.1|DSIM
OG0006383	LOC6524584|XP_039230903.1|DYAK	LOC6725841|XP_039152578.1|DSIM
OG0006384	LOC6524583|XP_002100440.1|DYAK	LOC6725840|XP_016039162.1|DSIM
OG0006385	LOC6537801|XP_002098342.1|DYAK	LOC6729155|XP_002104476.2|DSIM
OG0006386	LOC6527055|XP_002088148.1|DYAK	LOC6731248|XP_002078407.1|DSIM
OG0006387	LOC6538881|XP_002099385.1|DYAK	LOC6730218|XP_002105501.1|DSIM
OG0006388	LOC6524083|XP_002099947.3|DYAK	LOC6725319|XP_039153642.1|DSIM
OG0006389	LOC6524084|XP_002099948.1|DYAK	LOC6725320|XP_002106337.1|DSIM
OG0006390	LOC6535532|XP_002096161.1|DYAK	LOC6727591|XP_016034187.1|DSIM
OG0006391	LOC6536924|XP_002097493.1|DYAK	LOC6728253|XP_002103602.1|DSIM
OG0006392	LOC6524118|XP_002099982.1|DYAK	LOC6725189|XP_002106213.2|DSIM
OG0006393	LOC6528922|XP_002089954.1|DYAK	LOC6732507|XP_002079627.1|DSIM
OG0006394	LOC6535431|XP_002096080.1|DYAK	LOC6727692|XP_002103054.1|DSIM
OG0006395	LOC6536334|XP_002096918.1|DYAK	LOC6728816|XP_002104150.1|DSIM
OG0006396	LOC6525144|XP_002100982.1|DYAK	LOC6726469|XP_002107426.1|DSIM
OG0006397	LOC6524284|XP_039230142.1|DYAK	LOC6725051|XP_002106079.1|DSIM
OG0006398	LOC6524016|XP_002099888.1|DYAK	LOC6725273|XP_016038284.1|DSIM
OG0006399	LOC6524827|XP_002100669.1|DYAK	LOC6740139|XP_016039402.1|DSIM
OG0006400	LOC6524826|XP_002100668.1|DYAK	LOC6740140|XP_016039404.2|DSIM
OG0006401	LOC6535033|XP_002095699.2|DYAK	LOC6738607|XP_016032451.1|DSIM
OG0006402	LOC6535889|XP_002096505.1|DYAK	LOC6727238|XP_002102630.1|DSIM
OG0006403	LOC120321927|XP_039232129.1|DYAK	LOC6727244|XP_002102636.1|DSIM
OG0006404	LOC6537394|XP_002097950.1|DYAK	LOC6728472|XP_016035117.1|DSIM
OG0006405	LOC6533995|XP_039229970.1|DYAK	LOC6737938|XP_016031694.1|DSIM
OG0006406	LOC6538112|XP_002098647.1|DYAK	LOC6729991|XP_002105285.1|DSIM
