Orthogroup	DYAK.longest_only	DPSE.longest_only
OG0006259	LOC6537371|XP_002097927.1|DYAK	LOC4801647|XP_001358700.2|DPSE
OG0006260	LOC6525933|XP_002101753.1|DYAK	LOC4815233|XP_001354734.2|DPSE
OG0006261	LOC6527345|XP_002088437.1|DYAK	LOC4817796|XP_033235975.1|DPSE
OG0006262	LOC6525978|XP_002101797.1|DYAK	LOC4814394|XP_001354420.3|DPSE
OG0006263	LOC6524122|XP_002099986.1|DYAK	LOC4814726|XP_001354541.1|DPSE
OG0006264	LOC6524479|XP_039229953.1|DYAK	LOC6901162|XP_015041432.2|DPSE
OG0006265	LOC6531471|XP_002092270.1|DYAK	LOC4803873|XP_001360522.2|DPSE
OG0006266	LOC6524481|XP_002100338.1|DYAK	LOC4814608|XP_033240728.1|DPSE
OG0006267	LOC6524616|XP_039233544.1|DYAK	LOC4814838|XP_015041610.2|DPSE
OG0006268	LOC6531624|XP_002092421.1|DYAK	LOC4804458|XP_001361017.3|DPSE
OG0006269	LOC6536335|XP_002096919.1|DYAK	LOC4800352|XP_001357562.2|DPSE
OG0006270	LOC6525969|XP_002101788.1|DYAK	LOC6901072|XP_002134551.1|DPSE
OG0006271	LOC6536522|XP_002097098.1|DYAK	LOC4801021|XP_001358191.2|DPSE
OG0006272	LOC6524649|XP_002100506.1|DYAK	LOC4814676|XP_015041493.2|DPSE
OG0006273	LOC6528329|XP_002089382.1|DYAK	LOC4803413|XP_001360160.1|DPSE
OG0006274	LOC6524602|XP_002100459.1|DYAK	LOC4815724|XP_001355531.4|DPSE
OG0006275	LOC6524368|XP_002100226.1|DYAK	LOC4815090|XP_001354643.3|DPSE
OG0006276	LOC6532231|XP_002093004.1|DYAK	LOC4814136|XP_033238481.1|DPSE
OG0006277	LOC6539835|XP_039231552.1|DYAK	LOC6897155|XP_015037205.2|DPSE
OG0006278	LOC6525687|XP_002101509.2|DYAK	LOC4816093|XP_001355726.4|DPSE
OG0006279	LOC6525525|XP_039230195.1|DYAK	LOC4814444|XP_033238032.1|DPSE
OG0006280	LOC6526218|XP_039231732.1|DYAK	LOC6901882|XP_015040930.2|DPSE
OG0006281	LOC6526220|XP_002102029.1|DYAK	LOC4815455|XP_033237587.1|DPSE
OG0006282	LOC6525128|XP_039233774.1|DYAK	LOC4814597|XP_001354955.4|DPSE
OG0006283	LOC6537932|XP_002098472.1|DYAK	LOC4801562|XP_001358634.3|DPSE
OG0006284	LOC6539511|XP_002086399.2|DYAK	LOC4812239|XP_001352539.2|DPSE
OG0006285	LOC6535296|XP_002095952.1|DYAK	LOC4802732|XP_001359595.3|DPSE
OG0006286	LOC6535554|XP_002096183.3|DYAK	LOC4801455|XP_001358549.4|DPSE
OG0006287	LOC6525528|XP_002101363.1|DYAK	LOC4815165|XP_001354808.1|DPSE
OG0006288	LOC6538943|XP_002099447.1|DYAK	LOC6896687|XP_002136901.2|DPSE
OG0006289	LOC6535587|XP_002096215.1|DYAK	LOC4801431|XP_001358526.2|DPSE
OG0006290	LOC6525267|XP_015046193.1|DYAK	LOC4815377|XP_001354985.2|DPSE
OG0006291	LOC6527448|XP_002088540.1|DYAK	LOC4816569|XP_001355916.1|DPSE
OG0006292	LOC6524503|XP_015045729.1|DYAK	LOC4815462|XP_033237570.1|DPSE
OG0006293	LOC6532390|XP_002093141.1|DYAK	LOC4813625|XP_001353650.3|DPSE
OG0006294	LOC6524707|XP_039233778.1|DYAK	LOC6901629|XP_015041906.2|DPSE
OG0006295	LOC6524087|XP_002099951.3|DYAK	LOC4816023|XP_001355717.2|DPSE
OG0006296	LOC6525209|XP_039231375.1|DYAK	LOC4814634|XP_001355013.2|DPSE
OG0006297	LOC6525702|XP_015046430.1|DYAK	LOC6901911|XP_015040996.2|DPSE
OG0006298	LOC6524709|XP_002100553.1|DYAK	LOC4815050|XP_001355020.3|DPSE
OG0006299	LOC6524300|XP_015045595.1|DYAK	LOC6901632|XP_015041908.2|DPSE
OG0006300	LOC6524374|XP_015045636.1|DYAK	LOC4815007|XP_001354637.3|DPSE
OG0006301	LOC6525104|XP_002100943.1|DYAK	LOC4814681|XP_001354943.3|DPSE
OG0006302	LOC6525079|XP_015046085.1|DYAK	LOC4814692|XP_033237999.1|DPSE
OG0006303	LOC6530179|XP_002091119.2|DYAK	LOC6898043|XP_002138131.2|DPSE
OG0006304	LOC6538138|XP_002098673.3|DYAK	LOC6896832|XP_002137035.3|DPSE
OG0006305	LOC6538135|XP_002098670.1|DYAK	LOC4800621|XP_033240324.1|DPSE
OG0006306	LOC26534501|XP_039231576.1|DYAK	LOC4802125|XP_033233101.1|DPSE
OG0006307	LOC6539055|XP_002099557.3|DYAK	LOC4801938|XP_001358955.5|DPSE
OG0006308	LOC6525600|XP_002101435.1|DYAK	LOC4814215|XP_001354335.2|DPSE
OG0006309	LOC6525572|XP_015046372.1|DYAK	LOC4815902|XP_001355597.3|DPSE
OG0006310	LOC6537536|XP_002098082.1|DYAK	LOC4801485|XP_001358568.4|DPSE
OG0006311	LOC6525359|XP_002101195.2|DYAK	LOC4815710|XP_001355550.4|DPSE
OG0006312	LOC6525360|XP_002101196.1|DYAK	LOC4815761|XP_001355549.3|DPSE
OG0006313	LOC6525382|XP_002101218.1|DYAK	LOC4815277|XP_001354527.3|DPSE
OG0006314	LOC6524883|XP_002100723.1|DYAK	LOC4811743|XP_001352315.2|DPSE
OG0006315	LOC6538974|XP_015049145.1|DYAK	LOC4800343|XP_003736198.2|DPSE
OG0006316	LOC6526214|XP_002102023.1|DYAK	LOC4816017|XP_001355289.1|DPSE
OG0006317	LOC6525408|XP_002101243.1|DYAK	LOC4814813|XP_001355157.1|DPSE
OG0006318	LOC6525203|XP_002101041.1|DYAK	LOC4814938|XP_033238185.1|DPSE
OG0006319	LOC6528816|XP_002089848.1|DYAK	LOC4804890|XP_001361378.2|DPSE
OG0006320	LOC6525948|XP_002101768.1|DYAK	LOC6901062|XP_002134541.1|DPSE
OG0006321	LOC6525233|XP_002101071.1|DYAK	LOC4815334|XP_001354927.3|DPSE
OG0006322	LOC6525898|XP_002101718.1|DYAK	LOC6901209|XP_002133910.2|DPSE
OG0006323	LOC6524898|XP_002100738.1|DYAK	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE
OG0006324	LOC6524445|XP_002100303.2|DYAK	LOC6901954|XP_002133488.2|DPSE
OG0006325	LOC6535861|XP_002096480.1|DYAK	LOC4801547|XP_001358619.3|DPSE
OG0006326	LOC6539573|XP_002086461.2|DYAK	LOC4813844|XP_001353156.3|DPSE
OG0006327	LOC6538306|XP_002098833.1|DYAK	LOC4801142|XP_001358281.3|DPSE
OG0006328	LOC6537812|XP_015048527.1|DYAK	LOC6896965|XP_033232750.1|DPSE
OG0006329	LOC6524588|XP_002100445.1|DYAK	LOC4815727|XP_001355273.3|DPSE
OG0006330	LOC6538624|XP_002099146.1|DYAK	LOC4801378|XP_015037212.2|DPSE
OG0006331	LOC6525641|XP_002101463.2|DYAK	LOC4814930|XP_001355081.4|DPSE
OG0006332	LOC6524567|XP_039226340.1|DYAK	LOC4814442|XP_001354836.3|DPSE
OG0006333	LOC6524629|XP_002100486.3|DYAK	LOC4815225|XP_001354726.4|DPSE
OG0006334	LOC6524085|XP_002099949.1|DYAK	LOC6902307|XP_002133834.1|DPSE
OG0006335	LOC6537847|XP_002098388.1|DYAK	LOC6896823|XP_002137026.2|DPSE
OG0006336	LOC6526043|XP_002101860.1|DYAK	LOC4815285|XP_001354868.1|DPSE
OG0006337	LOC6525061|XP_002100900.1|DYAK	LOC4815247|XP_033238222.1|DPSE
OG0006338	LOC6535288|XP_002095944.1|DYAK	LOC4802740|XP_001359603.1|DPSE
OG0006339	LOC6524893|XP_002100733.1|DYAK	LOC6899606|XP_033237613.1|DPSE
OG0006340	LOC6526061|XP_002101878.1|DYAK	LOC6901573|XP_002134246.1|DPSE
OG0006341	LOC6525946|XP_002101766.2|DYAK	LOC4814317|XP_001354398.2|DPSE
OG0006342	LOC6525944|XP_039229319.1|DYAK	LOC4814256|XP_033239329.1|DPSE
OG0006343	LOC6525942|XP_002101762.1|DYAK	LOC6901056|XP_002134535.2|DPSE
OG0006344	LOC6525592|XP_002101427.1|DYAK	LOC4815499|XP_033239482.1|DPSE
OG0006345	LOC6537775|XP_039231727.1|DYAK	LOC4800705|XP_033232584.1|DPSE
OG0006346	LOC6538072|XP_002098607.1|DYAK	LOC4800463|XP_001357734.2|DPSE
OG0006347	LOC6538750|XP_015049009.1|DYAK	LOC6897317|XP_003736581.3|DPSE
OG0006348	LOC6524357|XP_002100215.1|DYAK	LOC6901267|XP_015041538.2|DPSE
OG0006349	LOC6524484|XP_039229956.1|DYAK	LOC6901160|XP_033240730.1|DPSE
OG0006350	LOC6538019|XP_002098554.1|DYAK	LOC6896781|XP_002136987.1|DPSE
OG0006351	LOC6525131|XP_002100969.1|DYAK	LOC4815284|XP_033241494.1|DPSE
OG0006352	LOC6530451|XP_002091367.1|DYAK	LOC4803656|XP_001360339.2|DPSE
OG0006353	LOC6538842|XP_002099355.1|DYAK	LOC4800415|XP_015038765.2|DPSE
OG0006354	LOC6537800|XP_002098341.2|DYAK	LOC4800936|XP_001358123.3|DPSE
OG0006355	LOC6525930|XP_002101750.2|DYAK	LOC4816052|XP_002133751.2|DPSE
OG0006356	LOC6524458|XP_002100315.1|DYAK	LOC4814934|XP_001354537.2|DPSE
OG0006357	LOC6525698|XP_039226462.1|DYAK	LOC6901910|XP_015040983.2|DPSE
OG0006358	LOC6532407|XP_002093158.3|DYAK	LOC4811942|XP_001352766.1|DPSE
OG0006359	LOC6537197|XP_002097755.1|DYAK	LOC4801526|XP_001358602.2|DPSE
OG0006360	LOC6524006|XP_015045428.1|DYAK	LOC4815063|XP_015042062.1|DPSE
OG0006361	LOC6536151|XP_002096752.1|DYAK, LOC26534953|XP_039231750.1|DYAK	LOC4802277|XP_001359229.3|DPSE
OG0006362	LOC6524392|XP_002100250.1|DYAK	LOC4814539|XP_001354967.1|DPSE
OG0006363	LOC6525878|XP_015046527.1|DYAK	LOC6901742|XP_015042095.2|DPSE
OG0006364	LOC6527353|XP_002088445.2|DYAK	LOC4817726|XP_033235972.1|DPSE
OG0006365	LOC6526107|XP_002101924.1|DYAK	LOC4815174|XP_001355043.3|DPSE
OG0006366	LOC6526103|XP_039231059.1|DYAK	LOC6901652|XP_033239800.1|DPSE
OG0006367	LOC6525909|XP_002101729.1|DYAK	LOC6902248|XP_002133775.2|DPSE
OG0006368	LOC6538906|XP_015049094.1|DYAK	LOC4800371|XP_015038600.2|DPSE
OG0006369	LOC6538908|XP_039232380.1|DYAK	LOC4800370|XP_015038540.2|DPSE
OG0006370	LOC6525846|XP_002101666.1|DYAK	LOC4814345|XP_001354378.1|DPSE
OG0006371	LOC6538941|XP_002099445.1|DYAK	LOC4800317|XP_001357591.2|DPSE
OG0006372	LOC6538313|XP_002098840.1|DYAK	LOC6899810|XP_002135725.1|DPSE
OG0006373	LOC6525282|XP_015046206.1|DYAK	LOC6901594|XP_015041850.2|DPSE
OG0006374	LOC6525362|XP_002101198.1|DYAK	LOC4815449|XP_001355547.2|DPSE
OG0006375	LOC6524825|XP_002100667.1|DYAK	LOC4815122|XP_001355204.3|DPSE
OG0006376	LOC6525908|XP_002101728.1|DYAK	LOC4815543|XP_001355668.3|DPSE
OG0006377	LOC6525822|XP_002101642.1|DYAK	LOC4814418|XP_001354390.1|DPSE
OG0006378	LOC6538013|XP_039232256.1|DYAK	LOC4800510|XP_001357775.3|DPSE
OG0006379	LOC6524775|XP_002100619.1|DYAK	LOC6902206|XP_002133733.2|DPSE
OG0006380	LOC6524230|XP_002100093.1|DYAK	LOC4815125|XP_001354687.2|DPSE
OG0006381	LOC6524703|XP_002100547.2|DYAK	LOC4815098|XP_001355017.2|DPSE
OG0006382	LOC6524561|XP_002100418.1|DYAK	LOC4815748|XP_001355677.3|DPSE
OG0006383	LOC6524584|XP_039230903.1|DYAK	LOC4815762|XP_033239006.1|DPSE
OG0006384	LOC6524583|XP_002100440.1|DYAK	LOC4815668|XP_001355270.2|DPSE
OG0006385	LOC6537801|XP_002098342.1|DYAK	LOC4800934|XP_001358121.2|DPSE
OG0006386	LOC6527055|XP_002088148.1|DYAK	LOC4816204|XP_001355786.1|DPSE
OG0006387	LOC6538881|XP_002099385.1|DYAK	LOC4800393|XP_001357678.4|DPSE
OG0006388	LOC6524083|XP_002099947.3|DYAK	LOC4815991|XP_001355714.4|DPSE
OG0006389	LOC6524084|XP_002099948.1|DYAK	LOC4815820|XP_001355715.4|DPSE
OG0006390	LOC6535532|XP_002096161.1|DYAK	LOC4802239|XP_015037691.1|DPSE
OG0006391	LOC6536924|XP_002097493.1|DYAK	LOC4801389|XP_001358490.3|DPSE
OG0006392	LOC6524118|XP_002099982.1|DYAK	LOC4814487|XP_001354544.4|DPSE
OG0006393	LOC6528922|XP_002089954.1|DYAK	LOC4817722|XP_001357124.4|DPSE
OG0006394	LOC6535431|XP_002096080.1|DYAK	LOC4800651|XP_001357884.1|DPSE
OG0006395	LOC6536334|XP_002096918.1|DYAK	LOC4800353|XP_001357561.1|DPSE
OG0006396	LOC6525144|XP_002100982.1|DYAK	LOC4814731|XP_001354571.3|DPSE
OG0006397	LOC6524284|XP_039230142.1|DYAK	LOC4815267|XP_001355164.3|DPSE
OG0006398	LOC6524016|XP_002099888.1|DYAK	LOC6901319|XP_002134020.2|DPSE
OG0006399	LOC6524827|XP_002100669.1|DYAK	LOC4815650|XP_033239496.1|DPSE
OG0006400	LOC6524826|XP_002100668.1|DYAK	LOC4815795|XP_001355275.3|DPSE
OG0006401	LOC6535033|XP_002095699.2|DYAK	LOC4813657|XP_001353486.3|DPSE
OG0006402	LOC6535889|XP_002096505.1|DYAK	LOC4802248|XP_001359207.2|DPSE
OG0006403	LOC120321927|XP_039232129.1|DYAK	LOC4803295|XP_001360059.2|DPSE
OG0006404	LOC6537394|XP_002097950.1|DYAK	LOC4802837|XP_001359673.4|DPSE
OG0006405	LOC6533995|XP_039229970.1|DYAK	LOC4813302|XP_001353593.3|DPSE
OG0006406	LOC6538112|XP_002098647.1|DYAK	LOC4801604|XP_001358671.2|DPSE
OG0006407	LOC6525274|XP_002101110.1|DYAK	LOC4815331|XP_001354981.3|DPSE
OG0006408	LOC6526059|XP_002101876.1|DYAK	LOC4815176|XP_001354938.1|DPSE
OG0006409	LOC6525533|XP_002101368.1|DYAK	LOC4815254|XP_001354755.2|DPSE
OG0006410	LOC6524986|XP_002100826.1|DYAK	LOC4815320|XP_001354512.2|DPSE
OG0006411	LOC6523985|XP_002099857.1|DYAK	LOC6901317|XP_033239448.1|DPSE
OG0006412	LOC6538364|XP_002098888.1|DYAK	LOC4801332|XP_001358444.2|DPSE
OG0006413	LOC6538362|XP_015048803.1|DYAK	LOC4801334|XP_015037190.2|DPSE
OG0006414	LOC6536250|XP_015047619.1|DYAK	LOC4801970|XP_001358983.2|DPSE
OG0006415	LOC6525977|XP_002101796.2|DYAK	LOC4814248|XP_001354419.3|DPSE
OG0006416	LOC6525440|XP_002101275.1|DYAK	LOC4814814|XP_001355146.2|DPSE
OG0006417	LOC6526648|XP_002087756.1|DYAK	LOC4816462|XP_001356150.2|DPSE
OG0006418	LOC6525597|XP_039229293.1|DYAK	LOC6901013|XP_033238151.1|DPSE
OG0006419	LOC6539010|XP_002099512.1|DYAK	LOC4800729|XP_001357949.2|DPSE
OG0006420	LOC6537938|XP_002098478.1|DYAK	LOC4801565|XP_001358639.2|DPSE
OG0006421	LOC6528124|XP_015054460.2|DYAK	LOC4816417|XP_001356077.3|DPSE
OG0006422	LOC6528118|XP_002089185.1|DYAK	LOC4818105|XP_001357229.1|DPSE
OG0006423	LOC6537743|XP_002098284.1|DYAK	LOC4801674|XP_001358724.3|DPSE
OG0006424	LOC6537744|XP_002098285.1|DYAK	LOC6897297|XP_002137456.2|DPSE
OG0006425	LOC6537741|XP_039232542.1|DYAK	LOC4801676|XP_001358726.3|DPSE
OG0006426	LOC6537740|XP_002098281.1|DYAK	LOC4801677|XP_001358727.2|DPSE
OG0006427	LOC6538237|XP_002098764.1|DYAK	LOC4800666|XP_001357898.2|DPSE
OG0006428	LOC6535873|XP_015047405.1|DYAK	LOC4801540|XP_015037306.2|DPSE
OG0006429	LOC6538795|XP_002099308.1|DYAK	LOC4801754|XP_001358795.2|DPSE
OG0006430	LOC6534764|XP_002095439.1|DYAK	LOC4812475|XP_001352992.1|DPSE
OG0006431	LOC6537991|XP_002098526.2|DYAK	LOC4800299|XP_001357648.2|DPSE
OG0006432	LOC6535643|XP_015047251.2|DYAK	LOC4801003|XP_001358177.3|DPSE
OG0006433	LOC6537949|XP_002098486.1|DYAK	LOC4801575|XP_001358645.3|DPSE
OG0006434	LOC6528002|XP_002089069.1|DYAK	LOC4811836|XP_001382214.2|DPSE
OG0006435	LOC6538291|XP_039232857.1|DYAK	LOC6897117|XP_015037111.2|DPSE
OG0006436	LOC6525587|XP_015046376.1|DYAK	LOC4816058|XP_001355587.2|DPSE
OG0006437	LOC6524630|XP_015045784.1|DYAK	LOC6901341|XP_015041591.1|DPSE
OG0006438	LOC6526306|XP_002087428.1|DYAK	LOC4817274|XP_001356436.2|DPSE
OG0006439	LOC6536714|XP_002097286.1|DYAK	LOC4800797|XP_001358008.1|DPSE
OG0006440	LOC6536715|XP_002097287.1|DYAK	LOC4800798|XP_001358009.3|DPSE
OG0006441	LOC6537556|XP_002098102.2|DYAK	LOC4801919|XP_001358937.3|DPSE
OG0006442	LOC6538665|XP_002099185.1|DYAK	LOC4800431|XP_001357709.3|DPSE
OG0006443	LOC6536149|XP_002096750.1|DYAK	LOC4802275|XP_001359227.1|DPSE
OG0006444	LOC6538833|XP_002099346.1|DYAK	LOC4800253|XP_001357643.1|DPSE
OG0006445	LOC6523839|XP_002099712.1|DYAK	LOC4815847|XP_001355582.2|DPSE
OG0006446	LOC6538574|XP_002099096.2|DYAK	LOC4811823|XP_001352378.4|DPSE
OG0006447	LOC6538581|XP_015048916.1|DYAK	LOC4811824|XP_001382205.4|DPSE
OG0006448	LOC6538759|XP_002099273.1|DYAK	LOC4801787|XP_001358824.1|DPSE
OG0006449	LOC6538762|XP_039231704.1|DYAK	LOC4801785|XP_001358822.4|DPSE
OG0006450	LOC6529459|XP_002090461.1|DYAK	LOC4817683|XP_001357069.2|DPSE
OG0006451	LOC6525225|XP_015046159.1|DYAK	LOC4815027|XP_033240930.1|DPSE
OG0006452	LOC6538606|XP_002099128.1|DYAK	LOC4802128|XP_033241712.1|DPSE
OG0006453	LOC6534319|XP_002094999.1|DYAK	LOC4813741|XP_001353786.2|DPSE
OG0006454	LOC6523864|XP_002099737.3|DYAK	LOC4814334|XP_001354494.3|DPSE
OG0006455	LOC6535267|XP_039231717.1|DYAK	LOC4802758|XP_033241148.1|DPSE
OG0006456	LOC6535270|XP_002095926.1|DYAK	LOC4802756|XP_001359617.2|DPSE
OG0006457	LOC6536955|XP_002097524.1|DYAK	LOC4801266|XP_001358387.3|DPSE
OG0006458	LOC6527983|XP_002089050.1|DYAK	LOC6899499|XP_002136033.3|DPSE, LOC4811722|XP_033235777.1|DPSE
OG0006459	LOC6537762|XP_002098303.1|DYAK	LOC4800617|XP_001357861.1|DPSE
OG0006460	LOC6538785|XP_002099298.1|DYAK	LOC4801763|XP_001358804.2|DPSE
OG0006461	LOC6535909|XP_002096525.1|DYAK	LOC4800851|XP_001358052.2|DPSE
OG0006462	LOC6537917|XP_002098457.3|DYAK	LOC4800569|XP_033232363.1|DPSE
OG0006463	LOC6537171|XP_015048178.1|DYAK	LOC4801255|XP_001358378.4|DPSE
OG0006464	LOC6534782|XP_039230615.1|DYAK	LOC4812261|XP_015044060.2|DPSE
OG0006465	LOC6524472|XP_002100329.2|DYAK	LOC4815521|XP_001355349.1|DPSE
OG0006466	LOC6524382|XP_002100240.2|DYAK	LOC4815793|XP_001355555.2|DPSE
OG0006467	LOC6535596|XP_002096224.1|DYAK	LOC4801345|XP_001358454.2|DPSE
OG0006468	LOC6538766|XP_002099280.1|DYAK	LOC4801782|XP_001358819.3|DPSE
OG0006469	LOC6525133|XP_002100971.1|DYAK	LOC6901537|XP_002134212.1|DPSE
OG0006470	LOC6534574|XP_002095250.2|DYAK	LOC4813194|XP_001353264.5|DPSE
OG0006471	LOC6538777|XP_002099291.3|DYAK	LOC4801771|XP_001358812.3|DPSE
OG0006472	LOC6538779|XP_002099293.1|DYAK	LOC4801770|XP_001358811.1|DPSE
OG0006473	LOC6533536|XP_015050129.1|DYAK	LOC4813356|XP_033241280.1|DPSE
OG0006474	LOC6531369|XP_002092172.1|DYAK	LOC4805682|XP_001362041.2|DPSE
OG0006475	LOC6537602|XP_002098148.2|DYAK	LOC4801880|XP_001358903.3|DPSE
OG0006476	LOC6524081|XP_039230631.1|DYAK	LOC4815638|XP_001355580.3|DPSE
OG0006477	LOC6524305|XP_039233142.1|DYAK	LOC4814981|XP_001355024.2|DPSE
OG0006478	LOC6538804|XP_002099317.2|DYAK	LOC4801745|XP_001358788.2|DPSE
OG0006479	LOC6538802|XP_039232712.1|DYAK	LOC4801746|XP_033236056.1|DPSE
OG0006480	LOC6528483|XP_002089529.3|DYAK	LOC4803634|XP_001360322.2|DPSE
OG0006481	LOC6527329|XP_002088421.1|DYAK	LOC4817358|XP_001356836.1|DPSE
OG0006482	LOC6538094|XP_002098628.3|DYAK	LOC6897083|XP_002137267.2|DPSE
OG0006483	LOC6538635|XP_002099155.1|DYAK	LOC4801287|XP_001358407.3|DPSE
OG0006484	LOC6538633|XP_039231649.1|DYAK	LOC4801285|XP_033234664.1|DPSE
OG0006485	LOC6536194|XP_002096785.1|DYAK	LOC4801806|XP_033232567.1|DPSE
OG0006486	LOC6536542|XP_015047809.1|DYAK	LOC4803227|XP_001360003.2|DPSE
OG0006487	LOC6536487|XP_002097065.1|DYAK	LOC4801054|XP_001358216.2|DPSE
OG0006488	LOC6532286|XP_002093046.1|DYAK	LOC4812977|XP_001353892.3|DPSE
OG0006489	LOC6538133|XP_002098668.1|DYAK	LOC4801698|XP_001358745.1|DPSE
OG0006490	LOC26535620|XP_039232333.1|DYAK	LOC6898001|XP_002138094.2|DPSE
OG0006491	LOC6529599|XP_002090593.1|DYAK	LOC4816991|XP_001356897.2|DPSE
OG0006492	LOC6537537|XP_002098083.1|DYAK	LOC4801484|XP_001358567.3|DPSE
OG0006493	LOC6525667|XP_002101489.1|DYAK	LOC4815217|XP_001354617.2|DPSE
OG0006494	LOC6524809|XP_039229430.1|DYAK	LOC6901809|XP_002134477.2|DPSE
OG0006495	LOC6524879|XP_039226533.1|DYAK	LOC26534064|XP_015035013.2|DPSE
OG0006496	LOC6538776|XP_002099290.1|DYAK	LOC4801772|XP_001358813.2|DPSE
OG0006497	LOC6536889|XP_002097458.1|DYAK	LOC4801412|XP_001358511.1|DPSE
OG0006498	LOC6536887|XP_002097456.1|DYAK	LOC6897184|XP_002137364.2|DPSE
OG0006499	LOC6538999|XP_039231048.1|DYAK	LOC6896886|XP_015038856.2|DPSE
OG0006500	LOC6527996|XP_002089063.2|DYAK	LOC4811826|XP_001382221.3|DPSE
OG0006501	LOC6538841|XP_002099354.1|DYAK	LOC4800416|XP_001357695.4|DPSE
OG0006502	LOC6538845|XP_015049072.2|DYAK	LOC4800412|XP_015038612.2|DPSE
OG0006503	LOC6538847|XP_002099360.2|DYAK	LOC4800410|XP_001357690.3|DPSE
OG0006504	LOC6538848|XP_002099361.1|DYAK	LOC6896743|XP_033241846.1|DPSE
OG0006505	LOC6538003|XP_002098538.1|DYAK	LOC4800994|XP_001358169.3|DPSE
OG0006506	LOC6532672|XP_002093416.1|DYAK	LOC4812721|XP_001353100.2|DPSE
OG0006507	LOC6535477|XP_015047170.2|DYAK	LOC6897829|XP_015038147.2|DPSE
OG0006508	LOC6535479|XP_002096110.1|DYAK	LOC6903724|XP_033232287.1|DPSE
OG0006509	LOC6526064|XP_039229765.1|DYAK	LOC4815356|XP_001354934.2|DPSE
OG0006510	LOC6536516|XP_002097093.1|DYAK	LOC4801026|XP_015038569.2|DPSE
OG0006511	LOC6536890|XP_002097459.2|DYAK	LOC6897183|XP_015037237.2|DPSE
OG0006512	LOC6535829|XP_002096450.1|DYAK	LOC6896950|XP_002137135.3|DPSE
OG0006513	LOC6536899|XP_015047991.1|DYAK	LOC4801406|XP_033233152.1|DPSE
OG0006514	LOC6538613|XP_002099135.1|DYAK	LOC4801370|XP_001358477.1|DPSE
OG0006515	LOC6535634|XP_002096262.2|DYAK	LOC4801841|XP_001358874.2|DPSE
OG0006516	LOC6538677|XP_039232070.1|DYAK	LOC4800442|XP_001357718.3|DPSE
OG0006517	LOC6538679|XP_002099198.1|DYAK	LOC4800446|XP_001357721.1|DPSE
OG0006518	LOC6538678|XP_039232053.1|DYAK	LOC4800443|XP_033236836.1|DPSE
OG0006519	LOC6538680|XP_002099199.2|DYAK	LOC4800447|XP_001357722.3|DPSE
OG0006520	LOC6538818|XP_002099331.1|DYAK	LOC4800275|XP_001357632.1|DPSE
OG0006521	LOC6537332|XP_002097889.1|DYAK	LOC4801616|XP_001358678.3|DPSE
OG0006522	LOC6538814|XP_002099327.1|DYAK	LOC6896714|XP_002136928.3|DPSE
OG0006523	LOC6537192|XP_002097750.1|DYAK	LOC4800691|XP_001357918.1|DPSE
OG0006524	LOC6527057|XP_002088150.1|DYAK	LOC4816118|XP_033236703.1|DPSE
OG0006525	LOC26535979|XP_039226088.1|DYAK	LOC4815605|XP_015041175.2|DPSE
OG0006526	LOC6537592|XP_039231844.1|DYAK	LOC4801889|XP_001358911.3|DPSE
OG0006527	LOC6537590|XP_002098136.1|DYAK	LOC4801890|XP_001358912.1|DPSE
OG0006528	LOC6537589|XP_002098135.1|DYAK	LOC4801891|XP_001358913.1|DPSE
OG0006529	LOC6537585|XP_002098131.2|DYAK	LOC4801893|XP_001358915.3|DPSE
OG0006530	LOC6537583|XP_002098129.1|DYAK	LOC4801895|XP_001358916.2|DPSE
OG0006531	LOC6537579|XP_002098125.1|DYAK	LOC4801900|XP_001358920.2|DPSE
OG0006532	LOC6537572|XP_002098118.1|DYAK	LOC4801906|XP_001358926.4|DPSE
OG0006533	LOC6530564|XP_002091477.1|DYAK	LOC4805244|XP_001361676.3|DPSE
OG0006534	LOC6537187|XP_002097745.1|DYAK	LOC4800697|XP_001357923.2|DPSE
OG0006535	LOC6538789|XP_002099302.1|DYAK	LOC4801760|XP_001358801.2|DPSE
OG0006536	LOC6537546|XP_002098092.1|DYAK	LOC4801928|XP_001358946.2|DPSE
OG0006537	LOC6538350|XP_002098875.1|DYAK	LOC4800747|XP_001357964.2|DPSE
OG0006538	LOC6538267|XP_039232870.1|DYAK	LOC4801180|XP_015037066.2|DPSE
OG0006539	LOC6538174|XP_002098702.1|DYAK	LOC6897141|XP_002137321.2|DPSE
OG0006540	LOC6537659|XP_015048457.1|DYAK	LOC4800975|XP_015038634.2|DPSE
OG0006541	LOC6538078|XP_002098612.1|DYAK	LOC4800458|XP_001357730.4|DPSE
OG0006542	LOC6538077|XP_002098611.1|DYAK	LOC4800459|XP_033240963.1|DPSE
OG0006543	LOC6538332|XP_015048782.1|DYAK	LOC4801125|XP_015037032.2|DPSE
OG0006544	LOC120321707|XP_039231057.1|DYAK	LOC4803298|XP_015038442.2|DPSE
OG0006545	LOC6523815|XP_002099690.1|DYAK	LOC4815198|XP_001354501.1|DPSE
OG0006546	LOC6537838|XP_002098379.1|DYAK	LOC6896959|XP_002137144.3|DPSE
OG0006547	LOC6538684|XP_039232037.1|DYAK	LOC6896755|XP_033232313.1|DPSE
