Orthogroup	DFIC.longest_only	DNOV.longest_only
OG0004856	LOC108096222|XP_017053098.1|DFIC	LOC115766717|XP_030566517.1|DNOV
OG0004857	LOC108100630|XP_017060122.1|DFIC	LOC115769409|XP_030570071.1|DNOV
OG0004858	LOC108096298|XP_017053263.1|DFIC	LOC115770391|XP_030571503.1|DNOV
OG0004859	LOC108096402|XP_017053462.1|DFIC	LOC115770495|XP_030571650.1|DNOV
OG0004860	LOC108099208|XP_017058073.1|DFIC	LOC115771097|XP_030572516.1|DNOV
OG0004861	LOC108087486|XP_017040352.1|DFIC	LOC115769578|XP_030570305.1|DNOV
OG0004862	LOC108087473|XP_017040338.1|DFIC	LOC115769756|XP_030570561.1|DNOV
OG0004863	LOC108093155|XP_017048590.1|DFIC	LOC115769518|XP_030570219.1|DNOV
OG0004864	LOC108100599|XP_017060071.1|DFIC	LOC115769527|XP_030570230.1|DNOV
OG0004865	LOC108095955|XP_017052784.1|DFIC	LOC115765053|XP_030564287.1|DNOV
OG0004866	LOC108089447|XP_017043176.1|DFIC	LOC115769368|XP_030570011.1|DNOV
OG0004867	LOC108093846|XP_017049669.1|DFIC	LOC115762260|XP_030560276.1|DNOV
OG0004868	LOC108091133|XP_017045654.1|DFIC	LOC115762285|XP_030560309.1|DNOV
OG0004869	LOC108094249|XP_017050197.1|DFIC	LOC115757974|XP_030554356.1|DNOV
OG0004870	LOC108094256|XP_017050207.1|DFIC	LOC115770229|XP_030571332.1|DNOV
OG0004871	LOC108101922|XP_017061988.1|DFIC	LOC115764703|XP_030563764.1|DNOV
OG0004872	LOC108090788|XP_017045124.1|DFIC	LOC115760989|XP_030558457.1|DNOV
OG0004873	LOC108092735|XP_017047953.1|DFIC	LOC115759850|XP_030556806.1|DNOV
OG0004874	LOC108095716|XP_017052379.1|DFIC	LOC115764788|XP_030563889.1|DNOV
OG0004875	LOC108087586|XP_017040506.1|DFIC	LOC115765111|XP_030564359.1|DNOV
OG0004876	LOC108097022|XP_017054528.1|DFIC	LOC115769155|XP_030569709.1|DNOV
OG0004877	LOC108100163|XP_017059415.1|DFIC	LOC115766988|XP_030566948.1|DNOV
OG0004878	LOC108101546|XP_017061427.1|DFIC	LOC115761358|XP_030558969.1|DNOV
OG0004879	LOC108090795|XP_017045131.1|DFIC	LOC115759583|XP_030556414.1|DNOV
OG0004880	LOC108088839|XP_017042301.1|DFIC	LOC115770190|XP_030571213.1|DNOV
OG0004881	LOC108093181|XP_017048625.1|DFIC	LOC115769890|XP_030570765.1|DNOV
OG0004882	LOC108089595|XP_017043442.1|DFIC	LOC115769475|XP_030570153.1|DNOV
OG0004883	LOC108099202|XP_017058066.1|DFIC	LOC115770063|XP_030571020.1|DNOV
OG0004884	LOC108101822|XP_017061784.1|DFIC	LOC115760515|XP_030557740.1|DNOV
OG0004885	LOC108096629|XP_017053867.1|DFIC	LOC115762475|XP_030560554.1|DNOV
OG0004886	LOC108093920|XP_017049776.1|DFIC	LOC115760891|XP_030558316.1|DNOV
OG0004887	LOC108090565|XP_017044795.1|DFIC	LOC115761036|XP_030558509.1|DNOV
OG0004888	LOC108095175|XP_017051629.1|DFIC	LOC115762820|XP_030561044.1|DNOV
OG0004889	LOC108090732|XP_017045044.1|DFIC	LOC115765458|XP_030564905.1|DNOV
OG0004890	LOC108101872|XP_017061897.1|DFIC	LOC115760043|XP_030557074.1|DNOV
OG0004891	LOC108095623|XP_017052279.1|DFIC	LOC115767379|XP_030567499.1|DNOV
OG0004892	LOC108096959|XP_017054416.1|DFIC	LOC115758099|XP_030554483.1|DNOV
OG0004893	LOC108096605|XP_017053801.1|DFIC	LOC115761840|XP_030559685.1|DNOV
OG0004894	LOC108096742|XP_017054082.1|DFIC	LOC115761006|XP_030558477.1|DNOV
OG0004895	LOC108087688|XP_017040684.1|DFIC	LOC115760722|XP_030558054.1|DNOV
OG0004896	LOC108087843|XP_017040906.1|DFIC	LOC115761168|XP_030558730.1|DNOV
OG0004897	LOC108087860|XP_017040931.1|DFIC	LOC115761025|XP_030558534.1|DNOV
OG0004898	LOC108093741|XP_017049495.1|DFIC	LOC115761081|XP_030558560.1|DNOV
OG0004899	LOC108086440|XP_017038840.1|DFIC	LOC115762312|XP_030560339.1|DNOV
OG0004900	LOC108093966|XP_017049861.1|DFIC	LOC115771013|XP_030572392.1|DNOV
OG0004901	LOC108094062|XP_017049990.1|DFIC	LOC115761632|XP_030559325.1|DNOV
OG0004902	LOC108100541|XP_017059993.1|DFIC	LOC115767655|XP_030567803.1|DNOV
OG0004903	LOC108096754|XP_017054102.1|DFIC	LOC115761154|XP_030558685.1|DNOV
OG0004904	LOC108087133|XP_017039820.1|DFIC	LOC115764817|XP_030563926.1|DNOV
OG0004905	LOC108101554|XP_017061438.1|DFIC	LOC115760981|XP_030558444.1|DNOV
OG0004906	LOC108096353|XP_017053391.1|DFIC	LOC115769604|XP_030570355.1|DNOV
OG0004907	LOC108089591|XP_017043437.1|DFIC	LOC115769813|XP_030570642.1|DNOV
OG0004908	LOC108093160|XP_017048596.1|DFIC	LOC115762674|XP_030560849.1|DNOV
OG0004909	LOC108088233|XP_017041431.1|DFIC	LOC115762906|XP_030561143.1|DNOV
OG0004910	LOC108088231|XP_017041429.1|DFIC	LOC115762905|XP_030561142.1|DNOV
OG0004911	LOC108099186|XP_017058042.1|DFIC	LOC115771052|XP_030572459.1|DNOV
OG0004912	LOC108096354|XP_017053392.1|DFIC	LOC115769569|XP_030570285.1|DNOV
OG0004913	LOC108094841|XP_017051132.1|DFIC	LOC115762108|XP_030560069.1|DNOV
OG0004914	LOC108094839|XP_017051125.1|DFIC	LOC115762506|XP_030560606.1|DNOV
OG0004916	LOC108090559|XP_017044790.1|DFIC	LOC115761056|XP_030558531.1|DNOV
OG0004917	LOC108087512|XP_017040403.1|DFIC	LOC115762749|XP_030560947.1|DNOV
OG0004918	LOC108087511|XP_017040397.1|DFIC	LOC115762660|XP_030560826.1|DNOV
OG0004919	LOC108100765|XP_017060293.1|DFIC	LOC115771627|XP_030573270.1|DNOV
OG0004920	LOC108100374|XP_017059711.1|DFIC	LOC115770211|XP_030571270.1|DNOV
OG0004921	LOC108088242|XP_017041442.1|DFIC	LOC115771205|XP_030572665.1|DNOV
OG0004922	LOC108088942|XP_017042454.1|DFIC	LOC115771215|XP_030572675.1|DNOV
OG0004923	LOC108100446|XP_017059860.1|DFIC	LOC115762597|XP_030560749.1|DNOV
OG0004924	LOC108093051|XP_017048448.1|DFIC	LOC115762877|XP_030561111.1|DNOV
OG0004925	LOC108100661|XP_017060161.1|DFIC	LOC115762936|XP_030561177.1|DNOV
OG0004926	LOC108093273|XP_017048742.1|DFIC	LOC115762671|XP_030560845.1|DNOV
OG0004927	LOC108096245|XP_017053173.1|DFIC	LOC115762632|XP_030560794.1|DNOV
OG0004928	LOC108095159|XP_017051596.1|DFIC	LOC115760546|XP_030557803.1|DNOV
OG0004929	LOC108098986|XP_017057693.1|DFIC	LOC115762615|XP_030560773.1|DNOV
OG0004930	LOC108093749|XP_017049505.1|DFIC	LOC115762405|XP_030560453.1|DNOV
OG0004931	LOC108094958|XP_017051311.1|DFIC	LOC115762110|XP_030560072.1|DNOV
OG0004932	LOC108099144|XP_017057976.1|DFIC	LOC115762879|XP_030561114.1|DNOV
OG0004933	LOC108090560|XP_017044791.1|DFIC	LOC115760875|XP_030558296.1|DNOV
OG0004934	LOC108090984|XP_017045429.1|DFIC	LOC115760439|XP_030557615.1|DNOV
OG0004935	LOC108086305|XP_017038686.1|DFIC	LOC115761093|XP_030558575.1|DNOV
OG0004936	LOC108096373|XP_017053414.1|DFIC	LOC115766952|XP_030566899.1|DNOV
OG0004937	LOC108093191|XP_017048640.1|DFIC	LOC115769319|XP_030569912.1|DNOV
OG0004938	LOC108096220|XP_017053094.1|DFIC	LOC115770450|XP_030571588.1|DNOV
OG0004939	LOC108088291|XP_017041509.1|DFIC	LOC115769620|XP_030570378.1|DNOV
OG0004940	LOC108088325|XP_017041552.1|DFIC	LOC115769857|XP_030570703.1|DNOV
OG0004941	LOC108089393|XP_017043065.1|DFIC	LOC115762753|XP_030560953.1|DNOV
OG0004942	LOC108099872|XP_017059009.1|DFIC	LOC115769573|XP_030570296.1|DNOV
OG0004943	LOC108089034|XP_017042620.1|DFIC	LOC115767157|XP_030567190.1|DNOV
OG0004944	LOC108099121|XP_017057944.1|DFIC	LOC115770971|XP_030572295.1|DNOV
OG0004945	LOC108094328|XP_017050367.1|DFIC	LOC115760226|XP_030557343.1|DNOV
OG0004946	LOC108088892|XP_017042380.1|DFIC	LOC115771449|XP_030573023.1|DNOV
OG0004947	LOC108100400|XP_017059773.1|DFIC	LOC115762630|XP_030560793.1|DNOV
OG0004948	LOC108100244|XP_017059509.1|DFIC	LOC115762722|XP_030560911.1|DNOV
OG0004949	LOC108100319|XP_017059614.1|DFIC	LOC115762721|XP_030560908.1|DNOV
OG0004950	LOC108099107|XP_017057920.1|DFIC	LOC115760243|XP_030557358.1|DNOV
OG0004951	LOC108088488|XP_017041796.1|DFIC	LOC115761592|XP_030559247.1|DNOV
OG0004952	LOC108089635|XP_017043489.1|DFIC	LOC115769585|XP_030570321.1|DNOV
OG0004953	LOC108089578|XP_017043423.1|DFIC	LOC115762650|XP_030560816.1|DNOV
OG0004954	LOC108089613|XP_017043464.1|DFIC	LOC115762802|XP_030561018.1|DNOV
OG0004955	LOC108093080|XP_017048490.1|DFIC	LOC115771035|XP_030572431.1|DNOV
OG0004956	LOC108093695|XP_017049365.1|DFIC	LOC115762524|XP_030560643.1|DNOV
OG0004957	LOC108099152|XP_017057986.1|DFIC	LOC115769567|XP_030570282.1|DNOV
OG0004958	LOC108089316|XP_017042981.1|DFIC	LOC115771105|XP_030572524.1|DNOV
OG0004959	LOC108089482|XP_017043246.1|DFIC	LOC115771132|XP_030572560.1|DNOV
OG0004960	LOC108089480|XP_017043244.1|DFIC	LOC115771121|XP_030572545.1|DNOV
OG0004961	LOC108096930|XP_017054372.1|DFIC	LOC115761257|XP_030558834.1|DNOV
OG0004962	LOC108093199|XP_017048650.1|DFIC	LOC115770523|XP_030571681.1|DNOV
OG0004963	LOC108088302|XP_017041520.1|DFIC	LOC115770355|XP_030571453.1|DNOV
OG0004964	LOC108087533|XP_017040427.1|DFIC	LOC115769724|XP_030570516.1|DNOV
OG0004965	LOC108089442|XP_017043168.1|DFIC	LOC115771288|XP_030572770.1|DNOV
OG0004966	LOC108089514|XP_017043326.1|DFIC	LOC115771287|XP_030572768.1|DNOV
OG0004967	LOC108094253|XP_017050202.1|DFIC	LOC115758208|XP_030554652.1|DNOV
OG0004968	LOC108096351|XP_017053389.1|DFIC	LOC115762709|XP_030560893.1|DNOV
OG0004969	LOC108093657|XP_017049321.1|DFIC	LOC115760537|XP_030557782.1|DNOV
OG0004970	LOC108096350|XP_017053388.1|DFIC	LOC115762618|XP_030560776.1|DNOV
OG0004971	LOC108096405|XP_017053465.1|DFIC	LOC115762757|XP_030560958.1|DNOV
OG0004972	LOC108089462|XP_017043197.1|DFIC	LOC115770996|XP_030572351.1|DNOV
OG0004973	LOC108099089|XP_017057895.1|DFIC	LOC115768099|XP_030568452.1|DNOV
OG0004974	LOC108089593|XP_017043440.1|DFIC	LOC115771127|XP_030572553.1|DNOV
OG0004975	LOC108100448|XP_017059861.1|DFIC	LOC115762599|XP_030560751.1|DNOV
OG0004976	LOC108099395|XP_017058392.1|DFIC	LOC115766923|XP_030566868.1|DNOV
OG0004977	LOC108087743|XP_017040754.1|DFIC	LOC115762042|XP_030559972.1|DNOV
OG0004978	LOC108086308|XP_017038698.1|DFIC	LOC115760803|XP_030558162.1|DNOV
OG0004979	LOC108088964|XP_017042471.1|DFIC	LOC115767129|XP_030567151.1|DNOV
OG0004980	LOC108096398|XP_017053458.1|DFIC	LOC115770151|XP_030571166.1|DNOV
OG0004981	LOC108088264|XP_017041470.1|DFIC	LOC115771577|XP_030573191.1|DNOV
OG0004982	LOC108088320|XP_017041545.1|DFIC	LOC115771574|XP_030573188.1|DNOV
OG0004983	LOC108087571|XP_017040490.1|DFIC	LOC115769389|XP_030570044.1|DNOV
OG0004984	LOC108093219|XP_017048676.1|DFIC	LOC115769752|XP_030570554.1|DNOV
OG0004985	LOC108100261|XP_017059527.1|DFIC	LOC115771192|XP_030572646.1|DNOV
OG0004986	LOC108099921|XP_017059079.1|DFIC	LOC115766093|XP_030565767.1|DNOV
OG0004987	LOC108089463|XP_017043198.1|DFIC	LOC115769878|XP_030570740.1|DNOV
OG0004988	LOC108100262|XP_017059531.1|DFIC	LOC115771188|XP_030572642.1|DNOV
OG0004989	LOC108089519|XP_017043335.1|DFIC	LOC115769753|XP_030570557.1|DNOV
OG0004990	LOC108095202|XP_017051698.1|DFIC	LOC115762205|XP_030560190.1|DNOV
OG0004991	LOC108087665|XP_017040644.1|DFIC	LOC115760533|XP_030557771.1|DNOV
OG0004992	LOC108087666|XP_017040646.1|DFIC	LOC115760534|XP_030557772.1|DNOV
OG0004993	LOC108089310|XP_017042976.1|DFIC	LOC115769586|XP_030570322.1|DNOV
OG0004994	LOC108099198|XP_017058061.1|DFIC	LOC115766946|XP_030566894.1|DNOV
OG0004995	LOC108099546|XP_017058614.1|DFIC	LOC115767119|XP_030567136.1|DNOV
OG0004996	LOC108093839|XP_017049662.1|DFIC	LOC115762592|XP_030560740.1|DNOV
OG0004997	LOC108093724|XP_017049423.1|DFIC	LOC115760552|XP_030557809.1|DNOV
OG0004998	LOC108101845|XP_017061853.1|DFIC	LOC115760615|XP_030557924.1|DNOV
OG0004999	LOC108088977|XP_017042508.1|DFIC	LOC115771179|XP_030572624.1|DNOV
OG0005000	LOC108096516|XP_017053634.1|DFIC	LOC115771756|XP_030573470.1|DNOV
OG0005001	LOC108096388|XP_017053442.1|DFIC	LOC115771244|XP_030572705.1|DNOV
OG0005002	LOC108088020|XP_017041123.1|DFIC	LOC115770738|XP_030572000.1|DNOV
OG0005003	LOC108089018|XP_017042592.1|DFIC	LOC115762949|XP_030561195.1|DNOV
OG0005004	LOC108093238|XP_017048701.1|DFIC	LOC115771078|XP_030572490.1|DNOV
OG0005005	LOC108088269|XP_017041476.1|DFIC	LOC115769826|XP_030570660.1|DNOV
OG0005006	LOC108100605|XP_017060081.1|DFIC	LOC115769510|XP_030570202.1|DNOV
OG0005007	LOC108099923|XP_017059081.1|DFIC	LOC115771047|XP_030572446.1|DNOV
OG0005008	LOC108100672|XP_017060177.1|DFIC	LOC115770486|XP_030571629.1|DNOV
OG0005009	LOC108099754|XP_017058873.1|DFIC	LOC115769509|XP_030570200.1|DNOV
OG0005010	LOC108100167|XP_017059419.1|DFIC	LOC115767142|XP_030567171.1|DNOV
OG0005011	LOC108090741|XP_017045053.1|DFIC	LOC115761726|XP_030559471.1|DNOV
OG0005012	LOC108093257|XP_017048722.1|DFIC	LOC115770113|XP_030571089.1|DNOV
OG0005013	LOC108099410|XP_017058414.1|DFIC	LOC115770934|XP_030572251.1|DNOV
OG0005014	LOC108087505|XP_017040392.1|DFIC	LOC115769637|XP_030570409.1|DNOV
OG0005015	LOC108100515|XP_017059960.1|DFIC	LOC115769214|XP_030569789.1|DNOV
OG0005016	LOC108089574|XP_017043420.1|DFIC	LOC115769494|XP_030570173.1|DNOV
OG0005017	LOC108089019|XP_017042593.1|DFIC	LOC115767152|XP_030567184.1|DNOV
OG0005018	LOC108099595|XP_017058699.1|DFIC	LOC115765836|XP_030565422.1|DNOV
OG0005019	LOC108089516|XP_017043330.1|DFIC	LOC115767696|XP_030567850.1|DNOV
OG0005020	LOC108090989|XP_017045435.1|DFIC	LOC115762133|XP_030560102.1|DNOV
OG0005021	LOC108089181|XP_017042805.1|DFIC	LOC115759902|XP_030556884.1|DNOV
OG0005022	LOC108100479|XP_017059901.1|DFIC	LOC115762791|XP_030561004.1|DNOV
OG0005023	LOC108090654|XP_017044921.1|DFIC	LOC115763907|XP_030562572.1|DNOV
OG0005025	LOC108096343|XP_017053379.1|DFIC	LOC115771468|XP_030573051.1|DNOV
OG0005026	LOC108096360|XP_017053397.1|DFIC	LOC115769405|XP_030570068.1|DNOV
OG0005027	LOC108099768|XP_017058889.1|DFIC	LOC115766978|XP_030566933.1|DNOV
OG0005028	LOC108087992|XP_017041085.1|DFIC	LOC115761398|XP_030559015.1|DNOV
OG0005029	LOC108099853|XP_017058988.1|DFIC	LOC115771046|XP_030572445.1|DNOV
OG0005030	LOC108099116|XP_017057935.1|DFIC	LOC115762548|XP_030560682.1|DNOV
OG0005031	LOC108089731|XP_017043601.1|DFIC	LOC115762745|XP_030560942.1|DNOV
OG0005032	LOC108093069|XP_017048470.1|DFIC	LOC115767465|XP_030567634.1|DNOV
OG0005033	LOC108089730|XP_017043598.1|DFIC	LOC115769736|XP_030570533.1|DNOV
OG0005034	LOC108089724|XP_017043593.1|DFIC	LOC115769721|XP_030570512.1|DNOV
OG0005035	LOC108093070|XP_017048471.1|DFIC	LOC115767476|XP_030567643.1|DNOV
OG0005036	LOC108099103|XP_017057912.1|DFIC	LOC115771281|XP_030572762.1|DNOV
OG0005037	LOC108096277|XP_017053226.1|DFIC	LOC115769612|XP_030570369.1|DNOV
OG0005038	LOC108099141|XP_017057971.1|DFIC	LOC115769397|XP_030570058.1|DNOV
OG0005039	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC	LOC115765882|XP_030565482.1|DNOV
OG0005040	LOC108093120|XP_017048552.1|DFIC	LOC115769621|XP_030570381.1|DNOV
OG0005041	LOC108093200|XP_017048651.1|DFIC	LOC115770524|XP_030571682.1|DNOV
OG0005042	LOC108099011|XP_017057734.1|DFIC	LOC115769930|XP_030570832.1|DNOV
OG0005043	LOC108095153|XP_017051581.1|DFIC	LOC115761001|XP_030558471.1|DNOV
OG0005044	LOC108095151|XP_017051578.1|DFIC	LOC115760998|XP_030558469.1|DNOV
OG0005045	LOC108095182|XP_017051657.1|DFIC	LOC115758182|XP_030554586.1|DNOV
OG0005046	LOC108096891|XP_017054322.1|DFIC	LOC115761116|XP_030558607.1|DNOV
OG0005047	LOC108089598|XP_017043445.1|DFIC	LOC115770410|XP_030571531.1|DNOV
OG0005048	LOC108089596|XP_017043443.1|DFIC	LOC115770369|XP_030571475.1|DNOV
OG0005049	LOC108093068|XP_017048467.1|DFIC	LOC115768638|XP_030569171.1|DNOV
OG0005050	LOC108087699|XP_017040703.1|DFIC	LOC115760527|XP_030557766.1|DNOV
OG0005051	LOC108093109|XP_017048539.1|DFIC	LOC115768545|XP_030569017.1|DNOV
OG0005052	LOC108093147|XP_017048580.1|DFIC	LOC115767681|XP_030567838.1|DNOV
OG0005053	LOC108101208|XP_017060945.1|DFIC	LOC115758817|XP_030555454.1|DNOV
OG0005054	LOC108100340|XP_017059648.1|DFIC	LOC115771508|XP_030573097.1|DNOV
OG0005055	LOC108097545|XP_017055387.1|DFIC	LOC115768765|XP_030569314.1|DNOV
OG0005056	LOC108101936|XP_017062008.1|DFIC	LOC115760714|XP_030558041.1|DNOV
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC115770984|XP_030572330.1|DNOV
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC115771299|XP_030572786.1|DNOV
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC115762339|XP_030560365.1|DNOV
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC115761118|XP_030558612.1|DNOV
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC115763540|XP_030562017.1|DNOV
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC115763031|XP_030561303.1|DNOV
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC115760870|XP_030558288.1|DNOV
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC115770050|XP_030570993.1|DNOV
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC115761834|XP_030559673.1|DNOV
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC115760941|XP_030558381.1|DNOV
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC115762034|XP_030559960.1|DNOV
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC115766770|XP_030566635.1|DNOV
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC115760649|XP_030557973.1|DNOV
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC115759115|XP_030555821.1|DNOV
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC115765918|XP_030565526.1|DNOV
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC115764434|XP_030563297.1|DNOV
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC115760955|XP_030558403.1|DNOV
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC115769646|XP_030570419.1|DNOV
OG0005075	LOC108101234|XP_017060978.1|DFIC	LOC115760688|XP_030558015.1|DNOV
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC115762257|XP_030560272.1|DNOV
OG0005078	LOC108099196|XP_017058056.1|DFIC	LOC115767171|XP_030567214.1|DNOV
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC115761092|XP_030558574.1|DNOV
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC115770068|XP_030571026.1|DNOV
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC115762177|XP_030560157.1|DNOV
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC115769804|XP_030570632.1|DNOV
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC115767210|XP_030567264.1|DNOV
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC115766195|XP_030565908.1|DNOV
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC115766222|XP_030565939.1|DNOV
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC115762504|XP_030560604.1|DNOV
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC115769344|XP_030569964.1|DNOV
OG0005088	LOC108086378|XP_017038769.1|DFIC	LOC115762085|XP_030560038.1|DNOV
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC115762082|XP_030560034.1|DNOV
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC115757932|XP_030554260.1|DNOV
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC115762359|XP_030560389.1|DNOV
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC115770188|XP_030571209.1|DNOV
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC115767792|XP_030567987.1|DNOV
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC115767143|XP_030567167.1|DNOV
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC115762395|XP_030560436.1|DNOV
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC115763369|XP_030561760.1|DNOV
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC115760588|XP_030557876.1|DNOV
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC115763583|XP_030562102.1|DNOV
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC115762379|XP_030560419.1|DNOV
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC115762216|XP_030560209.1|DNOV
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC115770799|XP_030572082.1|DNOV
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC115771566|XP_030573180.1|DNOV
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC115759074|XP_030555767.1|DNOV
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC115763594|XP_030562076.1|DNOV
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC115771204|XP_030572664.1|DNOV
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC115769324|XP_030569920.1|DNOV
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC115761128|XP_030558648.1|DNOV
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC115764419|XP_030563276.1|DNOV
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC115765818|XP_030565401.1|DNOV
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC115769851|XP_030570690.1|DNOV
OG0005112	LOC108100352|XP_017059675.1|DFIC	LOC115769960|XP_030570866.1|DNOV
OG0005113	LOC108093176|XP_017048621.1|DFIC	LOC115769550|XP_030570253.1|DNOV
OG0005114	LOC108099751|XP_017058872.1|DFIC	LOC115769810|XP_030570639.1|DNOV
OG0005115	LOC108089954|XP_017043934.1|DFIC	LOC115765573|XP_030565082.1|DNOV
OG0005116	LOC108089400|XP_017043078.1|DFIC	LOC115769846|XP_030570682.1|DNOV
OG0005117	LOC108097336|XP_017055059.1|DFIC	LOC115768865|XP_030569430.1|DNOV
OG0005118	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC	LOC115759803|XP_030556746.1|DNOV
OG0005119	LOC108101824|XP_017061796.1|DFIC	LOC115762479|XP_030560563.1|DNOV
OG0005120	LOC108100682|XP_017060187.1|DFIC	LOC115767133|XP_030567155.1|DNOV
OG0005121	LOC108088834|XP_017042289.1|DFIC	LOC115769428|XP_030570095.1|DNOV
OG0005122	LOC108095444|XP_017052043.1|DFIC	LOC115769730|XP_030570526.1|DNOV
OG0005123	LOC108088333|XP_017041564.1|DFIC	LOC115769795|XP_030570623.1|DNOV
OG0005124	LOC108089452|XP_017043181.1|DFIC	LOC115769968|XP_030570881.1|DNOV
OG0005125	LOC108089399|XP_017043075.1|DFIC	LOC115769772|XP_030570597.1|DNOV
OG0005126	LOC108089049|XP_017042646.1|DFIC	LOC115767163|XP_030567203.1|DNOV
OG0005127	LOC108100368|XP_017059697.1|DFIC	LOC115769654|XP_030570426.1|DNOV
OG0005128	LOC108096863|XP_017054277.1|DFIC	LOC115760730|XP_030558065.1|DNOV
OG0005129	LOC108100616|XP_017060096.1|DFIC	LOC115770165|XP_030571183.1|DNOV
OG0005130	LOC108096281|XP_017053236.1|DFIC	LOC115770306|XP_030571401.1|DNOV
OG0005131	LOC108086985|XP_017039602.1|DFIC	LOC115770812|XP_030572097.1|DNOV
OG0005132	LOC108099919|XP_017059076.1|DFIC	LOC115770279|XP_030571367.1|DNOV
OG0005133	LOC108099180|XP_017058032.1|DFIC	LOC115766926|XP_030566870.1|DNOV
OG0005134	LOC108089434|XP_017043152.1|DFIC	LOC115770392|XP_030571500.1|DNOV
OG0005135	LOC108100622|XP_017060109.1|DFIC	LOC115767660|XP_030567808.1|DNOV
OG0005136	LOC108100549|XP_017060006.1|DFIC	LOC115767658|XP_030567805.1|DNOV
OG0005137	LOC108088406|XP_017041650.1|DFIC	LOC115761654|XP_030559355.1|DNOV
OG0005138	LOC108089691|XP_017043527.1|DFIC	LOC115769535|XP_030570236.1|DNOV
OG0005139	LOC108093277|XP_017048745.1|DFIC	LOC115767666|XP_030567813.1|DNOV
OG0005140	LOC108089830|XP_017043732.1|DFIC	LOC115758517|XP_030555070.1|DNOV
OG0005141	LOC108093721|XP_017049420.1|DFIC	LOC115761145|XP_030558673.1|DNOV
OG0005142	LOC108089054|XP_017042652.1|DFIC	LOC115771144|XP_030572575.1|DNOV
OG0005143	LOC108089026|XP_017042600.1|DFIC	LOC115770983|XP_030572314.1|DNOV
OG0005144	LOC108089069|XP_017042666.1|DFIC	LOC115771143|XP_030572573.1|DNOV
OG0005145	LOC108089060|XP_017042657.1|DFIC	LOC115771157|XP_030572589.1|DNOV
OG0005146	LOC108093101|XP_017048527.1|DFIC	LOC115769491|XP_030570169.1|DNOV
OG0005147	LOC108093103|XP_017048530.1|DFIC	LOC115769394|XP_030570057.1|DNOV
OG0005148	LOC108096378|XP_017053419.1|DFIC	LOC115770442|XP_030571576.1|DNOV
