Orthogroup	DFIC.longest_only	AALB.longest_only
OG0003747	LOC108089648|XP_017043505.1|DFIC	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC108089644|XP_017043501.1|DFIC	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC108089498|XP_017043290.1|DFIC	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC108089499|XP_017043292.1|DFIC	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC108089405|XP_017043084.1|DFIC	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC108100525|XP_017059973.1|DFIC	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC108093215|XP_017048667.1|DFIC	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC108093162|XP_017048598.1|DFIC	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC108099821|XP_017058939.1|DFIC	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC108094189|XP_017050135.1|DFIC	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC108090859|XP_017045234.1|DFIC	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC108087804|XP_017040845.1|DFIC	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC108088973|XP_017042494.1|DFIC	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC108093924|XP_017049782.1|DFIC	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC108089028|XP_017042611.1|DFIC	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC108089029|XP_017042612.1|DFIC	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC108093221|XP_017048679.1|DFIC	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC108093233|XP_017048696.1|DFIC	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC108101773|XP_017061736.1|DFIC	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC108086457|XP_017038871.1|DFIC	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC108086470|XP_017038886.1|DFIC	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC108086443|XP_017038849.1|DFIC	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC108101721|XP_017061660.1|DFIC	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC108089039|XP_017042632.1|DFIC	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC108096247|XP_017053179.1|DFIC	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC108090730|XP_017045033.1|DFIC	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC108090771|XP_017045101.1|DFIC	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC108097680|XP_017055634.1|DFIC	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC108094279|XP_017050261.1|DFIC	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC108101566|XP_017061464.1|DFIC	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC108086408|XP_017038799.1|DFIC	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC108094865|XP_017051174.1|DFIC	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC108093781|XP_017049549.1|DFIC	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC108095040|XP_017051421.1|DFIC	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC108097180|XP_017054811.1|DFIC	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC108095804|XP_017052562.1|DFIC	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC108090397|XP_017044534.1|DFIC	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC108095528|XP_017052145.1|DFIC	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC108090456|XP_017044637.1|DFIC	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC108090459|XP_017044640.1|DFIC	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC108090826|XP_017045175.1|DFIC	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC108101544|XP_017061421.1|DFIC	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC108089615|XP_017043466.1|DFIC	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC108091796|XP_017046648.1|DFIC	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC108093914|XP_017049771.1|DFIC	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC108090860|XP_017045235.1|DFIC	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC108096859|XP_017054272.1|DFIC	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC108087499|XP_017040384.1|DFIC	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC108088450|XP_017041718.1|DFIC	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC108090057|XP_017044054.1|DFIC	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC108090964|XP_017045397.1|DFIC	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC108096812|XP_017054192.1|DFIC	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC108090056|XP_017044053.1|DFIC	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC108098383|XP_017056736.1|DFIC	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC108098334|XP_017056656.1|DFIC	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC108088453|XP_017041722.1|DFIC	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC108090034|XP_017044017.1|DFIC	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC108091477|XP_017046187.1|DFIC	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC108101355|XP_017061150.1|DFIC	LOC118468942|XP_035796173.1|AALB
OG0003808	LOC108099879|XP_017059020.1|DFIC	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC108101239|XP_017060982.1|DFIC	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC108101840|XP_017061842.1|DFIC	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC108094917|XP_017051256.1|DFIC	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC108091434|XP_017046114.1|DFIC	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC108101187|XP_017060918.1|DFIC	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC108094517|XP_017050607.1|DFIC	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC108093351|XP_017048850.1|DFIC	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC108094449|XP_017050516.1|DFIC	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC108097854|XP_017055879.1|DFIC	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC108091499|XP_017046221.1|DFIC	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC108099411|XP_017058415.1|DFIC	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC108101606|XP_017061508.1|DFIC	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC108093015|XP_017048406.1|DFIC	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC108094438|XP_017050497.1|DFIC	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC108089990|XP_017043980.1|DFIC	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC108101928|XP_017062003.1|DFIC, LOC108097844|XP_017055863.1|DFIC	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC108090058|XP_017044055.1|DFIC	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC108093440|XP_017048993.1|DFIC	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC108099576|XP_017058668.1|DFIC	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC108088173|XP_017041339.1|DFIC	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC108088178|XP_017041347.1|DFIC	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
OG0003834	LOC108088176|XP_017041343.1|DFIC	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC108101215|XP_017060953.1|DFIC	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC108101228|XP_017060967.1|DFIC	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC108092344|XP_017047370.1|DFIC	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC108092704|XP_017047908.1|DFIC	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC108101481|XP_017061318.1|DFIC	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC108092435|XP_017047505.1|DFIC	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC108100056|XP_017059277.1|DFIC	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC108098319|XP_017056631.1|DFIC	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC108092678|XP_017047853.1|DFIC	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC108101755|XP_017061711.1|DFIC	LOC118457660|XP_035775301.1|AALB
OG0003846	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC	LOC118460412|XP_035780592.1|AALB
OG0003847	LOC108102163|XP_017062354.1|DFIC	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC108092149|XP_017047156.1|DFIC	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC108096518|XP_017053637.1|DFIC	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC108098380|XP_017056732.1|DFIC	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC108094913|XP_017051248.1|DFIC	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC108092391|XP_017047441.1|DFIC	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC108093827|XP_017049643.1|DFIC	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC108098195|XP_017056420.1|DFIC	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC108098192|XP_017056416.1|DFIC	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC108100109|XP_017059345.1|DFIC	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC108098229|XP_017056499.1|DFIC	LOC118456685|XP_035773565.1|AALB
OG0003859	LOC108096083|XP_017052936.1|DFIC	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC108093998|XP_017049907.1|DFIC	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC108092354|XP_017047377.1|DFIC	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC108093417|XP_017048952.1|DFIC	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC108101400|XP_017061209.1|DFIC, LOC108086358|XP_017038748.1|DFIC	LOC118457303|XP_035774672.1|AALB
OG0003864	LOC108093459|XP_017049024.1|DFIC	LOC118457306|XP_035774682.1|AALB
OG0003865	LOC108095977|XP_017052810.1|DFIC	LOC118461665|XP_035783143.1|AALB
OG0003866	LOC108093433|XP_017048982.1|DFIC	LOC118458230|XP_035776391.1|AALB
OG0003867	LOC108091717|XP_017046546.1|DFIC	LOC118461670|XP_035783151.1|AALB
OG0003868	LOC108089112|XP_017042712.1|DFIC	LOC118457871|XP_035775678.1|AALB
OG0003869	LOC108092550|XP_017047674.1|DFIC	LOC118457467|XP_035774986.1|AALB
OG0003870	LOC108102061|XP_017062185.1|DFIC, LOC108096053|XP_017052887.1|DFIC	LOC118457462|XP_035774960.1|AALB
OG0003871	LOC108094490|XP_017050568.1|DFIC	LOC118457469|XP_035774988.1|AALB
OG0003872	LOC108093864|XP_017049693.1|DFIC	LOC118456764|XP_035773724.1|AALB
OG0003873	LOC108089912|XP_017043882.1|DFIC	LOC118457997|XP_035775966.1|AALB
OG0003874	LOC108093397|XP_017048905.1|DFIC	LOC118459684|XP_035779208.1|AALB
OG0003875	LOC108089115|XP_017042715.1|DFIC	LOC118459690|XP_035779218.1|AALB
OG0003876	LOC108094172|XP_017050121.1|DFIC	LOC118456185|XP_035772632.1|AALB
OG0003877	LOC108094547|XP_017050645.1|DFIC	LOC118459216|XP_035778290.1|AALB
OG0003878	LOC108096081|XP_017052931.1|DFIC	LOC118468473|XP_035795184.1|AALB
OG0003879	LOC108099057|XP_017057814.1|DFIC	LOC118468476|XP_035795187.1|AALB
OG0003880	LOC108099857|XP_017058992.1|DFIC	LOC118468678|XP_035795674.1|AALB
OG0003881	LOC108101850|XP_017061858.1|DFIC	LOC118459049|XP_035777966.1|AALB
OG0003882	LOC108098706|XP_017057312.1|DFIC	LOC118460718|XP_035781155.1|AALB
OG0003883	LOC108097998|XP_017056124.1|DFIC	LOC118459132|XP_035778100.1|AALB
OG0003884	LOC108092695|XP_017047895.1|DFIC	LOC118458891|XP_035777736.1|AALB
OG0003885	LOC108088201|XP_017041390.1|DFIC	LOC118457235|XP_035774508.1|AALB
OG0003886	LOC108088142|XP_017041296.1|DFIC	LOC118457233|XP_035774505.1|AALB
OG0003887	LOC108092436|XP_017047506.1|DFIC	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC108099356|XP_017058331.1|DFIC	LOC118456889|XP_035773903.1|AALB
OG0003889	LOC108101299|XP_017061090.1|DFIC	LOC118460113|XP_035780041.1|AALB
OG0003890	LOC108099194|XP_017058051.1|DFIC	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC108092680|XP_017047856.1|DFIC	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC108100278|XP_017059553.1|DFIC	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC108094456|XP_017050523.1|DFIC	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC108089260|XP_017042917.1|DFIC	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC108095238|XP_017051755.1|DFIC	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC108095198|XP_017051693.1|DFIC	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC108101175|XP_017060894.1|DFIC	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC108091464|XP_017046165.1|DFIC	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC108101294|XP_017061085.1|DFIC	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC108100047|XP_017059266.1|DFIC	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC108100861|XP_017060429.1|DFIC	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC108100859|XP_017060428.1|DFIC	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC108099340|XP_017058305.1|DFIC	LOC118457521|XP_035775059.1|AALB
OG0003907	LOC108091551|XP_017046311.1|DFIC	LOC118456908|XP_035773927.1|AALB
OG0003908	LOC108091431|XP_017046111.1|DFIC	LOC118456911|XP_035773930.1|AALB
OG0003909	LOC108086453|XP_017038860.1|DFIC	LOC118461243|XP_035782236.1|AALB
OG0003910	LOC108096107|XP_017052972.1|DFIC	LOC118461246|XP_035782252.1|AALB
OG0003911	LOC108089879|XP_017043828.1|DFIC	LOC118468958|XP_035796214.1|AALB
OG0003912	LOC108094548|XP_017050646.1|DFIC	LOC118460999|XP_035781717.1|AALB
OG0003913	LOC108092746|XP_017047964.1|DFIC	LOC118460659|XP_035781018.1|AALB
OG0003914	LOC108100071|XP_017059295.1|DFIC	LOC118461750|XP_035783358.1|AALB
OG0003915	LOC108092980|XP_017048360.1|DFIC	LOC118461751|XP_035783359.1|AALB
OG0003916	LOC108098279|XP_017056570.1|DFIC	LOC118457746|XP_035775452.1|AALB
OG0003917	LOC108089852|XP_017043785.1|DFIC	LOC118461167|XP_035782060.1|AALB
OG0003918	LOC108093514|XP_017049095.1|DFIC	LOC118461476|XP_035782726.1|AALB
OG0003919	LOC108092515|XP_017047626.1|DFIC	LOC118462056|XP_035783935.1|AALB
OG0003920	LOC108096967|XP_017054433.1|DFIC	LOC118457988|XP_035775945.1|AALB
OG0003921	LOC108089955|XP_017043935.1|DFIC	LOC118468879|XP_035796056.1|AALB
OG0003922	LOC108100038|XP_017059251.1|DFIC	LOC118459771|XP_035779373.1|AALB
OG0003923	LOC108098408|XP_017056791.1|DFIC	LOC118467487|XP_035793925.1|AALB
OG0003925	LOC108089897|XP_017043860.1|DFIC	LOC118461708|XP_035783227.1|AALB
OG0003926	LOC108089861|XP_017043796.1|DFIC	LOC118456820|XP_035773806.1|AALB
OG0003927	LOC108092518|XP_017047629.1|DFIC	LOC118457694|XP_035775360.1|AALB
OG0003928	LOC108100960|XP_017060600.1|DFIC	LOC118461428|XP_035782629.1|AALB
OG0003929	LOC108100068|XP_017059292.1|DFIC	LOC118460112|XP_035780039.1|AALB
OG0003930	LOC108088212|XP_017041405.1|DFIC	LOC118457669|XP_035775318.1|AALB
OG0003931	LOC108088181|XP_017041357.1|DFIC	LOC118457664|XP_035775310.1|AALB
OG0003932	LOC108090530|XP_017044742.1|DFIC	LOC118457862|XP_035775652.1|AALB
OG0003933	LOC108089966|XP_017043950.1|DFIC	LOC118461446|XP_035782660.1|AALB
OG0003934	LOC108098729|XP_017057339.1|DFIC	LOC118461448|XP_035782662.1|AALB
OG0003935	LOC108093929|XP_017049796.1|DFIC	LOC118459321|XP_035778465.1|AALB
OG0003936	LOC108093931|XP_017049797.1|DFIC	LOC118459328|XP_035778477.1|AALB
OG0003937	LOC108101504|XP_017061354.1|DFIC	LOC118459297|XP_035778437.1|AALB
OG0003938	LOC108089841|XP_017043750.1|DFIC	LOC118460336|XP_035780445.1|AALB
OG0003939	LOC108089813|XP_017043701.1|DFIC	LOC118461443|XP_035782654.1|AALB
OG0003940	LOC108089831|XP_017043733.1|DFIC	LOC118461447|XP_035782661.1|AALB
OG0003941	LOC108089836|XP_017043739.1|DFIC	LOC118461584|XP_035782967.1|AALB
OG0003942	LOC108100893|XP_017060490.1|DFIC	LOC118457684|XP_035775341.1|AALB
OG0003943	LOC108089839|XP_017043748.1|DFIC	LOC118468577|XP_035795402.1|AALB
OG0003944	LOC108094509|XP_017050599.1|DFIC	LOC118467008|XP_035792848.1|AALB
OG0003945	LOC108087663|XP_017040641.1|DFIC	LOC118460001|XP_035779811.1|AALB
OG0003946	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC	LOC118461729|XP_035783309.1|AALB
OG0003947	LOC108097647|XP_017055610.1|DFIC, LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC	LOC118458892|XP_035777738.1|AALB
OG0003948	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC	LOC118459246|XP_035778347.1|AALB
OG0003949	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC	LOC118457277|XP_035774578.1|AALB
OG0003950	LOC108098226|XP_017056500.1|DFIC	LOC118456774|XP_035773743.1|AALB
OG0003951	LOC108088134|XP_017041286.1|DFIC	LOC118460839|XP_035781414.1|AALB
OG0003952	LOC108098693|XP_017057290.1|DFIC	LOC118459148|XP_035778126.1|AALB
OG0003953	LOC108088166|XP_017041327.1|DFIC	LOC118456250|XP_035772739.1|AALB
OG0003954	LOC108100685|XP_017060190.1|DFIC	LOC118458653|XP_035777236.1|AALB
OG0003955	LOC108089109|XP_017042708.1|DFIC	LOC118461411|XP_035782587.1|AALB
OG0003956	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	LOC118468849|XP_035795985.1|AALB
OG0003957	LOC108088998|XP_017042557.1|DFIC	LOC118456803|XP_035773783.1|AALB
OG0003958	LOC108102167|XP_017062355.1|DFIC	LOC118458800|XP_035777539.1|AALB
OG0003959	LOC108095231|XP_017051740.1|DFIC	LOC118456753|XP_035773706.1|AALB
OG0003960	LOC108100933|XP_017060562.1|DFIC	LOC118461410|XP_035782586.1|AALB
OG0003961	LOC108100806|XP_017060359.1|DFIC	LOC118457702|XP_035775374.1|AALB
OG0003962	LOC108089888|XP_017043847.1|DFIC	LOC118460119|XP_035780051.1|AALB
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	LOC118459660|XP_035779153.1|AALB
OG0003964	LOC108092556|XP_017047682.1|DFIC	LOC118456336|XP_035772886.1|AALB
OG0003965	LOC108100856|XP_017060423.1|DFIC	LOC118459909|XP_035779634.1|AALB
OG0003966	LOC108101394|XP_017061202.1|DFIC	LOC118458655|XP_035777237.1|AALB
OG0003967	LOC108101347|XP_017061146.1|DFIC	LOC118460820|XP_035781333.1|AALB
OG0003968	LOC108101281|XP_017061066.1|DFIC	LOC118456983|XP_035774081.1|AALB
OG0003969	LOC108093779|XP_017049543.1|DFIC	LOC118468505|XP_035795233.1|AALB
OG0003970	LOC108091538|XP_017046291.1|DFIC	LOC118456353|XP_035772907.1|AALB
OG0003971	LOC108089261|XP_017042918.1|DFIC	LOC118460558|XP_035780848.1|AALB
OG0003972	LOC108087464|XP_017040322.1|DFIC	LOC118460560|XP_035780854.1|AALB
OG0003973	LOC108090861|XP_017045236.1|DFIC	LOC118460934|XP_035781590.1|AALB
OG0003974	LOC108087729|XP_017040738.1|DFIC	LOC118456202|XP_035772660.1|AALB
OG0003975	LOC108098730|XP_017057340.1|DFIC	LOC118461939|XP_035783707.1|AALB
OG0003976	LOC108094453|XP_017050521.1|DFIC	LOC118459088|XP_035778046.1|AALB
OG0003977	LOC108092729|XP_017047946.1|DFIC	LOC118459092|XP_035778050.1|AALB
OG0003978	LOC108088296|XP_017041515.1|DFIC	LOC118457536|XP_035775081.1|AALB
OG0003979	LOC108089143|XP_017042753.1|DFIC	LOC118460939|XP_035781595.1|AALB
OG0003980	LOC108097853|XP_017055882.1|DFIC	LOC118460935|XP_035781591.1|AALB
OG0003981	LOC108094502|XP_017050593.1|DFIC	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC108094481|XP_017050557.1|DFIC	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC108094533|XP_017050624.1|DFIC	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC108101211|XP_017060949.1|DFIC	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC108101205|XP_017060943.1|DFIC	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC108100783|XP_017060312.1|DFIC	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC108100870|XP_017060447.1|DFIC	LOC118462016|XP_035783858.1|AALB
OG0003988	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC	LOC118459247|XP_035778350.1|AALB
OG0003989	LOC108093496|XP_017049074.1|DFIC	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC108101756|XP_017061712.1|DFIC	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC108101285|XP_017061069.1|DFIC	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC108101288|XP_017061077.1|DFIC	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC108101320|XP_017061116.1|DFIC	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC108097767|XP_017055781.1|DFIC	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC108087847|XP_017040915.1|DFIC	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC108090286|XP_017044385.1|DFIC	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC108101974|XP_017062060.1|DFIC	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC108100898|XP_017060501.1|DFIC	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC108088730|XP_017042169.1|DFIC	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC108090867|XP_017045247.1|DFIC	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC108100043|XP_017059262.1|DFIC	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC108092693|XP_017047891.1|DFIC	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC108089964|XP_017043946.1|DFIC	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC108092551|XP_017047675.1|DFIC	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC108091457|XP_017046146.1|DFIC	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC108092577|XP_017047710.1|DFIC	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC108098320|XP_017056633.1|DFIC	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC108092761|XP_017047983.1|DFIC	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC108099670|XP_017058793.1|DFIC	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC108098357|XP_017056691.1|DFIC	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC108087463|XP_017040321.1|DFIC	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC108100857|XP_017060426.1|DFIC	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC108089255|XP_017042910.1|DFIC	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC108094199|XP_017050142.1|DFIC	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC108089884|XP_017043836.1|DFIC	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC108092323|XP_017047347.1|DFIC, LOC108092748|XP_017047971.1|DFIC	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC108092321|XP_017047345.1|DFIC	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC108098274|XP_017056565.1|DFIC	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC108094810|XP_017051069.1|DFIC	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC108098284|XP_017056580.1|DFIC	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC108101181|XP_017060906.1|DFIC	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC108092461|XP_017047539.1|DFIC	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC108095248|XP_017051764.1|DFIC	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC108092036|XP_017047008.1|DFIC	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC108100982|XP_017060628.1|DFIC	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC108090924|XP_017045344.1|DFIC	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC108093516|XP_017049097.1|DFIC	LOC118457685|XP_035775345.1|AALB
OG0004032	LOC108094149|XP_017050079.1|DFIC	LOC118461840|XP_035783508.1|AALB
OG0004033	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC108096069|XP_017052919.1|DFIC	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC108089838|XP_017043741.1|DFIC	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC108092383|XP_017047416.1|DFIC	LOC118459757|XP_035779342.1|AALB
