Orthogroup	DFIC.longest_only	DALB.longest_only
OG0003308	LOC108091514|XP_017046259.1|DFIC	LOC117566215|XP_034101650.1|DALB
OG0003309	LOC108097960|XP_017056058.1|DFIC	LOC117578231|XP_034119499.1|DALB
OG0003310	LOC108097582|XP_017055460.1|DFIC	LOC117570334|XP_034107779.1|DALB
OG0003311	LOC108092199|XP_017047215.1|DFIC	LOC117573594|XP_034112780.1|DALB
OG0003312	LOC108092114|XP_017047102.1|DFIC	LOC117574761|XP_034114595.1|DALB
OG0003313	LOC108092894|XP_017048231.1|DFIC	LOC117572425|XP_034111129.1|DALB
OG0003314	LOC108090925|XP_017045345.1|DFIC	LOC117569071|XP_034105977.1|DALB
OG0003315	LOC108098105|XP_017056306.1|DFIC	LOC117573000|XP_034111822.1|DALB
OG0003316	LOC108086875|XP_017039426.1|DFIC	LOC117575603|XP_034115766.1|DALB
OG0003317	LOC108098850|XP_017057501.1|DFIC	LOC117575270|XP_034115295.1|DALB
OG0003318	LOC108098815|XP_017057458.1|DFIC	LOC117576616|XP_034117420.1|DALB
OG0003319	LOC108098570|XP_017057076.1|DFIC	LOC117576844|XP_034117822.1|DALB
OG0003320	LOC108086813|XP_017039343.1|DFIC	LOC117573890|XP_034113279.1|DALB
OG0003321	LOC108086859|XP_017039404.1|DFIC	LOC117573763|XP_034113046.1|DALB
OG0003322	LOC108086851|XP_017039394.1|DFIC	LOC117573765|XP_034113048.1|DALB
OG0003323	LOC108092986|XP_017048367.1|DFIC	LOC117565583|XP_034100674.1|DALB
OG0003324	LOC108101641|XP_017061541.1|DFIC	LOC117577094|XP_034118085.1|DALB
OG0003325	LOC108098628|XP_017057191.1|DFIC	LOC117574955|XP_034114903.1|DALB
OG0003326	LOC108098005|XP_017056131.1|DFIC	LOC117577668|XP_034118447.1|DALB
OG0003327	LOC108095051|XP_017051444.1|DFIC	LOC117573187|XP_034112063.1|DALB
OG0003328	LOC108097126|XP_017054711.1|DFIC	LOC117566333|XP_034101703.1|DALB
OG0003330	LOC108087442|XP_017040285.1|DFIC	LOC117571492|XP_034109551.1|DALB
OG0003331	LOC108098090|XP_017056285.1|DFIC	LOC117577539|XP_034118258.1|DALB
OG0003332	LOC108097714|XP_017055693.1|DFIC	LOC117563442|XP_034097674.1|DALB
OG0003333	LOC108086824|XP_017039358.1|DFIC	LOC117574712|XP_034114522.1|DALB
OG0003334	LOC108090241|XP_017044327.1|DFIC	LOC117573522|XP_034112648.1|DALB
OG0003335	LOC108092127|XP_017047120.1|DFIC	LOC117575718|XP_034115947.1|DALB
OG0003336	LOC108099370|XP_017058352.1|DFIC	LOC117575535|XP_034115675.1|DALB
OG0003337	LOC108086547|XP_017038974.1|DFIC	LOC117576478|XP_034117139.1|DALB
OG0003338	LOC108087375|XP_017040206.1|DFIC	LOC117575839|XP_034116137.1|DALB
OG0003339	LOC108088523|XP_017041851.1|DFIC	LOC117575141|XP_034115138.1|DALB
OG0003340	LOC108088464|XP_017041738.1|DFIC	LOC117576149|XP_034116608.1|DALB
OG0003341	LOC108097977|XP_017056084.1|DFIC	LOC117574598|XP_034114380.1|DALB
OG0003342	LOC108091091|XP_017045591.1|DFIC	LOC117577258|XP_034118156.1|DALB
OG0003343	LOC108094593|XP_017050713.1|DFIC	LOC117578209|XP_034119437.1|DALB
OG0003344	LOC108092682|XP_017047859.1|DFIC	LOC117563909|XP_034098362.1|DALB
OG0003345	LOC108087596|XP_017040519.1|DFIC	LOC117568971|XP_034105824.1|DALB
OG0003346	LOC108087323|XP_017040143.1|DFIC	LOC117574717|XP_034114531.1|DALB
OG0003347	LOC108087176|XP_017039910.1|DFIC	LOC117576276|XP_034116812.1|DALB
OG0003348	LOC108087243|XP_017040028.1|DFIC	LOC117574025|XP_034113507.1|DALB
OG0003349	LOC108086945|XP_017039547.1|DFIC	LOC117573344|XP_034112361.1|DALB
OG0003350	LOC108091615|XP_017046388.1|DFIC	LOC117574979|XP_034114936.1|DALB
OG0003351	LOC108097302|XP_017055006.1|DFIC	LOC117568952|XP_034105785.1|DALB
OG0003352	LOC108099467|XP_017058505.1|DFIC	LOC117574617|XP_034114396.1|DALB
OG0003353	LOC108087005|XP_017039636.1|DFIC	LOC117576501|XP_034117172.1|DALB
OG0003354	LOC108086826|XP_017039360.1|DFIC	LOC117576754|XP_034117679.1|DALB
OG0003355	LOC108087590|XP_017040511.1|DFIC	LOC117572272|XP_034110870.1|DALB
OG0003356	LOC108098097|XP_017056291.1|DFIC	LOC117563431|XP_034097656.1|DALB, LOC117577643|XP_034118408.1|DALB, LOC117577275|XP_034118150.1|DALB
OG0003357	LOC108101708|XP_017061635.1|DFIC	LOC117577704|XP_034118498.1|DALB
OG0003358	LOC108090623|XP_017044889.1|DFIC	LOC117563935|XP_034098398.1|DALB
OG0003359	LOC108097989|XP_017056108.1|DFIC	LOC117571903|XP_034110270.1|DALB
OG0003360	LOC108094585|XP_017050692.1|DFIC	LOC117575378|XP_034115446.1|DALB
OG0003361	LOC108094829|XP_017051110.1|DFIC	LOC117568955|XP_034105804.1|DALB
OG0003362	LOC108098682|XP_017057280.1|DFIC	LOC117576376|XP_034116965.1|DALB
OG0003363	LOC108098592|XP_017057139.1|DFIC	LOC117574086|XP_034113612.1|DALB
OG0003364	LOC108087185|XP_017039930.1|DFIC	LOC117574670|XP_034114465.1|DALB
OG0003365	LOC108090196|XP_017044273.1|DFIC	LOC117576048|XP_034116468.1|DALB
OG0003366	LOC108088261|XP_017041468.1|DFIC	LOC117572622|XP_034111469.1|DALB
OG0003367	LOC108088298|XP_017041517.1|DFIC	LOC117572487|XP_034111228.1|DALB
OG0003368	LOC108088293|XP_017041512.1|DFIC	LOC117572483|XP_034111223.1|DALB
OG0003369	LOC108098537|XP_017057014.1|DFIC	LOC117576255|XP_034116781.1|DALB
OG0003370	LOC108098879|XP_017057555.1|DFIC	LOC117574576|XP_034114344.1|DALB
OG0003371	LOC108095614|XP_017052268.1|DFIC	LOC117576366|XP_034116949.1|DALB
OG0003372	LOC108096713|XP_017054037.1|DFIC	LOC117569098|XP_034106006.1|DALB
OG0003373	LOC108102075|XP_017062206.1|DFIC	LOC117574791|XP_034114638.1|DALB
OG0003374	LOC108091168|XP_017045698.1|DFIC	LOC117568514|XP_034105110.1|DALB
OG0003375	LOC108092083|XP_017047053.1|DFIC	LOC117574744|XP_034114572.1|DALB
OG0003376	LOC108087265|XP_017040061.1|DFIC	LOC117575576|XP_034115731.1|DALB
OG0003377	LOC108087181|XP_017039922.1|DFIC	LOC117574673|XP_034114471.1|DALB
OG0003378	LOC108095661|XP_017052314.1|DFIC	LOC117575959|XP_034116329.1|DALB
OG0003379	LOC108099399|XP_017058394.1|DFIC	LOC117576932|XP_034117966.1|DALB
OG0003380	LOC108099312|XP_017058195.1|DFIC	LOC117574488|XP_034114217.1|DALB
OG0003381	LOC108100075|XP_017059304.1|DFIC	LOC117573375|XP_034112403.1|DALB
OG0003382	LOC108088475|XP_017041751.1|DFIC	LOC117575984|XP_034116371.1|DALB
OG0003383	LOC108099522|XP_017058578.1|DFIC	LOC117575025|XP_034114994.1|DALB
OG0003384	LOC108091555|XP_017046314.1|DFIC	LOC117564124|XP_034098673.1|DALB
OG0003385	LOC108099435|XP_017058458.1|DFIC	LOC117574163|XP_034113741.1|DALB
OG0003386	LOC108099278|XP_017058155.1|DFIC	LOC117573724|XP_034112985.1|DALB
OG0003387	LOC108095803|XP_017052557.1|DFIC	LOC117573412|XP_034112506.1|DALB
OG0003388	LOC108098035|XP_017056184.1|DFIC	LOC117574183|XP_034113770.1|DALB
OG0003389	LOC108101806|XP_017061772.1|DFIC	LOC117571725|XP_034109923.1|DALB
OG0003390	LOC108087904|XP_017040970.1|DFIC	LOC117575822|XP_034116117.1|DALB
OG0003391	LOC108092068|XP_017047024.1|DFIC	LOC117576025|XP_034116425.1|DALB
OG0003392	LOC108087011|XP_017039648.1|DFIC	LOC117575873|XP_034116194.1|DALB
OG0003393	LOC108086562|XP_017039004.1|DFIC	LOC117573811|XP_034113114.1|DALB
OG0003394	LOC108098475|XP_017056874.1|DFIC	LOC117574906|XP_034114840.1|DALB
OG0003395	LOC108098644|XP_017057208.1|DFIC	LOC117574964|XP_034114918.1|DALB
OG0003396	LOC108102290|XP_017062531.1|DFIC	LOC117573404|XP_034112497.1|DALB
OG0003397	LOC108091708|XP_017046534.1|DFIC	LOC117573569|XP_034112747.1|DALB
OG0003398	LOC108097424|XP_017055180.1|DFIC	LOC117573520|XP_034112644.1|DALB
OG0003399	LOC108095667|XP_017052321.1|DFIC	LOC117573933|XP_034113349.1|DALB
OG0003400	LOC108095841|XP_017052624.1|DFIC	LOC117573659|XP_034112875.1|DALB
OG0003401	LOC108099255|XP_017058116.1|DFIC	LOC117574355|XP_034114075.1|DALB
OG0003402	LOC108099236|XP_017058098.1|DFIC	LOC117574395|XP_034114125.1|DALB
OG0003403	LOC108101875|XP_017061900.1|DFIC	LOC117567781|XP_034103879.1|DALB
OG0003404	LOC108092090|XP_017047068.1|DFIC	LOC117574017|XP_034113496.1|DALB
OG0003405	LOC108096950|XP_017054407.1|DFIC	LOC117571887|XP_034110241.1|DALB
OG0003406	LOC108088430|XP_017041685.1|DFIC	LOC117574031|XP_034113516.1|DALB
OG0003407	LOC108088431|XP_017041686.1|DFIC	LOC117574032|XP_034113517.1|DALB
OG0003408	LOC108098847|XP_017057499.1|DFIC	LOC117575267|XP_034115293.1|DALB
OG0003409	LOC108099368|XP_017058349.1|DFIC	LOC117575688|XP_034115889.1|DALB
OG0003410	LOC108099598|XP_017058701.1|DFIC	LOC117574747|XP_034114575.1|DALB
OG0003411	LOC108098044|XP_017056202.1|DFIC	LOC117575964|XP_034116333.1|DALB
OG0003412	LOC108097711|XP_017055689.1|DFIC	LOC117573813|XP_034113122.1|DALB
OG0003413	LOC108098534|XP_017057004.1|DFIC	LOC117576438|XP_034117086.1|DALB
OG0003414	LOC108087451|XP_017040301.1|DFIC	LOC117567476|XP_034103396.1|DALB
OG0003415	LOC108097764|XP_017055774.1|DFIC	LOC117577576|XP_034118305.1|DALB
OG0003416	LOC108098638|XP_017057202.1|DFIC	LOC117574079|XP_034113604.1|DALB
OG0003417	LOC108087145|XP_017039847.1|DFIC	LOC117575168|XP_034115165.1|DALB
OG0003418	LOC108088036|XP_017041159.1|DFIC	LOC117576565|XP_034117296.1|DALB
OG0003419	LOC108098568|XP_017057072.1|DFIC	LOC117573748|XP_034113019.1|DALB
OG0003420	LOC108098566|XP_017057071.1|DFIC	LOC117573747|XP_034113018.1|DALB
OG0003421	LOC108086552|XP_017038980.1|DFIC	LOC117574494|XP_034114222.1|DALB
OG0003422	LOC108086556|XP_017038995.1|DFIC	LOC117575850|XP_034116159.1|DALB
OG0003423	LOC108094000|XP_017049912.1|DFIC	LOC117567552|XP_034103501.1|DALB
OG0003424	LOC108087231|XP_017040006.1|DFIC	LOC117575509|XP_034115647.1|DALB, LOC117575501|XP_034115635.1|DALB
OG0003425	LOC108099280|XP_017058158.1|DFIC	LOC117574887|XP_034114810.1|DALB
OG0003426	LOC108087931|XP_017041007.1|DFIC	LOC117576319|XP_034116869.1|DALB
OG0003427	LOC108088070|XP_017041208.1|DFIC	LOC117575681|XP_034115860.1|DALB
OG0003428	LOC108099980|XP_017059165.1|DFIC	LOC117568475|XP_034105052.1|DALB
OG0003429	LOC108087736|XP_017040747.1|DFIC	LOC117572743|XP_034111711.1|DALB
OG0003430	LOC108091270|XP_017045873.1|DFIC	LOC117573110|XP_034111923.1|DALB
OG0003431	LOC108091379|XP_017046042.1|DFIC	LOC117573656|XP_034112869.1|DALB
OG0003432	LOC108092178|XP_017047191.1|DFIC	LOC117574187|XP_034113771.1|DALB
OG0003433	LOC108088492|XP_017041801.1|DFIC	LOC117574062|XP_034113570.1|DALB
OG0003434	LOC108094627|XP_017050804.1|DFIC	LOC117564247|XP_034098842.1|DALB
OG0003435	LOC108095832|XP_017052603.1|DFIC	LOC117573285|XP_034112280.1|DALB
OG0003436	LOC108090132|XP_017044157.1|DFIC	LOC117576543|XP_034117272.1|DALB
OG0003437	LOC108090128|XP_017044151.1|DFIC	LOC117576541|XP_034117270.1|DALB
OG0003438	LOC108090131|XP_017044156.1|DFIC	LOC117573602|XP_034112788.1|DALB
OG0003439	LOC108092207|XP_017047225.1|DFIC	LOC117576976|XP_034118046.1|DALB
OG0003440	LOC108098665|XP_017057233.1|DFIC	LOC117575473|XP_034115584.1|DALB
OG0003441	LOC108090027|XP_017044013.1|DFIC, LOC108102192|XP_017062384.1|DFIC	LOC117564309|XP_034098897.1|DALB
OG0003442	LOC108099535|XP_017058596.1|DFIC, LOC108099676|XP_017058803.1|DFIC	LOC117576604|XP_034117394.1|DALB
OG0003443	LOC108099178|XP_017058030.1|DFIC	LOC117572356|XP_034111010.1|DALB
OG0003444	LOC108100714|XP_017060235.1|DFIC	LOC117567384|XP_034103224.1|DALB
OG0003445	LOC108088628|XP_017042032.1|DFIC	LOC117577807|XP_034118628.1|DALB
OG0003446	LOC108094701|XP_017050921.1|DFIC	LOC117573317|XP_034112319.1|DALB
OG0003447	LOC108095055|XP_017051450.1|DFIC	LOC117573222|XP_034112146.1|DALB, LOC117573234|XP_034112178.1|DALB, LOC117573127|XP_034111942.1|DALB
OG0003448	LOC108098647|XP_017057210.1|DFIC	LOC117576821|XP_034117784.1|DALB
OG0003449	LOC108096807|XP_017054187.1|DFIC	LOC117576646|XP_034117470.1|DALB
OG0003450	LOC108097252|XP_017054926.1|DFIC	LOC117576585|XP_034117362.1|DALB
OG0003451	LOC108098594|XP_017057141.1|DFIC	LOC117574077|XP_034113602.1|DALB
OG0003452	LOC108098635|XP_017057199.1|DFIC	LOC117574075|XP_034113600.1|DALB
OG0003453	LOC108089451|XP_017043180.1|DFIC	LOC117571503|XP_034109562.1|DALB
OG0003454	LOC108092371|XP_017047402.1|DFIC	LOC117565209|XP_034100107.1|DALB, LOC117564105|XP_034098642.1|DALB
OG0003455	LOC108087324|XP_017040144.1|DFIC	LOC117574961|XP_034114914.1|DALB
OG0003456	LOC108101243|XP_017060990.1|DFIC	LOC117566869|XP_034102358.1|DALB
OG0003457	LOC108090242|XP_017044329.1|DFIC	LOC117576080|XP_034116518.1|DALB
OG0003458	LOC108092135|XP_017047129.1|DFIC	LOC117575425|XP_034115516.1|DALB
OG0003459	LOC108102028|XP_017062121.1|DFIC	LOC117574797|XP_034114648.1|DALB
OG0003460	LOC108091657|XP_017046456.1|DFIC	LOC117573418|XP_034112515.1|DALB
OG0003461	LOC108090127|XP_017044148.1|DFIC	LOC117576540|XP_034117267.1|DALB
OG0003462	LOC108099944|XP_017059108.1|DFIC	LOC117569089|XP_034105997.1|DALB
OG0003463	LOC108092142|XP_017047140.1|DFIC	LOC117576913|XP_034117943.1|DALB
OG0003464	LOC108091908|XP_017046781.1|DFIC	LOC117574489|XP_034114218.1|DALB
OG0003465	LOC108096835|XP_017054233.1|DFIC	LOC117576647|XP_034117471.1|DALB
OG0003466	LOC108099571|XP_017058660.1|DFIC	LOC117573904|XP_034113302.1|DALB
OG0003467	LOC108092030|XP_017046960.1|DFIC	LOC117574336|XP_034114048.1|DALB
OG0003468	LOC108098688|XP_017057286.1|DFIC	LOC117575794|XP_034116061.1|DALB
OG0003469	LOC108088423|XP_017041673.1|DFIC	LOC117575140|XP_034115137.1|DALB
OG0003470	LOC108091870|XP_017046740.1|DFIC	LOC117574201|XP_034113796.1|DALB
OG0003471	LOC108096062|XP_017052910.1|DFIC	LOC117563241|XP_034097339.1|DALB
OG0003472	LOC108089146|XP_017042754.1|DFIC	LOC117566245|XP_034101687.1|DALB
OG0003474	LOC108087963|XP_017041046.1|DFIC	LOC117575847|XP_034116148.1|DALB
OG0003476	LOC108101976|XP_017062059.1|DFIC	LOC117573108|XP_034111921.1|DALB
OG0003477	LOC108092076|XP_017047041.1|DFIC	LOC117575201|XP_034115209.1|DALB
OG0003478	LOC108087985|XP_017041075.1|DFIC	LOC117576353|XP_034116932.1|DALB
OG0003479	LOC108099271|XP_017058135.1|DFIC	LOC117576950|XP_034117999.1|DALB
OG0003480	LOC108091731|XP_017046563.1|DFIC	LOC117575207|XP_034115222.1|DALB
OG0003481	LOC108091736|XP_017046568.1|DFIC	LOC117573450|XP_034112563.1|DALB
OG0003482	LOC108091812|XP_017046669.1|DFIC	LOC117576062|XP_034116487.1|DALB
OG0003483	LOC108091778|XP_017046616.1|DFIC	LOC117573442|XP_034112553.1|DALB
OG0003484	LOC108099481|XP_017058527.1|DFIC	LOC117576868|XP_034117861.1|DALB
OG0003486	LOC108087318|XP_017040135.1|DFIC	LOC117573361|XP_034112380.1|DALB
OG0003487	LOC108086549|XP_017038976.1|DFIC	LOC117576479|XP_034117141.1|DALB
OG0003488	LOC108088484|XP_017041782.1|DFIC	LOC117573996|XP_034113436.1|DALB
OG0003489	LOC108099345|XP_017058309.1|DFIC	LOC117573685|XP_034112921.1|DALB
OG0003490	LOC108088056|XP_017041183.1|DFIC	LOC117575115|XP_034115105.1|DALB
OG0003491	LOC108088543|XP_017041878.1|DFIC	LOC117574452|XP_034114180.1|DALB
OG0003492	LOC108102302|XP_017038660.1|DFIC	LOC117574787|XP_034114634.1|DALB
OG0003493	LOC108099582|XP_017058676.1|DFIC	LOC117573705|XP_034112964.1|DALB
OG0003494	LOC108098517|XP_017056971.1|DFIC	LOC117576077|XP_034116512.1|DALB
OG0003495	LOC108090622|XP_017044888.1|DFIC	LOC117563934|XP_034098397.1|DALB
OG0003496	LOC108092012|XP_017046935.1|DFIC	LOC117576433|XP_034117074.1|DALB
OG0003498	LOC108098505|XP_017056970.1|DFIC, LOC108086363|XP_017038752.1|DFIC	LOC117573083|XP_034111866.1|DALB
OG0003499	LOC108099529|XP_017058585.1|DFIC	LOC117574513|XP_034114263.1|DALB
OG0003500	LOC108094447|XP_017050510.1|DFIC, LOC108094484|XP_017050560.1|DFIC	LOC117564168|XP_034098726.1|DALB
OG0003501	LOC108091680|XP_017046492.1|DFIC	LOC117574769|XP_034114605.1|DALB
OG0003502	LOC108099625|XP_017058741.1|DFIC	LOC117576729|XP_034117641.1|DALB
OG0003503	LOC108097489|XP_017055282.1|DFIC	LOC117573385|XP_034112471.1|DALB
OG0003504	LOC108097482|XP_017055274.1|DFIC	LOC117575477|XP_034115601.1|DALB
OG0003505	LOC108091960|XP_017046855.1|DFIC	LOC117576625|XP_034117440.1|DALB
OG0003506	LOC108091784|XP_017046629.1|DFIC	LOC117576660|XP_034117506.1|DALB
OG0003507	LOC108091612|XP_017046382.1|DFIC	LOC117573886|XP_034113263.1|DALB
OG0003508	LOC108100364|XP_017059693.1|DFIC	LOC117571712|XP_034109902.1|DALB
OG0003509	LOC108099400|XP_017058395.1|DFIC	LOC117574801|XP_034114657.1|DALB
OG0003510	LOC108087227|XP_017039999.1|DFIC	LOC117575561|XP_034115713.1|DALB
OG0003511	LOC108087235|XP_017040013.1|DFIC	LOC117575560|XP_034115712.1|DALB
OG0003512	LOC108087382|XP_017040213.1|DFIC	LOC117576056|XP_034116479.1|DALB
OG0003513	LOC108091692|XP_017046514.1|DFIC	LOC117573417|XP_034112514.1|DALB
OG0003514	LOC108098050|XP_017056217.1|DFIC	LOC117574522|XP_034114275.1|DALB
OG0003515	LOC108087742|XP_017040753.1|DFIC	LOC117569877|XP_034107107.1|DALB
OG0003516	LOC108091677|XP_017046487.1|DFIC	LOC117574630|XP_034114410.1|DALB
OG0003517	LOC108087003|XP_017039629.1|DFIC	LOC117574784|XP_034114630.1|DALB
OG0003518	LOC108091817|XP_017046684.1|DFIC	LOC117574377|XP_034114102.1|DALB
OG0003519	LOC108087494|XP_017040373.1|DFIC	LOC117571759|XP_034110002.1|DALB
OG0003520	LOC108087530|XP_017040422.1|DFIC	LOC117571755|XP_034109996.1|DALB
OG0003521	LOC108087506|XP_017040393.1|DFIC	LOC117567681|XP_034103693.1|DALB
OG0003522	LOC108094071|XP_017050001.1|DFIC	LOC117568516|XP_034105108.1|DALB
OG0003523	LOC108090624|XP_017044890.1|DFIC	LOC117563932|XP_034098395.1|DALB
OG0003524	LOC108091055|XP_017045495.1|DFIC	LOC117572089|XP_034110580.1|DALB
OG0003525	LOC108090346|XP_017044451.1|DFIC	LOC117566858|XP_034102342.1|DALB
OG0003526	LOC108091913|XP_017046786.1|DFIC	LOC117575384|XP_034115449.1|DALB
OG0003527	LOC108093631|XP_017049272.1|DFIC	LOC117566875|XP_034102372.1|DALB
OG0003529	LOC108089171|XP_017042794.1|DFIC	LOC117565243|XP_034100146.1|DALB
OG0003530	LOC108086976|XP_017039580.1|DFIC	LOC117568895|XP_034105687.1|DALB
OG0003531	LOC108092025|XP_017046952.1|DFIC	LOC117567539|XP_034103476.1|DALB
OG0003532	LOC108096295|XP_017053258.1|DFIC	LOC117568282|XP_034104687.1|DALB
OG0003533	LOC108093892|XP_017049741.1|DFIC	LOC117569206|XP_034106168.1|DALB
OG0003534	LOC108087547|XP_017040454.1|DFIC	LOC117569213|XP_034106179.1|DALB
OG0003535	LOC108099479|XP_017058530.1|DFIC	LOC117567340|XP_034103155.1|DALB
OG0003536	LOC108094257|XP_017050210.1|DFIC	LOC117566903|XP_034102413.1|DALB
OG0003537	LOC108101207|XP_017060948.1|DFIC	LOC117570518|XP_034108110.1|DALB
OG0003538	LOC108087777|XP_017040794.1|DFIC	LOC117567451|XP_034103355.1|DALB
OG0003539	LOC108086455|XP_017038866.1|DFIC	LOC117571851|XP_034110136.1|DALB
OG0003540	LOC108099078|XP_017057864.1|DFIC	LOC117569954|XP_034107215.1|DALB
OG0003541	LOC108091956|XP_017046841.1|DFIC	LOC117576515|XP_034117215.1|DALB
OG0003542	LOC108101490|XP_017061331.1|DFIC	LOC117570835|XP_034108599.1|DALB
OG0003543	LOC108097175|XP_017054802.1|DFIC	LOC117574609|XP_034114426.1|DALB
OG0003544	LOC108089594|XP_017043441.1|DFIC	LOC117572761|XP_034111737.1|DALB
OG0003545	LOC108093577|XP_017049189.1|DFIC	LOC117572160|XP_034110700.1|DALB
OG0003546	LOC108088911|XP_017042412.1|DFIC	LOC117569489|XP_034106561.1|DALB
OG0003547	LOC108087670|XP_017040652.1|DFIC	LOC117568554|XP_034105165.1|DALB
OG0003548	LOC108090489|XP_017044690.1|DFIC	LOC117567938|XP_034104119.1|DALB
OG0003549	LOC108090521|XP_017044729.1|DFIC	LOC117568909|XP_034105705.1|DALB
OG0003550	LOC108093740|XP_017049493.1|DFIC	LOC117567151|XP_034102856.1|DALB
OG0003551	LOC108093900|XP_017049749.1|DFIC	LOC117567008|XP_034102584.1|DALB
OG0003552	LOC108086441|XP_017038843.1|DFIC	LOC117572437|XP_034111157.1|DALB
OG0003553	LOC108093958|XP_017049846.1|DFIC	LOC117569916|XP_034107151.1|DALB
OG0003554	LOC108089386|XP_017043057.1|DFIC	LOC117572584|XP_034111359.1|DALB
OG0003555	LOC108099095|XP_017057902.1|DFIC	LOC117567717|XP_034103767.1|DALB
OG0003556	LOC108088251|XP_017041457.1|DFIC	LOC117567866|XP_034104020.1|DALB
OG0003557	LOC108088232|XP_017041430.1|DFIC	LOC117569700|XP_034106853.1|DALB
OG0003558	LOC108096262|XP_017053208.1|DFIC	LOC117568603|XP_034105245.1|DALB
OG0003559	LOC108089484|XP_017043250.1|DFIC	LOC117568821|XP_034105583.1|DALB
OG0003560	LOC108089590|XP_017043436.1|DFIC	LOC117572762|XP_034111738.1|DALB
OG0003561	LOC108094837|XP_017051124.1|DFIC	LOC117569677|XP_034106815.1|DALB
OG0003562	LOC108093997|XP_017049906.1|DFIC	LOC117566810|XP_034102249.1|DALB
OG0003563	LOC108088009|XP_017041110.1|DFIC	LOC117575295|XP_034115335.1|DALB
OG0003564	LOC108088239|XP_017041439.1|DFIC	LOC117567287|XP_034103048.1|DALB
OG0003565	LOC108099190|XP_017058046.1|DFIC	LOC117572368|XP_034111026.1|DALB
OG0003566	LOC108098855|XP_017057507.1|DFIC	LOC117573832|XP_034113155.1|DALB
OG0003567	LOC108093742|XP_017049498.1|DFIC	LOC117568149|XP_034104447.1|DALB
OG0003568	LOC108090852|XP_017045216.1|DFIC	LOC117568181|XP_034104508.1|DALB
OG0003569	LOC108099675|XP_017058806.1|DFIC	LOC117572056|XP_034110523.1|DALB
OG0003570	LOC108093876|XP_017049708.1|DFIC	LOC117571939|XP_034110320.1|DALB
OG0003571	LOC108096454|XP_017053547.1|DFIC	LOC117568871|XP_034105652.1|DALB
OG0003572	LOC108093878|XP_017049712.1|DFIC	LOC117569492|XP_034106564.1|DALB
OG0003573	LOC108096897|XP_017054333.1|DFIC	LOC117567266|XP_034103016.1|DALB
OG0003574	LOC108088979|XP_017042511.1|DFIC	LOC117567300|XP_034103074.1|DALB
OG0003575	LOC108089397|XP_017043074.1|DFIC	LOC117572589|XP_034111367.1|DALB
OG0003576	LOC108099951|XP_017059117.1|DFIC	LOC117567819|XP_034103949.1|DALB
OG0003577	LOC108093091|XP_017048515.1|DFIC	LOC117568097|XP_034104368.1|DALB
OG0003578	LOC108089458|XP_017043191.1|DFIC	LOC117568092|XP_034104363.1|DALB
OG0003579	LOC108093935|XP_017049807.1|DFIC	LOC117567849|XP_034103992.1|DALB
OG0003580	LOC108094897|XP_017051231.1|DFIC	LOC117569439|XP_034106493.1|DALB
OG0003581	LOC108100398|XP_017059770.1|DFIC	LOC117570669|XP_034108346.1|DALB
OG0003582	LOC108089738|XP_017043608.1|DFIC	LOC117570977|XP_034108813.1|DALB
OG0003583	LOC108096851|XP_017054255.1|DFIC	LOC117568529|XP_034105124.1|DALB
OG0003584	LOC108093696|XP_017049366.1|DFIC	LOC117569926|XP_034107171.1|DALB
OG0003585	LOC108099984|XP_017059170.1|DFIC	LOC117569804|XP_034107009.1|DALB
OG0003586	LOC108098419|XP_017056801.1|DFIC	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB
OG0003587	LOC108101301|XP_017061091.1|DFIC	LOC117565002|XP_034099838.1|DALB
OG0003588	LOC108088053|XP_017041178.1|DFIC	LOC117574876|XP_034114797.1|DALB
OG0003589	LOC108093607|XP_017049222.1|DFIC	LOC117569518|XP_034106603.1|DALB
OG0003590	LOC108100366|XP_017059695.1|DFIC	LOC117569100|XP_034106009.1|DALB
OG0003591	LOC108100604|XP_017060079.1|DFIC	LOC117572751|XP_034111723.1|DALB
OG0003592	LOC108089639|XP_017043493.1|DFIC	LOC117570253|XP_034107657.1|DALB
OG0003593	LOC108096235|XP_017053141.1|DFIC	LOC117570654|XP_034108317.1|DALB
OG0003594	LOC108089439|XP_017043166.1|DFIC	LOC117567307|XP_034103086.1|DALB
OG0003595	LOC108101937|XP_017062009.1|DFIC	LOC117567695|XP_034103711.1|DALB
OG0003596	LOC108094258|XP_017050212.1|DFIC	LOC117566902|XP_034102412.1|DALB
OG0003597	LOC108094248|XP_017050195.1|DFIC	LOC117566893|XP_034102399.1|DALB
OG0003598	LOC108096352|XP_017053390.1|DFIC	LOC117568292|XP_034104703.1|DALB
OG0003599	LOC108092460|XP_017047538.1|DFIC	LOC117566420|XP_034101839.1|DALB
OG0003600	LOC108088992|XP_017042529.1|DFIC	LOC117570988|XP_034108827.1|DALB
OG0003601	LOC108090578|XP_017044814.1|DFIC	LOC117570688|XP_034108380.1|DALB
OG0003602	LOC108087648|XP_017040602.1|DFIC	LOC117567001|XP_034102568.1|DALB
OG0003603	LOC108088962|XP_017042469.1|DFIC	LOC117569106|XP_034106014.1|DALB
OG0003604	LOC108095817|XP_017052583.1|DFIC	LOC117564348|XP_034098955.1|DALB
OG0003605	LOC108087362|XP_017040191.1|DFIC	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB
