Orthogroup	DFIC.longest_only	DBIA.longest_only
OG0004912	LOC108096354|XP_017053392.1|DFIC	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC108094841|XP_017051132.1|DFIC	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC108094839|XP_017051125.1|DFIC	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC108101904|XP_017061963.1|DFIC	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC108090559|XP_017044790.1|DFIC	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC108087512|XP_017040403.1|DFIC	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC108087511|XP_017040397.1|DFIC	LOC108035124|XP_016966044.1|DBIA
OG0004919	LOC108100765|XP_017060293.1|DFIC	LOC108023862|XP_016949008.1|DBIA
OG0004920	LOC108100374|XP_017059711.1|DFIC	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC108088242|XP_017041442.1|DFIC	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC108088942|XP_017042454.1|DFIC	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC108100446|XP_017059860.1|DFIC	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC108093051|XP_017048448.1|DFIC	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC108100661|XP_017060161.1|DFIC	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC108093273|XP_017048742.1|DFIC	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC108096245|XP_017053173.1|DFIC	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC108095159|XP_017051596.1|DFIC	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC108098986|XP_017057693.1|DFIC	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC108093749|XP_017049505.1|DFIC	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC108094958|XP_017051311.1|DFIC	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC108099144|XP_017057976.1|DFIC	LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC108090560|XP_017044791.1|DFIC	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC108090984|XP_017045429.1|DFIC	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC108086305|XP_017038686.1|DFIC	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC108096373|XP_017053414.1|DFIC	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC108093191|XP_017048640.1|DFIC	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC108096220|XP_017053094.1|DFIC	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC108088291|XP_017041509.1|DFIC	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC108088325|XP_017041552.1|DFIC	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC108089393|XP_017043065.1|DFIC	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC108099872|XP_017059009.1|DFIC	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC108089034|XP_017042620.1|DFIC	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC108099121|XP_017057944.1|DFIC	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC108094328|XP_017050367.1|DFIC	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC108088892|XP_017042380.1|DFIC	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC108100400|XP_017059773.1|DFIC	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC108100244|XP_017059509.1|DFIC	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC108100319|XP_017059614.1|DFIC	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC108099107|XP_017057920.1|DFIC	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC108088488|XP_017041796.1|DFIC	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC108089635|XP_017043489.1|DFIC	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC108089578|XP_017043423.1|DFIC	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC108089613|XP_017043464.1|DFIC	LOC108035624|XP_016966805.1|DBIA
OG0004955	LOC108093080|XP_017048490.1|DFIC	LOC108028805|XP_016956279.1|DBIA
OG0004956	LOC108093695|XP_017049365.1|DFIC	LOC108036380|XP_016967971.1|DBIA
OG0004957	LOC108099152|XP_017057986.1|DFIC	LOC108035219|XP_016966233.1|DBIA
OG0004958	LOC108089316|XP_017042981.1|DFIC	LOC108035490|XP_016966630.1|DBIA
OG0004959	LOC108089482|XP_017043246.1|DFIC	LOC108035152|XP_016966083.1|DBIA
OG0004960	LOC108089480|XP_017043244.1|DFIC	LOC108035153|XP_016966085.1|DBIA
OG0004961	LOC108096930|XP_017054372.1|DFIC	LOC108036668|XP_016968438.1|DBIA
OG0004962	LOC108093199|XP_017048650.1|DFIC	LOC108028493|XP_016955858.1|DBIA
OG0004963	LOC108088302|XP_017041520.1|DFIC	LOC108035922|XP_016967188.1|DBIA
OG0004964	LOC108087533|XP_017040427.1|DFIC	LOC108035272|XP_016966320.1|DBIA
OG0004965	LOC108089442|XP_017043168.1|DFIC	LOC108028130|XP_016955272.1|DBIA
OG0004966	LOC108089514|XP_017043326.1|DFIC	LOC108028481|XP_016955832.1|DBIA
OG0004967	LOC108094253|XP_017050202.1|DFIC	LOC108030054|XP_016958121.1|DBIA
OG0004968	LOC108096351|XP_017053389.1|DFIC	LOC108035575|XP_016966735.1|DBIA
OG0004969	LOC108093657|XP_017049321.1|DFIC	LOC108029942|XP_016957933.1|DBIA
OG0004970	LOC108096350|XP_017053388.1|DFIC	LOC108035705|XP_016966916.1|DBIA
OG0004971	LOC108096405|XP_017053465.1|DFIC	LOC108035336|XP_016966402.1|DBIA
OG0004972	LOC108089462|XP_017043197.1|DFIC	LOC108028553|XP_016955945.1|DBIA
OG0004973	LOC108099089|XP_017057895.1|DFIC	LOC108028990|XP_016956524.1|DBIA
OG0004974	LOC108089593|XP_017043440.1|DFIC	LOC108034926|XP_016965671.1|DBIA
OG0004975	LOC108100448|XP_017059861.1|DFIC	LOC108035359|XP_016966446.1|DBIA
OG0004976	LOC108099395|XP_017058392.1|DFIC	LOC108034532|XP_016964947.1|DBIA
OG0004977	LOC108087743|XP_017040754.1|DFIC	LOC108026761|XP_016953390.1|DBIA
OG0004978	LOC108086308|XP_017038698.1|DFIC	LOC108030123|XP_016958314.1|DBIA
OG0004979	LOC108088964|XP_017042471.1|DFIC	LOC108034747|XP_016965184.1|DBIA
OG0004980	LOC108096398|XP_017053458.1|DFIC	LOC108030642|XP_016959145.1|DBIA
OG0004981	LOC108088264|XP_017041470.1|DFIC	LOC108035955|XP_016967249.1|DBIA
OG0004982	LOC108088320|XP_017041545.1|DFIC	LOC108035957|XP_016967254.1|DBIA
OG0004983	LOC108087571|XP_017040490.1|DFIC	LOC108035489|XP_016966629.1|DBIA
OG0004984	LOC108093219|XP_017048676.1|DFIC	LOC108028665|XP_016956086.1|DBIA
OG0004985	LOC108100261|XP_017059527.1|DFIC	LOC108028542|XP_016955933.1|DBIA
OG0004986	LOC108099921|XP_017059079.1|DFIC	LOC108028639|XP_016956053.1|DBIA
OG0004987	LOC108089463|XP_017043198.1|DFIC	LOC108035001|XP_016965829.1|DBIA
OG0004988	LOC108100262|XP_017059531.1|DFIC	LOC108028557|XP_016955954.1|DBIA
OG0004989	LOC108089519|XP_017043335.1|DFIC	LOC108035355|XP_016966438.1|DBIA
OG0004990	LOC108095202|XP_017051698.1|DFIC	LOC108022386|XP_016946758.1|DBIA
OG0004991	LOC108087665|XP_017040644.1|DFIC	LOC108030058|XP_016958131.1|DBIA
OG0004992	LOC108087666|XP_017040646.1|DFIC	LOC108030062|XP_016958138.1|DBIA
OG0004993	LOC108089310|XP_017042976.1|DFIC	LOC108035392|XP_016966494.1|DBIA
OG0004994	LOC108099198|XP_017058061.1|DFIC	LOC108035704|XP_016966915.1|DBIA
OG0004995	LOC108099546|XP_017058614.1|DFIC	LOC108034914|XP_016965649.1|DBIA
OG0004996	LOC108093839|XP_017049662.1|DFIC	LOC108030529|XP_016958912.1|DBIA
OG0004997	LOC108093724|XP_017049423.1|DFIC	LOC108036633|XP_016968396.1|DBIA
OG0004998	LOC108101845|XP_017061853.1|DFIC	LOC108026691|XP_016953269.1|DBIA
OG0004999	LOC108088977|XP_017042508.1|DFIC	LOC108035437|XP_016966560.1|DBIA
OG0005000	LOC108096516|XP_017053634.1|DFIC	LOC108036270|XP_016967770.1|DBIA
OG0005001	LOC108096388|XP_017053442.1|DFIC	LOC108034955|XP_016965730.1|DBIA
OG0005002	LOC108088020|XP_017041123.1|DFIC	LOC108032214|XP_016961563.1|DBIA
OG0005003	LOC108089018|XP_017042592.1|DFIC	LOC108035320|XP_016966384.1|DBIA
OG0005004	LOC108093238|XP_017048701.1|DFIC	LOC108028838|XP_016956318.1|DBIA
OG0005005	LOC108088269|XP_017041476.1|DFIC	LOC108035887|XP_016967131.1|DBIA
OG0005006	LOC108100605|XP_017060081.1|DFIC	LOC108030678|XP_016959218.1|DBIA
OG0005007	LOC108099923|XP_017059081.1|DFIC	LOC108028624|XP_016956033.1|DBIA
OG0005008	LOC108100672|XP_017060177.1|DFIC	LOC108031203|XP_016959920.1|DBIA
OG0005009	LOC108099754|XP_017058873.1|DFIC	LOC108028085|XP_016955215.1|DBIA
OG0005010	LOC108100167|XP_017059419.1|DFIC	LOC108030497|XP_016958876.1|DBIA
OG0005011	LOC108090741|XP_017045053.1|DFIC	LOC108026838|XP_016953502.1|DBIA
OG0005012	LOC108093257|XP_017048722.1|DFIC	LOC108028767|XP_016956231.1|DBIA
OG0005013	LOC108099410|XP_017058414.1|DFIC	LOC108031546|XP_016960571.1|DBIA
OG0005014	LOC108087505|XP_017040392.1|DFIC	LOC108034987|XP_016965806.1|DBIA
OG0005015	LOC108100515|XP_017059960.1|DFIC	LOC108028471|XP_016955822.1|DBIA
OG0005016	LOC108089574|XP_017043420.1|DFIC	LOC108030676|XP_016959194.1|DBIA
OG0005017	LOC108089019|XP_017042593.1|DFIC	LOC108035093|XP_016966003.1|DBIA
OG0005018	LOC108099595|XP_017058699.1|DFIC	LOC108030066|XP_016958152.1|DBIA
OG0005019	LOC108089516|XP_017043330.1|DFIC	LOC108035236|XP_016966257.1|DBIA
OG0005020	LOC108090989|XP_017045435.1|DFIC	LOC108036247|XP_016967745.1|DBIA
OG0005021	LOC108089181|XP_017042805.1|DFIC	LOC108034316|XP_016964675.1|DBIA
OG0005022	LOC108100479|XP_017059901.1|DFIC	LOC108031238|XP_016959966.1|DBIA
OG0005023	LOC108090654|XP_017044921.1|DFIC	LOC108036256|XP_016967755.1|DBIA
OG0005024	LOC108100372|XP_017059706.1|DFIC	LOC108035252|XP_016966282.1|DBIA
OG0005025	LOC108096343|XP_017053379.1|DFIC	LOC108029698|XP_016957654.1|DBIA
OG0005026	LOC108096360|XP_017053397.1|DFIC	LOC108035306|XP_016966365.1|DBIA
OG0005027	LOC108099768|XP_017058889.1|DFIC	LOC108035275|XP_016966325.1|DBIA
OG0005028	LOC108087992|XP_017041085.1|DFIC	LOC108027186|XP_016953975.1|DBIA
OG0005029	LOC108099853|XP_017058988.1|DFIC	LOC108028432|XP_016955750.1|DBIA
OG0005030	LOC108099116|XP_017057935.1|DFIC	LOC108029489|XP_016957250.1|DBIA
OG0005031	LOC108089731|XP_017043601.1|DFIC	LOC108035214|XP_016966219.1|DBIA
OG0005032	LOC108093069|XP_017048470.1|DFIC	LOC108028250|XP_016955421.1|DBIA
OG0005033	LOC108089730|XP_017043598.1|DFIC	LOC108028453|XP_016955786.1|DBIA
OG0005034	LOC108089724|XP_017043593.1|DFIC	LOC108028244|XP_016955412.1|DBIA
OG0005035	LOC108093070|XP_017048471.1|DFIC	LOC108028251|XP_016955422.1|DBIA
OG0005036	LOC108099103|XP_017057912.1|DFIC	LOC108035228|XP_016966246.1|DBIA
OG0005037	LOC108096277|XP_017053226.1|DFIC	LOC108029901|XP_016957884.1|DBIA
OG0005038	LOC108099141|XP_017057971.1|DFIC	LOC108035439|XP_016966562.1|DBIA
OG0005039	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC	LOC108027899|XP_016955007.1|DBIA
OG0005040	LOC108093120|XP_017048552.1|DFIC	LOC108028455|XP_016955790.1|DBIA
OG0005041	LOC108093200|XP_017048651.1|DFIC	LOC108028494|XP_016955859.1|DBIA
OG0005042	LOC108099011|XP_017057734.1|DFIC	LOC108034538|XP_016964953.1|DBIA
OG0005043	LOC108095153|XP_017051581.1|DFIC	LOC108022780|XP_016947382.1|DBIA
OG0005044	LOC108095151|XP_017051578.1|DFIC	LOC108022778|XP_016947381.1|DBIA
OG0005045	LOC108095182|XP_017051657.1|DFIC	LOC108022233|XP_016946580.1|DBIA
OG0005046	LOC108096891|XP_017054322.1|DFIC	LOC108029974|XP_016957970.1|DBIA
OG0005047	LOC108089598|XP_017043445.1|DFIC	LOC108030682|XP_016959204.1|DBIA
OG0005048	LOC108089596|XP_017043443.1|DFIC	LOC108030685|XP_016959207.1|DBIA
OG0005049	LOC108093068|XP_017048467.1|DFIC	LOC108028248|XP_016955420.1|DBIA
OG0005050	LOC108087699|XP_017040703.1|DFIC	LOC108030060|XP_016958133.1|DBIA
OG0005051	LOC108093109|XP_017048539.1|DFIC	LOC108028521|XP_016955893.1|DBIA
OG0005052	LOC108093147|XP_017048580.1|DFIC	LOC108028816|XP_016956292.1|DBIA
OG0005053	LOC108101208|XP_017060945.1|DFIC	LOC108032625|XP_016962052.1|DBIA
OG0005054	LOC108100340|XP_017059648.1|DFIC	LOC108028418|XP_016955730.1|DBIA
OG0005055	LOC108097545|XP_017055387.1|DFIC	LOC108024027|XP_016949283.1|DBIA
OG0005056	LOC108101936|XP_017062008.1|DFIC	LOC108026929|XP_016953631.1|DBIA
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC108028525|XP_016955897.1|DBIA
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC108034852|XP_016965479.1|DBIA
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC108022161|XP_016946494.1|DBIA
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC108022655|XP_016947202.1|DBIA
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC108034309|XP_016964668.1|DBIA
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC108026703|XP_016953286.1|DBIA
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC108027643|XP_016954652.1|DBIA
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC108035423|XP_016966540.1|DBIA
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC108030167|XP_016958393.1|DBIA
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC108036624|XP_016968384.1|DBIA
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC108026877|XP_016953557.1|DBIA
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC108028769|XP_016956233.1|DBIA
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC108029577|XP_016957428.1|DBIA
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC108026686|XP_016953264.1|DBIA
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC108030606|XP_016959082.1|DBIA
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC108023487|XP_016948501.1|DBIA
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC108030356|XP_016958712.1|DBIA
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC108034806|XP_016965321.1|DBIA
OG0005075	LOC108101234|XP_017060978.1|DFIC	LOC108026541|XP_016952978.1|DBIA
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC108023038|XP_016947768.1|DBIA
OG0005078	LOC108099196|XP_017058056.1|DFIC	LOC108034565|XP_016964984.1|DBIA
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC108022569|XP_016947058.1|DBIA
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC108034401|XP_016964772.1|DBIA
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC108030211|XP_016958467.1|DBIA
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC108030690|XP_016959213.1|DBIA
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC108023992|XP_016949217.1|DBIA
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC108034989|XP_016965808.1|DBIA
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC108028297|XP_016955508.1|DBIA
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC108030350|XP_016958704.1|DBIA
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC108035184|XP_016966153.1|DBIA
OG0005088	LOC108086378|XP_017038769.1|DFIC	LOC108022823|XP_016947453.1|DBIA
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC108022822|XP_016947452.1|DBIA
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC108026804|XP_016953458.1|DBIA
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC108029668|XP_016957585.1|DBIA
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC108028828|XP_016956306.1|DBIA
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC108028468|XP_016955817.1|DBIA
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC108034893|XP_016965593.1|DBIA
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC108022595|XP_016947114.1|DBIA
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC108027895|XP_016955003.1|DBIA
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC108026930|XP_016953632.1|DBIA
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC108022729|XP_016947302.1|DBIA
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC108023122|XP_016947879.1|DBIA
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC108023121|XP_016947878.1|DBIA
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC108032082|XP_016961395.1|DBIA
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC108022832|XP_016947466.1|DBIA
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC108026685|XP_016953263.1|DBIA
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC108036131|XP_016967605.1|DBIA
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC108034570|XP_016964990.1|DBIA
OG0005106	LOC108099084|XP_017057890.1|DFIC	LOC108034802|XP_016965292.1|DBIA
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC108035659|XP_016966856.1|DBIA
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC108036910|XP_016968804.1|DBIA
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC108032605|XP_016962025.1|DBIA
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC108035005|XP_016965837.1|DBIA
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC108028631|XP_016956041.1|DBIA
OG0005112	LOC108100352|XP_017059675.1|DFIC	LOC108031207|XP_016959933.1|DBIA
OG0005113	LOC108093176|XP_017048621.1|DFIC	LOC108028633|XP_016956045.1|DBIA
OG0005114	LOC108099751|XP_017058872.1|DFIC	LOC108035570|XP_016966728.1|DBIA
OG0005115	LOC108089954|XP_017043934.1|DFIC	LOC108027770|XP_016954821.1|DBIA
OG0005116	LOC108089400|XP_017043078.1|DFIC	LOC108035404|XP_016966513.1|DBIA
OG0005117	LOC108097336|XP_017055059.1|DFIC	LOC108023424|XP_016948399.1|DBIA
OG0005118	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC	LOC108034120|XP_016964396.1|DBIA
OG0005119	LOC108101824|XP_017061796.1|DFIC	LOC108026669|XP_016953205.1|DBIA
OG0005120	LOC108100682|XP_017060187.1|DFIC	LOC108035448|XP_016966573.1|DBIA
OG0005121	LOC108088834|XP_017042289.1|DFIC	LOC108030735|XP_016959266.1|DBIA
OG0005122	LOC108095444|XP_017052043.1|DFIC	LOC108028598|XP_016956004.1|DBIA
OG0005123	LOC108088333|XP_017041564.1|DFIC	LOC108028793|XP_016956263.1|DBIA
OG0005124	LOC108089452|XP_017043181.1|DFIC	LOC108035101|XP_016966016.1|DBIA
OG0005125	LOC108089399|XP_017043075.1|DFIC	LOC108035098|XP_016966011.1|DBIA
OG0005126	LOC108089049|XP_017042646.1|DFIC	LOC108035379|XP_016966474.1|DBIA
OG0005127	LOC108100368|XP_017059697.1|DFIC	LOC108034879|XP_016965573.1|DBIA
OG0005128	LOC108096863|XP_017054277.1|DFIC	LOC108030267|XP_016958579.1|DBIA
OG0005129	LOC108100616|XP_017060096.1|DFIC	LOC108028569|XP_016955965.1|DBIA
OG0005130	LOC108096281|XP_017053236.1|DFIC	LOC108028528|XP_016955908.1|DBIA
OG0005131	LOC108086985|XP_017039602.1|DFIC	LOC108028445|XP_016955770.1|DBIA
OG0005132	LOC108099919|XP_017059076.1|DFIC	LOC108028425|XP_016955744.1|DBIA
OG0005133	LOC108099180|XP_017058032.1|DFIC	LOC108035604|XP_016966772.1|DBIA
OG0005134	LOC108089434|XP_017043152.1|DFIC	LOC108030568|XP_016958958.1|DBIA
OG0005135	LOC108100622|XP_017060109.1|DFIC	LOC108035431|XP_016966552.1|DBIA
OG0005136	LOC108100549|XP_017060006.1|DFIC	LOC108035377|XP_016966470.1|DBIA
OG0005137	LOC108088406|XP_017041650.1|DFIC	LOC108024667|XP_016950225.1|DBIA
OG0005138	LOC108089691|XP_017043527.1|DFIC	LOC108028107|XP_016955242.1|DBIA
OG0005139	LOC108093277|XP_017048745.1|DFIC	LOC108028303|XP_016955514.1|DBIA
OG0005140	LOC108089830|XP_017043732.1|DFIC	LOC108027774|XP_016954825.1|DBIA
OG0005141	LOC108093721|XP_017049420.1|DFIC	LOC108036449|XP_016968086.1|DBIA
OG0005142	LOC108089054|XP_017042652.1|DFIC	LOC108035477|XP_016966616.1|DBIA
OG0005143	LOC108089026|XP_017042600.1|DFIC	LOC108035039|XP_016965874.1|DBIA
OG0005144	LOC108089069|XP_017042666.1|DFIC	LOC108034589|XP_016965011.1|DBIA
OG0005145	LOC108089060|XP_017042657.1|DFIC	LOC108035664|XP_016966861.1|DBIA
OG0005146	LOC108093101|XP_017048527.1|DFIC	LOC108028377|XP_016955659.1|DBIA
OG0005147	LOC108093103|XP_017048530.1|DFIC	LOC108028379|XP_016955664.1|DBIA
OG0005148	LOC108096378|XP_017053419.1|DFIC	LOC108030574|XP_016958989.1|DBIA
OG0005149	LOC108094020|XP_017049939.1|DFIC	LOC108022671|XP_016947231.1|DBIA
OG0005150	LOC108089622|XP_017043474.1|DFIC	LOC108035282|XP_016966336.1|DBIA
OG0005151	LOC108100523|XP_017059971.1|DFIC	LOC108035208|XP_016966207.1|DBIA
OG0005152	LOC108100658|XP_017060158.1|DFIC	LOC108035537|XP_016966693.1|DBIA
OG0005153	LOC108100384|XP_017059728.1|DFIC	LOC108035556|XP_016966713.1|DBIA
OG0005154	LOC108100382|XP_017059725.1|DFIC	LOC108035058|XP_016965932.1|DBIA
OG0005155	LOC108099793|XP_017058914.1|DFIC	LOC108031064|XP_016959761.1|DBIA
OG0005156	LOC108098593|XP_017057140.1|DFIC	LOC108027332|XP_016954233.1|DBIA
OG0005157	LOC108096727|XP_017054060.1|DFIC	LOC108026634|XP_016953144.1|DBIA
OG0005158	LOC108093084|XP_017048500.1|DFIC	LOC108028276|XP_016955469.1|DBIA
OG0005159	LOC108089556|XP_017043387.1|DFIC	LOC108035427|XP_016966547.1|DBIA
OG0005160	LOC108099740|XP_017058854.1|DFIC	LOC108028122|XP_016955261.1|DBIA
OG0005161	LOC108090833|XP_017045186.1|DFIC	LOC108026858|XP_016953528.1|DBIA
OG0005162	LOC108088695|XP_017042125.1|DFIC	LOC108023651|XP_016948760.1|DBIA
OG0005163	LOC108093575|XP_017049178.1|DFIC	LOC108030816|XP_016959405.1|DBIA
OG0005164	LOC108089587|XP_017043433.1|DFIC	LOC108035483|XP_016966622.1|DBIA
OG0005165	LOC108094305|XP_017050315.1|DFIC	LOC108030201|XP_016958447.1|DBIA
OG0005166	LOC108090148|XP_017044193.1|DFIC	LOC108032942|XP_016962505.1|DBIA
OG0005167	LOC108090155|XP_017044201.1|DFIC	LOC108032871|XP_016962360.1|DBIA
OG0005168	LOC108099819|XP_017058937.1|DFIC	LOC108035454|XP_016966581.1|DBIA
OG0005169	LOC108100573|XP_017060040.1|DFIC	LOC108035067|XP_016965947.1|DBIA
OG0005170	LOC108100623|XP_017060110.1|DFIC	LOC108035065|XP_016965944.1|DBIA
OG0005171	LOC108100179|XP_017059437.1|DFIC	LOC108035066|XP_016965946.1|DBIA
OG0005172	LOC108087852|XP_017040921.1|DFIC	LOC108026822|XP_016953478.1|DBIA
OG0005173	LOC108094278|XP_017050260.1|DFIC	LOC108030440|XP_016958819.1|DBIA
OG0005174	LOC108087753|XP_017040770.1|DFIC	LOC108023056|XP_016947792.1|DBIA
OG0005175	LOC108087690|XP_017040686.1|DFIC	LOC108022597|XP_016947119.1|DBIA
OG0005176	LOC108087866|XP_017040939.1|DFIC	LOC108029749|XP_016957731.1|DBIA
OG0005177	LOC108087739|XP_017040749.1|DFIC	LOC108023005|XP_016947725.1|DBIA
OG0005178	LOC108089066|XP_017042664.1|DFIC	LOC108035677|XP_016966876.1|DBIA
OG0005179	LOC108088976|XP_017042507.1|DFIC	LOC108034827|XP_016965425.1|DBIA
OG0005180	LOC108100258|XP_017059523.1|DFIC	LOC108028524|XP_016955900.1|DBIA
OG0005181	LOC108097780|XP_017055797.1|DFIC	LOC108025930|XP_016952112.1|DBIA
OG0005182	LOC108090497|XP_017044699.1|DFIC	LOC108036441|XP_016968068.1|DBIA
OG0005183	LOC108096671|XP_017053937.1|DFIC	LOC108036365|XP_016967935.1|DBIA
OG0005184	LOC108096680|XP_017053969.1|DFIC	LOC108036549|XP_016968269.1|DBIA
OG0005185	LOC108090266|XP_017044363.1|DFIC	LOC108036241|XP_016967739.1|DBIA
OG0005186	LOC108086442|XP_017038845.1|DFIC	LOC108022585|XP_016947099.1|DBIA
OG0005187	LOC108094275|XP_017050237.1|DFIC	LOC108030095|XP_016958231.1|DBIA
OG0005188	LOC108096862|XP_017054276.1|DFIC	LOC108030273|XP_016958587.1|DBIA
OG0005189	LOC108094245|XP_017050196.1|DFIC	LOC108024199|XP_016949538.1|DBIA
OG0005190	LOC108096460|XP_017053556.1|DFIC	LOC108035703|XP_016966914.1|DBIA
OG0005191	LOC108102260|XP_017062503.1|DFIC	LOC108024574|XP_016950064.1|DBIA
OG0005192	LOC108093907|XP_017049760.1|DFIC	LOC108023071|XP_016947809.1|DBIA
OG0005193	LOC108090418|XP_017044564.1|DFIC	LOC108036480|XP_016968149.1|DBIA
OG0005194	LOC108094863|XP_017051172.1|DFIC	LOC108029564|XP_016957406.1|DBIA
OG0005195	LOC108093633|XP_017049280.1|DFIC	LOC108030037|XP_016958097.1|DBIA
OG0005196	LOC108100712|XP_017060232.1|DFIC	LOC108028763|XP_016956226.1|DBIA
OG0005197	LOC108090887|XP_017045278.1|DFIC	LOC108026956|XP_016953658.1|DBIA
OG0005198	LOC108089524|XP_017043343.1|DFIC	LOC108035936|XP_016967217.1|DBIA
OG0005199	LOC108101871|XP_017061896.1|DFIC	LOC108030142|XP_016958347.1|DBIA
OG0005200	LOC108093780|XP_017049544.1|DFIC	LOC108022483|XP_016946922.1|DBIA
OG0005201	LOC108090713|XP_017044999.1|DFIC	LOC108022445|XP_016946837.1|DBIA
