Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0003455	LOC108087324|XP_017040144.1|DFIC	LOC6046526|XP_038104772.1|CQUI
OG0003456	LOC108101243|XP_017060990.1|DFIC	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI
OG0003457	LOC108090242|XP_017044329.1|DFIC	LOC6035528|XP_001845693.1|CQUI
OG0003458	LOC108092135|XP_017047129.1|DFIC	LOC6039674|XP_038122724.1|CQUI
OG0003459	LOC108102028|XP_017062121.1|DFIC	LOC6034951|XP_001845210.1|CQUI
OG0003460	LOC108091657|XP_017046456.1|DFIC	LOC6034933|XP_038122514.1|CQUI
OG0003461	LOC108090127|XP_017044148.1|DFIC	LOC6037413|XP_038105277.1|CQUI
OG0003462	LOC108099944|XP_017059108.1|DFIC	LOC6037339|XP_038104753.1|CQUI
OG0003463	LOC108092142|XP_017047140.1|DFIC	LOC6039202|XP_038104646.1|CQUI
OG0003464	LOC108091908|XP_017046781.1|DFIC	LOC6039615|XP_038106187.1|CQUI
OG0003465	LOC108096835|XP_017054233.1|DFIC	LOC6039608|XP_001849182.1|CQUI
OG0003466	LOC108099571|XP_017058660.1|DFIC	LOC6038055|XP_001847899.1|CQUI
OG0003467	LOC108092030|XP_017046960.1|DFIC	LOC6040680|XP_038105387.1|CQUI
OG0003468	LOC108098688|XP_017057286.1|DFIC	LOC6040674|XP_001850035.2|CQUI
OG0003469	LOC108088423|XP_017041673.1|DFIC	LOC6035344|XP_001845555.1|CQUI
OG0003470	LOC108091870|XP_017046740.1|DFIC	LOC6031670|XP_038104846.1|CQUI
OG0003471	LOC108096062|XP_017052910.1|DFIC	LOC6031663|XP_001842409.2|CQUI
OG0003472	LOC108089146|XP_017042754.1|DFIC	LOC6034382|XP_038113315.1|CQUI
OG0003473	LOC108100096|XP_017059330.1|DFIC, LOC108095427|XP_017052028.1|DFIC	LOC6035377|XP_038104133.1|CQUI
OG0003474	LOC108087963|XP_017041046.1|DFIC	LOC6035079|XP_038112442.1|CQUI
OG0003475	LOC108093307|XP_017048771.1|DFIC	LOC6035069|XP_038122846.1|CQUI
OG0003476	LOC108101976|XP_017062059.1|DFIC	LOC6035414|XP_038122449.1|CQUI
OG0003477	LOC108092076|XP_017047041.1|DFIC	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC108087985|XP_017041075.1|DFIC	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC108099271|XP_017058135.1|DFIC	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC108091731|XP_017046563.1|DFIC	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC108091736|XP_017046568.1|DFIC	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC108091812|XP_017046669.1|DFIC	LOC6042437|XP_038114985.1|CQUI
OG0003483	LOC108091778|XP_017046616.1|DFIC	LOC6039076|XP_001848749.1|CQUI
OG0003484	LOC108099481|XP_017058527.1|DFIC	LOC6049256|XP_001866047.1|CQUI
OG0003487	LOC108086549|XP_017038976.1|DFIC	LOC6040883|XP_001850212.2|CQUI
OG0003488	LOC108088484|XP_017041782.1|DFIC	LOC6039350|XP_038104841.1|CQUI
OG0003489	LOC108099345|XP_017058309.1|DFIC	LOC6037420|XP_038104037.1|CQUI
OG0003490	LOC108088056|XP_017041183.1|DFIC	LOC6037424|XP_001847338.1|CQUI
OG0003491	LOC108088543|XP_017041878.1|DFIC	LOC6033013|XP_038111280.1|CQUI
OG0003492	LOC108102302|XP_017038660.1|DFIC	LOC6032983|XP_038121925.1|CQUI
OG0003493	LOC108099582|XP_017058676.1|DFIC	LOC6033729|XP_038105787.1|CQUI
OG0003494	LOC108098517|XP_017056971.1|DFIC	LOC6053204|XP_038110104.1|CQUI
OG0003495	LOC108090622|XP_017044888.1|DFIC	LOC6042404|XP_038123009.1|CQUI
OG0003496	LOC108092012|XP_017046935.1|DFIC	LOC6039896|XP_001849394.1|CQUI
OG0003497	LOC108093325|XP_017048803.1|DFIC	LOC6042400|XP_038122515.1|CQUI
OG0003498	LOC108098505|XP_017056970.1|DFIC, LOC108086363|XP_017038752.1|DFIC	LOC6042398|XP_001851523.2|CQUI
OG0003499	LOC108099529|XP_017058585.1|DFIC	LOC6042393|XP_001851518.2|CQUI
OG0003500	LOC108094447|XP_017050510.1|DFIC, LOC108094484|XP_017050560.1|DFIC	LOC6051158|XP_038104555.1|CQUI
OG0003501	LOC108091680|XP_017046492.1|DFIC	LOC6040942|XP_001850270.1|CQUI
OG0003502	LOC108099625|XP_017058741.1|DFIC	LOC6032047|XP_038105287.1|CQUI
OG0003503	LOC108097489|XP_017055282.1|DFIC	LOC6032067|XP_001842733.2|CQUI
OG0003504	LOC108097482|XP_017055274.1|DFIC	LOC6032073|XP_038115709.1|CQUI
OG0003505	LOC108091960|XP_017046855.1|DFIC	LOC6032089|XP_038104786.1|CQUI
OG0003506	LOC108091784|XP_017046629.1|DFIC	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC108091612|XP_017046382.1|DFIC	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC108100364|XP_017059693.1|DFIC	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC108099400|XP_017058395.1|DFIC	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC108087227|XP_017039999.1|DFIC	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC108087235|XP_017040013.1|DFIC	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC108091692|XP_017046514.1|DFIC	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC108098050|XP_017056217.1|DFIC	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC108087742|XP_017040753.1|DFIC	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC108091677|XP_017046487.1|DFIC	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC108087003|XP_017039629.1|DFIC	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC108091817|XP_017046684.1|DFIC	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC108087494|XP_017040373.1|DFIC	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC108087530|XP_017040422.1|DFIC	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC108087506|XP_017040393.1|DFIC	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC108094071|XP_017050001.1|DFIC	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC108090624|XP_017044890.1|DFIC	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC108091055|XP_017045495.1|DFIC	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC108090346|XP_017044451.1|DFIC	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC108093631|XP_017049272.1|DFIC	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC108089171|XP_017042794.1|DFIC	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC108086976|XP_017039580.1|DFIC	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC108092025|XP_017046952.1|DFIC	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC108096295|XP_017053258.1|DFIC	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC108093892|XP_017049741.1|DFIC	LOC6031080|XP_001841925.2|CQUI
OG0003534	LOC108087547|XP_017040454.1|DFIC	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC108099479|XP_017058530.1|DFIC	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC108094257|XP_017050210.1|DFIC	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC108101207|XP_017060948.1|DFIC	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC108087777|XP_017040794.1|DFIC	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC108086455|XP_017038866.1|DFIC	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC108099078|XP_017057864.1|DFIC	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC108091956|XP_017046841.1|DFIC	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC108101490|XP_017061331.1|DFIC	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC108097175|XP_017054802.1|DFIC	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC108089594|XP_017043441.1|DFIC	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC108093577|XP_017049189.1|DFIC	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC108088911|XP_017042412.1|DFIC	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003547	LOC108087670|XP_017040652.1|DFIC	LOC6045538|XP_038121077.1|CQUI
OG0003548	LOC108090489|XP_017044690.1|DFIC	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC108090521|XP_017044729.1|DFIC	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC108093740|XP_017049493.1|DFIC	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC108093900|XP_017049749.1|DFIC	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC108086441|XP_017038843.1|DFIC	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC108093958|XP_017049846.1|DFIC	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC108089386|XP_017043057.1|DFIC	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC108099095|XP_017057902.1|DFIC	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC108088251|XP_017041457.1|DFIC	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC108088232|XP_017041430.1|DFIC	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC108096262|XP_017053208.1|DFIC	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC108089484|XP_017043250.1|DFIC	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC108089590|XP_017043436.1|DFIC	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC108094837|XP_017051124.1|DFIC	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC108093997|XP_017049906.1|DFIC	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC108088009|XP_017041110.1|DFIC	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC108088239|XP_017041439.1|DFIC	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC108099190|XP_017058046.1|DFIC	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC108098855|XP_017057507.1|DFIC	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC108093742|XP_017049498.1|DFIC	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC108090852|XP_017045216.1|DFIC	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC108099675|XP_017058806.1|DFIC	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC108093876|XP_017049708.1|DFIC	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC108096454|XP_017053547.1|DFIC	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC108093878|XP_017049712.1|DFIC	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC108096897|XP_017054333.1|DFIC	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC108088979|XP_017042511.1|DFIC	LOC6031029|XP_001841881.2|CQUI
OG0003575	LOC108089397|XP_017043074.1|DFIC	LOC6031040|XP_038119823.1|CQUI
OG0003576	LOC108099951|XP_017059117.1|DFIC	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC108093091|XP_017048515.1|DFIC	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC108089458|XP_017043191.1|DFIC	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC108093935|XP_017049807.1|DFIC	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC108094897|XP_017051231.1|DFIC	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC108100398|XP_017059770.1|DFIC	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC108089738|XP_017043608.1|DFIC	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC108096851|XP_017054255.1|DFIC	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC108093696|XP_017049366.1|DFIC	LOC6039265|XP_001848900.2|CQUI
OG0003585	LOC108099984|XP_017059170.1|DFIC	LOC6039274|XP_038114699.1|CQUI
OG0003586	LOC108098419|XP_017056801.1|DFIC	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC108101301|XP_017061091.1|DFIC	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC108088053|XP_017041178.1|DFIC	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC108093607|XP_017049222.1|DFIC	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC108100366|XP_017059695.1|DFIC	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC108100604|XP_017060079.1|DFIC	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC108089639|XP_017043493.1|DFIC	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC108096235|XP_017053141.1|DFIC	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC108089439|XP_017043166.1|DFIC	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC108101937|XP_017062009.1|DFIC	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC108094258|XP_017050212.1|DFIC	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC108094248|XP_017050195.1|DFIC	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC108096352|XP_017053390.1|DFIC	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC108092460|XP_017047538.1|DFIC	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC108088992|XP_017042529.1|DFIC	LOC6038817|XP_038120335.1|CQUI
OG0003601	LOC108090578|XP_017044814.1|DFIC	LOC6043695|XP_001861325.2|CQUI
OG0003602	LOC108087648|XP_017040602.1|DFIC	LOC6043648|XP_038115664.1|CQUI
OG0003603	LOC108088962|XP_017042469.1|DFIC	LOC6040578|XP_038119148.1|CQUI
OG0003604	LOC108095817|XP_017052583.1|DFIC	LOC6040582|XP_038121820.1|CQUI
OG0003605	LOC108087362|XP_017040191.1|DFIC	LOC6044647|XP_001862129.2|CQUI
OG0003606	LOC108093913|XP_017049769.1|DFIC	LOC6044648|XP_038122235.1|CQUI
OG0003607	LOC108094024|XP_017049943.1|DFIC	LOC6044652|XP_038122233.1|CQUI
OG0003608	LOC108087579|XP_017040500.1|DFIC	LOC6042841|XP_001870837.1|CQUI
OG0003609	LOC108090493|XP_017044694.1|DFIC	LOC6039543|XP_001849141.1|CQUI
OG0003610	LOC108099922|XP_017059080.1|DFIC	LOC6039552|XP_001849149.2|CQUI
OG0003611	LOC108096249|XP_017053181.1|DFIC	LOC6048522|XP_038118889.1|CQUI
OG0003612	LOC108095124|XP_017051552.1|DFIC	LOC6048519|XP_001865428.1|CQUI
OG0003613	LOC108093822|XP_017049627.1|DFIC	LOC6043366|XP_001858610.2|CQUI
OG0003614	LOC108093767|XP_017049525.1|DFIC	LOC6043369|XP_001858605.1|CQUI
OG0003615	LOC108101418|XP_017061233.1|DFIC	LOC119770848|XP_038122362.1|CQUI
OG0003616	LOC108096759|XP_017054107.1|DFIC	LOC6036600|XP_001846632.1|CQUI
OG0003617	LOC108086701|XP_017039190.1|DFIC	LOC119768712|XP_038115313.1|CQUI
OG0003618	LOC108086700|XP_017039188.1|DFIC	LOC6041118|XP_038115310.1|CQUI
OG0003619	LOC108096673|XP_017053941.1|DFIC	LOC6053686|XP_038119222.1|CQUI
OG0003620	LOC108090921|XP_017045341.1|DFIC	LOC6048737|XP_001865613.2|CQUI
OG0003621	LOC108093809|XP_017049615.1|DFIC	LOC6040206|XP_001849650.2|CQUI
OG0003622	LOC108093796|XP_017049572.1|DFIC	LOC6040201|XP_001849651.2|CQUI
OG0003623	LOC108094850|XP_017051146.1|DFIC	LOC6042309|XP_001851443.1|CQUI
OG0003624	LOC108087679|XP_017040673.1|DFIC	LOC6037310|XP_038119602.1|CQUI
OG0003625	LOC108093821|XP_017049625.1|DFIC	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	LOC108101823|XP_017061794.1|DFIC	LOC6048596|XP_038117211.1|CQUI
OG0003627	LOC108087861|XP_017040934.1|DFIC	LOC6048595|XP_001865492.2|CQUI
OG0003628	LOC108090836|XP_017045190.1|DFIC	LOC6048591|XP_038115605.1|CQUI
OG0003629	LOC108096533|XP_017053707.1|DFIC	LOC6048586|XP_038119339.1|CQUI
OG0003630	LOC108090884|XP_017045275.1|DFIC	LOC6048585|XP_038119338.1|CQUI
OG0003631	LOC108088894|XP_017042382.1|DFIC	LOC6044414|XP_038118547.1|CQUI
OG0003632	LOC108088989|XP_017042520.1|DFIC	LOC119769941|XP_038119748.1|CQUI
OG0003633	LOC108096627|XP_017053862.1|DFIC	LOC6041335|XP_001850612.1|CQUI
OG0003635	LOC108099185|XP_017058039.1|DFIC	LOC6039424|XP_038116123.1|CQUI
OG0003636	LOC108090485|XP_017044683.1|DFIC	LOC6041333|XP_001850610.2|CQUI
OG0003637	LOC108096663|XP_017053925.1|DFIC	LOC6041328|XP_038119462.1|CQUI
OG0003638	LOC108100496|XP_017059929.1|DFIC	LOC6037294|XP_038118325.1|CQUI
OG0003639	LOC108101199|XP_017060933.1|DFIC	LOC6037295|XP_001847221.2|CQUI
OG0003640	LOC108101879|XP_017061908.1|DFIC	LOC6050485|XP_038118400.1|CQUI
OG0003641	LOC108087828|XP_017040888.1|DFIC	LOC6036278|XP_038121480.1|CQUI
OG0003642	LOC108101493|XP_017061338.1|DFIC	LOC6036279|XP_001846345.2|CQUI
OG0003643	LOC108090895|XP_017045292.1|DFIC	LOC6036280|XP_001846346.1|CQUI
OG0003644	LOC108093694|XP_017049362.1|DFIC	LOC6036255|XP_038116693.1|CQUI
OG0003645	LOC108099013|XP_017057736.1|DFIC	LOC6036238|XP_001846307.2|CQUI
OG0003646	LOC108096359|XP_017053396.1|DFIC	LOC6036242|XP_038119251.1|CQUI
OG0003647	LOC108096391|XP_017053448.1|DFIC	LOC6036227|XP_001846303.1|CQUI
OG0003648	LOC108089828|XP_017043729.1|DFIC	LOC6045929|XP_038121438.1|CQUI
OG0003651	LOC108097750|XP_017055748.1|DFIC	LOC6039442|XP_038120426.1|CQUI
OG0003652	LOC108089324|XP_017042990.1|DFIC	LOC6050828|XP_001867355.1|CQUI
OG0003653	LOC108100708|XP_017060228.1|DFIC	LOC6048051|XP_038119042.1|CQUI
OG0003654	LOC108099902|XP_017059049.1|DFIC	LOC6048047|XP_001865020.2|CQUI
OG0003655	LOC108094465|XP_017050536.1|DFIC	LOC6049355|XP_001866133.2|CQUI
OG0003656	LOC108089413|XP_017043102.1|DFIC	LOC6052027|XP_038116155.1|CQUI
OG0003657	LOC108099898|XP_017059045.1|DFIC	LOC6041093|XP_001850400.1|CQUI
OG0003658	LOC108098955|XP_017057656.1|DFIC	LOC6041086|XP_001850393.2|CQUI
OG0003659	LOC108100696|XP_017060207.1|DFIC	LOC6041096|XP_038120077.1|CQUI
OG0003660	LOC108099166|XP_017058008.1|DFIC	LOC6043986|XP_038119655.1|CQUI
OG0003661	LOC108099100|XP_017057908.1|DFIC	LOC6047379|XP_038115612.1|CQUI
OG0003662	LOC108093111|XP_017048542.1|DFIC	LOC6050153|XP_001866806.2|CQUI
OG0003663	LOC108093093|XP_017048519.1|DFIC	LOC6036567|XP_001846608.1|CQUI
OG0003664	LOC108093106|XP_017048533.1|DFIC	LOC6036570|XP_038117672.1|CQUI
OG0003667	LOC108099120|XP_017057942.1|DFIC	LOC6041241|XP_038118058.1|CQUI
OG0003668	LOC108101620|XP_017061522.1|DFIC	LOC6050573|XP_038117223.1|CQUI
OG0003669	LOC108096528|XP_017053700.1|DFIC	LOC6052930|XP_001869107.1|CQUI
OG0003670	LOC108096527|XP_017053699.1|DFIC	LOC6052931|XP_001869108.2|CQUI
OG0003671	LOC108087650|XP_017040606.1|DFIC	LOC6037257|XP_038121487.1|CQUI
OG0003672	LOC108095910|XP_017052727.1|DFIC	LOC6037274|XP_001847201.2|CQUI
OG0003673	LOC108096746|XP_017054087.1|DFIC	LOC6037145|XP_038115536.1|CQUI
OG0003674	LOC108093927|XP_017049789.1|DFIC	LOC6037046|XP_038118264.1|CQUI
OG0003676	LOC108101477|XP_017061312.1|DFIC	LOC6037039|XP_038115810.1|CQUI
OG0003677	LOC108100441|XP_017059854.1|DFIC	LOC6036402|XP_001846455.1|CQUI
OG0003678	LOC108100546|XP_017060003.1|DFIC	LOC6036215|XP_038118982.1|CQUI
OG0003679	LOC108100690|XP_017060198.1|DFIC	LOC6036210|XP_001846285.2|CQUI
OG0003680	LOC108093942|XP_017049816.1|DFIC	LOC6036185|XP_038117129.1|CQUI
OG0003681	LOC108087631|XP_017040577.1|DFIC	LOC6046407|XP_038118856.1|CQUI
OG0003682	LOC108088032|XP_017041152.1|DFIC	LOC6047502|XP_038120653.1|CQUI
OG0003683	LOC108096622|XP_017053857.1|DFIC	LOC6047508|XP_001864559.2|CQUI
OG0003684	LOC108087441|XP_017040284.1|DFIC	LOC6035615|XP_001845764.2|CQUI
OG0003685	LOC108093901|XP_017049753.1|DFIC	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI
OG0003686	LOC108090770|XP_017045099.1|DFIC	LOC6033552|XP_038117904.1|CQUI
OG0003687	LOC108094021|XP_017049940.1|DFIC	LOC6033546|XP_038120883.1|CQUI
OG0003688	LOC108096871|XP_017054287.1|DFIC	LOC6033545|XP_001843979.2|CQUI
OG0003689	LOC108088803|XP_017042261.1|DFIC	LOC6033541|XP_038120013.1|CQUI
OG0003690	LOC108099938|XP_017059098.1|DFIC	LOC6033539|XP_001843973.2|CQUI
OG0003691	LOC108096436|XP_017053516.1|DFIC	LOC119770157|XP_038120472.1|CQUI
OG0003692	LOC108094019|XP_017049938.1|DFIC	LOC6038410|XP_001848215.2|CQUI
OG0003693	LOC108099115|XP_017057934.1|DFIC	LOC6038255|XP_038118211.1|CQUI
OG0003694	LOC108089651|XP_017043509.1|DFIC	LOC6038249|XP_038118233.1|CQUI
OG0003695	LOC108099887|XP_017059031.1|DFIC	LOC6054526|XP_038117182.1|CQUI
OG0003696	LOC108093675|XP_017049343.1|DFIC	LOC6040608|XP_001849979.2|CQUI
OG0003697	LOC108096798|XP_017054169.1|DFIC	LOC6036410|XP_038120392.1|CQUI
OG0003698	LOC108087569|XP_017040488.1|DFIC	LOC6036526|XP_001846568.1|CQUI
OG0003699	LOC108101877|XP_017061901.1|DFIC	LOC6035469|XP_038118336.1|CQUI
OG0003700	LOC108090841|XP_017045200.1|DFIC	LOC6035471|XP_038119264.1|CQUI
OG0003701	LOC108100848|XP_017060417.1|DFIC	LOC6035477|XP_001845661.2|CQUI
OG0003702	LOC108086933|XP_017039531.1|DFIC	LOC119770389|XP_038121080.1|CQUI
OG0003703	LOC108099212|XP_017058080.1|DFIC	LOC6042857|XP_038120463.1|CQUI
OG0003704	LOC108099888|XP_017059032.1|DFIC	LOC6042852|XP_001870841.2|CQUI
OG0003705	LOC108101519|XP_017061370.1|DFIC	LOC6041974|XP_038122298.1|CQUI
OG0003706	LOC108093174|XP_017048615.1|DFIC	LOC6040988|XP_038119951.1|CQUI
OG0003707	LOC108100351|XP_017059672.1|DFIC	LOC6040986|XP_038118412.1|CQUI
OG0003708	LOC108089396|XP_017043072.1|DFIC	LOC6040029|XP_038120557.1|CQUI
OG0003709	LOC108096638|XP_017053883.1|DFIC	LOC6040027|XP_038120940.1|CQUI
OG0003710	LOC108096637|XP_017053882.1|DFIC	LOC6054726|XP_038116079.1|CQUI
OG0003711	LOC108088843|XP_017042306.1|DFIC	LOC6035591|XP_001845742.2|CQUI
OG0003712	LOC108101574|XP_017061474.1|DFIC	LOC6035596|XP_038118095.1|CQUI
OG0003713	LOC108094879|XP_017051199.1|DFIC	LOC6035599|XP_001845749.2|CQUI
OG0003714	LOC108094877|XP_017051198.1|DFIC	LOC6035602|XP_038119526.1|CQUI
OG0003715	LOC108088947|XP_017042458.1|DFIC	LOC6047940|XP_001864925.2|CQUI
OG0003716	LOC108095449|XP_017052047.1|DFIC	LOC6034614|XP_038116207.1|CQUI
OG0003717	LOC108089636|XP_017043491.1|DFIC	LOC6034603|XP_001844897.1|CQUI
OG0003718	LOC108088943|XP_017042455.1|DFIC	LOC6034591|XP_001844885.2|CQUI
OG0003719	LOC108086938|XP_017039536.1|DFIC	LOC6050358|XP_001866978.2|CQUI
OG0003720	LOC108097983|XP_017056094.1|DFIC	LOC6047267|XP_038119191.1|CQUI
OG0003721	LOC108096823|XP_017054215.1|DFIC	LOC6047247|XP_001864330.2|CQUI
OG0003722	LOC108086975|XP_017039579.1|DFIC	LOC6035621|XP_038118125.1|CQUI
OG0003723	LOC108087447|XP_017040291.1|DFIC	LOC6051816|XP_001868185.2|CQUI
OG0003724	LOC108089757|XP_017043635.1|DFIC	LOC6054680|XP_038119331.1|CQUI
OG0003725	LOC108089436|XP_017043155.1|DFIC	LOC6040243|XP_038115933.1|CQUI
OG0003726	LOC108089023|XP_017042597.1|DFIC	LOC6047554|XP_001864599.1|CQUI
OG0003727	LOC108093159|XP_017048595.1|DFIC	LOC6036825|XP_038115481.1|CQUI
OG0003728	LOC108097384|XP_017055128.1|DFIC	LOC6048148|XP_038119679.1|CQUI
OG0003729	LOC108100275|XP_017059549.1|DFIC	LOC6048150|XP_038119678.1|CQUI
OG0003730	LOC108099046|XP_017057796.1|DFIC	LOC6042336|XP_038119721.1|CQUI
OG0003731	LOC108100385|XP_017059729.1|DFIC	LOC6045507|XP_001862869.1|CQUI
OG0003732	LOC108099968|XP_017059146.1|DFIC	LOC6044895|XP_038121394.1|CQUI
OG0003733	LOC108100551|XP_017060010.1|DFIC	LOC6044891|XP_001862331.2|CQUI
OG0003734	LOC108099041|XP_017057790.1|DFIC	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	LOC108090926|XP_017045346.1|DFIC	LOC6037162|XP_038117979.1|CQUI
OG0003736	LOC108096614|XP_017053847.1|DFIC	LOC6037161|XP_001847098.2|CQUI
OG0003737	LOC108096728|XP_017054061.1|DFIC	LOC6037157|XP_001847094.2|CQUI
OG0003738	LOC108096942|XP_017054391.1|DFIC	LOC6043795|XP_038120942.1|CQUI
OG0003739	LOC108093833|XP_017049651.1|DFIC	LOC6043789|XP_038117933.1|CQUI
OG0003740	LOC108094027|XP_017049947.1|DFIC	LOC6043783|XP_001861387.2|CQUI
OG0003741	LOC108100552|XP_017060012.1|DFIC	LOC6043786|XP_001861386.2|CQUI
OG0003742	LOC108088305|XP_017041524.1|DFIC	LOC6043815|XP_001861383.1|CQUI
OG0003743	LOC108101479|XP_017061315.1|DFIC	LOC6033508|XP_038114641.1|CQUI
OG0003744	LOC108093877|XP_017049711.1|DFIC	LOC6033507|XP_001843948.2|CQUI
OG0003745	LOC108086698|XP_017039186.1|DFIC	LOC6033504|XP_001843945.1|CQUI
OG0003746	LOC108095164|XP_017051611.1|DFIC	LOC6033496|XP_038117879.1|CQUI
OG0003747	LOC108089648|XP_017043505.1|DFIC	LOC6033489|XP_038114638.1|CQUI
OG0003748	LOC108089644|XP_017043501.1|DFIC	LOC6033487|XP_038114639.1|CQUI
OG0003749	LOC108089498|XP_017043290.1|DFIC	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	LOC108089499|XP_017043292.1|DFIC	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
OG0003751	LOC108089405|XP_017043084.1|DFIC	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
