Orthogroup	DFIC.longest_only	DGUA.longest_only
OG0005264	LOC108092176|XP_017047189.1|DFIC	LOC117583302|XP_034127434.1|DGUA
OG0005265	LOC108094450|XP_017050517.1|DFIC	LOC117588231|XP_034135271.1|DGUA
OG0005266	LOC108094541|XP_017050634.1|DFIC	LOC117584555|XP_034129399.1|DGUA
OG0005267	LOC108092455|XP_017047530.1|DFIC	LOC117583984|XP_034128582.1|DGUA
OG0005268	LOC108092452|XP_017047527.1|DFIC	LOC117583982|XP_034128580.1|DGUA
OG0005269	LOC108092504|XP_017047609.1|DFIC	LOC117583873|XP_034128413.1|DGUA
OG0005270	LOC108100085|XP_017059317.1|DFIC	LOC117582099|XP_034125555.1|DGUA
OG0005271	LOC108101214|XP_017060952.1|DFIC	LOC117587738|XP_034134549.1|DGUA
OG0005272	LOC108101227|XP_017060965.1|DFIC	LOC117587740|XP_034134554.1|DGUA
OG0005273	LOC108100976|XP_017060620.1|DFIC	LOC117587620|XP_034134369.1|DGUA
OG0005274	LOC108100090|XP_017059321.1|DFIC	LOC117581909|XP_034125268.1|DGUA
OG0005275	LOC108089265|XP_017042924.1|DFIC	LOC117584331|XP_034129051.1|DGUA
OG0005276	LOC108092526|XP_017047638.1|DFIC	LOC117582608|XP_034126372.1|DGUA
OG0005277	LOC108092576|XP_017047709.1|DFIC	LOC117582606|XP_034126366.1|DGUA
OG0005278	LOC108094904|XP_017051238.1|DFIC	LOC117592206|XP_034141712.1|DGUA
OG0005279	LOC108093429|XP_017048976.1|DFIC	LOC117588099|XP_034135060.1|DGUA
OG0005280	LOC108101318|XP_017061111.1|DFIC	LOC117582517|XP_034126205.1|DGUA
OG0005281	LOC108092544|XP_017047663.1|DFIC	LOC117584408|XP_034129161.1|DGUA
OG0005282	LOC108090197|XP_017044274.1|DFIC	LOC117585744|XP_034131284.1|DGUA
OG0005283	LOC108087137|XP_017039824.1|DFIC	LOC117585590|XP_034131018.1|DGUA
OG0005284	LOC108089893|XP_017043853.1|DFIC	LOC117584852|XP_034129883.1|DGUA
OG0005285	LOC108089935|XP_017043914.1|DFIC	LOC117584851|XP_034129881.1|DGUA
OG0005286	LOC108101284|XP_017061067.1|DFIC	LOC117582521|XP_034126210.1|DGUA
OG0005287	LOC108101282|XP_017061063.1|DFIC	LOC117582519|XP_034126207.1|DGUA
OG0005288	LOC108100865|XP_017060436.1|DFIC	LOC117584840|XP_034129868.1|DGUA
OG0005289	LOC108100843|XP_017060410.1|DFIC	LOC117587764|XP_034134592.1|DGUA
OG0005290	LOC108090193|XP_017044269.1|DFIC	LOC117586659|XP_034132796.1|DGUA
OG0005291	LOC108092671|XP_017047841.1|DFIC	LOC117587990|XP_034134894.1|DGUA
OG0005292	LOC108092664|XP_017047815.1|DFIC	LOC117587559|XP_034134263.1|DGUA
OG0005293	LOC108101757|XP_017061713.1|DFIC	LOC117591451|XP_034140610.1|DGUA
OG0005294	LOC108093509|XP_017049089.1|DFIC	LOC117584721|XP_034129665.1|DGUA
OG0005295	LOC108092670|XP_017047825.1|DFIC	LOC117587988|XP_034134892.1|DGUA
OG0005296	LOC108090141|XP_017044171.1|DFIC	LOC117585573|XP_034130998.1|DGUA
OG0005297	LOC108100970|XP_017060610.1|DFIC	LOC117587564|XP_034134276.1|DGUA
OG0005298	LOC108101197|XP_017060930.1|DFIC	LOC117587551|XP_034134248.1|DGUA
OG0005299	LOC108088514|XP_017041841.1|DFIC	LOC117585835|XP_034131467.1|DGUA
OG0005300	LOC108095328|XP_017051898.1|DFIC	LOC117591179|XP_034140196.1|DGUA
OG0005301	LOC108101188|XP_017060919.1|DFIC	LOC117587723|XP_034134523.1|DGUA
OG0005302	LOC108086459|XP_017038873.1|DFIC	LOC117578513|XP_034119946.1|DGUA
OG0005303	LOC108096067|XP_017052917.1|DFIC	LOC117582403|XP_034125981.1|DGUA
OG0005304	LOC108094397|XP_017050454.1|DFIC	LOC117591062|XP_034140055.1|DGUA
OG0005305	LOC108094903|XP_017051237.1|DFIC	LOC117592166|XP_034141637.1|DGUA
OG0005306	LOC108098196|XP_017056422.1|DFIC	LOC117584391|XP_034129139.1|DGUA
OG0005307	LOC108100119|XP_017059359.1|DFIC	LOC117582506|XP_034126186.1|DGUA
OG0005308	LOC108089139|XP_017042747.1|DFIC	LOC117582390|XP_034125958.1|DGUA
OG0005309	LOC108092498|XP_017047600.1|DFIC	LOC117581753|XP_034125043.1|DGUA
OG0005310	LOC108092734|XP_017047952.1|DFIC	LOC117581930|XP_034125301.1|DGUA
OG0005311	LOC108092270|XP_017047292.1|DFIC	LOC117583994|XP_034128612.1|DGUA
OG0005312	LOC108100878|XP_017060461.1|DFIC	LOC117584352|XP_034129076.1|DGUA
OG0005313	LOC108089186|XP_017042812.1|DFIC	LOC117584374|XP_034129105.1|DGUA
OG0005314	LOC108093498|XP_017049077.1|DFIC	LOC117583858|XP_034128360.1|DGUA
OG0005315	LOC108096065|XP_017052914.1|DFIC	LOC117581843|XP_034125189.1|DGUA
OG0005316	LOC108094915|XP_017051250.1|DFIC	LOC117592213|XP_034141726.1|DGUA
OG0005317	LOC108098189|XP_017056413.1|DFIC	LOC117584039|XP_034128667.1|DGUA
OG0005318	LOC108100677|XP_017060185.1|DFIC	LOC117587570|XP_034134286.1|DGUA
OG0005319	LOC108101744|XP_017061694.1|DFIC	LOC117591449|XP_034140607.1|DGUA
OG0005320	LOC108098349|XP_017056680.1|DFIC	LOC117588156|XP_034135148.1|DGUA
OG0005321	LOC108100074|XP_017059299.1|DFIC	LOC117584208|XP_034128868.1|DGUA
OG0005322	LOC108094151|XP_017050077.1|DFIC	LOC117582621|XP_034126385.1|DGUA
OG0005323	LOC108093462|XP_017049025.1|DFIC	LOC117587756|XP_034134572.1|DGUA
OG0005324	LOC108101245|XP_017060988.1|DFIC	LOC117587789|XP_034134624.1|DGUA
OG0005325	LOC108092542|XP_017047662.1|DFIC	LOC117584574|XP_034129435.1|DGUA
OG0005326	LOC108101252|XP_017060997.1|DFIC	LOC117588133|XP_034135115.1|DGUA
OG0005327	LOC108098741|XP_017057362.1|DFIC	LOC117588217|XP_034135251.1|DGUA
OG0005328	LOC108092070|XP_017047027.1|DFIC	LOC117583510|XP_034127743.1|DGUA
OG0005329	LOC108093765|XP_017049526.1|DFIC	LOC117587175|XP_034133583.1|DGUA
OG0005330	LOC108093754|XP_017049515.1|DFIC	LOC117587173|XP_034133581.1|DGUA
OG0005331	LOC108092456|XP_017047532.1|DFIC	LOC117583985|XP_034128583.1|DGUA
OG0005332	LOC108089971|XP_017043962.1|DFIC	LOC117582575|XP_034126312.1|DGUA
OG0005333	LOC108094520|XP_017050611.1|DFIC	LOC117581817|XP_034125152.1|DGUA
OG0005334	LOC108089114|XP_017042714.1|DFIC	LOC117584753|XP_034129738.1|DGUA
OG0005335	LOC108087785|XP_017040805.1|DFIC	LOC117592337|XP_034141922.1|DGUA
OG0005336	LOC108090697|XP_017044972.1|DFIC	LOC117578768|XP_034120365.1|DGUA
OG0005337	LOC108093729|XP_017049472.1|DFIC	LOC117589851|XP_034138007.1|DGUA
OG0005338	LOC108089224|XP_017042869.1|DFIC, LOC108088278|XP_017041527.1|DFIC	LOC117587782|XP_034134617.1|DGUA
OG0005339	LOC108089111|XP_017042710.1|DFIC, LOC108089110|XP_017042709.1|DFIC	LOC117584282|XP_034128992.1|DGUA
OG0005340	LOC108089219|XP_017042863.1|DFIC	LOC117588195|XP_034135215.1|DGUA
OG0005341	LOC108090524|XP_017044731.1|DFIC	LOC117591999|XP_034141338.1|DGUA
OG0005342	LOC108102110|XP_017062263.1|DFIC	LOC117582073|XP_034125521.1|DGUA
OG0005343	LOC108094038|XP_017049960.1|DFIC	LOC117578600|XP_034120081.1|DGUA
OG0005344	LOC108087615|XP_017040546.1|DFIC	LOC117578871|XP_034120556.1|DGUA
OG0005345	LOC108094372|XP_017050406.1|DFIC	LOC117584265|XP_034128967.1|DGUA
OG0005346	LOC108088141|XP_017041295.1|DFIC	LOC117584013|XP_034128636.1|DGUA
OG0005347	LOC108091543|XP_017046297.1|DFIC	LOC117582378|XP_034125936.1|DGUA
OG0005348	LOC108089168|XP_017042788.1|DFIC	LOC117584746|XP_034129720.1|DGUA
OG0005349	LOC108089208|XP_017042847.1|DFIC	LOC117584501|XP_034129324.1|DGUA
OG0005350	LOC108100084|XP_017059316.1|DFIC	LOC117582066|XP_034125513.1|DGUA
OG0005351	LOC108096239|XP_017053153.1|DFIC	LOC117589170|XP_034136775.1|DGUA
OG0005352	LOC108089194|XP_017042823.1|DFIC	LOC117584794|XP_034129799.1|DGUA
OG0005353	LOC108093785|XP_017049553.1|DFIC	LOC117586934|XP_034133191.1|DGUA
OG0005354	LOC108092367|XP_017047393.1|DFIC	LOC117584571|XP_034129428.1|DGUA
OG0005355	LOC108091503|XP_017046233.1|DFIC	LOC117584816|XP_034129828.1|DGUA
OG0005356	LOC108091506|XP_017046236.1|DFIC	LOC117584820|XP_034129833.1|DGUA
OG0005357	LOC108100809|XP_017060364.1|DFIC	LOC117581835|XP_034125173.1|DGUA
OG0005358	LOC108102231|XP_017062448.1|DFIC	LOC117583880|XP_034128423.1|DGUA
OG0005359	LOC108096827|XP_017054220.1|DFIC	LOC117592144|XP_034141590.1|DGUA
OG0005360	LOC108088304|XP_017041522.1|DFIC	LOC117579614|XP_034121440.1|DGUA
OG0005361	LOC108100060|XP_017059284.1|DFIC	LOC117584192|XP_034128851.1|DGUA
OG0005362	LOC108089240|XP_017042890.1|DFIC	LOC117587779|XP_034134612.1|DGUA
OG0005363	LOC108094556|XP_017050653.1|DFIC	LOC117587749|XP_034134563.1|DGUA
OG0005364	LOC108095199|XP_017051695.1|DFIC	LOC117592663|XP_034142538.1|DGUA
OG0005365	LOC108089883|XP_017043834.1|DFIC	LOC117581837|XP_034125175.1|DGUA
OG0005366	LOC108089950|XP_017043929.1|DFIC	LOC117582648|XP_034126435.1|DGUA
OG0005367	LOC108089939|XP_017043917.1|DFIC	LOC117582646|XP_034126433.1|DGUA
OG0005368	LOC108099268|XP_017058132.1|DFIC	LOC117582806|XP_034126728.1|DGUA
OG0005369	LOC108094141|XP_017050062.1|DFIC	LOC117582114|XP_034125579.1|DGUA
OG0005370	LOC108100037|XP_017059250.1|DFIC	LOC117582501|XP_034126176.1|DGUA
OG0005371	LOC108100107|XP_017059344.1|DFIC	LOC117582504|XP_034126182.1|DGUA
OG0005372	LOC108098967|XP_017057672.1|DFIC	LOC117589784|XP_034137872.1|DGUA
OG0005373	LOC108101742|XP_017061696.1|DFIC	LOC117587593|XP_034134327.1|DGUA
OG0005374	LOC108098202|XP_017056428.1|DFIC	LOC117584857|XP_034129889.1|DGUA
OG0005375	LOC108095430|XP_017052065.1|DFIC, LOC108098191|XP_017056415.1|DFIC	LOC117584855|XP_034129887.1|DGUA
OG0005376	LOC108101267|XP_017061042.1|DFIC	LOC117582529|XP_034126221.1|DGUA
OG0005377	LOC108100478|XP_017059899.1|DFIC	LOC117580165|XP_034122376.1|DGUA
OG0005378	LOC108095179|XP_017051642.1|DFIC	LOC117581994|XP_034125380.1|DGUA
OG0005379	LOC108092582|XP_017047716.1|DFIC	LOC117582161|XP_034125651.1|DGUA
OG0005380	LOC108101312|XP_017061102.1|DFIC	LOC117582097|XP_034125550.1|DGUA
OG0005381	LOC108101560|XP_017061454.1|DFIC, LOC108095077|XP_017051489.1|DFIC	LOC117582558|XP_034126279.1|DGUA
OG0005382	LOC108089823|XP_017043718.1|DFIC	LOC117581793|XP_034125115.1|DGUA
OG0005383	LOC108099842|XP_017058978.1|DFIC	LOC117589141|XP_034136719.1|DGUA
OG0005384	LOC108102240|XP_017062468.1|DFIC	LOC117586431|XP_034132359.1|DGUA
OG0005385	LOC108094899|XP_017051233.1|DFIC	LOC117578574|XP_034120046.1|DGUA
OG0005386	LOC108090533|XP_017044746.1|DFIC	LOC117591584|XP_034140794.1|DGUA
OG0005387	LOC108099394|XP_017058382.1|DFIC	LOC117582740|XP_034126565.1|DGUA
OG0005388	LOC108089854|XP_017043788.1|DFIC	LOC117584484|XP_034129300.1|DGUA
OG0005389	LOC108093490|XP_017049069.1|DFIC	LOC117581684|XP_034124950.1|DGUA
OG0005390	LOC108089864|XP_017043801.1|DFIC	LOC117584684|XP_034129604.1|DGUA
OG0005391	LOC108089866|XP_017043803.1|DFIC	LOC117584687|XP_034129607.1|DGUA
OG0005392	LOC108090609|XP_017044868.1|DFIC	LOC117582014|XP_034125426.1|DGUA
OG0005393	LOC108087194|XP_017039943.1|DFIC	LOC117589822|XP_034137944.1|DGUA
OG0005394	LOC108090613|XP_017044876.1|DFIC	LOC117582012|XP_034125420.1|DGUA
OG0005395	LOC108096054|XP_017052893.1|DFIC	LOC117582174|XP_034125668.1|DGUA
OG0005396	LOC108092654|XP_017047799.1|DFIC	LOC117581774|XP_034125086.1|DGUA
OG0005397	LOC108092655|XP_017047802.1|DFIC	LOC117582232|XP_034125734.1|DGUA
OG0005398	LOC108090153|XP_017044199.1|DFIC	LOC117585732|XP_034131268.1|DGUA
OG0005399	LOC108090568|XP_017044801.1|DFIC	LOC117581462|XP_034124575.1|DGUA
OG0005400	LOC108090551|XP_017044778.1|DFIC	LOC117588906|XP_034136357.1|DGUA
OG0005401	LOC108092767|XP_017047989.1|DFIC	LOC117582302|XP_034125835.1|DGUA
OG0005402	LOC108092737|XP_017047955.1|DFIC	LOC117582000|XP_034125387.1|DGUA
OG0005403	LOC108092749|XP_017047968.1|DFIC	LOC117581734|XP_034125006.1|DGUA
OG0005404	LOC108092750|XP_017047969.1|DFIC	LOC117581735|XP_034125007.1|DGUA
OG0005405	LOC108096822|XP_017054214.1|DFIC	LOC117586839|XP_034133025.1|DGUA
OG0005406	LOC108090498|XP_017044704.1|DFIC	LOC117586700|XP_034132862.1|DGUA
OG0005407	LOC108096819|XP_017054204.1|DFIC	LOC117590254|XP_034138621.1|DGUA
OG0005408	LOC108089833|XP_017043737.1|DFIC	LOC117583945|XP_034128534.1|DGUA
OG0005409	LOC108100825|XP_017060383.1|DFIC	LOC117582170|XP_034125662.1|DGUA
OG0005410	LOC108089840|XP_017043749.1|DFIC	LOC117583949|XP_034128539.1|DGUA
OG0005411	LOC108086663|XP_017039135.1|DFIC	LOC117583340|XP_034127498.1|DGUA
OG0005412	LOC108086746|XP_017039275.1|DFIC	LOC117588703|XP_034136046.1|DGUA
OG0005413	LOC108096639|XP_017053886.1|DFIC	LOC117578714|XP_034120257.1|DGUA
OG0005414	LOC108091119|XP_017045636.1|DFIC	LOC117591044|XP_034140030.1|DGUA
OG0005415	LOC108098025|XP_017056166.1|DFIC	LOC117581319|XP_034124311.1|DGUA
OG0005416	LOC108093834|XP_017049654.1|DFIC	LOC117585692|XP_034131201.1|DGUA
OG0005417	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC	LOC117582201|XP_034125700.1|DGUA
OG0005418	LOC108089876|XP_017043821.1|DFIC	LOC117582117|XP_034125582.1|DGUA
OG0005419	LOC108089234|XP_017042883.1|DFIC	LOC117583953|XP_034128544.1|DGUA
OG0005420	LOC108088202|XP_017041391.1|DFIC	LOC117584466|XP_034129278.1|DGUA
OG0005421	LOC108093473|XP_017049048.1|DFIC	LOC117584655|XP_034129574.1|DGUA
OG0005422	LOC108087592|XP_017040513.1|DFIC	LOC117588408|XP_034135564.1|DGUA
OG0005423	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC	LOC117587933|XP_034134813.1|DGUA
OG0005424	LOC108095162|XP_017051609.1|DFIC	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC108102146|XP_017062309.1|DFIC	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC108090399|XP_017044535.1|DFIC	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC108101159|XP_017060871.1|DFIC	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC108093002|XP_017048390.1|DFIC	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC108094383|XP_017050433.1|DFIC	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC108094384|XP_017050434.1|DFIC	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC108094388|XP_017050442.1|DFIC	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC108101724|XP_017061665.1|DFIC	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC108093641|XP_017049288.1|DFIC	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC108100814|XP_017060374.1|DFIC	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC108101725|XP_017061666.1|DFIC	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC108100876|XP_017060464.1|DFIC	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC108097939|XP_017056023.1|DFIC	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC108091486|XP_017046196.1|DFIC	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC108091648|XP_017046441.1|DFIC	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC108092451|XP_017047525.1|DFIC	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC108092275|XP_017047299.1|DFIC	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC108101155|XP_017060866.1|DFIC	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC108089232|XP_017042878.1|DFIC	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC108091468|XP_017046175.1|DFIC	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC108100015|XP_017059211.1|DFIC	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC108100841|XP_017060404.1|DFIC	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC108089786|XP_017043670.1|DFIC	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC108101836|XP_017061839.1|DFIC	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC108094657|XP_017050856.1|DFIC	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC108102289|XP_017062530.1|DFIC	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC108095087|XP_017051508.1|DFIC	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC108096818|XP_017054200.1|DFIC	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC108099506|XP_017058558.1|DFIC	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC108094507|XP_017050596.1|DFIC	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC108101789|XP_017061754.1|DFIC	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC108101170|XP_017060887.1|DFIC	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC108101244|XP_017060987.1|DFIC	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC108094167|XP_017050108.1|DFIC	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC108089917|XP_017043887.1|DFIC	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC108089847|XP_017043781.1|DFIC	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC108101206|XP_017060944.1|DFIC	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC108101213|XP_017060951.1|DFIC	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC108087456|XP_017040308.1|DFIC	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC108101157|XP_017060868.1|DFIC	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC108101176|XP_017060895.1|DFIC	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC108101167|XP_017060885.1|DFIC	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC108095976|XP_017052809.1|DFIC	LOC117585079|XP_034130235.1|DGUA
OG0005468	LOC108092690|XP_017047888.1|DFIC	LOC117582238|XP_034125739.1|DGUA
OG0005469	LOC108100995|XP_017060649.1|DFIC	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC108100966|XP_017060606.1|DFIC	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC108098256|XP_017056542.1|DFIC	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC108098249|XP_017056529.1|DFIC	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC108089965|XP_017043949.1|DFIC	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC108093506|XP_017049084.1|DFIC	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC108093505|XP_017049083.1|DFIC	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC108101509|XP_017061359.1|DFIC	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC108100533|XP_017059983.1|DFIC	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC108101275|XP_017061052.1|DFIC	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC108101274|XP_017061051.1|DFIC	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC108101276|XP_017061055.1|DFIC	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC108092502|XP_017047603.1|DFIC	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC108092495|XP_017047586.1|DFIC	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC108097561|XP_017055434.1|DFIC	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC108098428|XP_017056808.1|DFIC, LOC108090722|XP_017045061.1|DFIC	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC108087859|XP_017040930.1|DFIC	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC108090537|XP_017044759.1|DFIC	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC108092546|XP_017047669.1|DFIC	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC108092525|XP_017047637.1|DFIC	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC108101314|XP_017061104.1|DFIC	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC108101328|XP_017061126.1|DFIC	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC108094137|XP_017050047.1|DFIC	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC108094154|XP_017050083.1|DFIC	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC108098307|XP_017056608.1|DFIC	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC108090784|XP_017045119.1|DFIC	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC108090789|XP_017045125.1|DFIC	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC108093321|XP_017048799.1|DFIC	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC108098376|XP_017056725.1|DFIC	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC108098377|XP_017056727.1|DFIC	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC108098333|XP_017056655.1|DFIC	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC108098335|XP_017056657.1|DFIC	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC108101224|XP_017060962.1|DFIC	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC108101226|XP_017060963.1|DFIC	LOC117587743|XP_034134558.1|DGUA
OG0005503	LOC108100032|XP_017059239.1|DFIC	LOC117582535|XP_034126231.1|DGUA
OG0005504	LOC108094164|XP_017050105.1|DFIC	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC108089875|XP_017043818.1|DFIC	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC108091424|XP_017046104.1|DFIC	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC108100093|XP_017059326.1|DFIC	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC108092381|XP_017047415.1|DFIC	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC108098338|XP_017056667.1|DFIC	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC108092842|XP_017048137.1|DFIC	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC108099603|XP_017058710.1|DFIC	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC108101677|XP_017061590.1|DFIC	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC108099369|XP_017058351.1|DFIC	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC108096775|XP_017054140.1|DFIC	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC108089279|XP_017042947.1|DFIC	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC108092698|XP_017047899.1|DFIC, LOC108093678|XP_017049774.1|DFIC	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC108096090|XP_017052947.1|DFIC	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC108087721|XP_017040731.1|DFIC	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC108100066|XP_017059290.1|DFIC	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC108100051|XP_017059273.1|DFIC	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC108100146|XP_017059389.1|DFIC	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC108089977|XP_017043967.1|DFIC	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC108100073|XP_017059297.1|DFIC	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC108101182|XP_017060907.1|DFIC	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC108089272|XP_017042934.1|DFIC	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC108101975|XP_017062058.1|DFIC	LOC117590592|XP_034139244.1|DGUA
OG0005528	LOC108100899|XP_017060497.1|DFIC	LOC117584019|XP_034128642.1|DGUA
OG0005529	LOC108093415|XP_017048947.1|DFIC	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC108092575|XP_017047706.1|DFIC	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC108093121|XP_017048554.1|DFIC	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC108091509|XP_017046243.1|DFIC	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC108092466|XP_017047544.1|DFIC	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC108100615|XP_017060095.1|DFIC	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC108092404|XP_017047455.1|DFIC	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC108098266|XP_017056553.1|DFIC	LOC117584204|XP_034128865.1|DGUA
OG0005537	LOC108100890|XP_017060488.1|DFIC	LOC117584356|XP_034129083.1|DGUA
OG0005538	LOC108095916|XP_017052737.1|DFIC, LOC108096085|XP_017052940.1|DFIC	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC108101240|XP_017060983.1|DFIC	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC108091533|XP_017046288.1|DFIC	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC108091546|XP_017046305.1|DFIC	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC108099126|XP_017057952.1|DFIC	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC108086323|XP_017038713.1|DFIC, LOC108094461|XP_017050530.1|DFIC	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC108091494|XP_017046208.1|DFIC	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC108098708|XP_017057310.1|DFIC	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC108089931|XP_017043907.1|DFIC	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC108092769|XP_017047992.1|DFIC	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC108092696|XP_017047896.1|DFIC	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC108092738|XP_017047956.1|DFIC	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC108089922|XP_017043892.1|DFIC	LOC117581877|XP_034125233.1|DGUA
