Orthogroup	DFIC.longest_only	BTRY.longest_only
OG0003834	LOC108088176|XP_017041343.1|DFIC	LOC120767540|XP_039949578.1|BTRY
OG0003835	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY
OG0003836	LOC108101215|XP_017060953.1|DFIC	LOC120778057|XP_039965673.1|BTRY
OG0003837	LOC108101228|XP_017060967.1|DFIC	LOC120769055|XP_039951838.1|BTRY
OG0003838	LOC108092344|XP_017047370.1|DFIC	LOC120768521|XP_039951185.1|BTRY
OG0003839	LOC108092704|XP_017047908.1|DFIC	LOC120768141|XP_039950632.1|BTRY
OG0003840	LOC108101481|XP_017061318.1|DFIC	LOC120772733|XP_039957430.1|BTRY
OG0003841	LOC108092435|XP_017047505.1|DFIC	LOC120768664|XP_039951376.1|BTRY
OG0003842	LOC108100056|XP_017059277.1|DFIC	LOC120768016|XP_039950394.1|BTRY
OG0003843	LOC108098319|XP_017056631.1|DFIC	LOC120767352|XP_039949252.1|BTRY
OG0003844	LOC108092678|XP_017047853.1|DFIC	LOC120768097|XP_039950571.1|BTRY
OG0003845	LOC108101755|XP_017061711.1|DFIC	LOC120767388|XP_039949330.1|BTRY
OG0003846	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC	LOC120781597|XP_039969766.1|BTRY
OG0003848	LOC108092149|XP_017047156.1|DFIC	LOC120767455|XP_039949458.1|BTRY
OG0003849	LOC108096518|XP_017053637.1|DFIC	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY
OG0003850	LOC108098380|XP_017056732.1|DFIC	LOC120767806|XP_039950010.1|BTRY
OG0003851	LOC108094913|XP_017051248.1|DFIC	LOC120776361|XP_039962870.1|BTRY
OG0003852	LOC108092391|XP_017047441.1|DFIC	LOC120768391|XP_039950997.1|BTRY
OG0003853	LOC108093827|XP_017049643.1|DFIC	LOC120770158|XP_039953288.1|BTRY
OG0003854	LOC108098195|XP_017056420.1|DFIC	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC108098192|XP_017056416.1|DFIC	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC108100109|XP_017059345.1|DFIC	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC108098229|XP_017056499.1|DFIC	LOC120767588|XP_039949670.1|BTRY
OG0003858	LOC108097412|XP_017055158.1|DFIC	LOC120773862|XP_039958947.1|BTRY
OG0003859	LOC108096083|XP_017052936.1|DFIC	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC108093998|XP_017049907.1|DFIC	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC108092354|XP_017047377.1|DFIC	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC108093417|XP_017048952.1|DFIC	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC108101400|XP_017061209.1|DFIC, LOC108086358|XP_017038748.1|DFIC	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC108093459|XP_017049024.1|DFIC	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC108095977|XP_017052810.1|DFIC	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC108093433|XP_017048982.1|DFIC	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC108091717|XP_017046546.1|DFIC	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC108089112|XP_017042712.1|DFIC	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC108092550|XP_017047674.1|DFIC	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC108102061|XP_017062185.1|DFIC, LOC108096053|XP_017052887.1|DFIC	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC108094490|XP_017050568.1|DFIC	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC108093864|XP_017049693.1|DFIC	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC108089912|XP_017043882.1|DFIC	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC108093397|XP_017048905.1|DFIC	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC108089115|XP_017042715.1|DFIC	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC108094172|XP_017050121.1|DFIC	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC108094547|XP_017050645.1|DFIC	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC108096081|XP_017052931.1|DFIC	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC108099057|XP_017057814.1|DFIC	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC108099857|XP_017058992.1|DFIC	LOC120777635|XP_039965021.1|BTRY
OG0003881	LOC108101850|XP_017061858.1|DFIC	LOC120771202|XP_039955036.1|BTRY
OG0003882	LOC108098706|XP_017057312.1|DFIC	LOC120771968|XP_039956246.1|BTRY
OG0003883	LOC108097998|XP_017056124.1|DFIC	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC108092695|XP_017047895.1|DFIC	LOC120767732|XP_039949874.1|BTRY
OG0003885	LOC108088201|XP_017041390.1|DFIC	LOC120768412|XP_039951028.1|BTRY
OG0003886	LOC108088142|XP_017041296.1|DFIC	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC108092436|XP_017047506.1|DFIC	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC108099356|XP_017058331.1|DFIC	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC108101299|XP_017061090.1|DFIC	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC108092680|XP_017047856.1|DFIC	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC108100278|XP_017059553.1|DFIC	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC108094456|XP_017050523.1|DFIC	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC108089260|XP_017042917.1|DFIC	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC108095238|XP_017051755.1|DFIC	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC108095198|XP_017051693.1|DFIC	LOC120771037|XP_039954760.1|BTRY
OG0003897	LOC108094028|XP_017049948.1|DFIC	LOC120772919|XP_039957753.1|BTRY
OG0003898	LOC108101175|XP_017060894.1|DFIC	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC108091464|XP_017046165.1|DFIC	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC108101294|XP_017061085.1|DFIC	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC108100047|XP_017059266.1|DFIC	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC108100861|XP_017060429.1|DFIC	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC108100859|XP_017060428.1|DFIC	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC108099340|XP_017058305.1|DFIC	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC108090951|XP_017045384.1|DFIC	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC108091551|XP_017046311.1|DFIC	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC108091431|XP_017046111.1|DFIC	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC108086453|XP_017038860.1|DFIC	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC108096107|XP_017052972.1|DFIC	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC108089879|XP_017043828.1|DFIC	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC108094548|XP_017050646.1|DFIC	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC108092746|XP_017047964.1|DFIC	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC108100071|XP_017059295.1|DFIC	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC108092980|XP_017048360.1|DFIC	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC108098279|XP_017056570.1|DFIC	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC108089852|XP_017043785.1|DFIC	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC108093514|XP_017049095.1|DFIC	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC108092515|XP_017047626.1|DFIC	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC108096967|XP_017054433.1|DFIC	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC108089955|XP_017043935.1|DFIC	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC108100038|XP_017059251.1|DFIC	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC108098408|XP_017056791.1|DFIC	LOC120781487|XP_039969646.1|BTRY
OG0003924	LOC108087769|XP_017040788.1|DFIC	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC108089897|XP_017043860.1|DFIC	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC108089861|XP_017043796.1|DFIC	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC108092518|XP_017047629.1|DFIC	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC108100960|XP_017060600.1|DFIC	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC108100068|XP_017059292.1|DFIC	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC108088212|XP_017041405.1|DFIC	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC108088181|XP_017041357.1|DFIC	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC108090530|XP_017044742.1|DFIC	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC108089966|XP_017043950.1|DFIC	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC108098729|XP_017057339.1|DFIC	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC108093929|XP_017049796.1|DFIC	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC108093931|XP_017049797.1|DFIC	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC108101504|XP_017061354.1|DFIC	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC108089841|XP_017043750.1|DFIC	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC108089813|XP_017043701.1|DFIC	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC108089831|XP_017043733.1|DFIC	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC108089836|XP_017043739.1|DFIC	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC108100893|XP_017060490.1|DFIC	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC108089839|XP_017043748.1|DFIC	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC108094509|XP_017050599.1|DFIC	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC108087663|XP_017040641.1|DFIC	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC108097647|XP_017055610.1|DFIC, LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC108098226|XP_017056500.1|DFIC	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC108088134|XP_017041286.1|DFIC	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC108098693|XP_017057290.1|DFIC	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC108088166|XP_017041327.1|DFIC	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC108100685|XP_017060190.1|DFIC	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC108089109|XP_017042708.1|DFIC	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC108088998|XP_017042557.1|DFIC	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC108102167|XP_017062355.1|DFIC	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC108095231|XP_017051740.1|DFIC	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC108100933|XP_017060562.1|DFIC	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC108100806|XP_017060359.1|DFIC	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC108089888|XP_017043847.1|DFIC	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC108092556|XP_017047682.1|DFIC	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC108100856|XP_017060423.1|DFIC	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC108101394|XP_017061202.1|DFIC	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC108101347|XP_017061146.1|DFIC	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC108101281|XP_017061066.1|DFIC	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC108093779|XP_017049543.1|DFIC	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC108091538|XP_017046291.1|DFIC	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC108089261|XP_017042918.1|DFIC	LOC120774464|XP_039960054.1|BTRY
OG0003972	LOC108087464|XP_017040322.1|DFIC	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC108090861|XP_017045236.1|DFIC	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC108087729|XP_017040738.1|DFIC	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC108098730|XP_017057340.1|DFIC	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC108094453|XP_017050521.1|DFIC	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC108092729|XP_017047946.1|DFIC	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC108088296|XP_017041515.1|DFIC	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC108089143|XP_017042753.1|DFIC	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC108097853|XP_017055882.1|DFIC	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC108094502|XP_017050593.1|DFIC	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC108094481|XP_017050557.1|DFIC	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC108094533|XP_017050624.1|DFIC	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC108101211|XP_017060949.1|DFIC	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC108101205|XP_017060943.1|DFIC	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC108100783|XP_017060312.1|DFIC	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC108100870|XP_017060447.1|DFIC	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC108093496|XP_017049074.1|DFIC	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC108101756|XP_017061712.1|DFIC	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC108101285|XP_017061069.1|DFIC	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC108101288|XP_017061077.1|DFIC	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC108101320|XP_017061116.1|DFIC	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC108097767|XP_017055781.1|DFIC	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC108087847|XP_017040915.1|DFIC	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC108090286|XP_017044385.1|DFIC	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC108101974|XP_017062060.1|DFIC	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC108100898|XP_017060501.1|DFIC	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC108088730|XP_017042169.1|DFIC	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC108090867|XP_017045247.1|DFIC	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC108100043|XP_017059262.1|DFIC	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC108092693|XP_017047891.1|DFIC	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC108089964|XP_017043946.1|DFIC	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC108092551|XP_017047675.1|DFIC	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC108091457|XP_017046146.1|DFIC	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC108092577|XP_017047710.1|DFIC	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC108098320|XP_017056633.1|DFIC	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC108092761|XP_017047983.1|DFIC	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC108099670|XP_017058793.1|DFIC	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC108098357|XP_017056691.1|DFIC	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC108087463|XP_017040321.1|DFIC	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC108100857|XP_017060426.1|DFIC	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC108089255|XP_017042910.1|DFIC	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC108094199|XP_017050142.1|DFIC	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC108089884|XP_017043836.1|DFIC	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC108092323|XP_017047347.1|DFIC, LOC108092748|XP_017047971.1|DFIC	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC108092321|XP_017047345.1|DFIC	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC108098274|XP_017056565.1|DFIC	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC108094810|XP_017051069.1|DFIC	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC108098284|XP_017056580.1|DFIC	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC108101181|XP_017060906.1|DFIC	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC108092461|XP_017047539.1|DFIC	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC108092036|XP_017047008.1|DFIC	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC108100982|XP_017060628.1|DFIC	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC108090924|XP_017045344.1|DFIC	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC108093516|XP_017049097.1|DFIC	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC108094149|XP_017050079.1|DFIC	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC108096069|XP_017052919.1|DFIC	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC108089838|XP_017043741.1|DFIC	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC108092383|XP_017047416.1|DFIC	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC108101378|XP_017061184.1|DFIC	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC108091487|XP_017046200.1|DFIC	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC108092448|XP_017047522.1|DFIC	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC108096860|XP_017054273.1|DFIC	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC108097684|XP_017055640.1|DFIC	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC108093217|XP_017048672.1|DFIC	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC108100102|XP_017059337.1|DFIC	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC108095337|XP_017051908.1|DFIC	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC108100030|XP_017059236.1|DFIC	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC108091547|XP_017046306.1|DFIC	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC108093482|XP_017049057.1|DFIC	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC108089923|XP_017043894.1|DFIC	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC108091560|XP_017046321.1|DFIC	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC108101216|XP_017060954.1|DFIC	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC108098699|XP_017057297.1|DFIC	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC108091054|XP_017045493.1|DFIC	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC108086449|XP_017038855.1|DFIC	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC108087184|XP_017039929.1|DFIC	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC108098602|XP_017057153.1|DFIC	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC108100470|XP_017059890.1|DFIC	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC108099172|XP_017058022.1|DFIC	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC108098599|XP_017057149.1|DFIC	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC108087299|XP_017040100.1|DFIC	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC108101668|XP_017061578.1|DFIC	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC108100542|XP_017059996.1|DFIC	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC108092955|XP_017048321.1|DFIC	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC108096413|XP_017053478.1|DFIC	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC108090762|XP_017045085.1|DFIC	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC108086745|XP_017039274.1|DFIC	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC108101684|XP_017061602.1|DFIC	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC108099413|XP_017058419.1|DFIC	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC108099427|XP_017058445.1|DFIC	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC108093930|XP_017049800.1|DFIC	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC108093937|XP_017049813.1|DFIC	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC108091092|XP_017045596.1|DFIC	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC108096695|XP_017054001.1|DFIC	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC108094834|XP_017051122.1|DFIC	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC108094833|XP_017051120.1|DFIC	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC108095873|XP_017052665.1|DFIC	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC108095376|XP_017051944.1|DFIC	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC108090529|XP_017044741.1|DFIC	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC108086669|XP_017039139.1|DFIC	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC108095216|XP_017051719.1|DFIC	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC108087136|XP_017039823.1|DFIC	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC108088896|XP_017042384.1|DFIC	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC108087023|XP_017039680.1|DFIC	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC108088542|XP_017041877.1|DFIC	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC108091231|XP_017045826.1|DFIC	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC108086526|XP_017038943.1|DFIC	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC108095308|XP_017051860.1|DFIC	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC108091971|XP_017046867.1|DFIC	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC108098894|XP_017057575.1|DFIC	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC108092916|XP_017048262.1|DFIC	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC108091280|XP_017045883.1|DFIC	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC108102067|XP_017062196.1|DFIC	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC108088541|XP_017041875.1|DFIC	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC108095429|XP_017052027.1|DFIC	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC108087002|XP_017039628.1|DFIC	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC108091373|XP_017046014.1|DFIC	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC108090214|XP_017044296.1|DFIC	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC108090204|XP_017044283.1|DFIC	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC108090139|XP_017044166.1|DFIC	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC108095871|XP_017052663.1|DFIC	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC108091703|XP_017046530.1|DFIC	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC108096340|XP_017053374.1|DFIC	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC108088893|XP_017042381.1|DFIC	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC108099205|XP_017058069.1|DFIC	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC108097093|XP_017054643.1|DFIC	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC108091972|XP_017046871.1|DFIC	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC108093596|XP_017049211.1|DFIC	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC108095896|XP_017052700.1|DFIC	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC108096005|XP_017052844.1|DFIC	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC108092798|XP_017048058.1|DFIC	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC108097101|XP_017054656.1|DFIC	LOC120774858|XP_039960617.1|BTRY
