Orthogroup	DFIC.longest_only	DELE.longest_only
OG0005572	LOC108087812|XP_017040863.1|DFIC	LOC108145215|XP_017125947.1|DELE
OG0005573	LOC108095850|XP_017052637.1|DFIC	LOC108148790|XP_017131498.1|DELE
OG0005574	LOC108093763|XP_017049521.1|DFIC	LOC108149612|XP_017132811.1|DELE
OG0005575	LOC108087186|XP_017039932.1|DFIC	LOC108140529|XP_017118827.1|DELE
OG0005576	LOC108093748|XP_017049504.1|DFIC	LOC108141412|XP_017120264.1|DELE
OG0005577	LOC108096440|XP_017053525.1|DFIC	LOC108136144|XP_017112627.1|DELE
OG0005578	LOC108100487|XP_017059910.1|DFIC	LOC108142603|XP_017122062.1|DELE
OG0005579	LOC108100488|XP_017059911.1|DFIC	LOC108142604|XP_017122063.1|DELE
OG0005580	LOC108096248|XP_017053180.1|DFIC	LOC108142364|XP_017121659.1|DELE
OG0005581	LOC108096997|XP_017054474.1|DFIC	LOC108140784|XP_017119267.1|DELE
OG0005582	LOC108088886|XP_017042373.1|DFIC	LOC108143255|XP_017123054.1|DELE
OG0005583	LOC108089063|XP_017042661.1|DFIC	LOC108147537|XP_017129609.1|DELE
OG0005584	LOC108093437|XP_017048990.1|DFIC	LOC108140344|XP_017118523.1|DELE
OG0005585	LOC108098546|XP_017057036.1|DFIC	LOC108141070|XP_017119720.1|DELE
OG0005586	LOC108090233|XP_017044320.1|DFIC	LOC108137500|XP_017114706.1|DELE
OG0005587	LOC108100027|XP_017059232.1|DFIC	LOC108134532|XP_017110367.1|DELE
OG0005588	LOC108089517|XP_017043331.1|DFIC	LOC108146231|XP_017127644.1|DELE
OG0005589	LOC108099523|XP_017058579.1|DFIC	LOC108143095|XP_017122805.1|DELE
OG0005590	LOC108094329|XP_017050368.1|DFIC	LOC108145121|XP_017125820.1|DELE
OG0005591	LOC108097709|XP_017055686.1|DFIC	LOC108138563|XP_017116331.1|DELE
OG0005592	LOC108087024|XP_017039681.1|DFIC	LOC108135525|XP_017111761.1|DELE
OG0005593	LOC108100613|XP_017060092.1|DFIC	LOC108146322|XP_017127775.1|DELE
OG0005594	LOC108089509|XP_017043317.1|DFIC	LOC108146785|XP_017128438.1|DELE
OG0005595	LOC108089508|XP_017043315.1|DFIC	LOC108146784|XP_017128437.1|DELE
OG0005596	LOC108100279|XP_017059554.1|DFIC	LOC108146463|XP_017127966.1|DELE
OG0005597	LOC108099471|XP_017058513.1|DFIC	LOC108143982|XP_017124082.1|DELE
OG0005598	LOC108088494|XP_017041808.1|DFIC	LOC108148841|XP_017131604.1|DELE
OG0005599	LOC108087811|XP_017040861.1|DFIC	LOC108145214|XP_017125942.1|DELE
OG0005600	LOC108099550|XP_017058621.1|DFIC	LOC108143750|XP_017123770.1|DELE
OG0005601	LOC108097540|XP_017055378.1|DFIC	LOC108137705|XP_017115072.1|DELE
OG0005602	LOC108095663|XP_017052316.1|DFIC	LOC108147293|XP_017129203.1|DELE
OG0005603	LOC108101800|XP_017061765.1|DFIC	LOC108144174|XP_017124324.1|DELE
OG0005604	LOC108101891|XP_017061941.1|DFIC	LOC108144630|XP_017125150.1|DELE
OG0005605	LOC108086717|XP_017039224.1|DFIC	LOC108137939|XP_017115382.1|DELE
OG0005606	LOC108093486|XP_017049062.1|DFIC	LOC108138198|XP_017115805.1|DELE
OG0005607	LOC108102047|XP_017062158.1|DFIC	LOC108140809|XP_017119299.1|DELE
OG0005608	LOC108102084|XP_017062225.1|DFIC	LOC108140414|XP_017118621.1|DELE
OG0005609	LOC108099012|XP_017057735.1|DFIC	LOC108145675|XP_017126719.1|DELE
OG0005610	LOC108089046|XP_017042643.1|DFIC	LOC108147488|XP_017129533.1|DELE
OG0005611	LOC108099074|XP_017057852.1|DFIC	LOC108145846|XP_017126949.1|DELE
OG0005612	LOC108087968|XP_017041056.1|DFIC	LOC108135115|XP_017111194.1|DELE
OG0005613	LOC108087037|XP_017039698.1|DFIC	LOC108135170|XP_017111283.1|DELE
OG0005614	LOC108090118|XP_017044137.1|DFIC	LOC108137458|XP_017114650.1|DELE
OG0005615	LOC108100777|XP_017060304.1|DFIC	LOC108142999|XP_017122669.1|DELE
OG0005616	LOC108097411|XP_017055162.1|DFIC	LOC108148380|XP_017130895.1|DELE
OG0005617	LOC108091804|XP_017046659.1|DFIC	LOC108148309|XP_017130785.1|DELE
OG0005618	LOC108087724|XP_017040734.1|DFIC	LOC108144161|XP_017124306.1|DELE
OG0005619	LOC108087345|XP_017040174.1|DFIC	LOC108137003|XP_017113990.1|DELE
OG0005620	LOC108091189|XP_017045755.1|DFIC	LOC108144335|XP_017124538.1|DELE
OG0005621	LOC108097352|XP_017055077.1|DFIC	LOC108141434|XP_017120313.1|DELE
OG0005622	LOC108097089|XP_017054633.1|DFIC	LOC108138514|XP_017116249.1|DELE
OG0005623	LOC108092821|XP_017048114.1|DFIC	LOC108137146|XP_017114201.1|DELE
OG0005624	LOC108089082|XP_017042676.1|DFIC	LOC108148307|XP_017130781.1|DELE
OG0005625	LOC108096429|XP_017053511.1|DFIC	LOC108140563|XP_017118911.1|DELE
OG0005626	LOC108098140|XP_017056353.1|DFIC	LOC108136563|XP_017113361.1|DELE
OG0005627	LOC108102058|XP_017062177.1|DFIC	LOC108140652|XP_017119069.1|DELE
OG0005628	LOC108097570|XP_017055448.1|DFIC	LOC108140676|XP_017119111.1|DELE
OG0005629	LOC108086419|XP_017038810.1|DFIC	LOC108144547|XP_017125006.1|DELE
OG0005630	LOC108086722|XP_017039234.1|DFIC	LOC108144603|XP_017125107.1|DELE
OG0005631	LOC108091252|XP_017045856.1|DFIC	LOC108144939|XP_017125586.1|DELE
OG0005632	LOC108095520|XP_017052126.1|DFIC	LOC108149975|XP_017133384.1|DELE
OG0005633	LOC108087225|XP_017039996.1|DFIC	LOC108136777|XP_017113628.1|DELE
OG0005634	LOC108092023|XP_017046950.1|DFIC	LOC108140585|XP_017118960.1|DELE
OG0005635	LOC108089235|XP_017042884.1|DFIC	LOC108141991|XP_017121141.1|DELE
OG0005636	LOC108091814|XP_017046673.1|DFIC	LOC108148345|XP_017130846.1|DELE
OG0005637	LOC108099556|XP_017058630.1|DFIC	LOC108143861|XP_017123915.1|DELE
OG0005638	LOC108094937|XP_017051285.1|DFIC	LOC108143573|XP_017123572.1|DELE
OG0005639	LOC108087830|XP_017040890.1|DFIC	LOC108145244|XP_017126002.1|DELE
OG0005640	LOC108102019|XP_017062108.1|DFIC	LOC108140626|XP_017119031.1|DELE
OG0005641	LOC108094307|XP_017050321.1|DFIC	LOC108136612|XP_017113420.1|DELE
OG0005642	LOC108098551|XP_017057038.1|DFIC	LOC108141096|XP_017119787.1|DELE
OG0005643	LOC108100449|XP_017059862.1|DFIC	LOC108145672|XP_017126715.1|DELE
OG0005644	LOC108087576|XP_017040496.1|DFIC	LOC108150360|XP_017133983.1|DELE
OG0005645	LOC108097231|XP_017054881.1|DFIC	LOC108135916|XP_017112339.1|DELE
OG0005646	LOC108095352|XP_017051921.1|DFIC	LOC108147697|XP_017129905.1|DELE
OG0005647	LOC108093438|XP_017048991.1|DFIC	LOC108140345|XP_017118525.1|DELE
OG0005648	LOC108099831|XP_017058951.1|DFIC	LOC108150255|XP_017133814.1|DELE
OG0005649	LOC108091383|XP_017046052.1|DFIC	LOC108141131|XP_017119842.1|DELE
OG0005650	LOC108091393|XP_017046066.1|DFIC	LOC108141144|XP_017119857.1|DELE
OG0005651	LOC108097732|XP_017055722.1|DFIC	LOC108147646|XP_017129792.1|DELE
OG0005652	LOC108088405|XP_017041648.1|DFIC	LOC108147191|XP_017129032.1|DELE
OG0005653	LOC108089269|XP_017042929.1|DFIC	LOC108142134|XP_017121319.1|DELE
OG0005654	LOC108091369|XP_017046010.1|DFIC	LOC108140995|XP_017119559.1|DELE
OG0005655	LOC108097918|XP_017055946.1|DFIC	LOC108148277|XP_017130723.1|DELE
OG0005656	LOC108097513|XP_017055324.1|DFIC	LOC108141113|XP_017119818.1|DELE
OG0005657	LOC108102040|XP_017062151.1|DFIC	LOC108139222|XP_017117372.1|DELE
OG0005658	LOC108101109|XP_017060811.1|DFIC	LOC108136957|XP_017113931.1|DELE
OG0005659	LOC108095852|XP_017052639.1|DFIC	LOC108148850|XP_017131626.1|DELE
OG0005660	LOC108089377|XP_017043045.1|DFIC	LOC108146680|XP_017128225.1|DELE
OG0005661	LOC108098966|XP_017057671.1|DFIC	LOC108139271|XP_017117448.1|DELE
OG0005662	LOC108102037|XP_017062147.1|DFIC	LOC108140507|XP_017118779.1|DELE
OG0005663	LOC108087258|XP_017040052.1|DFIC, LOC108095334|XP_017051903.1|DFIC	LOC108147706|XP_017129918.1|DELE
OG0005664	LOC108095860|XP_017052650.1|DFIC	LOC108137378|XP_017114519.1|DELE
OG0005665	LOC108095893|XP_017052697.1|DFIC	LOC108147209|XP_017129056.1|DELE
OG0005666	LOC108097566|XP_017055440.1|DFIC	LOC108137279|XP_017114370.1|DELE
OG0005667	LOC108097099|XP_017054653.1|DFIC	LOC108149875|XP_017133253.1|DELE
OG0005668	LOC108100532|XP_017059980.1|DFIC	LOC108150226|XP_017133759.1|DELE
OG0005669	LOC108100794|XP_017060325.1|DFIC	LOC108138196|XP_017115802.1|DELE
OG0005670	LOC108095958|XP_017052788.1|DFIC	LOC108143770|XP_017123787.1|DELE, LOC108149002|XP_017131835.1|DELE, LOC108143734|XP_017123757.1|DELE
OG0005671	LOC108098974|XP_017057679.1|DFIC	LOC108135149|XP_017111258.1|DELE
OG0005672	LOC108089223|XP_017042868.1|DFIC	LOC108141988|XP_017121136.1|DELE
OG0005673	LOC108100365|XP_017059694.1|DFIC	LOC108145886|XP_017127022.1|DELE
OG0005674	LOC108086935|XP_017039533.1|DFIC	LOC108146854|XP_017128559.1|DELE
OG0005675	LOC108096487|XP_017053589.1|DFIC	LOC108140739|XP_017119204.1|DELE
OG0005676	LOC108096400|XP_017053461.1|DFIC	LOC108146273|XP_017127702.1|DELE
OG0005677	LOC108101873|XP_017061898.1|DFIC	LOC108144686|XP_017125240.1|DELE
OG0005678	LOC108099463|XP_017058501.1|DFIC	LOC108143023|XP_017122704.1|DELE
OG0005679	LOC108098835|XP_017057480.1|DFIC	LOC108134515|XP_017110345.1|DELE
OG0005680	LOC108091516|XP_017046261.1|DFIC	LOC108149399|XP_017132426.1|DELE
OG0005681	LOC108098943|XP_017057639.1|DFIC	LOC108135458|XP_017111694.1|DELE
OG0005682	LOC108098942|XP_017057638.1|DFIC	LOC108135448|XP_017111683.1|DELE
OG0005683	LOC108095561|XP_017052197.1|DFIC	LOC108149984|XP_017133402.1|DELE
OG0005684	LOC108089062|XP_017042660.1|DFIC	LOC108147545|XP_017129619.1|DELE
OG0005685	LOC108097042|XP_017054560.1|DFIC	LOC108138401|XP_017116071.1|DELE
OG0005686	LOC108092027|XP_017046955.1|DFIC	LOC108140807|XP_017119295.1|DELE
OG0005687	LOC108088265|XP_017041471.1|DFIC	LOC108146543|XP_017128073.1|DELE
OG0005688	LOC108090703|XP_017044984.1|DFIC	LOC108141516|XP_017120434.1|DELE
OG0005689	LOC108097280|XP_017054970.1|DFIC	LOC108141441|XP_017120327.1|DELE
OG0005690	LOC108092003|XP_017046921.1|DFIC	LOC108136770|XP_017113620.1|DELE
OG0005691	LOC108092055|XP_017047002.1|DFIC	LOC108139235|XP_017117391.1|DELE
OG0005692	LOC108091531|XP_017046286.1|DFIC	LOC108137857|XP_017115276.1|DELE
OG0005693	LOC108099954|XP_017059122.1|DFIC	LOC108147551|XP_017129626.1|DELE
OG0005694	LOC108101106|XP_017060808.1|DFIC	LOC108136854|XP_017113778.1|DELE
OG0005695	LOC108087284|XP_017040081.1|DFIC	LOC108136781|XP_017113632.1|DELE
OG0005696	LOC108087285|XP_017040082.1|DFIC	LOC108136783|XP_017113634.1|DELE
OG0005697	LOC108087224|XP_017039995.1|DFIC	LOC108136776|XP_017113626.1|DELE
OG0005698	LOC108090411|XP_017044553.1|DFIC	LOC108143482|XP_017123418.1|DELE
OG0005699	LOC108095739|XP_017052407.1|DFIC	LOC108143868|XP_017123921.1|DELE
OG0005700	LOC108092876|XP_017048202.1|DFIC	LOC108137134|XP_017114171.1|DELE
OG0005701	LOC108101330|XP_017061128.1|DFIC	LOC108148074|XP_017130416.1|DELE
OG0005702	LOC108091357|XP_017045999.1|DFIC	LOC108136616|XP_017113423.1|DELE
OG0005703	LOC108087863|XP_017040936.1|DFIC	LOC108145251|XP_017126017.1|DELE
OG0005704	LOC108097555|XP_017055411.1|DFIC	LOC108134859|XP_017110831.1|DELE
OG0005705	LOC108093862|XP_017049695.1|DFIC	LOC108142762|XP_017122285.1|DELE
OG0005706	LOC108097226|XP_017054877.1|DFIC	LOC108140638|XP_017119049.1|DELE
OG0005707	LOC108094640|XP_017050826.1|DFIC	LOC108137642|XP_017114946.1|DELE
OG0005708	LOC108097057|XP_017054582.1|DFIC	LOC108135909|XP_017112316.1|DELE
OG0005709	LOC108088534|XP_017041866.1|DFIC	LOC108147259|XP_017129145.1|DELE
OG0005710	LOC108087308|XP_017040115.1|DFIC	LOC108136933|XP_017113897.1|DELE
OG0005711	LOC108100189|XP_017059451.1|DFIC	LOC108142271|XP_017121483.1|DELE
OG0005712	LOC108092505|XP_017047612.1|DFIC	LOC108134745|XP_017110673.1|DELE
OG0005713	LOC108095995|XP_017052828.1|DFIC	LOC108147311|XP_017129223.1|DELE
OG0005714	LOC108099337|XP_017058301.1|DFIC	LOC108143022|XP_017122702.1|DELE
OG0005715	LOC108092021|XP_017046947.1|DFIC	LOC108140584|XP_017118955.1|DELE
OG0005716	LOC108099456|XP_017058487.1|DFIC	LOC108143860|XP_017123913.1|DELE
OG0005717	LOC108090200|XP_017044277.1|DFIC	LOC108141155|XP_017119870.1|DELE
OG0005718	LOC108098917|XP_017057610.1|DFIC	LOC108136015|XP_017112434.1|DELE
OG0005719	LOC108095878|XP_017052675.1|DFIC	LOC108147193|XP_017129036.1|DELE
OG0005720	LOC108087076|XP_017039743.1|DFIC	LOC108137021|XP_017114010.1|DELE
OG0005721	LOC108095943|XP_017052768.1|DFIC	LOC108147241|XP_017129128.1|DELE
OG0005722	LOC108093541|XP_017049122.1|DFIC	LOC108141136|XP_017119847.1|DELE
OG0005723	LOC108090236|XP_017044323.1|DFIC	LOC108137498|XP_017114703.1|DELE
OG0005724	LOC108094868|XP_017051179.1|DFIC	LOC108144971|XP_017125608.1|DELE
OG0005725	LOC108092188|XP_017047204.1|DFIC	LOC108140717|XP_017119167.1|DELE
OG0005726	LOC108097795|XP_017055815.1|DFIC	LOC108145595|XP_017126614.1|DELE
OG0005727	LOC108098567|XP_017057075.1|DFIC	LOC108141108|XP_017119808.1|DELE
OG0005728	LOC108098795|XP_017057424.1|DFIC	LOC108139307|XP_017117498.1|DELE
OG0005729	LOC108098788|XP_017057412.1|DFIC	LOC108139228|XP_017117380.1|DELE
OG0005730	LOC108099602|XP_017058709.1|DFIC	LOC108144038|XP_017124164.1|DELE
OG0005731	LOC108099601|XP_017058707.1|DFIC	LOC108144037|XP_017124162.1|DELE
OG0005732	LOC108088031|XP_017041151.1|DFIC	LOC108135119|XP_017111207.1|DELE
OG0005733	LOC108088030|XP_017041148.1|DFIC	LOC108135118|XP_017111203.1|DELE
OG0005734	LOC108095806|XP_017052564.1|DFIC	LOC108143852|XP_017123903.1|DELE
OG0005735	LOC108091385|XP_017046056.1|DFIC	LOC108141134|XP_017119846.1|DELE
OG0005736	LOC108090143|XP_017044178.1|DFIC	LOC108148266|XP_017130707.1|DELE
OG0005737	LOC108098790|XP_017057417.1|DFIC	LOC108139309|XP_017117500.1|DELE
OG0005738	LOC108102056|XP_017062172.1|DFIC	LOC108140540|XP_017118857.1|DELE
OG0005739	LOC108102052|XP_017062167.1|DFIC	LOC108140618|XP_017119020.1|DELE
OG0005740	LOC108088391|XP_017041629.1|DFIC	LOC108147244|XP_017129132.1|DELE
OG0005741	LOC108090220|XP_017044302.1|DFIC	LOC108148390|XP_017130906.1|DELE
OG0005742	LOC108087289|XP_017040087.1|DFIC	LOC108137006|XP_017113992.1|DELE
OG0005743	LOC108099552|XP_017058624.1|DFIC	LOC108144067|XP_017124205.1|DELE
OG0005744	LOC108099524|XP_017058580.1|DFIC	LOC108142899|XP_017122475.1|DELE
OG0005745	LOC108090103|XP_017044106.1|DFIC	LOC108137444|XP_017114597.1|DELE
OG0005746	LOC108090087|XP_017044077.1|DFIC	LOC108137438|XP_017114592.1|DELE
OG0005747	LOC108090212|XP_017044292.1|DFIC	LOC108137497|XP_017114702.1|DELE
OG0005748	LOC108087347|XP_017040175.1|DFIC	LOC108136894|XP_017113840.1|DELE
OG0005749	LOC108091174|XP_017045712.1|DFIC	LOC108137676|XP_017115021.1|DELE
OG0005750	LOC108090187|XP_017044263.1|DFIC	LOC108148368|XP_017130880.1|DELE
OG0005751	LOC108089387|XP_017043059.1|DFIC	LOC108146608|XP_017128144.1|DELE
OG0005752	LOC108093726|XP_017049426.1|DFIC	LOC108141360|XP_017120170.1|DELE
OG0005753	LOC108101286|XP_017061074.1|DFIC	LOC108138831|XP_017116827.1|DELE
OG0005754	LOC108093715|XP_017049409.1|DFIC	LOC108144435|XP_017124808.1|DELE
OG0005755	LOC108090944|XP_017045369.1|DFIC	LOC108144811|XP_017125429.1|DELE
OG0005756	LOC108098947|XP_017057644.1|DFIC	LOC108139261|XP_017117437.1|DELE
OG0005757	LOC108099553|XP_017058625.1|DFIC	LOC108144066|XP_017124204.1|DELE
OG0005758	LOC108090182|XP_017044256.1|DFIC	LOC108141140|XP_017119853.1|DELE
OG0005759	LOC108098825|XP_017057470.1|DFIC	LOC108139258|XP_017117431.1|DELE
OG0005760	LOC108102051|XP_017062165.1|DFIC	LOC108140712|XP_017119162.1|DELE
OG0005761	LOC108101087|XP_017060777.1|DFIC	LOC108136851|XP_017113765.1|DELE
OG0005762	LOC108098520|XP_017056979.1|DFIC	LOC108140599|XP_017118994.1|DELE
OG0005763	LOC108094261|XP_017050215.1|DFIC	LOC108145080|XP_017125754.1|DELE
OG0005764	LOC108090160|XP_017044215.1|DFIC	LOC108148297|XP_017130767.1|DELE
OG0005765	LOC108090156|XP_017044202.1|DFIC	LOC108148295|XP_017130756.1|DELE
OG0005766	LOC108087220|XP_017039983.1|DFIC	LOC108136762|XP_017113608.1|DELE
OG0005767	LOC108093350|XP_017048848.1|DFIC	LOC108136878|XP_017113818.1|DELE
OG0005768	LOC108097137|XP_017054723.1|DFIC	LOC108138557|XP_017116317.1|DELE
OG0005770	LOC108096366|XP_017053410.1|DFIC	LOC108140521|XP_017118820.1|DELE
OG0005771	LOC108088399|XP_017041641.1|DFIC	LOC108148548|XP_017131085.1|DELE
OG0005772	LOC108097648|XP_017055568.1|DFIC	LOC108143960|XP_017124045.1|DELE
OG0005773	LOC108096256|XP_017053204.1|DFIC	LOC108140428|XP_017118642.1|DELE
OG0005774	LOC108102034|XP_017062143.1|DFIC	LOC108140505|XP_017118775.1|DELE
OG0005775	LOC108100349|XP_017059665.1|DFIC	LOC108142379|XP_017121703.1|DELE
OG0005776	LOC108086929|XP_017039523.1|DFIC	LOC108143267|XP_017123070.1|DELE
OG0005777	LOC108100962|XP_017060602.1|DFIC	LOC108142069|XP_017121244.1|DELE
OG0005778	LOC108099363|XP_017058338.1|DFIC	LOC108143831|XP_017123867.1|DELE
OG0005779	LOC108097258|XP_017054939.1|DFIC	LOC108140644|XP_017119055.1|DELE
OG0005780	LOC108100286|XP_017059569.1|DFIC	LOC108142634|XP_017122114.1|DELE
OG0005781	LOC108100217|XP_017059483.1|DFIC	LOC108150159|XP_017133617.1|DELE
OG0005782	LOC108100499|XP_017059934.1|DFIC	LOC108150228|XP_017133764.1|DELE
OG0005783	LOC108096793|XP_017054161.1|DFIC	LOC108143570|XP_017123569.1|DELE
OG0005784	LOC108095928|XP_017052750.1|DFIC	LOC108147264|XP_017129156.1|DELE
OG0005785	LOC108095906|XP_017052717.1|DFIC	LOC108147277|XP_017129175.1|DELE
OG0005786	LOC108087970|XP_017041058.1|DFIC	LOC108135116|XP_017111196.1|DELE
OG0005787	LOC108091398|XP_017046072.1|DFIC	LOC108141212|XP_017119950.1|DELE
OG0005788	LOC108101567|XP_017061465.1|DFIC	LOC108149805|XP_017133160.1|DELE
OG0005789	LOC108086365|XP_017038756.1|DFIC	LOC108148458|XP_017130982.1|DELE
OG0005790	LOC108088397|XP_017041635.1|DFIC	LOC108148547|XP_017131084.1|DELE
OG0005791	LOC108098945|XP_017057640.1|DFIC	LOC108150708|XP_017134473.1|DELE
OG0005792	LOC108098946|XP_017057642.1|DFIC	LOC108134502|XP_017110320.1|DELE
OG0005793	LOC108097931|XP_017055991.1|DFIC	LOC108140756|XP_017119226.1|DELE
OG0005794	LOC108086417|XP_017038808.1|DFIC	LOC108144544|XP_017125004.1|DELE
OG0005795	LOC108087021|XP_017039676.1|DFIC	LOC108135106|XP_017111171.1|DELE
OG0005796	LOC108100347|XP_017059662.1|DFIC	LOC108142378|XP_017121700.1|DELE
OG0005797	LOC108087489|XP_017040367.1|DFIC	LOC108150216|XP_017133737.1|DELE
OG0005798	LOC108092107|XP_017047091.1|DFIC	LOC108139225|XP_017117378.1|DELE
OG0005799	LOC108098523|XP_017056986.1|DFIC	LOC108141049|XP_017119681.1|DELE
OG0005800	LOC108098613|XP_017057165.1|DFIC	LOC108141241|XP_017119987.1|DELE
OG0005801	LOC108098612|XP_017057164.1|DFIC	LOC108141218|XP_017119959.1|DELE
OG0005802	LOC108097195|XP_017054832.1|DFIC	LOC108140570|XP_017118930.1|DELE
OG0005803	LOC108098861|XP_017057516.1|DFIC	LOC108139218|XP_017117360.1|DELE
OG0005804	LOC108087370|XP_017040200.1|DFIC	LOC108136997|XP_017113984.1|DELE
OG0005805	LOC108101894|XP_017061943.1|DFIC	LOC108144640|XP_017125168.1|DELE
OG0005806	LOC108092214|XP_017047235.1|DFIC	LOC108139371|XP_017117587.1|DELE
OG0005807	LOC108091911|XP_017046785.1|DFIC	LOC108139139|XP_017117243.1|DELE
OG0005808	LOC108094721|XP_017050951.1|DFIC	LOC108148103|XP_017130437.1|DELE
OG0005809	LOC108100265|XP_017059537.1|DFIC	LOC108145859|XP_017126969.1|DELE
OG0005810	LOC108098529|XP_017056995.1|DFIC	LOC108141052|XP_017119688.1|DELE
OG0005811	LOC108098530|XP_017056996.1|DFIC	LOC108141053|XP_017119690.1|DELE
OG0005812	LOC108092015|XP_017046940.1|DFIC	LOC108139335|XP_017117538.1|DELE
OG0005813	LOC108098766|XP_017057387.1|DFIC	LOC108135029|XP_017111055.1|DELE
OG0005814	LOC108090218|XP_017044300.1|DFIC	LOC108148357|XP_017130864.1|DELE
OG0005815	LOC108094246|XP_017050193.1|DFIC	LOC108145072|XP_017125744.1|DELE
OG0005816	LOC108100762|XP_017060287.1|DFIC	LOC108142960|XP_017122592.1|DELE
OG0005817	LOC108097646|XP_017055567.1|DFIC	LOC108143957|XP_017124044.1|DELE
OG0005818	LOC108095960|XP_017052790.1|DFIC	LOC108147297|XP_017129208.1|DELE
OG0005819	LOC108098417|XP_017056803.1|DFIC	LOC108141185|XP_017119910.1|DELE
OG0005820	LOC108098429|XP_017056813.1|DFIC	LOC108141186|XP_017119911.1|DELE
OG0005821	LOC108089086|XP_017042685.1|DFIC	LOC108141204|XP_017119938.1|DELE
OG0005822	LOC108088205|XP_017041395.1|DFIC	LOC108135295|XP_017111468.1|DELE
OG0005823	LOC108092799|XP_017048059.1|DFIC	LOC108148172|XP_017130560.1|DELE
OG0005824	LOC108098854|XP_017057506.1|DFIC	LOC108135052|XP_017111085.1|DELE
OG0005825	LOC108100732|XP_017060257.1|DFIC	LOC108150352|XP_017133973.1|DELE
OG0005826	LOC108098789|XP_017057419.1|DFIC	LOC108140457|XP_017118682.1|DELE
OG0005827	LOC108095968|XP_017052800.1|DFIC	LOC108148937|XP_017131747.1|DELE
OG0005828	LOC108093213|XP_017048665.1|DFIC	LOC108142384|XP_017121707.1|DELE
OG0005829	LOC108099558|XP_017058633.1|DFIC	LOC108143969|XP_017124061.1|DELE
OG0005830	LOC108100468|XP_017059888.1|DFIC	LOC108146112|XP_017127432.1|DELE
OG0005831	LOC108100723|XP_017060246.1|DFIC	LOC108145673|XP_017126716.1|DELE
OG0005832	LOC108100709|XP_017060229.1|DFIC	LOC108146480|XP_017127995.1|DELE
OG0005833	LOC108100327|XP_017059623.1|DFIC	LOC108145864|XP_017126989.1|DELE
OG0005834	LOC108100332|XP_017059631.1|DFIC	LOC108145870|XP_017126997.1|DELE
OG0005835	LOC108100150|XP_017059396.1|DFIC	LOC108145674|XP_017126718.1|DELE
OG0005836	LOC108099926|XP_017059084.1|DFIC	LOC108135636|XP_017111946.1|DELE
OG0005837	LOC108092051|XP_017046989.1|DFIC	LOC108139249|XP_017117414.1|DELE
OG0005838	LOC108092154|XP_017047160.1|DFIC	LOC108140765|XP_017119240.1|DELE
OG0005839	LOC108092464|XP_017047541.1|DFIC	LOC108147991|XP_017130295.1|DELE
OG0005840	LOC108087286|XP_017040083.1|DFIC	LOC108137032|XP_017114021.1|DELE
OG0005841	LOC108096127|XP_017052993.1|DFIC	LOC108140982|XP_017119541.1|DELE
OG0005842	LOC108097313|XP_017055019.1|DFIC	LOC108136173|XP_017112660.1|DELE
OG0005843	LOC108087514|XP_017040406.1|DFIC	LOC108143237|XP_017123024.1|DELE
OG0005844	LOC108088309|XP_017041529.1|DFIC	LOC108146191|XP_017127590.1|DELE
OG0005845	LOC108090190|XP_017044266.1|DFIC	LOC108141154|XP_017119868.1|DELE
OG0005846	LOC108099317|XP_017058217.1|DFIC	LOC108143816|XP_017123827.1|DELE
OG0005848	LOC108094690|XP_017050902.1|DFIC	LOC108137664|XP_017115001.1|DELE
OG0005849	LOC108094607|XP_017050747.1|DFIC	LOC108148151|XP_017130524.1|DELE
OG0005850	LOC108091111|XP_017045623.1|DFIC	LOC108134983|XP_017111004.1|DELE
OG0005851	LOC108088189|XP_017041378.1|DFIC	LOC108135236|XP_017111387.1|DELE
OG0005852	LOC108102078|XP_017062210.1|DFIC	LOC108140787|XP_017119268.1|DELE
OG0005853	LOC108093578|XP_017049193.1|DFIC	LOC108135427|XP_017111648.1|DELE
OG0005854	LOC108098526|XP_017056993.1|DFIC	LOC108141051|XP_017119687.1|DELE
OG0005855	LOC108101777|XP_017061740.1|DFIC	LOC108137122|XP_017114144.1|DELE
OG0005856	LOC108094615|XP_017050778.1|DFIC	LOC108134855|XP_017110822.1|DELE
OG0005857	LOC108101052|XP_017060725.1|DFIC	LOC108136769|XP_017113619.1|DELE
OG0005858	LOC108087969|XP_017041057.1|DFIC	LOC108135157|XP_017111268.1|DELE
OG0005859	LOC108089981|XP_017043971.1|DFIC	LOC108148063|XP_017130405.1|DELE
OG0005860	LOC108098449|XP_017056846.1|DFIC	LOC108141087|XP_017119758.1|DELE
OG0005861	LOC108098670|XP_017057249.1|DFIC	LOC108142964|XP_017122598.1|DELE
OG0005862	LOC108090308|XP_017044407.1|DFIC	LOC108145355|XP_017126234.1|DELE
OG0005863	LOC108087711|XP_017040720.1|DFIC	LOC108143545|XP_017123542.1|DELE
OG0005864	LOC108099319|XP_017058238.1|DFIC	LOC108144033|XP_017124153.1|DELE
OG0005865	LOC108092014|XP_017046939.1|DFIC	LOC108139211|XP_017117349.1|DELE
OG0005866	LOC108093775|XP_017049534.1|DFIC	LOC108144197|XP_017124355.1|DELE
OG0005867	LOC108096920|XP_017054402.1|DFIC, LOC108098166|XP_017056387.1|DFIC	LOC108150445|XP_017134093.1|DELE
OG0005868	LOC108086633|XP_017039097.1|DFIC	LOC108149832|XP_017133195.1|DELE
