Orthogroup	DFIC.longest_only	DBUS.longest_only
OG0006230	LOC108098014|XP_017056148.1|DFIC	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC108097588|XP_017055470.1|DFIC	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC108094683|XP_017050892.1|DFIC	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC108094728|XP_017050963.1|DFIC	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC108098122|XP_017056331.1|DFIC	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC108094454|XP_017050525.1|DFIC	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC108094604|XP_017050745.1|DFIC	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC108097423|XP_017055179.1|DFIC	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC108097724|XP_017055711.1|DFIC	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC108102127|XP_017062278.1|DFIC	LOC108606761|XP_017852661.1|DBUS
OG0006240	LOC108088527|XP_017041859.1|DFIC	LOC108603923|XP_017848606.1|DBUS
OG0006241	LOC108098121|XP_017056330.1|DFIC	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC108101700|XP_017061627.1|DFIC	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC108098952|XP_017057649.1|DFIC	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC108099580|XP_017058674.1|DFIC	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC108099397|XP_017058389.1|DFIC	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC108097155|XP_017054766.1|DFIC	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC108101538|XP_017061409.1|DFIC	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC108093360|XP_017048866.1|DFIC	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC108101315|XP_017061106.1|DFIC, LOC108092825|XP_017048158.1|DFIC	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC108094634|XP_017050811.1|DFIC	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC108095801|XP_017052555.1|DFIC	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC108095800|XP_017052554.1|DFIC	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC108097152|XP_017054761.1|DFIC	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC108089986|XP_017043975.1|DFIC	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC108095980|XP_017052814.1|DFIC	LOC108601981|XP_017845465.1|DBUS
OG0006256	LOC108098043|XP_017056197.1|DFIC	LOC108605770|XP_017851063.1|DBUS
OG0006257	LOC108097538|XP_017055373.1|DFIC	LOC108606298|XP_017851774.1|DBUS
OG0006258	LOC108097943|XP_017056024.1|DFIC	LOC108606109|XP_017851445.2|DBUS
OG0006259	LOC108092151|XP_017047158.1|DFIC	LOC108604226|XP_017849080.1|DBUS
OG0006260	LOC108097539|XP_017055377.1|DFIC	LOC108606853|XP_017852839.2|DBUS
OG0006261	LOC108093488|XP_017049065.1|DFIC	LOC108608530|XP_017855434.1|DBUS
OG0006262	LOC108097497|XP_017055295.1|DFIC	LOC108606679|XP_017852514.1|DBUS
OG0006263	LOC108097317|XP_017055025.1|DFIC	LOC108606553|XP_017852243.1|DBUS
OG0006264	LOC108097003|XP_017054480.1|DFIC	LOC108606440|XP_017852041.1|DBUS
OG0006265	LOC108093745|XP_017049500.1|DFIC	LOC108595979|XP_017836755.2|DBUS
OG0006266	LOC108097104|XP_017054662.1|DFIC	LOC108605565|XP_017850821.1|DBUS
OG0006267	LOC108102211|XP_017062423.1|DFIC	LOC108606402|XP_033150429.1|DBUS
OG0006268	LOC108096736|XP_017054073.1|DFIC	LOC108595282|XP_017835984.1|DBUS
OG0006269	LOC108099656|XP_017058779.1|DFIC	LOC108604150|XP_017848953.1|DBUS
OG0006270	LOC108097467|XP_017055228.1|DFIC	LOC108604957|XP_017850015.1|DBUS
OG0006271	LOC108087364|XP_017040193.1|DFIC	LOC108601861|XP_017845306.1|DBUS
OG0006272	LOC108097702|XP_017055676.1|DFIC	LOC108607122|XP_017853244.1|DBUS
OG0006273	LOC108094241|XP_017050189.1|DFIC	LOC108605448|XP_017850619.1|DBUS
OG0006274	LOC108095502|XP_017052097.1|DFIC	LOC108605205|XP_017850296.1|DBUS
OG0006275	LOC108097275|XP_017054962.1|DFIC	LOC108605454|XP_017850628.1|DBUS
OG0006276	LOC108098988|XP_017057700.1|DFIC	LOC108601048|XP_017844429.1|DBUS
OG0006277	LOC108098648|XP_017057211.1|DFIC	LOC108597685|XP_017839849.1|DBUS
OG0006278	LOC108097911|XP_017055937.1|DFIC	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC108097527|XP_017055358.1|DFIC	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC108100921|XP_017060529.1|DFIC	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC108100920|XP_017060528.1|DFIC	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC108097603|XP_017055499.1|DFIC	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC108087150|XP_017039853.1|DFIC	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC108089580|XP_017043424.1|DFIC	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC108098542|XP_017057019.1|DFIC	LOC108601237|XP_017844625.1|DBUS
OG0006286	LOC108087353|XP_017040183.1|DFIC	LOC108602002|XP_017845492.1|DBUS
OG0006287	LOC108097786|XP_017055805.1|DFIC	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC108086870|XP_017039421.1|DFIC	LOC108602006|XP_017845497.1|DBUS
OG0006289	LOC108087322|XP_017040141.1|DFIC	LOC108603989|XP_017848707.1|DBUS
OG0006290	LOC108088647|XP_017042058.1|DFIC	LOC108606952|XP_033150516.1|DBUS
OG0006291	LOC108100858|XP_017060427.1|DFIC	LOC108599673|XP_017842155.2|DBUS
OG0006292	LOC108091220|XP_017045811.1|DFIC	LOC108605157|XP_017850223.1|DBUS
OG0006293	LOC108100506|XP_017059946.1|DFIC	LOC108600392|XP_017843429.1|DBUS
OG0006294	LOC108097669|XP_017055612.1|DFIC	LOC108606971|XP_017853022.1|DBUS
OG0006295	LOC108092870|XP_017048195.1|DFIC	LOC108605159|XP_017850230.1|DBUS
OG0006296	LOC108094437|XP_017050500.1|DFIC	LOC108606843|XP_017852825.1|DBUS
OG0006297	LOC108092792|XP_017048049.1|DFIC	LOC108606492|XP_017852124.2|DBUS
OG0006298	LOC108097758|XP_017055758.1|DFIC	LOC108606627|XP_017852402.1|DBUS
OG0006299	LOC108091303|XP_017045915.1|DFIC	LOC108605102|XP_033150407.1|DBUS
OG0006300	LOC108097202|XP_017054836.1|DFIC	LOC108605464|XP_017850638.1|DBUS
OG0006301	LOC108088622|XP_017042019.1|DFIC	LOC108606220|XP_017851606.1|DBUS
OG0006302	LOC108091215|XP_017045801.1|DFIC	LOC117134892|XP_033150162.1|DBUS
OG0006303	LOC108087682|XP_017040675.1|DFIC	LOC108596921|XP_017838628.1|DBUS
OG0006304	LOC108097490|XP_017055283.1|DFIC	LOC108604333|XP_017849248.1|DBUS
OG0006305	LOC108097494|XP_017055286.1|DFIC	LOC108604729|XP_017849798.1|DBUS
OG0006306	LOC108095827|XP_017052598.1|DFIC	LOC108603187|XP_017847237.1|DBUS
OG0006307	LOC108098685|XP_017057283.1|DFIC	LOC108601747|XP_017845159.1|DBUS
OG0006308	LOC108098062|XP_017056240.1|DFIC	LOC108604946|XP_017850004.1|DBUS
OG0006309	LOC108098018|XP_017056157.1|DFIC	LOC108606526|XP_017852188.1|DBUS
OG0006310	LOC108090195|XP_017044271.1|DFIC	LOC108604551|XP_017849568.1|DBUS
OG0006311	LOC108097880|XP_017055905.1|DFIC	LOC108605015|XP_017850071.1|DBUS
OG0006313	LOC108095366|XP_017051936.1|DFIC	LOC108607170|XP_017853312.1|DBUS
OG0006314	LOC108094727|XP_017050962.1|DFIC	LOC117134896|XP_033150168.1|DBUS
OG0006315	LOC108086812|XP_017039340.1|DFIC	LOC108603825|XP_017848444.1|DBUS
OG0006316	LOC108100929|XP_017060559.1|DFIC	LOC108594963|XP_017835586.1|DBUS
OG0006317	LOC108095365|XP_017051935.1|DFIC	LOC108607089|XP_017853201.1|DBUS
OG0006318	LOC108094426|XP_017050489.1|DFIC	LOC108605257|XP_017850369.1|DBUS
OG0006319	LOC108090706|XP_017044988.1|DFIC	LOC108595126|XP_017835777.1|DBUS
OG0006320	LOC108097426|XP_017055183.1|DFIC	LOC108604959|XP_017850018.1|DBUS
OG0006321	LOC108088672|XP_017042094.1|DFIC	LOC108605885|XP_017851187.1|DBUS
OG0006322	LOC108097600|XP_017055496.1|DFIC	LOC108605100|XP_033150369.1|DBUS
OG0006323	LOC108094567|XP_017050668.1|DFIC	LOC108605878|XP_017851180.1|DBUS
OG0006324	LOC108097241|XP_017054908.1|DFIC	LOC108606333|XP_017851846.1|DBUS
OG0006325	LOC108093347|XP_017048844.1|DFIC	LOC108601654|XP_017845043.1|DBUS
OG0006326	LOC108096325|XP_017053346.1|DFIC	LOC108599036|XP_017841305.1|DBUS
OG0006327	LOC108086575|XP_017039021.1|DFIC	LOC108602173|XP_017845698.1|DBUS
OG0006328	LOC108095753|XP_017052430.1|DFIC	LOC108602908|XP_017846706.1|DBUS
OG0006329	LOC108095558|XP_017052182.1|DFIC	LOC108606640|XP_017852425.1|DBUS
OG0006330	LOC108095863|XP_017052653.1|DFIC	LOC108604158|XP_017848972.1|DBUS
OG0006331	LOC108098002|XP_017056127.1|DFIC	LOC108607093|XP_017853207.1|DBUS
OG0006332	LOC108095594|XP_017052247.1|DFIC	LOC108605822|XP_017851117.1|DBUS
OG0006333	LOC108102206|XP_017062397.1|DFIC	LOC108605599|XP_017850864.1|DBUS
OG0006334	LOC108092872|XP_017048197.1|DFIC	LOC108605172|XP_017850246.1|DBUS
OG0006335	LOC108091694|XP_017046516.1|DFIC	LOC108604738|XP_017849809.1|DBUS
OG0006336	LOC108091230|XP_017045824.1|DFIC	LOC108606225|XP_017851612.1|DBUS
OG0006337	LOC108091223|XP_017045817.1|DFIC	LOC108606563|XP_017852269.1|DBUS
OG0006338	LOC108098559|XP_017057054.1|DFIC	LOC108602382|XP_017845982.1|DBUS
OG0006339	LOC108094678|XP_017050884.1|DFIC	LOC108606368|XP_017851905.1|DBUS
OG0006340	LOC108094472|XP_017050549.1|DFIC	LOC108605496|XP_017850730.1|DBUS
OG0006341	LOC108097675|XP_017055620.1|DFIC	LOC108606470|XP_017852087.1|DBUS
OG0006342	LOC108097697|XP_017055659.1|DFIC	LOC108607245|XP_017853416.2|DBUS
OG0006343	LOC108097401|XP_017055145.1|DFIC	LOC108605846|XP_017851143.1|DBUS
OG0006344	LOC108098137|XP_017056350.1|DFIC	LOC108607063|XP_017853166.1|DBUS
OG0006345	LOC108099354|XP_017058328.1|DFIC	LOC108603134|XP_017847143.1|DBUS
OG0006346	LOC108086581|XP_017039026.1|DFIC	LOC108604500|XP_017849485.1|DBUS
OG0006347	LOC108092073|XP_017047034.1|DFIC	LOC108603844|XP_017848482.1|DBUS
OG0006348	LOC108097265|XP_017054950.1|DFIC	LOC108605559|XP_017850813.1|DBUS
OG0006349	LOC108097239|XP_017054902.1|DFIC	LOC108606809|XP_017852767.2|DBUS
OG0006350	LOC108088545|XP_017041880.1|DFIC	LOC108603031|XP_017846935.1|DBUS
OG0006351	LOC108097674|XP_017055619.1|DFIC	LOC108607189|XP_017853337.1|DBUS
OG0006352	LOC108086761|XP_017039289.1|DFIC	LOC108596099|XP_017837008.1|DBUS
OG0006353	LOC108097792|XP_017055812.1|DFIC	LOC108602114|XP_017845628.1|DBUS
OG0006354	LOC108095796|XP_017052546.1|DFIC	LOC108604237|XP_017849099.1|DBUS
OG0006355	LOC108097571|XP_017055444.1|DFIC	LOC108607205|XP_017853359.1|DBUS
OG0006356	LOC108097161|XP_017054780.1|DFIC	LOC108605285|XP_017850422.1|DBUS
OG0006357	LOC108092786|XP_017048031.1|DFIC	LOC108605201|XP_017850289.1|DBUS
OG0006358	LOC108100480|XP_017059902.1|DFIC	LOC108599642|XP_017842106.1|DBUS
OG0006359	LOC108097115|XP_017054695.1|DFIC	LOC108603041|XP_017846949.1|DBUS
OG0006360	LOC108097388|XP_017055129.1|DFIC	LOC108605800|XP_017851092.1|DBUS
OG0006361	LOC108091827|XP_017046694.1|DFIC	LOC108602212|XP_017845748.1|DBUS
OG0006362	LOC108092904|XP_017048244.1|DFIC	LOC108607102|XP_017853217.1|DBUS
OG0006363	LOC108094345|XP_017050380.1|DFIC	LOC108606729|XP_017852608.1|DBUS
OG0006364	LOC108093508|XP_017049088.1|DFIC	LOC108608122|XP_017854844.2|DBUS
OG0006365	LOC108098147|XP_017056362.1|DFIC	LOC108606898|XP_017852915.2|DBUS
OG0006366	LOC108098153|XP_017056372.1|DFIC	LOC108605969|XP_017851280.1|DBUS
OG0006367	LOC108097447|XP_017055207.1|DFIC	LOC108605361|XP_017850519.1|DBUS
OG0006368	LOC108099419|XP_017058435.1|DFIC	LOC108602286|XP_017845852.1|DBUS
OG0006369	LOC108099384|XP_017058372.1|DFIC	LOC108602279|XP_017845825.1|DBUS
OG0006370	LOC108088638|XP_017042045.1|DFIC	LOC108605584|XP_017850844.1|DBUS
OG0006371	LOC108086790|XP_017039319.1|DFIC	LOC108602068|XP_017845576.1|DBUS
OG0006372	LOC108086606|XP_017039068.1|DFIC	LOC108604628|XP_017849666.1|DBUS
OG0006373	LOC108094598|XP_017050738.1|DFIC	LOC108605819|XP_017851113.1|DBUS
OG0006374	LOC108097920|XP_017055952.1|DFIC	LOC108607117|XP_017853239.1|DBUS
OG0006375	LOC108094626|XP_017050802.1|DFIC	LOC108606929|XP_017852968.1|DBUS
OG0006376	LOC108097591|XP_017055476.1|DFIC	LOC108606637|XP_017852422.1|DBUS
OG0006377	LOC108088633|XP_017042040.1|DFIC	LOC108605521|XP_017850760.1|DBUS
OG0006378	LOC108088452|XP_017041720.1|DFIC	LOC108603037|XP_017846944.1|DBUS
OG0006379	LOC108094587|XP_017050694.1|DFIC	LOC108606044|XP_017851380.1|DBUS
OG0006380	LOC108091351|XP_017045993.1|DFIC	LOC108605228|XP_017850327.1|DBUS
OG0006381	LOC108097584|XP_017055462.1|DFIC	LOC108606516|XP_017852175.1|DBUS
OG0006382	LOC108095613|XP_017052267.1|DFIC	LOC108606720|XP_017852591.1|DBUS
OG0006383	LOC108095524|XP_017052130.1|DFIC	LOC108606565|XP_017852271.1|DBUS
OG0006384	LOC108095622|XP_017052278.1|DFIC	LOC108606921|XP_017852952.1|DBUS
OG0006385	LOC108095793|XP_017052543.1|DFIC	LOC108604016|XP_017848749.1|DBUS
OG0006386	LOC108088159|XP_017041312.1|DFIC	LOC108607832|XP_017854380.1|DBUS
OG0006387	LOC108099518|XP_017058572.1|DFIC	LOC108602306|XP_017845879.1|DBUS
OG0006388	LOC108092873|XP_017048198.1|DFIC	LOC108605131|XP_017850183.1|DBUS
OG0006389	LOC108092871|XP_017048196.1|DFIC	LOC108604922|XP_017849980.1|DBUS
OG0006390	LOC108087232|XP_017040007.1|DFIC	LOC108602239|XP_017845775.1|DBUS
OG0006391	LOC108087078|XP_017039746.1|DFIC	LOC108604400|XP_017849349.1|DBUS
OG0006392	LOC108097007|XP_017054495.1|DFIC	LOC108607062|XP_017853165.1|DBUS
OG0006393	LOC108098265|XP_017056552.1|DFIC	LOC108607773|XP_017854292.1|DBUS
OG0006394	LOC108092085|XP_017047059.1|DFIC	LOC108603953|XP_017848635.1|DBUS
OG0006395	LOC108099520|XP_017058575.1|DFIC	LOC108604151|XP_017848954.1|DBUS
OG0006396	LOC108097636|XP_017055555.1|DFIC	LOC108605355|XP_017850513.1|DBUS
OG0006397	LOC108091315|XP_017045934.1|DFIC	LOC108607247|XP_017853418.1|DBUS
OG0006398	LOC108097249|XP_017054919.1|DFIC	LOC108605218|XP_017850315.1|DBUS
OG0006399	LOC108094620|XP_017050792.1|DFIC	LOC108606437|XP_017852038.1|DBUS
OG0006400	LOC108094619|XP_017050791.1|DFIC	LOC108606434|XP_017852035.1|DBUS
OG0006401	LOC108088329|XP_017041557.1|DFIC	LOC108599264|XP_017841549.2|DBUS
OG0006402	LOC108098651|XP_017057216.1|DFIC	LOC108602798|XP_017846509.1|DBUS
OG0006403	LOC108098483|XP_017056883.1|DFIC	LOC108601470|XP_017844858.1|DBUS
OG0006404	LOC108102022|XP_017062111.1|DFIC	LOC108603216|XP_017847300.1|DBUS
OG0006405	LOC108095454|XP_017052058.1|DFIC	LOC108600936|XP_017844262.1|DBUS
OG0006406	LOC108097748|XP_017055746.1|DFIC	LOC108601885|XP_017845348.1|DBUS
OG0006407	LOC108088636|XP_017042043.1|DFIC	LOC108607020|XP_017853094.1|DBUS
OG0006408	LOC108088689|XP_017042118.1|DFIC	LOC108605719|XP_017851001.1|DBUS
OG0006409	LOC108101709|XP_017061636.1|DFIC	LOC108605731|XP_017851015.1|DBUS
OG0006410	LOC108095357|XP_017051927.1|DFIC	LOC108605703|XP_017850984.1|DBUS
OG0006411	LOC108098139|XP_017056352.1|DFIC	LOC108605759|XP_017851050.1|DBUS
OG0006412	LOC108095933|XP_017052759.1|DFIC	LOC108604583|XP_017849603.1|DBUS
OG0006413	LOC108095859|XP_017052647.1|DFIC	LOC108604084|XP_017848848.1|DBUS
OG0006414	LOC108099610|XP_017058722.1|DFIC	LOC108601939|XP_017845408.1|DBUS
OG0006415	LOC108097552|XP_017055398.1|DFIC	LOC108606701|XP_017852565.2|DBUS
OG0006416	LOC108095321|XP_017051888.1|DFIC	LOC108607236|XP_017853403.1|DBUS
OG0006417	LOC108092433|XP_017047504.1|DFIC	LOC108598170|XP_017840278.1|DBUS
OG0006418	LOC108098115|XP_017056319.1|DFIC	LOC108606686|XP_017852527.1|DBUS
OG0006419	LOC108086858|XP_017039400.1|DFIC	LOC108601722|XP_017845128.1|DBUS
OG0006420	LOC108087294|XP_017040093.1|DFIC	LOC108603345|XP_017847565.2|DBUS
OG0006421	LOC108093448|XP_017049003.1|DFIC	LOC108599430|XP_017841638.2|DBUS
OG0006422	LOC108091501|XP_017046267.1|DFIC	LOC108607939|XP_017854545.2|DBUS
OG0006423	LOC108099407|XP_017058410.1|DFIC	LOC108603059|XP_017846985.1|DBUS
OG0006424	LOC108099409|XP_017058412.1|DFIC	LOC108603062|XP_017846987.1|DBUS
OG0006425	LOC108099568|XP_017058655.1|DFIC	LOC108603058|XP_017846984.1|DBUS
OG0006426	LOC108099567|XP_017058654.1|DFIC	LOC108603057|XP_017846983.1|DBUS
OG0006427	LOC108095884|XP_017052684.1|DFIC	LOC108601750|XP_017845163.1|DBUS
OG0006428	LOC108098618|XP_017057174.1|DFIC	LOC108604131|XP_017848923.1|DBUS
OG0006429	LOC108087130|XP_017039816.1|DFIC	LOC108603154|XP_033150045.1|DBUS
OG0006431	LOC108088490|XP_017041798.1|DFIC	LOC108604214|XP_017849068.1|DBUS
OG0006432	LOC108087926|XP_017041001.1|DFIC	LOC108601349|XP_017844736.1|DBUS
OG0006433	LOC108087207|XP_017039961.1|DFIC	LOC108603141|XP_017847167.1|DBUS
OG0006434	LOC108089128|XP_017042732.1|DFIC	LOC108607829|XP_017854381.1|DBUS
OG0006435	LOC108088495|XP_017041809.1|DFIC	LOC108603394|XP_017847660.1|DBUS
OG0006436	LOC108097877|XP_017055901.1|DFIC	LOC108598543|XP_017840716.1|DBUS
OG0006437	LOC108102207|XP_017062400.1|DFIC	LOC108606211|XP_017851577.1|DBUS
OG0006438	LOC108091539|XP_017046292.1|DFIC	LOC108605734|XP_017851022.1|DBUS
OG0006439	LOC108087042|XP_017039707.1|DFIC	LOC108604143|XP_017848941.1|DBUS
OG0006440	LOC108087043|XP_017039708.1|DFIC	LOC108604144|XP_017848942.1|DBUS
OG0006441	LOC108091719|XP_017046552.1|DFIC	LOC108601415|XP_017844803.1|DBUS
OG0006442	LOC108099619|XP_017058730.1|DFIC	LOC108601236|XP_017844624.1|DBUS
OG0006443	LOC108091795|XP_017046647.1|DFIC	LOC108603370|XP_017847622.1|DBUS
OG0006444	LOC108097726|XP_017055714.1|DFIC	LOC108604788|XP_017849876.1|DBUS
OG0006445	LOC108097314|XP_017055020.1|DFIC	LOC108605841|XP_017851138.1|DBUS
OG0006446	LOC108095930|XP_017052756.1|DFIC	LOC108601848|XP_017845284.1|DBUS
OG0006447	LOC108095998|XP_017052833.1|DFIC	LOC108601901|XP_017845367.1|DBUS
OG0006448	LOC108092179|XP_017047192.1|DFIC	LOC108601823|XP_017845249.1|DBUS
OG0006449	LOC108091869|XP_017046738.1|DFIC	LOC108604163|XP_017848983.1|DBUS
OG0006450	LOC108090618|XP_017044884.1|DFIC	LOC108607883|XP_017854476.1|DBUS
OG0006451	LOC108088643|XP_017042049.1|DFIC	LOC108606658|XP_017852471.1|DBUS
OG0006452	LOC108095785|XP_017052530.1|DFIC	LOC108607863|XP_017854438.1|DBUS
OG0006453	LOC108099860|XP_017058996.1|DFIC	LOC108600853|XP_017844143.1|DBUS
OG0006454	LOC108097294|XP_017054997.1|DFIC	LOC108606621|XP_017852396.1|DBUS
OG0006455	LOC108098536|XP_017057006.1|DFIC	LOC108603212|XP_017847289.1|DBUS
OG0006456	LOC108098535|XP_017057005.1|DFIC	LOC108604643|XP_017849681.1|DBUS
OG0006457	LOC108091645|XP_017046437.1|DFIC	LOC108601799|XP_017845223.1|DBUS
OG0006458	LOC108089227|XP_017042873.1|DFIC	LOC108598343|XP_033150571.1|DBUS
OG0006459	LOC108099486|XP_017058535.1|DFIC	LOC108604783|XP_017849869.1|DBUS
OG0006460	LOC108091953|XP_017046839.1|DFIC	LOC108604647|XP_017849686.1|DBUS
OG0006461	LOC108098611|XP_017057163.1|DFIC	LOC108603476|XP_017847807.1|DBUS
OG0006462	LOC108087104|XP_017039775.1|DFIC	LOC108601331|XP_017844719.1|DBUS
OG0006463	LOC108097625|XP_017055539.1|DFIC	LOC108602683|XP_017846314.1|DBUS
OG0006464	LOC108100617|XP_017060097.1|DFIC	LOC108600847|XP_017844135.1|DBUS
OG0006465	LOC108097188|XP_017054820.1|DFIC	LOC108606499|XP_017852153.1|DBUS
OG0006466	LOC108097009|XP_017054497.1|DFIC	LOC108605679|XP_017850959.1|DBUS
OG0006467	LOC108088061|XP_017041190.1|DFIC	LOC108604679|XP_017849724.1|DBUS
OG0006468	LOC108092208|XP_017047226.1|DFIC	LOC108604176|XP_017849004.1|DBUS
OG0006469	LOC108097544|XP_017055386.1|DFIC	LOC108605222|XP_017850320.1|DBUS
OG0006470	LOC108089560|XP_017043393.1|DFIC	LOC108600885|XP_017844194.1|DBUS
OG0006471	LOC108092038|XP_017046966.1|DFIC	LOC108603551|XP_033150104.1|DBUS
OG0006472	LOC108092037|XP_017046965.1|DFIC	LOC108601851|XP_017845290.1|DBUS
OG0006473	LOC108087546|XP_017040450.1|DFIC	LOC108599630|XP_017842087.1|DBUS
OG0006474	LOC108090561|XP_017044793.1|DFIC	LOC108595538|XP_017836283.1|DBUS
OG0006475	LOC108091821|XP_017046687.1|DFIC	LOC108602070|XP_017845579.1|DBUS
OG0006476	LOC108092964|XP_017048339.1|DFIC	LOC108605111|XP_017850162.1|DBUS
OG0006477	LOC108097342|XP_017055067.1|DFIC	LOC108600756|XP_017844007.1|DBUS
OG0006478	LOC108087337|XP_017040162.1|DFIC	LOC108603021|XP_017846907.1|DBUS
OG0006479	LOC108087141|XP_017039835.1|DFIC	LOC108603619|XP_017848060.1|DBUS
OG0006480	LOC108101553|XP_017061437.1|DFIC	LOC108594680|XP_017835310.1|DBUS
OG0006481	LOC108093501|XP_017049080.1|DFIC	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS
OG0006482	LOC108086564|XP_017039010.1|DFIC	LOC108604375|XP_017849318.1|DBUS
OG0006483	LOC108095901|XP_017052712.1|DFIC	LOC108603853|XP_017848496.1|DBUS
OG0006484	LOC108095900|XP_017052710.1|DFIC	LOC108603852|XP_017848494.1|DBUS
OG0006485	LOC108097730|XP_017055720.1|DFIC	LOC108604455|XP_017849424.1|DBUS
OG0006486	LOC108098772|XP_017057392.1|DFIC	LOC108602319|XP_017845892.1|DBUS
OG0006487	LOC108098839|XP_017057489.1|DFIC	LOC108601803|XP_017845228.1|DBUS
OG0006488	LOC108099164|XP_017058001.1|DFIC	LOC108599922|XP_017842618.1|DBUS
OG0006489	LOC108097574|XP_017055449.1|DFIC	LOC108603293|XP_017847453.1|DBUS
OG0006490	LOC108098589|XP_017057125.1|DFIC	LOC108603966|XP_017848658.1|DBUS
OG0006491	LOC108096104|XP_017052973.1|DFIC, LOC108096061|XP_017052909.1|DFIC	LOC108608359|XP_017855195.1|DBUS
OG0006492	LOC108090199|XP_017044276.1|DFIC	LOC108604702|XP_017849751.1|DBUS
OG0006493	LOC108098051|XP_017056220.1|DFIC	LOC108605261|XP_017850376.1|DBUS
OG0006494	LOC108094638|XP_017050823.1|DFIC	LOC108606739|XP_017852623.1|DBUS
OG0006495	LOC108094715|XP_017050941.1|DFIC	LOC108605575|XP_017850834.1|DBUS
OG0006496	LOC108092034|XP_017046964.1|DFIC	LOC108604526|XP_017849526.1|DBUS
OG0006497	LOC108087219|XP_017039982.1|DFIC	LOC108601929|XP_017845395.1|DBUS
OG0006498	LOC108087358|XP_017040187.1|DFIC	LOC108601778|XP_017845194.1|DBUS
OG0006499	LOC108086818|XP_017039350.1|DFIC	LOC108603462|XP_017847784.1|DBUS
OG0006500	LOC108089172|XP_017042797.1|DFIC	LOC108594485|XP_033149018.1|DBUS
OG0006501	LOC108097627|XP_017055540.1|DFIC	LOC108603047|XP_017846955.1|DBUS
OG0006502	LOC108099332|XP_017058295.1|DFIC	LOC108602075|XP_017845584.1|DBUS
OG0006503	LOC108099335|XP_017058298.1|DFIC	LOC108604115|XP_017848888.1|DBUS
OG0006504	LOC108099334|XP_017058296.1|DFIC	LOC108602297|XP_017845867.1|DBUS
OG0006505	LOC108088526|XP_017041858.1|DFIC	LOC108603921|XP_017848602.1|DBUS
OG0006507	LOC108092205|XP_017047222.1|DFIC	LOC108601758|XP_017845171.2|DBUS
OG0006508	LOC108092136|XP_017047133.1|DFIC	LOC108602473|XP_017846086.1|DBUS
OG0006509	LOC108094705|XP_017050933.1|DFIC	LOC108605325|XP_017850483.1|DBUS
OG0006510	LOC108087211|XP_017039967.1|DFIC	LOC117134730|XP_033149264.1|DBUS
OG0006511	LOC108087215|XP_017039978.1|DFIC	LOC108603155|XP_017847200.1|DBUS
OG0006512	LOC108093357|XP_017048860.1|DFIC	LOC108601441|XP_017844828.1|DBUS
OG0006513	LOC108087121|XP_017039792.1|DFIC	LOC108602877|XP_017846662.2|DBUS
OG0006514	LOC108095816|XP_017052578.1|DFIC	LOC108604523|XP_017849521.1|DBUS
OG0006515	LOC108087938|XP_017041015.1|DFIC	LOC108603018|XP_017846904.1|DBUS
OG0006516	LOC108099669|XP_017058792.1|DFIC	LOC108601615|XP_017845003.1|DBUS
OG0006517	LOC108099469|XP_017058511.1|DFIC	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS
OG0006518	LOC108099326|XP_017058252.1|DFIC	LOC108603137|XP_017847150.2|DBUS
OG0006519	LOC108099470|XP_017058512.1|DFIC	LOC108601798|XP_017845222.1|DBUS
OG0006520	LOC108088415|XP_017041662.1|DFIC	LOC108604142|XP_017848940.1|DBUS
