Orthogroup	DFIC.longest_only	DPER.longest_only
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	LOC6589369|XP_002015253.1|DPER
OG0004007	LOC108092551|XP_017047675.1|DFIC	LOC6589034|XP_002015081.1|DPER
OG0004008	LOC108091457|XP_017046146.1|DFIC	LOC6593600|XP_026843736.1|DPER
OG0004009	LOC108092577|XP_017047710.1|DFIC	LOC6596522|XP_026843080.1|DPER
OG0004010	LOC108098320|XP_017056633.1|DFIC	LOC6597999|XP_026843480.1|DPER
OG0004011	LOC108092761|XP_017047983.1|DFIC	LOC6593860|XP_002018930.1|DPER
OG0004012	LOC108099670|XP_017058793.1|DFIC	LOC6594870|XP_026850614.1|DPER
OG0004013	LOC108098357|XP_017056691.1|DFIC	LOC6598107|XP_002023248.1|DPER
OG0004014	LOC108087463|XP_017040321.1|DFIC	LOC6596986|XP_002022233.2|DPER
OG0004015	LOC108100857|XP_017060426.1|DFIC	LOC6602237|XP_002027267.1|DPER
OG0004016	LOC108089255|XP_017042910.1|DFIC	LOC6588727|XP_002014369.2|DPER
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	LOC6595553|XP_026844768.1|DPER
OG0004018	LOC108094199|XP_017050142.1|DFIC	LOC6591147|XP_002015570.1|DPER
OG0004019	LOC108089884|XP_017043836.1|DFIC	LOC6589483|XP_002015239.1|DPER
OG0004020	LOC108092323|XP_017047347.1|DFIC	LOC6589518|XP_002015192.1|DPER
OG0004021	LOC108092321|XP_017047345.1|DFIC	LOC6589410|XP_002015198.1|DPER
OG0004022	LOC108098274|XP_017056565.1|DFIC	LOC6595557|XP_002020905.1|DPER
OG0004023	LOC108094810|XP_017051069.1|DFIC	LOC6590241|XP_026842543.1|DPER
OG0004024	LOC108098284|XP_017056580.1|DFIC	LOC6588881|XP_026844447.1|DPER
OG0004025	LOC108101181|XP_017060906.1|DFIC	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER
OG0004026	LOC108092461|XP_017047539.1|DFIC	LOC6589372|XP_026844160.1|DPER
OG0004027	LOC108095248|XP_017051764.1|DFIC	LOC6593156|XP_002018330.2|DPER
OG0004028	LOC108092036|XP_017047008.1|DFIC	LOC6589322|XP_002014282.1|DPER
OG0004029	LOC108100982|XP_017060628.1|DFIC	LOC6593949|XP_002019013.1|DPER
OG0004030	LOC108090924|XP_017045344.1|DFIC	LOC6590495|XP_026841694.1|DPER
OG0004031	LOC108093516|XP_017049097.1|DFIC	LOC6589546|XP_002015074.2|DPER
OG0004032	LOC108094149|XP_017050079.1|DFIC	LOC6597992|XP_026843082.1|DPER
OG0004033	LOC108089174|XP_017042799.1|DFIC	LOC6589223|XP_026844933.1|DPER
OG0004034	LOC108096069|XP_017052919.1|DFIC	LOC6588703|XP_002014944.1|DPER
OG0004035	LOC108089838|XP_017043741.1|DFIC	LOC6596358|XP_026842938.1|DPER
OG0004036	LOC108092383|XP_017047416.1|DFIC	LOC6596501|XP_002021575.1|DPER
OG0004037	LOC108101378|XP_017061184.1|DFIC	LOC6602261|XP_026843390.1|DPER
OG0004038	LOC108091487|XP_017046200.1|DFIC	LOC6589378|XP_002015050.1|DPER
OG0004039	LOC108092448|XP_017047522.1|DFIC	LOC6589452|XP_026844175.1|DPER
OG0004040	LOC108096860|XP_017054273.1|DFIC	LOC6590000|XP_002016050.1|DPER
OG0004041	LOC108097684|XP_017055640.1|DFIC	LOC6600672|XP_026848699.1|DPER
OG0004042	LOC108093217|XP_017048672.1|DFIC	LOC6601674|XP_002026739.2|DPER
OG0004043	LOC108100102|XP_017059337.1|DFIC	LOC6596652|XP_002021660.1|DPER
OG0004044	LOC108095337|XP_017051908.1|DFIC	LOC6597486|XP_002022722.1|DPER
OG0004045	LOC108100030|XP_017059236.1|DFIC	LOC6589602|XP_002014309.1|DPER
OG0004046	LOC108091547|XP_017046306.1|DFIC	LOC6588979|XP_002014571.1|DPER
OG0004047	LOC108093482|XP_017049057.1|DFIC	LOC6595445|XP_002020866.1|DPER
OG0004048	LOC108089923|XP_017043894.1|DFIC	LOC6589169|XP_002015026.1|DPER
OG0004049	LOC108091560|XP_017046321.1|DFIC	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER
OG0004050	LOC108101216|XP_017060954.1|DFIC	LOC6589399|XP_026844346.1|DPER
OG0004051	LOC108098699|XP_017057297.1|DFIC	LOC6589860|XP_002015165.2|DPER
OG0004052	LOC108091054|XP_017045493.1|DFIC	LOC6599283|XP_002024248.1|DPER
OG0004053	LOC108086449|XP_017038855.1|DFIC	LOC6593058|XP_002018470.1|DPER
OG0004054	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC	LOC6588895|XP_002014683.1|DPER
OG0004055	LOC108087184|XP_017039929.1|DFIC	LOC6587775|XP_002012891.2|DPER
OG0004056	LOC108098602|XP_017057153.1|DFIC	LOC6594681|XP_002019316.2|DPER
OG0004057	LOC108100470|XP_017059890.1|DFIC	LOC6599079|XP_026849037.1|DPER
OG0004058	LOC108099172|XP_017058022.1|DFIC	LOC6596216|XP_026845441.1|DPER
OG0004059	LOC108098599|XP_017057149.1|DFIC	LOC6591457|XP_002017478.1|DPER
OG0004060	LOC108087299|XP_017040100.1|DFIC	LOC6594143|XP_002019769.1|DPER
OG0004061	LOC108101668|XP_017061578.1|DFIC	LOC6598352|XP_026846164.1|DPER
OG0004062	LOC108100542|XP_017059996.1|DFIC	LOC6595862|XP_026845531.1|DPER
OG0004063	LOC108092955|XP_017048321.1|DFIC	LOC6596930|XP_002021838.1|DPER
OG0004064	LOC108096413|XP_017053478.1|DFIC	LOC6596045|XP_002021229.1|DPER
OG0004065	LOC108090762|XP_017045085.1|DFIC	LOC6601616|XP_026842273.1|DPER
OG0004066	LOC108086745|XP_017039274.1|DFIC	LOC6590936|XP_002016169.1|DPER
OG0004067	LOC108101684|XP_017061602.1|DFIC	LOC6600409|XP_002025514.2|DPER
OG0004068	LOC108099413|XP_017058419.1|DFIC	LOC6594688|XP_002019615.2|DPER
OG0004069	LOC108099427|XP_017058445.1|DFIC	LOC6591794|XP_026840053.1|DPER
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	LOC6595879|XP_002021392.2|DPER
OG0004071	LOC108093930|XP_017049800.1|DFIC	LOC6602997|XP_026849470.1|DPER
OG0004072	LOC108093937|XP_017049813.1|DFIC	LOC6602998|XP_002028025.2|DPER
OG0004073	LOC108091092|XP_017045596.1|DFIC	LOC6597779|XP_002022982.2|DPER
OG0004074	LOC108096695|XP_017054001.1|DFIC	LOC6590774|XP_002016462.1|DPER
OG0004075	LOC108094834|XP_017051122.1|DFIC	LOC6592641|XP_002017862.1|DPER
OG0004076	LOC108094833|XP_017051120.1|DFIC	LOC6592642|XP_026841031.1|DPER
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	LOC6602213|XP_026843604.1|DPER
OG0004078	LOC108095873|XP_017052665.1|DFIC	LOC6591676|XP_002016891.1|DPER
OG0004079	LOC108095376|XP_017051944.1|DFIC	LOC6597660|XP_026849302.1|DPER
OG0004080	LOC108090529|XP_017044741.1|DFIC	LOC6590140|XP_002015953.1|DPER
OG0004081	LOC108086669|XP_017039139.1|DFIC	LOC6593127|XP_026842560.1|DPER
OG0004082	LOC108095216|XP_017051719.1|DFIC	LOC6602032|XP_002027029.2|DPER
OG0004084	LOC108088896|XP_017042384.1|DFIC	LOC6602353|XP_026848443.1|DPER
OG0004085	LOC108087023|XP_017039680.1|DFIC	LOC6588335|XP_002014156.1|DPER
OG0004086	LOC108088542|XP_017041877.1|DFIC	LOC6587892|XP_026850882.1|DPER
OG0004087	LOC108091231|XP_017045826.1|DFIC	LOC6598383|XP_026846147.1|DPER
OG0004088	LOC108086526|XP_017038943.1|DFIC	LOC6587321|XP_026850706.1|DPER
OG0004089	LOC108095308|XP_017051860.1|DFIC	LOC6597482|XP_026848867.1|DPER
OG0004090	LOC108091971|XP_017046867.1|DFIC	LOC6591656|XP_002016851.1|DPER
OG0004091	LOC108098894|XP_017057575.1|DFIC	LOC6591618|XP_002017120.1|DPER
OG0004092	LOC108092916|XP_017048262.1|DFIC	LOC6600124|XP_002025291.1|DPER
OG0004094	LOC108091280|XP_017045883.1|DFIC	LOC6597596|XP_026848892.1|DPER
OG0004095	LOC108102067|XP_017062196.1|DFIC	LOC6594717|XP_002019402.2|DPER
OG0004096	LOC108088541|XP_017041875.1|DFIC	LOC6587716|XP_002014074.2|DPER
OG0004097	LOC108095429|XP_017052027.1|DFIC	LOC6595775|XP_002021322.1|DPER
OG0004098	LOC108087002|XP_017039628.1|DFIC	LOC6588231|XP_026844913.1|DPER
OG0004099	LOC108091373|XP_017046014.1|DFIC	LOC6591702|XP_026839981.1|DPER
OG0004100	LOC108090214|XP_017044296.1|DFIC	LOC6591804|XP_002017265.1|DPER
OG0004101	LOC108090204|XP_017044283.1|DFIC	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER
OG0004102	LOC108090139|XP_017044166.1|DFIC	LOC6591800|XP_002017261.2|DPER
OG0004103	LOC108095871|XP_017052663.1|DFIC	LOC6591678|XP_002016893.1|DPER
OG0004104	LOC108091703|XP_017046530.1|DFIC	LOC6595112|XP_026850534.1|DPER
OG0004105	LOC108096340|XP_017053374.1|DFIC	LOC113565964|XP_026845218.1|DPER
OG0004106	LOC108088893|XP_017042381.1|DFIC	LOC6603335|XP_026848202.1|DPER
OG0004107	LOC108099205|XP_017058069.1|DFIC	LOC113566748|XP_026849549.1|DPER
OG0004108	LOC108097093|XP_017054643.1|DFIC	LOC6594501|XP_002019700.1|DPER
OG0004109	LOC108091972|XP_017046871.1|DFIC	LOC6591655|XP_002016850.1|DPER
OG0004110	LOC108093596|XP_017049211.1|DFIC	LOC6602180|XP_026847978.1|DPER
OG0004111	LOC108095896|XP_017052700.1|DFIC	LOC6592005|XP_002017433.1|DPER
OG0004112	LOC108096005|XP_017052844.1|DFIC	LOC6591912|XP_002016869.1|DPER
OG0004113	LOC108092798|XP_017048058.1|DFIC	LOC6602631|XP_002027653.1|DPER
OG0004114	LOC108097101|XP_017054656.1|DFIC	LOC6596878|XP_002022093.2|DPER
OG0004115	LOC108097098|XP_017054651.1|DFIC	LOC6596859|XP_026846028.1|DPER
OG0004116	LOC108095936|XP_017052762.1|DFIC	LOC6592010|XP_026850769.1|DPER
OG0004117	LOC108092152|XP_017047159.1|DFIC	LOC6594534|XP_002019426.2|DPER
OG0004118	LOC108093947|XP_017049832.1|DFIC	LOC6590322|XP_002016211.1|DPER
OG0004119	LOC108087349|XP_017040177.1|DFIC	LOC6594300|XP_002019798.1|DPER
OG0004120	LOC108097506|XP_017055310.1|DFIC	LOC6594462|XP_026850240.1|DPER
OG0004121	LOC108096174|XP_017053046.1|DFIC	LOC6599677|XP_026847340.1|DPER
OG0004122	LOC108098833|XP_017057478.1|DFIC	LOC6594099|XP_002019691.1|DPER
OG0004123	LOC108098554|XP_017057041.1|DFIC	LOC6591452|XP_026851078.1|DPER
OG0004124	LOC108095560|XP_017052191.1|DFIC	LOC6597692|XP_026846419.1|DPER
OG0004125	LOC108097645|XP_017055565.1|DFIC	LOC6594895|XP_002020495.1|DPER
OG0004126	LOC108088499|XP_017041814.1|DFIC	LOC6594969|XP_026841149.1|DPER
OG0004127	LOC108089215|XP_017042854.1|DFIC	LOC6589021|XP_002014440.1|DPER
OG0004128	LOC108092026|XP_017046954.1|DFIC	LOC6591557|XP_002017106.1|DPER
OG0004129	LOC108093844|XP_017049666.1|DFIC	LOC6592300|XP_026842422.1|DPER
OG0004130	LOC108088665|XP_017042083.1|DFIC	LOC6597322|XP_002022510.1|DPER
OG0004131	LOC108097284|XP_017054982.1|DFIC	LOC6594174|XP_002019444.2|DPER
OG0004132	LOC108099111|XP_017057926.1|DFIC	LOC6602843|XP_002027811.2|DPER
OG0004133	LOC108093502|XP_017049081.1|DFIC	LOC6595437|XP_002020858.1|DPER
OG0004134	LOC108095826|XP_017052595.1|DFIC	LOC6591337|XP_026850490.1|DPER
OG0004135	LOC108101438|XP_017061254.1|DFIC	LOC6594649|XP_026850398.1|DPER
OG0004136	LOC108098525|XP_017056992.1|DFIC	LOC6592021|XP_026850917.1|DPER
OG0004137	LOC108090736|XP_017045047.1|DFIC	LOC6592785|XP_002018436.1|DPER
OG0004138	LOC108089315|XP_017042980.1|DFIC	LOC6599765|XP_002024885.1|DPER
OG0004139	LOC108097109|XP_017054675.1|DFIC	LOC6598566|XP_026846360.1|DPER
OG0004140	LOC108092815|XP_017048080.1|DFIC	LOC6599985|XP_026849184.1|DPER
OG0004141	LOC108094921|XP_017051260.1|DFIC	LOC6593115|XP_026841062.1|DPER
OG0004142	LOC108095602|XP_017052256.1|DFIC	LOC6602567|XP_002027601.1|DPER
OG0004143	LOC108087953|XP_017041031.1|DFIC	LOC6598702|XP_002023881.1|DPER
OG0004144	LOC108101189|XP_017060922.1|DFIC	LOC6589710|XP_002014460.1|DPER
OG0004145	LOC108089003|XP_017042563.1|DFIC	LOC6599656|XP_002024583.1|DPER
OG0004146	LOC108096449|XP_017053545.1|DFIC	LOC6592101|XP_026840198.1|DPER
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	LOC6589220|XP_002014445.1|DPER
OG0004148	LOC108088068|XP_017041205.1|DFIC	LOC113564872|XP_026850982.1|DPER
OG0004149	LOC108098577|XP_017057102.1|DFIC	LOC6591423|XP_026849343.1|DPER
OG0004150	LOC108098950|XP_017057647.1|DFIC	LOC6591773|XP_002017134.1|DPER
OG0004151	LOC108100770|XP_017060295.1|DFIC	LOC6588631|XP_002013180.2|DPER
OG0004152	LOC108090124|XP_017044145.1|DFIC	LOC6591404|XP_026840109.1|DPER
OG0004153	LOC108086418|XP_017038809.1|DFIC	LOC6591038|XP_002016630.1|DPER
OG0004154	LOC108089468|XP_017043208.1|DFIC	LOC6599719|XP_002024904.1|DPER
OG0004155	LOC108096931|XP_017054376.1|DFIC	LOC6591630|XP_002017197.1|DPER
OG0004156	LOC108098786|XP_017057410.1|DFIC	LOC6591622|XP_026847742.1|DPER
OG0004157	LOC108094313|XP_017050334.1|DFIC	LOC6597449|XP_026846452.1|DPER
OG0004158	LOC108100736|XP_017060262.1|DFIC	LOC6603281|XP_002028257.2|DPER
OG0004159	LOC108095825|XP_017052594.1|DFIC	LOC6591883|XP_002017081.1|DPER
OG0004160	LOC108100641|XP_017060133.1|DFIC	LOC6595863|XP_026845233.1|DPER
OG0004161	LOC108092045|XP_017046976.1|DFIC	LOC6594019|XP_026850384.1|DPER
OG0004162	LOC108092092|XP_017047071.1|DFIC	LOC6592149|XP_002017285.1|DPER
OG0004163	LOC108098960|XP_017057662.1|DFIC	LOC6594149|XP_026850658.1|DPER
OG0004164	LOC108098461|XP_017056855.1|DFIC	LOC6591975|XP_026851260.1|DPER
OG0004165	LOC108090829|XP_017045179.1|DFIC	LOC6592726|XP_026842051.1|DPER
OG0004166	LOC108090923|XP_017045343.1|DFIC	LOC6590496|XP_026841692.1|DPER
OG0004167	LOC108099476|XP_017058521.1|DFIC	LOC6588647|XP_002013142.1|DPER
OG0004168	LOC108099468|XP_017058507.1|DFIC	LOC6595194|XP_002020229.1|DPER
OG0004169	LOC108095320|XP_017051886.1|DFIC	LOC6597539|XP_026849298.1|DPER
OG0004170	LOC108091087|XP_017045588.1|DFIC	LOC6599167|XP_026848253.1|DPER
OG0004171	LOC108095384|XP_017051952.1|DFIC	LOC6597505|XP_002022653.1|DPER
OG0004172	LOC108097667|XP_017055605.1|DFIC	LOC6599354|XP_002024477.2|DPER
OG0004173	LOC108093747|XP_017049502.1|DFIC	LOC6590701|XP_002016059.1|DPER
OG0004174	LOC108094848|XP_017051140.1|DFIC	LOC6592759|XP_026841006.1|DPER
OG0004175	LOC108094009|XP_017049925.1|DFIC	LOC6590419|XP_002016432.1|DPER
OG0004176	LOC108089035|XP_017042622.1|DFIC	LOC6601207|XP_002026303.1|DPER
OG0004177	LOC108098872|XP_017057548.1|DFIC	LOC6591620|XP_026840921.1|DPER
OG0004178	LOC108092020|XP_017046945.1|DFIC	LOC6594471|XP_026850691.1|DPER
OG0004179	LOC108097237|XP_017054899.1|DFIC	LOC6596889|XP_002022104.1|DPER
OG0004180	LOC108101088|XP_017060778.1|DFIC	LOC6594644|XP_026850412.1|DPER
OG0004181	LOC108087228|XP_017040001.1|DFIC	LOC6587766|XP_002013686.1|DPER
OG0004182	LOC108089473|XP_017043219.1|DFIC	LOC6596154|XP_026845356.1|DPER
OG0004183	LOC108089583|XP_017043429.1|DFIC	LOC6596153|XP_002021165.1|DPER
OG0004184	LOC108100397|XP_017059759.1|DFIC	LOC6601878|XP_002026927.1|DPER
OG0004185	LOC108101385|XP_017061192.1|DFIC	LOC6602260|XP_026843391.1|DPER
OG0004186	LOC108097132|XP_017054716.1|DFIC	LOC6598375|XP_002023400.1|DPER
OG0004187	LOC108087900|XP_017040967.1|DFIC	LOC6591393|XP_002017363.1|DPER
OG0004188	LOC108097519|XP_017055337.1|DFIC	LOC6594454|XP_002019705.1|DPER
OG0004189	LOC108097846|XP_017055870.1|DFIC	LOC6594456|XP_002019707.1|DPER
OG0004190	LOC108093550|XP_017049135.1|DFIC	LOC6594197|XP_002019505.1|DPER
OG0004191	LOC108093542|XP_017049124.1|DFIC	LOC6594194|XP_002019502.2|DPER
OG0004192	LOC108087956|XP_017041034.1|DFIC	LOC6594046|XP_026850302.1|DPER
OG0004193	LOC108095540|XP_017052158.1|DFIC	LOC6599245|XP_026848309.1|DPER
OG0004194	LOC108087329|XP_017040149.1|DFIC	LOC6594180|XP_002019811.1|DPER
OG0004195	LOC108094617|XP_017050788.1|DFIC	LOC6600207|XP_002025307.1|DPER
OG0004196	LOC108088392|XP_017041630.1|DFIC	LOC6587470|XP_002013655.1|DPER
OG0004197	LOC108102046|XP_017062157.1|DFIC	LOC6594544|XP_002019374.1|DPER
OG0004198	LOC108091384|XP_017046055.1|DFIC	LOC6591627|XP_002017194.1|DPER
OG0004199	LOC108102239|XP_017062467.1|DFIC	LOC6591942|XP_002017309.1|DPER
OG0004200	LOC108090949|XP_017045382.1|DFIC	LOC6592725|XP_002018092.1|DPER
OG0004201	LOC108086569|XP_017039015.1|DFIC	LOC6587431|XP_002013037.1|DPER
OG0004202	LOC108095794|XP_017052544.1|DFIC	LOC6587697|XP_002012755.1|DPER
OG0004203	LOC108097290|XP_017054995.1|DFIC	LOC6594173|XP_002019443.1|DPER
OG0004204	LOC108088883|XP_017042369.1|DFIC	LOC6602357|XP_002027436.1|DPER
OG0004205	LOC108087517|XP_017040409.1|DFIC	LOC6596996|XP_002022243.2|DPER
OG0004206	LOC108101054|XP_017060730.1|DFIC	LOC6594412|XP_002019676.1|DPER
OG0004207	LOC108101056|XP_017060732.1|DFIC	LOC6594413|XP_002019677.1|DPER
OG0004208	LOC108102050|XP_017062164.1|DFIC	LOC6594125|XP_026842880.1|DPER
OG0004209	LOC108099527|XP_017058584.1|DFIC	LOC6595273|XP_026850017.1|DPER
OG0004210	LOC108098548|XP_017057034.1|DFIC	LOC6598798|XP_002023909.1|DPER
OG0004211	LOC108094165|XP_017050106.1|DFIC	LOC6589152|XP_002014759.1|DPER
OG0004212	LOC108092108|XP_017047092.1|DFIC	LOC6592147|XP_002017283.1|DPER
OG0004213	LOC108099390|XP_017058377.1|DFIC	LOC6594283|XP_002019609.2|DPER
OG0004214	LOC108087869|XP_017040942.1|DFIC	LOC6600815|XP_002025882.1|DPER
OG0004215	LOC108087635|XP_017040581.1|DFIC	LOC6601561|XP_026842008.1|DPER
OG0004216	LOC108087581|XP_017040502.1|DFIC	LOC6601974|XP_026849616.1|DPER
OG0004217	LOC108089020|XP_017042594.1|DFIC	LOC6600334|XP_002025343.2|DPER
OG0004218	LOC108101954|XP_017062029.1|DFIC	LOC6597565|XP_002022782.1|DPER
OG0004219	LOC108099622|XP_017058734.1|DFIC	LOC6594559|XP_002019578.1|DPER
OG0004220	LOC108096643|XP_017053897.1|DFIC	LOC6591900|XP_026840390.1|DPER
OG0004221	LOC108098507|XP_017056923.1|DFIC	LOC6594543|XP_002019373.1|DPER
OG0004222	LOC108087906|XP_017040973.1|DFIC	LOC6591871|XP_026851159.1|DPER
OG0004223	LOC108088027|XP_017041141.1|DFIC	LOC6591874|XP_026851151.1|DPER
OG0004224	LOC108090116|XP_017044131.1|DFIC	LOC6592051|XP_002017164.1|DPER
OG0004225	LOC108097357|XP_017055086.1|DFIC	LOC6598570|XP_002023633.2|DPER
OG0004226	LOC108087040|XP_017039703.1|DFIC	LOC6592028|XP_026850988.1|DPER
OG0004227	LOC108097270|XP_017054960.1|DFIC	LOC6594176|XP_026850517.1|DPER
OG0004228	LOC108097312|XP_017055022.1|DFIC	LOC6594175|XP_002019445.1|DPER
OG0004229	LOC108093701|XP_017049380.1|DFIC	LOC6603159|XP_026842545.1|DPER
OG0004230	LOC108097919|XP_017055942.1|DFIC	LOC6599120|XP_026849266.1|DPER
OG0004231	LOC108100359|XP_017059683.1|DFIC	LOC6601887|XP_002026936.2|DPER
OG0004232	LOC108100362|XP_017059689.1|DFIC	LOC6601891|XP_026849388.1|DPER
OG0004233	LOC108100361|XP_017059688.1|DFIC	LOC6601892|XP_026849386.1|DPER
OG0004234	LOC108100330|XP_017059627.1|DFIC	LOC6601900|XP_002026949.2|DPER
OG0004235	LOC108097308|XP_017055014.1|DFIC	LOC6599945|XP_002025135.2|DPER
OG0004236	LOC108087292|XP_017040092.1|DFIC	LOC6594184|XP_002019815.1|DPER
OG0004237	LOC108096132|XP_017052998.1|DFIC	LOC6594119|XP_026851013.1|DPER
OG0004238	LOC108087359|XP_017040188.1|DFIC	LOC6594245|XP_002019775.1|DPER
OG0004239	LOC108098659|XP_017057223.1|DFIC	LOC6594536|XP_026845705.1|DPER
OG0004240	LOC108090189|XP_017044265.1|DFIC	LOC6591814|XP_002017235.1|DPER
OG0004241	LOC108099575|XP_017058667.1|DFIC	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC108099507|XP_017058559.1|DFIC	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC108088978|XP_017042509.1|DFIC	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC108087288|XP_017040086.1|DFIC	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC108100537|XP_017059985.1|DFIC	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC108100624|XP_017060112.1|DFIC	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC108091344|XP_017045981.1|DFIC	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC108094941|XP_017051291.1|DFIC	LOC6593241|XP_002018362.1|DPER
OG0004249	LOC108099054|XP_017057809.1|DFIC	LOC6601053|XP_002026108.1|DPER
OG0004250	LOC108092713|XP_017047928.1|DFIC	LOC6593586|XP_002018877.2|DPER
OG0004251	LOC108092844|XP_017048140.1|DFIC	LOC6602753|XP_026847723.1|DPER
OG0004252	LOC108102042|XP_017062154.1|DFIC	LOC6592144|XP_002017280.2|DPER
OG0004253	LOC108099266|XP_017058130.1|DFIC	LOC6594341|XP_026850566.1|DPER
OG0004254	LOC108097798|XP_017055818.1|DFIC	LOC6602895|XP_002027918.1|DPER
OG0004255	LOC108092289|XP_017047314.1|DFIC	LOC6596367|XP_026843726.1|DPER
OG0004256	LOC108090362|XP_017044476.1|DFIC	LOC6601625|XP_026842585.1|DPER
OG0004257	LOC108088438|XP_017041702.1|DFIC	LOC6595011|XP_002020468.1|DPER
OG0004258	LOC108095918|XP_017052734.1|DFIC	LOC6594672|XP_026850223.1|DPER
OG0004259	LOC108090453|XP_017044634.1|DFIC	LOC6601628|XP_002026631.1|DPER
OG0004260	LOC108091376|XP_017046029.1|DFIC	LOC6591958|XP_026850815.1|DPER
OG0004261	LOC108090117|XP_017044133.1|DFIC	LOC6591341|XP_026842028.1|DPER
OG0004262	LOC108092058|XP_017047007.1|DFIC	LOC6592138|XP_002016819.1|DPER
OG0004263	LOC108101083|XP_017060771.1|DFIC	LOC6594106|XP_026850370.1|DPER
OG0004264	LOC108098576|XP_017057101.1|DFIC	LOC6594159|XP_002019568.2|DPER
OG0004265	LOC108093553|XP_017049138.1|DFIC	LOC6594191|XP_002019499.1|DPER
OG0004266	LOC108097061|XP_017054588.1|DFIC	LOC6594216|XP_002019451.1|DPER
OG0004267	LOC108098914|XP_017057605.1|DFIC	LOC6594317|XP_026851274.1|DPER
OG0004268	LOC108093904|XP_017049752.1|DFIC	LOC6600936|XP_026842226.1|DPER
OG0004269	LOC108093933|XP_017049799.1|DFIC	LOC6593246|XP_002018367.1|DPER
OG0004270	LOC108093632|XP_017049279.1|DFIC	LOC113565124|XP_026841728.1|DPER
OG0004271	LOC108087780|XP_017040800.1|DFIC	LOC6590538|XP_002016407.1|DPER
OG0004272	LOC108092201|XP_017047216.1|DFIC	LOC6594578|XP_002019829.1|DPER
OG0004273	LOC108088014|XP_017041114.1|DFIC	LOC6598729|XP_002023876.1|DPER
OG0004274	LOC108095536|XP_017052152.1|DFIC	LOC6600051|XP_002025066.1|DPER
OG0004275	LOC108095568|XP_017052207.1|DFIC	LOC6599974|XP_002025163.1|DPER
OG0004276	LOC108096234|XP_017053119.1|DFIC	LOC6599853|XP_002025002.2|DPER
OG0004277	LOC108100209|XP_017059474.1|DFIC	LOC6600482|XP_002025673.1|DPER
OG0004278	LOC108095577|XP_017052218.1|DFIC	LOC6599313|XP_002024434.1|DPER
OG0004279	LOC108091453|XP_017046141.1|DFIC	LOC6589105|XP_002015038.1|DPER
OG0004280	LOC108095295|XP_017051827.1|DFIC	LOC6597508|XP_026849287.1|DPER
OG0004281	LOC108101604|XP_017061507.1|DFIC	LOC6591068|XP_002015698.1|DPER
OG0004282	LOC108090515|XP_017044723.1|DFIC	LOC6592700|XP_002018503.1|DPER
OG0004283	LOC108090516|XP_017044724.1|DFIC	LOC6592701|XP_002018504.1|DPER
OG0004284	LOC108089848|XP_017043782.1|DFIC	LOC113565576|XP_026843806.1|DPER
OG0004285	LOC108087272|XP_017040068.1|DFIC	LOC6587371|XP_002013486.1|DPER
OG0004286	LOC108100232|XP_017059498.1|DFIC	LOC6602800|XP_002027851.2|DPER
OG0004287	LOC108100647|XP_017060141.1|DFIC	LOC6602801|XP_026847791.1|DPER
OG0004288	LOC108100529|XP_017059979.1|DFIC	LOC6602826|XP_002027860.1|DPER
OG0004289	LOC108088835|XP_017042290.1|DFIC	LOC6602401|XP_026848518.1|DPER
OG0004290	LOC108101568|XP_017061466.1|DFIC	LOC6600891|XP_002025955.2|DPER
OG0004291	LOC108086631|XP_017039095.1|DFIC	LOC6590941|XP_002016174.1|DPER
OG0004292	LOC108089441|XP_017043167.1|DFIC	LOC113566606|XP_026848806.1|DPER
OG0004293	LOC108096382|XP_017053428.1|DFIC	LOC6596044|XP_002021228.1|DPER
OG0004294	LOC108087515|XP_017040407.1|DFIC	LOC6596997|XP_026845706.1|DPER
OG0004295	LOC108087559|XP_017040473.1|DFIC	LOC6596998|XP_002022245.2|DPER
OG0004296	LOC108087477|XP_017040342.1|DFIC	LOC6597001|XP_002022248.1|DPER
OG0004297	LOC108101944|XP_017062018.1|DFIC	LOC6601318|XP_002026369.1|DPER
OG0004298	LOC108090439|XP_017044606.1|DFIC	LOC6590429|XP_026842444.1|DPER
OG0004299	LOC108096522|XP_017053640.1|DFIC	LOC6592336|XP_026840869.1|DPER
