Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC5568141|XP_001652085.2|AAEG
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC108101234|XP_017060978.1|DFIC	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC5564246|XP_001648589.2|AAEG
OG0005078	LOC108099196|XP_017058056.1|DFIC	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC5568868|XP_021698382.1|AAEG
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC5574156|XP_001655063.1|AAEG
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC108086378|XP_017038769.1|DFIC	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC5570792|XP_021698592.1|AAEG
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC5570787|XP_021698607.1|AAEG
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC5577894|XP_001663601.1|AAEG
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC5565863|XP_021698649.1|AAEG
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC5576960|XP_021698661.1|AAEG
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC5571409|XP_001653657.3|AAEG
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC5572533|XP_001654062.1|AAEG
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC5572535|XP_021698688.1|AAEG
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC5572299|XP_021698718.1|AAEG
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC5572298|XP_001653986.2|AAEG
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC5572288|XP_001653974.1|AAEG
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC5564765|XP_021698732.1|AAEG
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC5572268|XP_001653953.1|AAEG
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC5572267|XP_001653952.2|AAEG
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC5572211|XP_001653879.2|AAEG
OG0005106	LOC108099084|XP_017057890.1|DFIC	LOC5572202|XP_021698787.1|AAEG
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC5572201|XP_021698796.1|AAEG
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC5572192|XP_001653853.2|AAEG
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC5571717|XP_001659861.2|AAEG
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC5565821|XP_021698845.1|AAEG
OG0005112	LOC108100352|XP_017059675.1|DFIC	LOC5565822|XP_021698848.1|AAEG
OG0005113	LOC108093176|XP_017048621.1|DFIC	LOC5575065|XP_021698849.1|AAEG
OG0005114	LOC108099751|XP_017058872.1|DFIC	LOC5566031|XP_001650398.1|AAEG
OG0005115	LOC108089954|XP_017043934.1|DFIC	LOC5566006|XP_021698874.1|AAEG
OG0005116	LOC108089400|XP_017043078.1|DFIC	LOC110676223|XP_021698919.1|AAEG
OG0005117	LOC108097336|XP_017055059.1|DFIC	LOC110676224|XP_021698930.1|AAEG
OG0005118	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC	LOC5573712|XP_011493552.2|AAEG
OG0005119	LOC108101824|XP_017061796.1|DFIC	LOC5577794|XP_021698933.1|AAEG
OG0005120	LOC108100682|XP_017060187.1|DFIC	LOC5571331|XP_021698959.1|AAEG
OG0005121	LOC108088834|XP_017042289.1|DFIC	LOC5571377|XP_001659659.2|AAEG
OG0005122	LOC108095444|XP_017052043.1|DFIC	LOC110676232|XP_021698972.1|AAEG
OG0005123	LOC108088333|XP_017041564.1|DFIC	LOC5577267|XP_011493702.1|AAEG
OG0005124	LOC108089452|XP_017043181.1|DFIC	LOC110676235|XP_021698994.1|AAEG
OG0005125	LOC108089399|XP_017043075.1|DFIC	LOC5570290|XP_021698989.1|AAEG
OG0005126	LOC108089049|XP_017042646.1|DFIC	LOC5578578|XP_001663970.2|AAEG
OG0005127	LOC108100368|XP_017059697.1|DFIC	LOC5577316|XP_021699018.1|AAEG
OG0005128	LOC108096863|XP_017054277.1|DFIC	LOC5574463|XP_001661478.2|AAEG
OG0005129	LOC108100616|XP_017060096.1|DFIC	LOC5573276|XP_021699031.1|AAEG
OG0005130	LOC108096281|XP_017053236.1|DFIC	LOC5573290|XP_001654503.1|AAEG
OG0005131	LOC108086985|XP_017039602.1|DFIC	LOC5572637|XP_021699078.1|AAEG
OG0005132	LOC108099919|XP_017059076.1|DFIC	LOC5576420|XP_001656123.2|AAEG
OG0005133	LOC108099180|XP_017058032.1|DFIC	LOC5576069|XP_021699115.1|AAEG
OG0005134	LOC108089434|XP_017043152.1|DFIC	LOC5566455|XP_021699127.1|AAEG
OG0005135	LOC108100622|XP_017060109.1|DFIC	LOC5575500|XP_021699128.1|AAEG
OG0005136	LOC108100549|XP_017060006.1|DFIC	LOC5575496|XP_021699139.1|AAEG
OG0005137	LOC108088406|XP_017041650.1|DFIC	LOC5575936|XP_021699157.1|AAEG
OG0005138	LOC108089691|XP_017043527.1|DFIC	LOC5575943|XP_001662295.2|AAEG
OG0005139	LOC108093277|XP_017048745.1|DFIC	LOC5575942|XP_021699168.1|AAEG
OG0005140	LOC108089830|XP_017043732.1|DFIC	LOC5577291|XP_001656392.1|AAEG
OG0005141	LOC108093721|XP_017049420.1|DFIC	LOC5577287|XP_021699177.1|AAEG
OG0005142	LOC108089054|XP_017042652.1|DFIC	LOC5575611|XP_001662100.1|AAEG
OG0005143	LOC108089026|XP_017042600.1|DFIC	LOC5566151|XP_021699214.1|AAEG
OG0005144	LOC108089069|XP_017042666.1|DFIC	LOC5577142|XP_001663232.1|AAEG
OG0005145	LOC108089060|XP_017042657.1|DFIC	LOC5577143|XP_001663234.1|AAEG
OG0005146	LOC108093101|XP_017048527.1|DFIC	LOC5577145|XP_021699227.1|AAEG
OG0005147	LOC108093103|XP_017048530.1|DFIC	LOC5575476|XP_021699225.1|AAEG
OG0005148	LOC108096378|XP_017053419.1|DFIC	LOC5572944|XP_021699241.1|AAEG
OG0005149	LOC108094020|XP_017049939.1|DFIC	LOC5573012|XP_001654339.2|AAEG
OG0005150	LOC108089622|XP_017043474.1|DFIC	LOC5573005|XP_001654333.2|AAEG
OG0005151	LOC108100523|XP_017059971.1|DFIC	LOC5573002|XP_001654329.2|AAEG
OG0005152	LOC108100658|XP_017060158.1|DFIC	LOC5573000|XP_021699260.1|AAEG
OG0005153	LOC108100384|XP_017059728.1|DFIC	LOC5574537|XP_001655190.2|AAEG
OG0005154	LOC108100382|XP_017059725.1|DFIC	LOC5574535|XP_021699270.1|AAEG
OG0005155	LOC108099793|XP_017058914.1|DFIC	LOC5579646|XP_001648105.2|AAEG
OG0005156	LOC108098593|XP_017057140.1|DFIC	LOC5578852|XP_001664059.2|AAEG
OG0005157	LOC108096727|XP_017054060.1|DFIC	LOC5578857|XP_021699346.1|AAEG
OG0005158	LOC108093084|XP_017048500.1|DFIC	LOC5571044|XP_001659481.2|AAEG
OG0005159	LOC108089556|XP_017043387.1|DFIC	LOC5571047|XP_001659486.1|AAEG
OG0005160	LOC108099740|XP_017058854.1|DFIC	LOC5578058|XP_001663680.2|AAEG
OG0005161	LOC108090833|XP_017045186.1|DFIC	LOC5579431|XP_021699390.1|AAEG
OG0005162	LOC108088695|XP_017042125.1|DFIC	LOC5572866|XP_001660625.1|AAEG
OG0005163	LOC108093575|XP_017049178.1|DFIC	LOC5575934|XP_021699423.1|AAEG
OG0005164	LOC108089587|XP_017043433.1|DFIC	LOC5570350|XP_001653179.2|AAEG
OG0005165	LOC108094305|XP_017050315.1|DFIC	LOC5570334|XP_021699477.1|AAEG
OG0005166	LOC108090148|XP_017044193.1|DFIC	LOC5578485|XP_021699522.1|AAEG
OG0005167	LOC108090155|XP_017044201.1|DFIC	LOC5578487|XP_001663881.1|AAEG
OG0005168	LOC108099819|XP_017058937.1|DFIC	LOC5578491|XP_001663880.2|AAEG
OG0005169	LOC108100573|XP_017060040.1|DFIC	LOC5578489|XP_001663876.2|AAEG
OG0005170	LOC108100623|XP_017060110.1|DFIC	LOC5575655|XP_001655801.1|AAEG
OG0005171	LOC108100179|XP_017059437.1|DFIC	LOC5575654|XP_001655800.2|AAEG
OG0005172	LOC108087852|XP_017040921.1|DFIC	LOC5570721|XP_021699545.1|AAEG
OG0005173	LOC108094278|XP_017050260.1|DFIC	LOC5566073|XP_001650441.1|AAEG
OG0005174	LOC108087753|XP_017040770.1|DFIC	LOC5574454|XP_001661468.1|AAEG
OG0005175	LOC108087690|XP_017040686.1|DFIC	LOC5576998|XP_021699571.1|AAEG
OG0005176	LOC108087866|XP_017040939.1|DFIC	LOC5576990|XP_021699576.1|AAEG
OG0005177	LOC108087739|XP_017040749.1|DFIC	LOC5576988|XP_001663090.2|AAEG
OG0005178	LOC108089066|XP_017042664.1|DFIC	LOC5576987|XP_001663088.2|AAEG
OG0005179	LOC108088976|XP_017042507.1|DFIC	LOC5576978|XP_001663073.1|AAEG
OG0005180	LOC108100258|XP_017059523.1|DFIC	LOC5574475|XP_021699621.1|AAEG
OG0005181	LOC108097780|XP_017055797.1|DFIC	LOC5567497|XP_021699634.1|AAEG
OG0005182	LOC108090497|XP_017044699.1|DFIC	LOC5570864|XP_021699637.1|AAEG
OG0005183	LOC108096671|XP_017053937.1|DFIC	LOC5570867|XP_021699639.1|AAEG
OG0005184	LOC108096680|XP_017053969.1|DFIC	LOC5570869|XP_001659381.2|AAEG
OG0005185	LOC108090266|XP_017044363.1|DFIC	LOC5570868|XP_001659382.1|AAEG
OG0005186	LOC108086442|XP_017038845.1|DFIC	LOC5570873|XP_021699655.1|AAEG
OG0005187	LOC108094275|XP_017050237.1|DFIC	LOC5575624|XP_021699700.1|AAEG
OG0005188	LOC108096862|XP_017054276.1|DFIC	LOC5575626|XP_001662113.2|AAEG
OG0005189	LOC108094245|XP_017050196.1|DFIC	LOC5576376|XP_021699717.1|AAEG
OG0005190	LOC108096460|XP_017053556.1|DFIC	LOC5576378|XP_001662601.2|AAEG
OG0005191	LOC108102260|XP_017062503.1|DFIC	LOC5569577|XP_001658640.1|AAEG
OG0005192	LOC108093907|XP_017049760.1|DFIC	LOC5569573|XP_021699748.1|AAEG
OG0005193	LOC108090418|XP_017044564.1|DFIC	LOC5567711|XP_021699757.1|AAEG
OG0005194	LOC108094863|XP_017051172.1|DFIC	LOC5569028|XP_021699811.1|AAEG
OG0005195	LOC108093633|XP_017049280.1|DFIC	LOC5569029|XP_001658286.1|AAEG
OG0005196	LOC108100712|XP_017060232.1|DFIC	LOC5569030|XP_021699818.1|AAEG
OG0005197	LOC108090887|XP_017045278.1|DFIC	LOC5565717|XP_021699825.1|AAEG
OG0005198	LOC108089524|XP_017043343.1|DFIC	LOC5569248|XP_001658394.2|AAEG
OG0005199	LOC108101871|XP_017061896.1|DFIC	LOC5574831|XP_001661660.2|AAEG
OG0005200	LOC108093780|XP_017049544.1|DFIC	LOC5574636|XP_001661551.2|AAEG
OG0005201	LOC108090713|XP_017044999.1|DFIC	LOC5572044|XP_021699940.1|AAEG
OG0005202	LOC108101578|XP_017061479.1|DFIC	LOC5572051|XP_021699955.1|AAEG
OG0005203	LOC108101541|XP_017061414.1|DFIC	LOC5569977|XP_021700033.1|AAEG
OG0005204	LOC108088163|XP_017041318.1|DFIC	LOC5574386|XP_021700111.1|AAEG
OG0005205	LOC108092430|XP_017047499.1|DFIC	LOC5574371|XP_021700118.1|AAEG
OG0005206	LOC108087662|XP_017040640.1|DFIC	LOC5569120|XP_001652723.2|AAEG
OG0005207	LOC108090837|XP_017045193.1|DFIC	LOC5569118|XP_001652717.1|AAEG
OG0005208	LOC108090652|XP_017044919.1|DFIC	LOC5569112|XP_001652711.2|AAEG
OG0005209	LOC108101753|XP_017061704.1|DFIC	LOC5569110|XP_001652709.2|AAEG
OG0005210	LOC108096025|XP_017052899.1|DFIC, LOC108101751|XP_017061703.1|DFIC	LOC5569106|XP_021700165.1|AAEG
OG0005211	LOC108093588|XP_017049201.1|DFIC	LOC5574370|XP_021700193.1|AAEG
OG0005212	LOC108090889|XP_017045281.1|DFIC	LOC5574364|XP_001661398.1|AAEG
OG0005213	LOC108097081|XP_017054613.1|DFIC	LOC5580252|XP_001662645.1|AAEG
OG0005214	LOC108100847|XP_017060416.1|DFIC	LOC5564197|XP_021700230.1|AAEG
OG0005215	LOC108092538|XP_017047655.1|DFIC	LOC5564200|XP_021700231.1|AAEG
OG0005216	LOC108094462|XP_017050533.1|DFIC	LOC5570936|XP_001659411.1|AAEG
OG0005217	LOC108094387|XP_017050438.1|DFIC	LOC5577722|XP_021700248.1|AAEG
OG0005218	LOC108091260|XP_017045898.1|DFIC, LOC108098746|XP_017057370.1|DFIC	LOC5577721|XP_011493717.1|AAEG
OG0005219	LOC108090491|XP_017044692.1|DFIC	LOC5571137|XP_021700258.1|AAEG
OG0005220	LOC108100311|XP_017059602.1|DFIC	LOC5571140|XP_001653450.2|AAEG
OG0005221	LOC108093458|XP_017049023.1|DFIC	LOC5571138|XP_021700259.1|AAEG
OG0005222	LOC108098212|XP_017056467.1|DFIC	LOC5571145|XP_021700273.1|AAEG
OG0005223	LOC108092751|XP_017047970.1|DFIC	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG
OG0005224	LOC108100944|XP_017060579.1|DFIC	LOC5575438|XP_021700357.1|AAEG
OG0005225	LOC108092298|XP_017047322.1|DFIC	LOC5575440|XP_001661961.1|AAEG
OG0005226	LOC108100868|XP_017060441.1|DFIC	LOC5567173|XP_021700382.1|AAEG
OG0005227	LOC108098282|XP_017056575.1|DFIC	LOC5566532|XP_021700389.1|AAEG
OG0005228	LOC108098235|XP_017056508.1|DFIC	LOC5578148|XP_021700391.1|AAEG
OG0005229	LOC108091446|XP_017046131.1|DFIC	LOC5578157|XP_021700406.1|AAEG
OG0005230	LOC108100040|XP_017059252.1|DFIC	LOC5571941|XP_021700411.1|AAEG
OG0005231	LOC108091576|XP_017046342.1|DFIC	LOC5570241|XP_001659017.1|AAEG
OG0005232	LOC108092405|XP_017047456.1|DFIC	LOC5569378|XP_021700455.1|AAEG
OG0005233	LOC108101748|XP_017061699.1|DFIC	LOC5569372|XP_001658449.1|AAEG
OG0005234	LOC108094474|XP_017050547.1|DFIC	LOC5569509|XP_001658594.2|AAEG
OG0005235	LOC108096092|XP_017052948.1|DFIC	LOC5568224|XP_001652156.1|AAEG
OG0005236	LOC108101297|XP_017061089.1|DFIC	LOC5568225|XP_001652157.1|AAEG
OG0005237	LOC108101296|XP_017061088.1|DFIC	LOC5568228|XP_001652160.1|AAEG
OG0005238	LOC108101260|XP_017061004.1|DFIC	LOC5580328|XP_001663278.1|AAEG
OG0005239	LOC108092389|XP_017047438.1|DFIC	LOC5580326|XP_021700498.1|AAEG
OG0005240	LOC108089180|XP_017042804.1|DFIC	LOC5580330|XP_001663283.1|AAEG
OG0005241	LOC108101308|XP_017061099.1|DFIC	LOC5580331|XP_021700501.1|AAEG
OG0005242	LOC108100100|XP_017059333.1|DFIC	LOC5577421|XP_001656500.1|AAEG
OG0005243	LOC108091449|XP_017046138.1|DFIC	LOC5564177|XP_021700513.1|AAEG
OG0005244	LOC108088017|XP_017041119.1|DFIC	LOC5578372|XP_021700520.1|AAEG
OG0005245	LOC108089083|XP_017042681.1|DFIC	LOC5578370|XP_001656941.2|AAEG
OG0005246	LOC108091526|XP_017046277.1|DFIC	LOC5578367|XP_001656938.1|AAEG
OG0005247	LOC108087658|XP_017040637.1|DFIC	LOC5578363|XP_021700522.1|AAEG
OG0005248	LOC108098829|XP_017057473.1|DFIC	LOC5565620|XP_021700538.1|AAEG
OG0005249	LOC108087152|XP_017039856.1|DFIC	LOC5566446|XP_001650815.2|AAEG
OG0005250	LOC108093398|XP_017048914.1|DFIC	LOC5566421|XP_021700547.1|AAEG
OG0005251	LOC108089222|XP_017042866.1|DFIC	LOC5565682|XP_021700571.1|AAEG
OG0005252	LOC108101166|XP_017060878.1|DFIC	LOC5565690|XP_021700580.1|AAEG
OG0005253	LOC108089845|XP_017043777.1|DFIC	LOC5570923|XP_021700599.1|AAEG
OG0005254	LOC108094435|XP_017050495.1|DFIC, LOC108094424|XP_017050484.1|DFIC	LOC5570918|XP_021700625.1|AAEG
OG0005255	LOC108094759|XP_017051009.1|DFIC, LOC108094434|XP_017050494.1|DFIC	LOC5570917|XP_001653396.1|AAEG
OG0005256	LOC108088257|XP_017041464.1|DFIC	LOC5570929|XP_001653390.1|AAEG
OG0005257	LOC108100953|XP_017060590.1|DFIC	LOC5570912|XP_001653389.1|AAEG
OG0005258	LOC108097855|XP_017055880.1|DFIC	LOC5570928|XP_021700653.1|AAEG
OG0005259	LOC108090052|XP_017044048.1|DFIC	LOC5570898|XP_021700676.1|AAEG
OG0005260	LOC108090054|XP_017044051.1|DFIC	LOC5572919|XP_001654254.1|AAEG
OG0005261	LOC108089201|XP_017042837.1|DFIC	LOC5572921|XP_001654256.1|AAEG
OG0005262	LOC108089945|XP_017043924.1|DFIC	LOC5574731|XP_001661622.1|AAEG
OG0005263	LOC108096115|XP_017053017.1|DFIC, LOC108094464|XP_017050534.1|DFIC	LOC5571729|XP_021700723.1|AAEG
OG0005264	LOC108092176|XP_017047189.1|DFIC	LOC5571727|XP_001659869.2|AAEG
OG0005265	LOC108094450|XP_017050517.1|DFIC	LOC5571428|XP_021700745.1|AAEG
OG0005266	LOC108094541|XP_017050634.1|DFIC, LOC108090311|XP_017044450.1|DFIC	LOC5571427|XP_021700747.1|AAEG
OG0005267	LOC108092455|XP_017047530.1|DFIC	LOC5571418|XP_021700756.1|AAEG
OG0005268	LOC108092452|XP_017047527.1|DFIC	LOC5571419|XP_001659672.1|AAEG
OG0005269	LOC108092504|XP_017047609.1|DFIC	LOC5577780|XP_021700762.1|AAEG
OG0005270	LOC108100085|XP_017059317.1|DFIC	LOC5566353|XP_001650713.1|AAEG
OG0005271	LOC108101214|XP_017060952.1|DFIC	LOC5566349|XP_021700773.1|AAEG
OG0005272	LOC108101227|XP_017060965.1|DFIC	LOC5566328|XP_001650717.1|AAEG
OG0005273	LOC108100976|XP_017060620.1|DFIC	LOC5569673|XP_001652939.1|AAEG
OG0005274	LOC108100090|XP_017059321.1|DFIC	LOC5569676|XP_021700780.1|AAEG
OG0005275	LOC108089265|XP_017042924.1|DFIC	LOC5569675|XP_021700782.1|AAEG
OG0005276	LOC108092526|XP_017047638.1|DFIC	LOC5566721|XP_021700793.1|AAEG
OG0005277	LOC108092576|XP_017047709.1|DFIC	LOC5570421|XP_001659131.2|AAEG
OG0005278	LOC108094904|XP_017051238.1|DFIC	LOC5570426|XP_001659130.2|AAEG
OG0005279	LOC108093429|XP_017048976.1|DFIC	LOC5570433|XP_021700800.1|AAEG
OG0005280	LOC108101318|XP_017061111.1|DFIC	LOC5572646|XP_021700807.1|AAEG
OG0005281	LOC108092544|XP_017047663.1|DFIC	LOC5572657|XP_001654157.2|AAEG
OG0005282	LOC108090197|XP_017044274.1|DFIC	LOC5572662|XP_021700832.1|AAEG
OG0005283	LOC108087137|XP_017039824.1|DFIC	LOC5572663|XP_021700837.1|AAEG
OG0005284	LOC108089893|XP_017043853.1|DFIC	LOC5572671|XP_021700843.1|AAEG
OG0005285	LOC108089935|XP_017043914.1|DFIC	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG
OG0005286	LOC108101284|XP_017061067.1|DFIC	LOC5568761|XP_021700848.1|AAEG
OG0005287	LOC108101282|XP_017061063.1|DFIC	LOC5565249|XP_001649589.1|AAEG
OG0005288	LOC108100865|XP_017060436.1|DFIC	LOC5574312|XP_021700858.1|AAEG
OG0005289	LOC108100843|XP_017060410.1|DFIC	LOC5574311|XP_011493578.1|AAEG
OG0005290	LOC108090193|XP_017044269.1|DFIC	LOC5573648|XP_021700863.1|AAEG
OG0005291	LOC108092671|XP_017047841.1|DFIC	LOC5565779|XP_001650118.2|AAEG
OG0005292	LOC108092664|XP_017047815.1|DFIC	LOC5565760|XP_021700872.1|AAEG
OG0005293	LOC108101757|XP_017061713.1|DFIC	LOC5565768|XP_001650125.2|AAEG
OG0005294	LOC108093509|XP_017049089.1|DFIC	LOC5565783|XP_001650131.1|AAEG
OG0005295	LOC108092670|XP_017047825.1|DFIC	LOC5565778|XP_021700882.1|AAEG
OG0005296	LOC108090141|XP_017044171.1|DFIC	LOC5564855|XP_001649174.2|AAEG
OG0005297	LOC108100970|XP_017060610.1|DFIC	LOC5576295|XP_021700954.1|AAEG
OG0005298	LOC108101197|XP_017060930.1|DFIC	LOC5565353|XP_001649726.1|AAEG
OG0005299	LOC108088514|XP_017041841.1|DFIC	LOC5565386|XP_001649735.1|AAEG
OG0005300	LOC108095328|XP_017051898.1|DFIC	LOC5565370|XP_001649736.1|AAEG
OG0005301	LOC108101188|XP_017060919.1|DFIC	LOC5569178|XP_021701035.1|AAEG
OG0005302	LOC108086459|XP_017038873.1|DFIC	LOC5569184|XP_021701053.1|AAEG
OG0005303	LOC108096067|XP_017052917.1|DFIC	LOC5564504|XP_001648835.1|AAEG
OG0005304	LOC108094397|XP_017050454.1|DFIC	LOC5564507|XP_021701078.1|AAEG
OG0005305	LOC108094903|XP_017051237.1|DFIC	LOC5564513|XP_021701093.1|AAEG
OG0005306	LOC108098196|XP_017056422.1|DFIC	LOC5566988|XP_001651386.1|AAEG
OG0005307	LOC108100119|XP_017059359.1|DFIC	LOC5566967|XP_021701106.1|AAEG
OG0005308	LOC108089139|XP_017042747.1|DFIC	LOC5576572|XP_021701109.1|AAEG
OG0005309	LOC108092498|XP_017047600.1|DFIC	LOC5566523|XP_021701119.1|AAEG
OG0005310	LOC108092734|XP_017047952.1|DFIC	LOC5566520|XP_001650913.1|AAEG
OG0005311	LOC108092270|XP_017047292.1|DFIC	LOC110673977|XP_021701146.1|AAEG
OG0005312	LOC108100878|XP_017060461.1|DFIC	LOC5566512|XP_021701152.1|AAEG
OG0005313	LOC108089186|XP_017042812.1|DFIC	LOC23687644|XP_021701164.1|AAEG
OG0005314	LOC108093498|XP_017049077.1|DFIC	LOC5571678|XP_021701168.1|AAEG
OG0005315	LOC108096065|XP_017052914.1|DFIC	LOC5571668|XP_021701179.1|AAEG
OG0005316	LOC108094915|XP_017051250.1|DFIC	LOC5571683|XP_021701183.1|AAEG
OG0005317	LOC108098189|XP_017056413.1|DFIC	LOC5571662|XP_001653748.2|AAEG
OG0005318	LOC108100677|XP_017060185.1|DFIC	LOC5571658|XP_001653744.2|AAEG
OG0005319	LOC108101744|XP_017061694.1|DFIC	LOC5571645|XP_001653734.1|AAEG
OG0005320	LOC108098349|XP_017056680.1|DFIC, LOC108098113|XP_017056320.1|DFIC	LOC5571646|XP_021701211.1|AAEG
OG0005321	LOC108100074|XP_017059299.1|DFIC	LOC5567454|XP_021701227.1|AAEG
OG0005322	LOC108094151|XP_017050077.1|DFIC	LOC5574508|XP_001655158.2|AAEG
OG0005323	LOC108088115|XP_017041294.1|DFIC, LOC108093462|XP_017049025.1|DFIC	LOC5574506|XP_021701270.1|AAEG
OG0005324	LOC108101245|XP_017060988.1|DFIC	LOC5573849|XP_021701280.1|AAEG
OG0005325	LOC108092542|XP_017047662.1|DFIC	LOC5573854|XP_001654881.1|AAEG
OG0005326	LOC108101252|XP_017060997.1|DFIC	LOC5573850|XP_001654880.1|AAEG
OG0005327	LOC108098741|XP_017057362.1|DFIC	LOC5573844|XP_021701284.1|AAEG
OG0005328	LOC108092070|XP_017047027.1|DFIC	LOC5568808|XP_021701319.1|AAEG
OG0005329	LOC108093765|XP_017049526.1|DFIC	LOC5568806|XP_021701321.1|AAEG
OG0005330	LOC108093754|XP_017049515.1|DFIC	LOC5568805|XP_001658170.1|AAEG
OG0005331	LOC108092456|XP_017047532.1|DFIC	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG
OG0005332	LOC108089971|XP_017043962.1|DFIC	LOC5568829|XP_001658195.1|AAEG
OG0005333	LOC108094520|XP_017050611.1|DFIC	LOC5564977|XP_021701378.1|AAEG
OG0005334	LOC108089114|XP_017042714.1|DFIC	LOC5564994|XP_001649336.1|AAEG
OG0005335	LOC108087785|XP_017040805.1|DFIC	LOC5564975|XP_001649335.1|AAEG
OG0005336	LOC108090697|XP_017044972.1|DFIC	LOC5564995|XP_021701383.1|AAEG
OG0005337	LOC108093729|XP_017049472.1|DFIC	LOC5568985|XP_001658270.1|AAEG
OG0005338	LOC108089224|XP_017042869.1|DFIC, LOC108088278|XP_017041527.1|DFIC	LOC5577471|XP_021701403.1|AAEG
OG0005339	LOC108089111|XP_017042710.1|DFIC, LOC108089110|XP_017042709.1|DFIC	LOC5573493|XP_021701414.1|AAEG
