Orthogroup	DFIC.longest_only	DMAU.longest_only
OG0004528	LOC108097488|XP_017055281.1|DFIC	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC108092862|XP_017048184.1|DFIC	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC108098131|XP_017056342.1|DFIC	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC108099672|XP_017058799.1|DFIC	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC108094637|XP_017050817.1|DFIC	LOC117147197|XP_033169888.1|DMAU
OG0004533	LOC108095581|XP_017052226.1|DFIC	LOC117146687|XP_033168952.1|DMAU
OG0004534	LOC108090455|XP_017044636.1|DFIC	LOC117136143|XP_033152739.1|DMAU
OG0004535	LOC108089378|XP_017043047.1|DFIC	LOC117140290|XP_033159018.1|DMAU
OG0004536	LOC108094411|XP_017050469.1|DFIC	LOC117148382|XP_033171629.1|DMAU
OG0004537	LOC108092958|XP_017048330.1|DFIC	LOC117147148|XP_033169820.1|DMAU
OG0004538	LOC108087708|XP_017040714.1|DFIC	LOC117136042|XP_033152570.1|DMAU
OG0004539	LOC108093338|XP_017048823.1|DFIC	LOC117145893|XP_033167633.1|DMAU
OG0004540	LOC108091224|XP_017045818.1|DFIC	LOC117148027|XP_033171089.1|DMAU, LOC117146406|XP_033168481.1|DMAU
OG0004541	LOC108093769|XP_017049527.1|DFIC	LOC117136277|XP_033153000.1|DMAU
OG0004542	LOC108088702|XP_017042132.1|DFIC	LOC117148221|XP_033171402.1|DMAU
OG0004543	LOC108095335|XP_017051905.1|DFIC	LOC117146777|XP_033169190.1|DMAU
OG0004544	LOC108092948|XP_017048308.1|DFIC	LOC117148659|XP_033172062.1|DMAU
OG0004545	LOC108099273|XP_017058141.1|DFIC	LOC117143839|XP_033164582.1|DMAU
OG0004546	LOC108087781|XP_017040801.1|DFIC	LOC117136642|XP_033153525.1|DMAU
OG0004547	LOC108097106|XP_017054664.1|DFIC	LOC117146558|XP_033168747.1|DMAU
OG0004548	LOC108094332|XP_017050374.1|DFIC	LOC117148939|XP_033172556.1|DMAU
OG0004549	LOC108092892|XP_017048227.1|DFIC	LOC117148596|XP_033171964.1|DMAU
OG0004550	LOC108098127|XP_017056337.1|DFIC	LOC117148046|XP_033171116.1|DMAU
OG0004551	LOC108094882|XP_017051206.1|DFIC	LOC117135860|XP_033152277.1|DMAU
OG0004552	LOC108091086|XP_017045579.1|DFIC	LOC117146924|XP_033169446.1|DMAU
OG0004553	LOC108089025|XP_017042599.1|DFIC	LOC117139216|XP_033157289.1|DMAU
OG0004554	LOC108097190|XP_017054823.1|DFIC	LOC117147123|XP_033169780.1|DMAU
OG0004555	LOC108097389|XP_017055134.1|DFIC	LOC117148668|XP_033172074.1|DMAU
OG0004556	LOC108087595|XP_017040518.1|DFIC	LOC117148854|XP_033172403.1|DMAU
OG0004557	LOC108091313|XP_017045926.1|DFIC	LOC117147714|XP_033170602.1|DMAU
OG0004558	LOC108100915|XP_017060518.1|DFIC	LOC117147254|XP_033169964.1|DMAU
OG0004559	LOC108087151|XP_017039855.1|DFIC	LOC117145078|XP_033166486.1|DMAU
OG0004560	LOC108101009|XP_017060661.1|DFIC	LOC117139401|XP_033157559.1|DMAU
OG0004561	LOC108091985|XP_017046886.1|DFIC	LOC117142720|XP_033162773.1|DMAU
OG0004562	LOC108095975|XP_017052808.1|DFIC	LOC117145297|XP_033166780.1|DMAU
OG0004563	LOC108097010|XP_017054501.1|DFIC	LOC117143416|XP_033164009.1|DMAU
OG0004564	LOC108101014|XP_017060667.1|DFIC	LOC117144985|XP_033166345.1|DMAU
OG0004565	LOC108098851|XP_017057502.1|DFIC	LOC117143126|XP_033163506.1|DMAU
OG0004566	LOC108095543|XP_017052161.1|DFIC	LOC117148579|XP_033171937.1|DMAU
OG0004567	LOC108098083|XP_017056274.1|DFIC	LOC117147185|XP_033169876.1|DMAU
OG0004568	LOC108097306|XP_017055011.1|DFIC	LOC117146515|XP_033168673.1|DMAU
OG0004569	LOC108098556|XP_017057050.1|DFIC	LOC117142655|XP_033162672.1|DMAU
OG0004570	LOC108090429|XP_017044589.1|DFIC	LOC117138514|XP_033156539.1|DMAU
OG0004571	LOC108088701|XP_017042130.1|DFIC	LOC117148449|XP_033171714.1|DMAU
OG0004572	LOC108101279|XP_017061061.1|DFIC	LOC117142789|XP_033162876.1|DMAU
OG0004573	LOC108087244|XP_017040029.1|DFIC	LOC117142614|XP_033162587.1|DMAU
OG0004574	LOC108097033|XP_017054541.1|DFIC	LOC117148211|XP_033171391.1|DMAU
OG0004575	LOC108097300|XP_017055004.1|DFIC	LOC117147355|XP_033170109.1|DMAU
OG0004576	LOC108097616|XP_017055515.1|DFIC	LOC117143881|XP_033164658.1|DMAU
OG0004577	LOC108092077|XP_017047042.1|DFIC	LOC117142752|XP_033162824.1|DMAU
OG0004578	LOC108091222|XP_017045814.1|DFIC	LOC117146949|XP_033169495.1|DMAU
OG0004579	LOC108092426|XP_017047484.1|DFIC	LOC117151059|XP_033174173.1|DMAU
OG0004580	LOC108087335|XP_017040158.1|DFIC	LOC117144377|XP_033165398.1|DMAU
OG0004581	LOC108097111|XP_017054680.1|DFIC	LOC117143270|XP_033163739.1|DMAU
OG0004582	LOC108086844|XP_017039383.1|DFIC	LOC117145152|XP_033166583.1|DMAU
OG0004583	LOC108097601|XP_017055497.1|DFIC	LOC117148722|XP_033172165.1|DMAU
OG0004584	LOC108086770|XP_017039305.1|DFIC	LOC117137530|XP_033154907.1|DMAU
OG0004585	LOC108088508|XP_017041830.1|DFIC	LOC117143366|XP_033163931.1|DMAU
OG0004586	LOC108101774|XP_017061737.1|DFIC	LOC117146501|XP_033168643.1|DMAU
OG0004587	LOC108086854|XP_017039397.1|DFIC	LOC117145802|XP_033167491.1|DMAU
OG0004588	LOC108086853|XP_017039396.1|DFIC	LOC117145807|XP_033167499.1|DMAU
OG0004589	LOC108100922|XP_017060530.1|DFIC	LOC117148352|XP_033171580.1|DMAU
OG0004590	LOC108088434|XP_017041694.1|DFIC	LOC117145748|XP_033167401.1|DMAU
OG0004591	LOC108088513|XP_017041839.1|DFIC	LOC117143486|XP_033164090.1|DMAU
OG0004592	LOC108097594|XP_017055480.1|DFIC	LOC117146793|XP_033169223.1|DMAU
OG0004593	LOC108097529|XP_017055363.1|DFIC	LOC117148213|XP_033171393.1|DMAU
OG0004594	LOC108097507|XP_017055308.1|DFIC	LOC117146589|XP_033168801.1|DMAU
OG0004595	LOC108094708|XP_017050934.1|DFIC	LOC117147773|XP_033170700.1|DMAU
OG0004596	LOC108092817|XP_017048081.1|DFIC	LOC117147249|XP_033169957.1|DMAU
OG0004597	LOC108093587|XP_017049204.1|DFIC	LOC117148420|XP_033171680.1|DMAU
OG0004598	LOC108089428|XP_017043124.1|DFIC	LOC117141492|XP_033160868.1|DMAU
OG0004599	LOC108092510|XP_017047617.1|DFIC	LOC117135289|XP_033151351.1|DMAU
OG0004600	LOC108101705|XP_017061631.1|DFIC	LOC117148227|XP_033171407.1|DMAU
OG0004601	LOC108101711|XP_017061639.1|DFIC	LOC117146897|XP_033169394.1|DMAU
OG0004602	LOC108097776|XP_017055792.1|DFIC	LOC117147086|XP_033169742.1|DMAU
OG0004603	LOC108091573|XP_017046340.1|DFIC	LOC117150392|XP_033173146.1|DMAU
OG0004604	LOC108088693|XP_017042123.1|DFIC	LOC117147544|XP_033170371.1|DMAU
OG0004605	LOC108097421|XP_017055174.1|DFIC	LOC117146862|XP_033169331.1|DMAU
OG0004606	LOC108101095|XP_017060796.1|DFIC	LOC117142245|XP_033161988.1|DMAU
OG0004607	LOC108091277|XP_017045880.1|DFIC	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU
OG0004608	LOC108095307|XP_017051856.1|DFIC	LOC117148614|XP_033171986.1|DMAU
OG0004609	LOC108097715|XP_017055695.1|DFIC	LOC117147363|XP_033170118.1|DMAU
OG0004610	LOC108099547|XP_017058611.1|DFIC	LOC117143347|XP_033163905.1|DMAU
OG0004611	LOC108099559|XP_017058634.1|DFIC	LOC117144301|XP_033165298.1|DMAU
OG0004612	LOC108099631|XP_017058749.1|DFIC	LOC117144706|XP_033165936.1|DMAU
OG0004613	LOC108097131|XP_017054719.1|DFIC	LOC117143275|XP_033163745.1|DMAU
OG0004614	LOC108097770|XP_017055785.1|DFIC	LOC117148069|XP_033171157.1|DMAU
OG0004615	LOC108091324|XP_017045952.1|DFIC	LOC117148708|XP_033172145.1|DMAU
OG0004616	LOC108088727|XP_017042165.1|DFIC	LOC117146956|XP_033169509.1|DMAU
OG0004617	LOC108089908|XP_017043874.1|DFIC	LOC117143218|XP_033163661.1|DMAU
OG0004618	LOC108099355|XP_017058330.1|DFIC	LOC117142448|XP_033162308.1|DMAU
OG0004619	LOC108099372|XP_017058353.1|DFIC	LOC117144083|XP_033164989.1|DMAU
OG0004620	LOC108087959|XP_017041041.1|DFIC	LOC117142392|XP_033162229.1|DMAU
OG0004621	LOC108102074|XP_017062205.1|DFIC	LOC117145938|XP_033167707.1|DMAU
OG0004622	LOC108087316|XP_017040131.1|DFIC	LOC117144586|XP_033165751.1|DMAU
OG0004623	LOC108088544|XP_017041879.1|DFIC	LOC117145624|XP_033167233.1|DMAU
OG0004624	LOC108090234|XP_017044321.1|DFIC	LOC117145027|XP_033166419.1|DMAU
OG0004625	LOC108094611|XP_017050763.1|DFIC	LOC117147042|XP_033169665.1|DMAU
OG0004626	LOC108092860|XP_017048171.1|DFIC	LOC117147269|XP_033169985.1|DMAU
OG0004627	LOC108100396|XP_017059758.1|DFIC	LOC117141960|XP_033161631.1|DMAU
OG0004628	LOC108097372|XP_017055107.1|DFIC	LOC117148782|XP_033172278.1|DMAU
OG0004629	LOC108098810|XP_017057447.1|DFIC	LOC117142575|XP_033162533.1|DMAU
OG0004630	LOC108088516|XP_017041843.1|DFIC	LOC117143214|XP_033163653.1|DMAU
OG0004631	LOC108087255|XP_017040048.1|DFIC	LOC117142884|XP_033163048.1|DMAU
OG0004632	LOC108087253|XP_017040046.1|DFIC	LOC117142883|XP_033163047.1|DMAU
OG0004633	LOC108088546|XP_017041881.1|DFIC	LOC117145620|XP_033167229.1|DMAU
OG0004634	LOC108088466|XP_017041740.1|DFIC	LOC117145374|XP_033166889.1|DMAU
OG0004635	LOC108097535|XP_017055369.1|DFIC	LOC117148112|XP_033171221.1|DMAU
OG0004636	LOC108087589|XP_017040510.1|DFIC	LOC117148214|XP_033171394.1|DMAU
OG0004637	LOC108092921|XP_017048269.1|DFIC	LOC117147844|XP_033170798.1|DMAU
OG0004638	LOC108087585|XP_017040505.1|DFIC	LOC117148026|XP_033171087.1|DMAU
OG0004639	LOC108086524|XP_017038941.1|DFIC	LOC117143445|XP_033164044.1|DMAU
OG0004640	LOC108086602|XP_017039062.1|DFIC	LOC117144683|XP_033165896.1|DMAU
OG0004641	LOC108095621|XP_017052277.1|DFIC	LOC117146772|XP_033169184.1|DMAU
OG0004642	LOC108092962|XP_017048334.1|DFIC	LOC117141022|XP_033160186.1|DMAU
OG0004643	LOC108099648|XP_017058767.1|DFIC	LOC117144958|XP_033166305.1|DMAU
OG0004644	LOC108097417|XP_017055171.1|DFIC	LOC117146654|XP_033168880.1|DMAU
OG0004645	LOC108091413|XP_017046093.1|DFIC	LOC117150324|XP_033173053.1|DMAU
OG0004646	LOC108086823|XP_017039357.1|DFIC	LOC117142322|XP_033162124.1|DMAU
OG0004647	LOC108094684|XP_017050894.1|DFIC	LOC117147199|XP_033169899.1|DMAU
OG0004648	LOC108088632|XP_017042038.1|DFIC	LOC117148802|XP_033172308.1|DMAU
OG0004649	LOC108094586|XP_017050693.1|DFIC	LOC117148276|XP_033171480.1|DMAU
OG0004650	LOC108100114|XP_017059352.1|DFIC	LOC117150594|XP_033173443.1|DMAU
OG0004651	LOC108091867|XP_017046736.1|DFIC	LOC117145066|XP_033166471.1|DMAU
OG0004652	LOC108088487|XP_017041793.1|DFIC	LOC117142369|XP_033162186.1|DMAU
OG0004653	LOC108093589|XP_017049203.1|DFIC	LOC117142078|XP_033161850.1|DMAU
OG0004654	LOC108092581|XP_017047714.1|DFIC	LOC117150328|XP_033173063.1|DMAU
OG0004655	LOC108087328|XP_017040148.1|DFIC	LOC117143899|XP_033164696.1|DMAU
OG0004656	LOC108088653|XP_017042069.1|DFIC	LOC117147187|XP_033169880.1|DMAU
OG0004657	LOC108098482|XP_017056882.1|DFIC	LOC117145443|XP_033166992.1|DMAU
OG0004658	LOC108087162|XP_017039884.1|DFIC	LOC117145929|XP_033167693.1|DMAU
OG0004659	LOC108091685|XP_017046496.1|DFIC	LOC117145536|XP_033167122.1|DMAU
OG0004660	LOC108099511|XP_017058563.1|DFIC	LOC117143837|XP_033164579.1|DMAU
OG0004661	LOC108092120|XP_017047110.1|DFIC	LOC117145556|XP_033167149.1|DMAU
OG0004662	LOC108087030|XP_017039686.1|DFIC	LOC117143710|XP_033164400.1|DMAU
OG0004663	LOC108095298|XP_017051843.1|DFIC	LOC117146656|XP_033168882.1|DMAU
OG0004664	LOC108095299|XP_017051844.1|DFIC	LOC117146657|XP_033168885.1|DMAU
OG0004665	LOC108091316|XP_017045935.1|DFIC	LOC117148927|XP_033172540.1|DMAU
OG0004666	LOC108098878|XP_017057554.1|DFIC	LOC117142478|XP_033162386.1|DMAU
OG0004667	LOC108098884|XP_017057560.1|DFIC	LOC117146058|XP_033167889.1|DMAU
OG0004668	LOC108094692|XP_017050907.1|DFIC	LOC117148060|XP_033171142.1|DMAU
OG0004669	LOC108088151|XP_017041304.1|DFIC	LOC117140812|XP_033159810.1|DMAU
OG0004670	LOC108095932|XP_017052758.1|DFIC	LOC117143295|XP_033163782.1|DMAU
OG0004671	LOC108087993|XP_017041086.1|DFIC	LOC117145471|XP_033167036.1|DMAU
OG0004672	LOC108091982|XP_017046881.1|DFIC	LOC117142716|XP_033162767.1|DMAU
OG0004673	LOC108098673|XP_017057257.1|DFIC	LOC117142298|XP_033162076.1|DMAU
OG0004674	LOC108088535|XP_017041868.1|DFIC	LOC117145155|XP_033166588.1|DMAU
OG0004675	LOC108088477|XP_017041759.1|DFIC	LOC117142689|XP_033162737.1|DMAU
OG0004676	LOC108091798|XP_017046655.1|DFIC	LOC117142956|XP_033163172.1|DMAU
OG0004677	LOC108087196|XP_017039946.1|DFIC	LOC117145949|XP_033167721.1|DMAU
OG0004678	LOC108087195|XP_017039944.1|DFIC	LOC117142971|XP_033163209.1|DMAU
OG0004679	LOC108088055|XP_017041182.1|DFIC	LOC117144407|XP_033165436.1|DMAU
OG0004680	LOC108092066|XP_017047020.1|DFIC	LOC117144182|XP_033165117.1|DMAU
OG0004681	LOC108097719|XP_017055701.1|DFIC	LOC117143523|XP_033164137.1|DMAU
OG0004682	LOC108101327|XP_017061124.1|DFIC	LOC117139349|XP_033157492.1|DMAU
OG0004683	LOC108087313|XP_017040124.1|DFIC	LOC117143442|XP_033164041.1|DMAU
OG0004684	LOC108098768|XP_017057389.1|DFIC	LOC117145009|XP_033166393.1|DMAU
OG0004685	LOC108086563|XP_017039006.1|DFIC	LOC117143029|XP_033163306.1|DMAU
OG0004686	LOC108099668|XP_017058791.1|DFIC	LOC117143395|XP_033163975.1|DMAU
OG0004687	LOC108088529|XP_017041861.1|DFIC	LOC117144117|XP_033165027.1|DMAU
OG0004688	LOC108098841|XP_017057491.1|DFIC	LOC117144606|XP_033165789.1|DMAU
OG0004689	LOC108087236|XP_017040016.1|DFIC	LOC117145825|XP_033167516.1|DMAU
OG0004690	LOC108091794|XP_017046643.1|DFIC	LOC117145721|XP_033167357.1|DMAU
OG0004691	LOC108088393|XP_017041631.1|DFIC	LOC117142402|XP_033162240.1|DMAU
OG0004692	LOC108087191|XP_017039936.1|DFIC	LOC117142597|XP_033162564.1|DMAU
OG0004693	LOC108087290|XP_017040089.1|DFIC	LOC117144050|XP_033164912.1|DMAU
OG0004694	LOC108095845|XP_017052630.1|DFIC	LOC117143971|XP_033164797.1|DMAU
OG0004695	LOC108088479|XP_017041764.1|DFIC	LOC117143059|XP_033163402.1|DMAU
OG0004696	LOC108093285|XP_017048752.1|DFIC	LOC117144983|XP_033166343.1|DMAU
OG0004697	LOC108094595|XP_017050729.1|DFIC	LOC117147727|XP_033170618.1|DMAU
OG0004698	LOC108098149|XP_017056364.1|DFIC	LOC117147596|XP_033170436.1|DMAU
OG0004699	LOC108098941|XP_017057637.1|DFIC	LOC117144814|XP_033166081.1|DMAU
OG0004700	LOC108098596|XP_017057142.1|DFIC	LOC117143842|XP_033164587.1|DMAU
OG0004701	LOC108098625|XP_017057185.1|DFIC	LOC117142964|XP_033163184.1|DMAU
OG0004702	LOC108087222|XP_017039990.1|DFIC	LOC117142813|XP_033162918.1|DMAU
OG0004703	LOC108091711|XP_017046538.1|DFIC	LOC117145071|XP_033166477.1|DMAU
OG0004704	LOC108099461|XP_017058499.1|DFIC	LOC117145453|XP_033167013.1|DMAU
OG0004705	LOC108098858|XP_017057514.1|DFIC	LOC117143041|XP_033163375.1|DMAU
OG0004706	LOC108089045|XP_017042641.1|DFIC	LOC117139174|XP_033157227.1|DMAU
OG0004707	LOC108088175|XP_017041342.1|DFIC	LOC117137238|XP_033154494.1|DMAU
OG0004708	LOC108098617|XP_017057172.1|DFIC	LOC117142569|XP_033162525.1|DMAU
OG0004709	LOC108099596|XP_017058696.1|DFIC	LOC117144660|XP_033165852.1|DMAU
OG0004710	LOC108092059|XP_017047009.1|DFIC	LOC117146084|XP_033167924.1|DMAU
OG0004711	LOC108095962|XP_017052791.1|DFIC	LOC117144973|XP_033166329.1|DMAU
OG0004712	LOC108091623|XP_017046408.1|DFIC	LOC117142905|XP_033163078.1|DMAU
OG0004713	LOC108092079|XP_017047046.1|DFIC	LOC117142811|XP_033162911.1|DMAU
OG0004714	LOC108092006|XP_017046924.1|DFIC	LOC117142948|XP_033163158.1|DMAU
OG0004715	LOC108099509|XP_017058601.1|DFIC, LOC108090044|XP_017044036.1|DFIC	LOC117140708|XP_033159667.1|DMAU
OG0004716	LOC108092033|XP_017046962.1|DFIC	LOC117143682|XP_033164357.1|DMAU
OG0004717	LOC108097496|XP_017055291.1|DFIC	LOC117148592|XP_033171961.1|DMAU
OG0004718	LOC108092585|XP_017047720.1|DFIC	LOC117151061|XP_033174182.1|DMAU
OG0004719	LOC108086840|XP_017039376.1|DFIC	LOC117142854|XP_033162985.1|DMAU
OG0004720	LOC108087144|XP_017039846.1|DFIC	LOC117146120|XP_033168008.1|DMAU
OG0004721	LOC108088428|XP_017041683.1|DFIC	LOC117145528|XP_033167112.1|DMAU
OG0004722	LOC108086588|XP_017039037.1|DFIC	LOC117145381|XP_033166905.1|DMAU
OG0004723	LOC108088626|XP_017042023.1|DFIC	LOC117148503|XP_033171796.1|DMAU
OG0004724	LOC108088065|XP_017041198.1|DFIC	LOC117144910|XP_033166236.1|DMAU
OG0004725	LOC108095833|XP_017052605.1|DFIC	LOC117142416|XP_033162260.1|DMAU
OG0004726	LOC108088528|XP_017041860.1|DFIC	LOC117142514|XP_033162443.1|DMAU
OG0004727	LOC108091691|XP_017046508.1|DFIC	LOC117144720|XP_033165949.1|DMAU
OG0004728	LOC108088064|XP_017041196.1|DFIC	LOC117144029|XP_033164880.1|DMAU
OG0004729	LOC108097433|XP_017055191.1|DFIC	LOC117146759|XP_033169146.1|DMAU
OG0004730	LOC108088222|XP_017041421.1|DFIC	LOC117138867|XP_033156864.1|DMAU
OG0004731	LOC108088043|XP_017041166.1|DFIC	LOC117143299|XP_033163795.1|DMAU
OG0004732	LOC108098889|XP_017057565.1|DFIC	LOC117144580|XP_033165746.1|DMAU
OG0004733	LOC108092113|XP_017047101.1|DFIC	LOC117143306|XP_033163806.1|DMAU
OG0004734	LOC108099626|XP_017058743.1|DFIC	LOC117144264|XP_033165255.1|DMAU
OG0004735	LOC108098678|XP_017057266.1|DFIC	LOC117142622|XP_033162599.1|DMAU
OG0004736	LOC108097573|XP_017055446.1|DFIC	LOC117144530|XP_033165645.1|DMAU
OG0004737	LOC108098490|XP_017056893.1|DFIC	LOC117145511|XP_033167091.1|DMAU
OG0004738	LOC108098586|XP_017057115.1|DFIC	LOC117144079|XP_033164984.1|DMAU
OG0004739	LOC108087148|XP_017039850.1|DFIC	LOC117145075|XP_033166483.1|DMAU
OG0004740	LOC108099657|XP_017058780.1|DFIC	LOC117145450|XP_033167009.1|DMAU
OG0004741	LOC108087987|XP_017041077.1|DFIC	LOC117145981|XP_033167779.1|DMAU
OG0004742	LOC108095003|XP_017051324.1|DFIC	LOC117146327|XP_033168296.1|DMAU
OG0004743	LOC108088004|XP_017041104.1|DFIC	LOC117143103|XP_033163475.1|DMAU
OG0004744	LOC108098443|XP_017056835.1|DFIC	LOC117141563|XP_033160965.1|DMAU
OG0004745	LOC108090167|XP_017044228.1|DFIC	LOC117142800|XP_033162898.1|DMAU
OG0004746	LOC108102025|XP_017062116.1|DFIC	LOC117145933|XP_033167699.1|DMAU
OG0004747	LOC108102027|XP_017062119.1|DFIC	LOC117145935|XP_033167702.1|DMAU
OG0004748	LOC108102024|XP_017062115.1|DFIC	LOC117145931|XP_033167695.1|DMAU
OG0004749	LOC108093330|XP_017048811.1|DFIC	LOC117145876|XP_033167591.1|DMAU
OG0004750	LOC108099376|XP_017058358.1|DFIC	LOC117144087|XP_033164992.1|DMAU
OG0004751	LOC108097580|XP_017055459.1|DFIC	LOC117143456|XP_033164058.1|DMAU
OG0004752	LOC108095715|XP_017052375.1|DFIC	LOC117143891|XP_033164684.1|DMAU
OG0004753	LOC108099357|XP_017058332.1|DFIC	LOC117142315|XP_033162112.1|DMAU
OG0004754	LOC108088510|XP_017041835.1|DFIC	LOC117144650|XP_033165840.1|DMAU
OG0004755	LOC108093354|XP_017048855.1|DFIC	LOC117142645|XP_033162642.1|DMAU
OG0004756	LOC108093353|XP_017048854.1|DFIC	LOC117142642|XP_033162639.1|DMAU
OG0004757	LOC108087192|XP_017039940.1|DFIC	LOC117145425|XP_033166962.1|DMAU
OG0004758	LOC108087336|XP_017040159.1|DFIC	LOC117142232|XP_033161974.1|DMAU
OG0004759	LOC108099436|XP_017058460.1|DFIC	LOC117142864|XP_033163017.1|DMAU
OG0004760	LOC108092141|XP_017047138.1|DFIC	LOC117143340|XP_033163894.1|DMAU
OG0004761	LOC108096788|XP_017054158.1|DFIC	LOC117144224|XP_033165174.1|DMAU
OG0004762	LOC108088193|XP_017041382.1|DFIC	LOC117135332|XP_033151424.1|DMAU
OG0004763	LOC108087325|XP_017040145.1|DFIC	LOC117143355|XP_033163919.1|DMAU
OG0004764	LOC108092181|XP_017047194.1|DFIC	LOC117144619|XP_033165805.1|DMAU
OG0004765	LOC108099526|XP_017058583.1|DFIC	LOC117145454|XP_033167014.1|DMAU
OG0004766	LOC108099322|XP_017058243.1|DFIC	LOC117142281|XP_033162054.1|DMAU
OG0004767	LOC108098541|XP_017057018.1|DFIC	LOC117143044|XP_033163378.1|DMAU
OG0004768	LOC108098515|XP_017056962.1|DFIC	LOC117143043|XP_033163377.1|DMAU
OG0004769	LOC108089782|XP_017043665.1|DFIC	LOC117135701|XP_033152006.1|DMAU
OG0004770	LOC108087350|XP_017040179.1|DFIC	LOC117144005|XP_033164851.1|DMAU
OG0004771	LOC108088419|XP_017041669.1|DFIC	LOC117142545|XP_033162486.1|DMAU
OG0004772	LOC108097610|XP_017055508.1|DFIC	LOC117144119|XP_033165030.1|DMAU
OG0004773	LOC108093306|XP_017048770.1|DFIC	LOC117144052|XP_033164914.1|DMAU
OG0004774	LOC108093309|XP_017048781.1|DFIC	LOC117144053|XP_033164916.1|DMAU
OG0004775	LOC108087981|XP_017041072.1|DFIC	LOC117142336|XP_033162142.1|DMAU
OG0004776	LOC108094209|XP_017050154.1|DFIC	LOC117138681|XP_033156827.1|DMAU
OG0004777	LOC108094486|XP_017050563.1|DFIC	LOC117141386|XP_033160692.1|DMAU
OG0004778	LOC108098382|XP_017056735.1|DFIC	LOC117140321|XP_033159064.1|DMAU
OG0004779	LOC108087332|XP_017040151.1|DFIC	LOC117142588|XP_033162551.1|DMAU
OG0004780	LOC108092309|XP_017047333.1|DFIC	LOC117135325|XP_033151414.1|DMAU
OG0004781	LOC108087998|XP_017041099.1|DFIC	LOC117145306|XP_033166790.1|DMAU
OG0004782	LOC108087142|XP_017039841.1|DFIC	LOC117146118|XP_033168002.1|DMAU
OG0004783	LOC108097586|XP_017055464.1|DFIC	LOC117146798|XP_033169229.1|DMAU
OG0004784	LOC108091728|XP_017046560.1|DFIC	LOC117144136|XP_033165053.1|DMAU
OG0004785	LOC108091729|XP_017046561.1|DFIC	LOC117145219|XP_033166681.1|DMAU
OG0004786	LOC108091810|XP_017046668.1|DFIC	LOC117144819|XP_033166092.1|DMAU
OG0004787	LOC108091837|XP_017046706.1|DFIC	LOC117144207|XP_033165147.1|DMAU
OG0004788	LOC108091773|XP_017046609.1|DFIC	LOC117145032|XP_033166426.1|DMAU
OG0004789	LOC108091768|XP_017046603.1|DFIC	LOC117145033|XP_033166428.1|DMAU
OG0004790	LOC108095950|XP_017052777.1|DFIC	LOC117143317|XP_033163852.1|DMAU
OG0004791	LOC108086836|XP_017039373.1|DFIC	LOC117143153|XP_033163543.1|DMAU
OG0004792	LOC108087929|XP_017041005.1|DFIC	LOC117146110|XP_033167986.1|DMAU
OG0004793	LOC108088394|XP_017041632.1|DFIC	LOC117145746|XP_033167399.1|DMAU
OG0004794	LOC108092075|XP_017047039.1|DFIC	LOC117142743|XP_033162805.1|DMAU
OG0004795	LOC108087242|XP_017040027.1|DFIC	LOC117142433|XP_033162285.1|DMAU
OG0004796	LOC108088023|XP_017041136.1|DFIC	LOC117143287|XP_033163759.1|DMAU
OG0004797	LOC108099623|XP_017058735.1|DFIC	LOC117143908|XP_033164708.1|DMAU
OG0004798	LOC108086550|XP_017038977.1|DFIC	LOC117145734|XP_033167385.1|DMAU
OG0004799	LOC108099455|XP_017058485.1|DFIC	LOC117143562|XP_033164197.1|DMAU
OG0004800	LOC108092187|XP_017047202.1|DFIC	LOC117145035|XP_033166431.1|DMAU
OG0004801	LOC108095994|XP_017052827.1|DFIC	LOC117145901|XP_033167643.1|DMAU
OG0004802	LOC108093367|XP_017048877.1|DFIC	LOC117144677|XP_033165891.1|DMAU
OG0004803	LOC108102285|XP_017062522.1|DFIC	LOC117144574|XP_033165718.1|DMAU
OG0004804	LOC108098516|XP_017056969.1|DFIC	LOC117143045|XP_033163379.1|DMAU
OG0004805	LOC108099434|XP_017058457.1|DFIC	LOC117143085|XP_033163451.1|DMAU
OG0004806	LOC108095566|XP_017052202.1|DFIC	LOC117146773|XP_033169185.1|DMAU
OG0004807	LOC108095946|XP_017052772.1|DFIC	LOC117145994|XP_033167799.1|DMAU
OG0004808	LOC108098816|XP_017057459.1|DFIC	LOC117143221|XP_033163660.1|DMAU
OG0004809	LOC108093326|XP_017048806.1|DFIC	LOC117143580|XP_033164219.1|DMAU
OG0004810	LOC108093291|XP_017048757.1|DFIC	LOC117145273|XP_033166751.1|DMAU
OG0004811	LOC108100554|XP_017060014.1|DFIC	LOC117139206|XP_033157268.1|DMAU
OG0004812	LOC108099314|XP_017058197.1|DFIC	LOC117145766|XP_033167432.1|DMAU
OG0004813	LOC108087327|XP_017040147.1|DFIC	LOC117143898|XP_033164694.1|DMAU
OG0004814	LOC108098887|XP_017057562.1|DFIC	LOC117142696|XP_033162744.1|DMAU
OG0004815	LOC108097247|XP_017054914.1|DFIC	LOC117148544|XP_033171868.1|DMAU
OG0004816	LOC108088680|XP_017042108.1|DFIC	LOC117146565|XP_033168755.1|DMAU
