Orthogroup	DFIC.longest_only	CPIP.longest_only
OG0004057	LOC108100470|XP_017059890.1|DFIC	LOC120423201|XP_039442836.1|CPIP
OG0004059	LOC108098599|XP_017057149.1|DFIC	LOC120414334|XP_039431408.1|CPIP
OG0004060	LOC108087299|XP_017040100.1|DFIC	LOC120414360|XP_039431456.1|CPIP
OG0004061	LOC108101668|XP_017061578.1|DFIC	LOC120414328|XP_039431402.1|CPIP
OG0004062	LOC108100542|XP_017059996.1|DFIC	LOC120414326|XP_039431398.1|CPIP
OG0004063	LOC108092955|XP_017048321.1|DFIC	LOC120414355|XP_039431450.1|CPIP
OG0004064	LOC108096413|XP_017053478.1|DFIC	LOC120414353|XP_039431443.1|CPIP
OG0004065	LOC108090762|XP_017045085.1|DFIC	LOC120414362|XP_039431458.1|CPIP
OG0004066	LOC108086745|XP_017039274.1|DFIC	LOC120414324|XP_039431395.1|CPIP
OG0004067	LOC108101684|XP_017061602.1|DFIC	LOC120414319|XP_039431390.1|CPIP
OG0004068	LOC108099413|XP_017058419.1|DFIC	LOC120414331|XP_039431405.1|CPIP
OG0004069	LOC108099427|XP_017058445.1|DFIC	LOC120414325|XP_039431396.1|CPIP
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	LOC120425768|XP_039446312.1|CPIP
OG0004071	LOC108093930|XP_017049800.1|DFIC	LOC120414340|XP_039431428.1|CPIP
OG0004072	LOC108093937|XP_017049813.1|DFIC	LOC120425776|XP_039446322.1|CPIP
OG0004073	LOC108091092|XP_017045596.1|DFIC	LOC120425783|XP_039446329.1|CPIP
OG0004074	LOC108096695|XP_017054001.1|DFIC	LOC120420632|XP_039439642.1|CPIP
OG0004075	LOC108094834|XP_017051122.1|DFIC	LOC120420634|XP_039439644.1|CPIP
OG0004076	LOC108094833|XP_017051120.1|DFIC	LOC120416133|XP_039433734.1|CPIP
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	LOC120416160|XP_039433774.1|CPIP
OG0004078	LOC108095873|XP_017052665.1|DFIC	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP
OG0004079	LOC108095376|XP_017051944.1|DFIC	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC108090529|XP_017044741.1|DFIC	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC108086669|XP_017039139.1|DFIC	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC108095216|XP_017051719.1|DFIC	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC108087136|XP_017039823.1|DFIC	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC108088896|XP_017042384.1|DFIC	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC108087023|XP_017039680.1|DFIC	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC108088542|XP_017041877.1|DFIC	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC108091231|XP_017045826.1|DFIC	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC108086526|XP_017038943.1|DFIC	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC108095308|XP_017051860.1|DFIC	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC108091971|XP_017046867.1|DFIC	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC108098894|XP_017057575.1|DFIC	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC108092916|XP_017048262.1|DFIC	LOC120413951|XP_039430892.1|CPIP
OG0004094	LOC108091280|XP_017045883.1|DFIC	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC108102067|XP_017062196.1|DFIC	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC108088541|XP_017041875.1|DFIC	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC108095429|XP_017052027.1|DFIC	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC108087002|XP_017039628.1|DFIC	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC108091373|XP_017046014.1|DFIC	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC108090139|XP_017044166.1|DFIC	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC108095871|XP_017052663.1|DFIC	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC108091703|XP_017046530.1|DFIC	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC108096340|XP_017053374.1|DFIC	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC108088893|XP_017042381.1|DFIC	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC108099205|XP_017058069.1|DFIC	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC108097093|XP_017054643.1|DFIC	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC108091972|XP_017046871.1|DFIC	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC108093596|XP_017049211.1|DFIC	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC108095896|XP_017052700.1|DFIC	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC108096005|XP_017052844.1|DFIC	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC108092798|XP_017048058.1|DFIC	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC108097101|XP_017054656.1|DFIC	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC108097098|XP_017054651.1|DFIC	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC108095936|XP_017052762.1|DFIC	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC108092152|XP_017047159.1|DFIC	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC108093947|XP_017049832.1|DFIC	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC108087349|XP_017040177.1|DFIC	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC108097506|XP_017055310.1|DFIC	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC108096174|XP_017053046.1|DFIC	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC108098833|XP_017057478.1|DFIC	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC108098554|XP_017057041.1|DFIC	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC108095560|XP_017052191.1|DFIC	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC108097645|XP_017055565.1|DFIC	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC108088499|XP_017041814.1|DFIC	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC108089215|XP_017042854.1|DFIC	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC108092026|XP_017046954.1|DFIC	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC108093844|XP_017049666.1|DFIC	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC108088665|XP_017042083.1|DFIC	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC108097284|XP_017054982.1|DFIC	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC108099111|XP_017057926.1|DFIC	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC108093502|XP_017049081.1|DFIC	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC108095826|XP_017052595.1|DFIC	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC108101438|XP_017061254.1|DFIC	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC108098525|XP_017056992.1|DFIC	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC108090736|XP_017045047.1|DFIC	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC108089315|XP_017042980.1|DFIC	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC108097109|XP_017054675.1|DFIC	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC108092815|XP_017048080.1|DFIC	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC108094921|XP_017051260.1|DFIC	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC108095602|XP_017052256.1|DFIC	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC108087953|XP_017041031.1|DFIC	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC108101189|XP_017060922.1|DFIC	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC108089003|XP_017042563.1|DFIC	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC108096449|XP_017053545.1|DFIC	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC108088068|XP_017041205.1|DFIC	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC108098950|XP_017057647.1|DFIC	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC108100770|XP_017060295.1|DFIC	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC108090124|XP_017044145.1|DFIC	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC108086418|XP_017038809.1|DFIC	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC108089468|XP_017043208.1|DFIC	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC108096931|XP_017054376.1|DFIC	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC108100736|XP_017060262.1|DFIC	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC108095825|XP_017052594.1|DFIC	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC108100641|XP_017060133.1|DFIC	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC108092045|XP_017046976.1|DFIC	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC108092092|XP_017047071.1|DFIC	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC108098960|XP_017057662.1|DFIC	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC108098461|XP_017056855.1|DFIC	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC108090829|XP_017045179.1|DFIC	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC108090923|XP_017045343.1|DFIC	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC108099476|XP_017058521.1|DFIC	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC108099468|XP_017058507.1|DFIC	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC108095320|XP_017051886.1|DFIC	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC108091087|XP_017045588.1|DFIC	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC108095384|XP_017051952.1|DFIC	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC108097667|XP_017055605.1|DFIC	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC108093747|XP_017049502.1|DFIC	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC108094848|XP_017051140.1|DFIC	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC108094009|XP_017049925.1|DFIC	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC108089035|XP_017042622.1|DFIC	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC108098872|XP_017057548.1|DFIC	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC108092020|XP_017046945.1|DFIC	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC108097237|XP_017054899.1|DFIC	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC108101088|XP_017060778.1|DFIC	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC108087228|XP_017040001.1|DFIC	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC108089473|XP_017043219.1|DFIC	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC108089583|XP_017043429.1|DFIC	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC108100397|XP_017059759.1|DFIC	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC108101385|XP_017061192.1|DFIC	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC108097132|XP_017054716.1|DFIC	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC108087900|XP_017040967.1|DFIC	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC108097519|XP_017055337.1|DFIC	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC108097846|XP_017055870.1|DFIC	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC108093550|XP_017049135.1|DFIC	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC108093542|XP_017049124.1|DFIC	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC108087956|XP_017041034.1|DFIC	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC108095540|XP_017052158.1|DFIC	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC108087329|XP_017040149.1|DFIC	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC108094617|XP_017050788.1|DFIC	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC108088392|XP_017041630.1|DFIC	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC108102046|XP_017062157.1|DFIC	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC108091384|XP_017046055.1|DFIC	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC108102239|XP_017062467.1|DFIC	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC108090949|XP_017045382.1|DFIC	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC108086569|XP_017039015.1|DFIC	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC108095794|XP_017052544.1|DFIC	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC108097290|XP_017054995.1|DFIC	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC108088883|XP_017042369.1|DFIC	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC108087517|XP_017040409.1|DFIC	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC108101054|XP_017060730.1|DFIC	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC108101056|XP_017060732.1|DFIC	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC108102050|XP_017062164.1|DFIC	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC108099527|XP_017058584.1|DFIC	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC108098548|XP_017057034.1|DFIC	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC108094165|XP_017050106.1|DFIC	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC108092108|XP_017047092.1|DFIC	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC108099390|XP_017058377.1|DFIC	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC108087869|XP_017040942.1|DFIC	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC108087635|XP_017040581.1|DFIC	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC108087581|XP_017040502.1|DFIC	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC108089020|XP_017042594.1|DFIC	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC108101954|XP_017062029.1|DFIC	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC108099622|XP_017058734.1|DFIC	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC108096643|XP_017053897.1|DFIC	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC108098507|XP_017056923.1|DFIC	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC108087906|XP_017040973.1|DFIC	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC108088027|XP_017041141.1|DFIC	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC108090116|XP_017044131.1|DFIC	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC108097357|XP_017055086.1|DFIC	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC108087040|XP_017039703.1|DFIC	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC108097270|XP_017054960.1|DFIC	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC108097312|XP_017055022.1|DFIC	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC108097919|XP_017055942.1|DFIC	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC108100359|XP_017059683.1|DFIC	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC108100362|XP_017059689.1|DFIC	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC108100361|XP_017059688.1|DFIC	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC108100330|XP_017059627.1|DFIC	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC108097308|XP_017055014.1|DFIC	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC108087292|XP_017040092.1|DFIC	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC108096132|XP_017052998.1|DFIC	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC108087359|XP_017040188.1|DFIC	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC108098659|XP_017057223.1|DFIC	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC108090189|XP_017044265.1|DFIC	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC108099575|XP_017058667.1|DFIC	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC108099507|XP_017058559.1|DFIC	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC108088978|XP_017042509.1|DFIC	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC108087288|XP_017040086.1|DFIC	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC108100537|XP_017059985.1|DFIC	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC108100624|XP_017060112.1|DFIC	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC108091344|XP_017045981.1|DFIC	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC108094941|XP_017051291.1|DFIC	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC108099054|XP_017057809.1|DFIC	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC108099266|XP_017058130.1|DFIC	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC108088438|XP_017041702.1|DFIC	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC108095918|XP_017052734.1|DFIC	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC108091376|XP_017046029.1|DFIC	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC108090117|XP_017044133.1|DFIC	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC108092058|XP_017047007.1|DFIC	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC108101083|XP_017060771.1|DFIC	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC108098576|XP_017057101.1|DFIC	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC108093553|XP_017049138.1|DFIC	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC108097061|XP_017054588.1|DFIC	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC108098914|XP_017057605.1|DFIC	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC108093904|XP_017049752.1|DFIC	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC108093933|XP_017049799.1|DFIC	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC108093632|XP_017049279.1|DFIC	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC108087780|XP_017040800.1|DFIC	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC108092201|XP_017047216.1|DFIC	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC108088014|XP_017041114.1|DFIC	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC108095536|XP_017052152.1|DFIC	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC108095568|XP_017052207.1|DFIC	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC108096234|XP_017053119.1|DFIC	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC108095577|XP_017052218.1|DFIC	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC108091453|XP_017046141.1|DFIC	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC108095295|XP_017051827.1|DFIC	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC108101604|XP_017061507.1|DFIC	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC108090515|XP_017044723.1|DFIC	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC108090516|XP_017044724.1|DFIC	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC108089848|XP_017043782.1|DFIC	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC108087272|XP_017040068.1|DFIC	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC108100232|XP_017059498.1|DFIC	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC108100647|XP_017060141.1|DFIC	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC108100529|XP_017059979.1|DFIC	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC108088835|XP_017042290.1|DFIC	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC108101568|XP_017061466.1|DFIC	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC108089441|XP_017043167.1|DFIC	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC108096382|XP_017053428.1|DFIC	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC108087515|XP_017040407.1|DFIC	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC108087559|XP_017040473.1|DFIC	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC108087477|XP_017040342.1|DFIC	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC108101944|XP_017062018.1|DFIC	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC108090439|XP_017044606.1|DFIC	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC108096522|XP_017053640.1|DFIC	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC108094942|XP_017051292.1|DFIC	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC108089437|XP_017043160.1|DFIC	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC108093734|XP_017049478.1|DFIC	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC108090872|XP_017045255.1|DFIC	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC108093650|XP_017049297.1|DFIC	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC108094859|XP_017051156.1|DFIC	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC108093918|XP_017049778.1|DFIC	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC108090440|XP_017044607.1|DFIC	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC108100626|XP_017060116.1|DFIC	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC108096799|XP_017054170.1|DFIC	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC108101901|XP_017061958.1|DFIC	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC108090702|XP_017044982.1|DFIC	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC108101607|XP_017061509.1|DFIC	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC108090854|XP_017045222.1|DFIC	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC108096878|XP_017054301.1|DFIC	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC108099477|XP_017058522.1|DFIC	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC108100969|XP_017060609.1|DFIC	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC108087381|XP_017040210.1|DFIC	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC108100582|XP_017060050.1|DFIC	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC108089943|XP_017043922.1|DFIC	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC108096895|XP_017054329.1|DFIC	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC108096894|XP_017054328.1|DFIC	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC108094691|XP_017050905.1|DFIC	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC108087712|XP_017040721.1|DFIC	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC108090796|XP_017045133.1|DFIC	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC108094073|XP_017050003.1|DFIC	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC108090705|XP_017044987.1|DFIC	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC108101247|XP_017060992.1|DFIC	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC108098246|XP_017056524.1|DFIC	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC108100910|XP_017060513.1|DFIC	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC108094251|XP_017050199.1|DFIC	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC108094885|XP_017051209.1|DFIC	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC108092722|XP_017047940.1|DFIC	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC108096271|XP_017053222.1|DFIC	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC108086726|XP_017039241.1|DFIC	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC108086725|XP_017039240.1|DFIC	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC108096921|XP_017054361.1|DFIC	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC108095230|XP_017051739.1|DFIC	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC108095224|XP_017051730.1|DFIC	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC108090905|XP_017045310.1|DFIC	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC108094391|XP_017050445.1|DFIC	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC108101917|XP_017061982.1|DFIC	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC108101883|XP_017061915.1|DFIC	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC108090648|XP_017044915.1|DFIC	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC108090721|XP_017045013.1|DFIC	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC108093980|XP_017049878.1|DFIC	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC108096642|XP_017053895.1|DFIC	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC108098573|XP_017057096.1|DFIC	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC108095920|XP_017052741.1|DFIC	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC108097468|XP_017055233.1|DFIC	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC108091780|XP_017046622.1|DFIC	LOC120425122|XP_039445482.1|CPIP
