Orthogroup	DFIC.longest_only	DSER.longest_only
OG0004327	LOC108094691|XP_017050905.1|DFIC	LOC110181896|XP_020805487.1|DSER
OG0004328	LOC108087712|XP_017040721.1|DFIC	LOC110181127|XP_020804458.1|DSER
OG0004329	LOC108090796|XP_017045133.1|DFIC	LOC110191684|XP_020818258.1|DSER
OG0004330	LOC108094073|XP_017050003.1|DFIC	LOC110177354|XP_020799709.1|DSER
OG0004331	LOC108090705|XP_017044987.1|DFIC	LOC110189415|XP_020815133.1|DSER
OG0004332	LOC108101247|XP_017060992.1|DFIC	LOC110183444|XP_020807383.1|DSER
OG0004333	LOC108098246|XP_017056524.1|DFIC	LOC110184935|XP_020809239.1|DSER
OG0004334	LOC108100910|XP_017060513.1|DFIC	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER
OG0004335	LOC108094251|XP_017050199.1|DFIC	LOC110189223|XP_020814862.1|DSER
OG0004336	LOC108094885|XP_017051209.1|DFIC	LOC110182868|XP_020806670.1|DSER
OG0004337	LOC108092722|XP_017047940.1|DFIC	LOC110184179|XP_020808249.1|DSER
OG0004338	LOC108096271|XP_017053222.1|DFIC	LOC110190630|XP_020816883.1|DSER
OG0004339	LOC108086726|XP_017039241.1|DFIC	LOC110178102|XP_020800774.1|DSER
OG0004340	LOC108086725|XP_017039240.1|DFIC	LOC110178087|XP_020800753.1|DSER
OG0004341	LOC108096921|XP_017054361.1|DFIC	LOC110177936|XP_020800577.1|DSER
OG0004342	LOC108095230|XP_017051739.1|DFIC	LOC110180237|XP_020803553.1|DSER
OG0004343	LOC108095224|XP_017051730.1|DFIC	LOC110180238|XP_020803554.1|DSER
OG0004344	LOC108090905|XP_017045310.1|DFIC	LOC110180231|XP_020803542.1|DSER
OG0004345	LOC108094391|XP_017050445.1|DFIC	LOC110185045|XP_020809356.1|DSER
OG0004346	LOC108101917|XP_017061982.1|DFIC	LOC110180076|XP_020803362.1|DSER
OG0004347	LOC108101883|XP_017061915.1|DFIC	LOC110179119|XP_020802172.1|DSER
OG0004348	LOC108090648|XP_017044915.1|DFIC	LOC110191519|XP_020818046.1|DSER
OG0004349	LOC108090721|XP_017045013.1|DFIC	LOC110191471|XP_020817982.1|DSER
OG0004350	LOC108093980|XP_017049878.1|DFIC	LOC110189586|XP_020815378.1|DSER
OG0004351	LOC108096642|XP_017053895.1|DFIC	LOC110189722|XP_020815571.1|DSER
OG0004352	LOC108098573|XP_017057096.1|DFIC	LOC110188244|XP_020813567.1|DSER
OG0004353	LOC108095920|XP_017052741.1|DFIC	LOC110177430|XP_020799813.1|DSER
OG0004354	LOC108097468|XP_017055233.1|DFIC	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC108091780|XP_017046622.1|DFIC	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC108087799|XP_017040833.1|DFIC	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC108094006|XP_017049922.1|DFIC	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC108087720|XP_017040729.1|DFIC	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC108095158|XP_017051589.1|DFIC	LOC110177848|XP_020800450.1|DSER
OG0004360	LOC108088346|XP_017041581.1|DFIC	LOC110185211|XP_020809600.1|DSER
OG0004361	LOC108087298|XP_017040099.1|DFIC	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC108100108|XP_017059348.1|DFIC	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC108095576|XP_017052216.1|DFIC	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC108087782|XP_017040802.1|DFIC	LOC110189398|XP_020815113.1|DSER
OG0004365	LOC108095210|XP_017051709.1|DFIC	LOC110179247|XP_020802365.1|DSER
OG0004366	LOC108091455|XP_017046144.1|DFIC	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER
OG0004367	LOC108100147|XP_017059390.1|DFIC	LOC110184666|XP_020808933.1|DSER
OG0004368	LOC108088775|XP_017042218.1|DFIC	LOC110190354|XP_020816418.1|DSER
OG0004369	LOC108101517|XP_017061367.1|DFIC	LOC110180484|XP_020803829.1|DSER
OG0004370	LOC108090427|XP_017044586.1|DFIC	LOC110182168|XP_020805832.1|DSER
OG0004371	LOC108091192|XP_017045761.1|DFIC	LOC110181911|XP_020805503.1|DSER
OG0004372	LOC108101942|XP_017062016.1|DFIC	LOC110177432|XP_020799818.1|DSER
OG0004373	LOC108087377|XP_017040208.1|DFIC	LOC110189406|XP_020815121.1|DSER
OG0004374	LOC108093727|XP_017049427.1|DFIC	LOC110180065|XP_020803346.1|DSER
OG0004375	LOC108089614|XP_017043465.1|DFIC	LOC110188274|XP_020813624.1|DSER
OG0004376	LOC108100697|XP_017060208.1|DFIC	LOC110190200|XP_020816211.1|DSER
OG0004377	LOC108087570|XP_017040489.1|DFIC	LOC110190473|XP_020816642.1|DSER
OG0004378	LOC108101830|XP_017061826.1|DFIC	LOC110177703|XP_020800189.1|DSER
OG0004379	LOC108095213|XP_017051713.1|DFIC	LOC110179250|XP_020802367.1|DSER
OG0004380	LOC108090443|XP_017044613.1|DFIC	LOC110189447|XP_020815179.1|DSER
OG0004381	LOC108097631|XP_017055551.1|DFIC	LOC110191014|XP_020817391.1|DSER
OG0004382	LOC108086729|XP_017039245.1|DFIC	LOC110189623|XP_020815423.1|DSER
OG0004383	LOC108093811|XP_017049613.1|DFIC	LOC110179268|XP_020802389.1|DSER
OG0004384	LOC108093883|XP_017049727.1|DFIC	LOC110179272|XP_020802394.1|DSER
OG0004385	LOC108094039|XP_017049961.1|DFIC	LOC110177990|XP_020800648.1|DSER
OG0004386	LOC108087731|XP_017040740.1|DFIC	LOC110177857|XP_020800463.1|DSER
OG0004387	LOC108095436|XP_017052035.1|DFIC	LOC110179815|XP_020803079.1|DSER
OG0004388	LOC108086775|XP_017039309.1|DFIC	LOC110178327|XP_020801096.1|DSER
OG0004389	LOC108100553|XP_017060013.1|DFIC	LOC110183674|XP_020807667.1|DSER
OG0004390	LOC108096381|XP_017053425.1|DFIC	LOC110190217|XP_020816232.1|DSER
OG0004391	LOC108094785|XP_017051048.1|DFIC	LOC110179595|XP_020802856.1|DSER
OG0004392	LOC108096288|XP_017053248.1|DFIC	LOC110189856|XP_020815732.1|DSER
OG0004393	LOC108087820|XP_017040877.1|DFIC	LOC110178471|XP_020801270.1|DSER
OG0004394	LOC108090528|XP_017044736.1|DFIC	LOC110176853|XP_020798986.1|DSER
OG0004395	LOC108094789|XP_017051050.1|DFIC	LOC110189688|XP_020815521.1|DSER
OG0004396	LOC108096387|XP_017053481.1|DFIC	LOC110189446|XP_020815177.1|DSER
OG0004397	LOC108087784|XP_017040804.1|DFIC	LOC110189745|XP_020815607.1|DSER
OG0004398	LOC108087789|XP_017040811.1|DFIC	LOC110189747|XP_020815610.1|DSER
OG0004399	LOC108093702|XP_017049381.1|DFIC	LOC110178315|XP_020801085.1|DSER
OG0004400	LOC108099448|XP_017058475.1|DFIC	LOC110188757|XP_020814258.1|DSER
OG0004401	LOC108090971|XP_017045414.1|DFIC	LOC110191484|XP_020818008.1|DSER
OG0004402	LOC108090939|XP_017045364.1|DFIC	LOC110180944|XP_020804282.1|DSER
OG0004403	LOC108086682|XP_017039164.1|DFIC	LOC110177800|XP_020800388.1|DSER
OG0004404	LOC108095028|XP_017051391.1|DFIC	LOC110189308|XP_020815002.1|DSER
OG0004405	LOC108100490|XP_017059913.1|DFIC	LOC110178553|XP_020801378.1|DSER
OG0004406	LOC108095423|XP_017052017.1|DFIC	LOC110189912|XP_020815840.1|DSER
OG0004407	LOC108090355|XP_017044469.1|DFIC	LOC110178397|XP_020801194.1|DSER
OG0004408	LOC108095479|XP_017052083.1|DFIC	LOC110191189|XP_020817616.1|DSER
OG0004409	LOC108095061|XP_017051467.1|DFIC	LOC110185426|XP_020809899.1|DSER
OG0004410	LOC108093863|XP_017049692.1|DFIC	LOC110187679|XP_020812806.1|DSER
OG0004411	LOC108093594|XP_017049209.1|DFIC	LOC110179834|XP_020803101.1|DSER
OG0004412	LOC108093593|XP_017049208.1|DFIC	LOC110179814|XP_020803078.1|DSER
OG0004413	LOC108090910|XP_017045321.1|DFIC	LOC110191479|XP_020817999.1|DSER
OG0004414	LOC108090987|XP_017045432.1|DFIC	LOC110191618|XP_020818167.1|DSER
OG0004415	LOC108093940|XP_017049814.1|DFIC	LOC110177833|XP_020800437.1|DSER
OG0004416	LOC108093954|XP_017049843.1|DFIC	LOC110189430|XP_020815159.1|DSER
OG0004417	LOC108099620|XP_017058732.1|DFIC	LOC110189690|XP_020815526.1|DSER
OG0004418	LOC108096703|XP_017054026.1|DFIC	LOC110189428|XP_020815150.1|DSER
OG0004419	LOC108090259|XP_017044356.1|DFIC	LOC110189340|XP_020815041.1|DSER
OG0004420	LOC108096521|XP_017053639.1|DFIC	LOC110177591|XP_020800037.1|DSER
OG0004421	LOC108099956|XP_017059124.1|DFIC	LOC110178913|XP_020801851.1|DSER
OG0004422	LOC108099766|XP_017058884.1|DFIC	LOC110185228|XP_020809617.1|DSER
OG0004423	LOC108093710|XP_017049397.1|DFIC	LOC110183615|XP_020807629.1|DSER
OG0004424	LOC108101927|XP_017061999.1|DFIC	LOC110176707|XP_020798808.1|DSER
OG0004425	LOC108100435|XP_017059843.1|DFIC	LOC110184647|XP_020808908.1|DSER
OG0004426	LOC108100558|XP_017060020.1|DFIC	LOC110184667|XP_020808934.1|DSER
OG0004427	LOC108096349|XP_017053386.1|DFIC	LOC110176712|XP_020798811.1|DSER
OG0004428	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC	LOC110185460|XP_020809965.1|DSER
OG0004429	LOC108089993|XP_017043984.1|DFIC	LOC110187433|XP_020812482.1|DSER
OG0004430	LOC108087498|XP_017040383.1|DFIC	LOC110176131|XP_020798026.1|DSER
OG0004431	LOC108099378|XP_017058360.1|DFIC	LOC110189400|XP_020815117.1|DSER
OG0004432	LOC108099374|XP_017058356.1|DFIC	LOC110189391|XP_020815104.1|DSER
OG0004433	LOC108088912|XP_017042413.1|DFIC	LOC110177512|XP_020799926.1|DSER
OG0004434	LOC108087786|XP_017040808.1|DFIC	LOC110189746|XP_020815609.1|DSER
OG0004435	LOC108094934|XP_017051282.1|DFIC	LOC110191760|XP_020818360.1|DSER
OG0004436	LOC108093683|XP_017049352.1|DFIC	LOC110177995|XP_020800653.1|DSER
OG0004437	LOC108095254|XP_017051770.1|DFIC	LOC110180247|XP_020803563.1|DSER
OG0004438	LOC108093814|XP_017049618.1|DFIC	LOC110179271|XP_020802393.1|DSER
OG0004439	LOC108086690|XP_017039174.1|DFIC	LOC110190944|XP_020817281.1|DSER
OG0004440	LOC108093865|XP_017049694.1|DFIC	LOC110177603|XP_020800064.1|DSER
OG0004441	LOC108094113|XP_017050023.1|DFIC	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER
OG0004442	LOC108093617|XP_017049242.1|DFIC	LOC110176617|XP_020798705.1|DSER
OG0004443	LOC108089500|XP_017043293.1|DFIC	LOC110181283|XP_020804665.1|DSER
OG0004444	LOC108093757|XP_017049514.1|DFIC	LOC110176278|XP_020798257.1|DSER
OG0004445	LOC108090883|XP_017045274.1|DFIC	LOC110191636|XP_020818186.1|DSER
OG0004446	LOC108086820|XP_017039352.1|DFIC	LOC110186246|XP_020810979.1|DSER
OG0004447	LOC108091858|XP_017046727.1|DFIC	LOC110187723|XP_020812829.1|DSER
OG0004448	LOC108093642|XP_017049290.1|DFIC	LOC110177728|XP_020800240.1|DSER
OG0004449	LOC108096418|XP_017053487.1|DFIC	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER
OG0004450	LOC108086716|XP_017039223.1|DFIC	LOC110178403|XP_020801202.1|DSER
OG0004451	LOC108086732|XP_017039251.1|DFIC	LOC110178277|XP_020801005.1|DSER
OG0004452	LOC108094956|XP_017051308.1|DFIC	LOC110181706|XP_020805216.1|DSER
OG0004453	LOC108093868|XP_017049698.1|DFIC	LOC110176315|XP_020798290.1|DSER
OG0004454	LOC108087971|XP_017041059.1|DFIC	LOC110176618|XP_020798702.1|DSER
OG0004455	LOC108096455|XP_017053551.1|DFIC	LOC110179971|XP_020803211.1|DSER
OG0004456	LOC108092927|XP_017048279.1|DFIC	LOC110182832|XP_020806624.1|DSER
OG0004457	LOC108100725|XP_017060250.1|DFIC	LOC110181268|XP_020804636.1|DSER
OG0004458	LOC108100474|XP_017059893.1|DFIC	LOC110178937|XP_020801893.1|DSER
OG0004459	LOC108089557|XP_017043388.1|DFIC	LOC110177499|XP_020799911.1|DSER
OG0004460	LOC108099943|XP_017059107.1|DFIC	LOC110189940|XP_020815885.1|DSER
OG0004461	LOC108096383|XP_017053429.1|DFIC	LOC110176280|XP_020798255.1|DSER
OG0004462	LOC108088279|XP_017041490.1|DFIC	LOC110185280|XP_020809685.1|DSER
OG0004463	LOC108088785|XP_017042235.1|DFIC	LOC110190421|XP_020816557.1|DSER
OG0004464	LOC108095435|XP_017052033.1|DFIC	LOC110190380|XP_020816469.1|DSER
OG0004465	LOC108088321|XP_017041546.1|DFIC	LOC110188794|XP_020814311.1|DSER
OG0004466	LOC108088339|XP_017041574.1|DFIC	LOC110185222|XP_020809612.1|DSER
OG0004467	LOC108100591|XP_017060060.1|DFIC	LOC110190361|XP_020816429.1|DSER
OG0004468	LOC108100590|XP_017060059.1|DFIC	LOC110190166|XP_020816161.1|DSER
OG0004469	LOC108096433|XP_017053512.1|DFIC	LOC110176265|XP_020798238.1|DSER
OG0004470	LOC108095083|XP_017051500.1|DFIC	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER
OG0004471	LOC108099494|XP_017058544.1|DFIC	LOC110187767|XP_020812887.1|DSER
OG0004472	LOC108090840|XP_017045199.1|DFIC	LOC110191591|XP_020818139.1|DSER
OG0004473	LOC108087604|XP_017040532.1|DFIC	LOC110176322|XP_020798299.1|DSER
OG0004474	LOC108087757|XP_017040776.1|DFIC	LOC110176327|XP_020798306.1|DSER
OG0004475	LOC108087376|XP_017040207.1|DFIC	LOC110189405|XP_020815120.1|DSER
OG0004476	LOC108093389|XP_017048897.1|DFIC	LOC110182738|XP_020806499.1|DSER
OG0004477	LOC108101586|XP_017061486.1|DFIC	LOC110176910|XP_020799059.1|DSER
OG0004478	LOC108086771|XP_017039306.1|DFIC	LOC110189205|XP_020814835.1|DSER
OG0004479	LOC108090725|XP_017045026.1|DFIC	LOC110191476|XP_020817996.1|DSER
OG0004480	LOC108098099|XP_017056298.1|DFIC	LOC110176028|XP_020797897.1|DSER
OG0004481	LOC108090460|XP_017044641.1|DFIC	LOC110191578|XP_020818120.1|DSER
OG0004482	LOC108086872|XP_017039423.1|DFIC	LOC110186830|XP_020811780.1|DSER
OG0004483	LOC108090899|XP_017045299.1|DFIC	LOC110191508|XP_020818035.1|DSER
OG0004484	LOC108091776|XP_017046612.1|DFIC	LOC110188477|XP_020813865.1|DSER
OG0004485	LOC108097119|XP_017054700.1|DFIC	LOC110182473|XP_020806173.1|DSER
OG0004486	LOC108094014|XP_017049930.1|DFIC	LOC110178487|XP_020801295.1|DSER
OG0004487	LOC108099961|XP_017059138.1|DFIC	LOC110189999|XP_020815957.1|DSER
OG0004488	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC	LOC110189315|XP_020815017.1|DSER
OG0004489	LOC108100267|XP_017059538.1|DFIC	LOC110177638|XP_020800109.1|DSER
OG0004490	LOC108096564|XP_017053747.1|DFIC	LOC110176752|XP_020798861.1|DSER
OG0004491	LOC108093012|XP_017048404.1|DFIC	LOC110185882|XP_020810552.1|DSER, LOC110183331|XP_020807242.1|DSER
OG0004492	LOC108088838|XP_017042300.1|DFIC	LOC110189836|XP_020815691.1|DSER
OG0004493	LOC108089368|XP_017043033.1|DFIC	LOC110177497|XP_020799909.1|DSER
OG0004494	LOC108099569|XP_017058657.1|DFIC	LOC110187698|XP_020812792.1|DSER
OG0004495	LOC108099632|XP_017058750.1|DFIC	LOC110191378|XP_020817889.1|DSER
OG0004496	LOC108086375|XP_017038765.1|DFIC, LOC108086376|XP_017038766.1|DFIC	LOC110191608|XP_020818154.1|DSER, LOC110191610|XP_020818156.1|DSER
OG0004497	LOC108096525|XP_017053696.1|DFIC	LOC110179852|XP_020803116.1|DSER
OG0004498	LOC108087108|XP_017039779.1|DFIC	LOC110185294|XP_020809705.1|DSER
OG0004499	LOC108096656|XP_017053912.1|DFIC	LOC110191675|XP_020818246.1|DSER
OG0004500	LOC108095117|XP_017051544.1|DFIC	LOC110184066|XP_020808104.1|DSER
OG0004501	LOC108093984|XP_017049882.1|DFIC	LOC110178287|XP_020801017.1|DSER
OG0004502	LOC108096511|XP_017053609.1|DFIC	LOC110177821|XP_020800370.1|DSER
OG0004502	LOC108096806|XP_017054181.1|DFIC	LOC110177715|XP_020800214.1|DSER
OG0004503	LOC108087281|XP_017040079.1|DFIC, LOC108087054|XP_017039720.1|DFIC	LOC110186145|XP_020810855.1|DSER, LOC110186231|XP_020810952.1|DSER
OG0004504	LOC108099996|XP_017059185.1|DFIC	LOC110187675|XP_020812757.1|DSER
OG0004505	LOC108092161|XP_017047172.1|DFIC	LOC110186588|XP_020811468.1|DSER
OG0004506	LOC108088468|XP_017041742.1|DFIC	LOC110176394|XP_020798386.1|DSER
OG0004507	LOC108091835|XP_017046704.1|DFIC	LOC110176630|XP_020798714.1|DSER
OG0004508	LOC108095925|XP_017052748.1|DFIC	LOC110186682|XP_020811607.1|DSER
OG0004509	LOC108100393|XP_017059740.1|DFIC	LOC110181255|XP_020804619.1|DSER
OG0004510	LOC108095309|XP_017051866.1|DFIC	LOC110181485|XP_020804896.1|DSER
OG0004511	LOC108095821|XP_017052589.1|DFIC	LOC110190108|XP_020816080.1|DSER
OG0004512	LOC108095023|XP_017051379.1|DFIC	LOC110185457|XP_020809959.1|DSER
OG0004513	LOC108095037|XP_017051414.1|DFIC	LOC110185444|XP_020809928.1|DSER
OG0004514	LOC108095018|XP_017051371.1|DFIC	LOC110185415|XP_020809887.1|DSER
OG0004515	LOC108097664|XP_017055600.1|DFIC	LOC110179569|XP_020802812.1|DSER
OG0004516	LOC108091250|XP_017045853.1|DFIC	LOC110182468|XP_020806165.1|DSER
OG0004517	LOC108088601|XP_017041958.1|DFIC	LOC110179069|XP_020802095.1|DSER
OG0004518	LOC108094624|XP_017050796.1|DFIC	LOC110184483|XP_020808693.1|DSER
OG0004519	LOC108086579|XP_017039025.1|DFIC	LOC110186860|XP_020811811.1|DSER
OG0004520	LOC108094686|XP_017050897.1|DFIC	LOC110181682|XP_020805182.1|DSER
OG0004521	LOC108091136|XP_017045659.1|DFIC	LOC110189487|XP_020815232.1|DSER
OG0004522	LOC108088709|XP_017042141.1|DFIC	LOC110181853|XP_020805426.1|DSER
OG0004523	LOC108086835|XP_017039371.1|DFIC	LOC110186395|XP_020811216.1|DSER
OG0004524	LOC108097008|XP_017054496.1|DFIC	LOC110182572|XP_020806278.1|DSER
OG0004525	LOC108097558|XP_017055427.1|DFIC	LOC110176061|XP_020797939.1|DSER
OG0004526	LOC108095313|XP_017051871.1|DFIC	LOC110180567|XP_020803922.1|DSER
OG0004527	LOC108097203|XP_017054838.1|DFIC	LOC110179359|XP_020802532.1|DSER
OG0004528	LOC108097488|XP_017055281.1|DFIC	LOC110176066|XP_020797946.1|DSER
OG0004529	LOC108092862|XP_017048184.1|DFIC	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER
OG0004530	LOC108098131|XP_017056342.1|DFIC	LOC110181637|XP_020805102.1|DSER
OG0004531	LOC108099672|XP_017058799.1|DFIC	LOC110188645|XP_020814082.1|DSER
OG0004532	LOC108094637|XP_017050817.1|DFIC	LOC110187062|XP_020812108.1|DSER
OG0004533	LOC108095581|XP_017052226.1|DFIC	LOC110183520|XP_020807467.1|DSER
OG0004534	LOC108090455|XP_017044636.1|DFIC	LOC110187497|XP_020812583.1|DSER
OG0004535	LOC108089378|XP_017043047.1|DFIC	LOC110188511|XP_020813904.1|DSER
OG0004536	LOC108094411|XP_017050469.1|DFIC	LOC110191961|XP_020818638.1|DSER
OG0004537	LOC108092958|XP_017048330.1|DFIC	LOC110180454|XP_020803788.1|DSER
OG0004538	LOC108087708|XP_017040714.1|DFIC	LOC110176925|XP_020799078.1|DSER
OG0004539	LOC108093338|XP_017048823.1|DFIC	LOC110188247|XP_020813572.1|DSER
OG0004540	LOC108091224|XP_017045818.1|DFIC	LOC110182052|XP_020805667.1|DSER
OG0004541	LOC108093769|XP_017049527.1|DFIC	LOC110176348|XP_020798335.1|DSER
OG0004542	LOC108088702|XP_017042132.1|DFIC	LOC110184122|XP_020808187.1|DSER
OG0004543	LOC108095335|XP_017051905.1|DFIC	LOC110180423|XP_020803753.1|DSER
OG0004544	LOC108092948|XP_017048308.1|DFIC	LOC110182833|XP_020806625.1|DSER
OG0004545	LOC108099273|XP_017058141.1|DFIC	LOC110187877|XP_020813020.1|DSER
OG0004546	LOC108087781|XP_017040801.1|DFIC	LOC110180048|XP_020803327.1|DSER
OG0004547	LOC108097106|XP_017054664.1|DFIC	LOC110187122|XP_020812191.1|DSER
OG0004548	LOC108094332|XP_017050374.1|DFIC	LOC110191987|XP_020818677.1|DSER
OG0004549	LOC108092892|XP_017048227.1|DFIC	LOC110178198|XP_020800893.1|DSER
OG0004550	LOC108098127|XP_017056337.1|DFIC	LOC110178084|XP_020800747.1|DSER
OG0004551	LOC108094882|XP_017051206.1|DFIC	LOC110182879|XP_020806683.1|DSER
OG0004552	LOC108091086|XP_017045579.1|DFIC	LOC110184280|XP_020808413.1|DSER
OG0004553	LOC108089025|XP_017042599.1|DFIC	LOC110190403|XP_020816517.1|DSER
OG0004554	LOC108097190|XP_017054823.1|DFIC	LOC110182541|XP_020806249.1|DSER
OG0004555	LOC108097389|XP_017055134.1|DFIC	LOC110182533|XP_020806241.1|DSER
OG0004556	LOC108087595|XP_017040518.1|DFIC	LOC110179070|XP_020802107.1|DSER
OG0004557	LOC108091313|XP_017045926.1|DFIC	LOC110184609|XP_020808861.1|DSER
OG0004558	LOC108100915|XP_017060518.1|DFIC	LOC110180371|XP_020803698.1|DSER
OG0004559	LOC108087151|XP_017039855.1|DFIC	LOC110184611|XP_020808867.1|DSER
OG0004560	LOC108101009|XP_017060661.1|DFIC	LOC110179404|XP_020802588.1|DSER
OG0004561	LOC108091985|XP_017046886.1|DFIC	LOC110176431|XP_020798439.1|DSER
OG0004562	LOC108095975|XP_017052808.1|DFIC	LOC110177343|XP_020799690.1|DSER
OG0004563	LOC108097010|XP_017054501.1|DFIC	LOC110191891|XP_020818535.1|DSER
OG0004564	LOC108101014|XP_017060667.1|DFIC	LOC110188710|XP_020814179.1|DSER
OG0004565	LOC108098851|XP_017057502.1|DFIC	LOC110187752|XP_020812872.1|DSER
OG0004566	LOC108095543|XP_017052161.1|DFIC	LOC110181788|XP_020805327.1|DSER
OG0004567	LOC108098083|XP_017056274.1|DFIC	LOC110182194|XP_020805865.1|DSER
OG0004568	LOC108097306|XP_017055011.1|DFIC	LOC110183499|XP_020807441.1|DSER
OG0004569	LOC108098556|XP_017057050.1|DFIC	LOC110176432|XP_020798440.1|DSER
OG0004570	LOC108090429|XP_017044589.1|DFIC	LOC110182372|XP_020806075.1|DSER
OG0004571	LOC108088701|XP_017042130.1|DFIC	LOC110182631|XP_020806352.1|DSER
OG0004572	LOC108101279|XP_017061061.1|DFIC	LOC110185885|XP_020810556.1|DSER
OG0004573	LOC108087244|XP_017040029.1|DFIC	LOC110187826|XP_020812962.1|DSER
OG0004574	LOC108097033|XP_017054541.1|DFIC	LOC110181888|XP_020805477.1|DSER
OG0004575	LOC108097300|XP_017055004.1|DFIC	LOC110181824|XP_020805381.1|DSER
OG0004576	LOC108097616|XP_017055515.1|DFIC	LOC110186429|XP_020811271.1|DSER
OG0004577	LOC108092077|XP_017047042.1|DFIC	LOC110183956|XP_020807974.1|DSER
OG0004578	LOC108091222|XP_017045814.1|DFIC	LOC110176036|XP_020797907.1|DSER
OG0004579	LOC108092426|XP_017047484.1|DFIC	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER
OG0004580	LOC108087335|XP_017040158.1|DFIC	LOC110186086|XP_020810786.1|DSER
OG0004581	LOC108097111|XP_017054680.1|DFIC	LOC110191773|XP_020818377.1|DSER
OG0004582	LOC108086844|XP_017039383.1|DFIC	LOC110186410|XP_020811240.1|DSER
OG0004583	LOC108097601|XP_017055497.1|DFIC	LOC110184124|XP_020808189.1|DSER
OG0004584	LOC108086770|XP_017039305.1|DFIC	LOC110189483|XP_020815229.1|DSER
OG0004585	LOC108088508|XP_017041830.1|DFIC	LOC110191187|XP_020817614.1|DSER
OG0004586	LOC108101774|XP_017061737.1|DFIC	LOC110180615|XP_020803957.1|DSER
OG0004587	LOC108086854|XP_017039397.1|DFIC	LOC110187005|XP_020812025.1|DSER
OG0004588	LOC108086853|XP_017039396.1|DFIC	LOC110186614|XP_020811507.1|DSER
OG0004589	LOC108100922|XP_017060530.1|DFIC	LOC110180373|XP_020803699.1|DSER
OG0004590	LOC108088434|XP_017041694.1|DFIC	LOC110189015|XP_020814632.1|DSER
OG0004591	LOC108088513|XP_017041839.1|DFIC	LOC110189036|XP_020814664.1|DSER
OG0004592	LOC108097594|XP_017055480.1|DFIC	LOC110180626|XP_020803971.1|DSER
OG0004593	LOC108097529|XP_017055363.1|DFIC	LOC110182115|XP_020805784.1|DSER
OG0004594	LOC108097507|XP_017055308.1|DFIC	LOC110179127|XP_020802178.1|DSER
OG0004595	LOC108094708|XP_017050934.1|DFIC	LOC110184529|XP_020808764.1|DSER
OG0004596	LOC108092817|XP_017048081.1|DFIC	LOC110182845|XP_020806636.1|DSER
OG0004597	LOC108093587|XP_017049204.1|DFIC	LOC110181582|XP_020805033.1|DSER
OG0004598	LOC108089428|XP_017043124.1|DFIC	LOC110183587|XP_020807559.1|DSER
OG0004599	LOC108092510|XP_017047617.1|DFIC	LOC110177033|XP_020799209.1|DSER
OG0004600	LOC108101705|XP_017061631.1|DFIC	LOC110179455|XP_020802662.1|DSER
OG0004601	LOC108101711|XP_017061639.1|DFIC	LOC110179612|XP_020802872.1|DSER
OG0004602	LOC108097776|XP_017055792.1|DFIC	LOC110179386|XP_020802569.1|DSER
OG0004603	LOC108091573|XP_017046340.1|DFIC	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER
OG0004604	LOC108088693|XP_017042123.1|DFIC	LOC110184137|XP_020808207.1|DSER
OG0004605	LOC108097421|XP_017055174.1|DFIC	LOC110184484|XP_020808694.1|DSER
OG0004606	LOC108101095|XP_017060796.1|DFIC	LOC110188207|XP_020813495.1|DSER
OG0004607	LOC108091277|XP_017045880.1|DFIC	LOC110178032|XP_020800708.1|DSER
OG0004608	LOC108095307|XP_017051856.1|DFIC	LOC110181641|XP_020805109.1|DSER
OG0004609	LOC108097715|XP_017055695.1|DFIC	LOC110181818|XP_020805369.1|DSER
OG0004610	LOC108099547|XP_017058611.1|DFIC	LOC110186629|XP_020811541.1|DSER
OG0004611	LOC108099559|XP_017058634.1|DFIC	LOC110186616|XP_020811509.1|DSER
OG0004612	LOC108099631|XP_017058749.1|DFIC	LOC110186442|XP_020811285.1|DSER
OG0004613	LOC108097131|XP_017054719.1|DFIC	LOC110191778|XP_020818382.1|DSER
OG0004614	LOC108097770|XP_017055785.1|DFIC	LOC110179731|XP_020803006.1|DSER
