Orthogroup	DFIC.longest_only	DPSE.longest_only
OG0006376	LOC108097591|XP_017055476.1|DFIC	LOC4815543|XP_001355668.3|DPSE
OG0006377	LOC108088633|XP_017042040.1|DFIC	LOC4814418|XP_001354390.1|DPSE
OG0006378	LOC108088452|XP_017041720.1|DFIC	LOC4800510|XP_001357775.3|DPSE
OG0006379	LOC108094587|XP_017050694.1|DFIC	LOC6902206|XP_002133733.2|DPSE
OG0006380	LOC108091351|XP_017045993.1|DFIC	LOC4815125|XP_001354687.2|DPSE
OG0006381	LOC108097584|XP_017055462.1|DFIC	LOC4815098|XP_001355017.2|DPSE
OG0006382	LOC108095613|XP_017052267.1|DFIC	LOC4815748|XP_001355677.3|DPSE
OG0006383	LOC108095524|XP_017052130.1|DFIC	LOC4815762|XP_033239006.1|DPSE
OG0006384	LOC108095622|XP_017052278.1|DFIC	LOC4815668|XP_001355270.2|DPSE
OG0006385	LOC108095793|XP_017052543.1|DFIC	LOC4800934|XP_001358121.2|DPSE
OG0006386	LOC108088159|XP_017041312.1|DFIC	LOC4816204|XP_001355786.1|DPSE
OG0006387	LOC108099518|XP_017058572.1|DFIC	LOC4800393|XP_001357678.4|DPSE
OG0006388	LOC108092873|XP_017048198.1|DFIC	LOC4815991|XP_001355714.4|DPSE
OG0006389	LOC108092871|XP_017048196.1|DFIC	LOC4815820|XP_001355715.4|DPSE
OG0006390	LOC108087232|XP_017040007.1|DFIC	LOC4802239|XP_015037691.1|DPSE
OG0006391	LOC108087078|XP_017039746.1|DFIC	LOC4801389|XP_001358490.3|DPSE
OG0006392	LOC108097007|XP_017054495.1|DFIC	LOC4814487|XP_001354544.4|DPSE
OG0006393	LOC108098265|XP_017056552.1|DFIC	LOC4817722|XP_001357124.4|DPSE
OG0006394	LOC108092085|XP_017047059.1|DFIC	LOC4800651|XP_001357884.1|DPSE
OG0006395	LOC108099520|XP_017058575.1|DFIC	LOC4800353|XP_001357561.1|DPSE
OG0006396	LOC108097636|XP_017055555.1|DFIC	LOC4814731|XP_001354571.3|DPSE
OG0006397	LOC108091315|XP_017045934.1|DFIC	LOC4815267|XP_001355164.3|DPSE
OG0006398	LOC108097249|XP_017054919.1|DFIC	LOC6901319|XP_002134020.2|DPSE
OG0006399	LOC108094620|XP_017050792.1|DFIC	LOC4815650|XP_033239496.1|DPSE
OG0006400	LOC108094619|XP_017050791.1|DFIC	LOC4815795|XP_001355275.3|DPSE
OG0006401	LOC108088329|XP_017041557.1|DFIC	LOC4813657|XP_001353486.3|DPSE
OG0006402	LOC108098651|XP_017057216.1|DFIC	LOC4802248|XP_001359207.2|DPSE
OG0006403	LOC108098483|XP_017056883.1|DFIC	LOC4803295|XP_001360059.2|DPSE
OG0006404	LOC108102022|XP_017062111.1|DFIC	LOC4802837|XP_001359673.4|DPSE
OG0006405	LOC108095454|XP_017052058.1|DFIC	LOC4813302|XP_001353593.3|DPSE
OG0006406	LOC108097748|XP_017055746.1|DFIC	LOC4801604|XP_001358671.2|DPSE
OG0006407	LOC108088636|XP_017042043.1|DFIC	LOC4815331|XP_001354981.3|DPSE
OG0006408	LOC108088689|XP_017042118.1|DFIC	LOC4815176|XP_001354938.1|DPSE
OG0006409	LOC108101709|XP_017061636.1|DFIC	LOC4815254|XP_001354755.2|DPSE
OG0006410	LOC108095357|XP_017051927.1|DFIC	LOC4815320|XP_001354512.2|DPSE
OG0006411	LOC108098139|XP_017056352.1|DFIC	LOC6901317|XP_033239448.1|DPSE
OG0006412	LOC108095933|XP_017052759.1|DFIC	LOC4801332|XP_001358444.2|DPSE
OG0006413	LOC108095859|XP_017052647.1|DFIC	LOC4801334|XP_015037190.2|DPSE
OG0006414	LOC108099610|XP_017058722.1|DFIC	LOC4801970|XP_001358983.2|DPSE
OG0006415	LOC108097552|XP_017055398.1|DFIC	LOC4814248|XP_001354419.3|DPSE
OG0006416	LOC108095321|XP_017051888.1|DFIC	LOC4814814|XP_001355146.2|DPSE
OG0006417	LOC108092433|XP_017047504.1|DFIC	LOC4816462|XP_001356150.2|DPSE
OG0006418	LOC108098115|XP_017056319.1|DFIC	LOC6901013|XP_033238151.1|DPSE
OG0006419	LOC108086858|XP_017039400.1|DFIC	LOC4800729|XP_001357949.2|DPSE
OG0006420	LOC108087294|XP_017040093.1|DFIC	LOC4801565|XP_001358639.2|DPSE
OG0006421	LOC108093448|XP_017049003.1|DFIC	LOC4816417|XP_001356077.3|DPSE
OG0006422	LOC108091501|XP_017046267.1|DFIC	LOC4818105|XP_001357229.1|DPSE
OG0006423	LOC108099407|XP_017058410.1|DFIC	LOC4801674|XP_001358724.3|DPSE
OG0006424	LOC108099409|XP_017058412.1|DFIC	LOC6897297|XP_002137456.2|DPSE
OG0006425	LOC108099568|XP_017058655.1|DFIC	LOC4801676|XP_001358726.3|DPSE
OG0006426	LOC108099567|XP_017058654.1|DFIC	LOC4801677|XP_001358727.2|DPSE
OG0006427	LOC108095884|XP_017052684.1|DFIC	LOC4800666|XP_001357898.2|DPSE
OG0006428	LOC108098618|XP_017057174.1|DFIC	LOC4801540|XP_015037306.2|DPSE
OG0006429	LOC108087130|XP_017039816.1|DFIC	LOC4801754|XP_001358795.2|DPSE
OG0006431	LOC108088490|XP_017041798.1|DFIC	LOC4800299|XP_001357648.2|DPSE
OG0006432	LOC108087926|XP_017041001.1|DFIC	LOC4801003|XP_001358177.3|DPSE
OG0006433	LOC108087207|XP_017039961.1|DFIC	LOC4801575|XP_001358645.3|DPSE
OG0006434	LOC108089128|XP_017042732.1|DFIC	LOC4811836|XP_001382214.2|DPSE
OG0006435	LOC108088495|XP_017041809.1|DFIC	LOC6897117|XP_015037111.2|DPSE
OG0006436	LOC108097877|XP_017055901.1|DFIC	LOC4816058|XP_001355587.2|DPSE
OG0006437	LOC108102207|XP_017062400.1|DFIC	LOC6901341|XP_015041591.1|DPSE
OG0006438	LOC108091539|XP_017046292.1|DFIC	LOC4817274|XP_001356436.2|DPSE
OG0006439	LOC108087042|XP_017039707.1|DFIC	LOC4800797|XP_001358008.1|DPSE
OG0006440	LOC108087043|XP_017039708.1|DFIC	LOC4800798|XP_001358009.3|DPSE
OG0006441	LOC108091719|XP_017046552.1|DFIC	LOC4801919|XP_001358937.3|DPSE
OG0006442	LOC108099619|XP_017058730.1|DFIC	LOC4800431|XP_001357709.3|DPSE
OG0006443	LOC108091795|XP_017046647.1|DFIC	LOC4802275|XP_001359227.1|DPSE
OG0006444	LOC108097726|XP_017055714.1|DFIC	LOC4800253|XP_001357643.1|DPSE
OG0006445	LOC108097314|XP_017055020.1|DFIC	LOC4815847|XP_001355582.2|DPSE
OG0006446	LOC108095930|XP_017052756.1|DFIC	LOC4811823|XP_001352378.4|DPSE
OG0006447	LOC108095998|XP_017052833.1|DFIC	LOC4811824|XP_001382205.4|DPSE
OG0006448	LOC108092179|XP_017047192.1|DFIC	LOC4801787|XP_001358824.1|DPSE
OG0006449	LOC108091869|XP_017046738.1|DFIC	LOC4801785|XP_001358822.4|DPSE
OG0006450	LOC108090618|XP_017044884.1|DFIC	LOC4817683|XP_001357069.2|DPSE
OG0006451	LOC108088643|XP_017042049.1|DFIC	LOC4815027|XP_033240930.1|DPSE
OG0006452	LOC108095785|XP_017052530.1|DFIC	LOC4802128|XP_033241712.1|DPSE
OG0006453	LOC108099860|XP_017058996.1|DFIC	LOC4813741|XP_001353786.2|DPSE
OG0006454	LOC108097294|XP_017054997.1|DFIC	LOC4814334|XP_001354494.3|DPSE
OG0006455	LOC108098536|XP_017057006.1|DFIC	LOC4802758|XP_033241148.1|DPSE
OG0006456	LOC108098535|XP_017057005.1|DFIC	LOC4802756|XP_001359617.2|DPSE
OG0006457	LOC108091645|XP_017046437.1|DFIC	LOC4801266|XP_001358387.3|DPSE
OG0006458	LOC108089227|XP_017042873.1|DFIC	LOC6899499|XP_002136033.3|DPSE, LOC4811722|XP_033235777.1|DPSE
OG0006459	LOC108099486|XP_017058535.1|DFIC	LOC4800617|XP_001357861.1|DPSE
OG0006460	LOC108091953|XP_017046839.1|DFIC	LOC4801763|XP_001358804.2|DPSE
OG0006461	LOC108098611|XP_017057163.1|DFIC	LOC4800851|XP_001358052.2|DPSE
OG0006462	LOC108087104|XP_017039775.1|DFIC	LOC4800569|XP_033232363.1|DPSE
OG0006463	LOC108097625|XP_017055539.1|DFIC	LOC4801255|XP_001358378.4|DPSE
OG0006464	LOC108100617|XP_017060097.1|DFIC	LOC4812261|XP_015044060.2|DPSE
OG0006465	LOC108097188|XP_017054820.1|DFIC	LOC4815521|XP_001355349.1|DPSE
OG0006466	LOC108097009|XP_017054497.1|DFIC	LOC4815793|XP_001355555.2|DPSE
OG0006467	LOC108088061|XP_017041190.1|DFIC	LOC4801345|XP_001358454.2|DPSE
OG0006468	LOC108092208|XP_017047226.1|DFIC	LOC4801782|XP_001358819.3|DPSE
OG0006469	LOC108097544|XP_017055386.1|DFIC	LOC6901537|XP_002134212.1|DPSE
OG0006470	LOC108089560|XP_017043393.1|DFIC	LOC4813194|XP_001353264.5|DPSE
OG0006471	LOC108092038|XP_017046966.1|DFIC	LOC4801771|XP_001358812.3|DPSE
OG0006472	LOC108092037|XP_017046965.1|DFIC	LOC4801770|XP_001358811.1|DPSE
OG0006473	LOC108087546|XP_017040450.1|DFIC	LOC4813356|XP_033241280.1|DPSE
OG0006474	LOC108090561|XP_017044793.1|DFIC	LOC4805682|XP_001362041.2|DPSE
OG0006475	LOC108091821|XP_017046687.1|DFIC	LOC4801880|XP_001358903.3|DPSE
OG0006476	LOC108092964|XP_017048339.1|DFIC	LOC4815638|XP_001355580.3|DPSE
OG0006477	LOC108097342|XP_017055067.1|DFIC	LOC4814981|XP_001355024.2|DPSE
OG0006478	LOC108087337|XP_017040162.1|DFIC	LOC4801745|XP_001358788.2|DPSE
OG0006479	LOC108087141|XP_017039835.1|DFIC	LOC4801746|XP_033236056.1|DPSE
OG0006480	LOC108101553|XP_017061437.1|DFIC	LOC4803634|XP_001360322.2|DPSE
OG0006481	LOC108093501|XP_017049080.1|DFIC	LOC4817358|XP_001356836.1|DPSE
OG0006482	LOC108086564|XP_017039010.1|DFIC	LOC6897083|XP_002137267.2|DPSE
OG0006483	LOC108095901|XP_017052712.1|DFIC	LOC4801287|XP_001358407.3|DPSE
OG0006484	LOC108095900|XP_017052710.1|DFIC	LOC4801285|XP_033234664.1|DPSE
OG0006485	LOC108097730|XP_017055720.1|DFIC	LOC4801806|XP_033232567.1|DPSE
OG0006486	LOC108098772|XP_017057392.1|DFIC	LOC4803227|XP_001360003.2|DPSE
OG0006487	LOC108098839|XP_017057489.1|DFIC	LOC4801054|XP_001358216.2|DPSE
OG0006488	LOC108099164|XP_017058001.1|DFIC	LOC4812977|XP_001353892.3|DPSE
OG0006489	LOC108097574|XP_017055449.1|DFIC	LOC4801698|XP_001358745.1|DPSE
OG0006490	LOC108098589|XP_017057125.1|DFIC	LOC6898001|XP_002138094.2|DPSE
OG0006491	LOC108096104|XP_017052973.1|DFIC, LOC108096061|XP_017052909.1|DFIC	LOC4816991|XP_001356897.2|DPSE
OG0006492	LOC108090199|XP_017044276.1|DFIC	LOC4801484|XP_001358567.3|DPSE
OG0006493	LOC108098051|XP_017056220.1|DFIC	LOC4815217|XP_001354617.2|DPSE
OG0006494	LOC108094638|XP_017050823.1|DFIC	LOC6901809|XP_002134477.2|DPSE
OG0006495	LOC108094715|XP_017050941.1|DFIC	LOC26534064|XP_015035013.2|DPSE
OG0006496	LOC108092034|XP_017046964.1|DFIC	LOC4801772|XP_001358813.2|DPSE
OG0006497	LOC108087219|XP_017039982.1|DFIC	LOC4801412|XP_001358511.1|DPSE
OG0006498	LOC108087358|XP_017040187.1|DFIC	LOC6897184|XP_002137364.2|DPSE
OG0006499	LOC108086818|XP_017039350.1|DFIC	LOC6896886|XP_015038856.2|DPSE
OG0006500	LOC108089172|XP_017042797.1|DFIC	LOC4811826|XP_001382221.3|DPSE
OG0006501	LOC108097627|XP_017055540.1|DFIC	LOC4800416|XP_001357695.4|DPSE
OG0006502	LOC108099332|XP_017058295.1|DFIC	LOC4800412|XP_015038612.2|DPSE
OG0006503	LOC108099335|XP_017058298.1|DFIC	LOC4800410|XP_001357690.3|DPSE
OG0006504	LOC108099334|XP_017058296.1|DFIC	LOC6896743|XP_033241846.1|DPSE
OG0006505	LOC108088526|XP_017041858.1|DFIC	LOC4800994|XP_001358169.3|DPSE
OG0006507	LOC108092205|XP_017047222.1|DFIC	LOC6897829|XP_015038147.2|DPSE
OG0006508	LOC108092136|XP_017047133.1|DFIC	LOC6903724|XP_033232287.1|DPSE
OG0006509	LOC108094705|XP_017050933.1|DFIC	LOC4815356|XP_001354934.2|DPSE
OG0006510	LOC108087211|XP_017039967.1|DFIC	LOC4801026|XP_015038569.2|DPSE
OG0006511	LOC108087215|XP_017039978.1|DFIC	LOC6897183|XP_015037237.2|DPSE
OG0006512	LOC108093357|XP_017048860.1|DFIC	LOC6896950|XP_002137135.3|DPSE
OG0006513	LOC108087121|XP_017039792.1|DFIC	LOC4801406|XP_033233152.1|DPSE
OG0006514	LOC108095816|XP_017052578.1|DFIC	LOC4801370|XP_001358477.1|DPSE
OG0006515	LOC108087938|XP_017041015.1|DFIC	LOC4801841|XP_001358874.2|DPSE
OG0006516	LOC108099669|XP_017058792.1|DFIC	LOC4800442|XP_001357718.3|DPSE
OG0006517	LOC108099469|XP_017058511.1|DFIC	LOC4800446|XP_001357721.1|DPSE
OG0006518	LOC108099326|XP_017058252.1|DFIC	LOC4800443|XP_033236836.1|DPSE
OG0006519	LOC108099470|XP_017058512.1|DFIC	LOC4800447|XP_001357722.3|DPSE
OG0006520	LOC108088415|XP_017041662.1|DFIC	LOC4800275|XP_001357632.1|DPSE
OG0006521	LOC108092131|XP_017047123.1|DFIC	LOC4801616|XP_001358678.3|DPSE
OG0006522	LOC108088413|XP_017041660.1|DFIC	LOC6896714|XP_002136928.3|DPSE
OG0006523	LOC108097491|XP_017055287.1|DFIC	LOC4800691|XP_001357918.1|DPSE
OG0006524	LOC108088190|XP_017041379.1|DFIC	LOC4816118|XP_033236703.1|DPSE
OG0006525	LOC108097409|XP_017055156.1|DFIC	LOC4815605|XP_015041175.2|DPSE
OG0006526	LOC108091762|XP_017046596.1|DFIC	LOC4801889|XP_001358911.3|DPSE
OG0006527	LOC108091836|XP_017046705.1|DFIC	LOC4801890|XP_001358912.1|DPSE
OG0006528	LOC108091737|XP_017046570.1|DFIC	LOC4801891|XP_001358913.1|DPSE
OG0006529	LOC108091760|XP_017046593.1|DFIC	LOC4801893|XP_001358915.3|DPSE
OG0006530	LOC108091730|XP_017046562.1|DFIC	LOC4801895|XP_001358916.2|DPSE
OG0006531	LOC108091758|XP_017046590.1|DFIC	LOC4801900|XP_001358920.2|DPSE
OG0006532	LOC108091825|XP_017046692.1|DFIC	LOC4801906|XP_001358926.4|DPSE
OG0006533	LOC108090650|XP_017044917.1|DFIC	LOC4805244|XP_001361676.3|DPSE
OG0006534	LOC108097243|XP_017054913.1|DFIC	LOC4800697|XP_001357923.2|DPSE
OG0006535	LOC108087197|XP_017039947.1|DFIC	LOC4801760|XP_001358801.2|DPSE
OG0006536	LOC108091783|XP_017046627.1|DFIC	LOC4801928|XP_001358946.2|DPSE
OG0006537	LOC108095798|XP_017052551.1|DFIC	LOC4800747|XP_001357964.2|DPSE
OG0006538	LOC108088433|XP_017041690.1|DFIC	LOC4801180|XP_015037066.2|DPSE
OG0006539	LOC108102295|XP_017062547.1|DFIC	LOC6897141|XP_002137321.2|DPSE
OG0006540	LOC108099441|XP_017058468.1|DFIC	LOC4800975|XP_015038634.2|DPSE
OG0006541	LOC108086592|XP_017039050.1|DFIC	LOC4800458|XP_001357730.4|DPSE
OG0006542	LOC108086593|XP_017039051.1|DFIC	LOC4800459|XP_033240963.1|DPSE
OG0006543	LOC108095818|XP_017052579.1|DFIC	LOC4801125|XP_015037032.2|DPSE
OG0006544	LOC108098519|XP_017056977.1|DFIC	LOC4803298|XP_015038442.2|DPSE
OG0006545	LOC108092851|XP_017048161.1|DFIC	LOC4815198|XP_001354501.1|DPSE
OG0006546	LOC108091653|XP_017046447.1|DFIC	LOC6896959|XP_002137144.3|DPSE
OG0006547	LOC108099320|XP_017058241.1|DFIC	LOC6896755|XP_033232313.1|DPSE
OG0006548	LOC108091683|XP_017046494.1|DFIC	LOC6897128|XP_002137309.2|DPSE
OG0006549	LOC108087035|XP_017039697.1|DFIC	LOC4802553|XP_001359451.3|DPSE
OG0006550	LOC108100763|XP_017060289.1|DFIC	LOC4801116|XP_001358263.2|DPSE
OG0006551	LOC108088735|XP_017042174.1|DFIC	LOC4814243|XP_001354385.4|DPSE
OG0006552	LOC108088704|XP_017042135.1|DFIC	LOC4814263|XP_033240119.1|DPSE
OG0006553	LOC108086577|XP_017039023.1|DFIC	LOC6897073|XP_002137257.1|DPSE
OG0006554	LOC108098499|XP_017056907.1|DFIC	LOC4800862|XP_033235382.1|DPSE
OG0006555	LOC108098581|XP_017057108.1|DFIC	LOC4802771|XP_001359631.3|DPSE
OG0006556	LOC108091925|XP_017046799.1|DFIC	LOC4801301|XP_001358419.3|DPSE
OG0006557	LOC108102064|XP_017062193.1|DFIC	LOC6903076|XP_002132794.2|DPSE
OG0006558	LOC108091661|XP_017046458.1|DFIC	LOC4801230|XP_003736440.2|DPSE
OG0006559	LOC108098883|XP_017057559.1|DFIC	LOC4801501|XP_015037280.1|DPSE
OG0006560	LOC108088402|XP_017041645.1|DFIC	LOC4801964|XP_001358978.1|DPSE
OG0006561	LOC108088401|XP_017041644.1|DFIC	LOC4801965|XP_001358979.3|DPSE
OG0006562	LOC108086578|XP_017039024.1|DFIC	LOC6897077|XP_033240208.1|DPSE
OG0006563	LOC108087977|XP_017041067.1|DFIC	LOC4800819|XP_001358025.3|DPSE
OG0006564	LOC108088072|XP_017041210.1|DFIC	LOC4800816|XP_001358022.4|DPSE
OG0006565	LOC108087029|XP_017039685.1|DFIC	LOC4800807|XP_033236535.1|DPSE
OG0006566	LOC108091987|XP_017046888.1|DFIC	LOC4801363|XP_001358470.3|DPSE
OG0006567	LOC108091666|XP_017046469.1|DFIC	LOC4800643|XP_001357878.2|DPSE
OG0006568	LOC108091665|XP_017046468.1|DFIC	LOC4800644|XP_001357879.3|DPSE
OG0006569	LOC108093254|XP_017048719.1|DFIC	LOC4812486|XP_033238249.1|DPSE
OG0006570	LOC108090180|XP_017044253.1|DFIC	LOC4802487|XP_001359400.4|DPSE
OG0006571	LOC108099562|XP_017058639.1|DFIC	LOC4800610|XP_001357855.2|DPSE
OG0006572	LOC108098769|XP_017057390.1|DFIC	LOC13036531|XP_003736663.2|DPSE
OG0006573	LOC108091807|XP_017046662.1|DFIC	LOC4802289|XP_001359235.1|DPSE
OG0006574	LOC108087300|XP_017040101.1|DFIC	LOC4801027|XP_001358196.4|DPSE
OG0006575	LOC108086601|XP_017039061.1|DFIC	LOC4800478|XP_001357745.1|DPSE
OG0006576	LOC108099538|XP_017058599.1|DFIC	LOC117183311|XP_033232647.1|DPSE, LOC4800301|XP_001357545.2|DPSE
OG0006577	LOC108097729|XP_017055719.1|DFIC	LOC4801804|XP_001358838.2|DPSE
OG0006578	LOC108099537|XP_017058597.1|DFIC	LOC117183374|XP_033233000.1|DPSE, LOC4800251|XP_033232528.1|DPSE
OG0006579	LOC108100959|XP_017060599.1|DFIC	LOC4817985|XP_001357259.2|DPSE
OG0006580	LOC108092166|XP_017047178.1|DFIC	LOC4801048|XP_001358211.3|DPSE
OG0006581	LOC108090239|XP_017044325.1|DFIC	LOC4802490|XP_033238707.1|DPSE
OG0006582	LOC108092110|XP_017047098.1|DFIC	LOC4802681|XP_001359551.3|DPSE
OG0006583	LOC108092069|XP_017047025.1|DFIC	LOC6897106|XP_033232619.1|DPSE
OG0006584	LOC108092506|XP_017047613.1|DFIC	LOC6902799|XP_002132536.2|DPSE
OG0006585	LOC108092648|XP_017047786.1|DFIC, LOC108100526|XP_017059978.1|DFIC	LOC6902871|XP_015035894.2|DPSE
OG0006586	LOC108088420|XP_017041671.1|DFIC	LOC4800266|XP_001357627.2|DPSE
OG0006587	LOC108088416|XP_017041664.1|DFIC	LOC4800267|XP_001357626.2|DPSE
OG0006588	LOC108097590|XP_017055479.1|DFIC	LOC4802080|XP_033239762.1|DPSE
OG0006589	LOC108089091|XP_017042693.1|DFIC	LOC4802255|XP_015037706.2|DPSE
OG0006590	LOC108089098|XP_017042701.1|DFIC	LOC4802257|XP_001359215.3|DPSE
OG0006591	LOC108093067|XP_017048466.1|DFIC	LOC4814007|XP_001354179.1|DPSE
OG0006592	LOC108098820|XP_017057462.1|DFIC	LOC4800778|XP_001357993.3|DPSE
OG0006593	LOC108098817|XP_017057460.1|DFIC	LOC4800779|XP_001357994.4|DPSE
OG0006594	LOC108087507|XP_017040394.1|DFIC	LOC4812509|XP_001352620.3|DPSE
OG0006595	LOC108093993|XP_017049903.1|DFIC	LOC4805634|XP_033233532.1|DPSE
OG0006596	LOC108095156|XP_017051583.1|DFIC	LOC4804062|XP_033233263.1|DPSE
OG0006597	LOC108099101|XP_017057910.1|DFIC	LOC4814063|XP_001354293.2|DPSE
OG0006598	LOC108089207|XP_017042846.1|DFIC	LOC4817793|XP_001357171.4|DPSE
OG0006599	LOC108099918|XP_017059075.1|DFIC	LOC6900848|XP_002135206.1|DPSE
OG0006600	LOC108086979|XP_017039584.1|DFIC	LOC4813094|XP_015042661.2|DPSE
OG0006601	LOC108089645|XP_017043502.1|DFIC	LOC4813825|XP_001353349.1|DPSE
OG0006602	LOC108089646|XP_017043503.1|DFIC	LOC6900439|XP_002134830.2|DPSE
OG0006603	LOC108089592|XP_017043439.1|DFIC	LOC4813118|XP_001353348.3|DPSE
OG0006604	LOC108089317|XP_017042983.1|DFIC	LOC4813452|XP_001353271.3|DPSE
OG0006605	LOC108097382|XP_017055122.1|DFIC	LOC4814523|XP_001354842.2|DPSE
OG0006606	LOC108093087|XP_017048504.1|DFIC	LOC4812515|XP_001352853.3|DPSE
OG0006607	LOC108089729|XP_017043595.1|DFIC	LOC6900608|XP_002134980.2|DPSE
OG0006608	LOC108090216|XP_017044298.1|DFIC	LOC4802483|XP_001359397.3|DPSE
OG0006609	LOC108097733|XP_017055723.1|DFIC	LOC4801701|XP_001358748.3|DPSE
OG0006610	LOC108089504|XP_017043298.1|DFIC	LOC4812233|XP_001352529.3|DPSE
OG0006611	LOC108100648|XP_017060143.1|DFIC	LOC4813347|XP_033238272.1|DPSE
OG0006612	LOC108100183|XP_017059441.1|DFIC	LOC4813348|XP_033238273.1|DPSE
OG0006613	LOC108100683|XP_017060188.1|DFIC	LOC4813399|XP_001353567.1|DPSE
OG0006614	LOC108100680|XP_017060183.1|DFIC	LOC4813091|XP_015042921.2|DPSE
OG0006615	LOC108100631|XP_017060123.1|DFIC	LOC4812869|XP_001353570.2|DPSE
OG0006616	LOC108093653|XP_017049314.1|DFIC	LOC4812700|XP_001353082.4|DPSE
OG0006617	LOC108099909|XP_017059059.1|DFIC	LOC4812776|XP_001353450.1|DPSE
OG0006618	LOC108087470|XP_017040335.1|DFIC	LOC4813105|XP_001353871.2|DPSE
OG0006619	LOC108099528|XP_017058589.1|DFIC	LOC4812793|XP_001354038.2|DPSE
OG0006620	LOC108099488|XP_017058541.1|DFIC	LOC4812981|XP_001354041.2|DPSE
OG0006621	LOC108089450|XP_017043178.1|DFIC	LOC4811940|XP_001352680.1|DPSE
OG0006622	LOC108099651|XP_017058775.1|DFIC	LOC4812550|XP_001352792.1|DPSE
OG0006623	LOC108099723|XP_017058838.1|DFIC	LOC4812061|XP_001352793.2|DPSE
OG0006624	LOC108094247|XP_017050194.1|DFIC	LOC4803426|XP_001360141.3|DPSE
OG0006625	LOC108094259|XP_017050213.1|DFIC	LOC4803428|XP_001360143.2|DPSE
OG0006626	LOC108101344|XP_017061140.1|DFIC	LOC4804848|XP_033233751.1|DPSE
OG0006627	LOC108101561|XP_017061451.1|DFIC	LOC4804345|XP_033234644.1|DPSE
OG0006628	LOC108101563|XP_017061455.1|DFIC	LOC4804344|XP_001360919.2|DPSE
OG0006629	LOC108095177|XP_017051631.1|DFIC	LOC4805513|XP_001361904.2|DPSE
OG0006630	LOC108086404|XP_017038794.1|DFIC	LOC4805021|XP_004444373.3|DPSE
OG0006631	LOC108096317|XP_017053309.1|DFIC	LOC4812140|XP_001352516.2|DPSE
OG0006632	LOC108096634|XP_017053881.1|DFIC	LOC4804933|XP_001361415.2|DPSE
OG0006633	LOC108100597|XP_017060068.1|DFIC	LOC4813444|XP_033238599.1|DPSE
OG0006634	LOC108091448|XP_017046135.1|DFIC	LOC4817025|XP_001356744.3|DPSE
OG0006635	LOC108094166|XP_017050107.1|DFIC	LOC4817370|XP_001356550.2|DPSE
OG0006636	LOC108094706|XP_017050930.1|DFIC	LOC4816088|XP_001355610.1|DPSE
OG0006637	LOC108093182|XP_017048626.1|DFIC	LOC4814154|XP_001354228.3|DPSE
OG0006638	LOC108090500|XP_017044706.1|DFIC	LOC4804510|XP_033234519.1|DPSE
OG0006639	LOC108090380|XP_017044500.1|DFIC	LOC6898506|XP_033234502.1|DPSE
OG0006640	LOC108101569|XP_017061467.1|DFIC	LOC4804018|XP_001360648.4|DPSE
OG0006641	LOC108090731|XP_017045034.1|DFIC	LOC4804715|XP_033234214.1|DPSE
OG0006642	LOC108096733|XP_017054068.1|DFIC	LOC4804589|XP_001361125.3|DPSE
OG0006643	LOC108090747|XP_017045063.1|DFIC	LOC4804301|XP_033233812.1|DPSE
OG0006644	LOC108100388|XP_017059736.1|DFIC	LOC4813201|XP_001353928.3|DPSE
OG0006645	LOC108094448|XP_017050511.1|DFIC	LOC4816286|XP_001356253.4|DPSE
OG0006646	LOC108093751|XP_017049507.1|DFIC	LOC4805421|XP_001361823.1|DPSE
OG0006647	LOC108087834|XP_017040895.1|DFIC	LOC4803740|XP_015039306.2|DPSE
OG0006648	LOC108100211|XP_017059475.1|DFIC	LOC4813259|XP_015042913.1|DPSE
OG0006649	LOC108096753|XP_017054100.1|DFIC	LOC6898435|XP_002138477.3|DPSE
OG0006650	LOC108094288|XP_017050272.1|DFIC	LOC6898079|XP_015039065.1|DPSE
OG0006651	LOC108093082|XP_017048493.1|DFIC	LOC4813724|XP_033240858.1|DPSE
OG0006652	LOC108099967|XP_017059144.1|DFIC	LOC4813001|XP_001353630.4|DPSE
OG0006653	LOC108099026|XP_017057750.1|DFIC	LOC4813695|XP_015043445.2|DPSE
OG0006654	LOC108099607|XP_017058721.1|DFIC	LOC4812004|XP_001352803.3|DPSE
OG0006655	LOC108099096|XP_017057903.1|DFIC	LOC6900511|XP_002134900.1|DPSE
OG0006656	LOC108096284|XP_017053238.1|DFIC	LOC4812625|XP_033238645.1|DPSE
OG0006657	LOC108094842|XP_017051133.1|DFIC	LOC4804417|XP_001360985.3|DPSE
OG0006658	LOC108100547|XP_017060004.1|DFIC	LOC4813322|XP_001353659.2|DPSE
OG0006659	LOC108100669|XP_017060174.1|DFIC	LOC4813027|XP_001353661.4|DPSE
OG0006660	LOC108093220|XP_017048677.1|DFIC	LOC6900716|XP_033239019.1|DPSE
OG0006661	LOC108093142|XP_017048576.1|DFIC	LOC4813208|XP_033241537.1|DPSE
OG0006662	LOC108101310|XP_017061101.1|DFIC	LOC4817605|XP_001357007.1|DPSE
OG0006663	LOC108093189|XP_017048638.1|DFIC	LOC4811895|XP_001352846.3|DPSE
OG0006664	LOC108099398|XP_017058393.1|DFIC	LOC4801665|XP_001358717.1|DPSE
OG0006665	LOC108098983|XP_017057688.1|DFIC	LOC4814078|XP_001354252.4|DPSE
