Orthogroup	DFIC.longest_only	DMEL.longest_only
OG0003684	LOC108087441|XP_017040284.1|DFIC	CG3434|NP_648320.1|DMEL
OG0003685	LOC108093901|XP_017049753.1|DFIC	TrpA1|NP_001261600.1|DMEL
OG0003686	LOC108090770|XP_017045099.1|DFIC	Sec24AB|NP_610531.1|DMEL
OG0003687	LOC108094021|XP_017049940.1|DFIC	Dlish|NP_611251.2|DMEL
OG0003688	LOC108096871|XP_017054287.1|DFIC	bonsai|NP_611691.1|DMEL
OG0003689	LOC108088803|XP_017042261.1|DFIC	ArfGAP3|NP_001097664.2|DMEL
OG0003690	LOC108099938|XP_017059098.1|DFIC	NUCB1|NP_649008.2|DMEL
OG0003691	LOC108096436|XP_017053516.1|DFIC	meru|NP_730077.1|DMEL
OG0003692	LOC108094019|XP_017049938.1|DFIC	p47|NP_610284.1|DMEL
OG0003693	LOC108099115|XP_017057934.1|DFIC	CG7028|NP_001286884.1|DMEL
OG0003694	LOC108089651|XP_017043509.1|DFIC	ringer|NP_648881.1|DMEL
OG0003695	LOC108099887|XP_017059031.1|DFIC	frc|NP_524126.1|DMEL
OG0003696	LOC108093675|XP_017049343.1|DFIC	CG34228|NP_001097274.1|DMEL
OG0003697	LOC108096798|XP_017054169.1|DFIC	gem|NP_610556.1|DMEL
OG0003698	LOC108087569|XP_017040488.1|DFIC	RpS9|NP_524004.2|DMEL
OG0003699	LOC108101877|XP_017061901.1|DFIC	ITP|NP_611931.3|DMEL
OG0003700	LOC108090841|XP_017045200.1|DFIC	CG3589|NP_611968.1|DMEL
OG0003701	LOC108100848|XP_017060417.1|DFIC	CCDC53|NP_609178.1|DMEL
OG0003702	LOC108086933|XP_017039531.1|DFIC	CG6833|NP_648689.1|DMEL
OG0003703	LOC108099212|XP_017058080.1|DFIC	CG32280|NP_728818.1|DMEL
OG0003704	LOC108099888|XP_017059032.1|DFIC	Gorab|NP_788523.1|DMEL
OG0003705	LOC108101519|XP_017061370.1|DFIC	lig|NP_001260795.1|DMEL
OG0003706	LOC108093174|XP_017048615.1|DFIC	Cralbp|NP_523939.1|DMEL
OG0003707	LOC108100351|XP_017059672.1|DFIC	CG32333|NP_001261246.1|DMEL
OG0003708	LOC108089396|XP_017043072.1|DFIC	CG5151|NP_648844.1|DMEL
OG0003709	LOC108096638|XP_017053883.1|DFIC	sug|NP_610826.1|DMEL
OG0003710	LOC108096637|XP_017053882.1|DFIC	CG17019|NP_610827.2|DMEL
OG0003711	LOC108088843|XP_017042306.1|DFIC	CG9300|NP_649127.1|DMEL
OG0003712	LOC108101574|XP_017061474.1|DFIC	Achl|NP_610964.1|DMEL
OG0003713	LOC108094879|XP_017051199.1|DFIC	lms|NP_001286635.1|DMEL
OG0003714	LOC108094877|XP_017051198.1|DFIC	Mgat1|NP_525117.2|DMEL
OG0003715	LOC108088947|XP_017042458.1|DFIC	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC108095449|XP_017052047.1|DFIC	Srrm1|NP_648627.1|DMEL
OG0003717	LOC108089636|XP_017043491.1|DFIC	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC108088943|XP_017042455.1|DFIC	CG8005|NP_648188.2|DMEL
OG0003719	LOC108086938|XP_017039536.1|DFIC	CG6650|NP_648685.1|DMEL
OG0003720	LOC108097983|XP_017056094.1|DFIC	Dd|NP_608449.1|DMEL
OG0003721	LOC108096823|XP_017054215.1|DFIC	Vps20|NP_726213.1|DMEL
OG0003722	LOC108086975|XP_017039579.1|DFIC	Pura|NP_996016.2|DMEL
OG0003723	LOC108087447|XP_017040291.1|DFIC	ghi|NP_729495.1|DMEL
OG0003724	LOC108089757|XP_017043635.1|DFIC	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC108089436|XP_017043155.1|DFIC	tral|NP_001261775.1|DMEL
OG0003726	LOC108089023|XP_017042597.1|DFIC	Uev1A|NP_647959.1|DMEL
OG0003727	LOC108093159|XP_017048595.1|DFIC	Aef1|NP_001262157.1|DMEL
OG0003728	LOC108097384|XP_017055128.1|DFIC	sra|NP_524378.1|DMEL
OG0003729	LOC108100275|XP_017059549.1|DFIC	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC108099046|XP_017057796.1|DFIC	Tet|NP_001261344.1|DMEL
OG0003731	LOC108100385|XP_017059729.1|DFIC	CG1265|NP_647878.1|DMEL
OG0003732	LOC108099968|XP_017059146.1|DFIC	Blos2|NP_648427.1|DMEL
OG0003733	LOC108100551|XP_017060010.1|DFIC	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC108099041|XP_017057790.1|DFIC	Hipk|NP_001369036.1|DMEL
OG0003735	LOC108090926|XP_017045346.1|DFIC	Upf3|NP_726375.1|DMEL
OG0003736	LOC108096614|XP_017053847.1|DFIC	mRpS28|NP_523785.2|DMEL
OG0003737	LOC108096728|XP_017054061.1|DFIC	T3dh|NP_477209.2|DMEL
OG0003738	LOC108096942|XP_017054391.1|DFIC	stl|NP_001097423.1|DMEL
OG0003739	LOC108093833|XP_017049651.1|DFIC	PIG-G|NP_610292.2|DMEL
OG0003740	LOC108094027|XP_017049947.1|DFIC	dpa|NP_477185.1|DMEL
OG0003741	LOC108100552|XP_017060012.1|DFIC	312|NP_612105.1|DMEL
OG0003742	LOC108088305|XP_017041524.1|DFIC	CG6843|NP_649072.1|DMEL
OG0003743	LOC108101479|XP_017061315.1|DFIC	nito|NP_610339.1|DMEL
OG0003744	LOC108093877|XP_017049711.1|DFIC	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC108086698|XP_017039186.1|DFIC	Tmem18|NP_725169.3|DMEL
OG0003746	LOC108095164|XP_017051611.1|DFIC	CG10543|NP_001369100.1|DMEL
OG0003747	LOC108089648|XP_017043505.1|DFIC	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC108089644|XP_017043501.1|DFIC	CG4328|NP_648567.2|DMEL
OG0003749	LOC108089498|XP_017043290.1|DFIC	CG32100|NP_729797.1|DMEL
OG0003750	LOC108089499|XP_017043292.1|DFIC	Sms|NP_001287045.1|DMEL
OG0003751	LOC108089405|XP_017043084.1|DFIC	app|NP_996065.2|DMEL
OG0003752	LOC108100525|XP_017059973.1|DFIC	CG3764|NP_001261977.1|DMEL
OG0003753	LOC108093215|XP_017048667.1|DFIC	Ist1|NP_648058.1|DMEL
OG0003754	LOC108093162|XP_017048598.1|DFIC	velo|NP_648056.1|DMEL
OG0003755	LOC108099821|XP_017058939.1|DFIC	CG6652|NP_648946.3|DMEL
OG0003756	LOC108094189|XP_017050135.1|DFIC	CG10417|NP_610169.1|DMEL
OG0003757	LOC108090859|XP_017045234.1|DFIC	CG16896|NP_611973.2|DMEL
OG0003758	LOC108087804|XP_017040845.1|DFIC	Sik3|NP_611361.4|DMEL
OG0003759	LOC108088973|XP_017042494.1|DFIC	CG43078|NP_001246678.1|DMEL
OG0003760	LOC108093924|XP_017049782.1|DFIC	Sema1b|NP_611244.1|DMEL
OG0003761	LOC108089028|XP_017042611.1|DFIC	Pus7|NP_648231.1|DMEL
OG0003762	LOC108089029|XP_017042612.1|DFIC	CG6765|NP_648233.1|DMEL
OG0003763	LOC108093221|XP_017048679.1|DFIC	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC108093233|XP_017048696.1|DFIC	CG13293|NP_648024.2|DMEL
OG0003765	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC	CG16865|NP_609677.1|DMEL
OG0003766	LOC108101773|XP_017061736.1|DFIC	CG6903|NP_572198.1|DMEL
OG0003767	LOC108086457|XP_017038871.1|DFIC	Cdk5|NP_477080.1|DMEL
OG0003768	LOC108086470|XP_017038886.1|DFIC	sha|NP_001137645.1|DMEL
OG0003769	LOC108086443|XP_017038849.1|DFIC	CG7741|NP_610670.2|DMEL
OG0003770	LOC108101721|XP_017061660.1|DFIC	Cals|NP_001259086.1|DMEL
OG0003771	LOC108089039|XP_017042632.1|DFIC	cert|NP_648199.1|DMEL
OG0003772	LOC108096247|XP_017053179.1|DFIC	Use1|NP_648289.2|DMEL
OG0003773	LOC108090730|XP_017045033.1|DFIC	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC108090771|XP_017045101.1|DFIC	CG1513|NP_610534.3|DMEL
OG0003775	LOC108097680|XP_017055634.1|DFIC	dome|NP_523412.1|DMEL
OG0003776	LOC108094279|XP_017050261.1|DFIC	CG30158|NP_652315.2|DMEL
OG0003777	LOC108101566|XP_017061464.1|DFIC	slv|NP_477383.1|DMEL
OG0003778	LOC108086408|XP_017038799.1|DFIC	Sod3|NP_001033939.2|DMEL
OG0003779	LOC108094865|XP_017051174.1|DFIC	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC108093781|XP_017049549.1|DFIC	CG6550|NP_611207.1|DMEL
OG0003781	LOC108095040|XP_017051421.1|DFIC	CaMKI|NP_524622.1|DMEL
OG0003782	LOC108097180|XP_017054811.1|DFIC	CG32809|NP_001245466.1|DMEL
OG0003783	LOC108095804|XP_017052562.1|DFIC	ALiX|NP_651582.1|DMEL
OG0003784	LOC108090397|XP_017044534.1|DFIC	CG8078|NP_610451.1|DMEL
OG0003785	LOC108095528|XP_017052145.1|DFIC	d4|NP_610163.1|DMEL
OG0003786	LOC108090456|XP_017044637.1|DFIC	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC108090459|XP_017044640.1|DFIC	MED9|NP_788400.1|DMEL
OG0003788	LOC108090826|XP_017045175.1|DFIC	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC108101544|XP_017061421.1|DFIC	LRR|NP_001260788.1|DMEL
OG0003790	LOC108089615|XP_017043466.1|DFIC	CG8607|NP_648100.2|DMEL
OG0003791	LOC108091796|XP_017046648.1|DFIC	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC108093914|XP_017049771.1|DFIC	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC108090860|XP_017045235.1|DFIC	CG44247|NP_611974.2|DMEL
OG0003794	LOC108096859|XP_017054272.1|DFIC	CG4554|NP_611676.1|DMEL
OG0003795	LOC108087499|XP_017040384.1|DFIC	CG9384|NP_648720.3|DMEL
OG0003796	LOC108088450|XP_017041718.1|DFIC	CG7601|NP_651717.1|DMEL
OG0003797	LOC108090057|XP_017044054.1|DFIC	spel1|NP_523565.2|DMEL
OG0003798	LOC108090964|XP_017045397.1|DFIC	Wnt2|NP_476810.1|DMEL
OG0003799	LOC108096812|XP_017054192.1|DFIC	Ppa|NP_001261138.1|DMEL
OG0003800	LOC108090056|XP_017044053.1|DFIC	noc|NP_476917.1|DMEL
OG0003801	LOC108098383|XP_017056736.1|DFIC	sNPF|NP_724239.1|DMEL
OG0003802	LOC108098334|XP_017056656.1|DFIC	CG10747|NP_610022.3|DMEL
OG0003803	LOC108088453|XP_017041722.1|DFIC	CG18731|NP_652716.1|DMEL
OG0003804	LOC108090034|XP_017044017.1|DFIC	osp|NP_001162975.1|DMEL
OG0003805	LOC108091477|XP_017046187.1|DFIC	CG3164|NP_722605.1|DMEL
OG0003806	LOC108101355|XP_017061150.1|DFIC	Fis1|NP_001137607.1|DMEL
OG0003808	LOC108099879|XP_017059020.1|DFIC	Crtc|NP_001261997.1|DMEL
OG0003809	LOC108101239|XP_017060982.1|DFIC	CG10428|NP_609918.1|DMEL
OG0003810	LOC108101840|XP_017061842.1|DFIC	CG3511|NP_611935.1|DMEL
OG0003811	LOC108094917|XP_017051256.1|DFIC	Spt5|NP_652610.1|DMEL
OG0003812	LOC108091434|XP_017046114.1|DFIC	spen|NP_722615.1|DMEL
OG0003813	LOC108101187|XP_017060918.1|DFIC	Etl1|NP_609320.2|DMEL
OG0003814	LOC108094517|XP_017050607.1|DFIC	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC108093351|XP_017048850.1|DFIC	CG10877|NP_650894.1|DMEL
OG0003816	LOC108094449|XP_017050516.1|DFIC	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC108097854|XP_017055879.1|DFIC	Gdi|NP_523524.2|DMEL
OG0003818	LOC108096097|XP_017052960.1|DFIC	CG33120|NP_788073.1|DMEL
OG0003819	LOC108091499|XP_017046221.1|DFIC	CG31957|NP_722949.1|DMEL
OG0003820	LOC108099411|XP_017058415.1|DFIC	hyx|NP_649863.1|DMEL
OG0003821	LOC108101606|XP_017061508.1|DFIC	Sin1|NP_610963.1|DMEL
OG0003822	LOC108093015|XP_017048406.1|DFIC	Fic|NP_609026.1|DMEL
OG0003823	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC	CG31663|NP_722738.1|DMEL
OG0003824	LOC108094438|XP_017050497.1|DFIC	CG13081|NP_609985.1|DMEL
OG0003825	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC	CG13097|NP_609237.1|DMEL
OG0003826	LOC108089990|XP_017043980.1|DFIC	CG14022|NP_608922.1|DMEL
OG0003827	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC	CG3769|NP_609289.1|DMEL
OG0003828	LOC108097844|XP_017055863.1|DFIC	numb|NP_523523.2|DMEL
OG0003829	LOC108090058|XP_017044055.1|DFIC	CG43333|NP_788051.1|DMEL
OG0003830	LOC108093440|XP_017048993.1|DFIC	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC108099576|XP_017058668.1|DFIC	Idh3b|NP_651000.1|DMEL
OG0003832	LOC108088173|XP_017041339.1|DFIC	CG17378|NP_609073.2|DMEL
OG0003833	LOC108088178|XP_017041347.1|DFIC	nrv2|NP_477168.1|DMEL
OG0003834	LOC108088176|XP_017041343.1|DFIC	Wee1|NP_477035.1|DMEL
OG0003835	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC	CG4587|NP_001285962.1|DMEL
OG0003836	LOC108101215|XP_017060953.1|DFIC	CG31800|NP_724152.1|DMEL
OG0003837	LOC108101228|XP_017060967.1|DFIC	Sidpn|NP_523599.1|DMEL
OG0003838	LOC108092344|XP_017047370.1|DFIC	IFT57|NP_608792.1|DMEL
OG0003839	LOC108092704|XP_017047908.1|DFIC	RpL24|NP_609649.1|DMEL
OG0003840	LOC108101481|XP_017061318.1|DFIC	CSN4|NP_477444.1|DMEL
OG0003841	LOC108092435|XP_017047505.1|DFIC	Slh|NP_001137769.2|DMEL
OG0003842	LOC108100056|XP_017059277.1|DFIC	Nup154|NP_477287.1|DMEL
OG0003843	LOC108098319|XP_017056631.1|DFIC	Smg5|NP_609685.1|DMEL
OG0003844	LOC108092678|XP_017047853.1|DFIC	Ing5|NP_609647.1|DMEL
OG0003845	LOC108101755|XP_017061711.1|DFIC	CG15270|NP_609738.1|DMEL
OG0003846	LOC108097851|XP_017055874.1|DFIC	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC108102163|XP_017062354.1|DFIC	CG18661|NP_652562.2|DMEL
OG0003848	LOC108092149|XP_017047156.1|DFIC	GckIII|NP_650596.1|DMEL
OG0003849	LOC108096518|XP_017053637.1|DFIC	CG11777|NP_724939.1|DMEL
OG0003850	LOC108098380|XP_017056732.1|DFIC	rk|NP_476702.1|DMEL
OG0003851	LOC108094913|XP_017051248.1|DFIC	CG9945|NP_611494.1|DMEL
OG0003852	LOC108092391|XP_017047441.1|DFIC	CG15387|NP_001097058.1|DMEL
OG0003853	LOC108093827|XP_017049643.1|DFIC	ATPCL|NP_523755.2|DMEL
OG0003854	LOC108098195|XP_017056420.1|DFIC	yellow-b|NP_523586.1|DMEL
OG0003855	LOC108098192|XP_017056416.1|DFIC	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC108100109|XP_017059345.1|DFIC	AstCC|NP_001285830.1|DMEL
OG0003857	LOC108098229|XP_017056499.1|DFIC	crp|NP_476605.1|DMEL
OG0003858	LOC108097412|XP_017055158.1|DFIC	Pfrx|NP_477451.1|DMEL
OG0003859	LOC108096083|XP_017052936.1|DFIC	CG17321|NP_609915.1|DMEL
OG0003860	LOC108093998|XP_017049907.1|DFIC	CG34195|NP_001097360.1|DMEL
OG0003861	LOC108092354|XP_017047377.1|DFIC	Cwc25|NP_608705.1|DMEL
OG0003862	LOC108093417|XP_017048952.1|DFIC	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC108086358|XP_017038748.1|DFIC	tai|NP_001245949.1|DMEL
OG0003864	LOC108093459|XP_017049024.1|DFIC	CG9586|NP_001260279.1|DMEL
OG0003865	LOC108095977|XP_017052810.1|DFIC	CG5886|NP_651435.1|DMEL
OG0003866	LOC108093433|XP_017048982.1|DFIC	CG8665|NP_610107.1|DMEL
OG0003867	LOC108091717|XP_017046546.1|DFIC	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC108089112|XP_017042712.1|DFIC	SamDC|NP_477223.2|DMEL
OG0003869	LOC108092550|XP_017047674.1|DFIC	Ptpa|NP_523466.2|DMEL
OG0003870	LOC108096053|XP_017052887.1|DFIC	Pde11|NP_609885.2|DMEL
OG0003871	LOC108094490|XP_017050568.1|DFIC	CG6583|NP_609556.2|DMEL
OG0003872	LOC108093864|XP_017049693.1|DFIC	cyp33|NP_523773.1|DMEL
OG0003873	LOC108089912|XP_017043882.1|DFIC	E2f2|NP_477355.1|DMEL
OG0003874	LOC108093397|XP_017048905.1|DFIC	Mondo|NP_724326.1|DMEL
OG0003875	LOC108089115|XP_017042715.1|DFIC	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC108094172|XP_017050121.1|DFIC	RFeSP|NP_722715.1|DMEL
OG0003877	LOC108094547|XP_017050645.1|DFIC	Ku80|NP_609767.2|DMEL
OG0003878	LOC108096081|XP_017052931.1|DFIC	CG10602|NP_609916.5|DMEL
OG0003879	LOC108099057|XP_017057814.1|DFIC	CG34140|NP_001036574.1|DMEL
OG0003880	LOC108099857|XP_017058992.1|DFIC	klu|NP_001261690.1|DMEL
OG0003881	LOC108101850|XP_017061858.1|DFIC	Samtor|NP_611943.1|DMEL
OG0003882	LOC108098706|XP_017057312.1|DFIC	vlc|NP_524868.1|DMEL
OG0003883	LOC108097998|XP_017056124.1|DFIC	Smox|NP_511079.1|DMEL
OG0003884	LOC108092695|XP_017047895.1|DFIC	Sec71|NP_609675.2|DMEL
OG0003885	LOC108088201|XP_017041390.1|DFIC	COX5B|NP_609046.1|DMEL
OG0003886	LOC108088142|XP_017041296.1|DFIC	IFT52|NP_609045.2|DMEL
OG0003887	LOC108092436|XP_017047506.1|DFIC	oaf|NP_787963.2|DMEL
OG0003888	LOC108099356|XP_017058331.1|DFIC	mRRF2|NP_732771.2|DMEL
OG0003889	LOC108101299|XP_017061090.1|DFIC	Plap|NP_524666.2|DMEL
OG0003890	LOC108099194|XP_017058051.1|DFIC	CG12012|NP_647813.1|DMEL
OG0003891	LOC108092680|XP_017047856.1|DFIC	b|NP_476788.1|DMEL
OG0003892	LOC108100278|XP_017059553.1|DFIC	Pol31|NP_647659.1|DMEL
OG0003893	LOC108094456|XP_017050523.1|DFIC	Top2|NP_476760.1|DMEL
OG0003894	LOC108089260|XP_017042917.1|DFIC	STUB1|NP_477441.1|DMEL
OG0003895	LOC108095238|XP_017051755.1|DFIC	dgt3|NP_611533.2|DMEL
OG0003896	LOC108095198|XP_017051693.1|DFIC	CG9313|NP_001286657.1|DMEL
OG0003897	LOC108094028|XP_017049948.1|DFIC	Bap55|NP_611209.1|DMEL
OG0003898	LOC108101175|XP_017060894.1|DFIC	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC108091464|XP_017046165.1|DFIC	shv|NP_608525.1|DMEL
OG0003900	LOC108101294|XP_017061085.1|DFIC	S|NP_523450.1|DMEL
OG0003901	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC	CG4935|NP_609782.2|DMEL
OG0003902	LOC108100047|XP_017059266.1|DFIC	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC108100861|XP_017060429.1|DFIC	CG5287|NP_609608.1|DMEL
OG0003904	LOC108100859|XP_017060428.1|DFIC	CG31849|NP_723787.1|DMEL
OG0003905	LOC108099340|XP_017058305.1|DFIC	CG5808|NP_651291.1|DMEL
OG0003906	LOC108090951|XP_017045384.1|DFIC	MED16|NP_611650.2|DMEL
OG0003907	LOC108091551|XP_017046311.1|DFIC	kraken|NP_477265.1|DMEL
OG0003908	LOC108091431|XP_017046111.1|DFIC	CG13949|NP_608552.1|DMEL
OG0003909	LOC108086453|XP_017038860.1|DFIC	metro|NP_610642.2|DMEL
OG0003910	LOC108096107|XP_017052972.1|DFIC	pyd3|NP_649732.1|DMEL
OG0003911	LOC108089879|XP_017043828.1|DFIC	Mon1|NP_608868.1|DMEL
OG0003912	LOC108094548|XP_017050646.1|DFIC	CG18480|NP_609761.1|DMEL
OG0003913	LOC108092746|XP_017047964.1|DFIC	CG9008|NP_001285908.1|DMEL
OG0003914	LOC108100071|XP_017059295.1|DFIC	RfC38|NP_609494.1|DMEL
OG0003915	LOC108092980|XP_017048360.1|DFIC	CG32736|NP_727152.1|DMEL
OG0003916	LOC108098279|XP_017056570.1|DFIC	GMF|NP_609787.2|DMEL
OG0003917	LOC108089852|XP_017043785.1|DFIC	CG14020|NP_001260097.1|DMEL
OG0003918	LOC108093514|XP_017049095.1|DFIC	escl|NP_723702.1|DMEL
OG0003919	LOC108092515|XP_017047626.1|DFIC	Hydr2|NP_608751.2|DMEL
OG0003920	LOC108096967|XP_017054433.1|DFIC	Cdk9|NP_477226.2|DMEL
OG0003921	LOC108089955|XP_017043935.1|DFIC	Hr38|NP_477119.1|DMEL
OG0003922	LOC108100038|XP_017059251.1|DFIC	Wdr59|NP_995682.1|DMEL
OG0003923	LOC108098408|XP_017056791.1|DFIC	Zip102B|NP_651919.3|DMEL
OG0003924	LOC108087769|XP_017040788.1|DFIC	GstE14|NP_610855.1|DMEL
OG0003925	LOC108089897|XP_017043860.1|DFIC	Col4a1|NP_723044.1|DMEL
OG0003926	LOC108089861|XP_017043796.1|DFIC	eIF3h|NP_524834.2|DMEL
OG0003927	LOC108092518|XP_017047629.1|DFIC	mio|NP_608656.1|DMEL
OG0003928	LOC108100960|XP_017060600.1|DFIC	PIG-U|NP_609238.1|DMEL
OG0003929	LOC108100068|XP_017059292.1|DFIC	CG6230|NP_609490.1|DMEL
OG0003930	LOC108088212|XP_017041405.1|DFIC	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC108088181|XP_017041357.1|DFIC	Nhe3|NP_723202.2|DMEL
OG0003932	LOC108090530|XP_017044742.1|DFIC	flz|NP_001137622.1|DMEL
OG0003933	LOC108089966|XP_017043950.1|DFIC	tank|NP_608864.1|DMEL
OG0003934	LOC108098729|XP_017057339.1|DFIC	Trs23|NP_609247.1|DMEL
OG0003935	LOC108093929|XP_017049796.1|DFIC	CG8370|NP_611073.2|DMEL
OG0003936	LOC108093931|XP_017049797.1|DFIC	Ufc1|NP_611074.1|DMEL
OG0003937	LOC108101504|XP_017061354.1|DFIC	CG14764|NP_788283.1|DMEL
OG0003938	LOC108089841|XP_017043750.1|DFIC	CG34126|NP_001260066.1|DMEL
OG0003939	LOC108089813|XP_017043701.1|DFIC	CG7742|NP_608913.1|DMEL
OG0003940	LOC108089831|XP_017043733.1|DFIC	mRpL28|NP_608887.1|DMEL
OG0003941	LOC108089836|XP_017043739.1|DFIC	CG8891|NP_608890.1|DMEL
OG0003942	LOC108100893|XP_017060490.1|DFIC	spz3|NP_609160.2|DMEL
OG0003943	LOC108089839|XP_017043748.1|DFIC	CG31917|NP_608895.1|DMEL
OG0003944	LOC108094509|XP_017050599.1|DFIC	CG5446|NP_609565.1|DMEL
OG0003945	LOC108087663|XP_017040641.1|DFIC	levy|NP_611805.1|DMEL
OG0003946	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC	fon|NP_609959.1|DMEL
OG0003947	LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC	pigeon|NP_476946.1|DMEL
OG0003948	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC	mEFTs|NP_609847.1|DMEL
OG0003949	LOC108090614|XP_017044877.1|DFIC	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC108098226|XP_017056500.1|DFIC	mtm|NP_523489.1|DMEL
OG0003951	LOC108088134|XP_017041286.1|DFIC	CG9098|NP_608979.2|DMEL
OG0003952	LOC108098693|XP_017057290.1|DFIC	Ppt2|NP_609500.1|DMEL
OG0003953	LOC108088166|XP_017041327.1|DFIC	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC108100685|XP_017060190.1|DFIC	CG1273|NP_647883.1|DMEL
OG0003955	LOC108089109|XP_017042708.1|DFIC	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	kon|NP_609881.3|DMEL
OG0003957	LOC108088998|XP_017042557.1|DFIC	CG13671|NP_648202.1|DMEL
OG0003958	LOC108102167|XP_017062355.1|DFIC	CG9919|NP_573119.1|DMEL
OG0003959	LOC108095231|XP_017051740.1|DFIC	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC108100933|XP_017060562.1|DFIC	tilB|NP_608460.1|DMEL
OG0003961	LOC108100806|XP_017060359.1|DFIC	CG7115|NP_609154.1|DMEL
OG0003962	LOC108089888|XP_017043847.1|DFIC	Rpn11|NP_608905.1|DMEL
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	CG10702|NP_724157.1|DMEL
OG0003964	LOC108092556|XP_017047682.1|DFIC	Snx1|NP_608777.1|DMEL
OG0003965	LOC108100856|XP_017060423.1|DFIC	Bsg|NP_723346.2|DMEL
OG0003966	LOC108101394|XP_017061202.1|DFIC	CG17683|NP_001036428.1|DMEL
OG0003967	LOC108101347|XP_017061146.1|DFIC	MESK2|NP_995914.1|DMEL
OG0003968	LOC108101281|XP_017061066.1|DFIC	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC108093779|XP_017049543.1|DFIC	cnk|NP_725671.1|DMEL
OG0003970	LOC108091538|XP_017046291.1|DFIC	BBS8|NP_608524.1|DMEL
OG0003971	LOC108089261|XP_017042918.1|DFIC	CYLD|NP_723554.1|DMEL
OG0003972	LOC108087464|XP_017040322.1|DFIC	sstn|NP_648745.1|DMEL
OG0003973	LOC108090861|XP_017045236.1|DFIC	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC108087729|XP_017040738.1|DFIC	RpIII128|NP_523706.1|DMEL
OG0003975	LOC108098730|XP_017057340.1|DFIC	CG34398|NP_001097127.1|DMEL
OG0003976	LOC108094453|XP_017050521.1|DFIC	CG10166|NP_609980.1|DMEL
OG0003977	LOC108092729|XP_017047946.1|DFIC	ND-B22|NP_609642.1|DMEL
OG0003978	LOC108088296|XP_017041515.1|DFIC	rept|NP_524156.1|DMEL
OG0003979	LOC108089143|XP_017042753.1|DFIC	CG6094|NP_609416.1|DMEL
OG0003980	LOC108097853|XP_017055882.1|DFIC	CG4338|NP_650441.1|DMEL
OG0003981	LOC108094502|XP_017050593.1|DFIC	eRF3|NP_477259.1|DMEL
OG0003982	LOC108094481|XP_017050557.1|DFIC	CG10026|NP_609968.3|DMEL
OG0003983	LOC108094533|XP_017050624.1|DFIC	CG31826|NP_001260473.1|DMEL
OG0003984	LOC108101211|XP_017060949.1|DFIC	Acn|NP_609935.1|DMEL
OG0003985	LOC108101205|XP_017060943.1|DFIC	CG10492|NP_001097179.1|DMEL
OG0003986	LOC108100783|XP_017060312.1|DFIC	Wnt10|NP_609109.3|DMEL
OG0003987	LOC108100870|XP_017060447.1|DFIC	ninaC|NP_523503.2|DMEL
