Orthogroup	DFIC.longest_only	SLEB.longest_only
OG0003956	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	LOC115631588|XP_030384249.1|SLEB
OG0003957	LOC108088998|XP_017042557.1|DFIC	LOC115622683|XP_030372566.1|SLEB
OG0003958	LOC108102167|XP_017062355.1|DFIC	LOC115628027|XP_030379826.1|SLEB
OG0003959	LOC108095231|XP_017051740.1|DFIC	LOC115620989|XP_030370372.1|SLEB
OG0003960	LOC108100933|XP_017060562.1|DFIC	LOC115626953|XP_030378329.1|SLEB
OG0003961	LOC108100806|XP_017060359.1|DFIC	LOC115631008|XP_030383469.1|SLEB
OG0003962	LOC108089888|XP_017043847.1|DFIC	LOC115631772|XP_030384468.1|SLEB
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	LOC115625895|XP_030376982.1|SLEB
OG0003964	LOC108092556|XP_017047682.1|DFIC	LOC115631440|XP_030384041.1|SLEB
OG0003965	LOC108100856|XP_017060423.1|DFIC	LOC115631390|XP_030383971.1|SLEB
OG0003966	LOC108101394|XP_017061202.1|DFIC	LOC115625918|XP_030377012.1|SLEB
OG0003967	LOC108101347|XP_017061146.1|DFIC	LOC115620050|XP_030369031.1|SLEB
OG0003968	LOC108101281|XP_017061066.1|DFIC	LOC115627053|XP_030378461.1|SLEB
OG0003969	LOC108093779|XP_017049543.1|DFIC	LOC115620286|XP_030369323.1|SLEB
OG0003970	LOC108091538|XP_017046291.1|DFIC	LOC115631247|XP_030383816.1|SLEB
OG0003971	LOC108089261|XP_017042918.1|DFIC	LOC115631106|XP_030383624.1|SLEB
OG0003972	LOC108087464|XP_017040322.1|DFIC	LOC115632902|XP_030386052.1|SLEB
OG0003973	LOC108090861|XP_017045236.1|DFIC	LOC115619936|XP_030368825.1|SLEB
OG0003974	LOC108087729|XP_017040738.1|DFIC	LOC115633947|XP_030387325.1|SLEB
OG0003975	LOC108098730|XP_017057340.1|DFIC	LOC115626370|XP_030377585.1|SLEB
OG0003976	LOC108094453|XP_017050521.1|DFIC	LOC115625697|XP_030376698.1|SLEB
OG0003977	LOC108092729|XP_017047946.1|DFIC	LOC115625866|XP_030376937.1|SLEB
OG0003978	LOC108088296|XP_017041515.1|DFIC	LOC115621018|XP_030370401.1|SLEB
OG0003979	LOC108089143|XP_017042753.1|DFIC	LOC115628480|XP_030380463.1|SLEB
OG0003980	LOC108097853|XP_017055882.1|DFIC	LOC115621237|XP_030370688.1|SLEB
OG0003981	LOC108094502|XP_017050593.1|DFIC	LOC115628460|XP_030380438.1|SLEB
OG0003982	LOC108094481|XP_017050557.1|DFIC	LOC115625709|XP_030376713.1|SLEB
OG0003983	LOC108094533|XP_017050624.1|DFIC	LOC115626482|XP_030377729.1|SLEB
OG0003984	LOC108101211|XP_017060949.1|DFIC	LOC115625947|XP_030377043.1|SLEB
OG0003985	LOC108101205|XP_017060943.1|DFIC	LOC115625699|XP_030376700.1|SLEB
OG0003986	LOC108100783|XP_017060312.1|DFIC	LOC115631280|XP_030383854.1|SLEB
OG0003987	LOC108100870|XP_017060447.1|DFIC	LOC115630935|XP_030383362.1|SLEB
OG0003988	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC	LOC115630608|XP_030383091.1|SLEB
OG0003989	LOC108093496|XP_017049074.1|DFIC	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB
OG0003990	LOC108101756|XP_017061712.1|DFIC	LOC115626636|XP_030377906.1|SLEB
OG0003991	LOC108101285|XP_017061069.1|DFIC	LOC115630456|XP_030382877.1|SLEB
OG0003992	LOC108101288|XP_017061077.1|DFIC	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB
OG0003993	LOC108101320|XP_017061116.1|DFIC	LOC115630757|XP_030383272.1|SLEB
OG0003994	LOC108097767|XP_017055781.1|DFIC	LOC115621296|XP_030370763.1|SLEB
OG0003995	LOC108087847|XP_017040915.1|DFIC	LOC115621628|XP_030371192.1|SLEB
OG0003996	LOC108090286|XP_017044385.1|DFIC	LOC115634149|XP_030387582.1|SLEB
OG0003997	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC	LOC115631281|XP_030383855.1|SLEB
OG0003998	LOC108101974|XP_017062060.1|DFIC	LOC115632016|XP_030384808.1|SLEB
OG0003999	LOC108100898|XP_017060501.1|DFIC	LOC115626210|XP_030377359.1|SLEB
OG0004000	LOC108088730|XP_017042169.1|DFIC	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB
OG0004001	LOC108090867|XP_017045247.1|DFIC	LOC115631042|XP_030383535.1|SLEB
OG0004002	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC	LOC115625846|XP_030376909.1|SLEB
OG0004003	LOC108100043|XP_017059262.1|DFIC	LOC115631551|XP_030384188.1|SLEB
OG0004004	LOC108092693|XP_017047891.1|DFIC	LOC115628478|XP_030380460.1|SLEB
OG0004005	LOC108089964|XP_017043946.1|DFIC	LOC115628453|XP_030380425.1|SLEB
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	LOC115628532|XP_030380556.1|SLEB
OG0004007	LOC108092551|XP_017047675.1|DFIC	LOC115631240|XP_030383810.1|SLEB
OG0004008	LOC108091457|XP_017046146.1|DFIC	LOC115632033|XP_030384845.1|SLEB
OG0004009	LOC108092577|XP_017047710.1|DFIC	LOC115631559|XP_030384210.1|SLEB
OG0004010	LOC108098320|XP_017056633.1|DFIC	LOC115626177|XP_030377312.1|SLEB
OG0004011	LOC108092761|XP_017047983.1|DFIC	LOC115626388|XP_030377607.1|SLEB
OG0004012	LOC108099670|XP_017058793.1|DFIC	LOC115621735|XP_030371326.1|SLEB
OG0004013	LOC108098357|XP_017056691.1|DFIC	LOC115625801|XP_030376838.1|SLEB
OG0004014	LOC108087463|XP_017040321.1|DFIC	LOC115632176|XP_030385068.1|SLEB
OG0004015	LOC108100857|XP_017060426.1|DFIC	LOC115631076|XP_030383581.1|SLEB
OG0004016	LOC108089255|XP_017042910.1|DFIC	LOC115631255|XP_030383828.1|SLEB
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	LOC115630661|XP_030383163.1|SLEB
OG0004018	LOC108094199|XP_017050142.1|DFIC	LOC115623414|XP_030373589.1|SLEB
OG0004019	LOC108089884|XP_017043836.1|DFIC	LOC115630571|XP_030383048.1|SLEB
OG0004020	LOC108092323|XP_017047347.1|DFIC	LOC115631221|XP_030383787.1|SLEB
OG0004021	LOC108092321|XP_017047345.1|DFIC	LOC115631022|XP_030383496.1|SLEB
OG0004022	LOC108098274|XP_017056565.1|DFIC	LOC115631267|XP_030383839.1|SLEB
OG0004023	LOC108094810|XP_017051069.1|DFIC	LOC115634183|XP_030387629.1|SLEB
OG0004024	LOC108098284|XP_017056580.1|DFIC	LOC115631467|XP_030384080.1|SLEB
OG0004025	LOC108101181|XP_017060906.1|DFIC	LOC115625820|XP_030376870.1|SLEB
OG0004026	LOC108092461|XP_017047539.1|DFIC	LOC115631398|XP_030383981.1|SLEB
OG0004027	LOC108095248|XP_017051764.1|DFIC	LOC115634064|XP_030387470.1|SLEB
OG0004028	LOC108092036|XP_017047008.1|DFIC	LOC115629020|XP_030381175.1|SLEB
OG0004029	LOC108100982|XP_017060628.1|DFIC	LOC115628523|XP_030380540.1|SLEB
OG0004030	LOC108090924|XP_017045344.1|DFIC	LOC115625192|XP_030376022.1|SLEB
OG0004031	LOC108093516|XP_017049097.1|DFIC	LOC115631351|XP_030383927.1|SLEB
OG0004032	LOC108094149|XP_017050079.1|DFIC	LOC115625853|XP_030376918.1|SLEB
OG0004033	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC	LOC115626191|XP_030377331.1|SLEB
OG0004034	LOC108096069|XP_017052919.1|DFIC	LOC115630933|XP_030383360.1|SLEB
OG0004035	LOC108089838|XP_017043741.1|DFIC	LOC115631041|XP_030383528.1|SLEB
OG0004036	LOC108092383|XP_017047416.1|DFIC	LOC115630991|XP_030383437.1|SLEB
OG0004037	LOC108101378|XP_017061184.1|DFIC	LOC115631059|XP_030383558.1|SLEB
OG0004038	LOC108091487|XP_017046200.1|DFIC	LOC115632030|XP_030384836.1|SLEB
OG0004039	LOC108092448|XP_017047522.1|DFIC	LOC115631213|XP_030383778.1|SLEB
OG0004040	LOC108096860|XP_017054273.1|DFIC	LOC115633628|XP_030386923.1|SLEB
OG0004041	LOC108097684|XP_017055640.1|DFIC	LOC115633276|XP_030386547.1|SLEB
OG0004042	LOC108093217|XP_017048672.1|DFIC	LOC115622177|XP_030371924.1|SLEB
OG0004043	LOC108100102|XP_017059337.1|DFIC	LOC115630654|XP_030383156.1|SLEB
OG0004044	LOC108095337|XP_017051908.1|DFIC	LOC115627472|XP_030379008.1|SLEB
OG0004045	LOC108100030|XP_017059236.1|DFIC	LOC115631439|XP_030384039.1|SLEB
OG0004046	LOC108091547|XP_017046306.1|DFIC	LOC115631249|XP_030383819.1|SLEB
OG0004047	LOC108093482|XP_017049057.1|DFIC	LOC115631028|XP_030383506.1|SLEB
OG0004048	LOC108089923|XP_017043894.1|DFIC	LOC115630482|XP_030382923.1|SLEB
OG0004049	LOC108091560|XP_017046321.1|DFIC	LOC115631436|XP_030384034.1|SLEB
OG0004050	LOC108101216|XP_017060954.1|DFIC	LOC115631657|XP_030384329.1|SLEB
OG0004051	LOC108098699|XP_017057297.1|DFIC	LOC115631090|XP_030383598.1|SLEB
OG0004052	LOC108091054|XP_017045493.1|DFIC	LOC115626951|XP_030378327.1|SLEB
OG0004053	LOC108086449|XP_017038855.1|DFIC	LOC115630487|XP_030382935.1|SLEB
OG0004054	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC	LOC115631315|XP_030383890.1|SLEB
OG0004055	LOC108087184|XP_017039929.1|DFIC	LOC115621942|XP_030371649.1|SLEB
OG0004056	LOC108098602|XP_017057153.1|DFIC	LOC115621043|XP_030370424.1|SLEB
OG0004057	LOC108100470|XP_017059890.1|DFIC	LOC115622239|XP_030371996.1|SLEB
OG0004058	LOC108099172|XP_017058022.1|DFIC	LOC115632484|XP_030385519.1|SLEB
OG0004059	LOC108098599|XP_017057149.1|DFIC	LOC115624161|XP_030374617.1|SLEB
OG0004060	LOC108087299|XP_017040100.1|DFIC	LOC115624055|XP_030374496.1|SLEB
OG0004061	LOC108101668|XP_017061578.1|DFIC	LOC115626808|XP_030378139.1|SLEB
OG0004062	LOC108100542|XP_017059996.1|DFIC	LOC115622469|XP_030372272.1|SLEB
OG0004063	LOC108092955|XP_017048321.1|DFIC	LOC115626863|XP_030378230.1|SLEB
OG0004064	LOC108096413|XP_017053478.1|DFIC	LOC115633705|XP_030387026.1|SLEB
OG0004065	LOC108090762|XP_017045085.1|DFIC	LOC115624995|XP_030375726.1|SLEB
OG0004066	LOC108086745|XP_017039274.1|DFIC	LOC115634762|XP_030388517.1|SLEB
OG0004067	LOC108101684|XP_017061602.1|DFIC	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB
OG0004068	LOC108099413|XP_017058419.1|DFIC	LOC115625353|XP_030376246.1|SLEB
OG0004069	LOC108099427|XP_017058445.1|DFIC	LOC115625619|XP_030376620.1|SLEB
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	LOC115632730|XP_030385835.1|SLEB
OG0004071	LOC108093930|XP_017049800.1|DFIC	LOC115622479|XP_030372284.1|SLEB
OG0004072	LOC108093937|XP_017049813.1|DFIC	LOC115622497|XP_030372303.1|SLEB
OG0004073	LOC108091092|XP_017045596.1|DFIC	LOC115626862|XP_030378229.1|SLEB
OG0004074	LOC108096695|XP_017054001.1|DFIC	LOC115622688|XP_030372577.1|SLEB
OG0004075	LOC108094834|XP_017051122.1|DFIC	LOC115634474|XP_030388065.1|SLEB
OG0004076	LOC108094833|XP_017051120.1|DFIC	LOC115634473|XP_030388064.1|SLEB
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	LOC115631977|XP_030384737.1|SLEB
OG0004078	LOC108095873|XP_017052665.1|DFIC	LOC115625509|XP_030376433.1|SLEB
OG0004079	LOC108095376|XP_017051944.1|DFIC	LOC115629371|XP_030381689.1|SLEB
OG0004080	LOC108090529|XP_017044741.1|DFIC	LOC115620054|XP_030369047.1|SLEB
OG0004081	LOC108086669|XP_017039139.1|DFIC	LOC115624980|XP_030375695.1|SLEB
OG0004082	LOC108095216|XP_017051719.1|DFIC	LOC115627742|XP_030379377.1|SLEB
OG0004083	LOC108087136|XP_017039823.1|DFIC	LOC115620222|XP_030369223.1|SLEB
OG0004084	LOC108088896|XP_017042384.1|DFIC	LOC115621413|XP_030370924.1|SLEB
OG0004085	LOC108087023|XP_017039680.1|DFIC	LOC115623375|XP_030373530.1|SLEB
OG0004086	LOC108088542|XP_017041877.1|DFIC	LOC115621200|XP_030370639.1|SLEB
OG0004087	LOC108091231|XP_017045826.1|DFIC	LOC115629180|XP_030381421.1|SLEB
OG0004088	LOC108086526|XP_017038943.1|DFIC	LOC115620542|XP_030369685.1|SLEB
OG0004089	LOC108095308|XP_017051860.1|DFIC	LOC115629338|XP_030381644.1|SLEB
OG0004090	LOC108091971|XP_017046867.1|DFIC	LOC115625345|XP_030376233.1|SLEB
OG0004091	LOC108098894|XP_017057575.1|DFIC	LOC115623942|XP_030374364.1|SLEB
OG0004092	LOC108092916|XP_017048262.1|DFIC	LOC115627070|XP_030378478.1|SLEB
OG0004094	LOC108091280|XP_017045883.1|DFIC	LOC115627049|XP_030378451.1|SLEB
OG0004095	LOC108102067|XP_017062196.1|DFIC	LOC115624377|XP_030374938.1|SLEB
OG0004096	LOC108088541|XP_017041875.1|DFIC	LOC115620835|XP_030370128.1|SLEB
OG0004097	LOC108095429|XP_017052027.1|DFIC	LOC115622879|XP_030372832.1|SLEB
OG0004098	LOC108087002|XP_017039628.1|DFIC	LOC115624962|XP_030375677.1|SLEB
OG0004099	LOC108091373|XP_017046014.1|DFIC	LOC115623554|XP_030373804.1|SLEB
OG0004100	LOC108090214|XP_017044296.1|DFIC	LOC115624190|XP_030374648.1|SLEB
OG0004101	LOC108090204|XP_017044283.1|DFIC	LOC115624084|XP_030374533.1|SLEB
OG0004102	LOC108090139|XP_017044166.1|DFIC	LOC115624297|XP_030374782.1|SLEB
OG0004103	LOC108095871|XP_017052663.1|DFIC	LOC115625507|XP_030376430.1|SLEB
OG0004104	LOC108091703|XP_017046530.1|DFIC	LOC115621663|XP_030371231.1|SLEB
OG0004105	LOC108096340|XP_017053374.1|DFIC	LOC115634785|XP_030388552.1|SLEB
OG0004106	LOC108088893|XP_017042381.1|DFIC	LOC115630702|XP_030383214.1|SLEB
OG0004107	LOC108099205|XP_017058069.1|DFIC	LOC115622610|XP_030372471.1|SLEB
OG0004108	LOC108097093|XP_017054643.1|DFIC	LOC115625288|XP_030376160.1|SLEB
OG0004109	LOC108091972|XP_017046871.1|DFIC	LOC115625346|XP_030376236.1|SLEB
OG0004110	LOC108093596|XP_017049211.1|DFIC	LOC115619990|XP_030368923.1|SLEB
OG0004111	LOC108095896|XP_017052700.1|DFIC	LOC115623472|XP_030373697.1|SLEB
OG0004112	LOC108096005|XP_017052844.1|DFIC	LOC115625332|XP_030376216.1|SLEB
OG0004113	LOC108092798|XP_017048058.1|DFIC	LOC115626741|XP_030378051.1|SLEB
OG0004114	LOC108097101|XP_017054656.1|DFIC	LOC115626753|XP_030378068.1|SLEB
OG0004115	LOC108097098|XP_017054651.1|DFIC	LOC115626958|XP_030378333.1|SLEB
OG0004116	LOC108095936|XP_017052762.1|DFIC	LOC115624411|XP_030375005.1|SLEB
OG0004117	LOC108092152|XP_017047159.1|DFIC	LOC115625234|XP_030376079.1|SLEB
OG0004118	LOC108093947|XP_017049832.1|DFIC	LOC115624533|XP_030375117.1|SLEB
OG0004119	LOC108087349|XP_017040177.1|DFIC	LOC115623549|XP_030373800.1|SLEB
OG0004120	LOC108097506|XP_017055310.1|DFIC	LOC115623661|XP_030373979.1|SLEB
OG0004121	LOC108096174|XP_017053046.1|DFIC	LOC115622962|XP_030372969.1|SLEB
OG0004122	LOC108098833|XP_017057478.1|DFIC	LOC115625573|XP_030376531.1|SLEB
OG0004123	LOC108098554|XP_017057041.1|DFIC	LOC115623338|XP_030373468.1|SLEB
OG0004124	LOC108095560|XP_017052191.1|DFIC	LOC115629256|XP_030381534.1|SLEB
OG0004125	LOC108097645|XP_017055565.1|DFIC	LOC115621820|XP_030371470.1|SLEB
OG0004126	LOC108088499|XP_017041814.1|DFIC	LOC115621098|XP_030370495.1|SLEB
OG0004127	LOC108089215|XP_017042854.1|DFIC	LOC115625755|XP_030376772.1|SLEB
OG0004128	LOC108092026|XP_017046954.1|DFIC	LOC115624021|XP_030374457.1|SLEB
OG0004129	LOC108093844|XP_017049666.1|DFIC	LOC115634837|XP_030388618.1|SLEB
OG0004130	LOC108088665|XP_017042083.1|DFIC	LOC115629253|XP_030381529.1|SLEB
OG0004131	LOC108097284|XP_017054982.1|DFIC	LOC115625070|XP_030375817.1|SLEB
OG0004132	LOC108099111|XP_017057926.1|DFIC	LOC115623251|XP_030373379.1|SLEB
OG0004133	LOC108093502|XP_017049081.1|DFIC	LOC115631981|XP_030384745.1|SLEB
OG0004134	LOC108095826|XP_017052595.1|DFIC	LOC115621059|XP_030370443.1|SLEB
OG0004135	LOC108101438|XP_017061254.1|DFIC	LOC115624331|XP_030374819.1|SLEB
OG0004136	LOC108098525|XP_017056992.1|DFIC	LOC115623683|XP_030374013.1|SLEB
OG0004137	LOC108090736|XP_017045047.1|DFIC	LOC115634341|XP_030387857.1|SLEB
OG0004138	LOC108089315|XP_017042980.1|DFIC	LOC115628341|XP_030380264.1|SLEB
OG0004139	LOC108097109|XP_017054675.1|DFIC	LOC115629170|XP_030381404.1|SLEB
OG0004140	LOC108092815|XP_017048080.1|DFIC	LOC115626857|XP_030378218.1|SLEB
OG0004141	LOC108094921|XP_017051260.1|DFIC	LOC115626385|XP_030377616.1|SLEB
OG0004142	LOC108095602|XP_017052256.1|DFIC	LOC115629220|XP_030381489.1|SLEB
OG0004143	LOC108087953|XP_017041031.1|DFIC	LOC115620606|XP_030369780.1|SLEB
OG0004144	LOC108101189|XP_017060922.1|DFIC	LOC115625690|XP_030376691.1|SLEB
OG0004145	LOC108089003|XP_017042563.1|DFIC	LOC115622792|XP_030372715.1|SLEB
OG0004146	LOC108096449|XP_017053545.1|DFIC	LOC115624413|XP_030375007.1|SLEB
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	LOC115625832|XP_030376887.1|SLEB
OG0004148	LOC108088068|XP_017041205.1|DFIC	LOC115620988|XP_030370368.1|SLEB
OG0004149	LOC108098577|XP_017057102.1|DFIC	LOC115624122|XP_030374578.1|SLEB
OG0004150	LOC108098950|XP_017057647.1|DFIC	LOC115624120|XP_030374576.1|SLEB
OG0004151	LOC108100770|XP_017060295.1|DFIC	LOC115620402|XP_030369478.1|SLEB
OG0004152	LOC108090124|XP_017044145.1|DFIC	LOC115623365|XP_030373511.1|SLEB
OG0004153	LOC108086418|XP_017038809.1|DFIC	LOC115625602|XP_030376598.1|SLEB
OG0004154	LOC108089468|XP_017043208.1|DFIC	LOC115622116|XP_030371820.1|SLEB
OG0004155	LOC108096931|XP_017054376.1|DFIC	LOC115623859|XP_030374264.1|SLEB
OG0004156	LOC108098786|XP_017057410.1|DFIC	LOC115624149|XP_030374606.1|SLEB
OG0004157	LOC108094313|XP_017050334.1|DFIC	LOC115629143|XP_030381355.1|SLEB
OG0004158	LOC108100736|XP_017060262.1|DFIC	LOC115622423|XP_030372218.1|SLEB
OG0004159	LOC108095825|XP_017052594.1|DFIC	LOC115624365|XP_030374885.1|SLEB
OG0004160	LOC108100641|XP_017060133.1|DFIC	LOC115622468|XP_030372270.1|SLEB
OG0004161	LOC108092045|XP_017046976.1|DFIC	LOC115623673|XP_030374000.1|SLEB
OG0004162	LOC108092092|XP_017047071.1|DFIC	LOC115623642|XP_030373947.1|SLEB
OG0004163	LOC108098960|XP_017057662.1|DFIC	LOC115624127|XP_030374582.1|SLEB
OG0004164	LOC108098461|XP_017056855.1|DFIC	LOC115623929|XP_030374348.1|SLEB
OG0004165	LOC108090829|XP_017045179.1|DFIC	LOC115623390|XP_030373558.1|SLEB
OG0004166	LOC108090923|XP_017045343.1|DFIC	LOC115630004|XP_030382494.1|SLEB
OG0004167	LOC108099476|XP_017058521.1|DFIC	LOC115625909|XP_030377000.1|SLEB
OG0004168	LOC108099468|XP_017058507.1|DFIC	LOC115625069|XP_030375813.1|SLEB
OG0004169	LOC108095320|XP_017051886.1|DFIC	LOC115629639|XP_030382001.1|SLEB
OG0004170	LOC108091087|XP_017045588.1|DFIC	LOC115628741|XP_030380805.1|SLEB
OG0004171	LOC108095384|XP_017051952.1|DFIC	LOC115629676|XP_030382054.1|SLEB
OG0004172	LOC108097667|XP_017055605.1|DFIC	LOC115627773|XP_030379432.1|SLEB
OG0004173	LOC108093747|XP_017049502.1|DFIC	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB
OG0004174	LOC108094848|XP_017051140.1|DFIC	LOC115626137|XP_030377258.1|SLEB
OG0004175	LOC108094009|XP_017049925.1|DFIC	LOC115634437|XP_030388008.1|SLEB
OG0004176	LOC108089035|XP_017042622.1|DFIC	LOC115622486|XP_030372292.1|SLEB
OG0004177	LOC108098872|XP_017057548.1|DFIC	LOC115623555|XP_030373813.1|SLEB
OG0004178	LOC108092020|XP_017046945.1|DFIC	LOC115625527|XP_030376456.1|SLEB
OG0004179	LOC108097237|XP_017054899.1|DFIC	LOC115630036|XP_030382528.1|SLEB
OG0004180	LOC108101088|XP_017060778.1|DFIC	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB
OG0004181	LOC108087228|XP_017040001.1|DFIC	LOC115620201|XP_030369194.1|SLEB
OG0004182	LOC108089473|XP_017043219.1|DFIC	LOC115622689|XP_030372573.1|SLEB
OG0004183	LOC108089583|XP_017043429.1|DFIC	LOC115622476|XP_030372280.1|SLEB
OG0004184	LOC108100397|XP_017059759.1|DFIC	LOC115628267|XP_030380146.1|SLEB
OG0004185	LOC108101385|XP_017061192.1|DFIC	LOC115631060|XP_030383559.1|SLEB
OG0004186	LOC108097132|XP_017054716.1|DFIC	LOC115629142|XP_030381353.1|SLEB
OG0004187	LOC108087900|XP_017040967.1|DFIC	LOC115624217|XP_030374691.1|SLEB
OG0004188	LOC108097519|XP_017055337.1|DFIC	LOC115625276|XP_030376138.1|SLEB
OG0004189	LOC108097846|XP_017055870.1|DFIC	LOC115625286|XP_030376156.1|SLEB
OG0004190	LOC108093550|XP_017049135.1|DFIC	LOC115623582|XP_030373841.1|SLEB
OG0004191	LOC108093542|XP_017049124.1|DFIC	LOC115623984|XP_030374415.1|SLEB
OG0004192	LOC108087956|XP_017041034.1|DFIC	LOC115623596|XP_030373858.1|SLEB
OG0004193	LOC108095540|XP_017052158.1|DFIC	LOC115629478|XP_030381808.1|SLEB
OG0004194	LOC108087329|XP_017040149.1|DFIC	LOC115623434|XP_030373640.1|SLEB
OG0004195	LOC108094617|XP_017050788.1|DFIC	LOC115627479|XP_030379017.1|SLEB
OG0004196	LOC108088392|XP_017041630.1|DFIC	LOC115620716|XP_030369953.1|SLEB
OG0004197	LOC108102046|XP_017062157.1|DFIC	LOC115623413|XP_030373584.1|SLEB
OG0004198	LOC108091384|XP_017046055.1|DFIC	LOC115625047|XP_030375758.1|SLEB
OG0004199	LOC108102239|XP_017062467.1|DFIC	LOC115623649|XP_030373961.1|SLEB
OG0004200	LOC108090949|XP_017045382.1|DFIC	LOC115629050|XP_030381220.1|SLEB
OG0004201	LOC108086569|XP_017039015.1|DFIC	LOC115620574|XP_030369735.1|SLEB
OG0004202	LOC108095794|XP_017052544.1|DFIC	LOC115621197|XP_030370636.1|SLEB
OG0004203	LOC108097290|XP_017054995.1|DFIC	LOC115625072|XP_030375820.1|SLEB
OG0004204	LOC108088883|XP_017042369.1|DFIC	LOC115621640|XP_030371238.1|SLEB
OG0004205	LOC108087517|XP_017040409.1|DFIC	LOC115632596|XP_030385681.1|SLEB
OG0004206	LOC108101054|XP_017060730.1|DFIC	LOC115624123|XP_030374579.1|SLEB
OG0004207	LOC108101056|XP_017060732.1|DFIC	LOC115623577|XP_030373835.1|SLEB
OG0004208	LOC108102050|XP_017062164.1|DFIC	LOC115623619|XP_030373899.1|SLEB
OG0004209	LOC108099527|XP_017058584.1|DFIC	LOC115621873|XP_030371558.1|SLEB
OG0004210	LOC108098548|XP_017057034.1|DFIC	LOC115623671|XP_030373997.1|SLEB
OG0004211	LOC108094165|XP_017050106.1|DFIC	LOC115631904|XP_030384612.1|SLEB
OG0004212	LOC108092108|XP_017047092.1|DFIC	LOC115623636|XP_030373938.1|SLEB
OG0004213	LOC108099390|XP_017058377.1|DFIC	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB
OG0004215	LOC108087635|XP_017040581.1|DFIC	LOC115623668|XP_030373998.1|SLEB
OG0004216	LOC108087581|XP_017040502.1|DFIC	LOC115632524|XP_030385580.1|SLEB
OG0004217	LOC108089020|XP_017042594.1|DFIC	LOC115622565|XP_030372397.1|SLEB
OG0004218	LOC108101954|XP_017062029.1|DFIC	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB
OG0004219	LOC108099622|XP_017058734.1|DFIC	LOC115623356|XP_030373500.1|SLEB
OG0004220	LOC108096643|XP_017053897.1|DFIC	LOC115623621|XP_030373903.1|SLEB
OG0004221	LOC108098507|XP_017056923.1|DFIC	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB
OG0004222	LOC108087906|XP_017040973.1|DFIC	LOC115624267|XP_030374752.1|SLEB
OG0004223	LOC108088027|XP_017041141.1|DFIC	LOC115623475|XP_030373701.1|SLEB
OG0004224	LOC108090116|XP_017044131.1|DFIC	LOC115625201|XP_030376028.1|SLEB
OG0004225	LOC108097357|XP_017055086.1|DFIC	LOC115627223|XP_030378705.1|SLEB
OG0004226	LOC108087040|XP_017039703.1|DFIC	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB
OG0004227	LOC108097270|XP_017054960.1|DFIC	LOC115625451|XP_030376359.1|SLEB
OG0004228	LOC108097312|XP_017055022.1|DFIC	LOC115625071|XP_030375819.1|SLEB
OG0004229	LOC108093701|XP_017049380.1|DFIC	LOC115624998|XP_030375733.1|SLEB
OG0004230	LOC108097919|XP_017055942.1|DFIC	LOC115626934|XP_030378303.1|SLEB
OG0004231	LOC108100359|XP_017059683.1|DFIC	LOC115628390|XP_030380334.1|SLEB
OG0004232	LOC108100362|XP_017059689.1|DFIC	LOC115628393|XP_030380338.1|SLEB
OG0004233	LOC108100361|XP_017059688.1|DFIC	LOC115628392|XP_030380337.1|SLEB
OG0004234	LOC108100330|XP_017059627.1|DFIC	LOC115628253|XP_030380131.1|SLEB
OG0004235	LOC108097308|XP_017055014.1|DFIC	LOC115623444|XP_030373654.1|SLEB
OG0004236	LOC108087292|XP_017040092.1|DFIC	LOC115624284|XP_030374767.1|SLEB
OG0004237	LOC108096132|XP_017052998.1|DFIC	LOC115623821|XP_030374225.1|SLEB
