Orthogroup	DFIC.longest_only	DKIK.longest_only
OG0005034	LOC108089724|XP_017043593.1|DFIC	LOC108086001|XP_017038299.1|DKIK
OG0005035	LOC108093070|XP_017048471.1|DFIC	LOC108085807|XP_017038047.1|DKIK
OG0005036	LOC108099103|XP_017057912.1|DFIC	LOC108075158|XP_017022935.1|DKIK
OG0005037	LOC108096277|XP_017053226.1|DFIC	LOC108078778|XP_017028311.1|DKIK
OG0005038	LOC108099141|XP_017057971.1|DFIC	LOC108079884|XP_017029891.1|DKIK
OG0005039	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC	LOC108077432|XP_017026228.1|DKIK
OG0005040	LOC108093120|XP_017048552.1|DFIC	LOC108077519|XP_017026372.1|DKIK
OG0005041	LOC108093200|XP_017048651.1|DFIC	LOC108085826|XP_017038068.1|DKIK
OG0005042	LOC108099011|XP_017057734.1|DFIC	LOC108075086|XP_017022859.1|DKIK
OG0005043	LOC108095153|XP_017051581.1|DFIC	LOC108078020|XP_017027069.1|DKIK
OG0005044	LOC108095151|XP_017051578.1|DFIC	LOC108078394|XP_017027739.1|DKIK
OG0005045	LOC108095182|XP_017051657.1|DFIC	LOC108077956|XP_017026984.1|DKIK
OG0005046	LOC108096891|XP_017054322.1|DFIC	LOC108081151|XP_017031679.1|DKIK
OG0005047	LOC108089598|XP_017043445.1|DFIC	LOC108070444|XP_017016411.1|DKIK
OG0005048	LOC108089596|XP_017043443.1|DFIC	LOC108070489|XP_017016471.1|DKIK
OG0005049	LOC108093068|XP_017048467.1|DFIC	LOC108085806|XP_017038045.1|DKIK
OG0005050	LOC108087699|XP_017040703.1|DFIC	LOC108072444|XP_017019061.1|DKIK
OG0005051	LOC108093109|XP_017048539.1|DFIC	LOC108085819|XP_017038059.1|DKIK
OG0005052	LOC108093147|XP_017048580.1|DFIC	LOC108085809|XP_017038049.1|DKIK
OG0005053	LOC108101208|XP_017060945.1|DFIC	LOC108077270|XP_017026026.1|DKIK
OG0005054	LOC108100340|XP_017059648.1|DFIC	LOC108075002|XP_017022734.1|DKIK
OG0005055	LOC108097545|XP_017055387.1|DFIC	LOC108083414|XP_017034658.1|DKIK
OG0005056	LOC108101936|XP_017062008.1|DFIC	LOC108078461|XP_017027842.1|DKIK
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC108078223|XP_017027480.1|DKIK
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC108079307|XP_017029077.1|DKIK
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC108076202|XP_017024425.1|DKIK
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC108076308|XP_017024567.1|DKIK
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC108082777|XP_017033799.1|DKIK
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC108072105|XP_017018608.1|DKIK
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC108083314|XP_017034545.1|DKIK
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC108078881|XP_017028497.1|DKIK
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC108072176|XP_017018720.1|DKIK
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC108076182|XP_017024401.1|DKIK
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC108076790|XP_017025296.1|DKIK
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC108076641|XP_017025060.1|DKIK
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC108072155|XP_017018688.1|DKIK
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC108073835|XP_017021105.1|DKIK
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC108080338|XP_017030527.1|DKIK
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC108076801|XP_017025315.1|DKIK
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC108070566|XP_017016595.1|DKIK
OG0005075	LOC108101234|XP_017060978.1|DFIC	LOC108074756|XP_017022421.1|DKIK
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC108072206|XP_017018756.1|DKIK
OG0005078	LOC108099196|XP_017058056.1|DFIC	LOC108079830|XP_017029817.1|DKIK
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC108072388|XP_017018984.1|DKIK
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC108079818|XP_017029790.1|DKIK
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC108080719|XP_017031059.1|DKIK
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC108083144|XP_017034315.1|DKIK
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC108071752|XP_017018066.1|DKIK
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC108075109|XP_017022880.1|DKIK
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC108073905|XP_017021189.1|DKIK
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC108073041|XP_017019993.1|DKIK
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC108078841|XP_017028425.1|DKIK
OG0005088	LOC108086378|XP_017038769.1|DFIC	LOC108072148|XP_017018680.1|DKIK
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC108072147|XP_017018679.1|DKIK
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC108076618|XP_017025034.1|DKIK
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC108078173|XP_017027318.1|DKIK
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC108078018|XP_017027071.1|DKIK
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC108073916|XP_017021202.1|DKIK
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC108079777|XP_017029709.1|DKIK
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC108072340|XP_017018917.1|DKIK
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC108075939|XP_017024071.1|DKIK
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC108076472|XP_017024848.1|DKIK
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC108074641|XP_017022245.1|DKIK
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC108074653|XP_017022258.1|DKIK
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC108073362|XP_017020418.1|DKIK
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC108078387|XP_017027714.1|DKIK
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC108072143|XP_017018674.1|DKIK
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC108074797|XP_017022470.1|DKIK
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC108077480|XP_017026291.1|DKIK
OG0005106	LOC108099084|XP_017057890.1|DFIC	LOC108075216|XP_017023046.1|DKIK
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC108079907|XP_017029930.1|DKIK
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC108072950|XP_017019817.1|DKIK
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC108075201|XP_017023027.1|DKIK
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC108079857|XP_017029858.1|DKIK
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC108083142|XP_017034313.1|DKIK
OG0005112	LOC108100352|XP_017059675.1|DFIC	LOC108073947|XP_017021252.1|DKIK
OG0005113	LOC108093176|XP_017048621.1|DFIC	LOC108083143|XP_017034314.1|DKIK
OG0005114	LOC108099751|XP_017058872.1|DFIC	LOC108075040|XP_017022796.1|DKIK
OG0005115	LOC108089954|XP_017043934.1|DFIC	LOC108086240|XP_017038601.1|DKIK
OG0005116	LOC108089400|XP_017043078.1|DFIC	LOC108079913|XP_017029938.1|DKIK
OG0005117	LOC108097336|XP_017055059.1|DFIC	LOC108076102|XP_017024314.1|DKIK
OG0005118	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC	LOC108082024|XP_017032781.1|DKIK
OG0005119	LOC108101824|XP_017061796.1|DFIC	LOC108078242|XP_017027439.1|DKIK
OG0005120	LOC108100682|XP_017060187.1|DFIC	LOC108079724|XP_017029623.1|DKIK
OG0005121	LOC108088834|XP_017042289.1|DFIC	LOC108083233|XP_017034429.1|DKIK
OG0005122	LOC108095444|XP_017052043.1|DFIC	LOC108075311|XP_017023204.1|DKIK
OG0005123	LOC108088333|XP_017041564.1|DFIC	LOC108080689|XP_017031015.1|DKIK
OG0005124	LOC108089452|XP_017043181.1|DFIC	LOC108079795|XP_017029760.1|DKIK
OG0005125	LOC108089399|XP_017043075.1|DFIC	LOC108079791|XP_017029747.1|DKIK
OG0005126	LOC108089049|XP_017042646.1|DFIC	LOC108078769|XP_017028300.1|DKIK
OG0005127	LOC108100368|XP_017059697.1|DFIC	LOC108075283|XP_017023160.1|DKIK
OG0005128	LOC108096863|XP_017054277.1|DFIC	LOC108081180|XP_017031728.1|DKIK
OG0005129	LOC108100616|XP_017060096.1|DFIC	LOC108075275|XP_017023145.1|DKIK
OG0005130	LOC108096281|XP_017053236.1|DFIC	LOC108075230|XP_017023065.1|DKIK
OG0005131	LOC108086985|XP_017039602.1|DFIC	LOC108078283|XP_017027539.1|DKIK
OG0005132	LOC108099919|XP_017059076.1|DFIC	LOC108073431|XP_017020540.1|DKIK
OG0005133	LOC108099180|XP_017058032.1|DFIC	LOC108073861|XP_017021133.1|DKIK
OG0005134	LOC108089434|XP_017043152.1|DFIC	LOC108070445|XP_017016412.1|DKIK
OG0005135	LOC108100622|XP_017060109.1|DFIC	LOC108075300|XP_017023183.1|DKIK
OG0005136	LOC108100549|XP_017060006.1|DFIC	LOC108075263|XP_017023119.1|DKIK
OG0005137	LOC108088406|XP_017041650.1|DFIC	LOC108083975|XP_017035474.1|DKIK
OG0005138	LOC108089691|XP_017043527.1|DFIC	LOC108085987|XP_017038277.1|DKIK
OG0005139	LOC108093277|XP_017048745.1|DFIC	LOC108071614|XP_017017886.1|DKIK
OG0005140	LOC108089830|XP_017043732.1|DFIC	LOC108086230|XP_017038587.1|DKIK
OG0005141	LOC108093721|XP_017049420.1|DFIC	LOC108078165|XP_017027307.1|DKIK
OG0005142	LOC108089054|XP_017042652.1|DFIC	LOC108077548|XP_017026429.1|DKIK
OG0005143	LOC108089026|XP_017042600.1|DFIC	LOC108077530|XP_017026387.1|DKIK
OG0005144	LOC108089069|XP_017042666.1|DFIC	LOC108077491|XP_017026304.1|DKIK
OG0005145	LOC108089060|XP_017042657.1|DFIC	LOC108077561|XP_017026442.1|DKIK
OG0005146	LOC108093101|XP_017048527.1|DFIC	LOC108078836|XP_017028416.1|DKIK
OG0005147	LOC108093103|XP_017048530.1|DFIC	LOC108078838|XP_017028419.1|DKIK
OG0005148	LOC108096378|XP_017053419.1|DFIC	LOC108078804|XP_017028361.1|DKIK
OG0005149	LOC108094020|XP_017049939.1|DFIC	LOC108072963|XP_017019884.1|DKIK
OG0005150	LOC108089622|XP_017043474.1|DFIC	LOC108071552|XP_017017819.1|DKIK
OG0005151	LOC108100523|XP_017059971.1|DFIC	LOC108079859|XP_017029860.1|DKIK
OG0005152	LOC108100658|XP_017060158.1|DFIC	LOC108079888|XP_017029900.1|DKIK
OG0005153	LOC108100384|XP_017059728.1|DFIC	LOC108079876|XP_017029881.1|DKIK
OG0005154	LOC108100382|XP_017059725.1|DFIC	LOC108072730|XP_017019480.1|DKIK
OG0005155	LOC108099793|XP_017058914.1|DFIC	LOC108078638|XP_017028059.1|DKIK
OG0005156	LOC108098593|XP_017057140.1|DFIC	LOC108084871|XP_017036752.1|DKIK
OG0005157	LOC108096727|XP_017054060.1|DFIC	LOC108078177|XP_017027330.1|DKIK
OG0005158	LOC108093084|XP_017048500.1|DFIC	LOC108071622|XP_017017892.1|DKIK
OG0005159	LOC108089556|XP_017043387.1|DFIC	LOC108079862|XP_017029862.1|DKIK
OG0005160	LOC108099740|XP_017058854.1|DFIC	LOC108071942|XP_017018397.1|DKIK
OG0005161	LOC108090833|XP_017045186.1|DFIC	LOC108072191|XP_017018737.1|DKIK
OG0005162	LOC108088695|XP_017042125.1|DFIC	LOC108071827|XP_017018223.1|DKIK
OG0005163	LOC108093575|XP_017049178.1|DFIC	LOC108084802|XP_017036648.1|DKIK
OG0005164	LOC108089587|XP_017043433.1|DFIC	LOC108083150|XP_017034320.1|DKIK
OG0005165	LOC108094305|XP_017050315.1|DFIC	LOC108076361|XP_017024649.1|DKIK
OG0005166	LOC108090148|XP_017044193.1|DFIC	LOC108075665|XP_017023703.1|DKIK
OG0005167	LOC108090155|XP_017044201.1|DFIC	LOC108075600|XP_017023611.1|DKIK
OG0005168	LOC108099819|XP_017058937.1|DFIC	LOC108078844|XP_017028428.1|DKIK
OG0005169	LOC108100573|XP_017060040.1|DFIC	LOC108073475|XP_017020615.1|DKIK
OG0005170	LOC108100623|XP_017060110.1|DFIC	LOC108073473|XP_017020611.1|DKIK
OG0005171	LOC108100179|XP_017059437.1|DFIC	LOC108073317|XP_017020366.1|DKIK
OG0005172	LOC108087852|XP_017040921.1|DFIC	LOC108074738|XP_017022396.1|DKIK
OG0005173	LOC108094278|XP_017050260.1|DFIC	LOC108080715|XP_017031055.1|DKIK
OG0005174	LOC108087753|XP_017040770.1|DFIC	LOC108076541|XP_017024943.1|DKIK
OG0005175	LOC108087690|XP_017040686.1|DFIC	LOC108074212|XP_017021643.1|DKIK
OG0005176	LOC108087866|XP_017040939.1|DFIC	LOC108082594|XP_017033550.1|DKIK
OG0005177	LOC108087739|XP_017040749.1|DFIC	LOC108074201|XP_017021629.1|DKIK
OG0005178	LOC108089066|XP_017042664.1|DFIC	LOC108077566|XP_017026450.1|DKIK
OG0005179	LOC108088976|XP_017042507.1|DFIC	LOC108077510|XP_017026357.1|DKIK
OG0005180	LOC108100258|XP_017059523.1|DFIC	LOC108079751|XP_017029655.1|DKIK
OG0005181	LOC108097780|XP_017055797.1|DFIC	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK
OG0005182	LOC108090497|XP_017044699.1|DFIC	LOC108078241|XP_017027437.1|DKIK
OG0005183	LOC108096671|XP_017053937.1|DFIC	LOC108074464|XP_017022016.1|DKIK
OG0005184	LOC108096680|XP_017053969.1|DFIC	LOC108072932|XP_017019770.1|DKIK
OG0005185	LOC108090266|XP_017044363.1|DFIC	LOC108076300|XP_017024560.1|DKIK
OG0005186	LOC108086442|XP_017038845.1|DFIC	LOC108078423|XP_017027777.1|DKIK
OG0005187	LOC108094275|XP_017050237.1|DFIC	LOC108080712|XP_017031038.1|DKIK
OG0005188	LOC108096862|XP_017054276.1|DFIC	LOC108081191|XP_017031745.1|DKIK
OG0005189	LOC108094245|XP_017050196.1|DFIC	LOC108079363|XP_017029162.1|DKIK
OG0005190	LOC108096460|XP_017053556.1|DFIC	LOC108070610|XP_017016672.1|DKIK
OG0005191	LOC108102260|XP_017062503.1|DFIC	LOC108070696|XP_017016769.1|DKIK
OG0005192	LOC108093907|XP_017049760.1|DFIC	LOC108072886|XP_017019696.1|DKIK
OG0005193	LOC108090418|XP_017044564.1|DFIC	LOC108076299|XP_017024559.1|DKIK
OG0005194	LOC108094863|XP_017051172.1|DFIC	LOC108076721|XP_017025176.1|DKIK
OG0005195	LOC108093633|XP_017049280.1|DFIC	LOC108078119|XP_017027225.1|DKIK
OG0005196	LOC108100712|XP_017060232.1|DFIC	LOC108075001|XP_017022733.1|DKIK
OG0005197	LOC108090887|XP_017045278.1|DFIC	LOC108070755|XP_017016841.1|DKIK
OG0005198	LOC108089524|XP_017043343.1|DFIC	LOC108070456|XP_017016427.1|DKIK
OG0005199	LOC108101871|XP_017061896.1|DFIC	LOC108076498|XP_017024880.1|DKIK
OG0005200	LOC108093780|XP_017049544.1|DFIC	LOC108074717|XP_017022349.1|DKIK
OG0005201	LOC108090713|XP_017044999.1|DFIC	LOC108072367|XP_017018950.1|DKIK
OG0005202	LOC108101578|XP_017061479.1|DFIC	LOC108070891|XP_017017025.1|DKIK
OG0005203	LOC108101541|XP_017061414.1|DFIC	LOC108074724|XP_017022357.1|DKIK
OG0005204	LOC108088163|XP_017041318.1|DFIC	LOC108075905|XP_017024014.1|DKIK
OG0005205	LOC108092430|XP_017047499.1|DFIC	LOC108082218|XP_017033040.1|DKIK
OG0005206	LOC108087662|XP_017040640.1|DFIC	LOC108076516|XP_017024913.1|DKIK
OG0005207	LOC108090837|XP_017045193.1|DFIC	LOC108078145|XP_017027273.1|DKIK
OG0005208	LOC108090652|XP_017044919.1|DFIC	LOC108078006|XP_017027050.1|DKIK
OG0005209	LOC108101753|XP_017061704.1|DFIC	LOC108085255|XP_017037291.1|DKIK
OG0005210	LOC108101751|XP_017061703.1|DFIC	LOC108085260|XP_017037299.1|DKIK
OG0005211	LOC108093588|XP_017049201.1|DFIC	LOC108070446|XP_017016414.1|DKIK
OG0005212	LOC108090889|XP_017045281.1|DFIC	LOC108070777|XP_017016865.1|DKIK
OG0005213	LOC108097081|XP_017054613.1|DFIC	LOC108079382|XP_017029192.1|DKIK
OG0005214	LOC108100847|XP_017060416.1|DFIC	LOC108077091|XP_017025751.1|DKIK
OG0005215	LOC108092538|XP_017047655.1|DFIC	LOC108074337|XP_017021845.1|DKIK
OG0005216	LOC108094462|XP_017050533.1|DFIC	LOC108082769|XP_017033787.1|DKIK
OG0005217	LOC108094387|XP_017050438.1|DFIC	LOC108081530|XP_017032237.1|DKIK
OG0005218	LOC108091260|XP_017045898.1|DFIC, LOC108098746|XP_017057370.1|DFIC	LOC108082844|XP_017033901.1|DKIK
OG0005219	LOC108090491|XP_017044692.1|DFIC	LOC108078204|XP_017027377.1|DKIK
OG0005220	LOC108100311|XP_017059602.1|DFIC	LOC108079055|XP_017028751.1|DKIK
OG0005221	LOC108093458|XP_017049023.1|DFIC	LOC108082109|XP_017032898.1|DKIK
OG0005222	LOC108098212|XP_017056467.1|DFIC	LOC108076999|XP_017025558.1|DKIK
OG0005223	LOC108092751|XP_017047970.1|DFIC	LOC108079983|XP_017030038.1|DKIK
OG0005224	LOC108100944|XP_017060579.1|DFIC	LOC108074788|XP_017022454.1|DKIK
OG0005225	LOC108092298|XP_017047322.1|DFIC	LOC108075917|XP_017024039.1|DKIK
OG0005226	LOC108100868|XP_017060441.1|DFIC	LOC108077103|XP_017025781.1|DKIK
OG0005227	LOC108098282|XP_017056575.1|DFIC	LOC108072630|XP_017019349.1|DKIK
OG0005228	LOC108098235|XP_017056508.1|DFIC	LOC108072556|XP_017019224.1|DKIK
OG0005229	LOC108091446|XP_017046131.1|DFIC	LOC108079045|XP_017028726.1|DKIK
OG0005230	LOC108100040|XP_017059252.1|DFIC	LOC108082058|XP_017032824.1|DKIK
OG0005231	LOC108091576|XP_017046342.1|DFIC	LOC108074351|XP_017021865.1|DKIK
OG0005232	LOC108092405|XP_017047456.1|DFIC	LOC108075891|XP_017023990.1|DKIK
OG0005233	LOC108101748|XP_017061699.1|DFIC	LOC108085250|XP_017037286.1|DKIK
OG0005234	LOC108094474|XP_017050547.1|DFIC	LOC108082866|XP_017033933.1|DKIK
OG0005235	LOC108096092|XP_017052948.1|DFIC	LOC108082871|XP_017033938.1|DKIK
OG0005236	LOC108101297|XP_017061089.1|DFIC	LOC108077433|XP_017026229.1|DKIK
OG0005237	LOC108101296|XP_017061088.1|DFIC	LOC108077431|XP_017026225.1|DKIK
OG0005238	LOC108101260|XP_017061004.1|DFIC	LOC108077354|XP_017026135.1|DKIK
OG0005239	LOC108092389|XP_017047438.1|DFIC	LOC108074577|XP_017022170.1|DKIK
OG0005240	LOC108089180|XP_017042804.1|DFIC	LOC108077177|XP_017025903.1|DKIK
OG0005241	LOC108101308|XP_017061099.1|DFIC	LOC108074420|XP_017021942.1|DKIK
OG0005242	LOC108100100|XP_017059333.1|DFIC	LOC108077261|XP_017026016.1|DKIK
OG0005243	LOC108091449|XP_017046138.1|DFIC	LOC108079031|XP_017028712.1|DKIK
OG0005244	LOC108088017|XP_017041119.1|DFIC	LOC108085726|XP_017037941.1|DKIK
OG0005245	LOC108089083|XP_017042681.1|DFIC	LOC108081156|XP_017031684.1|DKIK
OG0005246	LOC108091526|XP_017046277.1|DFIC	LOC108086129|XP_017038470.1|DKIK
OG0005247	LOC108087658|XP_017040637.1|DFIC	LOC108076302|XP_017024562.1|DKIK
OG0005248	LOC108098829|XP_017057473.1|DFIC	LOC108084255|XP_017035887.1|DKIK
OG0005249	LOC108087152|XP_017039856.1|DFIC	LOC108084832|XP_017036687.1|DKIK
OG0005250	LOC108093398|XP_017048914.1|DFIC	LOC108070521|XP_017016520.1|DKIK
OG0005251	LOC108089222|XP_017042866.1|DFIC	LOC108076891|XP_017025412.1|DKIK
OG0005252	LOC108101166|XP_017060878.1|DFIC	LOC108082745|XP_017033744.1|DKIK
OG0005253	LOC108089845|XP_017043777.1|DFIC	LOC108081410|XP_017032076.1|DKIK
OG0005254	LOC108094435|XP_017050495.1|DFIC, LOC108094424|XP_017050484.1|DFIC	LOC108072511|XP_017019172.1|DKIK
OG0005255	LOC108094759|XP_017051009.1|DFIC, LOC108094434|XP_017050494.1|DFIC	LOC108072606|XP_017019318.1|DKIK
OG0005256	LOC108088257|XP_017041464.1|DFIC	LOC108080692|XP_017031017.1|DKIK
OG0005257	LOC108100953|XP_017060590.1|DFIC	LOC108074855|XP_017022554.1|DKIK
OG0005258	LOC108097855|XP_017055880.1|DFIC	LOC108082208|XP_017033029.1|DKIK
OG0005259	LOC108090052|XP_017044048.1|DFIC	LOC108077413|XP_017026202.1|DKIK
OG0005260	LOC108090054|XP_017044051.1|DFIC	LOC108077416|XP_017026206.1|DKIK
OG0005261	LOC108089201|XP_017042837.1|DFIC	LOC108077208|XP_017025947.1|DKIK
OG0005262	LOC108089945|XP_017043924.1|DFIC	LOC108081419|XP_017032091.1|DKIK
OG0005263	LOC108096115|XP_017053017.1|DFIC, LOC108094464|XP_017050534.1|DFIC	LOC108072600|XP_017019309.1|DKIK
OG0005264	LOC108092176|XP_017047189.1|DFIC	LOC108075661|XP_017023699.1|DKIK
OG0005265	LOC108094450|XP_017050517.1|DFIC	LOC108082802|XP_017033849.1|DKIK
OG0005266	LOC108094541|XP_017050634.1|DFIC	LOC108075916|XP_017024038.1|DKIK
OG0005267	LOC108092455|XP_017047530.1|DFIC	LOC108077342|XP_017026119.1|DKIK
OG0005268	LOC108092452|XP_017047527.1|DFIC	LOC108077447|XP_017026254.1|DKIK
OG0005269	LOC108092504|XP_017047609.1|DFIC	LOC108077451|XP_017026259.1|DKIK
OG0005270	LOC108100085|XP_017059317.1|DFIC	LOC108081972|XP_017032695.1|DKIK
OG0005271	LOC108101214|XP_017060952.1|DFIC	LOC108074806|XP_017022489.1|DKIK
OG0005272	LOC108101227|XP_017060965.1|DFIC	LOC108074807|XP_017022490.1|DKIK
OG0005273	LOC108100976|XP_017060620.1|DFIC	LOC108074833|XP_017022523.1|DKIK
OG0005274	LOC108100090|XP_017059321.1|DFIC	LOC108082057|XP_017032823.1|DKIK
OG0005275	LOC108089265|XP_017042924.1|DFIC	LOC108077052|XP_017025694.1|DKIK
OG0005276	LOC108092526|XP_017047638.1|DFIC	LOC108086157|XP_017038508.1|DKIK
OG0005277	LOC108092576|XP_017047709.1|DFIC	LOC108086176|XP_017038529.1|DKIK
OG0005278	LOC108094904|XP_017051238.1|DFIC	LOC108076767|XP_017025257.1|DKIK
OG0005279	LOC108093429|XP_017048976.1|DFIC	LOC108082232|XP_017033059.1|DKIK
OG0005280	LOC108101318|XP_017061111.1|DFIC	LOC108074429|XP_017021954.1|DKIK
OG0005281	LOC108092544|XP_017047663.1|DFIC	LOC108077435|XP_017026237.1|DKIK
OG0005282	LOC108090197|XP_017044274.1|DFIC	LOC108085468|XP_017037574.1|DKIK
OG0005283	LOC108087137|XP_017039824.1|DFIC	LOC108084597|XP_017036361.1|DKIK
OG0005284	LOC108089893|XP_017043853.1|DFIC	LOC108081403|XP_017032052.1|DKIK
OG0005285	LOC108089935|XP_017043914.1|DFIC	LOC108081415|XP_017032086.1|DKIK
OG0005286	LOC108101284|XP_017061067.1|DFIC	LOC108074428|XP_017021951.1|DKIK
OG0005287	LOC108101282|XP_017061063.1|DFIC	LOC108074437|XP_017021965.1|DKIK
OG0005288	LOC108100865|XP_017060436.1|DFIC	LOC108082596|XP_017033557.1|DKIK
OG0005289	LOC108100843|XP_017060410.1|DFIC	LOC108081409|XP_017032075.1|DKIK
OG0005290	LOC108090193|XP_017044269.1|DFIC	LOC108075526|XP_017023512.1|DKIK
OG0005291	LOC108092671|XP_017047841.1|DFIC	LOC108072571|XP_017019265.1|DKIK
OG0005292	LOC108092664|XP_017047815.1|DFIC	LOC108072569|XP_017019251.1|DKIK
OG0005293	LOC108101757|XP_017061713.1|DFIC	LOC108085235|XP_017037264.1|DKIK
OG0005294	LOC108093509|XP_017049089.1|DFIC	LOC108082167|XP_017032962.1|DKIK
OG0005295	LOC108092670|XP_017047825.1|DFIC	LOC108072570|XP_017019260.1|DKIK
OG0005296	LOC108090141|XP_017044171.1|DFIC	LOC108085415|XP_017037471.1|DKIK
OG0005297	LOC108100970|XP_017060610.1|DFIC	LOC108074845|XP_017022541.1|DKIK
OG0005298	LOC108101197|XP_017060930.1|DFIC	LOC108077082|XP_017025739.1|DKIK
OG0005299	LOC108088514|XP_017041841.1|DFIC	LOC108073487|XP_017020634.1|DKIK
OG0005300	LOC108095328|XP_017051898.1|DFIC	LOC108083434|XP_017034678.1|DKIK
OG0005301	LOC108101188|XP_017060919.1|DFIC	LOC108082036|XP_017032794.1|DKIK
OG0005302	LOC108086459|XP_017038873.1|DFIC	LOC108073129|XP_017020116.1|DKIK
OG0005303	LOC108096067|XP_017052917.1|DFIC	LOC108082865|XP_017033932.1|DKIK
OG0005304	LOC108094397|XP_017050454.1|DFIC	LOC108079976|XP_017030028.1|DKIK
OG0005305	LOC108094903|XP_017051237.1|DFIC	LOC108076766|XP_017025256.1|DKIK
OG0005306	LOC108098196|XP_017056422.1|DFIC	LOC108076991|XP_017025540.1|DKIK
OG0005307	LOC108100119|XP_017059359.1|DFIC	LOC108081988|XP_017032715.1|DKIK
OG0005308	LOC108089139|XP_017042747.1|DFIC	LOC108077075|XP_017025731.1|DKIK
OG0005309	LOC108092498|XP_017047600.1|DFIC	LOC108082192|XP_017033002.1|DKIK
OG0005310	LOC108092734|XP_017047952.1|DFIC	LOC108079623|XP_017029490.1|DKIK
OG0005311	LOC108092270|XP_017047292.1|DFIC	LOC108077152|XP_017025871.1|DKIK
OG0005312	LOC108100878|XP_017060461.1|DFIC	LOC108077144|XP_017025851.1|DKIK
OG0005313	LOC108089186|XP_017042812.1|DFIC	LOC108077276|XP_017026038.1|DKIK
OG0005314	LOC108093498|XP_017049077.1|DFIC	LOC108082182|XP_017032988.1|DKIK
OG0005315	LOC108096065|XP_017052914.1|DFIC	LOC108070536|XP_017016549.1|DKIK
OG0005316	LOC108094915|XP_017051250.1|DFIC	LOC108076736|XP_017025203.1|DKIK
OG0005317	LOC108098189|XP_017056413.1|DFIC	LOC108077407|XP_017026196.1|DKIK
OG0005318	LOC108100677|XP_017060185.1|DFIC	LOC108083750|XP_017035159.1|DKIK
OG0005319	LOC108101744|XP_017061694.1|DFIC	LOC108085245|XP_017037279.1|DKIK
OG0005320	LOC108098349|XP_017056680.1|DFIC	LOC108072591|XP_017019292.1|DKIK
