Orthogroup	DFIC.longest_only	DSUZ.longest_only
OG0006381	LOC108097584|XP_017055462.1|DFIC	LOC108006559|XP_016925578.2|DSUZ
OG0006382	LOC108095613|XP_017052267.1|DFIC	LOC108005159|XP_016923823.1|DSUZ
OG0006383	LOC108095524|XP_017052130.1|DFIC	LOC108005353|XP_016924086.1|DSUZ
OG0006384	LOC108095622|XP_017052278.1|DFIC	LOC108005170|XP_016923834.1|DSUZ
OG0006385	LOC108095793|XP_017052543.1|DFIC	LOC108005959|XP_036672987.1|DSUZ
OG0006386	LOC108088159|XP_017041312.1|DFIC	LOC108017367|XP_016939880.1|DSUZ
OG0006387	LOC108099518|XP_017058572.1|DFIC	LOC108017269|XP_016939773.2|DSUZ
OG0006388	LOC108092873|XP_017048198.1|DFIC	LOC108016773|XP_016939027.1|DSUZ
OG0006389	LOC108092871|XP_017048196.1|DFIC	LOC108016774|XP_016939028.1|DSUZ
OG0006390	LOC108087232|XP_017040007.1|DFIC	LOC108018595|XP_016941644.2|DSUZ
OG0006391	LOC108087078|XP_017039746.1|DFIC	LOC108018770|XP_016941839.1|DSUZ, LOC118877806|XP_036673840.1|DSUZ
OG0006392	LOC108097007|XP_017054495.1|DFIC	LOC108015305|XP_016937172.1|DSUZ
OG0006393	LOC108098265|XP_017056552.1|DFIC	LOC108006999|XP_036676983.1|DSUZ
OG0006394	LOC108092085|XP_017047059.1|DFIC	LOC108017339|XP_016939860.1|DSUZ
OG0006395	LOC108099520|XP_017058575.1|DFIC	LOC108006984|XP_036672956.1|DSUZ
OG0006396	LOC108097636|XP_017055555.1|DFIC	LOC108013684|XP_016935092.1|DSUZ
OG0006397	LOC108091315|XP_017045934.1|DFIC	LOC108019042|XP_016942155.1|DSUZ
OG0006398	LOC108097249|XP_017054919.1|DFIC	LOC108015376|XP_016937283.1|DSUZ
OG0006399	LOC108094620|XP_017050792.1|DFIC	LOC108005445|XP_016924224.1|DSUZ
OG0006400	LOC108094619|XP_017050791.1|DFIC	LOC108005444|XP_016924223.1|DSUZ
OG0006401	LOC108088329|XP_017041557.1|DFIC	LOC108020700|XP_036671680.1|DSUZ
OG0006402	LOC108098651|XP_017057216.1|DFIC	LOC108014404|XP_036672770.1|DSUZ
OG0006403	LOC108098483|XP_017056883.1|DFIC	LOC108006136|XP_036672900.1|DSUZ
OG0006404	LOC108102022|XP_017062111.1|DFIC	LOC108014722|XP_016936380.2|DSUZ
OG0006405	LOC108095454|XP_017052058.1|DFIC	LOC108005535|XP_036670979.1|DSUZ
OG0006406	LOC108097748|XP_017055746.1|DFIC	LOC108011724|XP_016932435.2|DSUZ
OG0006407	LOC108088636|XP_017042043.1|DFIC	LOC108015313|XP_016937182.1|DSUZ
OG0006408	LOC108088689|XP_017042118.1|DFIC	LOC108018981|XP_016942076.1|DSUZ
OG0006409	LOC108101709|XP_017061636.1|DFIC	LOC108005175|XP_016923840.1|DSUZ
OG0006410	LOC108095357|XP_017051927.1|DFIC	LOC108011151|XP_016931726.1|DSUZ
OG0006411	LOC108098139|XP_017056352.1|DFIC	LOC108005185|XP_016923858.1|DSUZ
OG0006412	LOC108095933|XP_017052759.1|DFIC	LOC108006364|XP_036675446.1|DSUZ
OG0006413	LOC108095859|XP_017052647.1|DFIC	LOC108006373|XP_016925383.2|DSUZ
OG0006414	LOC108099610|XP_017058722.1|DFIC	LOC108007049|XP_016926145.2|DSUZ
OG0006415	LOC108097552|XP_017055398.1|DFIC	LOC108014956|XP_016936666.2|DSUZ
OG0006416	LOC108095321|XP_017051888.1|DFIC	LOC108004695|XP_016923195.1|DSUZ
OG0006417	LOC108092433|XP_017047504.1|DFIC	LOC108021463|XP_016945682.1|DSUZ
OG0006418	LOC108098115|XP_017056319.1|DFIC	LOC108005385|XP_036677224.1|DSUZ
OG0006419	LOC108086858|XP_017039400.1|DFIC	LOC108010837|XP_016931294.1|DSUZ
OG0006420	LOC108087294|XP_017040093.1|DFIC	LOC108011901|XP_016932640.2|DSUZ
OG0006421	LOC108093448|XP_017049003.1|DFIC	LOC108009705|XP_016929753.1|DSUZ
OG0006422	LOC108091501|XP_017046267.1|DFIC	LOC108020358|XP_016944055.1|DSUZ
OG0006423	LOC108099407|XP_017058410.1|DFIC	LOC108020511|XP_016944334.1|DSUZ
OG0006424	LOC108099409|XP_017058412.1|DFIC	LOC108020513|XP_016944336.1|DSUZ
OG0006425	LOC108099568|XP_017058655.1|DFIC	LOC108020520|XP_036672911.1|DSUZ
OG0006426	LOC108099567|XP_017058654.1|DFIC	LOC108020518|XP_016944346.1|DSUZ
OG0006427	LOC108095884|XP_017052684.1|DFIC	LOC108006659|XP_036673354.1|DSUZ
OG0006428	LOC108098618|XP_017057174.1|DFIC	LOC108017422|XP_036674063.1|DSUZ, LOC118877787|XP_036673753.1|DSUZ
OG0006429	LOC108087130|XP_017039816.1|DFIC	LOC108007459|XP_036673433.1|DSUZ
OG0006431	LOC108088490|XP_017041798.1|DFIC	LOC108015501|XP_036675296.1|DSUZ
OG0006432	LOC108087926|XP_017041001.1|DFIC	LOC108014149|XP_036672557.1|DSUZ
OG0006433	LOC108087207|XP_017039961.1|DFIC	LOC108011892|XP_036674331.1|DSUZ
OG0006434	LOC108089128|XP_017042732.1|DFIC	LOC108021644|XP_016945942.1|DSUZ
OG0006435	LOC108088495|XP_017041809.1|DFIC	LOC108011700|XP_036675346.1|DSUZ
OG0006436	LOC108097877|XP_017055901.1|DFIC	LOC108005465|XP_016924249.1|DSUZ
OG0006437	LOC108102207|XP_017062400.1|DFIC	LOC108004684|XP_016923163.1|DSUZ
OG0006438	LOC108091539|XP_017046292.1|DFIC	LOC108020997|XP_016944957.1|DSUZ
OG0006439	LOC108087042|XP_017039707.1|DFIC	LOC108015672|XP_036673729.1|DSUZ, LOC118879355|XP_036678099.1|DSUZ
OG0006440	LOC108087043|XP_017039708.1|DFIC	LOC108015656|XP_036673734.1|DSUZ, LOC108015655|XP_036678102.1|DSUZ
OG0006441	LOC108091719|XP_017046552.1|DFIC	LOC108014344|XP_036675187.1|DSUZ
OG0006442	LOC108099619|XP_017058730.1|DFIC	LOC108011509|XP_016932152.2|DSUZ
OG0006443	LOC108091795|XP_017046647.1|DFIC	LOC108015984|XP_016938060.1|DSUZ
OG0006444	LOC108097726|XP_017055714.1|DFIC	LOC108019454|XP_036675390.1|DSUZ
OG0006445	LOC108097314|XP_017055020.1|DFIC	LOC108015533|XP_036671591.1|DSUZ
OG0006446	LOC108095930|XP_017052756.1|DFIC	LOC108005008|XP_036673406.1|DSUZ
OG0006447	LOC108095998|XP_017052833.1|DFIC	LOC108005014|XP_036673362.1|DSUZ
OG0006448	LOC108092179|XP_017047192.1|DFIC	LOC108004861|XP_016923433.2|DSUZ
OG0006449	LOC108091869|XP_017046738.1|DFIC	LOC108020640|XP_036673272.1|DSUZ
OG0006450	LOC108090618|XP_017044884.1|DFIC	LOC108005891|XP_016924774.1|DSUZ
OG0006451	LOC108088643|XP_017042049.1|DFIC	LOC108014969|XP_036676665.1|DSUZ
OG0006452	LOC108095785|XP_017052530.1|DFIC	LOC108006628|XP_036673277.1|DSUZ
OG0006453	LOC108099860|XP_017058996.1|DFIC	LOC108004807|XP_016923363.2|DSUZ
OG0006454	LOC108097294|XP_017054997.1|DFIC	LOC108015367|XP_036676092.1|DSUZ
OG0006455	LOC108098536|XP_017057006.1|DFIC	LOC108011619|XP_016932280.1|DSUZ
OG0006456	LOC108098535|XP_017057005.1|DFIC	LOC108011659|XP_016932344.1|DSUZ
OG0006457	LOC108091645|XP_017046437.1|DFIC	LOC108018312|XP_036674403.1|DSUZ
OG0006458	LOC108089227|XP_017042873.1|DFIC	LOC108018095|XP_016940992.1|DSUZ
OG0006459	LOC108099486|XP_017058535.1|DFIC	LOC108012191|XP_016932975.2|DSUZ
OG0006460	LOC108091953|XP_017046839.1|DFIC	LOC108015749|XP_036673331.1|DSUZ
OG0006461	LOC108098611|XP_017057163.1|DFIC	LOC108004816|XP_016923375.2|DSUZ
OG0006462	LOC108087104|XP_017039775.1|DFIC	LOC108007411|XP_036674699.1|DSUZ
OG0006463	LOC108097625|XP_017055539.1|DFIC	LOC108011694|XP_036673207.1|DSUZ
OG0006464	LOC108100617|XP_017060097.1|DFIC	LOC108013379|XP_016934687.1|DSUZ
OG0006465	LOC108097188|XP_017054820.1|DFIC	LOC108016645|XP_016938840.1|DSUZ
OG0006466	LOC108097009|XP_017054497.1|DFIC	LOC108015130|XP_016936881.1|DSUZ
OG0006467	LOC108088061|XP_017041190.1|DFIC	LOC108014883|XP_036672595.1|DSUZ
OG0006468	LOC108092208|XP_017047226.1|DFIC	LOC108020635|XP_016944476.1|DSUZ
OG0006469	LOC108097544|XP_017055386.1|DFIC	LOC108013737|XP_016935177.1|DSUZ
OG0006470	LOC108089560|XP_017043393.1|DFIC	LOC108007506|XP_016926678.2|DSUZ
OG0006471	LOC108092038|XP_017046966.1|DFIC	LOC108015786|XP_016937831.2|DSUZ
OG0006472	LOC108092037|XP_017046965.1|DFIC	LOC108015768|XP_016937797.2|DSUZ
OG0006473	LOC108087546|XP_017040450.1|DFIC	LOC108013215|XP_016934428.1|DSUZ
OG0006474	LOC108090561|XP_017044793.1|DFIC	LOC108008487|XP_016927836.1|DSUZ
OG0006475	LOC108091821|XP_017046687.1|DFIC	LOC108016026|XP_016938109.1|DSUZ
OG0006476	LOC108092964|XP_017048339.1|DFIC	LOC108016883|XP_016939264.1|DSUZ
OG0006477	LOC108097342|XP_017055067.1|DFIC	LOC108019038|XP_016942143.1|DSUZ
OG0006478	LOC108087337|XP_017040162.1|DFIC	LOC108015788|XP_036673319.1|DSUZ
OG0006479	LOC108087141|XP_017039835.1|DFIC	LOC108015754|XP_036673432.1|DSUZ
OG0006480	LOC108101553|XP_017061437.1|DFIC	LOC108009824|XP_016929998.1|DSUZ
OG0006481	LOC108093501|XP_017049080.1|DFIC	LOC108021763|XP_016946068.1|DSUZ
OG0006482	LOC108086564|XP_017039010.1|DFIC	LOC118877880|XP_036674141.1|DSUZ
OG0006483	LOC108095901|XP_017052712.1|DFIC	LOC108016432|XP_016938572.2|DSUZ
OG0006484	LOC108095900|XP_017052710.1|DFIC	LOC108015920|XP_036673951.1|DSUZ
OG0006485	LOC108097730|XP_017055720.1|DFIC	LOC108006090|XP_016925025.2|DSUZ
OG0006486	LOC108098772|XP_017057392.1|DFIC	LOC108010931|XP_036674591.1|DSUZ
OG0006487	LOC108098839|XP_017057489.1|DFIC	LOC108013943|XP_016935443.2|DSUZ
OG0006488	LOC108099164|XP_017058001.1|DFIC	LOC108012535|XP_016933440.1|DSUZ
OG0006489	LOC108097574|XP_017055449.1|DFIC	LOC108007634|XP_016926840.2|DSUZ
OG0006490	LOC108098589|XP_017057125.1|DFIC	LOC108018394|XP_036672625.1|DSUZ
OG0006491	LOC108096104|XP_017052973.1|DFIC, LOC108096061|XP_017052909.1|DFIC	LOC108013930|XP_016935431.1|DSUZ
OG0006492	LOC108090199|XP_017044276.1|DFIC	LOC108014365|XP_036675038.1|DSUZ
OG0006493	LOC108098051|XP_017056220.1|DFIC	LOC108004743|XP_016923263.1|DSUZ
OG0006494	LOC108094638|XP_017050823.1|DFIC	LOC108005413|XP_036676929.1|DSUZ
OG0006495	LOC108094715|XP_017050941.1|DFIC	LOC108019195|XP_016942460.1|DSUZ
OG0006496	LOC108092034|XP_017046964.1|DFIC	LOC108015746|XP_036673409.1|DSUZ
OG0006497	LOC108087219|XP_017039982.1|DFIC	LOC108014136|XP_036673917.1|DSUZ
OG0006498	LOC108087358|XP_017040187.1|DFIC	LOC108014120|XP_036673915.1|DSUZ
OG0006499	LOC108086818|XP_017039350.1|DFIC	LOC108010771|XP_036675301.1|DSUZ
OG0006500	LOC108089172|XP_017042797.1|DFIC	LOC108021399|XP_016945588.1|DSUZ
OG0006501	LOC108097627|XP_017055540.1|DFIC	LOC108016474|XP_016938619.1|DSUZ
OG0006502	LOC108099332|XP_017058295.1|DFIC	LOC108016482|XP_036675501.1|DSUZ
OG0006503	LOC108099335|XP_017058298.1|DFIC	LOC108016479|XP_016938628.1|DSUZ
OG0006504	LOC108099334|XP_017058296.1|DFIC	LOC108016462|XP_016938604.1|DSUZ
OG0006505	LOC108088526|XP_017041858.1|DFIC	LOC108015447|XP_036675434.1|DSUZ
OG0006507	LOC108092205|XP_017047222.1|DFIC	LOC108012052|XP_016932820.2|DSUZ
OG0006508	LOC108092136|XP_017047133.1|DFIC	LOC108012041|XP_036675601.1|DSUZ
OG0006509	LOC108094705|XP_017050933.1|DFIC	LOC108018973|XP_016942064.1|DSUZ
OG0006510	LOC108087211|XP_017039967.1|DFIC	LOC108020566|XP_016944409.2|DSUZ
OG0006511	LOC108087215|XP_017039978.1|DFIC	LOC108011590|XP_036673908.1|DSUZ
OG0006512	LOC108093357|XP_017048860.1|DFIC	LOC108012008|XP_036674673.1|DSUZ
OG0006513	LOC108087121|XP_017039792.1|DFIC	LOC108014125|XP_036673932.1|DSUZ
OG0006514	LOC108095816|XP_017052578.1|DFIC	LOC108006612|XP_016925621.1|DSUZ
OG0006515	LOC108087938|XP_017041015.1|DFIC	LOC108014147|XP_016935667.1|DSUZ
OG0006516	LOC108099669|XP_017058792.1|DFIC	LOC108011498|XP_036674014.1|DSUZ
OG0006517	LOC108099469|XP_017058511.1|DFIC	LOC108011475|XP_016932112.2|DSUZ
OG0006518	LOC108099326|XP_017058252.1|DFIC	LOC108011506|XP_036673968.1|DSUZ
OG0006519	LOC108099470|XP_017058512.1|DFIC	LOC118877847|XP_036674002.1|DSUZ
OG0006520	LOC108088415|XP_017041662.1|DFIC	LOC108015515|XP_036675259.1|DSUZ
OG0006521	LOC108092131|XP_017047123.1|DFIC	LOC108016413|XP_036674388.1|DSUZ
OG0006522	LOC108088413|XP_017041660.1|DFIC	LOC108015523|XP_036675258.1|DSUZ
OG0006523	LOC108097491|XP_017055287.1|DFIC	LOC108006422|XP_016925435.1|DSUZ
OG0006524	LOC108088190|XP_017041379.1|DFIC	LOC108020955|XP_016944886.1|DSUZ
OG0006525	LOC108097409|XP_017055156.1|DFIC	LOC108015273|XP_016937125.1|DSUZ
OG0006526	LOC108091762|XP_017046596.1|DFIC	LOC108015998|XP_036675050.1|DSUZ
OG0006527	LOC108091836|XP_017046705.1|DFIC	LOC108016041|XP_016938125.1|DSUZ
OG0006528	LOC108091737|XP_017046570.1|DFIC	LOC108007550|XP_016926731.2|DSUZ
OG0006529	LOC108091760|XP_017046593.1|DFIC	LOC108016038|XP_016938121.1|DSUZ
OG0006530	LOC108091730|XP_017046562.1|DFIC	LOC108015995|XP_036674825.1|DSUZ
OG0006531	LOC108091758|XP_017046590.1|DFIC	LOC108016045|XP_016938129.2|DSUZ
OG0006532	LOC108091825|XP_017046692.1|DFIC	LOC108018511|XP_036675121.1|DSUZ
OG0006533	LOC108090650|XP_017044917.1|DFIC	LOC108008372|XP_016927702.1|DSUZ
OG0006534	LOC108097243|XP_017054913.1|DFIC	LOC108006408|XP_016925420.2|DSUZ
OG0006535	LOC108087197|XP_017039947.1|DFIC	LOC108018414|XP_036673284.1|DSUZ
OG0006536	LOC108091783|XP_017046627.1|DFIC	LOC108014349|XP_036674878.1|DSUZ
OG0006537	LOC108095798|XP_017052551.1|DFIC	LOC108005683|XP_016924498.2|DSUZ
OG0006538	LOC108088433|XP_017041690.1|DFIC	LOC108015559|XP_036673317.1|DSUZ
OG0006539	LOC108102295|XP_017062547.1|DFIC	LOC108015690|XP_016937707.1|DSUZ
OG0006540	LOC108099441|XP_017058468.1|DFIC	LOC108016193|XP_016938307.2|DSUZ
OG0006541	LOC108086592|XP_017039050.1|DFIC	LOC108014788|XP_016936469.1|DSUZ
OG0006542	LOC108086593|XP_017039051.1|DFIC	LOC108007220|XP_016926343.2|DSUZ
OG0006543	LOC108095818|XP_017052579.1|DFIC	LOC108016154|XP_036675593.1|DSUZ
OG0006544	LOC108098519|XP_017056977.1|DFIC	LOC108018374|XP_016941407.2|DSUZ
OG0006545	LOC108092851|XP_017048161.1|DFIC	LOC108016689|XP_016938901.1|DSUZ
OG0006546	LOC108091653|XP_017046447.1|DFIC	LOC108005605|XP_016924397.2|DSUZ
OG0006547	LOC108099320|XP_017058241.1|DFIC	LOC108011472|XP_036674015.1|DSUZ
OG0006548	LOC108091683|XP_017046494.1|DFIC	LOC108014915|XP_016936624.1|DSUZ, LOC108014914|XP_016936623.1|DSUZ
OG0006549	LOC108087035|XP_017039697.1|DFIC	LOC108004944|XP_016923532.2|DSUZ
OG0006550	LOC108100763|XP_017060289.1|DFIC	LOC108010810|XP_016931237.2|DSUZ
OG0006551	LOC108088735|XP_017042174.1|DFIC	LOC108004847|XP_016923418.1|DSUZ
OG0006552	LOC108088704|XP_017042135.1|DFIC	LOC108004851|XP_016923422.1|DSUZ
OG0006553	LOC108086577|XP_017039023.1|DFIC	LOC108016129|XP_036675263.1|DSUZ
OG0006554	LOC108098499|XP_017056907.1|DFIC	LOC108013846|XP_036672798.1|DSUZ
OG0006555	LOC108098581|XP_017057108.1|DFIC	LOC108011638|XP_016932315.2|DSUZ
OG0006556	LOC108091925|XP_017046799.1|DFIC	LOC118877960|XP_036674632.1|DSUZ, LOC118877599|XP_036672803.1|DSUZ
OG0006557	LOC108102064|XP_017062193.1|DFIC	LOC108006001|XP_036674646.1|DSUZ
OG0006558	LOC108091661|XP_017046458.1|DFIC	LOC108008011|XP_036673954.1|DSUZ
OG0006559	LOC108098883|XP_017057559.1|DFIC	LOC108016201|XP_036674237.1|DSUZ
OG0006560	LOC108088402|XP_017041645.1|DFIC	LOC108015518|XP_016937470.1|DSUZ
OG0006561	LOC108088401|XP_017041644.1|DFIC	LOC108015488|XP_016937409.1|DSUZ
OG0006562	LOC108086578|XP_017039024.1|DFIC	LOC108016135|XP_036675548.1|DSUZ
OG0006563	LOC108087977|XP_017041067.1|DFIC	LOC108018381|XP_036672590.1|DSUZ
OG0006564	LOC108088072|XP_017041210.1|DFIC	LOC108018407|XP_016941454.2|DSUZ
OG0006565	LOC108087029|XP_017039685.1|DFIC	LOC108004936|XP_036673855.1|DSUZ
OG0006566	LOC108091987|XP_017046888.1|DFIC	LOC118878116|XP_036675440.1|DSUZ, LOC108006789|XP_036674408.1|DSUZ
OG0006567	LOC108091666|XP_017046469.1|DFIC	LOC108012023|XP_016932791.2|DSUZ
OG0006568	LOC108091665|XP_017046468.1|DFIC	LOC108015829|XP_036674737.1|DSUZ
OG0006569	LOC108093254|XP_017048719.1|DFIC	LOC108011428|XP_016932046.1|DSUZ
OG0006570	LOC108090180|XP_017044253.1|DFIC	LOC108006935|XP_036674907.1|DSUZ
OG0006571	LOC108099562|XP_017058639.1|DFIC	LOC108012184|XP_016932968.2|DSUZ
OG0006572	LOC108098769|XP_017057390.1|DFIC	LOC108010930|XP_016931425.2|DSUZ
OG0006573	LOC108091807|XP_017046662.1|DFIC	LOC108016014|XP_016938096.2|DSUZ
OG0006574	LOC108087300|XP_017040101.1|DFIC	LOC108020568|XP_036673006.1|DSUZ
OG0006575	LOC108086601|XP_017039061.1|DFIC	LOC108010732|XP_016931150.1|DSUZ
OG0006576	LOC108099538|XP_017058599.1|DFIC	LOC108017314|XP_036673971.1|DSUZ
OG0006577	LOC108097729|XP_017055719.1|DFIC	LOC108006481|XP_016925493.2|DSUZ
OG0006578	LOC108099537|XP_017058597.1|DFIC	LOC108017316|XP_036673970.1|DSUZ
OG0006579	LOC108100959|XP_017060599.1|DFIC	LOC108016319|XP_016938444.1|DSUZ
OG0006580	LOC108092166|XP_017047178.1|DFIC	LOC108020817|XP_016944684.1|DSUZ
OG0006581	LOC108090239|XP_017044325.1|DFIC	LOC118878054|XP_036675130.1|DSUZ
OG0006582	LOC108092110|XP_017047098.1|DFIC	LOC118877622|XP_036672935.1|DSUZ
OG0006583	LOC108092069|XP_017047025.1|DFIC	LOC108020823|XP_016944691.2|DSUZ
OG0006584	LOC108092506|XP_017047613.1|DFIC	LOC108021339|XP_016945505.1|DSUZ
OG0006585	LOC108092648|XP_017047786.1|DFIC, LOC108100526|XP_017059978.1|DFIC	LOC108014575|XP_016936221.1|DSUZ
OG0006586	LOC108088420|XP_017041671.1|DFIC	LOC108015509|XP_016937455.1|DSUZ
OG0006587	LOC108088416|XP_017041664.1|DFIC	LOC108015504|XP_016937450.2|DSUZ
OG0006588	LOC108097590|XP_017055479.1|DFIC	LOC108019997|XP_036673769.1|DSUZ
OG0006589	LOC108089091|XP_017042693.1|DFIC	LOC108013979|XP_036674880.1|DSUZ
OG0006590	LOC108089098|XP_017042701.1|DFIC	LOC108011071|XP_036674879.1|DSUZ
OG0006591	LOC108093067|XP_017048466.1|DFIC	LOC108013005|XP_016934080.1|DSUZ
OG0006592	LOC108098820|XP_017057462.1|DFIC	LOC108013909|XP_016935403.1|DSUZ
OG0006593	LOC108098817|XP_017057460.1|DFIC	LOC108013908|XP_016935401.2|DSUZ
OG0006594	LOC108087507|XP_017040394.1|DFIC	LOC108012476|XP_016933362.1|DSUZ
OG0006595	LOC108093993|XP_017049903.1|DFIC	LOC108009927|XP_036669474.1|DSUZ
OG0006596	LOC108095156|XP_017051583.1|DFIC	LOC108018093|XP_016940986.1|DSUZ
OG0006597	LOC108099101|XP_017057910.1|DFIC	LOC108013181|XP_016934371.1|DSUZ
OG0006598	LOC108089207|XP_017042846.1|DFIC	LOC108008801|XP_016928197.1|DSUZ
OG0006599	LOC108099918|XP_017059075.1|DFIC	LOC108014098|XP_016935611.2|DSUZ
OG0006600	LOC108086979|XP_017039584.1|DFIC	LOC108005848|XP_036670631.1|DSUZ
OG0006601	LOC108089645|XP_017043502.1|DFIC	LOC108012490|XP_016933388.1|DSUZ
OG0006602	LOC108089646|XP_017043503.1|DFIC	LOC108012492|XP_016933389.1|DSUZ
OG0006603	LOC108089592|XP_017043439.1|DFIC	LOC108013453|XP_016934819.1|DSUZ
OG0006604	LOC108089317|XP_017042983.1|DFIC	LOC108014008|XP_016935507.2|DSUZ
OG0006605	LOC108097382|XP_017055122.1|DFIC	LOC108004554|XP_016922974.1|DSUZ
OG0006606	LOC108093087|XP_017048504.1|DFIC	LOC108013491|XP_016934862.1|DSUZ
OG0006607	LOC108089729|XP_017043595.1|DFIC	LOC108013348|XP_016934649.1|DSUZ
OG0006608	LOC108090216|XP_017044298.1|DFIC	LOC108011239|XP_016931832.2|DSUZ
OG0006609	LOC108097733|XP_017055723.1|DFIC	LOC108006072|XP_036673011.1|DSUZ
OG0006610	LOC108089504|XP_017043298.1|DFIC	LOC108014679|XP_016936335.2|DSUZ
OG0006611	LOC108100648|XP_017060143.1|DFIC	LOC108013440|XP_016934801.1|DSUZ
OG0006612	LOC108100183|XP_017059441.1|DFIC	LOC108012568|XP_016933471.1|DSUZ
OG0006613	LOC108100683|XP_017060188.1|DFIC	LOC108012489|XP_016933387.1|DSUZ
OG0006614	LOC108100680|XP_017060183.1|DFIC	LOC108013568|XP_016934979.1|DSUZ
OG0006615	LOC108100631|XP_017060123.1|DFIC	LOC108013553|XP_016934954.1|DSUZ
OG0006616	LOC108093653|XP_017049314.1|DFIC	LOC108012245|XP_016933033.2|DSUZ
OG0006617	LOC108099909|XP_017059059.1|DFIC	LOC108015547|XP_016937513.2|DSUZ
OG0006618	LOC108087470|XP_017040335.1|DFIC	LOC108012943|XP_016933970.1|DSUZ
OG0006619	LOC108099528|XP_017058589.1|DFIC	LOC108013103|XP_016934240.1|DSUZ
OG0006620	LOC108099488|XP_017058541.1|DFIC	LOC108013519|XP_016934903.1|DSUZ
OG0006621	LOC108089450|XP_017043178.1|DFIC	LOC108005878|XP_016924747.1|DSUZ
OG0006622	LOC108099651|XP_017058775.1|DFIC	LOC108013299|XP_016934575.1|DSUZ
OG0006623	LOC108099723|XP_017058838.1|DFIC	LOC108013509|XP_016934885.2|DSUZ
OG0006624	LOC108094247|XP_017050194.1|DFIC	LOC108018055|XP_016940933.1|DSUZ
OG0006625	LOC108094259|XP_017050213.1|DFIC	LOC108018058|XP_036670039.1|DSUZ
OG0006627	LOC108101561|XP_017061451.1|DFIC	LOC108019708|XP_016943094.1|DSUZ
OG0006628	LOC108101563|XP_017061455.1|DFIC	LOC108019706|XP_016943090.1|DSUZ
OG0006629	LOC108095177|XP_017051631.1|DFIC	LOC108009590|XP_016929551.1|DSUZ
OG0006630	LOC108086404|XP_017038794.1|DFIC	LOC108008717|XP_036669430.1|DSUZ
OG0006631	LOC108096317|XP_017053309.1|DFIC	LOC108006845|XP_016925884.1|DSUZ
OG0006632	LOC108096634|XP_017053881.1|DFIC	LOC108019725|XP_016943133.1|DSUZ
OG0006633	LOC108100597|XP_017060068.1|DFIC	LOC108013357|XP_016934664.1|DSUZ
OG0006634	LOC108091448|XP_017046135.1|DFIC	LOC108021080|XP_016945086.1|DSUZ
OG0006635	LOC108094166|XP_017050107.1|DFIC	LOC108020221|XP_016943832.1|DSUZ
OG0006636	LOC108094706|XP_017050930.1|DFIC	LOC108005213|XP_016923891.1|DSUZ
OG0006637	LOC108093182|XP_017048626.1|DFIC	LOC108013289|XP_016934549.1|DSUZ
OG0006638	LOC108090500|XP_017044706.1|DFIC	LOC108009893|XP_016930101.1|DSUZ
OG0006639	LOC108090380|XP_017044500.1|DFIC	LOC108009167|XP_016928784.1|DSUZ
OG0006640	LOC108101569|XP_017061467.1|DFIC	LOC108019912|XP_016943502.1|DSUZ
OG0006641	LOC108090731|XP_017045034.1|DFIC	LOC108009380|XP_036669554.1|DSUZ
OG0006642	LOC108096733|XP_017054068.1|DFIC	LOC108009620|XP_016929597.2|DSUZ
OG0006643	LOC108090747|XP_017045063.1|DFIC	LOC108009141|XP_016928734.1|DSUZ
OG0006644	LOC108100388|XP_017059736.1|DFIC	LOC108007029|XP_016926124.2|DSUZ
OG0006645	LOC108094448|XP_017050511.1|DFIC	LOC108020950|XP_016944877.1|DSUZ
OG0006646	LOC108093751|XP_017049507.1|DFIC	LOC108009114|XP_016928674.1|DSUZ
OG0006647	LOC108087834|XP_017040895.1|DFIC	LOC108018119|XP_016941047.1|DSUZ
OG0006648	LOC108100211|XP_017059475.1|DFIC	LOC108012707|XP_016933624.1|DSUZ
OG0006649	LOC108096753|XP_017054100.1|DFIC	LOC108009613|XP_016929588.1|DSUZ
OG0006650	LOC108094288|XP_017050272.1|DFIC	LOC108018004|XP_016940845.1|DSUZ
OG0006651	LOC108093082|XP_017048493.1|DFIC	LOC108012969|XP_016934021.2|DSUZ
OG0006652	LOC108099967|XP_017059144.1|DFIC	LOC108014088|XP_016935596.2|DSUZ
OG0006653	LOC108099026|XP_017057750.1|DFIC	LOC108012948|XP_036670792.1|DSUZ
OG0006654	LOC108099607|XP_017058721.1|DFIC	LOC108013576|XP_016934993.1|DSUZ
OG0006655	LOC108099096|XP_017057903.1|DFIC	LOC108007138|XP_016926233.1|DSUZ
OG0006656	LOC108096284|XP_017053238.1|DFIC	LOC108005888|XP_016924766.1|DSUZ
OG0006657	LOC108094842|XP_017051133.1|DFIC	LOC108009854|XP_016930041.1|DSUZ
OG0006658	LOC108100547|XP_017060004.1|DFIC	LOC108011869|XP_036670750.1|DSUZ
OG0006659	LOC108100669|XP_017060174.1|DFIC	LOC108011870|XP_016932600.2|DSUZ
OG0006660	LOC108093220|XP_017048677.1|DFIC	LOC108012622|XP_036671612.1|DSUZ
OG0006661	LOC108093142|XP_017048576.1|DFIC	LOC108013194|XP_016934391.1|DSUZ
OG0006662	LOC108101310|XP_017061101.1|DFIC	LOC108021035|XP_016945014.1|DSUZ
OG0006663	LOC108093189|XP_017048638.1|DFIC	LOC108013408|XP_016934755.1|DSUZ
OG0006664	LOC108099398|XP_017058393.1|DFIC	LOC108020490|XP_016944309.1|DSUZ
