Orthogroup	DFIC.longest_only	DYAK.longest_only
OG0005577	LOC108096440|XP_017053525.1|DFIC	LOC6534457|XP_002095134.1|DYAK
OG0005578	LOC108100487|XP_017059910.1|DFIC	LOC6539731|XP_039230418.1|DYAK
OG0005579	LOC108100488|XP_017059911.1|DFIC	LOC26534813|XP_015050849.1|DYAK
OG0005580	LOC108096248|XP_017053180.1|DFIC	LOC6532613|XP_002093357.1|DYAK
OG0005581	LOC108096997|XP_017054474.1|DFIC	LOC6523998|XP_039227803.1|DYAK
OG0005582	LOC108088886|XP_017042373.1|DFIC	LOC6535111|XP_002095774.2|DYAK
OG0005583	LOC108089063|XP_017042661.1|DFIC	LOC6532713|XP_002093455.1|DYAK
OG0005584	LOC108093437|XP_017048990.1|DFIC	LOC6527126|XP_002088220.3|DYAK
OG0005585	LOC108098546|XP_017057036.1|DFIC	LOC6536080|XP_002096690.3|DYAK
OG0005586	LOC108090233|XP_017044320.1|DFIC	LOC6537476|XP_039231796.1|DYAK
OG0005587	LOC108100027|XP_017059232.1|DFIC	LOC6527215|XP_002088309.1|DYAK
OG0005588	LOC108089517|XP_017043331.1|DFIC	LOC26534913|XP_039229377.1|DYAK
OG0005589	LOC108099523|XP_017058579.1|DFIC	LOC6536304|XP_002096888.1|DYAK
OG0005590	LOC108094329|XP_017050368.1|DFIC	LOC6528318|XP_002089371.1|DYAK
OG0005591	LOC108097709|XP_017055686.1|DFIC	LOC6524648|XP_002100505.2|DYAK
OG0005592	LOC108087024|XP_017039681.1|DFIC	LOC6536702|XP_015047902.1|DYAK
OG0005593	LOC108100613|XP_017060092.1|DFIC	LOC6532476|XP_002093222.1|DYAK
OG0005594	LOC108089509|XP_017043317.1|DFIC	LOC6533267|XP_002093993.1|DYAK
OG0005595	LOC108089508|XP_017043315.1|DFIC	LOC6533266|XP_002093992.2|DYAK
OG0005596	LOC108100279|XP_017059554.1|DFIC	LOC6532449|XP_002093196.3|DYAK
OG0005597	LOC108099471|XP_017058513.1|DFIC	LOC6536182|XP_015047601.1|DYAK
OG0005598	LOC108088494|XP_017041808.1|DFIC	LOC6537984|XP_002098521.1|DYAK
OG0005599	LOC108087811|XP_017040861.1|DFIC	LOC6530648|XP_002091546.2|DYAK
OG0005600	LOC108099550|XP_017058621.1|DFIC	LOC6536227|XP_002096818.1|DYAK
OG0005601	LOC108097540|XP_017055378.1|DFIC	LOC6525139|XP_002100977.1|DYAK
OG0005602	LOC108095663|XP_017052316.1|DFIC	LOC6538414|XP_002098938.1|DYAK
OG0005603	LOC108101800|XP_017061765.1|DFIC	LOC6530494|XP_002091409.1|DYAK
OG0005604	LOC108101891|XP_017061941.1|DFIC	LOC6530491|XP_002091406.3|DYAK
OG0005605	LOC108086717|XP_017039224.1|DFIC	LOC6530146|XP_015051988.1|DYAK
OG0005606	LOC108093486|XP_017049062.1|DFIC	LOC6527347|XP_002088439.1|DYAK
OG0005607	LOC108102047|XP_017062158.1|DFIC	LOC6536638|XP_002097210.1|DYAK
OG0005608	LOC108102084|XP_017062225.1|DFIC	LOC6536635|XP_002097207.1|DYAK
OG0005609	LOC108099012|XP_017057735.1|DFIC	LOC6532777|XP_015049601.1|DYAK
OG0005610	LOC108089046|XP_017042643.1|DFIC	LOC6533414|XP_002094132.1|DYAK
OG0005611	LOC108099074|XP_017057852.1|DFIC	LOC6532818|XP_002093555.2|DYAK
OG0005612	LOC108087968|XP_017041056.1|DFIC	LOC6536747|XP_002097319.1|DYAK
OG0005613	LOC108087037|XP_017039698.1|DFIC	LOC6537040|XP_002097607.1|DYAK
OG0005614	LOC108090118|XP_017044137.1|DFIC	LOC6535408|XP_002096057.2|DYAK
OG0005615	LOC108100777|XP_017060304.1|DFIC	LOC6539016|XP_002099518.1|DYAK
OG0005616	LOC108097411|XP_017055162.1|DFIC	LOC6537206|XP_002097764.1|DYAK
OG0005617	LOC108091804|XP_017046659.1|DFIC	LOC6537617|XP_002098163.3|DYAK
OG0005618	LOC108087724|XP_017040734.1|DFIC	LOC6530208|XP_002091146.1|DYAK
OG0005619	LOC108087345|XP_017040174.1|DFIC	LOC6535588|XP_002096216.1|DYAK
OG0005620	LOC108091189|XP_017045755.1|DFIC	LOC6526048|XP_015046612.1|DYAK
OG0005621	LOC108097352|XP_017055077.1|DFIC	LOC6524022|XP_002099894.3|DYAK, LOC120320534|XP_039226314.1|DYAK
OG0005622	LOC108097089|XP_017054633.1|DFIC	LOC6524053|XP_002099922.1|DYAK
OG0005623	LOC108092821|XP_017048114.1|DFIC	LOC6524400|XP_015045681.1|DYAK
OG0005624	LOC108089082|XP_017042676.1|DFIC	LOC6536105|XP_002096713.1|DYAK
OG0005625	LOC108096429|XP_017053511.1|DFIC	LOC6537124|XP_002097685.1|DYAK
OG0005626	LOC108098140|XP_017056353.1|DFIC	LOC6525378|XP_002101214.1|DYAK
OG0005627	LOC108102058|XP_017062177.1|DFIC	LOC6537389|XP_002097945.1|DYAK
OG0005628	LOC108097570|XP_017055448.1|DFIC	LOC6537191|XP_002097749.1|DYAK
OG0005629	LOC108086419|XP_017038810.1|DFIC	LOC6530288|XP_002091216.1|DYAK
OG0005630	LOC108086722|XP_017039234.1|DFIC	LOC6530101|XP_039228466.1|DYAK
OG0005631	LOC108091252|XP_017045856.1|DFIC	LOC6525090|XP_002100929.2|DYAK
OG0005632	LOC108095520|XP_017052126.1|DFIC	LOC6524532|XP_039233807.1|DYAK
OG0005633	LOC108087225|XP_017039996.1|DFIC	LOC6535545|XP_039232220.1|DYAK
OG0005634	LOC108092023|XP_017046950.1|DFIC	LOC6535468|XP_002096099.2|DYAK
OG0005635	LOC108089235|XP_017042884.1|DFIC	LOC6527980|XP_015053855.1|DYAK
OG0005636	LOC108091814|XP_017046673.1|DFIC	LOC6537613|XP_002098159.1|DYAK
OG0005637	LOC108099556|XP_017058630.1|DFIC	LOC6536237|XP_002096826.1|DYAK
OG0005638	LOC108094937|XP_017051285.1|DFIC	LOC6530814|XP_002091697.1|DYAK
OG0005639	LOC108087830|XP_017040890.1|DFIC	LOC6530681|XP_002091576.1|DYAK
OG0005640	LOC108102019|XP_017062108.1|DFIC	LOC6537413|XP_002097969.1|DYAK
OG0005641	LOC108094307|XP_017050321.1|DFIC	LOC6525284|XP_002101120.1|DYAK
OG0005642	LOC108098551|XP_017057038.1|DFIC	LOC6535916|XP_002096532.1|DYAK
OG0005643	LOC108100449|XP_017059862.1|DFIC	LOC6532952|XP_002093687.2|DYAK
OG0005644	LOC108087576|XP_017040496.1|DFIC	LOC6532512|XP_002093258.1|DYAK
OG0005645	LOC108097231|XP_017054881.1|DFIC	LOC6524303|XP_039233078.1|DYAK
OG0005646	LOC108095352|XP_017051921.1|DFIC	LOC6524160|XP_002100023.2|DYAK
OG0005647	LOC108093438|XP_017048991.1|DFIC	LOC6527127|XP_002088221.1|DYAK
OG0005648	LOC108099831|XP_017058951.1|DFIC	LOC6533672|XP_002094378.1|DYAK
OG0005649	LOC108091383|XP_017046052.1|DFIC	LOC6535331|XP_002095987.1|DYAK
OG0005650	LOC108091393|XP_017046066.1|DFIC	LOC6535325|XP_002095981.1|DYAK
OG0005651	LOC108097732|XP_017055722.1|DFIC	LOC6525294|XP_002101130.1|DYAK
OG0005652	LOC108088405|XP_017041648.1|DFIC	LOC6538283|XP_002098810.1|DYAK
OG0005653	LOC108089269|XP_017042929.1|DFIC	LOC6527147|XP_002088241.1|DYAK
OG0005654	LOC108091369|XP_017046010.1|DFIC	LOC6535311|XP_002095967.2|DYAK
OG0005655	LOC108097918|XP_017055946.1|DFIC	LOC6537215|XP_002097773.1|DYAK
OG0005656	LOC108097513|XP_017055324.1|DFIC	LOC6537202|XP_002097760.1|DYAK
OG0005657	LOC108102040|XP_017062151.1|DFIC	LOC6536372|XP_015047710.1|DYAK
OG0005658	LOC108101109|XP_017060811.1|DFIC	LOC6535710|XP_002096337.1|DYAK
OG0005659	LOC108095852|XP_017052639.1|DFIC	LOC6538507|XP_039232323.1|DYAK
OG0005660	LOC108089377|XP_017043045.1|DFIC	LOC6534456|XP_002095133.1|DYAK
OG0005661	LOC108098966|XP_017057671.1|DFIC	LOC6536381|XP_002096963.1|DYAK
OG0005662	LOC108102037|XP_017062147.1|DFIC	LOC6537420|XP_002097976.1|DYAK
OG0005663	LOC108087258|XP_017040052.1|DFIC, LOC108095334|XP_017051903.1|DFIC	LOC6524167|XP_002100030.1|DYAK
OG0005664	LOC108095860|XP_017052650.1|DFIC	LOC6538227|XP_015048705.1|DYAK
OG0005665	LOC108095893|XP_017052697.1|DFIC	LOC6538399|XP_002098923.1|DYAK
OG0005666	LOC108097566|XP_017055440.1|DFIC	LOC6525937|XP_002101757.1|DYAK
OG0005667	LOC108097099|XP_017054653.1|DFIC	LOC6524113|XP_002099977.1|DYAK
OG0005668	LOC108100532|XP_017059980.1|DFIC	LOC6533677|XP_002094383.1|DYAK
OG0005669	LOC108100794|XP_017060325.1|DFIC	LOC6526901|XP_002088000.1|DYAK
OG0005670	LOC108095958|XP_017052788.1|DFIC	LOC6538513|XP_002099035.1|DYAK
OG0005671	LOC108098974|XP_017057679.1|DFIC	LOC6536459|XP_002097040.1|DYAK
OG0005672	LOC108089223|XP_017042868.1|DFIC	LOC6528012|XP_002089079.1|DYAK
OG0005673	LOC108100365|XP_017059694.1|DFIC	LOC6532478|XP_002093224.1|DYAK
OG0005674	LOC108086935|XP_017039533.1|DFIC	LOC6534066|XP_039230500.1|DYAK
OG0005675	LOC108096487|XP_017053589.1|DFIC	LOC6537128|XP_002097689.1|DYAK
OG0005676	LOC108096400|XP_017053461.1|DFIC	LOC6533016|XP_002093751.1|DYAK
OG0005677	LOC108101873|XP_017061898.1|DFIC	LOC6531556|XP_002092354.1|DYAK
OG0005678	LOC108099463|XP_017058501.1|DFIC	LOC6536310|XP_015047657.1|DYAK
OG0005679	LOC108098835|XP_017057480.1|DFIC	LOC6537238|XP_002097796.1|DYAK
OG0005680	LOC108091516|XP_017046261.1|DFIC	LOC6526808|XP_015053471.1|DYAK
OG0005681	LOC108098943|XP_017057639.1|DFIC	LOC6537228|XP_002097786.1|DYAK
OG0005682	LOC108098942|XP_017057638.1|DFIC	LOC6537229|XP_002097787.1|DYAK
OG0005683	LOC108095561|XP_017052197.1|DFIC	LOC6524557|XP_039233806.1|DYAK
OG0005684	LOC108089062|XP_017042660.1|DFIC	LOC6533412|XP_002094130.1|DYAK
OG0005685	LOC108097042|XP_017054560.1|DFIC	LOC6523881|XP_002099754.3|DYAK
OG0005686	LOC108092027|XP_017046955.1|DFIC	LOC6535472|XP_002096103.1|DYAK
OG0005687	LOC108088265|XP_017041471.1|DFIC	LOC6535000|XP_015050973.2|DYAK
OG0005688	LOC108090703|XP_017044984.1|DFIC	LOC6528819|XP_002089851.1|DYAK
OG0005689	LOC108097280|XP_017054970.1|DFIC	LOC120321990|XP_039232398.1|DYAK
OG0005690	LOC108092003|XP_017046921.1|DFIC	LOC6538755|XP_002099269.3|DYAK
OG0005691	LOC108092055|XP_017047002.1|DFIC	LOC6538700|XP_002099215.1|DYAK
OG0005692	LOC108091531|XP_017046286.1|DFIC	LOC6526323|XP_002087445.1|DYAK
OG0005693	LOC108099954|XP_017059122.1|DFIC	LOC6533069|XP_002093801.1|DYAK
OG0005694	LOC108101106|XP_017060808.1|DFIC	LOC6539845|XP_039231280.1|DYAK
OG0005695	LOC108087284|XP_017040081.1|DFIC	LOC6535539|XP_002096168.1|DYAK
OG0005696	LOC108087285|XP_017040082.1|DFIC	LOC6539923|XP_039232224.1|DYAK
OG0005697	LOC108087224|XP_017039995.1|DFIC	LOC6535542|XP_002096171.1|DYAK
OG0005698	LOC108090411|XP_017044553.1|DFIC	LOC6528718|XP_002089753.1|DYAK
OG0005699	LOC108095739|XP_017052407.1|DFIC	LOC6538521|XP_002099043.2|DYAK
OG0005700	LOC108092876|XP_017048202.1|DFIC	LOC6524408|XP_002100266.1|DYAK
OG0005701	LOC108101330|XP_017061128.1|DFIC	LOC6526402|XP_002087521.1|DYAK
OG0005702	LOC108091357|XP_017045999.1|DFIC	LOC6524268|XP_039228813.1|DYAK
OG0005703	LOC108087863|XP_017040936.1|DFIC	LOC6530678|XP_002091573.1|DYAK
OG0005704	LOC108097555|XP_017055411.1|DFIC	LOC6525163|XP_002101001.1|DYAK
OG0005705	LOC108093862|XP_017049695.1|DFIC	LOC6532616|XP_002093360.1|DYAK
OG0005706	LOC108097226|XP_017054877.1|DFIC	LOC6537188|XP_002097746.1|DYAK
OG0005707	LOC108094640|XP_017050826.1|DFIC	LOC6524820|XP_039226144.1|DYAK
OG0005708	LOC108097057|XP_017054582.1|DFIC	LOC6523910|XP_002099783.1|DYAK
OG0005709	LOC108088534|XP_017041866.1|DFIC	LOC6538106|XP_002098640.1|DYAK
OG0005710	LOC108087308|XP_017040115.1|DFIC	LOC6536603|XP_002097179.1|DYAK
OG0005711	LOC108100189|XP_017059451.1|DFIC	LOC6534889|XP_002095561.2|DYAK
OG0005712	LOC108092505|XP_017047612.1|DFIC	LOC6526723|XP_002087826.1|DYAK
OG0005713	LOC108095995|XP_017052828.1|DFIC	LOC6538412|XP_002098936.2|DYAK
OG0005714	LOC108099337|XP_017058301.1|DFIC	LOC6538661|XP_002099181.1|DYAK
OG0005715	LOC108092021|XP_017046947.1|DFIC	LOC6535469|XP_002096100.1|DYAK
OG0005716	LOC108099456|XP_017058487.1|DFIC	LOC6536241|XP_015047618.1|DYAK
OG0005717	LOC108090200|XP_017044277.1|DFIC	LOC6535370|XP_039232033.1|DYAK
OG0005718	LOC108098917|XP_017057610.1|DFIC	LOC6537256|XP_002097814.1|DYAK
OG0005719	LOC108095878|XP_017052675.1|DFIC	LOC6538407|XP_002098931.1|DYAK
OG0005720	LOC108087076|XP_017039743.1|DFIC	LOC6535496|XP_002096127.2|DYAK
OG0005721	LOC108095943|XP_017052768.1|DFIC	LOC6538411|XP_002098935.2|DYAK
OG0005722	LOC108093541|XP_017049122.1|DFIC	LOC6536063|XP_002096673.2|DYAK
OG0005723	LOC108090236|XP_017044323.1|DFIC	LOC6535403|XP_002096052.1|DYAK
OG0005724	LOC108094868|XP_017051179.1|DFIC	LOC6530833|XP_002091716.1|DYAK
OG0005725	LOC108092188|XP_017047204.1|DFIC	LOC6535438|XP_002096087.2|DYAK
OG0005726	LOC108097795|XP_017055815.1|DFIC	LOC6525516|XP_002101351.1|DYAK
OG0005727	LOC108098567|XP_017057075.1|DFIC	LOC6536078|XP_002096688.3|DYAK
OG0005728	LOC108098795|XP_017057424.1|DFIC	LOC6536390|XP_002096972.1|DYAK
OG0005729	LOC108098788|XP_017057412.1|DFIC	LOC6536392|XP_002096974.1|DYAK
OG0005730	LOC108099602|XP_017058709.1|DFIC	LOC6536295|XP_002096879.1|DYAK
OG0005731	LOC108099601|XP_017058707.1|DFIC	LOC6536296|XP_002096880.1|DYAK
OG0005732	LOC108088031|XP_017041151.1|DFIC	LOC6536735|XP_002097307.1|DYAK
OG0005733	LOC108088030|XP_017041148.1|DFIC	LOC6536736|XP_039231380.1|DYAK
OG0005734	LOC108095806|XP_017052564.1|DFIC	LOC6538556|XP_002099078.2|DYAK
OG0005735	LOC108091385|XP_017046056.1|DFIC	LOC6535320|XP_015047061.1|DYAK
OG0005736	LOC108090143|XP_017044178.1|DFIC	LOC6537513|XP_002098059.1|DYAK
OG0005737	LOC108098790|XP_017057417.1|DFIC	LOC6536397|XP_002096979.1|DYAK
OG0005738	LOC108102056|XP_017062172.1|DFIC	LOC6537383|XP_002097939.2|DYAK
OG0005739	LOC108102052|XP_017062167.1|DFIC	LOC6537435|XP_002097991.1|DYAK
OG0005740	LOC108088391|XP_017041629.1|DFIC	LOC6538100|XP_002098634.1|DYAK
OG0005741	LOC108090220|XP_017044302.1|DFIC	LOC6537535|XP_002098081.1|DYAK
OG0005742	LOC108087289|XP_017040087.1|DFIC	LOC6535526|XP_002096155.2|DYAK
OG0005743	LOC108099552|XP_017058624.1|DFIC	LOC6536228|XP_002096819.1|DYAK
OG0005744	LOC108099524|XP_017058580.1|DFIC	LOC6536302|XP_002096886.1|DYAK
OG0005745	LOC108090103|XP_017044106.1|DFIC	LOC6535385|XP_015047125.1|DYAK
OG0005746	LOC108090087|XP_017044077.1|DFIC	LOC6535388|XP_002096038.1|DYAK
OG0005747	LOC108090212|XP_017044292.1|DFIC	LOC6535401|XP_002096050.1|DYAK
OG0005748	LOC108087347|XP_017040175.1|DFIC	LOC26535428|XP_015047187.1|DYAK
OG0005749	LOC108091174|XP_017045712.1|DFIC	LOC6524511|XP_002100368.1|DYAK
OG0005750	LOC108090187|XP_017044263.1|DFIC	LOC6537525|XP_002098071.1|DYAK
OG0005751	LOC108089387|XP_017043059.1|DFIC	LOC6534440|XP_002095117.1|DYAK
OG0005752	LOC108093726|XP_017049426.1|DFIC	LOC6531483|XP_002092282.1|DYAK
OG0005753	LOC108101286|XP_017061074.1|DFIC	LOC6526838|XP_002087938.1|DYAK
OG0005754	LOC108093715|XP_017049409.1|DFIC	LOC6531705|XP_039229052.1|DYAK
OG0005755	LOC108090944|XP_017045369.1|DFIC	LOC6531941|XP_002092727.1|DYAK
OG0005756	LOC108098947|XP_017057644.1|DFIC	LOC6536383|XP_002096965.1|DYAK
OG0005757	LOC108099553|XP_017058625.1|DFIC	LOC6536229|XP_002096820.2|DYAK
OG0005758	LOC108090182|XP_017044256.1|DFIC	LOC6535373|XP_039232466.1|DYAK
OG0005759	LOC108098825|XP_017057470.1|DFIC	LOC6536411|XP_002096993.1|DYAK
OG0005760	LOC108102051|XP_017062165.1|DFIC	LOC6537393|XP_002097949.3|DYAK
OG0005761	LOC108101087|XP_017060777.1|DFIC	LOC6535731|XP_015047320.1|DYAK
OG0005762	LOC108098520|XP_017056979.1|DFIC	LOC120321748|XP_039231381.1|DYAK
OG0005763	LOC108094261|XP_017050215.1|DFIC	LOC6528300|XP_002089353.1|DYAK
OG0005764	LOC108090160|XP_017044215.1|DFIC	LOC6537530|XP_002098076.1|DYAK
OG0005765	LOC108090156|XP_017044202.1|DFIC	LOC6537528|XP_039230998.1|DYAK
OG0005766	LOC108087220|XP_017039983.1|DFIC	LOC6535491|XP_039232338.1|DYAK
OG0005767	LOC108093350|XP_017048848.1|DFIC	LOC6535807|XP_015047364.1|DYAK
OG0005768	LOC108097137|XP_017054723.1|DFIC	LOC6524070|XP_015045478.1|DYAK
OG0005770	LOC108096366|XP_017053410.1|DFIC	LOC6537163|XP_002097724.1|DYAK
OG0005771	LOC108088399|XP_017041641.1|DFIC	LOC6537997|XP_002098532.1|DYAK
OG0005772	LOC108097648|XP_017055568.1|DFIC	LOC6536186|XP_002096777.1|DYAK
OG0005773	LOC108096256|XP_017053204.1|DFIC	LOC6537096|XP_002097657.1|DYAK
OG0005774	LOC108102034|XP_017062143.1|DFIC	LOC6536641|XP_002097213.1|DYAK
OG0005775	LOC108100349|XP_017059665.1|DFIC	LOC6534882|XP_002095554.1|DYAK
OG0005776	LOC108086929|XP_017039523.1|DFIC	LOC6534105|XP_002094791.2|DYAK
OG0005777	LOC108100962|XP_017060602.1|DFIC	LOC6527755|XP_002088835.1|DYAK
OG0005778	LOC108099363|XP_017058338.1|DFIC	LOC6536276|XP_015047625.1|DYAK
OG0005779	LOC108097258|XP_017054939.1|DFIC	LOC6537175|XP_002097733.2|DYAK
OG0005780	LOC108100286|XP_017059569.1|DFIC	LOC6533836|XP_002094536.2|DYAK
OG0005781	LOC108100217|XP_017059483.1|DFIC	LOC6533681|XP_002094387.1|DYAK
OG0005782	LOC108100499|XP_017059934.1|DFIC	LOC6533678|XP_002094384.1|DYAK
OG0005783	LOC108096793|XP_017054161.1|DFIC	LOC6529358|XP_002090363.2|DYAK
OG0005784	LOC108095928|XP_017052750.1|DFIC	LOC6538455|XP_015048855.1|DYAK
OG0005785	LOC108095906|XP_017052717.1|DFIC	LOC6538454|XP_039232650.1|DYAK
OG0005786	LOC108087970|XP_017041058.1|DFIC	LOC6536748|XP_002097320.1|DYAK
OG0005787	LOC108091398|XP_017046072.1|DFIC	LOC6535309|XP_002095965.1|DYAK
OG0005788	LOC108101567|XP_017061465.1|DFIC	LOC6530356|XP_002091282.1|DYAK
OG0005789	LOC108086365|XP_017038756.1|DFIC	LOC6535239|XP_002095896.1|DYAK
OG0005790	LOC108088397|XP_017041635.1|DFIC	LOC6537999|XP_002098534.1|DYAK
OG0005791	LOC108098945|XP_017057640.1|DFIC	LOC6537230|XP_015048206.1|DYAK
OG0005792	LOC108098946|XP_017057642.1|DFIC	LOC6537231|XP_002097789.1|DYAK
OG0005793	LOC108097931|XP_017055991.1|DFIC	LOC6537100|XP_015048120.1|DYAK
OG0005794	LOC108086417|XP_017038808.1|DFIC	LOC6530293|XP_002091221.1|DYAK
OG0005795	LOC108087021|XP_017039676.1|DFIC	LOC6537034|XP_002097601.1|DYAK
OG0005796	LOC108100347|XP_017059662.1|DFIC	LOC6534884|XP_015050900.2|DYAK
OG0005797	LOC108087489|XP_017040367.1|DFIC	LOC6532508|XP_002093254.1|DYAK
OG0005798	LOC108092107|XP_017047091.1|DFIC	LOC6536370|XP_015047708.1|DYAK
OG0005799	LOC108098523|XP_017056986.1|DFIC	LOC6535974|XP_015047484.1|DYAK
OG0005800	LOC108098613|XP_017057165.1|DFIC	LOC6535977|XP_002096592.1|DYAK
OG0005801	LOC108098612|XP_017057164.1|DFIC	LOC6535976|XP_002096591.1|DYAK
OG0005802	LOC108097195|XP_017054832.1|DFIC	LOC6537134|XP_002097695.2|DYAK
OG0005803	LOC108098861|XP_017057516.1|DFIC	LOC6536374|XP_002096956.2|DYAK
OG0005804	LOC108087370|XP_017040200.1|DFIC	LOC6535497|XP_002096128.1|DYAK
OG0005805	LOC108101894|XP_017061943.1|DFIC	LOC6532060|XP_039229045.1|DYAK
OG0005806	LOC108092214|XP_017047235.1|DFIC	LOC6538730|XP_002099245.1|DYAK
OG0005807	LOC108091911|XP_017046785.1|DFIC	LOC6538717|XP_002099232.2|DYAK
OG0005808	LOC108094721|XP_017050951.1|DFIC	LOC6524766|XP_002100610.2|DYAK
OG0005809	LOC108100265|XP_017059537.1|DFIC	LOC6532401|XP_002093152.1|DYAK
OG0005810	LOC108098529|XP_017056995.1|DFIC	LOC6535971|XP_002096586.1|DYAK
OG0005811	LOC108098530|XP_017056996.1|DFIC	LOC6535970|XP_002096585.1|DYAK
OG0005812	LOC108092015|XP_017046940.1|DFIC	LOC6536365|XP_002096947.1|DYAK
OG0005813	LOC108098766|XP_017057387.1|DFIC	LOC6536456|XP_002097037.1|DYAK
OG0005814	LOC108090218|XP_017044300.1|DFIC	LOC6537522|XP_002098068.2|DYAK
OG0005815	LOC108094246|XP_017050193.1|DFIC	LOC6528297|XP_002089350.2|DYAK
OG0005816	LOC108100762|XP_017060287.1|DFIC	LOC6539023|XP_002099525.2|DYAK
OG0005817	LOC108097646|XP_017055567.1|DFIC	LOC6536185|XP_002096776.1|DYAK
OG0005818	LOC108095960|XP_017052790.1|DFIC	LOC6538439|XP_002098963.2|DYAK
OG0005819	LOC108098417|XP_017056803.1|DFIC	LOC6536092|XP_002096700.2|DYAK
OG0005820	LOC108098429|XP_017056813.1|DFIC	LOC6536091|XP_002096699.1|DYAK
OG0005821	LOC108089086|XP_017042685.1|DFIC	LOC6536101|XP_002096709.1|DYAK
OG0005822	LOC108088205|XP_017041395.1|DFIC	LOC6526999|XP_002088095.1|DYAK
OG0005823	LOC108092799|XP_017048059.1|DFIC	LOC6525697|XP_002101519.1|DYAK
OG0005824	LOC108098854|XP_017057506.1|DFIC	LOC6537261|XP_002097819.1|DYAK
OG0005825	LOC108100732|XP_017060257.1|DFIC	LOC6533727|XP_002094432.1|DYAK
OG0005826	LOC108098789|XP_017057419.1|DFIC	LOC26536296|XP_039233249.1|DYAK
OG0005827	LOC108095968|XP_017052800.1|DFIC	LOC6538481|XP_002099005.1|DYAK
OG0005828	LOC108093213|XP_017048665.1|DFIC	LOC6533184|XP_002093910.1|DYAK
OG0005829	LOC108099558|XP_017058633.1|DFIC	LOC6536267|XP_002096853.1|DYAK
OG0005830	LOC108100468|XP_017059888.1|DFIC	LOC6532911|XP_039230110.1|DYAK
OG0005831	LOC108100723|XP_017060246.1|DFIC	LOC6532915|XP_002093651.2|DYAK
OG0005832	LOC108100709|XP_017060229.1|DFIC	LOC6532916|XP_039230144.1|DYAK
OG0005833	LOC108100327|XP_017059623.1|DFIC	LOC6532924|XP_015049706.1|DYAK
OG0005834	LOC108100332|XP_017059631.1|DFIC	LOC6532929|XP_002093665.1|DYAK
OG0005835	LOC108100150|XP_017059396.1|DFIC	LOC6532936|XP_002093671.1|DYAK
OG0005836	LOC108099926|XP_017059084.1|DFIC	LOC6534329|XP_002095009.1|DYAK
OG0005837	LOC108092051|XP_017046989.1|DFIC	LOC6538731|XP_002099246.1|DYAK
OG0005838	LOC108092154|XP_017047160.1|DFIC	LOC6535483|XP_002096114.1|DYAK
OG0005839	LOC108092464|XP_017047541.1|DFIC	LOC6526613|XP_002087721.1|DYAK
OG0005840	LOC108087286|XP_017040083.1|DFIC	LOC6535524|XP_002096153.1|DYAK
OG0005841	LOC108096127|XP_017052993.1|DFIC	LOC6536025|XP_002096640.3|DYAK
OG0005842	LOC108097313|XP_017055019.1|DFIC	LOC6523956|XP_002099828.1|DYAK
OG0005843	LOC108087514|XP_017040406.1|DFIC	LOC6534111|XP_015050452.1|DYAK
OG0005844	LOC108088309|XP_017041529.1|DFIC	LOC6535027|XP_002095693.2|DYAK
OG0005845	LOC108090190|XP_017044266.1|DFIC	LOC6535375|XP_002096025.1|DYAK
OG0005846	LOC108099317|XP_017058217.1|DFIC	LOC6536288|XP_002096874.1|DYAK
OG0005847	LOC108099530|XP_017058586.1|DFIC	LOC6536306|XP_039231781.1|DYAK
OG0005848	LOC108094690|XP_017050902.1|DFIC	LOC6524925|XP_002100765.1|DYAK
OG0005849	LOC108094607|XP_017050747.1|DFIC	LOC6524772|XP_015045879.1|DYAK
OG0005850	LOC108091111|XP_017045623.1|DFIC	LOC6524929|XP_002100769.1|DYAK
OG0005851	LOC108088189|XP_017041378.1|DFIC	LOC6527017|XP_002088112.1|DYAK
OG0005852	LOC108102078|XP_017062210.1|DFIC	LOC6536632|XP_002097204.1|DYAK
OG0005853	LOC108093578|XP_017049193.1|DFIC	LOC6525722|XP_002101544.1|DYAK
OG0005854	LOC108098526|XP_017056993.1|DFIC	LOC6535972|XP_039231819.1|DYAK
OG0005855	LOC108101777|XP_017061740.1|DFIC	LOC6524192|XP_039232867.1|DYAK
OG0005856	LOC108094615|XP_017050778.1|DFIC	LOC6524905|XP_015045931.1|DYAK
OG0005857	LOC108101052|XP_017060725.1|DFIC	LOC6535742|XP_002096365.1|DYAK
OG0005858	LOC108087969|XP_017041057.1|DFIC	LOC6536746|XP_002097318.1|DYAK
OG0005859	LOC108089981|XP_017043971.1|DFIC	LOC6527581|XP_002088669.2|DYAK
OG0005860	LOC108098449|XP_017056846.1|DFIC	LOC6536076|XP_039231933.1|DYAK
OG0005861	LOC108098670|XP_017057249.1|DFIC	LOC6539050|XP_039232574.1|DYAK
OG0005862	LOC108090308|XP_017044407.1|DFIC	LOC6528602|XP_039227009.1|DYAK
OG0005863	LOC108087711|XP_017040720.1|DFIC	LOC6531855|XP_002092642.1|DYAK, LOC26535009|XP_039228002.1|DYAK
OG0005864	LOC108099319|XP_017058238.1|DFIC	LOC6536287|XP_002096873.1|DYAK
OG0005865	LOC108092014|XP_017046939.1|DFIC	LOC6538688|XP_002099207.1|DYAK
OG0005866	LOC108093775|XP_017049534.1|DFIC	LOC6530245|XP_002091182.1|DYAK
