Orthogroup	DFIC.longest_only	ASTE.longest_only
OG0004414	LOC108090987|XP_017045432.1|DFIC	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC108093940|XP_017049814.1|DFIC	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC108093954|XP_017049843.1|DFIC	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC108099620|XP_017058732.1|DFIC	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC108096703|XP_017054026.1|DFIC	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC108090259|XP_017044356.1|DFIC	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC108096521|XP_017053639.1|DFIC	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC108099956|XP_017059124.1|DFIC	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC108099766|XP_017058884.1|DFIC	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC108093710|XP_017049397.1|DFIC	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC108101927|XP_017061999.1|DFIC	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC108100435|XP_017059843.1|DFIC	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC108100558|XP_017060020.1|DFIC	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC108096349|XP_017053386.1|DFIC	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC108089993|XP_017043984.1|DFIC	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC108087498|XP_017040383.1|DFIC	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC108099378|XP_017058360.1|DFIC	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC108099374|XP_017058356.1|DFIC	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC108088912|XP_017042413.1|DFIC	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC108087786|XP_017040808.1|DFIC	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC108094934|XP_017051282.1|DFIC	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC108093683|XP_017049352.1|DFIC	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC108095254|XP_017051770.1|DFIC	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC108093814|XP_017049618.1|DFIC	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC108086690|XP_017039174.1|DFIC	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC108093865|XP_017049694.1|DFIC	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC108094113|XP_017050023.1|DFIC	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC108093617|XP_017049242.1|DFIC	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC108089500|XP_017043293.1|DFIC	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC108093757|XP_017049514.1|DFIC	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC108090883|XP_017045274.1|DFIC	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC108086820|XP_017039352.1|DFIC	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC108091858|XP_017046727.1|DFIC	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC108093642|XP_017049290.1|DFIC	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC108096418|XP_017053487.1|DFIC	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC108086716|XP_017039223.1|DFIC	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC108086732|XP_017039251.1|DFIC	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC108094956|XP_017051308.1|DFIC	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC108093868|XP_017049698.1|DFIC	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC108087971|XP_017041059.1|DFIC	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC108096455|XP_017053551.1|DFIC	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC108092927|XP_017048279.1|DFIC	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC108100725|XP_017060250.1|DFIC	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC108100474|XP_017059893.1|DFIC	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC108089557|XP_017043388.1|DFIC	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC108099943|XP_017059107.1|DFIC	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC108096383|XP_017053429.1|DFIC	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC108088279|XP_017041490.1|DFIC	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC108088785|XP_017042235.1|DFIC	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC108095435|XP_017052033.1|DFIC	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC108088321|XP_017041546.1|DFIC	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC108088339|XP_017041574.1|DFIC	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC108100591|XP_017060060.1|DFIC	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC108100590|XP_017060059.1|DFIC	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC108096433|XP_017053512.1|DFIC	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC108095083|XP_017051500.1|DFIC	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC108099494|XP_017058544.1|DFIC	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC108090840|XP_017045199.1|DFIC	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC108087604|XP_017040532.1|DFIC	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC108087757|XP_017040776.1|DFIC	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC108087376|XP_017040207.1|DFIC	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC108093389|XP_017048897.1|DFIC	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC108101586|XP_017061486.1|DFIC	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC108086771|XP_017039306.1|DFIC	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC108090725|XP_017045026.1|DFIC	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC108098099|XP_017056298.1|DFIC	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC108090460|XP_017044641.1|DFIC	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC108086872|XP_017039423.1|DFIC	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC108090899|XP_017045299.1|DFIC	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC108091776|XP_017046612.1|DFIC	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC108097119|XP_017054700.1|DFIC	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC108094014|XP_017049930.1|DFIC	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC108099961|XP_017059138.1|DFIC	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC108099996|XP_017059185.1|DFIC	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC108092161|XP_017047172.1|DFIC	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC108088468|XP_017041742.1|DFIC	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC108091835|XP_017046704.1|DFIC	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC108095925|XP_017052748.1|DFIC	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC108100393|XP_017059740.1|DFIC	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC108095309|XP_017051866.1|DFIC	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC108095821|XP_017052589.1|DFIC	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC108095023|XP_017051379.1|DFIC	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC108095037|XP_017051414.1|DFIC	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC108095018|XP_017051371.1|DFIC	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC108097664|XP_017055600.1|DFIC	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC108091250|XP_017045853.1|DFIC	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC108088601|XP_017041958.1|DFIC	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC108094624|XP_017050796.1|DFIC	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC108086579|XP_017039025.1|DFIC	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC108094686|XP_017050897.1|DFIC	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC108091136|XP_017045659.1|DFIC	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC108088709|XP_017042141.1|DFIC	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC108086835|XP_017039371.1|DFIC	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC108097008|XP_017054496.1|DFIC	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC108097558|XP_017055427.1|DFIC	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC108095313|XP_017051871.1|DFIC	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC108097203|XP_017054838.1|DFIC	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC108097488|XP_017055281.1|DFIC	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC108092862|XP_017048184.1|DFIC	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC108098131|XP_017056342.1|DFIC	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC108099672|XP_017058799.1|DFIC	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC108094637|XP_017050817.1|DFIC	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC108095581|XP_017052226.1|DFIC	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC108090455|XP_017044636.1|DFIC	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC108089378|XP_017043047.1|DFIC	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC108094411|XP_017050469.1|DFIC	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC108092958|XP_017048330.1|DFIC	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC108087708|XP_017040714.1|DFIC	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC108093338|XP_017048823.1|DFIC	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC108091224|XP_017045818.1|DFIC	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC108093769|XP_017049527.1|DFIC	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC108088702|XP_017042132.1|DFIC	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC108095335|XP_017051905.1|DFIC	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC108092948|XP_017048308.1|DFIC	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC108099273|XP_017058141.1|DFIC	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC108087781|XP_017040801.1|DFIC	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC108097106|XP_017054664.1|DFIC	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC108094332|XP_017050374.1|DFIC	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC108092892|XP_017048227.1|DFIC	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC108098127|XP_017056337.1|DFIC	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC108094882|XP_017051206.1|DFIC	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC108091086|XP_017045579.1|DFIC	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC108089025|XP_017042599.1|DFIC	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC108097190|XP_017054823.1|DFIC	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC108097389|XP_017055134.1|DFIC	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC108087595|XP_017040518.1|DFIC	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC108100915|XP_017060518.1|DFIC	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC108087151|XP_017039855.1|DFIC	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC108101009|XP_017060661.1|DFIC	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC108091985|XP_017046886.1|DFIC	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC108095975|XP_017052808.1|DFIC	LOC118517460|XP_035919515.1|ASTE
OG0004563	LOC108097010|XP_017054501.1|DFIC	LOC118517454|XP_035919505.1|ASTE
OG0004564	LOC108101014|XP_017060667.1|DFIC	LOC118517455|XP_035919506.1|ASTE
OG0004565	LOC108098851|XP_017057502.1|DFIC	LOC118512656|XP_035913272.1|ASTE
OG0004566	LOC108095543|XP_017052161.1|DFIC	LOC118517468|XP_035919534.1|ASTE
OG0004567	LOC108098083|XP_017056274.1|DFIC	LOC118512884|XP_035913882.1|ASTE
OG0004568	LOC108097306|XP_017055011.1|DFIC	LOC118512263|XP_035912332.1|ASTE
OG0004569	LOC108098556|XP_017057050.1|DFIC	LOC118502844|XP_035891433.1|ASTE
OG0004570	LOC108090429|XP_017044589.1|DFIC	LOC118517452|XP_035919499.1|ASTE
OG0004571	LOC108088701|XP_017042130.1|DFIC	LOC118505158|XP_035896449.1|ASTE
OG0004572	LOC108101279|XP_017061061.1|DFIC	LOC118510341|XP_035907909.1|ASTE
OG0004573	LOC108087244|XP_017040029.1|DFIC	LOC118517366|XP_035919277.1|ASTE
OG0004574	LOC108097033|XP_017054541.1|DFIC	LOC118502582|XP_035890817.1|ASTE
OG0004575	LOC108097300|XP_017055004.1|DFIC	LOC118510256|XP_035907737.1|ASTE
OG0004576	LOC108097616|XP_017055515.1|DFIC	LOC118505368|XP_035896966.1|ASTE
OG0004577	LOC108092077|XP_017047042.1|DFIC	LOC118503476|XP_035892672.1|ASTE
OG0004578	LOC108091222|XP_017045814.1|DFIC	LOC118517508|XP_035919623.1|ASTE
OG0004580	LOC108087335|XP_017040158.1|DFIC	LOC118506950|XP_035900661.1|ASTE
OG0004581	LOC108097111|XP_017054680.1|DFIC	LOC118511142|XP_035909804.1|ASTE
OG0004582	LOC108086844|XP_017039383.1|DFIC	LOC118512391|XP_035912703.1|ASTE
OG0004583	LOC108097601|XP_017055497.1|DFIC	LOC118504324|XP_035894549.1|ASTE
OG0004584	LOC108086770|XP_017039305.1|DFIC	LOC118509702|XP_035906672.1|ASTE
OG0004585	LOC108088508|XP_017041830.1|DFIC	LOC118517378|XP_035919294.1|ASTE
OG0004586	LOC108101774|XP_017061737.1|DFIC	LOC118517502|XP_035919608.1|ASTE
OG0004587	LOC108086854|XP_017039397.1|DFIC	LOC118508911|XP_035904668.1|ASTE
OG0004588	LOC108086853|XP_017039396.1|DFIC	LOC118504096|XP_035894072.1|ASTE
OG0004589	LOC108100922|XP_017060530.1|DFIC	LOC118510994|XP_035909405.1|ASTE
OG0004590	LOC108088434|XP_017041694.1|DFIC	LOC118504772|XP_035895598.1|ASTE
OG0004591	LOC108088513|XP_017041839.1|DFIC	LOC118504725|XP_035895463.1|ASTE
OG0004592	LOC108097594|XP_017055480.1|DFIC	LOC118517305|XP_035919186.1|ASTE
OG0004593	LOC108097529|XP_017055363.1|DFIC	LOC118517316|XP_035919192.1|ASTE
OG0004594	LOC108097507|XP_017055308.1|DFIC	LOC118507656|XP_035902366.1|ASTE
OG0004595	LOC108094708|XP_017050934.1|DFIC	LOC118508283|XP_035903861.1|ASTE
OG0004596	LOC108092817|XP_017048081.1|DFIC	LOC118507892|XP_035903027.1|ASTE
OG0004597	LOC108093587|XP_017049204.1|DFIC	LOC118507125|XP_035901029.1|ASTE
OG0004598	LOC108089428|XP_017043124.1|DFIC	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	LOC108092510|XP_017047617.1|DFIC	LOC118513893|XP_035916100.1|ASTE
OG0004600	LOC108101705|XP_017061631.1|DFIC	LOC118507283|XP_035901510.1|ASTE
OG0004601	LOC108101711|XP_017061639.1|DFIC	LOC118507350|XP_035901654.1|ASTE
OG0004602	LOC108097776|XP_017055792.1|DFIC	LOC118511311|XP_035910117.1|ASTE
OG0004603	LOC108091573|XP_017046340.1|DFIC	LOC118508968|XP_035904816.1|ASTE
OG0004604	LOC108088693|XP_017042123.1|DFIC	LOC118504793|XP_035895665.1|ASTE
OG0004605	LOC108097421|XP_017055174.1|DFIC	LOC118517359|XP_035919266.1|ASTE
OG0004606	LOC108101095|XP_017060796.1|DFIC	LOC118517445|XP_035919472.1|ASTE
OG0004607	LOC108091277|XP_017045880.1|DFIC	LOC118511252|XP_035909997.1|ASTE
OG0004608	LOC108095307|XP_017051856.1|DFIC	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	LOC108097715|XP_017055695.1|DFIC	LOC118504417|XP_035894748.1|ASTE
OG0004610	LOC108099547|XP_017058611.1|DFIC	LOC118517483|XP_035919571.1|ASTE
OG0004611	LOC108099559|XP_017058634.1|DFIC	LOC118517622|XP_035919821.1|ASTE
OG0004612	LOC108099631|XP_017058749.1|DFIC	LOC118517659|XP_035919917.1|ASTE
OG0004613	LOC108097131|XP_017054719.1|DFIC	LOC118506999|XP_035900781.1|ASTE
OG0004614	LOC108097770|XP_017055785.1|DFIC	LOC118502805|XP_035891329.1|ASTE
OG0004615	LOC108091324|XP_017045952.1|DFIC	LOC118507366|XP_035901683.1|ASTE
OG0004616	LOC108088727|XP_017042165.1|DFIC	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	LOC108089908|XP_017043874.1|DFIC	LOC118508112|XP_035903501.1|ASTE
OG0004619	LOC108099372|XP_017058353.1|DFIC	LOC118517451|XP_035919498.1|ASTE
OG0004620	LOC108087959|XP_017041041.1|DFIC	LOC118516429|XP_035918198.1|ASTE
OG0004621	LOC108102074|XP_017062205.1|DFIC	LOC118510544|XP_035908406.1|ASTE
OG0004622	LOC108087316|XP_017040131.1|DFIC	LOC118511488|XP_035910535.1|ASTE
OG0004623	LOC108088544|XP_017041879.1|DFIC	LOC118512617|XP_035913191.1|ASTE
OG0004624	LOC108090234|XP_017044321.1|DFIC	LOC118517474|XP_035919546.1|ASTE
OG0004625	LOC108094611|XP_017050763.1|DFIC	LOC118505940|XP_035898359.1|ASTE
OG0004626	LOC108092860|XP_017048171.1|DFIC	LOC118504916|XP_035895884.1|ASTE
OG0004627	LOC108100396|XP_017059758.1|DFIC	LOC118507611|XP_035902181.1|ASTE
OG0004628	LOC108097372|XP_017055107.1|DFIC	LOC118509744|XP_035906771.1|ASTE
OG0004629	LOC108098810|XP_017057447.1|DFIC	LOC118502814|XP_035891357.1|ASTE
OG0004630	LOC108088516|XP_017041843.1|DFIC	LOC118502796|XP_035891300.1|ASTE
OG0004632	LOC108087253|XP_017040046.1|DFIC	LOC118510112|XP_035907469.1|ASTE
OG0004634	LOC108088466|XP_017041740.1|DFIC	LOC118504570|XP_035895083.1|ASTE
OG0004635	LOC108097535|XP_017055369.1|DFIC	LOC118517407|XP_035919374.1|ASTE
OG0004636	LOC108087589|XP_017040510.1|DFIC	LOC118503995|XP_035893840.1|ASTE
OG0004637	LOC108092921|XP_017048269.1|DFIC	LOC118508235|XP_035903740.1|ASTE
OG0004639	LOC108086524|XP_017038941.1|DFIC	LOC118517374|XP_035919286.1|ASTE
OG0004640	LOC108086602|XP_017039062.1|DFIC	LOC118517376|XP_035919288.1|ASTE
OG0004641	LOC108095621|XP_017052277.1|DFIC	LOC118506482|XP_035899557.1|ASTE
OG0004642	LOC108092962|XP_017048334.1|DFIC	LOC118511999|XP_035911634.1|ASTE
OG0004644	LOC108097417|XP_017055171.1|DFIC	LOC118513350|XP_035914875.1|ASTE
OG0004645	LOC108091413|XP_017046093.1|DFIC	LOC118510337|XP_035907895.1|ASTE
OG0004646	LOC108086823|XP_017039357.1|DFIC	LOC118510689|XP_035908758.1|ASTE
OG0004647	LOC108094684|XP_017050894.1|DFIC	LOC118503353|XP_035892438.1|ASTE
OG0004648	LOC108088632|XP_017042038.1|DFIC	LOC118512472|XP_035912853.1|ASTE
OG0004649	LOC108094586|XP_017050693.1|DFIC	LOC118503454|XP_035892622.1|ASTE
OG0004650	LOC108100114|XP_017059352.1|DFIC	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	LOC108091867|XP_017046736.1|DFIC	LOC118517480|XP_035919554.1|ASTE
OG0004652	LOC108088487|XP_017041793.1|DFIC	LOC118505560|XP_035897404.1|ASTE
OG0004653	LOC108093589|XP_017049203.1|DFIC	LOC118506470|XP_035899540.1|ASTE
OG0004654	LOC108092581|XP_017047714.1|DFIC	LOC118505567|XP_035897417.1|ASTE
OG0004655	LOC108087328|XP_017040148.1|DFIC	LOC118506486|XP_035899559.1|ASTE
OG0004656	LOC108088653|XP_017042069.1|DFIC	LOC118506479|XP_035899552.1|ASTE
OG0004657	LOC108098482|XP_017056882.1|DFIC	LOC118506494|XP_035899581.1|ASTE
OG0004658	LOC108087162|XP_017039884.1|DFIC	LOC118508281|XP_035903815.1|ASTE
OG0004659	LOC108091685|XP_017046496.1|DFIC	LOC118508291|XP_035903829.1|ASTE
OG0004660	LOC108099511|XP_017058563.1|DFIC	LOC118505236|XP_035896668.1|ASTE
OG0004661	LOC108092120|XP_017047110.1|DFIC	LOC118504446|XP_035894831.1|ASTE
OG0004662	LOC108087030|XP_017039686.1|DFIC	LOC118506392|XP_035899332.1|ASTE
OG0004664	LOC108095299|XP_017051844.1|DFIC	LOC118504548|XP_035895043.1|ASTE
OG0004665	LOC108091316|XP_017045935.1|DFIC	LOC118504552|XP_035895053.1|ASTE
OG0004666	LOC108098878|XP_017057554.1|DFIC	LOC118512031|XP_035911716.1|ASTE
OG0004667	LOC108098884|XP_017057560.1|DFIC	LOC118505608|XP_035897533.1|ASTE
OG0004668	LOC108094692|XP_017050907.1|DFIC	LOC118504550|XP_035895046.1|ASTE
OG0004669	LOC108088151|XP_017041304.1|DFIC	LOC118504549|XP_035895045.1|ASTE
OG0004670	LOC108095932|XP_017052758.1|DFIC	LOC118506364|XP_035899276.1|ASTE
OG0004671	LOC108087993|XP_017041086.1|DFIC	LOC118504138|XP_035894128.1|ASTE
OG0004672	LOC108091982|XP_017046881.1|DFIC	LOC118505603|XP_035897524.1|ASTE
OG0004673	LOC108098673|XP_017057257.1|DFIC	LOC118508285|XP_035903818.1|ASTE
OG0004674	LOC108088535|XP_017041868.1|DFIC	LOC118505590|XP_035897460.1|ASTE
OG0004675	LOC108088477|XP_017041759.1|DFIC	LOC118505589|XP_035897459.1|ASTE
OG0004676	LOC108091798|XP_017046655.1|DFIC	LOC118502734|XP_035891189.1|ASTE
OG0004677	LOC108087196|XP_017039946.1|DFIC	LOC118508492|XP_035904212.1|ASTE
OG0004678	LOC108087195|XP_017039944.1|DFIC	LOC118508482|XP_035904191.1|ASTE
OG0004679	LOC108088055|XP_017041182.1|DFIC	LOC118502920|XP_035891548.1|ASTE
OG0004680	LOC108092066|XP_017047020.1|DFIC	LOC118506377|XP_035899300.1|ASTE
OG0004681	LOC108097719|XP_017055701.1|DFIC	LOC118506806|XP_035900350.1|ASTE
OG0004682	LOC108101327|XP_017061124.1|DFIC	LOC118508306|XP_035903857.1|ASTE
OG0004683	LOC108087313|XP_017040124.1|DFIC	LOC118508296|XP_035903838.1|ASTE
OG0004684	LOC108098768|XP_017057389.1|DFIC	LOC118504302|XP_035894492.1|ASTE
OG0004685	LOC108086563|XP_017039006.1|DFIC	LOC118507554|XP_035902035.1|ASTE
OG0004686	LOC108099668|XP_017058791.1|DFIC	LOC118502964|XP_035891621.1|ASTE
OG0004687	LOC108088529|XP_017041861.1|DFIC	LOC118507546|XP_035902019.1|ASTE
OG0004688	LOC108098841|XP_017057491.1|DFIC	LOC118504372|XP_035894671.1|ASTE
OG0004689	LOC108087236|XP_017040016.1|DFIC	LOC118505417|XP_035897064.1|ASTE
OG0004690	LOC108091794|XP_017046643.1|DFIC	LOC118502542|XP_035890708.1|ASTE
OG0004691	LOC108088393|XP_017041631.1|DFIC	LOC118502543|XP_035890711.1|ASTE
OG0004692	LOC108087191|XP_017039936.1|DFIC	LOC118502546|XP_035890715.1|ASTE
OG0004693	LOC108087290|XP_017040089.1|DFIC	LOC118502547|XP_035890716.1|ASTE
OG0004694	LOC108095845|XP_017052630.1|DFIC	LOC118504987|XP_035896047.1|ASTE
OG0004695	LOC108088479|XP_017041764.1|DFIC	LOC118505113|XP_035896308.1|ASTE
OG0004696	LOC108093285|XP_017048752.1|DFIC	LOC118506783|XP_035900289.1|ASTE
OG0004697	LOC108094595|XP_017050729.1|DFIC	LOC118508448|XP_035904137.1|ASTE
OG0004698	LOC108098149|XP_017056364.1|DFIC	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE
OG0004699	LOC108098941|XP_017057637.1|DFIC	LOC118503593|XP_035892939.1|ASTE
OG0004700	LOC108098596|XP_017057142.1|DFIC	LOC118508001|XP_035903267.1|ASTE
OG0004701	LOC108098625|XP_017057185.1|DFIC	LOC118507481|XP_035901882.1|ASTE
OG0004702	LOC108087222|XP_017039990.1|DFIC	LOC118504478|XP_035894882.1|ASTE
OG0004703	LOC108091711|XP_017046538.1|DFIC	LOC118507527|XP_035901986.1|ASTE
OG0004704	LOC108099461|XP_017058499.1|DFIC	LOC118507850|XP_035902874.1|ASTE
OG0004705	LOC108098858|XP_017057514.1|DFIC	LOC118503571|XP_035892898.1|ASTE
OG0004706	LOC108089045|XP_017042641.1|DFIC	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE
OG0004707	LOC108088175|XP_017041342.1|DFIC	LOC118502839|XP_035891414.1|ASTE
OG0004708	LOC108098617|XP_017057172.1|DFIC	LOC118504903|XP_035895864.1|ASTE
OG0004709	LOC108099596|XP_017058696.1|DFIC	LOC118503568|XP_035892883.1|ASTE
OG0004710	LOC108092059|XP_017047009.1|DFIC	LOC118503563|XP_035892865.1|ASTE
OG0004711	LOC108095962|XP_017052791.1|DFIC	LOC118502868|XP_035891468.1|ASTE
OG0004712	LOC108091623|XP_017046408.1|DFIC	LOC118502848|XP_035891441.1|ASTE
OG0004713	LOC108092079|XP_017047046.1|DFIC	LOC118503370|XP_035892457.1|ASTE
OG0004714	LOC108092006|XP_017046924.1|DFIC	LOC118503374|XP_035892464.1|ASTE
OG0004715	LOC108099509|XP_017058601.1|DFIC, LOC108090044|XP_017044036.1|DFIC	LOC118513692|XP_035915709.1|ASTE
OG0004716	LOC108092033|XP_017046962.1|DFIC	LOC118508573|XP_035904367.1|ASTE
OG0004717	LOC108097496|XP_017055291.1|DFIC	LOC118502710|XP_035891148.1|ASTE
