Orthogroup	DFIC.longest_only	DSUB.longest_only
OG0004821	LOC108088530|XP_017041862.1|DFIC	LOC117898878|XP_034664452.1|DSUB
OG0004822	LOC108092029|XP_017046958.1|DFIC	LOC117898207|XP_034663319.1|DSUB
OG0004823	LOC108092086|XP_017047060.1|DFIC	LOC117896678|XP_034661014.1|DSUB
OG0004824	LOC108092088|XP_017047066.1|DFIC	LOC117896679|XP_034661018.1|DSUB
OG0004825	LOC108095039|XP_017051419.1|DFIC	LOC117902946|XP_034670451.1|DSUB
OG0004826	LOC108091785|XP_017046632.1|DFIC	LOC117896175|XP_034660149.1|DSUB
OG0004827	LOC108098607|XP_017057159.1|DFIC	LOC117897184|XP_034661774.1|DSUB
OG0004828	LOC108087295|XP_017040094.1|DFIC	LOC117898565|XP_034663943.1|DSUB
OG0004829	LOC108092174|XP_017047185.1|DFIC	LOC117897032|XP_034661502.1|DSUB
OG0004830	LOC108087888|XP_017040955.1|DFIC	LOC117899199|XP_034664963.1|DSUB
OG0004831	LOC108093227|XP_017048686.1|DFIC	LOC117894580|XP_034657613.1|DSUB
OG0004832	LOC108088076|XP_017041216.1|DFIC	LOC117897296|XP_034661931.1|DSUB
OG0004833	LOC108090135|XP_017044164.1|DFIC	LOC117898221|XP_034663344.1|DSUB
OG0004834	LOC108087269|XP_017040064.1|DFIC	LOC117898464|XP_034663778.1|DSUB
OG0004835	LOC108087354|XP_017040184.1|DFIC	LOC117897934|XP_034662916.1|DSUB
OG0004836	LOC108091656|XP_017046455.1|DFIC	LOC117897851|XP_034662812.1|DSUB
OG0004837	LOC108096394|XP_017053450.1|DFIC	LOC117894653|XP_034657720.1|DSUB
OG0004838	LOC108098804|XP_017057434.1|DFIC	LOC117896865|XP_034661286.1|DSUB
OG0004839	LOC108098864|XP_017057531.1|DFIC	LOC117899196|XP_034664954.1|DSUB
OG0004840	LOC108092147|XP_017047151.1|DFIC	LOC117897346|XP_034662010.1|DSUB
OG0004841	LOC108101745|XP_017061695.1|DFIC	LOC117901684|XP_034668418.1|DSUB
OG0004842	LOC108086600|XP_017039060.1|DFIC	LOC117898159|XP_034663258.1|DSUB
OG0004843	LOC108087173|XP_017039905.1|DFIC	LOC117897053|XP_034661536.1|DSUB
OG0004844	LOC108100906|XP_017060509.1|DFIC	LOC117900275|XP_034666475.1|DSUB
OG0004845	LOC108090168|XP_017044229.1|DFIC	LOC117896433|XP_034660653.1|DSUB
OG0004846	LOC108092443|XP_017047513.1|DFIC	LOC117900433|XP_034666694.1|DSUB
OG0004847	LOC108092441|XP_017047511.1|DFIC	LOC117900427|XP_034666684.1|DSUB
OG0004848	LOC108097641|XP_017055563.1|DFIC	LOC117898203|XP_034663315.1|DSUB
OG0004849	LOC108092646|XP_017047781.1|DFIC	LOC117901553|XP_034668241.1|DSUB
OG0004850	LOC108089089|XP_017042687.1|DFIC	LOC117896335|XP_034660466.1|DSUB
OG0004851	LOC108089079|XP_017042674.1|DFIC	LOC117898146|XP_034663236.1|DSUB
OG0004852	LOC108091831|XP_017046698.1|DFIC	LOC117898629|XP_034664079.1|DSUB
OG0004853	LOC108087795|XP_017040827.1|DFIC	LOC117892180|XP_034654157.1|DSUB
OG0004854	LOC108089526|XP_017043345.1|DFIC	LOC117894942|XP_034658155.1|DSUB
OG0004855	LOC108100664|XP_017060166.1|DFIC	LOC117893244|XP_034655699.1|DSUB
OG0004856	LOC108096222|XP_017053098.1|DFIC	LOC117894126|XP_034656905.1|DSUB
OG0004857	LOC108100630|XP_017060122.1|DFIC	LOC117894957|XP_034658178.1|DSUB
OG0004858	LOC108096298|XP_017053263.1|DFIC	LOC117894123|XP_034656898.1|DSUB
OG0004859	LOC108096402|XP_017053462.1|DFIC	LOC117894136|XP_034656922.1|DSUB
OG0004860	LOC108099208|XP_017058073.1|DFIC	LOC117894352|XP_034657232.1|DSUB
OG0004861	LOC108087486|XP_017040352.1|DFIC	LOC117895871|XP_034659741.1|DSUB
OG0004862	LOC108087473|XP_017040338.1|DFIC	LOC117894440|XP_034657398.1|DSUB
OG0004863	LOC108093155|XP_017048590.1|DFIC	LOC117894565|XP_034657590.1|DSUB
OG0004864	LOC108100599|XP_017060071.1|DFIC	LOC117895359|XP_034658834.1|DSUB
OG0004865	LOC108095955|XP_017052784.1|DFIC	LOC117898783|XP_034664310.1|DSUB
OG0004866	LOC108089447|XP_017043176.1|DFIC	LOC117893910|XP_034656581.1|DSUB
OG0004867	LOC108093846|XP_017049669.1|DFIC	LOC117891649|XP_034653089.1|DSUB
OG0004868	LOC108091133|XP_017045654.1|DFIC	LOC117890473|XP_034651227.1|DSUB
OG0004869	LOC108094249|XP_017050197.1|DFIC	LOC117892409|XP_034654530.1|DSUB
OG0004870	LOC108094256|XP_017050207.1|DFIC	LOC117891065|XP_034652129.1|DSUB
OG0004871	LOC108101922|XP_017061988.1|DFIC	LOC117892445|XP_034654578.1|DSUB
OG0004872	LOC108090788|XP_017045124.1|DFIC	LOC117891646|XP_034653084.1|DSUB
OG0004873	LOC108092735|XP_017047953.1|DFIC	LOC117902804|XP_034670316.1|DSUB
OG0004874	LOC108095716|XP_017052379.1|DFIC	LOC117897503|XP_034662285.1|DSUB
OG0004875	LOC108087586|XP_017040506.1|DFIC	LOC117903452|XP_034671376.1|DSUB
OG0004876	LOC108097022|XP_017054528.1|DFIC	LOC117900168|XP_034666305.1|DSUB
OG0004877	LOC108100163|XP_017059415.1|DFIC	LOC117895038|XP_034658303.1|DSUB
OG0004878	LOC108101546|XP_017061427.1|DFIC	LOC117891200|XP_034652427.1|DSUB
OG0004879	LOC108090795|XP_017045131.1|DFIC	LOC117891155|XP_034652304.1|DSUB
OG0004880	LOC108088839|XP_017042301.1|DFIC	LOC117893867|XP_034656530.1|DSUB
OG0004881	LOC108093181|XP_017048625.1|DFIC	LOC117895642|XP_034659316.1|DSUB
OG0004882	LOC108089595|XP_017043442.1|DFIC	LOC117893919|XP_034656592.1|DSUB
OG0004883	LOC108099202|XP_017058066.1|DFIC	LOC117895225|XP_034658612.1|DSUB
OG0004884	LOC108101822|XP_017061784.1|DFIC	LOC117891663|XP_034653112.1|DSUB
OG0004885	LOC108096629|XP_017053867.1|DFIC	LOC117890748|XP_034651696.1|DSUB
OG0004886	LOC108093920|XP_017049776.1|DFIC	LOC117890461|XP_034651199.1|DSUB
OG0004887	LOC108090565|XP_017044795.1|DFIC	LOC117891860|XP_034653513.1|DSUB
OG0004888	LOC108095175|XP_017051629.1|DFIC	LOC117892615|XP_034654856.1|DSUB
OG0004889	LOC108090732|XP_017045044.1|DFIC	LOC117891902|XP_034653616.1|DSUB
OG0004890	LOC108101872|XP_017061897.1|DFIC	LOC117889972|XP_034650429.1|DSUB
OG0004891	LOC108095623|XP_017052279.1|DFIC	LOC117903587|XP_034671698.1|DSUB
OG0004892	LOC108096959|XP_017054416.1|DFIC	LOC117890163|XP_034650750.1|DSUB
OG0004893	LOC108096605|XP_017053801.1|DFIC	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB
OG0004894	LOC108096742|XP_017054082.1|DFIC	LOC117891510|XP_034652895.1|DSUB
OG0004895	LOC108087688|XP_017040684.1|DFIC	LOC117892118|XP_034654038.1|DSUB
OG0004896	LOC108087843|XP_017040906.1|DFIC	LOC117890310|XP_034650981.1|DSUB
OG0004897	LOC108087860|XP_017040931.1|DFIC	LOC117892110|XP_034654013.1|DSUB
OG0004898	LOC108093741|XP_017049495.1|DFIC	LOC117891675|XP_034653137.1|DSUB
OG0004899	LOC108086440|XP_017038840.1|DFIC	LOC117891543|XP_034652944.1|DSUB
OG0004900	LOC108093966|XP_017049861.1|DFIC	LOC117890346|XP_034651028.1|DSUB
OG0004901	LOC108094062|XP_017049990.1|DFIC	LOC117892450|XP_034654586.1|DSUB
OG0004902	LOC108100541|XP_017059993.1|DFIC	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC108096754|XP_017054102.1|DFIC	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC108087133|XP_017039820.1|DFIC	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC108101554|XP_017061438.1|DFIC	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC108096353|XP_017053391.1|DFIC	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC108089591|XP_017043437.1|DFIC	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC108093160|XP_017048596.1|DFIC	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC108088233|XP_017041431.1|DFIC	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC108088231|XP_017041429.1|DFIC	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC108099186|XP_017058042.1|DFIC	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC108096354|XP_017053392.1|DFIC	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC108094841|XP_017051132.1|DFIC	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC108094839|XP_017051125.1|DFIC	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC108101904|XP_017061963.1|DFIC	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC108090559|XP_017044790.1|DFIC	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC108087512|XP_017040403.1|DFIC	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC108087511|XP_017040397.1|DFIC	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC108100765|XP_017060293.1|DFIC	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC108100374|XP_017059711.1|DFIC	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC108088242|XP_017041442.1|DFIC	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC108088942|XP_017042454.1|DFIC	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC108100446|XP_017059860.1|DFIC	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC108093051|XP_017048448.1|DFIC	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC108100661|XP_017060161.1|DFIC	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC108093273|XP_017048742.1|DFIC	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC108096245|XP_017053173.1|DFIC	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC108095159|XP_017051596.1|DFIC	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC108098986|XP_017057693.1|DFIC	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC108093749|XP_017049505.1|DFIC	LOC117891868|XP_034653521.1|DSUB
OG0004931	LOC108094958|XP_017051311.1|DFIC	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC108099144|XP_017057976.1|DFIC	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC108090560|XP_017044791.1|DFIC	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC108090984|XP_017045429.1|DFIC	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC108086305|XP_017038686.1|DFIC	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC108096373|XP_017053414.1|DFIC	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC108093191|XP_017048640.1|DFIC	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC108096220|XP_017053094.1|DFIC	LOC117893335|XP_034655816.1|DSUB
OG0004939	LOC108088291|XP_017041509.1|DFIC	LOC117895430|XP_034658970.1|DSUB
OG0004940	LOC108088325|XP_017041552.1|DFIC	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC108089393|XP_017043065.1|DFIC	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC108099872|XP_017059009.1|DFIC	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC108089034|XP_017042620.1|DFIC	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC108099121|XP_017057944.1|DFIC	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC108094328|XP_017050367.1|DFIC	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC108088892|XP_017042380.1|DFIC	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC108100400|XP_017059773.1|DFIC	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC108100244|XP_017059509.1|DFIC	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC108100319|XP_017059614.1|DFIC	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC108099107|XP_017057920.1|DFIC	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC108088488|XP_017041796.1|DFIC	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC108089635|XP_017043489.1|DFIC	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC108089578|XP_017043423.1|DFIC	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC108089613|XP_017043464.1|DFIC	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC108093080|XP_017048490.1|DFIC	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC108093695|XP_017049365.1|DFIC	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC108099152|XP_017057986.1|DFIC	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC108089316|XP_017042981.1|DFIC	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC108089482|XP_017043246.1|DFIC	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC108089480|XP_017043244.1|DFIC	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC108096930|XP_017054372.1|DFIC	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC108093199|XP_017048650.1|DFIC	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC108088302|XP_017041520.1|DFIC	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC108087533|XP_017040427.1|DFIC	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC108089442|XP_017043168.1|DFIC	LOC117893301|XP_034655768.1|DSUB
OG0004966	LOC108089514|XP_017043326.1|DFIC	LOC117893290|XP_034655750.1|DSUB
OG0004967	LOC108094253|XP_017050202.1|DFIC	LOC117892410|XP_034654531.1|DSUB
OG0004968	LOC108096351|XP_017053389.1|DFIC	LOC117894964|XP_034658188.1|DSUB
OG0004969	LOC108093657|XP_017049321.1|DFIC	LOC117890462|XP_034651201.1|DSUB
OG0004970	LOC108096350|XP_017053388.1|DFIC	LOC117894959|XP_034658180.1|DSUB
OG0004971	LOC108096405|XP_017053465.1|DFIC	LOC117894962|XP_034658184.1|DSUB
OG0004972	LOC108089462|XP_017043197.1|DFIC	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC108099089|XP_017057895.1|DFIC	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC108089593|XP_017043440.1|DFIC	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC108100448|XP_017059861.1|DFIC	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC108099395|XP_017058392.1|DFIC	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC108087743|XP_017040754.1|DFIC	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC108086308|XP_017038698.1|DFIC	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC108088964|XP_017042471.1|DFIC	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC108096398|XP_017053458.1|DFIC	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC108088264|XP_017041470.1|DFIC	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC108088320|XP_017041545.1|DFIC	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC108087571|XP_017040490.1|DFIC	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC108093219|XP_017048676.1|DFIC	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC108100261|XP_017059527.1|DFIC	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC108099921|XP_017059079.1|DFIC	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC108089463|XP_017043198.1|DFIC	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC108089519|XP_017043335.1|DFIC	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC108095202|XP_017051698.1|DFIC	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC108087665|XP_017040644.1|DFIC	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC108087666|XP_017040646.1|DFIC	LOC117892568|XP_034654781.1|DSUB
OG0004993	LOC108089310|XP_017042976.1|DFIC	LOC117894914|XP_034658100.1|DSUB
OG0004994	LOC108099198|XP_017058061.1|DFIC	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC108099546|XP_017058614.1|DFIC	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC108093839|XP_017049662.1|DFIC	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC108093724|XP_017049423.1|DFIC	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC108101845|XP_017061853.1|DFIC	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC108088977|XP_017042508.1|DFIC	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC108096516|XP_017053634.1|DFIC	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC108096388|XP_017053442.1|DFIC	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC108088020|XP_017041123.1|DFIC	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC108089018|XP_017042592.1|DFIC	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC108093238|XP_017048701.1|DFIC	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC108088269|XP_017041476.1|DFIC	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC108100605|XP_017060081.1|DFIC	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC108099923|XP_017059081.1|DFIC	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC108100672|XP_017060177.1|DFIC	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC108099754|XP_017058873.1|DFIC	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC108100167|XP_017059419.1|DFIC	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC108090741|XP_017045053.1|DFIC	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC108093257|XP_017048722.1|DFIC	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC108099410|XP_017058414.1|DFIC	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC108087505|XP_017040392.1|DFIC	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC108100515|XP_017059960.1|DFIC	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC108089574|XP_017043420.1|DFIC	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC108089019|XP_017042593.1|DFIC	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC108099595|XP_017058699.1|DFIC	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC108089516|XP_017043330.1|DFIC	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC108090989|XP_017045435.1|DFIC	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC108089181|XP_017042805.1|DFIC	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC108100479|XP_017059901.1|DFIC	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC108090654|XP_017044921.1|DFIC	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC108100372|XP_017059706.1|DFIC	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC108096343|XP_017053379.1|DFIC	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC108096360|XP_017053397.1|DFIC	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC108099768|XP_017058889.1|DFIC	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC108087992|XP_017041085.1|DFIC	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC108099853|XP_017058988.1|DFIC	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC108099116|XP_017057935.1|DFIC	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC108089731|XP_017043601.1|DFIC	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC108093069|XP_017048470.1|DFIC	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC108089730|XP_017043598.1|DFIC	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC108089724|XP_017043593.1|DFIC	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC108093070|XP_017048471.1|DFIC	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC108099103|XP_017057912.1|DFIC	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC108096277|XP_017053226.1|DFIC	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC108099141|XP_017057971.1|DFIC	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC108093120|XP_017048552.1|DFIC	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC108093200|XP_017048651.1|DFIC	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC108099011|XP_017057734.1|DFIC	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC108095153|XP_017051581.1|DFIC	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC108095151|XP_017051578.1|DFIC	LOC117890899|XP_034651885.1|DSUB
OG0005045	LOC108095182|XP_017051657.1|DFIC	LOC117889957|XP_034650406.1|DSUB
OG0005046	LOC108096891|XP_017054322.1|DFIC	LOC117890817|XP_034651778.1|DSUB
OG0005047	LOC108089598|XP_017043445.1|DFIC	LOC117895192|XP_034658565.1|DSUB
OG0005048	LOC108089596|XP_017043443.1|DFIC	LOC117894586|XP_034657622.1|DSUB
OG0005049	LOC108093068|XP_017048467.1|DFIC	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC108087699|XP_017040703.1|DFIC	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC108093109|XP_017048539.1|DFIC	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC108093147|XP_017048580.1|DFIC	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC108101208|XP_017060945.1|DFIC	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC108100340|XP_017059648.1|DFIC	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC108097545|XP_017055387.1|DFIC	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC108101936|XP_017062008.1|DFIC	LOC117891466|XP_034652840.1|DSUB
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC117892058|XP_034653878.1|DSUB
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC117892000|XP_034653779.1|DSUB
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC108101234|XP_017060978.1|DFIC	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC108099196|XP_017058056.1|DFIC	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC108086378|XP_017038769.1|DFIC	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC108099084|XP_017057890.1|DFIC	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC117894587|XP_034657623.1|DSUB
