Group_ID	AAEG.longest_only.faa	AALB.longest_only.faa	AEAL.longest_only.faa	ASTE.longest_only.faa	BCOP.longest_only.faa	BTRY.longest_only.faa	CCAP.longest_only.faa	CPIP.longest_only.faa	CQUI.longest_only.faa	DALB.longest_only.faa	DANA.longest_only.faa	DBIA.longest_only.faa	DBUS.longest_only.faa	DELE.longest_only.faa	DERE.longest_only.faa	DEUG.longest_only.faa	DFIC.longest_only.faa	DGUA.longest_only.faa	DHYD.longest_only.faa	DKIK.longest_only.faa	DMAU.longest_only.faa	DMEL.longest_only.faa	DMIR.longest_only.faa	DNOV.longest_only.faa	DPER.longest_only.faa	DPSE.longest_only.faa	DSAN.longest_only.faa	DSEC.longest_only.faa	DSER.longest_only.faa	DSIM.longest_only.faa	DSUB.longest_only.faa	DSUP.longest_only.faa	DSUZ.longest_only.faa	DVIR.longest_only.faa	DYAK.longest_only.faa	HILL.longest_only.faa	SLEB.longest_only.faa	total
11949	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11950	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	21
11951	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11952	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11953	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11954	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11955	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	8	0	3	0	1	1	0	1	0	0	21
11956	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	3	4	0	1	0	0	21
11957	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11958	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11959	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11960	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11961	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11962	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11963	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11964	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11965	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11966	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11967	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11968	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11969	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11970	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11971	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11972	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11973	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	1	0	0	6	0	1	2	0	0	1	0	0	2	1	0	0	0	0	21
11974	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11975	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11976	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11977	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11978	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11979	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	2	21
11980	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	21
11981	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11982	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11983	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11984	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11985	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	21
11986	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	2	1	1	1	0	1	21
11987	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	21
11988	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	21
11989	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	1	1	1	0	0	0	0	2	2	1	3	0	1	1	0	2	0	0	21
11990	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	0	0	21
11991	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11992	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	21
11993	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1	3	0	0	1	1	1	0	0	0	0	1	1	0	1	0	2	2	0	1	0	0	21
11994	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	2	2	0	2	0	0	21
11995	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	0	1	0	0	21
11996	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	2	0	1	0	0	21
11997	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	21
11998	4	1	8	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
11999	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	20
12000	3	0	11	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
12001	9	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	20
12002	1	0	2	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	20
12003	1	1	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	1	0	0	1	0	1	0	20
12004	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	20
12005	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	20
12006	1	1	2	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	20
12007	2	1	8	1	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
12008	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
12009	1	1	2	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20
12010	1	1	1	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	3	0	0	0	1	1	0	0	0	1	1	0	20
12011	1	1	1	0	1	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	1	1	0	0	0	1	1	0	20
12012	0	0	1	0	9	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	20
12013	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	20
12014	0	0	0	0	2	0	0	0	0	0	14	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
12015	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	20
12016	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	20
12017	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12018	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12019	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	20
12020	0	0	0	0	0	0	0	0	0	5	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	20
12021	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	2	1	0	0	20
12022	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	20
12023	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	20
12024	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	20
12025	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	20
12026	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	20
12027	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	3	0	0	3	0	2	2	0	0	1	0	1	1	1	0	0	0	0	20
12028	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	2	0	1	0	1	1	1	1	1	1	1	0	1	0	0	20
12029	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	20
12030	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12031	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12032	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	1	2	0	0	2	1	2	2	0	0	1	0	0	1	1	1	0	0	0	20
12033	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	20
12034	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	2	1	0	0	1	20
12035	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	2	1	1	1	0	0	1	20
12036	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12037	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	20
12038	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	20
12039	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	20
12040	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12041	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	20
12042	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12043	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12044	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	20
12045	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12046	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	1	1	0	0	1	1	2	0	0	1	1	1	0	1	1	1	1	0	1	0	0	20
12047	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	20
12048	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	20
12049	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12050	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	20
12051	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	2	0	1	1	1	1	1	1	0	1	1	0	1	0	0	20
12052	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	2	1	1	3	1	0	1	0	0	20
12053	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12054	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	20
12055	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	2	0	1	1	1	1	0	1	1	1	1	0	1	0	0	20
12056	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12057	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	20
12058	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12059	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	20
12060	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	20
12061	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	2	20
12062	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	20
12063	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	20
12064	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	20
12065	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	2	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	20
12066	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	20
12067	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	2	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12068	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	20
12069	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	20
12070	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	20
12071	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	2	1	1	0	1	20
12072	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	20
12073	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	1	1	3	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	20
12074	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	20
12075	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	20
12076	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	20
12077	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	20
12078	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12079	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	0	2	0	0	20
12080	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12081	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	2	1	1	0	1	0	0	1	1	2	1	0	1	1	1	1	0	1	20
12082	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12083	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12084	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12085	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	20
12086	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	20
12087	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12088	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12089	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	20
12090	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	20
12091	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	20
12092	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	4	3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20
12093	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12094	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	20
12095	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	11	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	20
12096	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12097	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	20
12098	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	4	2	0	4	0	1	1	0	3	0	0	20
12099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	5	0	5	0	0	0	0	2	0	0	20
12100	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	19
12101	1	1	1	1	1	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19
12102	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	3	0	0	0	1	3	1	1	0	0	1	0	1	0	0	3	0	0	0	19
12103	4	0	5	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
12104	2	3	5	2	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19
12105	3	0	7	0	0	0	0	4	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
12106	4	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
12107	1	1	2	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	19
12108	1	0	1	0	0	1	0	1	1	1	0	0	0	3	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	19
12109	0	0	1	0	0	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	1	19
12110	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	2	1	0	0	3	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	19
12111	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
12112	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	19
12113	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	19
12114	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	19
12115	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	19
12116	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	1	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	2	2	1	0	0	1	19
12117	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	19
12118	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	19
12119	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	19
